1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1964:Q2,108485.00,1053.00,20352.00,8937.00,0.00,0.00,21279.00,0.00,16446.00,2590.00,2243.00,0.00,35609.00,8290.00,0.00,27319.00,0.00,0.00,7923.00,7782.00,5550.00,575409.00,0.00,0.00,2841.00,358968.00,269020.00,89948.00,4061.00,1787.00,2274.00,15212.00,6827.00,187500.00,89765.00,556689.00
1964:Q3,109770.00,940.00,19645.00,9127.00,0.00,344.00,21786.00,0.00,16793.00,2768.00,2225.00,0.00,36458.00,8345.00,0.00,28113.00,0.00,0.00,8229.00,7743.00,5498.00,584598.00,0.00,0.00,2855.00,363651.00,271891.00,91760.00,4177.00,1805.00,2372.00,15702.00,6851.00,191362.00,90605.00,565433.00
1964:Q4,109638.00,1034.00,18582.00,10084.00,0.00,-1758.00,22500.00,0.00,17333.00,2944.00,2223.00,0.00,37157.00,8397.00,0.00,28760.00,0.00,0.00,8574.00,7715.00,5750.00,595611.00,0.00,0.00,2830.00,369643.00,276483.00,93160.00,4290.00,1826.00,2464.00,16409.00,6879.00,195560.00,89841.00,575814.00
1965:Q1,113040.00,939.00,19708.00,10710.00,0.00,-848.00,22834.00,0.00,17597.00,3016.00,2221.00,0.00,37960.00,8413.00,0.00,29547.00,0.00,0.00,8673.00,7494.00,5570.00,601277.00,0.00,0.00,2864.00,371065.00,276404.00,94661.00,4373.00,1850.00,2523.00,16741.00,6910.00,199324.00,92920.00,581157.00
1965:Q2,119335.00,1677.00,22601.00,10833.00,0.00,0.00,23297.00,0.00,17987.00,3103.00,2207.00,0.00,38684.00,8348.00,0.00,30336.00,0.00,0.00,8968.00,7604.00,5671.00,604955.00,0.00,0.00,2901.00,370812.00,273954.00,96858.00,4531.00,1876.00,2655.00,17127.00,6944.00,202640.00,98693.00,584313.00
1965:Q3,117200.00,1306.00,18011.00,11299.00,0.00,539.00,24035.00,0.00,18760.00,3086.00,2189.00,0.00,39213.00,8424.00,0.00,30789.00,0.00,0.00,9387.00,7593.00,5817.00,611156.00,0.00,0.00,2949.00,372057.00,273152.00,98905.00,4580.00,1861.00,2719.00,17741.00,6979.00,206850.00,95721.00,589677.00
1965:Q4,117901.00,1396.00,16584.00,12436.00,0.00,-708.00,24836.00,0.00,19524.00,3145.00,2167.00,0.00,40253.00,8567.00,0.00,31686.00,0.00,0.00,9725.00,7625.00,5754.00,624289.00,0.00,0.00,3064.00,379804.00,279407.00,100397.00,4622.00,1845.00,2777.00,18362.00,7013.00,211424.00,95600.00,601988.00
1966:Q1,117983.00,1233.00,16864.00,12494.00,0.00,-265.00,25141.00,0.00,19835.00,3165.00,2141.00,0.00,41487.00,8827.00,0.00,32660.00,0.00,0.00,9946.00,5366.00,5717.00,631352.00,0.00,0.00,3242.00,381816.00,279974.00,101842.00,4653.00,1830.00,2823.00,18719.00,7042.00,215880.00,95325.00,608694.00
1966:Q2,126611.00,1103.00,23452.00,12874.00,0.00,0.00,25434.00,0.00,20346.00,2969.00,2119.00,0.00,42181.00,9086.00,0.00,33095.00,0.00,0.00,10243.00,5414.00,5910.00,634869.00,0.00,0.00,3543.00,380881.00,276740.00,104141.00,4725.00,1815.00,2910.00,19192.00,7070.00,219458.00,103355.00,611613.00
1966:Q3,125313.00,1070.00,18023.00,12991.00,0.00,1708.00,25514.00,0.00,20248.00,3154.00,2112.00,0.00,43690.00,9422.00,0.00,34268.00,0.00,0.00,10939.00,5323.00,6055.00,643869.00,0.00,0.00,3740.00,383654.00,278130.00,105524.00,5007.00,1800.00,3207.00,19848.00,7096.00,224524.00,101858.00,620414.00
1966:Q4,125490.00,905.00,16693.00,13682.00,0.00,805.00,25938.00,0.00,20097.00,3716.00,2125.00,0.00,44336.00,9779.00,0.00,34557.00,0.00,0.00,11615.00,5358.00,6158.00,657652.00,0.00,0.00,3963.00,390951.00,284318.00,106633.00,5187.00,1783.00,3404.00,20680.00,7120.00,229751.00,101989.00,634151.00
1967:Q1,129057.00,620.00,17698.00,15250.00,0.00,20.00,26091.00,0.00,20115.00,3843.00,2133.00,0.00,45939.00,9975.00,0.00,35964.00,0.00,0.00,11980.00,5704.00,5755.00,665929.00,0.00,0.00,4176.00,394678.00,286804.00,107874.00,5184.00,1770.00,3414.00,20989.00,7144.00,233758.00,105528.00,642400.00
1967:Q2,132620.00,645.00,18857.00,15921.00,0.00,0.00,26002.00,0.00,20003.00,3863.00,2136.00,0.00,46789.00,10100.00,0.00,36689.00,0.00,0.00,12691.00,5775.00,5940.00,665878.00,0.00,0.00,4394.00,390051.00,279856.00,110195.00,5219.00,1755.00,3464.00,21826.00,7168.00,237220.00,109153.00,642411.00
1967:Q3,135176.00,926.00,18706.00,15649.00,0.00,959.00,25811.00,0.00,20033.00,3651.00,2127.00,0.00,48258.00,10440.00,0.00,37818.00,0.00,0.00,13205.00,5712.00,5950.00,681488.00,0.00,0.00,4560.00,400589.00,288270.00,112319.00,5308.00,1738.00,3570.00,22256.00,7188.00,241587.00,111573.00,657885.00
1967:Q4,136715.00,1304.00,18649.00,15998.00,0.00,256.00,25885.00,0.00,19742.00,4018.00,2125.00,0.00,49019.00,10820.00,0.00,38199.00,0.00,0.00,13661.00,5824.00,6119.00,698728.00,0.00,0.00,4646.00,412435.00,298642.00,113793.00,5299.00,1720.00,3579.00,23019.00,7200.00,246129.00,113394.00,675407.00
1968:Q1,140409.00,1959.00,17223.00,16602.00,0.00,869.00,26498.00,0.00,19320.00,5093.00,2085.00,0.00,50616.00,11262.00,0.00,39354.00,0.00,0.00,13808.00,6786.00,6048.00,713025.00,0.00,0.00,4870.00,419660.00,304382.00,115278.00,5338.00,1702.00,3636.00,23183.00,7202.00,252772.00,117453.00,690069.00
1968:Q2,143864.00,2748.00,17686.00,16768.00,0.00,200.00,27583.00,0.00,19303.00,6136.00,2144.00,0.00,51542.00,11659.00,0.00,39883.00,0.00,0.00,14273.00,6867.00,6197.00,717705.00,0.00,0.00,4930.00,419307.00,301984.00,117323.00,5519.00,1684.00,3835.00,23494.00,7194.00,257261.00,120726.00,694567.00
1968:Q3,150204.00,3058.00,18980.00,17636.00,0.00,1369.00,28700.00,0.00,19514.00,7037.00,2149.00,0.00,52977.00,12076.00,0.00,40901.00,0.00,0.00,14697.00,6801.00,5986.00,734106.00,0.00,0.00,4976.00,429055.00,309736.00,119319.00,5548.00,1670.00,3878.00,24017.00,7186.00,263324.00,126812.00,710714.00
1968:Q4,148393.00,3340.00,15508.00,19248.00,0.00,-1273.00,29655.00,0.00,19926.00,7558.00,2171.00,0.00,54029.00,12456.00,0.00,41573.00,0.00,0.00,15183.00,6904.00,5799.00,746947.00,0.00,0.00,5062.00,434697.00,312565.00,122132.00,5647.00,1654.00,3993.00,24874.00,7186.00,269481.00,124474.00,723028.00
1969:Q1,149493.00,3371.00,15867.00,18574.00,0.00,-160.00,30935.00,0.00,20432.00,8308.00,2195.00,0.00,55211.00,12750.00,0.00,42461.00,0.00,0.00,15692.00,4455.00,5548.00,757280.00,0.00,0.00,5108.00,438549.00,312746.00,125803.00,5765.00,1635.00,4130.00,25027.00,7197.00,275634.00,124931.00,732718.00
1969:Q2,153811.00,3915.00,17505.00,16899.00,0.00,1300.00,31288.00,0.00,20956.00,8080.00,2252.00,0.00,56302.00,13084.00,0.00,43218.00,0.00,0.00,16376.00,4547.00,5679.00,755201.00,0.00,0.00,5166.00,430712.00,301369.00,129343.00,5815.00,1610.00,4205.00,25501.00,7217.00,280790.00,128650.00,730040.00
1969:Q3,157060.00,4076.00,17752.00,13661.00,0.00,4858.00,31967.00,0.00,21751.00,7961.00,2255.00,0.00,57528.00,13412.00,0.00,44116.00,0.00,0.00,17009.00,4434.00,5775.00,769457.00,0.00,0.00,5198.00,438257.00,306203.00,132054.00,5869.00,1598.00,4271.00,25851.00,7239.00,287043.00,131038.00,743435.00
1969:Q4,159152.00,4691.00,19251.00,13261.00,0.00,2599.00,32855.00,0.00,23007.00,7612.00,2236.00,0.00,58922.00,13883.00,0.00,45039.00,0.00,0.00,17341.00,4448.00,5784.00,784487.00,0.00,0.00,5334.00,444528.00,311010.00,133518.00,6312.00,1573.00,4739.00,26820.00,7252.00,294241.00,131406.00,756741.00
1970:Q1,160334.00,4872.00,19768.00,14976.00,0.00,2010.00,33346.00,0.00,23963.00,7175.00,2208.00,0.00,60243.00,14396.00,0.00,45847.00,0.00,0.00,17156.00,2134.00,5829.00,797768.00,867.00,400.00,5397.00,448640.00,312982.00,135658.00,6254.00,1556.00,4698.00,27177.00,7321.00,301712.00,131673.00,769107.00
1970:Q2,163242.00,4340.00,21986.00,17141.00,0.00,0.00,33410.00,0.00,24366.00,6750.00,2294.00,0.00,61055.00,14635.00,0.00,46420.00,0.00,0.00,17155.00,2237.00,5918.00,804738.00,867.00,400.00,5421.00,447574.00,308576.00,138998.00,6104.00,1532.00,4572.00,27176.00,7333.00,309863.00,134304.00,775800.00
1970:Q3,164937.00,3785.00,20318.00,20089.00,0.00,1073.00,32435.00,0.00,23868.00,6271.00,2296.00,0.00,62007.00,14849.00,0.00,47158.00,0.00,0.00,17160.00,2177.00,5893.00,822831.00,867.00,400.00,5492.00,457668.00,316086.00,141582.00,6272.00,1506.00,4766.00,27617.00,7344.00,317171.00,136303.00,794197.00
1970:Q4,165342.00,3573.00,21099.00,23475.00,0.00,-1416.00,30507.00,0.00,22940.00,5183.00,2384.00,0.00,62723.00,15102.00,0.00,47621.00,0.00,0.00,17186.00,2202.00,5993.00,844596.00,867.00,400.00,5556.00,471030.00,325529.00,145501.00,6314.00,1498.00,4816.00,27969.00,7358.00,325102.00,137586.00,816840.00
1971:Q1,166501.00,3672.00,18162.00,26426.00,0.00,-1819.00,28413.00,0.00,22010.00,4040.00,2363.00,0.00,63477.00,15319.00,0.00,48158.00,0.00,0.00,16821.00,5412.00,5937.00,861154.00,1584.00,400.00,5654.00,477354.00,327608.00,149746.00,6393.00,1484.00,4909.00,28549.00,7375.00,333845.00,139582.00,834235.00
1971:Q2,172382.00,3149.00,22683.00,26558.00,0.00,0.00,27522.00,0.00,21890.00,3301.00,2331.00,0.00,64507.00,15435.00,0.00,49072.00,0.00,0.00,16099.00,5908.00,5956.00,877993.00,1584.00,400.00,5797.00,485123.00,331157.00,153966.00,6304.00,1463.00,4841.00,28752.00,7393.00,342640.00,145651.00,851262.00
1971:Q3,175400.00,2053.00,23095.00,27282.00,0.00,1901.00,27283.00,0.00,21848.00,3150.00,2285.00,0.00,65349.00,15693.00,0.00,49656.00,0.00,0.00,16086.00,6232.00,6119.00,902614.00,1584.00,400.00,5911.00,498170.00,340295.00,157875.00,6535.00,1445.00,5090.00,29272.00,7412.00,353330.00,148462.00,875676.00
1971:Q4,180287.00,2192.00,25342.00,30756.00,0.00,-863.00,27748.00,0.00,22587.00,3029.00,2132.00,0.00,65927.00,15801.00,0.00,50126.00,0.00,0.00,16411.00,6625.00,6149.00,929902.00,1720.00,400.00,6046.00,514885.00,353319.00,161566.00,6607.00,1426.00,5181.00,29240.00,7429.00,363575.00,152519.00,902134.00
1972:Q1,182194.00,2897.00,21275.00,32281.00,0.00,-63.00,28522.00,0.00,23279.00,3239.00,2004.00,0.00,67085.00,16222.00,0.00,50863.00,0.00,0.00,16438.00,7649.00,6110.00,950058.00,2491.00,400.00,6219.00,522986.00,357305.00,165681.00,6849.00,1401.00,5448.00,29583.00,7459.00,374071.00,153467.00,921331.00
1972:Q2,188623.00,2989.00,23942.00,33569.00,0.00,0.00,29508.00,0.00,23584.00,4200.00,1724.00,0.00,67611.00,16580.00,0.00,51031.00,0.00,0.00,16651.00,8186.00,6167.00,959190.00,2491.00,400.00,6372.00,522482.00,353417.00,169065.00,6528.00,1383.00,5145.00,29771.00,7498.00,383648.00,159894.00,930461.00
1972:Q3,193279.00,2785.00,22887.00,33945.00,0.00,2314.00,30975.00,0.00,24150.00,4888.00,1937.00,0.00,68766.00,16756.00,0.00,52010.00,0.00,0.00,16984.00,8467.00,6156.00,980304.00,2491.00,400.00,6483.00,531103.00,358627.00,172476.00,6633.00,1362.00,5271.00,30645.00,7540.00,395009.00,163858.00,950883.00
1972:Q4,199619.00,2627.00,25950.00,37576.00,0.00,-952.00,33062.00,0.00,24896.00,6333.00,1833.00,0.00,69163.00,16495.00,0.00,52668.00,0.00,0.00,17046.00,8995.00,6152.00,1007221.00,2491.00,400.00,6579.00,546594.00,371410.00,175184.00,6866.00,1340.00,5526.00,31976.00,7581.00,404734.00,169197.00,976799.00
1973:Q1,208996.00,2814.00,26120.00,40615.00,0.00,-346.00,35186.00,0.00,25424.00,7704.00,2058.00,0.00,70427.00,16612.00,0.00,53815.00,0.00,0.00,17440.00,10466.00,6274.00,1025160.00,2767.00,400.00,6667.00,558678.00,379432.00,179246.00,6115.00,1318.00,4797.00,32400.00,7624.00,410509.00,178775.00,994939.00
1973:Q2,214517.00,2810.00,27292.00,41035.00,0.00,0.00,37357.00,0.00,25889.00,9415.00,2053.00,0.00,70075.00,15825.00,0.00,54250.00,0.00,0.00,18534.00,11032.00,6382.00,1028254.00,2767.00,400.00,6860.00,557402.00,375107.00,182295.00,5855.00,1300.00,4555.00,33145.00,7671.00,414154.00,184073.00,997810.00
1973:Q3,216424.00,2810.00,20549.00,42667.00,0.00,1706.00,39313.00,0.00,26152.00,11199.00,1962.00,0.00,72508.00,17231.00,0.00,55277.00,0.00,0.00,19104.00,11293.00,6474.00,1034908.00,2767.00,400.00,6924.00,559446.00,373692.00,185754.00,6255.00,1284.00,4971.00,34082.00,7717.00,417317.00,185301.00,1003785.00
1973:Q4,226332.00,2887.00,25315.00,44024.00,0.00,497.00,41091.00,0.00,26065.00,12964.00,2062.00,0.00,73539.00,17606.00,0.00,55933.00,0.00,0.00,20147.00,11732.00,7100.00,1054795.00,2767.00,400.00,7001.00,570423.00,380560.00,189863.00,6185.00,1269.00,4916.00,35537.00,7756.00,424726.00,195351.00,1023814.00
1974:Q1,229609.00,3101.00,21909.00,45664.00,0.00,2748.00,42747.00,0.00,26102.00,14601.00,2044.00,0.00,72428.00,17985.00,0.00,54443.00,0.00,0.00,20632.00,13062.00,7318.00,1072385.00,2767.00,400.00,6988.00,577313.00,383530.00,193783.00,6223.00,1249.00,4974.00,36007.00,7789.00,434898.00,198533.00,1041309.00
1974:Q2,236775.00,3371.00,25594.00,46974.00,0.00,0.00,44091.00,0.00,25809.00,15834.00,2448.00,0.00,74423.00,19324.00,0.00,55099.00,0.00,0.00,21586.00,13841.00,6895.00,1083724.00,2767.00,400.00,7085.00,579167.00,381384.00,197783.00,6008.00,1227.00,4781.00,36952.00,7816.00,443529.00,206185.00,1053134.00
1974:Q3,242823.00,4159.00,22174.00,46588.00,0.00,3331.00,45205.00,0.00,26258.00,16412.00,2535.00,0.00,77680.00,21184.00,0.00,56496.00,0.00,0.00,22554.00,14267.00,6865.00,1109153.00,2723.00,400.00,7188.00,586248.00,384868.00,201380.00,6369.00,1196.00,5173.00,38333.00,7842.00,460050.00,211392.00,1077722.00
1974:Q4,242291.00,4312.00,21150.00,49021.00,0.00,-1259.00,45153.00,0.00,26523.00,16044.00,2586.00,0.00,83425.00,23839.00,0.00,59586.00,0.00,0.00,19107.00,14340.00,7042.00,1134519.00,2809.00,400.00,7333.00,597915.00,395294.00,202621.00,6755.00,1163.00,5592.00,39805.00,7871.00,471631.00,210176.00,1102404.00
1975:Q1,244614.00,4655.00,20558.00,47504.00,0.00,953.00,45880.00,0.00,26991.00,16327.00,2562.00,0.00,86253.00,24656.00,0.00,61597.00,0.00,0.00,18983.00,12678.00,7150.00,1169114.00,2862.00,400.00,7500.00,618783.00,414727.00,204056.00,6847.00,1159.00,5688.00,44715.00,9015.00,478992.00,211935.00,1136435.00
1975:Q2,253518.00,4625.00,23924.00,47023.00,0.00,0.00,46812.00,0.00,26734.00,17610.00,2468.00,0.00,90813.00,27225.00,0.00,63588.00,0.00,0.00,19696.00,13364.00,7261.00,1197887.00,2836.00,500.00,7711.00,643618.00,436626.00,206992.00,6795.00,1117.00,5678.00,46234.00,9394.00,480799.00,221106.00,1165475.00
1975:Q3,262919.00,4662.00,24025.00,46526.00,0.00,1946.00,48888.00,0.00,27183.00,18506.00,3199.00,0.00,94794.00,29531.00,0.00,65263.00,0.00,0.00,20762.00,13902.00,7414.00,1239239.00,2671.00,500.00,7910.00,667733.00,459039.00,208694.00,6893.00,1100.00,5793.00,48065.00,9433.00,496034.00,229943.00,1206263.00
1975:Q4,267393.00,4571.00,24504.00,47514.00,0.00,-2080.00,50958.00,0.00,27783.00,18206.00,4969.00,0.00,98454.00,31955.00,0.00,66499.00,0.00,0.00,21686.00,14153.00,7633.00,1281132.00,2685.00,500.00,8170.00,698431.00,484853.00,213578.00,6854.00,1073.00,5781.00,49234.00,10152.00,505106.00,233829.00,1247568.00
1976:Q1,279647.00,4801.00,20904.00,49001.00,0.00,-1515.00,56130.00,0.00,31610.00,18389.00,6131.00,0.00,101834.00,32586.00,0.00,69248.00,0.00,0.00,21554.00,19139.00,7799.00,1313809.00,2653.00,500.00,8318.00,725413.00,508438.00,216975.00,8091.00,1051.00,7040.00,52016.00,10053.00,506765.00,240997.00,1275159.00
1976:Q2,291915.00,5759.00,29986.00,46135.00,0.00,0.00,58806.00,0.00,33077.00,18729.00,7000.00,0.00,100734.00,31918.00,0.00,68816.00,0.00,0.00,22530.00,19849.00,8116.00,1335857.00,2629.00,500.00,8657.00,749791.00,524055.00,225736.00,6762.00,1029.00,5733.00,54024.00,10387.00,503107.00,253105.00,1297047.00
1976:Q3,305283.00,6752.00,31141.00,47051.00,0.00,572.00,62629.00,0.00,35536.00,19745.00,7348.00,0.00,105487.00,33098.00,0.00,72389.00,0.00,0.00,23142.00,20014.00,8495.00,1365773.00,2654.00,800.00,8556.00,769466.00,540824.00,228642.00,7967.00,997.00,6970.00,56890.00,10440.00,509000.00,262777.00,1323267.00
1976:Q4,308325.00,7005.00,27390.00,49795.00,0.00,-1875.00,67941.00,0.00,40241.00,20359.00,7341.00,0.00,107852.00,33625.00,0.00,74227.00,0.00,0.00,23866.00,20243.00,6108.00,1394289.00,2665.00,1200.00,8659.00,788743.00,558730.00,230013.00,8799.00,982.00,7817.00,59357.00,10751.00,514115.00,260267.00,1346231.00
1977:Q1,315575.00,7452.00,22858.00,52392.00,0.00,-1354.00,74660.00,0.00,43626.00,23950.00,7084.00,0.00,109419.00,33997.00,0.00,75422.00,0.00,0.00,24020.00,19899.00,6229.00,1428197.00,2659.00,1200.00,8648.00,806228.00,575265.00,230963.00,9108.00,949.00,8159.00,61697.00,10803.00,527854.00,263790.00,1376412.00
1977:Q2,333642.00,7500.00,31532.00,51281.00,0.00,0.00,81550.00,0.00,49779.00,24830.00,6941.00,0.00,109951.00,34978.00,0.00,74973.00,0.00,0.00,24428.00,20915.00,6485.00,1445104.00,2674.00,1200.00,8765.00,816175.00,575703.00,240472.00,7037.00,919.00,6118.00,63662.00,10970.00,534621.00,277745.00,1389207.00
1977:Q3,352470.00,7350.00,33301.00,53519.00,0.00,715.00,89639.00,0.00,55880.00,26402.00,7357.00,0.00,114790.00,36548.00,0.00,78242.00,0.00,0.00,25315.00,21226.00,6615.00,1483559.00,2669.00,1200.00,8864.00,846110.00,601311.00,244799.00,8228.00,894.00,7334.00,65709.00,11069.00,539710.00,289256.00,1420345.00
1977:Q4,358058.00,7605.00,28086.00,56644.00,0.00,-1970.00,95988.00,0.00,61363.00,26705.00,7920.00,0.00,118170.00,38362.00,0.00,79808.00,0.00,0.00,25448.00,21299.00,6788.00,1519085.00,2787.00,1250.00,8909.00,869880.00,621737.00,248143.00,8891.00,869.00,8022.00,66754.00,11422.00,549192.00,288673.00,1449700.00
1978:Q1,374106.00,7429.00,20230.00,60268.00,0.00,-1382.00,105748.00,0.00,68774.00,28415.00,8559.00,0.00,122929.00,39428.00,0.00,83501.00,0.00,0.00,27043.00,24721.00,7120.00,1562235.00,2837.00,1250.00,9045.00,896806.00,640974.00,255832.00,9152.00,845.00,8307.00,68935.00,11475.00,562735.00,297025.00,1485154.00
1978:Q2,402249.00,7128.00,32644.00,59782.00,0.00,0.00,114987.00,0.00,73601.00,33040.00,8346.00,0.00,126454.00,40869.00,0.00,85585.00,0.00,0.00,28375.00,25580.00,7299.00,1585638.00,2843.00,1250.00,9142.00,913330.00,644960.00,268370.00,7282.00,818.00,6464.00,70721.00,11781.00,569289.00,322184.00,1505573.00
1978:Q3,425787.00,7188.00,36590.00,62110.00,0.00,479.00,123414.00,0.00,80665.00,34581.00,8168.00,0.00,133434.00,43381.00,0.00,90053.00,0.00,0.00,29240.00,25788.00,7544.00,1622353.00,2939.00,1300.00,9271.00,944372.00,665986.00,278386.00,7253.00,792.00,6461.00,73033.00,11848.00,572337.00,338661.00,1535227.00
1978:Q4,437129.00,5402.00,32079.00,63854.00,0.00,2158.00,130413.00,0.00,83680.00,39495.00,7238.00,0.00,137456.00,45082.00,0.00,92374.00,0.00,0.00,31484.00,26367.00,7916.00,1664620.00,2989.00,1300.00,9383.00,970481.00,681346.00,289135.00,7238.00,772.00,6466.00,75850.00,12112.00,585267.00,346983.00,1574474.00
1979:Q1,449083.00,6446.00,21403.00,66409.00,0.00,3783.00,138962.00,0.00,89510.00,42995.00,6457.00,0.00,142650.00,48140.00,0.00,94510.00,0.00,0.00,32172.00,29072.00,8186.00,1696408.00,4077.00,1300.00,9659.00,985062.00,689699.00,295363.00,7227.00,746.00,6481.00,77909.00,12094.00,599080.00,353092.00,1600417.00
1979:Q2,476233.00,7036.00,32892.00,63066.00,0.00,8000.00,142216.00,0.00,89331.00,46504.00,6381.00,0.00,150707.00,51209.00,0.00,99498.00,0.00,0.00,33919.00,30044.00,8353.00,1715201.00,4090.00,1800.00,9982.00,989611.00,686724.00,302887.00,7353.00,705.00,6648.00,80223.00,12357.00,609785.00,380254.00,1619222.00
1979:Q3,496211.00,5826.00,38298.00,63229.00,0.00,10528.00,146734.00,0.00,90086.00,50211.00,6437.00,0.00,157076.00,54479.00,0.00,102597.00,0.00,0.00,35382.00,30650.00,8488.00,1751955.00,4175.00,1800.00,10262.00,1017266.00,706688.00,310578.00,7231.00,680.00,6551.00,82879.00,12359.00,615983.00,399574.00,1655318.00
1979:Q4,505549.00,5328.00,32228.00,61800.00,0.00,11781.00,151605.00,0.00,85460.00,59357.00,6788.00,0.00,165097.00,58142.00,0.00,106955.00,0.00,0.00,37776.00,31402.00,8532.00,1791937.00,4173.00,1800.00,10493.00,1040809.00,725255.00,315554.00,7316.00,654.00,6662.00,83382.00,12630.00,631334.00,413427.00,1699815.00
1980:Q1,511105.00,8013.00,22304.00,63505.00,0.00,14013.00,150796.00,0.00,82029.00,61731.00,7036.00,0.00,173941.00,62664.00,0.00,111277.00,0.00,0.00,39716.00,30212.00,8605.00,1828420.00,5058.00,2968.00,10709.00,1060076.00,740698.00,319378.00,7347.00,633.00,6714.00,85691.00,12598.00,643973.00,422362.00,1739677.00
1980:Q2,527778.00,8463.00,29407.00,59683.00,0.00,17500.00,150167.00,0.00,82477.00,60336.00,7354.00,0.00,183020.00,67265.00,0.00,115755.00,0.00,0.00,40216.00,30650.00,8672.00,1846804.00,5353.00,3018.00,10849.00,1074046.00,748317.00,325729.00,7380.00,601.00,6779.00,87793.00,12842.00,645523.00,438522.00,1757548.00
1980:Q3,552854.00,9620.00,36128.00,58583.00,0.00,20253.00,154863.00,0.00,87987.00,59467.00,7409.00,0.00,191007.00,71279.00,0.00,119728.00,0.00,0.00,42056.00,31420.00,8924.00,1891373.00,5305.00,3268.00,10925.00,1117940.00,785643.00,332297.00,7710.00,572.00,7138.00,89842.00,12860.00,643523.00,457729.00,1796248.00
1980:Q4,560933.00,10550.00,28614.00,59623.00,0.00,16997.00,160051.00,0.00,93322.00,59721.00,7008.00,0.00,198909.00,75430.00,0.00,123479.00,0.00,0.00,44308.00,31720.00,10161.00,1932581.00,5155.00,2518.00,11057.00,1148482.00,811634.00,336848.00,8136.00,550.00,7586.00,91539.00,13195.00,652499.00,460025.00,1831673.00
1981:Q1,571312.00,12240.00,29386.00,61179.00,0.00,17135.00,165089.00,0.00,97651.00,60564.00,6874.00,0.00,208745.00,79002.00,0.00,129743.00,0.00,0.00,46215.00,21036.00,10287.00,1989478.00,6019.00,2818.00,11167.00,1184692.00,843025.00,341667.00,8333.00,520.00,7813.00,94553.00,13163.00,668733.00,465848.00,1884014.00
1981:Q2,585608.00,12042.00,28526.00,58611.00,0.00,16301.00,172885.00,0.00,103545.00,62628.00,6712.00,0.00,218334.00,82779.00,0.00,135555.00,0.00,0.00,47512.00,20561.00,10836.00,2006722.00,5637.00,3068.00,11266.00,1188676.00,841914.00,346762.00,9063.00,493.00,8570.00,96133.00,13497.00,679382.00,473493.00,1894607.00
1981:Q3,606954.00,13037.00,33390.00,58650.00,0.00,17315.00,180107.00,0.00,106929.00,66253.00,6925.00,0.00,224898.00,85266.00,0.00,139632.00,0.00,0.00,48202.00,20172.00,11183.00,2053670.00,5608.00,3318.00,11374.00,1227379.00,871221.00,356158.00,8934.00,465.00,8469.00,97424.00,13473.00,686160.00,491556.00,1938272.00
1981:Q4,612542.00,13834.00,28331.00,61720.00,0.00,13661.00,184539.00,0.00,108315.00,69085.00,7139.00,0.00,230871.00,88051.00,0.00,142820.00,0.00,0.00,49184.00,19285.00,11117.00,2108249.00,5703.00,3318.00,11502.00,1270447.00,907217.00,363230.00,9265.00,441.00,8824.00,98400.00,13833.00,695781.00,495403.00,1991110.00
1982:Q1,623568.00,13881.00,27756.00,66304.00,0.00,11896.00,190046.00,0.00,116685.00,65763.00,7598.00,0.00,235189.00,89758.00,0.00,145431.00,0.00,0.00,49902.00,17218.00,11376.00,2168481.00,5454.00,3568.00,11606.00,1307792.00,936752.00,371040.00,9483.00,415.00,9068.00,101071.00,13868.00,715639.00,497815.00,2042728.00
1982:Q2,640237.00,14782.00,27138.00,64466.00,0.00,13450.00,197351.00,0.00,125500.00,64250.00,7601.00,0.00,241618.00,91812.00,0.00,149806.00,0.00,0.00,51655.00,17907.00,11870.00,2209446.00,5351.00,3818.00,11693.00,1330891.00,947862.00,383029.00,9989.00,383.00,9606.00,104583.00,14232.00,728889.00,505131.00,2074340.00
1982:Q3,670503.00,14760.00,43562.00,66180.00,0.00,14701.00,200318.00,0.00,122791.00,69922.00,7605.00,0.00,248238.00,93166.00,0.00,155072.00,0.00,0.00,51943.00,18549.00,12252.00,2290227.00,5254.00,4218.00,11764.00,1410979.00,1017401.00,393578.00,10006.00,353.00,9653.00,107752.00,14242.00,726012.00,538059.00,2157783.00
1982:Q4,676020.00,17076.00,33922.00,66020.00,0.00,16086.00,203835.00,0.00,126272.00,70180.00,7383.00,0.00,252327.00,95654.00,0.00,156673.00,0.00,0.00,55324.00,19090.00,12340.00,2375049.00,5405.00,4618.00,11859.00,1484690.00,1080707.00,403983.00,10113.00,322.00,9791.00,109834.00,14679.00,733851.00,539957.00,2238986.00
