1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2000:Q4,2231085.00,41051.00,61971.00,124105.00,53860.00,142753.00,756748.00,119484.00,309989.00,239741.00,3723.00,83811.00,393101.00,206189.00,59662.00,127250.00,93214.00,30821.00,138013.00,153125.00,242323.00,6648095.00,6384.00,2200.00,23180.00,5279050.00,4090025.00,1189025.00,8867.00,0.00,8867.00,413688.00,36396.00,878330.00,1912229.00,6329239.00
2001:Q1,2263236.00,38741.00,65992.00,128731.00,54474.00,139738.00,780536.00,123292.00,316915.00,250304.00,3770.00,86255.00,394414.00,205012.00,64386.00,125016.00,91687.00,30090.00,142621.00,152127.00,244085.00,6922387.00,6177.00,2200.00,23578.00,5338258.00,4122030.00,1216228.00,8941.00,0.00,8941.00,423247.00,36555.00,1083431.00,1937380.00,6596531.00
2001:Q2,2326360.00,39495.00,83099.00,134360.00,55842.00,138489.00,812133.00,128896.00,324800.00,264619.00,3870.00,89948.00,396237.00,206014.00,66683.00,123540.00,91334.00,29736.00,147430.00,151321.00,246884.00,6763996.00,6103.00,2200.00,23904.00,5226643.00,3976229.00,1250414.00,8971.00,0.00,8971.00,431030.00,37148.00,1027997.00,1992589.00,6430225.00
2001:Q3,2334640.00,44666.00,83831.00,137333.00,55839.00,133722.00,820535.00,131395.00,321165.00,272631.00,3875.00,91469.00,397082.00,203031.00,70765.00,123286.00,88674.00,28624.00,151088.00,153178.00,240068.00,7102924.00,6316.00,2200.00,24462.00,5314553.00,4058181.00,1256372.00,8892.00,0.00,8892.00,440442.00,37155.00,1268904.00,2004583.00,6772867.00
2001:Q4,2382171.00,43164.00,108531.00,140342.00,57107.00,131894.00,851493.00,136944.00,328438.00,287035.00,3968.00,95108.00,396140.00,204247.00,72470.00,119423.00,87973.00,28139.00,151332.00,156821.00,229235.00,7127502.00,6157.00,2200.00,24462.00,5439620.00,4145237.00,1294383.00,8967.00,0.00,8967.00,443899.00,37781.00,1164416.00,2044766.00,6790097.00
2002:Q1,2352411.00,42247.00,65467.00,147166.00,57413.00,127707.00,865897.00,140253.00,327641.00,296823.00,3994.00,97186.00,397942.00,202723.00,76092.00,119127.00,85713.00,27148.00,152220.00,159602.00,223889.00,7219890.00,6109.00,2200.00,24696.00,5500127.00,4183973.00,1316154.00,9237.00,0.00,9237.00,452262.00,37713.00,1187546.00,2015533.00,6883012.00
2002:Q2,2390345.00,47606.00,97472.00,143482.00,57678.00,123382.00,886857.00,143491.00,333649.00,306487.00,4018.00,99212.00,397021.00,200858.00,76396.00,119767.00,83367.00,26128.00,151361.00,161875.00,214116.00,7507705.00,6519.00,2200.00,24846.00,5580097.00,4213894.00,1366203.00,9322.00,0.00,9322.00,461318.00,38713.00,1384690.00,2047374.00,7164734.00
2002:Q3,2429406.00,48815.00,120231.00,153244.00,57661.00,118432.00,904077.00,146037.00,338576.00,314684.00,4022.00,100758.00,398226.00,198174.00,80449.00,119603.00,80600.00,24974.00,148987.00,163712.00,210447.00,7955166.00,6481.00,2200.00,25450.00,5703916.00,4314504.00,1389412.00,9495.00,0.00,9495.00,468572.00,38684.00,1700368.00,2081335.00,7607095.00
2002:Q4,2453103.00,50977.00,94546.00,166256.00,58694.00,115552.00,942990.00,151289.00,354673.00,328761.00,4099.00,104168.00,398822.00,199431.00,80490.00,118901.00,79254.00,24254.00,150630.00,165000.00,206128.00,8106677.00,6661.00,2200.00,25450.00,5865630.00,4427328.00,1438302.00,9598.00,0.00,9598.00,473198.00,39354.00,1684586.00,2088832.00,7742406.00
2003:Q1,2429532.00,51745.00,67179.00,164216.00,58656.00,115478.00,937913.00,151192.00,349974.00,328550.00,4096.00,104101.00,399006.00,197001.00,83129.00,118876.00,79203.00,24239.00,163938.00,165920.00,202039.00,8379848.00,6731.00,2200.00,25591.00,5933489.00,4468372.00,1465117.00,9650.00,0.00,9650.00,502974.00,39373.00,1859840.00,2069908.00,8020224.00
2003:Q2,2504185.00,52934.00,86852.00,174443.00,60468.00,119044.00,953954.00,155861.00,347857.00,338697.00,4223.00,107316.00,401414.00,200894.00,82164.00,118356.00,81649.00,24987.00,170747.00,166839.00,210854.00,8408505.00,6864.00,2200.00,25992.00,6105508.00,4585543.00,1519965.00,9623.00,0.00,9623.00,528185.00,39793.00,1690340.00,2146705.00,8051025.00
2003:Q3,2491344.00,54879.00,98885.00,159869.00,61319.00,116841.00,954493.00,151579.00,356043.00,336025.00,4337.00,106509.00,400215.00,199667.00,83311.00,117237.00,83573.00,25968.00,164657.00,168814.00,201831.00,8526024.00,7005.00,2200.00,26015.00,6231424.00,4702629.00,1528795.00,9709.00,0.00,9709.00,553889.00,39930.00,1655852.00,2125592.00,8160272.00
2003:Q4,2533129.00,54972.00,108123.00,161381.00,63432.00,117032.00,964519.00,150401.00,361444.00,340247.00,4539.00,107888.00,401164.00,201723.00,82366.00,117075.00,93364.00,29411.00,167831.00,168787.00,203113.00,8587231.00,7281.00,2200.00,26014.00,6406794.00,4848035.00,1558759.00,9676.00,0.00,9676.00,573663.00,40480.00,1521123.00,2162009.00,8216111.00
2004:Q1,2549321.00,54360.00,75650.00,169404.00,65515.00,117128.00,979667.00,149085.00,372418.00,344232.00,4740.00,109192.00,409201.00,205450.00,85403.00,118348.00,95315.00,30430.00,177277.00,170978.00,204396.00,9567238.00,7254.00,2200.00,26210.00,7301516.00,4970105.00,2331411.00,9745.00,0.00,9745.00,589664.00,40468.00,1590181.00,2167158.00,9185075.00
2004:Q2,2630728.00,52282.00,95996.00,164301.00,69903.00,121146.00,1022080.00,152680.00,390124.00,359947.00,5111.00,114218.00,411313.00,210146.00,84728.00,116439.00,98952.00,32021.00,181315.00,173168.00,208251.00,9785171.00,7184.00,2200.00,26499.00,7413298.00,5018844.00,2394454.00,9804.00,0.00,9804.00,602592.00,40940.00,1682654.00,2230800.00,9385243.00
2004:Q3,2637413.00,52002.00,79861.00,167286.00,72407.00,121642.00,1031036.00,151734.00,392474.00,365468.00,5347.00,116013.00,415014.00,212652.00,87140.00,115222.00,97523.00,31994.00,182408.00,175912.00,210328.00,10057141.00,7197.00,2200.00,26673.00,7546245.00,5117264.00,2428981.00,9859.00,0.00,9859.00,613629.00,40994.00,1810344.00,2235080.00,9654808.00
2004:Q4,2692989.00,54298.00,72548.00,169154.00,75965.00,123755.00,1057679.00,152738.00,403861.00,376013.00,5663.00,119404.00,417921.00,217815.00,86074.00,114032.00,107242.00,35667.00,186817.00,179232.00,212711.00,10176834.00,7609.00,2200.00,26703.00,7724826.00,5250883.00,2473943.00,9994.00,0.00,9994.00,619041.00,41566.00,1744895.00,2279134.00,9762979.00
2005:Q1,2731304.00,47496.00,81982.00,165582.00,78593.00,124279.00,1088845.00,151750.00,428081.00,381813.00,5911.00,121290.00,416251.00,220524.00,89425.00,106302.00,105468.00,35525.00,191333.00,182632.00,213318.00,10520701.00,7402.00,2200.00,26902.00,7933158.00,5403995.00,2529163.00,10073.00,0.00,10073.00,637427.00,41567.00,1861972.00,2293150.00,10082547.00
2005:Q2,2799854.00,46157.00,96871.00,162098.00,81049.00,124398.00,1126779.00,150208.00,461068.00,386524.00,6148.00,122831.00,417254.00,222713.00,88936.00,105605.00,107287.00,36616.00,200462.00,186032.00,214851.00,10560889.00,7137.00,2200.00,27172.00,7934382.00,5356972.00,2577410.00,10187.00,0.00,10187.00,655337.00,41985.00,1882489.00,2328599.00,10089634.00
2005:Q3,2895929.00,41025.00,90532.00,166363.00,86343.00,128624.00,1186531.00,153510.00,493602.00,404291.00,6604.00,128524.00,427267.00,230726.00,91715.00,104826.00,113437.00,39251.00,207900.00,189437.00,219219.00,10665677.00,7102.00,2200.00,27401.00,8047288.00,5443776.00,2603512.00,10428.00,0.00,10428.00,673306.00,42055.00,1855897.00,2391899.00,10161647.00
2005:Q4,2964767.00,35057.00,103252.00,171637.00,90025.00,130198.00,1218870.00,153527.00,512708.00,414028.00,6939.00,131668.00,430345.00,235721.00,89822.00,104802.00,116213.00,40746.00,213447.00,193916.00,221061.00,10856990.00,7003.00,2200.00,27482.00,8225167.00,5584775.00,2640392.00,10620.00,0.00,10620.00,684626.00,42702.00,1857190.00,2441439.00,10333662.00
2006:Q1,2973499.00,34898.00,74835.00,172629.00,92005.00,129295.00,1221532.00,150617.00,515546.00,415911.00,7144.00,132314.00,451304.00,237130.00,110095.00,104079.00,120232.00,42698.00,213079.00,198479.00,222513.00,10981663.00,7059.00,2200.00,27626.00,8372978.00,5726756.00,2646222.00,10694.00,0.00,10694.00,696486.00,42778.00,1821842.00,2447259.00,10455423.00
2006:Q2,3062214.00,36558.00,112558.00,171654.00,95709.00,130683.00,1249947.00,150307.00,531464.00,425332.00,7485.00,135359.00,456738.00,242732.00,109606.00,104400.00,119185.00,42849.00,219116.00,203042.00,224175.00,11055947.00,7248.00,2200.00,27815.00,8340938.00,5656530.00,2684408.00,10922.00,0.00,10922.00,712442.00,43333.00,1911049.00,2519828.00,10513561.00
2006:Q3,3145003.00,35088.00,116515.00,181885.00,101205.00,134250.00,1285578.00,152366.00,542261.00,442203.00,7969.00,140779.00,465016.00,250406.00,110459.00,104151.00,125462.00,45735.00,219756.00,206329.00,228184.00,11149571.00,7234.00,2200.00,28065.00,8418038.00,5714828.00,2703210.00,11067.00,0.00,11067.00,721739.00,43470.00,1917758.00,2591675.00,10596243.00
2006:Q4,3204426.00,34239.00,104897.00,189171.00,105577.00,136088.00,1330405.00,152335.00,571500.00,453708.00,8368.00,144494.00,469773.00,255761.00,108664.00,105348.00,133171.00,49218.00,210717.00,210515.00,230655.00,11221984.00,7371.00,2200.00,28064.00,8560309.00,5803923.00,2756386.00,11215.00,0.00,11215.00,725090.00,44204.00,1843531.00,2621711.00,10639269.00
2007:Q1,3272126.00,34491.00,75121.00,192279.00,110978.00,139116.00,1390530.00,153560.00,609215.00,469370.00,8850.00,149535.00,480840.00,262907.00,112177.00,105756.00,136359.00,51032.00,214021.00,213394.00,233965.00,11481381.00,7399.00,2200.00,28166.00,8753781.00,5940824.00,2812957.00,11427.00,0.00,11427.00,743674.00,44565.00,1890169.00,2651484.00,10860739.00
2007:Q2,3358507.00,34129.00,89376.00,191907.00,115183.00,140397.00,1432906.00,152719.00,638627.00,479502.00,9241.00,152817.00,485645.00,267920.00,111854.00,105871.00,142899.00,54191.00,219079.00,216274.00,236521.00,11381095.00,7426.00,2200.00,27835.00,8680327.00,5819983.00,2860344.00,11603.00,0.00,11603.00,766989.00,45132.00,1839583.00,2708277.00,10730865.00
2007:Q3,3464216.00,35716.00,137915.00,204285.00,119621.00,141758.00,1451774.00,151843.00,643784.00,490209.00,9653.00,156285.00,492183.00,272346.00,115000.00,104837.00,145018.00,55673.00,222822.00,218476.00,238975.00,11546067.00,7627.00,2200.00,27484.00,8817886.00,5941940.00,2875946.00,11756.00,0.00,11756.00,783025.00,45116.00,1850973.00,2808676.00,10890527.00
2007:Q4,3493234.00,36379.00,127983.00,223522.00,123444.00,142248.00,1465861.00,149951.00,648901.00,498126.00,10017.00,158866.00,494911.00,276200.00,115657.00,103054.00,141861.00,55069.00,219692.00,222379.00,239885.00,11831443.00,7742.00,2200.00,27383.00,8993435.00,6074315.00,2919120.00,11881.00,0.00,11881.00,791153.00,45769.00,1951880.00,2832452.00,11170661.00
2008:Q1,3479937.00,39232.00,109348.00,225691.00,126188.00,141456.00,1465879.00,146683.00,647252.00,501614.00,10295.00,160035.00,502203.00,278362.00,121100.00,102741.00,131506.00,51512.00,218976.00,227007.00,240939.00,12330916.00,8057.00,2200.00,27156.00,9201091.00,6259453.00,2941638.00,11991.00,0.00,11991.00,820157.00,45682.00,2214582.00,2820694.00,11671673.00
2008:Q2,3456644.00,39560.00,119618.00,219583.00,126691.00,138175.00,1440820.00,140850.00,634969.00,496237.00,10389.00,158375.00,505549.00,279525.00,122355.00,103669.00,127352.00,50454.00,218762.00,231634.00,238446.00,12384957.00,8004.00,2200.00,27039.00,9163741.00,6217605.00,2946136.00,12195.00,0.00,12195.00,855861.00,46170.00,2269747.00,2809480.00,11737793.00
2008:Q3,3697137.00,37076.00,438553.00,223538.00,125320.00,132956.00,1398524.00,133109.00,613616.00,487035.00,10328.00,154436.00,513010.00,277954.00,131000.00,104056.00,114917.00,45876.00,216598.00,236796.00,213973.00,13182658.00,7630.00,2200.00,26742.00,9701504.00,6762926.00,2938578.00,12470.00,0.00,12470.00,866884.00,46054.00,2519174.00,3071051.00,12556572.00
2008:Q4,3911779.00,40556.00,449268.00,240228.00,125803.00,129845.00,1425548.00,127574.00,601625.00,533065.00,10418.00,152866.00,527485.00,283204.00,135152.00,109129.00,279549.00,36238.00,208486.00,242383.00,206390.00,14314525.00,7547.00,2200.00,26551.00,10329661.00,7376817.00,2952844.00,12716.00,0.00,12716.00,852327.00,46747.00,3036776.00,3297438.00,13700184.00
2009:Q1,3878527.00,40167.00,346936.00,253303.00,125259.00,125862.00,1447195.00,121310.00,588586.00,576717.00,10421.00,150161.00,551723.00,281001.00,146888.00,123834.00,301788.00,31242.00,203168.00,244734.00,207150.00,15038370.00,7325.00,2200.00,26550.00,10796610.00,7820167.00,2976443.00,12866.00,0.00,12866.00,843669.00,46689.00,3302461.00,3277075.00,14436918.00
2009:Q2,3994887.00,45699.00,418888.00,242578.00,128716.00,125884.00,1497748.00,118896.00,588755.00,626726.00,10756.00,152615.00,591362.00,289211.00,154260.00,147891.00,250097.00,38362.00,205174.00,247085.00,203294.00,15361098.00,7605.00,2200.00,26549.00,11170631.00,8162894.00,3007737.00,13060.00,0.00,13060.00,843116.00,47204.00,3250733.00,3393072.00,14759283.00
2009:Q3,4092520.00,97060.00,360558.00,248313.00,133717.00,127257.00,1530647.00,117644.00,583737.00,661442.00,11222.00,156602.00,656722.00,301882.00,183213.00,171627.00,266607.00,45903.00,182289.00,249637.00,193810.00,15666754.00,55953.00,5200.00,26299.00,11582033.00,8557508.00,3024525.00,13241.00,0.00,13241.00,842019.00,47239.00,3094770.00,3495542.00,15069776.00
2009:Q4,4077884.00,94289.00,293090.00,250993.00,136834.00,126729.00,1536050.00,89552.00,587602.00,689198.00,11532.00,158166.00,710430.00,302449.00,232650.00,175331.00,179710.00,48710.00,182782.00,250938.00,267329.00,15959107.00,55364.00,5200.00,26199.00,11962369.00,8882645.00,3079724.00,13536.00,0.00,13536.00,835015.00,47845.00,3013579.00,3476746.00,15357969.00
2010:Q1,4108457.00,91928.00,315039.00,256924.00,139083.00,125436.00,1547964.00,110800.00,585824.00,680811.00,11769.00,158760.00,728728.00,302060.00,247758.00,178910.00,166990.00,51452.00,187679.00,253622.00,243612.00,16531987.00,53618.00,5200.00,26199.00,12448837.00,9343729.00,3105108.00,13676.00,0.00,13676.00,852158.00,47750.00,3084549.00,3508957.00,15932487.00
2010:Q2,4131795.00,89592.00,387753.00,239656.00,140849.00,123669.00,1530841.00,106597.00,583870.00,669577.00,11965.00,158832.00,747007.00,303574.00,264795.00,178638.00,154949.00,46761.00,188152.00,256306.00,226260.00,17253742.00,52228.00,5200.00,26198.00,12790386.00,9692462.00,3097924.00,13771.00,0.00,13771.00,865623.00,47927.00,3452409.00,3534154.00,16656101.00
2010:Q3,4266347.00,96025.00,405357.00,240647.00,146337.00,125056.00,1537447.00,105021.00,585577.00,671322.00,12478.00,163049.00,810645.00,307063.00,323981.00,179601.00,167056.00,52751.00,191166.00,259335.00,234525.00,17685352.00,54958.00,5200.00,25923.00,13200074.00,10099248.00,3100826.00,13898.00,0.00,13898.00,872989.00,48092.00,3464218.00,3666872.00,17085877.00
2010:Q4,4396637.00,95148.00,447178.00,245071.00,151199.00,125762.00,1544589.00,102755.00,596018.00,666371.00,12941.00,166504.00,854158.00,311410.00,363784.00,178964.00,176887.00,58761.00,195137.00,262089.00,240658.00,18100043.00,54387.00,5200.00,25923.00,13680640.00,10528562.00,3152078.00,14403.00,0.00,14403.00,878694.00,48707.00,3392089.00,3786216.00,17489622.00
2011:Q1,4223003.00,100919.00,222658.00,245421.00,152275.00,123352.00,1515342.00,97968.00,585657.00,652933.00,13078.00,165706.00,906322.00,311346.00,413923.00,181053.00,192909.00,61411.00,196566.00,265460.00,240368.00,18342006.00,55993.00,5200.00,25923.00,13907742.00,10774648.00,3133094.00,14509.00,0.00,14509.00,902092.00,48777.00,3381770.00,3622837.00,17741840.00
2011:Q2,4218812.00,108521.00,245496.00,238268.00,153890.00,121372.00,1461816.00,93517.00,572233.00,617313.00,13263.00,165490.00,921922.00,312967.00,430571.00,178384.00,195086.00,61345.00,201230.00,268690.00,241176.00,18626664.00,56521.00,5200.00,25923.00,13878686.00,10780701.00,3097985.00,14697.00,0.00,14697.00,914692.00,49209.00,3681736.00,3631882.00,18039734.00
2011:Q3,4124365.00,109893.00,167283.00,245465.00,153987.00,121448.00,1414822.00,93576.00,557898.00,584549.00,13271.00,165528.00,966083.00,313094.00,472791.00,180198.00,174731.00,54302.00,203590.00,271213.00,241548.00,19321630.00,55150.00,5200.00,25923.00,14366224.00,11276944.00,3089280.00,14960.00,0.00,14960.00,923010.00,49498.00,3881665.00,3551507.00,18748772.00
2011:Q4,4171695.00,110914.00,206206.00,260598.00,153529.00,121205.00,1365431.00,90722.00,562154.00,534953.00,13183.00,164419.00,991169.00,312679.00,494759.00,183731.00,182788.00,59202.00,205499.00,272789.00,242365.00,19586261.00,54219.00,5200.00,25923.00,14770658.00,11667250.00,3103408.00,15272.00,0.00,15272.00,925852.00,49970.00,3739167.00,3594269.00,19008835.00
2012:Q1,4158190.00,112491.00,161282.00,281743.00,153226.00,121082.00,1327734.00,88019.00,567194.00,495926.00,13110.00,163485.00,1031257.00,313117.00,531393.00,186747.00,183417.00,64499.00,207288.00,274281.00,239890.00,19863352.00,54707.00,5200.00,25923.00,15152281.00,12049105.00,3103176.00,15403.00,0.00,15403.00,945778.00,50076.00,3613984.00,3575593.00,19280755.00
2012:Q2,4244570.00,113605.00,207013.00,277018.00,154528.00,122226.00,1339022.00,86239.00,585089.00,490251.00,13174.00,164269.00,1062075.00,314723.00,558492.00,188860.00,176177.00,63108.00,211123.00,275839.00,242836.00,20246904.00,53593.00,5200.00,25923.00,15362946.00,12253605.00,3109341.00,15667.00,0.00,15667.00,959036.00,50436.00,3774103.00,3643814.00,19646148.00
2012:Q3,4318873.00,116305.00,195710.00,289623.00,157044.00,124334.00,1348002.00,85066.00,593706.00,489653.00,13341.00,166236.00,1106858.00,317777.00,602207.00,186874.00,179715.00,66203.00,214124.00,277440.00,243515.00,20476360.00,54463.00,5200.00,25923.00,15605649.00,12503109.00,3102540.00,15560.00,0.00,15560.00,972181.00,50381.00,3747003.00,3709607.00,19867094.00
2012:Q4,4368821.00,114201.00,210367.00,296547.00,158370.00,125503.00,1355515.00,83202.00,606706.00,485194.00,13405.00,167008.00,1126128.00,317718.00,622248.00,186162.00,178537.00,66240.00,213483.00,279911.00,244019.00,20899878.00,54277.00,5200.00,25923.00,15944825.00,12847828.00,3096997.00,15684.00,0.00,15684.00,977335.00,50257.00,3826377.00,3746431.00,20277488.00
2013:Q1,4422029.00,111638.00,195157.00,301328.00,159664.00,126644.00,1353995.00,81355.00,610691.00,480745.00,13467.00,167737.00,1174268.00,320466.00,665236.00,188566.00,186989.00,71257.00,213950.00,282237.00,244902.00,21138290.00,52945.00,5200.00,25923.00,16297359.00,13195652.00,3101707.00,16009.00,0.00,16009.00,996529.00,50298.00,3694027.00,3795329.00,20511590.00
2013:Q2,4472042.00,111271.00,248304.00,300249.00,158200.00,125598.00,1333675.00,78094.00,608718.00,467966.00,13297.00,165600.00,1189048.00,317730.00,680570.00,190748.00,187206.00,71726.00,220473.00,284797.00,241495.00,21153117.00,53113.00,5200.00,25923.00,16176223.00,13091208.00,3085015.00,15965.00,0.00,15965.00,1015047.00,50481.00,3811165.00,3847359.00,20528434.00
2013:Q3,4459795.00,112631.00,205244.00,307817.00,158577.00,126014.00,1299227.00,75750.00,584142.00,460660.00,13281.00,165394.00,1231206.00,318419.00,720074.00,192713.00,189492.00,74230.00,221700.00,287365.00,246292.00,21271240.00,54177.00,5200.00,25573.00,16199232.00,13143414.00,3055818.00,16078.00,0.00,16078.00,1028519.00,50357.00,3892104.00,3859575.00,20671020.00
2013:Q4,4578503.00,109789.00,288314.00,314163.00,158893.00,126380.00,1291669.00,73384.00,586694.00,453198.00,13260.00,165133.00,1248343.00,319468.00,735517.00,193358.00,197478.00,78487.00,226213.00,287257.00,251517.00,21402955.00,54386.00,5200.00,25573.00,16745283.00,13705127.00,3040156.00,16226.00,0.00,16226.00,1033423.00,50487.00,3472377.00,3975583.00,20800035.00
2014:Q1,4627214.00,109286.00,264707.00,321227.00,161277.00,128390.00,1290845.00,72002.00,586671.00,451735.00,13413.00,167024.00,1293980.00,322297.00,776550.00,195133.00,199695.00,79700.00,230095.00,291425.00,256587.00,21742399.00,54585.00,5200.00,25573.00,16984812.00,13954551.00,3030261.00,16277.00,0.00,16277.00,1047696.00,50467.00,3557789.00,4024266.00,21139451.00
2014:Q2,4687131.00,110123.00,261583.00,313937.00,164909.00,131399.00,1314269.00,71075.00,605939.00,453426.00,13667.00,170162.00,1314651.00,326795.00,791798.00,196058.00,204967.00,82554.00,234098.00,289883.00,264758.00,21711121.00,54594.00,5200.00,25573.00,16937809.00,13911001.00,3026808.00,16408.00,0.00,16408.00,1062118.00,50605.00,3558814.00,4064784.00,21088774.00
2014:Q3,4726659.00,103748.00,284506.00,320019.00,164138.00,130901.00,1295974.00,68197.00,602614.00,442829.00,13556.00,168778.00,1354928.00,325813.00,833020.00,196095.00,202688.00,81926.00,225108.00,294980.00,267743.00,21993709.00,52358.00,5200.00,25323.00,17138056.00,14141265.00,2996791.00,16487.00,0.00,16487.00,1070207.00,50911.00,3635167.00,4107558.00,21374608.00
2014:Q4,4864011.00,97964.00,368114.00,323287.00,165634.00,132211.00,1311130.00,66266.00,623146.00,438368.00,13632.00,169718.00,1368511.00,326903.00,846248.00,195360.00,207251.00,84364.00,231116.00,302863.00,271566.00,22236311.00,51166.00,5200.00,25323.00,17445980.00,14441054.00,3004926.00,16595.00,0.00,16595.00,1071612.00,51257.00,3569178.00,4224270.00,21596570.00
2015:Q1,4826020.00,88721.00,235495.00,333369.00,169179.00,135157.00,1331681.00,65152.00,640578.00,439323.00,13876.00,172752.00,1414194.00,331527.00,887282.00,195385.00,209949.00,85809.00,233334.00,309469.00,279663.00,22451749.00,48718.00,5200.00,25323.00,17486606.00,14458989.00,3027617.00,16695.00,0.00,16695.00,1083808.00,50736.00,3734663.00,4168747.00,21794476.00
2015:Q2,4987399.00,89475.00,392808.00,325529.00,170213.00,136101.00,1314400.00,62992.00,630812.00,433492.00,13913.00,173191.00,1430253.00,331984.00,901363.00,196906.00,210015.00,85768.00,236201.00,311158.00,285478.00,22597290.00,49668.00,5200.00,25323.00,17410138.00,14378051.00,3032087.00,16723.00,0.00,16723.00,1104532.00,50967.00,3934739.00,4339864.00,21949755.00
2015:Q3,5003743.00,89177.00,333845.00,328447.00,173788.00,139079.00,1333545.00,65692.00,643643.00,433863.00,14156.00,176191.00,1466105.00,334720.00,936547.00,194838.00,204462.00,82934.00,234290.00,323600.00,294471.00,23031940.00,49574.00,5200.00,25323.00,17422828.00,14400815.00,3022013.00,16656.00,0.00,16656.00,1120206.00,50822.00,4341331.00,4343444.00,22371641.00
2015:Q4,5210661.00,86912.00,470582.00,336856.00,177371.00,142069.00,1339227.00,63305.00,666366.00,415961.00,14398.00,179197.00,1485878.00,337983.00,949665.00,198230.00,211409.00,86517.00,244720.00,331968.00,297152.00,23372619.00,48938.00,5200.00,25322.00,18180717.00,15165626.00,3015091.00,16866.00,0.00,16866.00,1124584.00,51149.00,3919843.00,4527429.00,22689387.00
2016:Q1,5257357.00,87957.00,451247.00,341710.00,178326.00,142833.00,1341615.00,60630.00,680053.00,406297.00,14476.00,180159.00,1529488.00,340076.00,989749.00,199663.00,212276.00,86964.00,246671.00,336869.00,301401.00,23748041.00,49753.00,5200.00,25322.00,18433485.00,15401755.00,3031730.00,17058.00,0.00,17058.00,1142927.00,51050.00,4023246.00,4560246.00,23050930.00
2016:Q2,5379852.00,88060.00,499442.00,338505.00,180209.00,144341.00,1373882.00,61270.00,700025.00,415902.00,14629.00,182056.00,1544566.00,342471.00,1001136.00,200959.00,215255.00,88513.00,254729.00,346864.00,305486.00,23866172.00,49401.00,5200.00,25322.00,18459629.00,15409707.00,3049922.00,17117.00,0.00,17117.00,1161417.00,51245.00,4096841.00,4662710.00,23149030.00
