date,FU266905005.Q,FU266903001.Q,FU266904101.Q,FU266400101.Q,FU266900005.Q,FU266903011.Q,FU266904001.Q,FU266400201.Q,FU265440005.Q,FU266000105.Q,FU265090005.Q,FU265420005.Q,FU265000005.Q,FU264090005.Q,FU263011205.Q,FU313111303.Q,FU264016005.Q,FU263020005.Q,FU263030005.Q,FU263034003.Q,FU262051003.Q,FU264022005.Q,FU263069103.Q,FU263061105.Q,FU263061110.Q,FU263061120.Q,FU263061705.Q,FU263062003.Q,FU263063005.Q,FU263069500.Q,FU263064105.Q,FU263064203.Q,FU263070003.Q,FU263092001.Q,FU264190005.Q,FU263111005.Q,FU263191005.Q,FU262151003.Q,FU264122005.Q,FU263169105.Q,FU263163005.Q,FU264123005.Q,FU263168005.Q,FU263169005.Q,FU263164103.Q,FU263170003.Q,FU263192005.Q,FU263190005.Q,FU313092803.Q,FU263191103.Q,FU263194735.Q,FU267005005.Q,FU266903005.Q,FU266904005.Q,FU266400101.Q,FU266400201.Q,FU266000005.Q
1959:Q4,7158.00,5626.00,412.00,1120.00,6939.00,5770.00,1170.00,0.00,0.00,219.00,419.00,0.00,419.00,735.00,72.00,0.00,46.00,94.00,-298.00,0.00,0.00,638.00,28.00,725.00,0.00,725.00,0.00,0.00,-115.00,0.00,132.00,0.00,23.00,28.00,316.00,-88.00,-13.00,0.00,109.00,0.00,109.00,-51.00,180.00,-231.00,-109.00,50.00,419.00,-1.00,0.00,-1.00,0.00,-200.00,144.00,758.00,1120.00,0.00,-219.00
1960:Q1,7263.00,5822.00,461.00,980.00,7694.00,6501.00,1192.00,0.00,0.00,-431.00,-621.00,0.00,-621.00,413.00,50.00,0.00,242.00,-564.00,-100.00,0.00,0.00,386.00,326.00,27.00,0.00,27.00,0.00,0.00,33.00,0.00,137.00,0.00,174.00,88.00,1034.00,-109.00,-11.00,0.00,279.00,0.00,279.00,68.00,-120.00,188.00,-13.00,0.00,679.00,141.00,0.00,141.00,0.00,190.00,679.00,732.00,980.00,0.00,431.00
1960:Q2,7480.00,5864.00,447.00,1169.00,8102.00,6904.00,1198.00,0.00,0.00,-622.00,-543.00,0.00,-543.00,873.00,94.00,0.00,364.00,297.00,128.00,0.00,0.00,-102.00,-42.00,-91.00,0.00,-91.00,0.00,0.00,31.00,0.00,86.00,0.00,-98.00,104.00,1416.00,-81.00,19.00,0.00,125.00,0.00,125.00,282.00,-41.00,323.00,41.00,136.00,664.00,230.00,80.00,150.00,0.00,-79.00,1040.00,751.00,1169.00,0.00,622.00
1960:Q3,7070.00,5720.00,443.00,908.00,7995.00,6761.00,1234.00,0.00,0.00,-924.00,331.00,0.00,331.00,1488.00,638.00,0.00,240.00,-37.00,219.00,0.00,0.00,346.00,193.00,133.00,0.00,133.00,0.00,0.00,20.00,0.00,-15.00,0.00,-6.00,103.00,1157.00,-102.00,51.00,0.00,76.00,0.00,76.00,290.00,34.00,256.00,35.00,14.00,698.00,95.00,0.00,95.00,0.00,-1255.00,1041.00,791.00,908.00,0.00,924.00
1960:Q4,6949.00,5436.00,425.00,1088.00,8143.00,6879.00,1264.00,0.00,0.00,-1195.00,-629.00,0.00,-629.00,1573.00,921.00,0.00,-18.00,286.00,37.00,0.00,0.00,274.00,57.00,222.00,0.00,222.00,0.00,0.00,-5.00,0.00,-5.00,0.00,58.00,20.00,2202.00,-150.00,-56.00,0.00,97.00,0.00,97.00,562.00,276.00,286.00,23.00,611.00,899.00,216.00,74.00,142.00,0.00,-566.00,1444.00,839.00,1088.00,0.00,1195.00
1961:Q1,6856.00,5415.00,431.00,1010.00,8189.00,6864.00,1325.00,0.00,0.00,-1333.00,-294.00,-1.00,-293.00,1036.00,371.00,0.00,263.00,520.00,-396.00,0.00,0.00,44.00,52.00,-16.00,0.00,-16.00,0.00,0.00,8.00,0.00,96.00,0.00,70.00,68.00,1329.00,0.00,41.00,0.00,85.00,0.00,85.00,553.00,7.00,546.00,50.00,-260.00,783.00,77.00,0.00,77.00,0.00,-1040.00,1449.00,894.00,1010.00,0.00,1333.00
1961:Q2,7139.00,5475.00,435.00,1229.00,8143.00,6858.00,1285.00,0.00,0.00,-1004.00,-1060.00,0.00,-1060.00,104.00,-170.00,0.00,330.00,-124.00,165.00,0.00,0.00,-363.00,-21.00,-347.00,0.00,-347.00,0.00,0.00,5.00,0.00,147.00,0.00,31.00,88.00,1164.00,150.00,24.00,0.00,173.00,0.00,173.00,-172.00,192.00,-364.00,73.00,183.00,630.00,103.00,0.00,103.00,0.00,56.00,1383.00,850.00,1229.00,0.00,1004.00
1961:Q3,7198.00,5832.00,454.00,913.00,8138.00,6809.00,1329.00,0.00,0.00,-940.00,-544.00,0.00,-544.00,1449.00,146.00,0.00,9.00,226.00,275.00,0.00,0.00,696.00,119.00,586.00,0.00,586.00,0.00,0.00,-9.00,0.00,12.00,0.00,18.00,67.00,1993.00,359.00,25.00,0.00,67.00,0.00,67.00,627.00,51.00,576.00,57.00,152.00,692.00,14.00,0.00,14.00,0.00,-396.00,977.00,876.00,913.00,0.00,940.00
1961:Q4,7503.00,5968.00,468.00,1067.00,8439.00,7072.00,1368.00,0.00,0.00,-936.00,-805.00,-1.00,-804.00,797.00,510.00,0.00,-475.00,354.00,8.00,0.00,0.00,77.00,-81.00,161.00,0.00,161.00,0.00,0.00,-3.00,0.00,68.00,0.00,167.00,88.00,1601.00,-258.00,-2.00,0.00,112.00,0.00,112.00,786.00,470.00,316.00,145.00,31.00,549.00,238.00,171.00,67.00,0.00,-132.00,1104.00,899.00,1067.00,0.00,936.00
1962:Q1,7654.00,6079.00,451.00,1125.00,8417.00,7066.00,1351.00,0.00,0.00,-763.00,-433.00,0.00,-433.00,1183.00,304.00,0.00,262.00,283.00,-7.00,0.00,0.00,213.00,24.00,-12.00,0.00,-12.00,84.00,0.00,117.00,0.00,28.00,0.00,10.00,90.00,1616.00,-123.00,-2.00,0.00,201.00,0.00,201.00,701.00,389.00,312.00,-5.00,254.00,542.00,48.00,0.00,48.00,0.00,-330.00,988.00,900.00,1125.00,0.00,763.00
1962:Q2,7937.00,6221.00,460.00,1256.00,9129.00,7671.00,1458.00,0.00,0.00,-1192.00,-992.00,0.00,-992.00,692.00,116.00,0.00,13.00,39.00,87.00,0.00,0.00,442.00,-67.00,445.00,0.00,445.00,85.00,0.00,-21.00,0.00,27.00,0.00,-165.00,133.00,1684.00,280.00,32.00,0.00,315.00,0.00,315.00,159.00,15.00,144.00,-7.00,-46.00,800.00,151.00,0.00,151.00,0.00,-200.00,1450.00,998.00,1256.00,0.00,1192.00
1962:Q3,7682.00,6278.00,465.00,940.00,8715.00,7238.00,1477.00,0.00,0.00,-1033.00,339.00,1.00,338.00,803.00,445.00,0.00,-24.00,-559.00,138.00,0.00,0.00,660.00,-24.00,650.00,0.00,650.00,84.00,0.00,-50.00,0.00,27.00,0.00,48.00,68.00,465.00,-435.00,-19.00,0.00,94.00,0.00,94.00,-210.00,-45.00,-165.00,-7.00,220.00,747.00,75.00,0.00,75.00,0.00,-1371.00,960.00,1013.00,940.00,0.00,1033.00
1962:Q4,7933.00,6388.00,472.00,1074.00,8745.00,7091.00,1654.00,0.00,0.00,-812.00,-289.00,0.00,-289.00,932.00,25.00,0.00,-357.00,372.00,280.00,0.00,0.00,418.00,94.00,261.00,0.00,261.00,84.00,0.00,-21.00,0.00,27.00,0.00,112.00,55.00,1221.00,-365.00,-136.00,0.00,384.00,0.00,384.00,444.00,54.00,390.00,-6.00,45.00,762.00,93.00,122.00,-29.00,0.00,-523.00,704.00,1183.00,1074.00,0.00,812.00
1963:Q1,7902.00,6296.00,478.00,1128.00,8872.00,7267.00,1605.00,0.00,0.00,-970.00,-839.00,0.00,-839.00,1006.00,111.00,0.00,582.00,-319.00,393.00,0.00,0.00,144.00,-17.00,119.00,0.00,119.00,84.00,0.00,-42.00,0.00,56.00,0.00,-3.00,42.00,1845.00,79.00,38.00,0.00,494.00,0.00,494.00,260.00,-172.00,432.00,28.00,-64.00,960.00,50.00,0.00,50.00,0.00,-131.00,971.00,1127.00,1128.00,0.00,970.00
1963:Q2,8363.00,6473.00,503.00,1388.00,9693.00,8106.00,1587.00,0.00,0.00,-1330.00,-826.00,0.00,-826.00,1428.00,116.00,0.00,-136.00,336.00,137.00,0.00,0.00,751.00,57.00,553.00,0.00,553.00,83.00,0.00,58.00,0.00,56.00,0.00,54.00,114.00,2254.00,-7.00,121.00,0.00,507.00,0.00,507.00,777.00,124.00,653.00,29.00,-372.00,933.00,266.00,0.00,266.00,0.00,-504.00,1633.00,1084.00,1388.00,0.00,1330.00
1963:Q3,8134.00,6676.00,526.00,932.00,9290.00,7655.00,1635.00,0.00,0.00,-1156.00,19.00,0.00,19.00,981.00,196.00,0.00,39.00,-81.00,189.00,0.00,0.00,338.00,141.00,118.00,0.00,118.00,84.00,0.00,-5.00,0.00,56.00,0.00,129.00,115.00,962.00,-31.00,-65.00,0.00,71.00,0.00,71.00,236.00,163.00,73.00,29.00,48.00,643.00,31.00,0.00,31.00,0.00,-1175.00,979.00,1110.00,932.00,0.00,1156.00
1963:Q4,8259.00,6691.00,547.00,1021.00,9750.00,8047.00,1703.00,0.00,0.00,-1491.00,-1429.00,1.00,-1429.00,356.00,38.00,0.00,-233.00,330.00,132.00,0.00,0.00,-137.00,-131.00,-136.00,0.00,-136.00,84.00,0.00,46.00,0.00,57.00,0.00,209.00,-40.00,1785.00,43.00,-303.00,0.00,-79.00,0.00,-79.00,956.00,488.00,468.00,26.00,33.00,947.00,162.00,62.00,100.00,0.00,-63.00,1356.00,1156.00,1021.00,0.00,1491.00
1964:Q1,8322.00,6745.00,558.00,1020.00,10382.00,8560.00,1822.00,0.00,0.00,-2060.00,-1495.00,0.00,-1495.00,425.00,46.00,0.00,239.00,74.00,270.00,0.00,0.00,-379.00,145.00,-639.00,0.00,-639.00,84.00,0.00,31.00,0.00,-73.00,0.00,160.00,88.00,1920.00,97.00,136.00,0.00,-111.00,0.00,-111.00,876.00,363.00,513.00,91.00,109.00,790.00,-68.00,0.00,-68.00,0.00,-566.00,1816.00,1265.00,1020.00,0.00,2060.00
1964:Q2,8806.00,6932.00,573.00,1301.00,10491.00,8699.00,1792.00,0.00,0.00,-1685.00,-1082.00,0.00,-1082.00,612.00,-73.00,0.00,-181.00,351.00,340.00,0.00,0.00,105.00,114.00,-127.00,0.00,-127.00,84.00,0.00,34.00,0.00,-20.00,0.00,-24.00,114.00,1694.00,-376.00,92.00,0.00,152.00,0.00,152.00,761.00,226.00,535.00,54.00,31.00,1003.00,-23.00,50.00,-73.00,0.00,-603.00,1768.00,1219.00,1301.00,0.00,1685.00
1964:Q3,8650.00,7107.00,576.00,966.00,10540.00,8702.00,1838.00,0.00,0.00,-1890.00,-476.00,1.00,-476.00,1451.00,-20.00,0.00,288.00,228.00,315.00,0.00,0.00,673.00,-43.00,549.00,0.00,549.00,84.00,0.00,83.00,0.00,-113.00,0.00,15.00,65.00,1927.00,-90.00,56.00,0.00,-44.00,0.00,-44.00,781.00,392.00,389.00,42.00,244.00,960.00,-22.00,0.00,-22.00,0.00,-1415.00,1594.00,1262.00,966.00,0.00,1890.00
1964:Q4,9013.00,7321.00,612.00,1080.00,10845.00,9058.00,1787.00,0.00,0.00,-1832.00,-1509.00,0.00,-1509.00,1758.00,172.00,0.00,138.00,306.00,330.00,0.00,0.00,616.00,-33.00,505.00,0.00,505.00,84.00,0.00,60.00,0.00,-86.00,0.00,227.00,55.00,3267.00,323.00,-181.00,0.00,470.00,0.00,470.00,1018.00,498.00,520.00,24.00,364.00,1005.00,244.00,62.00,182.00,0.00,-323.00,1737.00,1175.00,1080.00,0.00,1832.00
1965:Q1,8809.00,7114.00,622.00,1072.00,10246.00,8265.00,1981.00,0.00,0.00,-1437.00,-1452.00,0.00,-1452.00,1282.00,833.00,0.00,670.00,-243.00,154.00,0.00,0.00,-416.00,265.00,-783.00,0.00,-783.00,84.00,0.00,18.00,0.00,39.00,0.00,59.00,186.00,2734.00,-10.00,-64.00,0.00,90.00,0.00,90.00,1390.00,923.00,467.00,108.00,-179.00,1540.00,-141.00,0.00,-141.00,0.00,15.00,1150.00,1359.00,1072.00,0.00,1437.00
1965:Q2,10072.00,7920.00,638.00,1515.00,11832.00,9784.00,2048.00,0.00,0.00,-1760.00,-1374.00,0.00,-1374.00,677.00,590.00,0.00,173.00,-26.00,184.00,0.00,0.00,-295.00,-26.00,-252.00,0.00,-252.00,84.00,0.00,-101.00,0.00,-140.00,0.00,200.00,-9.00,2051.00,522.00,-211.00,0.00,70.00,0.00,70.00,147.00,-396.00,543.00,77.00,25.00,1327.00,94.00,0.00,94.00,0.00,-385.00,1864.00,1410.00,1515.00,0.00,1760.00
1965:Q3,9717.00,8008.00,659.00,1051.00,11205.00,9233.00,1972.00,0.00,0.00,-1488.00,-681.00,0.00,-681.00,667.00,124.00,0.00,-156.00,270.00,106.00,0.00,0.00,371.00,81.00,221.00,0.00,221.00,84.00,0.00,-15.00,0.00,-212.00,0.00,6.00,158.00,1348.00,83.00,70.00,0.00,142.00,0.00,142.00,-43.00,-3.00,-40.00,67.00,-46.00,961.00,114.00,0.00,114.00,0.00,-807.00,1225.00,1313.00,1051.00,0.00,1488.00
1965:Q4,10272.00,8487.00,684.00,1101.00,11745.00,9865.00,1880.00,0.00,0.00,-1474.00,-1118.00,0.00,-1118.00,749.00,119.00,0.00,-574.00,255.00,122.00,0.00,0.00,817.00,42.00,549.00,0.00,549.00,84.00,0.00,142.00,0.00,-87.00,0.00,18.00,79.00,1867.00,-152.00,-107.00,0.00,158.00,0.00,158.00,617.00,65.00,552.00,47.00,172.00,1183.00,-51.00,0.00,-51.00,0.00,-356.00,1378.00,1197.00,1101.00,0.00,1474.00
1966:Q1,10631.00,8748.00,700.00,1183.00,11802.00,9852.00,1950.00,0.00,0.00,-1171.00,-1302.00,0.00,-1302.00,164.00,68.00,0.00,206.00,85.00,210.00,0.00,0.00,-563.00,14.00,-867.00,0.00,-867.00,84.00,0.00,206.00,0.00,-33.00,0.00,45.00,146.00,1466.00,-356.00,103.00,0.00,359.00,0.00,359.00,261.00,-185.00,446.00,78.00,88.00,1024.00,-91.00,0.00,-91.00,0.00,131.00,1104.00,1250.00,1183.00,0.00,1171.00
1966:Q2,11373.00,9060.00,721.00,1592.00,12352.00,10368.00,1984.00,0.00,0.00,-979.00,-1316.00,-1.00,-1315.00,1064.00,209.00,0.00,121.00,119.00,206.00,0.00,0.00,235.00,125.00,-555.00,0.00,-555.00,84.00,0.00,581.00,0.00,-61.00,0.00,91.00,144.00,2379.00,141.00,33.00,0.00,135.00,0.00,135.00,406.00,-29.00,435.00,-20.00,49.00,1545.00,90.00,0.00,90.00,0.00,337.00,1308.00,1263.00,1592.00,0.00,979.00
1966:Q3,11432.00,9543.00,776.00,1113.00,12112.00,10094.00,2018.00,0.00,0.00,-680.00,371.00,0.00,371.00,1994.00,173.00,0.00,1407.00,155.00,-31.00,0.00,0.00,124.00,267.00,-385.00,0.00,-385.00,84.00,0.00,158.00,0.00,-51.00,0.00,241.00,-24.00,1623.00,91.00,15.00,0.00,107.00,0.00,107.00,-16.00,32.00,-48.00,8.00,83.00,1197.00,138.00,10.00,128.00,0.00,-1051.00,551.00,1242.00,1113.00,0.00,680.00
1966:Q4,11748.00,9707.00,804.00,1236.00,12726.00,10606.00,2120.00,0.00,0.00,-979.00,-702.00,0.00,-702.00,1860.00,121.00,0.00,1129.00,357.00,-53.00,0.00,0.00,80.00,-176.00,-97.00,0.00,-97.00,84.00,0.00,269.00,0.00,-160.00,0.00,226.00,160.00,2562.00,127.00,-47.00,0.00,134.00,0.00,134.00,627.00,132.00,495.00,-81.00,122.00,1652.00,28.00,-110.00,138.00,0.00,-277.00,899.00,1316.00,1236.00,0.00,979.00
1967:Q1,12019.00,9858.00,808.00,1353.00,13112.00,10999.00,2113.00,0.00,0.00,-1093.00,-830.00,1.00,-830.00,768.00,51.00,0.00,-692.00,-95.00,439.00,0.00,0.00,618.00,16.00,355.00,0.00,355.00,84.00,0.00,163.00,0.00,-30.00,0.00,307.00,170.00,1598.00,-976.00,66.00,0.00,289.00,0.00,289.00,1037.00,-105.00,1142.00,-24.00,231.00,1383.00,-408.00,33.00,-441.00,0.00,-264.00,1141.00,1305.00,1353.00,0.00,1093.00
1967:Q2,12076.00,9755.00,810.00,1511.00,12965.00,10885.00,2080.00,0.00,0.00,-889.00,-1321.00,0.00,-1321.00,987.00,15.00,0.00,-346.00,-9.00,381.00,0.00,0.00,381.00,6.00,30.00,0.00,30.00,84.00,0.00,261.00,0.00,68.00,0.00,311.00,186.00,2308.00,434.00,-108.00,0.00,237.00,0.00,237.00,524.00,-351.00,875.00,24.00,136.00,892.00,169.00,42.00,127.00,0.00,432.00,1130.00,1270.00,1511.00,0.00,889.00
1967:Q3,12048.00,9886.00,811.00,1352.00,12843.00,10610.00,2233.00,0.00,0.00,-794.00,391.00,0.00,391.00,3091.00,92.00,0.00,1190.00,326.00,204.00,0.00,0.00,731.00,-79.00,485.00,0.00,485.00,84.00,0.00,241.00,0.00,279.00,0.00,134.00,135.00,2700.00,467.00,-16.00,0.00,389.00,0.00,389.00,503.00,133.00,370.00,30.00,51.00,1239.00,37.00,77.00,-40.00,0.00,-1186.00,724.00,1422.00,1352.00,0.00,794.00
1967:Q4,12523.00,10413.00,861.00,1249.00,13230.00,10973.00,2257.00,0.00,0.00,-707.00,-232.00,0.00,-232.00,3690.00,1012.00,0.00,414.00,340.00,242.00,0.00,0.00,1046.00,92.00,1217.00,0.00,1217.00,84.00,0.00,-347.00,0.00,381.00,0.00,48.00,207.00,3922.00,1193.00,142.00,0.00,301.00,0.00,301.00,480.00,-46.00,526.00,62.00,267.00,1292.00,185.00,41.00,144.00,0.00,-475.00,560.00,1396.00,1249.00,0.00,707.00
1968:Q1,13340.00,11100.00,925.00,1315.00,13754.00,11375.00,2379.00,0.00,0.00,-414.00,-209.00,0.00,-209.00,2651.00,1362.00,0.00,841.00,14.00,-305.00,0.00,0.00,-160.00,115.00,-905.00,0.00,-905.00,84.00,0.00,546.00,0.00,309.00,0.00,225.00,365.00,2860.00,450.00,302.00,0.00,303.00,0.00,303.00,607.00,-205.00,812.00,146.00,-41.00,1185.00,-92.00,38.00,-130.00,0.00,-205.00,275.00,1454.00,1315.00,0.00,414.00
1968:Q2,13782.00,11354.00,997.00,1431.00,14336.00,11840.00,2497.00,0.00,0.00,-555.00,-1170.00,0.00,-1170.00,1737.00,22.00,0.00,1339.00,23.00,-313.00,0.00,0.00,-531.00,113.00,-1314.00,0.00,-1314.00,84.00,0.00,586.00,0.00,536.00,0.00,517.00,144.00,2907.00,159.00,392.00,0.00,60.00,0.00,60.00,315.00,-73.00,388.00,223.00,250.00,1361.00,147.00,45.00,102.00,0.00,616.00,486.00,1500.00,1431.00,0.00,555.00
1968:Q3,14612.00,12060.00,1034.00,1517.00,14980.00,12382.00,2597.00,0.00,0.00,-368.00,644.00,0.00,644.00,3760.00,-74.00,0.00,1085.00,351.00,169.00,0.00,0.00,1377.00,52.00,576.00,0.00,576.00,84.00,0.00,665.00,0.00,459.00,0.00,239.00,154.00,3116.00,497.00,83.00,0.00,234.00,0.00,234.00,461.00,5.00,456.00,84.00,60.00,1681.00,16.00,17.00,-1.00,0.00,-1012.00,322.00,1563.00,1517.00,0.00,368.00
1968:Q4,14743.00,12043.00,1061.00,1639.00,14939.00,12310.00,2629.00,0.00,0.00,-196.00,124.00,0.00,124.00,3006.00,-137.00,0.00,-1120.00,462.00,179.00,0.00,0.00,1883.00,299.00,981.00,0.00,981.00,84.00,0.00,519.00,0.00,793.00,0.00,801.00,145.00,2882.00,939.00,-245.00,0.00,487.00,0.00,487.00,268.00,-126.00,394.00,32.00,340.00,1067.00,-6.00,28.00,-34.00,0.00,-320.00,267.00,1568.00,1639.00,0.00,196.00
1969:Q1,13363.00,10951.00,1188.00,1225.00,13765.00,10994.00,2771.00,0.00,-1.00,-400.00,1369.00,0.00,1369.00,3997.00,56.00,0.00,3795.00,-32.00,-221.00,0.00,0.00,-630.00,45.00,-1395.00,0.00,-1395.00,84.00,0.00,636.00,0.00,752.00,0.00,-79.00,356.00,2628.00,101.00,269.00,0.00,317.00,0.00,317.00,488.00,-114.00,602.00,49.00,-15.00,1627.00,-208.00,22.00,-230.00,0.00,-1769.00,43.00,1584.00,1225.00,0.00,401.00
1969:Q2,16201.00,13168.00,1343.00,1690.00,16362.00,13479.00,2884.00,0.00,0.00,-161.00,838.00,0.00,838.00,4346.00,-317.00,0.00,3901.00,112.00,-255.00,0.00,0.00,277.00,555.00,-575.00,0.00,-575.00,84.00,0.00,213.00,0.00,152.00,0.00,197.00,279.00,3508.00,-18.00,-47.00,0.00,205.00,0.00,205.00,855.00,-3.00,858.00,293.00,139.00,1928.00,153.00,55.00,98.00,0.00,-999.00,311.00,1540.00,1690.00,0.00,161.00
1969:Q3,15987.00,13091.00,1528.00,1368.00,16350.00,13335.00,3015.00,0.00,-1.00,-362.00,1909.00,0.00,1909.00,4879.00,-11.00,0.00,1246.00,313.00,115.00,0.00,0.00,2680.00,418.00,1951.00,0.00,1951.00,84.00,0.00,227.00,0.00,169.00,0.00,100.00,267.00,2970.00,675.00,-191.00,0.00,415.00,0.00,415.00,148.00,-296.00,444.00,131.00,-45.00,1728.00,109.00,50.00,59.00,0.00,-2271.00,244.00,1487.00,1368.00,0.00,363.00
1969:Q4,16546.00,13282.00,1605.00,1659.00,17224.00,14115.00,3110.00,0.00,0.00,-679.00,3458.00,0.00,3458.00,4503.00,-695.00,0.00,3328.00,424.00,1741.00,0.00,0.00,-1769.00,-24.00,-2318.00,0.00,-2318.00,84.00,0.00,489.00,0.00,492.00,0.00,621.00,361.00,1045.00,-544.00,-445.00,0.00,91.00,0.00,91.00,666.00,149.00,517.00,48.00,512.00,676.00,41.00,57.00,-16.00,0.00,-4137.00,833.00,1504.00,1659.00,0.00,679.00
1970:Q1,16499.00,13379.00,1646.00,1473.00,17446.00,14228.00,3218.00,0.00,0.00,-948.00,-855.00,0.00,-855.00,2807.00,-44.00,867.00,-1302.00,147.00,218.00,0.00,0.00,2342.00,82.00,1776.00,0.00,1776.00,94.00,0.00,390.00,0.00,-86.00,0.00,83.00,582.00,3662.00,342.00,-1.00,0.00,282.00,0.00,282.00,336.00,23.00,313.00,24.00,403.00,2230.00,46.00,66.00,-20.00,0.00,-93.00,849.00,1572.00,1473.00,0.00,948.00
1970:Q2,17135.00,13801.00,1635.00,1699.00,18441.00,15147.00,3294.00,0.00,-1.00,-1306.00,246.00,0.00,246.00,2545.00,14.00,0.00,-681.00,91.00,106.00,0.00,0.00,2683.00,450.00,1671.00,0.00,1671.00,94.00,0.00,468.00,0.00,-94.00,0.00,202.00,224.00,2299.00,-1011.00,48.00,0.00,-58.00,0.00,-58.00,492.00,-105.00,597.00,-22.00,146.00,2617.00,87.00,50.00,37.00,0.00,-1552.00,1346.00,1659.00,1699.00,0.00,1307.00
1970:Q3,17452.00,14108.00,1610.00,1734.00,18325.00,15069.00,3256.00,0.00,-1.00,-872.00,411.00,0.00,411.00,2493.00,395.00,0.00,-1323.00,337.00,-1080.00,0.00,0.00,3015.00,-143.00,2738.00,0.00,2738.00,86.00,0.00,334.00,0.00,386.00,0.00,399.00,364.00,2082.00,-406.00,-79.00,0.00,396.00,0.00,396.00,159.00,42.00,117.00,121.00,132.00,1755.00,4.00,48.00,-44.00,0.00,-1283.00,961.00,1646.00,1734.00,0.00,873.00
1970:Q4,17734.00,14472.00,1549.00,1712.00,18330.00,15265.00,3065.00,0.00,-3.00,-593.00,470.00,0.00,470.00,2172.00,422.00,0.00,-3082.00,410.00,-908.00,0.00,0.00,3756.00,98.00,3307.00,0.00,3307.00,50.00,0.00,301.00,0.00,491.00,0.00,789.00,294.00,1702.00,-618.00,-343.00,0.00,254.00,0.00,254.00,947.00,-165.00,1112.00,79.00,283.00,988.00,112.00,69.00,43.00,0.00,-1063.00,792.00,1516.00,1712.00,0.00,596.00
1971:Q1,18005.00,14663.00,1468.00,1874.00,19090.00,15769.00,3321.00,0.00,-3.00,-1082.00,-441.00,0.00,-441.00,3293.00,109.00,717.00,-3151.00,-179.00,65.00,0.00,0.00,5481.00,-105.00,4977.00,0.00,4977.00,128.00,0.00,481.00,0.00,78.00,0.00,-23.00,196.00,3734.00,-42.00,284.00,0.00,282.00,0.00,282.00,625.00,-168.00,793.00,126.00,139.00,2365.00,-45.00,35.00,-80.00,0.00,-641.00,1106.00,1854.00,1874.00,0.00,1085.00
1971:Q2,19277.00,15824.00,1525.00,1928.00,19294.00,15776.00,3519.00,0.00,-3.00,-15.00,2973.00,0.00,2973.00,6243.00,456.00,0.00,-1329.00,-107.00,69.00,0.00,0.00,7235.00,-86.00,7171.00,4097.00,3074.00,-49.00,0.00,199.00,0.00,-3.00,0.00,-218.00,140.00,3270.00,-382.00,20.00,0.00,268.00,0.00,268.00,724.00,98.00,626.00,100.00,159.00,2411.00,-30.00,49.00,-79.00,0.00,-2988.00,-48.00,1994.00,1928.00,0.00,18.00
1971:Q3,19923.00,16371.00,1673.00,1879.00,19836.00,16348.00,3488.00,0.00,-4.00,90.00,7882.00,0.00,7882.00,11029.00,300.00,0.00,448.00,85.00,101.00,0.00,0.00,10482.00,148.00,9931.00,7014.00,2917.00,27.00,0.00,376.00,0.00,230.00,0.00,-324.00,-293.00,3147.00,-1077.00,137.00,0.00,312.00,0.00,312.00,1157.00,873.00,284.00,34.00,105.00,2386.00,93.00,99.00,-6.00,0.00,-7792.00,-22.00,1815.00,1879.00,0.00,-86.00
1971:Q4,19459.00,15485.00,1751.00,2223.00,18754.00,15071.00,3683.00,0.00,-6.00,711.00,3653.00,0.00,3653.00,5933.00,1.00,0.00,-578.00,487.00,94.00,0.00,0.00,4689.00,-116.00,4475.00,3253.00,1222.00,-67.00,0.00,397.00,0.00,531.00,0.00,384.00,325.00,2280.00,19.00,-5.00,0.00,78.00,0.00,78.00,1614.00,1197.00,417.00,-87.00,158.00,456.00,47.00,64.00,-17.00,0.00,-2942.00,-414.00,1932.00,2223.00,0.00,-705.00
1972:Q1,22216.00,18043.00,1754.00,2418.00,20958.00,17160.00,3798.00,0.00,-6.00,1264.00,73.00,0.00,73.00,5035.00,544.00,710.00,-633.00,247.00,496.00,0.00,0.00,3221.00,35.00,2803.00,1908.00,895.00,18.00,0.00,365.00,0.00,694.00,0.00,-108.00,-136.00,4962.00,634.00,187.00,0.00,483.00,0.00,483.00,941.00,435.00,506.00,-7.00,22.00,2766.00,-64.00,44.00,-108.00,0.00,1191.00,-884.00,2044.00,2418.00,0.00,-1258.00
1972:Q2,21913.00,17852.00,1908.00,2153.00,20725.00,16788.00,3937.00,0.00,-6.00,1194.00,1324.00,0.00,1324.00,3217.00,0.00,0.00,405.00,671.00,298.00,0.00,0.00,1032.00,-4.00,90.00,-3062.00,3152.00,155.00,0.00,791.00,0.00,170.00,0.00,268.00,373.00,1893.00,60.00,205.00,0.00,422.00,0.00,422.00,-469.00,173.00,-642.00,-104.00,-19.00,1743.00,55.00,69.00,-14.00,0.00,-130.00,-1064.00,2029.00,2153.00,0.00,-1188.00
1972:Q3,22934.00,18523.00,1941.00,2470.00,22034.00,17863.00,4171.00,0.00,-9.00,909.00,4004.00,0.00,4004.00,7431.00,3.00,0.00,109.00,704.00,1164.00,0.00,0.00,4477.00,-1040.00,5314.00,843.00,4471.00,-35.00,0.00,238.00,0.00,481.00,0.00,184.00,309.00,3427.00,-93.00,194.00,0.00,-128.00,0.00,-128.00,1285.00,1379.00,-94.00,-75.00,18.00,2192.00,34.00,48.00,-14.00,0.00,-3095.00,-660.00,2230.00,2470.00,0.00,-900.00
