1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1968:Q3,2143446.00,0.00,124443.00,364554.00,0.00,155257.00,11208.00,83732.00,5982.00,37621.00,16714.00,57420.00,5153.00,48735.00,3532.00,727875.00,48300.00,119110.00,506925.00,33797.00,140969.00,332159.00,39562.00,556636.00,258183.00,101675.00,114160.00,25654.00,56965.00
1968:Q4,2261389.00,0.00,131235.00,372542.00,0.00,154815.00,12168.00,82035.00,6120.00,36490.00,18002.00,57812.00,4878.00,49082.00,3852.00,815334.00,49529.00,120324.00,520069.00,34696.00,145432.00,339941.00,39728.00,572311.00,262934.00,104194.00,119324.00,27320.00,58539.00
1969:Q1,2234300.00,0.00,123978.00,377371.00,0.00,166591.00,12889.00,89394.00,5981.00,40035.00,18292.00,52334.00,1483.00,47321.00,3530.00,770526.00,48554.00,121561.00,532200.00,35300.00,149543.00,347357.00,41184.00,574387.00,264857.00,106006.00,118884.00,26142.00,58498.00
1969:Q2,2218306.00,0.00,125260.00,382359.00,0.00,166429.00,14322.00,82742.00,7983.00,42266.00,19116.00,53976.00,3271.00,47138.00,3567.00,733883.00,46190.00,122814.00,545291.00,36003.00,154204.00,355084.00,42104.00,591365.00,269738.00,109733.00,123675.00,26400.00,61818.00
1969:Q3,2224854.00,0.00,123947.00,380961.00,0.00,183434.00,16655.00,91322.00,9209.00,45302.00,20946.00,51327.00,213.00,47629.00,3485.00,713075.00,46004.00,124083.00,558892.00,36718.00,158967.00,363207.00,43131.00,601570.00,274512.00,112987.00,125813.00,25754.00,62504.00
1969:Q4,2214722.00,0.00,129498.00,381297.00,0.00,192755.00,18534.00,93666.00,11305.00,47244.00,22006.00,55900.00,2651.00,49537.00,3712.00,667356.00,45578.00,125362.00,573465.00,37561.00,164186.00,371718.00,43511.00,615933.00,278689.00,115927.00,129231.00,26775.00,65312.00
1970:Q1,2218096.00,0.00,125439.00,382494.00,0.00,205178.00,22663.00,98821.00,14195.00,48079.00,21420.00,52405.00,1482.00,47509.00,3414.00,643541.00,46279.00,126703.00,591398.00,38343.00,171848.00,381207.00,44659.00,609217.00,279940.00,104594.00,126663.00,26458.00,71562.00
1970:Q2,2099792.00,0.00,131817.00,391086.00,0.00,200031.00,24822.00,89336.00,14982.00,48227.00,22664.00,53301.00,1354.00,48469.00,3478.00,509525.00,37027.00,127979.00,603849.00,39123.00,173510.00,391216.00,45177.00,621065.00,283228.00,108086.00,129421.00,26434.00,73896.00
1970:Q3,2228163.00,0.00,135713.00,409317.00,0.00,194796.00,17559.00,86561.00,15735.00,48542.00,26399.00,55772.00,1762.00,50430.00,3580.00,593764.00,41919.00,129295.00,621870.00,39971.00,180163.00,401736.00,45717.00,632985.00,287149.00,112641.00,131424.00,27288.00,74484.00
1970:Q4,2324273.00,0.00,137246.00,424925.00,0.00,193135.00,16569.00,83741.00,15943.00,47144.00,29738.00,58201.00,3564.00,50808.00,3829.00,650213.00,44501.00,130703.00,639470.00,40960.00,185881.00,412629.00,45879.00,645482.00,290995.00,116563.00,133660.00,28088.00,76176.00
1971:Q1,2434651.00,0.00,137516.00,449007.00,0.00,188597.00,14884.00,80688.00,14951.00,46097.00,31977.00,56269.00,2478.00,50335.00,3456.00,712824.00,50329.00,132202.00,658349.00,42102.00,191720.00,424527.00,49558.00,654780.00,294998.00,119215.00,134072.00,28635.00,77860.00
1971:Q2,2470020.00,0.00,143221.00,464933.00,0.00,184951.00,13765.00,76955.00,13112.00,46375.00,34744.00,56886.00,2279.00,51066.00,3541.00,708482.00,50571.00,133786.00,675866.00,43385.00,195635.00,436846.00,51324.00,676307.00,301637.00,124397.00,138912.00,29794.00,81567.00
1971:Q3,2496778.00,0.00,145178.00,478487.00,0.00,190652.00,13728.00,79217.00,13937.00,46564.00,37206.00,55223.00,1507.00,50209.00,3507.00,693654.00,49798.00,135417.00,694721.00,44749.00,200390.00,449582.00,53647.00,695285.00,309668.00,129533.00,143465.00,30737.00,81883.00
1971:Q4,2591910.00,0.00,150874.00,494035.00,0.00,186810.00,13768.00,75100.00,14615.00,45970.00,37357.00,56525.00,3597.00,49216.00,3712.00,743724.00,53006.00,137055.00,714615.00,46131.00,205877.00,462607.00,55266.00,717580.00,316620.00,134208.00,149243.00,32037.00,85473.00
1972:Q1,2681947.00,0.00,149825.00,514594.00,0.00,187932.00,13000.00,77823.00,12831.00,46559.00,37719.00,55302.00,2096.00,49835.00,3371.00,785993.00,55084.00,138724.00,736650.00,47585.00,212862.00,476203.00,57843.00,731106.00,323810.00,137611.00,148847.00,34295.00,86544.00
1972:Q2,2719612.00,0.00,150212.00,533010.00,0.00,185108.00,12073.00,76289.00,11668.00,46909.00,38169.00,56359.00,2326.00,50626.00,3407.00,781697.00,54180.00,140430.00,758252.00,49169.00,219066.00,490017.00,60365.00,762463.00,333473.00,144965.00,156222.00,35949.00,91854.00
1972:Q3,2788324.00,0.00,154423.00,553159.00,0.00,183921.00,9464.00,77550.00,10943.00,47181.00,38783.00,55092.00,612.00,51109.00,3371.00,801771.00,53712.00,142166.00,780812.00,50718.00,225963.00,504131.00,63268.00,786500.00,344759.00,150889.00,161529.00,36811.00,92512.00
1972:Q4,2963761.00,0.00,163493.00,568827.00,0.00,182878.00,9333.00,78457.00,8898.00,47684.00,38506.00,57599.00,2709.00,51260.00,3630.00,921384.00,56383.00,143930.00,804205.00,52063.00,233770.00,518372.00,65063.00,815607.00,354615.00,158507.00,168757.00,37093.00,96635.00
1973:Q1,2929203.00,0.00,161291.00,592532.00,0.00,186996.00,7064.00,82031.00,8537.00,50607.00,38757.00,54601.00,309.00,51001.00,3291.00,853489.00,50224.00,145734.00,815640.00,53212.00,237829.00,524599.00,68695.00,842474.00,363074.00,163242.00,171528.00,36512.00,108118.00
1973:Q2,2897131.00,0.00,165146.00,608009.00,0.00,190492.00,8919.00,83013.00,8472.00,51521.00,38567.00,56304.00,1416.00,51514.00,3374.00,786769.00,45290.00,147589.00,826434.00,54172.00,241212.00,531050.00,71097.00,877021.00,374782.00,167511.00,180398.00,35401.00,118928.00
1973:Q3,2990922.00,0.00,165806.00,621009.00,0.00,202081.00,9660.00,88240.00,9481.00,54174.00,40526.00,54853.00,648.00,50937.00,3268.00,833421.00,49090.00,149452.00,841684.00,55084.00,248858.00,537742.00,73526.00,905534.00,386342.00,166106.00,186695.00,35633.00,130758.00
1973:Q4,2890656.00,0.00,176162.00,631063.00,0.00,208711.00,14111.00,89663.00,8332.00,55136.00,41469.00,57526.00,3573.00,50516.00,3437.00,693870.00,43695.00,151278.00,852551.00,56089.00,251894.00,544568.00,75800.00,927992.00,396316.00,162670.00,192980.00,35323.00,140704.00
1974:Q1,2908958.00,0.00,172203.00,653045.00,263.00,217339.00,14668.00,97177.00,5738.00,56629.00,43127.00,55726.00,1080.00,51525.00,3121.00,664408.00,41490.00,153061.00,872832.00,57019.00,258905.00,556908.00,78591.00,944765.00,404299.00,167537.00,190460.00,35216.00,147254.00
1974:Q2,2877918.00,0.00,171252.00,671077.00,570.00,220367.00,17685.00,92047.00,6970.00,57899.00,45766.00,58657.00,3135.00,52356.00,3166.00,591895.00,37557.00,154793.00,890827.00,57733.00,263523.00,569571.00,80923.00,980156.00,415158.00,175441.00,196777.00,35614.00,157165.00
1974:Q3,2767207.00,0.00,173164.00,677702.00,1386.00,240400.00,22024.00,96474.00,11510.00,62394.00,47998.00,59440.00,3044.00,53356.00,3040.00,440798.00,29123.00,156548.00,906445.00,58695.00,265154.00,582596.00,82201.00,1010529.00,425363.00,183853.00,201241.00,36432.00,163640.00
1974:Q4,2831269.00,0.00,181140.00,688823.00,2379.00,250229.00,22495.00,97491.00,13669.00,62164.00,54410.00,60503.00,3433.00,53987.00,3083.00,445034.00,31813.00,158399.00,930197.00,60372.00,273966.00,595859.00,82752.00,1031348.00,432009.00,189936.00,201926.00,36967.00,170511.00
1975:Q1,2990024.00,0.00,168537.00,716761.00,3620.00,257338.00,30347.00,95100.00,11529.00,62603.00,57759.00,53407.00,2782.00,47980.00,2645.00,547842.00,37436.00,161446.00,959276.00,62694.00,287453.00,609129.00,84360.00,1037418.00,436823.00,194273.00,195912.00,37620.00,172790.00
1975:Q2,3131611.00,0.00,178496.00,735349.00,3661.00,252025.00,26437.00,97916.00,8769.00,63059.00,55844.00,56548.00,3586.00,50303.00,2659.00,625664.00,42283.00,163796.00,987986.00,65593.00,299697.00,622696.00,85804.00,1058980.00,447576.00,198264.00,195933.00,38305.00,178903.00
1975:Q3,3098386.00,0.00,180877.00,750292.00,3708.00,261687.00,21915.00,106854.00,7681.00,65177.00,60060.00,56716.00,1519.00,52665.00,2532.00,544752.00,36835.00,165855.00,1010295.00,68877.00,304947.00,636471.00,87369.00,1084115.00,459486.00,200962.00,201183.00,39157.00,183327.00
1975:Q4,3208196.00,0.00,183008.00,770253.00,3696.00,271542.00,19746.00,113061.00,7584.00,66809.00,64342.00,61123.00,4722.00,53733.00,2668.00,584599.00,38749.00,168626.00,1037090.00,72349.00,314515.00,650226.00,89510.00,1113036.00,471020.00,204020.00,206996.00,40149.00,190851.00
1976:Q1,3354892.00,0.00,178528.00,798906.00,3557.00,270689.00,20641.00,112035.00,6963.00,69757.00,61293.00,61818.00,4797.00,54682.00,2339.00,677976.00,42619.00,170615.00,1058787.00,76120.00,325311.00,657356.00,91397.00,1131094.00,482963.00,209047.00,204908.00,41915.00,192261.00
1976:Q2,3429884.00,0.00,184709.00,822391.00,3341.00,275628.00,21250.00,109255.00,7594.00,73874.00,63655.00,61820.00,3881.00,55561.00,2378.00,696689.00,42441.00,173075.00,1075581.00,80343.00,330742.00,664496.00,94209.00,1166806.00,497634.00,212837.00,213148.00,43672.00,199514.00
1976:Q3,3489482.00,0.00,187203.00,842880.00,3322.00,278245.00,18956.00,109657.00,6993.00,74962.00,67677.00,62090.00,3165.00,56669.00,2256.00,707098.00,40957.00,175297.00,1094943.00,84666.00,338370.00,671907.00,97447.00,1200673.00,515251.00,216920.00,220688.00,44704.00,203110.00
1976:Q4,3576210.00,0.00,195476.00,863082.00,3381.00,280475.00,16851.00,104256.00,11692.00,72859.00,74817.00,66895.00,7424.00,56990.00,2481.00,731164.00,41436.00,177824.00,1115292.00,88740.00,346977.00,679575.00,101185.00,1237210.00,531432.00,221211.00,228961.00,45896.00,209709.00
1977:Q1,3583322.00,0.00,195678.00,898696.00,2939.00,289867.00,24022.00,108933.00,7499.00,73367.00,76046.00,61541.00,1431.00,57948.00,2162.00,673643.00,37826.00,180124.00,1138786.00,92446.00,354147.00,692193.00,104221.00,1266683.00,546488.00,226741.00,229155.00,46514.00,217785.00
1977:Q2,3663875.00,0.00,199867.00,919858.00,3017.00,291107.00,28271.00,101474.00,7588.00,77953.00,75821.00,63339.00,2271.00,59010.00,2058.00,691483.00,40651.00,182557.00,1163296.00,95847.00,362044.00,705405.00,108700.00,1318576.00,571489.00,232952.00,242048.00,48103.00,223984.00
1977:Q3,3704143.00,0.00,208524.00,946262.00,2956.00,295498.00,28547.00,105878.00,7913.00,76821.00,76339.00,61818.00,-282.00,60254.00,1846.00,661389.00,40413.00,184993.00,1188787.00,99313.00,370194.00,719280.00,113503.00,1367822.00,598540.00,238615.00,252953.00,48680.00,229034.00
1977:Q4,3750276.00,0.00,213164.00,967189.00,3197.00,305793.00,31539.00,106953.00,8372.00,78817.00,80112.00,68228.00,5344.00,60887.00,1997.00,630970.00,40355.00,187808.00,1215036.00,103217.00,378135.00,733684.00,118536.00,1415889.00,622779.00,244524.00,264892.00,49728.00,233967.00
1978:Q1,3786533.00,0.00,213646.00,997387.00,4734.00,314077.00,31566.00,110922.00,8564.00,84708.00,78317.00,65816.00,1906.00,62427.00,1483.00,593085.00,39400.00,190464.00,1244327.00,107458.00,387951.00,748918.00,123597.00,1451731.00,641067.00,250771.00,266971.00,52193.00,240729.00
1978:Q2,3910696.00,0.00,221361.00,1019381.00,6050.00,322384.00,38562.00,106575.00,8452.00,92098.00,76697.00,70526.00,3598.00,65581.00,1347.00,631131.00,41664.00,193533.00,1276109.00,111959.00,399353.00,764797.00,128557.00,1520345.00,669239.00,258192.00,284526.00,55477.00,252911.00
1978:Q3,4042009.00,0.00,229238.00,1044706.00,7215.00,329755.00,38267.00,112428.00,8500.00,97663.00,72897.00,75163.00,5066.00,68894.00,1203.00,671927.00,43683.00,196398.00,1310417.00,116692.00,412460.00,781265.00,133507.00,1585800.00,701677.00,265562.00,298022.00,58223.00,262316.00
1978:Q4,4095840.00,0.00,232891.00,1063881.00,8928.00,349783.00,46230.00,113493.00,9910.00,104168.00,75982.00,83164.00,11147.00,70559.00,1458.00,640129.00,41080.00,199369.00,1338408.00,121630.00,418723.00,798055.00,138208.00,1645088.00,732331.00,273814.00,311305.00,55754.00,271884.00
1979:Q1,4215245.00,0.00,227813.00,1087091.00,15693.00,366407.00,50799.00,120461.00,11678.00,109320.00,74149.00,79004.00,4274.00,73778.00,952.00,678821.00,42476.00,202002.00,1372785.00,126736.00,430987.00,815062.00,143153.00,1688927.00,757019.00,281149.00,313819.00,56035.00,280904.00
1979:Q2,4318199.00,0.00,240111.00,1099446.00,22681.00,379393.00,53900.00,123983.00,11553.00,116924.00,73033.00,85339.00,6651.00,77837.00,851.00,692151.00,43252.00,204897.00,1402700.00,131964.00,438288.00,832448.00,148229.00,1764021.00,788579.00,294540.00,327319.00,60075.00,293508.00
1979:Q3,4465179.00,0.00,253918.00,1122232.00,29822.00,389037.00,57345.00,131190.00,12626.00,121212.00,66664.00,90812.00,8476.00,81615.00,721.00,736043.00,44837.00,207494.00,1438115.00,137504.00,450434.00,850177.00,152869.00,1837816.00,822265.00,307666.00,341528.00,62614.00,303742.00
1979:Q4,4612310.00,0.00,255567.00,1137229.00,39459.00,426086.00,56004.00,158688.00,12500.00,123569.00,75325.00,97894.00,14399.00,82612.00,883.00,767889.00,38388.00,210305.00,1482128.00,143546.00,467156.00,871426.00,157365.00,1905233.00,849968.00,320469.00,354616.00,61871.00,318310.00
1980:Q1,4633948.00,0.00,247208.00,1161259.00,54525.00,436174.00,60332.00,164836.00,19044.00,124044.00,67918.00,100925.00,8741.00,91775.00,409.00,705845.00,39456.00,212764.00,1516561.00,150151.00,480601.00,885809.00,159232.00,1955688.00,880320.00,332843.00,349662.00,65448.00,327416.00
1980:Q2,4829175.00,0.00,251756.00,1180963.00,69928.00,422496.00,52550.00,159606.00,17494.00,126304.00,66542.00,105999.00,12065.00,93709.00,225.00,807631.00,44130.00,215454.00,1569834.00,157384.00,512096.00,900354.00,160985.00,1996812.00,896823.00,347589.00,345637.00,67904.00,338859.00
1980:Q3,5059263.00,0.00,271124.00,1212294.00,70003.00,426023.00,49723.00,163342.00,16814.00,128667.00,67477.00,114361.00,16096.00,98115.00,150.00,909904.00,49129.00,217872.00,1624890.00,164801.00,544499.00,915590.00,163663.00,2051380.00,925899.00,359153.00,350336.00,70792.00,345201.00
1980:Q4,5297621.00,0.00,275988.00,1261596.00,64366.00,444894.00,52267.00,176432.00,18600.00,130052.00,67543.00,121843.00,22221.00,99472.00,150.00,1010470.00,52060.00,220559.00,1674445.00,171960.00,571432.00,931053.00,171400.00,2111417.00,952035.00,369013.00,358044.00,76832.00,355493.00
1981:Q1,5397761.00,0.00,281939.00,1265214.00,98522.00,445948.00,55275.00,168400.00,14218.00,143005.00,65050.00,117986.00,14626.00,103285.00,75.00,1014946.00,52359.00,222852.00,1719423.00,178243.00,590849.00,950331.00,178571.00,2141715.00,967221.00,379937.00,353902.00,76061.00,364593.00
1981:Q2,5463584.00,0.00,288789.00,1283523.00,108564.00,441086.00,47140.00,163129.00,14201.00,151239.00,65377.00,124480.00,13063.00,111367.00,50.00,992933.00,53153.00,225503.00,1759711.00,183634.00,606133.00,969944.00,185841.00,2197967.00,990980.00,389117.00,361610.00,78570.00,377689.00
1981:Q3,5424935.00,0.00,299603.00,1305701.00,137398.00,451671.00,40112.00,173761.00,13478.00,160071.00,64249.00,129875.00,12289.00,117536.00,50.00,836812.00,48742.00,227711.00,1794793.00,189900.00,615291.00,989602.00,192629.00,2244063.00,1008827.00,397477.00,371928.00,79902.00,385930.00
1981:Q4,5643802.00,0.00,324651.00,1331018.00,154610.00,464048.00,42000.00,172056.00,14224.00,160269.00,75499.00,140130.00,18359.00,121746.00,25.00,905145.00,52640.00,230141.00,1841683.00,199792.00,631519.00,1010372.00,199736.00,2290667.00,1024623.00,411156.00,377882.00,83987.00,393019.00
1982:Q1,5608322.00,0.00,320040.00,1355130.00,164885.00,483768.00,46011.00,176192.00,13753.00,172575.00,75237.00,141873.00,14104.00,127744.00,25.00,775113.00,49981.00,232060.00,1884668.00,209369.00,644158.00,1031141.00,200804.00,2314574.00,1036050.00,422487.00,373537.00,81708.00,400792.00
1982:Q2,5694495.00,0.00,320193.00,1379138.00,175381.00,505811.00,52849.00,180662.00,13601.00,189633.00,69066.00,149162.00,17173.00,131989.00,0.00,745219.00,50031.00,234096.00,1933328.00,220367.00,660256.00,1052705.00,202136.00,2367853.00,1049487.00,437477.00,380887.00,83431.00,416571.00
1982:Q3,5903546.00,0.00,333111.00,1400034.00,201364.00,529293.00,45611.00,198453.00,13569.00,199585.00,72075.00,146334.00,17554.00,128780.00,0.00,796027.00,55666.00,235743.00,2001332.00,233354.00,692625.00,1075353.00,204641.00,2404204.00,1049598.00,453956.00,386815.00,86833.00,427002.00
1982:Q4,6217406.00,2427.00,347872.00,1459340.00,186712.00,520298.00,48718.00,188366.00,13424.00,201050.00,68740.00,159162.00,23313.00,135849.00,0.00,966318.00,65110.00,237958.00,2062168.00,242900.00,720443.00,1098825.00,210041.00,2457431.00,1064385.00,467345.00,396718.00,92616.00,436368.00
1983:Q1,6464017.00,2536.00,355417.00,1530902.00,164329.00,534472.00,47958.00,196867.00,12562.00,212501.00,64584.00,153180.00,17947.00,135233.00,0.00,1058391.00,76160.00,239874.00,2132996.00,252335.00,762165.00,1118496.00,215760.00,2470002.00,1081163.00,465088.00,391910.00,94186.00,437655.00
1983:Q2,6750316.00,2490.00,364907.00,1564937.00,150654.00,559916.00,42190.00,214312.00,12366.00,230727.00,60321.00,156487.00,18856.00,137631.00,0.00,1179666.00,92057.00,242244.00,2215651.00,265284.00,811447.00,1138920.00,221307.00,2542363.00,1110187.00,479040.00,403838.00,100633.00,448664.00
1983:Q3,6877491.00,2601.00,366615.00,1615955.00,150913.00,598900.00,36474.00,233223.00,14073.00,245174.00,69956.00,158019.00,19773.00,138246.00,0.00,1146214.00,95017.00,244290.00,2270813.00,272354.00,839127.00,1159332.00,228153.00,2621940.00,1146901.00,494090.00,420612.00,102153.00,458184.00
1983:Q4,6950470.00,6937.00,366082.00,1665236.00,149944.00,603209.00,43780.00,236703.00,14518.00,246647.00,61561.00,163191.00,22573.00,140618.00,0.00,1088573.00,98040.00,246737.00,2325818.00,281650.00,863921.00,1180247.00,236703.00,2707738.00,1179094.00,510976.00,444878.00,102953.00,469837.00
1984:Q1,7013288.00,7190.00,352048.00,1723555.00,163904.00,606330.00,43994.00,253158.00,15820.00,254723.00,38635.00,161573.00,18812.00,142761.00,0.00,1023778.00,100040.00,247998.00,2386563.00,287889.00,896874.00,1201800.00,240309.00,2771619.00,1208670.00,532878.00,452010.00,100544.00,477516.00
1984:Q2,7138975.00,7280.00,361721.00,1784995.00,166718.00,669159.00,52361.00,279540.00,17019.00,275031.00,45208.00,165414.00,18757.00,146657.00,0.00,959429.00,100241.00,249521.00,2431294.00,295754.00,912081.00,1223459.00,243203.00,2871758.00,1246094.00,556254.00,479799.00,101793.00,487818.00
1984:Q3,7374566.00,7026.00,360999.00,1833336.00,167650.00,705263.00,55652.00,296516.00,19809.00,290259.00,43027.00,172070.00,20638.00,151432.00,0.00,1008919.00,113338.00,250880.00,2509172.00,310503.00,951873.00,1246796.00,245913.00,2960629.00,1280785.00,579413.00,501839.00,100118.00,498474.00
1984:Q4,7562413.00,6902.00,384572.00,1888289.00,194318.00,704747.00,65640.00,282977.00,27522.00,290221.00,38387.00,170217.00,27897.00,142320.00,0.00,1009964.00,119018.00,252787.00,2583417.00,328343.00,985048.00,1270026.00,248182.00,3057337.00,1313080.00,603079.00,526584.00,101644.00,512950.00
1985:Q1,7862076.00,7017.00,383339.00,1925964.00,201589.00,767118.00,58800.00,303706.00,26669.00,317494.00,60449.00,188265.00,23530.00,164735.00,0.00,1069654.00,135840.00,254900.00,2675022.00,340677.00,1039940.00,1294405.00,253368.00,3163515.00,1376924.00,626719.00,536023.00,101284.00,522565.00
1985:Q2,8105284.00,6812.00,394322.00,1959931.00,207124.00,782830.00,56106.00,287302.00,39673.00,329995.00,69754.00,200311.00,32068.00,168243.00,0.00,1131477.00,162766.00,257747.00,2739032.00,356665.00,1063099.00,1319268.00,262932.00,3276007.00,1418706.00,648960.00,559592.00,105823.00,542926.00
1985:Q3,8180949.00,7207.00,410759.00,1994979.00,203542.00,816542.00,58388.00,303490.00,34893.00,347018.00,72753.00,195052.00,29522.00,165530.00,0.00,1050818.00,179161.00,260564.00,2785726.00,363585.00,1078140.00,1344001.00,276599.00,3396855.00,1469978.00,669751.00,585905.00,112784.00,558438.00
1985:Q4,8654431.00,7791.00,416614.00,2135199.00,197712.00,839923.00,56471.00,286930.00,22679.00,394259.00,79584.00,209925.00,49768.00,160157.00,0.00,1226872.00,219442.00,264336.00,2847102.00,260441.00,1215574.00,1371087.00,289516.00,3514166.00,1519551.00,677086.00,610574.00,122919.00,584036.00
1986:Q1,9028382.00,7952.00,427596.00,2164584.00,220429.00,828335.00,46010.00,263190.00,17655.00,397674.00,103806.00,211325.00,52392.00,158933.00,0.00,1390552.00,275257.00,268266.00,2932177.00,273503.00,1257137.00,1401537.00,301909.00,3548125.00,1550671.00,692623.00,606799.00,125798.00,572234.00
1986:Q2,9281569.00,8126.00,461481.00,2180167.00,229709.00,844046.00,46360.00,244361.00,21634.00,411501.00,120190.00,206732.00,46306.00,160426.00,0.00,1452430.00,312493.00,272862.00,3000819.00,295200.00,1274613.00,1431006.00,312704.00,3635227.00,1608931.00,706040.00,627891.00,126441.00,565924.00
1986:Q3,9313598.00,8447.00,481103.00,2210423.00,246589.00,858887.00,59181.00,268302.00,22949.00,397867.00,110588.00,208705.00,49510.00,159195.00,0.00,1317074.00,338139.00,277435.00,3042792.00,305194.00,1277828.00,1459770.00,324004.00,3736692.00,1675900.00,720498.00,649888.00,129755.00,560651.00
1986:Q4,9762080.00,8753.00,536272.00,2255443.00,239928.00,887800.00,56132.00,281990.00,23654.00,411316.00,114708.00,216275.00,58997.00,157278.00,0.00,1495169.00,375743.00,282599.00,3130169.00,327864.00,1312364.00,1489941.00,333930.00,3841684.00,1722797.00,744664.00,666355.00,132416.00,575452.00
1987:Q1,10228956.00,8687.00,500626.00,2262203.00,250118.00,905960.00,51388.00,263062.00,23136.00,435220.00,133154.00,215418.00,54184.00,161234.00,0.00,1768928.00,453009.00,289604.00,3230888.00,341692.00,1370002.00,1519194.00,343516.00,3864803.00,1762183.00,757347.00,644317.00,126023.00,574934.00
1987:Q2,10414446.00,8525.00,514822.00,2296079.00,245866.00,971560.00,50753.00,283621.00,23892.00,465178.00,148116.00,211296.00,52488.00,158808.00,0.00,1756493.00,458493.00,295990.00,3305455.00,349692.00,1409173.00,1546590.00,349868.00,3968920.00,1835901.00,764901.00,660313.00,129548.00,578258.00
1987:Q3,10715946.00,8400.00,521099.00,2330800.00,249497.00,1033104.00,45110.00,300104.00,29075.00,493301.00,165514.00,209761.00,53155.00,156606.00,0.00,1837446.00,458924.00,303304.00,3406832.00,362976.00,1469351.00,1574505.00,356779.00,4058300.00,1890295.00,770795.00,679637.00,131715.00,585858.00
1987:Q4,10411510.00,9759.00,536100.00,2392574.00,261399.00,1066710.00,55346.00,322605.00,35600.00,520819.00,132340.00,199242.00,41088.00,158154.00,0.00,1472855.00,397429.00,307540.00,3402424.00,350628.00,1454222.00,1597574.00,365478.00,4101755.00,1919993.00,780894.00,698640.00,116120.00,586108.00
1988:Q1,10724856.00,9724.00,524108.00,2459691.00,289444.00,1068260.00,54134.00,323345.00,31458.00,527164.00,132159.00,203332.00,42938.00,160394.00,0.00,1573991.00,414777.00,313734.00,3491230.00,377479.00,1489282.00,1624469.00,376564.00,4170578.00,1966665.00,800581.00,693732.00,114308.00,595292.00
1988:Q2,10984827.00,10130.00,529941.00,2496413.00,269649.00,1117886.00,63158.00,353163.00,27195.00,543377.00,130993.00,209595.00,45369.00,164226.00,0.00,1651625.00,420442.00,321119.00,3569114.00,396546.00,1520872.00,1651696.00,388913.00,4285602.00,2036129.00,818593.00,710128.00,115451.00,605301.00
1988:Q3,11186115.00,10318.00,525588.00,2540515.00,272480.00,1188749.00,79925.00,379691.00,31824.00,567505.00,129804.00,213242.00,45082.00,168160.00,0.00,1664249.00,414655.00,327380.00,3627437.00,415731.00,1532485.00,1679221.00,401502.00,4394227.00,2096514.00,836347.00,725838.00,117116.00,618412.00
1988:Q4,11569234.00,10708.00,540281.00,2584912.00,281202.00,1308434.00,93557.00,408356.00,55224.00,590828.00,160469.00,215419.00,45072.00,170347.00,0.00,1767619.00,410036.00,335651.00,3701028.00,435495.00,1557430.00,1708103.00,413944.00,4517940.00,2153183.00,862530.00,745206.00,119192.00,637828.00
1989:Q1,11849961.00,11153.00,522906.00,2609128.00,308575.00,1358585.00,100226.00,424863.00,51898.00,591150.00,190448.00,216278.00,46446.00,169832.00,0.00,1844643.00,416105.00,339269.00,3800893.00,443930.00,1598740.00,1758223.00,422426.00,4573307.00,2187397.00,871846.00,753193.00,110759.00,650112.00
1989:Q2,12131626.00,11032.00,518486.00,2611967.00,325992.00,1355742.00,88499.00,440411.00,41142.00,593906.00,191784.00,221141.00,52363.00,168778.00,0.00,1943489.00,445148.00,348423.00,3919419.00,468913.00,1640695.00,1809811.00,430787.00,4681317.00,2245783.00,881057.00,769617.00,117186.00,667673.00
1989:Q3,12520734.00,11268.00,514551.00,2642422.00,357700.00,1387945.00,85995.00,445681.00,52852.00,605579.00,197838.00,211586.00,44210.00,167376.00,0.00,2098716.00,465044.00,354913.00,4036742.00,487538.00,1686090.00,1863114.00,439847.00,4781055.00,2311764.00,890123.00,784207.00,117728.00,677234.00
1989:Q4,12798740.00,11874.00,543166.00,2671881.00,355906.00,1397341.00,87881.00,411809.00,78611.00,619514.00,199526.00,221777.00,55265.00,166512.00,0.00,2186242.00,457339.00,365250.00,4141760.00,495495.00,1730727.00,1915538.00,446204.00,4881377.00,2360135.00,899546.00,809285.00,116857.00,695554.00
1990:Q1,12803717.00,11755.00,527658.00,2688780.00,383317.00,1427645.00,73155.00,433293.00,87665.00,634998.00,198534.00,218636.00,50720.00,167916.00,0.00,2062072.00,450688.00,371410.00,4206750.00,513865.00,1744293.00,1948592.00,455007.00,4944924.00,2439709.00,898442.00,792320.00,120950.00,693503.00
1990:Q2,13034704.00,12312.00,536955.00,2685340.00,364629.00,1469153.00,69568.00,441618.00,102295.00,649028.00,206644.00,221776.00,52388.00,169388.00,0.00,2138795.00,473901.00,379242.00,4297012.00,547877.00,1764914.00,1984221.00,455589.00,5019090.00,2505544.00,893523.00,798712.00,122017.00,699295.00
