1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1990:Q3,12783654.00,12949.00,531918.00,2702034.00,387016.00,1539903.00,77207.00,487952.00,113162.00,651675.00,209907.00,226618.00,55360.00,171258.00,0.00,1770584.00,435022.00,385267.00,4332677.00,552194.00,1764285.00,2016198.00,459667.00,5089634.00,2555979.00,895009.00,812302.00,117052.00,709292.00
1990:Q4,13291154.00,13427.00,533849.00,2724597.00,395719.00,1641740.00,93658.00,521709.00,121823.00,655388.00,249162.00,237315.00,64851.00,172464.00,0.00,1994466.00,458213.00,391738.00,4435277.00,569775.00,1812271.00,2053231.00,464813.00,5142466.00,2596240.00,895108.00,824391.00,120472.00,706255.00
1991:Q1,13825921.00,13959.00,554880.00,2732550.00,447039.00,1607213.00,75825.00,520723.00,98201.00,651168.00,261296.00,235431.00,63362.00,172069.00,0.00,2319065.00,503361.00,398407.00,4545074.00,577140.00,1877447.00,2090487.00,468943.00,5150996.00,2632149.00,896938.00,802207.00,121779.00,697922.00
1991:Q2,13861432.00,13957.00,555132.00,2682305.00,420101.00,1636276.00,57457.00,531722.00,102634.00,671909.00,272554.00,233666.00,61121.00,172545.00,0.00,2287419.00,524550.00,407093.00,4626410.00,592810.00,1906890.00,2126710.00,474523.00,5222451.00,2691674.00,900802.00,801306.00,123048.00,705620.00
1991:Q3,14156788.00,14409.00,556955.00,2663280.00,411243.00,1646532.00,61527.00,536983.00,103846.00,686731.00,257445.00,244453.00,72634.00,171819.00,0.00,2428254.00,572077.00,411776.00,4730091.00,605645.00,1958536.00,2165910.00,477719.00,5258871.00,2714314.00,887982.00,802500.00,133160.00,720914.00
1991:Q4,14768009.00,14565.00,590357.00,2644486.00,414436.00,1634492.00,58500.00,535315.00,104808.00,687041.00,248828.00,264594.00,95461.00,169133.00,0.00,2822437.00,633019.00,418577.00,4846523.00,621189.00,2018205.00,2207129.00,484523.00,5331633.00,2766661.00,884082.00,815581.00,144143.00,721166.00
1992:Q1,14729871.00,14566.00,603993.00,2512185.00,434302.00,1680356.00,40842.00,574945.00,115785.00,688205.00,260579.00,245666.00,78454.00,167212.00,0.00,2727671.00,656459.00,425606.00,4938007.00,629606.00,2032719.00,2275682.00,491060.00,5345494.00,2806583.00,879841.00,793353.00,140791.00,724926.00
1992:Q2,14849844.00,14953.00,616894.00,2505816.00,417956.00,1668656.00,44466.00,581803.00,101561.00,677795.00,263032.00,252167.00,86900.00,165267.00,0.00,2688502.00,700363.00,429996.00,5056163.00,646815.00,2062880.00,2346468.00,498378.00,5392939.00,2838405.00,875295.00,792332.00,147265.00,739642.00
1992:Q3,15109886.00,15504.00,646161.00,2454056.00,391078.00,1686950.00,44152.00,604352.00,114107.00,676048.00,248291.00,250816.00,86849.00,163967.00,0.00,2772559.00,752857.00,439404.00,5192287.00,661695.00,2112074.00,2418518.00,508214.00,5452210.00,2892120.00,868960.00,801933.00,148538.00,740660.00
1992:Q4,15724150.00,15600.00,707208.00,2424411.00,374128.00,1735480.00,52676.00,646370.00,123316.00,642789.00,270329.00,247843.00,85548.00,162295.00,0.00,3112850.00,801030.00,447710.00,5342618.00,693358.00,2157410.00,2491850.00,515272.00,5535052.00,2935633.00,864682.00,824769.00,148753.00,761215.00
1993:Q1,16020438.00,15445.00,683427.00,2384344.00,383588.00,1766062.00,55508.00,661015.00,106656.00,638464.00,304419.00,259892.00,101060.00,158832.00,0.00,3198127.00,876486.00,455971.00,5471510.00,713088.00,2226628.00,2531794.00,525586.00,5535290.00,2946535.00,863639.00,807262.00,155805.00,762049.00
1993:Q2,16218088.00,15352.00,705067.00,2362250.00,373887.00,1765052.00,58666.00,665079.00,75842.00,635673.00,329792.00,268974.00,112525.00,156449.00,0.00,3208966.00,949268.00,465216.00,5571242.00,733874.00,2266239.00,2571129.00,532814.00,5603676.00,3000798.00,859872.00,818662.00,155784.00,768560.00
1993:Q3,16519980.00,14697.00,729868.00,2346568.00,363885.00,1743185.00,60315.00,648126.00,65677.00,617825.00,351242.00,263845.00,109658.00,154187.00,0.00,3324804.00,1031597.00,474964.00,5683776.00,761145.00,2312298.00,2610333.00,542791.00,5692880.00,3052878.00,855104.00,842668.00,165564.00,776666.00
1993:Q4,16904421.00,15757.00,761516.00,2305231.00,372193.00,1817279.00,65040.00,682115.00,53234.00,598283.00,418607.00,263827.00,112311.00,151516.00,0.00,3478889.00,1082245.00,484813.00,5771937.00,774869.00,2345800.00,2651268.00,550734.00,5791144.00,3094973.00,852602.00,886169.00,172697.00,784703.00
1994:Q1,16939644.00,15716.00,736953.00,2310267.00,375408.00,1965327.00,65532.00,727376.00,118024.00,607627.00,446768.00,265277.00,116793.00,148484.00,0.00,3316875.00,1055369.00,490866.00,5843704.00,784603.00,2367985.00,2691116.00,563883.00,5826777.00,3126443.00,847350.00,883876.00,173188.00,795921.00
1994:Q2,17033760.00,16847.00,733170.00,2279187.00,362948.00,2079794.00,66953.00,774309.00,144862.00,619273.00,474397.00,263181.00,115032.00,148149.00,0.00,3250488.00,1043163.00,497466.00,5933297.00,786713.00,2413544.00,2733040.00,574219.00,5921467.00,3173629.00,845000.00,918580.00,174179.00,810079.00
1994:Q3,17335131.00,17357.00,727641.00,2296300.00,354649.00,2133805.00,69017.00,817327.00,163352.00,598444.00,485666.00,261658.00,115420.00,146238.00,0.00,3310075.00,1080637.00,514825.00,6049558.00,799690.00,2472110.00,2777758.00,588625.00,6024930.00,3223662.00,842060.00,959953.00,173114.00,826141.00
1994:Q4,17582829.00,18847.00,742706.00,2284185.00,388373.00,2326234.00,69716.00,908781.00,212720.00,586065.00,548952.00,260351.00,115745.00,144606.00,0.00,3350509.00,998483.00,520348.00,6093038.00,796048.00,2476579.00,2820411.00,599755.00,6158430.00,3270922.00,837765.00,1021168.00,182755.00,845820.00
1995:Q1,18069002.00,20324.00,725274.00,2333751.00,412908.00,2283805.00,70219.00,915946.00,182339.00,562380.00,552921.00,262931.00,120958.00,141973.00,0.00,3601795.00,1035576.00,532694.00,6237879.00,814099.00,2553623.00,2870157.00,622064.00,6206423.00,3299233.00,839953.00,1024546.00,178836.00,863856.00
1995:Q2,18599972.00,22461.00,732464.00,2363031.00,442004.00,2236772.00,70724.00,911614.00,182129.00,532292.00,540014.00,262961.00,123227.00,139734.00,0.00,3850083.00,1101443.00,548003.00,6399979.00,851591.00,2627329.00,2921059.00,640770.00,6315746.00,3348998.00,843250.00,1063126.00,179890.00,880483.00
1995:Q3,19220653.00,22103.00,700876.00,2398911.00,461405.00,2272399.00,71227.00,903294.00,203118.00,523943.00,570817.00,262791.00,125513.00,137278.00,0.00,4148484.00,1172754.00,556706.00,6570004.00,876072.00,2721215.00,2972717.00,654221.00,6447080.00,3405409.00,847072.00,1109599.00,190676.00,894324.00
1995:Q4,19838331.00,23356.00,706368.00,2416040.00,489125.00,2262784.00,71731.00,868599.00,227307.00,492852.00,602295.00,280846.00,145523.00,135323.00,0.00,4498259.00,1210218.00,566188.00,6714859.00,890134.00,2800966.00,3023759.00,670289.00,6561317.00,3438500.00,852247.00,1168160.00,187007.00,915404.00
1996:Q1,20383792.00,26021.00,698906.00,2489093.00,526833.00,2275243.00,72476.00,868668.00,228090.00,493165.00,612844.00,289266.00,156117.00,133149.00,0.00,4680822.00,1285952.00,571294.00,6853333.00,905674.00,2878089.00,3069570.00,687029.00,6653832.00,3500867.00,856986.00,1162207.00,207838.00,925935.00
1996:Q2,20831946.00,27693.00,694676.00,2504982.00,502492.00,2362487.00,73776.00,866386.00,284672.00,493362.00,644291.00,284036.00,153323.00,130713.00,0.00,4830299.00,1373964.00,579766.00,6964680.00,918734.00,2930461.00,3115485.00,706871.00,6791728.00,3559847.00,864835.00,1196579.00,208999.00,961468.00
1996:Q3,21106755.00,31693.00,687137.00,2540181.00,511394.00,2375942.00,74799.00,888591.00,320285.00,469157.00,623110.00,281105.00,152501.00,128604.00,0.00,4847812.00,1422429.00,594591.00,7087130.00,928728.00,2997215.00,3161187.00,727341.00,6921192.00,3623838.00,868855.00,1229847.00,209827.00,988825.00
1996:Q4,21406762.00,35469.00,683832.00,2560496.00,519123.00,2409073.00,75821.00,927193.00,350693.00,457978.00,597388.00,316492.00,190012.00,126480.00,0.00,4760668.00,1450356.00,610646.00,7312799.00,883848.00,3106790.00,3322161.00,747808.00,7058936.00,3673641.00,879507.00,1273878.00,216717.00,1015194.00
1997:Q1,21556351.00,34112.00,657301.00,2603386.00,556447.00,2380362.00,76144.00,951504.00,342959.00,445086.00,564669.00,305284.00,181365.00,123919.00,0.00,4760286.00,1468855.00,622596.00,7395587.00,900102.00,3123063.00,3372422.00,772136.00,7147794.00,3719918.00,883011.00,1254175.00,223195.00,1067495.00
1997:Q2,22949881.00,34459.00,664786.00,2628692.00,539061.00,2337343.00,76467.00,890765.00,354868.00,447940.00,567303.00,321164.00,199201.00,121963.00,0.00,5624525.00,1646651.00,640193.00,7711686.00,961009.00,3312995.00,3437682.00,801321.00,7299821.00,3774082.00,895148.00,1278038.00,233796.00,1118756.00
1997:Q3,23961562.00,36014.00,635102.00,2692164.00,566823.00,2312523.00,76792.00,864473.00,358368.00,442325.00,570565.00,322116.00,202115.00,120001.00,0.00,6121472.00,1813166.00,657230.00,7976685.00,1005029.00,3475100.00,3496556.00,828267.00,7457690.00,3866388.00,901056.00,1305805.00,251244.00,1133197.00
1997:Q4,24230311.00,37179.00,665213.00,2706979.00,592108.00,2310083.00,77115.00,835373.00,401564.00,448028.00,548003.00,337768.00,220011.00,117757.00,0.00,6194996.00,1831257.00,664963.00,8034651.00,1000393.00,3484240.00,3550018.00,855114.00,7605725.00,3907917.00,915130.00,1344165.00,254131.00,1184382.00
1998:Q1,25763768.00,36817.00,624078.00,2746354.00,651146.00,2319415.00,77877.00,844991.00,368302.00,449948.00,578297.00,363079.00,245468.00,117611.00,0.00,6996411.00,2065945.00,677161.00,8388215.00,1057654.00,3706035.00,3624526.00,895148.00,7734858.00,3976255.00,941340.00,1324043.00,263857.00,1229362.00
1998:Q2,26254556.00,37785.00,644025.00,2746280.00,631879.00,2392916.00,78639.00,826442.00,402552.00,467042.00,618241.00,377493.00,260091.00,117402.00,0.00,7124106.00,2157655.00,687898.00,8520829.00,1094719.00,3738499.00,3687611.00,933690.00,7955209.00,4066569.00,968879.00,1367744.00,275286.00,1276731.00
1998:Q3,25133993.00,39500.00,634552.00,2765155.00,676924.00,2379780.00,79401.00,811661.00,460500.00,444718.00,583500.00,416626.00,299304.00,117322.00,0.00,6197345.00,1965934.00,689579.00,8386249.00,1069307.00,3585547.00,3731395.00,982350.00,8137020.00,4157612.00,993949.00,1400718.00,273425.00,1311315.00
1998:Q4,27359381.00,37725.00,696179.00,2830448.00,700808.00,2339682.00,80163.00,787913.00,473163.00,443056.00,555387.00,413531.00,292494.00,121037.00,0.00,7530531.00,2213039.00,718262.00,8861552.00,1138869.00,3902203.00,3820480.00,1017624.00,8351970.00,4263086.00,1019029.00,1441272.00,275331.00,1353252.00
1999:Q1,27822412.00,39368.00,680620.00,2843542.00,755092.00,2388685.00,81337.00,756718.00,483078.00,451342.00,616210.00,410460.00,287875.00,122585.00,0.00,7646215.00,2249267.00,730987.00,9025735.00,1154917.00,3983027.00,3887791.00,1052441.00,8501818.00,4352687.00,1041651.00,1442398.00,279145.00,1385937.00
1999:Q2,28952855.00,40486.00,652388.00,2855820.00,717851.00,2424738.00,82511.00,721435.00,520601.00,481478.00,618713.00,412542.00,288914.00,123628.00,0.00,8345713.00,2397521.00,750133.00,9273033.00,1196772.00,4112314.00,3963947.00,1082630.00,8724353.00,4460720.00,1061234.00,1471581.00,301259.00,1429559.00
1999:Q3,28483046.00,41170.00,646475.00,2926301.00,730278.00,2449236.00,83685.00,700522.00,552820.00,485044.00,627166.00,432742.00,307759.00,124983.00,0.00,7861787.00,2282668.00,753025.00,9236487.00,1167783.00,4047795.00,4020909.00,1122877.00,8965128.00,4592004.00,1085117.00,1511895.00,303989.00,1472124.00
1999:Q4,31401988.00,40659.00,681527.00,2983885.00,810699.00,2511920.00,84859.00,861712.00,579926.00,503632.00,481791.00,476379.00,350250.00,126129.00,0.00,9625699.00,2651137.00,783859.00,9682923.00,1286859.00,4283404.00,4112660.00,1153301.00,9218363.00,4686166.00,1113521.00,1553622.00,345702.00,1519353.00
2000:Q1,32413859.00,45150.00,644238.00,3082825.00,896266.00,2414764.00,90471.00,800422.00,574888.00,502911.00,446072.00,535632.00,409140.00,126492.00,0.00,10034162.00,2852713.00,801724.00,9913637.00,1335204.00,4403288.00,4175145.00,1192749.00,9423333.00,4756887.00,1139568.00,1553765.00,404292.00,1568821.00
2000:Q2,31685046.00,45841.00,616884.00,3150563.00,868123.00,2394720.00,91082.00,691847.00,602737.00,525456.00,483598.00,520461.00,393642.00,126819.00,0.00,9359131.00,2742018.00,805122.00,9938633.00,1331519.00,4382020.00,4225094.00,1243549.00,9668917.00,4880548.00,1167535.00,1601771.00,388124.00,1630939.00
2000:Q3,31810463.00,44509.00,576485.00,3217473.00,906881.00,2368481.00,91693.00,626198.00,617047.00,512645.00,520898.00,540780.00,413685.00,127095.00,0.00,9235360.00,2749199.00,816933.00,10068929.00,1361614.00,4427542.00,4279773.00,1285433.00,9922661.00,5004006.00,1190572.00,1667073.00,392332.00,1668678.00
2000:Q4,30479718.00,48271.00,586339.00,3316032.00,983721.00,2396744.00,97305.00,630924.00,620723.00,491156.00,556636.00,590024.00,462638.00,127386.00,0.00,7983983.00,2466199.00,819098.00,9970265.00,1326304.00,4323332.00,4320629.00,1319042.00,10144999.00,5107983.00,1220193.00,1741267.00,354251.00,1721305.00
2001:Q1,29151828.00,50790.00,621269.00,3469641.00,1074736.00,2304308.00,96160.00,582816.00,483720.00,505786.00,635825.00,580060.00,450374.00,129686.00,0.00,6853710.00,2231645.00,832495.00,9786139.00,1299466.00,4126297.00,4360376.00,1347036.00,10241435.00,5203984.00,1238187.00,1749724.00,315533.00,1734007.00
2001:Q2,30193890.00,48459.00,619319.00,3529244.00,1043593.00,2272642.00,88365.00,500353.00,495558.00,542554.00,645812.00,588302.00,456455.00,131847.00,0.00,7381877.00,2426316.00,862376.00,10031278.00,1332703.00,4265371.00,4433204.00,1390484.00,10501414.00,5375382.00,1260194.00,1784249.00,315273.00,1766316.00
2001:Q3,28538571.00,48388.00,608762.00,3599288.00,1099784.00,2254913.00,86237.00,503252.00,537416.00,534317.00,593690.00,682181.00,548116.00,134065.00,0.00,6020868.00,2099917.00,850494.00,9839474.00,1310879.00,4055054.00,4473541.00,1434503.00,10799046.00,5534692.00,1284079.00,1814351.00,378484.00,1787440.00
2001:Q4,30003135.00,48676.00,661748.00,3604148.00,1156022.00,2216518.00,88154.00,485288.00,420126.00,551009.00,671941.00,640785.00,504753.00,136032.00,0.00,6874982.00,2338432.00,880004.00,10116929.00,1344135.00,4218173.00,4554621.00,1464891.00,10988053.00,5658953.00,1309776.00,1891827.00,316377.00,1811120.00
2002:Q1,30408978.00,47771.00,610657.00,3772338.00,1140160.00,2254671.00,84417.00,472099.00,427432.00,570262.00,700461.00,628366.00,490067.00,138299.00,0.00,6905934.00,2349074.00,904851.00,10312047.00,1343773.00,4351911.00,4616363.00,1483109.00,11164784.00,5806474.00,1333144.00,1883516.00,311925.00,1829725.00
2002:Q2,29140787.00,48219.00,603024.00,3794095.00,1073945.00,2267370.00,80618.00,411830.00,378163.00,604427.00,792332.00,594171.00,454512.00,139659.00,0.00,5993052.00,2185636.00,916150.00,10153354.00,1325189.00,4168765.00,4659400.00,1511771.00,11407409.00,5993536.00,1356967.00,1917644.00,290376.00,1848886.00
2002:Q3,27577343.00,49781.00,601673.00,3916703.00,1076449.00,2125088.00,80157.00,387155.00,296786.00,588460.00,772530.00,590263.00,448769.00,141494.00,0.00,4877481.00,1911677.00,916976.00,9973907.00,1310068.00,3961741.00,4702098.00,1537346.00,11651871.00,6202596.00,1377685.00,1951608.00,269725.00,1850257.00
2002:Q4,28480316.00,49937.00,648718.00,3921917.00,1126713.00,2198905.00,82218.00,319755.00,260597.00,622700.00,913635.00,587958.00,444614.00,143344.00,0.00,5221382.00,1998157.00,920915.00,10235024.00,1379932.00,4072475.00,4782617.00,1570691.00,11970094.00,6414426.00,1398036.00,1997008.00,268372.00,1892252.00
2003:Q1,28399257.00,51628.00,642416.00,4136378.00,1138341.00,2096782.00,81246.00,400712.00,175483.00,615604.00,823737.00,601566.00,456954.00,144612.00,0.00,4865647.00,2003240.00,936154.00,10331946.00,1386611.00,4080432.00,4864903.00,1595159.00,12180743.00,6585577.00,1419401.00,1989123.00,278991.00,1907652.00
2003:Q2,30006119.00,54115.00,660243.00,4210965.00,1083324.00,1985948.00,79421.00,433557.00,104037.00,647348.00,721585.00,702397.00,556490.00,145907.00,0.00,5683974.00,2314591.00,966855.00,10732224.00,1438627.00,4329737.00,4963860.00,1611482.00,12574294.00,6827343.00,1453646.00,2021930.00,368163.00,1903212.00
2003:Q3,30630855.00,51146.00,614295.00,4275585.00,1000302.00,2051953.00,77481.00,408404.00,275065.00,638872.00,652131.00,689799.00,542672.00,147127.00,0.00,5999650.00,2424392.00,990822.00,10897453.00,1461534.00,4384989.00,5050930.00,1635460.00,12844689.00,7053721.00,1486585.00,2059675.00,346649.00,1898059.00
2003:Q4,32522989.00,52841.00,648660.00,4326771.00,1016174.00,2356022.00,77314.00,467413.00,395861.00,637225.00,778209.00,672694.00,524178.00,148516.00,0.00,6812855.00,2681142.00,1013152.00,11281674.00,1518015.00,4610729.00,5152930.00,1661004.00,13114724.00,7236455.00,1528166.00,2102932.00,301191.00,1945980.00
2004:Q1,34152755.00,55204.00,655983.00,4508282.00,1018099.00,3114560.00,79498.00,476312.00,360188.00,1421817.00,776745.00,714382.00,562280.00,152102.00,0.00,6958246.00,2847662.00,1016866.00,11530681.00,1567180.00,4680019.00,5283482.00,1732791.00,13411039.00,7440191.00,1547761.00,2096472.00,319233.00,2007382.00
2004:Q2,34533678.00,57889.00,633428.00,4614075.00,991176.00,3164400.00,77999.00,456222.00,332399.00,1493773.00,804008.00,742891.00,587143.00,155748.00,0.00,6933209.00,2820313.00,1028378.00,11742684.00,1593585.00,4737004.00,5412095.00,1805234.00,13817319.00,7733963.00,1586523.00,2114539.00,335031.00,2047263.00
2004:Q3,34708924.00,58864.00,627351.00,4699251.00,933394.00,3187776.00,78358.00,409984.00,403276.00,1510029.00,786130.00,735141.00,575861.00,159280.00,0.00,6764368.00,2849823.00,1036786.00,11927715.00,1632534.00,4757237.00,5537944.00,1888455.00,14167037.00,7995116.00,1624794.00,2164875.00,328820.00,2053433.00
2004:Q4,36760449.00,61764.00,697344.00,4780481.00,964775.00,3358429.00,83702.00,526384.00,452496.00,1542080.00,753767.00,804615.00,641137.00,163478.00,0.00,7555825.00,3090957.00,1060352.00,12411509.00,1699914.00,5023528.00,5688067.00,1974399.00,14645991.00,8268493.00,1670960.00,2220119.00,383018.00,2103402.00
2005:Q1,37033400.00,67402.00,701058.00,4917004.00,930543.00,3380306.00,86133.00,498663.00,444013.00,1564007.00,787490.00,797148.00,629204.00,167944.00,0.00,7553408.00,3059184.00,1059341.00,12505687.00,1718620.00,5022897.00,5764170.00,2062318.00,14973260.00,8496943.00,1703664.00,2204974.00,384537.00,2183142.00
2005:Q2,37742601.00,64549.00,681169.00,5042320.00,924393.00,3413921.00,89692.00,452937.00,506302.00,1603095.00,761895.00,811915.00,639865.00,172050.00,0.00,7737260.00,3103759.00,1063746.00,12754182.00,1769806.00,5136063.00,5848313.00,2145387.00,15434306.00,8797644.00,1731076.00,2232389.00,382561.00,2290637.00
2005:Q3,38732097.00,66584.00,625549.00,5222465.00,944849.00,3320800.00,93413.00,442608.00,500958.00,1620075.00,663746.00,809105.00,633937.00,175168.00,0.00,8135603.00,3243345.00,1078204.00,13038886.00,1804210.00,5294112.00,5940564.00,2246707.00,15916685.00,9112752.00,1759538.00,2278385.00,376606.00,2389404.00
2005:Q4,39686454.00,63847.00,660157.00,5285858.00,1011164.00,3595982.00,98406.00,478344.00,562429.00,1651678.00,805125.00,809044.00,632106.00,176938.00,0.00,8236466.00,3283643.00,1082599.00,13304593.00,1847058.00,5430482.00,6027053.00,2353101.00,16347096.00,9389695.00,1788713.00,2320555.00,351486.00,2496647.00
2006:Q1,41503428.00,67879.00,685638.00,5483758.00,1015392.00,3736295.00,101857.00,632369.00,551168.00,1643123.00,807778.00,901965.00,660355.00,174211.00,67399.00,8978779.00,3520874.00,1010841.00,13635953.00,1892238.00,5606975.00,6136740.00,2466053.00,16849258.00,9717530.00,1841387.00,2337585.00,369368.00,2583388.00
2006:Q2,41572491.00,72666.00,673603.00,5567441.00,1052107.00,3826955.00,105854.00,621288.00,503368.00,1706281.00,890164.00,939268.00,701189.00,169319.00,68760.00,8662326.00,3456977.00,1008792.00,13734994.00,1904732.00,5600615.00,6229647.00,2577361.00,17336688.00,10040642.00,1895326.00,2349611.00,365559.00,2685550.00
2006:Q3,42302429.00,71749.00,661751.00,5703892.00,1074813.00,3595933.00,111879.00,527550.00,493695.00,1692894.00,769915.00,945978.00,709938.00,162695.00,73345.00,8921565.00,3563769.00,1027851.00,14047385.00,1948072.00,5759899.00,6339414.00,2687742.00,17809660.00,10297744.00,1952417.00,2411441.00,378166.00,2769892.00
2006:Q4,44476467.00,69946.00,688405.00,5824158.00,1178941.00,3560057.00,117451.00,389383.00,584022.00,1708954.00,760247.00,942780.00,709678.00,158262.00,74840.00,10205504.00,3831321.00,1055178.00,14309890.00,2006300.00,5845302.00,6458288.00,2810288.00,18224721.00,10461446.00,2015668.00,2456716.00,415893.00,2874998.00
2007:Q1,45686382.00,73534.00,701935.00,6030305.00,1178378.00,3655552.00,120202.00,363661.00,619241.00,1730399.00,822049.00,987615.00,753388.00,156425.00,77802.00,10582107.00,4012089.00,1059391.00,14490897.00,2021597.00,5933272.00,6536028.00,2914580.00,18555423.00,10688937.00,2081521.00,2440267.00,403404.00,2941294.00
2007:Q2,46989532.00,79929.00,657690.00,6089123.00,1232779.00,3711658.00,126564.00,356857.00,650886.00,1781740.00,795611.00,1051877.00,819854.00,154260.00,77763.00,10939412.00,4267316.00,1076425.00,14846723.00,2081281.00,6126582.00,6638860.00,3036600.00,18997896.00,10900050.00,2150809.00,2477193.00,459602.00,3010241.00
2007:Q3,47762665.00,84843.00,587521.00,6215420.00,1312616.00,4029681.00,111438.00,327835.00,786667.00,1772084.00,1031657.00,1056127.00,821018.00,153375.00,81734.00,10807352.00,4380543.00,1079149.00,15062236.00,2112114.00,6229844.00,6720278.00,3147178.00,19390251.00,11090638.00,2224628.00,2555820.00,423457.00,3095708.00
2007:Q4,47601822.00,87722.00,669129.00,6327526.00,1419892.00,4145252.00,107286.00,257663.00,802671.00,1792105.00,1185527.00,1169928.00,934569.00,152823.00,82536.00,10046395.00,4319088.00,1077158.00,15074847.00,2101762.00,6190125.00,6782960.00,3264886.00,19744959.00,11198134.00,2302154.00,2609880.00,452526.00,3182264.00
2008:Q1,46529950.00,84065.00,685495.00,6511491.00,1531195.00,4091646.00,94552.00,254917.00,753665.00,1790542.00,1197970.00,1299790.00,1063445.00,150168.00,86177.00,9087426.00,4038829.00,1063985.00,14834330.00,2038013.00,5984998.00,6811319.00,3301697.00,20001096.00,11279059.00,2348596.00,2602465.00,493329.00,3277647.00
2008:Q2,46324207.00,78508.00,650189.00,6447443.00,1467427.00,4396305.00,62383.00,393076.00,834759.00,1826591.00,1279496.00,1285505.00,1042542.00,156685.00,86278.00,8607778.00,4086150.00,1070140.00,14900442.00,2023687.00,5987709.00,6889046.00,3334320.00,20036719.00,11265590.00,2406055.00,2620825.00,421202.00,3323047.00
2008:Q3,45154772.00,70526.00,624709.00,6601921.00,1519738.00,4927747.00,20790.00,382910.00,1051784.00,1855266.00,1616997.00,1290909.00,1047984.00,153560.00,89365.00,7474505.00,3573950.00,1063746.00,14632645.00,1981532.00,5739838.00,6911275.00,3374375.00,20272135.00,11220571.00,2463807.00,2644119.00,533046.00,3410592.00
2008:Q4,42038471.00,69892.00,814699.00,6584511.00,1655149.00,4907143.00,5958.00,222786.00,1013684.00,1918959.00,1745756.00,1007023.00,767168.00,150933.00,88922.00,5650101.00,2796694.00,1050163.00,14081512.00,1845529.00,5334966.00,6901017.00,3421584.00,20074900.00,11121074.00,2530300.00,2644184.00,298031.00,3481310.00
2009:Q1,41548616.00,65515.00,815027.00,6627103.00,1628545.00,5574831.00,5558.00,533168.00,768934.00,1942467.00,2324704.00,932601.00,691444.00,150781.00,90376.00,4875072.00,2619196.00,1055032.00,13961250.00,1788293.00,5227783.00,6945174.00,3394444.00,19898083.00,11111863.00,2539581.00,2578630.00,267812.00,3400196.00
2009:Q2,43256635.00,65587.00,875253.00,6578378.00,1557451.00,5209105.00,15058.00,602675.00,487292.00,1968169.00,2135911.00,939274.00,701344.00,150407.00,87523.00,6001163.00,3115115.00,1073408.00,14472669.00,1865226.00,5530991.00,7076452.00,3369233.00,19852944.00,11060408.00,2549934.00,2549264.00,281636.00,3411702.00
2009:Q3,45222814.00,66015.00,874134.00,6549850.00,1431907.00,5053558.00,23400.00,754045.00,440870.00,1940743.00,1894500.00,963364.00,726953.00,149625.00,86786.00,7178399.00,3638181.00,1094398.00,15023172.00,1951511.00,5862784.00,7208877.00,3349837.00,19836975.00,10980159.00,2567067.00,2559110.00,306760.00,3423879.00
2009:Q4,45974669.00,62724.00,930167.00,6668757.00,1385635.00,5019289.00,22650.00,882854.00,312840.00,2001629.00,1799316.00,959877.00,728518.00,148831.00,82528.00,7352531.00,3854273.00,1109537.00,15290349.00,1987413.00,5994056.00,7308880.00,3341531.00,19804296.00,10918923.00,2574095.00,2555390.00,336691.00,3419197.00
2010:Q1,46951691.00,58472.00,870477.00,6751637.00,1272099.00,5058130.00,21620.00,1018539.00,349038.00,2039705.00,1629228.00,959407.00,726762.00,148210.00,84435.00,7686669.00,4096129.00,1115109.00,15713845.00,2037152.00,6181888.00,7494805.00,3369717.00,19650797.00,10783760.00,2568649.00,2493546.00,330641.00,3474201.00
2010:Q2,45667864.00,61341.00,868230.00,6729752.00,1215487.00,4909490.00,20561.00,1133273.00,222182.00,2036179.00,1497295.00,958249.00,729604.00,145893.00,82752.00,6912202.00,3845582.00,1099967.00,15661350.00,2001352.00,6045789.00,7614209.00,3406214.00,19584201.00,10716333.00,2562902.00,2478859.00,351676.00,3474431.00
2010:Q3,47466056.00,63875.00,873675.00,6804592.00,1201928.00,4533328.00,21011.00,1107011.00,216202.00,2003284.00,1185820.00,964259.00,743008.00,143952.00,77299.00,7913608.00,4236800.00,1126551.00,16300881.00,2109966.00,6361739.00,7829176.00,3446559.00,19527326.00,10638648.00,2552304.00,2504217.00,369487.00,3462670.00
2010:Q4,49803176.00,67271.00,955116.00,6798414.00,1205259.00,5037951.00,21149.00,1152274.00,289028.00,2070544.00,1504956.00,964868.00,751419.00,142122.00,71327.00,8795180.00,4475916.00,1137483.00,16873720.00,2198151.00,6636339.00,8039230.00,3491997.00,19468442.00,10439263.00,2542344.00,2647203.00,414316.00,3425315.00
