1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2011:Q1,104292.00,92828.00,92480.00,-560.00,908.00,-1184.00,12648.00,104292.00,87696.00,16596.00
2011:Q2,109848.00,-705962.00,-709338.00,1240.00,2136.00,1212.00,814598.00,109848.00,90136.00,19712.00
2011:Q3,107692.00,889483.00,886571.00,1012.00,1900.00,-18176.00,-763615.00,107692.00,91248.00,16444.00
2011:Q4,130052.00,108928.00,107012.00,1208.00,708.00,1448.00,19676.00,130052.00,90916.00,39136.00
2012:Q1,102060.00,67607.00,64547.00,1988.00,1072.00,6496.00,27957.00,102060.00,87576.00,14484.00
2012:Q2,101832.00,93861.00,90001.00,2436.00,1424.00,-3792.00,11763.00,101832.00,86780.00,15052.00
2012:Q3,101704.00,106935.00,101211.00,1400.00,4324.00,-8364.00,3133.00,101704.00,87308.00,14396.00
2012:Q4,102720.00,-45192.00,-45608.00,368.00,48.00,-10752.00,158664.00,102720.00,88484.00,14236.00
2013:Q1,95608.00,168464.00,172976.00,-2248.00,-2264.00,16316.00,-89172.00,95608.00,85932.00,9676.00
2013:Q2,100252.00,-346763.00,-343043.00,-1888.00,-1832.00,9324.00,437691.00,100252.00,87992.00,12260.00
2013:Q3,107044.00,-441609.00,-439593.00,-1808.00,-208.00,-9196.00,557849.00,107044.00,89016.00,18028.00
2013:Q4,126260.00,1051308.00,1053060.00,-820.00,-932.00,19952.00,-945000.00,126260.00,90280.00,35980.00
2014:Q1,102564.00,94194.00,100198.00,-2880.00,-3124.00,7228.00,1142.00,102564.00,87280.00,15284.00
2014:Q2,99576.00,67995.00,66891.00,704.00,400.00,-312.00,31893.00,99576.00,89184.00,10392.00
2014:Q3,118656.00,105325.00,103541.00,-444.00,2228.00,3264.00,10067.00,118656.00,90084.00,28572.00
2014:Q4,127596.00,78430.00,77534.00,560.00,336.00,3736.00,45430.00,127596.00,91348.00,36248.00
2015:Q1,102896.00,-293260.00,-293744.00,472.00,12.00,5732.00,390424.00,102896.00,89092.00,13804.00
2015:Q2,104716.00,-462912.00,-463540.00,388.00,240.00,-3752.00,571380.00,104716.00,92516.00,12200.00
2015:Q3,110568.00,-363482.00,-365902.00,-348.00,2768.00,-1240.00,475290.00,110568.00,94300.00,16268.00
2015:Q4,125988.00,1488282.00,1488286.00,224.00,-228.00,-28.00,-1362266.00,125988.00,96288.00,29700.00
2016:Q1,110592.00,106328.00,106088.00,280.00,-40.00,-11856.00,16120.00,110592.00,96716.00,13876.00
2016:Q2,103088.00,63356.00,62128.00,808.00,420.00,-9264.00,48996.00,103088.00,96488.00,6600.00
2016:Q3,112168.00,93745.00,92165.00,1044.00,536.00,-7444.00,25867.00,112168.00,96036.00,16132.00
