1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1954:Q2,27181.00,195.00,0.00,0.00,0.00,8305.00,0.00,4234.00,31.00,2232.00,1808.00,217.00,84.00,0.00,18380.00,18380.00,0.00,27181.00
1954:Q3,27932.00,195.00,0.00,0.00,0.00,8606.00,0.00,4310.00,34.00,2302.00,1960.00,233.00,89.00,0.00,18809.00,18809.00,0.00,27932.00
1954:Q4,28696.00,194.00,0.00,0.00,0.00,8912.00,0.00,4383.00,38.00,2376.00,2115.00,249.00,99.00,0.00,19242.00,19242.00,0.00,28696.00
1955:Q1,29489.00,191.00,0.00,0.00,0.00,9188.00,0.00,4438.00,43.00,2456.00,2251.00,266.00,113.00,0.00,19731.00,19731.00,0.00,29489.00
1955:Q2,30302.00,185.00,0.00,0.00,0.00,9459.00,0.00,4478.00,48.00,2542.00,2391.00,283.00,148.00,0.00,20227.00,20227.00,0.00,30302.00
1955:Q3,31137.00,179.00,0.00,0.00,0.00,9788.00,0.00,4566.00,53.00,2632.00,2537.00,301.00,180.00,0.00,20689.00,20689.00,0.00,31137.00
1955:Q4,31988.00,174.00,0.00,0.00,0.00,10139.00,0.00,4666.00,58.00,2723.00,2692.00,318.00,200.00,0.00,21157.00,21157.00,0.00,31988.00
1956:Q1,32923.00,175.00,0.00,0.00,0.00,10594.00,0.00,4879.00,60.00,2816.00,2839.00,336.00,217.00,0.00,21601.00,21601.00,0.00,32923.00
1956:Q2,33875.00,178.00,0.00,0.00,0.00,10840.00,0.00,4903.00,62.00,2911.00,2964.00,352.00,201.00,0.00,22304.00,22304.00,0.00,33875.00
1956:Q3,34852.00,183.00,0.00,0.00,0.00,11073.00,0.00,4929.00,64.00,3009.00,3071.00,371.00,189.00,0.00,23036.00,23036.00,0.00,34852.00
1956:Q4,35846.00,190.00,0.00,0.00,0.00,11286.00,0.00,4944.00,67.00,3110.00,3165.00,395.00,200.00,0.00,23775.00,23775.00,0.00,35846.00
1957:Q1,36760.00,200.00,0.00,0.00,0.00,11631.00,0.00,5061.00,74.00,3214.00,3282.00,425.00,215.00,0.00,24289.00,24289.00,0.00,36760.00
1957:Q2,37703.00,214.00,0.00,0.00,0.00,11974.00,0.00,5114.00,82.00,3322.00,3456.00,460.00,277.00,0.00,24778.00,24778.00,0.00,37703.00
1957:Q3,38679.00,228.00,0.00,0.00,0.00,12380.00,0.00,5147.00,89.00,3431.00,3713.00,499.00,294.00,0.00,25278.00,25278.00,0.00,38679.00
1957:Q4,39682.00,237.00,0.00,0.00,0.00,12718.00,0.00,5058.00,97.00,3539.00,4024.00,540.00,300.00,0.00,25887.00,25887.00,0.00,39682.00
1958:Q1,40825.00,242.00,0.00,0.00,0.00,13197.00,0.00,5104.00,102.00,3648.00,4343.00,584.00,320.00,0.00,26482.00,26482.00,0.00,40825.00
1958:Q2,42000.00,245.00,0.00,0.00,0.00,13439.00,0.00,4950.00,107.00,3760.00,4622.00,631.00,340.00,0.00,27345.00,27345.00,0.00,42000.00
1958:Q3,43202.00,245.00,0.00,0.00,0.00,13818.00,0.00,4960.00,112.00,3868.00,4878.00,681.00,365.00,0.00,28093.00,28093.00,0.00,43202.00
1958:Q4,44413.00,244.00,0.00,0.00,0.00,14227.00,0.00,5021.00,117.00,3963.00,5126.00,736.00,400.00,0.00,28806.00,28806.00,0.00,44413.00
1959:Q1,44301.00,241.00,0.00,0.00,0.00,14634.00,0.00,5102.00,124.00,4048.00,5360.00,792.00,415.00,0.00,28219.00,28219.00,0.00,44301.00
1959:Q2,44206.00,234.00,0.00,0.00,0.00,14953.00,0.00,5126.00,132.00,4124.00,5571.00,847.00,453.00,0.00,27719.00,27719.00,0.00,44206.00
1959:Q3,44133.00,227.00,0.00,0.00,0.00,15459.00,0.00,5350.00,139.00,4192.00,5778.00,911.00,460.00,0.00,27076.00,27076.00,0.00,44133.00
1959:Q4,44078.00,221.00,0.00,0.00,0.00,15845.00,0.00,5462.00,146.00,4251.00,5986.00,992.00,500.00,0.00,26520.00,26520.00,0.00,44078.00
1960:Q1,45288.00,223.00,0.00,0.00,0.00,16338.00,0.00,5663.00,159.00,4305.00,6211.00,1091.00,491.00,0.00,27145.00,27145.00,0.00,45288.00
1960:Q2,46528.00,229.00,0.00,0.00,0.00,16717.00,0.00,5724.00,171.00,4356.00,6466.00,1209.00,532.00,0.00,27841.00,27841.00,0.00,46528.00
1960:Q3,47815.00,236.00,0.00,0.00,0.00,16998.00,0.00,5653.00,184.00,4393.00,6768.00,1333.00,521.00,0.00,28727.00,28727.00,0.00,47815.00
1960:Q4,49142.00,243.00,0.00,0.00,0.00,17437.00,0.00,5711.00,196.00,4406.00,7124.00,1450.00,600.00,0.00,29412.00,29412.00,0.00,49142.00
1961:Q1,50406.00,251.00,0.00,0.00,0.00,17992.00,0.00,5855.00,214.00,4399.00,7524.00,1564.00,704.00,0.00,29895.00,29895.00,0.00,50406.00
1961:Q2,51712.00,260.00,0.00,0.00,0.00,18435.00,0.00,5872.00,233.00,4374.00,7956.00,1680.00,735.00,0.00,30602.00,30602.00,0.00,51712.00
1961:Q3,53050.00,269.00,0.00,0.00,0.00,18853.00,0.00,5865.00,252.00,4330.00,8406.00,1793.00,792.00,0.00,31343.00,31343.00,0.00,53050.00
1961:Q4,54393.00,277.00,0.00,0.00,0.00,19186.00,0.00,5800.00,271.00,4263.00,8852.00,1896.00,900.00,0.00,32134.00,32134.00,0.00,54393.00
1962:Q1,53255.00,285.00,0.00,0.00,0.00,19830.00,0.00,6025.00,325.00,4175.00,9305.00,1990.00,931.00,0.00,30219.00,30219.00,0.00,53255.00
1962:Q2,52134.00,294.00,0.00,0.00,0.00,20248.00,0.00,6075.00,343.00,4058.00,9772.00,2074.00,753.00,0.00,28765.00,28765.00,0.00,52134.00
1962:Q3,51040.00,302.00,0.00,0.00,0.00,20671.00,0.00,6125.00,380.00,3930.00,10236.00,2155.00,845.00,0.00,27067.00,27067.00,0.00,51040.00
1962:Q4,49972.00,307.00,0.00,0.00,0.00,20969.00,0.00,6100.00,395.00,3804.00,10670.00,2242.00,1000.00,0.00,25454.00,25454.00,0.00,49972.00
1963:Q1,51078.00,311.00,0.00,0.00,0.00,21386.00,0.00,6200.00,387.00,3682.00,11117.00,2331.00,1122.00,0.00,25928.00,25928.00,0.00,51078.00
1963:Q2,52230.00,313.00,0.00,0.00,0.00,22017.00,0.00,6475.00,381.00,3553.00,11608.00,2420.00,1249.00,0.00,26231.00,26231.00,0.00,52230.00
1963:Q3,53426.00,314.00,0.00,0.00,0.00,22492.00,0.00,6550.00,351.00,3426.00,12165.00,2512.00,1375.00,0.00,26733.00,26733.00,0.00,53426.00
1963:Q4,54645.00,313.00,0.00,0.00,0.00,22944.00,0.00,6510.00,347.00,3304.00,12783.00,2612.00,1500.00,0.00,27276.00,27276.00,0.00,54645.00
1964:Q1,55958.00,313.00,0.00,0.00,0.00,23660.00,0.00,6725.00,341.00,3194.00,13400.00,2716.00,1657.00,0.00,27612.00,27612.00,0.00,55958.00
1964:Q2,57296.00,313.00,0.00,0.00,0.00,24387.00,0.00,6975.00,375.00,3089.00,13948.00,2822.00,1782.00,0.00,27992.00,27992.00,0.00,57296.00
1964:Q3,58683.00,313.00,0.00,0.00,0.00,24881.00,0.00,7066.00,369.00,2991.00,14455.00,2937.00,1906.00,0.00,28646.00,28646.00,0.00,58683.00
1964:Q4,60111.00,311.00,0.00,0.00,0.00,25255.00,0.00,7030.00,381.00,2900.00,14944.00,3070.00,2000.00,0.00,29475.00,29475.00,0.00,60111.00
1965:Q1,61626.00,311.00,0.00,0.00,0.00,26054.00,0.00,7417.00,376.00,2820.00,15441.00,3221.00,2094.00,0.00,29946.00,29946.00,0.00,61626.00
1965:Q2,63203.00,311.00,0.00,0.00,0.00,26689.00,0.00,7590.00,381.00,2748.00,15970.00,3389.00,2074.00,0.00,30740.00,30740.00,0.00,63203.00
1965:Q3,64844.00,312.00,0.00,0.00,0.00,27096.00,0.00,7351.00,485.00,2684.00,16576.00,3567.00,2326.00,0.00,31543.00,31543.00,0.00,64844.00
1965:Q4,66529.00,317.00,0.00,0.00,0.00,27515.00,0.00,7153.00,492.00,2625.00,17245.00,3746.00,2500.00,0.00,32451.00,32451.00,0.00,66529.00
1966:Q1,68447.00,325.00,0.00,0.00,0.00,28357.00,0.00,7312.00,502.00,2579.00,17964.00,3936.00,2580.00,0.00,33249.00,33249.00,0.00,68447.00
1966:Q2,70415.00,335.00,0.00,0.00,0.00,28941.00,0.00,7046.00,622.00,2543.00,18730.00,4143.00,2633.00,0.00,34363.00,34363.00,0.00,70415.00
1966:Q3,72426.00,349.00,0.00,0.00,0.00,29837.00,0.00,7166.00,671.00,2513.00,19487.00,4344.00,2527.00,0.00,35369.00,35369.00,0.00,72426.00
1966:Q4,74459.00,368.00,0.00,0.00,0.00,30432.00,0.00,7115.00,652.00,2481.00,20184.00,4516.00,2800.00,0.00,36343.00,36343.00,0.00,74459.00
1967:Q1,75665.00,407.00,0.00,0.00,0.00,30920.00,0.00,6800.00,669.00,2461.00,20990.00,4681.00,3292.00,0.00,36365.00,36365.00,0.00,75665.00
1967:Q2,76934.00,415.00,17.00,0.00,0.00,31595.00,0.00,6646.00,744.00,2442.00,21763.00,4847.00,3420.00,0.00,36640.00,36640.00,0.00,76934.00
1967:Q3,78294.00,381.00,69.00,0.00,0.00,32328.00,0.00,6308.00,759.00,2424.00,22837.00,4925.00,3740.00,0.00,36851.00,36851.00,0.00,78294.00
1967:Q4,79751.00,303.00,161.00,0.00,0.00,33277.00,0.00,6165.00,785.00,2406.00,23921.00,5003.00,3900.00,0.00,37107.00,37107.00,0.00,79751.00
1968:Q1,82538.00,365.00,108.00,0.00,0.00,33818.00,0.00,6219.00,758.00,2437.00,24404.00,5148.00,3847.00,0.00,39252.00,39252.00,0.00,82538.00
1968:Q2,85439.00,403.00,75.00,0.00,0.00,34599.00,0.00,6120.00,1028.00,2372.00,25079.00,5269.00,4696.00,0.00,40397.00,40397.00,0.00,85439.00
1968:Q3,88475.00,429.00,146.00,0.00,0.00,35358.00,0.00,6023.00,1138.00,2384.00,25813.00,5275.00,5232.00,0.00,42035.00,42035.00,0.00,88475.00
1968:Q4,91608.00,377.00,230.00,0.00,0.00,36278.00,0.00,5921.00,1410.00,2382.00,26565.00,5362.00,5800.00,0.00,43561.00,43561.00,0.00,91608.00
1969:Q1,94639.00,497.00,52.00,0.00,0.00,37074.00,0.00,5850.00,1437.00,2386.00,27401.00,5426.00,6091.00,0.00,45499.00,45499.00,0.00,94639.00
1969:Q2,97772.00,315.00,143.00,0.00,0.00,38022.00,0.00,5815.00,1465.00,2368.00,28374.00,5475.00,6458.00,0.00,47359.00,47359.00,0.00,97772.00
1969:Q3,101003.00,329.00,211.00,0.00,0.00,39122.00,0.00,5696.00,1552.00,2348.00,29526.00,5550.00,6699.00,0.00,49092.00,49092.00,0.00,101003.00
1969:Q4,104299.00,309.00,170.00,0.00,0.00,39893.00,0.00,5437.00,1566.00,2331.00,30559.00,5575.00,7300.00,0.00,51052.00,51052.00,0.00,104299.00
1970:Q1,106145.00,236.00,138.00,0.00,0.00,40853.00,0.00,5335.00,1592.00,2308.00,31618.00,5650.00,7750.00,0.00,51518.00,51518.00,0.00,106145.00
1970:Q2,108100.00,306.00,209.00,0.00,0.00,41683.00,0.00,5179.00,1609.00,2159.00,32736.00,5808.00,6754.00,0.00,53340.00,53340.00,0.00,108100.00
1970:Q3,110187.00,274.00,167.00,0.00,0.00,43016.00,0.00,5274.00,1576.00,2133.00,34033.00,5789.00,8577.00,0.00,52364.00,52364.00,0.00,110187.00
1970:Q4,112397.00,388.00,213.00,0.00,0.00,43682.00,0.00,5104.00,1491.00,2032.00,35055.00,5920.00,10100.00,0.00,52094.00,52094.00,0.00,112397.00
1971:Q1,117558.00,352.00,233.00,0.00,0.00,44608.00,0.00,4880.00,1414.00,2040.00,36274.00,6019.00,12058.00,0.00,54288.00,54288.00,0.00,117558.00
1971:Q2,122913.00,420.00,180.00,0.00,0.00,45366.00,0.00,4426.00,1400.00,2042.00,37498.00,6170.00,12798.00,0.00,57979.00,57979.00,0.00,122913.00
1971:Q3,128484.00,450.00,174.00,0.00,0.00,46005.00,0.00,4371.00,1448.00,2050.00,38136.00,6178.00,13942.00,0.00,61735.00,61735.00,0.00,128484.00
1971:Q4,134243.00,548.00,148.00,0.00,0.00,46588.00,0.00,3896.00,1544.00,2152.00,38996.00,6288.00,15400.00,0.00,65271.00,65271.00,0.00,134243.00
1972:Q1,140527.00,703.00,39.00,0.00,0.00,47648.00,0.00,3633.00,1668.00,2229.00,40118.00,6309.00,17456.00,0.00,68372.00,68372.00,0.00,140527.00
1972:Q2,146951.00,747.00,33.00,0.00,0.00,48708.00,0.00,3723.00,1800.00,2466.00,40719.00,6257.00,18513.00,0.00,72693.00,72693.00,0.00,146951.00
1972:Q3,153513.00,723.00,65.00,0.00,0.00,49785.00,0.00,3643.00,1944.00,2123.00,42075.00,6340.00,19828.00,0.00,76772.00,76772.00,0.00,153513.00
1972:Q4,160120.00,767.00,191.00,0.00,0.00,50958.00,0.00,3597.00,2105.00,2029.00,43227.00,6470.00,22200.00,0.00,79534.00,79534.00,0.00,160120.00
1973:Q1,158799.00,612.00,304.00,0.00,0.00,52185.00,0.00,3687.00,2284.00,1622.00,44592.00,6632.00,21487.00,0.00,77579.00,77579.00,0.00,158799.00
1973:Q2,157546.00,664.00,429.00,0.00,0.00,53471.00,0.00,3460.00,2480.00,1536.00,45995.00,6821.00,20326.00,0.00,75835.00,75835.00,0.00,157546.00
1973:Q3,156384.00,600.00,660.00,0.00,0.00,54945.00,0.00,3028.00,2840.00,1650.00,47427.00,6888.00,22451.00,0.00,70840.00,70840.00,0.00,156384.00
1973:Q4,155304.00,544.00,800.00,0.00,0.00,55970.00,0.00,2508.00,3334.00,1691.00,48437.00,7141.00,20200.00,0.00,70649.00,70649.00,0.00,155304.00
1974:Q1,159755.00,359.00,887.00,0.00,0.00,57235.00,0.00,1840.00,3817.00,1845.00,49733.00,7277.00,21039.00,0.00,72958.00,72958.00,0.00,159855.00
1974:Q2,164502.00,305.00,1183.00,0.00,0.00,58908.00,0.00,1886.00,4145.00,1444.00,51433.00,7330.00,19295.00,0.00,77481.00,77481.00,0.00,164611.00
1974:Q3,169496.00,270.00,1373.00,0.00,0.00,60758.00,0.00,1515.00,4401.00,1248.00,53594.00,7423.00,14477.00,0.00,85195.00,85195.00,0.00,169615.00
1974:Q4,174705.00,254.00,1543.00,0.00,0.00,61684.00,0.00,1585.00,4583.00,983.00,54533.00,7702.00,16400.00,0.00,87122.00,87122.00,0.00,174835.00
1975:Q1,180057.00,317.00,1811.00,0.00,0.00,63492.00,0.00,1559.00,4719.00,789.00,56425.00,7705.00,20263.00,0.00,86469.00,86469.00,0.00,180201.00
1975:Q2,185590.00,332.00,1688.00,0.00,0.00,65872.00,0.00,2215.00,4836.00,728.00,58093.00,7810.00,24371.00,0.00,85517.00,85517.00,0.00,185747.00
1975:Q3,191203.00,296.00,1342.00,0.00,0.00,67748.00,0.00,2548.00,5045.00,906.00,59249.00,7875.00,22267.00,0.00,91675.00,91675.00,0.00,191372.00
1975:Q4,196743.00,275.00,1171.00,0.00,0.00,70714.00,0.00,2540.00,5254.00,1940.00,60980.00,7542.00,24300.00,0.00,92741.00,92741.00,0.00,196925.00
1976:Q1,195764.00,265.00,1065.00,0.00,0.00,73056.00,0.00,3058.00,5536.00,2193.00,62269.00,7543.00,28204.00,0.00,85631.00,85631.00,0.00,195960.00
1976:Q2,194721.00,285.00,1133.00,0.00,0.00,76687.00,0.00,3632.00,5855.00,3150.00,64050.00,7623.00,28717.00,0.00,80276.00,80276.00,0.00,194934.00
1976:Q3,193777.00,254.00,1055.00,0.00,0.00,78968.00,0.00,3900.00,6275.00,3383.00,65410.00,7625.00,29254.00,0.00,76621.00,76621.00,0.00,194007.00
1976:Q4,192984.00,266.00,1148.00,0.00,0.00,79959.00,0.00,4057.00,6836.00,3360.00,65706.00,7732.00,30100.00,0.00,73779.00,73779.00,0.00,193232.00
1977:Q1,197477.00,236.00,1098.00,0.00,0.00,81459.00,0.00,4712.00,8412.00,2872.00,65463.00,7684.00,28699.00,0.00,78301.00,78301.00,0.00,197750.00
1977:Q2,202247.00,300.00,1401.00,0.00,0.00,84540.00,0.00,6568.00,8619.00,3628.00,65725.00,7864.00,29936.00,0.00,78206.00,78206.00,0.00,202543.00
1977:Q3,207251.00,320.00,1483.00,0.00,0.00,87795.00,0.00,6757.00,8839.00,3556.00,68643.00,7622.00,29322.00,0.00,80709.00,80709.00,0.00,207572.00
1977:Q4,212369.00,280.00,1416.00,0.00,0.00,91175.00,0.00,6760.00,9585.00,3544.00,71286.00,8041.00,30000.00,0.00,81457.00,81457.00,0.00,212717.00
1978:Q1,217823.00,332.00,1758.00,0.00,0.00,94464.00,0.00,7624.00,10968.00,3386.00,72486.00,8082.00,29203.00,0.00,83984.00,83984.00,0.00,218201.00
1978:Q2,223435.00,387.00,2043.00,0.00,0.00,98950.00,0.00,9095.00,11351.00,3732.00,74772.00,8246.00,32043.00,0.00,81766.00,81766.00,0.00,223849.00
1978:Q3,229254.00,419.00,2436.00,0.00,0.00,102405.00,0.00,9543.00,11921.00,3668.00,77273.00,8407.00,35155.00,0.00,80432.00,80432.00,0.00,229707.00
1978:Q4,235253.00,385.00,2354.00,0.00,0.00,107409.00,0.00,9454.00,13965.00,3951.00,80039.00,8586.00,33300.00,0.00,83219.00,83219.00,0.00,235748.00
1979:Q1,241680.00,459.00,2747.00,0.00,0.00,109371.00,0.00,10677.00,14432.00,4073.00,80189.00,8797.00,35504.00,0.00,84802.00,84802.00,0.00,242233.00
1979:Q2,248347.00,479.00,2844.00,0.00,0.00,113753.00,0.00,13327.00,14496.00,3867.00,82063.00,9017.00,35908.00,0.00,86346.00,86346.00,0.00,248963.00
1979:Q3,255209.00,484.00,3055.00,0.00,0.00,114725.00,0.00,13287.00,14065.00,3880.00,83493.00,9322.00,38316.00,0.00,89307.00,89307.00,0.00,255894.00
1979:Q4,262146.00,566.00,3458.00,0.00,0.00,116955.00,0.00,14706.00,15360.00,3910.00,82979.00,9604.00,37100.00,0.00,94463.00,94463.00,0.00,262899.00
1980:Q1,265522.00,616.00,3569.00,0.00,0.00,122397.00,0.00,16159.00,15981.00,4101.00,86156.00,10054.00,34654.00,0.00,94232.00,94214.00,18.00,266327.00
1980:Q2,268966.00,664.00,3556.00,0.00,0.00,129872.00,0.00,17582.00,17783.00,4025.00,90482.00,10295.00,38460.00,0.00,86119.00,86084.00,35.00,269826.00
1980:Q3,272606.00,589.00,3559.00,0.00,0.00,133641.00,0.00,19999.00,18052.00,3921.00,91669.00,10597.00,41618.00,0.00,82602.00,82549.00,53.00,273524.00
1980:Q4,276403.00,603.00,3684.00,0.00,0.00,136284.00,0.00,20927.00,19083.00,4059.00,92215.00,10890.00,44300.00,0.00,80642.00,80572.00,70.00,277392.00
1981:Q1,284349.00,784.00,4107.00,0.00,0.00,139477.00,0.00,22432.00,20201.00,3920.00,92924.00,11166.00,45689.00,0.00,83126.00,83038.00,88.00,285416.00
1981:Q2,292559.00,716.00,3761.00,0.00,0.00,146259.00,0.00,24531.00,20948.00,3995.00,96785.00,11602.00,46506.00,0.00,83715.00,83610.00,105.00,293701.00
1981:Q3,300999.00,743.00,4296.00,0.00,0.00,149946.00,0.00,25215.00,22121.00,3859.00,98751.00,12200.00,43646.00,0.00,90168.00,90045.00,123.00,302213.00
1981:Q4,309531.00,624.00,3813.00,0.00,0.00,156449.00,0.00,27564.00,24250.00,3856.00,100779.00,12519.00,47800.00,0.00,88326.00,88185.00,141.00,310831.00
1982:Q1,318725.00,652.00,3972.00,0.00,0.00,162435.00,0.00,29545.00,27237.00,3651.00,102002.00,12990.00,45088.00,0.00,93588.00,93417.00,171.00,320097.00
1982:Q2,328185.00,760.00,4610.00,0.00,0.00,168574.00,0.00,32417.00,27893.00,3848.00,104416.00,13226.00,44136.00,0.00,96879.00,96677.00,202.00,329613.00
1982:Q3,338002.00,836.00,5083.00,0.00,0.00,174283.00,0.00,35849.00,31339.00,3550.00,103545.00,13667.00,50162.00,0.00,93971.00,93738.00,233.00,339474.00
1982:Q4,348164.00,981.00,5992.00,0.00,0.00,176919.00,0.00,36898.00,34310.00,3131.00,102580.00,13773.00,60200.00,0.00,90299.00,90035.00,264.00,349668.00
1983:Q1,355066.00,1202.00,7350.00,0.00,164.00,180066.00,164.00,39812.00,35339.00,2363.00,102388.00,13983.00,68737.00,0.00,83564.00,83265.00,299.00,356651.00
1983:Q2,362355.00,1226.00,7757.00,0.00,406.00,184530.00,406.00,43672.00,36156.00,2483.00,101813.00,14099.00,81807.00,0.00,72530.00,72179.00,351.00,364024.00
1983:Q3,369916.00,1161.00,7305.00,0.00,695.00,182817.00,695.00,46278.00,36406.00,2423.00,97015.00,14149.00,87559.00,0.00,76230.00,75808.00,422.00,371684.00
1983:Q4,377539.00,1400.00,8785.00,0.00,1000.00,184170.00,1000.00,48910.00,39252.00,2000.00,93008.00,14651.00,89641.00,0.00,77892.00,77383.00,509.00,379410.00
1984:Q1,386061.00,1623.00,10104.00,0.00,1321.00,190729.00,1321.00,54561.00,40192.00,2151.00,92504.00,14726.00,88715.00,0.00,78843.00,78369.00,474.00,388072.00
1984:Q2,394594.00,1790.00,11093.00,0.00,1657.00,201352.00,1657.00,59177.00,38801.00,2264.00,99453.00,14935.00,87637.00,0.00,76130.00,75691.00,439.00,396771.00
1984:Q3,403358.00,2003.00,12727.00,0.00,2040.00,209169.00,2040.00,64331.00,39492.00,2068.00,101238.00,14961.00,96406.00,0.00,66052.00,65630.00,422.00,405701.00
1984:Q4,412340.00,1999.00,11960.00,0.00,2500.00,217912.00,2500.00,67914.00,43308.00,1534.00,102656.00,15255.00,96514.00,0.00,66200.00,65831.00,369.00,414852.00
1985:Q1,421595.00,2339.00,14085.00,0.00,3039.00,217234.00,3039.00,73822.00,43495.00,1550.00,95328.00,15319.00,105957.00,0.00,63622.00,63236.00,386.00,424316.00
1985:Q2,431247.00,2886.00,14614.00,0.00,3656.00,222794.00,3656.00,77190.00,40841.00,1278.00,99829.00,15345.00,111742.00,0.00,60210.00,59806.00,404.00,434165.00
1985:Q3,441245.00,2496.00,14149.00,0.00,4320.00,231312.00,4320.00,79910.00,41556.00,1225.00,104301.00,15321.00,105134.00,0.00,68513.00,68073.00,440.00,444365.00
1985:Q4,451419.00,2351.00,13327.00,1427.00,5000.00,237054.00,5000.00,85383.00,38124.00,1128.00,107419.00,15309.00,120071.00,6773.00,50107.00,49617.00,490.00,454747.00
1986:Q1,462526.00,2300.00,14072.00,1494.00,5714.00,243096.00,5714.00,95028.00,34901.00,938.00,106515.00,15400.00,135544.00,7353.00,37553.00,36964.00,589.00,466075.00
1986:Q2,473952.00,2200.00,14183.00,1480.00,6480.00,250530.00,6480.00,98507.00,36024.00,1196.00,108323.00,15197.00,147760.00,6799.00,29323.00,28643.00,680.00,477709.00
1986:Q3,485760.00,2499.00,11595.00,1587.00,7355.00,263318.00,7355.00,104604.00,37905.00,1035.00,112419.00,15364.00,140408.00,5803.00,37831.00,37160.00,671.00,489710.00
1986:Q4,497855.00,3082.00,9891.00,1725.00,8270.00,281535.00,8270.00,115329.00,38147.00,709.00,119080.00,15550.00,150215.00,5545.00,22042.00,21340.00,702.00,502002.00
1987:Q1,508432.00,3709.00,7403.00,1757.00,9211.00,293098.00,9211.00,122815.00,39917.00,553.00,120602.00,15333.00,184755.00,7522.00,-14356.00,-15126.00,770.00,512882.00
1987:Q2,519373.00,4301.00,5753.00,1885.00,10170.00,299182.00,10170.00,129503.00,41311.00,606.00,117592.00,15228.00,196669.00,9277.00,-23092.00,-23857.00,765.00,524134.00
1987:Q3,530649.00,4712.00,5019.00,1937.00,10929.00,303473.00,10929.00,135414.00,42927.00,647.00,113556.00,15408.00,210476.00,10894.00,-32199.00,-32818.00,619.00,535675.00
1987:Q4,542002.00,4844.00,5216.00,2015.00,11272.00,313435.00,11272.00,138866.00,42961.00,808.00,119528.00,15331.00,170087.00,9098.00,10704.00,10133.00,571.00,547300.00
1988:Q1,552214.00,4852.00,5761.00,2112.00,11247.00,317490.00,11247.00,143570.00,40327.00,667.00,121679.00,15448.00,188043.00,9065.00,-1804.00,-2331.00,527.00,557814.00
1988:Q2,562664.00,5095.00,5865.00,2270.00,10900.00,325603.00,10900.00,142940.00,39568.00,742.00,131453.00,15637.00,196898.00,8870.00,-8474.00,-8957.00,483.00,568576.00
1988:Q3,573808.00,4736.00,6488.00,2326.00,10468.00,330853.00,10468.00,148740.00,39557.00,622.00,131466.00,15586.00,204078.00,7832.00,-8559.00,-9071.00,512.00,579969.00
1988:Q4,585663.00,4410.00,7116.00,2329.00,10183.00,334934.00,10183.00,150659.00,35347.00,533.00,138212.00,15603.00,212634.00,7448.00,-8994.00,-11111.00,2117.00,592074.00
1989:Q1,618278.00,3685.00,8123.00,2428.00,10320.00,345503.00,10320.00,151057.00,37920.00,467.00,145739.00,15132.00,225318.00,7371.00,398.00,-2335.00,2733.00,625072.00
1989:Q2,651831.00,3593.00,8418.00,2599.00,10353.00,356190.00,10353.00,151664.00,43928.00,403.00,149842.00,15118.00,251759.00,7614.00,-3813.00,-7732.00,3919.00,659011.00
1989:Q3,686225.00,3298.00,8850.00,2610.00,10526.00,361431.00,10526.00,153198.00,47393.00,336.00,149978.00,15295.00,270927.00,8029.00,5259.00,59.00,5200.00,693775.00
1989:Q4,721082.00,3171.00,9060.00,2791.00,9703.00,366167.00,9703.00,152396.00,51203.00,268.00,152597.00,15299.00,277832.00,7780.00,29279.00,23010.00,6269.00,729004.00
1990:Q1,737526.00,3790.00,8479.00,2929.00,9969.00,382642.00,9969.00,162764.00,54214.00,479.00,155216.00,15181.00,267614.00,7257.00,39665.00,33056.00,6609.00,746279.00
1990:Q2,754117.00,4318.00,7953.00,2813.00,11410.00,389877.00,11410.00,168301.00,56085.00,486.00,153595.00,15243.00,282130.00,8380.00,31993.00,24164.00,7829.00,763938.00
