1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2006:Q1,7268.00,12399.00,246276.00,8420.00,10260.00,-2640.00,131443.00,-305.00,-3344.00,32760.00,6072.00,96260.00,26019.00,7636.00,18383.00,-20132.00,83167.00,-2348.00,12087.00,12.00,932.00,11143.00,219388.00,12544.00,-23120.00,2816.00,85192.00,21308.00,5428.00,6560.00,108660.00,-1468.00,15252.00,27224.00,5532.00,62120.00,-32019.00
2006:Q2,9540.00,12620.00,150876.00,2364.00,28636.00,-480.00,39460.00,1472.00,-7312.00,12984.00,4772.00,27544.00,36960.00,12668.00,24292.00,-29752.00,45262.00,-348.00,28774.00,-344.00,460.00,28658.00,131988.00,-2416.00,-29248.00,1320.00,8692.00,114704.00,-9608.00,39968.00,8576.00,-1952.00,10528.00,16240.00,-12816.00,-3424.00,-21968.00
2006:Q3,6862.00,12845.00,179252.00,2272.00,18248.00,764.00,25897.00,14377.00,-6660.00,7940.00,4328.00,5912.00,23002.00,10292.00,12710.00,-17256.00,72637.00,3264.00,50424.00,72.00,-144.00,50496.00,156048.00,-12396.00,-13008.00,2468.00,61560.00,36128.00,2748.00,12612.00,65936.00,15304.00,5788.00,10328.00,2612.00,31904.00,-29187.00
2006:Q4,6150.00,13051.00,109436.00,20168.00,6936.00,2048.00,-39605.00,1623.00,-12968.00,-18364.00,1136.00,-11032.00,26643.00,8680.00,17963.00,-57820.00,77823.00,2644.00,70599.00,476.00,636.00,69487.00,83640.00,3536.00,-14712.00,4428.00,71100.00,-12044.00,17304.00,-1700.00,15728.00,-1092.00,16360.00,5272.00,10388.00,-15200.00,-32697.00
2007:Q1,-3926.00,13225.00,182784.00,11792.00,5856.00,-2240.00,76886.00,6870.00,-16520.00,9800.00,5356.00,71380.00,30319.00,14084.00,16235.00,-15656.00,67484.00,6268.00,2076.00,252.00,2284.00,-460.00,144000.00,-13512.00,-20820.00,4964.00,18144.00,13984.00,-1760.00,-1636.00,144636.00,4632.00,12884.00,18564.00,28116.00,80440.00,-55935.00
2007:Q2,1202.00,13406.00,193908.00,-8780.00,6288.00,3200.00,52252.00,9784.00,-16680.00,6400.00,4944.00,47804.00,36721.00,16992.00,19729.00,-28452.00,77941.00,4416.00,50322.00,548.00,0.00,49774.00,171284.00,2156.00,-21564.00,12608.00,31772.00,42644.00,-6580.00,9888.00,100360.00,7768.00,36016.00,6724.00,59540.00,-9688.00,-34828.00
2007:Q3,10319.00,13585.00,203308.00,26312.00,3596.00,256.00,87922.00,13738.00,-17292.00,11296.00,5488.00,74692.00,27419.00,13800.00,13619.00,-21656.00,79264.00,6440.00,-6245.00,1000.00,1592.00,-8837.00,162844.00,3036.00,-29676.00,24116.00,13028.00,10864.00,-632.00,-2212.00,144320.00,1812.00,9492.00,25732.00,28708.00,78576.00,-43730.00
2007:Q4,14927.00,13805.00,158396.00,-20168.00,10680.00,-512.00,-20403.00,21829.00,-18676.00,-5376.00,3436.00,-21616.00,47924.00,8016.00,39908.00,-45432.00,91403.00,6060.00,88844.00,600.00,172.00,88072.00,88528.00,4064.00,-50476.00,13208.00,35436.00,87952.00,-4488.00,-10012.00,12844.00,7120.00,-4900.00,11160.00,10692.00,-11228.00,-68746.00
2008:Q1,-40385.00,13893.00,234236.00,18980.00,51944.00,1444.00,62657.00,7525.00,38052.00,-5892.00,7092.00,15880.00,43507.00,19496.00,24011.00,33504.00,202.00,7340.00,14659.00,448.00,5200.00,9011.00,171608.00,4660.00,-31992.00,11620.00,26168.00,104496.00,-12424.00,15640.00,53440.00,-2736.00,19232.00,42700.00,-75388.00,69632.00,-116906.00
2008:Q2,-10967.00,13929.00,70580.00,34972.00,8712.00,496.00,35630.00,-2950.00,39188.00,-9224.00,6736.00,1880.00,35325.00,16420.00,18905.00,-41364.00,35872.00,3012.00,-42075.00,732.00,1568.00,-44375.00,107048.00,8648.00,-10068.00,5188.00,32516.00,-2276.00,-15140.00,-7892.00,96072.00,-2788.00,31972.00,4464.00,-4384.00,66808.00,11572.00
2008:Q3,-87561.00,13843.00,-17596.00,8148.00,10396.00,1864.00,-95622.00,-20302.00,30008.00,-22028.00,5068.00,-88368.00,44275.00,33048.00,11227.00,58416.00,-26233.00,6424.00,-25264.00,1068.00,-848.00,-25484.00,22436.00,-8140.00,-8236.00,34488.00,95840.00,269660.00,-25360.00,5924.00,-341740.00,-21248.00,-51892.00,15608.00,-91012.00,-193196.00,-61372.00
2008:Q4,-40887.00,13345.00,228708.00,35568.00,75248.00,17112.00,-102213.00,1967.00,33304.00,-29708.00,3808.00,-111584.00,22985.00,12108.00,10877.00,56384.00,-56728.00,1704.00,178648.00,1396.00,6700.00,170552.00,163060.00,-34260.00,7568.00,43204.00,78876.00,140160.00,-25824.00,36380.00,-83044.00,-23200.00,-24096.00,7564.00,-127440.00,84128.00,-119880.00
2009:Q1,3893.00,13770.00,109488.00,-49928.00,11976.00,18404.00,201709.00,11497.00,55592.00,-11380.00,25192.00,120808.00,-33151.00,-22216.00,-10935.00,-11060.00,8941.00,-2340.00,-35063.00,116.00,-1984.00,-33195.00,-43084.00,1236.00,-6904.00,1424.00,67928.00,-28452.00,10180.00,6696.00,-95192.00,-5820.00,-47240.00,9012.00,47332.00,-98476.00,-162449.00
2009:Q2,14168.00,13511.00,40808.00,-18428.00,-28616.00,-6964.00,149058.00,18138.00,18512.00,15432.00,24492.00,72484.00,-32823.00,-16256.00,-16567.00,8720.00,65422.00,8312.00,-103874.00,72.00,-6712.00,-97234.00,13172.00,-9388.00,8468.00,-8100.00,-2264.00,-45636.00,716.00,26820.00,42556.00,16632.00,-31036.00,5904.00,154868.00,-103812.00,-26979.00
2009:Q3,21452.00,13406.00,189936.00,-6248.00,-33452.00,2984.00,150530.00,1718.00,17896.00,3836.00,26512.00,100568.00,-34723.00,-17764.00,-16959.00,-16572.00,62939.00,4956.00,59522.00,-308.00,-1488.00,61318.00,141456.00,13556.00,-908.00,-10684.00,-3448.00,-83948.00,-4028.00,17428.00,213488.00,27928.00,-30788.00,22756.00,151084.00,42508.00,-40434.00
2009:Q4,12637.00,13459.00,103160.00,-53664.00,-35488.00,-5580.00,173591.00,14683.00,18972.00,15136.00,28120.00,96680.00,-14967.00,5880.00,-20847.00,13780.00,42633.00,-4336.00,-12809.00,-1028.00,-9504.00,-2277.00,-4864.00,-7288.00,-4452.00,2080.00,37180.00,17548.00,-35040.00,-6576.00,-8316.00,-1568.00,-27456.00,-3972.00,102800.00,-78120.00,-108846.00
2010:Q1,22511.00,11381.00,179232.00,-12008.00,-29248.00,4436.00,103949.00,-55071.00,20568.00,3576.00,32756.00,102120.00,-18006.00,-3664.00,-14342.00,12024.00,68354.00,3044.00,46687.00,8.00,10100.00,36579.00,122768.00,-13132.00,-7572.00,-1860.00,2216.00,66272.00,5808.00,5280.00,65756.00,10940.00,-3716.00,8196.00,22616.00,27720.00,-45334.00
2010:Q2,16582.00,11384.00,286656.00,40328.00,-13336.00,-1284.00,176501.00,12909.00,22260.00,3864.00,36716.00,100752.00,-15223.00,224.00,-15447.00,9132.00,56716.00,3992.00,29830.00,36.00,3596.00,26198.00,247760.00,2788.00,-13348.00,-4928.00,11860.00,181540.00,-2700.00,3068.00,69480.00,15024.00,-24416.00,22260.00,-63012.00,119624.00,-33698.00
2010:Q3,20349.00,11570.00,197176.00,6868.00,-20112.00,140.00,193681.00,22165.00,24008.00,4148.00,41164.00,102196.00,-2926.00,2756.00,-5682.00,3232.00,65538.00,1324.00,-50569.00,208.00,-11796.00,-38981.00,175416.00,4492.00,7844.00,-936.00,50532.00,89208.00,11700.00,8976.00,3600.00,15452.00,-7060.00,28876.00,54768.00,-88436.00,-12981.00
2010:Q4,5234.00,11784.00,132728.00,-31236.00,-17888.00,-572.00,167665.00,-15471.00,25852.00,4456.00,46140.00,106688.00,823.00,-168.00,991.00,8720.00,62328.00,-904.00,-56208.00,-256.00,8724.00,-64676.00,104064.00,-2852.00,-6088.00,-500.00,-1124.00,66628.00,-4500.00,7836.00,44664.00,47520.00,-3408.00,9128.00,42604.00,-51180.00,-35214.00
2011:Q1,-2241.00,11759.00,197124.00,-18532.00,-7132.00,-12192.00,155233.00,2113.00,14432.00,2876.00,10924.00,124888.00,4222.00,-3952.00,8174.00,7576.00,18790.00,132.00,49027.00,220.00,1700.00,47107.00,146756.00,10016.00,-8700.00,3284.00,52344.00,34892.00,3812.00,-17908.00,69016.00,7172.00,-7172.00,11608.00,52992.00,4416.00,-64368.00
2011:Q2,3137.00,12038.00,152644.00,4800.00,-5640.00,940.00,76089.00,-6883.00,10528.00,-3908.00,8480.00,67872.00,27698.00,10444.00,17254.00,12168.00,1756.00,4340.00,30493.00,-832.00,1892.00,29433.00,147668.00,-960.00,-11520.00,176.00,58176.00,66140.00,-4756.00,9952.00,30460.00,11552.00,-9856.00,10732.00,16920.00,1112.00,-13877.00
2011:Q3,4077.00,12484.00,384024.00,38092.00,6120.00,1584.00,141719.00,10711.00,24072.00,584.00,10456.00,95896.00,33646.00,16580.00,17066.00,-12852.00,6907.00,5396.00,163413.00,4.00,-4976.00,168385.00,380312.00,-3968.00,-15964.00,1280.00,124660.00,243384.00,-4904.00,-26416.00,62240.00,28784.00,-18276.00,26880.00,-87428.00,112280.00,-12119.00
2011:Q4,23918.00,12769.00,131056.00,-16252.00,38012.00,-9292.00,36867.00,-50881.00,26004.00,-5836.00,7912.00,59668.00,25915.00,8412.00,17503.00,53372.00,16447.00,3484.00,-17497.00,-2364.00,-356.00,-14777.00,88888.00,2312.00,-9968.00,1248.00,77700.00,-10612.00,26644.00,12880.00,-11316.00,-10148.00,1488.00,9832.00,66864.00,-79352.00,-31019.00
2012:Q1,15504.00,13814.00,87320.00,-3352.00,-21328.00,10332.00,123788.00,10684.00,6204.00,-6516.00,12544.00,100872.00,15362.00,-7904.00,23266.00,-17108.00,14266.00,8172.00,-42812.00,-120.00,7468.00,-50160.00,64260.00,8160.00,-11504.00,4844.00,-16792.00,149596.00,-14848.00,-5448.00,-49748.00,-2096.00,-4636.00,-192.00,4032.00,-46856.00,-21370.00
2012:Q2,10234.00,14063.00,-26840.00,12904.00,9688.00,1156.00,-115197.00,18895.00,-4708.00,-32472.00,1444.00,-98356.00,18959.00,4144.00,14815.00,-5008.00,8412.00,4388.00,37858.00,176.00,7380.00,30302.00,-86360.00,2856.00,-11884.00,13648.00,-66588.00,-25236.00,13944.00,5824.00,-18924.00,28480.00,10532.00,-15056.00,-28444.00,-14436.00,-63349.00
2012:Q3,12035.00,14024.00,164952.00,-10228.00,-8560.00,1960.00,145581.00,5109.00,9556.00,-2944.00,14340.00,119520.00,10957.00,4776.00,6181.00,2864.00,1826.00,2588.00,17964.00,16.00,1704.00,16244.00,159620.00,6128.00,-7628.00,-368.00,9000.00,19148.00,912.00,7556.00,124872.00,12960.00,4548.00,19048.00,30368.00,57948.00,-7321.00
2012:Q4,15907.00,14243.00,189073.00,11392.00,-3140.00,-4928.00,88161.00,20825.00,10912.00,-11936.00,10540.00,57820.00,9690.00,6196.00,3494.00,700.00,-15344.00,8472.00,94071.00,76.00,-14252.00,108247.00,130776.00,-8084.00,-8644.00,-5168.00,14028.00,75348.00,-18548.00,1040.00,80804.00,1720.00,-11956.00,-10828.00,2880.00,98988.00,-56633.00
2013:Q1,-8936.00,15417.00,44848.00,-176.00,-42056.00,-13896.00,54498.00,-7350.00,-19252.00,-5464.00,10480.00,76084.00,5390.00,-3300.00,8690.00,-21364.00,-8073.00,-2224.00,72749.00,-424.00,4076.00,69097.00,22324.00,31780.00,-6620.00,3888.00,2372.00,67576.00,-576.00,8348.00,-84444.00,856.00,4544.00,-5820.00,-75700.00,-8324.00,-46877.00
2013:Q2,-3586.00,15306.00,35299.00,-43352.00,-488.00,2856.00,64313.00,3005.00,-11740.00,-5620.00,10608.00,68060.00,24130.00,6852.00,17278.00,-8036.00,-25065.00,4300.00,16641.00,28.00,7412.00,9201.00,41200.00,2276.00,-9704.00,4828.00,17260.00,29004.00,-6716.00,5832.00,-1580.00,-616.00,-27136.00,-1204.00,-12524.00,39900.00,-12991.00
2013:Q3,6635.00,15493.00,20565.00,31884.00,8908.00,1116.00,26866.00,9758.00,-8868.00,-11152.00,8112.00,29016.00,31152.00,3508.00,27644.00,-37132.00,-18939.00,3464.00,-26753.00,488.00,-3656.00,-23585.00,27196.00,-1480.00,-10672.00,-3556.00,30560.00,11984.00,16.00,5984.00,-5640.00,1624.00,-3796.00,14444.00,22640.00,-40552.00,-2227.00
2013:Q4,11862.00,15763.00,107666.00,-25268.00,-6704.00,-11300.00,74592.00,7208.00,-9104.00,-4972.00,11300.00,70160.00,28488.00,7008.00,21480.00,16836.00,-24479.00,6072.00,49429.00,3208.00,4156.00,42065.00,55008.00,-6484.00,-9644.00,2680.00,29276.00,24032.00,-1784.00,-23688.00,40620.00,-8080.00,-7332.00,-5744.00,31524.00,30252.00,-56559.00
2014:Q1,17895.00,15021.00,158369.00,13972.00,-4200.00,12448.00,96988.00,-1724.00,13420.00,-12532.00,5108.00,92716.00,26140.00,8020.00,18120.00,-12000.00,-38949.00,2192.00,61778.00,120.00,4124.00,57534.00,115500.00,156.00,-14308.00,1548.00,33908.00,74296.00,5032.00,72.00,14796.00,924.00,-12300.00,15032.00,-54712.00,65852.00,-39995.00
2014:Q2,16869.00,15325.00,117002.00,-5944.00,-4492.00,1912.00,116051.00,-7129.00,13824.00,-10128.00,9576.00,109908.00,24422.00,5476.00,18946.00,816.00,-30603.00,-1976.00,16816.00,284.00,5260.00,11272.00,86628.00,9052.00,-11844.00,2332.00,43488.00,8832.00,-952.00,10952.00,24768.00,2340.00,16184.00,12728.00,8216.00,-14700.00,-28830.00
2014:Q3,17802.00,15686.00,83422.00,15072.00,9608.00,528.00,56455.00,-11397.00,13644.00,-15800.00,6760.00,63248.00,30295.00,10388.00,19907.00,-11824.00,-31042.00,4848.00,9483.00,104.00,-2624.00,12003.00,59020.00,-2624.00,-17576.00,1284.00,46908.00,21228.00,-3364.00,16040.00,-2876.00,-296.00,20420.00,1708.00,-15272.00,-9436.00,-22286.00
2014:Q4,20475.00,15733.00,217152.00,-8536.00,15100.00,-13208.00,11194.00,1946.00,16168.00,-21512.00,3276.00,11316.00,37255.00,7916.00,29339.00,4672.00,-32957.00,624.00,203008.00,-152.00,-1996.00,205156.00,158056.00,-2568.00,-16044.00,2104.00,64204.00,44500.00,-8272.00,-3804.00,77936.00,160.00,12556.00,-6224.00,3888.00,67556.00,-54354.00
2015:Q1,11187.00,16473.00,191952.00,-6348.00,-7588.00,20028.00,104715.00,2719.00,35520.00,-9024.00,8364.00,67136.00,33141.00,3760.00,29381.00,4396.00,-26980.00,7720.00,62869.00,484.00,4600.00,57785.00,156916.00,976.00,-22476.00,8592.00,60432.00,-44800.00,10000.00,32440.00,111752.00,1120.00,6212.00,9200.00,23308.00,71912.00,-40322.00
2015:Q2,21374.00,16553.00,-44473.00,-29780.00,-4296.00,-1624.00,57788.00,-7088.00,5072.00,-12532.00,10196.00,62140.00,32663.00,-6280.00,38943.00,-3400.00,-32537.00,-260.00,-63028.00,1404.00,3188.00,-67620.00,-6176.00,1208.00,-3708.00,8588.00,32196.00,75424.00,-5604.00,1108.00,-115388.00,188.00,-5948.00,-4528.00,-9152.00,-95948.00,43118.00
2015:Q3,15701.00,16689.00,203803.00,41156.00,44664.00,6580.00,88179.00,-3113.00,19916.00,-19396.00,12560.00,78212.00,34542.00,2956.00,31586.00,-9560.00,-37751.00,-5312.00,41304.00,112.00,-1632.00,42824.00,216140.00,-142.00,-7544.00,4248.00,57388.00,113184.00,-8880.00,-832.00,58718.00,924.00,-12176.00,13724.00,-37604.00,93850.00,11349.00
2015:Q4,16907.00,16676.00,41069.00,24128.00,-22020.00,-4404.00,70738.00,-20122.00,4228.00,-8680.00,12392.00,82920.00,57710.00,-2220.00,59930.00,-3356.00,-19244.00,-3896.00,-58586.00,-184.00,-216.00,-58186.00,-4480.00,1531.00,-6276.00,3528.00,28488.00,71068.00,1840.00,-1512.00,-103147.00,-200.00,18204.00,-5800.00,15912.00,-131263.00,-45318.00
2016:Q1,27343.00,16767.00,345541.00,-8824.00,9004.00,-2260.00,214271.00,22031.00,12432.00,19372.00,12556.00,147880.00,46914.00,14628.00,32286.00,2940.00,-44867.00,2764.00,125598.00,280.00,5128.00,120190.00,346840.00,397.00,-7284.00,9976.00,62196.00,91836.00,5624.00,35344.00,148751.00,3488.00,-3864.00,29580.00,-1024.00,120571.00,11875.00
2016:Q2,32150.00,16840.00,272317.00,37644.00,-14656.00,-460.00,182647.00,4859.00,9992.00,18924.00,9384.00,139488.00,33198.00,-4868.00,38066.00,4152.00,-49484.00,4524.00,74753.00,324.00,3316.00,71113.00,270120.00,1287.00,-5912.00,18380.00,43884.00,42568.00,-4304.00,1068.00,173149.00,3044.00,8008.00,29204.00,10104.00,122789.00,13113.00
