1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1956:Q3,264356.00,3100.00,18656.00,734.00,90096.00,593.00,68874.00,2331.00,13820.00,4478.00,145299.00,46630.00,805.00,76157.00,21707.00,988.00,0.00,0.00,106.00,5377.00,244382.00,1782.00,113186.00,113421.00,6639.00,791.00,813.00,813.00,0.00,1142.00,711.00,265.00,5632.00,0.00,0.00,5632.00,0.00
1956:Q4,270053.00,3261.00,19059.00,195.00,91596.00,581.00,70295.00,2713.00,13742.00,4265.00,149409.00,48514.00,967.00,77900.00,22028.00,1006.00,0.00,0.00,112.00,5415.00,249906.00,1340.00,117532.00,116243.00,6459.00,44.00,977.00,977.00,0.00,1228.00,878.00,261.00,4944.00,0.00,0.00,4944.00,0.00
1957:Q1,271327.00,2910.00,18350.00,816.00,92522.00,551.00,70652.00,2973.00,13929.00,4417.00,150375.00,48090.00,1019.00,79108.00,22158.00,978.00,0.00,0.00,116.00,5260.00,250951.00,580.00,114760.00,119536.00,6696.00,936.00,1029.00,1029.00,0.00,961.00,799.00,264.00,5390.00,0.00,0.00,5390.00,0.00
1957:Q2,273959.00,2950.00,18628.00,650.00,89352.00,501.00,67298.00,2783.00,14171.00,4599.00,155348.00,50489.00,979.00,80731.00,23149.00,1096.00,0.00,0.00,121.00,5814.00,253262.00,1004.00,113193.00,123078.00,6703.00,658.00,989.00,989.00,0.00,1079.00,691.00,265.00,5602.00,0.00,0.00,5602.00,0.00
1957:Q3,279635.00,3040.00,18594.00,605.00,92817.00,565.00,70399.00,2731.00,14366.00,4756.00,157638.00,50144.00,1197.00,82626.00,23671.00,1044.00,0.00,0.00,126.00,5771.00,258490.00,1411.00,115026.00,124998.00,6738.00,695.00,1209.00,1209.00,0.00,1119.00,829.00,266.00,6199.00,0.00,0.00,6199.00,0.00
1957:Q4,283338.00,3335.00,19034.00,263.00,93481.00,673.00,69597.00,3475.00,14766.00,4970.00,160190.00,50708.00,1307.00,84249.00,23926.00,1009.00,0.00,0.00,131.00,5895.00,261736.00,335.00,117018.00,128323.00,6677.00,30.00,1320.00,1320.00,0.00,1265.00,959.00,254.00,5555.00,0.00,0.00,5555.00,0.00
1958:Q1,285679.00,2890.00,18426.00,877.00,96827.00,1025.00,70859.00,4276.00,15394.00,5273.00,159276.00,48684.00,1529.00,85583.00,23480.00,1065.00,0.00,0.00,134.00,6184.00,263577.00,-1180.00,114159.00,131906.00,8778.00,597.00,1544.00,1544.00,0.00,696.00,1020.00,255.00,5802.00,0.00,0.00,5802.00,0.00
1958:Q2,295754.00,3017.00,18568.00,815.00,101233.00,1072.00,73924.00,3786.00,16700.00,5751.00,163571.00,50145.00,1352.00,88009.00,24065.00,1164.00,0.00,0.00,137.00,7249.00,273263.00,-1300.00,118331.00,136089.00,10048.00,598.00,1366.00,1366.00,0.00,929.00,824.00,256.00,6122.00,0.00,0.00,6122.00,0.00
1958:Q3,299004.00,3140.00,18101.00,878.00,104028.00,1056.00,76095.00,4090.00,17248.00,5539.00,165156.00,48510.00,1281.00,90969.00,24396.00,1289.00,0.00,0.00,140.00,6272.00,276096.00,-32.00,116047.00,139021.00,9584.00,928.00,1294.00,1294.00,0.00,1010.00,899.00,257.00,7088.00,0.00,0.00,7088.00,0.00
1958:Q4,307937.00,3249.00,18504.00,221.00,105882.00,890.00,77720.00,4397.00,17400.00,5475.00,171814.00,51898.00,1194.00,93871.00,24851.00,1410.00,0.00,0.00,144.00,6713.00,284885.00,-251.00,122705.00,142594.00,9268.00,32.00,1206.00,1206.00,0.00,1298.00,934.00,282.00,6817.00,0.00,0.00,6817.00,0.00
1959:Q1,307168.00,3090.00,18194.00,1054.00,102900.00,889.00,74963.00,4047.00,17630.00,5371.00,173657.00,50951.00,1054.00,96271.00,25381.00,1412.00,0.00,0.00,147.00,6714.00,283860.00,72.00,117488.00,145217.00,9185.00,1120.00,1065.00,1065.00,0.00,1087.00,813.00,283.00,7530.00,0.00,0.00,7530.00,0.00
1959:Q2,313890.00,3260.00,18188.00,974.00,100180.00,723.00,72514.00,3757.00,17776.00,5410.00,182208.00,54577.00,983.00,99673.00,26975.00,1456.00,0.00,0.00,151.00,7473.00,290109.00,862.00,118523.00,149108.00,8804.00,1375.00,993.00,993.00,0.00,1537.00,571.00,286.00,8050.00,0.00,0.00,8050.00,0.00
1959:Q3,318444.00,3240.00,17760.00,631.00,98650.00,806.00,70780.00,3850.00,17868.00,5346.00,188930.00,56557.00,954.00,103053.00,28366.00,1382.00,0.00,0.00,154.00,7697.00,294175.00,988.00,120581.00,151384.00,8045.00,822.00,964.00,964.00,0.00,1795.00,528.00,289.00,8779.00,0.00,0.00,8779.00,0.00
1959:Q4,322913.00,3012.00,18174.00,152.00,97622.00,793.00,69963.00,3847.00,17799.00,5220.00,196615.00,60554.00,1151.00,105737.00,29173.00,1411.00,0.00,0.00,158.00,5769.00,298263.00,1153.00,123590.00,154121.00,7527.00,133.00,1163.00,1163.00,0.00,2134.00,475.00,294.00,7673.00,0.00,0.00,7673.00,0.00
1960:Q1,320161.00,3360.00,17716.00,1133.00,92705.00,808.00,64909.00,4110.00,17774.00,5104.00,198516.00,59654.00,1366.00,107732.00,29764.00,1302.00,0.00,0.00,162.00,5267.00,295252.00,842.00,117097.00,156063.00,7463.00,1865.00,1380.00,1380.00,0.00,1520.00,595.00,297.00,8130.00,0.00,0.00,8130.00,0.00
1960:Q2,326322.00,3490.00,17528.00,1121.00,92211.00,887.00,64596.00,4113.00,17531.00,5084.00,204878.00,62131.00,1382.00,110205.00,31160.00,1319.00,0.00,0.00,165.00,5610.00,300753.00,697.00,119582.00,159640.00,7929.00,1434.00,1396.00,1396.00,0.00,1770.00,772.00,302.00,7231.00,0.00,0.00,7231.00,0.00
1960:Q3,334440.00,3540.00,18058.00,913.00,96365.00,1014.00,67991.00,4286.00,17913.00,5161.00,208311.00,61603.00,1668.00,113067.00,31973.00,1213.00,0.00,0.00,169.00,5871.00,308406.00,1860.00,121697.00,162772.00,8733.00,1099.00,1685.00,1685.00,0.00,1736.00,1137.00,307.00,7380.00,0.00,0.00,7380.00,0.00
1960:Q4,343109.00,3346.00,17081.00,285.00,100701.00,1213.00,71155.00,4798.00,18357.00,5178.00,213473.00,63660.00,2027.00,115478.00,32308.00,1315.00,0.00,0.00,173.00,6735.00,316251.00,1666.00,125710.00,165847.00,11090.00,108.00,2047.00,2047.00,0.00,1981.00,1474.00,308.00,6020.00,0.00,0.00,6020.00,0.00
1961:Q1,343659.00,3630.00,15992.00,1283.00,101449.00,1503.00,70506.00,4980.00,19256.00,5204.00,214638.00,61802.00,2231.00,117642.00,32963.00,1460.00,0.00,0.00,177.00,5030.00,316532.00,393.00,119630.00,171051.00,11431.00,1338.00,2253.00,2253.00,0.00,1477.00,1381.00,313.00,7265.00,0.00,0.00,7265.00,0.00
1961:Q2,352037.00,2903.00,16716.00,283.00,103071.00,1580.00,72528.00,4969.00,18927.00,5067.00,219522.00,63007.00,2271.00,120844.00,33400.00,1454.00,0.00,0.00,182.00,7906.00,324043.00,821.00,121425.00,176434.00,12637.00,316.00,2294.00,2294.00,0.00,1869.00,969.00,316.00,6962.00,0.00,0.00,6962.00,0.00
1961:Q3,363305.00,3870.00,16310.00,1404.00,109181.00,1857.00,76978.00,4910.00,20463.00,4973.00,224563.00,63896.00,2422.00,124457.00,33788.00,1493.00,0.00,0.00,186.00,6298.00,334858.00,1511.00,125356.00,179040.00,13743.00,1622.00,2446.00,2446.00,0.00,2124.00,788.00,319.00,7909.00,0.00,0.00,7909.00,0.00
1961:Q4,374021.00,3689.00,17387.00,248.00,110928.00,2170.00,77347.00,5460.00,21144.00,4807.00,233098.00,68107.00,2683.00,127954.00,34354.00,1616.00,0.00,0.00,190.00,6865.00,344744.00,2132.00,130955.00,184140.00,13536.00,274.00,2710.00,2710.00,0.00,2662.00,582.00,344.00,7409.00,0.00,0.00,7409.00,0.00
1962:Q1,375650.00,3900.00,16786.00,1546.00,111253.00,2036.00,75962.00,5849.00,22506.00,4900.00,234552.00,66844.00,2498.00,130886.00,34324.00,1598.00,0.00,0.00,195.00,5820.00,346427.00,-122.00,124279.00,190451.00,15569.00,1693.00,2523.00,2523.00,0.00,2151.00,713.00,347.00,8823.00,0.00,0.00,8823.00,0.00
1962:Q2,385560.00,3185.00,17206.00,501.00,112539.00,1832.00,75817.00,6160.00,23953.00,4777.00,242608.00,68628.00,2342.00,135484.00,36154.00,1249.00,0.00,0.00,199.00,8073.00,355738.00,317.00,126713.00,197269.00,16208.00,560.00,2365.00,2365.00,0.00,2767.00,746.00,350.00,8443.00,0.00,0.00,8443.00,0.00
1962:Q3,394309.00,4270.00,17105.00,1167.00,113079.00,1965.00,75596.00,5894.00,24868.00,4756.00,249543.00,70042.00,2281.00,140319.00,36901.00,1345.00,0.00,0.00,204.00,7596.00,364255.00,2060.00,126764.00,202547.00,15579.00,1388.00,2304.00,2304.00,0.00,3046.00,979.00,353.00,9235.00,0.00,0.00,9235.00,0.00
1962:Q4,410334.00,4519.00,17454.00,602.00,117510.00,2015.00,77518.00,6968.00,26185.00,4824.00,260474.00,75330.00,2650.00,144794.00,37700.00,1516.00,0.00,0.00,209.00,8050.00,379296.00,1094.00,135649.00,209944.00,16374.00,671.00,2676.00,2676.00,0.00,3479.00,1078.00,330.00,8001.00,0.00,0.00,8001.00,0.00
1963:Q1,411485.00,4210.00,16410.00,1843.00,117711.00,2145.00,76751.00,6969.00,27007.00,4839.00,262873.00,73057.00,2589.00,148895.00,38332.00,1613.00,0.00,0.00,214.00,6611.00,380390.00,-495.00,127601.00,216743.00,18160.00,2186.00,2615.00,2615.00,0.00,2514.00,1181.00,333.00,9552.00,0.00,0.00,9552.00,0.00
1963:Q2,423936.00,3483.00,16965.00,866.00,117647.00,2093.00,75414.00,7035.00,28458.00,4647.00,274002.00,76407.00,2697.00,154661.00,40237.00,1691.00,0.00,0.00,219.00,9063.00,392126.00,-43.00,131723.00,223877.00,18457.00,1096.00,2724.00,2724.00,0.00,3270.00,883.00,333.00,9806.00,0.00,0.00,9806.00,0.00
1963:Q3,432157.00,4550.00,16621.00,1572.00,116808.00,1948.00,73664.00,7268.00,29553.00,4375.00,282492.00,77832.00,2709.00,160424.00,41527.00,1755.00,0.00,0.00,224.00,8135.00,400495.00,828.00,130898.00,228467.00,18781.00,1854.00,2771.00,2736.00,35.00,4024.00,863.00,333.00,11676.00,0.00,0.00,11676.00,0.00
1963:Q4,446727.00,4259.00,17049.00,988.00,119077.00,2044.00,75022.00,7407.00,30543.00,4061.00,294447.00,83214.00,2890.00,165536.00,42807.00,1817.00,0.00,0.00,229.00,8861.00,414964.00,739.00,138035.00,235539.00,20313.00,1022.00,3152.00,2919.00,233.00,4784.00,710.00,348.00,10322.00,0.00,0.00,10322.00,0.00
1964:Q1,449186.00,4500.00,16611.00,2151.00,118740.00,2225.00,73765.00,6906.00,31312.00,4532.00,296252.00,79857.00,3102.00,169568.00,43725.00,1908.00,0.00,0.00,235.00,8789.00,416977.00,-573.00,131723.00,241251.00,22067.00,2425.00,3553.00,3133.00,420.00,4168.00,914.00,348.00,11101.00,0.00,0.00,11101.00,0.00
1964:Q2,462066.00,4539.00,16973.00,1190.00,117300.00,2131.00,71471.00,7169.00,31957.00,4572.00,310683.00,86469.00,3149.00,174892.00,46173.00,1952.00,0.00,0.00,240.00,9189.00,428826.00,-667.00,136026.00,248397.00,22631.00,1533.00,3713.00,3180.00,533.00,4769.00,846.00,350.00,11228.00,0.00,0.00,11228.00,0.00
1964:Q3,473073.00,4780.00,17121.00,1969.00,120433.00,2354.00,73089.00,7215.00,33236.00,4539.00,316852.00,85535.00,3175.00,180420.00,47722.00,1995.00,0.00,0.00,246.00,9677.00,439618.00,569.00,137959.00,253848.00,23209.00,2017.00,3884.00,3207.00,677.00,4837.00,886.00,352.00,12057.00,0.00,0.00,12057.00,0.00
1964:Q4,489517.00,4532.00,17850.00,1405.00,124310.00,2505.00,75302.00,8060.00,34066.00,4377.00,329278.00,91945.00,3385.00,185076.00,48872.00,2020.00,0.00,0.00,251.00,9871.00,455187.00,411.00,144898.00,261194.00,25077.00,1914.00,4192.00,3419.00,773.00,5325.00,935.00,371.00,10870.00,0.00,0.00,10870.00,0.00
1965:Q1,493684.00,4840.00,17277.00,2080.00,122200.00,2084.00,71949.00,8318.00,35415.00,4434.00,335619.00,93337.00,3325.00,188902.00,50055.00,2068.00,0.00,0.00,257.00,9343.00,459537.00,90.00,138236.00,268846.00,27097.00,2689.00,4251.00,3358.00,893.00,4747.00,769.00,373.00,12439.00,0.00,0.00,12439.00,0.00
1965:Q2,509583.00,4978.00,18229.00,1587.00,121437.00,2253.00,69437.00,8249.00,37046.00,4452.00,350172.00,99763.00,3355.00,194040.00,53014.00,2030.00,0.00,0.00,263.00,10887.00,474470.00,1501.00,143051.00,275017.00,28507.00,2290.00,4879.00,3389.00,1490.00,5586.00,678.00,370.00,12591.00,0.00,0.00,12591.00,0.00
