1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1990:Q4,4717641.00,32590.00,38658.00,199650.00,984079.00,15712.00,205802.00,483002.00,120443.00,159120.00,3196810.00,944337.00,45527.00,1683721.00,523225.00,10908.00,3315.00,0.00,24905.00,226726.00,4727717.00,-71979.00,670294.00,2348248.00,719049.00,353418.00,89003.00,52068.00,36935.00,124390.00,1310.00,18442.00,475543.00,211753.00,47640.00,216150.00,0.00
1991:Q1,4670129.00,24707.00,24067.00,200750.00,995738.00,16694.00,221804.00,486487.00,116112.00,154641.00,3144588.00,926145.00,38354.00,1671382.00,508707.00,13898.00,4161.00,0.00,25651.00,236569.00,4695424.00,-64389.00,632529.00,2379618.00,705861.00,343951.00,79704.00,43767.00,35937.00,113898.00,673.00,18890.00,484689.00,222486.00,46732.00,215471.00,0.00
1991:Q2,4637737.00,25627.00,22201.00,207018.00,992550.00,15355.00,230712.00,485399.00,111418.00,149666.00,3122238.00,914790.00,36880.00,1667119.00,503449.00,13358.00,4595.00,0.00,24902.00,225248.00,4657017.00,-63349.00,655519.00,2375491.00,666519.00,351494.00,77061.00,41357.00,35704.00,101798.00,647.00,18728.00,473110.00,224528.00,42634.00,205948.00,0.00
1991:Q3,4637926.00,28757.00,27404.00,219110.00,1017686.00,13943.00,250147.00,485912.00,108098.00,159586.00,3075438.00,906970.00,37108.00,1632396.00,498964.00,13771.00,5729.00,0.00,25105.00,224926.00,4659603.00,-48306.00,674410.00,2364904.00,662768.00,349481.00,73405.00,39907.00,33498.00,90988.00,1098.00,18976.00,471879.00,226015.00,44470.00,201394.00,0.00
1991:Q4,4650685.00,33603.00,29413.00,202336.00,1052967.00,14511.00,270466.00,497955.00,105626.00,164409.00,3064373.00,902841.00,35320.00,1623573.00,502639.00,14095.00,6309.00,0.00,25370.00,222219.00,4661208.00,-58077.00,727422.00,2349869.00,649814.00,328484.00,71577.00,37793.00,33784.00,87123.00,-105.00,24876.00,480225.00,229267.00,47233.00,203725.00,0.00
1992:Q1,4641444.00,29338.00,29480.00,214911.00,1082019.00,13862.00,296596.00,506565.00,102993.00,162003.00,3011588.00,889560.00,31709.00,1604353.00,485966.00,14000.00,7607.00,0.00,26013.00,226488.00,4644583.00,-44793.00,711302.00,2347146.00,621087.00,345256.00,67961.00,35617.00,32344.00,84265.00,172.00,25488.00,486700.00,232515.00,47688.00,206497.00,0.00
1992:Q2,4635912.00,29693.00,22740.00,204180.00,1107618.00,13736.00,311249.00,523018.00,101142.00,158473.00,2994256.00,891201.00,31415.00,1589220.00,482420.00,13710.00,7711.00,0.00,26502.00,229502.00,4669237.00,-51520.00,738831.00,2328682.00,622645.00,343548.00,68242.00,33980.00,34262.00,84906.00,-17.00,25985.00,507935.00,244883.00,51548.00,211504.00,0.00
1992:Q3,4683455.00,30194.00,27665.00,215124.00,1143607.00,12881.00,331587.00,533631.00,101286.00,164222.00,2985159.00,885229.00,30704.00,1583746.00,485480.00,13411.00,8243.00,0.00,27026.00,233026.00,4666653.00,-33629.00,759568.00,2304015.00,589630.00,339230.00,69215.00,32918.00,36297.00,87545.00,-235.00,26162.00,525153.00,253877.00,51706.00,219570.00,0.00
1992:Q4,4702565.00,31870.00,32079.00,223446.00,1172017.00,12736.00,342149.00,547980.00,99566.00,169586.00,2972441.00,880483.00,31675.00,1568331.00,491952.00,14659.00,7416.00,0.00,29905.00,218732.00,4690124.00,-52674.00,823352.00,2292706.00,578869.00,338841.00,72908.00,33911.00,38997.00,86547.00,-305.00,21238.00,528643.00,266106.00,51104.00,211433.00,0.00
1993:Q1,4682498.00,30561.00,34533.00,210298.00,1212474.00,12371.00,357091.00,569920.00,97967.00,175125.00,2925001.00,852361.00,28862.00,1556680.00,487098.00,14739.00,8042.00,0.00,30343.00,216507.00,4647624.00,-32557.00,779277.00,2274906.00,554908.00,355983.00,69895.00,30659.00,39236.00,91581.00,-4166.00,21341.00,536456.00,274640.00,41999.00,219817.00,0.00
1993:Q2,4729627.00,32210.00,27724.00,209387.00,1221714.00,10209.00,355085.00,582621.00,98695.00,175104.00,2962915.00,864183.00,27510.00,1571827.00,499395.00,14635.00,7960.00,0.00,30724.00,222358.00,4687565.00,-43315.00,826950.00,2254200.00,558536.00,350071.00,69961.00,28896.00,41065.00,98289.00,-4439.00,22569.00,554744.00,281715.00,38059.00,234970.00,0.00
1993:Q3,4780125.00,31735.00,29934.00,208107.00,1245011.00,9063.00,360546.00,593907.00,101201.00,180294.00,2987403.00,864925.00,26307.00,1580720.00,515451.00,15148.00,8151.00,0.00,31517.00,223119.00,4726723.00,-32736.00,843913.00,2235825.00,550379.00,363635.00,68068.00,27112.00,40956.00,104761.00,-4255.00,22589.00,574544.00,288825.00,44070.00,241649.00,0.00
1993:Q4,4854626.00,32671.00,34951.00,219270.00,1263034.00,9809.00,367663.00,603703.00,101277.00,180582.00,3027353.00,878858.00,25257.00,1588045.00,535193.00,16824.00,8090.00,0.00,33827.00,218606.00,4790965.00,-35932.00,903514.00,2222417.00,563593.00,356925.00,67336.00,26253.00,41083.00,108666.00,-3212.00,24035.00,583624.00,296165.00,44541.00,242918.00,0.00
1994:Q1,4968468.00,31439.00,35733.00,212487.00,1299548.00,7766.00,391595.00,610985.00,101778.00,187424.00,3009366.00,875298.00,24255.00,1573287.00,536526.00,15472.00,6688.00,0.00,34608.00,323127.00,5015445.00,-9398.00,875890.00,2233083.00,556945.00,377167.00,65897.00,25029.00,40868.00,106092.00,-4237.00,24462.00,789544.00,301357.00,43630.00,444557.00,0.00
1994:Q2,5049599.00,34426.00,33358.00,208962.00,1292204.00,7945.00,379028.00,615757.00,101507.00,187967.00,3063221.00,884979.00,23892.00,1594611.00,559739.00,14131.00,5698.00,0.00,35521.00,362078.00,5092455.00,16605.00,871250.00,2214129.00,562075.00,388922.00,65318.00,24566.00,40752.00,113546.00,-5322.00,24658.00,841274.00,303074.00,46560.00,491640.00,0.00
1994:Q3,5060885.00,31155.00,30054.00,203720.00,1279630.00,7404.00,359177.00,626485.00,100835.00,185729.00,3130615.00,895835.00,24715.00,1622742.00,587323.00,14013.00,5036.00,0.00,36365.00,330297.00,5083674.00,22270.00,843535.00,2197793.00,588328.00,395500.00,67117.00,25452.00,41665.00,121748.00,-4730.00,25539.00,826574.00,309717.00,41396.00,475461.00,0.00
1994:Q4,5142827.00,38129.00,30789.00,218134.00,1249595.00,8034.00,335013.00,624675.00,99605.00,182268.00,3219070.00,923422.00,22882.00,1655927.00,616839.00,13269.00,4640.00,0.00,35626.00,333575.00,5170649.00,54504.00,865964.00,2184975.00,605683.00,415159.00,67067.00,23397.00,43670.00,130958.00,-5194.00,26261.00,825272.00,311692.00,44072.00,469508.00,0.00
1995:Q1,5199507.00,31291.00,30009.00,210638.00,1271084.00,6312.00,348966.00,634007.00,97368.00,184431.00,3278381.00,952222.00,23969.00,1684351.00,617839.00,14051.00,4825.00,0.00,35862.00,323366.00,5282414.00,84508.00,815738.00,2201707.00,640871.00,420675.00,68238.00,24497.00,43741.00,124829.00,-4675.00,27851.00,902672.00,324903.00,50226.00,527543.00,0.00
1995:Q2,5277004.00,33596.00,24946.00,224421.00,1274463.00,7234.00,334313.00,649161.00,96408.00,187347.00,3364397.00,993361.00,24330.00,1710935.00,635771.00,15621.00,5277.00,0.00,36516.00,297767.00,5335830.00,82301.00,841311.00,2228201.00,658619.00,438003.00,69677.00,24531.00,45146.00,125121.00,-3099.00,28083.00,867613.00,331769.00,52251.00,483593.00,0.00
1995:Q3,5340829.00,33072.00,23432.00,220868.00,1286293.00,6337.00,327748.00,666101.00,95359.00,190748.00,3426921.00,1011535.00,23679.00,1736915.00,654792.00,18148.00,5410.00,0.00,37185.00,289500.00,5384615.00,82788.00,803112.00,2266695.00,667682.00,443355.00,70818.00,24137.00,46681.00,126356.00,-1764.00,30943.00,894630.00,345125.00,51329.00,498176.00,0.00
1995:Q4,5401832.00,40562.00,29611.00,249971.00,1273345.00,6400.00,311991.00,673088.00,95363.00,186503.00,3469042.00,1034405.00,22326.00,1737938.00,674373.00,19289.00,5163.00,0.00,37850.00,276999.00,5445850.00,76076.00,820203.00,2297478.00,667211.00,432718.00,68963.00,22639.00,46324.00,134463.00,-68.00,32662.00,916145.00,350592.00,50734.00,514819.00,0.00
1996:Q1,5410493.00,34386.00,24740.00,233288.00,1285882.00,6614.00,319299.00,678259.00,94959.00,186751.00,3491756.00,1040597.00,22594.00,1765575.00,662990.00,21091.00,5333.00,0.00,38823.00,275194.00,5459523.00,71713.00,768496.00,2366695.00,680131.00,428989.00,70896.00,22877.00,48019.00,132469.00,-1481.00,32726.00,908890.00,355331.00,52693.00,500866.00,0.00
1996:Q2,5492397.00,35677.00,24594.00,217578.00,1284301.00,5371.00,315955.00,684108.00,94638.00,184229.00,3563268.00,1069208.00,22068.00,1790082.00,681910.00,21680.00,5226.00,0.00,39179.00,300894.00,5534970.00,54709.00,783786.00,2370371.00,700507.00,436760.00,72891.00,22228.00,50663.00,145565.00,-1193.00,30752.00,940822.00,370382.00,52851.00,517589.00,0.00
1996:Q3,5553405.00,38227.00,20997.00,203017.00,1270317.00,4693.00,307621.00,681579.00,94791.00,181633.00,3640526.00,1096324.00,23068.00,1821359.00,699775.00,22530.00,4972.00,0.00,40322.00,312497.00,5620766.00,38552.00,783031.00,2394117.00,742587.00,428781.00,74356.00,23347.00,51009.00,153993.00,-82.00,31394.00,974037.00,372992.00,59431.00,541614.00,0.00
1996:Q4,5638014.00,45186.00,24524.00,223610.00,1268118.00,7069.00,292592.00,697468.00,96326.00,174663.00,3705714.00,1119248.00,23355.00,1846789.00,716322.00,24539.00,5187.00,0.00,42839.00,298297.00,5731564.00,51522.00,785947.00,2421088.00,769732.00,439775.00,77258.00,23612.00,53646.00,161316.00,1978.00,30266.00,992682.00,384264.00,64468.00,543950.00,0.00
1997:Q1,5731216.00,37151.00,21845.00,242109.00,1304890.00,3426.00,313685.00,713854.00,95957.00,177968.00,3738982.00,1159181.00,23805.00,1861029.00,694967.00,20214.00,9647.00,0.00,43894.00,312484.00,5840833.00,45459.00,752621.00,2478523.00,783538.00,467473.00,78990.00,24245.00,54745.00,156105.00,2428.00,31648.00,1044048.00,393238.00,79358.00,571452.00,0.00
1997:Q2,5835780.00,38407.00,23219.00,238669.00,1307112.00,3514.00,297295.00,730756.00,96359.00,179188.00,3836300.00,1202157.00,24897.00,1903106.00,706140.00,23048.00,10850.00,0.00,45194.00,312981.00,5941341.00,44444.00,772029.00,2491963.00,819654.00,459622.00,81936.00,25414.00,56522.00,171829.00,4735.00,34970.00,1060159.00,404222.00,74288.00,581649.00,0.00
1997:Q3,5900169.00,38531.00,21791.00,243043.00,1312841.00,3289.00,290109.00,741929.00,98242.00,179272.00,3882884.00,1210998.00,23760.00,1939960.00,708166.00,24495.00,10453.00,0.00,45849.00,320282.00,6025746.00,25567.00,735818.00,2507785.00,872776.00,480386.00,81588.00,24019.00,57569.00,181167.00,5943.00,36685.00,1098031.00,415547.00,82895.00,599589.00,0.00
1997:Q4,6080042.00,45004.00,30838.00,257737.00,1357872.00,2889.00,296281.00,771969.00,98780.00,187953.00,3954611.00,1259325.00,20576.00,1960112.00,714598.00,25918.00,10552.00,0.00,44233.00,353277.00,6218570.00,38372.00,764934.00,2550576.00,891659.00,510023.00,85360.00,20899.00,64461.00,196684.00,7320.00,38765.00,1134877.00,415545.00,78803.00,640529.00,0.00
1998:Q1,6106146.00,37784.00,24445.00,283790.00,1390058.00,1223.00,306040.00,790342.00,97503.00,194950.00,3981579.00,1280214.00,16839.00,1992549.00,691977.00,31366.00,9888.00,0.00,45744.00,301492.00,6152518.00,-11994.00,729155.00,2610591.00,927056.00,541968.00,85223.00,17079.00,68144.00,204855.00,7639.00,38740.00,1019285.00,435393.00,87532.00,496360.00,0.00
1998:Q2,6196017.00,38413.00,23651.00,285448.00,1385945.00,1584.00,289201.00,788558.00,100296.00,206306.00,4042404.00,1331076.00,14212.00,2002742.00,694374.00,32553.00,10141.00,0.00,46616.00,330846.00,6237408.00,12881.00,760551.00,2625406.00,915931.00,526301.00,83752.00,14344.00,69408.00,224004.00,7907.00,38940.00,1041736.00,449849.00,79295.00,512592.00,0.00
1998:Q3,6315800.00,39198.00,25706.00,323645.00,1387449.00,2053.00,243517.00,817771.00,103718.00,220390.00,4098067.00,1358587.00,14144.00,2020871.00,704465.00,27667.00,10129.00,0.00,45579.00,358360.00,6386246.00,31885.00,716073.00,2657676.00,920339.00,575752.00,85090.00,14257.00,70833.00,244169.00,9634.00,43539.00,1102089.00,466975.00,89468.00,545646.00,0.00
1998:Q4,6510997.00,42057.00,26306.00,326883.00,1458012.00,1497.00,236497.00,858587.00,107345.00,254086.00,4197976.00,1392589.00,11312.00,2074297.00,719778.00,35658.00,12783.00,0.00,31187.00,380135.00,6575945.00,40203.00,737012.00,2739875.00,919352.00,585148.00,86263.00,11537.00,74726.00,286214.00,10375.00,46133.00,1125370.00,476704.00,90559.00,558107.00,0.00
1999:Q1,6520115.00,38555.00,22541.00,296026.00,1487177.00,1280.00,246282.00,879660.00,109219.00,250736.00,4195601.00,1397742.00,10232.00,2078742.00,708885.00,37244.00,13810.00,0.00,32402.00,396759.00,6571851.00,37830.00,700807.00,2759943.00,915559.00,592054.00,86082.00,10394.00,75688.00,295795.00,9794.00,45841.00,1128147.00,490591.00,89790.00,547766.00,0.00
1999:Q2,6611613.00,40551.00,22156.00,295731.00,1514756.00,1643.00,239457.00,885740.00,110488.00,277428.00,4239645.00,1412852.00,8947.00,2117885.00,699961.00,40223.00,14880.00,0.00,33229.00,410442.00,6676761.00,51888.00,719688.00,2777652.00,924943.00,605262.00,86118.00,9492.00,76626.00,324534.00,8003.00,60372.00,1118302.00,492241.00,88473.00,537588.00,0.00
1999:Q3,6717500.00,41020.00,21684.00,264566.00,1541076.00,1920.00,240353.00,902795.00,112352.00,283656.00,4348886.00,1437829.00,7912.00,2199602.00,703543.00,36044.00,14102.00,0.00,33927.00,416195.00,6804013.00,53466.00,699534.00,2808985.00,952048.00,578839.00,86398.00,8293.00,78105.00,361054.00,9575.00,60815.00,1193300.00,506410.00,102479.00,584411.00,0.00
1999:Q4,6928342.00,66555.00,24027.00,269025.00,1569155.00,3216.00,239905.00,902596.00,113764.00,309674.00,4497913.00,1481677.00,8235.00,2270596.00,737405.00,41990.00,14931.00,0.00,36046.00,408700.00,6995129.00,34715.00,740760.00,2823714.00,1050225.00,595265.00,87136.00,8599.00,78537.00,392615.00,12389.00,61972.00,1196339.00,501136.00,93031.00,602172.00,0.00
2000:Q1,7047376.00,35187.00,18196.00,301311.00,1581854.00,2292.00,236812.00,920142.00,115012.00,307596.00,4582420.00,1502091.00,8705.00,2337560.00,734064.00,42319.00,16866.00,0.00,37800.00,431422.00,7082530.00,-37106.00,695338.00,2891126.00,1089404.00,627902.00,89999.00,8980.00,81019.00,401383.00,14426.00,62962.00,1247096.00,515783.00,114567.00,616746.00,0.00
2000:Q2,7201660.00,36992.00,18513.00,292952.00,1567346.00,1712.00,221084.00,921157.00,115425.00,307968.00,4739889.00,1548246.00,8997.00,2430432.00,752214.00,41735.00,15750.00,0.00,38975.00,449508.00,7285910.00,23283.00,694089.00,2912201.00,1131869.00,653033.00,93579.00,9274.00,84305.00,434149.00,14104.00,63215.00,1266388.00,532009.00,114542.00,619837.00,0.00
2000:Q3,7348105.00,34494.00,17624.00,301952.00,1584460.00,2588.00,219412.00,907990.00,116513.00,337957.00,4832147.00,1561001.00,8429.00,2487638.00,775079.00,44385.00,16030.00,0.00,43668.00,473345.00,7440590.00,7856.00,656844.00,2975602.00,1167535.00,653592.00,95972.00,8724.00,87248.00,427538.00,17568.00,64604.00,1373479.00,576051.00,119921.00,677507.00,0.00
2000:Q4,7504442.00,44391.00,19045.00,351859.00,1603941.00,2748.00,200658.00,918388.00,117296.00,364851.00,4905543.00,1594824.00,7487.00,2502964.00,800268.00,43326.00,17246.00,0.00,44486.00,474605.00,7638961.00,12601.00,662407.00,3054702.00,1201845.00,670725.00,100578.00,7930.00,92648.00,435795.00,22085.00,64236.00,1413987.00,595938.00,138669.00,679380.00,0.00
2001:Q1,7588519.00,36000.00,17828.00,402668.00,1593161.00,1737.00,187213.00,923594.00,116539.00,364078.00,4935360.00,1587241.00,7448.00,2549933.00,790738.00,38133.00,19023.00,0.00,45126.00,501219.00,7745580.00,-60614.00,644562.00,3168022.00,1235791.00,702864.00,103769.00,7801.00,95968.00,443391.00,24682.00,63950.00,1419163.00,601921.00,134244.00,682998.00,0.00
2001:Q2,7612524.00,37171.00,18647.00,370935.00,1616288.00,1611.00,187130.00,912145.00,120385.00,395017.00,4965745.00,1557263.00,6558.00,2600163.00,801761.00,41433.00,20826.00,0.00,45980.00,495499.00,7766598.00,-61814.00,663851.00,3209596.00,1245713.00,678822.00,102110.00,6775.00,95335.00,444530.00,24555.00,67988.00,1391247.00,611997.00,126241.00,653009.00,0.00
2001:Q3,7802792.00,36657.00,24937.00,390465.00,1675289.00,1335.00,188303.00,953700.00,122375.00,409576.00,4984350.00,1548327.00,4849.00,2628553.00,802621.00,35564.00,19112.00,0.00,46561.00,589857.00,7998498.00,-35381.00,670274.00,3276818.00,1244962.00,683351.00,103004.00,5116.00,97888.00,453034.00,32864.00,68312.00,1501260.00,654252.00,109261.00,737747.00,0.00
2001:Q4,7882632.00,47330.00,17478.00,377187.00,1759419.00,2400.00,180258.00,1013195.00,124995.00,438571.00,5026170.00,1508955.00,4595.00,2683513.00,829107.00,40310.00,25082.00,0.00,50601.00,539055.00,8053465.00,-20750.00,757034.00,3369310.00,1241020.00,683764.00,103068.00,4765.00,98303.00,460613.00,25909.00,67207.00,1366290.00,656282.00,108718.00,601290.00,0.00
2002:Q1,7974368.00,34918.00,22415.00,374063.00,1808824.00,2314.00,186337.00,1062370.00,123625.00,434178.00,5006039.00,1494483.00,4497.00,2686485.00,820574.00,40760.00,25339.00,0.00,51434.00,610576.00,8062504.00,-50095.00,650453.00,3489658.00,1290853.00,662738.00,100261.00,4477.00,95784.00,452205.00,24105.00,68268.00,1374059.00,680121.00,102208.00,591730.00,0.00
2002:Q2,8120521.00,36549.00,22324.00,373367.00,1867681.00,3365.00,202966.00,1116807.00,123428.00,421115.00,5056272.00,1463696.00,4831.00,2760686.00,827059.00,34045.00,22217.00,0.00,51908.00,656158.00,8253844.00,-82188.00,671987.00,3525382.00,1286717.00,679819.00,100960.00,4931.00,96029.00,455640.00,31402.00,68928.00,1515198.00,694652.00,123404.00,697142.00,0.00
2002:Q3,8350257.00,37850.00,23168.00,402771.00,1906368.00,2698.00,207881.00,1139457.00,126430.00,429902.00,5179031.00,1439661.00,4758.00,2884078.00,850534.00,24862.00,17384.00,0.00,52611.00,706211.00,8526830.00,-50479.00,696852.00,3619086.00,1286344.00,726699.00,99872.00,4876.00,94996.00,466690.00,35797.00,69141.00,1576829.00,723310.00,116654.00,736865.00,0.00
2002:Q4,8531031.00,47818.00,22541.00,400861.00,1966776.00,1511.00,221271.00,1162382.00,127469.00,454143.00,5273275.00,1410445.00,4554.00,2991257.00,867019.00,30572.00,23142.00,0.00,51025.00,715020.00,8686873.00,-11331.00,707266.00,3694692.00,1262256.00,774424.00,102151.00,4604.00,97547.00,465340.00,35944.00,73305.00,1582827.00,722819.00,127291.00,732717.00,0.00
2003:Q1,8745211.00,38532.00,26787.00,465284.00,2051523.00,1209.00,152118.00,1225160.00,129089.00,543947.00,5325978.00,1395925.00,4801.00,3069389.00,855863.00,28107.00,18325.00,0.00,53009.00,737666.00,8872008.00,-57192.00,681299.00,3805892.00,1303569.00,853969.00,104296.00,4820.00,99476.00,470085.00,37647.00,77126.00,1595317.00,705982.00,127473.00,761862.00,0.00
2003:Q2,9003025.00,39540.00,27720.00,479431.00,2121238.00,1413.00,142728.00,1307296.00,133230.00,536571.00,5452772.00,1386224.00,4548.00,3185634.00,876366.00,37684.00,21181.00,0.00,54427.00,769032.00,9147317.00,-88878.00,731724.00,3893987.00,1318662.00,908272.00,106048.00,4576.00,101472.00,479407.00,36134.00,77000.00,1684961.00,719582.00,126110.00,839269.00,0.00
2003:Q3,9050465.00,40361.00,29141.00,484844.00,2061529.00,861.00,143798.00,1241882.00,138612.00,536376.00,5540663.00,1363211.00,4267.00,3282935.00,890250.00,40560.00,18833.00,0.00,55108.00,779425.00,9171186.00,-33434.00,710898.00,3936068.00,1317586.00,833035.00,106540.00,4268.00,102272.00,482870.00,36132.00,76854.00,1704638.00,721616.00,122928.00,860094.00,0.00
2003:Q4,9159583.00,47951.00,23058.00,436388.00,2140403.00,683.00,150347.00,1281694.00,139316.00,568363.00,5653268.00,1396497.00,4365.00,3299266.00,953140.00,49035.00,21191.00,0.00,57478.00,730811.00,9282614.00,-7297.00,754391.00,4002087.00,1323128.00,786717.00,108381.00,4367.00,104014.00,493652.00,37669.00,85195.00,1698692.00,742661.00,134697.00,821334.00,0.00
2004:Q1,9450451.00,40957.00,24955.00,487854.00,2273922.00,950.00,160631.00,1388207.00,140651.00,583483.00,5762225.00,1379607.00,3864.00,3432167.00,946587.00,51644.00,20540.00,0.00,60269.00,728084.00,9566797.00,-89158.00,752963.00,4096286.00,1430612.00,855320.00,108428.00,3897.00,104531.00,508689.00,42042.00,85516.00,1776100.00,776744.00,158950.00,840406.00,0.00
2004:Q2,9687638.00,43347.00,29628.00,480751.00,2273639.00,762.00,156234.00,1404584.00,143977.00,568082.00,5952605.00,1400103.00,4408.00,3587706.00,960388.00,50815.00,20248.00,0.00,63295.00,773310.00,9824412.00,-16946.00,777397.00,4172698.00,1473508.00,885869.00,112331.00,4443.00,107888.00,549451.00,27001.00,86702.00,1756402.00,807963.00,136478.00,811961.00,0.00
2004:Q3,9898970.00,42019.00,24664.00,508274.00,2223913.00,684.00,136900.00,1336777.00,146264.00,603288.00,6114108.00,1410956.00,3985.00,3719202.00,979965.00,50319.00,19031.00,0.00,64205.00,852437.00,10096597.00,-42936.00,760258.00,4233305.00,1531948.00,906684.00,113439.00,4025.00,109414.00,545626.00,35486.00,98728.00,1914060.00,923328.00,151060.00,839672.00,0.00
2004:Q4,10123814.00,41528.00,24043.00,462061.00,2222712.00,788.00,123030.00,1311123.00,148181.00,639590.00,6315939.00,1449329.00,4010.00,3851646.00,1010954.00,57474.00,21276.00,0.00,93458.00,885323.00,10372275.00,-13376.00,802015.00,4283685.00,1596997.00,825812.00,120974.00,4093.00,116881.00,564753.00,37186.00,122674.00,2031555.00,961802.00,167746.00,902007.00,0.00
2005:Q1,10414781.00,42128.00,24984.00,475202.00,2404171.00,849.00,140208.00,1405706.00,153039.00,704369.00,6423298.00,1466954.00,4022.00,3962300.00,990022.00,55803.00,18711.00,0.00,93796.00,876688.00,10527281.00,-21261.00,781300.00,4374577.00,1668661.00,819661.00,125417.00,4087.00,121330.00,569505.00,33070.00,128107.00,2048244.00,944201.00,169130.00,934913.00,0.00
2005:Q2,10611088.00,45314.00,23108.00,443422.00,2412501.00,499.00,124553.00,1388462.00,156315.00,742672.00,6641168.00,1520888.00,4098.00,4116878.00,999304.00,57290.00,17475.00,0.00,93619.00,877191.00,10734129.00,-27000.00,790320.00,4401130.00,1749687.00,858011.00,126098.00,4145.00,121953.00,602249.00,34422.00,130229.00,2068984.00,971022.00,184756.00,913206.00,0.00
2005:Q3,10895910.00,41161.00,21927.00,483646.00,2439542.00,449.00,122925.00,1367074.00,162555.00,786539.00,6848682.00,1549415.00,4322.00,4257812.00,1037133.00,61737.00,18756.00,0.00,94436.00,886023.00,10979422.00,-30466.00,751611.00,4517411.00,1854342.00,904228.00,128266.00,4389.00,123877.00,604743.00,31226.00,131083.00,2086979.00,976258.00,189781.00,920940.00,0.00
2005:Q4,11083936.00,50081.00,19043.00,482177.00,2425110.00,784.00,115996.00,1357104.00,166637.00,784589.00,7006007.00,1620411.00,4020.00,4336872.00,1044704.00,62923.00,19535.00,0.00,104867.00,914193.00,11139191.00,-23086.00,776383.00,4598126.00,1892435.00,910464.00,134489.00,4102.00,130387.00,610293.00,29424.00,130184.00,2080480.00,989663.00,188781.00,902036.00,0.00
2006:Q1,11399929.00,40018.00,21022.00,521034.00,2504365.00,1077.00,110310.00,1403135.00,170130.00,819713.00,7156727.00,1672214.00,738.00,4460932.00,1022843.00,68611.00,19208.00,85180.00,106437.00,877328.00,11434393.00,-45576.00,753234.00,4691764.00,2000621.00,930864.00,135898.00,1477.00,134421.00,606284.00,28373.00,136580.00,2196352.00,1005495.00,212905.00,977952.00,0.00
2006:Q2,11662686.00,42622.00,20963.00,493109.00,2577433.00,645.00,116839.00,1439892.00,171801.00,848256.00,7355018.00,1723528.00,701.00,4603809.00,1026980.00,66857.00,20503.00,87010.00,105857.00,893314.00,11727013.00,-50242.00,776405.00,4732866.00,2083258.00,973582.00,142365.00,507.00,141858.00,630585.00,26370.00,137864.00,2273960.00,1071274.00,214981.00,987705.00,0.00
2006:Q3,11918872.00,40074.00,17330.00,591241.00,2546987.00,1180.00,111304.00,1397432.00,179752.00,857319.00,7497822.00,1764096.00,664.00,4681876.00,1051186.00,70586.00,23407.00,89816.00,103941.00,937668.00,12014630.00,-31310.00,734798.00,4790969.00,2184432.00,1074191.00,147110.00,1032.00,146078.00,632176.00,34626.00,142367.00,2305272.00,1095094.00,211805.00,998373.00,0.00
2006:Q4,11994298.00,51712.00,18699.00,610954.00,2569412.00,958.00,112324.00,1373942.00,191403.00,890785.00,7624118.00,1818538.00,446.00,4732320.00,1072814.00,79828.00,26627.00,93392.00,95902.00,823653.00,12005083.00,-19721.00,732910.00,4945083.00,2181607.00,995635.00,160804.00,861.00,159943.00,628813.00,28001.00,135391.00,2216561.00,1142901.00,197338.00,876322.00,0.00
2007:Q1,12102473.00,41179.00,18328.00,656636.00,2626561.00,1582.00,119019.00,1365228.00,199761.00,940971.00,7647644.00,1838380.00,320.00,4758033.00,1050911.00,80031.00,24703.00,96608.00,105930.00,804852.00,12128962.00,-141198.00,717161.00,5086042.00,2251251.00,1024314.00,166803.00,2081.00,164722.00,610616.00,26019.00,138850.00,2249105.00,1153316.00,231086.00,864703.00,13033.00
2007:Q2,12339322.00,43452.00,17293.00,642933.00,2678342.00,1732.00,109595.00,1362693.00,202626.00,1001696.00,7822176.00,1906038.00,392.00,4847878.00,1067868.00,88604.00,26814.00,97990.00,113806.00,807912.00,12412938.00,-100867.00,708125.00,5123572.00,2290552.00,1048822.00,173981.00,2223.00,171758.00,624990.00,18422.00,142620.00,2382721.00,1172086.00,240738.00,969897.00,12604.00
2007:Q3,12852448.00,41482.00,23014.00,731288.00,2705099.00,1043.00,118963.00,1295472.00,205733.00,1083888.00,8087456.00,2048692.00,277.00,4943019.00,1095468.00,92793.00,30796.00,100277.00,121418.00,918825.00,12892023.00,-32565.00,707549.00,5178047.00,2422809.00,1019723.00,177275.00,423.00,176852.00,798011.00,18499.00,154503.00,2448173.00,1210493.00,225287.00,1012393.00,11789.00
