1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1990:Q2,943832.00,162585.00,17100.00,10676.00,53374.00,9170.00,4970.00,0.00,0.00,67295.00,151960.00,151960.00,18038.00,29234.00,30850.00,16422.00,5695.00,5695.00,0.00,64131.00,987.00,63144.00,126295.00,126295.00,0.00,0.00,0.00,0.00,0.00,27535.00,764.00,746.00,18854.00,7171.00,940.00,940.00,265009.00,238508.00,26501.00,40022.00,40022.00,52388.00,52388.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1990:Q3,947619.00,164117.00,17922.00,10880.00,53637.00,9570.00,4970.00,0.00,0.00,67138.00,168534.00,168534.00,18539.00,26844.00,29717.00,15666.00,4370.00,4370.00,0.00,61624.00,983.00,60641.00,117886.00,117886.00,0.00,0.00,0.00,0.00,0.00,28073.00,784.00,761.00,19039.00,7489.00,1773.00,1773.00,263777.00,237399.00,26378.00,36722.00,36722.00,55360.00,55360.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1990:Q4,965410.00,158717.00,18580.00,9841.00,53009.00,9648.00,4850.00,0.00,0.00,62789.00,172408.00,172408.00,17224.00,28303.00,29179.00,16348.00,5264.00,5264.00,0.00,62538.00,976.00,61562.00,117103.00,117103.00,0.00,0.00,0.00,0.00,0.00,27732.00,545.00,775.00,19125.00,7287.00,4313.00,4313.00,268148.00,241333.00,26815.00,38809.00,38809.00,64851.00,64851.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1991:Q1,927104.00,156331.00,18721.00,9480.00,51876.00,9580.00,4850.00,0.00,0.00,61824.00,158332.00,158332.00,15371.00,22983.00,24342.00,14012.00,4343.00,4343.00,0.00,65783.00,971.00,64812.00,107004.00,107004.00,0.00,0.00,0.00,0.00,0.00,27002.00,408.00,792.00,18908.00,6894.00,4267.00,4267.00,265459.00,238913.00,26546.00,36867.00,36867.00,63362.00,63362.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1991:Q2,906693.00,155048.00,18669.00,9149.00,51272.00,9403.00,4850.00,0.00,0.00,61705.00,151017.00,151017.00,13028.00,23852.00,25185.00,11695.00,3452.00,3452.00,0.00,66360.00,969.00,65391.00,94742.00,94742.00,0.00,0.00,0.00,0.00,0.00,28842.00,457.00,870.00,20459.00,7056.00,4724.00,4724.00,266945.00,240251.00,26695.00,37562.00,37562.00,61121.00,61121.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1991:Q3,904571.00,151639.00,19839.00,8933.00,50570.00,9801.00,4850.00,0.00,0.00,57646.00,142506.00,142506.00,13467.00,23641.00,24997.00,12111.00,3267.00,3267.00,0.00,67641.00,970.00,66671.00,83945.00,83945.00,0.00,0.00,0.00,0.00,0.00,29671.00,621.00,923.00,21084.00,7043.00,5496.00,5496.00,265605.00,239045.00,26561.00,45059.00,45059.00,72634.00,72634.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1991:Q4,914117.00,151180.00,20829.00,8741.00,49434.00,10011.00,4820.00,0.00,0.00,57345.00,125065.00,125065.00,12625.00,22695.00,23322.00,11998.00,3372.00,3372.00,0.00,67327.00,963.00,66364.00,79065.00,79065.00,0.00,0.00,0.00,0.00,0.00,31669.00,921.00,909.00,21781.00,8058.00,6792.00,6792.00,263800.00,237420.00,26380.00,55066.00,55066.00,95461.00,95461.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1992:Q1,890587.00,151212.00,21100.00,8698.00,49252.00,10050.00,4820.00,0.00,0.00,57292.00,131864.00,131864.00,12251.00,19458.00,20140.00,11569.00,3148.00,3148.00,0.00,67866.00,959.00,66907.00,76275.00,76274.00,0.00,0.00,1.00,0.00,0.00,31910.00,598.00,867.00,22454.00,7991.00,6333.00,6333.00,260589.00,234530.00,26059.00,51227.00,51227.00,78454.00,78454.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1992:Q2,904357.00,151052.00,21400.00,8635.00,48978.00,10000.00,4820.00,0.00,0.00,57219.00,127304.00,127304.00,11715.00,19700.00,19690.00,11725.00,2751.00,2751.00,0.00,68934.00,947.00,67987.00,76859.00,76855.00,0.00,0.00,4.00,0.00,0.00,32117.00,599.00,926.00,22541.00,8051.00,7670.00,7670.00,263023.00,236721.00,26302.00,56332.00,56332.00,86900.00,86900.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1992:Q3,907586.00,151172.00,21600.00,8626.00,48787.00,9950.00,4820.00,0.00,0.00,57389.00,132148.00,132148.00,12590.00,18114.00,20259.00,10445.00,4221.00,4221.00,0.00,70378.00,937.00,69441.00,80158.00,80098.00,11.00,0.00,49.00,0.00,0.00,31708.00,720.00,934.00,22618.00,7436.00,7684.00,7684.00,256724.00,231052.00,25672.00,55840.00,55840.00,86849.00,86849.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1992:Q4,914513.00,151196.00,21566.00,8659.00,48817.00,9870.00,4790.00,0.00,0.00,57494.00,129939.00,129939.00,12550.00,19125.00,20409.00,11266.00,3726.00,3726.00,0.00,72980.00,922.00,72058.00,79881.00,79828.00,46.00,0.00,7.00,0.00,0.00,31446.00,733.00,936.00,23104.00,6673.00,9739.00,9739.00,264909.00,238418.00,26491.00,53474.00,53474.00,85548.00,85548.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1993:Q1,931818.00,149874.00,21498.00,8665.00,48718.00,9750.00,4790.00,0.00,0.00,56453.00,129945.00,129945.00,11216.00,17646.00,19336.00,9526.00,3333.00,3333.00,0.00,73787.00,912.00,72875.00,84970.00,84886.00,45.00,0.00,39.00,0.00,0.00,31202.00,745.00,849.00,22958.00,6650.00,13981.00,13981.00,255029.00,229526.00,25503.00,59775.00,59775.00,101060.00,101060.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1993:Q2,942081.00,149127.00,21222.00,8718.00,48729.00,9613.00,4790.00,0.00,0.00,56055.00,125172.00,125172.00,10502.00,17008.00,18273.00,9237.00,3855.00,3855.00,0.00,74758.00,901.00,73857.00,92074.00,91766.00,124.00,0.00,184.00,0.00,0.00,31274.00,756.00,909.00,23210.00,6399.00,15844.00,15844.00,250894.00,225805.00,25089.00,59048.00,59048.00,112525.00,112525.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1993:Q3,945656.00,148013.00,20860.00,8775.00,48710.00,9438.00,4790.00,0.00,0.00,55440.00,121491.00,121491.00,10494.00,15813.00,18134.00,8173.00,3392.00,3392.00,0.00,76600.00,893.00,75707.00,98923.00,98566.00,208.00,0.00,149.00,0.00,0.00,31175.00,728.00,950.00,23510.00,5987.00,14715.00,14715.00,248006.00,223205.00,24801.00,67376.00,67376.00,109658.00,109658.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1993:Q4,952764.00,140738.00,17169.00,7081.00,46106.00,9158.00,4790.00,0.00,0.00,56434.00,114167.00,114167.00,10142.00,15115.00,17073.00,8184.00,1896.00,1896.00,0.00,78609.00,884.00,77725.00,103131.00,102651.00,234.00,0.00,246.00,0.00,0.00,32026.00,796.00,981.00,24468.00,5781.00,19459.00,19459.00,249047.00,224142.00,24905.00,76123.00,76123.00,112311.00,112311.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1994:Q1,974427.00,134234.00,15198.00,8664.00,45369.00,9154.00,0.00,0.00,0.00,55849.00,130429.00,130429.00,10574.00,13681.00,16324.00,7931.00,1704.00,1704.00,0.00,80150.00,881.00,79269.00,100423.00,99910.00,258.00,0.00,255.00,0.00,0.00,33015.00,807.00,972.00,25312.00,5924.00,22826.00,22826.00,253565.00,228209.00,25357.00,77033.00,77033.00,116793.00,116793.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1994:Q2,982856.00,133101.00,14631.00,8829.00,45556.00,9240.00,0.00,0.00,0.00,54845.00,128049.00,128049.00,10350.00,13542.00,16016.00,7876.00,2191.00,2191.00,0.00,82625.00,879.00,81746.00,108501.00,107941.00,299.00,0.00,261.00,0.00,0.00,32091.00,820.00,1063.00,24902.00,5306.00,22097.00,22097.00,259174.00,233257.00,25917.00,76103.00,76103.00,115032.00,115032.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1994:Q3,991064.00,133718.00,15122.00,8856.00,45619.00,9683.00,0.00,0.00,0.00,54438.00,128323.00,128323.00,10773.00,13942.00,16929.00,7786.00,2037.00,2037.00,0.00,84528.00,880.00,83648.00,116186.00,115501.00,416.00,0.00,269.00,0.00,0.00,32762.00,896.00,1080.00,24955.00,5831.00,22247.00,22247.00,258560.00,232704.00,25856.00,72568.00,72568.00,115420.00,115420.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1994:Q4,1024156.00,142765.00,20387.00,10873.00,46499.00,9554.00,0.00,0.00,0.00,55452.00,122101.00,122101.00,9895.00,12987.00,14988.00,7894.00,1831.00,1831.00,0.00,86379.00,880.00,85499.00,125889.00,124840.00,457.00,0.00,592.00,0.00,0.00,32878.00,938.00,1104.00,25175.00,5661.00,23719.00,23719.00,274916.00,247424.00,27492.00,75051.00,75051.00,115745.00,115745.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1995:Q1,1037839.00,142650.00,20138.00,10980.00,46179.00,9663.00,0.00,0.00,0.00,55690.00,126693.00,126693.00,11438.00,12531.00,16036.00,7933.00,2478.00,2478.00,0.00,87931.00,893.00,87038.00,119995.00,119031.00,379.00,0.00,585.00,0.00,0.00,33455.00,917.00,1089.00,26030.00,5419.00,24738.00,24738.00,285122.00,256610.00,28512.00,69850.00,69850.00,120958.00,120958.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1995:Q2,1048352.00,142003.00,20583.00,11019.00,45149.00,9626.00,0.00,0.00,0.00,55626.00,125681.00,125681.00,11690.00,12640.00,16629.00,7701.00,2229.00,2229.00,0.00,89625.00,906.00,88719.00,120533.00,119565.00,346.00,0.00,622.00,0.00,0.00,33845.00,940.00,1206.00,26489.00,5210.00,26704.00,26704.00,291433.00,262290.00,29143.00,68742.00,68742.00,123227.00,123227.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1995:Q3,1063163.00,141798.00,20475.00,11024.00,45355.00,10215.00,0.00,0.00,0.00,54729.00,127298.00,127298.00,12512.00,11167.00,15557.00,8122.00,1923.00,1923.00,0.00,91958.00,919.00,91039.00,122110.00,121132.00,369.00,0.00,609.00,0.00,0.00,34604.00,891.00,1282.00,27576.00,4855.00,27961.00,27961.00,288967.00,260070.00,28897.00,77352.00,77352.00,125513.00,125513.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1995:Q4,1111400.00,129434.00,10719.00,9093.00,45078.00,9692.00,0.00,0.00,0.00,54852.00,122111.00,122111.00,12270.00,10056.00,14154.00,8172.00,2272.00,2272.00,0.00,96871.00,932.00,95939.00,132263.00,131377.00,374.00,0.00,512.00,0.00,0.00,33692.00,824.00,1314.00,28842.00,2712.00,29636.00,29636.00,301604.00,271444.00,30160.00,78593.00,78593.00,145390.00,145390.00,17208.00,133.00,3064.00,10170.00,361.00,2553.00,927.00
1996:Q1,1150224.00,137526.00,19224.00,9103.00,44897.00,9825.00,0.00,0.00,0.00,54477.00,126553.00,126553.00,12807.00,9787.00,13732.00,8862.00,1894.00,1894.00,0.00,98725.00,937.00,97788.00,131373.00,129878.00,352.00,0.00,1143.00,0.00,0.00,34531.00,779.00,1321.00,30192.00,2239.00,30218.00,30218.00,303542.00,273188.00,30354.00,89110.00,89110.00,155998.00,155998.00,18160.00,119.00,3072.00,10369.00,412.00,2895.00,1293.00
1996:Q2,1171323.00,137853.00,18447.00,9260.00,44833.00,10384.00,0.00,0.00,0.00,54929.00,126630.00,126630.00,13456.00,8612.00,13079.00,8989.00,1979.00,1979.00,0.00,99928.00,941.00,98987.00,144946.00,143437.00,296.00,0.00,1213.00,0.00,0.00,34421.00,773.00,1454.00,30362.00,1832.00,35595.00,35595.00,305721.00,275149.00,30572.00,89851.00,89851.00,153219.00,153219.00,19112.00,104.00,3080.00,10568.00,464.00,3237.00,1659.00
1996:Q3,1183447.00,136744.00,19121.00,9508.00,43004.00,10637.00,0.00,0.00,0.00,54474.00,139897.00,139897.00,14457.00,8611.00,13537.00,9531.00,2133.00,2133.00,0.00,102883.00,946.00,101937.00,153291.00,151809.00,370.00,0.00,1112.00,0.00,0.00,34029.00,886.00,1505.00,29824.00,1814.00,32968.00,32968.00,299021.00,269119.00,29902.00,86937.00,86937.00,152412.00,152412.00,20064.00,89.00,3088.00,10767.00,515.00,3578.00,2027.00
1996:Q4,1228519.00,132164.00,20042.00,8434.00,44624.00,4849.00,0.00,0.00,0.00,54215.00,126000.00,126000.00,13912.00,9443.00,13413.00,9942.00,2478.00,2478.00,0.00,101411.00,951.00,100460.00,161369.00,159327.00,442.00,0.00,1600.00,0.00,0.00,33976.00,853.00,1529.00,30047.00,1547.00,37710.00,37710.00,304692.00,274223.00,30469.00,94411.00,94411.00,189937.00,189937.00,21016.00,75.00,3096.00,10966.00,567.00,3920.00,2392.00
1997:Q1,1233931.00,136405.00,18132.00,9010.00,45184.00,10240.00,0.00,0.00,0.00,53839.00,130675.00,130675.00,14491.00,9314.00,13518.00,10287.00,2073.00,2073.00,0.00,102888.00,951.00,101937.00,156644.00,154457.00,399.00,0.00,1788.00,0.00,0.00,33770.00,821.00,1540.00,30160.00,1249.00,33232.00,33232.00,308023.00,277221.00,30802.00,101354.00,101354.00,181262.00,181262.00,23800.00,103.00,3375.00,11824.00,1058.00,4790.00,2650.00
1997:Q2,1278069.00,135023.00,18057.00,8999.00,44236.00,10016.00,0.00,0.00,0.00,53715.00,132343.00,132343.00,15006.00,9891.00,14135.00,10762.00,2031.00,2031.00,0.00,104612.00,951.00,103661.00,172367.00,170097.00,448.00,0.00,1822.00,0.00,0.00,34467.00,737.00,1653.00,30793.00,1284.00,34182.00,34182.00,302104.00,271894.00,30210.00,110390.00,110390.00,199069.00,199069.00,26584.00,132.00,3654.00,12682.00,1549.00,5660.00,2907.00
1997:Q3,1320859.00,139585.00,17653.00,9392.00,49109.00,10537.00,0.00,0.00,0.00,52894.00,135779.00,135779.00,14745.00,9015.00,13486.00,10274.00,1767.00,1767.00,0.00,105359.00,952.00,104407.00,181809.00,179452.00,490.00,0.00,1867.00,0.00,0.00,34665.00,785.00,1731.00,30924.00,1225.00,31863.00,31863.00,307503.00,276753.00,30750.00,127447.00,127447.00,201954.00,201954.00,29368.00,161.00,3933.00,13541.00,2040.00,6530.00,3163.00
1997:Q4,1389168.00,138213.00,17647.00,8817.00,49003.00,9989.00,0.00,0.00,0.00,52757.00,143261.00,143261.00,13665.00,6911.00,10832.00,9744.00,2438.00,2438.00,0.00,104623.00,952.00,103671.00,197788.00,195431.00,574.00,0.00,1783.00,0.00,0.00,32944.00,689.00,1604.00,29972.00,679.00,62085.00,62085.00,304094.00,273685.00,30409.00,131172.00,131172.00,219822.00,219822.00,32152.00,189.00,4212.00,14399.00,2531.00,7400.00,3421.00
1998:Q1,1447378.00,138609.00,18304.00,8729.00,49172.00,9974.00,0.00,0.00,0.00,52430.00,148824.00,148824.00,11596.00,5243.00,8808.00,8031.00,2617.00,2617.00,0.00,104820.00,949.00,103871.00,205890.00,203409.00,696.00,0.00,1785.00,0.00,0.00,34138.00,674.00,1775.00,30939.00,750.00,67656.00,67656.00,309089.00,278180.00,30909.00,140059.00,140059.00,245286.00,245286.00,33551.00,182.00,4607.00,14965.00,2923.00,7255.00,3619.00
1998:Q2,1497061.00,139333.00,17365.00,8717.00,50726.00,10082.00,0.00,0.00,0.00,52443.00,146196.00,146196.00,10351.00,3861.00,7320.00,6892.00,2337.00,2337.00,0.00,105769.00,945.00,104824.00,225086.00,222697.00,757.00,0.00,1632.00,0.00,0.00,33689.00,639.00,1778.00,30722.00,550.00,67539.00,67539.00,315670.00,284103.00,31567.00,151513.00,151513.00,259920.00,259920.00,35797.00,171.00,5241.00,15874.00,3553.00,7023.00,3935.00
1998:Q3,1558412.00,137862.00,17479.00,9250.00,48807.00,10346.00,0.00,0.00,0.00,51980.00,146484.00,146484.00,10754.00,3390.00,7800.00,6344.00,2347.00,2347.00,0.00,106270.00,942.00,105328.00,245658.00,242602.00,1019.00,0.00,2037.00,0.00,0.00,35171.00,623.00,1972.00,32028.00,548.00,71542.00,71542.00,313499.00,282149.00,31350.00,149053.00,149053.00,299141.00,299141.00,37241.00,163.00,5648.00,16459.00,3958.00,6874.00,4139.00
1998:Q4,1633238.00,135931.00,17255.00,8518.00,48144.00,10117.00,0.00,0.00,0.00,51897.00,142266.00,142266.00,9068.00,2244.00,6575.00,4737.00,4143.00,4143.00,0.00,104725.00,938.00,103787.00,288189.00,284587.00,1127.00,0.00,2475.00,0.00,0.00,36011.00,590.00,2016.00,32905.00,500.00,85905.00,85905.00,340919.00,306827.00,34092.00,152761.00,152761.00,292339.00,292339.00,38737.00,155.00,6071.00,17064.00,4378.00,6719.00,4350.00
1999:Q1,1676589.00,135297.00,17255.00,8531.00,48131.00,10117.00,0.00,0.00,0.00,51263.00,163247.00,163247.00,8237.00,1995.00,5555.00,4677.00,3619.00,3619.00,0.00,100558.00,934.00,99624.00,298750.00,293953.00,1509.00,0.00,3288.00,0.00,0.00,35646.00,686.00,1983.00,32644.00,333.00,86651.00,86651.00,354283.00,318855.00,35428.00,160646.00,160646.00,287661.00,287661.00,39999.00,214.00,6110.00,17453.00,4806.00,6732.00,4684.00
1999:Q2,1717965.00,135428.00,16930.00,8472.00,48740.00,10199.00,0.00,0.00,0.00,51087.00,140621.00,140621.00,7377.00,1570.00,4830.00,4117.00,4235.00,4235.00,0.00,99856.00,930.00,98926.00,328519.00,322638.00,1848.00,0.00,4033.00,0.00,0.00,35640.00,648.00,2116.00,32828.00,48.00,85844.00,85844.00,363143.00,326829.00,36314.00,183825.00,183825.00,288543.00,288543.00,43364.00,371.00,6215.00,18489.00,5950.00,6766.00,5573.00
1999:Q3,1775589.00,136199.00,17320.00,9101.00,48288.00,10163.00,0.00,0.00,0.00,51327.00,134925.00,134925.00,6514.00,1398.00,4819.00,3093.00,1537.00,1537.00,0.00,100181.00,926.00,99255.00,365294.00,358445.00,2542.00,0.00,4307.00,0.00,0.00,36157.00,651.00,2195.00,33244.00,67.00,83650.00,83650.00,370585.00,333527.00,37059.00,185837.00,185837.00,307264.00,307264.00,46048.00,495.00,6299.00,19315.00,6862.00,6792.00,6285.00
1999:Q4,1895074.00,129092.00,17104.00,8203.00,48044.00,8488.00,0.00,0.00,0.00,47253.00,119542.00,119542.00,6605.00,1630.00,4384.00,3851.00,2581.00,2581.00,0.00,99960.00,922.00,99038.00,395745.00,389179.00,3366.00,0.00,3200.00,0.00,0.00,36597.00,712.00,2136.00,33679.00,70.00,82590.00,82590.00,395088.00,355579.00,39509.00,227926.00,227926.00,349661.00,349661.00,48057.00,589.00,6362.00,19934.00,7545.00,6812.00,6815.00
2000:Q1,2059692.00,129136.00,17595.00,7962.00,47723.00,8525.00,0.00,0.00,0.00,47331.00,120797.00,120797.00,7061.00,1644.00,4921.00,3784.00,1865.00,1865.00,0.00,99642.00,918.00,98724.00,404299.00,398651.00,2632.00,0.00,3016.00,0.00,0.00,36876.00,584.00,2063.00,34129.00,100.00,87640.00,87640.00,422737.00,380463.00,42274.00,286471.00,286471.00,408173.00,408173.00,53351.00,967.00,6671.00,21182.00,9527.00,7419.00,7585.00
2000:Q2,2083510.00,128241.00,16864.00,8071.00,47290.00,8584.00,0.00,0.00,0.00,47432.00,124757.00,124757.00,7267.00,1730.00,4868.00,4129.00,4011.00,4011.00,0.00,100545.00,914.00,99631.00,436609.00,431004.00,2859.00,0.00,2746.00,0.00,0.00,37612.00,481.00,2239.00,34606.00,286.00,79701.00,79701.00,441876.00,397688.00,44188.00,270234.00,270234.00,392297.00,392297.00,58630.00,1345.00,6979.00,22426.00,11503.00,8024.00,8353.00
2000:Q3,2087201.00,127377.00,16018.00,8455.00,47204.00,8818.00,0.00,0.00,0.00,46882.00,112411.00,112411.00,6802.00,1627.00,4637.00,3792.00,1764.00,1764.00,0.00,101999.00,911.00,101088.00,429835.00,424040.00,3136.00,0.00,2659.00,0.00,0.00,38212.00,442.00,2370.00,35038.00,362.00,76609.00,76609.00,441898.00,397708.00,44190.00,273873.00,273873.00,412046.00,412046.00,62748.00,1639.00,7219.00,23397.00,13045.00,8496.00,8952.00
2000:Q4,2141499.00,126343.00,15894.00,8271.00,46641.00,8867.00,0.00,0.00,0.00,46670.00,117339.00,117339.00,5881.00,1606.00,4344.00,3143.00,1647.00,1647.00,0.00,102797.00,907.00,101890.00,437861.00,431987.00,3393.00,0.00,2481.00,0.00,0.00,39738.00,426.00,2489.00,36408.00,415.00,89836.00,89836.00,456178.00,410560.00,45618.00,235134.00,235134.00,460738.00,460738.00,66401.00,1900.00,7432.00,24258.00,14412.00,8915.00,9484.00
2001:Q1,2097439.00,124119.00,15546.00,8212.00,45248.00,8941.00,0.00,0.00,0.00,46172.00,114750.00,114750.00,5972.00,1476.00,6626.00,822.00,2724.00,2724.00,0.00,103783.00,897.00,102886.00,444849.00,439724.00,3241.00,0.00,1884.00,0.00,0.00,39804.00,419.00,2516.00,36443.00,426.00,92852.00,92852.00,455743.00,410169.00,45574.00,195785.00,195785.00,448261.00,448261.00,67321.00,2113.00,7630.00,22064.00,16748.00,9317.00,9449.00
2001:Q2,2129410.00,122652.00,14982.00,7043.00,45225.00,8971.00,0.00,0.00,0.00,46431.00,118873.00,118873.00,5336.00,1222.00,5765.00,793.00,2665.00,2665.00,0.00,103926.00,888.00,103038.00,446041.00,440680.00,3453.00,0.00,1908.00,0.00,0.00,40924.00,388.00,2762.00,37377.00,397.00,91900.00,91900.00,477377.00,429639.00,47738.00,195977.00,195977.00,454086.00,454086.00,68431.00,2369.00,7868.00,19416.00,19567.00,9803.00,9408.00
2001:Q3,2289534.00,122407.00,14771.00,9901.00,42878.00,8892.00,0.00,0.00,0.00,45965.00,137226.00,137226.00,3939.00,910.00,4272.00,577.00,2642.00,2642.00,0.00,105269.00,879.00,104390.00,455395.00,448790.00,3832.00,0.00,2773.00,0.00,0.00,41166.00,380.00,2890.00,37484.00,412.00,102353.00,102353.00,445526.00,400973.00,44553.00,258064.00,258064.00,545609.00,545609.00,69028.00,2507.00,7996.00,17992.00,21082.00,10064.00,9387.00
2001:Q4,2165386.00,118554.00,14667.00,7010.00,42387.00,8967.00,0.00,0.00,0.00,45523.00,115707.00,115707.00,3585.00,1010.00,4055.00,540.00,1945.00,1945.00,0.00,104985.00,869.00,104116.00,463297.00,455246.00,4932.00,0.00,3119.00,0.00,0.00,42560.00,366.00,3099.00,38660.00,435.00,105556.00,105556.00,440219.00,396197.00,44022.00,196359.00,196359.00,502146.00,502146.00,69463.00,2607.00,8090.00,16953.00,22188.00,10254.00,9371.00
2002:Q1,2133538.00,118271.00,14348.00,6911.00,42839.00,9237.00,0.00,0.00,0.00,44936.00,109469.00,109469.00,3501.00,996.00,3935.00,562.00,2087.00,2087.00,0.00,105239.00,856.00,104383.00,455508.00,446262.00,5530.00,0.00,3716.00,0.00,0.00,42771.00,349.00,3135.00,38874.00,413.00,109930.00,109930.00,435101.00,391591.00,43510.00,191989.00,191989.00,487428.00,487428.00,71248.00,2639.00,8321.00,17058.00,24118.00,9979.00,9133.00
2002:Q2,2098881.00,118925.00,14389.00,7882.00,42765.00,9322.00,0.00,0.00,0.00,44567.00,119922.00,119922.00,3981.00,850.00,4369.00,462.00,2077.00,2077.00,0.00,105172.00,842.00,104330.00,459445.00,449390.00,6030.00,0.00,4025.00,0.00,0.00,43684.00,260.00,3404.00,39800.00,220.00,108606.00,108606.00,440427.00,396384.00,44043.00,170555.00,170555.00,451834.00,451834.00,73403.00,2678.00,8600.00,17185.00,26448.00,9646.00,8846.00
2002:Q3,2093296.00,118775.00,14216.00,8106.00,42832.00,9495.00,0.00,0.00,0.00,44126.00,133701.00,133701.00,3775.00,983.00,4276.00,482.00,2115.00,2115.00,0.00,105631.00,828.00,104803.00,470969.00,459636.00,6815.00,0.00,4518.00,0.00,0.00,43628.00,254.00,3486.00,39649.00,239.00,107725.00,107725.00,435430.00,391887.00,43543.00,149624.00,149624.00,446064.00,446064.00,74876.00,2705.00,8790.00,17272.00,28041.00,9419.00,8649.00
2002:Q4,2096645.00,118086.00,13762.00,7991.00,43148.00,9598.00,0.00,0.00,0.00,43587.00,125834.00,125834.00,3930.00,624.00,4390.00,164.00,2868.00,2868.00,0.00,105961.00,815.00,105146.00,470482.00,458434.00,6906.00,0.00,5142.00,0.00,0.00,44231.00,448.00,3629.00,40154.00,0.00,112384.00,112384.00,444043.00,399639.00,44404.00,148201.00,148201.00,441850.00,441850.00,78151.00,2764.00,9214.00,17465.00,31582.00,8913.00,8213.00
2003:Q1,2123549.00,118076.00,13586.00,8104.00,43580.00,9650.00,0.00,0.00,0.00,43156.00,114959.00,114959.00,4270.00,531.00,4678.00,123.00,2603.00,2603.00,0.00,105464.00,800.00,104664.00,476335.00,462486.00,7599.00,0.00,6250.00,0.00,0.00,43545.00,415.00,3540.00,39590.00,0.00,123240.00,123240.00,441554.00,397399.00,44155.00,159526.00,159526.00,454114.00,454114.00,79332.00,2840.00,9342.00,17215.00,32985.00,8943.00,8007.00
2003:Q2,2327854.00,117570.00,13606.00,8495.00,43405.00,9623.00,0.00,0.00,0.00,42441.00,126080.00,126080.00,4108.00,440.00,4408.00,140.00,6654.00,6654.00,0.00,105723.00,786.00,104937.00,486026.00,471410.00,7997.00,0.00,6619.00,0.00,0.00,43169.00,378.00,3756.00,39035.00,0.00,113222.00,113222.00,442347.00,398112.00,44235.00,248456.00,248456.00,553576.00,553576.00,80483.00,2914.00,9466.00,16972.00,34352.00,8973.00,7806.00
2003:Q3,2280133.00,116466.00,13482.00,8495.00,43179.00,9709.00,0.00,0.00,0.00,41601.00,125151.00,125151.00,3783.00,484.00,4154.00,113.00,6837.00,6837.00,0.00,105185.00,771.00,104414.00,490275.00,474042.00,8828.00,0.00,7405.00,0.00,0.00,42822.00,372.00,3900.00,38550.00,0.00,109239.00,109239.00,430996.00,387896.00,43100.00,227610.00,227610.00,539686.00,539686.00,81599.00,2986.00,9587.00,16737.00,35678.00,9001.00,7610.00
2003:Q4,2244725.00,116318.00,13124.00,8814.00,43088.00,9676.00,0.00,0.00,0.00,41616.00,124987.00,124987.00,3751.00,614.00,4193.00,172.00,7852.00,7852.00,0.00,105221.00,757.00,104464.00,501682.00,484579.00,9073.00,0.00,8030.00,0.00,0.00,44168.00,346.00,3983.00,39839.00,0.00,111404.00,111404.00,441742.00,397568.00,44174.00,182500.00,182500.00,521075.00,521075.00,83411.00,3103.00,9783.00,16355.00,37831.00,9048.00,7291.00
