1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1975:Q2,23267.00,2117.00,2640.00,15789.00,10875.00,149.00,3020.00,1745.00,2721.00,23267.00,22065.00,15820.00,-812.00,7109.00,-42.00,-10.00,-857.00,-1361.00,0.00,0.00,0.00,294.00,567.00,-1487.00,830.00,300.00,0.00,2059.00,23267.00,8628.00,3209.00,927.00,-68.00,4112.00,448.00,14691.00,0.00,11431.00,249.00,30.00,1058.00,21.00,1103.00,-31.00,105.00,0.00,910.00,1183.00,0.00,765.00,-2251.00,128.00,-10.00,0.00,-52.00
1975:Q3,17334.00,-4996.00,714.00,16366.00,12139.00,80.00,3593.00,554.00,5250.00,17334.00,21435.00,19362.00,-2356.00,4331.00,-17.00,115.00,-5998.00,679.00,0.00,0.00,0.00,161.00,-4532.00,-1424.00,-1182.00,300.00,0.00,1897.00,17334.00,4929.00,551.00,530.00,-133.00,3683.00,298.00,12394.00,0.00,7434.00,175.00,60.00,1952.00,19.00,755.00,-12.00,65.00,0.00,2036.00,1182.00,0.00,1221.00,-2643.00,321.00,-171.00,0.00,11.00
1975:Q4,35514.00,5428.00,8593.00,15680.00,11136.00,-135.00,3910.00,769.00,5813.00,35514.00,29338.00,22653.00,3311.00,3413.00,-27.00,-12.00,3389.00,363.00,0.00,0.00,0.00,151.00,-699.00,-926.00,4100.00,400.00,0.00,2787.00,35514.00,9346.00,4209.00,1279.00,198.00,3348.00,312.00,26092.00,0.00,18743.00,1367.00,61.00,1085.00,30.00,1205.00,17.00,-333.00,0.00,2086.00,1726.00,0.00,2486.00,-1860.00,575.00,-1096.00,0.00,76.00
1976:Q1,13419.00,-8387.00,7750.00,16144.00,11850.00,1441.00,1909.00,944.00,-2088.00,13419.00,15200.00,7952.00,-1996.00,8007.00,-22.00,1259.00,-3480.00,-2088.00,0.00,0.00,0.00,-25.00,-188.00,-474.00,-805.00,100.00,0.00,1699.00,13419.00,2656.00,270.00,-739.00,-255.00,3440.00,-60.00,10798.00,0.00,2853.00,292.00,24.00,827.00,0.00,555.00,0.00,1.00,0.00,-801.00,2641.00,0.00,1737.00,-630.00,1354.00,1945.00,0.00,-35.00
1976:Q2,42534.00,9419.00,3950.00,20925.00,14840.00,1438.00,3134.00,1513.00,8240.00,42534.00,39585.00,26123.00,7096.00,7695.00,-22.00,-1307.00,-12.00,-483.00,0.00,0.00,0.00,0.00,-95.00,-342.00,808.00,100.00,0.00,2961.00,42534.00,81.00,-173.00,1179.00,175.00,-1569.00,469.00,42366.00,0.00,30480.00,1293.00,22.00,2079.00,24.00,652.00,0.00,80.00,0.00,1020.00,2874.00,0.00,3108.00,-630.00,1264.00,100.00,0.00,87.00
1976:Q3,34957.00,-2654.00,5628.00,24443.00,17739.00,1302.00,3791.00,1611.00,7540.00,34957.00,35591.00,24314.00,2769.00,7304.00,-32.00,1237.00,-754.00,788.00,0.00,0.00,0.00,-44.00,-1624.00,-209.00,235.00,100.00,0.00,120.00,34957.00,5686.00,142.00,634.00,157.00,4367.00,386.00,29155.00,0.00,19523.00,55.00,-4.00,1998.00,-1.00,854.00,-10.00,2.00,0.00,2520.00,2958.00,0.00,1368.00,-630.00,422.00,100.00,0.00,116.00
1976:Q4,59017.00,14764.00,13222.00,22758.00,16238.00,986.00,4043.00,1491.00,8273.00,59017.00,44399.00,27311.00,9777.00,6479.00,-15.00,847.00,8166.00,-200.00,0.00,0.00,0.00,-318.00,1924.00,-385.00,7113.00,32.00,0.00,6452.00,59017.00,8850.00,4176.00,1884.00,635.00,1700.00,455.00,50165.00,0.00,34406.00,2914.00,-3.00,1106.00,29.00,1693.00,41.00,107.00,0.00,510.00,3709.00,0.00,5337.00,-630.00,865.00,81.00,0.00,2.00
1977:Q1,21129.00,-935.00,316.00,21695.00,15260.00,1247.00,3220.00,1968.00,53.00,21129.00,33856.00,16014.00,6994.00,10540.00,-33.00,342.00,-11691.00,-1400.00,0.00,0.00,0.00,-1172.00,-1117.00,-542.00,-7428.00,-32.00,0.00,-1036.00,21129.00,-5318.00,-5248.00,-1487.00,-150.00,1412.00,155.00,26300.00,0.00,16775.00,-1118.00,2.00,971.00,54.00,703.00,6.00,-48.00,0.00,737.00,4725.00,0.00,3458.00,-310.00,426.00,-81.00,0.00,147.00
1977:Q2,64441.00,9670.00,7865.00,34013.00,25556.00,2604.00,2895.00,2958.00,12893.00,64441.00,60805.00,37447.00,12707.00,12722.00,-30.00,-2041.00,2414.00,1255.00,0.00,0.00,0.00,20.00,409.00,-690.00,1320.00,100.00,0.00,1222.00,64441.00,4044.00,1665.00,1714.00,133.00,753.00,-221.00,60445.00,0.00,42219.00,1194.00,2.00,2368.00,41.00,1551.00,119.00,180.00,0.00,3241.00,2562.00,0.00,6090.00,-310.00,1088.00,100.00,0.00,-48.00
1977:Q3,59612.00,8350.00,3434.00,36923.00,27359.00,2089.00,5447.00,2028.00,10905.00,59612.00,53999.00,36876.00,5915.00,10017.00,-25.00,1216.00,2120.00,1337.00,0.00,0.00,0.00,80.00,1777.00,-337.00,-837.00,100.00,0.00,3493.00,59612.00,4561.00,-1711.00,1243.00,190.00,4552.00,287.00,55097.00,0.00,38837.00,2200.00,39.00,2086.00,27.00,1668.00,-53.00,-242.00,0.00,2595.00,4432.00,0.00,3861.00,-310.00,-43.00,0.00,0.00,-46.00
1977:Q4,80998.00,14418.00,18921.00,35720.00,24527.00,2444.00,7166.00,1583.00,11939.00,80998.00,64106.00,36626.00,17367.00,9450.00,-25.00,688.00,12806.00,3119.00,0.00,0.00,0.00,5.00,2398.00,-151.00,7349.00,86.00,0.00,4086.00,80998.00,12498.00,5709.00,2606.00,701.00,3148.00,334.00,68403.00,0.00,43114.00,3519.00,37.00,1311.00,-11.00,3094.00,11.00,419.00,0.00,3709.00,4391.00,0.00,8563.00,-310.00,546.00,10.00,0.00,97.00
1978:Q1,42325.00,6167.00,5879.00,28200.00,19003.00,2522.00,4675.00,2000.00,2079.00,42325.00,49995.00,22373.00,16608.00,10753.00,-24.00,285.00,-7009.00,1105.00,0.00,0.00,0.00,75.00,-1625.00,-456.00,-6122.00,14.00,0.00,-661.00,42325.00,2443.00,-2096.00,-803.00,-17.00,4802.00,557.00,39734.00,0.00,22736.00,2810.00,-107.00,1234.00,-9.00,1524.00,62.00,41.00,0.00,3537.00,2709.00,0.00,3215.00,-82.00,1874.00,190.00,0.00,148.00
1978:Q2,90115.00,17231.00,15245.00,40084.00,28461.00,3445.00,5385.00,2793.00,17555.00,90115.00,78710.00,49118.00,14814.00,16649.00,-27.00,-1843.00,9088.00,3996.00,0.00,0.00,0.00,100.00,2244.00,-223.00,2871.00,100.00,0.00,2317.00,90115.00,9354.00,4289.00,1119.00,421.00,2941.00,584.00,80511.00,0.00,51901.00,2677.00,-110.00,3349.00,-10.00,2549.00,88.00,164.00,0.00,7872.00,3099.00,0.00,6266.00,-83.00,2549.00,200.00,0.00,250.00
1978:Q3,75297.00,7876.00,10861.00,43064.00,32819.00,2409.00,5533.00,2303.00,13496.00,75297.00,66250.00,46339.00,3529.00,16411.00,-26.00,-3.00,5582.00,3884.00,0.00,0.00,0.00,55.00,-50.00,32.00,1461.00,200.00,0.00,3465.00,75297.00,12719.00,4071.00,1102.00,566.00,6450.00,530.00,62209.00,0.00,36161.00,3817.00,14.00,1581.00,1.00,2941.00,59.00,161.00,0.00,8334.00,3144.00,0.00,4130.00,-115.00,1781.00,200.00,0.00,369.00
1978:Q4,96214.00,24143.00,18075.00,40713.00,30940.00,2447.00,5614.00,1712.00,13283.00,96214.00,70685.00,42684.00,13433.00,14583.00,-20.00,5.00,11891.00,3512.00,0.00,0.00,0.00,170.00,2770.00,87.00,4972.00,380.00,0.00,13638.00,96214.00,14996.00,7176.00,2676.00,1096.00,3220.00,828.00,81729.00,0.00,45937.00,8686.00,15.00,1115.00,25.00,4894.00,15.00,179.00,0.00,7550.00,4652.00,0.00,12069.00,-50.00,-3586.00,228.00,0.00,-511.00
1979:Q1,40100.00,2249.00,714.00,34623.00,23988.00,2451.00,4507.00,3677.00,2514.00,40100.00,51914.00,24940.00,14353.00,12633.00,-26.00,15.00,-9548.00,-789.00,0.00,0.00,0.00,115.00,-857.00,-3.00,-8934.00,920.00,0.00,-2266.00,40100.00,433.00,-4510.00,-601.00,350.00,4094.00,1100.00,39227.00,0.00,18406.00,1999.00,16.00,470.00,57.00,3179.00,77.00,211.00,0.00,5331.00,4900.00,0.00,5560.00,-32.00,-819.00,-128.00,0.00,440.00
1979:Q2,102566.00,21421.00,22344.00,45301.00,31996.00,2268.00,6536.00,4501.00,13500.00,102566.00,86251.00,45521.00,15472.00,25132.00,-41.00,167.00,11810.00,3190.00,0.00,0.00,0.00,110.00,2915.00,-93.00,4788.00,900.00,0.00,4505.00,102566.00,15896.00,5635.00,1504.00,700.00,6698.00,1359.00,86133.00,0.00,50058.00,5412.00,20.00,1012.00,-20.00,3617.00,-48.00,220.00,0.00,8237.00,4879.00,0.00,10247.00,-33.00,2632.00,-100.00,0.00,537.00
1979:Q3,96104.00,20133.00,14248.00,47514.00,33981.00,2493.00,7642.00,3398.00,14209.00,96104.00,78452.00,48385.00,9742.00,20447.00,-25.00,-97.00,7346.00,3525.00,0.00,0.00,0.00,135.00,2226.00,-128.00,688.00,900.00,0.00,10306.00,96104.00,13432.00,4937.00,1590.00,536.00,4675.00,1694.00,82091.00,0.00,46640.00,8971.00,21.00,1333.00,30.00,4061.00,218.00,305.00,0.00,6963.00,6803.00,0.00,5587.00,-32.00,1291.00,-100.00,0.00,581.00
1979:Q4,75766.00,7403.00,18177.00,37098.00,25964.00,2631.00,6081.00,2422.00,13088.00,75766.00,68670.00,42437.00,10547.00,15601.00,-26.00,111.00,9774.00,3242.00,0.00,0.00,0.00,230.00,82.00,-115.00,5691.00,644.00,0.00,-2678.00,75766.00,15949.00,6531.00,2571.00,726.00,3815.00,2306.00,59388.00,0.00,32496.00,-978.00,24.00,-9.00,192.00,6077.00,171.00,282.00,0.00,9121.00,6469.00,0.00,7737.00,-33.00,-2791.00,630.00,0.00,429.00
1980:Q1,39787.00,2665.00,11074.00,31002.00,20732.00,1979.00,4464.00,3827.00,-4954.00,39787.00,43946.00,17470.00,8990.00,17455.00,-21.00,52.00,-4416.00,2284.00,0.00,0.00,0.00,280.00,-256.00,-39.00,-7341.00,656.00,0.00,257.00,39787.00,1245.00,-5655.00,-1248.00,-696.00,6818.00,2026.00,37978.00,0.00,11146.00,1866.00,21.00,-290.00,124.00,6043.00,52.00,450.00,0.00,9408.00,5176.00,0.00,2885.00,-50.00,1277.00,-130.00,0.00,564.00
1980:Q2,31552.00,-4455.00,13950.00,26082.00,16196.00,1381.00,4952.00,3553.00,-4025.00,31552.00,22534.00,16171.00,-9960.00,16290.00,-32.00,65.00,2512.00,-1758.00,0.00,0.00,0.00,395.00,-136.00,-61.00,3372.00,700.00,0.00,6506.00,31552.00,17141.00,5276.00,2982.00,-196.00,6567.00,2512.00,12295.00,0.00,-2972.00,2301.00,142.00,-2500.00,47.00,5651.00,72.00,241.00,0.00,2234.00,4062.00,0.00,3282.00,-50.00,-115.00,-100.00,0.00,2116.00
1980:Q3,67902.00,14531.00,10941.00,37731.00,29241.00,1810.00,4944.00,1736.00,4699.00,67902.00,55698.00,34308.00,5665.00,15395.00,-29.00,359.00,5355.00,1797.00,0.00,0.00,0.00,165.00,722.00,-52.00,2023.00,700.00,0.00,6849.00,67902.00,19762.00,8051.00,3288.00,436.00,5227.00,2760.00,48445.00,0.00,25384.00,6272.00,167.00,300.00,44.00,3327.00,208.00,302.00,0.00,4945.00,5675.00,0.00,619.00,-50.00,1352.00,-100.00,0.00,-305.00
1980:Q4,101233.00,32587.00,24537.00,36401.00,26382.00,2308.00,6095.00,1616.00,7708.00,101233.00,79829.00,40432.00,24924.00,14048.00,-22.00,448.00,14535.00,4802.00,0.00,0.00,0.00,375.00,607.00,-39.00,8228.00,562.00,0.00,6869.00,101233.00,19695.00,6599.00,4672.00,939.00,5001.00,2484.00,82299.00,0.00,44359.00,7309.00,170.00,700.00,129.00,4224.00,93.00,293.00,0.00,9129.00,4268.00,0.00,7107.00,-50.00,4765.00,-197.00,0.00,-761.00
1981:Q1,23811.00,-6019.00,7115.00,26857.00,15217.00,1422.00,7608.00,2610.00,-4142.00,23811.00,31822.00,8032.00,5499.00,18094.00,-30.00,227.00,-9284.00,212.00,0.00,0.00,0.00,675.00,-828.00,-29.00,-9352.00,38.00,0.00,1273.00,23811.00,6435.00,-5471.00,456.00,1614.00,7639.00,2197.00,14166.00,0.00,3425.00,-192.00,250.00,200.00,61.00,3636.00,184.00,276.00,0.00,4323.00,3301.00,0.00,1555.00,-20.00,-2930.00,97.00,0.00,3210.00
1981:Q2,94367.00,24448.00,23330.00,38881.00,23808.00,1004.00,10985.00,3084.00,7708.00,94367.00,77034.00,35052.00,22656.00,18596.00,-27.00,757.00,11604.00,6920.00,0.00,0.00,0.00,5.00,1980.00,-29.00,1675.00,1053.00,0.00,5729.00,94367.00,19474.00,4946.00,3139.00,1800.00,7350.00,2239.00,74528.00,0.00,42156.00,1012.00,280.00,1300.00,92.00,3470.00,123.00,436.00,0.00,10946.00,3591.00,0.00,10303.00,-20.00,372.00,467.00,0.00,365.00
1981:Q3,78529.00,19483.00,17153.00,31575.00,17634.00,1087.00,10426.00,2428.00,10318.00,78529.00,65295.00,28711.00,23006.00,13707.00,-28.00,-101.00,8810.00,8252.00,0.00,0.00,0.00,900.00,394.00,-24.00,-1659.00,947.00,0.00,4424.00,78529.00,14253.00,3228.00,2294.00,2167.00,4810.00,1754.00,61577.00,0.00,27969.00,7360.00,340.00,1000.00,102.00,3480.00,7.00,598.00,0.00,13944.00,3519.00,0.00,3906.00,-20.00,-1111.00,483.00,0.00,2699.00
1981:Q4,73218.00,17336.00,25158.00,24770.00,10894.00,1278.00,10978.00,1620.00,5954.00,73218.00,59848.00,23924.00,21273.00,14320.00,-24.00,355.00,10726.00,847.00,0.00,0.00,0.00,300.00,363.00,-18.00,8229.00,1005.00,0.00,2644.00,73218.00,20151.00,8544.00,3544.00,2416.00,4155.00,1492.00,48443.00,0.00,24993.00,2705.00,430.00,-800.00,92.00,3375.00,35.00,319.00,0.00,3310.00,4616.00,0.00,6990.00,-19.00,1955.00,442.00,0.00,4624.00
1982:Q1,30537.00,16090.00,-1575.00,20367.00,10448.00,1263.00,6934.00,1722.00,-4345.00,30537.00,38186.00,1446.00,24897.00,11625.00,-26.00,244.00,-7198.00,968.00,0.00,0.00,0.00,400.00,1298.00,-12.00,-9447.00,-405.00,0.00,-451.00,30537.00,3421.00,-706.00,-1720.00,1529.00,3184.00,1134.00,25863.00,0.00,4120.00,10663.00,547.00,-700.00,65.00,2390.00,0.00,471.00,0.00,3558.00,8642.00,0.00,433.00,39.00,-3773.00,-592.00,0.00,1253.00
1982:Q2,69977.00,20476.00,17279.00,24872.00,13459.00,1054.00,9028.00,1331.00,7350.00,69977.00,61219.00,22469.00,19609.00,18635.00,-32.00,538.00,6998.00,3236.00,0.00,0.00,0.00,0.00,9.00,59.00,4046.00,-352.00,0.00,1760.00,69977.00,15178.00,5935.00,1460.00,1354.00,5408.00,1021.00,54185.00,0.00,26836.00,-187.00,691.00,400.00,42.00,2199.00,1473.00,236.00,0.00,8105.00,9323.00,0.00,5750.00,40.00,-151.00,-572.00,0.00,614.00
1982:Q3,55005.00,14788.00,8713.00,25576.00,13418.00,704.00,10639.00,815.00,5928.00,55005.00,50705.00,20547.00,13062.00,17079.00,-30.00,47.00,614.00,-1756.00,0.00,0.00,0.00,0.00,-89.00,56.00,1851.00,552.00,0.00,3686.00,55005.00,12142.00,3658.00,859.00,1005.00,5212.00,1408.00,40032.00,0.00,13481.00,3152.00,697.00,1200.00,53.00,1858.00,975.00,441.00,0.00,2963.00,13280.00,0.00,121.00,40.00,1699.00,72.00,0.00,2831.00
1982:Q4,64155.00,12269.00,12747.00,29236.00,17162.00,2422.00,9438.00,214.00,9903.00,64155.00,53863.00,33915.00,9303.00,10538.00,-31.00,138.00,7514.00,-1641.00,0.00,0.00,0.00,0.00,1373.00,26.00,7059.00,697.00,0.00,2778.00,64155.00,20347.00,13357.00,2206.00,709.00,2399.00,1676.00,43762.00,0.00,11569.00,208.00,565.00,200.00,99.00,2050.00,1409.00,106.00,0.00,214.00,18288.00,0.00,3968.00,40.00,4993.00,53.00,0.00,46.00
1983:Q1,15059.00,-453.00,-10507.00,30827.00,16952.00,1032.00,12614.00,229.00,-4808.00,15059.00,22770.00,8841.00,-4410.00,18112.00,-15.00,242.00,-9994.00,-5534.00,0.00,0.00,0.00,0.00,1209.00,9.00,-6181.00,503.00,0.00,2283.00,15059.00,-4873.00,-6803.00,-1455.00,548.00,1230.00,1607.00,18577.00,0.00,-2038.00,-658.00,454.00,100.00,149.00,1806.00,1286.00,210.00,0.00,-4003.00,17998.00,0.00,2804.00,-30.00,952.00,-453.00,0.00,1355.00
1983:Q2,81991.00,5222.00,17226.00,47615.00,29157.00,3741.00,13885.00,832.00,11928.00,81991.00,75901.00,46317.00,12185.00,17115.00,-32.00,317.00,4990.00,-487.00,0.00,0.00,0.00,0.00,376.00,-81.00,4689.00,493.00,0.00,1100.00,81991.00,11292.00,2542.00,2303.00,765.00,3812.00,1870.00,68759.00,0.00,34657.00,-2633.00,364.00,2600.00,205.00,1680.00,653.00,116.00,0.00,2144.00,16544.00,0.00,6804.00,-30.00,6015.00,-360.00,0.00,1940.00
1983:Q3,86306.00,3451.00,9374.00,56707.00,37188.00,5023.00,13760.00,736.00,16774.00,86306.00,87162.00,54542.00,15306.00,16975.00,-14.00,353.00,-1685.00,-173.00,0.00,0.00,0.00,0.00,105.00,-56.00,-1168.00,-393.00,0.00,829.00,86306.00,7250.00,232.00,1574.00,1300.00,2252.00,1892.00,78510.00,0.00,42739.00,4210.00,329.00,3300.00,206.00,2780.00,860.00,50.00,0.00,927.00,18477.00,0.00,3429.00,-30.00,1023.00,210.00,0.00,546.00
1983:Q4,126359.00,28041.00,19758.00,54294.00,32787.00,5445.00,15449.00,613.00,24266.00,126359.00,115709.00,59666.00,36743.00,19123.00,-20.00,197.00,7774.00,1609.00,0.00,0.00,0.00,0.00,738.00,-72.00,5805.00,-306.00,0.00,2876.00,126359.00,13319.00,3441.00,3951.00,1731.00,1679.00,2517.00,111135.00,0.00,71468.00,1679.00,353.00,3000.00,151.00,3846.00,-445.00,502.00,0.00,4549.00,13269.00,0.00,12121.00,-30.00,396.00,276.00,0.00,1905.00
1984:Q1,76798.00,13435.00,6359.00,49872.00,29515.00,6043.00,15065.00,-751.00,7132.00,76798.00,84789.00,34100.00,24658.00,26255.00,-37.00,-187.00,-8578.00,-1034.00,0.00,0.00,0.00,0.00,-1509.00,92.00,-4533.00,-1594.00,0.00,587.00,76798.00,3502.00,-3518.00,547.00,2467.00,1590.00,2416.00,67363.00,0.00,44404.00,1646.00,347.00,3500.00,103.00,423.00,-232.00,75.00,0.00,3422.00,11123.00,0.00,5210.00,222.00,-2454.00,-426.00,0.00,5933.00
1984:Q2,152305.00,26323.00,29210.00,68983.00,39331.00,8004.00,21279.00,369.00,27789.00,152305.00,134256.00,63439.00,38390.00,32164.00,-24.00,287.00,11370.00,8390.00,0.00,0.00,0.00,0.00,3364.00,157.00,-102.00,-439.00,0.00,6679.00,152305.00,13641.00,1361.00,4325.00,2480.00,2692.00,2783.00,131161.00,0.00,93779.00,1206.00,312.00,4400.00,76.00,2371.00,-523.00,209.00,0.00,10995.00,7781.00,0.00,9729.00,222.00,934.00,-330.00,0.00,7503.00
1984:Q3,103029.00,3890.00,14804.00,62295.00,34659.00,5417.00,22091.00,128.00,22040.00,103029.00,97081.00,51475.00,15738.00,28955.00,-28.00,941.00,11302.00,7238.00,0.00,0.00,0.00,0.00,361.00,144.00,2120.00,1439.00,0.00,-5354.00,103029.00,15331.00,4007.00,3281.00,2513.00,3121.00,2409.00,83894.00,0.00,50649.00,3441.00,335.00,3600.00,90.00,1955.00,-328.00,26.00,0.00,9569.00,12194.00,0.00,3954.00,221.00,-2242.00,430.00,0.00,3804.00
1984:Q4,144805.00,30508.00,32288.00,57264.00,32419.00,5771.00,20119.00,-1045.00,24745.00,144805.00,133388.00,62402.00,38007.00,26290.00,-11.00,6700.00,15292.00,1783.00,0.00,0.00,0.00,0.00,976.00,67.00,11071.00,1395.00,0.00,-3875.00,144805.00,25386.00,4601.00,6265.00,2546.00,9347.00,2627.00,113881.00,0.00,63184.00,7281.00,413.00,3400.00,84.00,1393.00,694.00,294.00,0.00,3643.00,13449.00,2000.00,16067.00,163.00,1419.00,397.00,0.00,5538.00
1985:Q1,72704.00,2318.00,1210.00,59737.00,38884.00,5401.00,15152.00,300.00,9439.00,72704.00,85901.00,47126.00,12126.00,24209.00,-25.00,2465.00,-10134.00,289.00,0.00,0.00,0.00,0.00,-3556.00,20.00,-6492.00,-395.00,0.00,-3063.00,72704.00,16148.00,7442.00,-1499.00,1698.00,6451.00,2056.00,56907.00,0.00,31334.00,-2236.00,522.00,1300.00,205.00,1746.00,1306.00,64.00,0.00,4544.00,15046.00,541.00,3653.00,99.00,-1220.00,3.00,0.00,-351.00
1985:Q2,128769.00,13081.00,25484.00,66635.00,42401.00,6474.00,18903.00,-1143.00,23569.00,128769.00,116830.00,76091.00,8424.00,29074.00,-20.00,3261.00,16126.00,5182.00,0.00,0.00,0.00,0.00,-2155.00,77.00,13366.00,-344.00,0.00,-4187.00,128769.00,23649.00,10562.00,2973.00,1484.00,6494.00,2136.00,104338.00,0.00,46657.00,3302.00,657.00,3100.00,178.00,3592.00,763.00,26.00,0.00,7631.00,17057.00,1901.00,12952.00,143.00,6264.00,115.00,0.00,782.00
1985:Q3,120275.00,15741.00,10096.00,68125.00,49120.00,5674.00,16173.00,-2842.00,26313.00,120275.00,106761.00,88357.00,4062.00,13187.00,-13.00,1168.00,12311.00,6363.00,0.00,0.00,0.00,300.00,5700.00,110.00,-1106.00,944.00,0.00,1203.00,120275.00,6822.00,-6213.00,2412.00,954.00,7069.00,2600.00,110944.00,0.00,54113.00,5972.00,624.00,3100.00,150.00,2569.00,-443.00,-24.00,0.00,7022.00,22242.00,590.00,13203.00,151.00,2090.00,-415.00,0.00,2509.00
1985:Q4,157149.00,21203.00,45743.00,65534.00,49695.00,10951.00,19535.00,-14647.00,24669.00,157149.00,133095.00,88542.00,39349.00,3930.00,-11.00,1285.00,26568.00,3317.00,0.00,0.00,0.00,785.00,-2443.00,128.00,23873.00,908.00,0.00,-2514.00,157149.00,21688.00,14337.00,5808.00,536.00,-2009.00,3016.00,131048.00,0.00,50364.00,8314.00,419.00,2200.00,142.00,7055.00,2655.00,-12.00,0.00,1936.00,24532.00,2936.00,17123.00,2026.00,11731.00,-373.00,0.00,4413.00
1986:Q1,54941.00,-567.00,11330.00,47953.00,30790.00,7059.00,12570.00,-2466.00,-3775.00,54941.00,59543.00,27143.00,13766.00,18023.00,-11.00,622.00,-966.00,-1405.00,0.00,0.00,0.00,115.00,-1492.00,224.00,2000.00,-408.00,0.00,-3636.00,54941.00,5075.00,1565.00,-4079.00,-165.00,3142.00,4612.00,48871.00,0.00,11898.00,-1504.00,233.00,600.00,284.00,3198.00,-154.00,91.00,0.00,-4809.00,26723.00,1440.00,8615.00,234.00,2149.00,-127.00,0.00,995.00
1986:Q2,123164.00,12283.00,13671.00,76118.00,59132.00,7888.00,11592.00,-2494.00,21092.00,123164.00,115290.00,68639.00,24367.00,21685.00,-9.00,608.00,12117.00,7776.00,0.00,0.00,0.00,289.00,9985.00,317.00,-5889.00,-361.00,0.00,-4243.00,123164.00,2019.00,-5866.00,-229.00,1273.00,3964.00,2877.00,113040.00,0.00,38085.00,3507.00,62.00,2800.00,220.00,5501.00,-870.00,-203.00,0.00,5584.00,34485.00,2701.00,20844.00,307.00,-6.00,23.00,0.00,8105.00
1986:Q3,123688.00,-2146.00,17882.00,85955.00,67193.00,7976.00,13307.00,-2521.00,21997.00,123688.00,114947.00,84444.00,14826.00,15740.00,-12.00,-51.00,8781.00,4376.00,0.00,0.00,0.00,-433.00,5222.00,77.00,-2251.00,1790.00,0.00,-40.00,123688.00,6032.00,805.00,-815.00,1168.00,2828.00,2046.00,106291.00,0.00,20676.00,10794.00,-6.00,4300.00,232.00,5460.00,-383.00,167.00,0.00,998.00,46824.00,2455.00,11431.00,103.00,2679.00,561.00,0.00,11365.00
1986:Q4,189720.00,63169.00,32601.00,77483.00,46736.00,10556.00,22712.00,-2521.00,16467.00,189720.00,167916.00,89064.00,66899.00,11699.00,-4.00,258.00,18281.00,9849.00,0.00,0.00,0.00,-336.00,-1067.00,-22.00,10168.00,-311.00,0.00,3523.00,189720.00,13347.00,9153.00,2772.00,-1583.00,742.00,2263.00,175242.00,0.00,83771.00,20488.00,25.00,3600.00,273.00,7572.00,-1354.00,186.00,0.00,5221.00,55695.00,-13278.00,10762.00,-641.00,1908.00,1014.00,0.00,1131.00
1987:Q1,12957.00,-26719.00,-6491.00,68205.00,51909.00,3509.00,14828.00,-2041.00,-22038.00,12957.00,29142.00,17445.00,-4418.00,16315.00,-9.00,-191.00,-14712.00,-1711.00,0.00,0.00,0.00,-720.00,-5689.00,216.00,-7190.00,382.00,0.00,-1473.00,12957.00,-2336.00,869.00,-2254.00,-1726.00,-2656.00,3431.00,17313.00,0.00,-24133.00,3419.00,29.00,300.00,96.00,1557.00,-1159.00,-217.00,0.00,-6293.00,43844.00,2377.00,602.00,240.00,-3862.00,513.00,0.00,-2020.00
1987:Q2,140069.00,5741.00,26122.00,92210.00,73463.00,4749.00,16062.00,-2064.00,15996.00,140069.00,133168.00,93071.00,27481.00,14509.00,-2.00,-1891.00,7556.00,8355.00,0.00,0.00,0.00,-30.00,227.00,129.00,-820.00,-305.00,0.00,-655.00,140069.00,1959.00,-1610.00,2491.00,-2512.00,727.00,2863.00,133990.00,0.00,49960.00,9754.00,-8.00,4600.00,306.00,4463.00,-788.00,-105.00,0.00,5831.00,39707.00,3757.00,13172.00,-25.00,3322.00,44.00,0.00,4120.00
1987:Q3,111608.00,9268.00,9888.00,73128.00,58207.00,4452.00,12556.00,-2087.00,19324.00,111608.00,111255.00,80178.00,17201.00,13706.00,-3.00,173.00,4825.00,5951.00,0.00,0.00,0.00,0.00,-4981.00,167.00,3160.00,528.00,0.00,-4472.00,111608.00,-1072.00,4051.00,1851.00,-2086.00,-5862.00,974.00,109970.00,0.00,48784.00,5709.00,-4.00,6100.00,118.00,4023.00,-583.00,180.00,0.00,6694.00,31942.00,6041.00,-1395.00,335.00,2506.00,-480.00,0.00,2710.00
