1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1965:Q2,8828.00,-652.00,-172.00,0.00,52.00,-532.00,9968.00,11252.00,-340.00,-944.00,-540.00,-36.00,-504.00,48.00,4.00,8828.00,3624.00,-1384.00,-1504.00,120.00,9192.00,-3480.00,68.00,-88.00,-28.00,-96.00,0.00,0.00,108.00,128.00,0.00,44.00,-104.00,-324.00,220.00,912.00
1965:Q3,7636.00,4364.00,200.00,0.00,76.00,4088.00,4088.00,-17060.00,800.00,20348.00,-880.00,-28.00,-852.00,64.00,0.00,7636.00,21956.00,-1720.00,-1828.00,108.00,-14738.00,3080.00,268.00,-84.00,68.00,128.00,4.00,0.00,-40.00,148.00,0.00,44.00,1080.00,848.00,232.00,-2290.00
1965:Q4,8612.00,1620.00,-932.00,0.00,-128.00,2680.00,6728.00,-1584.00,500.00,7812.00,116.00,120.00,-4.00,144.00,4.00,8612.00,-1980.00,7872.00,7788.00,84.00,-2764.00,824.00,1808.00,-64.00,828.00,724.00,20.00,0.00,128.00,164.00,0.00,8.00,1020.00,492.00,528.00,1832.00
1966:Q1,2820.00,3724.00,940.00,0.00,560.00,2224.00,-1080.00,-5768.00,-460.00,5148.00,-48.00,-4.00,-44.00,220.00,4.00,2820.00,6748.00,-9596.00,-9608.00,12.00,-5376.00,1960.00,-1520.00,-12.00,-1720.00,64.00,32.00,0.00,-116.00,156.00,0.00,76.00,340.00,96.00,244.00,10264.00
1966:Q2,18924.00,3428.00,1488.00,0.00,700.00,1240.00,13976.00,23520.00,-612.00,-8932.00,1228.00,84.00,1144.00,292.00,0.00,18924.00,-5660.00,-2312.00,-2284.00,-28.00,23154.00,-1428.00,-84.00,24.00,96.00,-664.00,40.00,0.00,232.00,124.00,0.00,64.00,476.00,172.00,304.00,4778.00
1966:Q3,-7260.00,2848.00,1380.00,0.00,-492.00,1960.00,-10392.00,-22120.00,912.00,10816.00,-32.00,-16.00,-16.00,312.00,4.00,-7260.00,13552.00,-2208.00,-2176.00,-32.00,-14228.00,-224.00,-12.00,28.00,248.00,-288.00,56.00,0.00,-232.00,104.00,0.00,72.00,620.00,404.00,216.00,-4760.00
1966:Q4,3348.00,-496.00,-3152.00,0.00,48.00,2608.00,3980.00,2236.00,904.00,840.00,-416.00,-104.00,-312.00,280.00,0.00,3348.00,-7144.00,11388.00,11380.00,8.00,-4974.00,1648.00,2056.00,-8.00,1552.00,156.00,76.00,0.00,128.00,72.00,0.00,80.00,1428.00,848.00,580.00,-1054.00
1967:Q1,11672.00,4512.00,2680.00,0.00,-84.00,1916.00,7120.00,-2156.00,-404.00,9680.00,-256.00,-32.00,-224.00,292.00,4.00,11672.00,13244.00,-1132.00,-1224.00,92.00,-2186.00,708.00,-396.00,-32.00,-956.00,264.00,156.00,0.00,-140.00,64.00,0.00,248.00,-380.00,-520.00,140.00,1814.00
1967:Q2,2916.00,6348.00,2940.00,0.00,72.00,3336.00,-5376.00,1004.00,-336.00,-6044.00,1632.00,64.00,1568.00,312.00,0.00,2916.00,-3572.00,1408.00,1288.00,120.00,2964.00,-1464.00,616.00,-64.00,304.00,60.00,32.00,0.00,-40.00,60.00,0.00,264.00,-36.00,-200.00,164.00,3000.00
1967:Q3,32356.00,-3396.00,-3160.00,0.00,104.00,-340.00,35796.00,2172.00,936.00,32688.00,-352.00,52.00,-404.00,304.00,4.00,32356.00,22760.00,6956.00,6808.00,148.00,2808.00,2716.00,364.00,-56.00,188.00,172.00,-136.00,0.00,-40.00,84.00,0.00,152.00,1304.00,1092.00,212.00,-4552.00
1967:Q4,14336.00,4092.00,1040.00,0.00,-128.00,3180.00,10476.00,-52.00,1048.00,9480.00,-504.00,16.00,-520.00,268.00,4.00,14336.00,8416.00,3480.00,3312.00,168.00,-1662.00,1244.00,772.00,-24.00,580.00,48.00,-312.00,0.00,232.00,88.00,0.00,160.00,1360.00,936.00,424.00,726.00
1968:Q1,3436.00,3196.00,-236.00,0.00,208.00,3224.00,-1416.00,-3468.00,-328.00,2380.00,1436.00,160.00,1276.00,220.00,0.00,3436.00,4556.00,4452.00,4328.00,124.00,-8038.00,-2628.00,-1040.00,48.00,-1648.00,-92.00,248.00,0.00,-212.00,80.00,0.00,536.00,56.00,40.00,16.00,6078.00
1968:Q2,2576.00,2820.00,-1152.00,0.00,-68.00,4040.00,-3028.00,1932.00,-312.00,-4648.00,2696.00,252.00,2444.00,84.00,4.00,2576.00,-5676.00,848.00,676.00,172.00,-754.00,1948.00,1560.00,108.00,244.00,316.00,152.00,0.00,92.00,48.00,0.00,600.00,92.00,-128.00,220.00,4558.00
1968:Q3,37024.00,-608.00,-1388.00,0.00,-112.00,892.00,41100.00,9016.00,792.00,31292.00,-3652.00,444.00,-4096.00,184.00,0.00,37024.00,29072.00,2040.00,1864.00,176.00,15412.00,-4760.00,1724.00,108.00,836.00,132.00,104.00,0.00,12.00,36.00,0.00,496.00,1404.00,1124.00,280.00,-7868.00
1968:Q4,17400.00,764.00,-1500.00,0.00,296.00,1968.00,12064.00,-8376.00,944.00,19496.00,4044.00,-32.00,4076.00,520.00,8.00,17400.00,7980.00,4212.00,4064.00,148.00,-15690.00,2500.00,1412.00,44.00,992.00,128.00,-208.00,0.00,120.00,68.00,0.00,268.00,1848.00,1208.00,640.00,15138.00
1969:Q1,-3788.00,5732.00,600.00,0.00,-292.00,5424.00,-16960.00,-1520.00,-44.00,-15396.00,7340.00,112.00,7228.00,100.00,0.00,-3788.00,-7048.00,7504.00,7396.00,108.00,-3104.00,-956.00,-708.00,-4.00,-1340.00,-40.00,480.00,0.00,52.00,56.00,0.00,88.00,-128.00,-224.00,96.00,652.00
1969:Q2,8716.00,2580.00,2152.00,0.00,60.00,368.00,5540.00,4088.00,-44.00,1496.00,432.00,-48.00,480.00,160.00,4.00,8716.00,-9404.00,8636.00,8556.00,80.00,4028.00,192.00,-1196.00,-56.00,-520.00,16.00,-728.00,0.00,88.00,72.00,0.00,-68.00,448.00,-32.00,480.00,6012.00
1969:Q3,11588.00,1668.00,-1132.00,0.00,-36.00,2836.00,8644.00,-564.00,744.00,8464.00,1112.00,144.00,968.00,160.00,4.00,11588.00,7596.00,4696.00,4632.00,64.00,4624.00,772.00,868.00,-64.00,248.00,-20.00,56.00,0.00,712.00,108.00,0.00,-172.00,1252.00,852.00,400.00,-8220.00
1969:Q4,15740.00,3136.00,664.00,0.00,-132.00,2604.00,21428.00,-1828.00,820.00,22436.00,-8932.00,12.00,-8944.00,104.00,4.00,15740.00,1632.00,1900.00,1836.00,64.00,664.00,7780.00,672.00,-40.00,1420.00,80.00,-80.00,0.00,-656.00,112.00,0.00,-164.00,1696.00,700.00,996.00,1396.00
1970:Q1,29652.00,11460.00,4268.00,0.00,316.00,6876.00,1892.00,5176.00,80.00,-3364.00,15808.00,4.00,15804.00,488.00,4.00,29652.00,18188.00,460.00,348.00,112.00,16146.00,132.00,-1244.00,68.00,-628.00,20.00,-292.00,0.00,-280.00,124.00,0.00,-256.00,588.00,400.00,188.00,-4618.00
1970:Q2,15936.00,-2092.00,-2648.00,0.00,-184.00,740.00,19208.00,7000.00,52.00,12156.00,-1528.00,16.00,-1544.00,344.00,4.00,15936.00,19900.00,-2812.00,-2920.00,108.00,2006.00,-364.00,-592.00,136.00,-384.00,-444.00,280.00,0.00,52.00,156.00,0.00,-388.00,364.00,-116.00,480.00,-2566.00
1970:Q3,44140.00,4948.00,-3332.00,0.00,-180.00,8460.00,33816.00,1112.00,1048.00,31656.00,5108.00,44.00,5064.00,268.00,0.00,44140.00,39236.00,212.00,108.00,104.00,-1800.00,-3944.00,500.00,144.00,196.00,440.00,-128.00,0.00,28.00,196.00,0.00,-376.00,1348.00,912.00,436.00,8588.00
1970:Q4,-38724.00,-2044.00,184.00,0.00,-76.00,-2152.00,-34300.00,-1752.00,916.00,-33464.00,-2668.00,48.00,-2716.00,280.00,8.00,-38724.00,-46768.00,6384.00,6272.00,112.00,-2234.00,-8.00,2220.00,96.00,1312.00,312.00,456.00,0.00,52.00,224.00,0.00,-232.00,1640.00,888.00,752.00,42.00
1971:Q1,27580.00,10084.00,3128.00,0.00,232.00,6724.00,11288.00,-13180.00,-1216.00,25684.00,6320.00,-24.00,6344.00,-120.00,8.00,27580.00,34624.00,-5880.00,-5992.00,112.00,-4570.00,5432.00,-368.00,92.00,-836.00,372.00,-144.00,0.00,52.00,228.00,0.00,-132.00,-716.00,-1008.00,292.00,-942.00
1971:Q2,40876.00,1584.00,1292.00,0.00,-128.00,420.00,32996.00,14660.00,-1308.00,19644.00,6388.00,336.00,6052.00,-100.00,8.00,40876.00,18752.00,5384.00,5276.00,108.00,12136.00,-1232.00,332.00,84.00,-268.00,24.00,272.00,0.00,-72.00,216.00,0.00,76.00,-428.00,-1100.00,672.00,5932.00
1971:Q3,29592.00,5632.00,-1876.00,0.00,4.00,7504.00,25504.00,1300.00,308.00,23896.00,-2580.00,-300.00,-2280.00,1032.00,4.00,29592.00,28448.00,-4320.00,-4456.00,136.00,92.00,1832.00,1528.00,72.00,100.00,148.00,120.00,0.00,772.00,204.00,0.00,112.00,340.00,12.00,328.00,1672.00
1971:Q4,-25856.00,664.00,1044.00,0.00,368.00,-748.00,-17628.00,6144.00,232.00,-24004.00,-9516.00,724.00,-10240.00,616.00,8.00,-25856.00,-27860.00,-496.00,-688.00,192.00,6344.00,-2736.00,1436.00,60.00,1024.00,252.00,392.00,0.00,-536.00,204.00,0.00,40.00,1948.00,1324.00,624.00,-4492.00
1972:Q1,32648.00,-2232.00,-5580.00,0.00,-760.00,4108.00,52276.00,-5888.00,1388.00,56776.00,-17096.00,164.00,-17260.00,-308.00,8.00,32648.00,24912.00,4228.00,3988.00,240.00,-11870.00,3464.00,-1400.00,48.00,-2396.00,432.00,620.00,0.00,-320.00,200.00,0.00,16.00,988.00,792.00,196.00,12326.00
1972:Q2,13144.00,360.00,-2200.00,0.00,92.00,2468.00,18240.00,-344.00,1508.00,17076.00,-5164.00,408.00,-5572.00,-300.00,8.00,13144.00,16052.00,844.00,532.00,312.00,-2288.00,-3548.00,1420.00,40.00,656.00,232.00,176.00,0.00,100.00,196.00,0.00,20.00,2684.00,2008.00,676.00,-2020.00
1972:Q3,27932.00,3408.00,44.00,0.00,-276.00,3640.00,24184.00,1828.00,1344.00,21012.00,-620.00,1332.00,-1952.00,956.00,4.00,27932.00,-620.00,7948.00,7644.00,304.00,-6024.00,3292.00,936.00,24.00,376.00,424.00,-96.00,0.00,20.00,196.00,0.00,-8.00,2816.00,2400.00,416.00,19584.00
1972:Q4,23908.00,10984.00,3312.00,0.00,560.00,7112.00,2352.00,7228.00,1328.00,-6204.00,9608.00,-680.00,10288.00,956.00,8.00,23908.00,14280.00,-2428.00,-2644.00,216.00,16272.00,-1012.00,3384.00,12.00,2236.00,852.00,176.00,0.00,8.00,192.00,0.00,-92.00,2256.00,1208.00,1048.00,-8844.00
1973:Q1,24316.00,8876.00,6196.00,0.00,292.00,2388.00,19880.00,2116.00,-1036.00,18800.00,-4568.00,-696.00,-3872.00,116.00,12.00,24316.00,19808.00,-1384.00,-1900.00,516.00,9420.00,876.00,-1888.00,0.00,-1828.00,396.00,-620.00,0.00,140.00,188.00,0.00,-164.00,-1084.00,-1440.00,356.00,-1432.00
1973:Q2,24904.00,3436.00,-2524.00,0.00,-20.00,5980.00,17776.00,-5776.00,2424.00,21128.00,4032.00,1344.00,2688.00,-352.00,12.00,24904.00,28740.00,804.00,260.00,544.00,-8948.00,-1220.00,436.00,-24.00,-88.00,508.00,208.00,0.00,-96.00,188.00,0.00,-260.00,4580.00,3748.00,832.00,512.00
1973:Q3,-19288.00,-6288.00,-10080.00,0.00,252.00,3540.00,-9376.00,-8948.00,924.00,-1352.00,-4488.00,-484.00,-4004.00,864.00,0.00,-19288.00,-15704.00,4240.00,3644.00,596.00,-25224.00,-492.00,684.00,-20.00,-264.00,1296.00,-256.00,0.00,16.00,184.00,0.00,-272.00,1104.00,692.00,412.00,16104.00
1973:Q4,36544.00,7404.00,4416.00,0.00,-800.00,3788.00,22360.00,8576.00,6592.00,7192.00,6080.00,2788.00,3292.00,696.00,4.00,36544.00,15592.00,4168.00,3580.00,588.00,17728.00,876.00,3068.00,-8.00,2540.00,460.00,-224.00,0.00,332.00,180.00,0.00,-212.00,10736.00,8580.00,2156.00,-15624.00
1974:Q1,4300.00,7868.00,-12.00,0.00,476.00,7404.00,-2268.00,-5112.00,1832.00,1012.00,-1192.00,-876.00,-316.00,-116.00,8.00,4300.00,11632.00,368.00,-1396.00,1764.00,-3082.00,708.00,-2496.00,28.00,-2308.00,596.00,-740.00,0.00,-104.00,176.00,0.00,-144.00,1952.00,1432.00,520.00,-4782.00
1974:Q2,17832.00,3548.00,-3960.00,0.00,104.00,7404.00,-312.00,-2728.00,1812.00,604.00,14704.00,2604.00,12100.00,-120.00,12.00,17832.00,7256.00,1592.00,628.00,964.00,-6422.00,4088.00,456.00,48.00,-168.00,944.00,-216.00,0.00,-216.00,172.00,0.00,-108.00,5460.00,4520.00,940.00,5402.00
1974:Q3,-4364.00,7484.00,2272.00,0.00,1036.00,4176.00,-1052.00,-4724.00,324.00,3348.00,-11024.00,-2080.00,-8944.00,228.00,0.00,-4364.00,-10140.00,9992.00,10608.00,-616.00,-10740.00,-4208.00,1312.00,56.00,204.00,1012.00,-140.00,0.00,88.00,172.00,0.00,-80.00,108.00,-720.00,828.00,9312.00
1974:Q4,10056.00,8872.00,3456.00,0.00,-724.00,6140.00,-1148.00,-7668.00,4316.00,2204.00,2128.00,2480.00,-352.00,196.00,8.00,10056.00,12024.00,-6960.00,-5216.00,-1744.00,2026.00,304.00,3368.00,84.00,1984.00,1092.00,-64.00,0.00,180.00,168.00,0.00,-76.00,7728.00,6072.00,1656.00,-8434.00
1975:Q1,12836.00,13016.00,6308.00,0.00,316.00,6392.00,4044.00,-3652.00,-6080.00,13776.00,-4940.00,-1496.00,-3444.00,700.00,16.00,12836.00,-13396.00,28960.00,29080.00,-120.00,9740.00,2504.00,-1008.00,-676.00,-1540.00,1040.00,252.00,0.00,-200.00,164.00,0.00,-48.00,-6808.00,-7260.00,452.00,-7156.00
1975:Q2,53036.00,5844.00,-204.00,0.00,-592.00,6640.00,38624.00,-5204.00,3112.00,40716.00,7840.00,1244.00,6596.00,712.00,16.00,53036.00,46636.00,7028.00,6808.00,220.00,-5408.00,-1660.00,1328.00,172.00,-268.00,1156.00,60.00,100.00,-16.00,164.00,0.00,-40.00,5108.00,3764.00,1344.00,4.00
1975:Q3,-1828.00,9644.00,5100.00,0.00,-592.00,5136.00,-7084.00,-1548.00,-872.00,-4664.00,-5164.00,52.00,-5216.00,768.00,8.00,-1828.00,-15060.00,5300.00,4420.00,880.00,-1098.00,-368.00,300.00,288.00,-1008.00,1072.00,-144.00,40.00,-104.00,160.00,0.00,-4.00,-440.00,-1412.00,972.00,9538.00
1975:Q4,13592.00,14332.00,6676.00,0.00,712.00,6944.00,-6104.00,3636.00,2004.00,-11744.00,4568.00,928.00,3640.00,788.00,8.00,13592.00,-13032.00,3152.00,1808.00,1344.00,7718.00,1344.00,4396.00,616.00,2520.00,868.00,-84.00,-24.00,308.00,156.00,0.00,36.00,5676.00,3644.00,2032.00,4338.00
1976:Q1,34484.00,13864.00,6624.00,0.00,-352.00,7592.00,19996.00,-3744.00,-1828.00,25568.00,468.00,-788.00,1256.00,-72.00,228.00,34484.00,23032.00,12888.00,11784.00,1104.00,5934.00,-2580.00,-1016.00,-780.00,-1896.00,868.00,-40.00,4.00,16.00,152.00,0.00,660.00,-2008.00,-2968.00,960.00,-1766.00
1976:Q2,40716.00,12524.00,7788.00,0.00,660.00,4076.00,26308.00,7532.00,684.00,18092.00,1780.00,1224.00,556.00,-84.00,188.00,40716.00,24784.00,2728.00,1300.00,1428.00,11268.00,-248.00,1604.00,516.00,236.00,348.00,80.00,-76.00,-80.00,148.00,0.00,432.00,4456.00,2568.00,1888.00,-3876.00
1976:Q3,532.00,5108.00,-2008.00,0.00,-104.00,7220.00,-6156.00,1868.00,2952.00,-10976.00,772.00,100.00,672.00,604.00,204.00,532.00,-14336.00,7320.00,5048.00,2272.00,-848.00,2040.00,-1420.00,496.00,-1316.00,-340.00,-124.00,96.00,-192.00,148.00,0.00,-188.00,3916.00,2948.00,968.00,3860.00
1976:Q4,24720.00,11016.00,-64.00,0.00,448.00,10632.00,6436.00,-6012.00,4908.00,7540.00,6448.00,4876.00,1572.00,612.00,208.00,24720.00,8608.00,3708.00,724.00,2984.00,-934.00,-3016.00,3972.00,684.00,3288.00,-436.00,48.00,-44.00,72.00,144.00,0.00,216.00,11692.00,10232.00,1460.00,690.00
1977:Q1,41132.00,3400.00,-1252.00,0.00,-784.00,5436.00,40740.00,852.00,-2792.00,42680.00,-3276.00,-2980.00,-296.00,-48.00,316.00,41132.00,46916.00,-4220.00,-6368.00,2148.00,2134.00,2872.00,-2672.00,-580.00,-2320.00,-44.00,-120.00,0.00,-4.00,140.00,0.00,256.00,-6132.00,-6556.00,424.00,2234.00
1977:Q2,34112.00,23552.00,17440.00,0.00,640.00,5472.00,6740.00,-4112.00,1064.00,9788.00,3676.00,456.00,3220.00,-240.00,384.00,34112.00,9532.00,10216.00,7832.00,2384.00,5914.00,-104.00,1204.00,520.00,-132.00,272.00,256.00,-4.00,-40.00,140.00,0.00,192.00,4128.00,2160.00,1968.00,3222.00
1977:Q3,36136.00,11944.00,-2592.00,0.00,-184.00,14720.00,14376.00,7412.00,-840.00,7804.00,9700.00,1248.00,8452.00,-264.00,380.00,36136.00,14592.00,8948.00,6048.00,2900.00,-1568.00,344.00,892.00,-268.00,260.00,508.00,80.00,196.00,192.00,136.00,0.00,-212.00,1460.00,224.00,1236.00,11468.00
1977:Q4,8900.00,-19780.00,-26984.00,0.00,212.00,6992.00,26504.00,13016.00,9272.00,4216.00,1976.00,4288.00,-2312.00,-140.00,340.00,8900.00,-11020.00,10872.00,7576.00,3296.00,-8216.00,1128.00,4444.00,1420.00,2700.00,564.00,-160.00,-176.00,128.00,132.00,0.00,-164.00,15948.00,13772.00,2176.00,-4256.00
1978:Q1,13296.00,11508.00,824.00,0.00,-184.00,10868.00,3532.00,-15828.00,-4016.00,23376.00,-2104.00,-2248.00,144.00,-76.00,436.00,13296.00,52404.00,-12384.00,-15576.00,3192.00,-5926.00,-500.00,-3880.00,-2020.00,-2900.00,436.00,208.00,92.00,-160.00,128.00,0.00,336.00,-5340.00,-6448.00,1108.00,-11078.00
1978:Q2,67348.00,25436.00,15900.00,0.00,-140.00,9676.00,38476.00,16040.00,1304.00,21132.00,2936.00,-1020.00,3956.00,-120.00,620.00,67348.00,18900.00,12816.00,9584.00,3232.00,18686.00,20.00,1512.00,572.00,244.00,348.00,220.00,-60.00,136.00,124.00,0.00,-72.00,2388.00,144.00,2244.00,13026.00
1978:Q3,39492.00,21120.00,13272.00,0.00,-368.00,8216.00,15856.00,-2204.00,-2676.00,20736.00,2172.00,-240.00,2412.00,32.00,312.00,39492.00,13432.00,12856.00,9556.00,3300.00,4326.00,-16.00,2708.00,1592.00,-112.00,352.00,128.00,36.00,-200.00,124.00,0.00,788.00,-1252.00,-3284.00,2032.00,7438.00
1978:Q4,-37904.00,-33028.00,-42276.00,0.00,916.00,8332.00,-12484.00,-19596.00,5196.00,1916.00,6832.00,2484.00,4348.00,380.00,396.00,-37904.00,-18920.00,25076.00,21708.00,3368.00,716.00,364.00,5632.00,1532.00,3716.00,260.00,-136.00,92.00,344.00,120.00,0.00,-296.00,12168.00,8596.00,3572.00,-62940.00
1979:Q1,-10164.00,25988.00,16788.00,0.00,-488.00,9688.00,-37252.00,-44848.00,-8548.00,16144.00,-68.00,-988.00,920.00,812.00,356.00,-10164.00,32892.00,5448.00,2432.00,3016.00,-22018.00,-924.00,-5880.00,-1908.00,-4872.00,92.00,296.00,-68.00,-132.00,116.00,0.00,596.00,-9920.00,-10024.00,104.00,-9762.00
1979:Q2,72356.00,-8880.00,-18836.00,0.00,76.00,9880.00,71332.00,45072.00,6988.00,19272.00,7920.00,3448.00,4472.00,1308.00,676.00,72356.00,36004.00,-3448.00,-6420.00,2972.00,20704.00,-1524.00,3868.00,1312.00,1468.00,-72.00,80.00,136.00,220.00,116.00,0.00,608.00,12576.00,10512.00,2064.00,4176.00
1979:Q3,59304.00,14860.00,4068.00,0.00,-392.00,11184.00,47880.00,-1904.00,4240.00,45544.00,-5172.00,-1016.00,-4156.00,1320.00,416.00,59304.00,41308.00,7528.00,4704.00,2824.00,4674.00,740.00,1208.00,512.00,-1132.00,-188.00,20.00,188.00,56.00,112.00,0.00,1640.00,5288.00,2832.00,2456.00,-1442.00
1979:Q4,25856.00,816.00,-1488.00,0.00,1248.00,1056.00,23788.00,3280.00,10828.00,9680.00,348.00,1580.00,-1232.00,844.00,60.00,25856.00,-30376.00,26340.00,23616.00,2724.00,-6498.00,180.00,8280.00,1084.00,5748.00,-348.00,328.00,-260.00,544.00,108.00,0.00,1076.00,15840.00,13656.00,2184.00,12090.00
1980:Q1,-20488.00,12608.00,-552.00,0.00,-852.00,14012.00,-16764.00,-19528.00,-2316.00,5080.00,-17796.00,648.00,-18444.00,432.00,1032.00,-20488.00,7264.00,6632.00,3600.00,3032.00,-17232.00,-1272.00,-2548.00,1012.00,-4980.00,-544.00,200.00,-12.00,-96.00,104.00,0.00,1768.00,-736.00,-2520.00,1784.00,-12596.00
1980:Q2,36932.00,13212.00,-676.00,0.00,968.00,12920.00,27960.00,2472.00,11652.00,13836.00,-5152.00,536.00,-5688.00,84.00,828.00,36932.00,-8372.00,11104.00,8156.00,2948.00,4502.00,-1104.00,4440.00,-316.00,2788.00,-792.00,192.00,2276.00,-64.00,100.00,0.00,256.00,17640.00,13156.00,4484.00,8722.00
1980:Q3,39316.00,-340.00,-10076.00,0.00,-1076.00,10812.00,33648.00,4652.00,-12792.00,41788.00,4460.00,-104.00,4564.00,-32.00,1580.00,39316.00,58044.00,8412.00,5680.00,2732.00,-3936.00,344.00,-2764.00,-164.00,-108.00,-1096.00,-300.00,-1572.00,-400.00,100.00,0.00,776.00,-13296.00,-13972.00,676.00,-7488.00
1980:Q4,12940.00,10532.00,7024.00,0.00,-8.00,3516.00,2320.00,2172.00,2784.00,-2636.00,-3868.00,628.00,-4496.00,68.00,3888.00,12940.00,-4568.00,-16412.00,-19020.00,2608.00,6520.00,-396.00,4060.00,-152.00,4460.00,-1140.00,56.00,-296.00,668.00,96.00,0.00,368.00,7552.00,3404.00,4148.00,16184.00
1981:Q1,42500.00,15056.00,6224.00,0.00,-60.00,8892.00,29968.00,-1456.00,-6808.00,38232.00,-3196.00,-2200.00,-996.00,128.00,544.00,42500.00,65772.00,-6812.00,-8764.00,1952.00,20374.00,-3584.00,-13568.00,116.00,-4100.00,-924.00,724.00,-8692.00,-596.00,92.00,0.00,-188.00,-7104.00,-9068.00,1964.00,-12578.00
1981:Q2,23036.00,4996.00,-4592.00,0.00,-240.00,9828.00,18848.00,10520.00,8144.00,184.00,-1852.00,16.00,-1868.00,128.00,916.00,23036.00,18088.00,-12588.00,-14708.00,2120.00,-32012.00,-1576.00,5276.00,112.00,1444.00,-764.00,-272.00,5584.00,0.00,92.00,0.00,-920.00,9688.00,7920.00,1768.00,36160.00
1981:Q3,-10796.00,-7396.00,-11600.00,0.00,132.00,4072.00,348.00,-10756.00,-888.00,11992.00,-4124.00,2412.00,-6536.00,124.00,252.00,-10796.00,26596.00,-12036.00,-14496.00,2460.00,-7972.00,-820.00,2980.00,68.00,2288.00,-676.00,108.00,-836.00,264.00,88.00,0.00,1676.00,1180.00,1656.00,-476.00,-20724.00
1981:Q4,57364.00,30876.00,14952.00,0.00,732.00,15192.00,41120.00,-2764.00,-12536.00,56420.00,-15404.00,-3844.00,-11560.00,112.00,660.00,57364.00,74840.00,-43116.00,-45868.00,2752.00,21112.00,84.00,4560.00,-56.00,4644.00,-580.00,-476.00,1084.00,1040.00,84.00,0.00,-1180.00,-12668.00,-15648.00,2980.00,12552.00
1982:Q1,11512.00,5356.00,1296.00,0.00,-528.00,4588.00,10812.00,11460.00,-7996.00,7348.00,-5956.00,-5476.00,-480.00,164.00,1136.00,11512.00,32392.00,476.00,-804.00,1280.00,13184.00,-2156.00,-14116.00,484.00,-9508.00,-2008.00,112.00,-4732.00,-756.00,76.00,0.00,2216.00,-15772.00,-14000.00,-1772.00,-2496.00
1982:Q2,-21388.00,1964.00,-52.00,0.00,716.00,1300.00,-26192.00,-19436.00,1912.00,-8668.00,908.00,1756.00,-848.00,276.00,1656.00,-21388.00,-18760.00,4344.00,2060.00,2284.00,-28862.00,-3072.00,10732.00,-36.00,5452.00,-424.00,432.00,5848.00,-120.00,72.00,0.00,-492.00,11724.00,4384.00,7340.00,2506.00
1982:Q3,86700.00,21004.00,8376.00,0.00,-876.00,13504.00,67552.00,14760.00,-3460.00,56252.00,-3348.00,-3084.00,-264.00,148.00,1344.00,86700.00,48380.00,10064.00,5336.00,4728.00,20318.00,1904.00,9608.00,-104.00,1400.00,-996.00,304.00,4060.00,-256.00,72.00,0.00,5128.00,-6204.00,-7420.00,1216.00,2630.00
1982:Q4,74168.00,12280.00,-6752.00,0.00,-308.00,19340.00,57240.00,17460.00,560.00,39220.00,1656.00,2144.00,-488.00,-224.00,3216.00,74168.00,15828.00,41572.00,34880.00,6692.00,21076.00,-2896.00,1664.00,-200.00,3988.00,-1240.00,580.00,-1868.00,532.00,84.00,0.00,-212.00,5480.00,2396.00,3084.00,-8556.00
1983:Q1,95600.00,17772.00,4444.00,0.00,608.00,12720.00,77524.00,14036.00,3420.00,60068.00,-1896.00,-2096.00,200.00,-624.00,2824.00,95600.00,84496.00,-2036.00,-10004.00,7968.00,9260.00,1380.00,-11840.00,-324.00,-6252.00,-584.00,884.00,-3196.00,-244.00,84.00,0.00,-2208.00,3548.00,1932.00,1616.00,10792.00
1983:Q2,56796.00,23596.00,17368.00,0.00,-832.00,7060.00,27900.00,-9852.00,1992.00,35760.00,3300.00,2076.00,1224.00,-1060.00,3060.00,56796.00,13264.00,38156.00,29964.00,8192.00,4946.00,-1632.00,-408.00,-500.00,256.00,532.00,96.00,-552.00,-572.00,88.00,0.00,244.00,8132.00,3236.00,4896.00,-5662.00
1983:Q3,48956.00,41736.00,17320.00,0.00,432.00,23984.00,8680.00,-7880.00,-2752.00,19312.00,-2080.00,-1104.00,-976.00,-1128.00,1748.00,48956.00,-388.00,32696.00,23996.00,8700.00,7480.00,700.00,-3480.00,-480.00,-1760.00,1356.00,-260.00,-1124.00,1068.00,88.00,0.00,-2368.00,520.00,-3424.00,3944.00,11428.00
1983:Q4,-43504.00,-31136.00,-44484.00,0.00,-104.00,13452.00,-15004.00,-17676.00,2816.00,-144.00,2004.00,1872.00,132.00,-844.00,1476.00,-43504.00,-58472.00,51436.00,42356.00,9080.00,-54740.00,-3168.00,10620.00,-284.00,5164.00,576.00,956.00,2660.00,568.00,100.00,0.00,880.00,10548.00,4584.00,5964.00,272.00
