1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1977:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1977:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1979:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1979:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1979:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1979:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1980:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1980:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1980:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1980:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1981:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1981:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1981:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1981:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1982:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1982:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1982:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1982:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1983:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1983:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1983:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1983:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1984:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1984:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1984:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1984:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1985:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1985:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1985:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1985:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1986:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1986:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1986:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1986:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1987:Q1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1987:Q2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1987:Q3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1987:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1988:Q1,405.00,-156.00,0.00,1315.00,807.00,111.00,91.00,4.00,302.00,87.00,0.00,87.00,-345.00,279.00,-775.00,898.00,-2256.00,952.00,2202.00
1988:Q2,504.00,6.00,0.00,826.00,487.00,74.00,61.00,3.00,201.00,99.00,0.00,99.00,-1711.00,1020.00,264.00,708.00,-173.00,2588.00,-1707.00
1988:Q3,621.00,-65.00,0.00,1132.00,915.00,47.00,39.00,2.00,129.00,106.00,0.00,106.00,229.00,49.00,-830.00,724.00,89.00,4501.00,-3866.00
1988:Q4,4748.00,83.00,0.00,1.00,-388.00,85.00,70.00,4.00,230.00,166.00,0.00,166.00,-48.00,-10.00,4556.00,6376.00,1670.00,744.00,3962.00
1989:Q1,6891.00,-138.00,0.00,1433.00,497.00,204.00,168.00,8.00,556.00,-111.00,42.00,-153.00,2211.00,416.00,3080.00,6563.00,854.00,5361.00,348.00
1989:Q2,6072.00,-8.00,0.00,160.00,-1203.00,297.00,245.00,12.00,809.00,-100.00,43.00,-143.00,2060.00,332.00,3628.00,5817.00,173.00,6214.00,-570.00
1989:Q3,5239.00,-34.00,0.00,464.00,-426.00,194.00,160.00,8.00,528.00,-104.00,43.00,-147.00,2795.00,381.00,1737.00,4775.00,75.00,4520.00,180.00
1989:Q4,7495.00,-11.00,0.00,1257.00,226.00,225.00,185.00,9.00,612.00,-83.00,46.00,-129.00,2549.00,456.00,3327.00,7731.00,765.00,7945.00,-979.00
1990:Q1,6932.00,1.00,115.00,1642.00,-223.00,406.00,335.00,16.00,1108.00,23.00,19.00,4.00,1659.00,985.00,2507.00,6844.00,1352.00,4310.00,1182.00
1990:Q2,701.00,10.00,101.00,3057.00,1248.00,394.00,325.00,16.00,1074.00,-7.00,14.00,-21.00,1615.00,1438.00,-5513.00,1081.00,-615.00,1685.00,11.00
1990:Q3,11585.00,9.00,714.00,2651.00,720.00,421.00,347.00,17.00,1146.00,-71.00,0.00,-71.00,1558.00,682.00,6042.00,11393.00,2711.00,8493.00,189.00
1990:Q4,83.00,11.00,114.00,1033.00,-620.00,360.00,297.00,14.00,982.00,-52.00,11.00,-63.00,1122.00,732.00,-2877.00,294.00,-420.00,-266.00,980.00
1991:Q1,6525.00,-19.00,1182.00,5262.00,1467.00,827.00,682.00,33.00,2253.00,207.00,24.00,183.00,-14525.00,6660.00,7758.00,6023.00,-2071.00,-9947.00,18041.00
1991:Q2,10886.00,-25.00,96.00,4954.00,562.00,957.00,789.00,39.00,2607.00,221.00,15.00,206.00,1975.00,1485.00,2180.00,10617.00,961.00,10373.00,-717.00
1991:Q3,8896.00,-15.00,-375.00,4441.00,765.00,801.00,661.00,32.00,2182.00,165.00,19.00,146.00,1304.00,980.00,2396.00,8528.00,354.00,7833.00,341.00
1991:Q4,2442.00,-32.00,-364.00,1124.00,-2573.00,806.00,664.00,32.00,2195.00,12.00,12.00,0.00,2717.00,2043.00,-3058.00,3483.00,806.00,16281.00,-13604.00
1992:Q1,10268.00,9.00,302.00,3384.00,958.00,529.00,436.00,21.00,1440.00,-30.00,8.00,-38.00,1161.00,3566.00,1876.00,10158.00,774.00,3451.00,5933.00
1992:Q2,9025.00,4.00,-290.00,3057.00,466.00,564.00,465.00,23.00,1539.00,-73.00,11.00,-84.00,1246.00,3829.00,1252.00,8977.00,636.00,4988.00,3353.00
1992:Q3,6589.00,-4.00,-119.00,2711.00,-127.00,619.00,510.00,25.00,1684.00,-90.00,13.00,-103.00,769.00,2548.00,774.00,6799.00,117.00,11363.00,-4681.00
1992:Q4,3183.00,-6.00,-343.00,2073.00,-709.00,606.00,500.00,24.00,1652.00,-112.00,19.00,-131.00,2504.00,2648.00,-3581.00,4090.00,643.00,31216.00,-27769.00
1993:Q1,13800.00,72.00,-478.00,4104.00,1131.00,648.00,534.00,26.00,1765.00,50.00,5.00,45.00,1616.00,5924.00,2512.00,13467.00,670.00,16977.00,-4180.00
1993:Q2,17047.00,75.00,-51.00,3898.00,1181.00,592.00,488.00,24.00,1613.00,51.00,5.00,46.00,1909.00,6998.00,4167.00,16705.00,1112.00,13360.00,2233.00
1993:Q3,13361.00,78.00,234.00,2794.00,-269.00,667.00,551.00,27.00,1818.00,14.00,10.00,4.00,2715.00,9952.00,-2426.00,13662.00,1371.00,26420.00,-14129.00
1993:Q4,13273.00,80.00,76.00,2114.00,-23.00,466.00,384.00,18.00,1269.00,-65.00,10.00,-75.00,2345.00,8595.00,128.00,14251.00,1287.00,17568.00,-4604.00
1994:Q1,16983.00,13.00,1366.00,1405.00,883.00,114.00,93.00,5.00,310.00,260.00,107.00,153.00,1889.00,7993.00,4057.00,15025.00,1432.00,-848.00,14441.00
1994:Q2,6230.00,14.00,667.00,-281.00,146.00,-93.00,-76.00,-4.00,-254.00,283.00,117.00,166.00,1721.00,7283.00,-3457.00,6658.00,1003.00,4261.00,1394.00
1994:Q3,5445.00,14.00,196.00,1479.00,1123.00,77.00,64.00,3.00,212.00,280.00,118.00,162.00,1147.00,4853.00,-2524.00,3881.00,242.00,18872.00,-15233.00
1994:Q4,10338.00,14.00,437.00,245.00,199.00,10.00,8.00,1.00,27.00,303.00,123.00,180.00,1055.00,4464.00,3820.00,11616.00,772.00,-5787.00,16631.00
1995:Q1,14321.00,-12.00,-368.00,6085.00,479.00,1222.00,1007.00,49.00,3328.00,311.00,259.00,52.00,-2022.00,4294.00,6033.00,13743.00,-227.00,27207.00,-13237.00
1995:Q2,5185.00,-11.00,847.00,5269.00,-597.00,1278.00,1054.00,51.00,3483.00,329.00,271.00,58.00,-4397.00,9337.00,-6189.00,5225.00,-46.00,15509.00,-10238.00
1995:Q3,9263.00,-11.00,226.00,4536.00,70.00,973.00,803.00,39.00,2651.00,387.00,292.00,95.00,-3332.00,7076.00,381.00,8760.00,105.00,12364.00,-3709.00
1995:Q4,16978.00,-12.00,302.00,1954.00,-3416.00,1171.00,965.00,47.00,3187.00,316.00,359.00,-43.00,-4481.00,9515.00,9384.00,16895.00,948.00,15163.00,784.00
1996:Q1,11519.00,65.00,668.00,2571.00,3187.00,-135.00,-111.00,-5.00,-365.00,-7.00,88.00,-95.00,512.00,11282.00,-3572.00,9712.00,690.00,13875.00,-4853.00
1996:Q2,11916.00,74.00,585.00,211.00,1442.00,-268.00,-221.00,-11.00,-731.00,-18.00,77.00,-95.00,568.00,12508.00,-2012.00,12543.00,940.00,14071.00,-2468.00
1996:Q3,19009.00,69.00,623.00,1774.00,112.00,362.00,298.00,15.00,987.00,-65.00,117.00,-182.00,498.00,10976.00,5134.00,18190.00,826.00,11345.00,6019.00
1996:Q4,16057.00,6.00,665.00,247.00,-1372.00,464.00,289.00,11.00,855.00,-75.00,18.00,-93.00,474.00,10439.00,4301.00,18943.00,383.00,15392.00,3168.00
1997:Q1,32778.00,-172.00,1285.00,3286.00,1343.00,393.00,395.00,14.00,1141.00,213.00,57.00,156.00,-622.00,12205.00,16583.00,34163.00,427.00,9762.00,23974.00
1997:Q2,-74.00,95.00,-191.00,3366.00,-152.00,758.00,678.00,28.00,2054.00,260.00,62.00,198.00,-604.00,11845.00,-14845.00,-1560.00,-1607.00,11277.00,-11230.00
1997:Q3,10766.00,-77.00,-545.00,2842.00,817.00,345.00,392.00,14.00,1274.00,179.00,41.00,138.00,-729.00,14298.00,-5202.00,9426.00,-806.00,11891.00,-1659.00
1997:Q4,36481.00,789.00,260.00,464.00,-801.00,506.00,377.00,-14.00,396.00,210.00,5.00,205.00,-624.00,12239.00,23143.00,41351.00,621.00,3142.00,37588.00
1998:Q1,22667.00,168.00,393.00,5601.00,2013.00,-324.00,1342.00,38.00,2532.00,842.00,285.00,557.00,-1373.00,14279.00,2757.00,22336.00,1531.00,27523.00,-6718.00
1998:Q2,23150.00,68.00,1831.00,4661.00,810.00,-341.00,1435.00,43.00,2714.00,339.00,115.00,224.00,-1633.00,16989.00,895.00,23026.00,3973.00,27876.00,-8823.00
1998:Q3,14708.00,-112.00,3951.00,2554.00,-1345.00,-399.00,1493.00,42.00,2763.00,-562.00,-190.00,-372.00,-1045.00,10872.00,-950.00,14990.00,4813.00,7355.00,2822.00
1998:Q4,27179.00,-549.00,-509.00,7514.00,4034.00,-541.00,1457.00,40.00,2524.00,-606.00,-545.00,-61.00,-918.00,9551.00,12696.00,27087.00,-477.00,23197.00,4367.00
1999:Q1,10997.00,0.00,2372.00,1261.00,-169.00,-866.00,1066.00,56.00,1174.00,246.00,72.00,174.00,3219.00,11059.00,-7160.00,11151.00,2694.00,-2073.00,10530.00
1999:Q2,14091.00,67.00,709.00,2042.00,1474.00,-1014.00,887.00,49.00,646.00,-211.00,143.00,-354.00,3734.00,12826.00,-5076.00,14214.00,2387.00,12522.00,-695.00
1999:Q3,18886.00,-24.00,4676.00,-508.00,-524.00,-1102.00,764.00,45.00,309.00,-159.00,-51.00,-108.00,2576.00,8848.00,3477.00,19046.00,3709.00,-3890.00,19227.00
1999:Q4,4771.00,65.00,985.00,3685.00,-291.00,-575.00,1670.00,86.00,2795.00,-860.00,-1014.00,154.00,4850.00,16663.00,-20617.00,4810.00,788.00,31562.00,-27540.00
2000:Q1,16661.00,0.00,-2011.00,4412.00,1512.00,-66.00,1173.00,-108.00,1901.00,145.00,0.00,145.00,-3209.00,22357.00,-5033.00,15997.00,3114.00,31017.00,-18134.00
2000:Q2,19278.00,11.00,-773.00,808.00,-1000.00,-70.00,1164.00,-110.00,824.00,200.00,0.00,200.00,-2366.00,16487.00,4911.00,21897.00,4186.00,13157.00,4554.00
2000:Q3,22234.00,0.00,138.00,374.00,-1374.00,-118.00,1131.00,-117.00,852.00,-95.00,-295.00,200.00,-1871.00,13037.00,10651.00,17845.00,2512.00,14680.00,653.00
2000:Q4,16520.00,-77.00,2307.00,2350.00,422.00,-64.00,1254.00,-124.00,862.00,465.00,163.00,302.00,-1551.00,10805.00,2221.00,13435.00,3937.00,4391.00,5107.00
2001:Q1,13753.00,-829.00,6776.00,802.00,-2048.00,-853.00,1696.00,2.00,2005.00,198.00,0.00,198.00,-73.00,1757.00,5122.00,9320.00,4620.00,2914.00,1786.00
2001:Q2,7956.00,750.00,-2549.00,1255.00,-1000.00,-901.00,1607.00,1.00,1548.00,100.00,0.00,100.00,-534.00,12792.00,-3858.00,12655.00,15327.00,3809.00,-6481.00
2001:Q3,15834.00,4000.00,7975.00,1787.00,0.00,-948.00,1540.00,2.00,1193.00,200.00,0.00,200.00,113.00,-2700.00,4459.00,9326.00,-664.00,2338.00,7652.00
2001:Q4,1032.00,5721.00,-1267.00,3432.00,114.00,-567.00,1794.00,-2.00,2093.00,106.00,-120.00,226.00,-453.00,10862.00,-17369.00,11096.00,12169.00,-3643.00,2570.00
2002:Q1,-841.00,0.00,115.00,5039.00,-114.00,1249.00,2851.00,-64.00,1117.00,221.00,117.00,104.00,3960.00,11266.00,-21442.00,-1008.00,7994.00,8130.00,-17132.00
2002:Q2,13105.00,0.00,1759.00,1867.00,-2000.00,919.00,2230.00,-66.00,784.00,100.00,0.00,100.00,3168.00,2955.00,3256.00,13057.00,8613.00,-78.00,4522.00
2002:Q3,2891.00,0.00,3372.00,9958.00,5000.00,1201.00,2765.00,-65.00,1057.00,100.00,0.00,100.00,-3960.00,-11338.00,4759.00,2641.00,-6215.00,-1086.00,9942.00
2002:Q4,1599.00,-79.00,-1952.00,5518.00,-1714.00,1808.00,3898.00,-59.00,1585.00,-144.00,-306.00,162.00,4752.00,5024.00,-11520.00,1254.00,9441.00,-1175.00,-7012.00
2003:Q1,9706.00,79.00,-436.00,-1285.00,-1286.00,-377.00,-853.00,81.00,1150.00,-5.00,-54.00,49.00,40.00,1373.00,9940.00,9608.00,1112.00,-15935.00,24431.00
2003:Q2,17585.00,999.00,-4428.00,-667.00,-1000.00,-376.00,-750.00,84.00,1375.00,-1.00,-50.00,49.00,378.00,13034.00,8270.00,17599.00,4958.00,-818.00,13459.00
2003:Q3,1829.00,1000.00,-1706.00,-510.00,-1000.00,-355.00,-708.00,85.00,1468.00,-20.00,-50.00,30.00,420.00,14463.00,-11818.00,1660.00,7440.00,2360.00,-8140.00
2003:Q4,15490.00,1935.00,-5256.00,-386.00,-929.00,-373.00,-689.00,87.00,1518.00,-51.00,-85.00,34.00,535.00,18438.00,275.00,14859.00,8104.00,-1033.00,7788.00
2004:Q1,23851.00,345.00,-506.00,-329.00,-1071.00,1132.00,-1972.00,-20.00,1602.00,246.00,0.00,246.00,-2630.00,17599.00,9126.00,24747.00,1035.00,5593.00,18119.00
2004:Q2,10742.00,1000.00,1499.00,258.00,-1000.00,1165.00,-1845.00,-17.00,1955.00,250.00,0.00,250.00,-1875.00,12548.00,-2938.00,10780.00,1211.00,8167.00,1402.00
2004:Q3,10608.00,1000.00,691.00,-752.00,-2000.00,1165.00,-1843.00,-16.00,1942.00,250.00,0.00,250.00,-1354.00,9062.00,1711.00,9777.00,1107.00,13383.00,-4713.00
2004:Q4,12629.00,1345.00,-3848.00,1423.00,-292.00,1179.00,-1767.00,-8.00,2311.00,265.00,6.00,259.00,-2646.00,17710.00,-1620.00,12430.00,-617.00,10134.00,2913.00
2005:Q1,18762.00,655.00,1611.00,2867.00,1319.00,-997.00,1317.00,-1.00,1229.00,301.00,0.00,301.00,5096.00,5186.00,3046.00,19207.00,-5438.00,9234.00,15411.00
2005:Q2,7277.00,-2000.00,-1347.00,1754.00,-18.00,-427.00,824.00,-3.00,1378.00,300.00,0.00,300.00,8559.00,8710.00,-8699.00,7906.00,-11439.00,35069.00,-15724.00
2005:Q3,14521.00,0.00,1766.00,1762.00,-18.00,-410.00,840.00,-3.00,1353.00,300.00,0.00,300.00,1956.00,1991.00,6746.00,15132.00,-3566.00,8988.00,9710.00
2005:Q4,14211.00,-87.00,-2317.00,2546.00,-18.00,917.00,194.00,17.00,1436.00,276.00,-49.00,325.00,3445.00,3506.00,6842.00,15083.00,-4767.00,12718.00,7132.00
2006:Q1,24477.00,687.00,487.00,1177.00,534.00,260.00,387.00,34.00,-38.00,33.00,5.00,28.00,-8686.00,17646.00,13133.00,24547.00,6307.00,24299.00,-6059.00
2006:Q2,17119.00,700.00,5696.00,10423.00,541.00,1299.00,6907.00,182.00,1494.00,382.00,-5.00,387.00,-7163.00,14553.00,-7472.00,17148.00,7193.00,22394.00,-12439.00
2006:Q3,20066.00,700.00,1187.00,5020.00,546.00,531.00,528.00,-21.00,3436.00,200.00,0.00,200.00,-6784.00,13783.00,5960.00,19878.00,5062.00,22354.00,-7538.00
2006:Q4,29635.00,594.00,-1087.00,4368.00,546.00,-215.00,1686.00,14.00,2337.00,208.00,8.00,200.00,-11850.00,24074.00,13328.00,31198.00,8800.00,27700.00,-5302.00
2007:Q1,27475.00,302.00,2666.00,5273.00,1973.00,-870.00,870.00,54.00,3246.00,5.00,0.00,5.00,-6046.00,13684.00,11591.00,27306.00,1782.00,11433.00,14091.00
2007:Q2,26725.00,369.00,1661.00,4073.00,1995.00,-1069.00,562.00,51.00,2534.00,-61.00,-21.00,-40.00,-9940.00,22499.00,8124.00,26637.00,2156.00,19073.00,5408.00
2007:Q3,15650.00,2235.00,2892.00,5183.00,2017.00,-806.00,860.00,48.00,3064.00,8.00,0.00,8.00,-6873.00,15556.00,-3351.00,16070.00,1625.00,13324.00,1121.00
2007:Q4,36143.00,-4160.00,1006.00,3120.00,2018.00,-1080.00,293.00,35.00,1854.00,118.00,-7.00,125.00,-11682.00,26440.00,21301.00,37290.00,4882.00,22964.00,9444.00
2008:Q1,-6562.00,-126.00,6530.00,3363.00,-882.00,319.00,5304.00,669.00,-2047.00,-2.00,11.00,-13.00,6485.00,-2085.00,-20727.00,-5741.00,4553.00,4686.00,-14980.00
2008:Q2,7951.00,1286.00,-1025.00,4249.00,-881.00,2046.00,3859.00,724.00,-1499.00,42.00,11.00,31.00,-10808.00,11548.00,2659.00,8740.00,-1485.00,-13101.00,23326.00
2008:Q3,1169.00,481.00,5523.00,4230.00,-891.00,-1685.00,7824.00,653.00,-1671.00,-14.00,12.00,-26.00,12970.00,-9851.00,-12170.00,2366.00,7002.00,11186.00,-15822.00
