date,FL574090005.Q,FL573020005.Q,FL573030005.Q,FL573034005.Q,FL572051005.Q,FL574022005.Q,FL573069105.Q,FL573061105.Q,FL573061705.Q,FL573063005.Q,FL573065005.Q,LM573064105.Q,LM573064205.Q,FL573090005.Q,FL573095005.Q,FL573074005.Q,FL573073005.Q,FL573093005.Q,FL574190005.Q,FL574190043.Q,FL572000075.Q,FL573073005.Q,FL574090045.Q,FL574090055.Q
2001:Q4,4171730.00,9898.00,60767.00,78527.00,17674.00,559216.00,21284.00,103378.00,194571.00,239983.00,9750.00,1785331.00,1065212.00,585355.00,324502.00,48408.00,111746.00,100699.00,4218173.00,1968425.00,1856679.00,111746.00,1921982.00,2249748.00
2002:Q1,4304934.00,9904.00,59411.00,79647.00,18624.00,570019.00,22007.00,108018.00,191579.00,248415.00,10346.00,1778574.00,1145090.00,633319.00,346591.00,53365.00,131549.00,101814.00,4351911.00,1981410.00,1849861.00,131549.00,1934433.00,2370501.00
2002:Q2,4123165.00,9972.00,57677.00,84686.00,18685.00,585531.00,21788.00,105255.00,194427.00,264061.00,10320.00,1577062.00,1055669.00,723563.00,317034.00,50993.00,249148.00,106388.00,4168765.00,1994206.00,1745058.00,249148.00,1948606.00,2174559.00
2002:Q3,3917192.00,10054.00,56255.00,87802.00,18989.00,576290.00,21745.00,103439.00,187372.00,263734.00,10386.00,1378336.00,952392.00,826688.00,274306.00,55347.00,389560.00,107475.00,3961741.00,2007314.00,1617754.00,389560.00,1962765.00,1954427.00
2002:Q4,4030437.00,10118.00,56863.00,87945.00,19021.00,550500.00,21835.00,98904.00,178006.00,251755.00,10337.00,1493308.00,1018090.00,784255.00,290926.00,49933.00,339754.00,103642.00,4072475.00,2021095.00,1681341.00,339754.00,1979057.00,2051380.00
2003:Q1,4039188.00,10180.00,52765.00,86769.00,19439.00,570046.00,22180.00,106624.00,185821.00,255421.00,10267.00,1517484.00,968464.00,803774.00,283598.00,53470.00,359139.00,107567.00,4080432.00,2031535.00,1672396.00,359139.00,1990291.00,2048897.00
2003:Q2,4289312.00,10226.00,56225.00,87061.00,19817.00,583950.00,19563.00,111418.00,193301.00,259668.00,10097.00,1754021.00,1104616.00,663299.00,321082.00,49917.00,185525.00,106775.00,4329737.00,2042660.00,1857135.00,185525.00,2002235.00,2287077.00
2003:Q3,4344345.00,10263.00,53900.00,87404.00,20096.00,598538.00,19416.00,108321.00,204494.00,266307.00,10132.00,1798712.00,1126263.00,639037.00,333945.00,48597.00,154090.00,102405.00,4384989.00,2053837.00,1899747.00,154090.00,2013193.00,2331152.00
2003:Q4,4569239.00,10294.00,59540.00,87431.00,20459.00,622828.00,21315.00,113112.00,215435.00,272966.00,10249.00,1967418.00,1241098.00,549922.00,371095.00,49764.00,28232.00,100831.00,4610729.00,2064260.00,2036028.00,28232.00,2022770.00,2546469.00
2004:Q1,4638379.00,10303.00,57365.00,87323.00,20693.00,623581.00,21155.00,110091.00,216199.00,276136.00,10182.00,2026199.00,1269714.00,533019.00,366462.00,47487.00,18332.00,100738.00,4680019.00,2100100.00,2081768.00,18332.00,2058460.00,2579919.00
2004:Q2,4695639.00,10331.00,48809.00,87535.00,21236.00,625415.00,21213.00,111054.00,220099.00,273049.00,10137.00,2030368.00,1288765.00,573043.00,370970.00,50887.00,44535.00,106651.00,4737004.00,2135313.00,2090778.00,44535.00,2093948.00,2601691.00
2004:Q3,4715881.00,10363.00,50695.00,87802.00,21488.00,623096.00,21415.00,108814.00,223950.00,268917.00,10204.00,2026846.00,1267985.00,617402.00,357932.00,47904.00,107670.00,103896.00,4757237.00,2170785.00,2063115.00,107670.00,2129429.00,2586452.00
2004:Q4,4982889.00,10400.00,54890.00,87985.00,21011.00,621001.00,21136.00,108228.00,226281.00,265356.00,10030.00,2193261.00,1408778.00,575533.00,390055.00,46648.00,34297.00,104533.00,5023528.00,2207106.00,2172809.00,34297.00,2166467.00,2816422.00
2005:Q1,4982780.00,10443.00,53318.00,88368.00,21901.00,627865.00,21761.00,109570.00,228844.00,267690.00,9943.00,2136868.00,1433288.00,600786.00,384726.00,45497.00,67313.00,103250.00,5022897.00,2227068.00,2159755.00,67313.00,2186951.00,2795829.00
2005:Q2,5096301.00,10489.00,56969.00,88711.00,21894.00,635926.00,21806.00,110449.00,229122.00,274549.00,9922.00,2171903.00,1520619.00,579868.00,388188.00,43906.00,46621.00,101153.00,5136063.00,2248082.00,2201461.00,46621.00,2208320.00,2887981.00
2005:Q3,5254667.00,10566.00,60515.00,89376.00,21905.00,647695.00,21895.00,111797.00,232976.00,281027.00,9894.00,2245396.00,1629455.00,539865.00,397767.00,46226.00,-2808.00,98680.00,5294112.00,2269492.00,2272300.00,-2808.00,2230047.00,3024620.00
2005:Q4,5391305.00,10652.00,60914.00,90123.00,22079.00,664889.00,22103.00,111423.00,245249.00,286114.00,9813.00,2287801.00,1727011.00,518023.00,405228.00,44763.00,-30118.00,98150.00,5430482.00,2290385.00,2320503.00,-30118.00,2251208.00,3140097.00
2006:Q1,5568020.00,10761.00,60197.00,91102.00,22436.00,667446.00,22456.00,111814.00,244936.00,288240.00,9758.00,2405468.00,1824045.00,476807.00,408307.00,44251.00,-70994.00,95243.00,5606975.00,2318722.00,2389716.00,-70994.00,2279767.00,3288253.00
2006:Q2,5561943.00,10861.00,60742.00,92264.00,22640.00,681533.00,22720.00,112960.00,248303.00,297550.00,9671.00,2350958.00,1805874.00,527400.00,398298.00,43761.00,-7526.00,92867.00,5600615.00,2346481.00,2354007.00,-7526.00,2307809.00,3254134.00
2006:Q3,5721474.00,10969.00,61376.00,93423.00,22864.00,709643.00,22885.00,121017.00,254571.00,311170.00,9590.00,2416944.00,1893078.00,503587.00,398999.00,43276.00,-36275.00,97587.00,5759899.00,2374125.00,2410400.00,-36275.00,2335700.00,3385774.00
2006:Q4,5807610.00,17336.00,29370.00,148580.00,3484.00,697865.00,39095.00,135070.00,178619.00,345081.00,31940.00,1976297.00,2006650.00,896088.00,405093.00,64745.00,-28843.00,455093.00,5845302.00,2402038.00,2430881.00,-28843.00,2364346.00,3443264.00
2007:Q1,5896537.00,17639.00,30277.00,150520.00,3543.00,704889.00,40194.00,135026.00,179365.00,350304.00,32495.00,1992967.00,2051683.00,912524.00,411741.00,65879.00,-28241.00,463145.00,5933272.00,2433386.00,2461627.00,-28241.00,2396651.00,3499886.00
2007:Q2,6090312.00,17942.00,31184.00,152531.00,3603.00,711914.00,41293.00,134980.00,180113.00,355528.00,33049.00,2102757.00,2166361.00,870971.00,426712.00,67015.00,-93952.00,471196.00,6126582.00,2465311.00,2559263.00,-93952.00,2429041.00,3661271.00
2007:Q3,6193493.00,18245.00,32091.00,154625.00,3663.00,718938.00,42391.00,134936.00,180859.00,360752.00,33603.00,2121664.00,2224903.00,885761.00,436022.00,68150.00,-97658.00,479247.00,6229844.00,2497430.00,2595088.00,-97658.00,2461079.00,3732414.00
2007:Q4,6155891.00,18546.00,32998.00,156551.00,3723.00,725960.00,43489.00,134891.00,181605.00,365975.00,34157.00,2040978.00,2174149.00,968829.00,433876.00,69286.00,-21631.00,487298.00,6190125.00,2529140.00,2550771.00,-21631.00,2494906.00,3660985.00
2008:Q1,5949649.00,17130.00,31802.00,158194.00,3480.00,725757.00,41897.00,135908.00,180827.00,367125.00,32154.00,1823339.00,2022613.00,1135180.00,411169.00,72970.00,163649.00,487392.00,5984998.00,2549178.00,2385529.00,163649.00,2513829.00,3435820.00
2008:Q2,5951577.00,15714.00,30606.00,159478.00,3237.00,725552.00,40304.00,136925.00,180049.00,368274.00,30153.00,1772160.00,2019444.00,1195233.00,405652.00,76654.00,225441.00,487486.00,5987709.00,2568749.00,2343308.00,225441.00,2532617.00,3418960.00
2008:Q3,5703327.00,14297.00,29410.00,160977.00,2995.00,725349.00,38712.00,137943.00,179271.00,369423.00,28151.00,1595663.00,1802504.00,1343981.00,377878.00,80338.00,398185.00,487580.00,5739838.00,2588363.00,2190178.00,398185.00,2551852.00,3151475.00
2008:Q4,5299671.00,12881.00,28214.00,163164.00,2752.00,725145.00,37120.00,138960.00,178492.00,370573.00,26148.00,1275037.00,1480194.00,1586136.00,338332.00,84024.00,676106.00,487674.00,5334966.00,2608222.00,1932116.00,676106.00,2572927.00,2726744.00
2009:Q1,5191392.00,12239.00,28981.00,161004.00,2791.00,727789.00,37718.00,146763.00,176926.00,366382.00,25536.00,1111499.00,1405308.00,1716245.00,346531.00,81872.00,793208.00,494634.00,5227783.00,2621961.00,1828753.00,793208.00,2585570.00,2605822.00
2009:Q2,5494691.00,11597.00,29748.00,158229.00,2830.00,730434.00,38317.00,154565.00,175361.00,362191.00,24924.00,1269941.00,1628107.00,1638881.00,385051.00,79721.00,672514.00,501595.00,5530991.00,2635967.00,1963453.00,672514.00,2599667.00,2895024.00
2009:Q3,5826421.00,10954.00,30514.00,155425.00,2868.00,733078.00,38916.00,162368.00,173794.00,358000.00,24312.00,1448752.00,1872389.00,1548129.00,426147.00,77570.00,535856.00,508556.00,5862784.00,2649755.00,2113899.00,535856.00,2613392.00,3213029.00
2009:Q4,5957638.00,10312.00,31281.00,152772.00,2907.00,735723.00,39515.00,170171.00,172228.00,353809.00,23701.00,1504445.00,1955289.00,1541208.00,451641.00,75419.00,498632.00,515516.00,5994056.00,2662690.00,2164058.00,498632.00,2626272.00,3331366.00
2010:Q1,6145417.00,10845.00,31183.00,150042.00,2848.00,764773.00,39169.00,177615.00,173878.00,374111.00,24395.00,1595388.00,2038143.00,1527800.00,457304.00,79265.00,472176.00,519055.00,6181888.00,2715579.00,2243403.00,472176.00,2679108.00,3466309.00
2010:Q2,6009267.00,11377.00,31086.00,147379.00,2789.00,793823.00,38823.00,185058.00,175528.00,394414.00,25089.00,1416932.00,1898413.00,1682379.00,438545.00,83110.00,638130.00,522594.00,6045789.00,2767825.00,2129695.00,638130.00,2731303.00,3277964.00
2010:Q3,6325212.00,11910.00,30988.00,144682.00,2730.00,822874.00,38477.00,192502.00,177179.00,414716.00,25783.00,1577819.00,2088246.00,1620180.00,453977.00,86957.00,553114.00,526132.00,6361739.00,2819918.00,2266804.00,553114.00,2783391.00,3541821.00
2010:Q4,6599806.00,12442.00,30891.00,141940.00,2671.00,851924.00,38131.00,199946.00,178829.00,435018.00,26476.00,1778082.00,2220170.00,1535210.00,466228.00,90802.00,448509.00,529671.00,6636339.00,2872234.00,2423725.00,448509.00,2835701.00,3764105.00
2011:Q1,6773519.00,13815.00,31331.00,146098.00,2680.00,870680.00,38718.00,209547.00,176465.00,445950.00,25323.00,1862638.00,2320383.00,1500571.00,482082.00,91542.00,386425.00,540522.00,6810059.00,2900356.00,2513931.00,386425.00,2863816.00,3909703.00
2011:Q2,6819625.00,15187.00,31772.00,150324.00,2689.00,889437.00,39307.00,219147.00,174101.00,456882.00,24170.00,1833265.00,2337424.00,1535357.00,488171.00,92282.00,403531.00,551373.00,6856172.00,2928742.00,2525211.00,403531.00,2892195.00,3927430.00
2011:Q3,6483337.00,16559.00,32213.00,154822.00,2698.00,908195.00,39895.00,228749.00,171737.00,467814.00,23017.00,1525638.00,2075990.00,1744205.00,465154.00,93022.00,623806.00,562223.00,6519876.00,2956795.00,2332989.00,623806.00,2920256.00,3563081.00
2011:Q4,6713681.00,17932.00,32653.00,158988.00,2707.00,926951.00,40482.00,238350.00,169373.00,478746.00,21864.00,1680431.00,2203847.00,1668308.00,483886.00,93762.00,517586.00,573074.00,6750215.00,2983668.00,2466082.00,517586.00,2947134.00,3766547.00
2012:Q1,7038129.00,17442.00,31711.00,154622.00,2628.00,962663.00,39323.00,254216.00,169858.00,499266.00,22163.00,1882071.00,2413553.00,1551276.00,496686.00,90681.00,382302.00,581607.00,7074658.00,3004794.00,2622492.00,382302.00,2968265.00,4069864.00
2012:Q2,6990094.00,16954.00,30771.00,150473.00,2550.00,998376.00,38164.00,270083.00,170342.00,519787.00,22461.00,1808310.00,2347567.00,1612632.00,489993.00,87601.00,444899.00,590139.00,7026617.00,3023869.00,2578970.00,444899.00,2987346.00,4002748.00
2012:Q3,7184167.00,16464.00,29829.00,146304.00,2471.00,1034090.00,37004.00,285950.00,170828.00,540308.00,22761.00,1904268.00,2462422.00,1565558.00,501414.00,84520.00,380952.00,598672.00,7220691.00,3040754.00,2659802.00,380952.00,3004230.00,4179937.00
2012:Q4,7240617.00,15975.00,28888.00,142169.00,2393.00,1069802.00,35845.00,301816.00,171312.00,560829.00,23060.00,1890700.00,2484433.00,1583197.00,503699.00,81441.00,390852.00,607205.00,7277140.00,3055354.00,2664502.00,390852.00,3018831.00,4221786.00
2013:Q1,7503032.00,15877.00,30060.00,145213.00,2498.00,1092244.00,37193.00,301318.00,169860.00,583873.00,22885.00,2037753.00,2649158.00,1507344.00,502608.00,80822.00,309820.00,614094.00,7539554.00,3076644.00,2766824.00,309820.00,3040122.00,4462910.00
2013:Q2,7572187.00,15781.00,31233.00,148460.00,2603.00,1114686.00,38541.00,300820.00,168407.00,606918.00,22711.00,2032448.00,2666702.00,1537563.00,501364.00,80205.00,335011.00,620983.00,7608710.00,3096145.00,2761134.00,335011.00,3059622.00,4512565.00
2013:Q3,7806987.00,15684.00,32406.00,151677.00,2708.00,1137129.00,39890.00,300322.00,166955.00,629962.00,22536.00,2095274.00,2828864.00,1520709.00,512428.00,79587.00,300821.00,627873.00,7843508.00,3114240.00,2813419.00,300821.00,3077719.00,4729268.00
2013:Q4,8098599.00,15587.00,33578.00,154745.00,2813.00,1159570.00,41239.00,299823.00,165502.00,653006.00,22362.00,2243776.00,3007568.00,1458600.00,525488.00,78969.00,219381.00,634762.00,8135121.00,3131391.00,2912010.00,219381.00,3094869.00,5003730.00
2014:Q1,8175846.00,16400.00,34054.00,154978.00,2860.00,1164974.00,41738.00,298760.00,164899.00,659577.00,22777.00,2232247.00,3062163.00,1485393.00,521067.00,78253.00,244842.00,641231.00,8212371.00,3154947.00,2910105.00,244842.00,3118422.00,5057424.00
2014:Q2,8344295.00,17214.00,34530.00,155203.00,2906.00,1170380.00,42239.00,297698.00,164295.00,666148.00,23192.00,2283371.00,3174301.00,1483198.00,528353.00,77536.00,229610.00,647699.00,8380821.00,3178042.00,2948432.00,229610.00,3141516.00,5202779.00
2014:Q3,8317291.00,18027.00,35007.00,155452.00,2952.00,1175788.00,42740.00,296636.00,163693.00,672719.00,23607.00,2225200.00,3134837.00,1546421.00,523394.00,76820.00,292039.00,654168.00,8353820.00,3200717.00,2908678.00,292039.00,3164188.00,5153103.00
2014:Q4,8425502.00,18841.00,35483.00,155636.00,2998.00,1181191.00,43239.00,295573.00,163089.00,679290.00,24022.00,2284263.00,3175486.00,1547582.00,527385.00,76104.00,283456.00,660637.00,8462043.00,3222942.00,2939486.00,283456.00,3186401.00,5239101.00
2015:Q1,8683140.00,18347.00,35952.00,147764.00,2923.00,1193192.00,44567.00,305725.00,156783.00,686117.00,22664.00,2313972.00,3349782.00,1598544.00,534592.00,74708.00,305866.00,683378.00,8719693.00,3246065.00,2940199.00,305866.00,3209512.00,5473628.00
2015:Q2,8713146.00,18640.00,36157.00,148674.00,2869.00,1201741.00,44888.00,308836.00,155147.00,692870.00,22002.00,2271798.00,3358315.00,1652950.00,530850.00,73745.00,358401.00,689954.00,8749710.00,3268120.00,2909719.00,358401.00,3231556.00,5481590.00
2015:Q3,8448083.00,19260.00,36491.00,151192.00,2795.00,1215409.00,45628.00,313657.00,154846.00,701278.00,21589.00,2071440.00,3126823.00,1803084.00,513919.00,72653.00,519637.00,696875.00,8484661.00,3288585.00,2768948.00,519637.00,3252007.00,5196076.00
2015:Q4,8632411.00,19855.00,36811.00,151049.00,2750.00,1226619.00,46325.00,317081.00,154376.00,708837.00,21268.00,2163873.00,3216728.00,1793458.00,519485.00,71785.00,496950.00,705238.00,8669002.00,3306899.00,2809949.00,496950.00,3270308.00,5362103.00
2016:Q1,8718002.00,20483.00,37231.00,152942.00,2673.00,1236906.00,46826.00,319778.00,153515.00,716787.00,20987.00,2148574.00,3259079.00,1839127.00,519898.00,69896.00,536052.00,713281.00,8754606.00,3325213.00,2789161.00,536052.00,3288609.00,5429393.00
2016:Q2,8838664.00,21132.00,37601.00,154846.00,2592.00,1246925.00,47293.00,322888.00,152840.00,723904.00,20713.00,2172084.00,3317602.00,1865169.00,523660.00,68102.00,551603.00,721804.00,8875280.00,3343527.00,2791924.00,551603.00,3306911.00,5531753.00
