1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1963:Q3,163696.00,32798.00,1328.00,0.00,180.00,31290.00,128758.00,8850.00,2786.00,117122.00,1055.00,203.00,852.00,1069.00,16.00,163696.00,80017.00,48087.00,30048.00,18039.00,10100.00,7636.00,6085.00,1446.00,1350.00,752.00,314.00,0.00,147.00,1405.00,0.00,671.00,3169.00,3169.00,0.00,8602.00
1963:Q4,172925.00,34890.00,1241.00,0.00,216.00,33433.00,135811.00,6548.00,3064.00,126199.00,1097.00,219.00,878.00,1110.00,17.00,172925.00,82063.00,51672.00,33654.00,18018.00,7671.00,9153.00,6222.00,1432.00,1466.00,773.00,313.00,0.00,201.00,1365.00,0.00,672.00,3499.00,3499.00,0.00,12645.00
1964:Q1,165628.00,33905.00,1516.00,0.00,174.00,32215.00,129423.00,7870.00,3159.00,118394.00,1133.00,240.00,893.00,1150.00,17.00,165628.00,79350.00,47100.00,29082.00,18018.00,9058.00,9503.00,6014.00,1424.00,1294.00,802.00,313.00,0.00,126.00,1361.00,0.00,694.00,3573.00,3573.00,0.00,11030.00
1964:Q2,170747.00,34721.00,1330.00,0.00,196.00,33195.00,133485.00,10257.00,3484.00,119744.00,1334.00,244.00,1090.00,1189.00,18.00,170747.00,79904.00,49093.00,31046.00,18047.00,11686.00,8666.00,6090.00,1418.00,1279.00,850.00,313.00,0.00,188.00,1353.00,0.00,689.00,3924.00,3924.00,0.00,11384.00
1964:Q3,172879.00,34920.00,1367.00,0.00,175.00,33378.00,135111.00,9200.00,3680.00,122231.00,1604.00,297.00,1307.00,1226.00,18.00,172879.00,84711.00,49324.00,31237.00,18087.00,10996.00,8649.00,6079.00,1411.00,1314.00,857.00,313.00,0.00,151.00,1349.00,0.00,684.00,4152.00,4152.00,0.00,8968.00
1964:Q4,181840.00,36942.00,1586.00,0.00,269.00,35087.00,141790.00,6510.00,3897.00,131383.00,1832.00,292.00,1540.00,1257.00,19.00,181840.00,84854.00,51099.00,32980.00,18119.00,8165.00,10417.00,6300.00,1396.00,1488.00,892.00,311.00,0.00,187.00,1345.00,0.00,681.00,8253.00,4458.00,3795.00,12752.00
1965:Q1,173982.00,35746.00,1569.00,0.00,201.00,33976.00,134950.00,8350.00,3825.00,122775.00,1987.00,303.00,1684.00,1280.00,19.00,173982.00,82506.00,47791.00,29646.00,18145.00,10202.00,9506.00,5918.00,1380.00,1286.00,752.00,311.00,0.00,123.00,1379.00,0.00,687.00,8010.00,4329.00,3681.00,10049.00
1965:Q2,179426.00,36375.00,1419.00,0.00,214.00,34742.00,139887.00,11796.00,3740.00,124351.00,1852.00,294.00,1558.00,1292.00,20.00,179426.00,82788.00,48636.00,30461.00,18175.00,13387.00,9214.00,5935.00,1358.00,1279.00,728.00,311.00,0.00,150.00,1411.00,0.00,698.00,7984.00,4248.00,3736.00,11482.00
1965:Q3,177326.00,36936.00,1656.00,0.00,233.00,35047.00,137430.00,7370.00,3940.00,126120.00,1632.00,287.00,1345.00,1308.00,20.00,177326.00,88801.00,47724.00,29522.00,18202.00,9080.00,8931.00,6002.00,1337.00,1296.00,760.00,312.00,0.00,140.00,1448.00,0.00,709.00,8254.00,4460.00,3794.00,8534.00
1965:Q4,189131.00,38834.00,1428.00,0.00,201.00,37205.00,147271.00,5525.00,4065.00,137681.00,1661.00,317.00,1344.00,1344.00,21.00,189131.00,91581.00,51532.00,33309.00,18223.00,6750.00,9834.00,6454.00,1321.00,1503.00,941.00,317.00,0.00,172.00,1489.00,0.00,711.00,8509.00,4583.00,3926.00,14471.00
1966:Q1,180270.00,37786.00,1486.00,0.00,341.00,35959.00,139414.00,5120.00,3950.00,130344.00,1649.00,316.00,1333.00,1399.00,22.00,180270.00,90014.00,46430.00,28204.00,18226.00,6716.00,10148.00,6074.00,1318.00,1073.00,957.00,325.00,0.00,143.00,1528.00,0.00,730.00,8594.00,4607.00,3987.00,12294.00
1966:Q2,188986.00,39651.00,1815.00,0.00,516.00,37320.00,145885.00,10997.00,3797.00,131091.00,1956.00,337.00,1619.00,1472.00,22.00,188986.00,88946.00,47225.00,29006.00,18219.00,13162.00,10290.00,6053.00,1324.00,1097.00,791.00,335.00,0.00,201.00,1559.00,0.00,746.00,8713.00,4650.00,4063.00,14597.00
1966:Q3,182594.00,39805.00,2404.00,0.00,393.00,37008.00,139268.00,6000.00,4025.00,129243.00,1948.00,333.00,1615.00,1550.00,23.00,182594.00,91892.00,46088.00,27877.00,18211.00,8758.00,9265.00,6050.00,1331.00,1159.00,719.00,349.00,0.00,143.00,1585.00,0.00,764.00,8868.00,4751.00,4117.00,11673.00
1966:Q4,193589.00,41210.00,1592.00,0.00,405.00,39213.00,148892.00,4992.00,4251.00,139649.00,1844.00,307.00,1537.00,1620.00,23.00,193589.00,93455.00,50850.00,32637.00,18213.00,6370.00,10323.00,6564.00,1329.00,1547.00,758.00,368.00,0.00,175.00,1603.00,0.00,784.00,9225.00,4963.00,4262.00,16802.00
1967:Q1,185764.00,40151.00,2012.00,0.00,384.00,37755.00,142116.00,5520.00,4150.00,132446.00,1780.00,299.00,1481.00,1693.00,24.00,185764.00,92853.00,47769.00,29533.00,18236.00,7334.00,10364.00,6465.00,1321.00,1308.00,824.00,407.00,0.00,140.00,1619.00,0.00,846.00,9130.00,4833.00,4297.00,11849.00
1967:Q2,191704.00,43032.00,2783.00,0.00,402.00,39847.00,144689.00,5152.00,4066.00,135471.00,2188.00,315.00,1873.00,1771.00,24.00,191704.00,93682.00,49713.00,31447.00,18266.00,8451.00,10406.00,6619.00,1305.00,1384.00,839.00,415.00,0.00,130.00,1634.00,0.00,912.00,9121.00,4783.00,4338.00,13712.00
1967:Q3,194463.00,41519.00,2234.00,0.00,428.00,38857.00,148972.00,7022.00,4300.00,137650.00,2100.00,328.00,1772.00,1847.00,25.00,194463.00,97490.00,50881.00,32579.00,18302.00,8428.00,10278.00,6710.00,1291.00,1431.00,882.00,381.00,0.00,120.00,1655.00,0.00,950.00,9447.00,5056.00,4391.00,11229.00
1967:Q4,208909.00,44099.00,2467.00,0.00,396.00,41236.00,160896.00,5234.00,4562.00,151100.00,1974.00,332.00,1642.00,1914.00,26.00,208909.00,103753.00,53442.00,35098.00,18344.00,7525.00,11124.00,6903.00,1285.00,1576.00,894.00,303.00,0.00,178.00,1677.00,0.00,990.00,9787.00,5290.00,4497.00,16375.00
1968:Q1,197643.00,42559.00,2096.00,0.00,448.00,40015.00,150756.00,5320.00,4480.00,140956.00,2333.00,372.00,1961.00,1969.00,26.00,197643.00,99877.00,51875.00,33500.00,18375.00,6850.00,10373.00,6643.00,1297.00,1164.00,871.00,365.00,0.00,125.00,1697.00,0.00,1124.00,9801.00,5300.00,4501.00,12224.00
1968:Q2,204932.00,44793.00,1912.00,0.00,431.00,42450.00,155115.00,4970.00,4402.00,145743.00,3007.00,435.00,2572.00,1990.00,27.00,204932.00,101644.00,53716.00,35298.00,18418.00,6502.00,11184.00,7033.00,1324.00,1225.00,950.00,403.00,0.00,148.00,1709.00,0.00,1274.00,9824.00,5268.00,4556.00,15029.00
1968:Q3,208196.00,43923.00,1824.00,0.00,403.00,41696.00,160116.00,9040.00,4600.00,146476.00,2094.00,546.00,1548.00,2036.00,27.00,208196.00,105981.00,53608.00,35146.00,18462.00,9687.00,9293.00,7464.00,1351.00,1434.00,983.00,429.00,0.00,151.00,1718.00,0.00,1398.00,10175.00,5549.00,4626.00,11988.00
1968:Q4,224018.00,45642.00,1398.00,0.00,477.00,43767.00,173076.00,5010.00,4836.00,163230.00,3105.00,538.00,2567.00,2166.00,29.00,224018.00,112736.00,56330.00,37831.00,18499.00,5119.00,10389.00,7817.00,1362.00,1682.00,1015.00,377.00,0.00,181.00,1735.00,0.00,1465.00,10637.00,5851.00,4786.00,20990.00
1969:Q1,210242.00,44672.00,1217.00,0.00,404.00,43051.00,158410.00,5510.00,4825.00,148075.00,4940.00,566.00,4374.00,2191.00,29.00,210242.00,105452.00,55582.00,37056.00,18526.00,5837.00,10030.00,7640.00,1361.00,1347.00,1005.00,497.00,0.00,194.00,1749.00,0.00,1487.00,10605.00,5795.00,4810.00,15096.00
1969:Q2,219617.00,46969.00,1891.00,0.00,419.00,44659.00,165339.00,5639.00,4814.00,154886.00,5048.00,554.00,4494.00,2231.00,30.00,219617.00,106714.00,59401.00,40855.00,18546.00,7073.00,10432.00,7341.00,1347.00,1217.00,1009.00,315.00,0.00,216.00,1767.00,0.00,1470.00,10717.00,5787.00,4930.00,17939.00
1969:Q3,216516.00,46637.00,1885.00,0.00,410.00,44342.00,162251.00,7610.00,5000.00,149641.00,5326.00,590.00,4736.00,2271.00,31.00,216516.00,105385.00,59962.00,41400.00,18562.00,7781.00,9971.00,7558.00,1331.00,1279.00,1004.00,329.00,0.00,394.00,1794.00,0.00,1427.00,11030.00,6000.00,5030.00,14829.00
1969:Q4,232072.00,48911.00,1969.00,0.00,377.00,46565.00,177739.00,5054.00,5205.00,167480.00,3093.00,593.00,2500.00,2297.00,32.00,232072.00,110920.00,62014.00,43436.00,18578.00,6915.00,12336.00,7726.00,1321.00,1634.00,1024.00,309.00,0.00,230.00,1822.00,0.00,1386.00,11454.00,6175.00,5279.00,20707.00
1970:Q1,218688.00,48129.00,2060.00,0.00,456.00,45613.00,161062.00,6140.00,5225.00,149697.00,7045.00,594.00,6451.00,2419.00,33.00,218688.00,106832.00,59610.00,41003.00,18607.00,8475.00,11293.00,7415.00,1338.00,1477.00,1029.00,236.00,0.00,160.00,1853.00,0.00,1322.00,11601.00,6275.00,5326.00,13462.00
1970:Q2,226812.00,49115.00,1444.00,0.00,410.00,47261.00,168495.00,8076.00,5238.00,155181.00,6663.00,598.00,6065.00,2505.00,34.00,226812.00,113184.00,58343.00,39710.00,18633.00,10152.00,11834.00,7267.00,1372.00,1381.00,918.00,306.00,0.00,173.00,1892.00,0.00,1225.00,11692.00,6246.00,5446.00,14340.00
1970:Q3,227870.00,49585.00,1685.00,0.00,365.00,47535.00,167739.00,8470.00,5500.00,153769.00,7940.00,609.00,7331.00,2572.00,34.00,227870.00,117054.00,59494.00,40835.00,18659.00,10612.00,9706.00,7392.00,1408.00,1430.00,1028.00,274.00,0.00,180.00,1941.00,0.00,1131.00,12029.00,6474.00,5555.00,11583.00
1970:Q4,244823.00,51979.00,1587.00,0.00,346.00,50046.00,182893.00,7938.00,5729.00,169226.00,7273.00,621.00,6652.00,2642.00,36.00,244823.00,118559.00,63075.00,44388.00,18687.00,9809.00,11290.00,7947.00,1432.00,1758.00,1106.00,388.00,0.00,193.00,1997.00,0.00,1073.00,12439.00,6696.00,5743.00,21704.00
1971:Q1,230658.00,50819.00,1341.00,0.00,404.00,49074.00,168336.00,4520.00,5425.00,158391.00,8853.00,615.00,8238.00,2612.00,38.00,230658.00,118801.00,59004.00,40289.00,18715.00,6641.00,11521.00,7855.00,1455.00,1549.00,1199.00,352.00,0.00,206.00,2054.00,0.00,1040.00,12260.00,6444.00,5816.00,14576.00
1971:Q2,245007.00,52859.00,1728.00,0.00,372.00,50759.00,179071.00,8412.00,5098.00,165561.00,10450.00,699.00,9751.00,2587.00,40.00,245007.00,124479.00,59756.00,41014.00,18742.00,10810.00,11873.00,7938.00,1476.00,1482.00,1205.00,420.00,0.00,188.00,2108.00,0.00,1059.00,12153.00,6169.00,5984.00,17998.00
1971:Q3,243171.00,53601.00,2496.00,0.00,373.00,50732.00,176879.00,8920.00,5175.00,162784.00,9805.00,624.00,9181.00,2845.00,41.00,243171.00,126402.00,59851.00,41075.00,18776.00,11915.00,11180.00,8320.00,1494.00,1507.00,1242.00,450.00,0.00,381.00,2159.00,0.00,1087.00,12238.00,6172.00,6066.00,13265.00
1971:Q4,262871.00,56470.00,2484.00,0.00,465.00,53521.00,195933.00,10169.00,5233.00,180531.00,7426.00,805.00,6621.00,2999.00,43.00,262871.00,132050.00,61747.00,42923.00,18824.00,13228.00,12114.00,8679.00,1509.00,1763.00,1305.00,548.00,0.00,247.00,2210.00,0.00,1097.00,12725.00,6503.00,6222.00,22328.00
1972:Q1,249984.00,53938.00,1330.00,0.00,275.00,52333.00,189927.00,8740.00,5580.00,175607.00,3152.00,846.00,2306.00,2922.00,45.00,249984.00,130941.00,59480.00,40596.00,18884.00,9863.00,11412.00,8329.00,1521.00,1164.00,1413.00,703.00,0.00,167.00,2260.00,0.00,1101.00,12972.00,6701.00,6271.00,16987.00
1972:Q2,258173.00,58386.00,2695.00,0.00,298.00,55393.00,195032.00,9083.00,5957.00,179992.00,1861.00,948.00,913.00,2847.00,47.00,258173.00,131249.00,59555.00,40592.00,18963.00,12103.00,11839.00,8684.00,1531.00,1328.00,1471.00,747.00,0.00,192.00,2309.00,0.00,1106.00,13643.00,7203.00,6440.00,21100.00
1972:Q3,260034.00,56199.00,2209.00,0.00,229.00,53761.00,198995.00,9470.00,6293.00,183232.00,1706.00,1281.00,425.00,3086.00,48.00,260034.00,135384.00,62548.00,43509.00,19039.00,11695.00,11192.00,8918.00,1537.00,1422.00,1577.00,723.00,0.00,197.00,2358.00,0.00,1104.00,14347.00,7803.00,6544.00,15950.00
1972:Q4,286955.00,60440.00,2200.00,0.00,369.00,57871.00,218896.00,10870.00,6340.00,201686.00,4244.00,1561.00,2683.00,3325.00,50.00,286955.00,144400.00,64395.00,45302.00,19093.00,13287.00,12663.00,9764.00,1540.00,1981.00,1790.00,767.00,0.00,199.00,2406.00,0.00,1081.00,15076.00,8270.00,6806.00,27370.00
1973:Q1,271668.00,60510.00,3778.00,0.00,442.00,56290.00,204649.00,11382.00,6081.00,187186.00,3102.00,1387.00,1715.00,3354.00,53.00,271668.00,141070.00,61645.00,41424.00,20221.00,14865.00,11255.00,9292.00,1540.00,1524.00,1889.00,612.00,0.00,234.00,2453.00,0.00,1040.00,14805.00,7910.00,6895.00,18736.00
1973:Q2,282316.00,64944.00,4408.00,0.00,437.00,60099.00,209940.00,10423.00,6687.00,192830.00,4110.00,1723.00,2387.00,3266.00,56.00,282316.00,143789.00,62786.00,41429.00,21357.00,15029.00,12263.00,9401.00,1534.00,1502.00,2016.00,664.00,0.00,210.00,2500.00,0.00,975.00,15950.00,8847.00,7103.00,23098.00
1973:Q3,272644.00,60536.00,1497.00,0.00,500.00,58539.00,205582.00,8203.00,6918.00,190461.00,2988.00,1602.00,1386.00,3482.00,56.00,272644.00,143300.00,65587.00,43081.00,22506.00,9834.00,10715.00,9572.00,1529.00,1436.00,2340.00,600.00,0.00,214.00,2546.00,0.00,907.00,16226.00,9020.00,7206.00,17410.00
1973:Q4,304731.00,64954.00,2859.00,0.00,300.00,61795.00,231556.00,9862.00,8566.00,213128.00,4508.00,2299.00,2209.00,3656.00,57.00,304731.00,152509.00,70352.00,46699.00,23653.00,12642.00,12673.00,10339.00,1527.00,2071.00,2455.00,544.00,0.00,297.00,2591.00,0.00,854.00,18910.00,11165.00,7745.00,27306.00
1974:Q1,283558.00,64339.00,2432.00,0.00,419.00,61488.00,211323.00,8607.00,9024.00,193692.00,4210.00,2080.00,2130.00,3627.00,59.00,283558.00,148109.00,66731.00,42637.00,24094.00,10797.00,11112.00,9715.00,1534.00,1494.00,2604.00,359.00,0.00,271.00,2635.00,0.00,818.00,19398.00,11523.00,7875.00,17696.00
1974:Q2,293328.00,69100.00,3193.00,0.00,445.00,65462.00,212683.00,8364.00,9477.00,194842.00,7886.00,2731.00,5155.00,3597.00,62.00,293328.00,146917.00,67311.00,42976.00,24335.00,12109.00,13485.00,9829.00,1546.00,1452.00,2840.00,305.00,0.00,217.00,2678.00,0.00,791.00,20763.00,12653.00,8110.00,22914.00
1974:Q3,287857.00,68697.00,3665.00,0.00,704.00,64328.00,210314.00,7377.00,9558.00,193379.00,5130.00,2211.00,2919.00,3654.00,62.00,287857.00,148983.00,70007.00,45826.00,24181.00,11155.00,11019.00,10157.00,1560.00,1503.00,3093.00,270.00,0.00,239.00,2721.00,0.00,771.00,20790.00,12473.00,8317.00,15746.00
1974:Q4,311687.00,71897.00,3298.00,0.00,523.00,68076.00,230361.00,4804.00,10637.00,214920.00,5662.00,2831.00,2831.00,3703.00,64.00,311687.00,157396.00,71906.00,48162.00,23744.00,8254.00,12896.00,10999.00,1581.00,1999.00,3366.00,254.00,0.00,284.00,2763.00,0.00,752.00,22722.00,13991.00,8731.00,27514.00
1975:Q1,290899.00,72055.00,3860.00,0.00,602.00,67593.00,210471.00,3945.00,9117.00,197409.00,4427.00,2457.00,1970.00,3878.00,68.00,290899.00,144823.00,76334.00,52620.00,23714.00,8945.00,11613.00,10747.00,1412.00,1614.00,3626.00,317.00,0.00,234.00,2804.00,0.00,740.00,21020.00,12176.00,8844.00,17417.00
1975:Q2,311273.00,77693.00,6137.00,0.00,454.00,71102.00,223065.00,3110.00,9895.00,210060.00,6387.00,2768.00,3619.00,4056.00,72.00,311273.00,154727.00,78479.00,54710.00,23769.00,11293.00,12631.00,11079.00,1455.00,1547.00,3915.00,332.00,25.00,230.00,2845.00,0.00,730.00,22297.00,13117.00,9180.00,20767.00
1975:Q3,306694.00,78461.00,7605.00,0.00,306.00,70550.00,218815.00,3175.00,9677.00,205963.00,5096.00,2781.00,2315.00,4248.00,74.00,306694.00,156888.00,77985.00,53996.00,23989.00,12848.00,11177.00,11154.00,1527.00,1295.00,4183.00,296.00,35.00,204.00,2885.00,0.00,729.00,22187.00,12764.00,9423.00,14455.00
1975:Q4,331096.00,82606.00,7768.00,0.00,484.00,74354.00,237731.00,3112.00,10178.00,224441.00,6238.00,3013.00,3225.00,4445.00,76.00,331096.00,158683.00,83016.00,58691.00,24325.00,11153.00,13351.00,12253.00,1681.00,1925.00,4400.00,275.00,29.00,281.00,2924.00,0.00,738.00,23606.00,13675.00,9931.00,29034.00
1976:Q1,313780.00,82323.00,7668.00,0.00,396.00,74259.00,220542.00,2378.00,9721.00,208443.00,6355.00,2816.00,3539.00,4427.00,133.00,313780.00,153928.00,83460.00,58860.00,24600.00,10233.00,10671.00,11999.00,1486.00,1451.00,4617.00,265.00,30.00,285.00,2962.00,0.00,903.00,23104.00,12933.00,10171.00,20385.00
1976:Q2,332432.00,89878.00,12452.00,0.00,561.00,76865.00,231168.00,4626.00,9892.00,216650.00,6800.00,3122.00,3678.00,4406.00,180.00,332432.00,159751.00,84461.00,59503.00,24958.00,17935.00,12051.00,12400.00,1615.00,1510.00,4704.00,285.00,11.00,265.00,2999.00,0.00,1011.00,24218.00,13575.00,10643.00,21616.00
1976:Q3,329121.00,90518.00,12716.00,0.00,535.00,77267.00,226822.00,5678.00,10630.00,210514.00,6993.00,3147.00,3846.00,4557.00,231.00,329121.00,161677.00,84472.00,58946.00,25526.00,19881.00,11260.00,12045.00,1739.00,1181.00,4619.00,254.00,35.00,217.00,3036.00,0.00,964.00,25197.00,14312.00,10885.00,14589.00
1976:Q4,356209.00,93234.00,10853.00,0.00,647.00,81734.00,249377.00,3023.00,11857.00,234497.00,8605.00,4366.00,4239.00,4710.00,283.00,356209.00,169205.00,89677.00,63406.00,26271.00,14990.00,12400.00,13038.00,1910.00,2003.00,4510.00,266.00,24.00,235.00,3072.00,0.00,1018.00,28120.00,16870.00,11250.00,28779.00
1977:Q1,338423.00,89932.00,8240.00,0.00,451.00,81241.00,235645.00,3426.00,11159.00,221060.00,7786.00,3621.00,4165.00,4698.00,362.00,338423.00,168870.00,85835.00,59027.00,26808.00,11898.00,10960.00,12370.00,1765.00,1423.00,4499.00,236.00,24.00,234.00,3107.00,0.00,1082.00,26587.00,15231.00,11356.00,21903.00
1977:Q2,356834.00,100159.00,15623.00,0.00,611.00,83925.00,242874.00,2820.00,11425.00,228629.00,8705.00,3735.00,4970.00,4638.00,458.00,356834.00,172462.00,88575.00,61170.00,27405.00,19148.00,12384.00,12671.00,1895.00,1390.00,4567.00,300.00,23.00,224.00,3142.00,0.00,1130.00,27619.00,15771.00,11848.00,23975.00
1977:Q3,361938.00,103220.00,16174.00,0.00,565.00,86481.00,242463.00,5294.00,11215.00,225954.00,11130.00,4047.00,7083.00,4572.00,553.00,361938.00,180394.00,89050.00,60920.00,28130.00,21995.00,11306.00,12894.00,1828.00,1455.00,4694.00,320.00,72.00,272.00,3176.00,0.00,1077.00,27984.00,15827.00,12157.00,18315.00
1977:Q4,386279.00,98013.00,7506.00,0.00,618.00,89889.00,271467.00,7315.00,13533.00,250619.00,11624.00,5119.00,6505.00,4537.00,638.00,386279.00,184210.00,96131.00,67177.00,28954.00,14626.00,13460.00,14005.00,2183.00,2130.00,4835.00,280.00,28.00,304.00,3209.00,0.00,1036.00,31971.00,19270.00,12701.00,31876.00
1978:Q1,359949.00,96433.00,5098.00,0.00,572.00,90763.00,247153.00,3560.00,12529.00,231064.00,11098.00,4557.00,6541.00,4518.00,747.00,359949.00,183894.00,90149.00,60397.00,29752.00,9099.00,11131.00,13035.00,1678.00,1405.00,4944.00,332.00,51.00,264.00,3241.00,0.00,1120.00,30636.00,17658.00,12978.00,22005.00
1978:Q2,386993.00,106871.00,11951.00,0.00,537.00,94383.00,262900.00,7960.00,12855.00,242085.00,11832.00,4302.00,7530.00,4488.00,902.00,386993.00,190801.00,93380.00,62820.00,30560.00,20073.00,12571.00,13413.00,1821.00,1466.00,5031.00,387.00,36.00,298.00,3272.00,0.00,1102.00,31233.00,17694.00,13539.00,25522.00
1978:Q3,393217.00,112911.00,16949.00,0.00,445.00,95517.00,262455.00,7941.00,12186.00,242328.00,12375.00,4242.00,8133.00,4496.00,980.00,393217.00,197853.00,95116.00,63731.00,31385.00,25109.00,11481.00,14090.00,2219.00,1438.00,5119.00,419.00,45.00,248.00,3303.00,0.00,1299.00,30920.00,16873.00,14047.00,18648.00
1978:Q4,418994.00,104272.00,4436.00,0.00,674.00,99162.00,294969.00,14075.00,13485.00,267409.00,14083.00,4863.00,9220.00,4591.00,1079.00,418994.00,200664.00,105722.00,73495.00,32227.00,18652.00,13427.00,15498.00,2602.00,2367.00,5184.00,385.00,68.00,334.00,3333.00,0.00,1225.00,33962.00,19022.00,14940.00,31069.00
1979:Q1,387756.00,106382.00,6111.00,0.00,552.00,99719.00,261346.00,4163.00,11527.00,245656.00,14066.00,4616.00,9450.00,4794.00,1168.00,387756.00,194832.00,104043.00,71062.00,32981.00,10436.00,10967.00,14028.00,2125.00,1149.00,5207.00,459.00,51.00,301.00,3362.00,0.00,1374.00,31661.00,16695.00,14966.00,21789.00
1979:Q2,415798.00,107505.00,3661.00,0.00,571.00,103273.00,285789.00,16276.00,13274.00,256239.00,16046.00,5478.00,10568.00,5121.00,1337.00,415798.00,206387.00,102999.00,69275.00,33724.00,20826.00,12066.00,14995.00,2453.00,1516.00,5189.00,479.00,85.00,356.00,3391.00,0.00,1526.00,34805.00,19323.00,15482.00,23720.00
1979:Q3,430624.00,112417.00,6826.00,0.00,473.00,105118.00,296562.00,19862.00,14334.00,262366.00,14753.00,5224.00,9529.00,5451.00,1441.00,430624.00,219488.00,103703.00,69273.00,34430.00,27081.00,11217.00,15297.00,2581.00,1233.00,5142.00,484.00,132.00,370.00,3419.00,0.00,1936.00,36127.00,20031.00,16096.00,17711.00
1979:Q4,455847.00,112468.00,4569.00,0.00,785.00,107114.00,321421.00,14475.00,17041.00,289905.00,14840.00,5619.00,9221.00,5662.00,1456.00,455847.00,220457.00,114689.00,79579.00,35110.00,19183.00,13045.00,17367.00,2852.00,2670.00,5055.00,566.00,67.00,506.00,3446.00,0.00,2205.00,40087.00,23445.00,16642.00,31019.00
1980:Q1,425256.00,111163.00,2920.00,0.00,572.00,107671.00,296218.00,8099.00,16462.00,271657.00,10391.00,5781.00,4610.00,5770.00,1714.00,425256.00,211339.00,113057.00,77188.00,35869.00,11623.00,10681.00,16730.00,3105.00,1425.00,4919.00,616.00,64.00,482.00,3472.00,0.00,2647.00,39903.00,22815.00,17088.00,21923.00
1980:Q2,447411.00,115561.00,3728.00,0.00,814.00,111019.00,310537.00,13026.00,19375.00,278136.00,13601.00,5915.00,7686.00,5791.00,1921.00,447411.00,215150.00,115496.00,78890.00,36606.00,17428.00,11979.00,17840.00,3026.00,2122.00,4721.00,664.00,633.00,466.00,3497.00,0.00,2711.00,44313.00,26104.00,18209.00,25205.00
1980:Q3,462161.00,117688.00,4568.00,0.00,545.00,112575.00,321658.00,19090.00,16177.00,286391.00,14716.00,5889.00,8827.00,5783.00,2316.00,462161.00,233835.00,116775.00,79486.00,37289.00,25115.00,11013.00,17149.00,2985.00,2095.00,4447.00,589.00,240.00,366.00,3522.00,0.00,2905.00,40989.00,22611.00,18378.00,17285.00
1980:Q4,477520.00,121471.00,3499.00,0.00,543.00,117429.00,333212.00,11917.00,16873.00,304422.00,13749.00,6046.00,7703.00,5800.00,3288.00,477520.00,238047.00,117123.00,79182.00,37941.00,16176.00,12438.00,18164.00,2947.00,3210.00,4162.00,603.00,166.00,533.00,3546.00,0.00,2997.00,42877.00,23462.00,19415.00,32695.00
1981:Q1,462785.00,120674.00,3526.00,0.00,528.00,116620.00,319905.00,10219.00,15171.00,294515.00,12950.00,5496.00,7454.00,5832.00,3424.00,462785.00,243510.00,111988.00,73559.00,38429.00,19813.00,9573.00,14772.00,2976.00,2185.00,3931.00,784.00,-2007.00,384.00,3569.00,0.00,2950.00,41101.00,21195.00,19906.00,22028.00
1981:Q2,477238.00,123372.00,3401.00,0.00,468.00,119503.00,331862.00,17006.00,17207.00,297649.00,12487.00,5500.00,6987.00,5864.00,3653.00,477238.00,249830.00,108277.00,69318.00,38959.00,17720.00,10806.00,16091.00,3004.00,2546.00,3740.00,716.00,-611.00,384.00,3592.00,0.00,2720.00,43523.00,23175.00,20348.00,30991.00
1981:Q3,479367.00,123780.00,3977.00,0.00,501.00,119302.00,334520.00,19560.00,16985.00,297975.00,11456.00,6103.00,5353.00,5895.00,3716.00,479367.00,260029.00,104552.00,64978.00,39574.00,23978.00,9412.00,16836.00,3021.00,3118.00,3571.00,743.00,-820.00,450.00,3614.00,0.00,3139.00,43818.00,23589.00,20229.00,20742.00
1981:Q4,505546.00,132354.00,4745.00,0.00,684.00,126925.00,355783.00,10803.00,13851.00,331129.00,7605.00,5142.00,2463.00,5923.00,3881.00,505546.00,284389.00,98485.00,58223.00,40262.00,17367.00,10964.00,17958.00,2989.00,4279.00,3426.00,624.00,-549.00,710.00,3635.00,0.00,2844.00,40651.00,19677.00,20974.00,35732.00
1982:Q1,482718.00,129843.00,3350.00,0.00,552.00,125941.00,336630.00,12869.00,11852.00,311909.00,6116.00,3773.00,2343.00,5964.00,4165.00,482718.00,279458.00,95035.00,54453.00,40582.00,18910.00,8846.00,14429.00,3110.00,1902.00,2924.00,652.00,-1732.00,521.00,3654.00,0.00,3398.00,36708.00,16177.00,20531.00,29332.00
1982:Q2,488607.00,133300.00,4559.00,0.00,731.00,128010.00,338352.00,11355.00,12330.00,314667.00,6343.00,4212.00,2131.00,6033.00,4579.00,488607.00,279040.00,95410.00,54257.00,41153.00,17130.00,10008.00,17112.00,3101.00,3265.00,2818.00,760.00,-270.00,491.00,3672.00,0.00,3275.00,39639.00,17273.00,22366.00,30268.00
