1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1982:Q3,513263.00,141917.00,11398.00,0.00,512.00,130007.00,354855.00,20841.00,11465.00,322549.00,5506.00,3441.00,2065.00,6070.00,4915.00,513263.00,290776.00,97156.00,54821.00,42335.00,34884.00,8678.00,19514.00,3075.00,3615.00,2569.00,836.00,745.00,427.00,3690.00,0.00,4557.00,38088.00,15418.00,22670.00,24167.00
1982:Q4,543309.00,142505.00,5462.00,0.00,435.00,136608.00,383151.00,16864.00,11605.00,354682.00,5920.00,3977.00,1943.00,6014.00,5719.00,543309.00,303864.00,112599.00,68591.00,44008.00,24513.00,9409.00,19930.00,3025.00,4612.00,2259.00,981.00,278.00,560.00,3711.00,0.00,4504.00,39458.00,16017.00,23441.00,33536.00
1983:Q1,532288.00,142079.00,4070.00,0.00,587.00,137422.00,372480.00,14563.00,12460.00,345457.00,5446.00,3453.00,1993.00,5858.00,6425.00,532288.00,309417.00,108481.00,62481.00,46000.00,20669.00,7424.00,16970.00,2944.00,3049.00,2113.00,1202.00,-521.00,499.00,3732.00,0.00,3952.00,40345.00,16500.00,23845.00,28982.00
1983:Q2,564958.00,151251.00,9297.00,0.00,379.00,141575.00,394653.00,22160.00,12958.00,359535.00,6271.00,3972.00,2299.00,5593.00,7190.00,564958.00,316859.00,117165.00,69117.00,48048.00,33178.00,9317.00,16868.00,2819.00,3113.00,2246.00,1226.00,-659.00,356.00,3754.00,0.00,4013.00,42378.00,17309.00,25069.00,29193.00
1983:Q3,574391.00,162901.00,17025.00,0.00,487.00,145389.00,392801.00,22836.00,12270.00,357695.00,5751.00,3696.00,2055.00,5311.00,7627.00,574391.00,316392.00,124328.00,74105.00,50223.00,41761.00,7234.00,15998.00,2699.00,2673.00,2585.00,1161.00,-940.00,623.00,3776.00,0.00,3421.00,42508.00,16453.00,26055.00,26170.00
1983:Q4,582771.00,155497.00,4124.00,0.00,461.00,150912.00,407926.00,11521.00,12974.00,383431.00,6252.00,4164.00,2088.00,5100.00,7996.00,582771.00,313589.00,142662.00,90169.00,52493.00,16444.00,8729.00,18653.00,2628.00,3964.00,2729.00,1400.00,-275.00,765.00,3801.00,0.00,3641.00,45145.00,17599.00,27546.00,37549.00
1984:Q1,578279.00,156075.00,4187.00,0.00,509.00,151379.00,402862.00,13040.00,12705.00,377117.00,6159.00,4304.00,1855.00,4940.00,8243.00,578279.00,298623.00,156511.00,103086.00,53425.00,18381.00,10543.00,17645.00,2705.00,2792.00,3076.00,1623.00,-567.00,764.00,3526.00,0.00,3726.00,45042.00,17518.00,27524.00,31534.00
1984:Q2,590311.00,162304.00,4920.00,0.00,412.00,156972.00,408074.00,12040.00,12910.00,383124.00,6349.00,4464.00,1885.00,4800.00,8784.00,590311.00,307252.00,152314.00,97845.00,54469.00,18636.00,12940.00,18386.00,2891.00,2798.00,3479.00,1790.00,-288.00,663.00,3528.00,0.00,3525.00,46736.00,17786.00,28950.00,34047.00
1984:Q3,597123.00,166331.00,8979.00,0.00,386.00,156966.00,411224.00,24718.00,12968.00,373538.00,5590.00,3946.00,1644.00,4697.00,9281.00,597123.00,305146.00,153186.00,97333.00,55853.00,34521.00,10669.00,18661.00,3058.00,2682.00,3466.00,2003.00,-618.00,952.00,3630.00,0.00,3488.00,46640.00,17300.00,29340.00,28300.00
1984:Q4,629686.00,165774.00,5829.00,0.00,422.00,159523.00,444553.00,15546.00,15956.00,413051.00,5218.00,3321.00,1897.00,4646.00,9495.00,629686.00,327033.00,160848.00,103309.00,57539.00,21828.00,13760.00,20536.00,3118.00,4631.00,3297.00,1999.00,-1244.00,1346.00,3485.00,0.00,3904.00,49641.00,19699.00,29942.00,36040.00
1985:Q1,602283.00,165124.00,3617.00,0.00,394.00,161113.00,416871.00,13639.00,14054.00,389178.00,5494.00,3751.00,1743.00,4659.00,10135.00,602283.00,323488.00,150844.00,90993.00,59851.00,17379.00,10987.00,18105.00,3432.00,2743.00,3536.00,2339.00,-2376.00,944.00,3550.00,0.00,3937.00,48382.00,18199.00,30183.00,33098.00
1985:Q2,640411.00,171332.00,3876.00,0.00,439.00,167017.00,447412.00,24004.00,15046.00,408362.00,5747.00,4020.00,1727.00,4738.00,11182.00,640411.00,331864.00,159604.00,97146.00,62458.00,27693.00,14109.00,22139.00,3862.00,3238.00,3781.00,2886.00,-355.00,1147.00,3829.00,0.00,3751.00,50957.00,19505.00,31452.00,34045.00
1985:Q3,660608.00,171676.00,4720.00,0.00,724.00,166232.00,465396.00,16652.00,15624.00,433120.00,6900.00,4663.00,2237.00,4845.00,11791.00,660608.00,345002.00,173424.00,107667.00,65757.00,21029.00,12860.00,23309.00,4227.00,3712.00,3821.00,2496.00,-1621.00,2008.00,4466.00,0.00,4200.00,53402.00,21011.00,32391.00,31582.00
1985:Q4,713479.00,182369.00,9901.00,0.00,540.00,171928.00,506200.00,25797.00,15988.00,464415.00,7329.00,4663.00,2666.00,4940.00,12641.00,713479.00,344843.00,198320.00,126549.00,71771.00,33973.00,14831.00,28075.00,4312.00,5130.00,3281.00,2351.00,155.00,2129.00,4442.00,0.00,6275.00,54449.00,21191.00,33258.00,38988.00
1986:Q1,685385.00,176704.00,3897.00,511.00,338.00,171958.00,484419.00,11948.00,15779.00,456692.00,6820.00,4164.00,2656.00,5042.00,12400.00,685385.00,354430.00,192328.00,119162.00,73166.00,14951.00,12639.00,26143.00,4654.00,3501.00,2821.00,2300.00,412.00,2106.00,4818.00,0.00,5531.00,53548.00,20281.00,33267.00,31346.00
1986:Q2,738507.00,181624.00,3744.00,450.00,370.00,177060.00,531450.00,25224.00,16279.00,489947.00,8045.00,5100.00,2945.00,5169.00,12219.00,738507.00,387740.00,190651.00,116910.00,73741.00,26717.00,18099.00,26461.00,5052.00,4171.00,2431.00,2200.00,102.00,2450.00,4830.00,0.00,5225.00,55385.00,21749.00,33636.00,33454.00
1986:Q3,747563.00,187072.00,8006.00,663.00,382.00,178021.00,534945.00,28211.00,16258.00,490476.00,7660.00,4793.00,2867.00,5286.00,12600.00,747563.00,407128.00,183407.00,109432.00,73975.00,33585.00,14470.00,28297.00,5409.00,4159.00,2106.00,2499.00,-669.00,2662.00,5935.00,0.00,6196.00,55583.00,21433.00,34150.00,25093.00
1986:Q4,838882.00,195701.00,8015.00,917.00,424.00,186345.00,616533.00,27480.00,18670.00,570383.00,8253.00,4781.00,3472.00,5359.00,13036.00,838882.00,461922.00,202448.00,128098.00,74350.00,32846.00,17282.00,33832.00,5629.00,5781.00,1902.00,3082.00,-32.00,3657.00,5363.00,0.00,8450.00,59554.00,23875.00,35679.00,30998.00
1987:Q1,763926.00,190443.00,4094.00,577.00,466.00,185306.00,547123.00,8649.00,17150.00,521324.00,7474.00,4382.00,3092.00,5386.00,13500.00,763926.00,426032.00,202883.00,128289.00,74594.00,10024.00,12712.00,32129.00,5711.00,4835.00,1787.00,3709.00,671.00,3065.00,5576.00,0.00,6775.00,57597.00,21998.00,35599.00,22549.00
1987:Q2,821170.00,206282.00,14266.00,458.00,346.00,191212.00,587761.00,30924.00,17528.00,539309.00,7568.00,4725.00,2843.00,5365.00,14194.00,821170.00,440034.00,208014.00,133226.00,74788.00,42488.00,15650.00,30236.00,5656.00,4039.00,1707.00,4301.00,384.00,2366.00,5471.00,0.00,6312.00,59587.00,22599.00,36988.00,25161.00
1987:Q3,815533.00,202869.00,9580.00,419.00,507.00,192363.00,584989.00,32975.00,15301.00,536713.00,7936.00,5146.00,2790.00,5339.00,14400.00,815533.00,446119.00,208393.00,133413.00,74980.00,37426.00,13190.00,30578.00,5562.00,4116.00,1652.00,4712.00,400.00,2093.00,6075.00,0.00,5968.00,58588.00,20954.00,37634.00,21239.00
1987:Q4,842856.00,212432.00,5759.00,1027.00,313.00,205333.00,602706.00,21644.00,17225.00,563837.00,7647.00,4932.00,2715.00,5350.00,14721.00,842856.00,460886.00,212887.00,137673.00,75214.00,21410.00,16548.00,34334.00,5526.00,4891.00,1636.00,4844.00,-326.00,3587.00,6728.00,0.00,7448.00,62015.00,22470.00,39545.00,34776.00
1988:Q1,820392.00,207930.00,2882.00,436.00,649.00,203963.00,584093.00,23520.00,15989.00,544584.00,8175.00,5250.00,2925.00,5394.00,14800.00,820392.00,447321.00,211561.00,134774.00,76787.00,20996.00,18981.00,36154.00,5485.00,3902.00,1836.00,4852.00,13.00,3353.00,7057.00,0.00,9656.00,61529.00,21888.00,39641.00,23850.00
1988:Q2,861244.00,220898.00,10194.00,351.00,443.00,209910.00,611046.00,32559.00,17162.00,561325.00,8979.00,5380.00,3599.00,5460.00,14861.00,861244.00,451740.00,219470.00,141269.00,78201.00,39514.00,23229.00,38979.00,5418.00,4090.00,2436.00,5095.00,122.00,3140.00,7727.00,0.00,10951.00,64482.00,22985.00,41497.00,23830.00
1988:Q3,856140.00,227590.00,13412.00,358.00,392.00,213428.00,599015.00,34154.00,16162.00,548699.00,8715.00,4932.00,3783.00,5540.00,15280.00,856140.00,446560.00,218940.00,139912.00,79028.00,44806.00,22227.00,40667.00,5374.00,3729.00,3536.00,4736.00,2234.00,3301.00,7585.00,0.00,10172.00,63815.00,21486.00,42329.00,19125.00
1988:Q4,885122.00,230061.00,9051.00,548.00,374.00,220088.00,625285.00,28979.00,16640.00,579666.00,8662.00,4922.00,3740.00,5628.00,15486.00,885122.00,460490.00,231440.00,151649.00,79791.00,32118.00,24882.00,40421.00,5397.00,4575.00,4547.00,4410.00,663.00,3556.00,7883.00,0.00,9390.00,65592.00,21936.00,43656.00,30179.00
1989:Q1,827511.00,226332.00,4919.00,246.00,415.00,220752.00,571190.00,13513.00,17187.00,540490.00,8444.00,4562.00,3882.00,5745.00,15800.00,827511.00,442534.00,226204.00,145832.00,80372.00,13572.00,20594.00,35917.00,5495.00,3813.00,5122.00,3685.00,-1670.00,3101.00,7559.00,0.00,8812.00,66575.00,22164.00,44411.00,22115.00
1989:Q2,864682.00,239477.00,12627.00,156.00,288.00,226406.00,594639.00,34390.00,15681.00,544568.00,8531.00,4937.00,3594.00,5914.00,16121.00,864682.00,438265.00,228155.00,147934.00,80221.00,42937.00,23257.00,39239.00,5668.00,4210.00,5072.00,3593.00,-466.00,3400.00,8031.00,0.00,9731.00,67208.00,20906.00,46302.00,25621.00
1989:Q3,852261.00,238925.00,13892.00,209.00,366.00,224458.00,581563.00,30278.00,16278.00,535007.00,9250.00,4887.00,4363.00,6053.00,16470.00,852261.00,434487.00,229499.00,149435.00,80064.00,36747.00,22385.00,40130.00,5859.00,4428.00,4697.00,3298.00,1646.00,3169.00,8284.00,0.00,8749.00,67491.00,21531.00,45960.00,21522.00
1989:Q4,892152.00,240285.00,6672.00,1222.00,607.00,231784.00,620587.00,25582.00,16703.00,578302.00,8389.00,4795.00,3594.00,6079.00,16812.00,892152.00,462190.00,241711.00,160735.00,80976.00,25570.00,25237.00,39168.00,6012.00,5027.00,4141.00,3171.00,107.00,2284.00,8668.00,0.00,9758.00,69510.00,22105.00,47405.00,28766.00
1990:Q1,853528.00,240341.00,5372.00,241.00,302.00,234426.00,580632.00,16719.00,14860.00,549053.00,8993.00,5376.00,3617.00,5987.00,17575.00,853528.00,445751.00,235067.00,153160.00,81907.00,15129.00,21772.00,38916.00,6162.00,4916.00,3666.00,3790.00,-450.00,2055.00,8632.00,0.00,10145.00,70890.00,20538.00,50352.00,26003.00
1990:Q2,886964.00,249320.00,6050.00,183.00,382.00,242705.00,604933.00,32072.00,14910.00,557951.00,8595.00,5125.00,3470.00,5771.00,18345.00,886964.00,454551.00,232695.00,150291.00,82404.00,31113.00,23595.00,39275.00,6346.00,4920.00,3266.00,4318.00,353.00,2234.00,9112.00,0.00,8726.00,74822.00,20417.00,54405.00,30913.00
1990:Q3,889638.00,255984.00,8165.00,235.00,437.00,247147.00,600576.00,36595.00,16418.00,547563.00,9212.00,5313.00,3899.00,5536.00,18330.00,889638.00,448550.00,230264.00,146896.00,83368.00,33389.00,22355.00,42523.00,6476.00,4904.00,3416.00,4716.00,562.00,2112.00,9458.00,0.00,10879.00,81463.00,22168.00,59295.00,31094.00
1990:Q4,934740.00,264446.00,9521.00,162.00,390.00,254373.00,637848.00,30919.00,16307.00,590622.00,8744.00,5098.00,3646.00,5381.00,18321.00,934740.00,450651.00,250069.00,166871.00,83198.00,25417.00,23960.00,53294.00,6463.00,4925.00,3311.00,4974.00,11385.00,2109.00,9879.00,0.00,10248.00,85786.00,21795.00,63991.00,45563.00
1991:Q1,906410.00,273881.00,11545.00,124.00,236.00,261976.00,599509.00,26325.00,14953.00,558231.00,8285.00,5161.00,3124.00,5285.00,19450.00,906410.00,470891.00,219957.00,135968.00,83989.00,32672.00,21757.00,39268.00,6284.00,5069.00,3226.00,4366.00,-2145.00,1955.00,10345.00,0.00,10168.00,88384.00,20350.00,68034.00,33481.00
1991:Q2,934262.00,278743.00,12435.00,141.00,234.00,265933.00,621697.00,36038.00,13506.00,572153.00,8047.00,5134.00,2913.00,5213.00,20562.00,934262.00,469877.00,227112.00,141857.00,85255.00,40223.00,25506.00,43296.00,5914.00,5165.00,3141.00,4640.00,1968.00,1855.00,10019.00,0.00,10594.00,88446.00,18874.00,69572.00,39802.00
1991:Q3,948302.00,273892.00,8535.00,213.00,392.00,264752.00,640117.00,38534.00,14497.00,587086.00,8561.00,5087.00,3474.00,5182.00,20550.00,948302.00,472451.00,238733.00,154229.00,84504.00,27232.00,27287.00,41965.00,5537.00,5437.00,3056.00,3038.00,2966.00,1753.00,11107.00,0.00,9071.00,93086.00,19976.00,73110.00,47548.00
1991:Q4,1022519.00,295097.00,18333.00,1626.00,985.00,274153.00,692726.00,36414.00,14103.00,642209.00,8946.00,5306.00,3640.00,5203.00,20547.00,1022519.00,505030.00,259138.00,173811.00,85327.00,50916.00,30432.00,40907.00,5334.00,5451.00,2965.00,3807.00,-211.00,1205.00,12165.00,0.00,10191.00,97198.00,20394.00,76804.00,38898.00
1992:Q1,993288.00,281986.00,7557.00,175.00,384.00,273870.00,676366.00,16693.00,13330.00,646343.00,8037.00,5646.00,2391.00,5299.00,21600.00,993288.00,516390.00,254056.00,166453.00,87603.00,23391.00,28216.00,40191.00,5298.00,5423.00,2917.00,3960.00,-688.00,1269.00,12036.00,0.00,9976.00,96597.00,19360.00,77237.00,34447.00
1992:Q2,1034709.00,295878.00,14242.00,165.00,233.00,281238.00,702599.00,36104.00,15174.00,651321.00,8109.00,5597.00,2512.00,5479.00,22644.00,1034709.00,528123.00,252690.00,163919.00,88771.00,48971.00,29717.00,38295.00,5409.00,5309.00,2909.00,4435.00,-2571.00,1009.00,11482.00,0.00,10313.00,98769.00,21004.00,77765.00,38144.00
1992:Q3,1073175.00,313607.00,25113.00,216.00,554.00,287724.00,721695.00,38203.00,16228.00,667264.00,8399.00,5763.00,2636.00,5674.00,23800.00,1073175.00,555509.00,252199.00,161547.00,90652.00,59309.00,29133.00,39732.00,5544.00,5089.00,2904.00,6409.00,-3922.00,927.00,12130.00,0.00,10651.00,105872.00,22545.00,83327.00,31421.00
1992:Q4,1134667.00,311315.00,8000.00,247.00,237.00,302831.00,784151.00,30552.00,15839.00,737760.00,8320.00,5825.00,2495.00,5816.00,25065.00,1134667.00,616505.00,260302.00,169599.00,90703.00,31741.00,31610.00,41264.00,5576.00,4828.00,2919.00,6515.00,-2693.00,1196.00,12556.00,0.00,10367.00,109791.00,21901.00,87890.00,43454.00
1993:Q1,1089339.00,310062.00,7267.00,212.00,327.00,302256.00,740062.00,18750.00,15599.00,705713.00,8340.00,5592.00,2748.00,5925.00,24950.00,1089339.00,591338.00,254494.00,162405.00,92089.00,22661.00,30655.00,43639.00,5525.00,4927.00,2953.00,5836.00,-1034.00,1011.00,13335.00,0.00,11086.00,111840.00,21518.00,90322.00,34712.00
1993:Q2,1168153.00,341203.00,28818.00,183.00,294.00,311908.00,787521.00,36516.00,15031.00,735974.00,8534.00,6092.00,2442.00,6022.00,24873.00,1168153.00,612378.00,261245.00,168556.00,92689.00,61834.00,32977.00,42808.00,5405.00,5027.00,2978.00,6129.00,-2277.00,851.00,13823.00,0.00,10872.00,117200.00,21417.00,95783.00,39711.00
1993:Q3,1182084.00,338171.00,17673.00,200.00,508.00,319790.00,802828.00,38426.00,18861.00,745541.00,9192.00,6082.00,3110.00,6093.00,25800.00,1182084.00,636695.00,258801.00,165628.00,93173.00,53892.00,33732.00,41514.00,5275.00,5126.00,2995.00,5460.00,-3096.00,1303.00,13444.00,0.00,11007.00,126907.00,25451.00,101456.00,30543.00
1993:Q4,1251981.00,348467.00,15186.00,285.00,396.00,332600.00,862283.00,42633.00,15563.00,804087.00,8347.00,5684.00,2663.00,6125.00,26759.00,1251981.00,667581.00,284151.00,190216.00,93935.00,52188.00,33561.00,47345.00,5189.00,5225.00,3055.00,6619.00,-1219.00,2123.00,14072.00,0.00,12281.00,126151.00,21643.00,104508.00,41004.00
1994:Q1,1220704.00,344814.00,6551.00,210.00,460.00,337593.00,833900.00,39780.00,16730.00,777390.00,8805.00,5460.00,3345.00,6135.00,27050.00,1220704.00,639224.00,287198.00,189469.00,97729.00,45982.00,34644.00,50553.00,5145.00,5331.00,3184.00,5476.00,559.00,1720.00,14225.00,0.00,14913.00,131866.00,22650.00,109216.00,31237.00
1994:Q2,1229478.00,358228.00,9709.00,177.00,615.00,347727.00,828611.00,42889.00,16974.00,768748.00,8605.00,5583.00,3022.00,6203.00,27831.00,1229478.00,632979.00,288768.00,188577.00,100191.00,51684.00,35404.00,48224.00,5101.00,5436.00,3362.00,5794.00,-1830.00,1579.00,14601.00,0.00,14181.00,138125.00,23172.00,114953.00,34294.00
1994:Q3,1205718.00,362183.00,7211.00,215.00,347.00,354410.00,800467.00,30383.00,17612.00,752472.00,8701.00,5550.00,3151.00,6167.00,28200.00,1205718.00,623297.00,296562.00,192218.00,104344.00,36394.00,31737.00,48831.00,5057.00,5541.00,3541.00,7137.00,-2471.00,1649.00,14918.00,0.00,13459.00,142467.00,23509.00,118958.00,26430.00
1994:Q4,1240202.00,374238.00,7496.00,772.00,256.00,365714.00,822168.00,23751.00,17141.00,781276.00,8768.00,6063.00,2705.00,6233.00,28795.00,1240202.00,636434.00,308333.00,202061.00,106272.00,27819.00,35349.00,47667.00,5013.00,5646.00,3988.00,6737.00,-2576.00,1337.00,15500.00,0.00,12022.00,148553.00,23460.00,125093.00,36047.00
1995:Q1,1191644.00,375906.00,4904.00,290.00,380.00,370332.00,772351.00,15634.00,17038.00,739679.00,8135.00,5608.00,2527.00,5852.00,29400.00,1191644.00,613916.00,296906.00,185548.00,111358.00,16328.00,34136.00,44797.00,4973.00,5532.00,4200.00,5139.00,-6746.00,1276.00,16433.00,0.00,13990.00,153446.00,23026.00,130420.00,32115.00
1995:Q2,1239798.00,398487.00,21296.00,131.00,182.00,376878.00,797003.00,39731.00,16845.00,740427.00,7933.00,5299.00,2634.00,6215.00,30160.00,1239798.00,618766.00,289564.00,175866.00,113698.00,59027.00,37243.00,49010.00,4932.00,5417.00,4414.00,4687.00,-2124.00,1603.00,16811.00,0.00,13270.00,153882.00,22326.00,131556.00,32306.00
1995:Q3,1188685.00,385573.00,8942.00,218.00,219.00,376194.00,758483.00,30307.00,18105.00,710071.00,8138.00,5454.00,2684.00,5991.00,30500.00,1188685.00,583461.00,301857.00,184442.00,117415.00,38689.00,35652.00,50134.00,4892.00,5303.00,4629.00,5145.00,-2665.00,1098.00,16944.00,0.00,14788.00,156367.00,23778.00,132589.00,22525.00
1995:Q4,1211356.00,391153.00,6249.00,818.00,404.00,383682.00,774238.00,19003.00,18136.00,737099.00,8659.00,5982.00,2677.00,6416.00,30890.00,1211356.00,586561.00,326480.00,206673.00,119807.00,22173.00,38704.00,47117.00,4851.00,5188.00,4853.00,4207.00,-3552.00,1512.00,16309.00,0.00,13749.00,158455.00,24522.00,133933.00,31866.00
1996:Q1,1158169.00,389673.00,7335.00,234.00,210.00,381894.00,722707.00,16832.00,17679.00,688196.00,8564.00,5539.00,3025.00,6225.00,31000.00,1158169.00,574767.00,299760.00,175621.00,124139.00,24179.00,34018.00,47217.00,4811.00,4970.00,5076.00,4772.00,-2974.00,1064.00,16574.00,0.00,12924.00,154050.00,23428.00,130622.00,24178.00
1996:Q2,1181293.00,397507.00,7981.00,223.00,191.00,389112.00,735984.00,31360.00,20864.00,683760.00,8727.00,6296.00,2431.00,6474.00,32601.00,1181293.00,563834.00,305780.00,174938.00,130842.00,42763.00,34291.00,49867.00,3756.00,4856.00,5297.00,5883.00,-2776.00,711.00,16813.00,0.00,15327.00,161720.00,27351.00,134369.00,23038.00
1996:Q3,1183701.00,400670.00,7986.00,269.00,270.00,392145.00,735959.00,37794.00,19801.00,678364.00,7988.00,5507.00,2481.00,6545.00,32539.00,1183701.00,552399.00,316995.00,182257.00,134738.00,47479.00,31148.00,53119.00,4089.00,4741.00,5521.00,7186.00,-3685.00,605.00,17517.00,1845.00,15300.00,166489.00,25578.00,140911.00,16072.00
1996:Q4,1200366.00,414419.00,7991.00,785.00,181.00,405462.00,738569.00,28684.00,21597.00,688288.00,7998.00,5330.00,2668.00,6904.00,32476.00,1200366.00,544831.00,328028.00,189044.00,138984.00,38314.00,33157.00,57723.00,3938.00,4333.00,5519.00,7466.00,-1150.00,780.00,18953.00,2233.00,15651.00,175192.00,27108.00,148084.00,23121.00
1997:Q1,1167428.00,414807.00,6258.00,247.00,926.00,407376.00,703602.00,24028.00,21579.00,657995.00,8001.00,5244.00,2757.00,6819.00,34199.00,1167428.00,513827.00,335322.00,191864.00,143458.00,39963.00,32689.00,56558.00,4233.00,3486.00,6059.00,5353.00,-435.00,1170.00,18976.00,2956.00,14760.00,178559.00,27749.00,150810.00,10510.00
1997:Q2,1204302.00,432273.00,16711.00,211.00,195.00,415156.00,720858.00,34243.00,23520.00,663095.00,8857.00,5904.00,2953.00,6993.00,35321.00,1204302.00,515116.00,332005.00,182350.00,149655.00,57758.00,31800.00,67155.00,4062.00,4055.00,6339.00,8820.00,-453.00,3250.00,20144.00,2860.00,18078.00,184754.00,29619.00,155135.00,15714.00
1997:Q3,1163917.00,428099.00,7947.00,288.00,193.00,419671.00,684114.00,33511.00,22675.00,627928.00,8255.00,5538.00,2717.00,6705.00,36744.00,1163917.00,480272.00,341030.00,186213.00,154817.00,49307.00,34134.00,63340.00,4168.00,3693.00,7165.00,6505.00,-2202.00,2190.00,19050.00,3820.00,18951.00,189503.00,28406.00,161097.00,6331.00
1997:Q4,1209189.00,444255.00,5669.00,799.00,464.00,437323.00,712190.00,27779.00,26002.00,658409.00,8817.00,5712.00,3105.00,7327.00,36600.00,1209189.00,503866.00,339045.00,177710.00,161335.00,41582.00,37542.00,71735.00,4235.00,8140.00,6889.00,5314.00,1535.00,2097.00,18554.00,3289.00,21682.00,202687.00,32178.00,170509.00,12732.00
1998:Q1,1172525.00,443370.00,5755.00,255.00,177.00,437183.00,672799.00,21691.00,25730.00,625378.00,8303.00,5762.00,2541.00,7453.00,40600.00,1172525.00,462469.00,356802.00,195207.00,161595.00,37857.00,32622.00,74988.00,3709.00,3563.00,6562.00,6666.00,3582.00,1797.00,19610.00,4572.00,24927.00,202119.00,31669.00,170450.00,5668.00
1998:Q2,1224691.00,464140.00,18344.00,198.00,211.00,445387.00,705301.00,48510.00,24658.00,632133.00,8842.00,5746.00,3096.00,7670.00,38738.00,1224691.00,481650.00,348620.00,186260.00,162360.00,82928.00,34300.00,71577.00,3594.00,4839.00,6221.00,7610.00,-118.00,2238.00,20116.00,4842.00,22235.00,202898.00,30615.00,172283.00,2718.00
1998:Q3,1176771.00,460698.00,5044.00,254.00,357.00,455043.00,662311.00,30036.00,22436.00,609839.00,8323.00,5681.00,2642.00,7751.00,37688.00,1176771.00,469892.00,351207.00,186564.00,164643.00,47053.00,32171.00,70817.00,3801.00,4432.00,5875.00,7749.00,-1982.00,2501.00,18653.00,3854.00,25934.00,207264.00,28474.00,178790.00,-1633.00
1998:Q4,1220288.00,483276.00,6171.00,1501.00,177.00,475427.00,676861.00,13157.00,23220.00,640484.00,8584.00,5420.00,3164.00,8530.00,43037.00,1220288.00,528714.00,329230.00,161784.00,167446.00,23186.00,33640.00,78431.00,4014.00,5424.00,6025.00,9973.00,-1047.00,4952.00,19644.00,4068.00,25378.00,213173.00,28817.00,184356.00,13914.00
1999:Q1,1185829.00,485022.00,5509.00,98.00,180.00,479235.00,641153.00,16418.00,21272.00,603463.00,8882.00,5692.00,3190.00,7872.00,42900.00,1185829.00,514403.00,324467.00,158265.00,166202.00,29145.00,32736.00,65823.00,3219.00,2709.00,5756.00,7600.00,-6201.00,3289.00,21241.00,3751.00,24459.00,212974.00,27144.00,185830.00,6281.00
1999:Q2,1218494.00,498806.00,6810.00,96.00,425.00,491475.00,660373.00,42043.00,22196.00,596134.00,7865.00,5297.00,2568.00,8392.00,43058.00,1218494.00,486142.00,340790.00,174556.00,166234.00,61206.00,32451.00,77410.00,3661.00,4013.00,6184.00,9450.00,-1813.00,2727.00,21855.00,3692.00,27641.00,216156.00,27918.00,188238.00,4339.00
1999:Q3,1209667.00,510133.00,6734.00,62.00,256.00,503081.00,640392.00,46016.00,22101.00,572275.00,8148.00,5240.00,2908.00,8094.00,42900.00,1209667.00,477692.00,346554.00,177779.00,168775.00,62916.00,32559.00,71295.00,3145.00,3928.00,6514.00,9370.00,-7544.00,3175.00,21619.00,4354.00,26734.00,219734.00,27597.00,192137.00,-1083.00
1999:Q4,1332283.00,591523.00,28511.00,1123.00,85.00,561804.00,677727.00,49561.00,22689.00,605477.00,9138.00,5975.00,3163.00,8530.00,45365.00,1332283.00,508967.00,363896.00,191343.00,172553.00,87921.00,37551.00,89314.00,4254.00,5458.00,7398.00,9225.00,-3393.00,12107.00,21152.00,4402.00,28711.00,237512.00,28749.00,208763.00,7122.00
2000:Q1,1228081.00,532743.00,4531.00,61.00,138.00,528013.00,627602.00,37503.00,23218.00,566881.00,8250.00,5505.00,2745.00,8186.00,51300.00,1228081.00,464554.00,370251.00,190574.00,179677.00,48487.00,32531.00,76794.00,3131.00,4054.00,7744.00,11100.00,-3402.00,1055.00,21529.00,4466.00,27117.00,229047.00,28861.00,200186.00,6417.00
2000:Q2,1234690.00,540601.00,6284.00,76.00,118.00,534123.00,626142.00,48693.00,23806.00,553643.00,9321.00,6084.00,3237.00,8191.00,50435.00,1234690.00,432588.00,389252.00,204964.00,184288.00,60162.00,32042.00,79515.00,2707.00,5652.00,8339.00,12778.00,-4506.00,1596.00,21816.00,4164.00,26969.00,230188.00,30008.00,200180.00,10943.00
2000:Q3,1199808.00,542964.00,8643.00,51.00,152.00,534118.00,589780.00,39333.00,26413.00,524034.00,8039.00,5087.00,2952.00,8125.00,50900.00,1199808.00,392590.00,411906.00,228019.00,183887.00,55735.00,30464.00,76796.00,3059.00,3666.00,9472.00,12556.00,-889.00,1503.00,22878.00,3770.00,20781.00,231468.00,31652.00,199816.00,849.00
