1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2007:Q1,28946141.00,16056094.00,9292763.00,3572397.00,1430726.00,1760208.00,12890047.00,45306.00,150499.00,480421.00,413320.00,13914.00,189700.00,109057.00,39167.00,13056.00,28420.00,103179.00,55269.00,47910.00,174805.00,2180280.00,2669269.00,6469354.00,12087115.00,3212901.00,126170.00,310918.00,2775813.00,2573419.00,612061.00,1082142.00,879215.00,1825283.00,73230.00,1757701.00,2644581.00,16859026.00,161365.00,6534400.00,14869345.00,34.32,38.91,88.20,22701234.00,9811187.00,3573011.00,3256768.00,1325487.00,1655921.00,10614119.00,72629.00,3096128.00,54.52
2007:Q2,29805225.00,16582517.00,9713657.00,3625448.00,1453785.00,1789627.00,13222708.00,55824.00,169477.00,471493.00,432934.00,8695.00,188115.00,114501.00,33119.00,11040.00,29455.00,99982.00,50671.00,49311.00,181888.00,2265370.00,2734264.00,6614666.00,12396700.00,3314337.00,154348.00,338580.00,2821409.00,2677339.00,614730.00,1160451.00,902158.00,1859271.00,63114.00,1826928.00,2655711.00,17408525.00,162223.00,6592929.00,15866816.00,34.42,37.76,91.14,23175828.00,9953120.00,3659565.00,3294796.00,1344678.00,1654081.00,10779128.00,73758.00,3149846.00,55.59
2007:Q3,30660767.00,17177292.00,10243384.00,3651260.00,1472178.00,1810470.00,13483474.00,56965.00,169468.00,449046.00,499858.00,7643.00,162356.00,79935.00,38968.00,12989.00,30464.00,96435.00,46022.00,50413.00,183739.00,2301780.00,2854255.00,6701929.00,12678935.00,3317408.00,131417.00,350615.00,2835376.00,2856249.00,670998.00,1250546.00,934706.00,1863774.00,51882.00,1880849.00,2708773.00,17981832.00,163533.00,6681857.00,16112181.00,34.33,38.32,89.60,23576911.00,10093437.00,3715271.00,3332408.00,1363694.00,1682064.00,10897977.00,74827.00,3207671.00,56.65
2007:Q4,31166554.00,17413791.00,10376377.00,3673412.00,1492327.00,1871675.00,13752763.00,50250.00,143131.00,441335.00,548455.00,8050.00,149742.00,69462.00,38319.00,12773.00,29188.00,91201.00,41374.00,49827.00,178028.00,2261804.00,2892897.00,6987870.00,12915428.00,3360355.00,123815.00,367425.00,2869115.00,2978738.00,715722.00,1315956.00,947060.00,1897931.00,35828.00,1961944.00,2680632.00,18251126.00,164854.00,6796772.00,15474983.00,34.73,40.96,84.79,23954437.00,10201674.00,3782450.00,3371095.00,1384543.00,1663586.00,11039009.00,75813.00,3268759.00,57.42
2008:Q1,30661155.00,17113649.00,9962221.00,3697189.00,1518532.00,1935707.00,13547506.00,55037.00,125828.00,388425.00,623455.00,7100.00,109999.00,52866.00,27239.00,9080.00,20814.00,86013.00,39453.00,46560.00,161150.00,2294791.00,2971093.00,6724616.00,13005762.00,3410108.00,139958.00,377710.00,2892440.00,3045391.00,752754.00,1332370.00,960267.00,1858950.00,55007.00,1990412.00,2645894.00,17655394.00,165914.00,6894864.00,14061497.00,36.56,45.91,79.64,23935808.00,10388302.00,3856251.00,3407513.00,1406469.00,1718069.00,10930047.00,76709.00,3330761.00,59.06
2008:Q2,30092287.00,16649412.00,9374447.00,3722914.00,1541067.00,2010985.00,13442875.00,36837.00,114883.00,417939.00,631114.00,8056.00,117130.00,58271.00,28797.00,9599.00,20463.00,84602.00,37533.00,47069.00,155506.00,2312804.00,3085487.00,6478517.00,13119836.00,3506133.00,139829.00,406085.00,2960219.00,3086833.00,759907.00,1362523.00,964403.00,1818800.00,37941.00,2022714.00,2647415.00,16972451.00,166912.00,6978589.00,13960694.00,38.85,47.23,82.26,23985504.00,10542629.00,3934771.00,3440274.00,1428490.00,1739094.00,10865668.00,77579.00,3395075.00,60.68
2008:Q3,30332998.00,17106409.00,9776641.00,3783200.00,1561349.00,1985219.00,13226589.00,31580.00,117966.00,385910.00,640465.00,5300.00,115059.00,56981.00,25505.00,8502.00,24071.00,82233.00,35591.00,46642.00,135848.00,2245089.00,3092661.00,6374479.00,13118636.00,3546936.00,146540.00,420670.00,2979726.00,3107528.00,783204.00,1393814.00,930510.00,1748845.00,54068.00,1996667.00,2664592.00,17214363.00,166977.00,7121610.00,12329348.00,38.66,53.97,71.62,23879604.00,10653015.00,4006767.00,3465380.00,1447675.00,1733193.00,10760969.00,78377.00,3459302.00,61.84
2008:Q4,29507935.00,16584712.00,9352911.00,3857177.00,1564148.00,1810475.00,12923223.00,24704.00,84154.00,311888.00,726976.00,7178.00,124057.00,57286.00,30455.00,10152.00,26164.00,80986.00,33649.00,47337.00,106333.00,2093572.00,3011097.00,6352278.00,13224309.00,3551716.00,131479.00,434201.00,2986036.00,3061324.00,779878.00,1383937.00,897510.00,1672688.00,38954.00,2050284.00,2849343.00,16283626.00,166064.00,7287202.00,9609437.00,40.61,68.82,59.01,23534704.00,10611481.00,4044647.00,3474429.00,1462885.00,1629520.00,10310395.00,79004.00,3521185.00,64.14
2009:Q1,28826053.00,16004649.00,8838212.00,3861874.00,1562626.00,1741936.00,12821405.00,25736.00,87841.00,323930.00,733118.00,7469.00,122987.00,49862.00,41105.00,9702.00,22318.00,76815.00,32638.00,44177.00,108583.00,2101051.00,3123958.00,6109917.00,13029394.00,3639415.00,106923.00,441748.00,3090744.00,2910252.00,720257.00,1309254.00,880740.00,1587025.00,40221.00,1987132.00,2865349.00,15796659.00,164925.00,7245547.00,8560848.00,41.46,76.51,54.19,23464325.00,10642920.00,4097651.00,3469031.00,1474273.00,1601965.00,10434931.00,79492.00,3574374.00,62.77
2009:Q2,27694868.00,14762734.00,7644499.00,3848843.00,1561652.00,1707740.00,12932134.00,26241.00,99414.00,309233.00,717070.00,7904.00,133827.00,55949.00,41890.00,13963.00,22025.00,75411.00,31615.00,43796.00,129437.00,2121509.00,3234537.00,6077550.00,12972241.00,3697345.00,86182.00,452595.00,3158568.00,2798783.00,661328.00,1283988.00,853467.00,1566563.00,34647.00,1997541.00,2877362.00,14722627.00,162932.00,7060922.00,9955428.00,44.12,65.25,67.62,23541537.00,10609403.00,4132071.00,3459784.00,1485375.00,1532173.00,10569296.00,79901.00,3617949.00,61.46
2009:Q3,26876568.00,13777376.00,6696632.00,3828413.00,1573141.00,1679190.00,13099192.00,26260.00,124536.00,432428.00,674826.00,8997.00,128226.00,49698.00,40835.00,13612.00,24081.00,73729.00,30581.00,43148.00,151868.00,2114346.00,3328533.00,6035442.00,12926181.00,3714296.00,72903.00,460611.00,3180782.00,2647811.00,583054.00,1251638.00,813119.00,1556455.00,41742.00,2042412.00,2923466.00,13950387.00,162074.00,6894353.00,11532543.00,45.61,55.17,82.67,23724942.00,10625750.00,4174184.00,3451854.00,1496342.00,1503370.00,10798760.00,80337.00,3654631.00,58.92
2009:Q4,27177224.00,13859751.00,6761300.00,3793101.00,1600712.00,1704638.00,13317474.00,31528.00,154912.00,488801.00,655532.00,7852.00,140373.00,55987.00,42964.00,14321.00,27101.00,73141.00,29548.00,43593.00,162039.00,2064079.00,3245113.00,6294103.00,12903595.00,3730580.00,58412.00,470868.00,3201300.00,2453690.00,545830.00,1139010.00,768850.00,1590062.00,35700.00,1986431.00,3107132.00,14273629.00,163496.00,6901478.00,12223833.00,43.33,50.59,85.64,23978642.00,10661168.00,4213247.00,3445145.00,1510037.00,1492739.00,11075046.00,80715.00,3686188.00,55.84
2010:Q1,27136199.00,13657101.00,6534987.00,3765086.00,1613030.00,1743999.00,13479098.00,38111.00,184836.00,490549.00,569208.00,8996.00,140981.00,57137.00,42376.00,17459.00,24009.00,74494.00,29162.00,45332.00,168981.00,2147679.00,3239728.00,6415535.00,12968261.00,3809861.00,73619.00,479049.00,3257193.00,2347714.00,493914.00,1106232.00,747568.00,1628291.00,49464.00,2039851.00,3093079.00,14167939.00,164513.00,6944049.00,12692061.00,43.46,48.52,89.58,24186791.00,10707693.00,4224054.00,3445468.00,1523961.00,1514210.00,11218531.00,80993.00,3714351.00,54.89
2010:Q2,27967026.00,14402042.00,7236168.00,3781802.00,1634446.00,1749626.00,13564984.00,38657.00,202229.00,495201.00,518327.00,9221.00,148548.00,63594.00,45011.00,18337.00,21606.00,73658.00,28772.00,44886.00,158672.00,2215335.00,3293718.00,6411418.00,13044376.00,3835172.00,81981.00,489814.00,3263377.00,2240182.00,461093.00,1074515.00,704574.00,1669743.00,43875.00,2069860.00,3185544.00,14922649.00,164073.00,7000101.00,11204225.00,40.71,54.22,75.08,24429993.00,10865009.00,4357926.00,3452218.00,1538074.00,1516791.00,11385617.00,81253.00,3745093.00,53.36
2010:Q3,28365834.00,14570988.00,7308883.00,3815559.00,1643954.00,1802591.00,13794846.00,35791.00,214395.00,525539.00,508887.00,11547.00,160230.00,70683.00,46889.00,18963.00,23695.00,73048.00,28378.00,44670.00,173581.00,2221015.00,3425721.00,6445092.00,13192880.00,3935134.00,97941.00,492334.00,3344859.00,2192228.00,452767.00,1063983.00,675479.00,1697538.00,47060.00,2142625.00,3178296.00,15172953.00,164661.00,7057713.00,12555486.00,40.38,48.80,82.75,24717749.00,10922903.00,4356173.00,3465109.00,1553523.00,1548098.00,11524869.00,81401.00,3775860.00,53.17
2010:Q4,28951845.00,14935088.00,7539695.00,3853646.00,1669072.00,1872675.00,14016756.00,40626.00,234471.00,548711.00,497830.00,12127.00,155945.00,67978.00,48024.00,16008.00,23935.00,72769.00,27985.00,44784.00,186788.00,2157231.00,3402902.00,6707357.00,13226698.00,3965944.00,82930.00,503567.00,3379447.00,2098340.00,477139.00,948144.00,673057.00,1746384.00,42857.00,2128728.00,3244446.00,15725147.00,166301.00,7123850.00,13995728.00,38.56,43.33,89.00,25006110.00,10989354.00,4377109.00,3482445.00,1570268.00,1559532.00,11779412.00,81596.00,3808669.00,51.48
2011:Q1,29471597.00,15375498.00,7840241.00,3885676.00,1698042.00,1951539.00,14096099.00,47972.00,248310.00,550604.00,482387.00,12639.00,141311.00,70393.00,37899.00,12633.00,20386.00,72018.00,27847.00,44171.00,189996.00,2221064.00,3443022.00,6686776.00,13358317.00,4028560.00,110462.00,506246.00,3411852.00,2084074.00,495035.00,944254.00,644785.00,1729150.00,60702.00,2142026.00,3313806.00,16113279.00,166256.00,7151730.00,14916342.00,37.94,40.98,92.57,25243010.00,11146911.00,4426169.00,3503762.00,1586868.00,1630112.00,11884692.00,81810.00,3837042.00,51.43
2011:Q2,29591569.00,15379497.00,7740756.00,3924938.00,1719763.00,1994041.00,14212072.00,41634.00,247606.00,566562.00,469098.00,12827.00,141832.00,69571.00,35989.00,15330.00,20942.00,72568.00,27708.00,44860.00,185956.00,2295685.00,3618177.00,6560127.00,13496715.00,4074913.00,106912.00,510972.00,3457029.00,2118291.00,524369.00,980331.00,613591.00,1747504.00,50589.00,2181307.00,3324112.00,16094854.00,166425.00,7245783.00,14816149.00,38.48,41.80,92.06,25457355.00,11245283.00,4457909.00,3526784.00,1603320.00,1657270.00,11960640.00,82059.00,3870623.00,51.78
2011:Q3,29712032.00,15438357.00,7744891.00,3962809.00,1736267.00,1994390.00,14273675.00,38164.00,247919.00,569558.00,451026.00,11878.00,137510.00,62004.00,39667.00,13222.00,22617.00,73311.00,27568.00,45743.00,161716.00,2306030.00,3686556.00,6590007.00,13664509.00,4139241.00,124687.00,509569.00,3504985.00,2156223.00,571888.00,990055.00,594281.00,1748334.00,59525.00,2245660.00,3315527.00,16047523.00,165989.00,7330038.00,12491673.00,39.23,50.40,77.84,25618569.00,11344894.00,4488222.00,3558135.00,1620088.00,1678449.00,11954060.00,82342.00,3908703.00,52.66
2011:Q4,30501459.00,15992555.00,8228088.00,4007952.00,1746918.00,2009596.00,14508905.00,34827.00,265303.00,561944.00,462387.00,12576.00,147446.00,67864.00,42968.00,14323.00,22291.00,74487.00,27428.00,47059.00,165874.00,2240671.00,3759184.00,6784206.00,13878394.00,4169796.00,116309.00,511725.00,3541762.00,2230313.00,629243.00,1008334.00,592737.00,1771573.00,51653.00,2230737.00,3424323.00,16623066.00,165689.00,7425452.00,13887164.00,38.50,46.09,83.54,25957555.00,11448650.00,4537742.00,3591968.00,1637555.00,1681385.00,12079161.00,82662.00,3949447.00,52.98
2012:Q1,30737803.00,16097468.00,8260704.00,4046355.00,1773237.00,2017172.00,14640335.00,32101.00,213126.00,575321.00,507444.00,13910.00,123369.00,58278.00,31201.00,10400.00,23490.00,72980.00,26959.00,46021.00,178667.00,2307963.00,3815478.00,6799976.00,14039422.00,4268525.00,127585.00,512837.00,3628103.00,2176063.00,634387.00,992642.00,549035.00,1775536.00,62028.00,2245062.00,3512208.00,16698380.00,165757.00,7531010.00,15598891.00,38.59,41.31,93.42,26263714.00,11623379.00,4587053.00,3629755.00,1655020.00,1751551.00,12224292.00,83054.00,3993354.00,52.72
2012:Q2,31039132.00,16235119.00,8348336.00,4073391.00,1793886.00,2019506.00,14804013.00,28517.00,200554.00,572757.00,491863.00,13817.00,128224.00,57578.00,40583.00,11028.00,19035.00,72941.00,26490.00,46451.00,172205.00,2351484.00,3904218.00,6867433.00,14228059.00,4333347.00,132082.00,522783.00,3678482.00,2160973.00,662300.00,987546.00,511127.00,1804099.00,60273.00,2313195.00,3556173.00,16811073.00,166835.00,7632374.00,15021395.00,38.63,43.23,89.35,26534577.00,11730564.00,4633136.00,3669396.00,1672859.00,1755173.00,12306518.00,83469.00,4039484.00,52.77
2012:Q3,31639413.00,16678259.00,8681417.00,4105765.00,1813971.00,2077106.00,14961154.00,32825.00,216628.00,584011.00,497578.00,11159.00,137487.00,60035.00,43931.00,12144.00,21377.00,73007.00,26016.00,46991.00,177962.00,2369999.00,4056086.00,6804412.00,14464238.00,4433319.00,136004.00,521394.00,3775921.00,2181189.00,671390.00,1027986.00,481813.00,1825456.00,61164.00,2365084.00,3598026.00,17175175.00,168761.00,7675786.00,15824980.00,38.51,41.80,92.14,26830114.00,11868960.00,4677196.00,3706208.00,1690548.00,1795008.00,12365876.00,83926.00,4084825.00,53.49
2012:Q4,31941029.00,16852637.00,8793757.00,4139429.00,1819416.00,2100036.00,15088392.00,35380.00,219772.00,595224.00,519448.00,9696.00,134995.00,59497.00,39437.00,13146.00,22915.00,73578.00,25542.00,48036.00,179575.00,2293235.00,4134652.00,6892837.00,14695545.00,4522251.00,130330.00,524661.00,3867260.00,2226674.00,712137.00,1036873.00,477664.00,1836998.00,53967.00,2399793.00,3655862.00,17245484.00,170972.00,7678201.00,15579414.00,39.13,43.32,90.34,27053543.00,11965151.00,4726731.00,3744226.00,1708939.00,1785255.00,12357998.00,84458.00,4128675.00,54.61
2013:Q1,32481256.00,17083040.00,8963821.00,4179232.00,1833116.00,2106872.00,15398215.00,54285.00,223657.00,592560.00,513584.00,9240.00,110292.00,56201.00,31954.00,5651.00,16486.00,67640.00,25925.00,41715.00,188845.00,2427289.00,4092764.00,7118059.00,14867181.00,4611998.00,140087.00,527130.00,3944781.00,2204520.00,710933.00,1037083.00,456504.00,1854476.00,60378.00,2426498.00,3709311.00,17614075.00,173117.00,7701058.00,17545555.00,38.70,38.85,99.61,27519872.00,12121657.00,4770029.00,3783769.00,1728659.00,1839200.00,12652691.00,85053.00,4172340.00,53.87
2013:Q2,33275285.00,17612028.00,9428669.00,4218905.00,1856581.00,2107872.00,15663257.00,63748.00,204367.00,603174.00,509309.00,8630.00,115920.00,52607.00,36804.00,7268.00,19241.00,68416.00,26313.00,42103.00,190563.00,2543847.00,4188866.00,7166417.00,15004169.00,4665818.00,147247.00,531562.00,3987009.00,2266895.00,734039.00,1076347.00,456509.00,1892733.00,48093.00,2462501.00,3668129.00,18271116.00,174935.00,7777713.00,17748627.00,37.94,39.06,97.14,27879166.00,12215909.00,4811198.00,3821649.00,1746818.00,1836244.00,12874998.00,85701.00,4218738.00,53.85
2013:Q3,34121685.00,18218928.00,9942054.00,4262922.00,1882296.00,2131656.00,15902757.00,63635.00,247254.00,633066.00,537729.00,12500.00,117067.00,50332.00,37111.00,7370.00,22254.00,69269.00,26704.00,42565.00,199527.00,2593875.00,4313096.00,7115739.00,15182710.00,4792256.00,171169.00,527553.00,4093534.00,2278291.00,742048.00,1066212.00,470032.00,1922269.00,49713.00,2506594.00,3633587.00,18938975.00,176876.00,7835019.00,18860742.00,37.33,37.49,99.59,28260961.00,12358204.00,4870959.00,3855784.00,1765508.00,1865953.00,13078252.00,86394.00,4268956.00,54.06
2013:Q4,34828932.00,18568226.00,10198968.00,4287421.00,1917423.00,2164414.00,16260706.00,77511.00,283280.00,631054.00,559144.00,8744.00,121816.00,52886.00,38822.00,8941.00,21167.00,70527.00,27096.00,43431.00,211023.00,2554812.00,4389539.00,7353256.00,15396959.00,4815554.00,144511.00,527762.00,4143281.00,2315145.00,775839.00,1063110.00,476196.00,1938336.00,44889.00,2580240.00,3702794.00,19431974.00,179807.00,7934365.00,20560584.00,36.70,34.68,105.81,28726750.00,12466044.00,4926244.00,3895232.00,1784708.00,1859860.00,13329792.00,87111.00,4320400.00,53.49
2014:Q1,35147978.00,18737359.00,10262062.00,4324879.00,1939877.00,2210541.00,16410619.00,68246.00,290727.00,610257.00,505434.00,11312.00,134802.00,56887.00,44518.00,12839.00,20558.00,71139.00,28292.00,42847.00,217617.00,2616380.00,4417276.00,7467429.00,15652959.00,4923345.00,180154.00,526944.00,4216247.00,2361305.00,787616.00,1095388.00,478302.00,1960873.00,51327.00,2559214.00,3796896.00,19495019.00,182796.00,8017263.00,20906662.00,37.37,34.84,107.24,29069708.00,12659089.00,4991390.00,3934190.00,1805123.00,1928386.00,13416749.00,87869.00,4377829.00,54.30
2014:Q2,35925802.00,19262773.00,10714450.00,4367287.00,1958421.00,2222615.00,16663028.00,79381.00,293488.00,642735.00,500309.00,13540.00,131187.00,51548.00,44243.00,14748.00,20648.00,73134.00,29502.00,43632.00,228573.00,2682754.00,4534670.00,7483257.00,15901918.00,4989571.00,185778.00,526777.00,4277016.00,2386185.00,819563.00,1080986.00,485635.00,1997467.00,46395.00,2627725.00,3854575.00,20023884.00,182643.00,8079288.00,21993890.00,36.83,33.54,109.84,29440874.00,12777846.00,5054901.00,3975142.00,1826128.00,1921675.00,13538957.00,88690.00,4437508.00,54.48
2014:Q3,36485425.00,19609399.00,10995301.00,4407577.00,1981220.00,2225301.00,16876025.00,72829.00,317915.00,608854.00,518217.00,21028.00,128582.00,52178.00,42914.00,14305.00,19185.00,75174.00,30725.00,44449.00,228837.00,2692734.00,4588913.00,7622942.00,16165166.00,5057564.00,207060.00,524848.00,4325656.00,2447744.00,834107.00,1121361.00,492277.00,2011324.00,54156.00,2710662.00,3883716.00,20320259.00,185138.00,8137909.00,21817732.00,36.94,34.40,107.37,29789553.00,12913528.00,5118480.00,4021163.00,1848058.00,1925827.00,13624388.00,89557.00,4496289.00,55.09
2014:Q4,37170298.00,20029370.00,11371694.00,4446717.00,2007044.00,2203915.00,17140928.00,68652.00,322369.00,609531.00,558226.00,21614.00,131139.00,56396.00,41292.00,13764.00,19687.00,76318.00,31948.00,44370.00,234535.00,2625647.00,4615590.00,7877307.00,16483654.00,5122847.00,181963.00,527751.00,4413133.00,2493069.00,868685.00,1126155.00,498229.00,2047089.00,43497.00,2740629.00,4036524.00,20686644.00,186743.00,8172791.00,22679703.00,36.82,33.58,109.63,30154237.00,13013309.00,5177665.00,4062288.00,1870858.00,1902498.00,13670583.00,90484.00,4554885.00,55.71
2015:Q1,37820111.00,20476166.00,11758959.00,4492284.00,2038784.00,2186139.00,17343945.00,51271.00,284431.00,622412.00,545250.00,22224.00,125265.00,57383.00,33868.00,11289.00,22725.00,76348.00,33161.00,43187.00,241106.00,2675962.00,4651898.00,8047778.00,16675910.00,5247446.00,188237.00,533338.00,4525871.00,2537292.00,888821.00,1144520.00,503950.00,2040099.00,58100.00,2842868.00,3950104.00,21144201.00,186838.00,8160199.00,23067040.00,36.82,33.75,109.09,30534482.00,13190537.00,5232726.00,4107263.00,1893019.00,1957529.00,13858572.00,91465.00,4608242.00,56.17
2015:Q2,38382221.00,20753805.00,11950966.00,4521349.00,2067638.00,2213852.00,17628416.00,57098.00,335423.00,588810.00,546207.00,23840.00,119860.00,56637.00,31047.00,10349.00,21827.00,79163.00,34374.00,44789.00,242137.00,2719676.00,4714230.00,8201972.00,16879946.00,5399388.00,177495.00,542559.00,4679334.00,2566118.00,910480.00,1140196.00,515443.00,2066746.00,56060.00,2903018.00,3888615.00,21502275.00,186856.00,8141820.00,22699809.00,37.04,35.09,105.57,30936604.00,13308188.00,5281292.00,4151457.00,1917070.00,1958369.00,14056659.00,92506.00,4658962.00,56.67
2015:Q3,38867325.00,21103492.00,12264284.00,4553857.00,2089450.00,2195902.00,17763833.00,49010.00,332535.00,592725.00,558766.00,25259.00,115497.00,54825.00,30084.00,10028.00,20560.00,80632.00,35587.00,45045.00,228264.00,2704713.00,4724582.00,8351849.00,17058166.00,5504552.00,201196.00,542956.00,4760400.00,2526264.00,917510.00,1112432.00,496321.00,2040323.00,56841.00,2945836.00,3984350.00,21809159.00,188376.00,8192280.00,20654623.00,36.82,38.88,94.71,31192128.00,13428295.00,5339098.00,4198297.00,1940699.00,1950201.00,14133962.00,93612.00,4707259.00,56.82
2015:Q4,39439872.00,21393162.00,12520370.00,4584290.00,2104972.00,2183530.00,18046710.00,48007.00,309102.00,578885.00,576821.00,25983.00,124203.00,54709.00,35437.00,11812.00,22245.00,80381.00,36800.00,43581.00,235719.00,2610092.00,4807171.00,8650346.00,17275080.00,5531439.00,176548.00,541192.00,4813699.00,2558596.00,947482.00,1095060.00,516053.00,2013943.00,41679.00,2964781.00,4164642.00,22164792.00,189651.00,8215164.00,21681394.00,36.50,37.31,97.82,31590410.00,13543700.00,5389479.00,4243042.00,1964421.00,1946758.00,14315331.00,94779.00,4750466.00,56.51
2016:Q1,39793044.00,21537872.00,12592612.00,4618566.00,2134728.00,2191967.00,18255171.00,37602.00,304970.00,576365.00,574619.00,22821.00,132297.00,54845.00,43720.00,14573.00,19159.00,79731.00,38013.00,41718.00,238065.00,2643917.00,4899449.00,8745335.00,17487416.00,5676492.00,185460.00,544899.00,4946133.00,2627309.00,975736.00,1128737.00,522837.00,1991192.00,40187.00,2976505.00,4175731.00,22305627.00,191414.00,8200356.00,21781325.00,37.23,38.12,97.65,31969012.00,13713841.00,5463471.00,4282299.00,1988938.00,1979133.00,14481596.00,95988.00,4793067.00,57.34
2016:Q2,40453165.00,21907378.00,12841738.00,4648227.00,2168305.00,2249108.00,18545787.00,48154.00,327583.00,592383.00,577007.00,21581.00,127481.00,59229.00,36073.00,12024.00,20155.00,81161.00,39226.00,41935.00,244063.00,2733563.00,5012951.00,8779860.00,17629100.00,5761750.00,186852.00,555440.00,5019458.00,2620684.00,993341.00,1093100.00,534242.00,2047093.00,33756.00,3028938.00,4136879.00,22824066.00,194905.00,8279797.00,22151958.00,36.73,37.84,97.06,32367669.00,13821882.00,5501384.00,4318729.00,2016195.00,1985574.00,14738569.00,97178.00,4834153.00,56.87
