1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1960:Q1,776388.00,599740.00,348687.00,137451.00,23738.00,89864.00,176648.00,121.00,26730.00,1268.00,0.00,0.00,24375.00,740.00,19986.00,1200.00,2449.00,8340.00,22.00,8318.00,0.00,79948.00,29312.00,6554.00,220059.00,73643.00,427.00,0.00,73216.00,65097.00,35977.00,8149.00,20971.00,58681.00,12817.00,5015.00,4805.00,556329.00,4750.00,259158.00,339310.00,24.94,40.89,60.99,564504.00,387856.00,165261.00,108999.00,21238.00,92358.00,344445.00,2482.00,146509.00,40.28
1960:Q2,780605.00,603931.00,349886.00,139568.00,24157.00,90320.00,176674.00,140.00,27736.00,1087.00,0.00,0.00,22526.00,757.00,18247.00,1343.00,2179.00,9044.00,23.00,9021.00,0.00,80465.00,29641.00,6035.00,222859.00,74654.00,547.00,0.00,74107.00,66747.00,36856.00,8811.00,21080.00,59596.00,11903.00,5070.00,4890.00,557746.00,4880.00,258941.00,347588.00,25.35,40.68,62.32,569816.00,393142.00,167801.00,111112.00,21714.00,92515.00,346957.00,2617.00,148559.00,40.75
1960:Q3,787190.00,608265.00,351274.00,141023.00,24674.00,91294.00,178925.00,191.00,27935.00,1346.00,0.00,0.00,20832.00,648.00,16446.00,1190.00,2548.00,8777.00,24.00,8753.00,0.00,83319.00,29976.00,6549.00,224383.00,75671.00,782.00,0.00,74889.00,66249.00,36542.00,8402.00,21305.00,60583.00,11795.00,5151.00,4934.00,562807.00,4992.00,259048.00,321285.00,25.22,44.17,57.09,577646.00,398721.00,170333.00,112999.00,22220.00,93169.00,353263.00,2752.00,150581.00,40.17
1960:Q4,790406.00,609667.00,352721.00,141878.00,25168.00,89900.00,180740.00,148.00,28442.00,3000.00,0.00,0.00,20038.00,788.00,15752.00,1116.00,2382.00,9647.00,24.00,9623.00,0.00,82311.00,30670.00,6483.00,230414.00,76985.00,769.00,0.00,76216.00,68607.00,37651.00,9131.00,21825.00,62090.00,12560.00,5169.00,5002.00,559993.00,5119.00,258707.00,365166.00,26.00,39.87,65.21,582726.00,401986.00,172989.00,114640.00,22731.00,91626.00,352312.00,2896.00,152668.00,41.32
1961:Q1,790213.00,611173.00,353925.00,142463.00,25635.00,89150.00,179040.00,189.00,26661.00,3272.00,0.00,0.00,19503.00,562.00,15225.00,936.00,2780.00,7992.00,26.00,7966.00,0.00,83213.00,31393.00,6817.00,227218.00,77200.00,623.00,0.00,76577.00,68328.00,37641.00,8942.00,21744.00,60425.00,10921.00,5244.00,5100.00,562995.00,5217.00,259768.00,410353.00,25.85,35.46,72.89,587244.00,408204.00,175627.00,116044.00,23252.00,93281.00,360026.00,3015.00,154707.00,40.42
1961:Q2,800245.00,615240.00,356785.00,143186.00,26130.00,89139.00,185005.00,213.00,27971.00,3863.00,0.00,0.00,19264.00,613.00,14636.00,1233.00,2782.00,8574.00,28.00,8546.00,0.00,85820.00,32079.00,7222.00,230775.00,79256.00,726.00,0.00,78530.00,68435.00,37343.00,9061.00,22031.00,61899.00,10584.00,5347.00,5253.00,569471.00,5363.00,261257.00,411555.00,25.93,35.89,72.27,597241.00,412236.00,178254.00,117602.00,23790.00,92590.00,366467.00,3144.00,156666.00,40.30
1961:Q3,809626.00,620883.00,359704.00,143955.00,26692.00,90532.00,188743.00,238.00,28109.00,4606.00,0.00,0.00,17972.00,245.00,13288.00,1248.00,3191.00,8619.00,30.00,8589.00,0.00,89372.00,32846.00,6981.00,234331.00,80254.00,1017.00,0.00,79237.00,68112.00,37134.00,8712.00,22266.00,63546.00,11557.00,5400.00,5461.00,575295.00,5508.00,262503.00,423621.00,25.79,35.02,73.64,606620.00,417877.00,180881.00,119163.00,24334.00,93499.00,372289.00,3290.00,158596.00,39.85
1961:Q4,819941.00,626538.00,362550.00,145125.00,27234.00,91629.00,193403.00,236.00,31884.00,4100.00,0.00,0.00,18828.00,1089.00,14096.00,1248.00,2395.00,9650.00,33.00,9617.00,0.00,88253.00,33387.00,7065.00,243057.00,81705.00,1094.00,0.00,80611.00,71282.00,38585.00,9454.00,23243.00,65845.00,13274.00,5286.00,5665.00,576884.00,5663.00,264380.00,437674.00,26.52,34.95,75.87,617761.00,424358.00,183451.00,120985.00,24875.00,95047.00,374704.00,3454.00,160485.00,40.83
1962:Q1,825755.00,632562.00,364787.00,146726.00,27680.00,93369.00,193194.00,234.00,28422.00,5395.00,0.00,0.00,19393.00,562.00,14217.00,1238.00,3376.00,8569.00,38.00,8531.00,31.00,89326.00,33854.00,7970.00,242315.00,82568.00,1131.00,0.00,81437.00,71196.00,38089.00,9530.00,23576.00,64481.00,12916.00,5330.00,5824.00,583440.00,5816.00,265683.00,427931.00,26.35,35.93,73.35,625100.00,431906.00,185990.00,122904.00,25394.00,97618.00,382785.00,3592.00,162401.00,40.17
1962:Q2,834230.00,637837.00,366637.00,148517.00,28183.00,94500.00,196393.00,296.00,29680.00,5554.00,0.00,0.00,18221.00,907.00,13061.00,1184.00,3069.00,9450.00,44.00,9406.00,82.00,90553.00,34525.00,8032.00,246835.00,84073.00,1092.00,0.00,82981.00,73147.00,39474.00,9680.00,23993.00,65221.00,13001.00,5417.00,5977.00,587394.00,5976.00,267552.00,326582.00,26.77,48.14,55.60,634264.00,437871.00,188607.00,124924.00,25906.00,98434.00,387428.00,3748.00,164403.00,40.58
1962:Q3,845007.00,644188.00,369055.00,150332.00,28623.00,96178.00,200819.00,788.00,30463.00,4903.00,0.00,0.00,17088.00,1079.00,11645.00,1308.00,3056.00,9484.00,50.00,9434.00,134.00,94489.00,35133.00,8337.00,252002.00,84921.00,1363.00,0.00,83558.00,73802.00,40045.00,9269.00,24488.00,67725.00,13996.00,5473.00,6085.00,593004.00,6143.00,268317.00,345363.00,26.77,45.96,58.24,645588.00,444769.00,191279.00,126916.00,26412.00,100162.00,393586.00,3911.00,166450.00,40.33
1962:Q4,854759.00,649377.00,371962.00,151526.00,29096.00,96793.00,205382.00,790.00,34786.00,5000.00,0.00,0.00,17583.00,1304.00,12307.00,1275.00,2697.00,10444.00,54.00,10390.00,168.00,92772.00,35793.00,8046.00,258475.00,85841.00,1198.00,0.00,84643.00,77625.00,42226.00,9836.00,25563.00,68806.00,14355.00,5673.00,6175.00,596284.00,6306.00,270087.00,424314.00,27.41,38.52,71.16,655601.00,450219.00,193885.00,128843.00,26935.00,100556.00,397126.00,4078.00,168392.00,41.16
1963:Q1,859923.00,654169.00,373817.00,153098.00,29533.00,97721.00,205754.00,828.00,27991.00,5344.00,0.00,0.00,21755.00,1092.00,16367.00,930.00,3366.00,9406.00,56.00,9350.00,187.00,94615.00,36685.00,8943.00,258695.00,86793.00,1214.00,0.00,85579.00,77938.00,41735.00,10253.00,25950.00,68221.00,13596.00,5734.00,6413.00,601228.00,6420.00,271598.00,447981.00,27.40,36.77,74.51,662623.00,456869.00,196328.00,130807.00,27487.00,102247.00,403929.00,4181.00,170197.00,40.78
1963:Q2,870284.00,659563.00,376082.00,154551.00,30157.00,98772.00,210721.00,1065.00,29408.00,5160.00,0.00,0.00,21340.00,1008.00,15252.00,1314.00,3766.00,10135.00,56.00,10079.00,193.00,96295.00,37577.00,9548.00,263603.00,87682.00,987.00,0.00,86695.00,79858.00,42769.00,10562.00,26527.00,69835.00,13743.00,5869.00,6616.00,606681.00,6524.00,272920.00,469026.00,27.62,35.72,77.31,674090.00,463369.00,198950.00,132810.00,28078.00,103531.00,410487.00,4304.00,172118.00,40.81
1963:Q3,881623.00,666341.00,378748.00,156429.00,30871.00,100294.00,215282.00,1000.00,30048.00,5117.00,0.00,0.00,21017.00,445.00,14602.00,1399.00,4571.00,10312.00,56.00,10256.00,195.00,99420.00,38183.00,9990.00,268333.00,88336.00,1111.00,0.00,87225.00,80357.00,42999.00,10195.00,27162.00,72135.00,14713.00,5991.00,6801.00,613291.00,6584.00,274464.00,487677.00,27.51,34.59,79.52,685833.00,470551.00,201586.00,135000.00,28684.00,105281.00,417500.00,4432.00,174053.00,40.41
1963:Q4,893607.00,672864.00,381280.00,158459.00,31623.00,101502.00,220743.00,731.00,33654.00,5687.00,0.00,0.00,21492.00,969.00,15128.00,1608.00,3787.00,11405.00,60.00,11345.00,203.00,99080.00,39081.00,9409.00,279128.00,89382.00,968.00,0.00,88414.00,84802.00,45623.00,10942.00,28236.00,76199.00,15744.00,5852.00,7149.00,614479.00,6778.00,275601.00,465779.00,28.35,37.40,75.80,698407.00,477664.00,204259.00,137362.00,29289.00,106754.00,419279.00,4573.00,176065.00,41.54
1964:Q1,899647.00,679313.00,383272.00,160844.00,32254.00,102943.00,220334.00,867.00,29082.00,6724.00,0.00,68.00,22638.00,1341.00,16148.00,1325.00,3824.00,10564.00,65.00,10499.00,214.00,100167.00,39821.00,10189.00,277173.00,90039.00,948.00,0.00,89091.00,85661.00,45036.00,11799.00,28827.00,73042.00,15109.00,5938.00,7384.00,622474.00,6899.00,276271.00,495027.00,28.23,35.49,79.53,704938.00,484604.00,206963.00,139815.00,29866.00,107960.00,427764.00,4723.00,178165.00,41.07
1964:Q2,915367.00,690150.00,389499.00,163354.00,32948.00,104349.00,225217.00,978.00,31046.00,6452.00,0.00,169.00,22000.00,1058.00,15240.00,1364.00,4338.00,11105.00,72.00,11033.00,225.00,101853.00,40774.00,10615.00,282708.00,91251.00,889.00,0.00,90362.00,88449.00,46688.00,12414.00,29347.00,74631.00,14675.00,6045.00,7657.00,632659.00,7192.00,280700.00,511094.00,28.40,35.16,80.79,716499.00,491282.00,209744.00,142333.00,30440.00,108765.00,433791.00,4865.00,180429.00,41.43
1964:Q3,929563.00,698292.00,392715.00,165836.00,33575.00,106166.00,231270.00,1243.00,31237.00,6309.00,0.00,135.00,21074.00,1729.00,14402.00,1152.00,3791.00,11260.00,79.00,11181.00,238.00,107264.00,41684.00,10826.00,288840.00,92139.00,1081.00,0.00,91058.00,89761.00,47295.00,12296.00,30170.00,77614.00,15338.00,6098.00,7890.00,640722.00,7385.00,282427.00,528953.00,28.39,34.39,82.56,730200.00,498930.00,212658.00,145021.00,31027.00,110224.00,441360.00,5000.00,182812.00,41.21
1964:Q4,945102.00,709816.00,399403.00,168398.00,34151.00,107863.00,235287.00,1097.00,32980.00,6671.00,0.00,309.00,20855.00,1694.00,14481.00,1000.00,3680.00,12365.00,84.00,12281.00,253.00,107622.00,42632.00,10503.00,301461.00,93533.00,1125.00,0.00,92408.00,94392.00,50264.00,12685.00,31443.00,83165.00,16211.00,6033.00,8128.00,643641.00,7712.00,288303.00,545955.00,29.20,34.42,84.82,743675.00,508388.00,215758.00,147853.00,31637.00,113140.00,442213.00,5124.00,185271.00,42.50
1965:Q1,958876.00,721295.00,403899.00,171810.00,34805.00,110781.00,237581.00,1033.00,29646.00,7704.00,0.00,280.00,21054.00,995.00,14092.00,1078.00,4889.00,11493.00,86.00,11407.00,270.00,110418.00,44164.00,11519.00,305766.00,94189.00,847.00,0.00,93342.00,98083.00,52461.00,13442.00,32181.00,83036.00,15891.00,6206.00,8361.00,653110.00,7829.00,290474.00,559834.00,29.44,34.34,85.72,756650.00,519069.00,219151.00,151191.00,32306.00,116421.00,450885.00,5233.00,187918.00,42.64
1965:Q2,975878.00,732667.00,409066.00,174911.00,35636.00,113054.00,243210.00,822.00,30461.00,8601.00,0.00,198.00,19512.00,678.00,12320.00,1059.00,5455.00,12125.00,86.00,12039.00,289.00,113626.00,45578.00,11998.00,313514.00,95668.00,727.00,0.00,94941.00,102183.00,55467.00,14108.00,32608.00,85534.00,15316.00,6209.00,8603.00,662364.00,7952.00,294521.00,539451.00,29.87,36.68,81.44,772792.00,529582.00,222950.00,154596.00,33022.00,119014.00,459279.00,5334.00,190859.00,43.08
1965:Q3,993387.00,744266.00,413280.00,179087.00,36573.00,115326.00,249121.00,892.00,29522.00,9212.00,0.00,336.00,19162.00,893.00,11829.00,1254.00,5186.00,12131.00,86.00,12045.00,309.00,119193.00,46527.00,11837.00,321500.00,97560.00,926.00,0.00,96634.00,103575.00,56659.00,13777.00,33138.00,88813.00,16329.00,6371.00,8852.00,671887.00,8059.00,297238.00,587928.00,29.94,34.21,87.50,791174.00,542053.00,226822.00,158386.00,33788.00,123057.00,469674.00,5429.00,193857.00,42.82
1965:Q4,1024000.00,761292.00,423994.00,182211.00,37496.00,117591.00,262709.00,781.00,33309.00,8993.00,0.00,593.00,19756.00,1370.00,12548.00,1238.00,4600.00,13314.00,88.00,13226.00,330.00,120892.00,53344.00,11397.00,336871.00,98057.00,797.00,0.00,97260.00,110136.00,61141.00,14894.00,34101.00,94866.00,18294.00,6433.00,9085.00,687129.00,8397.00,305394.00,623812.00,30.30,33.37,90.79,817229.00,554520.00,230935.00,162393.00,34608.00,126584.00,480358.00,5522.00,197173.00,43.34
1966:Q1,1037425.00,772631.00,426137.00,186749.00,38558.00,121187.00,264794.00,884.00,28204.00,9886.00,0.00,512.00,20617.00,2375.00,12958.00,1216.00,4068.00,12265.00,93.00,12172.00,351.00,124146.00,54309.00,13621.00,341273.00,101043.00,820.00,0.00,100223.00,112566.00,62119.00,15760.00,34688.00,93645.00,18132.00,6570.00,9316.00,696152.00,8514.00,307110.00,606267.00,30.68,35.23,87.09,832028.00,567234.00,235246.00,166791.00,35489.00,129708.00,490756.00,5748.00,200612.00,43.53
1966:Q2,1065987.00,795734.00,438941.00,192295.00,39600.00,124898.00,270253.00,917.00,29006.00,9708.00,0.00,439.00,19245.00,2473.00,11330.00,1382.00,4060.00,12891.00,100.00,12791.00,370.00,128445.00,55794.00,13438.00,350031.00,103651.00,861.00,0.00,102790.00,118663.00,66583.00,16261.00,35819.00,95960.00,15594.00,6669.00,9494.00,715956.00,9047.00,316295.00,581050.00,31.05,38.26,81.16,851318.00,581065.00,239534.00,171458.00,36422.00,133651.00,501287.00,5961.00,204081.00,44.35
1966:Q3,1084966.00,810723.00,443922.00,197767.00,40586.00,128448.00,274243.00,932.00,27877.00,9774.00,0.00,481.00,18339.00,1952.00,10774.00,1107.00,4506.00,12560.00,108.00,12452.00,393.00,133794.00,56929.00,13164.00,358584.00,106689.00,1466.00,0.00,105223.00,119907.00,67759.00,15365.00,36783.00,99218.00,16562.00,6633.00,9575.00,726382.00,9199.00,319256.00,523227.00,31.20,43.31,72.03,869944.00,595701.00,243924.00,176076.00,37392.00,138309.00,511360.00,6162.00,207678.00,44.31
1966:Q4,1109880.00,832790.00,454030.00,204159.00,41639.00,132962.00,277090.00,885.00,32637.00,8603.00,0.00,895.00,18572.00,2852.00,11054.00,1027.00,3639.00,13511.00,114.00,13397.00,425.00,133268.00,56731.00,11563.00,371055.00,109096.00,1622.00,0.00,107474.00,123828.00,69715.00,16422.00,37691.00,104101.00,17414.00,6947.00,9670.00,738825.00,9590.00,325791.00,547891.00,31.53,42.51,74.16,887265.00,610175.00,248194.00,180752.00,38391.00,142838.00,516210.00,6342.00,211165.00,45.12
1967:Q1,1122258.00,846683.00,458416.00,209320.00,42679.00,136268.00,275576.00,951.00,29533.00,9556.00,0.00,568.00,18078.00,3495.00,10445.00,793.00,3345.00,12509.00,115.00,12394.00,469.00,133760.00,58053.00,12099.00,372354.00,113294.00,2677.00,0.00,110617.00,125358.00,70151.00,16930.00,38277.00,100021.00,16730.00,7141.00,9810.00,749905.00,9770.00,330403.00,625556.00,31.82,38.15,83.42,899023.00,623447.00,252515.00,184925.00,39396.00,146611.00,526669.00,6491.00,214725.00,45.31
1967:Q2,1137718.00,860945.00,464959.00,214441.00,43931.00,137613.00,276773.00,843.00,31447.00,8777.00,0.00,667.00,15334.00,3418.00,7908.00,686.00,3322.00,13006.00,113.00,12893.00,523.00,135559.00,58881.00,11736.00,375816.00,117478.00,3242.00,0.00,114236.00,128539.00,73315.00,16578.00,38646.00,101278.00,11296.00,7355.00,9870.00,761903.00,9981.00,335365.00,641312.00,32.29,38.36,84.17,911006.00,634233.00,256743.00,189095.00,40386.00,148009.00,535191.00,6661.00,218164.00,45.97
1967:Q3,1160808.00,877289.00,472338.00,219594.00,45284.00,140072.00,283520.00,827.00,32579.00,9099.00,0.00,605.00,14993.00,3916.00,7287.00,684.00,3106.00,12806.00,111.00,12695.00,581.00,139850.00,60053.00,12127.00,383072.00,122009.00,3264.00,0.00,118745.00,127532.00,72504.00,16088.00,38941.00,103953.00,11866.00,7492.00,10220.00,777736.00,10209.00,340904.00,678588.00,32.09,36.77,87.25,929264.00,645744.00,261028.00,193067.00,41396.00,150253.00,546191.00,6822.00,221680.00,45.69
1967:Q4,1193305.00,898436.00,483207.00,225194.00,46782.00,143253.00,294869.00,1055.00,35098.00,9682.00,0.00,670.00,16871.00,3952.00,8614.00,1005.00,3300.00,13793.00,112.00,13681.00,635.00,141598.00,63037.00,12430.00,399101.00,125166.00,3034.00,0.00,122132.00,130079.00,76269.00,16575.00,37234.00,110025.00,13225.00,7595.00,13011.00,794205.00,10543.00,348870.00,712221.00,32.14,35.84,89.68,953031.00,658162.00,265314.00,197335.00,42432.00,153081.00,553930.00,6958.00,225252.00,46.08
1968:Q1,1217180.00,917069.00,492625.00,230396.00,48356.00,145692.00,300111.00,1357.00,33500.00,9375.00,0.00,1103.00,19243.00,3819.00,9950.00,1184.00,4290.00,12730.00,106.00,12624.00,692.00,144408.00,64147.00,13556.00,408323.00,128216.00,3482.00,0.00,124734.00,134279.00,75965.00,17656.00,40657.00,109085.00,17667.00,7946.00,11131.00,808856.00,10829.00,356375.00,652734.00,32.45,40.21,80.70,971194.00,671083.00,269646.00,201939.00,43503.00,155995.00,562870.00,7057.00,228976.00,46.64
1968:Q2,1243145.00,936157.00,501875.00,236458.00,49668.00,148156.00,306988.00,1749.00,35298.00,8129.00,0.00,1067.00,18304.00,4603.00,8627.00,1333.00,3741.00,13144.00,104.00,13040.00,759.00,149697.00,65433.00,13408.00,416714.00,131662.00,3400.00,0.00,128262.00,138539.00,79707.00,17958.00,40874.00,113714.00,13031.00,8079.00,11689.00,826431.00,10983.00,363404.00,731114.00,32.69,36.96,88.47,991077.00,684089.00,273831.00,206279.00,44614.00,159365.00,574363.00,7118.00,232697.00,47.04
1968:Q3,1268364.00,954651.00,510628.00,242664.00,51003.00,150356.00,313713.00,1832.00,35146.00,8539.00,0.00,1021.00,17515.00,5071.00,7879.00,1364.00,3201.00,12687.00,103.00,12584.00,816.00,156494.00,67032.00,12631.00,428719.00,136491.00,4928.00,0.00,131563.00,139161.00,80255.00,17507.00,41399.00,119581.00,12930.00,8196.00,12359.00,839645.00,11029.00,368818.00,728536.00,32.83,37.84,86.77,1011635.00,697922.00,278041.00,210843.00,45748.00,163290.00,582916.00,7164.00,236393.00,47.29
1968:Q4,1308179.00,980229.00,524866.00,249675.00,52536.00,153153.00,327949.00,1587.00,37831.00,9056.00,0.00,1121.00,19274.00,5099.00,8959.00,1434.00,3782.00,13896.00,100.00,13796.00,845.00,160123.00,70780.00,13437.00,448234.00,139274.00,4249.00,0.00,135025.00,146800.00,86106.00,18296.00,42399.00,126472.00,14330.00,8250.00,13108.00,859945.00,11527.00,380810.00,843150.00,33.27,33.93,98.05,1039307.00,711358.00,282713.00,215745.00,46908.00,165992.00,591073.00,7228.00,240299.00,48.40
1969:Q1,1339082.00,1003241.00,536335.00,255523.00,54261.00,157122.00,335841.00,1856.00,37056.00,7692.00,0.00,2202.00,20976.00,6207.00,9399.00,1770.00,3600.00,12925.00,123.00,12802.00,845.00,165141.00,72317.00,14832.00,457487.00,143342.00,4880.00,0.00,138462.00,149814.00,87278.00,19325.00,43212.00,126454.00,15517.00,8558.00,13802.00,881595.00,11780.00,388943.00,803399.00,33.25,36.49,91.13,1063711.00,727870.00,287813.00,220942.00,48077.00,171038.00,606224.00,7330.00,244332.00,48.36
1969:Q2,1371959.00,1028221.00,550670.00,261804.00,55865.00,159882.00,343738.00,1809.00,40855.00,4593.00,0.00,1946.00,19656.00,6806.00,7949.00,1601.00,3300.00,13326.00,160.00,13166.00,816.00,171408.00,74151.00,15178.00,470727.00,146657.00,4914.00,0.00,141743.00,157072.00,91765.00,22533.00,42775.00,131507.00,12220.00,8775.00,14496.00,901232.00,11980.00,398152.00,774485.00,33.70,39.22,85.94,1088725.00,744987.00,293323.00,226161.00,49289.00,176214.00,617998.00,7447.00,248467.00,49.15
1969:Q3,1406174.00,1054539.00,563560.00,269127.00,57657.00,164195.00,351636.00,1618.00,41400.00,3525.00,0.00,2868.00,17611.00,7206.00,5786.00,1569.00,3050.00,13251.00,201.00,13050.00,777.00,179673.00,75781.00,15132.00,484267.00,150245.00,5778.00,0.00,144467.00,159611.00,91186.00,25853.00,42572.00,137717.00,12507.00,9017.00,15170.00,921907.00,12063.00,406740.00,743955.00,33.61,41.65,80.70,1114169.00,762533.00,299181.00,231462.00,50502.00,181388.00,629901.00,7571.00,252937.00,49.19
1969:Q4,1445940.00,1083781.00,580412.00,276197.00,59275.00,167897.00,362159.00,1173.00,43436.00,3652.00,0.00,3311.00,17750.00,7628.00,5646.00,1676.00,2800.00,14263.00,236.00,14027.00,745.00,182946.00,79799.00,15084.00,502851.00,152356.00,5356.00,0.00,147000.00,166523.00,95655.00,27576.00,43292.00,145977.00,12628.00,9590.00,15777.00,943089.00,12274.00,417629.00,705075.00,33.81,45.23,74.76,1141663.00,779504.00,304805.00,236565.00,51715.00,186419.00,638812.00,7686.00,257464.00,49.92
1970:Q1,1472983.00,1106698.00,592236.00,283549.00,61093.00,169820.00,366285.00,1172.00,41003.00,4348.00,0.00,3762.00,17562.00,8156.00,5255.00,1476.00,2675.00,13199.00,194.00,13005.00,719.00,186944.00,81920.00,15656.00,508819.00,157113.00,7044.00,0.00,150069.00,181106.00,93524.00,31125.00,56458.00,143719.00,12846.00,10179.00,3856.00,964164.00,12369.00,425813.00,677754.00,35.08,49.90,70.29,1159779.00,793494.00,310169.00,241507.00,52882.00,188936.00,650960.00,7788.00,261986.00,51.96
1970:Q2,1514424.00,1143012.00,617943.00,290404.00,62452.00,172213.00,371412.00,1220.00,39710.00,5311.00,0.00,1259.00,19033.00,8432.00,6065.00,1486.00,3050.00,13497.00,202.00,13295.00,688.00,189675.00,84423.00,16596.00,521373.00,162692.00,6895.00,0.00,155797.00,187855.00,96837.00,33717.00,57301.00,146599.00,10054.00,10400.00,3774.00,993051.00,12939.00,443192.00,541573.00,35.30,64.73,54.54,1177628.00,806216.00,315443.00,246313.00,53976.00,190484.00,656255.00,7887.00,266624.00,53.42
1970:Q3,1533429.00,1158348.00,622640.00,296651.00,63903.00,175154.00,375081.00,1141.00,40835.00,5325.00,0.00,63.00,18488.00,8433.00,6966.00,1164.00,1925.00,13887.00,208.00,13679.00,662.00,192568.00,86057.00,16055.00,529429.00,168518.00,7361.00,0.00,161157.00,187596.00,98636.00,30461.00,58500.00,148522.00,10159.00,10763.00,3871.00,1004000.00,12690.00,448465.00,633467.00,35.47,56.22,63.09,1193320.00,818239.00,320635.00,251085.00,55017.00,191502.00,663892.00,7988.00,271251.00,53.64
1970:Q4,1566503.00,1182907.00,638015.00,303412.00,65342.00,176138.00,383596.00,798.00,44388.00,5347.00,0.00,234.00,19056.00,9389.00,6283.00,1209.00,2175.00,14876.00,214.00,14662.00,645.00,191389.00,90606.00,16257.00,542271.00,173889.00,7133.00,0.00,166756.00,189495.00,101697.00,28035.00,59762.00,153842.00,9996.00,11074.00,3974.00,1024232.00,12913.00,459798.00,702189.00,35.48,51.75,68.56,1213831.00,830235.00,325830.00,255141.00,55969.00,193295.00,671560.00,8103.00,275812.00,54.11
1971:Q1,1601534.00,1211970.00,654191.00,310517.00,66850.00,180411.00,389565.00,1082.00,40289.00,7544.00,0.00,1318.00,19163.00,9954.00,5735.00,1049.00,2425.00,15887.00,219.00,15668.00,645.00,193247.00,89150.00,21240.00,548860.00,180555.00,8333.00,0.00,172222.00,189254.00,99687.00,28661.00,60905.00,151926.00,11698.00,11280.00,4148.00,1052674.00,13377.00,471898.00,774490.00,35.13,47.75,73.57,1232621.00,843056.00,331059.00,259331.00,56906.00,195760.00,683761.00,8229.00,280393.00,54.08
1971:Q2,1637623.00,1239968.00,672195.00,316383.00,67846.00,183543.00,397655.00,1102.00,41014.00,8824.00,0.00,6.00,20525.00,9791.00,7130.00,929.00,2675.00,16379.00,199.00,16180.00,659.00,196592.00,91419.00,21135.00,559348.00,184497.00,6856.00,20.00,177621.00,194718.00,102607.00,30090.00,62021.00,153992.00,10799.00,11431.00,3911.00,1078275.00,13785.00,485287.00,778343.00,35.17,48.72,72.18,1251935.00,854280.00,336291.00,263697.00,57839.00,196453.00,692587.00,8373.00,285011.00,54.75
1971:Q3,1674893.00,1265960.00,690482.00,320648.00,68810.00,186020.00,408933.00,1239.00,41075.00,9265.00,0.00,1063.00,20548.00,10510.00,6211.00,902.00,2925.00,16633.00,220.00,16413.00,677.00,201971.00,93658.00,22805.00,570471.00,188691.00,7434.00,53.00,181204.00,197114.00,104363.00,29810.00,62941.00,157278.00,12131.00,11115.00,4142.00,1104422.00,14182.00,498751.00,765304.00,34.93,50.41,69.29,1276301.00,867368.00,341653.00,268009.00,58788.00,198918.00,705831.00,8527.00,289713.00,54.66
1971:Q4,1713766.00,1288569.00,707036.00,324758.00,69715.00,187060.00,425197.00,1234.00,42923.00,9509.00,0.00,1077.00,24418.00,11275.00,9057.00,911.00,3175.00,17553.00,239.00,17314.00,690.00,203801.00,99578.00,24414.00,588239.00,191896.00,6247.00,86.00,185563.00,200340.00,106157.00,29248.00,64936.00,167507.00,13086.00,11181.00,4230.00,1125527.00,14556.00,510275.00,823753.00,34.85,47.62,73.19,1305254.00,880057.00,347270.00,272634.00,59798.00,200355.00,717014.00,8694.00,294533.00,54.70
1972:Q1,1758188.00,1321853.00,728970.00,331979.00,71225.00,189679.00,436336.00,1421.00,40596.00,11740.00,0.00,2565.00,23843.00,12388.00,7207.00,823.00,3425.00,16284.00,237.00,16047.00,701.00,210218.00,96557.00,32411.00,597268.00,196002.00,7538.00,126.00,188338.00,205318.00,106744.00,30561.00,68012.00,166340.00,14398.00,10949.00,4261.00,1160920.00,14980.00,522703.00,871948.00,34.57,46.03,75.11,1335029.00,898693.00,353310.00,277710.00,60904.00,206769.00,737761.00,8912.00,299630.00,54.40
1972:Q2,1793657.00,1348164.00,743305.00,338602.00,72627.00,193630.00,445494.00,1626.00,40592.00,12324.00,0.00,3111.00,22902.00,13219.00,5200.00,808.00,3675.00,16804.00,199.00,16605.00,711.00,215549.00,98126.00,33748.00,608206.00,200569.00,8126.00,293.00,192150.00,211022.00,110749.00,30838.00,69435.00,169128.00,12257.00,11187.00,4044.00,1185451.00,15271.00,531283.00,874936.00,34.72,47.04,73.81,1363000.00,917506.00,359570.00,283032.00,62076.00,212828.00,754793.00,9136.00,304876.00,54.53
