1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2006:Q4,73936.00,-76564.00,290774.00,179218.00,-62081.00,-409203.00,4176.00,-245349.00,-91094.00,1804.00,-19953.00,-25015.00,16895.00,-51045.00,-5851.00,0.00,40763.00,-11486.00,-31097.00,8050.00,151792.00
2007:Q1,113833.00,-29724.00,240338.00,211256.00,-76254.00,-488520.00,-10544.00,-56004.00,16353.00,-1914.00,-44962.00,-59246.00,-46527.00,-54370.00,-78034.00,0.00,-30876.00,-4690.00,-59284.00,-58424.00,256738.00
2007:Q2,724237.00,771325.00,205977.00,-91519.00,-60764.00,-138942.00,-2320.00,104820.00,-68589.00,-1324.00,16768.00,-41777.00,-31068.00,-57577.00,-35138.00,0.00,54073.00,23500.00,-69308.00,-31002.00,38161.00
2007:Q3,95030.00,-986398.00,126058.00,-186018.00,-99119.00,-23398.00,-2960.00,-143730.00,-27959.00,2157.00,12612.00,-23626.00,-20478.00,-59849.00,202697.00,0.00,2193.00,61514.00,14390.00,-40359.00,1263905.00
2007:Q4,-385697.00,-879421.00,92825.00,138617.00,-61324.00,-383667.00,4473.00,-297447.00,-196739.00,-28512.00,39622.00,65367.00,-70022.00,-61236.00,13030.00,0.00,13602.00,37877.00,65094.00,31223.00,707273.00
2008:Q1,758085.00,-687184.00,948326.00,245104.00,-43444.00,-153798.00,-15430.00,-20679.00,-27945.00,-3494.00,-24493.00,-69350.00,-111038.00,-56202.00,-75622.00,0.00,53386.00,-23947.00,46596.00,174420.00,449082.00
2008:Q2,-371758.00,-639534.00,906870.00,-263698.00,-30963.00,21267.00,-5979.00,33925.00,-38608.00,-792.00,19999.00,44710.00,-26608.00,-55236.00,-64051.00,0.00,61952.00,-28733.00,-16313.00,97002.00,-365700.00
2008:Q3,222323.00,-1129955.00,1005939.00,78963.00,208391.00,-45259.00,9483.00,-1154.00,-272105.00,-1096.00,23005.00,-62427.00,-178196.00,-52191.00,338174.00,0.00,33051.00,-2622.00,-61235.00,182054.00,104244.00
2008:Q4,609551.00,-1141894.00,1062064.00,252845.00,237486.00,702589.00,10826.00,-24579.00,-37617.00,3435.00,9687.00,39715.00,-203920.00,-47226.00,190741.00,0.00,-23969.00,1749.00,98836.00,684911.00,-503539.00
2009:Q1,947574.00,-431529.00,-393758.00,173974.00,227525.00,910378.00,-7469.00,702314.00,-119345.00,1456.00,75798.00,-24824.00,-117785.00,-48721.00,85100.00,0.00,-1221.00,-16293.00,93633.00,287735.00,460985.00
2009:Q2,465694.00,507716.00,763.00,24126.00,214555.00,-708134.00,4442.00,-164281.00,-1325.00,-3966.00,-257.00,17639.00,-28207.00,-42879.00,-168466.00,0.00,-62732.00,-19370.00,-234808.00,-3923.00,426668.00
2009:Q3,1356326.00,527300.00,-31791.00,-121029.00,-59366.00,471001.00,-11892.00,61595.00,340280.00,21546.00,-14062.00,37968.00,18890.00,-37785.00,64982.00,0.00,45272.00,-15944.00,-121061.00,81213.00,570211.00
2009:Q4,-336166.00,-319673.00,-117546.00,-332626.00,-70071.00,543897.00,-9201.00,69002.00,480600.00,5958.00,-11129.00,-19638.00,-33078.00,-33312.00,47745.00,0.00,64515.00,4127.00,28674.00,-50366.00,-40147.00
2010:Q1,-158894.00,-173095.00,238216.00,105992.00,-67129.00,-321752.00,-3144.00,-111628.00,-43843.00,1208.00,-29376.00,-76645.00,-82198.00,-21142.00,97980.00,0.00,3743.00,-5187.00,-68700.00,17181.00,58873.00
2010:Q2,736737.00,-493072.00,335131.00,202515.00,-73184.00,301285.00,-11985.00,406391.00,-188514.00,4078.00,-4443.00,-13773.00,15398.00,-23256.00,38472.00,0.00,-36847.00,579.00,80570.00,34615.00,464061.00
2010:Q3,229625.00,129471.00,425507.00,-136938.00,16278.00,-58545.00,-18888.00,245636.00,-318639.00,-41.00,20354.00,7310.00,-18905.00,-25895.00,77583.00,0.00,-15670.00,29927.00,-25581.00,-15736.00,-146148.00
2010:Q4,428246.00,-424747.00,185570.00,-359958.00,20003.00,670664.00,-6055.00,86658.00,480688.00,-5346.00,-11969.00,30578.00,64926.00,-29184.00,-49520.00,0.00,88252.00,6368.00,-63041.00,78310.00,336714.00
2011:Q1,365582.00,74110.00,799356.00,27011.00,44803.00,153109.00,-17940.00,235311.00,78322.00,3671.00,-11331.00,16882.00,-45064.00,-34128.00,-35908.00,0.00,34236.00,-32646.00,-45225.00,6929.00,-732806.00
2011:Q2,119263.00,-1253671.00,835482.00,-62346.00,66240.00,11789.00,-1257.00,132072.00,-19287.00,1193.00,-88981.00,30801.00,1615.00,-36680.00,-3267.00,0.00,24016.00,51909.00,15934.00,-96280.00,521768.00
2011:Q3,-1280644.00,-1829274.00,727317.00,36324.00,82480.00,-207590.00,8661.00,-102512.00,-250087.00,-1456.00,23584.00,-42114.00,21985.00,-36929.00,13743.00,0.00,60499.00,30562.00,141628.00,-75154.00,-89902.00
2011:Q4,1266598.00,-482904.00,814505.00,-50018.00,70982.00,347190.00,5686.00,94226.00,196555.00,554.00,-32121.00,109485.00,-111911.00,-35129.00,27504.00,0.00,54072.00,22435.00,-63064.00,78897.00,566844.00
2012:Q1,1183283.00,559880.00,745526.00,221816.00,44676.00,6894.00,-25477.00,180615.00,13191.00,-907.00,-22026.00,-44870.00,-31838.00,-39329.00,-7622.00,0.00,45338.00,33767.00,-161535.00,67587.00,-395508.00
2012:Q2,-220647.00,-1041980.00,565820.00,45710.00,24876.00,120353.00,-18263.00,-75775.00,-19715.00,702.00,28682.00,12546.00,-5985.00,-37795.00,31379.00,0.00,26495.00,10892.00,34935.00,132256.00,64575.00
2012:Q3,1099606.00,77244.00,848211.00,-333179.00,-8662.00,289523.00,-19534.00,274157.00,-108769.00,1877.00,15519.00,102303.00,18127.00,-41140.00,-881.00,0.00,43676.00,21889.00,-53879.00,36177.00,226468.00
2012:Q4,685689.00,81106.00,777492.00,-154350.00,16131.00,-116633.00,-12040.00,-245086.00,157963.00,-2020.00,-3109.00,22063.00,-18081.00,-47564.00,62241.00,0.00,-4451.00,50162.00,-29273.00,-47437.00,81942.00
2013:Q1,-230035.00,-455096.00,140996.00,96628.00,22590.00,-295554.00,-384.00,86125.00,-10532.00,97.00,37377.00,45462.00,-12621.00,-57271.00,-260408.00,0.00,-30458.00,-2194.00,-60603.00,-30143.00,260401.00
2013:Q2,-799758.00,-502781.00,165024.00,-60364.00,36286.00,-288422.00,-4725.00,-332012.00,6424.00,2307.00,8526.00,7278.00,-16583.00,-51227.00,237591.00,0.00,-140510.00,53464.00,-48343.00,-10612.00,-149502.00
2013:Q3,-186633.00,96875.00,329656.00,-3910.00,65199.00,-595223.00,-2459.00,-141139.00,-215850.00,4278.00,8795.00,26160.00,761.00,-66931.00,-138186.00,0.00,-30383.00,13261.00,4890.00,-58420.00,-79230.00
2013:Q4,-198160.00,-759372.00,345605.00,-178503.00,20407.00,415986.00,1287.00,305040.00,28533.00,-7762.00,2012.00,152492.00,-72115.00,-55512.00,146332.00,0.00,-89499.00,93069.00,-48490.00,-39401.00,-42283.00
2014:Q1,408667.00,55927.00,630144.00,14961.00,19618.00,122183.00,-6760.00,225484.00,111073.00,2772.00,-7029.00,-15935.00,-30675.00,-78144.00,-47226.00,0.00,-22346.00,618.00,-26353.00,16705.00,-434166.00
2014:Q2,279853.00,-238574.00,602556.00,-82573.00,-16945.00,79372.00,793.00,53548.00,-21251.00,1248.00,-3459.00,26999.00,-5446.00,-74235.00,77055.00,0.00,-12797.00,1689.00,3845.00,31382.00,-63983.00
2014:Q3,319658.00,23867.00,655681.00,131366.00,-35654.00,-453717.00,11783.00,-211067.00,-82994.00,-3009.00,5526.00,667.00,-53002.00,-72001.00,-21534.00,0.00,-28490.00,17748.00,-13388.00,-3956.00,-1884.00
2014:Q4,-202723.00,-1457963.00,915891.00,-295716.00,-33764.00,22343.00,9829.00,137354.00,-1872.00,-1774.00,-2990.00,2170.00,-91566.00,-69854.00,85987.00,0.00,-35327.00,86821.00,-65667.00,-30767.00,646485.00
2015:Q1,-290517.00,-627983.00,131046.00,-148162.00,-34894.00,-372412.00,10136.00,-112863.00,-78847.00,3276.00,-5703.00,-31651.00,-40338.00,-69426.00,-116108.00,0.00,42231.00,25043.00,-23866.00,25704.00,761887.00
2015:Q2,-332259.00,365715.00,-154923.00,-98268.00,68060.00,-204172.00,6263.00,-241412.00,33413.00,1766.00,4671.00,-33736.00,48494.00,-68180.00,2947.00,0.00,2242.00,61036.00,-37160.00,15483.00,-308671.00
2015:Q3,-3741.00,-747026.00,155010.00,134428.00,-74022.00,-169623.00,7369.00,-189265.00,62593.00,-3796.00,563.00,-56196.00,22117.00,-67983.00,25494.00,0.00,24877.00,41127.00,17133.00,-53656.00,697491.00
2015:Q4,161389.00,-384659.00,208303.00,-143578.00,75358.00,-37119.00,4911.00,-20896.00,41671.00,-946.00,7863.00,2972.00,-7862.00,-67592.00,43948.00,0.00,-20287.00,-6198.00,-44014.00,29311.00,443084.00
2016:Q1,-248782.00,-432155.00,132154.00,-105678.00,-11967.00,-279207.00,-2547.00,9849.00,-146035.00,3245.00,-12041.00,-38508.00,35791.00,-39082.00,-91216.00,0.00,-18113.00,18774.00,-347.00,1024.00,448071.00
2016:Q2,285188.00,102990.00,31869.00,-56711.00,-79149.00,-72842.00,-3609.00,96108.00,-145697.00,366.00,1917.00,-6152.00,13550.00,-55156.00,42013.00,0.00,47149.00,-1006.00,-30022.00,-32303.00,359030.00
2016:Q3,-526970.00,-271475.00,-47936.00,302686.00,-92287.00,-247580.00,-5112.00,-182755.00,-40383.00,5289.00,-2235.00,-13581.00,48846.00,-77759.00,35338.00,0.00,67424.00,-90300.00,-33886.00,41534.00,-170378.00
