1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1961:Q4,38.00,6.00,114.00,0.00,0.00,6.00,0.00,6.00,0.00,0.00,0.00,114.00,0.00,68.00,46.00,0.00,-6.00,104.00,-189.00,275.00,1.00,274.00,0.00,0.00,0.00,18.00,22.00
1962:Q1,38.00,6.00,-1.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00,-2.00,0.00,51.00,-53.00,0.00,-4.00,-18.00,-194.00,163.00,0.00,163.00,0.00,0.00,0.00,13.00,14.00
1962:Q2,37.00,7.00,277.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,276.00,0.00,-39.00,315.00,0.00,-3.00,259.00,110.00,137.00,1.00,136.00,0.00,0.00,0.00,12.00,12.00
1962:Q3,33.00,7.00,196.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00,194.00,0.00,63.00,131.00,0.00,-3.00,176.00,61.00,109.00,0.00,109.00,0.00,0.00,0.00,6.00,6.00
1962:Q4,29.00,7.00,152.00,0.00,0.00,6.00,0.00,6.00,0.00,0.00,0.00,152.00,0.00,69.00,83.00,0.00,-6.00,135.00,-150.00,283.00,1.00,282.00,0.00,0.00,0.00,2.00,5.00
1963:Q1,25.00,6.00,30.00,0.00,0.00,10.00,0.00,9.00,1.00,0.00,0.00,24.00,0.00,100.00,-76.00,0.00,-4.00,13.00,-175.00,187.00,0.00,187.00,0.00,0.00,0.00,1.00,3.00
1963:Q2,21.00,6.00,327.00,0.00,0.00,12.00,0.00,11.00,1.00,0.00,0.00,319.00,0.00,-6.00,325.00,0.00,-4.00,308.00,140.00,173.00,1.00,172.00,0.00,0.00,0.00,-5.00,-4.00
1963:Q3,21.00,6.00,209.00,0.00,0.00,12.00,0.00,11.00,1.00,0.00,0.00,200.00,0.00,74.00,126.00,0.00,-3.00,190.00,55.00,140.00,0.00,140.00,0.00,0.00,0.00,-5.00,-4.00
1963:Q4,20.00,6.00,159.00,0.00,0.00,11.00,0.00,9.00,2.00,0.00,0.00,155.00,0.00,87.00,68.00,0.00,-7.00,142.00,-184.00,334.00,1.00,333.00,0.00,0.00,0.00,-8.00,-4.00
1964:Q1,22.00,7.00,58.00,0.00,0.00,8.00,0.00,6.00,2.00,0.00,0.00,54.00,0.00,4.00,50.00,0.00,-4.00,29.00,-148.00,192.00,0.00,192.00,0.00,0.00,0.00,-15.00,-15.00
1964:Q2,23.00,7.00,347.00,0.00,0.00,6.00,0.00,4.00,2.00,0.00,0.00,347.00,0.00,-58.00,405.00,0.00,-6.00,319.00,56.00,278.00,1.00,277.00,0.00,0.00,0.00,-15.00,-13.00
1964:Q3,26.00,8.00,272.00,0.00,0.00,6.00,0.00,3.00,3.00,0.00,0.00,271.00,0.00,57.00,214.00,0.00,-5.00,241.00,62.00,193.00,0.00,193.00,0.00,0.00,0.00,-14.00,-13.00
1964:Q4,27.00,8.00,184.00,0.00,0.00,5.00,0.00,2.00,3.00,0.00,0.00,187.00,0.00,-35.00,222.00,0.00,-8.00,154.00,-228.00,397.00,1.00,396.00,0.00,0.00,0.00,-15.00,-11.00
1965:Q1,26.00,8.00,108.00,0.00,0.00,5.00,0.00,2.00,3.00,0.00,0.00,107.00,0.00,139.00,-32.00,0.00,-4.00,78.00,-83.00,173.00,0.00,173.00,0.00,0.00,0.00,-12.00,-12.00
1965:Q2,28.00,8.00,456.00,0.00,0.00,2.00,0.00,1.00,1.00,0.00,0.00,459.00,0.00,-3.00,462.00,0.00,-5.00,425.00,191.00,246.00,1.00,245.00,0.00,0.00,0.00,-12.00,-11.00
1965:Q3,28.00,8.00,253.00,0.00,0.00,5.00,0.00,1.00,4.00,0.00,0.00,252.00,0.00,-81.00,333.00,0.00,-4.00,220.00,81.00,152.00,0.00,152.00,0.00,0.00,0.00,-13.00,-13.00
1965:Q4,29.00,9.00,205.00,0.00,0.00,15.00,0.00,4.00,11.00,0.00,0.00,199.00,0.00,-79.00,278.00,0.00,-9.00,175.00,-235.00,424.00,1.00,423.00,0.00,0.00,0.00,-14.00,-9.00
1966:Q1,31.00,8.00,96.00,0.00,0.00,25.00,0.00,5.00,20.00,0.00,0.00,75.00,0.00,246.00,-171.00,0.00,-4.00,64.00,-98.00,171.00,1.00,170.00,0.00,0.00,0.00,-9.00,-9.00
1966:Q2,34.00,8.00,437.00,0.00,0.00,36.00,0.00,7.00,29.00,0.00,0.00,406.00,0.00,-49.00,455.00,0.00,-5.00,405.00,177.00,235.00,0.00,235.00,0.00,0.00,0.00,-7.00,-6.00
1966:Q3,34.00,8.00,330.00,0.00,0.00,38.00,0.00,7.00,31.00,0.00,0.00,294.00,0.00,-121.00,415.00,0.00,-2.00,293.00,208.00,94.00,1.00,93.00,0.00,0.00,0.00,-9.00,-12.00
1966:Q4,35.00,9.00,231.00,0.00,0.00,30.00,0.00,5.00,25.00,0.00,0.00,209.00,0.00,-68.00,277.00,0.00,-8.00,199.00,-142.00,351.00,0.00,351.00,0.00,0.00,0.00,-10.00,-6.00
1967:Q1,34.00,8.00,-3.00,0.00,0.00,23.00,0.00,2.00,21.00,0.00,0.00,-22.00,0.00,1.00,-23.00,0.00,-4.00,-30.00,-206.00,178.00,1.00,177.00,0.00,0.00,0.00,-2.00,-2.00
1967:Q2,34.00,9.00,395.00,0.00,0.00,17.00,0.00,-1.00,18.00,0.00,0.00,385.00,0.00,-7.00,392.00,0.00,-7.00,371.00,49.00,324.00,0.00,324.00,0.00,0.00,0.00,-2.00,1.00
1967:Q3,33.00,8.00,252.00,0.00,0.00,18.00,0.00,0.00,18.00,0.00,0.00,238.00,0.00,-3.00,241.00,0.00,-4.00,224.00,74.00,154.00,1.00,153.00,0.00,0.00,0.00,-4.00,-3.00
1967:Q4,34.00,9.00,198.00,0.00,0.00,24.00,0.00,3.00,21.00,0.00,0.00,182.00,0.00,-41.00,223.00,0.00,-8.00,173.00,-199.00,376.00,1.00,375.00,0.00,0.00,0.00,-4.00,1.00
1968:Q1,34.00,11.00,70.00,0.00,0.00,33.00,0.00,3.00,30.00,0.00,0.00,43.00,0.00,-65.00,108.00,0.00,-6.00,40.00,-198.00,245.00,0.00,245.00,0.00,0.00,0.00,-7.00,-6.00
1968:Q2,35.00,10.00,544.00,0.00,0.00,35.00,0.00,0.00,35.00,0.00,0.00,517.00,0.00,-8.00,525.00,0.00,-8.00,515.00,129.00,394.00,1.00,393.00,0.00,0.00,0.00,-8.00,-5.00
1968:Q3,37.00,11.00,446.00,0.00,0.00,42.00,0.00,5.00,37.00,0.00,0.00,407.00,0.00,-32.00,439.00,0.00,-3.00,411.00,308.00,110.00,0.00,110.00,0.00,0.00,0.00,-7.00,-9.00
1968:Q4,39.00,11.00,412.00,0.00,0.00,53.00,0.00,18.00,35.00,0.00,0.00,369.00,0.00,-3.00,372.00,0.00,-10.00,383.00,-71.00,460.00,2.00,458.00,0.00,0.00,0.00,-6.00,-1.00
1969:Q1,41.00,11.00,276.00,0.00,0.00,66.00,0.00,33.00,33.00,0.00,0.00,218.00,0.00,-17.00,235.00,0.00,-8.00,241.00,-110.00,359.00,0.00,359.00,0.00,0.00,0.00,-8.00,-6.00
1969:Q2,44.00,11.00,805.00,0.00,0.00,80.00,0.00,51.00,29.00,0.00,0.00,733.00,0.00,-77.00,810.00,0.00,-8.00,770.00,400.00,375.00,1.00,374.00,0.00,0.00,0.00,-5.00,-3.00
1969:Q3,48.00,12.00,571.00,0.00,0.00,85.00,0.00,51.00,34.00,0.00,0.00,490.00,0.00,-95.00,585.00,0.00,-4.00,529.00,341.00,192.00,1.00,191.00,0.00,0.00,0.00,-4.00,-6.00
1969:Q4,51.00,12.00,385.00,0.00,0.00,85.00,0.00,35.00,50.00,0.00,0.00,311.00,0.00,-32.00,343.00,0.00,-11.00,350.00,-151.00,502.00,1.00,501.00,0.00,0.00,0.00,-1.00,4.00
1970:Q1,53.00,11.00,24.00,0.00,0.00,86.00,0.00,19.00,67.00,0.00,0.00,-53.00,0.00,-310.00,257.00,0.00,-9.00,-11.00,-388.00,374.00,1.00,373.00,0.00,0.00,0.00,3.00,8.00
1970:Q2,57.00,11.00,623.00,0.00,0.00,92.00,0.00,7.00,85.00,0.00,0.00,542.00,0.00,19.00,523.00,0.00,-11.00,588.00,90.00,493.00,1.00,492.00,0.00,0.00,0.00,5.00,12.00
1970:Q3,59.00,11.00,508.00,0.00,0.00,89.00,0.00,2.00,87.00,0.00,0.00,424.00,0.00,20.00,404.00,0.00,-5.00,467.00,230.00,231.00,0.00,231.00,0.00,0.00,0.00,6.00,7.00
1970:Q4,61.00,10.00,176.00,0.00,0.00,76.00,0.00,3.00,73.00,0.00,0.00,114.00,0.00,16.00,98.00,0.00,-14.00,142.00,-512.00,648.00,2.00,646.00,0.00,0.00,0.00,6.00,16.00
1971:Q1,57.00,15.00,69.00,0.00,0.00,59.00,0.00,4.00,55.00,0.00,0.00,27.00,0.00,13.00,14.00,0.00,-17.00,23.00,-739.00,775.00,2.00,773.00,0.00,0.00,0.00,-13.00,-4.00
1971:Q2,56.00,15.00,720.00,0.00,0.00,38.00,0.00,4.00,34.00,0.00,0.00,700.00,0.00,11.00,689.00,0.00,-18.00,672.00,-149.00,838.00,2.00,836.00,0.00,0.00,0.00,-17.00,-7.00
1971:Q3,58.00,15.00,665.00,0.00,0.00,43.00,0.00,1.00,42.00,0.00,0.00,632.00,0.00,11.00,621.00,0.00,-10.00,607.00,137.00,487.00,1.00,486.00,0.00,0.00,0.00,-17.00,-15.00
1971:Q4,62.00,15.00,531.00,0.00,0.00,76.00,0.00,-3.00,79.00,0.00,0.00,472.00,0.00,12.00,460.00,0.00,-17.00,478.00,-278.00,772.00,2.00,770.00,0.00,0.00,0.00,-16.00,-7.00
1972:Q1,66.00,15.00,260.00,0.00,0.00,107.00,0.00,-10.00,117.00,0.00,0.00,174.00,0.00,34.00,140.00,0.00,-21.00,205.00,-752.00,975.00,2.00,973.00,0.00,0.00,0.00,-18.00,-4.00
1972:Q2,70.00,15.00,1264.00,0.00,0.00,137.00,0.00,-21.00,158.00,0.00,0.00,1146.00,0.00,46.00,1100.00,0.00,-19.00,1204.00,334.00,887.00,2.00,885.00,0.00,0.00,0.00,-17.00,-5.00
1972:Q3,73.00,15.00,644.00,0.00,0.00,146.00,0.00,-16.00,162.00,0.00,0.00,508.00,0.00,45.00,463.00,0.00,-10.00,572.00,113.00,476.00,1.00,475.00,0.00,0.00,0.00,-17.00,-15.00
1972:Q4,77.00,16.00,630.00,0.00,0.00,131.00,0.00,1.00,130.00,0.00,0.00,519.00,0.00,28.00,491.00,0.00,-20.00,565.00,-348.00,930.00,2.00,928.00,0.00,0.00,0.00,-17.00,-4.00
1973:Q1,78.00,21.00,597.00,0.00,0.00,121.00,0.00,123.00,-2.00,0.00,0.00,501.00,0.00,155.00,346.00,0.00,-25.00,567.00,-589.00,1143.00,3.00,1140.00,0.00,0.00,0.00,13.00,27.00
1973:Q2,82.00,22.00,1287.00,0.00,0.00,124.00,0.00,49.00,75.00,0.00,0.00,1188.00,0.00,109.00,1079.00,0.00,-25.00,1255.00,51.00,1189.00,3.00,1186.00,0.00,0.00,0.00,15.00,28.00
1973:Q3,84.00,23.00,1070.00,0.00,0.00,120.00,0.00,50.00,70.00,0.00,0.00,952.00,0.00,105.00,847.00,0.00,-2.00,1014.00,962.00,35.00,0.00,35.00,0.00,0.00,0.00,17.00,6.00
1973:Q4,89.00,23.00,569.00,0.00,0.00,112.00,0.00,37.00,75.00,0.00,0.00,469.00,0.00,72.00,397.00,0.00,-12.00,522.00,-16.00,519.00,1.00,518.00,0.00,0.00,0.00,19.00,19.00
1974:Q1,92.00,28.00,-2.00,0.00,0.00,92.00,0.00,21.00,71.00,0.00,0.00,-71.00,0.00,35.00,-106.00,0.00,-23.00,20.00,-1117.00,1057.00,2.00,1055.00,0.00,0.00,0.00,80.00,86.00
1974:Q2,97.00,29.00,955.00,0.00,0.00,61.00,0.00,4.00,57.00,0.00,0.00,917.00,0.00,-5.00,922.00,0.00,-23.00,978.00,-199.00,1092.00,3.00,1089.00,0.00,0.00,0.00,85.00,91.00
1974:Q3,96.00,29.00,1259.00,0.00,0.00,81.00,0.00,9.00,72.00,0.00,0.00,1181.00,0.00,-1.00,1182.00,0.00,-3.00,1261.00,1142.00,35.00,0.00,35.00,0.00,0.00,0.00,84.00,69.00
1974:Q4,92.00,30.00,443.00,0.00,0.00,154.00,0.00,37.00,117.00,0.00,0.00,307.00,0.00,43.00,264.00,0.00,-18.00,460.00,-441.00,822.00,2.00,820.00,0.00,0.00,0.00,79.00,79.00
1975:Q1,81.00,33.00,347.00,0.00,0.00,228.00,0.00,64.00,164.00,0.00,0.00,156.00,0.00,92.00,64.00,0.00,-37.00,302.00,-1470.00,1787.00,4.00,1783.00,0.00,0.00,0.00,-15.00,3.00
1975:Q2,75.00,33.00,1328.00,0.00,0.00,307.00,0.00,92.00,215.00,0.00,0.00,1058.00,0.00,139.00,919.00,0.00,-37.00,1280.00,-490.00,1794.00,4.00,1790.00,0.00,0.00,0.00,-24.00,-6.00
1975:Q3,77.00,34.00,2255.00,0.00,0.00,318.00,0.00,96.00,222.00,0.00,0.00,1952.00,0.00,143.00,1809.00,0.00,-15.00,2183.00,1530.00,679.00,2.00,677.00,0.00,0.00,0.00,-26.00,-29.00
