1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1975:Q4,82.00,35.00,1321.00,0.00,0.00,262.00,0.00,77.00,185.00,0.00,0.00,1085.00,0.00,106.00,979.00,0.00,-26.00,1257.00,45.00,1235.00,2.00,1233.00,0.00,0.00,0.00,-23.00,-16.00
1976:Q1,105.00,38.00,986.00,0.00,0.00,199.00,0.00,55.00,144.00,0.00,0.00,827.00,0.00,126.00,701.00,0.00,-40.00,927.00,-1013.00,1951.00,57.00,1894.00,0.00,0.00,0.00,-11.00,8.00
1976:Q2,117.00,39.00,2203.00,0.00,0.00,161.00,0.00,43.00,118.00,0.00,0.00,2079.00,0.00,132.00,1947.00,0.00,-37.00,2137.00,412.00,1729.00,47.00,1682.00,0.00,0.00,0.00,-4.00,12.00
1976:Q3,129.00,41.00,2120.00,0.00,0.00,140.00,0.00,35.00,105.00,0.00,0.00,1998.00,0.00,130.00,1868.00,0.00,-18.00,2032.00,1257.00,771.00,51.00,720.00,0.00,0.00,0.00,4.00,0.00
1976:Q4,137.00,42.00,1211.00,0.00,0.00,138.00,0.00,33.00,105.00,0.00,0.00,1106.00,0.00,119.00,987.00,0.00,-33.00,1135.00,-414.00,1541.00,52.00,1489.00,0.00,0.00,0.00,8.00,18.00
1977:Q1,137.00,45.00,1058.00,0.00,0.00,136.00,0.00,35.00,101.00,0.00,0.00,971.00,0.00,90.00,881.00,0.00,-49.00,1127.00,-1356.00,2349.00,79.00,2270.00,0.00,0.00,0.00,134.00,161.00
1977:Q2,141.00,47.00,2455.00,0.00,0.00,131.00,0.00,41.00,90.00,0.00,0.00,2368.00,0.00,66.00,2302.00,0.00,-44.00,2519.00,322.00,2060.00,96.00,1964.00,0.00,0.00,0.00,137.00,158.00
1977:Q3,145.00,49.00,2167.00,0.00,0.00,113.00,0.00,24.00,89.00,0.00,0.00,2086.00,0.00,65.00,2021.00,0.00,-32.00,2218.00,587.00,1490.00,95.00,1395.00,0.00,0.00,0.00,141.00,148.00
1977:Q4,154.00,51.00,1351.00,0.00,0.00,78.00,0.00,-19.00,97.00,0.00,0.00,1311.00,0.00,79.00,1232.00,0.00,-38.00,1409.00,-531.00,1792.00,85.00,1707.00,0.00,0.00,0.00,148.00,160.00
1978:Q1,167.00,62.00,1355.00,0.00,0.00,-53.00,0.00,-170.00,117.00,0.00,0.00,1234.00,0.00,115.00,1119.00,0.00,174.00,1298.00,-1546.00,2822.00,109.00,2689.00,24.00,0.00,0.00,22.00,48.00
1978:Q2,174.00,68.00,3562.00,0.00,0.00,-292.00,0.00,-231.00,-61.00,0.00,0.00,3349.00,0.00,137.00,3212.00,0.00,505.00,3488.00,1323.00,2140.00,155.00,1949.00,36.00,0.00,0.00,25.00,32.00
1978:Q3,170.00,71.00,1821.00,0.00,0.00,-199.00,0.00,-128.00,-71.00,0.00,0.00,1581.00,0.00,-350.00,1931.00,0.00,439.00,1715.00,962.00,736.00,78.00,626.00,32.00,0.00,0.00,17.00,-7.00
1978:Q4,160.00,74.00,1368.00,0.00,0.00,-287.00,0.00,-168.00,-119.00,0.00,0.00,1115.00,0.00,-190.00,1305.00,0.00,540.00,1254.00,600.00,654.00,99.00,519.00,36.00,0.00,0.00,0.00,-28.00
1979:Q1,145.00,79.00,655.00,0.00,0.00,-124.00,0.00,45.00,-169.00,0.00,0.00,470.00,0.00,129.00,341.00,0.00,309.00,625.00,-1385.00,1969.00,89.00,1844.00,36.00,0.00,0.00,41.00,36.00
1979:Q2,129.00,80.00,1215.00,0.00,0.00,-130.00,0.00,91.00,-221.00,0.00,0.00,1012.00,0.00,-9.00,1021.00,0.00,333.00,1185.00,-881.00,2044.00,169.00,1839.00,36.00,0.00,0.00,22.00,20.00
1979:Q3,111.00,84.00,1574.00,0.00,0.00,-190.00,0.00,24.00,-214.00,0.00,0.00,1333.00,0.00,-133.00,1466.00,0.00,431.00,1524.00,391.00,1131.00,104.00,991.00,36.00,0.00,0.00,2.00,-23.00
1979:Q4,100.00,85.00,-6.00,0.00,0.00,-626.00,0.00,-262.00,-364.00,0.00,0.00,-9.00,0.00,603.00,-612.00,0.00,629.00,-96.00,652.00,-733.00,15.00,-784.00,36.00,0.00,0.00,-15.00,-75.00
1980:Q1,82.00,97.00,486.00,0.00,158.00,-559.00,0.00,-26.00,-533.00,0.00,0.00,-290.00,0.00,1375.00,-1665.00,0.00,1177.00,465.00,315.00,-1659.00,258.00,-1953.00,36.00,0.00,0.00,1809.00,-36.00
1980:Q2,73.00,94.00,-580.00,0.00,174.00,916.00,0.00,202.00,714.00,0.00,0.00,-2500.00,0.00,255.00,-2755.00,0.00,830.00,-565.00,-2540.00,2000.00,207.00,1757.00,36.00,0.00,0.00,-25.00,-6.00
1980:Q3,86.00,97.00,1431.00,0.00,156.00,603.00,0.00,132.00,471.00,0.00,0.00,300.00,0.00,-300.00,600.00,0.00,372.00,1452.00,-823.00,3200.00,395.00,2769.00,36.00,0.00,0.00,-925.00,11.00
1980:Q4,111.00,100.00,1910.00,0.00,244.00,24.00,0.00,6.00,18.00,0.00,0.00,700.00,0.00,213.00,487.00,0.00,942.00,1913.00,538.00,700.00,972.00,-363.00,91.00,0.00,0.00,675.00,14.00
1981:Q1,143.00,101.00,282.00,0.00,541.00,157.00,0.00,34.00,123.00,0.00,0.00,200.00,0.00,-140.00,340.00,0.00,-616.00,233.00,-894.00,1300.00,136.00,1142.00,22.00,0.00,0.00,-173.00,-7.00
1981:Q2,178.00,104.00,1230.00,0.00,532.00,-71.00,0.00,-16.00,-55.00,0.00,0.00,1300.00,0.00,-369.00,1669.00,0.00,-531.00,1168.00,642.00,1000.00,229.00,748.00,23.00,0.00,0.00,-474.00,12.00
1981:Q3,203.00,109.00,1654.00,0.00,202.00,-421.00,0.00,-92.00,-329.00,0.00,0.00,1000.00,0.00,-308.00,1308.00,0.00,873.00,1590.00,1066.00,-300.00,63.00,-362.00,-1.00,0.00,0.00,824.00,30.00
1981:Q4,213.00,112.00,-371.00,0.00,390.00,679.00,0.00,149.00,530.00,0.00,0.00,-800.00,0.00,-142.00,-658.00,0.00,-640.00,-430.00,-1253.00,900.00,165.00,698.00,37.00,0.00,0.00,-77.00,42.00
1982:Q1,198.00,117.00,-1124.00,0.00,135.00,513.00,0.00,113.00,400.00,0.00,0.00,-700.00,0.00,-561.00,-139.00,0.00,-1072.00,-1321.00,-3868.00,3000.00,284.00,2580.00,136.00,0.00,0.00,-453.00,-117.00
1982:Q2,184.00,114.00,2222.00,0.00,273.00,347.00,0.00,76.00,271.00,0.00,0.00,400.00,0.00,-43.00,443.00,0.00,1202.00,2007.00,-326.00,2300.00,414.00,1817.00,69.00,0.00,0.00,33.00,-146.00
1982:Q3,181.00,112.00,699.00,0.00,227.00,-533.00,0.00,-117.00,-416.00,0.00,0.00,1200.00,0.00,17.00,1183.00,0.00,-195.00,455.00,-1163.00,1700.00,336.00,1325.00,39.00,0.00,0.00,-82.00,-175.00
1982:Q4,185.00,110.00,774.00,0.00,154.00,864.00,0.00,190.00,674.00,0.00,0.00,200.00,0.00,-413.00,613.00,0.00,-444.00,538.00,-2264.00,3200.00,804.00,2478.00,-82.00,0.00,0.00,-398.00,-161.00
1983:Q1,210.00,110.00,-234.00,0.00,-303.00,132.00,0.00,267.00,-135.00,0.00,0.00,100.00,0.00,79.00,21.00,0.00,-163.00,-291.00,-5624.00,5200.00,706.00,4562.00,-68.00,0.00,0.00,133.00,43.00
1983:Q2,215.00,112.00,5137.00,0.00,426.00,3464.00,0.00,1370.00,2094.00,0.00,0.00,2600.00,0.00,770.00,1830.00,0.00,-1353.00,5064.00,237.00,4800.00,765.00,4053.00,-18.00,0.00,0.00,27.00,31.00
1983:Q3,246.00,117.00,6332.00,0.00,504.00,1312.00,0.00,300.00,1012.00,0.00,0.00,3300.00,0.00,516.00,2784.00,0.00,1216.00,6207.00,3784.00,2400.00,437.00,1914.00,49.00,0.00,0.00,23.00,4.00
1983:Q4,290.00,125.00,2007.00,0.00,457.00,-1763.00,0.00,-529.00,-1234.00,0.00,0.00,3000.00,0.00,330.00,2670.00,0.00,313.00,1874.00,-443.00,2500.00,369.00,2115.00,16.00,0.00,0.00,-183.00,32.00
1984:Q1,338.00,125.00,4932.00,0.00,1279.00,577.00,119.00,340.00,118.00,0.00,0.00,3500.00,0.00,1157.00,2343.00,0.00,-424.00,5051.00,-1168.00,6300.00,243.00,6008.00,49.00,0.00,0.00,-81.00,332.00
1984:Q2,379.00,132.00,4958.00,0.00,-474.00,997.00,62.00,519.00,416.00,0.00,0.00,4400.00,0.00,860.00,3540.00,0.00,35.00,4719.00,-688.00,5200.00,541.00,4775.00,-116.00,0.00,0.00,207.00,8.00
1984:Q3,403.00,136.00,2850.00,0.00,-655.00,230.00,-28.00,292.00,-34.00,0.00,0.00,3600.00,0.00,622.00,2978.00,0.00,-325.00,2569.00,1375.00,1300.00,497.00,719.00,84.00,0.00,0.00,-106.00,-15.00
1984:Q4,403.00,140.00,2223.00,0.00,194.00,-1388.00,-91.00,-394.00,-903.00,0.00,0.00,3400.00,0.00,514.00,2886.00,0.00,17.00,1953.00,1273.00,100.00,214.00,-218.00,104.00,0.00,0.00,580.00,-6.00
1985:Q1,371.00,149.00,4958.00,0.00,1403.00,1580.00,91.00,1214.00,275.00,0.00,0.00,1300.00,0.00,254.00,1046.00,0.00,675.00,4680.00,-2092.00,6900.00,640.00,6180.00,80.00,0.00,0.00,-128.00,-57.00
1985:Q2,342.00,152.00,5782.00,0.00,1597.00,1082.00,-27.00,717.00,392.00,0.00,0.00,3100.00,0.00,1033.00,2067.00,0.00,3.00,5490.00,-1568.00,7600.00,1047.00,6480.00,73.00,0.00,0.00,-542.00,-102.00
1985:Q3,353.00,150.00,5383.00,0.00,313.00,947.00,66.00,308.00,573.00,0.00,0.00,3100.00,0.00,1220.00,1880.00,0.00,1023.00,5076.00,-367.00,5600.00,609.00,4924.00,67.00,0.00,0.00,-157.00,-104.00
1985:Q4,359.00,153.00,2230.00,0.00,429.00,79.00,-16.00,203.00,-108.00,0.00,0.00,2200.00,0.00,1045.00,1155.00,0.00,-478.00,1882.00,-1645.00,2800.00,850.00,1826.00,124.00,0.00,0.00,727.00,-143.00
1986:Q1,324.00,160.00,4512.00,0.00,2554.00,555.00,-25.00,183.00,397.00,0.00,0.00,600.00,0.00,2536.00,-1936.00,0.00,803.00,4184.00,-3263.00,7600.00,-241.00,7776.00,65.00,0.00,0.00,-153.00,-164.00
1986:Q2,263.00,159.00,6056.00,0.00,1134.00,1143.00,-3.00,862.00,284.00,0.00,0.00,2800.00,0.00,1506.00,1294.00,0.00,979.00,5730.00,-2502.00,8600.00,-181.00,8755.00,26.00,0.00,0.00,-368.00,-222.00
1986:Q3,83.00,158.00,5244.00,0.00,-544.00,1230.00,-48.00,559.00,719.00,0.00,0.00,4300.00,0.00,2127.00,2173.00,0.00,258.00,4945.00,-1773.00,6000.00,381.00,5452.00,167.00,0.00,0.00,718.00,-375.00
1986:Q4,85.00,160.00,5072.00,0.00,-633.00,1237.00,644.00,202.00,391.00,0.00,0.00,3600.00,0.00,2070.00,1530.00,0.00,868.00,4790.00,-213.00,5000.00,436.00,4160.00,404.00,0.00,0.00,3.00,-357.00
1987:Q1,222.00,170.00,6786.00,0.00,3135.00,1539.00,-587.00,1249.00,877.00,0.00,0.00,300.00,0.00,2721.00,-2421.00,0.00,1812.00,6465.00,-2379.00,8700.00,464.00,8472.00,-236.00,0.00,0.00,144.00,-269.00
1987:Q2,275.00,174.00,4004.00,0.00,-2154.00,1741.00,41.00,806.00,894.00,0.00,0.00,4600.00,0.00,2882.00,1718.00,0.00,-183.00,3714.00,-1917.00,5800.00,694.00,4701.00,405.00,0.00,0.00,-169.00,-189.00
1987:Q3,281.00,179.00,4011.00,0.00,-1881.00,-133.00,6.00,956.00,-1095.00,0.00,0.00,6100.00,0.00,2695.00,3405.00,0.00,-75.00,3701.00,3582.00,-700.00,206.00,-664.00,-242.00,0.00,0.00,819.00,-208.00
1987:Q4,272.00,179.00,120.00,0.00,-733.00,-185.00,255.00,216.00,-656.00,0.00,0.00,3500.00,0.00,2249.00,1251.00,-48.00,-2414.00,-81.00,313.00,-500.00,321.00,-1156.00,335.00,0.00,0.00,106.00,-108.00
1988:Q1,280.00,208.00,2994.00,0.00,-647.00,-50.00,11.00,1272.00,-1333.00,0.00,0.00,1700.00,0.00,1648.00,52.00,-118.00,2109.00,2670.00,-3049.00,5800.00,79.00,5837.00,-116.00,0.00,0.00,-81.00,-252.00
1988:Q2,286.00,214.00,6262.00,0.00,1962.00,756.00,129.00,1029.00,-402.00,0.00,0.00,4600.00,0.00,2543.00,2057.00,-79.00,-977.00,5971.00,1565.00,4700.00,61.00,3844.00,795.00,0.00,0.00,-294.00,-219.00
1988:Q3,303.00,216.00,5951.00,0.00,-1666.00,702.00,125.00,387.00,190.00,0.00,0.00,5700.00,0.00,2314.00,3386.00,-123.00,1338.00,5642.00,3248.00,1200.00,419.00,1350.00,-569.00,0.00,0.00,1194.00,-222.00
1988:Q4,324.00,221.00,2089.00,0.00,486.00,594.00,144.00,566.00,-116.00,0.00,0.00,3500.00,0.00,1683.00,1817.00,-144.00,-2347.00,1774.00,1493.00,700.00,206.00,232.00,262.00,0.00,0.00,-419.00,-212.00
1989:Q1,369.00,238.00,3328.00,0.00,973.00,-220.00,402.00,-446.00,-176.00,0.00,0.00,1100.00,0.00,2693.00,-1593.00,-89.00,1564.00,1974.00,-26.00,3100.00,314.00,2681.00,105.00,0.00,0.00,-1100.00,-1223.00
1989:Q2,387.00,243.00,1360.00,0.00,-378.00,-582.00,206.00,-667.00,-121.00,0.00,0.00,3700.00,0.00,2159.00,1541.00,-143.00,-1237.00,1143.00,1643.00,-400.00,321.00,-624.00,-97.00,0.00,0.00,-100.00,-73.00
1989:Q3,409.00,250.00,4450.00,0.00,957.00,-1204.00,-430.00,-505.00,-269.00,0.00,0.00,4100.00,0.00,1440.00,2660.00,-43.00,640.00,4067.00,867.00,2900.00,349.00,1013.00,1538.00,0.00,0.00,300.00,-224.00
1989:Q4,429.00,247.00,2089.00,0.00,1573.00,-945.00,79.00,-707.00,-317.00,0.00,0.00,1200.00,0.00,494.00,706.00,-21.00,282.00,2920.00,-380.00,3000.00,342.00,1122.00,1536.00,0.00,0.00,300.00,1013.00
1990:Q1,371.00,168.00,6532.00,0.00,4311.00,2507.00,73.00,-872.00,3306.00,0.00,0.00,-1200.00,-229.00,649.00,-1620.00,128.00,786.00,6001.00,-1299.00,7600.00,763.00,8073.00,-1236.00,0.00,0.00,-300.00,-328.00
1990:Q2,377.00,166.00,3828.00,0.00,-798.00,1235.00,228.00,-954.00,1961.00,0.00,0.00,1600.00,-230.00,1504.00,326.00,40.00,1751.00,3780.00,-620.00,4200.00,770.00,4559.00,-1129.00,0.00,0.00,200.00,163.00
1990:Q3,419.00,168.00,3150.00,0.00,-1370.00,896.00,154.00,-952.00,1694.00,0.00,0.00,3100.00,-234.00,2066.00,1268.00,121.00,403.00,2573.00,1273.00,1100.00,-15.00,986.00,129.00,0.00,0.00,200.00,-326.00
1990:Q4,481.00,167.00,1380.00,0.00,-41.00,1141.00,720.00,-791.00,1212.00,0.00,0.00,1300.00,-233.00,1564.00,-31.00,-30.00,-990.00,1217.00,217.00,900.00,-9.00,794.00,115.00,0.00,0.00,100.00,152.00
1991:Q1,491.00,161.00,3499.00,0.00,1955.00,2700.00,198.00,645.00,1857.00,0.00,0.00,-3400.00,-264.00,-14.00,-3122.00,183.00,2061.00,3087.00,-3413.00,6600.00,1129.00,5286.00,185.00,0.00,0.00,-100.00,-82.00
1991:Q2,480.00,160.00,5358.00,0.00,-2377.00,2513.00,482.00,384.00,1647.00,0.00,0.00,1500.00,-268.00,1723.00,45.00,284.00,3438.00,5244.00,-1156.00,6300.00,1112.00,4968.00,220.00,0.00,0.00,100.00,206.00
1991:Q3,636.00,159.00,4760.00,0.00,-2228.00,2234.00,-74.00,552.00,1756.00,0.00,0.00,2600.00,-270.00,2168.00,702.00,252.00,1902.00,4224.00,224.00,3100.00,-12.00,2932.00,180.00,0.00,0.00,900.00,-59.00
1991:Q4,896.00,158.00,3516.00,0.00,1249.00,3539.00,-310.00,3948.00,-99.00,0.00,0.00,1100.00,-270.00,290.00,1080.00,377.00,-2749.00,2943.00,-1257.00,4500.00,-3.00,4271.00,232.00,0.00,0.00,-300.00,166.00
1992:Q1,1034.00,211.00,7958.00,0.00,623.00,5187.00,-6.00,2325.00,2868.00,0.00,0.00,-2600.00,-476.00,-1295.00,-829.00,576.00,4172.00,7581.00,-2919.00,11000.00,1053.00,9579.00,368.00,0.00,0.00,-500.00,446.00
1992:Q2,1244.00,219.00,5640.00,0.00,-898.00,4732.00,593.00,2031.00,2108.00,0.00,0.00,1500.00,-477.00,3143.00,-1166.00,524.00,-218.00,4722.00,1022.00,3300.00,1044.00,1893.00,363.00,0.00,0.00,400.00,107.00
1992:Q3,1377.00,224.00,5079.00,0.00,-1317.00,3781.00,80.00,1419.00,2282.00,0.00,0.00,1500.00,-481.00,-418.00,2399.00,230.00,885.00,4097.00,1097.00,2400.00,1156.00,807.00,437.00,0.00,11.00,589.00,171.00
1992:Q4,1415.00,230.00,4572.00,0.00,1944.00,1588.00,-301.00,88.00,1801.00,0.00,0.00,2000.00,-482.00,1494.00,988.00,30.00,-990.00,3827.00,-673.00,4900.00,1265.00,3232.00,403.00,0.00,35.00,-435.00,439.00
1993:Q1,1431.00,182.00,6316.00,0.00,-1320.00,4700.00,190.00,1275.00,3235.00,0.00,0.00,500.00,53.00,717.00,-270.00,168.00,2268.00,5311.00,111.00,5000.00,-115.00,5018.00,97.00,0.00,-1.00,201.00,244.00
1993:Q2,1384.00,187.00,5511.00,0.00,-1036.00,1775.00,-344.00,1316.00,803.00,0.00,0.00,4500.00,54.00,483.00,3963.00,214.00,58.00,4559.00,859.00,3400.00,-77.00,3350.00,127.00,0.00,79.00,221.00,245.00
1993:Q3,1337.00,189.00,3593.00,0.00,-2093.00,1013.00,-417.00,-511.00,1941.00,0.00,0.00,3800.00,55.00,239.00,3506.00,-297.00,1170.00,2545.00,645.00,1600.00,927.00,200.00,473.00,0.00,84.00,216.00,101.00
1993:Q4,1302.00,197.00,3003.00,0.00,-635.00,2076.00,-167.00,532.00,1711.00,0.00,0.00,3300.00,54.00,505.00,2741.00,-291.00,-1447.00,2291.00,-209.00,2600.00,959.00,1212.00,429.00,0.00,26.00,-126.00,392.00
1994:Q1,1352.00,211.00,11549.00,0.00,4704.00,4256.00,-501.00,1102.00,3655.00,0.00,0.00,1500.00,221.00,1330.00,-51.00,-463.00,1552.00,10861.00,2561.00,8300.00,291.00,7938.00,71.00,0.00,24.00,-24.00,453.00
1994:Q2,1362.00,215.00,6103.00,0.00,-2519.00,1395.00,431.00,557.00,407.00,0.00,0.00,7800.00,224.00,976.00,6600.00,-304.00,-269.00,5472.00,2372.00,2700.00,781.00,1737.00,182.00,0.00,41.00,359.00,516.00
1994:Q3,1308.00,219.00,475.00,0.00,-1322.00,-552.00,-59.00,-1714.00,1221.00,0.00,0.00,7800.00,226.00,1414.00,6160.00,-468.00,-4983.00,-394.00,106.00,-1100.00,369.00,-1537.00,68.00,0.00,117.00,483.00,221.00
1994:Q4,1233.00,228.00,2695.00,0.00,-3125.00,-1145.00,44.00,-432.00,-757.00,0.00,0.00,7000.00,226.00,1523.00,5251.00,-331.00,296.00,2498.00,3898.00,-2000.00,595.00,-2660.00,65.00,0.00,41.00,559.00,807.00
1995:Q1,1423.00,228.00,4820.00,0.00,2994.00,-1356.00,-481.00,-885.00,10.00,0.00,0.00,2700.00,97.00,1566.00,1037.00,-27.00,509.00,3917.00,-283.00,5800.00,605.00,-490.00,5685.00,0.00,-78.00,-1522.00,293.00
1995:Q2,1352.00,230.00,5746.00,0.00,-668.00,1482.00,-369.00,-968.00,2819.00,0.00,0.00,5400.00,99.00,239.00,5062.00,4.00,-472.00,4691.00,-9.00,5000.00,760.00,-2078.00,6318.00,0.00,-33.00,-267.00,67.00
1995:Q3,1323.00,231.00,2129.00,0.00,-636.00,-1427.00,-593.00,-326.00,-508.00,0.00,0.00,4900.00,99.00,1316.00,3485.00,-130.00,-578.00,1384.00,-816.00,2200.00,340.00,8028.00,-6168.00,0.00,23.00,-23.00,347.00
1995:Q4,1266.00,236.00,3073.00,0.00,-1525.00,839.00,-139.00,-1576.00,2554.00,0.00,0.00,3700.00,99.00,840.00,2761.00,-32.00,91.00,2112.00,-188.00,2400.00,390.00,6185.00,-4175.00,0.00,5.00,-105.00,69.00
1996:Q1,1377.00,300.00,10664.00,0.00,3996.00,2901.00,-219.00,997.00,2123.00,0.00,0.00,1101.00,148.00,1381.00,-428.00,-68.00,2734.00,9925.00,-2575.00,12400.00,110.00,11765.00,525.00,0.00,-22.00,122.00,338.00
1996:Q2,1474.00,307.00,5374.00,0.00,-3225.00,1955.00,-83.00,-245.00,2283.00,0.00,0.00,7900.00,90.00,3266.00,4544.00,-29.00,-1227.00,4761.00,1561.00,3100.00,1601.00,1059.00,440.00,0.00,-56.00,156.00,553.00
1996:Q3,1501.00,317.00,-633.00,0.00,-4627.00,-884.00,-78.00,-817.00,11.00,0.00,0.00,6623.00,83.00,1660.00,4880.00,-218.00,-1527.00,-1283.00,1117.00,-2500.00,-62.00,-2780.00,342.00,0.00,74.00,26.00,534.00
1996:Q4,1455.00,326.00,4668.00,0.00,-1087.00,-182.00,114.00,-827.00,531.00,0.00,0.00,6049.00,82.00,2754.00,3213.00,-293.00,181.00,3617.00,517.00,3300.00,-63.00,2222.00,1141.00,0.00,72.00,-272.00,79.00
1997:Q1,1350.00,379.00,9186.00,0.00,6986.00,1495.00,-101.00,396.00,1200.00,0.00,0.00,1251.00,3.00,1447.00,-199.00,-14.00,-532.00,10254.00,-2407.00,10900.00,1723.00,8204.00,973.00,1661.00,-43.00,143.00,2039.00
1997:Q2,1206.00,386.00,7450.00,0.00,-4168.00,1813.00,214.00,123.00,1476.00,0.00,0.00,6868.00,103.00,3074.00,3691.00,-271.00,3208.00,6746.00,1157.00,5000.00,1122.00,3505.00,373.00,289.00,49.00,251.00,116.00
1997:Q3,1107.00,405.00,3273.00,0.00,-406.00,-2215.00,-247.00,-2188.00,220.00,0.00,0.00,6245.00,70.00,3799.00,2376.00,-181.00,-170.00,1916.00,2480.00,-100.00,1423.00,-1554.00,31.00,-364.00,42.00,-142.00,-655.00
1997:Q4,1068.00,406.00,2567.00,0.00,-373.00,-2640.00,34.00,-136.00,-2538.00,0.00,0.00,4001.00,62.00,1593.00,2346.00,-76.00,1655.00,1661.00,-2471.00,4500.00,-144.00,3072.00,1572.00,-268.00,84.00,-184.00,-244.00
1998:Q1,1227.00,465.00,12076.00,0.00,6300.00,1477.00,-47.00,-631.00,2155.00,0.00,0.00,-12.00,19.00,1598.00,-1629.00,146.00,4165.00,11524.00,-1892.00,13000.00,4000.00,8922.00,78.00,-84.00,122.00,378.00,209.00
1998:Q2,1235.00,479.00,5588.00,0.00,370.00,2539.00,318.00,-503.00,2724.00,0.00,0.00,5804.00,56.00,4081.00,1667.00,360.00,-3485.00,3949.00,-1180.00,5200.00,-1862.00,5093.00,1969.00,-671.00,61.00,539.00,-883.00
1998:Q3,1247.00,483.00,3258.00,0.00,-3891.00,800.00,646.00,-937.00,1091.00,0.00,0.00,4544.00,64.00,2541.00,1939.00,273.00,1532.00,1976.00,-50.00,2200.00,-1050.00,2669.00,581.00,-274.00,262.00,-162.00,-518.00
1998:Q4,1263.00,497.00,9370.00,0.00,587.00,243.00,-711.00,-401.00,1355.00,0.00,0.00,3509.00,294.00,2148.00,1067.00,111.00,4920.00,8874.00,-4238.00,13200.00,5349.00,6375.00,1476.00,12.00,108.00,-208.00,270.00
1999:Q1,1288.00,500.00,8811.00,0.00,512.00,3794.00,-49.00,-1016.00,4859.00,0.00,0.00,2195.00,14.00,1770.00,411.00,39.00,2271.00,8723.00,-2526.00,10600.00,-137.00,9683.00,1054.00,449.00,382.00,-182.00,701.00
1999:Q2,1327.00,512.00,7267.00,0.00,-206.00,3445.00,500.00,382.00,2563.00,0.00,0.00,7405.00,121.00,4924.00,2360.00,-102.00,-3275.00,7186.00,-169.00,6700.00,158.00,5493.00,1049.00,355.00,339.00,-39.00,734.00
1999:Q3,1385.00,525.00,1879.00,0.00,-2499.00,-2052.00,0.00,-1694.00,-358.00,0.00,0.00,9500.00,124.00,4642.00,4734.00,254.00,-3324.00,745.00,245.00,100.00,-158.00,-793.00,1051.00,-400.00,694.00,106.00,-274.00
1999:Q4,1463.00,526.00,-4057.00,0.00,4637.00,-4322.00,1018.00,-1198.00,-4142.00,0.00,0.00,7555.00,114.00,2431.00,5010.00,-2032.00,-9895.00,-5422.00,-8093.00,300.00,2465.00,-2110.00,-55.00,571.00,824.00,976.00,-428.00
2000:Q1,1571.00,520.00,17210.00,449.00,346.00,2881.00,-1018.00,-245.00,4144.00,0.00,0.00,4378.00,328.00,2746.00,1304.00,90.00,9066.00,9860.00,-1767.00,14000.00,5935.00,8560.00,-495.00,-973.00,-734.00,-666.00,-6299.00
2000:Q2,1628.00,540.00,3.00,33.00,-6788.00,-635.00,-500.00,-519.00,384.00,0.00,0.00,11789.00,182.00,4802.00,6805.00,-854.00,-3542.00,6863.00,4631.00,-200.00,-865.00,-766.00,1431.00,1432.00,227.00,773.00,7948.00
2000:Q3,1644.00,548.00,12632.00,-30.00,5005.00,-4278.00,900.00,-245.00,-4933.00,0.00,0.00,8913.00,152.00,3475.00,5286.00,-85.00,3107.00,3975.00,233.00,3000.00,465.00,3046.00,-511.00,-858.00,277.00,1323.00,-7562.00
2000:Q4,1618.00,551.00,3164.00,11.00,-3834.00,-342.00,-2.00,-386.00,46.00,0.00,0.00,5279.00,359.00,1802.00,3118.00,180.00,1870.00,1653.00,-1862.00,5600.00,352.00,2139.00,3109.00,-485.00,257.00,-1857.00,-444.00
2001:Q1,1572.00,598.00,24938.00,-25.00,6843.00,7129.00,-97.00,-238.00,7464.00,0.00,0.00,153.00,22.00,1804.00,-1673.00,4.00,10834.00,13153.00,-11711.00,26500.00,3948.00,22061.00,491.00,664.00,-152.00,-2148.00,-10811.00
2001:Q2,1566.00,585.00,4487.00,14.00,-2497.00,-3072.00,462.00,-1421.00,-2113.00,0.00,0.00,8456.00,457.00,4404.00,3595.00,1476.00,110.00,7915.00,-5220.00,10700.00,-993.00,7971.00,3722.00,-365.00,212.00,2588.00,4409.00
2001:Q3,1604.00,578.00,24970.00,77.00,-426.00,7454.00,-276.00,-118.00,7848.00,0.00,0.00,8580.00,162.00,7436.00,982.00,-23.00,9308.00,24352.00,10177.00,15000.00,1365.00,10923.00,2712.00,-625.00,379.00,-579.00,409.00
2001:Q4,1695.00,555.00,-4171.00,10.00,-5429.00,8466.00,1065.00,979.00,6422.00,0.00,0.00,4351.00,43.00,2076.00,2232.00,334.00,-11903.00,-803.00,-10671.00,8900.00,-838.00,7642.00,2096.00,1568.00,1100.00,-1700.00,4508.00
2002:Q1,1849.00,607.00,32695.00,74.00,4778.00,10220.00,-86.00,167.00,10139.00,0.00,0.00,2882.00,84.00,4651.00,-1853.00,-801.00,15542.00,26612.00,1438.00,24500.00,-1381.00,25011.00,870.00,-1326.00,598.00,1402.00,-4841.00
2002:Q2,1953.00,597.00,5961.00,-19.00,-4911.00,9779.00,1051.00,596.00,8132.00,0.00,0.00,9560.00,815.00,4844.00,3901.00,1207.00,-9655.00,3875.00,-4783.00,8500.00,7047.00,-1717.00,3170.00,58.00,500.00,-400.00,-731.00
