1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1983:Q1,28408.00,5285.00,23123.00,5229.00,9293.00,8601.00,39546.00,18173.00,0.00,5229.00,9305.00,3639.00,5285.00,16088.00,11138.00,-12.00,4962.00,-11138.00
1983:Q2,27979.00,5234.00,22745.00,5478.00,9413.00,7854.00,39110.00,18459.00,0.00,5478.00,9449.00,3532.00,5234.00,15417.00,11131.00,-36.00,4322.00,-11131.00
1983:Q3,27116.00,5178.00,21938.00,5628.00,9399.00,6911.00,38244.00,18255.00,0.00,5628.00,9437.00,3190.00,5178.00,14811.00,11128.00,-38.00,3721.00,-11128.00
1983:Q4,27756.00,5130.00,22626.00,5025.00,11312.00,6289.00,38877.00,18986.00,0.00,5025.00,11360.00,2601.00,5130.00,14761.00,11121.00,-48.00,3688.00,-11121.00
1984:Q1,29078.00,5214.00,23864.00,5341.00,11706.00,6817.00,40189.00,19888.00,0.00,5341.00,11741.00,2806.00,5214.00,15087.00,11111.00,-35.00,4011.00,-11111.00
1984:Q2,28499.00,5052.00,23447.00,5459.00,11659.00,6329.00,39599.00,19764.00,0.00,5459.00,11709.00,2596.00,5052.00,14783.00,11100.00,-50.00,3733.00,-11100.00
1984:Q3,28104.00,4895.00,23209.00,5554.00,11619.00,6036.00,39201.00,19734.00,0.00,5554.00,11666.00,2514.00,4895.00,14572.00,11097.00,-47.00,3522.00,-11097.00
1984:Q4,28641.00,4803.00,23838.00,5641.00,11541.00,6656.00,39737.00,20307.00,0.00,5641.00,11607.00,3059.00,4803.00,14627.00,11096.00,-66.00,3597.00,-11096.00
1985:Q1,29257.00,4857.00,24400.00,5973.00,11386.00,7041.00,40350.00,20469.00,0.00,5973.00,11426.00,3070.00,4857.00,15024.00,11093.00,-40.00,3971.00,-11093.00
1985:Q2,29888.00,4891.00,24997.00,6196.00,11394.00,7407.00,40978.00,20897.00,-1.00,6196.00,11444.00,3258.00,4891.00,15190.00,11091.00,-50.00,4149.00,-11090.00
1985:Q3,32395.00,5191.00,27204.00,6847.00,11686.00,8671.00,43485.00,22289.00,0.00,6847.00,11734.00,3708.00,5191.00,16005.00,11090.00,-48.00,4963.00,-11090.00
1985:Q4,37483.00,5382.00,32101.00,7293.00,11952.00,12856.00,48573.00,25129.00,0.00,7293.00,11996.00,5840.00,5382.00,18062.00,11090.00,-44.00,7016.00,-11090.00
1986:Q1,39406.00,5577.00,33829.00,7839.00,12025.00,13965.00,50496.00,26196.00,0.00,7839.00,12065.00,6292.00,5577.00,18723.00,11090.00,-40.00,7673.00,-11090.00
1986:Q2,41321.00,5770.00,35551.00,8213.00,12109.00,15229.00,52405.00,27405.00,0.00,8213.00,12163.00,7029.00,5770.00,19230.00,11084.00,-54.00,8200.00,-11084.00
1986:Q3,42948.00,5945.00,37003.00,8295.00,11922.00,16786.00,54032.00,27928.00,0.00,8295.00,11973.00,7660.00,5945.00,20159.00,11084.00,-51.00,9126.00,-11084.00
1986:Q4,43440.00,5993.00,37447.00,8395.00,11730.00,17322.00,54504.00,28032.00,0.00,8395.00,11790.00,7847.00,5993.00,20479.00,11064.00,-60.00,9475.00,-11064.00
1987:Q1,44042.00,6299.00,37743.00,8740.00,11711.00,17292.00,55123.00,28338.00,0.00,8740.00,11773.00,7825.00,6299.00,20486.00,11081.00,-62.00,9467.00,-11081.00
1987:Q2,40333.00,6262.00,34071.00,8856.00,11313.00,13902.00,51402.00,24962.00,0.00,8856.00,11381.00,4725.00,6262.00,20178.00,11069.00,-68.00,9177.00,-11069.00
1987:Q3,40265.00,6270.00,33995.00,9078.00,10918.00,13999.00,51340.00,26958.00,0.00,9078.00,10982.00,6898.00,6270.00,18112.00,11075.00,-64.00,7101.00,-11075.00
1987:Q4,41673.00,6951.00,34722.00,10283.00,11349.00,13090.00,52751.00,29112.00,0.00,10283.00,11415.00,7414.00,6951.00,16688.00,11078.00,-66.00,5676.00,-11078.00
1988:Q1,38920.00,6797.00,32123.00,9899.00,10645.00,11579.00,49983.00,25533.00,0.00,9899.00,10707.00,4927.00,6797.00,17653.00,11063.00,-62.00,6652.00,-11063.00
1988:Q2,36386.00,6421.00,29965.00,9180.00,9992.00,10793.00,47449.00,23799.00,0.00,9180.00,10052.00,4567.00,6421.00,17229.00,11063.00,-60.00,6226.00,-11063.00
1988:Q3,43048.00,6322.00,36726.00,9074.00,9637.00,18015.00,54110.00,27264.00,0.00,9074.00,9703.00,8487.00,6322.00,20524.00,11062.00,-66.00,9528.00,-11062.00
1988:Q4,43338.00,6593.00,36745.00,9637.00,9745.00,17363.00,54395.00,27671.00,-3.00,9637.00,9803.00,8234.00,6593.00,20131.00,11060.00,-58.00,9129.00,-11057.00
1989:Q1,45473.00,6334.00,39139.00,9789.00,9052.00,20298.00,56534.00,28725.00,0.00,9789.00,9123.00,9813.00,6334.00,21475.00,11061.00,-71.00,10485.00,-11061.00
1989:Q2,55892.00,6107.00,49785.00,9380.00,8888.00,31517.00,66955.00,30632.00,0.00,9380.00,8948.00,12304.00,6107.00,30216.00,11063.00,-60.00,19213.00,-11063.00
1989:Q3,63969.00,6270.00,57699.00,9833.00,8786.00,39080.00,75034.00,31356.00,0.00,9833.00,8854.00,12669.00,6270.00,37408.00,11065.00,-68.00,26411.00,-11065.00
1989:Q4,69989.00,6439.00,63550.00,9951.00,9048.00,44551.00,81048.00,32275.00,0.00,9951.00,9106.00,13218.00,6439.00,42334.00,11059.00,-58.00,31333.00,-11059.00
1990:Q1,71616.00,6373.00,65243.00,10092.00,8727.00,46424.00,82676.00,31852.00,0.00,10092.00,8788.00,12972.00,6373.00,44451.00,11060.00,-61.00,33452.00,-11060.00
1990:Q2,72719.00,6486.00,66233.00,10490.00,8449.00,47294.00,83784.00,32067.00,0.00,10490.00,8508.00,13069.00,6486.00,45231.00,11065.00,-59.00,34225.00,-11065.00
1990:Q3,75784.00,6823.00,68961.00,10666.00,8881.00,49414.00,86847.00,34568.00,0.00,10666.00,8942.00,14960.00,6823.00,45456.00,11063.00,-61.00,34454.00,-11063.00
1990:Q4,79228.00,6970.00,72258.00,10989.00,9076.00,52193.00,90286.00,39684.00,0.00,10989.00,9135.00,19560.00,6970.00,43632.00,11058.00,-59.00,32633.00,-11058.00
1991:Q1,73540.00,6596.00,66944.00,10368.00,8910.00,47666.00,84598.00,36904.00,0.00,10368.00,8966.00,17570.00,6596.00,41098.00,11058.00,-56.00,30096.00,-11058.00
1991:Q2,70319.00,6441.00,63878.00,10309.00,8629.00,44940.00,81381.00,35258.00,0.00,10309.00,8691.00,16258.00,6441.00,39682.00,11062.00,-62.00,28682.00,-11062.00
1991:Q3,70372.00,6703.00,63669.00,10722.00,9094.00,43853.00,81434.00,37793.00,0.00,10722.00,9157.00,17914.00,6703.00,36938.00,11062.00,-63.00,25939.00,-11062.00
1991:Q4,73670.00,7008.00,66662.00,11240.00,9488.00,45934.00,84727.00,39097.00,-2.00,11240.00,9551.00,18308.00,7008.00,38622.00,11059.00,-63.00,27626.00,-11057.00
1992:Q1,70321.00,6721.00,63600.00,10947.00,8994.00,43659.00,81378.00,37607.00,0.00,10947.00,9061.00,17599.00,6721.00,37050.00,11057.00,-67.00,26060.00,-11057.00
1992:Q2,73045.00,7012.00,66033.00,11597.00,9381.00,45055.00,84104.00,41615.00,-1.00,11597.00,9451.00,20568.00,7012.00,35477.00,11060.00,-70.00,24487.00,-11059.00
1992:Q3,74684.00,7216.00,67468.00,12111.00,9778.00,45579.00,85743.00,43109.00,1.00,12111.00,9850.00,21147.00,7216.00,35418.00,11058.00,-72.00,24432.00,-11059.00
1992:Q4,67004.00,6737.00,60267.00,8503.00,11759.00,40005.00,78060.00,38847.00,0.00,8503.00,11853.00,18491.00,6737.00,32476.00,11056.00,-94.00,21514.00,-11056.00
1993:Q1,70172.00,6848.00,63324.00,8787.00,12184.00,42353.00,81226.00,41089.00,0.00,8787.00,12277.00,20025.00,6848.00,33289.00,11054.00,-93.00,22328.00,-11054.00
1993:Q2,69788.00,6877.00,62911.00,8987.00,11926.00,41998.00,80845.00,40682.00,0.00,8987.00,12031.00,19664.00,6877.00,33286.00,11057.00,-105.00,22334.00,-11057.00
1993:Q3,71727.00,6949.00,64778.00,9203.00,12101.00,43474.00,82784.00,41605.00,0.00,9203.00,12200.00,20202.00,6949.00,34230.00,11057.00,-99.00,23272.00,-11057.00
1993:Q4,69119.00,6730.00,62389.00,9039.00,11818.00,41532.00,80172.00,40151.00,0.00,9039.00,11920.00,19192.00,6730.00,33291.00,11053.00,-102.00,22340.00,-11053.00
1994:Q1,72678.00,6921.00,65757.00,9383.00,12135.00,44239.00,83730.00,42559.00,0.00,9383.00,12234.00,20942.00,6921.00,34250.00,11052.00,-99.00,23297.00,-11052.00
1994:Q2,71776.00,7096.00,64680.00,9731.00,12184.00,42765.00,82828.00,42371.00,0.00,9731.00,12283.00,20357.00,7096.00,33361.00,11052.00,-99.00,22408.00,-11052.00
1994:Q3,72667.00,7189.00,65478.00,9971.00,12067.00,43440.00,83721.00,42379.00,0.00,9971.00,12165.00,20243.00,7189.00,34153.00,11054.00,-98.00,23197.00,-11054.00
1994:Q4,70437.00,7153.00,63284.00,10039.00,12030.00,41215.00,81488.00,41351.00,0.00,10039.00,12128.00,19184.00,7153.00,32984.00,11051.00,-98.00,22031.00,-11051.00
1995:Q1,83354.00,7646.00,75708.00,11651.00,13418.00,50639.00,94407.00,50519.00,0.00,11651.00,13515.00,25353.00,7646.00,36242.00,11053.00,-97.00,25286.00,-11053.00
1995:Q2,86695.00,7686.00,79009.00,11869.00,14276.00,52864.00,97749.00,55145.00,0.00,11869.00,14373.00,28903.00,7686.00,34918.00,11054.00,-97.00,23961.00,-11054.00
1995:Q3,83481.00,7380.00,76101.00,11035.00,14681.00,50385.00,94532.00,54544.00,0.00,11035.00,14777.00,28732.00,7380.00,32608.00,11051.00,-96.00,21653.00,-11051.00
1995:Q4,82065.00,7283.00,74782.00,11037.00,14649.00,49096.00,93115.00,53779.00,0.00,11037.00,14745.00,27997.00,7283.00,32053.00,11050.00,-96.00,21099.00,-11050.00
1996:Q1,80315.00,7159.00,73156.00,11046.00,15249.00,46861.00,91368.00,53266.00,0.00,11046.00,15344.00,26876.00,7159.00,30943.00,11053.00,-95.00,19985.00,-11053.00
1996:Q2,79411.00,7072.00,72339.00,10980.00,15282.00,46077.00,90461.00,52880.00,0.00,10980.00,15377.00,26523.00,7072.00,30509.00,11050.00,-95.00,19554.00,-11050.00
1996:Q3,71511.00,7052.00,64459.00,10177.00,15421.00,38861.00,82561.00,45069.00,0.00,10177.00,15515.00,19377.00,7052.00,30440.00,11050.00,-94.00,19484.00,-11050.00
1996:Q4,71086.00,7045.00,64041.00,10312.00,15435.00,38294.00,82135.00,44872.00,1.00,10312.00,15529.00,19030.00,7045.00,30218.00,11048.00,-94.00,19264.00,-11049.00
1997:Q1,62967.00,6795.00,56172.00,9879.00,13846.00,32447.00,74017.00,38315.00,0.00,9879.00,13939.00,14497.00,6795.00,28907.00,11050.00,-93.00,17950.00,-11050.00
1997:Q2,63564.00,6801.00,56763.00,10023.00,13805.00,32935.00,74614.00,38886.00,0.00,10023.00,13898.00,14965.00,6801.00,28927.00,11050.00,-93.00,17970.00,-11050.00
1997:Q3,62787.00,6689.00,56098.00,9997.00,14042.00,32059.00,73837.00,38599.00,0.00,9997.00,14135.00,14467.00,6689.00,28549.00,11050.00,-93.00,17592.00,-11050.00
1997:Q4,65518.00,6611.00,58907.00,10027.00,18071.00,30809.00,76568.00,41957.00,3.00,10027.00,18164.00,13763.00,6611.00,28000.00,11047.00,-93.00,17046.00,-11050.00
1998:Q1,64849.00,6545.00,58304.00,10108.00,17976.00,30220.00,75898.00,41682.00,0.00,10108.00,18065.00,13509.00,6545.00,27671.00,11049.00,-89.00,16711.00,-11049.00
1998:Q2,66638.00,6524.00,60114.00,10001.00,18945.00,31168.00,77685.00,42836.00,0.00,10001.00,19033.00,13802.00,6524.00,28325.00,11047.00,-88.00,17366.00,-11047.00
1998:Q3,71351.00,6719.00,64632.00,10106.00,21644.00,32882.00,82395.00,46269.00,0.00,10106.00,21729.00,14434.00,6719.00,29407.00,11044.00,-85.00,18448.00,-11044.00
1998:Q4,77614.00,6899.00,70715.00,10603.00,24111.00,36001.00,88655.00,51037.00,-5.00,10603.00,24205.00,16234.00,6899.00,30719.00,11046.00,-94.00,19767.00,-11041.00
1999:Q1,69963.00,6653.00,63310.00,9682.00,23231.00,30397.00,81012.00,48262.00,0.00,9682.00,23354.00,15226.00,6653.00,26097.00,11049.00,-123.00,15171.00,-11049.00
1999:Q2,67188.00,6545.00,60643.00,9719.00,21462.00,29462.00,78234.00,45974.00,0.00,9719.00,21592.00,14663.00,6545.00,25715.00,11046.00,-130.00,14799.00,-11046.00
1999:Q3,69166.00,6799.00,62367.00,10284.00,19978.00,32105.00,80213.00,46378.00,0.00,10284.00,20094.00,16000.00,6799.00,27036.00,11047.00,-116.00,16105.00,-11047.00
1999:Q4,67193.00,6725.00,60468.00,10336.00,17950.00,32182.00,78241.00,44452.00,0.00,10336.00,18074.00,16042.00,6725.00,27064.00,11048.00,-124.00,16140.00,-11048.00
2000:Q1,66340.00,6599.00,59741.00,10335.00,17871.00,31535.00,77388.00,44052.00,0.00,10335.00,17985.00,15732.00,6599.00,26737.00,11048.00,-114.00,15803.00,-11048.00
2000:Q2,63461.00,6552.00,56909.00,10444.00,15428.00,31037.00,74507.00,41473.00,0.00,10444.00,15542.00,15487.00,6552.00,26482.00,11046.00,-114.00,15550.00,-11046.00
2000:Q3,61569.00,6359.00,55210.00,10316.00,13685.00,31209.00,72615.00,39682.00,0.00,10316.00,13799.00,15567.00,6359.00,26574.00,11046.00,-114.00,15642.00,-11046.00
2000:Q4,62985.00,6384.00,56601.00,10539.00,14824.00,31238.00,74031.00,41051.00,0.00,10539.00,14944.00,15568.00,6384.00,26596.00,11046.00,-120.00,15670.00,-11046.00
2001:Q1,59353.00,6177.00,53176.00,10379.00,13777.00,29020.00,70399.00,38741.00,0.00,10379.00,13896.00,14466.00,6177.00,25481.00,11046.00,-119.00,14554.00,-11046.00
2001:Q2,59906.00,6103.00,53803.00,10409.00,14619.00,28775.00,70950.00,39495.00,0.00,10409.00,14739.00,14347.00,6103.00,25352.00,11044.00,-120.00,14428.00,-11044.00
2001:Q3,66234.00,6316.00,59918.00,10919.00,18404.00,30595.00,77278.00,44666.00,-1.00,10919.00,18519.00,15229.00,6316.00,26296.00,11045.00,-115.00,15366.00,-11044.00
2001:Q4,63766.00,6157.00,57609.00,10774.00,17854.00,28981.00,74811.00,43164.00,0.00,10774.00,17968.00,14422.00,6157.00,25490.00,11045.00,-114.00,14559.00,-11045.00
2002:Q1,62639.00,6109.00,56530.00,10809.00,17078.00,28643.00,73683.00,42247.00,0.00,10809.00,17174.00,14264.00,6109.00,25327.00,11044.00,-96.00,14379.00,-11044.00
2002:Q2,70171.00,6519.00,63652.00,11645.00,19841.00,32166.00,81215.00,47606.00,0.00,11645.00,19956.00,16005.00,6519.00,27090.00,11044.00,-115.00,16161.00,-11044.00
2002:Q3,71299.00,6481.00,64818.00,11710.00,20857.00,32251.00,82341.00,48815.00,4.00,11710.00,20980.00,16121.00,6481.00,27045.00,11038.00,-123.00,16130.00,-11042.00
2002:Q4,74457.00,6661.00,67796.00,12166.00,21979.00,33651.00,85500.00,50977.00,4.00,12166.00,22069.00,16738.00,6661.00,27862.00,11039.00,-90.00,16913.00,-11043.00
2003:Q1,75737.00,6731.00,69006.00,11392.00,22858.00,34756.00,86780.00,51745.00,5.00,11392.00,22975.00,17373.00,6731.00,28304.00,11038.00,-117.00,17383.00,-11043.00
2003:Q2,77480.00,6864.00,70616.00,11720.00,23210.00,35686.00,88524.00,52934.00,4.00,11720.00,23373.00,17837.00,6864.00,28726.00,11040.00,-163.00,17849.00,-11044.00
2003:Q3,80393.00,7005.00,73388.00,12062.00,24067.00,37259.00,91436.00,54879.00,4.00,12062.00,24190.00,18623.00,7005.00,29552.00,11039.00,-123.00,18636.00,-11043.00
2003:Q4,81992.00,7281.00,74711.00,12638.00,22535.00,39538.00,93035.00,54972.00,4.00,12638.00,22660.00,19670.00,7281.00,30782.00,11039.00,-125.00,19868.00,-11043.00
2004:Q1,81401.00,7254.00,74147.00,12691.00,21642.00,39814.00,92446.00,54360.00,4.00,12691.00,21765.00,19900.00,7254.00,30832.00,11041.00,-123.00,19914.00,-11045.00
2004:Q2,78792.00,7184.00,71608.00,12659.00,20076.00,38873.00,89837.00,52282.00,5.00,12659.00,20189.00,19429.00,7184.00,30371.00,11040.00,-113.00,19444.00,-11045.00
2004:Q3,78732.00,7197.00,71535.00,12782.00,19443.00,39310.00,89775.00,52002.00,4.00,12782.00,19569.00,19647.00,7197.00,30576.00,11039.00,-126.00,19663.00,-11043.00
2004:Q4,83142.00,7609.00,75533.00,13582.00,19479.00,42472.00,94187.00,54298.00,4.00,13582.00,19608.00,21104.00,7609.00,32280.00,11041.00,-129.00,21368.00,-11045.00
2005:Q1,75303.00,7402.00,67901.00,11564.00,15276.00,41061.00,86344.00,47496.00,4.00,11564.00,15406.00,20522.00,7402.00,31446.00,11037.00,-130.00,20539.00,-11041.00
2005:Q2,72690.00,7137.00,65553.00,11243.00,15274.00,39036.00,83731.00,46157.00,4.00,11243.00,15400.00,19510.00,7137.00,30437.00,11037.00,-126.00,19526.00,-11041.00
2005:Q3,67334.00,7102.00,60232.00,8245.00,13245.00,38742.00,78375.00,41025.00,4.00,8245.00,13414.00,19362.00,7102.00,30248.00,11037.00,-169.00,19380.00,-11041.00
2005:Q4,60871.00,7003.00,53868.00,8210.00,8036.00,37622.00,71914.00,35057.00,4.00,8210.00,8149.00,18694.00,7003.00,29854.00,11039.00,-113.00,18928.00,-11043.00
2006:Q1,61131.00,7059.00,54072.00,8344.00,7376.00,38352.00,72174.00,34898.00,4.00,8344.00,7503.00,19047.00,7059.00,30217.00,11039.00,-127.00,19305.00,-11043.00
2006:Q2,63870.00,7248.00,56622.00,8618.00,7906.00,40098.00,74911.00,36558.00,4.00,8618.00,8032.00,19904.00,7248.00,31105.00,11037.00,-126.00,20194.00,-11041.00
2006:Q3,62151.00,7234.00,54917.00,8655.00,6619.00,39643.00,73192.00,35088.00,4.00,8655.00,6747.00,19682.00,7234.00,30870.00,11037.00,-128.00,19961.00,-11041.00
2006:Q4,61957.00,7371.00,54586.00,8870.00,5040.00,40676.00,72998.00,34239.00,4.00,8870.00,5171.00,20194.00,7371.00,31388.00,11037.00,-131.00,20482.00,-11041.00
2007:Q1,62632.00,7399.00,55233.00,8948.00,4846.00,41439.00,73673.00,34491.00,4.00,8948.00,4968.00,20571.00,7399.00,31783.00,11037.00,-122.00,20868.00,-11041.00
2007:Q2,62190.00,7426.00,54764.00,9018.00,4573.00,41173.00,73231.00,34129.00,4.00,9018.00,4692.00,20415.00,7426.00,31676.00,11037.00,-119.00,20758.00,-11041.00
2007:Q3,65340.00,7627.00,57713.00,9301.00,4463.00,43949.00,76381.00,35716.00,4.00,9301.00,4606.00,21805.00,7627.00,33038.00,11037.00,-143.00,22144.00,-11041.00
2007:Q4,66928.00,7742.00,59186.00,9476.00,4244.00,45466.00,77969.00,36379.00,4.00,9476.00,4375.00,22524.00,7742.00,33848.00,11037.00,-131.00,22942.00,-11041.00
2008:Q1,72441.00,8057.00,64384.00,9892.00,4302.00,50190.00,83482.00,39232.00,4.00,9892.00,4431.00,24905.00,8057.00,36193.00,11037.00,-129.00,25285.00,-11041.00
2008:Q2,72324.00,8004.00,64320.00,9849.00,5237.00,49234.00,83365.00,39560.00,4.00,9849.00,5367.00,24340.00,8004.00,35801.00,11037.00,-130.00,24894.00,-11041.00
2008:Q3,68119.00,7630.00,60489.00,9418.00,4750.00,46321.00,79160.00,37076.00,4.00,9418.00,4832.00,22822.00,7630.00,34454.00,11037.00,-82.00,23499.00,-11041.00
2008:Q4,73840.00,7547.00,66293.00,9340.00,7683.00,49270.00,84881.00,40556.00,4.00,9340.00,7816.00,23396.00,7547.00,36778.00,11037.00,-133.00,25874.00,-11041.00
2009:Q1,70973.00,7325.00,63648.00,9082.00,8201.00,46365.00,82014.00,40167.00,4.00,9082.00,8331.00,22750.00,7325.00,34522.00,11037.00,-130.00,23615.00,-11041.00
2009:Q2,77750.00,7605.00,70145.00,9437.00,12114.00,48594.00,88791.00,45699.00,4.00,9437.00,12248.00,24010.00,7605.00,35487.00,11037.00,-134.00,24584.00,-11041.00
2009:Q3,178933.00,55953.00,122980.00,57945.00,13471.00,51564.00,189974.00,97060.00,4.00,57945.00,13513.00,25598.00,55953.00,36961.00,11037.00,-42.00,25966.00,-11041.00
2009:Q4,174788.00,55364.00,119424.00,57814.00,11385.00,50225.00,185829.00,94289.00,4.00,57814.00,11518.00,24953.00,55364.00,36176.00,11037.00,-133.00,25272.00,-11041.00
2010:Q1,169863.00,53618.00,116245.00,55996.00,11598.00,48651.00,180904.00,91928.00,4.00,55996.00,11731.00,24197.00,53618.00,35358.00,11037.00,-133.00,24454.00,-11041.00
2010:Q2,165472.00,52228.00,113244.00,54551.00,11365.00,47328.00,176513.00,89592.00,4.00,54551.00,11498.00,23539.00,52228.00,34693.00,11037.00,-133.00,23789.00,-11041.00
2010:Q3,176788.00,54958.00,121830.00,57410.00,12938.00,51482.00,187829.00,96025.00,4.00,57410.00,13071.00,25540.00,54958.00,36846.00,11037.00,-133.00,25942.00,-11041.00
2010:Q4,175523.00,54387.00,121136.00,56824.00,12492.00,51820.00,186564.00,95148.00,4.00,56824.00,12625.00,25695.00,54387.00,37029.00,11037.00,-133.00,26125.00,-11041.00
2011:Q1,183042.00,55993.00,127049.00,56543.00,19332.00,51174.00,194083.00,100919.00,4.00,56543.00,19487.00,24885.00,55993.00,37171.00,11037.00,-155.00,26289.00,-11041.00
2011:Q2,191896.00,56521.00,135375.00,57234.00,25541.00,52600.00,202937.00,108521.00,4.00,57234.00,25696.00,25587.00,56521.00,37895.00,11037.00,-155.00,27013.00,-11041.00
2011:Q3,191367.00,55150.00,136217.00,55875.00,28804.00,51538.00,202408.00,109893.00,4.00,55875.00,28947.00,25067.00,55150.00,37365.00,11037.00,-143.00,26471.00,-11041.00
2011:Q4,190901.00,54219.00,136682.00,54956.00,30080.00,51646.00,201942.00,110914.00,4.00,54956.00,30337.00,25617.00,54219.00,36809.00,11037.00,-257.00,26029.00,-11041.00
2012:Q1,192543.00,54707.00,137836.00,55460.00,31436.00,50940.00,203584.00,112491.00,4.00,55460.00,31692.00,25335.00,54707.00,36386.00,11037.00,-256.00,25605.00,-11041.00
2012:Q2,192207.00,53593.00,138614.00,54341.00,33930.00,50343.00,203248.00,113605.00,4.00,54341.00,34197.00,25063.00,53593.00,36050.00,11037.00,-267.00,25280.00,-11041.00
2012:Q3,196318.00,54463.00,141855.00,55232.00,35248.00,51375.00,207359.00,116305.00,4.00,55232.00,35495.00,25574.00,54463.00,36591.00,11037.00,-247.00,25801.00,-11041.00
2012:Q4,193211.00,54277.00,138934.00,55050.00,34161.00,49723.00,204252.00,114201.00,4.00,55050.00,34409.00,24738.00,54277.00,35774.00,11037.00,-248.00,24985.00,-11041.00
2013:Q1,188062.00,52945.00,135117.00,53704.00,34039.00,47374.00,199103.00,111638.00,4.00,53704.00,34303.00,23627.00,52945.00,34520.00,11037.00,-264.00,23747.00,-11041.00
2013:Q2,187613.00,53113.00,134500.00,53881.00,33860.00,46759.00,198654.00,111271.00,4.00,53881.00,34112.00,23274.00,53113.00,34270.00,11037.00,-252.00,23485.00,-11041.00
2013:Q3,190725.00,54177.00,136548.00,54966.00,33462.00,48120.00,201766.00,112631.00,4.00,54966.00,33706.00,23955.00,54177.00,34958.00,11037.00,-244.00,24165.00,-11041.00
2013:Q4,187744.00,54386.00,133358.00,55184.00,30750.00,47424.00,198785.00,109789.00,4.00,55184.00,30998.00,23603.00,54386.00,34610.00,11037.00,-248.00,23821.00,-11041.00
2014:Q1,187678.00,54585.00,133093.00,55394.00,29820.00,47879.00,198719.00,109286.00,4.00,55394.00,30055.00,23833.00,54585.00,34848.00,11037.00,-235.00,24046.00,-11041.00
2014:Q2,188588.00,54594.00,133994.00,55411.00,30535.00,48048.00,199629.00,110123.00,4.00,55411.00,30781.00,23927.00,54594.00,34912.00,11037.00,-246.00,24121.00,-11041.00
2014:Q3,178232.00,52358.00,125874.00,53148.00,28358.00,44368.00,189273.00,103748.00,4.00,53148.00,28507.00,22089.00,52358.00,33167.00,11037.00,-149.00,22279.00,-11041.00
2014:Q4,170049.00,51166.00,118883.00,51941.00,25164.00,41778.00,181090.00,97964.00,4.00,51941.00,25312.00,20707.00,51166.00,31960.00,11037.00,-148.00,21071.00,-11041.00
2015:Q1,156804.00,48718.00,108086.00,49459.00,19783.00,38844.00,167845.00,88721.00,4.00,49459.00,19933.00,19325.00,48718.00,30406.00,11037.00,-150.00,19519.00,-11041.00
2015:Q2,158830.00,49668.00,109162.00,50425.00,19236.00,39501.00,169871.00,89475.00,4.00,50425.00,19385.00,19661.00,49668.00,30728.00,11037.00,-149.00,19840.00,-11041.00
2015:Q3,158616.00,49574.00,109042.00,50332.00,18891.00,39819.00,169657.00,89177.00,4.00,50332.00,19024.00,19817.00,49574.00,30906.00,11037.00,-133.00,20002.00,-11041.00
2015:Q4,155350.00,48938.00,106412.00,49688.00,17609.00,39115.00,166391.00,86912.00,4.00,49688.00,17748.00,19472.00,48938.00,30541.00,11037.00,-139.00,19643.00,-11041.00
2016:Q1,158290.00,49753.00,108537.00,50518.00,16677.00,41342.00,169331.00,87957.00,4.00,50518.00,16946.00,20489.00,49753.00,31621.00,11037.00,-269.00,20853.00,-11041.00
2016:Q2,158428.00,49401.00,109027.00,50161.00,16734.00,42132.00,169469.00,88060.00,4.00,50161.00,17003.00,20892.00,49401.00,32008.00,11037.00,-269.00,21240.00,-11041.00
