1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1963:Q3,758.00,0.00,762.00,ND,ND,-4.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1615.00,0.00,1004.00,-100.00,704.00,ND,ND,2.00,ND,ND,0.00,ND,ND,0.00,0.00,8.00,0.00,0.00,-3.00,0.00,0.00,0.00,0.00,0.00,0.00,-857.00,0.00,0.00,0.00
1963:Q4,-832.00,0.00,-837.00,ND,ND,5.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2313.00,0.00,-1749.00,-17.00,-584.00,ND,ND,0.00,ND,ND,0.00,ND,ND,0.00,0.00,16.00,0.00,0.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,1481.00,0.00,0.00,0.00
1964:Q1,1403.00,0.00,1399.00,ND,ND,4.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1228.00,68.00,-198.00,177.00,1163.00,ND,ND,0.00,ND,ND,0.00,ND,ND,0.00,0.00,26.00,0.00,0.00,-17.00,9.00,0.00,0.00,0.00,0.00,0.00,175.00,0.00,0.00,0.00
1964:Q2,-892.00,0.00,-896.00,ND,ND,4.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,250.00,101.00,943.00,80.00,-961.00,ND,ND,0.00,ND,ND,0.00,ND,ND,0.00,0.00,36.00,0.00,0.00,44.00,7.00,0.00,0.00,0.00,0.00,0.00,-1142.00,0.00,0.00,0.00
1964:Q3,484.00,0.00,485.00,ND,ND,-1.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1138.00,-34.00,344.00,80.00,783.00,ND,ND,-4.00,ND,ND,0.00,ND,ND,0.00,0.00,36.00,0.00,0.00,-71.00,4.00,0.00,0.00,0.00,0.00,0.00,-654.00,0.00,0.00,0.00
1964:Q4,-103.00,0.00,-108.00,ND,ND,5.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2304.00,174.00,-2102.00,133.00,-624.00,ND,ND,60.00,ND,ND,0.00,ND,ND,0.00,0.00,30.00,0.00,0.00,18.00,7.00,0.00,0.00,0.00,0.00,0.00,2201.00,0.00,0.00,0.00
1965:Q1,775.00,0.00,779.00,ND,ND,-4.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1658.00,-29.00,910.00,-23.00,717.00,ND,ND,-42.00,ND,ND,0.00,ND,ND,0.00,0.00,23.00,0.00,0.00,106.00,-4.00,0.00,0.00,0.00,0.00,0.00,-883.00,0.00,0.00,0.00
1965:Q2,-399.00,0.00,-394.00,ND,ND,-5.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,204.00,-82.00,848.00,-100.00,-508.00,ND,ND,15.00,ND,ND,0.00,ND,ND,0.00,0.00,17.00,0.00,0.00,18.00,-4.00,0.00,0.00,0.00,0.00,0.00,-603.00,0.00,0.00,0.00
1965:Q3,931.00,0.00,931.00,ND,ND,0.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1324.00,138.00,539.00,-100.00,706.00,ND,ND,2.00,ND,ND,0.00,ND,ND,0.00,0.00,17.00,0.00,0.00,33.00,-11.00,0.00,0.00,0.00,0.00,0.00,-393.00,0.00,0.00,0.00
1965:Q4,-763.00,0.00,-770.00,ND,ND,7.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1040.00,257.00,-1247.00,52.00,-183.00,ND,ND,9.00,ND,ND,0.00,ND,ND,0.00,0.00,22.00,0.00,0.00,58.00,-8.00,0.00,0.00,0.00,0.00,0.00,277.00,0.00,0.00,0.00
1966:Q1,-42.00,0.00,-38.00,ND,ND,-4.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,382.00,-81.00,443.00,-2.00,-3.00,ND,ND,-10.00,ND,ND,0.00,ND,ND,0.00,0.00,26.00,0.00,0.00,-3.00,12.00,0.00,0.00,0.00,0.00,0.00,-424.00,0.00,0.00,0.00
1966:Q2,-52.00,0.00,-48.00,ND,ND,-4.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,438.00,-73.00,265.00,100.00,-1.00,ND,ND,18.00,ND,ND,0.00,ND,ND,0.00,0.00,29.00,0.00,0.00,90.00,10.00,0.00,0.00,0.00,0.00,0.00,-490.00,0.00,0.00,0.00
1966:Q3,260.00,0.00,248.00,ND,ND,12.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2228.00,42.00,1708.00,0.00,241.00,ND,ND,-20.00,ND,ND,0.00,ND,ND,0.00,0.00,31.00,0.00,0.00,211.00,15.00,0.00,0.00,0.00,0.00,0.00,-1968.00,0.00,0.00,0.00
1966:Q4,234.00,0.00,224.00,ND,ND,10.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-34.00,414.00,-903.00,285.00,161.00,ND,ND,-8.00,ND,ND,0.00,ND,ND,0.00,0.00,32.00,0.00,0.00,-27.00,12.00,0.00,0.00,0.00,0.00,0.00,268.00,0.00,0.00,0.00
1967:Q1,775.00,0.00,776.00,ND,ND,-1.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-604.00,-327.00,-785.00,-185.00,739.00,ND,ND,-27.00,ND,ND,0.00,ND,ND,0.00,0.00,33.00,0.00,0.00,-34.00,-18.00,0.00,0.00,0.00,0.00,0.00,1379.00,0.00,0.00,0.00
1967:Q2,811.00,0.00,811.00,ND,ND,0.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,759.00,99.00,-20.00,-100.00,674.00,ND,ND,13.00,ND,ND,0.00,ND,ND,0.00,0.00,36.00,0.00,0.00,68.00,-11.00,0.00,0.00,0.00,0.00,0.00,52.00,0.00,0.00,0.00
1967:Q3,286.00,0.00,289.00,ND,ND,-3.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,839.00,-62.00,959.00,-100.00,26.00,ND,ND,7.00,ND,ND,0.00,ND,ND,0.00,0.00,35.00,0.00,0.00,-26.00,0.00,0.00,0.00,0.00,0.00,0.00,-553.00,0.00,0.00,0.00
1967:Q4,276.00,0.00,279.00,ND,ND,-3.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-668.00,65.00,-703.00,-141.00,19.00,ND,ND,32.00,ND,ND,0.00,ND,ND,0.00,0.00,32.00,0.00,0.00,48.00,-20.00,0.00,0.00,0.00,0.00,0.00,944.00,0.00,0.00,0.00
1968:Q1,725.00,0.00,721.00,ND,ND,4.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1756.00,433.00,613.00,-259.00,398.00,ND,ND,-14.00,ND,ND,0.00,ND,ND,0.00,0.00,30.00,0.00,0.00,553.00,2.00,0.00,0.00,0.00,0.00,0.00,-1031.00,0.00,0.00,0.00
1968:Q2,834.00,0.00,830.00,ND,ND,4.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-562.00,-36.00,-669.00,0.00,368.00,ND,ND,2.00,ND,ND,0.00,ND,ND,0.00,0.00,28.00,0.00,0.00,-263.00,8.00,0.00,0.00,0.00,0.00,0.00,1396.00,0.00,0.00,0.00
1968:Q3,476.00,0.00,470.00,ND,ND,6.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2164.00,-46.00,1169.00,0.00,962.00,ND,ND,-3.00,ND,ND,0.00,ND,ND,0.00,0.00,26.00,0.00,0.00,58.00,-2.00,0.00,0.00,0.00,0.00,0.00,-1688.00,0.00,0.00,0.00
1968:Q4,474.00,0.00,467.00,ND,ND,7.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1668.00,100.00,-2642.00,0.00,985.00,ND,ND,8.00,ND,ND,0.00,ND,ND,0.00,0.00,26.00,0.00,0.00,-149.00,4.00,0.00,0.00,0.00,0.00,0.00,2142.00,0.00,0.00,0.00
1969:Q1,1845.00,0.00,1833.00,ND,ND,12.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3000.00,1081.00,1113.00,0.00,378.00,ND,ND,10.00,ND,ND,0.00,ND,ND,0.00,0.00,26.00,0.00,0.00,358.00,34.00,0.00,0.00,0.00,0.00,0.00,-1155.00,0.00,0.00,0.00
1969:Q2,1855.00,0.00,1844.00,ND,ND,11.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1705.00,-256.00,1460.00,0.00,298.00,ND,ND,26.00,ND,ND,0.00,ND,ND,0.00,0.00,24.00,0.00,0.00,109.00,44.00,0.00,0.00,0.00,0.00,0.00,150.00,0.00,0.00,0.00
1969:Q3,1862.00,0.00,1856.00,ND,ND,6.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6104.00,922.00,3558.00,0.00,1375.00,ND,ND,-9.00,ND,ND,0.00,ND,ND,0.00,0.00,23.00,0.00,0.00,203.00,32.00,0.00,0.00,0.00,0.00,0.00,-4242.00,0.00,0.00,0.00
1969:Q4,1700.00,0.00,1690.00,ND,ND,10.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-392.00,443.00,-2259.00,0.00,1424.00,ND,ND,9.00,ND,ND,0.00,ND,ND,0.00,0.00,26.00,0.00,0.00,-106.00,71.00,0.00,0.00,0.00,0.00,0.00,2092.00,0.00,0.00,0.00
1970:Q1,501.00,0.00,510.00,ND,ND,-9.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,906.00,451.00,-589.00,0.00,786.00,ND,ND,26.00,ND,ND,0.00,ND,ND,0.00,0.00,26.00,0.00,0.00,199.00,7.00,0.00,0.00,0.00,0.00,0.00,-405.00,0.00,0.00,0.00
1970:Q2,468.00,0.00,466.00,ND,ND,2.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4505.00,-2503.00,-2010.00,0.00,519.00,ND,ND,42.00,ND,ND,0.00,ND,ND,0.00,0.00,28.00,0.00,0.00,-868.00,287.00,0.00,0.00,0.00,0.00,0.00,4973.00,0.00,0.00,0.00
1970:Q3,433.00,0.00,434.00,ND,ND,-1.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3847.00,-1196.00,1073.00,0.00,2595.00,ND,ND,-37.00,ND,ND,0.00,ND,ND,0.00,0.00,28.00,0.00,0.00,969.00,415.00,0.00,0.00,0.00,0.00,0.00,-3414.00,0.00,0.00,0.00
1970:Q4,543.00,0.00,515.00,ND,ND,28.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-257.00,171.00,-2489.00,0.00,2461.00,ND,ND,-7.00,ND,ND,0.00,ND,ND,0.00,0.00,29.00,0.00,0.00,-486.00,64.00,0.00,0.00,0.00,0.00,0.00,800.00,0.00,0.00,0.00
1971:Q1,1881.00,0.00,1885.00,ND,ND,-4.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,864.00,1084.00,-403.00,350.00,675.00,ND,ND,36.00,ND,ND,0.00,ND,ND,0.00,0.00,31.00,0.00,0.00,-182.00,-727.00,0.00,0.00,0.00,0.00,0.00,1017.00,0.00,0.00,0.00
1971:Q2,1917.00,0.00,1906.00,ND,ND,11.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,417.00,-1312.00,1819.00,300.00,-466.00,ND,ND,112.00,ND,ND,0.00,ND,ND,0.00,0.00,31.00,0.00,0.00,-121.00,54.00,0.00,0.00,0.00,0.00,0.00,1500.00,0.00,0.00,0.00
1971:Q3,1991.00,0.00,1894.00,ND,ND,97.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5604.00,1057.00,1901.00,300.00,2120.00,ND,ND,-49.00,ND,ND,0.00,ND,ND,0.00,0.00,34.00,0.00,0.00,-70.00,311.00,0.00,0.00,0.00,0.00,0.00,-3613.00,0.00,0.00,0.00
1971:Q4,2221.00,0.00,1914.00,ND,ND,307.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-71.00,14.00,-2764.00,554.00,2130.00,ND,ND,-63.00,ND,ND,0.00,ND,ND,0.00,0.00,35.00,0.00,0.00,275.00,-252.00,0.00,0.00,0.00,0.00,0.00,2292.00,0.00,0.00,0.00
1972:Q1,3639.00,0.00,3291.00,ND,ND,348.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3386.00,1488.00,800.00,-394.00,1150.00,ND,ND,149.00,ND,ND,0.00,ND,ND,0.00,0.00,153.00,0.00,0.00,45.00,-5.00,0.00,0.00,0.00,0.00,0.00,253.00,0.00,0.00,0.00
1972:Q2,2995.00,0.00,3196.00,ND,ND,-201.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1009.00,546.00,63.00,-420.00,-154.00,ND,ND,92.00,ND,ND,0.00,ND,ND,0.00,0.00,233.00,0.00,0.00,-124.00,773.00,0.00,0.00,0.00,0.00,0.00,1986.00,0.00,0.00,0.00
1972:Q3,1942.00,0.00,1514.00,ND,ND,428.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4211.00,-1008.00,2314.00,-320.00,3067.00,ND,ND,-49.00,ND,ND,0.00,ND,ND,0.00,0.00,241.00,0.00,0.00,119.00,-153.00,0.00,0.00,0.00,0.00,0.00,-2269.00,0.00,0.00,0.00
1972:Q4,1622.00,0.00,1887.00,ND,ND,-265.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-538.00,585.00,-3266.00,-223.00,2469.00,ND,ND,99.00,ND,ND,0.00,ND,ND,0.00,0.00,182.00,0.00,0.00,-169.00,-215.00,0.00,0.00,0.00,0.00,0.00,2160.00,0.00,0.00,0.00
1973:Q1,5932.00,0.00,5385.00,ND,ND,547.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7715.00,3826.00,606.00,-57.00,2137.00,ND,ND,37.00,ND,ND,0.00,ND,ND,0.00,0.00,130.00,0.00,0.00,474.00,462.00,0.00,0.00,0.00,0.00,100.00,-1783.00,0.00,0.00,0.00
1973:Q2,3471.00,0.00,3115.00,ND,ND,356.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1508.00,-169.00,346.00,10.00,-41.00,ND,ND,291.00,ND,ND,0.00,ND,ND,0.00,0.00,88.00,0.00,0.00,154.00,729.00,0.00,0.00,0.00,0.00,100.00,1963.00,0.00,0.00,0.00
1973:Q3,3405.00,0.00,3223.00,ND,ND,182.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6738.00,3156.00,1706.00,10.00,1145.00,ND,ND,-87.00,ND,ND,0.00,ND,ND,0.00,0.00,79.00,0.00,0.00,179.00,450.00,0.00,0.00,0.00,0.00,100.00,-3333.00,0.00,0.00,0.00
1973:Q4,3183.00,0.00,2836.00,ND,ND,347.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3371.00,1761.00,-1209.00,-10.00,2229.00,ND,ND,66.00,ND,ND,0.00,ND,ND,0.00,0.00,103.00,0.00,0.00,-309.00,640.00,0.00,0.00,0.00,0.00,100.00,-188.00,0.00,0.00,0.00
1974:Q1,4678.00,0.00,4789.00,ND,ND,-111.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8705.00,1210.00,2251.00,300.00,5608.00,ND,ND,434.00,ND,ND,0.00,ND,ND,0.00,0.00,115.00,0.00,9.00,86.00,-1408.00,0.00,0.00,0.00,0.00,100.00,-4027.00,0.00,0.00,0.00
1974:Q2,5943.00,0.00,5427.00,ND,ND,516.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2124.00,-2426.00,-2748.00,300.00,2360.00,ND,ND,-158.00,ND,ND,0.00,ND,ND,0.00,0.00,120.00,0.00,10.00,114.00,329.00,0.00,0.00,0.00,0.00,-25.00,8067.00,0.00,0.00,0.00
1974:Q3,1568.00,0.00,1373.00,ND,ND,195.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5027.00,-1416.00,3331.00,300.00,2306.00,ND,ND,248.00,ND,ND,0.00,ND,ND,0.00,0.00,129.00,0.00,31.00,-178.00,301.00,0.00,0.00,0.00,0.00,-25.00,-3459.00,0.00,0.00,0.00
1974:Q4,1641.00,0.00,1365.00,ND,ND,276.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5209.00,-3145.00,-4590.00,374.00,2899.00,ND,ND,-434.00,ND,ND,0.00,ND,ND,0.00,0.00,147.00,0.00,42.00,-286.00,-191.00,0.00,0.00,0.00,0.00,-25.00,6850.00,0.00,0.00,0.00
1975:Q1,1515.00,0.00,785.00,ND,ND,-70.00,ND,ND,0.00,0.00,0.00,0.00,0.00,800.00,0.00,0.00,5033.00,495.00,2212.00,26.00,1795.00,ND,ND,276.00,ND,ND,0.00,ND,ND,0.00,0.00,170.00,0.00,54.00,136.00,-606.00,0.00,500.00,0.00,0.00,-25.00,-3518.00,0.00,0.00,0.00
1975:Q2,1596.00,0.00,660.00,ND,ND,136.00,ND,ND,0.00,0.00,0.00,0.00,0.00,800.00,0.00,0.00,1040.00,-659.00,-953.00,100.00,1429.00,ND,ND,-204.00,ND,ND,0.00,ND,ND,0.00,0.00,364.00,0.00,8.00,-198.00,678.00,0.00,500.00,0.00,0.00,-25.00,556.00,0.00,0.00,0.00
1975:Q3,-7496.00,0.00,-7857.00,ND,ND,-339.00,ND,ND,0.00,0.00,0.00,0.00,0.00,700.00,0.00,0.00,-8422.00,19.00,1946.00,100.00,-10662.00,ND,ND,413.00,ND,ND,0.00,ND,ND,0.00,0.00,467.00,0.00,0.00,-269.00,-923.00,0.00,500.00,0.00,0.00,-13.00,926.00,0.00,0.00,0.00
1975:Q4,569.00,0.00,-580.00,ND,ND,449.00,ND,ND,0.00,0.00,0.00,0.00,0.00,700.00,0.00,0.00,2020.00,376.00,-4026.00,120.00,4109.00,ND,ND,-175.00,ND,ND,0.00,ND,ND,0.00,0.00,304.00,0.00,-5.00,265.00,564.00,0.00,500.00,0.00,0.00,-12.00,-1451.00,0.00,0.00,0.00
1976:Q1,5013.00,0.00,4241.00,ND,ND,-151.00,ND,ND,0.00,0.00,0.00,0.00,0.00,923.00,0.00,0.00,2976.00,1918.00,565.00,1370.00,-1316.00,ND,ND,249.00,ND,ND,0.00,ND,ND,0.00,0.00,39.00,0.00,-3.00,-618.00,306.00,0.00,491.00,0.00,0.00,-25.00,2037.00,0.00,0.00,0.00
1976:Q2,3208.00,0.00,2504.00,ND,ND,-26.00,ND,ND,0.00,0.00,0.00,0.00,0.00,730.00,0.00,0.00,548.00,-1778.00,1515.00,1724.00,-968.00,ND,ND,-40.00,ND,ND,0.00,ND,ND,0.00,0.00,-245.00,0.00,0.00,19.00,-381.00,0.00,715.00,0.00,0.00,-13.00,2660.00,0.00,0.00,0.00
1976:Q3,9094.00,0.00,4685.00,ND,ND,66.00,ND,ND,0.00,0.00,0.00,0.00,0.00,4343.00,0.00,0.00,3909.00,632.00,572.00,919.00,1926.00,ND,ND,-125.00,ND,ND,0.00,ND,ND,0.00,0.00,246.00,0.00,-10.00,-172.00,-392.00,0.00,325.00,0.00,0.00,-12.00,5185.00,0.00,0.00,0.00
1976:Q4,6728.00,0.00,6419.00,ND,ND,586.00,ND,ND,0.00,0.00,0.00,0.00,0.00,-277.00,0.00,0.00,8911.00,-502.00,-2447.00,-907.00,9411.00,ND,ND,211.00,ND,ND,0.00,ND,ND,0.00,0.00,350.00,0.00,2.00,253.00,752.00,0.00,1813.00,0.00,0.00,-25.00,-2183.00,0.00,0.00,0.00
1977:Q1,5393.00,0.00,3738.00,ND,ND,-78.00,ND,ND,0.00,0.00,0.00,0.00,0.00,1733.00,0.00,0.00,-835.00,242.00,521.00,-4206.00,355.00,ND,ND,29.00,ND,ND,0.00,ND,ND,0.00,0.00,583.00,0.00,-2.00,-33.00,534.00,0.00,1167.00,0.00,0.00,-25.00,6228.00,0.00,0.00,0.00
1977:Q2,4819.00,0.00,3068.00,ND,ND,231.00,ND,ND,0.00,0.00,0.00,0.00,0.00,1520.00,0.00,0.00,6373.00,147.00,1354.00,4644.00,-2166.00,ND,ND,215.00,ND,ND,0.00,ND,ND,0.00,0.00,16.00,0.00,15.00,377.00,808.00,0.00,976.00,0.00,0.00,-13.00,-1554.00,0.00,0.00,0.00
1977:Q3,5591.00,0.00,4579.00,ND,ND,57.00,ND,ND,0.00,0.00,0.00,0.00,0.00,955.00,0.00,0.00,3260.00,319.00,715.00,-2166.00,958.00,ND,ND,687.00,ND,ND,0.00,ND,ND,0.00,0.00,468.00,0.00,7.00,193.00,-282.00,0.00,2373.00,0.00,0.00,-12.00,2331.00,0.00,0.00,0.00
1977:Q4,1368.00,0.00,3657.00,ND,ND,714.00,ND,ND,0.00,0.00,0.00,0.00,0.00,-3003.00,0.00,0.00,4517.00,-52.00,-2685.00,208.00,7917.00,ND,ND,-147.00,ND,ND,0.00,ND,ND,0.00,0.00,-86.00,0.00,110.00,-25.00,-904.00,0.00,206.00,0.00,0.00,-25.00,-3149.00,0.00,0.00,0.00
1978:Q1,13687.00,0.00,6850.00,ND,ND,-102.00,ND,ND,0.00,0.00,0.00,0.00,0.00,6939.00,0.00,0.00,706.00,261.00,588.00,-585.00,-3348.00,ND,ND,-81.00,ND,ND,0.00,ND,ND,0.00,0.00,551.00,0.00,-44.00,453.00,1462.00,0.00,749.00,0.00,0.00,700.00,12981.00,0.00,0.00,0.00
1978:Q2,939.00,0.00,963.00,ND,ND,487.00,ND,ND,0.00,0.00,0.00,0.00,0.00,-511.00,0.00,0.00,2847.00,-104.00,1382.00,945.00,-1185.00,ND,ND,309.00,ND,ND,0.00,ND,ND,0.00,0.00,-132.00,0.00,73.00,27.00,-169.00,0.00,1067.00,0.00,0.00,634.00,-1908.00,0.00,0.00,0.00
1978:Q3,2854.00,0.00,2454.00,ND,ND,272.00,ND,ND,0.00,0.00,0.00,0.00,0.00,128.00,0.00,0.00,-362.00,-234.00,479.00,-52.00,-2488.00,ND,ND,359.00,ND,ND,0.00,ND,ND,0.00,0.00,352.00,0.00,38.00,-386.00,248.00,0.00,1293.00,0.00,0.00,29.00,3216.00,0.00,0.00,0.00
1978:Q4,-2736.00,0.00,314.00,ND,ND,1996.00,ND,ND,0.00,0.00,0.00,0.00,0.00,-5046.00,0.00,0.00,11765.00,471.00,1679.00,-1810.00,6661.00,ND,ND,250.00,ND,ND,0.00,ND,ND,0.00,0.00,447.00,0.00,13.00,454.00,-118.00,0.00,2955.00,0.00,0.00,763.00,-14501.00,0.00,0.00,0.00
1979:Q1,22791.00,0.00,14629.00,ND,ND,-819.00,ND,ND,0.00,0.00,0.00,0.00,0.00,8981.00,0.00,0.00,8346.00,925.00,1625.00,448.00,2438.00,ND,ND,372.00,ND,ND,0.00,ND,ND,0.00,0.00,318.00,0.00,61.00,-41.00,2222.00,0.00,208.00,0.00,0.00,-230.00,14445.00,0.00,0.00,0.00
1979:Q2,16754.00,0.00,7531.00,ND,ND,468.00,ND,ND,0.00,0.00,0.00,0.00,0.00,8755.00,0.00,0.00,16670.00,-485.00,4217.00,3279.00,4682.00,ND,ND,105.00,ND,ND,0.00,ND,ND,0.00,0.00,237.00,0.00,348.00,2.00,-1171.00,0.00,4453.00,0.00,0.00,1003.00,84.00,0.00,0.00,0.00
1979:Q3,3978.00,0.00,3356.00,ND,ND,1608.00,ND,ND,0.00,0.00,0.00,0.00,0.00,-986.00,0.00,0.00,9038.00,-264.00,2528.00,-2517.00,7235.00,ND,ND,367.00,ND,ND,0.00,ND,ND,0.00,0.00,42.00,0.00,493.00,81.00,-1165.00,0.00,2181.00,0.00,0.00,57.00,-5060.00,0.00,0.00,0.00
1979:Q4,-12254.00,0.00,-3679.00,ND,ND,1308.00,ND,ND,0.00,0.00,0.00,0.00,0.00,-9883.00,0.00,0.00,8233.00,431.00,1253.00,-650.00,223.00,ND,ND,492.00,ND,ND,0.00,ND,ND,0.00,0.00,236.00,0.00,1162.00,-117.00,678.00,0.00,3668.00,0.00,0.00,857.00,-20487.00,0.00,0.00,0.00
1980:Q1,3918.00,0.00,-1313.00,ND,ND,1145.00,ND,ND,0.00,0.00,0.00,0.00,0.00,4086.00,0.00,0.00,-8728.00,-782.00,2232.00,-1190.00,-2136.00,ND,ND,481.00,ND,ND,158.00,ND,ND,0.00,0.00,211.00,0.00,222.00,128.00,-445.00,0.00,-7243.00,0.00,0.00,-364.00,12646.00,0.00,0.00,0.00
1980:Q2,20134.00,0.00,14170.00,ND,ND,595.00,ND,ND,0.00,0.00,0.00,0.00,0.00,5369.00,0.00,0.00,22619.00,689.00,3487.00,-307.00,8144.00,ND,ND,651.00,ND,ND,174.00,ND,ND,0.00,0.00,210.00,0.00,1087.00,-226.00,3398.00,0.00,4815.00,0.00,0.00,497.00,-2485.00,0.00,0.00,0.00
1980:Q3,3222.00,0.00,8993.00,ND,ND,-2558.00,ND,ND,0.00,0.00,0.00,0.00,0.00,-3213.00,0.00,0.00,4659.00,420.00,2753.00,1196.00,4318.00,ND,ND,235.00,ND,ND,156.00,ND,ND,0.00,0.00,296.00,0.00,-813.00,447.00,-2442.00,0.00,-2189.00,0.00,0.00,282.00,-1437.00,0.00,0.00,0.00
1980:Q4,3668.00,0.00,1150.00,ND,ND,1202.00,ND,ND,0.00,0.00,0.00,0.00,0.00,1316.00,0.00,0.00,14363.00,444.00,-3256.00,1267.00,-81.00,ND,ND,921.00,ND,ND,244.00,ND,ND,0.00,0.00,-107.00,0.00,2735.00,149.00,1292.00,0.00,10888.00,0.00,0.00,-133.00,-10695.00,0.00,0.00,0.00
1981:Q1,23491.00,0.00,10291.00,ND,ND,1643.00,ND,ND,0.00,0.00,0.00,0.00,0.00,11557.00,0.00,0.00,-4561.00,-428.00,138.00,-2598.00,7214.00,ND,ND,-1173.00,ND,ND,541.00,ND,ND,0.00,0.00,-141.00,0.00,-650.00,-542.00,932.00,0.00,-7535.00,0.00,0.00,-319.00,28052.00,0.00,0.00,0.00
1981:Q2,1071.00,0.00,2701.00,ND,ND,-1732.00,ND,ND,0.00,0.00,0.00,0.00,0.00,102.00,0.00,0.00,3221.00,-534.00,-834.00,-732.00,-3579.00,ND,ND,1857.00,ND,ND,532.00,ND,ND,0.00,0.00,118.00,0.00,2557.00,267.00,-173.00,0.00,4289.00,0.00,0.00,-547.00,-2150.00,0.00,0.00,0.00
