1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1981:Q3,3818.00,0.00,1120.00,ND,ND,1700.00,ND,ND,0.00,0.00,0.00,0.00,0.00,998.00,0.00,0.00,10320.00,-1411.00,1014.00,0.00,521.00,ND,ND,97.00,ND,ND,202.00,ND,ND,0.00,0.00,170.00,0.00,2564.00,118.00,2444.00,0.00,4729.00,0.00,0.00,-128.00,-6502.00,0.00,0.00,0.00
1981:Q4,43149.00,0.00,21138.00,ND,ND,6550.00,ND,ND,0.00,0.00,0.00,0.00,0.00,15461.00,0.00,0.00,41398.00,270.00,-3654.00,3680.00,19870.00,ND,ND,2009.00,ND,ND,390.00,ND,ND,0.00,0.00,-267.00,0.00,4415.00,84.00,265.00,0.00,13333.00,0.00,0.00,1003.00,1751.00,0.00,0.00,0.00
1982:Q1,-2333.00,0.00,2952.00,ND,ND,-86.00,ND,ND,0.00,0.00,0.00,0.00,0.00,-5199.00,0.00,0.00,-17358.00,36.00,-1765.00,-1513.00,-1959.00,ND,ND,-2149.00,ND,ND,135.00,ND,ND,0.00,0.00,-530.00,0.00,2756.00,56.00,4.00,0.00,-12895.00,0.00,0.00,466.00,15025.00,0.00,0.00,0.00
1982:Q2,-3565.00,0.00,-3688.00,ND,ND,-308.00,ND,ND,0.00,0.00,0.00,0.00,0.00,431.00,0.00,0.00,7201.00,632.00,1554.00,-2167.00,-2598.00,ND,ND,832.00,ND,ND,273.00,ND,ND,0.00,0.00,112.00,0.00,-547.00,257.00,1459.00,0.00,6668.00,0.00,0.00,726.00,-10766.00,0.00,0.00,0.00
1982:Q3,20586.00,0.00,8306.00,ND,ND,3618.00,ND,ND,0.00,0.00,0.00,0.00,0.00,8662.00,0.00,0.00,23098.00,853.00,1251.00,5616.00,6039.00,ND,ND,-3092.00,ND,ND,227.00,ND,ND,0.00,0.00,808.00,0.00,2168.00,-421.00,722.00,0.00,8653.00,0.00,0.00,274.00,-2512.00,0.00,0.00,0.00
1982:Q4,20492.00,0.00,6667.00,ND,ND,-2551.00,ND,ND,0.00,0.00,0.00,0.00,0.00,16376.00,0.00,0.00,11985.00,-870.00,1385.00,157.00,15027.00,ND,ND,1913.00,ND,ND,154.00,ND,ND,0.00,0.00,57.00,0.00,-2682.00,-51.00,3194.00,0.00,-6415.00,0.00,0.00,116.00,8507.00,0.00,0.00,0.00
1983:Q1,-11657.00,0.00,-1229.00,ND,ND,150.00,ND,ND,0.00,0.00,0.00,0.00,0.00,-10578.00,0.00,0.00,281.00,843.00,2431.00,-5773.00,-2667.00,ND,ND,1331.00,ND,ND,-303.00,ND,ND,0.00,0.00,586.00,164.00,-2986.00,611.00,713.00,0.00,5269.00,0.00,0.00,62.00,-11938.00,0.00,0.00,0.00
1983:Q2,3728.00,0.00,681.00,ND,ND,429.00,ND,ND,0.00,0.00,0.00,0.00,0.00,2618.00,0.00,0.00,10154.00,621.00,4905.00,1580.00,-356.00,ND,ND,-316.00,ND,ND,426.00,ND,ND,0.00,0.00,1092.00,242.00,-1188.00,304.00,-1345.00,0.00,4217.00,0.00,0.00,-28.00,-6426.00,0.00,0.00,0.00
1983:Q3,22721.00,0.00,4370.00,ND,ND,285.00,ND,ND,0.00,0.00,0.00,0.00,0.00,18066.00,0.00,0.00,22518.00,-52.00,7373.00,9345.00,-4881.00,ND,ND,-1760.00,ND,ND,504.00,ND,ND,0.00,0.00,-11.00,289.00,2749.00,-42.00,-619.00,0.00,9469.00,0.00,0.00,154.00,203.00,0.00,0.00,0.00
1983:Q4,15107.00,0.00,7373.00,ND,ND,-3063.00,ND,ND,0.00,0.00,0.00,0.00,0.00,10797.00,0.00,0.00,9014.00,-599.00,1870.00,-8915.00,-612.00,ND,ND,2827.00,ND,ND,457.00,ND,ND,0.00,0.00,224.00,305.00,-1770.00,-92.00,-1035.00,0.00,15869.00,0.00,0.00,485.00,6093.00,0.00,0.00,0.00
1984:Q1,17875.00,0.00,12300.00,ND,ND,4391.00,ND,ND,0.00,0.00,0.00,0.00,0.00,1184.00,0.00,0.00,17330.00,879.00,3916.00,-2010.00,5595.00,ND,ND,-1022.00,ND,ND,1279.00,ND,ND,0.00,0.00,-430.00,321.00,4581.00,1346.00,710.00,0.00,2640.00,0.00,0.00,-475.00,545.00,0.00,0.00,0.00
1984:Q2,8457.00,0.00,4126.00,ND,ND,-1266.00,ND,ND,0.00,0.00,0.00,0.00,0.00,5597.00,0.00,0.00,16982.00,1790.00,3419.00,0.00,1465.00,ND,ND,-1062.00,ND,ND,-474.00,ND,ND,0.00,0.00,-272.00,336.00,-412.00,451.00,-533.00,0.00,12431.00,0.00,0.00,-157.00,-8525.00,0.00,0.00,0.00
1984:Q3,20345.00,0.00,9829.00,ND,ND,2822.00,ND,ND,0.00,0.00,0.00,0.00,0.00,7694.00,0.00,0.00,9653.00,-1989.00,8267.00,0.00,-2138.00,ND,ND,2121.00,ND,ND,-655.00,ND,ND,0.00,0.00,699.00,383.00,3339.00,1067.00,425.00,0.00,-1599.00,0.00,0.00,-267.00,10692.00,0.00,0.00,0.00
1984:Q4,36932.00,0.00,5937.00,ND,ND,-1030.00,ND,ND,0.00,0.00,0.00,0.00,0.00,32025.00,0.00,0.00,51949.00,-9.00,4855.00,2015.00,16841.00,ND,ND,-535.00,ND,ND,194.00,ND,ND,0.00,0.00,316.00,460.00,2215.00,-807.00,7741.00,0.00,17665.00,0.00,0.00,998.00,-15017.00,0.00,0.00,0.00
1985:Q1,-25947.00,0.00,-2583.00,ND,ND,1139.00,ND,ND,0.00,0.00,0.00,0.00,0.00,-24503.00,0.00,0.00,-8445.00,4162.00,5426.00,-2015.00,-12120.00,ND,ND,-763.00,ND,ND,1403.00,ND,ND,0.00,0.00,739.00,539.00,519.00,-335.00,-2797.00,0.00,-2900.00,0.00,0.00,-303.00,-17502.00,0.00,0.00,0.00
1985:Q2,8959.00,0.00,-4196.00,ND,ND,7094.00,ND,ND,0.00,0.00,0.00,0.00,0.00,6061.00,0.00,0.00,21380.00,-3856.00,8668.00,0.00,12292.00,ND,ND,564.00,ND,ND,1597.00,ND,ND,0.00,0.00,800.00,617.00,-5308.00,353.00,3257.00,0.00,2190.00,0.00,0.00,206.00,-12421.00,0.00,0.00,0.00
1985:Q3,24889.00,0.00,16690.00,ND,ND,-1525.00,ND,ND,0.00,0.00,0.00,0.00,0.00,9724.00,0.00,0.00,27521.00,569.00,6398.00,0.00,5650.00,ND,ND,1997.00,ND,ND,313.00,ND,ND,0.00,0.00,-405.00,664.00,3287.00,673.00,-23.00,0.00,7441.00,0.00,0.00,957.00,-2632.00,0.00,0.00,0.00
1985:Q4,61250.00,0.00,22314.00,ND,ND,3686.00,ND,ND,0.00,0.00,0.00,0.00,0.00,35250.00,0.00,0.00,60332.00,-1420.00,514.00,5223.00,13206.00,ND,ND,-1584.00,ND,ND,429.00,ND,ND,0.00,0.00,7138.00,680.00,4796.00,-859.00,5560.00,0.00,26750.00,0.00,0.00,-101.00,918.00,0.00,0.00,0.00
1986:Q1,20152.00,0.00,7606.00,ND,ND,-1601.00,ND,ND,0.00,0.00,0.00,0.00,0.00,14147.00,0.00,0.00,3058.00,-25.00,251.00,-5223.00,5899.00,ND,ND,-211.00,ND,ND,2554.00,ND,ND,0.00,0.00,83.00,714.00,134.00,3408.00,916.00,0.00,-6404.00,0.00,0.00,962.00,17094.00,0.00,0.00,0.00
1986:Q2,29920.00,0.00,5665.00,ND,ND,6990.00,ND,ND,0.00,0.00,0.00,0.00,0.00,17265.00,0.00,0.00,32115.00,-449.00,1258.00,0.00,2099.00,ND,ND,2814.00,ND,ND,1134.00,ND,ND,0.00,0.00,249.00,766.00,5941.00,-145.00,-228.00,0.00,18646.00,0.00,0.00,30.00,-2195.00,0.00,0.00,0.00
1986:Q3,29387.00,0.00,9832.00,ND,ND,762.00,ND,ND,0.00,0.00,0.00,0.00,0.00,18793.00,0.00,0.00,37478.00,842.00,5836.00,8123.00,-8936.00,ND,ND,265.00,ND,ND,-544.00,ND,ND,0.00,0.00,344.00,875.00,-1346.00,337.00,5451.00,0.00,24899.00,0.00,0.00,1332.00,-8091.00,0.00,0.00,0.00
1986:Q4,23485.00,0.00,18984.00,ND,ND,-1473.00,ND,ND,0.00,0.00,0.00,0.00,0.00,5974.00,0.00,0.00,23473.00,1331.00,-2496.00,7882.00,5071.00,ND,ND,2344.00,ND,ND,-633.00,ND,ND,0.00,0.00,1010.00,915.00,1345.00,1244.00,-3652.00,0.00,8086.00,0.00,0.00,1026.00,12.00,0.00,0.00,0.00
1987:Q1,4463.00,0.00,2676.00,ND,ND,1961.00,ND,ND,0.00,0.00,0.00,0.00,0.00,-174.00,0.00,0.00,6822.00,483.00,2696.00,-16005.00,-2274.00,ND,ND,998.00,ND,ND,3135.00,ND,ND,0.00,0.00,-187.00,941.00,4726.00,3009.00,-298.00,0.00,8761.00,0.00,0.00,837.00,-2359.00,0.00,0.00,0.00
1987:Q2,8072.00,0.00,-118.00,ND,ND,4406.00,ND,ND,0.00,0.00,0.00,0.00,0.00,3784.00,0.00,0.00,22009.00,-24.00,3518.00,3054.00,5493.00,ND,ND,-4714.00,ND,ND,-2154.00,ND,ND,0.00,0.00,601.00,959.00,837.00,-259.00,2346.00,0.00,13280.00,0.00,0.00,-928.00,-13937.00,0.00,0.00,0.00
1987:Q3,29505.00,0.00,10823.00,ND,ND,-5145.00,ND,ND,0.00,0.00,0.00,0.00,0.00,23827.00,0.00,0.00,26821.00,69.00,5465.00,-3054.00,-9408.00,ND,ND,1986.00,ND,ND,-1881.00,ND,ND,0.00,0.00,-57.00,759.00,2552.00,2080.00,-3639.00,0.00,29921.00,0.00,0.00,2028.00,2684.00,0.00,0.00,0.00
1987:Q4,-38877.00,0.00,4355.00,ND,ND,-4523.00,ND,ND,0.00,0.00,0.00,0.00,0.00,-38709.00,0.00,0.00,-30369.00,-2239.00,252.00,4961.00,-4083.00,ND,ND,2702.00,ND,ND,-733.00,ND,ND,0.00,0.00,-780.00,343.00,-1006.00,-3117.00,-616.00,0.00,-26360.00,0.00,0.00,307.00,-8508.00,0.00,0.00,0.00
1988:Q1,49828.00,0.00,11280.00,ND,ND,12258.00,ND,ND,0.00,0.00,0.00,0.00,0.00,26290.00,0.00,0.00,41700.00,296.00,-2767.00,-4961.00,16295.00,ND,ND,-2598.00,ND,ND,-647.00,ND,ND,0.00,0.00,5.00,-25.00,2138.00,5158.00,11834.00,0.00,18080.00,0.00,0.00,-1108.00,8128.00,0.00,0.00,0.00
1988:Q2,7196.00,0.00,760.00,ND,ND,7949.00,ND,ND,0.00,0.00,0.00,0.00,0.00,-1513.00,0.00,0.00,9272.00,-583.00,4060.00,7426.00,-5526.00,ND,ND,2102.00,ND,ND,1962.00,ND,ND,0.00,0.00,1693.00,-347.00,-814.00,-3069.00,-4336.00,0.00,6773.00,0.00,0.00,-69.00,-2076.00,0.00,0.00,0.00
1988:Q3,38641.00,0.00,13761.00,ND,ND,-5867.00,ND,ND,0.00,0.00,0.00,0.00,0.00,30747.00,0.00,0.00,44396.00,620.00,575.00,2064.00,2066.00,ND,ND,-1640.00,ND,ND,-1666.00,ND,ND,0.00,0.00,-202.00,-432.00,971.00,3042.00,2859.00,0.00,34420.00,0.00,0.00,1719.00,-5755.00,0.00,0.00,0.00
1988:Q4,-39141.00,0.00,-9804.00,ND,ND,-5527.00,ND,ND,0.00,0.00,0.00,0.00,0.00,-23810.00,0.00,0.00,-29237.00,1286.00,-2882.00,-2629.00,-14598.00,ND,ND,5144.00,ND,ND,486.00,ND,ND,0.00,0.00,643.00,-285.00,87.00,-273.00,-3764.00,0.00,-11837.00,0.00,0.00,-615.00,-9904.00,0.00,0.00,0.00
1989:Q1,69484.00,0.00,25524.00,ND,ND,-1729.00,ND,ND,0.00,0.00,0.00,0.00,0.00,45689.00,0.00,0.00,59528.00,-1237.00,7978.00,-6861.00,13831.00,ND,ND,-6228.00,ND,ND,973.00,ND,ND,0.00,0.00,988.00,137.00,5947.00,-139.00,6933.00,0.00,35842.00,0.00,0.00,1364.00,9956.00,0.00,0.00,0.00
1989:Q2,79097.00,0.00,-6.00,ND,ND,9571.00,ND,ND,0.00,0.00,0.00,0.00,0.00,69532.00,0.00,0.00,75736.00,-220.00,2365.00,0.00,5796.00,ND,ND,-924.00,ND,ND,-378.00,ND,ND,0.00,0.00,446.00,33.00,5106.00,1326.00,19635.00,0.00,39724.00,0.00,0.00,2827.00,3361.00,0.00,0.00,0.00
1989:Q3,-40229.00,0.00,-19631.00,ND,ND,-4142.00,ND,ND,0.00,0.00,0.00,0.00,0.00,-16456.00,0.00,0.00,-38542.00,-1075.00,3383.00,0.00,-10656.00,ND,ND,5488.00,ND,ND,957.00,ND,ND,0.00,0.00,1068.00,173.00,1610.00,-320.00,-1629.00,0.00,-37387.00,0.00,0.00,-154.00,-1687.00,0.00,0.00,0.00
1989:Q4,-14949.00,0.00,-11295.00,ND,ND,-689.00,ND,ND,0.00,0.00,0.00,0.00,0.00,-2965.00,0.00,0.00,-5237.00,334.00,2420.00,2117.00,14245.00,ND,ND,-237.00,ND,ND,1573.00,ND,ND,0.00,0.00,-271.00,-823.00,489.00,-1260.00,3072.00,0.00,-32967.00,30.00,0.00,6041.00,-9712.00,0.00,0.00,0.00
1990:Q1,-3653.00,0.00,3262.00,ND,ND,11924.00,ND,ND,0.00,0.00,0.00,0.00,0.00,-18839.00,0.00,0.00,10391.00,-747.00,361.00,-184.00,2673.00,ND,ND,-2091.00,ND,ND,4311.00,ND,ND,0.00,0.00,40.00,266.00,-1640.00,305.00,-2098.00,0.00,9952.00,100.00,0.00,-857.00,-14044.00,0.00,0.00,0.00
1990:Q2,-2354.00,0.00,-10339.00,ND,ND,20542.00,ND,ND,0.00,0.00,0.00,0.00,0.00,-12557.00,0.00,0.00,-2953.00,-236.00,3161.00,-1933.00,266.00,ND,ND,1908.00,ND,ND,-798.00,ND,ND,0.00,0.00,-351.00,1441.00,1876.00,23.00,1813.00,0.00,-9365.00,100.00,0.00,-858.00,599.00,0.00,0.00,0.00
1990:Q3,-8345.00,0.00,-8356.00,ND,ND,-6813.00,ND,ND,0.00,0.00,0.00,0.00,0.00,6824.00,0.00,0.00,12166.00,992.00,395.00,0.00,-3438.00,ND,ND,1597.00,ND,ND,-1370.00,ND,ND,0.00,0.00,-357.00,410.00,11174.00,893.00,-9085.00,0.00,11708.00,104.00,0.00,-857.00,-20511.00,0.00,0.00,0.00
1990:Q4,-16027.00,0.00,-29595.00,ND,ND,-11113.00,ND,ND,0.00,0.00,0.00,0.00,0.00,24681.00,0.00,0.00,-7998.00,-655.00,1814.00,18354.00,-1349.00,ND,ND,-2064.00,ND,ND,-41.00,ND,ND,0.00,0.00,-642.00,413.00,-7274.00,-306.00,16268.00,0.00,-31756.00,98.00,0.00,-858.00,-8029.00,0.00,0.00,0.00
1991:Q1,4224.00,0.00,-12901.00,ND,ND,3434.00,ND,ND,0.00,0.00,0.00,0.00,0.00,13691.00,0.00,0.00,27976.00,-813.00,-2099.00,-18354.00,1642.00,ND,ND,-2497.00,ND,ND,1955.00,ND,ND,0.00,0.00,-379.00,1552.00,14905.00,1011.00,1429.00,0.00,29099.00,232.00,0.00,293.00,-23752.00,0.00,0.00,0.00
1991:Q2,39847.00,0.00,-8861.00,ND,ND,16404.00,ND,ND,0.00,0.00,0.00,0.00,0.00,32304.00,0.00,0.00,34758.00,106.00,4969.00,1439.00,1832.00,ND,ND,6813.00,ND,ND,-2377.00,ND,ND,0.00,0.00,914.00,2730.00,-1877.00,-416.00,1840.00,0.00,17492.00,1001.00,0.00,292.00,5089.00,0.00,0.00,0.00
1991:Q3,40634.00,0.00,3002.00,ND,ND,-5015.00,ND,ND,0.00,0.00,0.00,0.00,0.00,42610.00,37.00,0.00,38693.00,205.00,970.00,-1439.00,11848.00,ND,ND,2472.00,ND,ND,-2228.00,ND,ND,0.00,0.00,1432.00,4355.00,1477.00,-306.00,4025.00,0.00,15427.00,162.00,0.00,293.00,1941.00,0.00,0.00,0.00
1991:Q4,-64393.00,0.00,-18264.00,ND,ND,-2733.00,ND,ND,0.00,0.00,0.00,0.00,0.00,-43400.00,4.00,0.00,-57102.00,-15.00,2831.00,15898.00,-19492.00,ND,ND,1469.00,ND,ND,1249.00,ND,ND,0.00,0.00,1766.00,-2002.00,-5306.00,-4133.00,-8415.00,0.00,-40819.00,-426.00,0.00,293.00,-7291.00,0.00,0.00,0.00
1992:Q1,37642.00,0.00,15248.00,ND,ND,1524.00,ND,ND,0.00,0.00,0.00,0.00,398.00,20475.00,-3.00,0.00,39825.00,1591.00,-2654.00,-14093.00,13772.00,ND,ND,-1820.00,ND,ND,623.00,ND,ND,0.00,0.00,-176.00,431.00,12945.00,-182.00,1208.00,0.00,17579.00,-720.00,0.00,11321.00,-2183.00,0.00,0.00,0.00
1992:Q2,43508.00,0.00,-18056.00,ND,ND,16348.00,ND,ND,0.00,0.00,0.00,0.00,473.00,44736.00,7.00,0.00,41224.00,661.00,6562.00,-1805.00,-13545.00,ND,ND,3712.00,ND,ND,-898.00,ND,ND,0.00,0.00,128.00,1386.00,168.00,982.00,-1319.00,0.00,41783.00,863.00,0.00,2546.00,2284.00,0.00,0.00,0.00
1992:Q3,68262.00,0.00,19635.00,ND,ND,-23953.00,ND,ND,0.00,0.00,0.00,0.00,508.00,71975.00,97.00,0.00,52547.00,-678.00,-167.00,18160.00,3372.00,ND,ND,8889.00,ND,ND,-1317.00,ND,ND,0.00,0.00,167.00,2888.00,-8064.00,3557.00,4292.00,0.00,22965.00,-130.00,0.00,-1387.00,15715.00,0.00,0.00,0.00
1992:Q4,-11587.00,0.00,4080.00,ND,ND,-4469.00,ND,ND,0.00,0.00,0.00,0.00,504.00,-11664.00,-38.00,0.00,2018.00,1863.00,867.00,-10066.00,7012.00,ND,ND,-634.00,ND,ND,1944.00,ND,ND,0.00,0.00,68.00,1107.00,-6205.00,-3393.00,-5173.00,0.00,6387.00,-137.00,0.00,8378.00,-13605.00,0.00,0.00,0.00
1993:Q1,76530.00,0.00,19710.00,ND,ND,-2568.00,ND,ND,0.00,0.00,0.00,0.00,532.00,58867.00,-11.00,0.00,23478.00,-1152.00,2776.00,-771.00,-9775.00,ND,ND,-2053.00,ND,ND,-1320.00,ND,ND,0.00,0.00,937.00,539.00,6995.00,221.00,-9273.00,0.00,31932.00,-459.00,0.00,4881.00,53052.00,0.00,0.00,0.00
1993:Q2,-7961.00,0.00,-9729.00,ND,ND,3817.00,ND,ND,0.00,0.00,0.00,0.00,592.00,-2801.00,160.00,0.00,6330.00,-834.00,-1656.00,8682.00,-6195.00,ND,ND,6320.00,ND,ND,-1036.00,ND,ND,0.00,0.00,438.00,1125.00,-5012.00,720.00,-7737.00,0.00,7617.00,143.00,0.00,3755.00,-14291.00,0.00,0.00,0.00
1993:Q3,81179.00,0.00,21814.00,ND,ND,-8250.00,ND,ND,0.00,0.00,0.00,0.00,564.00,67180.00,-129.00,0.00,52814.00,-1108.00,1668.00,-7563.00,919.00,ND,ND,-106.00,ND,ND,-2093.00,ND,ND,0.00,0.00,-714.00,-6457.00,8047.00,376.00,-966.00,0.00,56725.00,-614.00,0.00,4700.00,28365.00,0.00,0.00,0.00
1993:Q4,-21613.00,0.00,-3374.00,ND,ND,-3336.00,ND,ND,0.00,0.00,0.00,0.00,448.00,-15249.00,-102.00,0.00,6375.00,543.00,7908.00,4770.00,3518.00,ND,ND,8280.00,ND,ND,-635.00,ND,ND,0.00,0.00,254.00,562.00,-9771.00,-1650.00,1732.00,0.00,-13139.00,427.00,0.00,3576.00,-27988.00,0.00,0.00,0.00
1994:Q1,64716.00,0.00,17805.00,ND,ND,2437.00,ND,ND,0.00,0.00,0.00,0.00,1581.00,42791.00,102.00,0.00,54966.00,73.00,-5322.00,-7762.00,-2003.00,ND,ND,-9484.00,ND,ND,4704.00,ND,ND,0.00,0.00,-1181.00,-50.00,6890.00,4901.00,3597.00,0.00,61444.00,-342.00,0.00,-499.00,9750.00,0.00,0.00,0.00
1994:Q2,29408.00,0.00,9850.00,ND,ND,1905.00,ND,ND,0.00,0.00,0.00,0.00,1300.00,16456.00,-103.00,0.00,12498.00,-65.00,-2634.00,5189.00,-9786.00,ND,ND,8780.00,ND,ND,-2519.00,ND,ND,0.00,0.00,-1386.00,2510.00,-1918.00,386.00,7842.00,0.00,8326.00,294.00,0.00,-2521.00,16910.00,0.00,0.00,0.00
1994:Q3,42493.00,0.00,15282.00,ND,ND,-8704.00,ND,ND,0.00,0.00,0.00,0.00,1500.00,34340.00,75.00,0.00,37175.00,182.00,-7437.00,-8129.00,-2487.00,ND,ND,-1433.00,ND,ND,-1322.00,ND,ND,0.00,0.00,-1857.00,2184.00,23.00,1785.00,7470.00,0.00,28777.00,-88.00,0.00,19507.00,5318.00,0.00,0.00,0.00
1994:Q4,-97058.00,0.00,12247.00,ND,ND,7412.00,ND,ND,0.00,0.00,0.00,0.00,347.00,-117031.00,-33.00,0.00,-92641.00,-518.00,287.00,8080.00,6976.00,ND,ND,10563.00,ND,ND,-3125.00,ND,ND,0.00,0.00,-1758.00,2732.00,-1882.00,-722.00,16528.00,0.00,-101668.00,364.00,0.00,-28498.00,-4417.00,0.00,0.00,0.00
1995:Q1,80322.00,0.00,8950.00,ND,ND,-3434.00,ND,ND,0.00,0.00,0.00,0.00,193.00,74541.00,72.00,0.00,54093.00,1529.00,-8860.00,-3892.00,7841.00,ND,ND,-18331.00,ND,ND,2994.00,ND,ND,0.00,0.00,72.00,1694.00,4193.00,169.00,6527.00,0.00,50464.00,-299.00,0.00,9992.00,26229.00,0.00,0.00,0.00
1995:Q2,59342.00,0.00,6560.00,ND,ND,10768.00,ND,ND,0.00,0.00,0.00,0.00,451.00,39660.00,1903.00,0.00,80386.00,5312.00,-8680.00,10087.00,12121.00,ND,ND,2330.00,ND,ND,-668.00,ND,ND,0.00,0.00,71.00,1738.00,8003.00,2631.00,11066.00,0.00,30306.00,189.00,0.00,5880.00,-21044.00,0.00,0.00,0.00
1995:Q3,22624.00,0.00,14350.00,ND,ND,-8998.00,ND,ND,0.00,0.00,0.00,0.00,257.00,18981.00,-1966.00,0.00,8429.00,-5248.00,4667.00,-10265.00,-8596.00,ND,ND,5679.00,ND,ND,-636.00,ND,ND,0.00,0.00,73.00,-1874.00,2646.00,-1785.00,4172.00,0.00,16320.00,-435.00,0.00,3711.00,14195.00,0.00,0.00,0.00
1995:Q4,32111.00,0.00,-14659.00,ND,ND,4022.00,ND,ND,0.00,0.00,0.00,0.00,278.00,42284.00,186.00,0.00,59704.00,-1331.00,9918.00,7342.00,27659.00,ND,ND,2969.00,ND,ND,-1525.00,ND,ND,0.00,0.00,70.00,2094.00,4322.00,1347.00,-1279.00,0.00,6357.00,326.00,0.00,1435.00,-27593.00,0.00,0.00,0.00
1996:Q1,46861.00,0.00,-5621.00,ND,ND,1892.00,ND,ND,0.00,0.00,0.00,0.00,279.00,50433.00,-122.00,0.00,53739.00,-12.00,19915.00,-8966.00,-11505.00,ND,ND,-9174.00,ND,ND,3996.00,ND,ND,0.00,0.00,1023.00,-5049.00,8960.00,-309.00,-2306.00,0.00,52524.00,-264.00,0.00,4906.00,-6878.00,0.00,0.00,0.00
1996:Q2,31463.00,0.00,-3998.00,ND,ND,11769.00,ND,ND,0.00,0.00,0.00,0.00,390.00,23301.00,1.00,0.00,33992.00,1894.00,8207.00,2190.00,-14959.00,ND,ND,2474.00,ND,ND,-3225.00,ND,ND,0.00,0.00,1021.00,1751.00,1675.00,1020.00,-543.00,0.00,28594.00,34.00,0.00,3859.00,-2529.00,0.00,0.00,0.00
1996:Q3,448.00,0.00,-2048.00,ND,ND,-5931.00,ND,ND,0.00,0.00,0.00,0.00,465.00,8040.00,-78.00,0.00,-656.00,352.00,381.00,1266.00,-2162.00,ND,ND,-7772.00,ND,ND,-4627.00,ND,ND,0.00,0.00,1022.00,-606.00,3264.00,1764.00,70.00,0.00,6541.00,-228.00,0.00,79.00,1104.00,0.00,0.00,0.00
1996:Q4,2221.00,0.00,2203.00,ND,ND,8791.00,ND,ND,0.00,0.00,0.00,0.00,1660.00,-11126.00,693.00,0.00,22055.00,-770.00,3618.00,13231.00,6863.00,ND,ND,14817.00,ND,ND,-1087.00,ND,ND,0.00,0.00,1823.00,649.00,2502.00,-959.00,-9011.00,0.00,-4595.00,600.00,0.00,-5626.00,-19834.00,0.00,0.00,0.00
1997:Q1,104590.00,0.00,17877.00,ND,ND,8160.00,ND,ND,1661.00,0.00,0.00,0.00,1355.00,75721.00,-184.00,0.00,103943.00,-172.00,3883.00,-10002.00,14257.00,ND,ND,-2744.00,ND,ND,6986.00,ND,ND,0.00,0.00,-288.00,-827.00,15995.00,2350.00,1597.00,0.00,52466.00,-384.00,0.00,20826.00,647.00,0.00,0.00,0.00
1997:Q2,31614.00,0.00,-15841.00,ND,ND,7701.00,ND,ND,289.00,0.00,0.00,0.00,2348.00,37212.00,-95.00,0.00,13252.00,-483.00,-2258.00,4992.00,-12663.00,ND,ND,13391.00,ND,ND,-4168.00,ND,ND,0.00,0.00,464.00,4838.00,-5945.00,2719.00,6117.00,0.00,5560.00,46.00,0.00,642.00,18362.00,0.00,0.00,0.00
1997:Q3,110898.00,0.00,28623.00,ND,ND,-7495.00,ND,ND,-364.00,0.00,0.00,0.00,2729.00,87294.00,111.00,0.00,105338.00,755.00,3194.00,-2655.00,12815.00,ND,ND,-8035.00,ND,ND,-406.00,ND,ND,0.00,0.00,-40.00,-85.00,11049.00,-142.00,401.00,0.00,82406.00,85.00,0.00,5996.00,5560.00,0.00,0.00,0.00
1997:Q4,-2312.00,0.00,17603.00,ND,ND,12302.00,ND,ND,-268.00,0.00,0.00,0.00,4753.00,-37445.00,743.00,0.00,-36133.00,558.00,-1252.00,9922.00,-1017.00,ND,ND,16084.00,ND,ND,-373.00,ND,ND,0.00,0.00,1069.00,-3532.00,1922.00,874.00,-12204.00,0.00,-41518.00,827.00,0.00,-7493.00,33821.00,0.00,0.00,0.00
1998:Q1,117729.00,0.00,17587.00,ND,ND,14442.00,ND,ND,-84.00,0.00,0.00,0.00,5084.00,80636.00,64.00,0.00,107559.00,-845.00,8627.00,-15544.00,27616.00,ND,ND,-7863.00,ND,ND,6300.00,ND,ND,0.00,0.00,397.00,8311.00,9777.00,-1372.00,-3667.00,0.00,55475.00,-1037.00,0.00,21384.00,10170.00,0.00,0.00,0.00
1998:Q2,-439.00,0.00,-35587.00,ND,ND,20591.00,ND,ND,-671.00,0.00,0.00,0.00,-1886.00,13456.00,3658.00,0.00,12364.00,-1226.00,-6000.00,12250.00,-11177.00,ND,ND,12465.00,ND,ND,370.00,ND,ND,0.00,0.00,376.00,-1088.00,7771.00,2796.00,-6687.00,0.00,9651.00,-116.00,0.00,-7021.00,-12803.00,0.00,0.00,0.00
