1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1990:Q1,1272644.00,4916.00,12717.00,0.00,739044.00,41409.00,59182.00,104874.00,9322.00,524257.00,321390.00,61108.00,260282.00,72759.00,35414.00,2478.00,83926.00,0.00,16011.00,67915.00,1211063.00,0.00,0.00,348924.00,512988.00,4904.00,8956.00,335291.00,0.00,0.00,78583.00,207757.00,48951.00
1990:Q2,1317146.00,4920.00,12853.00,0.00,765532.00,46200.00,58980.00,108755.00,10963.00,540634.00,328010.00,63144.00,264866.00,81592.00,37905.00,2464.00,83870.00,0.00,16022.00,67848.00,1255104.00,0.00,0.00,356304.00,548008.00,4994.00,8760.00,337038.00,0.00,0.00,79750.00,210073.00,47215.00
1990:Q3,1327291.00,4904.00,13602.00,0.00,791215.00,48721.00,59934.00,115224.00,11818.00,555518.00,326704.00,60641.00,266063.00,69263.00,36326.00,2859.00,82418.00,0.00,15972.00,66446.00,1264808.00,0.00,0.00,362304.00,552419.00,5090.00,8775.00,336220.00,0.00,0.00,81270.00,210651.00,44299.00
1990:Q4,1351440.00,4925.00,13751.00,0.00,805105.00,45718.00,59151.00,121049.00,12308.00,566879.00,329423.00,61562.00,267861.00,77850.00,34768.00,2709.00,82909.00,1.00,16459.00,66449.00,1291276.00,0.00,0.00,368144.00,569775.00,5255.00,9868.00,338234.00,0.00,0.00,83465.00,214824.00,39945.00
1991:Q1,1403803.00,5069.00,14967.00,0.00,834968.00,51468.00,63000.00,129000.00,14000.00,577500.00,333811.00,64812.00,268999.00,72079.00,43978.00,2860.00,96071.00,1.00,16331.00,79739.00,1335896.00,0.00,0.00,374752.00,577140.00,5479.00,10145.00,368380.00,0.00,0.00,84937.00,221275.00,62168.00
1991:Q2,1441384.00,5165.00,15098.00,0.00,868685.00,53504.00,65104.00,145581.00,11329.00,593167.00,337065.00,65391.00,271674.00,71749.00,47211.00,2849.00,93562.00,1.00,16104.00,77457.00,1369150.00,0.00,0.00,382866.00,592810.00,5750.00,10252.00,377472.00,0.00,0.00,86409.00,227141.00,63922.00
1991:Q3,1472533.00,5437.00,14758.00,0.00,888224.00,56337.00,72274.00,148864.00,11909.00,598840.00,336765.00,66671.00,270094.00,75656.00,49192.00,2686.00,99815.00,1.00,15875.00,83939.00,1395601.00,0.00,0.00,387658.00,605645.00,6049.00,11547.00,384702.00,0.00,0.00,87881.00,235003.00,61818.00
1991:Q4,1479468.00,5451.00,14429.00,0.00,893005.00,45760.00,77751.00,164184.00,10228.00,595082.00,325873.00,66364.00,259509.00,83459.00,55071.00,3683.00,98497.00,1.00,15737.00,82759.00,1409597.00,0.00,0.00,393787.00,621189.00,6358.00,8633.00,379630.00,0.00,0.00,89350.00,244532.00,45748.00
1992:Q1,1505597.00,5423.00,14766.00,0.00,918142.00,48233.00,80317.00,171663.00,10138.00,607791.00,325372.00,66907.00,258465.00,83834.00,57285.00,3857.00,96918.00,8.00,15673.00,81237.00,1435191.00,0.00,1.00,400932.00,629606.00,6680.00,8951.00,389021.00,0.00,0.00,91471.00,245603.00,51947.00
1992:Q2,1532846.00,5309.00,14510.00,0.00,943013.00,48707.00,82362.00,176868.00,10281.00,624795.00,322437.00,67987.00,254450.00,85131.00,60949.00,4043.00,97454.00,24.00,15652.00,81778.00,1462267.00,0.00,4.00,404709.00,646815.00,7022.00,9428.00,394289.00,0.00,0.00,93591.00,246814.00,53884.00
1992:Q3,1562074.00,5089.00,14426.00,0.00,968492.00,46964.00,86254.00,185766.00,10743.00,638765.00,318558.00,69441.00,249117.00,88116.00,64726.00,4006.00,98661.00,24.00,15680.00,82957.00,1493146.00,0.00,49.00,413950.00,661695.00,7381.00,9253.00,400818.00,0.00,0.00,95710.00,248455.00,56653.00
1992:Q4,1586988.00,4828.00,14118.00,0.00,990315.00,43213.00,88778.00,193006.00,11375.00,653943.00,314055.00,72058.00,241997.00,94496.00,69793.00,4021.00,95362.00,24.00,15762.00,79576.00,1525094.00,0.00,7.00,421481.00,693358.00,7754.00,9681.00,392813.00,0.00,0.00,97830.00,247586.00,47397.00
1993:Q1,1636686.00,4927.00,13675.00,0.00,1027826.00,46387.00,96075.00,199330.00,11501.00,674533.00,312558.00,72875.00,239683.00,98887.00,78214.00,4107.00,96492.00,30.00,15889.00,80573.00,1567078.00,0.00,39.00,429739.00,713088.00,8154.00,8611.00,407447.00,0.00,0.00,99770.00,255081.00,52596.00
1993:Q2,1683283.00,5027.00,13658.00,0.00,1061165.00,49617.00,101624.00,209211.00,12545.00,688168.00,311402.00,73857.00,237545.00,101295.00,86293.00,3864.00,100579.00,33.00,16015.00,84531.00,1607038.00,0.00,184.00,438344.00,733874.00,8597.00,9269.00,416770.00,0.00,0.00,101596.00,257893.00,57281.00
1993:Q3,1725864.00,5126.00,13927.00,0.00,1093812.00,47794.00,108703.00,216867.00,13898.00,706550.00,308637.00,75707.00,232930.00,106767.00,99227.00,3819.00,94549.00,34.00,16141.00,78374.00,1647020.00,0.00,149.00,448023.00,761145.00,9027.00,9603.00,419073.00,0.00,0.00,104689.00,261806.00,52578.00
1993:Q4,1754880.00,5225.00,14038.00,0.00,1113853.00,46859.00,109980.00,222812.00,14726.00,719476.00,301597.00,77725.00,223872.00,111711.00,110116.00,4864.00,93476.00,37.00,16268.00,77171.00,1677819.00,0.00,246.00,457191.00,774869.00,9389.00,13134.00,422990.00,0.00,0.00,105432.00,267861.00,49697.00
1994:Q1,1792607.00,5331.00,15439.00,0.00,1137915.00,49366.00,106761.00,228816.00,14604.00,738368.00,300088.00,79269.00,220819.00,110114.00,114229.00,4963.00,104528.00,48.00,16400.00,88080.00,1704149.00,0.00,255.00,463238.00,784603.00,9677.00,13635.00,432741.00,0.00,0.00,107391.00,272422.00,52928.00
1994:Q2,1801265.00,5436.00,16140.00,0.00,1146509.00,49404.00,109342.00,227119.00,13025.00,747619.00,300561.00,81746.00,218815.00,110946.00,121429.00,5223.00,95021.00,50.00,16533.00,78438.00,1715227.00,0.00,261.00,469159.00,786713.00,9886.00,13663.00,435545.00,0.00,0.00,108500.00,278678.00,48367.00
1994:Q3,1845982.00,5541.00,16371.00,0.00,1169903.00,52626.00,112854.00,227953.00,12598.00,763872.00,300401.00,83648.00,216753.00,116390.00,129948.00,5106.00,102322.00,51.00,16665.00,85606.00,1750244.00,0.00,269.00,486420.00,799690.00,10093.00,13952.00,439820.00,0.00,0.00,111611.00,283400.00,44809.00
1994:Q4,1862888.00,5646.00,16843.00,0.00,1186223.00,52806.00,107084.00,234129.00,12837.00,779367.00,301272.00,85499.00,215773.00,115810.00,131994.00,4752.00,100348.00,86.00,16797.00,83465.00,1773534.00,0.00,592.00,491458.00,796048.00,10378.00,10941.00,464117.00,0.00,0.00,113483.00,297926.00,52708.00
1995:Q1,1921919.00,5532.00,16510.00,0.00,1220878.00,55528.00,111163.00,242145.00,11736.00,800306.00,302701.00,87038.00,215663.00,120682.00,144370.00,4777.00,106469.00,82.00,16977.00,89410.00,1825519.00,0.00,585.00,503754.00,814099.00,10741.00,11166.00,485174.00,0.00,0.00,116223.00,303617.00,65334.00
1995:Q2,1981489.00,5417.00,17391.00,0.00,1253007.00,54746.00,111774.00,243972.00,13159.00,829356.00,304530.00,88719.00,215811.00,124360.00,171464.00,5038.00,100282.00,83.00,17156.00,83043.00,1880867.00,0.00,622.00,518632.00,851591.00,11154.00,11342.00,487526.00,0.00,0.00,118963.00,309154.00,59409.00
1995:Q3,2026657.00,5303.00,17652.00,0.00,1266581.00,56222.00,111837.00,247446.00,12706.00,838370.00,308723.00,91039.00,217684.00,129429.00,190165.00,4921.00,103883.00,84.00,17336.00,86463.00,1920315.00,0.00,609.00,527261.00,876072.00,11590.00,11711.00,493072.00,0.00,0.00,120078.00,315759.00,57235.00
1995:Q4,2063613.00,5188.00,17990.00,0.00,1275352.00,45487.00,108102.00,242864.00,11894.00,867005.00,312141.00,99003.00,213138.00,128763.00,205365.00,5611.00,113203.00,75.00,17515.00,95613.00,1953924.00,0.00,512.00,536279.00,890134.00,11975.00,13810.00,501214.00,0.00,0.00,121502.00,322167.00,57545.00
1996:Q1,2097906.00,4970.00,18692.00,0.00,1287956.00,54218.00,105818.00,239102.00,12333.00,876485.00,313818.00,100860.00,212958.00,134513.00,224805.00,5829.00,107323.00,110.00,17713.00,89500.00,1975940.00,0.00,1143.00,541293.00,905674.00,12090.00,14004.00,501736.00,0.00,0.00,121703.00,326999.00,53034.00
1996:Q2,2123803.00,4856.00,19312.00,0.00,1286415.00,56586.00,100672.00,234608.00,12111.00,882438.00,314843.00,102067.00,212776.00,139582.00,244190.00,6012.00,108593.00,121.00,17911.00,90561.00,1999813.00,0.00,1213.00,549157.00,918734.00,12200.00,14110.00,504399.00,0.00,0.00,122682.00,332133.00,49584.00
1996:Q3,2175150.00,4741.00,19970.00,0.00,1317834.00,54641.00,101802.00,242394.00,12382.00,906615.00,313385.00,105025.00,208360.00,142983.00,262311.00,6265.00,107661.00,123.00,18108.00,89430.00,2040728.00,0.00,1112.00,563943.00,928728.00,12350.00,14545.00,520050.00,0.00,0.00,124033.00,340885.00,55132.00
1996:Q4,2283468.00,4333.00,21716.00,0.00,1369118.00,52087.00,92748.00,246156.00,13486.00,964641.00,312026.00,103571.00,208455.00,157686.00,285185.00,6553.00,126851.00,166.00,18306.00,108379.00,2115640.00,0.00,1600.00,580120.00,883848.00,12732.00,17628.00,619712.00,0.00,0.00,129304.00,429552.00,60856.00
1997:Q1,2330372.00,3486.00,22850.00,0.00,1395864.00,58858.00,93260.00,245525.00,13729.00,984492.00,312512.00,105328.00,207184.00,157062.00,298188.00,7292.00,133118.00,168.00,18390.00,114560.00,2156197.00,0.00,1788.00,591360.00,900102.00,13007.00,18473.00,631467.00,0.00,0.00,131634.00,423782.00,76051.00
1997:Q2,2446096.00,4055.00,22590.00,0.00,1440450.00,61412.00,94402.00,248729.00,14047.00,1021860.00,315264.00,107331.00,207933.00,176861.00,348525.00,7415.00,130936.00,173.00,18473.00,112290.00,2249947.00,0.00,1822.00,608406.00,961009.00,13312.00,22165.00,643233.00,0.00,0.00,134576.00,445345.00,63312.00
1997:Q3,2538087.00,3693.00,21958.00,0.00,1468203.00,67772.00,97858.00,252796.00,14538.00,1035239.00,314340.00,108357.00,205983.00,190561.00,391238.00,7265.00,140829.00,400.00,18557.00,121872.00,2323049.00,0.00,1867.00,625467.00,1005029.00,13640.00,23167.00,653879.00,0.00,92.00,137407.00,459895.00,56485.00
1997:Q4,2568041.00,8140.00,22190.00,0.00,1476034.00,68867.00,86874.00,230240.00,17277.00,1072776.00,314936.00,107900.00,207036.00,190452.00,398628.00,8642.00,149019.00,179.00,18641.00,130199.00,2359706.00,0.00,1783.00,632700.00,1000393.00,11664.00,25170.00,687996.00,0.00,92.00,139969.00,465024.00,82911.00
1998:Q1,2684530.00,3563.00,22634.00,0.00,1502935.00,71346.00,84290.00,229403.00,17980.00,1099916.00,315157.00,108495.00,206662.00,209339.00,459447.00,9284.00,162171.00,175.00,18607.00,143389.00,2466539.00,0.00,1785.00,644718.00,1057654.00,11071.00,25426.00,725885.00,0.00,99.00,141869.00,485699.00,98218.00
1998:Q2,2734492.00,4839.00,24528.00,0.00,1516656.00,71719.00,81015.00,226789.00,18565.00,1118568.00,317984.00,110082.00,207902.00,212098.00,485070.00,10178.00,163139.00,161.00,18892.00,144086.00,2511600.00,0.00,1632.00,654802.00,1094719.00,11182.00,26174.00,723091.00,0.00,581.00,143030.00,481068.00,98412.00
1998:Q3,2697518.00,4432.00,28469.00,0.00,1534202.00,77345.00,77497.00,223885.00,19140.00,1136335.00,318511.00,110993.00,207518.00,187214.00,440904.00,9475.00,174311.00,181.00,18379.00,155751.00,2475702.00,0.00,2037.00,656480.00,1069307.00,11292.00,26452.00,710134.00,0.00,858.00,145968.00,457579.00,105729.00
1998:Q4,2827919.00,5424.00,28062.00,0.00,1547063.00,76825.00,73815.00,221142.00,19752.00,1155529.00,323663.00,109876.00,213787.00,219037.00,524461.00,11149.00,169060.00,207.00,17227.00,151626.00,2599677.00,0.00,2475.00,684707.00,1138869.00,11405.00,27268.00,734953.00,0.00,858.00,150256.00,484610.00,99229.00
1999:Q1,2887100.00,2709.00,30585.00,0.00,1559836.00,74535.00,71864.00,224556.00,20023.00,1168858.00,324884.00,105751.00,219133.00,229872.00,551648.00,11517.00,176049.00,267.00,18523.00,157259.00,2665366.00,0.00,3288.00,697263.00,1154917.00,11214.00,27991.00,770693.00,0.00,2032.00,151789.00,490004.00,126868.00
1999:Q2,2960340.00,4013.00,31487.00,0.00,1558991.00,72812.00,68686.00,225838.00,20097.00,1171558.00,329874.00,105158.00,224716.00,247413.00,601978.00,12007.00,174577.00,301.00,18604.00,155672.00,2743844.00,0.00,4033.00,715735.00,1196772.00,11025.00,37795.00,778484.00,0.00,3610.00,152586.00,498549.00,123739.00
1999:Q3,2942072.00,3928.00,36252.00,0.00,1555962.00,76571.00,65217.00,225940.00,20061.00,1168173.00,331941.00,105571.00,226370.00,238647.00,581844.00,12663.00,180835.00,356.00,18645.00,161834.00,2737532.00,0.00,4307.00,718570.00,1167783.00,10838.00,38116.00,797918.00,0.00,4141.00,158046.00,494549.00,141182.00
1999:Q4,3084128.00,5458.00,37323.00,0.00,1545629.00,81289.00,61865.00,224810.00,19860.00,1157805.00,336395.00,105417.00,230978.00,274715.00,713582.00,9369.00,161657.00,342.00,19435.00,141880.00,2882755.00,0.00,3200.00,748903.00,1286859.00,10651.00,32123.00,801019.00,0.00,4193.00,161994.00,511516.00,123316.00
2000:Q1,3177037.00,4054.00,35584.00,0.00,1565947.00,78090.00,61473.00,229037.00,19876.00,1177471.00,334979.00,105413.00,229566.00,279787.00,783020.00,10187.00,163479.00,259.00,18702.00,144518.00,2963531.00,0.00,3016.00,766476.00,1335204.00,10259.00,34088.00,814488.00,0.00,5536.00,162928.00,516521.00,129503.00
2000:Q2,3180065.00,5652.00,34941.00,0.00,1576427.00,80657.00,60819.00,231452.00,19669.00,1183830.00,339445.00,106629.00,232816.00,270617.00,766371.00,10617.00,175995.00,259.00,18896.00,156840.00,2958778.00,0.00,2746.00,769218.00,1331519.00,9867.00,37292.00,808136.00,0.00,8315.00,164514.00,499597.00,135710.00
2000:Q3,3237285.00,3666.00,35216.00,0.00,1596664.00,83035.00,60369.00,235273.00,19582.00,1198405.00,343268.00,108327.00,234941.00,271075.00,782026.00,11053.00,194317.00,364.00,18750.00,175203.00,3003070.00,0.00,2659.00,780975.00,1361614.00,9474.00,48637.00,799711.00,0.00,9618.00,167432.00,489583.00,133078.00
2000:Q4,3176037.00,4966.00,37867.00,0.00,1606306.00,79923.00,59553.00,238239.00,19424.00,1209167.00,345495.00,109343.00,236152.00,246617.00,726083.00,10426.00,198277.00,365.00,19560.00,178352.00,2942848.00,0.00,2481.00,782702.00,1326304.00,9082.00,42886.00,779393.00,0.00,11876.00,168874.00,462076.00,136567.00
2001:Q1,3157677.00,17847.00,44192.00,1521.00,1631424.00,65511.00,58651.00,242759.00,19466.00,1245037.00,345705.00,110544.00,235161.00,219101.00,638667.00,11042.00,248178.00,344.00,18723.00,229111.00,2898455.00,2650.00,1884.00,795940.00,1299466.00,21558.00,45378.00,731579.00,17013.00,15054.00,166047.00,422393.00,111072.00
2001:Q2,3260530.00,24288.00,41835.00,3186.00,1668488.00,64551.00,57609.00,246998.00,19463.00,1279867.00,348277.00,110929.00,237348.00,233297.00,681809.00,11031.00,248319.00,236.00,18461.00,229622.00,2995448.00,2396.00,1908.00,825228.00,1332703.00,22289.00,47923.00,763001.00,17038.00,21124.00,171395.00,437558.00,115886.00
2001:Q3,3207001.00,29901.00,49690.00,1785.00,1719599.00,71434.00,56640.00,252023.00,19511.00,1319991.00,351753.00,112411.00,239342.00,207052.00,579772.00,11237.00,256212.00,262.00,19264.00,236686.00,2937672.00,2827.00,2773.00,813339.00,1310879.00,22719.00,49220.00,735915.00,17004.00,24140.00,175896.00,384492.00,134383.00
2001:Q4,3283073.00,36853.00,47543.00,1360.00,1731311.00,52912.00,59360.00,254404.00,19311.00,1345324.00,355316.00,112231.00,243085.00,210188.00,654732.00,8551.00,237219.00,276.00,19117.00,217826.00,3031617.00,1279.00,3119.00,842223.00,1344135.00,26710.00,38784.00,775367.00,15633.00,27191.00,175412.00,415955.00,141176.00
2002:Q1,3375957.00,35079.00,49145.00,6932.00,1799626.00,51803.00,67678.00,275021.00,19904.00,1385220.00,356181.00,112730.00,243451.00,214005.00,681151.00,8692.00,225146.00,302.00,19436.00,205408.00,3119152.00,15874.00,3716.00,867138.00,1343773.00,27251.00,40314.00,821086.00,15109.00,34865.00,176540.00,437616.00,156956.00
2002:Q2,3366363.00,34618.00,51902.00,8933.00,1858433.00,52852.00,75958.00,294568.00,20351.00,1414704.00,358131.00,112959.00,245172.00,199022.00,611737.00,10650.00,232937.00,363.00,19306.00,213268.00,3104277.00,17305.00,4025.00,877437.00,1325189.00,28186.00,40782.00,811353.00,17097.00,40470.00,182475.00,403802.00,167509.00
2002:Q3,3353605.00,43677.00,56624.00,11169.00,1933450.00,54390.00,85464.00,317035.00,20969.00,1455592.00,359613.00,113623.00,245990.00,170859.00,523313.00,11047.00,243853.00,397.00,20028.00,223428.00,3080621.00,14892.00,4518.00,878292.00,1310068.00,30477.00,41538.00,800836.00,18089.00,44438.00,184925.00,355816.00,197568.00
2002:Q4,3442618.00,35257.00,53138.00,4787.00,1988849.00,56407.00,92779.00,337311.00,21365.00,1480987.00,364477.00,114391.00,250086.00,184104.00,562389.00,12201.00,237416.00,495.00,20003.00,216918.00,3140448.00,13887.00,5142.00,881561.00,1379932.00,36964.00,49618.00,773344.00,19587.00,47145.00,185626.00,373699.00,147287.00
2003:Q1,3532537.00,43800.00,55351.00,12267.00,2052039.00,49216.00,92770.00,344335.00,23088.00,1542630.00,365309.00,114038.00,251271.00,183647.00,550593.00,12177.00,257354.00,576.00,21368.00,235410.00,3220208.00,19696.00,6250.00,896781.00,1386611.00,7537.00,49625.00,853708.00,20254.00,52530.00,188462.00,369030.00,223432.00
2003:Q2,3707836.00,44404.00,51271.00,9841.00,2112745.00,46066.00,90486.00,350401.00,24805.00,1600987.00,368847.00,114429.00,254418.00,207318.00,634033.00,12543.00,266834.00,768.00,21708.00,244358.00,3373801.00,19774.00,6619.00,927062.00,1438627.00,7570.00,47890.00,926259.00,21842.00,59429.00,191060.00,413914.00,240014.00
2003:Q3,3785927.00,46760.00,52116.00,8596.00,2149228.00,46400.00,88817.00,351653.00,26185.00,1636173.00,371366.00,114031.00,257335.00,214217.00,673175.00,12740.00,257729.00,1010.00,21723.00,234996.00,3439209.00,22839.00,7405.00,950892.00,1461421.00,7850.00,47402.00,941400.00,22201.00,63663.00,198141.00,431442.00,225953.00
2003:Q4,3897531.00,47267.00,41798.00,2251.00,2174259.00,38596.00,82049.00,353080.00,27609.00,1672925.00,375342.00,114276.00,261066.00,229842.00,756120.00,14394.00,256258.00,1147.00,21619.00,233492.00,3539378.00,14680.00,8030.00,972672.00,1517903.00,8393.00,46603.00,971097.00,23408.00,68430.00,199533.00,475847.00,203879.00
2004:Q1,4027525.00,46309.00,44676.00,3869.00,2233586.00,37607.00,83984.00,358193.00,29030.00,1724772.00,376903.00,114517.00,262386.00,235402.00,793837.00,14212.00,278731.00,1206.00,21555.00,255970.00,3652948.00,15327.00,7939.00,976398.00,1566224.00,11372.00,46671.00,1029017.00,24615.00,75852.00,202384.00,474415.00,251751.00
2004:Q2,4095477.00,51452.00,46757.00,3681.00,2277739.00,34309.00,84040.00,361478.00,30335.00,1767577.00,379751.00,115537.00,264214.00,235629.00,808364.00,15160.00,276944.00,1230.00,22327.00,253387.00,3707019.00,17509.00,8615.00,987438.00,1592394.00,9861.00,60535.00,1030667.00,23927.00,81209.00,202317.00,481474.00,241740.00
2004:Q3,4155403.00,52152.00,50113.00,3247.00,2324417.00,33946.00,84895.00,364440.00,31656.00,1809480.00,384783.00,116837.00,267946.00,232986.00,815014.00,16047.00,276644.00,1236.00,22659.00,252749.00,3752644.00,16826.00,8639.00,995792.00,1631286.00,9759.00,64468.00,1025874.00,25455.00,84384.00,205384.00,470083.00,240568.00
2004:Q4,4292716.00,53284.00,44753.00,3824.00,2354412.00,28172.00,84498.00,365748.00,32863.00,1843131.00,391168.00,117786.00,273382.00,247485.00,900296.00,16568.00,280926.00,1704.00,23125.00,256097.00,3869725.00,13481.00,11063.00,1018786.00,1698477.00,11089.00,66596.00,1050233.00,25879.00,87995.00,210979.00,508050.00,217330.00
2005:Q1,4326000.00,47161.00,48009.00,10832.00,2386238.00,22600.00,87979.00,373873.00,33882.00,1867904.00,393356.00,118306.00,275050.00,247223.00,887249.00,16932.00,289000.00,1533.00,23413.00,264054.00,3914687.00,19935.00,8401.00,1017774.00,1717182.00,10595.00,67128.00,1073672.00,25764.00,95405.00,212686.00,503777.00,236040.00
2005:Q2,4372008.00,52398.00,43798.00,8696.00,2391407.00,21832.00,91398.00,373303.00,34330.00,1870544.00,398524.00,120108.00,278416.00,252628.00,921024.00,17525.00,286008.00,1487.00,24138.00,260383.00,3976377.00,19903.00,8966.00,1021761.00,1768368.00,9811.00,68228.00,1079340.00,25944.00,97882.00,213786.00,509664.00,232064.00
2005:Q3,4447418.00,53584.00,45225.00,6037.00,2405530.00,24062.00,95583.00,373481.00,34859.00,1877545.00,401584.00,120695.00,280889.00,260290.00,961300.00,19064.00,294804.00,1485.00,23414.00,269905.00,4058879.00,20717.00,9061.00,1036149.00,1802772.00,8963.00,69474.00,1111743.00,34010.00,100519.00,218441.00,522900.00,235873.00
2005:Q4,4462292.00,47750.00,40880.00,2839.00,2395516.00,25202.00,98464.00,370417.00,35053.00,1866380.00,408302.00,122815.00,285487.00,264060.00,984979.00,19067.00,298899.00,1470.00,22985.00,274444.00,4088425.00,20925.00,9184.00,1039897.00,1845620.00,8598.00,65840.00,1098361.00,35627.00,103089.00,217300.00,533151.00,209194.00
2006:Q1,4573737.00,49856.00,43431.00,2104.00,2425260.00,26949.00,97245.00,378361.00,36359.00,1886346.00,413292.00,124726.00,288566.00,270885.00,1047277.00,18480.00,303152.00,1473.00,23185.00,278494.00,4202620.00,24061.00,9888.00,1068760.00,1890800.00,10096.00,67480.00,1131535.00,35260.00,106902.00,224106.00,540683.00,224584.00
2006:Q2,4580110.00,50452.00,50606.00,1967.00,2429691.00,27427.00,95000.00,381302.00,37284.00,1888678.00,423599.00,127892.00,295707.00,258470.00,1039877.00,18393.00,307055.00,1387.00,23356.00,282312.00,4217633.00,23457.00,10218.00,1067267.00,1903293.00,8356.00,77472.00,1127570.00,34772.00,109534.00,228166.00,532031.00,223067.00
2006:Q3,4670338.00,51014.00,55527.00,2185.00,2428208.00,29074.00,92944.00,382947.00,38077.00,1885166.00,430898.00,130475.00,300423.00,264332.00,1091783.00,19209.00,327182.00,1405.00,23403.00,302374.00,4304912.00,20358.00,10835.00,1089318.00,1946634.00,8975.00,80625.00,1148167.00,38598.00,110981.00,230748.00,536731.00,231109.00
2006:Q4,4783169.00,56060.00,57720.00,2762.00,2377270.00,29690.00,89312.00,378042.00,38025.00,1842201.00,436451.00,132636.00,303815.00,303320.00,1187263.00,19976.00,342347.00,1524.00,23553.00,317270.00,4412002.00,21242.00,11942.00,1119526.00,2004861.00,12928.00,71336.00,1170167.00,38325.00,115071.00,232066.00,548157.00,236548.00
2007:Q1,4838217.00,59006.00,59063.00,2154.00,2393318.00,32991.00,85712.00,381552.00,39555.00,1853508.00,442622.00,136157.00,306465.00,300896.00,1215925.00,21543.00,343690.00,1587.00,24102.00,318001.00,4469328.00,17864.00,13183.00,1126563.00,2020158.00,12240.00,70927.00,1208393.00,39483.00,118292.00,236707.00,557005.00,256906.00
2007:Q2,4954268.00,56823.00,60597.00,3014.00,2401786.00,35702.00,82018.00,384227.00,40990.00,1858849.00,452757.00,140404.00,312353.00,307034.00,1297182.00,22647.00,352428.00,1724.00,24132.00,326572.00,4584444.00,18403.00,16335.00,1144880.00,2079843.00,10800.00,73399.00,1240784.00,41425.00,127296.00,238388.00,579397.00,254278.00
2007:Q3,5038801.00,63402.00,61548.00,3113.00,2417538.00,37723.00,78130.00,388160.00,42578.00,1870947.00,461192.00,143858.00,317334.00,303103.00,1350016.00,24257.00,354632.00,1974.00,24599.00,328059.00,4670957.00,19162.00,22364.00,1154083.00,2110676.00,10510.00,72846.00,1281316.00,41878.00,129669.00,244821.00,590894.00,274054.00
2007:Q4,5024545.00,58355.00,64399.00,2978.00,2407310.00,43320.00,73783.00,387848.00,43632.00,1858727.00,472056.00,145869.00,326187.00,279480.00,1338048.00,25589.00,376330.00,2124.00,24596.00,349610.00,4661715.00,20178.00,25666.00,1156130.00,2100324.00,10739.00,68689.00,1279989.00,43658.00,128444.00,247611.00,588726.00,271550.00
2008:Q1,4874471.00,63090.00,77182.00,3285.00,2359495.00,45985.00,84906.00,386673.00,44928.00,1797003.00,481658.00,150740.00,330918.00,249928.00,1226615.00,27424.00,385794.00,2236.00,25928.00,357630.00,4590590.00,21343.00,28571.00,1143795.00,2036576.00,8850.00,72599.00,1278856.00,42974.00,133251.00,258286.00,556603.00,287742.00
2008:Q2,4816886.00,71835.00,79508.00,3411.00,2306700.00,45588.00,96588.00,384662.00,46110.00,1733752.00,491254.00,154849.00,336405.00,237092.00,1222056.00,28177.00,376853.00,2419.00,26326.00,348108.00,4601203.00,23505.00,29868.00,1149033.00,2022249.00,5471.00,70626.00,1300451.00,42277.00,141244.00,259402.00,553490.00,304038.00
2008:Q3,4603457.00,73870.00,81899.00,3902.00,2223481.00,39518.00,106232.00,379352.00,46839.00,1651540.00,504013.00,163114.00,340899.00,226301.00,1072224.00,29783.00,387984.00,2686.00,26150.00,359148.00,4459395.00,21470.00,38490.00,1149892.00,1980094.00,754.00,72107.00,1196588.00,36965.00,128271.00,263304.00,513931.00,254117.00
2008:Q4,4364934.00,82837.00,100761.00,8314.00,2143505.00,39078.00,116740.00,372101.00,47242.00,1568344.00,508592.00,166146.00,342446.00,191274.00,855203.00,24954.00,449494.00,3035.00,27782.00,418677.00,4264976.00,12905.00,49291.00,1133445.00,1845023.00,-1401.00,60297.00,1165416.00,31165.00,122247.00,265195.00,455987.00,290822.00
2009:Q1,4341736.00,70302.00,103541.00,13010.00,2246075.00,42420.00,128842.00,370126.00,53389.00,1651298.00,499161.00,160591.00,338570.00,138070.00,796748.00,24369.00,450460.00,3064.00,27269.00,420127.00,4187573.00,13214.00,49647.00,1139792.00,1787964.00,1306.00,61971.00,1133679.00,29710.00,110438.00,267448.00,460221.00,265862.00
2009:Q2,4529966.00,65673.00,96408.00,11228.00,2330475.00,47701.00,130708.00,375015.00,59318.00,1717733.00,491574.00,156531.00,335043.00,156518.00,922195.00,26447.00,429448.00,3082.00,25605.00,400761.00,4309223.00,10867.00,47622.00,1157990.00,1865075.00,1935.00,68676.00,1157058.00,33868.00,102678.00,268924.00,512307.00,239281.00
