1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2009:Q3,4786354.00,64117.00,88021.00,12032.00,2434148.00,48525.00,132035.00,376958.00,65711.00,1810919.00,484584.00,152091.00,332493.00,175951.00,1063475.00,27686.00,436340.00,3005.00,25216.00,408119.00,4489945.00,14256.00,44951.00,1178979.00,1951360.00,1590.00,73033.00,1225776.00,40850.00,94982.00,274613.00,566086.00,249245.00
2009:Q4,4902453.00,50694.00,79243.00,10660.00,2548891.00,51396.00,133184.00,381769.00,72445.00,1910097.00,467127.00,141006.00,326121.00,194568.00,1113606.00,28912.00,408752.00,2748.00,22854.00,383150.00,4532284.00,12434.00,45471.00,1194540.00,1987261.00,2149.00,69401.00,1221028.00,40458.00,88117.00,273620.00,596447.00,222386.00
2010:Q1,5015353.00,47715.00,71965.00,11907.00,2598878.00,36681.00,139160.00,383212.00,80561.00,1959264.00,461493.00,140089.00,321404.00,207693.00,1165228.00,29673.00,420801.00,2750.00,25359.00,392692.00,4609280.00,9151.00,45006.00,1201505.00,2037001.00,3499.00,70721.00,1242397.00,43193.00,87188.00,275669.00,606930.00,229417.00
2010:Q2,4996929.00,57774.00,68450.00,11568.00,2669315.00,40511.00,145640.00,384719.00,89655.00,2008790.00,458042.00,140145.00,317897.00,188623.00,1088188.00,30671.00,424298.00,2759.00,26253.00,395286.00,4566403.00,9848.00,43774.00,1189213.00,2001201.00,3933.00,71488.00,1246946.00,46949.00,81084.00,281234.00,579466.00,258213.00
2010:Q3,5195193.00,59491.00,63180.00,11568.00,2745691.00,47426.00,152649.00,386298.00,99854.00,2059464.00,459082.00,140842.00,318240.00,210402.00,1202730.00,31002.00,412047.00,2811.00,23350.00,385886.00,4722533.00,10971.00,43540.00,1217506.00,2109815.00,5898.00,73732.00,1261071.00,50812.00,79319.00,288453.00,605423.00,237064.00
2010:Q4,5342988.00,51685.00,58977.00,11627.00,2814053.00,42448.00,160220.00,387965.00,111291.00,2112129.00,458312.00,140804.00,317508.00,223483.00,1301484.00,46257.00,377110.00,2747.00,25499.00,348864.00,4844271.00,10258.00,43415.00,1229866.00,2198000.00,5750.00,84325.00,1272657.00,62692.00,78468.00,290735.00,626105.00,214657.00
2011:Q1,5476178.00,47052.00,57154.00,8380.00,2877763.00,41591.00,167788.00,393061.00,116998.00,2158325.00,458076.00,139819.00,318257.00,232841.00,1359127.00,46290.00,389495.00,2802.00,25872.00,360821.00,4946930.00,12762.00,44236.00,1251260.00,2255457.00,7156.00,79848.00,1296211.00,64485.00,76674.00,293637.00,646106.00,215309.00
2011:Q2,5543176.00,48251.00,55781.00,8710.00,2923563.00,40245.00,174564.00,396398.00,122289.00,2190067.00,465220.00,142430.00,322790.00,238873.00,1360227.00,47375.00,395176.00,2594.00,26352.00,366230.00,4984868.00,12522.00,44280.00,1265562.00,2270562.00,6287.00,82336.00,1303319.00,67373.00,74210.00,296320.00,650149.00,215267.00
2011:Q3,5483318.00,57778.00,57147.00,9096.00,2988928.00,45053.00,185001.00,400956.00,128309.00,2229609.00,475233.00,146580.00,328653.00,211437.00,1195874.00,48724.00,439101.00,2595.00,25106.00,411400.00,4896262.00,11530.00,44600.00,1272299.00,2187885.00,4793.00,75732.00,1299423.00,74569.00,69642.00,303040.00,608567.00,243605.00
2011:Q4,5617236.00,53815.00,67512.00,6576.00,3023644.00,30353.00,196039.00,403777.00,133857.00,2259618.00,481189.00,148682.00,332507.00,237298.00,1270177.00,54179.00,422846.00,2004.00,25033.00,395809.00,5002203.00,12108.00,44912.00,1302299.00,2247341.00,12118.00,103619.00,1279806.00,72032.00,70013.00,305498.00,633826.00,198437.00
2012:Q1,5803274.00,52981.00,61928.00,9363.00,3075956.00,31097.00,197445.00,403937.00,138597.00,2304880.00,483392.00,146707.00,336685.00,259023.00,1386844.00,56222.00,417565.00,1974.00,26863.00,388728.00,5156481.00,14148.00,46123.00,1315702.00,2388534.00,8089.00,102257.00,1281628.00,163823.00,68854.00,305450.00,648776.00,94725.00
2012:Q2,5753634.00,56208.00,64146.00,9534.00,3065080.00,35918.00,195242.00,396919.00,140299.00,2296702.00,488306.00,147753.00,340553.00,245929.00,1340403.00,57319.00,426709.00,2018.00,28722.00,395969.00,5085071.00,14862.00,49535.00,1292417.00,2341457.00,12406.00,103713.00,1270681.00,170943.00,71487.00,301686.00,636279.00,90286.00
2012:Q3,5901680.00,53642.00,61785.00,9991.00,3128696.00,39766.00,197349.00,398083.00,145678.00,2347820.00,492472.00,148952.00,343520.00,259042.00,1403743.00,57966.00,434343.00,2022.00,29125.00,403196.00,5202619.00,16394.00,49443.00,1304099.00,2404809.00,11838.00,105602.00,1310434.00,97497.00,72624.00,306448.00,651608.00,182257.00
2012:Q4,5978169.00,56425.00,60944.00,8680.00,3173894.00,44878.00,199784.00,396756.00,150059.00,2382417.00,494930.00,150501.00,344429.00,258572.00,1415692.00,69101.00,439931.00,2041.00,25665.00,412225.00,5248801.00,14373.00,48151.00,1309004.00,2432398.00,5995.00,105304.00,1333576.00,17190.00,69636.00,303741.00,653505.00,289504.00
2013:Q1,6047704.00,56381.00,50417.00,5102.00,3140428.00,40696.00,190494.00,388751.00,149204.00,2371283.00,494297.00,149680.00,344617.00,275573.00,1502369.00,68545.00,454592.00,1935.00,26677.00,425980.00,5365899.00,22318.00,49123.00,1323033.00,2534482.00,6117.00,107391.00,1323435.00,17404.00,70771.00,302286.00,645818.00,287156.00
2013:Q2,6017656.00,45545.00,50244.00,5883.00,3111737.00,41096.00,183323.00,380894.00,148342.00,2358082.00,500472.00,151396.00,349076.00,277301.00,1495289.00,69620.00,461565.00,1942.00,28580.00,431043.00,5381217.00,22887.00,50330.00,1327663.00,2543750.00,4218.00,108849.00,1323520.00,17250.00,63987.00,301985.00,642946.00,297352.00
2013:Q3,6079252.00,53631.00,52467.00,6133.00,3075934.00,45944.00,177070.00,371757.00,146775.00,2334388.00,509510.00,152274.00,357236.00,284387.00,1567347.00,70486.00,459357.00,2064.00,27578.00,429715.00,5481463.00,22517.00,49441.00,1346300.00,2617493.00,5240.00,110345.00,1330127.00,17656.00,62982.00,305596.00,657755.00,286138.00
2013:Q4,6159680.00,47198.00,49425.00,3116.00,3054883.00,52110.00,170523.00,364458.00,146026.00,2321766.00,517238.00,154039.00,363199.00,302083.00,1651521.00,68388.00,465828.00,2866.00,28690.00,434272.00,5602833.00,20896.00,50111.00,1366267.00,2705494.00,4706.00,88096.00,1367263.00,10732.00,61149.00,304160.00,676201.00,315021.00
2014:Q1,6258273.00,50689.00,48438.00,2905.00,3104490.00,48773.00,177261.00,365608.00,150172.00,2362676.00,521489.00,156044.00,365445.00,303951.00,1667142.00,68936.00,490233.00,2896.00,29674.00,457663.00,5666350.00,20935.00,50498.00,1378473.00,2748288.00,5652.00,88114.00,1374390.00,10963.00,58074.00,307918.00,665638.00,331797.00
2014:Q2,6380202.00,49208.00,47328.00,2699.00,3161652.00,45797.00,184228.00,367429.00,155617.00,2408581.00,527721.00,157417.00,370304.00,315278.00,1713531.00,68442.00,494343.00,2967.00,31046.00,460330.00,5753465.00,23198.00,51081.00,1396874.00,2799239.00,5139.00,90852.00,1387082.00,11548.00,62120.00,311100.00,673916.00,328398.00
2014:Q3,6411199.00,52971.00,49699.00,2730.00,3207229.00,45122.00,191270.00,367769.00,160444.00,2442624.00,536449.00,160005.00,376444.00,310049.00,1677912.00,69654.00,504506.00,2993.00,30386.00,471127.00,5746425.00,22542.00,51402.00,1405440.00,2784084.00,4529.00,94862.00,1383566.00,11474.00,67225.00,311527.00,667533.00,325807.00
2014:Q4,6520028.00,50817.00,53337.00,3138.00,3240460.00,47513.00,198978.00,366530.00,164422.00,2463017.00,546761.00,161983.00,384778.00,317870.00,1701888.00,68854.00,536903.00,2955.00,29916.00,504032.00,5828125.00,21900.00,51928.00,1426115.00,2825006.00,3879.00,97019.00,1402278.00,11514.00,70364.00,309971.00,672259.00,338170.00
2015:Q1,6575189.00,49229.00,51536.00,2967.00,3231516.00,45309.00,206898.00,362161.00,165534.00,2451614.00,552606.00,162925.00,389681.00,321702.00,1730442.00,70784.00,564407.00,3076.00,31021.00,530310.00,5913863.00,22144.00,54076.00,1446181.00,2846480.00,5718.00,105129.00,1434135.00,11794.00,71917.00,312271.00,681345.00,356808.00
2015:Q2,6528909.00,41784.00,50479.00,2711.00,3214016.00,42458.00,207031.00,357143.00,167219.00,2440165.00,560849.00,161354.00,399495.00,322020.00,1714635.00,70719.00,551696.00,3427.00,31884.00,516385.00,5903640.00,22446.00,56223.00,1452946.00,2857890.00,5093.00,105406.00,1403636.00,11841.00,70430.00,311139.00,678179.00,332047.00
2015:Q3,6423916.00,52059.00,61646.00,3138.00,3208808.00,45099.00,210923.00,350446.00,169505.00,2432835.00,570676.00,162097.00,408579.00,298790.00,1590900.00,69391.00,568508.00,3452.00,31668.00,533388.00,5830829.00,22411.00,57239.00,1449968.00,2786676.00,3736.00,105198.00,1405601.00,12072.00,67386.00,314570.00,656928.00,354645.00
2015:Q4,6449753.00,58090.00,56114.00,2663.00,3196590.00,41088.00,210759.00,346527.00,171721.00,2426495.00,586281.00,161544.00,424737.00,308627.00,1633548.00,60019.00,547821.00,3406.00,31624.00,512791.00,5886313.00,22793.00,58121.00,1464603.00,2846979.00,3938.00,91769.00,1398110.00,12022.00,71937.00,313120.00,665931.00,335100.00
2016:Q1,6623606.00,55190.00,58352.00,2846.00,3348361.00,42514.00,222345.00,359071.00,180006.00,2544425.00,595195.00,165375.00,429820.00,310242.00,1621469.00,60710.00,571241.00,3476.00,32814.00,534951.00,5977760.00,22870.00,60615.00,1472477.00,2877674.00,4607.00,100605.00,1438912.00,12894.00,70971.00,320791.00,667809.00,366447.00
2016:Q2,6839744.00,75637.00,54706.00,2807.00,3480324.00,42484.00,230202.00,368071.00,186598.00,2652969.00,603090.00,164167.00,438923.00,314883.00,1638031.00,61841.00,608425.00,3568.00,33640.00,571217.00,6115207.00,22551.00,65410.00,1499072.00,2924615.00,4709.00,100872.00,1497978.00,13655.00,72962.00,328218.00,673297.00,409846.00
2016:Q3,6941266.00,70449.00,54015.00,2824.00,3526444.00,42954.00,231519.00,371797.00,188433.00,2691741.00,612214.00,165477.00,446737.00,322722.00,1684509.00,64299.00,603790.00,3738.00,32673.00,567379.00,6206752.00,22689.00,67495.00,1517787.00,2977446.00,3448.00,109057.00,1508830.00,14035.00,73411.00,332145.00,687099.00,402140.00
