date,FA893161705.Q,FA313161705.Q,FA403161705.Q,FA413065005.Q,FA893061705.Q,FA153061705.Q,FA103061703.Q,FA313061703.Q,FA213061703.Q,FA713061705.Q,FA763061705.Q,FA753061703.Q,FA743061703.Q,FA473061705.Q,FA513061703.Q,FA543061705.Q,FA573061705.Q,FA343061705.Q,FA223061743.Q,FA633061700.Q,FA653061703.Q,FA403061705.Q,FA673061703.Q,FA643061773.Q,FA663061703.Q,FA733061703.Q,FA263061705.Q
1961:Q2,1276.00,-68.00,1348.00,-4.00,1276.00,504.00,1188.00,-92.00,-684.00,0.00,-44.00,0.00,0.00,0.00,448.00,-40.00,-80.00,0.00,76.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1961:Q3,2000.00,-168.00,1992.00,176.00,2000.00,792.00,60.00,96.00,1432.00,0.00,-236.00,0.00,0.00,0.00,-352.00,88.00,44.00,0.00,76.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1961:Q4,2124.00,896.00,1044.00,184.00,2124.00,52.00,0.00,-8.00,184.00,0.00,2200.00,0.00,0.00,0.00,-520.00,28.00,112.00,0.00,76.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1962:Q1,2328.00,732.00,1508.00,88.00,2328.00,-564.00,-40.00,12.00,56.00,0.00,1556.00,0.00,0.00,0.00,536.00,44.00,176.00,0.00,216.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,336.00
1962:Q2,2676.00,1232.00,1348.00,96.00,2676.00,392.00,-216.00,-120.00,332.00,0.00,1244.00,0.00,0.00,0.00,572.00,-24.00,84.00,0.00,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,340.00
1962:Q3,896.00,-1460.00,2208.00,148.00,896.00,440.00,496.00,-12.00,364.00,0.00,-1064.00,0.00,0.00,0.00,92.00,108.00,-12.00,0.00,148.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,336.00
1962:Q4,2820.00,1668.00,992.00,160.00,2820.00,-1696.00,-132.00,-20.00,636.00,0.00,4296.00,0.00,0.00,0.00,-404.00,-148.00,-108.00,0.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,336.00
1963:Q1,-2960.00,340.00,-3460.00,160.00,-2960.00,-1368.00,-1380.00,40.00,-1188.00,0.00,0.00,0.00,0.00,4.00,612.00,-20.00,36.00,0.00,-32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,336.00
1963:Q2,3804.00,16.00,3620.00,168.00,3804.00,980.00,1536.00,196.00,220.00,0.00,260.00,0.00,0.00,4.00,92.00,72.00,8.00,0.00,-24.00,0.00,0.00,128.00,0.00,0.00,0.00,0.00,332.00
1963:Q3,1544.00,-1200.00,2688.00,56.00,1544.00,1008.00,340.00,-72.00,-700.00,0.00,928.00,0.00,0.00,8.00,-388.00,12.00,168.00,0.00,-120.00,0.00,0.00,24.00,0.00,0.00,0.00,0.00,336.00
1963:Q4,3520.00,160.00,3296.00,64.00,3520.00,-1560.00,836.00,-48.00,3808.00,0.00,548.00,0.00,0.00,4.00,-460.00,72.00,-28.00,0.00,-16.00,0.00,0.00,28.00,0.00,0.00,0.00,0.00,336.00
1964:Q1,-3144.00,-964.00,-2284.00,104.00,-3144.00,-436.00,-1132.00,-32.00,-480.00,0.00,-2012.00,0.00,0.00,4.00,604.00,-72.00,64.00,0.00,-24.00,0.00,0.00,36.00,0.00,0.00,0.00,0.00,336.00
1964:Q2,4564.00,1516.00,2928.00,120.00,4564.00,1004.00,156.00,-28.00,1176.00,0.00,1044.00,0.00,0.00,8.00,684.00,60.00,-52.00,0.00,136.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,336.00
1964:Q3,800.00,276.00,440.00,84.00,800.00,1020.00,-848.00,24.00,688.00,0.00,172.00,0.00,0.00,16.00,-592.00,12.00,-44.00,0.00,-24.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,336.00
1964:Q4,3248.00,2592.00,568.00,88.00,3248.00,-608.00,-608.00,-32.00,736.00,0.00,3368.00,0.00,0.00,12.00,-468.00,-40.00,460.00,0.00,48.00,0.00,0.00,44.00,0.00,0.00,0.00,0.00,336.00
1965:Q1,648.00,-36.00,476.00,208.00,648.00,-1272.00,312.00,24.00,264.00,0.00,1020.00,0.00,0.00,8.00,232.00,28.00,-296.00,0.00,-20.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,336.00
1965:Q2,4552.00,-376.00,4712.00,216.00,4552.00,3380.00,-76.00,28.00,320.00,0.00,-280.00,0.00,0.00,4.00,720.00,60.00,4.00,0.00,20.00,0.00,0.00,36.00,0.00,0.00,0.00,0.00,336.00
1965:Q3,4284.00,2052.00,1964.00,268.00,4284.00,2004.00,780.00,88.00,-156.00,0.00,792.00,0.00,0.00,20.00,-220.00,112.00,108.00,0.00,416.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,336.00
1965:Q4,924.00,152.00,484.00,288.00,924.00,-564.00,-64.00,-8.00,244.00,0.00,1004.00,0.00,0.00,44.00,-140.00,-48.00,92.00,0.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,336.00
1966:Q1,5572.00,1396.00,3856.00,320.00,5572.00,2480.00,-88.00,88.00,-8.00,0.00,1368.00,0.00,0.00,80.00,1044.00,96.00,44.00,0.00,40.00,0.00,0.00,92.00,0.00,0.00,0.00,0.00,336.00
1966:Q2,17668.00,7052.00,10280.00,336.00,17668.00,13392.00,664.00,156.00,-940.00,0.00,2104.00,0.00,0.00,112.00,1040.00,164.00,40.00,0.00,480.00,0.00,0.00,120.00,0.00,0.00,0.00,0.00,336.00
1966:Q3,1324.00,-2136.00,2924.00,536.00,1324.00,3804.00,-1100.00,1764.00,-1024.00,0.00,-3040.00,0.00,0.00,124.00,356.00,36.00,-132.00,0.00,196.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,336.00
1966:Q4,2868.00,-892.00,3172.00,588.00,2868.00,-804.00,-320.00,3232.00,-984.00,0.00,1148.00,0.00,0.00,104.00,256.00,-20.00,16.00,0.00,-76.00,0.00,0.00,-20.00,0.00,0.00,0.00,0.00,336.00
1967:Q1,3576.00,5496.00,-2584.00,664.00,3576.00,-412.00,-936.00,1656.00,-1148.00,0.00,2984.00,0.00,0.00,84.00,944.00,4.00,-56.00,0.00,68.00,0.00,0.00,52.00,0.00,0.00,0.00,0.00,336.00
1967:Q2,5564.00,7424.00,-2580.00,720.00,5564.00,504.00,-428.00,-128.00,208.00,4.00,4632.00,0.00,0.00,64.00,160.00,20.00,-168.00,0.00,300.00,0.00,0.00,60.00,0.00,0.00,0.00,0.00,336.00
1967:Q3,-252.00,-84.00,-812.00,644.00,-252.00,276.00,-8.00,-1568.00,720.00,-4.00,968.00,0.00,0.00,72.00,-992.00,-16.00,-112.00,0.00,60.00,0.00,0.00,16.00,0.00,0.00,0.00,0.00,336.00
1967:Q4,8212.00,3784.00,3760.00,668.00,8212.00,1292.00,1284.00,-312.00,1780.00,0.00,4332.00,0.00,0.00,92.00,-508.00,-32.00,-100.00,0.00,104.00,0.00,0.00,-56.00,0.00,0.00,0.00,0.00,336.00
1968:Q1,6240.00,1068.00,4448.00,724.00,6240.00,-2744.00,716.00,-64.00,4364.00,0.00,3220.00,0.00,0.00,124.00,152.00,144.00,84.00,0.00,-108.00,0.00,0.00,16.00,0.00,0.00,0.00,0.00,336.00
1968:Q2,11000.00,4664.00,5576.00,760.00,11000.00,4208.00,596.00,1628.00,2544.00,0.00,-228.00,0.00,0.00,132.00,624.00,-56.00,84.00,0.00,1080.00,0.00,0.00,52.00,0.00,0.00,0.00,0.00,336.00
1968:Q3,5676.00,4716.00,620.00,340.00,5676.00,-1324.00,124.00,-68.00,3672.00,0.00,2144.00,0.00,0.00,140.00,80.00,44.00,88.00,0.00,440.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,336.00
1968:Q4,4792.00,2192.00,2272.00,328.00,4792.00,-720.00,280.00,-960.00,3044.00,0.00,1336.00,0.00,0.00,152.00,116.00,124.00,-16.00,0.00,1088.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,336.00
1969:Q1,5444.00,488.00,4596.00,360.00,5444.00,-920.00,1344.00,-1196.00,4196.00,20.00,792.00,0.00,0.00,136.00,364.00,92.00,144.00,0.00,108.00,0.00,0.00,28.00,0.00,0.00,0.00,0.00,336.00
1969:Q2,8608.00,-1056.00,9324.00,340.00,8608.00,9000.00,-676.00,-2520.00,1608.00,-20.00,1384.00,0.00,0.00,104.00,-976.00,112.00,140.00,0.00,112.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,336.00
1969:Q3,5764.00,-6016.00,10788.00,992.00,5764.00,5548.00,-128.00,-472.00,-4.00,144.00,-2080.00,0.00,0.00,132.00,1504.00,148.00,328.00,0.00,348.00,0.00,0.00,-40.00,0.00,0.00,0.00,0.00,336.00
1969:Q4,9944.00,-2632.00,11556.00,1020.00,9944.00,7112.00,428.00,-1000.00,-396.00,-144.00,3188.00,0.00,0.00,212.00,-112.00,32.00,232.00,0.00,56.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,336.00
1970:Q1,13904.00,-1808.00,14532.00,1180.00,13904.00,11632.00,-800.00,64.00,-1812.00,172.00,3588.00,0.00,0.00,196.00,276.00,232.00,-120.00,0.00,104.00,0.00,0.00,-4.00,0.00,0.00,0.00,0.00,376.00
1970:Q2,5088.00,-1944.00,6176.00,856.00,5088.00,3160.00,40.00,-12.00,-1688.00,-172.00,2284.00,0.00,0.00,328.00,396.00,-12.00,328.00,0.00,68.00,0.00,0.00,-8.00,0.00,0.00,0.00,0.00,376.00
1970:Q3,7652.00,-396.00,6372.00,1676.00,7652.00,2980.00,-1288.00,-16.00,-1900.00,320.00,6320.00,0.00,0.00,380.00,-580.00,172.00,1024.00,0.00,-132.00,0.00,0.00,28.00,0.00,0.00,0.00,0.00,344.00
1970:Q4,8664.00,316.00,5856.00,2492.00,8664.00,780.00,180.00,-424.00,-3928.00,-320.00,12080.00,0.00,0.00,344.00,-40.00,176.00,-48.00,0.00,-340.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,200.00
1971:Q1,-2144.00,-2828.00,-4124.00,4808.00,-2144.00,-3884.00,-640.00,0.00,-4572.00,740.00,6080.00,0.00,0.00,136.00,304.00,28.00,-580.00,0.00,-308.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,512.00
1971:Q2,1824.00,-940.00,-3696.00,6460.00,1824.00,-7352.00,-480.00,-28.00,-2928.00,-740.00,13616.00,0.00,0.00,132.00,480.00,0.00,-664.00,0.00,-56.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,-196.00
1971:Q3,8268.00,-1764.00,6844.00,3188.00,8268.00,3264.00,-108.00,0.00,-604.00,396.00,4308.00,0.00,0.00,204.00,228.00,296.00,-12.00,0.00,192.00,0.00,0.00,-4.00,0.00,0.00,0.00,0.00,108.00
1971:Q4,11464.00,1332.00,5544.00,4588.00,11464.00,2660.00,36.00,100.00,-584.00,1544.00,7036.00,0.00,0.00,368.00,64.00,56.00,64.00,0.00,384.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,-268.00
1972:Q1,6168.00,344.00,1720.00,4104.00,6168.00,-7128.00,-352.00,-84.00,924.00,1092.00,8412.00,280.00,0.00,460.00,612.00,356.00,1008.00,0.00,496.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,72.00
1972:Q2,10500.00,-60.00,5736.00,4824.00,10500.00,-4664.00,-60.00,-4.00,3848.00,1232.00,5900.00,280.00,0.00,644.00,816.00,-68.00,1396.00,0.00,528.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00,620.00
1972:Q3,8788.00,1848.00,2672.00,4268.00,8788.00,-2872.00,668.00,0.00,2752.00,-180.00,4068.00,280.00,0.00,620.00,644.00,204.00,2136.00,0.00,576.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00,-140.00
1972:Q4,11776.00,1464.00,3956.00,6356.00,11776.00,-8264.00,244.00,20.00,5760.00,1160.00,10840.00,-28.00,0.00,544.00,-508.00,-60.00,1348.00,0.00,644.00,0.00,0.00,48.00,0.00,0.00,0.00,0.00,28.00
1973:Q1,12084.00,1044.00,8016.00,3024.00,12084.00,-1436.00,244.00,20.00,5464.00,32.00,3904.00,336.00,0.00,-16.00,652.00,116.00,2080.00,0.00,716.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,-32.00
1973:Q2,24304.00,-1668.00,20152.00,5820.00,24304.00,-276.00,636.00,-28.00,6872.00,400.00,13804.00,192.00,0.00,316.00,112.00,204.00,760.00,0.00,784.00,0.00,0.00,272.00,0.00,0.00,0.00,0.00,256.00
1973:Q3,27884.00,1768.00,24348.00,1768.00,27884.00,4060.00,1612.00,-8.00,7144.00,864.00,10920.00,296.00,0.00,256.00,-348.00,376.00,720.00,0.00,1440.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,540.00
1973:Q4,17172.00,576.00,12664.00,3932.00,17172.00,-4612.00,1504.00,8.00,7052.00,1208.00,9832.00,-60.00,0.00,316.00,-328.00,-100.00,896.00,0.00,1976.00,0.00,0.00,36.00,0.00,0.00,0.00,0.00,-556.00
1974:Q1,8264.00,1428.00,160.00,6676.00,8264.00,-10364.00,1180.00,8.00,6540.00,40.00,6508.00,436.00,0.00,272.00,568.00,192.00,240.00,0.00,1932.00,0.00,0.00,-36.00,0.00,0.00,0.00,0.00,748.00
