1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1992:Q1,279722.00,42865.00,145700.00,35796.00,24160.00,11637.00,109903.00,-102834.00,-95211.00,-7624.00,236857.00,183704.00,150304.00,108096.00,26998.00,15211.00,33399.00,53154.00,34980.00,18174.00,301620.00,307068.00,239194.00,176016.00,129200.00,27236.00,19581.00,63177.00,67874.00,38312.00,29562.00,56.00,2427.00,-439.00,-439.00,0.00,0.00,2866.00,-2371.00,2640.00,-5011.00,-5504.00,109679.00,32420.00,25391.00,-238.00,7268.00,77259.00,-115183.00,-101183.00,-14001.00,6384.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1992:Q2,327817.00,89171.00,147692.00,34977.00,23401.00,11576.00,112715.00,-58520.00,-49396.00,-9124.00,238646.00,184999.00,151217.00,108855.00,27048.00,15314.00,33782.00,53647.00,35216.00,18431.00,318407.00,328254.00,253266.00,187183.00,138792.00,28249.00,20142.00,66083.00,74988.00,39297.00,35691.00,105.00,2232.00,-441.00,-441.00,0.00,0.00,2673.00,-2127.00,3234.00,-5361.00,-9952.00,67783.00,-9958.00,-15505.00,-1201.00,6748.00,77741.00,-77734.00,-56711.00,-21023.00,15623.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1992:Q3,269549.00,28795.00,136767.00,32040.00,23421.00,8619.00,104727.00,-107972.00,-81899.00,-26074.00,240754.00,186687.00,152429.00,109818.00,27151.00,15460.00,34258.00,54067.00,35425.00,18642.00,322296.00,335471.00,256051.00,189434.00,141411.00,27538.00,20485.00,66617.00,79420.00,39560.00,39860.00,-1486.00,974.00,8145.00,-7390.00,-1825.00,17360.00,-7172.00,-2460.00,2777.00,-5237.00,-11690.00,119176.00,39636.00,51964.00,1438.00,-13766.00,79540.00,-130866.00,-88811.00,-42055.00,55661.00,17942.00,17942.00,8152.00,9790.00,0.00,0.00,0.00
1992:Q4,275565.00,32097.00,132936.00,34253.00,26435.00,7818.00,98683.00,-100839.00,-106150.00,5311.00,243468.00,188770.00,153941.00,110984.00,27306.00,15651.00,34829.00,54699.00,35805.00,18894.00,321235.00,338337.00,264502.00,195087.00,145659.00,28303.00,21124.00,69416.00,73835.00,39225.00,34610.00,48.00,2618.00,-431.00,-431.00,0.00,0.00,3049.00,-2570.00,2870.00,-5440.00,-17151.00,100254.00,39207.00,37860.00,-998.00,2345.00,61048.00,-117405.00,-112440.00,-4965.00,33234.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1993:Q1,288465.00,42019.00,137144.00,31642.00,28152.00,3490.00,105502.00,-95125.00,-84235.00,-10890.00,246446.00,191244.00,155752.00,112354.00,27509.00,15889.00,35493.00,55202.00,35999.00,19203.00,322703.00,336833.00,270975.00,201446.00,151928.00,27986.00,21532.00,69529.00,65858.00,37870.00,27988.00,660.00,2631.00,525.00,-920.00,-300.00,1745.00,2106.00,-1971.00,3167.00,-5138.00,-14790.00,89020.00,19660.00,23735.00,-177.00,-3898.00,69360.00,-103810.00,-89273.00,-14537.00,34009.00,2103.00,2103.00,941.00,1162.00,0.00,0.00,0.00
1993:Q2,308835.00,59400.00,131180.00,34547.00,30883.00,3664.00,96633.00,-71780.00,-60833.00,-10947.00,249435.00,193734.00,157599.00,113755.00,27718.00,16127.00,36134.00,55702.00,36214.00,19488.00,328873.00,347289.00,273617.00,202893.00,151588.00,29170.00,22134.00,70724.00,73673.00,37961.00,35712.00,53.00,2838.00,-423.00,-423.00,0.00,0.00,3260.00,-2785.00,2540.00,-5325.00,-18470.00,68497.00,9714.00,13510.00,-1453.00,-2343.00,58783.00,-86967.00,-65120.00,-21847.00,30330.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1993:Q3,277896.00,25572.00,121405.00,38471.00,35482.00,2989.00,82934.00,-95833.00,-73195.00,-22638.00,252324.00,196236.00,159484.00,115187.00,27930.00,16367.00,36753.00,56088.00,36389.00,19699.00,333556.00,352693.00,273985.00,200603.00,150065.00,28092.00,22446.00,73382.00,78708.00,37603.00,41105.00,112.00,2902.00,-295.00,-535.00,-64.00,304.00,3197.00,-2790.00,3150.00,-5940.00,-19249.00,96414.00,53307.00,56799.00,-98.00,-3394.00,43108.00,-115663.00,-77559.00,-38104.00,57558.00,2036.00,2036.00,1576.00,460.00,0.00,0.00,0.00
1993:Q4,292656.00,37264.00,123553.00,40985.00,37058.00,3927.00,82568.00,-86289.00,-93547.00,7258.00,255393.00,198753.00,161405.00,116649.00,28149.00,16607.00,37349.00,56640.00,36682.00,19958.00,335048.00,361896.00,288249.00,210865.00,155736.00,31683.00,23446.00,77384.00,73647.00,37249.00,36398.00,50.00,3274.00,-426.00,-426.00,0.00,0.00,3700.00,-3224.00,2698.00,-5922.00,-26898.00,73175.00,34341.00,40788.00,-3535.00,-2913.00,38834.00,-100073.00,-96812.00,-3261.00,30429.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1994:Q1,314103.00,55811.00,130856.00,45355.00,40750.00,4605.00,85501.00,-75045.00,-70931.00,-4114.00,258292.00,201284.00,163362.00,118143.00,28373.00,16846.00,37921.00,57009.00,36731.00,20278.00,341386.00,364403.00,300515.00,220677.00,160895.00,35904.00,23879.00,79838.00,63888.00,35152.00,28736.00,43.00,3611.00,4383.00,-3638.00,-4148.00,12168.00,-772.00,-3568.00,2093.00,-5661.00,-23060.00,55297.00,10940.00,28919.00,-3383.00,-14596.00,44356.00,-78356.00,-71445.00,-6911.00,30161.00,20416.00,18367.00,13589.00,4778.00,2049.00,0.00,2049.00
1994:Q2,342306.00,80615.00,129650.00,46771.00,43210.00,3561.00,82879.00,-49035.00,-38606.00,-10429.00,261692.00,204215.00,165705.00,119961.00,28638.00,17105.00,38510.00,57477.00,36926.00,20551.00,362012.00,389080.00,316272.00,233592.00,172383.00,37041.00,24169.00,82680.00,72808.00,36040.00,36768.00,903.00,4032.00,-171.00,-171.00,0.00,0.00,4204.00,-3129.00,2605.00,-5734.00,-27971.00,33266.00,-1240.00,10665.00,-8402.00,-3503.00,34506.00,-61237.00,-40325.00,-20912.00,28548.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1994:Q3,314412.00,48804.00,128716.00,49352.00,43672.00,5681.00,79364.00,-79912.00,-59514.00,-20398.00,265608.00,207547.00,168432.00,122103.00,28944.00,17385.00,39116.00,58061.00,37164.00,20897.00,364897.00,395100.00,312899.00,230816.00,170753.00,35807.00,24255.00,82083.00,82202.00,37926.00,44276.00,267.00,2998.00,-766.00,-766.00,0.00,0.00,3764.00,-2731.00,3282.00,-6013.00,-30470.00,70852.00,38219.00,46272.00,-6863.00,-1190.00,32633.00,-101322.00,-63558.00,-37764.00,51681.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1994:Q4,328319.00,58338.00,134997.00,51323.00,46204.00,5119.00,83674.00,-76658.00,-84632.00,7974.00,269981.00,211280.00,171543.00,124569.00,29289.00,17686.00,39737.00,58701.00,37488.00,21213.00,367659.00,402071.00,326797.00,245424.00,184799.00,36046.00,24580.00,81373.00,75274.00,36241.00,39033.00,57.00,3332.00,-395.00,-395.00,0.00,0.00,3727.00,-3275.00,3033.00,-6308.00,-34469.00,55487.00,17176.00,25708.00,-6757.00,-1776.00,38312.00,-89956.00,-86418.00,-3538.00,26427.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1995:Q1,352565.00,77684.00,149917.00,49832.00,47607.00,2225.00,100085.00,-72233.00,-67327.00,-4906.00,274881.00,215414.00,175039.00,127359.00,29671.00,18009.00,40375.00,59467.00,37871.00,21596.00,371306.00,400903.00,331816.00,252085.00,191645.00,35784.00,24657.00,79731.00,69087.00,37166.00,31921.00,59.00,3239.00,-393.00,-393.00,0.00,0.00,3632.00,-3180.00,3376.00,-6556.00,-29656.00,49016.00,-8080.00,2455.00,-6113.00,-4422.00,57096.00,-78673.00,-69998.00,-8675.00,15042.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1995:Q2,381021.00,102002.00,146081.00,55302.00,50845.00,4457.00,90780.00,-44080.00,-32274.00,-11806.00,279020.00,219160.00,178198.00,129901.00,30012.00,18285.00,40962.00,59860.00,37931.00,21929.00,374364.00,404011.00,325956.00,248691.00,190050.00,34228.00,24413.00,77266.00,78055.00,37358.00,40697.00,-67.00,3681.00,128.00,128.00,0.00,0.00,3553.00,-3748.00,2864.00,-6612.00,-29580.00,28947.00,-21976.00,-16089.00,-4216.00,-1671.00,50923.00,-58527.00,-34565.00,-23962.00,21384.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1995:Q3,340498.00,57684.00,142700.00,59934.00,55533.00,4401.00,82767.00,-85017.00,-59897.00,-25120.00,282815.00,222519.00,181019.00,132195.00,30315.00,18509.00,41499.00,60296.00,38069.00,22227.00,384676.00,409427.00,325805.00,246180.00,188364.00,33346.00,24470.00,79625.00,83622.00,37309.00,46313.00,494.00,10587.00,6643.00,6643.00,0.00,0.00,3944.00,-10093.00,-3860.00,-6233.00,-25245.00,73005.00,32308.00,36898.00,-3031.00,-1560.00,40697.00,-98250.00,-55277.00,-42973.00,39890.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1995:Q4,355465.00,69396.00,140452.00,61161.00,57405.00,3756.00,79292.00,-71057.00,-81342.00,10286.00,286069.00,225490.00,183504.00,134242.00,30581.00,18681.00,41986.00,60579.00,38046.00,22533.00,389764.00,410821.00,333905.00,252292.00,189942.00,37212.00,25138.00,81613.00,76916.00,35868.00,41048.00,-67.00,3666.00,690.00,-886.00,-354.00,1930.00,2976.00,-3733.00,2643.00,-6376.00,-20990.00,62671.00,25981.00,36889.00,-6277.00,-4631.00,36689.00,-83661.00,-81807.00,-1854.00,14245.00,2425.00,2425.00,1206.00,1219.00,0.00,0.00,0.00
1996:Q1,378303.00,89300.00,159513.00,65273.00,59848.00,5425.00,94240.00,-70213.00,-69259.00,-954.00,289003.00,228074.00,185651.00,136041.00,30811.00,18800.00,42423.00,60929.00,38136.00,22793.00,385465.00,410972.00,338808.00,254222.00,189641.00,38235.00,26346.00,84586.00,72165.00,38360.00,33805.00,54.00,4110.00,-65.00,-65.00,0.00,0.00,4175.00,-4056.00,2995.00,-7051.00,-25562.00,51831.00,3929.00,13475.00,-7424.00,-2122.00,47902.00,-77392.00,-72478.00,-4914.00,-1695.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1996:Q2,440099.00,148013.00,148032.00,62316.00,59871.00,2446.00,85716.00,-20.00,4938.00,-4958.00,292086.00,230982.00,188086.00,138083.00,31065.00,18937.00,42896.00,61105.00,38112.00,22993.00,407991.00,435095.00,354640.00,265774.00,197046.00,41464.00,27264.00,88866.00,80455.00,37813.00,42642.00,51.00,4393.00,-172.00,-172.00,0.00,0.00,4565.00,-4342.00,2489.00,-6831.00,-27155.00,-12128.00,-47309.00,-31029.00,-10399.00,-5881.00,35181.00,-15028.00,2748.00,-17775.00,7580.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1996:Q3,376838.00,81254.00,144238.00,60742.00,61519.00,-777.00,83496.00,-62984.00,-44249.00,-18735.00,295584.00,234213.00,190806.00,140367.00,31342.00,19098.00,43407.00,61372.00,38103.00,23269.00,422448.00,455595.00,368612.00,278329.00,206834.00,43437.00,28058.00,90283.00,86984.00,37760.00,49224.00,51.00,4965.00,74.00,74.00,0.00,0.00,4891.00,-4914.00,1810.00,-6724.00,-33198.00,50484.00,18756.00,40588.00,-12095.00,-9737.00,31728.00,-83682.00,-45716.00,-37966.00,38432.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1996:Q4,386091.00,86745.00,144488.00,62726.00,64024.00,-1298.00,81762.00,-57743.00,-69934.00,12192.00,299346.00,237767.00,193813.00,142894.00,31639.00,19281.00,43954.00,61579.00,38051.00,23528.00,421999.00,450347.00,369999.00,279707.00,210462.00,41021.00,28224.00,90292.00,80348.00,35859.00,44489.00,53.00,8415.00,3580.00,3580.00,0.00,0.00,4835.00,-8362.00,-1148.00,-7214.00,-28401.00,39749.00,9160.00,28783.00,-9382.00,-10242.00,30589.00,-68150.00,-66594.00,-1555.00,12255.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1997:Q1,415029.00,111469.00,161685.00,67348.00,67948.00,-601.00,94338.00,-50216.00,-52078.00,1861.00,303560.00,241646.00,197107.00,145663.00,31956.00,19488.00,44539.00,61915.00,38127.00,23788.00,422432.00,455215.00,380488.00,288958.00,219625.00,41422.00,27911.00,91530.00,74727.00,34418.00,40309.00,71.00,5353.00,91.00,91.00,0.00,0.00,5262.00,-5282.00,1941.00,-7223.00,-32854.00,24893.00,-17192.00,1297.00,-9466.00,-9023.00,42085.00,-57747.00,-50310.00,-7437.00,-7707.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1997:Q2,505689.00,197774.00,161191.00,69761.00,67651.00,2110.00,91431.00,36583.00,37671.00,-1087.00,307915.00,245546.00,200375.00,148346.00,32297.00,19732.00,45171.00,62369.00,38284.00,24085.00,455313.00,480584.00,397463.00,303768.00,232213.00,43486.00,28068.00,93695.00,83121.00,35872.00,47249.00,144.00,12102.00,6686.00,6686.00,0.00,0.00,5416.00,-11958.00,-4537.00,-7421.00,-25415.00,-53204.00,-90693.00,-73277.00,-11190.00,-6226.00,37490.00,27789.00,44620.00,-16831.00,6057.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1997:Q3,430339.00,118223.00,152876.00,73505.00,68001.00,5504.00,79371.00,-34653.00,-19530.00,-15123.00,312117.00,249468.00,203619.00,150945.00,32662.00,20012.00,45849.00,62649.00,38336.00,24313.00,465476.00,495978.00,406335.00,309867.00,234416.00,46018.00,29433.00,96468.00,89643.00,36992.00,52651.00,170.00,6459.00,791.00,791.00,0.00,0.00,5668.00,-6289.00,1146.00,-7435.00,-30672.00,24687.00,1602.00,18876.00,-13357.00,-3917.00,23085.00,-55359.00,-19332.00,-36027.00,23063.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1997:Q4,432497.00,116134.00,157333.00,70283.00,63940.00,6343.00,87050.00,-41199.00,-57227.00,16028.00,316363.00,253412.00,206836.00,153458.00,33053.00,20326.00,46576.00,62951.00,38281.00,24670.00,452628.00,493365.00,411324.00,312467.00,236500.00,45711.00,30255.00,98857.00,82041.00,36423.00,45618.00,91.00,6091.00,293.00,293.00,0.00,0.00,5798.00,-6000.00,1299.00,-7299.00,-40828.00,13463.00,-15509.00,737.00,-12659.00,-3587.00,28971.00,-54290.00,-56668.00,2378.00,-9116.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1998:Q1,466690.00,146204.00,170154.00,50707.00,52669.00,-1962.00,119447.00,-23950.00,-29837.00,5887.00,320486.00,257378.00,210029.00,155886.00,33471.00,20672.00,47350.00,63108.00,38180.00,24928.00,460383.00,501393.00,428079.00,325660.00,245940.00,47320.00,32400.00,102419.00,73315.00,35139.00,38176.00,54.00,6668.00,359.00,359.00,0.00,0.00,6309.00,-6614.00,156.00,-6770.00,-41064.00,-13522.00,-71590.00,-44050.00,-13850.00,-13690.00,58069.00,-27543.00,-26952.00,-591.00,-21433.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1998:Q2,560879.00,235844.00,152693.00,49946.00,51954.00,-2008.00,102747.00,83151.00,79654.00,3498.00,325036.00,261508.00,213335.00,158325.00,33920.00,21090.00,48172.00,63528.00,38324.00,25204.00,459714.00,508523.00,423697.00,316484.00,236418.00,45239.00,34827.00,107213.00,84826.00,36749.00,48077.00,49.00,8966.00,2372.00,2372.00,0.00,0.00,6594.00,-8917.00,-2156.00,-6761.00,-48858.00,-119628.00,-156740.00,-129676.00,-11319.00,-15745.00,37112.00,70771.00,83385.00,-12614.00,-29884.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1998:Q3,455903.00,126067.00,144815.00,50644.00,53507.00,-2863.00,94171.00,-18748.00,-2479.00,-16269.00,329836.00,265800.00,216756.00,160776.00,34401.00,21579.00,49045.00,64036.00,38422.00,25614.00,474205.00,530150.00,434947.00,323760.00,241956.00,46754.00,35050.00,111187.00,95204.00,38370.00,56834.00,68.00,8364.00,1683.00,1683.00,0.00,0.00,6681.00,-8296.00,-1148.00,-7148.00,-56014.00,-14393.00,-39742.00,-11055.00,-12353.00,-16334.00,25348.00,-41620.00,-1279.00,-40341.00,1627.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1998:Q4,448914.00,114001.00,136333.00,47376.00,52898.00,-5522.00,88956.00,-22332.00,-44620.00,22288.00,334914.00,270256.00,220290.00,163237.00,34914.00,22139.00,49966.00,64658.00,38651.00,26007.00,477917.00,536661.00,448604.00,334130.00,248001.00,48530.00,37598.00,114475.00,88057.00,37405.00,50652.00,59.00,6819.00,-98.00,-98.00,0.00,0.00,6917.00,-6760.00,890.00,-7650.00,-58803.00,-19833.00,-37363.00,-2766.00,-13617.00,-20981.00,17531.00,-38971.00,-44264.00,5293.00,-10477.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1999:Q1,492258.00,152209.00,164721.00,60358.00,56564.00,3794.00,104363.00,-12512.00,-19005.00,6494.00,340049.00,274874.00,223938.00,165709.00,35460.00,22769.00,50936.00,65175.00,38811.00,26364.00,481879.00,542100.00,462659.00,347307.00,257238.00,52557.00,37512.00,115351.00,79442.00,36366.00,43076.00,70.00,6764.00,-439.00,-439.00,0.00,0.00,7203.00,-6694.00,88.00,-6782.00,-60291.00,-40207.00,-72952.00,-44906.00,-17098.00,-10949.00,32745.00,-20084.00,-16648.00,-3436.00,-29091.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1999:Q2,576054.00,229783.00,132517.00,59933.00,58885.00,1048.00,72584.00,97266.00,94982.00,2284.00,346271.00,280363.00,228320.00,168752.00,36054.00,23514.00,52044.00,65908.00,39081.00,26827.00,485166.00,553510.00,461443.00,343625.00,253749.00,51440.00,38437.00,117818.00,92067.00,38759.00,53308.00,68.00,7191.00,-312.00,-312.00,0.00,0.00,7502.00,-7123.00,756.00,-7879.00,-68412.00,-146642.00,-145949.00,-116688.00,-15386.00,-13875.00,-693.00,78230.00,94548.00,-16318.00,-20230.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1999:Q3,455649.00,102455.00,113859.00,53363.00,55058.00,-1695.00,60497.00,-11404.00,9803.00,-21207.00,353193.00,286723.00,233435.00,172366.00,36617.00,24453.00,53288.00,66470.00,39251.00,27219.00,496717.00,573290.00,472729.00,353154.00,263028.00,50477.00,39649.00,119575.00,100561.00,39163.00,61398.00,76.00,7766.00,777.00,-538.00,-413.00,1728.00,6989.00,-7690.00,700.00,-8390.00,-76649.00,-38844.00,-26065.00,6002.00,-13448.00,-18619.00,-12779.00,-37805.00,9191.00,-46996.00,21476.00,3500.00,3500.00,2231.00,1269.00,0.00,0.00,0.00
1999:Q4,479608.00,118260.00,115742.00,49896.00,50779.00,-884.00,65846.00,2518.00,-19142.00,21660.00,361348.00,293954.00,239285.00,176549.00,37245.00,25491.00,54669.00,67394.00,39656.00,27738.00,502298.00,583758.00,487361.00,366143.00,274356.00,52694.00,39093.00,121218.00,96397.00,40569.00,55828.00,4253.00,7562.00,-430.00,-430.00,0.00,0.00,7991.00,-3309.00,5038.00,-8347.00,-85713.00,-62537.00,-53843.00,-23908.00,-15450.00,-14486.00,-8693.00,-23176.00,-25093.00,1917.00,-9663.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2000:Q1,503029.00,132737.00,132733.00,38310.00,45708.00,-7398.00,94424.00,4.00,-7523.00,7527.00,370293.00,302055.00,245868.00,181304.00,38019.00,26546.00,56187.00,68238.00,40002.00,28236.00,479111.00,573135.00,486479.00,361930.00,271172.00,51583.00,39175.00,124549.00,86656.00,38180.00,48476.00,96.00,6962.00,-354.00,-354.00,0.00,0.00,7315.00,-6866.00,1834.00,-8700.00,-94121.00,-82572.00,-101318.00,-67726.00,-13565.00,-20027.00,18746.00,-11549.00,-7535.00,-4014.00,-58452.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2000:Q2,648349.00,271119.00,109712.00,33194.00,42423.00,-9230.00,76518.00,161407.00,153298.00,8109.00,377230.00,308131.00,250805.00,184870.00,38760.00,27175.00,57326.00,69099.00,40260.00,28839.00,519371.00,615873.00,517940.00,392123.00,293121.00,58912.00,40090.00,125817.00,97933.00,39602.00,58331.00,93.00,6993.00,-318.00,-318.00,0.00,0.00,7310.00,-6900.00,1886.00,-8786.00,-96595.00,-236068.00,-236784.00,-194488.00,-20152.00,-22145.00,717.00,139473.00,152070.00,-12598.00,-21519.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2000:Q3,491102.00,109067.00,102310.00,32731.00,41476.00,-8745.00,69579.00,6758.00,32550.00,-25792.00,382034.00,312182.00,254097.00,187247.00,39452.00,27398.00,58085.00,69853.00,40524.00,29329.00,513899.00,619795.00,513942.00,388183.00,291136.00,57000.00,40046.00,125760.00,105853.00,39215.00,66638.00,109.00,6986.00,-159.00,-159.00,0.00,0.00,7144.00,-6877.00,1777.00,-8654.00,-106005.00,-83640.00,-78400.00,-39458.00,-17549.00,-21393.00,-5240.00,-22366.00,32082.00,-54447.00,-3712.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2000:Q4,477275.00,92593.00,94342.00,27193.00,32143.00,-4950.00,67149.00,-1749.00,-21814.00,20065.00,384683.00,314207.00,255742.00,188436.00,40091.00,27216.00,58465.00,70476.00,40702.00,29774.00,507904.00,615205.00,515393.00,388415.00,290571.00,58335.00,39509.00,126979.00,99812.00,40379.00,59433.00,45.00,6708.00,-348.00,-348.00,0.00,0.00,7056.00,-6663.00,2797.00,-9460.00,-107346.00,-82924.00,-74503.00,-39016.00,-18244.00,-17244.00,-8422.00,-24422.00,-24288.00,-134.00,-15788.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2001:Q1,504279.00,111577.00,133611.00,36223.00,29510.00,6712.00,97388.00,-22034.00,-19006.00,-3028.00,392702.00,321757.00,261457.00,192619.00,40769.00,28070.00,60300.00,70946.00,40733.00,30213.00,477223.00,581964.00,491884.00,361432.00,264346.00,55954.00,41132.00,130452.00,90080.00,38931.00,51149.00,57.00,7828.00,621.00,621.00,0.00,0.00,7207.00,-7771.00,1855.00,-9626.00,-104798.00,-71401.00,-91429.00,-69894.00,-15185.00,-6350.00,20029.00,-33398.00,-19059.00,-14338.00,-59981.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2001:Q2,651137.00,251456.00,119932.00,47276.00,35121.00,12155.00,72657.00,131524.00,141958.00,-10435.00,399682.00,328293.00,266267.00,195951.00,41441.00,28875.00,62026.00,71389.00,40819.00,30570.00,503115.00,598033.00,491748.00,358464.00,264571.00,54453.00,39439.00,133285.00,106285.00,41234.00,65051.00,52.00,7142.00,1977.00,-1723.00,-700.00,4400.00,5165.00,-7090.00,3113.00,-10203.00,-94970.00,-198688.00,-194921.00,-179799.00,-12312.00,-2810.00,-3767.00,103717.00,138430.00,-34713.00,-39269.00,3464.00,3464.00,1475.00,1989.00,0.00,0.00,0.00
2001:Q3,456235.00,52246.00,151145.00,45047.00,37031.00,8016.00,106098.00,-98899.00,-51109.00,-47790.00,403989.00,332237.00,268720.00,197584.00,41964.00,29172.00,63517.00,71752.00,40842.00,30910.00,491403.00,594541.00,484335.00,348720.00,256565.00,54682.00,37473.00,135615.00,110206.00,41052.00,69154.00,-13130.00,-5421.00,-8975.00,-11696.00,-616.00,3337.00,3554.00,-7710.00,4042.00,-11752.00,-90008.00,39636.00,9189.00,24913.00,-12102.00,-3622.00,30447.00,-129644.00,-55361.00,-74283.00,1681.00,15737.00,13997.00,13997.00,0.00,1740.00,0.00,1740.00
2001:Q4,456831.00,49224.00,110653.00,51622.00,36450.00,15172.00,59031.00,-61428.00,-57390.00,-4038.00,407607.00,335409.00,271073.00,199175.00,42400.00,29498.00,64336.00,72198.00,40902.00,31296.00,481762.00,567733.00,460670.00,325150.00,237636.00,51428.00,36087.00,135520.00,107063.00,42628.00,64435.00,81.00,5982.00,-616.00,-616.00,0.00,0.00,6598.00,-5901.00,4122.00,-10023.00,-86053.00,4340.00,23091.00,23535.00,-9027.00,8584.00,-18751.00,-90393.00,-63238.00,-27154.00,-17411.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2002:Q1,485320.00,75278.00,194145.00,71159.00,48579.00,22580.00,122987.00,-118867.00,-93412.00,-25455.00,410042.00,337336.00,272441.00,199961.00,42774.00,29705.00,64895.00,72706.00,41018.00,31688.00,473064.00,574688.00,477507.00,337046.00,240167.00,57818.00,39062.00,140461.00,97181.00,41926.00,55255.00,91.00,5904.00,-700.00,-700.00,0.00,0.00,6603.00,-5813.00,5386.00,-11199.00,-101714.00,35815.00,-5003.00,-3183.00,-15043.00,13223.00,40818.00,-137529.00,-99706.00,-37823.00,-39878.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2002:Q2,559489.00,146361.00,180047.00,74062.00,50881.00,23181.00,105985.00,-33686.00,-9098.00,-24588.00,413128.00,339905.00,273934.00,200454.00,43323.00,30157.00,65971.00,73223.00,41122.00,32101.00,480035.00,592873.00,481399.00,336897.00,241801.00,55931.00,39165.00,144502.00,111474.00,45102.00,66372.00,92.00,5371.00,-711.00,-711.00,0.00,0.00,6082.00,-5279.00,5097.00,-10376.00,-112930.00,-46272.00,-67644.00,-69209.00,-12608.00,14172.00,21372.00,-66658.00,-18175.00,-48483.00,-37792.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2002:Q3,461709.00,44390.00,163220.00,78169.00,53353.00,24816.00,85051.00,-118830.00,-58482.00,-60347.00,417319.00,343521.00,276459.00,201725.00,43920.00,30814.00,67062.00,73798.00,41338.00,32460.00,490864.00,604042.00,481965.00,336556.00,239552.00,57560.00,39444.00,145408.00,122077.00,46766.00,75311.00,160.00,5621.00,-696.00,-696.00,0.00,0.00,6316.00,-5461.00,4697.00,-10158.00,-113338.00,48310.00,47922.00,45376.00,-13640.00,16186.00,388.00,-161648.00,-68607.00,-93040.00,29821.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2002:Q4,484052.00,62472.00,182500.00,91262.00,60578.00,30684.00,91238.00,-120029.00,-109492.00,-10537.00,421580.00,347254.00,278562.00,202527.00,44595.00,31440.00,68692.00,74326.00,41553.00,32773.00,473840.00,596965.00,484125.00,334371.00,237973.00,58175.00,38223.00,149754.00,112840.00,46483.00,66357.00,157.00,1168.00,-561.00,-561.00,0.00,0.00,1729.00,-1011.00,8947.00,-9958.00,-123282.00,34250.00,25802.00,15482.00,-13580.00,23901.00,8448.00,-157532.00,-123369.00,-34163.00,-24918.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
