1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1981:Q1,169986.00,54156.00,79161.00,21137.00,18711.00,2426.00,58024.00,-25005.00,-27170.00,2165.00,115830.00,91172.00,74571.00,54459.00,16040.00,4072.00,16601.00,24658.00,15592.00,9066.00,187601.00,187183.00,154846.00,124169.00,88311.00,27106.00,8752.00,30677.00,32338.00,18778.00,13560.00,32.00,1503.00,-219.00,-219.00,0.00,0.00,1722.00,-1471.00,2566.00,-4037.00,386.00,31600.00,-10627.00,2693.00,-11066.00,-2254.00,42226.00,-31214.00,-32922.00,1708.00,8507.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1981:Q2,196733.00,77168.00,78488.00,21377.00,21161.00,216.00,57111.00,-1320.00,-1955.00,635.00,119565.00,94111.00,77148.00,56379.00,16515.00,4254.00,16963.00,25455.00,16109.00,9346.00,189106.00,189063.00,152460.00,122099.00,84660.00,28293.00,9146.00,30361.00,36604.00,19890.00,16714.00,30.00,3011.00,1170.00,1170.00,0.00,0.00,1840.00,-2981.00,987.00,-3968.00,13.00,9501.00,-32372.00,-15918.00,-11778.00,-4676.00,41873.00,-9488.00,-6723.00,-2765.00,6085.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1981:Q3,184993.00,61894.00,89623.00,23948.00,22979.00,969.00,65675.00,-27729.00,-21994.00,-5735.00,123099.00,96952.00,79654.00,58231.00,16979.00,4445.00,17298.00,26147.00,16554.00,9593.00,204614.00,202846.00,163074.00,134113.00,94798.00,29726.00,9589.00,28961.00,39772.00,20546.00,19226.00,30.00,5034.00,3097.00,3097.00,0.00,0.00,1937.00,-5004.00,-1262.00,-3742.00,1738.00,38088.00,-13988.00,2934.00,-12747.00,-4175.00,52076.00,-36349.00,-24724.00,-11626.00,17419.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1981:Q4,193528.00,66977.00,94603.00,22938.00,22221.00,717.00,71665.00,-27626.00,-34697.00,7071.00,126552.00,99696.00,82091.00,60015.00,17433.00,4643.00,17605.00,26856.00,17022.00,9834.00,200629.00,199481.00,160849.00,133488.00,95252.00,28090.00,10146.00,27361.00,38633.00,21215.00,17418.00,30.00,2794.00,793.00,793.00,0.00,0.00,2001.00,-2764.00,1028.00,-3792.00,1118.00,37757.00,-22152.00,-6708.00,-10657.00,-4786.00,59908.00,-36639.00,-39918.00,3279.00,4696.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1982:Q1,181459.00,51572.00,91028.00,19606.00,21056.00,-1450.00,71423.00,-39457.00,-38427.00,-1030.00,129888.00,102342.00,84458.00,61732.00,17877.00,4850.00,17884.00,27546.00,17506.00,10040.00,181121.00,180957.00,147079.00,120151.00,83996.00,25889.00,10266.00,26929.00,33878.00,21123.00,12755.00,30.00,3129.00,730.00,730.00,0.00,0.00,2399.00,-3099.00,419.00,-3518.00,133.00,42823.00,-17155.00,-2277.00,-8012.00,-6867.00,59978.00,-42690.00,-42463.00,-227.00,-6276.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1982:Q2,207442.00,74675.00,94697.00,22812.00,21438.00,1374.00,71885.00,-20022.00,-19829.00,-193.00,132767.00,104503.00,86374.00,63114.00,18217.00,5043.00,18129.00,28264.00,18005.00,10259.00,191955.00,187596.00,148406.00,121528.00,86465.00,24764.00,10298.00,26878.00,39190.00,22539.00,16651.00,29.00,2226.00,110.00,110.00,0.00,0.00,2116.00,-2197.00,1531.00,-3728.00,4330.00,33081.00,-27939.00,-17511.00,-6547.00,-3882.00,61020.00,-28751.00,-25894.00,-2857.00,-3514.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1982:Q3,177424.00,42426.00,92281.00,21983.00,21332.00,651.00,70298.00,-49855.00,-41078.00,-8777.00,134998.00,106178.00,87838.00,64161.00,18449.00,5228.00,18341.00,28820.00,18388.00,10432.00,187270.00,190779.00,148240.00,121005.00,85768.00,24894.00,10344.00,27235.00,42539.00,22725.00,19814.00,27.00,2033.00,-2.00,-2.00,0.00,0.00,2035.00,-2006.00,1746.00,-3752.00,-3536.00,58032.00,-1337.00,9572.00,-6444.00,-4465.00,59369.00,-61568.00,-47161.00,-14406.00,11895.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1982:Q4,161601.00,24938.00,85333.00,21242.00,21577.00,-334.00,64090.00,-60395.00,-65293.00,4898.00,136663.00,107369.00,88850.00,64874.00,18573.00,5403.00,18519.00,29294.00,18769.00,10525.00,174340.00,178654.00,137312.00,108095.00,74568.00,23011.00,10515.00,29217.00,41342.00,23569.00,17773.00,27.00,3994.00,2308.00,2308.00,0.00,0.00,1686.00,-3967.00,-233.00,-3734.00,-4341.00,64135.00,12429.00,22313.00,-4438.00,-5446.00,51706.00,-68476.00,-69860.00,1384.00,4652.00,871.00,871.00,562.00,309.00,0.00,0.00,0.00
1983:Q1,174129.00,36302.00,91794.00,24841.00,24077.00,764.00,66953.00,-55492.00,-52557.00,-2935.00,137827.00,108074.00,89411.00,65252.00,18588.00,5570.00,18664.00,29753.00,19152.00,10601.00,176736.00,178711.00,141380.00,107992.00,76692.00,20629.00,10671.00,33388.00,37331.00,24061.00,13270.00,27.00,1500.00,-87.00,-87.00,0.00,0.00,1587.00,-1473.00,2639.00,-4112.00,-2002.00,59595.00,8954.00,15331.00,-2041.00,-4336.00,50642.00,-61597.00,-60105.00,-1492.00,514.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1983:Q2,182170.00,43019.00,87930.00,28338.00,25320.00,3018.00,59592.00,-44911.00,-44088.00,-823.00,139151.00,109005.00,90148.00,65764.00,18642.00,5742.00,18857.00,30146.00,19494.00,10652.00,188438.00,195347.00,153444.00,116659.00,85265.00,20328.00,11066.00,36785.00,41903.00,24970.00,16933.00,26.00,5208.00,3587.00,3587.00,0.00,0.00,1621.00,-5182.00,-1523.00,-3659.00,-6936.00,44551.00,4508.00,8500.00,-1687.00,-2306.00,40043.00,-51486.00,-48041.00,-3445.00,9029.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1983:Q3,176272.00,35427.00,87273.00,29658.00,27097.00,2562.00,57615.00,-51846.00,-47884.00,-3962.00,140845.00,110162.00,91062.00,66410.00,18733.00,5919.00,19100.00,30683.00,19949.00,10734.00,198131.00,210108.00,163067.00,122842.00,93779.00,17320.00,11744.00,40225.00,47041.00,26231.00,20810.00,24.00,2949.00,1223.00,1223.00,0.00,0.00,1726.00,-2925.00,1098.00,-4023.00,-12000.00,53279.00,18514.00,20364.00,1414.00,-3264.00,34765.00,-65279.00,-55264.00,-10015.00,25423.00,1086.00,1086.00,632.00,454.00,0.00,0.00,0.00
1983:Q4,186900.00,44178.00,95660.00,32818.00,30211.00,2607.00,62843.00,-51483.00,-60479.00,8996.00,142722.00,111544.00,92153.00,67190.00,18862.00,6102.00,19392.00,31178.00,20367.00,10811.00,210323.00,224514.00,179624.00,137333.00,100537.00,24187.00,12609.00,42292.00,44890.00,27076.00,17814.00,24.00,1321.00,-60.00,-60.00,0.00,0.00,1380.00,-1297.00,2646.00,-3943.00,-14216.00,49683.00,11120.00,20346.00,-5326.00,-3900.00,38563.00,-63898.00,-69834.00,5936.00,19192.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1984:Q1,215704.00,70700.00,110718.00,36032.00,34073.00,1959.00,74686.00,-40018.00,-46189.00,6172.00,145004.00,113153.00,93420.00,68103.00,19026.00,6291.00,19733.00,31851.00,20940.00,10911.00,220039.00,239673.00,197718.00,154030.00,112055.00,28887.00,13088.00,43688.00,41955.00,27498.00,14457.00,22.00,2280.00,611.00,611.00,0.00,0.00,1669.00,-2258.00,1878.00,-4136.00,-19656.00,28207.00,-20855.00,-6156.00,-9860.00,-4839.00,49062.00,-47864.00,-54625.00,6762.00,1427.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1984:Q2,229519.00,82207.00,113403.00,36122.00,35673.00,449.00,77281.00,-31196.00,-36778.00,5582.00,147313.00,114887.00,94824.00,69122.00,19208.00,6494.00,20063.00,32426.00,21388.00,11038.00,230251.00,252232.00,204724.00,159896.00,115827.00,30210.00,13859.00,44828.00,47508.00,28369.00,19139.00,23.00,2985.00,1463.00,1463.00,0.00,0.00,1521.00,-2962.00,1301.00,-4263.00,-22004.00,21313.00,-29682.00,-11763.00,-11002.00,-6917.00,50995.00,-43317.00,-45060.00,1744.00,6835.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1984:Q3,221645.00,71902.00,118528.00,37865.00,38444.00,-579.00,80663.00,-46626.00,-44650.00,-1976.00,149743.00,116746.00,96365.00,70248.00,19407.00,6710.00,20382.00,32997.00,21826.00,11171.00,239219.00,261827.00,209713.00,164944.00,119067.00,31404.00,14473.00,44768.00,52115.00,28661.00,23454.00,25.00,2472.00,980.00,980.00,0.00,0.00,1493.00,-2447.00,1993.00,-4440.00,-22634.00,40663.00,-14121.00,6219.00,-11998.00,-8342.00,54783.00,-63297.00,-53478.00,-9818.00,19319.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1984:Q4,217696.00,65422.00,118995.00,39525.00,40009.00,-483.00,79470.00,-53574.00,-64720.00,11147.00,152274.00,118732.00,98043.00,71479.00,19623.00,6942.00,20689.00,33542.00,22249.00,11293.00,233682.00,259536.00,207936.00,162829.00,116087.00,31705.00,15038.00,45106.00,51601.00,31062.00,20539.00,28.00,2012.00,511.00,511.00,0.00,0.00,1501.00,-1984.00,2684.00,-4668.00,-25882.00,43767.00,-9785.00,10876.00,-12082.00,-8579.00,53552.00,-69649.00,-76217.00,6569.00,11048.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1985:Q1,219942.00,64923.00,105417.00,38445.00,39445.00,-1000.00,66972.00,-40493.00,-46984.00,6491.00,155019.00,120844.00,99858.00,72817.00,19855.00,7186.00,20986.00,34175.00,22703.00,11472.00,227243.00,249596.00,202467.00,157252.00,108935.00,32802.00,15515.00,45216.00,47129.00,30906.00,16223.00,34.00,1467.00,-168.00,-168.00,0.00,0.00,1634.00,-1433.00,2712.00,-4145.00,-22387.00,29627.00,-11481.00,10795.00,-12947.00,-9329.00,41108.00,-52014.00,-57899.00,5885.00,-2058.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1985:Q2,237187.00,79465.00,114204.00,39391.00,38903.00,488.00,74813.00,-34739.00,-36532.00,1793.00,157722.00,122992.00,101667.00,74123.00,20107.00,7437.00,21325.00,34730.00,23102.00,11628.00,233589.00,261430.00,206760.00,161190.00,112365.00,32742.00,16082.00,45571.00,54670.00,32579.00,22091.00,37.00,1446.00,-82.00,-82.00,0.00,0.00,1528.00,-1409.00,3325.00,-4734.00,-27878.00,25392.00,-23648.00,-2856.00,-12635.00,-8157.00,49040.00,-53270.00,-49334.00,-3937.00,9725.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1985:Q3,214663.00,54128.00,99859.00,42070.00,39434.00,2636.00,57789.00,-45731.00,-45638.00,-93.00,160534.00,125177.00,103468.00,75397.00,20379.00,7692.00,21709.00,35357.00,23559.00,11798.00,236136.00,266454.00,205538.00,159070.00,109444.00,33299.00,16327.00,46469.00,60916.00,34498.00,26418.00,38.00,2689.00,999.00,999.00,0.00,0.00,1690.00,-2651.00,2234.00,-4885.00,-30356.00,38282.00,6943.00,25861.00,-12919.00,-5999.00,31339.00,-68638.00,-58811.00,-9828.00,23323.00,855.00,855.00,248.00,607.00,0.00,0.00,0.00
1985:Q4,212168.00,48789.00,103180.00,37631.00,34227.00,3404.00,65549.00,-54390.00,-66461.00,12070.00,163379.00,127399.00,105263.00,76639.00,20672.00,7951.00,22136.00,35980.00,23985.00,11995.00,238252.00,272045.00,214887.00,166873.00,116115.00,33630.00,17127.00,48015.00,57158.00,34542.00,22616.00,34.00,1468.00,-69.00,-69.00,0.00,0.00,1537.00,-1434.00,3719.00,-5153.00,-33827.00,40307.00,2173.00,20903.00,-12958.00,-5772.00,38134.00,-74134.00,-80737.00,6603.00,20272.00,851.00,851.00,246.00,605.00,0.00,0.00,0.00
1986:Q1,225397.00,59160.00,103402.00,32719.00,28203.00,4516.00,70683.00,-44242.00,-50644.00,6402.00,166238.00,129657.00,107051.00,77850.00,20987.00,8215.00,22606.00,36581.00,24390.00,12191.00,235705.00,267786.00,215864.00,165554.00,114904.00,33165.00,17486.00,50309.00,51922.00,33473.00,18449.00,30.00,1523.00,-175.00,-175.00,0.00,0.00,1698.00,-1493.00,3294.00,-4787.00,-32111.00,25979.00,-15303.00,1631.00,-12178.00,-4755.00,41282.00,-58090.00,-63021.00,4931.00,3213.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1986:Q2,226209.00,57059.00,100121.00,28466.00,26103.00,2363.00,71655.00,-43062.00,-44105.00,1044.00,169150.00,131855.00,108759.00,78981.00,21292.00,8487.00,23096.00,37295.00,24853.00,12442.00,237405.00,272871.00,213809.00,160360.00,110886.00,31856.00,17618.00,53449.00,59062.00,34633.00,24429.00,27.00,3447.00,1666.00,1666.00,0.00,0.00,1781.00,-3420.00,1569.00,-4989.00,-35493.00,25916.00,-13604.00,3729.00,-10565.00,-6769.00,39521.00,-61409.00,-55454.00,-5955.00,19458.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1986:Q3,208749.00,36794.00,89959.00,25190.00,24133.00,1057.00,64769.00,-53165.00,-52839.00,-326.00,171955.00,133992.00,110389.00,80034.00,21587.00,8768.00,23603.00,37963.00,25280.00,12683.00,237314.00,274868.00,208958.00,153934.00,104388.00,31739.00,17806.00,55024.00,65910.00,36969.00,28941.00,27.00,1684.00,-198.00,-198.00,0.00,0.00,1883.00,-1657.00,3503.00,-5160.00,-37581.00,41874.00,10408.00,28542.00,-10152.00,-7982.00,31466.00,-79454.00,-68031.00,-11424.00,32222.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1986:Q4,207460.00,32640.00,84401.00,22144.00,22386.00,-242.00,62257.00,-51762.00,-65073.00,13311.00,174821.00,136069.00,111939.00,81008.00,21873.00,9058.00,24130.00,38752.00,25791.00,12961.00,234133.00,271706.00,210516.00,154218.00,103545.00,32434.00,18240.00,56298.00,61190.00,36809.00,24381.00,27.00,2715.00,948.00,948.00,0.00,0.00,1767.00,-2688.00,1720.00,-4408.00,-37600.00,33912.00,5589.00,25574.00,-10560.00,-9424.00,28323.00,-71512.00,-77811.00,6298.00,21851.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1987:Q1,225403.00,47949.00,95557.00,24575.00,25739.00,-1164.00,70983.00,-47608.00,-51557.00,3949.00,177454.00,138085.00,113409.00,81902.00,22150.00,9357.00,24676.00,39369.00,26192.00,13177.00,236435.00,274169.00,217800.00,160592.00,111237.00,31457.00,17898.00,57207.00,56369.00,36495.00,19874.00,32.00,1669.00,-223.00,-223.00,0.00,0.00,1891.00,-1637.00,2854.00,-4491.00,-37766.00,25206.00,-11354.00,7658.00,-9307.00,-9705.00,36560.00,-62972.00,-64714.00,1742.00,4365.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1987:Q2,257917.00,77610.00,82549.00,30062.00,27820.00,2242.00,52487.00,-4939.00,-8479.00,3540.00,180307.00,140288.00,115083.00,82969.00,22448.00,9666.00,25206.00,40019.00,26604.00,13415.00,243797.00,282393.00,218647.00,160097.00,110554.00,31214.00,18330.00,58550.00,63746.00,38175.00,25571.00,34.00,1654.00,-182.00,-182.00,0.00,0.00,1836.00,-1620.00,3065.00,-4685.00,-38630.00,-11584.00,-28891.00,-13703.00,-8766.00,-6422.00,17307.00,-27046.00,-23115.00,-3931.00,6933.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1987:Q3,232175.00,48751.00,93274.00,33790.00,31345.00,2445.00,59484.00,-44523.00,-38680.00,-5843.00,183424.00,142678.00,116958.00,84206.00,22767.00,9985.00,25720.00,40746.00,27091.00,13655.00,249869.00,288380.00,219117.00,159783.00,107890.00,32966.00,18926.00,59334.00,69263.00,39012.00,30251.00,36.00,1882.00,-27.00,-27.00,0.00,0.00,1909.00,-1846.00,2659.00,-4505.00,-38547.00,32647.00,8686.00,25381.00,-10199.00,-6496.00,23961.00,-71194.00,-53260.00,-17934.00,17200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1987:Q4,236673.00,49907.00,103931.00,34803.00,32565.00,2238.00,69128.00,-54024.00,-64452.00,10428.00,186767.00,145256.00,119036.00,85615.00,23107.00,10314.00,26219.00,41511.00,27655.00,13856.00,262624.00,301876.00,236614.00,176164.00,123110.00,33893.00,19161.00,60450.00,65262.00,38765.00,26497.00,36.00,1644.00,-52.00,-52.00,0.00,0.00,1696.00,-1608.00,2875.00,-4483.00,-39288.00,36879.00,3677.00,21072.00,-10786.00,-6609.00,33202.00,-76167.00,-78437.00,2270.00,12059.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1988:Q1,260689.00,70293.00,106554.00,35860.00,34227.00,1633.00,70694.00,-36261.00,-44150.00,7890.00,190396.00,148020.00,121317.00,87196.00,23468.00,10654.00,26703.00,42376.00,28274.00,14102.00,253074.00,284793.00,227143.00,166685.00,114223.00,32885.00,19577.00,60458.00,57650.00,36456.00,21194.00,34.00,1541.00,-271.00,-271.00,0.00,0.00,1812.00,-1507.00,3033.00,-4540.00,-31753.00,18275.00,-16852.00,-144.00,-9418.00,-7290.00,35127.00,-50028.00,-55365.00,5338.00,-16983.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1988:Q2,297055.00,103149.00,111267.00,36503.00,32983.00,3520.00,74765.00,-8119.00,-12819.00,4700.00,193907.00,150748.00,123544.00,88719.00,23828.00,10998.00,27203.00,43159.00,28839.00,14320.00,271246.00,298735.00,233632.00,171552.00,119550.00,31740.00,20261.00,62080.00,65103.00,36948.00,28155.00,33.00,917.00,-836.00,-836.00,0.00,0.00,1753.00,-884.00,3870.00,-4754.00,-27522.00,1658.00,-36478.00,-22822.00,-7912.00,-5744.00,38135.00,-29179.00,-24798.00,-4381.00,-2914.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1988:Q3,264864.00,67524.00,108879.00,34069.00,31908.00,2162.00,74809.00,-41355.00,-36252.00,-5103.00,197340.00,153439.00,125718.00,90183.00,24189.00,11345.00,27722.00,43901.00,29338.00,14563.00,278038.00,304651.00,235501.00,172783.00,120079.00,32033.00,20671.00,62718.00,69150.00,36937.00,32213.00,34.00,2429.00,362.00,362.00,0.00,0.00,2067.00,-2395.00,2483.00,-4878.00,-26647.00,37561.00,-185.00,14823.00,-7844.00,-7164.00,37746.00,-64208.00,-46334.00,-17874.00,8908.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1988:Q4,257498.00,56753.00,111375.00,36898.00,31827.00,5071.00,74477.00,-54622.00,-64122.00,9500.00,200745.00,156095.00,127838.00,91590.00,24551.00,11697.00,28257.00,44650.00,29852.00,14798.00,277278.00,307180.00,240688.00,176910.00,124674.00,30821.00,21416.00,63778.00,66492.00,37642.00,28850.00,33.00,2042.00,-26.00,-26.00,0.00,0.00,2068.00,-2009.00,2569.00,-4578.00,-29935.00,44519.00,7631.00,18548.00,-6270.00,-4648.00,36889.00,-74455.00,-74481.00,26.00,10520.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1989:Q1,280373.00,76272.00,115866.00,29381.00,25458.00,3924.00,86485.00,-39594.00,-46285.00,6690.00,204101.00,158714.00,129904.00,92938.00,24915.00,12051.00,28810.00,45387.00,30347.00,15040.00,284984.00,311659.00,251341.00,187696.00,127960.00,37542.00,22194.00,63645.00,60318.00,37141.00,23177.00,33.00,1706.00,-285.00,-285.00,0.00,0.00,1991.00,-1673.00,3082.00,-4755.00,-26708.00,26144.00,-23515.00,-4669.00,-12627.00,-6219.00,49659.00,-52852.00,-56161.00,3308.00,-8930.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1989:Q2,320913.00,113480.00,107457.00,28782.00,25541.00,3241.00,78675.00,6023.00,2725.00,3298.00,207433.00,161285.00,131954.00,94308.00,25247.00,12398.00,29331.00,46149.00,30823.00,15326.00,294505.00,317899.00,250248.00,187617.00,128505.00,36378.00,22734.00,62631.00,67652.00,37633.00,30019.00,36.00,2341.00,124.00,124.00,0.00,0.00,2217.00,-2305.00,2354.00,-4659.00,-23430.00,-10255.00,-53413.00,-35187.00,-11131.00,-7095.00,43158.00,-13175.00,-6439.00,-6736.00,12193.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1989:Q3,264365.00,53667.00,102149.00,28751.00,25879.00,2872.00,73398.00,-48481.00,-40813.00,-7668.00,210698.00,163806.00,133986.00,95699.00,25548.00,12740.00,29820.00,46892.00,31283.00,15609.00,301896.00,322309.00,249126.00,186301.00,128739.00,34174.00,23389.00,62825.00,73183.00,38634.00,34549.00,36.00,2025.00,1196.00,-799.00,-272.00,2267.00,829.00,-1989.00,2366.00,-4355.00,-20449.00,52335.00,12771.00,31168.00,-8355.00,-10043.00,39564.00,-72784.00,-50530.00,-22253.00,30782.00,4232.00,4232.00,2374.00,1858.00,0.00,0.00,0.00
1989:Q4,247952.00,34074.00,101239.00,23285.00,22944.00,341.00,77954.00,-67165.00,-72270.00,5106.00,213878.00,166278.00,136002.00,97111.00,25815.00,13076.00,30276.00,47600.00,31708.00,15892.00,296396.00,318266.00,248987.00,187034.00,130873.00,33154.00,23007.00,61953.00,69279.00,37809.00,31470.00,243.00,2216.00,271.00,-566.00,-91.00,928.00,1945.00,-1973.00,2774.00,-4747.00,-22113.00,64758.00,20426.00,38192.00,-7249.00,-10517.00,44332.00,-86871.00,-81145.00,-5726.00,30134.00,4726.00,3705.00,2305.00,1400.00,1021.00,0.00,1021.00
1990:Q1,266749.00,49688.00,110418.00,26004.00,24242.00,1763.00,84414.00,-60730.00,-64383.00,3653.00,217061.00,168702.00,138001.00,98545.00,26048.00,13409.00,30701.00,48359.00,32166.00,16193.00,295376.00,317885.00,252710.00,189713.00,133034.00,33729.00,22950.00,62998.00,65175.00,38764.00,26411.00,208.00,2132.00,-237.00,-237.00,0.00,0.00,2368.00,-1924.00,3041.00,-4965.00,-22717.00,52905.00,3156.00,18616.00,-7681.00,-7779.00,49750.00,-75622.00,-74022.00,-1600.00,11112.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1990:Q2,325016.00,104828.00,117009.00,29650.00,24668.00,4981.00,87359.00,-12180.00,-11212.00,-969.00,220188.00,171089.00,139986.00,99995.00,26261.00,13730.00,31103.00,49099.00,32581.00,16518.00,308477.00,326693.00,253688.00,192513.00,138734.00,31492.00,22287.00,61176.00,73005.00,39941.00,33064.00,38.00,3600.00,-17.00,-17.00,0.00,0.00,3616.00,-3562.00,1083.00,-4645.00,-18254.00,14271.00,-39400.00,-30593.00,-5231.00,-3576.00,53671.00,-32525.00,-19655.00,-12870.00,19718.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1990:Q3,263115.00,39797.00,104737.00,21819.00,21350.00,469.00,82918.00,-64940.00,-51544.00,-13397.00,223318.00,173439.00,141957.00,101464.00,26455.00,14038.00,31483.00,49879.00,33011.00,16868.00,307707.00,328301.00,250165.00,191098.00,137638.00,31307.00,22152.00,59067.00,78137.00,40191.00,37946.00,39.00,2795.00,-6.00,-6.00,0.00,0.00,2800.00,-2756.00,1977.00,-4733.00,-20633.00,69809.00,17276.00,29774.00,-4853.00,-7646.00,52534.00,-90442.00,-60701.00,-29742.00,39214.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1990:Q4,262691.00,36429.00,105950.00,25194.00,21566.00,3629.00,80756.00,-69521.00,-73781.00,4260.00,226263.00,175754.00,143914.00,102949.00,26628.00,14337.00,31840.00,50509.00,33390.00,17119.00,297361.00,310938.00,236888.00,180253.00,129038.00,29679.00,21536.00,56635.00,74051.00,39308.00,34743.00,7088.00,2281.00,-395.00,-395.00,0.00,0.00,2676.00,4808.00,9726.00,-4919.00,-20665.00,77206.00,23920.00,30542.00,-3051.00,-3571.00,53285.00,-97871.00,-89425.00,-8445.00,21305.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1991:Q1,289626.00,60318.00,124641.00,34282.00,24210.00,10072.00,90360.00,-64323.00,-61749.00,-2575.00,229309.00,178031.00,145857.00,104452.00,26781.00,14624.00,32175.00,51277.00,33916.00,17361.00,308752.00,297110.00,231152.00,176404.00,128062.00,27426.00,20915.00,54748.00,65958.00,38622.00,27336.00,1110.00,2382.00,-435.00,-435.00,0.00,0.00,2817.00,-1272.00,3786.00,-5058.00,10532.00,88264.00,23294.00,20159.00,-646.00,3781.00,64970.00,-77732.00,-70241.00,-7491.00,-1545.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1991:Q2,320119.00,88177.00,123129.00,33638.00,26170.00,7469.00,89490.00,-34951.00,-27572.00,-7379.00,231942.00,179966.00,147467.00,105718.00,26893.00,14856.00,32499.00,51976.00,34348.00,17628.00,310218.00,306526.00,231638.00,174885.00,127445.00,26936.00,20504.00,56753.00,74888.00,40433.00,34455.00,142.00,2241.00,-435.00,-435.00,0.00,0.00,2676.00,-2099.00,2991.00,-5090.00,3551.00,59314.00,-3246.00,-5024.00,-43.00,1821.00,62560.00,-55763.00,-36648.00,-19116.00,18694.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1991:Q3,277021.00,42871.00,119440.00,32202.00,26014.00,6188.00,87238.00,-76569.00,-59527.00,-17042.00,234150.00,181556.00,148745.00,106747.00,26966.00,15033.00,32810.00,52594.00,34742.00,17852.00,313155.00,316411.00,236868.00,177887.00,133308.00,24519.00,20060.00,58981.00,79543.00,39618.00,39925.00,4003.00,2624.00,-431.00,-431.00,0.00,0.00,3055.00,1379.00,6339.00,-4960.00,-7258.00,97638.00,39625.00,36019.00,2446.00,1161.00,58012.00,-104896.00,-70742.00,-34154.00,37743.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1991:Q4,271165.00,35440.00,130901.00,32104.00,24468.00,7636.00,98797.00,-95461.00,-97361.00,1900.00,235725.00,182802.00,149691.00,107540.00,27000.00,15151.00,33111.00,52923.00,34898.00,18025.00,314196.00,318393.00,244689.00,184496.00,136773.00,27925.00,19798.00,60193.00,73704.00,38124.00,35580.00,44.00,2354.00,709.00,-437.00,-139.00,1284.00,1645.00,-2310.00,2540.00,-4850.00,-4241.00,109690.00,39621.00,38703.00,-786.00,1705.00,70069.00,-113931.00,-103127.00,-10805.00,33496.00,1519.00,1519.00,343.00,1176.00,0.00,0.00,0.00
