1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1971:Q4,334082.00,105468.00,103699.00,37924.00,384.00,52228.00,9366.00,26684.00,-1671.00,386105.00,215497.00,89332.00,30580.00,46084.00,4612.00,-52023.00,41918.00,-316.00,-7577.00,-2212.00,-16281.00,58477.00,1886.00,-76644.00,6547.00,52.00,3608.00,9272.00,0.00,-11056.00,1860.00,0.00,2956.00,-484.00,-612.00,0.00,2312.00,432.00,0.00,1880.00,0.00,0.00,1300.00,-921.00,120.00,83191.00,0.00,0.00,540.00,45304.00,27852.00,16120.00,288.00,-76.00,364.00,-128.00,68.00,37119.00,14069.00,3227.00,79871.00
1972:Q1,358708.00,119785.00,104560.00,39980.00,396.00,58520.00,9319.00,27737.00,-1589.00,401999.00,224233.00,92348.00,32232.00,47083.00,6103.00,-43291.00,42714.00,-88.00,-7541.00,7052.00,12272.00,60024.00,1917.00,-49669.00,13982.00,2694.00,-8406.00,4344.00,0.00,3200.00,3096.00,0.00,2768.00,840.00,-512.00,0.00,4632.00,1684.00,0.00,2948.00,0.00,0.00,108.00,4470.00,-156.00,63651.00,2840.00,0.00,692.00,22820.00,5856.00,16620.00,968.00,-100.00,1068.00,1372.00,120.00,34839.00,-5220.00,10146.00,59815.00
1972:Q2,374321.00,123370.00,106786.00,40252.00,408.00,59172.00,9457.00,36132.00,-1256.00,414508.00,227994.00,92808.00,39352.00,48151.00,6203.00,-40187.00,43066.00,-248.00,-5788.00,8915.00,10050.00,60971.00,1905.00,-52826.00,9297.00,-260.00,-5836.00,6920.00,0.00,252.00,3944.00,0.00,1220.00,3844.00,-1120.00,0.00,2104.00,1432.00,0.00,672.00,0.00,0.00,852.00,1093.00,228.00,62123.00,0.00,0.00,612.00,21740.00,7828.00,13972.00,-1284.00,-72.00,-1212.00,752.00,156.00,40147.00,-1135.00,9289.00,62115.00
1972:Q3,372747.00,124277.00,108862.00,41528.00,408.00,59864.00,9799.00,29133.00,-1124.00,410842.00,227127.00,93752.00,33592.00,49196.00,7175.00,-38095.00,43626.00,300.00,-6131.00,11362.00,11357.00,59138.00,1286.00,-49067.00,22964.00,-148.00,-2732.00,5084.00,0.00,9256.00,5868.00,0.00,2264.00,2752.00,852.00,0.00,4620.00,704.00,0.00,3916.00,0.00,0.00,1332.00,-272.00,-44.00,72031.00,0.00,0.00,444.00,35964.00,22288.00,11828.00,420.00,-84.00,504.00,3496.00,168.00,31539.00,5.00,20196.00,69263.00
1972:Q4,397849.00,127128.00,111504.00,45676.00,400.00,60756.00,10177.00,42862.00,-654.00,438146.00,230862.00,104184.00,45584.00,50453.00,7063.00,-40297.00,44218.00,-148.00,-6860.00,10929.00,-2480.00,62631.00,-1337.00,-63774.00,23621.00,-88.00,15260.00,10932.00,0.00,-13064.00,8348.00,0.00,2984.00,5780.00,-416.00,0.00,1588.00,-1044.00,0.00,2632.00,0.00,0.00,248.00,413.00,-16.00,87395.00,0.00,0.00,384.00,46312.00,32796.00,12052.00,932.00,-88.00,1020.00,5324.00,164.00,34279.00,13409.00,19617.00,83391.00
1973:Q1,412007.00,126399.00,114600.00,49044.00,388.00,74144.00,10902.00,38127.00,-1597.00,439614.00,235136.00,106560.00,39308.00,52666.00,5944.00,-27607.00,45079.00,-272.00,-7064.00,24808.00,39044.00,66180.00,-3550.00,-23586.00,48725.00,-392.00,10296.00,9960.00,0.00,2424.00,8496.00,0.00,2112.00,5484.00,900.00,0.00,9784.00,468.00,0.00,9316.00,0.00,0.00,1576.00,6093.00,488.00,72311.00,0.00,0.00,352.00,35256.00,20788.00,13424.00,580.00,-88.00,668.00,1696.00,172.00,34255.00,-14236.00,45945.00,69531.00
1973:Q2,417343.00,129181.00,116185.00,49600.00,384.00,75268.00,11476.00,37253.00,-2004.00,448347.00,239305.00,108732.00,40008.00,54598.00,5704.00,-31004.00,46051.00,-340.00,-5932.00,21319.00,14977.00,65595.00,551.00,-51169.00,9502.00,-4.00,-10168.00,4120.00,0.00,1384.00,8684.00,0.00,1860.00,6844.00,-20.00,0.00,-1408.00,-3148.00,0.00,1740.00,0.00,0.00,4376.00,2086.00,432.00,60671.00,0.00,0.00,772.00,17984.00,7668.00,11984.00,-1040.00,-72.00,-968.00,2980.00,188.00,39787.00,6342.00,8610.00,59779.00
1973:Q3,423109.00,134089.00,118397.00,48052.00,368.00,76620.00,11991.00,36015.00,-2423.00,450982.00,241007.00,110400.00,38384.00,56474.00,4717.00,-27873.00,47009.00,16.00,-6124.00,25244.00,25744.00,64555.00,-3068.00,-35743.00,12484.00,20.00,-25716.00,9884.00,0.00,6824.00,7824.00,0.00,1052.00,7136.00,-364.00,0.00,9732.00,5624.00,0.00,4108.00,0.00,0.00,2280.00,1268.00,368.00,48227.00,0.00,0.00,256.00,9724.00,-4080.00,12036.00,1600.00,-64.00,1664.00,3748.00,184.00,32715.00,-500.00,9768.00,45511.00
1973:Q4,435660.00,139959.00,119698.00,50456.00,372.00,78120.00,12746.00,37101.00,-2792.00,461364.00,247449.00,113452.00,37820.00,58088.00,4555.00,-25704.00,48224.00,-88.00,-6508.00,29116.00,28957.00,66232.00,139.00,-37414.00,36689.00,116.00,18604.00,1828.00,0.00,-4836.00,7112.00,0.00,-348.00,7060.00,400.00,0.00,4124.00,1500.00,0.00,2624.00,0.00,0.00,4172.00,3065.00,2504.00,74103.00,0.00,0.00,308.00,28768.00,10504.00,17688.00,-280.00,-60.00,-220.00,5820.00,156.00,39331.00,159.00,37257.00,74671.00
1974:Q1,444718.00,142792.00,120806.00,48840.00,360.00,83676.00,13730.00,37218.00,-2704.00,474639.00,255171.00,118496.00,37964.00,59452.00,3556.00,-29921.00,49824.00,-196.00,-6488.00,26587.00,25615.00,70968.00,-1942.00,-43411.00,15591.00,934.00,-2374.00,3688.00,0.00,9004.00,6624.00,0.00,148.00,6548.00,-72.00,0.00,-4444.00,1516.00,0.00,-5960.00,0.00,0.00,1940.00,-653.00,872.00,59002.00,0.00,0.00,400.00,17860.00,-948.00,17380.00,152.00,-80.00,232.00,1880.00,132.00,38578.00,972.00,15211.00,58622.00
1974:Q2,460577.00,148902.00,124068.00,51420.00,364.00,85260.00,14516.00,38181.00,-2134.00,494608.00,261148.00,126696.00,42632.00,61240.00,2892.00,-34031.00,51879.00,-36.00,-6140.00,24024.00,13357.00,76106.00,-12079.00,-50670.00,16348.00,1246.00,-2334.00,9028.00,0.00,-10992.00,5376.00,0.00,-1172.00,4932.00,1616.00,0.00,7980.00,5356.00,0.00,2624.00,0.00,0.00,3816.00,3920.00,-1692.00,67018.00,0.00,0.00,388.00,29484.00,15028.00,14572.00,-860.00,-88.00,-772.00,3780.00,108.00,34118.00,10667.00,18292.00,68962.00
1974:Q3,477816.00,154911.00,127054.00,56588.00,368.00,86920.00,15059.00,39604.00,-2688.00,511182.00,270172.00,133704.00,40764.00,63370.00,3172.00,-33366.00,54228.00,-408.00,-5916.00,27186.00,31980.00,78123.00,2113.00,-48256.00,25210.00,3680.00,-14948.00,1012.00,0.00,13324.00,4456.00,0.00,1796.00,2312.00,348.00,0.00,8768.00,3180.00,0.00,5588.00,0.00,0.00,3872.00,5166.00,-120.00,73466.00,0.00,0.00,412.00,31228.00,19352.00,12708.00,1444.00,-124.00,1568.00,5524.00,104.00,34754.00,-4794.00,21846.00,70102.00
1974:Q4,476516.00,157587.00,127680.00,50328.00,376.00,87144.00,15505.00,41101.00,-3205.00,532514.00,281315.00,140616.00,42252.00,64723.00,3608.00,-55998.00,56109.00,-556.00,-5612.00,6279.00,-8292.00,79452.00,-3281.00,-84463.00,-2233.00,-374.00,2330.00,6260.00,0.00,-18360.00,-208.00,0.00,1060.00,-1472.00,204.00,0.00,22980.00,10620.00,0.00,12360.00,0.00,0.00,-13788.00,-1781.00,708.00,82230.00,0.00,0.00,580.00,31396.00,26024.00,6372.00,1544.00,-132.00,1676.00,-120.00,116.00,48714.00,14571.00,-4969.00,79494.00
1975:Q1,474391.00,157988.00,128821.00,43072.00,400.00,88220.00,16074.00,43768.00,-3952.00,557042.00,288626.00,151564.00,46356.00,66276.00,4220.00,-82651.00,57369.00,4268.00,-5644.00,-23906.00,-17885.00,83062.00,1188.00,-102135.00,14921.00,1200.00,12244.00,-9840.00,0.00,8848.00,2908.00,0.00,1872.00,1132.00,-96.00,0.00,11312.00,3268.00,0.00,8044.00,0.00,0.00,-496.00,-11687.00,432.00,117056.00,0.00,0.00,668.00,73396.00,65912.00,8656.00,368.00,-16.00,384.00,-620.00,4576.00,38668.00,-6021.00,12665.00,114800.00
1975:Q2,450547.00,121068.00,133011.00,46188.00,432.00,88612.00,16440.00,48965.00,-4169.00,588899.00,296543.00,166592.00,53408.00,68092.00,4264.00,-138352.00,58329.00,496.00,-6169.00,-74350.00,-66218.00,79220.00,1354.00,-146792.00,18372.00,84.00,-7068.00,3532.00,0.00,-3812.00,3728.00,0.00,-1028.00,5132.00,-376.00,0.00,18240.00,10276.00,0.00,7964.00,0.00,0.00,2852.00,372.00,444.00,165164.00,0.00,400.00,844.00,120368.00,111820.00,8744.00,-208.00,-168.00,-40.00,5376.00,1516.00,36868.00,-8132.00,19440.00,166232.00
1975:Q3,500232.00,152831.00,138199.00,56544.00,488.00,90348.00,16683.00,49708.00,-4569.00,594495.00,301543.00,169768.00,48532.00,70088.00,4564.00,-94263.00,59141.00,-716.00,-6421.00,-27985.00,-16430.00,85446.00,1692.00,-103568.00,41304.00,962.00,-1466.00,-404.00,0.00,7784.00,8304.00,0.00,1796.00,3584.00,2924.00,0.00,15924.00,9224.00,0.00,6700.00,0.00,0.00,4264.00,5324.00,612.00,144872.00,0.00,0.00,796.00,101216.00,95988.00,5264.00,392.00,-68.00,460.00,6436.00,156.00,35876.00,-11555.00,39048.00,142616.00
1975:Q4,513101.00,158541.00,141137.00,57820.00,564.00,92408.00,16557.00,50803.00,-4729.00,608003.00,307446.00,172560.00,50748.00,72321.00,4928.00,-94902.00,60145.00,1644.00,-6366.00,-30035.00,-42127.00,89861.00,1808.00,-133796.00,26256.00,490.00,9062.00,684.00,0.00,-16104.00,8280.00,0.00,2400.00,-1200.00,7080.00,0.00,14640.00,9696.00,0.00,4944.00,0.00,0.00,3696.00,4632.00,876.00,160052.00,0.00,0.00,1040.00,106612.00,85456.00,21164.00,-156.00,-108.00,-48.00,7116.00,2876.00,42564.00,12092.00,23904.00,157700.00
1976:Q1,535919.00,162503.00,141674.00,65340.00,656.00,99576.00,16527.00,52377.00,-2734.00,616824.00,309981.00,177087.00,50484.00,74136.00,5136.00,-80905.00,61200.00,-496.00,-6510.00,-12699.00,-9177.00,92938.00,1001.00,-103116.00,53648.00,2142.00,3354.00,1008.00,0.00,2260.00,20688.00,0.00,15308.00,732.00,4648.00,0.00,13520.00,2524.00,0.00,10996.00,0.00,0.00,-528.00,10540.00,664.00,156764.00,0.00,0.00,592.00,97816.00,80028.00,17564.00,4948.00,-88.00,5036.00,10160.00,-396.00,43644.00,-3522.00,33304.00,136420.00
1976:Q2,547381.00,169337.00,144856.00,64384.00,720.00,101056.00,16577.00,53189.00,-2738.00,621739.00,314167.00,175511.00,51756.00,75469.00,4836.00,-74358.00,62136.00,1032.00,-6813.00,-6441.00,-23398.00,89004.00,-1219.00,-111183.00,40609.00,4784.00,11020.00,-4044.00,0.00,6060.00,10704.00,0.00,5868.00,1360.00,3476.00,0.00,-4400.00,-2672.00,0.00,-1728.00,0.00,0.00,3904.00,11313.00,1268.00,151792.00,0.00,0.00,1356.00,119976.00,88960.00,30848.00,-5316.00,-88.00,-5228.00,7360.00,1336.00,27080.00,16957.00,39969.00,151152.00
1976:Q3,559850.00,176128.00,147693.00,64060.00,744.00,102836.00,16823.00,54200.00,-2634.00,637000.00,316232.00,182635.00,56020.00,77045.00,5068.00,-77150.00,63158.00,-468.00,-6945.00,-6579.00,8163.00,88687.00,-2624.00,-77900.00,53876.00,2272.00,1192.00,3864.00,0.00,2288.00,15292.00,0.00,9836.00,4064.00,1392.00,0.00,19012.00,4720.00,0.00,14292.00,0.00,0.00,2448.00,5992.00,1516.00,131776.00,0.00,1200.00,-404.00,84952.00,73692.00,10120.00,4820.00,-128.00,4948.00,10648.00,212.00,30348.00,-14742.00,39092.00,116992.00
1976:Q4,574633.00,182716.00,151329.00,63068.00,736.00,104424.00,16695.00,58382.00,-2717.00,650442.00,324356.00,185299.00,56184.00,79143.00,5460.00,-75809.00,64296.00,812.00,-7680.00,-4645.00,-5808.00,87932.00,278.00,-94018.00,31682.00,498.00,-3950.00,8296.00,0.00,-9788.00,21248.00,0.00,18820.00,2456.00,-28.00,0.00,8620.00,2108.00,0.00,6512.00,0.00,0.00,2896.00,3078.00,784.00,125700.00,0.00,1600.00,412.00,58500.00,52908.00,7208.00,3328.00,-60.00,3388.00,8164.00,1244.00,52452.00,1163.00,9474.00,103492.00
1977:Q1,593256.00,188798.00,154836.00,67400.00,708.00,110000.00,17746.00,56723.00,-2955.00,660146.00,331269.00,188004.00,54540.00,80513.00,5820.00,-66890.00,65451.00,-824.00,-13998.00,13383.00,15246.00,91465.00,1710.00,-77929.00,43436.00,1594.00,5006.00,4132.00,0.00,2084.00,26876.00,0.00,13540.00,14364.00,-1028.00,0.00,6268.00,1488.00,0.00,4780.00,0.00,0.00,616.00,-3624.00,484.00,121365.00,0.00,0.00,-44.00,65716.00,51520.00,14812.00,1236.00,-132.00,1368.00,8216.00,208.00,46033.00,-1863.00,28528.00,106457.00
1977:Q2,615605.00,195691.00,158028.00,73064.00,696.00,112840.00,18404.00,59964.00,-3082.00,674724.00,338813.00,188924.00,58388.00,82743.00,5856.00,-59119.00,66626.00,104.00,-7590.00,14993.00,24261.00,94242.00,603.00,-70584.00,44697.00,418.00,5810.00,4840.00,0.00,5416.00,27560.00,0.00,24612.00,3520.00,-572.00,0.00,2128.00,3924.00,0.00,-1796.00,0.00,0.00,1632.00,-4131.00,1024.00,115281.00,0.00,0.00,468.00,65640.00,32932.00,33020.00,-8284.00,-120.00,-8164.00,7312.00,668.00,49477.00,-9268.00,28249.00,98833.00
1977:Q3,631052.00,198551.00,161532.00,75632.00,724.00,115104.00,19136.00,63977.00,-3604.00,693340.00,345487.00,194352.00,61832.00,85253.00,6416.00,-62288.00,67688.00,-4.00,-7401.00,12805.00,23971.00,93637.00,-1920.00,-67746.00,71119.00,-372.00,-1224.00,8220.00,0.00,2860.00,32356.00,0.00,24404.00,6288.00,1664.00,0.00,19356.00,6280.00,0.00,13076.00,0.00,0.00,3548.00,5855.00,520.00,138865.00,0.00,0.00,396.00,124064.00,110488.00,15568.00,4764.00,-100.00,4864.00,7384.00,396.00,1861.00,-11166.00,41851.00,109597.00
1977:Q4,647211.00,208476.00,164260.00,76080.00,780.00,117468.00,19638.00,64204.00,-3695.00,712775.00,354839.00,196964.00,61268.00,89396.00,10308.00,-65564.00,69075.00,-28.00,-7215.00,10754.00,-5411.00,93287.00,155.00,-98853.00,37148.00,-304.00,-7088.00,10204.00,0.00,-10740.00,25396.00,0.00,21932.00,1212.00,2252.00,0.00,13928.00,7256.00,0.00,6672.00,0.00,0.00,532.00,4516.00,704.00,136001.00,0.00,200.00,180.00,75304.00,60180.00,15296.00,2652.00,-100.00,2752.00,6676.00,1412.00,49577.00,16165.00,12464.00,111317.00
1978:Q1,664576.00,211996.00,166912.00,71264.00,868.00,127012.00,21249.00,68921.00,-3646.00,730855.00,361211.00,200356.00,66380.00,94228.00,8680.00,-66279.00,70558.00,40.00,-6940.00,11179.00,15188.00,93606.00,1756.00,-80174.00,68758.00,-998.00,-6426.00,7148.00,0.00,2352.00,39040.00,0.00,29644.00,6840.00,2556.00,0.00,21436.00,6664.00,0.00,14772.00,0.00,0.00,6380.00,-1502.00,1328.00,148932.00,0.00,0.00,544.00,93892.00,59388.00,35796.00,1044.00,-96.00,1140.00,7352.00,212.00,45888.00,-4009.00,37974.00,118148.00
1978:Q2,704700.00,223084.00,173059.00,85184.00,940.00,130984.00,22881.00,71752.00,-3184.00,745497.00,368316.00,201648.00,69156.00,98009.00,8368.00,-40797.00,72192.00,1272.00,-6844.00,36967.00,47996.00,104996.00,-1436.00,-55564.00,91924.00,-1134.00,18706.00,8776.00,0.00,5528.00,36956.00,0.00,19308.00,18500.00,-852.00,0.00,14100.00,5764.00,0.00,8336.00,0.00,0.00,5328.00,2948.00,716.00,147488.00,0.00,0.00,388.00,100764.00,55848.00,45304.00,-7480.00,-108.00,-7372.00,6756.00,1224.00,45836.00,-11029.00,79988.00,135552.00
1978:Q3,720636.00,236298.00,169711.00,86348.00,988.00,133616.00,24229.00,71307.00,-1861.00,763042.00,374295.00,209908.00,68380.00,102171.00,8288.00,-42406.00,73805.00,-516.00,-6932.00,38847.00,47963.00,109720.00,2875.00,-64632.00,83776.00,-542.00,4310.00,7820.00,0.00,1916.00,33708.00,0.00,28256.00,6164.00,-712.00,0.00,27920.00,10048.00,0.00,17872.00,0.00,0.00,3460.00,4204.00,980.00,148408.00,0.00,200.00,516.00,124900.00,89432.00,37676.00,-116.00,-104.00,-12.00,8408.00,268.00,14232.00,-9116.00,55532.00,120164.00
1978:Q4,746640.00,247218.00,173910.00,91228.00,1020.00,136888.00,26058.00,73016.00,-2698.00,782682.00,383461.00,212764.00,69980.00,106069.00,10408.00,-36042.00,75239.00,936.00,-7036.00,45297.00,33390.00,113944.00,1377.00,-81931.00,68497.00,-9856.00,1080.00,5096.00,0.00,6716.00,27996.00,0.00,12060.00,19656.00,-3720.00,0.00,16192.00,6804.00,0.00,9388.00,0.00,0.00,8976.00,10753.00,1544.00,150428.00,0.00,0.00,448.00,82856.00,39116.00,45192.00,-60.00,-80.00,20.00,13868.00,1056.00,52260.00,11907.00,56417.00,138348.00
1979:Q1,765817.00,253625.00,176441.00,88512.00,1028.00,149696.00,28615.00,70681.00,-2781.00,796775.00,393100.00,217719.00,67412.00,110192.00,8352.00,-30958.00,76977.00,-724.00,-7152.00,53895.00,59391.00,109819.00,-619.00,-49809.00,60725.00,9594.00,-22942.00,2040.00,0.00,6500.00,34196.00,0.00,23320.00,14000.00,-3124.00,0.00,20776.00,12232.00,0.00,8544.00,0.00,0.00,2752.00,6729.00,1080.00,110534.00,4556.00,0.00,1104.00,41960.00,14424.00,30048.00,-44.00,-104.00,60.00,6548.00,-72.00,56482.00,-5496.00,37345.00,87154.00
1979:Q2,781183.00,261998.00,178493.00,89144.00,1080.00,151796.00,30205.00,71406.00,-2939.00,812637.00,400263.00,222187.00,68288.00,113123.00,8776.00,-31454.00,79134.00,700.00,-6976.00,53956.00,68946.00,116994.00,1718.00,-49766.00,81952.00,-452.00,19180.00,-1836.00,0.00,16868.00,13016.00,0.00,-716.00,14036.00,-304.00,0.00,32228.00,12276.00,0.00,19952.00,0.00,0.00,6988.00,-4708.00,668.00,131718.00,0.00,2000.00,1292.00,60432.00,36544.00,25676.00,504.00,-164.00,668.00,9072.00,1052.00,57366.00,-14990.00,82000.00,131766.00
1979:Q3,803833.00,274827.00,180902.00,88436.00,1176.00,155128.00,32297.00,74184.00,-3117.00,839387.00,406450.00,237735.00,70984.00,116086.00,8132.00,-35554.00,81545.00,-196.00,-7088.00,53275.00,43582.00,125358.00,-710.00,-81066.00,63280.00,-5074.00,5414.00,-992.00,0.00,10112.00,18072.00,0.00,3020.00,14828.00,224.00,0.00,25476.00,13080.00,0.00,12396.00,0.00,0.00,5852.00,3880.00,540.00,144346.00,0.00,0.00,1120.00,111992.00,84548.00,27748.00,-488.00,-100.00,-388.00,9644.00,8.00,22070.00,9693.00,60648.00,141714.00
1979:Q4,820349.00,285202.00,184568.00,85892.00,1308.00,158092.00,34229.00,75069.00,-4011.00,867660.00,421936.00,243891.00,72620.00,120349.00,8864.00,-47311.00,83950.00,1108.00,-7544.00,43075.00,51890.00,128228.00,-3795.00,-72543.00,50443.00,1570.00,-6318.00,-7428.00,0.00,5012.00,19484.00,0.00,-18504.00,36584.00,1404.00,0.00,24484.00,14652.00,0.00,9832.00,0.00,0.00,9576.00,4015.00,48.00,122986.00,0.00,0.00,924.00,66928.00,45252.00,22204.00,340.00,-104.00,444.00,4868.00,1084.00,48842.00,-8815.00,68503.00,141046.00
1980:Q1,843961.00,284825.00,189513.00,94700.00,1480.00,164092.00,37160.00,76317.00,-4126.00,900605.00,435466.00,254489.00,74552.00,126898.00,9200.00,-56644.00,86545.00,-1240.00,-7756.00,38897.00,54995.00,135780.00,-512.00,-80273.00,48943.00,8912.00,-18504.00,-1380.00,0.00,8928.00,-3236.00,0.00,-13724.00,9496.00,992.00,0.00,35376.00,18088.00,0.00,17288.00,0.00,0.00,7760.00,10795.00,292.00,129216.00,4608.00,4672.00,864.00,76624.00,54736.00,22144.00,124.00,-84.00,208.00,7216.00,-128.00,35236.00,-16098.00,62459.00,142732.00
1980:Q2,842398.00,292174.00,196896.00,74880.00,1600.00,164248.00,39290.00,78078.00,-4768.00,927837.00,452202.00,259637.00,73924.00,132450.00,9624.00,-85439.00,89434.00,-504.00,-8304.00,12803.00,-4179.00,134739.00,2917.00,-141835.00,24133.00,-1018.00,3398.00,-3328.00,0.00,13948.00,-2516.00,0.00,1792.00,-5580.00,1272.00,0.00,36316.00,18404.00,0.00,17912.00,0.00,0.00,2000.00,-24935.00,268.00,165968.00,0.00,200.00,560.00,132056.00,112288.00,20524.00,132.00,-128.00,260.00,8312.00,976.00,23732.00,16982.00,22081.00,163916.00
1980:Q3,874189.00,302195.00,204294.00,80920.00,1656.00,167596.00,41832.00,80788.00,-5092.00,970284.00,457463.00,291517.00,77288.00,133944.00,10072.00,-96095.00,92528.00,-1196.00,-8960.00,6589.00,19904.00,134356.00,305.00,-114757.00,63491.00,3376.00,-3592.00,-4156.00,0.00,11012.00,18784.00,0.00,22040.00,-3476.00,220.00,0.00,31948.00,16056.00,0.00,15892.00,0.00,0.00,7360.00,-2249.00,1008.00,178248.00,0.00,1000.00,304.00,117708.00,96544.00,21612.00,1320.00,-116.00,1436.00,7168.00,72.00,50676.00,-13315.00,40015.00,154772.00
1980:Q4,915522.00,318854.00,210617.00,88640.00,1652.00,172876.00,44248.00,84853.00,-6218.00,1000835.00,474448.00,294521.00,82316.00,139246.00,10304.00,-85313.00,95624.00,824.00,-8476.00,17963.00,46176.00,138932.00,-10269.00,-82487.00,71281.00,8576.00,6124.00,156.00,0.00,-13024.00,20752.00,0.00,21340.00,1016.00,-1604.00,0.00,29940.00,16604.00,0.00,13336.00,0.00,0.00,9008.00,9369.00,380.00,153768.00,0.00,-3000.00,528.00,104308.00,83924.00,20896.00,1704.00,-88.00,1792.00,9928.00,1340.00,38960.00,-28213.00,48149.00,130636.00
1981:Q1,968204.00,330898.00,230842.00,88328.00,1584.00,192792.00,47247.00,83162.00,-6649.00,1031615.00,489534.00,300175.00,77621.00,153729.00,10556.00,-63411.00,98632.00,-1516.00,-8336.00,45073.00,26885.00,146427.00,2452.00,-121994.00,97734.00,12922.00,16790.00,-1956.00,0.00,552.00,20152.00,0.00,17316.00,3372.00,-536.00,0.00,39344.00,14288.00,0.00,25056.00,0.00,0.00,7628.00,1798.00,504.00,219728.00,4372.00,1200.00,440.00,147360.00,121056.00,26520.00,788.00,-120.00,908.00,9832.00,-128.00,55864.00,18188.00,79510.00,201504.00
1981:Q2,982394.00,342672.00,235496.00,79444.00,1536.00,195288.00,49746.00,82813.00,-4601.00,1053378.00,503629.00,303151.00,77642.00,158252.00,10704.00,-70984.00,101818.00,-212.00,-8848.00,39894.00,50892.00,145369.00,-3074.00,-91403.00,15141.00,3412.00,-33588.00,1536.00,0.00,-3336.00,31184.00,0.00,23576.00,8256.00,-648.00,0.00,38356.00,15108.00,0.00,23248.00,0.00,0.00,5188.00,-29807.00,2196.00,106544.00,0.00,1000.00,396.00,88800.00,74108.00,15328.00,2920.00,-108.00,3028.00,6180.00,1336.00,5912.00,-10998.00,-11463.00,79940.00
1981:Q3,1005431.00,356887.00,237466.00,82860.00,1492.00,198820.00,52470.00,80514.00,-5078.00,1083721.00,509496.00,321431.00,76134.00,165540.00,11120.00,-78290.00,104587.00,-1616.00,-9204.00,37117.00,23399.00,145727.00,-10812.00,-111516.00,46188.00,1740.00,-8792.00,368.00,0.00,4056.00,28888.00,0.00,13536.00,14500.00,852.00,0.00,26256.00,9948.00,0.00,16308.00,0.00,0.00,2760.00,-10476.00,1388.00,157704.00,0.00,1000.00,432.00,97572.00,64688.00,33132.00,-516.00,-112.00,-404.00,4036.00,-96.00,55276.00,13718.00,33056.00,144572.00
1981:Q4,996251.00,352663.00,238772.00,73940.00,1456.00,200576.00,55297.00,77905.00,-4358.00,1110282.00,526896.00,323631.00,72889.00,173354.00,13512.00,-114031.00,107425.00,-148.00,-9364.00,2906.00,-17076.00,151859.00,-1690.00,-167245.00,42714.00,456.00,21196.00,8440.00,0.00,-14616.00,17728.00,0.00,5544.00,11328.00,856.00,0.00,22588.00,11140.00,0.00,11448.00,0.00,0.00,3928.00,-17158.00,152.00,209959.00,0.00,0.00,512.00,154128.00,123844.00,30548.00,1324.00,-96.00,1420.00,7396.00,1440.00,45159.00,19982.00,35750.00,202995.00
1982:Q1,995812.00,352515.00,237401.00,62748.00,1336.00,208368.00,58131.00,79136.00,-3823.00,1132472.00,537179.00,328285.00,74025.00,178987.00,13996.00,-136660.00,110184.00,-2768.00,-11092.00,-12616.00,-51943.00,150194.00,-1304.00,-200833.00,36888.00,4076.00,11028.00,10472.00,0.00,-7060.00,24232.00,0.00,35684.00,-13288.00,1836.00,0.00,17272.00,6828.00,0.00,10444.00,0.00,0.00,2872.00,-27040.00,1036.00,237721.00,0.00,1000.00,416.00,179028.00,139172.00,42248.00,872.00,-104.00,976.00,8444.00,140.00,47821.00,39327.00,228.00,201061.00
1982:Q2,1010614.00,359735.00,238262.00,64712.00,1328.00,209564.00,59623.00,81110.00,-3720.00,1154089.00,544397.00,337473.00,74227.00,184388.00,13604.00,-143475.00,113057.00,1020.00,-9980.00,-21458.00,-24740.00,156556.00,1193.00,-182489.00,24792.00,4370.00,-31934.00,3504.00,0.00,6216.00,26988.00,0.00,33028.00,-6052.00,12.00,0.00,25716.00,8216.00,0.00,17500.00,0.00,0.00,7012.00,-19056.00,1976.00,207281.00,0.00,1000.00,348.00,142516.00,101124.00,41476.00,2024.00,-128.00,2152.00,13708.00,1456.00,46229.00,3282.00,-10388.00,172101.00
