1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1978:Q1,9.00,12.00,43761.00,436.00,3792.00,224.00,2204.00,3916.00,144.00,676.00,-116.00,3212.00,248.00,9932.00,160.00,22849.00,0.00,368.00,3001.00,19480.00,43764.00,26445.00,17316.00
1978:Q2,9.00,14.00,31531.00,348.00,3992.00,248.00,-528.00,19012.00,-60.00,2832.00,-196.00,16436.00,352.00,9540.00,1088.00,-2521.00,0.00,1176.00,2235.00,-5932.00,31536.00,26367.00,5164.00
1978:Q3,9.00,15.00,35606.00,352.00,3676.00,240.00,1408.00,10348.00,-648.00,-4384.00,6204.00,9176.00,236.00,9432.00,-1816.00,11730.00,0.00,1476.00,-938.00,11192.00,35612.00,22438.00,13168.00
1978:Q4,10.00,15.00,32459.00,260.00,4604.00,348.00,1788.00,8060.00,-44.00,8360.00,-5172.00,4916.00,60.00,10124.00,-1404.00,8619.00,0.00,224.00,-7477.00,15872.00,32464.00,15667.00,16792.00
1979:Q1,11.00,22.00,25581.00,92.00,4268.00,564.00,1272.00,12960.00,1724.00,2192.00,4856.00,4188.00,308.00,10816.00,2400.00,-7099.00,0.00,1204.00,-18531.00,10228.00,25592.00,10485.00,15096.00
1979:Q2,11.00,22.00,28409.00,-72.00,3800.00,752.00,948.00,24768.00,3620.00,4804.00,3356.00,12988.00,-192.00,11104.00,192.00,-12891.00,0.00,804.00,-21435.00,7740.00,28420.00,11917.00,16492.00
1979:Q3,11.00,24.00,38011.00,-188.00,4148.00,900.00,168.00,26948.00,5584.00,3364.00,5080.00,12920.00,872.00,14984.00,940.00,-10761.00,0.00,1292.00,-12245.00,192.00,38024.00,23767.00,14244.00
1979:Q4,12.00,25.00,63463.00,-348.00,4720.00,1076.00,944.00,21852.00,6008.00,904.00,2220.00,12720.00,684.00,16484.00,44.00,18007.00,0.00,404.00,9519.00,8084.00,63476.00,44715.00,18748.00
1980:Q1,12.00,26.00,85662.00,-544.00,3744.00,1272.00,844.00,28324.00,4900.00,4832.00,3136.00,15456.00,208.00,15612.00,2024.00,34178.00,0.00,176.00,26558.00,7444.00,85676.00,67022.00,18640.00
1980:Q2,13.00,26.00,104075.00,-792.00,3476.00,1380.00,840.00,33376.00,4200.00,8736.00,6736.00,13704.00,288.00,15960.00,3324.00,46223.00,0.00,2084.00,38687.00,5452.00,104088.00,84587.00,19488.00
1980:Q3,13.00,27.00,111566.00,-1096.00,3284.00,1400.00,1184.00,30152.00,3916.00,4728.00,5680.00,15828.00,832.00,17512.00,1472.00,56826.00,0.00,1920.00,46166.00,8740.00,111580.00,91310.00,20256.00
1980:Q4,14.00,28.00,96878.00,-1140.00,5228.00,1752.00,-428.00,28844.00,3524.00,6584.00,7592.00,11144.00,372.00,16600.00,304.00,45346.00,0.00,1300.00,49178.00,-5132.00,96892.00,84162.00,12716.00
1981:Q1,12.00,29.00,80015.00,-924.00,4384.00,2444.00,-564.00,23232.00,3020.00,4548.00,7840.00,7824.00,736.00,17192.00,-1188.00,34703.00,0.00,524.00,39767.00,-5588.00,80032.00,68055.00,11960.00
1981:Q2,13.00,31.00,72074.00,-764.00,3216.00,3560.00,472.00,25720.00,6004.00,4764.00,10484.00,4468.00,492.00,16980.00,-1604.00,24002.00,0.00,224.00,19758.00,4020.00,72092.00,52798.00,19276.00
1981:Q3,13.00,32.00,63269.00,-676.00,4932.00,5116.00,680.00,23356.00,5760.00,848.00,11148.00,5600.00,28.00,17908.00,-3660.00,15585.00,0.00,-612.00,9473.00,6724.00,63288.00,40917.00,22352.00
1981:Q4,14.00,35.00,51159.00,-580.00,6064.00,4604.00,-1068.00,35296.00,5112.00,47716.00,-22056.00,4524.00,140.00,17292.00,-2972.00,-7617.00,0.00,1412.00,2003.00,-11032.00,51180.00,35363.00,15796.00
1982:Q1,16.00,42.00,44030.00,-2008.00,12436.00,1864.00,-2120.00,54984.00,-10120.00,37404.00,14812.00,12888.00,0.00,4000.00,-316.00,-24810.00,0.00,1048.00,-5718.00,-20140.00,44056.00,36234.00,7796.00
1982:Q2,17.00,41.00,60672.00,-424.00,13796.00,-4000.00,448.00,42820.00,-5472.00,24020.00,14712.00,9560.00,5892.00,8000.00,2548.00,-8408.00,0.00,1276.00,-12444.00,2760.00,60696.00,45360.00,15312.00
1982:Q3,17.00,39.00,88550.00,-996.00,12452.00,-3836.00,3232.00,35116.00,-11228.00,23456.00,8464.00,14424.00,3900.00,12000.00,4320.00,22362.00,0.00,3504.00,-6714.00,25572.00,88572.00,61794.00,26756.00
1982:Q4,18.00,38.00,112756.00,-1240.00,13076.00,-1532.00,228.00,38600.00,-10388.00,29068.00,9204.00,10716.00,5636.00,63716.00,6896.00,-12624.00,0.00,1844.00,-14676.00,208.00,112776.00,81800.00,30956.00
1983:Q1,18.00,50.00,128080.00,-584.00,16300.00,756.00,2344.00,35308.00,-3840.00,18232.00,4928.00,15988.00,5144.00,12408.00,-912.00,57316.00,0.00,3436.00,36216.00,17664.00,128112.00,97344.00,30736.00
1983:Q2,19.00,48.00,150675.00,532.00,22232.00,1404.00,4368.00,28100.00,4236.00,13288.00,4848.00,5728.00,2612.00,9384.00,-128.00,82171.00,0.00,4032.00,42859.00,35280.00,150704.00,107683.00,42992.00
1983:Q3,19.00,49.00,121378.00,1356.00,692.00,1496.00,-44.00,58412.00,6780.00,24212.00,10124.00,17296.00,3440.00,6544.00,2472.00,47010.00,0.00,520.00,47422.00,-932.00,121408.00,104258.00,17120.00
1983:Q4,20.00,51.00,103469.00,576.00,6604.00,1308.00,896.00,37452.00,1000.00,16912.00,7672.00,11868.00,-1780.00,8.00,2304.00,56101.00,0.00,572.00,48029.00,7500.00,103500.00,86177.00,17292.00
1984:Q1,20.00,68.00,54696.00,1388.00,-2820.00,1048.00,-1720.00,22988.00,9336.00,6764.00,1648.00,5240.00,-928.00,-14628.00,1228.00,48140.00,0.00,-1528.00,63596.00,-13928.00,54744.00,61596.00,-6900.00
1984:Q2,20.00,73.00,25839.00,1612.00,-592.00,788.00,-1088.00,-23580.00,10128.00,-11600.00,-3552.00,-18556.00,-2092.00,-19672.00,-732.00,71195.00,0.00,-1480.00,80995.00,-8320.00,25892.00,40255.00,-14416.00
1984:Q3,21.00,75.00,73010.00,-52.00,19420.00,1528.00,2796.00,71420.00,232.00,26560.00,11952.00,32676.00,-1312.00,14800.00,2812.00,-38402.00,0.00,3720.00,-63550.00,21428.00,73064.00,28734.00,44276.00
1984:Q4,21.00,77.00,56724.00,-676.00,12600.00,672.00,1264.00,83628.00,-10248.00,38560.00,12864.00,42452.00,2776.00,304.00,3644.00,-47488.00,0.00,2896.00,-58872.00,8488.00,56780.00,27972.00,28752.00
1985:Q1,21.00,99.00,63802.00,956.00,20680.00,1964.00,2956.00,-4064.00,-1116.00,15000.00,6788.00,-24736.00,5224.00,14172.00,1716.00,20198.00,0.00,3392.00,-6422.00,23228.00,63880.00,32882.00,30920.00
1985:Q2,22.00,99.00,80223.00,980.00,25600.00,2344.00,3200.00,27496.00,-380.00,29144.00,14624.00,-15892.00,3052.00,18488.00,1636.00,-2573.00,0.00,3828.00,-31369.00,24968.00,80300.00,39963.00,40260.00
1985:Q3,22.00,97.00,41237.00,160.00,-3084.00,896.00,-1620.00,6616.00,2432.00,14136.00,8308.00,-18260.00,-1772.00,9796.00,1152.00,29093.00,0.00,-692.00,43669.00,-13884.00,41312.00,43497.00,-2260.00
1985:Q4,24.00,99.00,85741.00,-2160.00,-8892.00,3392.00,28552.00,45160.00,8504.00,22312.00,60232.00,-45888.00,10620.00,-104.00,4960.00,4213.00,0.00,16648.00,-84727.00,72292.00,85816.00,41421.00,44320.00
1986:Q1,25.00,118.00,71567.00,-1840.00,5772.00,1720.00,332.00,57092.00,2048.00,11792.00,6160.00,37092.00,-616.00,-28320.00,4856.00,32571.00,16032.00,0.00,24947.00,-8408.00,71660.00,35775.00,35792.00
1986:Q2,25.00,108.00,38701.00,-1560.00,3700.00,-360.00,996.00,-5304.00,2516.00,-18600.00,-9636.00,20416.00,-3480.00,1648.00,1908.00,41153.00,11616.00,0.00,26893.00,2644.00,38784.00,31317.00,7384.00
1986:Q3,26.00,105.00,58489.00,-1300.00,10932.00,2716.00,1376.00,33112.00,3560.00,-6712.00,-2988.00,39252.00,-1532.00,-39696.00,1940.00,50941.00,9736.00,20.00,29789.00,11396.00,58568.00,29109.00,29380.00
1986:Q4,27.00,106.00,102525.00,-816.00,20872.00,3536.00,4040.00,-58068.00,6872.00,-49504.00,-25420.00,9984.00,-5416.00,15916.00,1624.00,120837.00,18324.00,120.00,41541.00,60852.00,102604.00,29853.00,72672.00
1987:Q1,27.00,114.00,71757.00,-460.00,-12928.00,816.00,-748.00,13988.00,6120.00,664.00,9376.00,-2172.00,-4636.00,45020.00,5492.00,25213.00,34752.00,1200.00,-54107.00,43368.00,71844.00,32273.00,39484.00
1987:Q2,29.00,115.00,59558.00,-320.00,532.00,3256.00,2404.00,3748.00,10964.00,-22852.00,28588.00,-12952.00,-3152.00,-24388.00,3624.00,73854.00,32728.00,1800.00,36398.00,2928.00,59644.00,37110.00,22448.00
1987:Q3,30.00,120.00,124986.00,-220.00,-10708.00,1316.00,-228.00,27164.00,7932.00,11816.00,7236.00,180.00,-2332.00,-29768.00,2872.00,136890.00,35548.00,2600.00,28030.00,70712.00,125076.00,42506.00,82480.00
1987:Q4,32.00,124.00,83676.00,-64.00,-20164.00,1980.00,-3120.00,21884.00,4012.00,11188.00,7292.00,-608.00,-2080.00,8416.00,-1596.00,78420.00,31144.00,432.00,140780.00,-93936.00,83768.00,47136.00,36540.00
1988:Q1,30.00,116.00,99906.00,800.00,1568.00,2472.00,20.00,-25460.00,-10064.00,-37788.00,34204.00,-11812.00,5636.00,50000.00,-2464.00,67334.00,-264.00,-2000.00,60874.00,8724.00,99992.00,50202.00,49704.00
1988:Q2,31.00,119.00,84256.00,2400.00,25084.00,4724.00,6772.00,4636.00,-180.00,3744.00,2588.00,-1516.00,6620.00,-6384.00,-1296.00,41700.00,8168.00,-2800.00,9140.00,27192.00,84344.00,52200.00,32056.00
1988:Q3,32.00,119.00,97093.00,4400.00,-468.00,1928.00,-808.00,62260.00,-10384.00,39048.00,9844.00,23752.00,10856.00,-21160.00,-2372.00,42457.00,-11772.00,-5000.00,13109.00,46120.00,97180.00,52717.00,44376.00
1988:Q4,32.00,121.00,101815.00,4044.00,17172.00,600.00,2572.00,11080.00,-5332.00,-6112.00,10668.00,11856.00,10732.00,4840.00,3396.00,47379.00,11324.00,4848.00,2859.00,28348.00,101904.00,50839.00,50976.00
1989:Q1,33.00,127.00,78074.00,2300.00,30300.00,3140.00,3952.00,10900.00,524.00,-33064.00,43216.00,224.00,3856.00,-37872.00,3908.00,57590.00,16800.00,6736.00,30790.00,3264.00,78168.00,47238.00,30836.00
1989:Q2,34.00,127.00,75495.00,-200.00,28332.00,4688.00,1784.00,46868.00,-2140.00,20680.00,14492.00,13836.00,6568.00,-25480.00,4772.00,8163.00,9616.00,7436.00,20883.00,-29772.00,75588.00,45747.00,29748.00
1989:Q3,35.00,133.00,83514.00,-1500.00,28364.00,800.00,4272.00,52932.00,296.00,22360.00,15404.00,14872.00,7228.00,-21268.00,5012.00,7674.00,12744.00,7596.00,31514.00,-44180.00,83612.00,45778.00,37736.00
1989:Q4,37.00,134.00,92771.00,-2224.00,22860.00,5032.00,-1084.00,65356.00,-5364.00,28720.00,22264.00,19736.00,8860.00,-51092.00,6748.00,38315.00,10056.00,7304.00,7159.00,13796.00,92868.00,47103.00,45668.00
1990:Q1,34.00,115.00,87195.00,-1900.00,6384.00,3884.00,160.00,16136.00,160.00,-45180.00,50060.00,11096.00,64.00,2208.00,6980.00,53279.00,17024.00,6896.00,60971.00,-31612.00,87276.00,48355.00,38840.00
1990:Q2,34.00,115.00,45047.00,-1600.00,-10892.00,-2608.00,-1404.00,70596.00,-1404.00,21628.00,19908.00,30464.00,3476.00,-13232.00,9036.00,-8325.00,908.00,5056.00,22003.00,-36292.00,45128.00,51315.00,-6268.00
1990:Q3,35.00,115.00,109076.00,600.00,-8672.00,-1212.00,-1428.00,42300.00,-1428.00,12768.00,10928.00,20032.00,1740.00,-11672.00,4548.00,82872.00,11516.00,5496.00,68936.00,-3076.00,109156.00,53700.00,55376.00
1990:Q4,37.00,112.00,81005.00,-420.00,-3552.00,1824.00,-2568.00,32844.00,-2568.00,10216.00,7940.00,17256.00,1148.00,23968.00,6884.00,20877.00,9140.00,6756.00,68825.00,-63844.00,81080.00,54501.00,26504.00
1991:Q1,34.00,93.00,100517.00,-340.00,-10344.00,-3528.00,-1516.00,53148.00,-1516.00,-30220.00,55624.00,29260.00,-6040.00,20820.00,10332.00,37985.00,14620.00,10736.00,24113.00,-11484.00,100576.00,53217.00,47300.00
1991:Q2,34.00,90.00,123164.00,-340.00,8636.00,2068.00,3656.00,4508.00,3656.00,-2172.00,-8344.00,11368.00,-8044.00,19860.00,11340.00,81480.00,24940.00,13856.00,11580.00,31104.00,123220.00,52956.00,70208.00
1991:Q3,34.00,85.00,114481.00,-340.00,18372.00,5372.00,5728.00,55828.00,5728.00,10840.00,11736.00,27524.00,-5548.00,-11172.00,12204.00,34037.00,18316.00,12936.00,9525.00,-6740.00,114532.00,52077.00,62404.00
1991:Q4,34.00,83.00,118911.00,-364.00,5320.00,-1152.00,7064.00,16980.00,7064.00,320.00,-6576.00,16172.00,-7068.00,16084.00,13780.00,68267.00,25168.00,10760.00,53443.00,-21104.00,118960.00,50315.00,68596.00
1992:Q1,28.00,77.00,107603.00,-192.00,-20196.00,416.00,-704.00,28704.00,-704.00,-42508.00,45504.00,26412.00,-3932.00,-51104.00,29792.00,124819.00,13444.00,9640.00,150627.00,-48892.00,107652.00,48203.00,59400.00
1992:Q2,28.00,77.00,115403.00,-32.00,-18204.00,272.00,512.00,8108.00,512.00,-3388.00,-8256.00,19240.00,-4676.00,75356.00,31668.00,22399.00,7872.00,9504.00,-8957.00,13980.00,115452.00,47287.00,68116.00
1992:Q3,28.00,78.00,115906.00,-20.00,-12520.00,2928.00,668.00,56440.00,668.00,10008.00,7788.00,37976.00,-2608.00,-15404.00,5428.00,80994.00,-24244.00,9880.00,101630.00,-6272.00,115956.00,47950.00,67956.00
1992:Q4,29.00,80.00,1265.00,60.00,-17524.00,660.00,272.00,26072.00,272.00,1588.00,-2692.00,26904.00,-3504.00,-5068.00,25472.00,-25175.00,-75464.00,10648.00,50841.00,-11200.00,1316.00,49121.00,-47856.00
1993:Q1,27.00,78.00,168561.00,136.00,4372.00,8864.00,3748.00,56508.00,3748.00,-38196.00,58760.00,32196.00,432.00,138060.00,25076.00,-68635.00,-10468.00,10616.00,-68427.00,-356.00,168612.00,49637.00,118924.00
1993:Q2,28.00,77.00,129523.00,100.00,-1168.00,8228.00,1752.00,4952.00,1752.00,-4800.00,-5420.00,13420.00,-1296.00,22628.00,38800.00,55527.00,4728.00,11416.00,57883.00,-18500.00,129572.00,51659.00,77864.00
1993:Q3,28.00,78.00,66838.00,68.00,-17396.00,752.00,-2856.00,90696.00,-2856.00,51068.00,-6760.00,49244.00,1976.00,-38080.00,28244.00,3434.00,-25956.00,12416.00,41262.00,-24288.00,66888.00,53042.00,13796.00
1993:Q4,28.00,81.00,73003.00,240.00,776.00,8412.00,1016.00,-3696.00,1016.00,-25424.00,8916.00,11796.00,-7360.00,14808.00,45528.00,13279.00,4260.00,14812.00,-69.00,-5724.00,73056.00,53107.00,19896.00
1994:Q1,34.00,83.00,194039.00,516.00,6884.00,10020.00,-4724.00,-1152.00,-4724.00,-1188.00,21240.00,-16480.00,-1748.00,-40492.00,60960.00,163775.00,58312.00,13336.00,104155.00,-12028.00,194088.00,51711.00,142328.00
1994:Q2,34.00,87.00,193279.00,712.00,1704.00,6540.00,-5544.00,81680.00,-5544.00,33504.00,51752.00,1968.00,64.00,70272.00,34284.00,3567.00,35384.00,12368.00,-59281.00,15096.00,193332.00,52187.00,141092.00
1994:Q3,35.00,87.00,62664.00,716.00,-4680.00,1176.00,-7428.00,70888.00,-7428.00,23940.00,56184.00,-1808.00,-8.00,42768.00,32152.00,-72920.00,-39548.00,11544.00,-53292.00,8376.00,62716.00,53260.00,9404.00
1994:Q4,35.00,90.00,31465.00,1788.00,21944.00,3984.00,-7032.00,25632.00,-7032.00,10576.00,33152.00,-11064.00,-19064.00,-94128.00,97800.00,541.00,68084.00,9508.00,-65255.00,-11796.00,31520.00,54253.00,-22788.00
1995:Q1,37.00,96.00,34717.00,848.00,10956.00,3552.00,288.00,30628.00,288.00,2892.00,6364.00,21084.00,784.00,-64288.00,61584.00,-9635.00,-71848.00,5428.00,50773.00,6012.00,34776.00,53901.00,-19184.00
1995:Q2,37.00,98.00,85379.00,856.00,4260.00,10120.00,284.00,15184.00,284.00,248.00,260.00,14392.00,788.00,-78068.00,62368.00,69587.00,5184.00,5436.00,52959.00,6008.00,85440.00,54543.00,30836.00
1995:Q3,37.00,100.00,128969.00,860.00,9560.00,4752.00,292.00,-1732.00,292.00,-5668.00,-2216.00,5860.00,784.00,-105492.00,79316.00,140629.00,7088.00,5428.00,122105.00,6008.00,129032.00,53757.00,75212.00
1995:Q4,38.00,100.00,103154.00,896.00,7632.00,7504.00,280.00,19376.00,280.00,344.00,3080.00,15672.00,788.00,-118760.00,69684.00,115754.00,11256.00,5436.00,93050.00,6012.00,103216.00,51130.00,52024.00
1996:Q1,39.00,93.00,103126.00,892.00,8456.00,11600.00,4092.00,27480.00,4092.00,4280.00,-820.00,19928.00,780.00,-111136.00,52788.00,108174.00,4036.00,5428.00,81306.00,17404.00,103180.00,47794.00,55332.00
1996:Q2,39.00,95.00,83364.00,884.00,12604.00,7024.00,4084.00,17840.00,4084.00,-816.00,152.00,14420.00,780.00,-115660.00,52236.00,103572.00,9568.00,5428.00,71164.00,17412.00,83420.00,45908.00,37456.00
1996:Q3,39.00,98.00,92237.00,896.00,9544.00,10832.00,4088.00,-47644.00,4088.00,-17020.00,-21384.00,-13328.00,792.00,-74604.00,49952.00,138381.00,19484.00,5432.00,96053.00,17412.00,92296.00,46409.00,45828.00
1996:Q4,40.00,103.00,86941.00,-8.00,4108.00,16392.00,7292.00,-36968.00,7292.00,-7684.00,-26168.00,-10408.00,512.00,-63044.00,56848.00,101809.00,-14076.00,5424.00,83449.00,27012.00,87004.00,48309.00,38632.00
1997:Q1,44.00,104.00,59016.00,2160.00,8836.00,19288.00,-1152.00,44692.00,-1148.00,3780.00,6952.00,35108.00,1052.00,-157688.00,75052.00,66776.00,-32188.00,9700.00,86324.00,2940.00,59076.00,49900.00,9116.00
1997:Q2,44.00,105.00,99451.00,1120.00,12040.00,9768.00,1856.00,34136.00,1856.00,-404.00,4300.00,28384.00,1100.00,-138844.00,46712.00,131563.00,10100.00,5796.00,103475.00,12192.00,99512.00,52767.00,46684.00
1997:Q3,45.00,110.00,97995.00,3304.00,-1092.00,29556.00,-160.00,43468.00,-156.00,2540.00,7864.00,33220.00,1220.00,-143584.00,57156.00,108127.00,1680.00,5796.00,94291.00,6360.00,98060.00,54275.00,43720.00
1997:Q4,45.00,112.00,129389.00,-1104.00,24112.00,-4152.00,4276.00,49796.00,4288.00,2044.00,5700.00,37764.00,-184.00,-171108.00,84220.00,143533.00,13704.00,12256.00,99113.00,18460.00,129456.00,53625.00,75764.00
1998:Q1,49.00,124.00,184717.00,-1308.00,30284.00,2424.00,1588.00,-6808.00,1616.00,-12120.00,-2580.00,6276.00,124.00,-21444.00,46916.00,132941.00,-3652.00,17428.00,111737.00,7428.00,184792.00,51093.00,133624.00
1998:Q2,50.00,131.00,145527.00,-1364.00,33468.00,2156.00,1504.00,-30788.00,1564.00,-9356.00,-20080.00,-2916.00,180.00,-46916.00,76612.00,110675.00,-35744.00,18000.00,120971.00,7448.00,145608.00,50459.00,95068.00
1998:Q3,51.00,132.00,137399.00,-1384.00,28304.00,3092.00,1092.00,-8064.00,1216.00,-16576.00,-10776.00,18072.00,568.00,-93548.00,111708.00,95631.00,-19336.00,18188.00,90287.00,6492.00,137480.00,50807.00,86592.00
1998:Q4,52.00,132.00,149816.00,600.00,26744.00,4744.00,428.00,3412.00,640.00,-16472.00,-39080.00,58324.00,-1700.00,41568.00,15244.00,58776.00,-1876.00,-2092.00,63060.00,-316.00,149896.00,51644.00,98172.00
1999:Q1,49.00,120.00,23661.00,-1076.00,-35936.00,16280.00,4668.00,69340.00,3316.00,7536.00,35656.00,22832.00,1812.00,-280476.00,84120.00,164929.00,1036.00,-12456.00,157857.00,18492.00,23732.00,51561.00,-27900.00
1999:Q2,52.00,119.00,60697.00,1712.00,-33692.00,11260.00,664.00,113740.00,2924.00,29108.00,37652.00,44056.00,1816.00,-198836.00,53880.00,110153.00,-11084.00,-15864.00,115069.00,22032.00,60764.00,52525.00,8172.00
1999:Q3,54.00,120.00,83598.00,1320.00,-46244.00,20584.00,1644.00,84076.00,2440.00,28580.00,24484.00,28572.00,1812.00,-215104.00,119348.00,116162.00,28452.00,-20148.00,87658.00,20200.00,83664.00,52026.00,31572.00
1999:Q4,55.00,122.00,118965.00,3536.00,-40820.00,2184.00,800.00,130180.00,1872.00,2284.00,49072.00,76952.00,1812.00,-12148.00,5760.00,27661.00,-65876.00,-25012.00,100441.00,18108.00,119032.00,49661.00,69304.00
2000:Q1,46.00,94.00,150824.00,1384.00,-11356.00,1140.00,-3780.00,-31720.00,-2424.00,-9356.00,13276.00,-33216.00,852.00,161340.00,60976.00,-28012.00,-8964.00,-8056.00,-5164.00,-5828.00,150872.00,46764.00,104060.00
2000:Q2,47.00,100.00,70923.00,2380.00,-34648.00,52.00,-5064.00,-125712.00,-3464.00,-5536.00,-53108.00,-63604.00,356.00,-13020.00,127340.00,119239.00,-24116.00,-27116.00,170871.00,-400.00,70976.00,45659.00,25264.00
2000:Q3,47.00,103.00,77020.00,4532.00,-28912.00,11652.00,-5448.00,-132128.00,-3676.00,-7140.00,-36212.00,-85100.00,176.00,14024.00,123980.00,89144.00,-29488.00,-21164.00,142128.00,-2332.00,77076.00,47520.00,29500.00
2000:Q4,48.00,106.00,115914.00,4940.00,-16216.00,3456.00,-6116.00,-195920.00,-4312.00,-15276.00,-50520.00,-125812.00,-448.00,95172.00,115464.00,115582.00,-27912.00,-20032.00,163914.00,-388.00,115972.00,51246.00,64668.00
2001:Q1,54.00,110.00,-31784.00,-4800.00,-48104.00,-14204.00,-19728.00,77224.00,-18032.00,24072.00,66704.00,4480.00,-6756.00,-17728.00,10980.00,-8668.00,-63972.00,-8920.00,194644.00,-130420.00,-31728.00,54528.00,-86312.00
2001:Q2,55.00,112.00,152243.00,564.00,-28336.00,-776.00,-5100.00,-77440.00,-3668.00,-23180.00,-14788.00,-35804.00,-652.00,172592.00,-9676.00,101067.00,31440.00,-25672.00,113923.00,-18624.00,152300.00,58747.00,93496.00
2001:Q3,55.00,114.00,88217.00,552.00,-33484.00,-1556.00,-5216.00,-69308.00,-4188.00,-2624.00,-41816.00,-20680.00,-532.00,152148.00,122752.00,-77139.00,-109120.00,-28544.00,74065.00,-13540.00,88276.00,60753.00,27464.00
2001:Q4,55.00,104.00,196355.00,448.00,-35868.00,-6228.00,-5388.00,-78156.00,-4856.00,-27932.00,-6840.00,-38528.00,-796.00,111272.00,48076.00,162995.00,88076.00,-35196.00,124971.00,-14856.00,196404.00,59707.00,136648.00
2002:Q1,52.00,72.00,317020.00,24.00,-5424.00,4480.00,3800.00,43212.00,2892.00,18560.00,-11968.00,33728.00,2384.00,-31608.00,124804.00,175348.00,85116.00,19828.00,65944.00,4460.00,317040.00,56476.00,260544.00
2002:Q2,52.00,69.00,-41793.00,272.00,-6936.00,20156.00,244.00,62048.00,-876.00,-11052.00,11392.00,62584.00,-104.00,-142808.00,60036.00,-34701.00,-71180.00,-9488.00,27671.00,18296.00,-41776.00,55727.00,-97520.00
2002:Q3,53.00,67.00,-23730.00,328.00,-5688.00,12464.00,1216.00,-36964.00,-172.00,-7264.00,-28220.00,-1308.00,264.00,-36008.00,81152.00,-40494.00,-108028.00,17416.00,45770.00,4348.00,-23716.00,56978.00,-80708.00
2002:Q4,54.00,67.00,85467.00,256.00,2432.00,572.00,128.00,-103160.00,360.00,-18140.00,-37464.00,-47916.00,-196.00,-51424.00,40484.00,196375.00,49408.00,-21656.00,183955.00,-15332.00,85480.00,59667.00,25800.00
2003:Q1,51.00,68.00,316467.00,248.00,-16392.00,-4704.00,1672.00,78184.00,1380.00,30880.00,31260.00,14664.00,-280.00,294252.00,-5488.00,-31025.00,-17608.00,14148.00,-43265.00,15700.00,316484.00,61487.00,254980.00
2003:Q2,52.00,70.00,186246.00,184.00,13840.00,1168.00,1512.00,55616.00,-10468.00,19176.00,29920.00,16988.00,-680.00,-31128.00,17460.00,128274.00,93880.00,-14212.00,51774.00,-3168.00,186264.00,64226.00,122020.00
2003:Q3,52.00,70.00,102162.00,148.00,-9300.00,1372.00,1116.00,58352.00,-588.00,-12388.00,44772.00,26556.00,140.00,-142372.00,30080.00,162626.00,38496.00,-5280.00,146890.00,-17480.00,102180.00,64438.00,37724.00
2003:Q4,53.00,71.00,174330.00,124.00,22560.00,108.00,1452.00,97160.00,7596.00,19164.00,43764.00,26636.00,468.00,-137480.00,20344.00,169594.00,100408.00,4668.00,70814.00,-6296.00,174348.00,61422.00,112908.00
2004:Q1,55.00,170.00,133717.00,36.00,-8700.00,-432.00,936.00,3012.00,-640.00,-12084.00,3056.00,12680.00,-268.00,31184.00,95172.00,12777.00,-30048.00,-9108.00,52305.00,-372.00,133832.00,56957.00,76760.00
2004:Q2,56.00,175.00,156561.00,112.00,-34224.00,848.00,2172.00,7336.00,232.00,3852.00,15600.00,-12348.00,-180.00,-58928.00,103492.00,135933.00,14936.00,13600.00,83745.00,23652.00,156680.00,54461.00,102100.00
2004:Q3,57.00,182.00,227751.00,128.00,7544.00,1068.00,1008.00,-9276.00,808.00,-8960.00,15404.00,-16528.00,268.00,95660.00,72528.00,58823.00,-39820.00,-11932.00,121595.00,-11020.00,227876.00,55483.00,172268.00
2004:Q4,58.00,188.00,244990.00,148.00,16780.00,732.00,-1908.00,-8380.00,-1116.00,-2344.00,9324.00,-14244.00,-696.00,5132.00,79292.00,153890.00,76676.00,-5024.00,79690.00,2548.00,245120.00,58874.00,186116.00
2005:Q1,57.00,141.00,137612.00,172.00,-6288.00,1532.00,3560.00,27456.00,2500.00,5368.00,10252.00,9336.00,-348.00,-63732.00,81560.00,93700.00,-2472.00,-4604.00,105908.00,-5132.00,137696.00,62000.00,75612.00
2005:Q2,57.00,144.00,163993.00,184.00,14604.00,1372.00,-28.00,32244.00,180.00,3516.00,1112.00,27436.00,-84.00,-56464.00,73008.00,99157.00,-608.00,-6364.00,114517.00,-8388.00,164080.00,66201.00,97792.00
2005:Q3,58.00,148.00,182238.00,308.00,14184.00,2660.00,44.00,47076.00,356.00,5392.00,15416.00,25912.00,-112.00,-38820.00,61152.00,95746.00,13828.00,9280.00,82530.00,-9892.00,182328.00,67786.00,114452.00
2005:Q4,59.00,155.00,164680.00,344.00,1596.00,2988.00,696.00,68776.00,832.00,-1496.00,49092.00,20348.00,-324.00,-61120.00,73544.00,78180.00,16908.00,-5852.00,69244.00,-2120.00,164776.00,65712.00,98968.00
2006:Q1,48.00,81.00,172847.00,436.00,-2868.00,3916.00,1428.00,10228.00,1412.00,1564.00,-1252.00,8504.00,-220.00,-33048.00,52068.00,140907.00,-10492.00,-2048.00,165075.00,-11628.00,172880.00,61023.00,111824.00
