1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1981:Q1,-5744.00,5324.00,-1816.00,9324.00,-10304.00,-3312.00,-116.00,-7028.00,152.00,0.00,-8272.00,-3652.00,-13876.00,9256.00,-5744.00,0.00,-2656.00,-3644.00,556.00,0.00
1981:Q2,107600.00,3852.00,57364.00,13812.00,24960.00,7920.00,-124.00,12952.00,4212.00,0.00,7612.00,1152.00,3384.00,3076.00,107600.00,0.00,95848.00,11284.00,468.00,0.00
1981:Q3,75240.00,-1456.00,48940.00,12992.00,1704.00,1576.00,-120.00,-3540.00,3788.00,0.00,13060.00,2280.00,7400.00,3380.00,75240.00,0.00,57744.00,16740.00,756.00,0.00
1981:Q4,43896.00,-3952.00,24668.00,9484.00,13988.00,1452.00,-120.00,8636.00,4020.00,0.00,-292.00,3300.00,-14760.00,11168.00,43896.00,0.00,42460.00,16.00,1420.00,0.00
1982:Q1,91920.00,7844.00,113760.00,-3392.00,-17332.00,5192.00,-136.00,-20768.00,-1620.00,0.00,-8960.00,-2608.00,1384.00,-7736.00,91920.00,0.00,47388.00,42376.00,2156.00,0.00
1982:Q2,82088.00,5636.00,90456.00,-8804.00,2636.00,36.00,100.00,3908.00,-1408.00,0.00,-7836.00,2836.00,-4228.00,-6444.00,82088.00,0.00,72880.00,6224.00,2984.00,0.00
1982:Q3,66764.00,-3324.00,73864.00,-8496.00,7820.00,-356.00,88.00,5880.00,2208.00,0.00,-3100.00,1656.00,-760.00,-3996.00,66764.00,0.00,57804.00,5852.00,3108.00,0.00
1982:Q4,13720.00,-3676.00,11584.00,-5544.00,13492.00,5492.00,12.00,5200.00,2788.00,0.00,-2136.00,-2076.00,6504.00,-6564.00,13720.00,0.00,17648.00,-6480.00,2552.00,0.00
1983:Q1,26056.00,-7976.00,7356.00,260.00,8708.00,9980.00,-24.00,-3260.00,2012.00,0.00,17708.00,5020.00,3124.00,9564.00,26056.00,0.00,18184.00,5768.00,2104.00,0.00
1983:Q2,19628.00,-9676.00,8984.00,-1408.00,20212.00,3480.00,-360.00,15120.00,1972.00,0.00,1516.00,3404.00,216.00,-2104.00,19628.00,0.00,22208.00,-4412.00,1832.00,0.00
1983:Q3,30156.00,2980.00,40948.00,984.00,-11628.00,-1476.00,-240.00,-8340.00,-1572.00,0.00,-3128.00,-1064.00,-2120.00,56.00,30156.00,0.00,21120.00,7380.00,1656.00,0.00
1983:Q4,69204.00,7272.00,46640.00,8648.00,8248.00,-2272.00,-276.00,12020.00,-1224.00,0.00,-1604.00,4800.00,-4836.00,-1568.00,69204.00,0.00,75668.00,-8072.00,1608.00,0.00
1984:Q1,88208.00,5148.00,76200.00,19412.00,-9264.00,164.00,36.00,-3088.00,-6376.00,0.00,-3288.00,416.00,-4532.00,828.00,88208.00,0.00,74152.00,12628.00,1428.00,0.00
1984:Q2,100644.00,-16136.00,90956.00,16708.00,11824.00,13684.00,84.00,-188.00,-1756.00,0.00,-2708.00,4196.00,-1356.00,-5548.00,100644.00,0.00,96820.00,2668.00,1156.00,0.00
1984:Q3,29016.00,-16796.00,27160.00,18048.00,9680.00,2912.00,56.00,956.00,5756.00,0.00,-9076.00,-3452.00,-5716.00,92.00,29016.00,0.00,28084.00,-256.00,1188.00,0.00
1984:Q4,78756.00,13840.00,42544.00,16912.00,16856.00,-3992.00,20.00,15248.00,5580.00,0.00,-11396.00,-4652.00,-984.00,-5760.00,78756.00,0.00,66100.00,11124.00,1532.00,0.00
1985:Q1,45980.00,8024.00,60044.00,6088.00,-19676.00,-9636.00,40.00,-8500.00,-1580.00,0.00,-8500.00,-4564.00,-4816.00,880.00,45980.00,0.00,42412.00,1620.00,1948.00,0.00
1985:Q2,40640.00,15072.00,16896.00,2900.00,10680.00,-7516.00,260.00,19312.00,-1376.00,0.00,-4908.00,-432.00,664.00,-5140.00,40640.00,0.00,26112.00,12072.00,2456.00,0.00
1985:Q3,72100.00,-22000.00,49360.00,-180.00,35664.00,25748.00,380.00,5760.00,3776.00,0.00,9256.00,1396.00,5668.00,2192.00,72100.00,0.00,45740.00,24040.00,2320.00,0.00
1985:Q4,50652.00,20616.00,37700.00,-600.00,168.00,-18412.00,440.00,14508.00,3632.00,0.00,-7232.00,-2036.00,-6880.00,1684.00,50652.00,0.00,32396.00,16720.00,1536.00,0.00
1986:Q1,35012.00,5092.00,44488.00,3356.00,-4044.00,-276.00,360.00,-2496.00,-1632.00,0.00,-13880.00,684.00,-2464.00,-12100.00,35012.00,0.00,34280.00,-72.00,804.00,0.00
1986:Q2,26860.00,-35152.00,33080.00,-3484.00,40504.00,40800.00,360.00,788.00,-1444.00,0.00,-8088.00,-5852.00,6596.00,-8832.00,26860.00,0.00,14188.00,12524.00,148.00,0.00
1986:Q3,7636.00,-25396.00,25968.00,-196.00,9408.00,23704.00,364.00,-21820.00,7160.00,0.00,-2148.00,-596.00,-5124.00,3572.00,7636.00,0.00,-28396.00,36164.00,-132.00,0.00
1986:Q4,221448.00,49340.00,159308.00,2700.00,-11880.00,-13636.00,276.00,2724.00,-1244.00,0.00,21980.00,1392.00,7036.00,13552.00,221448.00,0.00,155404.00,66068.00,-24.00,0.00
1987:Q1,-56368.00,9008.00,-40100.00,6376.00,-23888.00,-16408.00,500.00,-9508.00,1528.00,0.00,-7764.00,11076.00,-11788.00,-7052.00,-56368.00,0.00,-87824.00,31492.00,-36.00,0.00
1987:Q2,-10400.00,-14744.00,2140.00,9012.00,2876.00,92.00,500.00,3504.00,-1220.00,0.00,-9684.00,-9068.00,1812.00,-2428.00,-10400.00,0.00,-22800.00,12572.00,-172.00,0.00
1987:Q3,49396.00,11340.00,35912.00,10896.00,-3520.00,-16124.00,520.00,9972.00,2112.00,0.00,-5232.00,-5156.00,-2964.00,2888.00,49396.00,0.00,37796.00,11812.00,-212.00,0.00
1987:Q4,28528.00,-4064.00,19676.00,8484.00,-24476.00,-840.00,480.00,-24548.00,432.00,0.00,28908.00,4980.00,-2892.00,26820.00,28528.00,0.00,1404.00,27272.00,-148.00,0.00
1988:Q1,49748.00,15292.00,40896.00,12048.00,-2252.00,-12020.00,796.00,6512.00,2460.00,0.00,-16236.00,1468.00,164.00,-17868.00,49748.00,0.00,41688.00,7800.00,260.00,0.00
1988:Q2,56920.00,-10120.00,56180.00,7756.00,12132.00,18608.00,1192.00,-7156.00,-512.00,0.00,-9028.00,-500.00,1712.00,-10240.00,56920.00,0.00,30048.00,26368.00,504.00,0.00
1988:Q3,-19460.00,-4100.00,18856.00,7520.00,-14392.00,-8504.00,360.00,-3048.00,-3200.00,0.00,-27344.00,-892.00,-2412.00,-24040.00,-19460.00,0.00,6440.00,-26440.00,540.00,0.00
1988:Q4,52160.00,448.00,29916.00,9840.00,13596.00,6040.00,3976.00,3564.00,16.00,0.00,-1640.00,-2428.00,600.00,188.00,52160.00,0.00,5336.00,46464.00,360.00,0.00
1989:Q1,36542.00,12295.00,19375.00,12636.00,-8201.00,-15897.00,2960.00,2168.00,2568.00,0.00,436.00,548.00,-1088.00,976.00,36542.00,0.00,15991.00,20523.00,28.00,0.00
1989:Q2,26523.00,-15403.00,43554.00,12866.00,22062.00,14314.00,464.00,9704.00,-2420.00,0.00,-36556.00,-2004.00,2788.00,-37340.00,26523.00,0.00,56027.00,-29031.00,-472.00,0.00
1989:Q3,20751.00,-37259.00,24075.00,12919.00,39784.00,37796.00,252.00,3800.00,-2064.00,0.00,-18768.00,-1988.00,1916.00,-18696.00,20751.00,0.00,15712.00,5152.00,-112.00,0.00
1989:Q4,3168.00,2187.00,-620.00,12630.00,7039.00,16539.00,280.00,-7964.00,-1816.00,0.00,-18068.00,-5960.00,800.00,-12908.00,3168.00,0.00,-7209.00,9269.00,1108.00,0.00
1990:Q1,-54033.00,-8895.00,-21209.00,7059.00,2332.00,5556.00,280.00,-3592.00,88.00,0.00,-33320.00,-9588.00,-7380.00,-16352.00,-54033.00,0.00,-30211.00,-25602.00,2696.00,-916.00
1990:Q2,10015.00,-12199.00,8701.00,2532.00,8377.00,15193.00,280.00,-3732.00,-3364.00,0.00,2604.00,-1500.00,-908.00,5012.00,10015.00,0.00,-1338.00,7613.00,4660.00,-920.00
1990:Q3,-28830.00,25102.00,-16231.00,2040.00,-21436.00,-13200.00,280.00,-2740.00,-5776.00,0.00,-18304.00,-4816.00,3484.00,-16972.00,-28830.00,0.00,-35497.00,3332.00,4272.00,-936.00
1990:Q4,-30341.00,-461.00,-13193.00,4197.00,-7244.00,5436.00,280.00,-10440.00,-2520.00,0.00,-13640.00,-9412.00,-8084.00,3856.00,-30341.00,0.00,-47706.00,16757.00,1540.00,-932.00
1991:Q1,-30352.00,-23896.00,-38609.00,3436.00,27146.00,27554.00,280.00,3028.00,-3716.00,0.00,1572.00,-6456.00,4544.00,3484.00,-30352.00,0.00,-50799.00,22731.00,-1228.00,-1056.00
1991:Q2,-65323.00,-2140.00,-59334.00,-2896.00,11779.00,4575.00,296.00,9584.00,-2676.00,0.00,-12732.00,108.00,-868.00,-11972.00,-65323.00,0.00,-73391.00,13176.00,-4036.00,-1072.00
1991:Q3,-26974.00,35886.00,-37641.00,-2083.00,-32153.00,-30357.00,468.00,-336.00,-1928.00,0.00,9016.00,568.00,2372.00,6076.00,-26974.00,0.00,-72063.00,50521.00,-4352.00,-1080.00
1991:Q4,-25899.00,-17258.00,-53944.00,1767.00,35984.00,27984.00,1476.00,12728.00,-6204.00,0.00,7552.00,-8916.00,-1732.00,18200.00,-25899.00,0.00,-67131.00,44512.00,-2200.00,-1080.00
1992:Q1,-43443.00,378.00,-40911.00,3424.00,7983.00,11299.00,1832.00,-3116.00,-2032.00,0.00,-14316.00,-5036.00,472.00,-9752.00,-43443.00,0.00,-25713.00,-16022.00,196.00,-1904.00
1992:Q2,-18344.00,11128.00,-45497.00,1546.00,-5401.00,-5689.00,604.00,1152.00,-1468.00,0.00,19880.00,-2968.00,5776.00,17072.00,-18344.00,0.00,-41734.00,25034.00,264.00,-1908.00
1992:Q3,-8549.00,-16697.00,-12770.00,1634.00,20900.00,15804.00,1336.00,4320.00,-560.00,0.00,-1616.00,-7932.00,1808.00,4508.00,-8549.00,0.00,-9430.00,2580.00,224.00,-1924.00
1992:Q4,-31776.00,33147.00,-26941.00,4344.00,-16953.00,-13373.00,-8792.00,10620.00,-5408.00,0.00,-25372.00,-2196.00,-6448.00,-16728.00,-31776.00,0.00,-36295.00,6492.00,-44.00,-1928.00
1993:Q1,-97790.00,11649.00,-30686.00,-9514.00,-48171.00,-38435.00,-580.00,-8996.00,-160.00,0.00,-21068.00,-5160.00,2448.00,-18356.00,-97790.00,0.00,-27339.00,-70315.00,-348.00,212.00
1993:Q2,20743.00,-11183.00,-5057.00,9271.00,31940.00,12304.00,-60.00,19264.00,432.00,0.00,-4228.00,-2448.00,5152.00,-6932.00,20743.00,0.00,26683.00,-5444.00,-712.00,216.00
1993:Q3,23055.00,26800.00,-4959.00,-3110.00,-8612.00,-15256.00,-236.00,5160.00,1720.00,0.00,12936.00,18392.00,524.00,-5980.00,23055.00,0.00,25571.00,-2036.00,-700.00,220.00
1993:Q4,47491.00,8109.00,11526.00,20897.00,1023.00,-13425.00,112.00,12944.00,1392.00,0.00,5936.00,2748.00,-3108.00,6296.00,47491.00,0.00,29088.00,18523.00,-336.00,216.00
1994:Q1,-12380.00,11348.00,10691.00,16254.00,-13762.00,-23050.00,2584.00,6432.00,272.00,0.00,-36912.00,-25888.00,2088.00,-13112.00,-12380.00,0.00,6414.00,-20094.00,416.00,884.00
1994:Q2,23163.00,-6949.00,48941.00,14222.00,-34628.00,-23588.00,2800.00,-19964.00,6124.00,0.00,1576.00,-2560.00,-3812.00,7948.00,23163.00,0.00,41546.00,-19131.00,-148.00,896.00
1994:Q3,58796.00,18460.00,58765.00,16084.00,-26021.00,-15533.00,3200.00,-15092.00,1404.00,0.00,-8492.00,536.00,2628.00,-11656.00,58796.00,0.00,44854.00,11215.00,1824.00,904.00
1994:Q4,108253.00,14716.00,68926.00,14708.00,8443.00,-6053.00,1332.00,7936.00,5228.00,0.00,1460.00,-1312.00,-2388.00,5160.00,108253.00,0.00,58843.00,43918.00,4588.00,904.00
1995:Q1,132914.00,6803.00,123589.00,19306.00,-17475.00,-3823.00,-1332.00,-11556.00,-764.00,0.00,692.00,-856.00,-168.00,1716.00,132914.00,0.00,92713.00,38698.00,1116.00,388.00
1995:Q2,144189.00,11430.00,88530.00,9257.00,23528.00,14664.00,-3108.00,18624.00,-6652.00,0.00,11444.00,-1584.00,2928.00,10100.00,144189.00,0.00,96088.00,45489.00,2216.00,396.00
1995:Q3,93234.00,26653.00,50771.00,10246.00,4795.00,587.00,-1776.00,3692.00,2292.00,0.00,768.00,604.00,3988.00,-3824.00,93234.00,0.00,69635.00,21432.00,1772.00,396.00
1995:Q4,73595.00,29158.00,46386.00,7015.00,-22309.00,-18409.00,2180.00,-8832.00,2752.00,0.00,13344.00,948.00,1104.00,11292.00,73595.00,0.00,38941.00,32166.00,2092.00,396.00
1996:Q1,101043.00,-45862.00,45484.00,24239.00,71302.00,21330.00,2180.00,5324.00,42468.00,0.00,5880.00,-1992.00,4916.00,2956.00,101043.00,0.00,63501.00,34886.00,2064.00,592.00
1996:Q2,95760.00,7191.00,39787.00,20443.00,151.00,10023.00,3052.00,-8252.00,-4672.00,0.00,28188.00,4324.00,5696.00,18168.00,95760.00,0.00,45415.00,47921.00,2064.00,360.00
1996:Q3,122319.00,26737.00,67166.00,50656.00,-9241.00,-5389.00,3640.00,-5544.00,-1948.00,0.00,-13000.00,484.00,-3960.00,-9524.00,122319.00,0.00,93182.00,27489.00,1316.00,332.00
1996:Q4,72319.00,-28518.00,22882.00,21446.00,37216.00,8136.00,2060.00,20300.00,6720.00,0.00,19292.00,-916.00,6712.00,13496.00,72319.00,0.00,40475.00,31216.00,300.00,328.00
1997:Q1,203497.00,50372.00,90421.00,59225.00,-3465.00,2819.00,2684.00,4904.00,-13872.00,0.00,6944.00,-3900.00,-2352.00,13196.00,203497.00,0.00,154371.00,48773.00,340.00,12.00
1997:Q2,152905.00,29487.00,54864.00,43462.00,-4921.00,-16525.00,10212.00,1500.00,-108.00,0.00,30012.00,196.00,-1188.00,31004.00,152905.00,0.00,94518.00,56427.00,1548.00,412.00
1997:Q3,53820.00,-81009.00,36846.00,30708.00,63844.00,43632.00,2748.00,4424.00,13040.00,0.00,3432.00,492.00,-1128.00,4068.00,53820.00,0.00,83212.00,-30899.00,1228.00,280.00
1997:Q4,152166.00,40491.00,38221.00,53561.00,-4718.00,-30018.00,23812.00,1744.00,-256.00,0.00,24612.00,232.00,2616.00,21764.00,152166.00,0.00,118363.00,33135.00,420.00,248.00
1998:Q1,122051.00,22282.00,39872.00,12621.00,43824.00,8704.00,21208.00,11716.00,2196.00,0.00,3452.00,1240.00,-3112.00,5324.00,122051.00,0.00,130984.00,-8817.00,-192.00,76.00
1998:Q2,194171.00,-1672.00,124286.00,36745.00,23380.00,-3724.00,13272.00,4332.00,9500.00,0.00,11432.00,996.00,7180.00,3256.00,194171.00,0.00,164719.00,27069.00,2160.00,224.00
1998:Q3,122060.00,-29119.00,97642.00,29459.00,31991.00,14775.00,28976.00,-24208.00,12448.00,0.00,-7912.00,-908.00,-4100.00,-2904.00,122060.00,0.00,120097.00,731.00,976.00,256.00
1998:Q4,94958.00,-21795.00,60816.00,23296.00,18033.00,4377.00,504.00,-2944.00,16096.00,0.00,14608.00,4440.00,-2872.00,13040.00,94958.00,0.00,140529.00,-47255.00,508.00,1176.00
1999:Q1,55824.00,-17464.00,43722.00,53267.00,-12408.00,10636.00,-19540.00,-8020.00,4516.00,0.00,-11292.00,428.00,-2292.00,-9428.00,55824.00,0.00,119219.00,-61418.00,-2032.00,56.00
1999:Q2,54654.00,-22655.00,33297.00,18461.00,39659.00,-2405.00,-1296.00,12708.00,30652.00,0.00,-14108.00,-1612.00,4376.00,-16872.00,54654.00,0.00,108411.00,-55884.00,1644.00,484.00
1999:Q3,109793.00,-13901.00,72934.00,58432.00,-9671.00,9397.00,-4548.00,-14356.00,-164.00,0.00,2000.00,2228.00,-11276.00,11048.00,109793.00,0.00,105579.00,3371.00,348.00,496.00
1999:Q4,136080.00,-49600.00,44451.00,68225.00,72049.00,37533.00,-3060.00,18880.00,18696.00,0.00,956.00,-420.00,-4336.00,5712.00,136080.00,0.00,138004.00,-4560.00,2180.00,456.00
2000:Q1,103470.00,9853.00,52582.00,45032.00,5643.00,-12529.00,-2652.00,11484.00,9340.00,0.00,-9640.00,-1756.00,6168.00,-14052.00,103470.00,0.00,127437.00,-29067.00,3788.00,1312.00
2000:Q2,196397.00,-11929.00,124348.00,87278.00,-2936.00,9716.00,-9128.00,-9500.00,5976.00,0.00,-364.00,716.00,2380.00,-3460.00,196397.00,0.00,169993.00,24924.00,752.00,728.00
2000:Q3,58739.00,10107.00,27152.00,21166.00,-10470.00,9846.00,-10296.00,5004.00,-15024.00,0.00,10784.00,1096.00,2112.00,7576.00,58739.00,0.00,34250.00,22317.00,1564.00,608.00
2000:Q4,93982.00,-25607.00,16781.00,48220.00,20096.00,7564.00,2956.00,-8172.00,17748.00,0.00,34492.00,716.00,2716.00,31060.00,93982.00,0.00,42956.00,51254.00,-1664.00,1436.00
2001:Q1,-24085.00,-50328.00,-65219.00,59292.00,29686.00,44474.00,-11696.00,-3980.00,888.00,0.00,2484.00,184.00,12708.00,-10408.00,-24085.00,0.00,-5823.00,-18859.00,508.00,88.00
2001:Q2,-108243.00,2996.00,-101530.00,43750.00,-13371.00,7869.00,-1084.00,4772.00,-24928.00,0.00,-40088.00,-1632.00,-20100.00,-18356.00,-108243.00,0.00,-49809.00,-61533.00,1272.00,1828.00
2001:Q3,-33265.00,22902.00,-108849.00,33207.00,23475.00,-7581.00,-5064.00,9696.00,26424.00,0.00,-4000.00,2276.00,-1832.00,-4444.00,-33265.00,0.00,-40192.00,5651.00,628.00,648.00
2001:Q4,-180235.00,-40154.00,-144670.00,37815.00,-14210.00,37402.00,5640.00,-29820.00,-27432.00,0.00,-19016.00,616.00,-15608.00,-4024.00,-180235.00,0.00,-157248.00,-38867.00,15708.00,172.00
2002:Q1,-32151.00,-17460.00,-54467.00,27982.00,17055.00,8259.00,-2004.00,2268.00,8532.00,0.00,-5260.00,-1368.00,-10564.00,6672.00,-32151.00,0.00,-54871.00,19812.00,-1084.00,3992.00
2002:Q2,-133058.00,-46002.00,-172717.00,23508.00,45742.00,37474.00,3780.00,9280.00,-4792.00,0.00,16412.00,844.00,10068.00,5500.00,-133058.00,0.00,-94996.00,-41076.00,560.00,2454.00
2002:Q3,-82321.00,-52290.00,-85550.00,20684.00,56787.00,88615.00,-252.00,-20040.00,-11536.00,0.00,-21952.00,2320.00,-16896.00,-7376.00,-82321.00,0.00,-45708.00,-35232.00,184.00,-1565.00
2002:Q4,-146509.00,19741.00,-100821.00,22551.00,-72052.00,-67124.00,5560.00,-15572.00,5084.00,0.00,-15928.00,-384.00,-17356.00,1812.00,-146509.00,0.00,-69961.00,-62104.00,-17044.00,2599.00
2003:Q1,-19851.00,37957.00,-98693.00,14988.00,14494.00,-2254.00,3388.00,20272.00,-6912.00,0.00,11404.00,-2528.00,20436.00,-6504.00,-19851.00,0.00,-13426.00,-9591.00,-748.00,3915.00
2003:Q2,-62184.00,-45491.00,-124176.00,6647.00,119532.00,50616.00,-10736.00,27204.00,52448.00,0.00,-18696.00,428.00,1672.00,-20796.00,-62184.00,0.00,-42207.00,-23244.00,824.00,2444.00
2003:Q3,-69431.00,-9033.00,-48256.00,7574.00,-19531.00,-10739.00,3352.00,-19108.00,6964.00,0.00,-184.00,-2360.00,-1064.00,3240.00,-69431.00,0.00,-1705.00,-64698.00,-160.00,-2868.00
2003:Q4,-33927.00,48596.00,-94395.00,12263.00,-5839.00,-14375.00,2436.00,-3356.00,9456.00,0.00,5448.00,436.00,976.00,4036.00,-33927.00,0.00,-39461.00,-1419.00,1432.00,5521.00
2004:Q1,-27026.00,-5112.00,-127379.00,64515.00,51966.00,29090.00,-1212.00,19112.00,4976.00,0.00,-11016.00,3316.00,1480.00,-15812.00,-27026.00,0.00,-5822.00,-24850.00,1960.00,1685.00
2004:Q2,64952.00,3062.00,7185.00,21580.00,24706.00,31338.00,12260.00,-11468.00,-7424.00,0.00,8420.00,964.00,7660.00,-204.00,64952.00,0.00,46147.00,20729.00,2216.00,-4139.00
2004:Q3,48272.00,-96476.00,53830.00,22495.00,72622.00,30454.00,3012.00,11420.00,27736.00,0.00,-4200.00,-1244.00,-1384.00,-1572.00,48272.00,0.00,56830.00,-22112.00,112.00,13441.00
2004:Q4,125130.00,18434.00,82181.00,23213.00,-9302.00,29218.00,14572.00,-12508.00,-40584.00,0.00,10604.00,904.00,6108.00,3592.00,125130.00,0.00,65441.00,48356.00,2876.00,8457.00
2005:Q1,132771.00,-42088.00,-14.00,156491.00,-3695.00,-7939.00,7888.00,3916.00,-7560.00,0.00,22076.00,-808.00,15684.00,7200.00,132771.00,0.00,47056.00,83001.00,940.00,1774.00
2005:Q2,231489.00,48383.00,55456.00,155350.00,-9308.00,-27308.00,5620.00,4856.00,7524.00,0.00,-18392.00,-2800.00,-15908.00,316.00,231489.00,0.00,148308.00,72316.00,6792.00,4073.00
2005:Q3,65572.00,-3599.00,-141085.00,160037.00,29847.00,25875.00,12348.00,4008.00,-12384.00,0.00,20372.00,-10040.00,18624.00,11788.00,65572.00,0.00,20349.00,40923.00,-1440.00,5740.00
2005:Q4,254496.00,-1481.00,-22833.00,159677.00,73920.00,29992.00,7852.00,16108.00,19968.00,0.00,45212.00,-700.00,1636.00,44276.00,254496.00,0.00,138615.00,91748.00,16216.00,7917.00
2006:Q1,299892.00,46144.00,95285.00,117967.00,41540.00,-14172.00,4632.00,27976.00,23104.00,0.00,-1044.00,-1828.00,-5452.00,6236.00,299892.00,0.00,193394.00,103865.00,1928.00,704.00
2006:Q2,236614.00,89852.00,34584.00,113112.00,-39062.00,-44738.00,5548.00,3300.00,-3172.00,0.00,38128.00,1328.00,6664.00,30136.00,236614.00,0.00,155499.00,90477.00,-13460.00,4098.00
2006:Q3,81482.00,-17095.00,-15721.00,116255.00,5467.00,-1517.00,6036.00,2292.00,-1344.00,0.00,-7424.00,-420.00,-12020.00,5016.00,81482.00,0.00,4831.00,65612.00,5792.00,5247.00
2006:Q4,174519.00,58079.00,-25968.00,113834.00,-9448.00,8976.00,-36136.00,10756.00,6956.00,0.00,38024.00,-1964.00,22520.00,17468.00,174519.00,0.00,127059.00,40813.00,4564.00,2083.00
2007:Q1,223330.00,-26436.00,28346.00,147432.00,71765.00,41341.00,26652.00,5716.00,-1944.00,0.00,2224.00,-16.00,-11732.00,13972.00,223330.00,0.00,133296.00,86947.00,-3700.00,6788.00
2007:Q2,295836.00,124.00,47311.00,137261.00,67068.00,17284.00,-5844.00,2908.00,52720.00,0.00,44072.00,428.00,30728.00,12916.00,295836.00,0.00,191315.00,103713.00,-4308.00,5116.00
2007:Q3,501996.00,462.00,183420.00,137528.00,140269.00,114141.00,-10324.00,21896.00,14556.00,0.00,40316.00,-252.00,21272.00,19296.00,501996.00,0.00,316100.00,179034.00,2232.00,4631.00
2007:Q4,344658.00,-10717.00,126087.00,141179.00,57182.00,38298.00,8720.00,-14528.00,24692.00,0.00,30928.00,760.00,-4492.00,34660.00,344658.00,0.00,268806.00,84279.00,-11104.00,2677.00
2008:Q1,595517.00,47605.00,204717.00,122436.00,168490.00,13342.00,4148.00,166204.00,-15204.00,0.00,52268.00,132.00,44220.00,7916.00,595517.00,158972.00,361215.00,70370.00,84.00,4876.00
2008:Q2,55311.00,-95403.00,59627.00,120057.00,-16531.00,11869.00,-18672.00,-202120.00,77080.00,115312.00,-12440.00,5060.00,-14080.00,-3420.00,55311.00,-37840.00,78854.00,7870.00,-1464.00,7891.00
2008:Q3,1355124.00,54792.00,63049.00,117854.00,1096306.00,-45058.00,11636.00,854916.00,29840.00,244972.00,23124.00,-996.00,21140.00,2980.00,1355124.00,1038088.00,236988.00,75616.00,-676.00,5108.00
2008:Q4,742892.00,11550.00,-70766.00,117973.00,686551.00,-8481.00,1628.00,-687668.00,-38352.00,1419424.00,-2416.00,2660.00,-29604.00,24528.00,742892.00,802424.00,-131081.00,74937.00,-4660.00,1273.00
2009:Q1,-745624.00,-55698.00,-186320.00,-42925.00,-448849.00,-20421.00,-11080.00,-107340.00,15052.00,-325060.00,-11832.00,500.00,-14560.00,2228.00,-745624.00,-406592.00,-226473.00,-116772.00,20.00,4193.00
2009:Q2,-932321.00,117110.00,-212495.00,-124030.00,-684350.00,-2558.00,-26508.00,-77460.00,-18184.00,-559640.00,-28556.00,528.00,-17336.00,-11748.00,-932321.00,-539316.00,-274859.00,-123871.00,-4416.00,10141.00
2009:Q3,-838457.00,40330.00,-325861.00,-119228.00,-425994.00,-42694.00,-11296.00,-36932.00,-4800.00,-330272.00,-7704.00,-1196.00,7924.00,-14432.00,-838457.00,-280056.00,-380425.00,-169484.00,4412.00,-12904.00
2009:Q4,-548830.00,11614.00,-211516.00,-121817.00,-215807.00,-56019.00,-1784.00,8564.00,16968.00,-183536.00,-11304.00,20.00,3112.00,-14436.00,-548830.00,-164352.00,-275303.00,-111633.00,-1256.00,3714.00
2010:Q1,-156721.00,151761.00,-232609.00,-11753.00,-69593.00,-61301.00,-5772.00,-640.00,18500.00,-20380.00,5472.00,-1628.00,22712.00,-15612.00,-156721.00,-21624.00,-136352.00,-5467.00,-3960.00,10682.00
2010:Q2,-136094.00,95870.00,-118360.00,-18825.00,-113839.00,-62907.00,-7752.00,-4496.00,-17760.00,-20924.00,19060.00,3436.00,5644.00,9980.00,-136094.00,-39900.00,-45049.00,-48304.00,-10744.00,7903.00
2010:Q3,-82461.00,2227.00,-31110.00,-18886.00,-64616.00,-83724.00,2104.00,5472.00,46232.00,-34700.00,29924.00,624.00,7236.00,22064.00,-82461.00,-85812.00,-908.00,-5082.00,524.00,8817.00
2010:Q4,31400.00,-49294.00,34027.00,-17780.00,23087.00,-51585.00,4336.00,24656.00,57460.00,-11780.00,41360.00,5868.00,26796.00,8696.00,31400.00,-31764.00,49709.00,25953.00,784.00,-13283.00
2011:Q1,79688.00,-47238.00,117339.00,-21409.00,-37556.00,23280.00,-7552.00,1196.00,39288.00,-93768.00,68552.00,572.00,36608.00,31372.00,79688.00,-115748.00,129185.00,57064.00,-80.00,9267.00
2011:Q2,141139.00,-189369.00,114775.00,-31235.00,214893.00,-26895.00,-976.00,39168.00,233208.00,-29612.00,32076.00,-4716.00,23828.00,12964.00,141139.00,-55424.00,89064.00,106184.00,-332.00,1647.00
2011:Q3,302493.00,-49327.00,210395.00,-26982.00,115482.00,45110.00,21532.00,70656.00,24092.00,-45908.00,52924.00,1340.00,12492.00,39092.00,302493.00,-51716.00,266526.00,85017.00,2708.00,-42.00
2011:Q4,186904.00,66398.00,165907.00,-26350.00,-38391.00,22201.00,5400.00,12944.00,-40716.00,-38220.00,19340.00,-2116.00,-5660.00,27116.00,186904.00,-47380.00,218517.00,-1513.00,1904.00,15376.00
2012:Q1,176251.00,91442.00,138021.00,68273.00,-149972.00,-3564.00,-14928.00,-11548.00,-81648.00,-38284.00,28488.00,2652.00,32.00,25804.00,176251.00,-46112.00,229720.00,-7040.00,396.00,-713.00
