date,FU554090005.Q,FU554022005.Q,FU553061103.Q,FU553062003.Q,FU553063003.Q,FU553064103.Q,FU554090005.Q,FU554091603.Q,FU554092603.Q,FU554091303.Q,FU554091203.Q,FU554092303.Q
1965:Q4,-240.00,-23.00,-6.00,0.00,-17.00,-217.00,-240.00,ND,ND,ND,ND,ND
1966:Q1,52.00,52.00,-6.00,0.00,58.00,0.00,52.00,ND,ND,ND,ND,ND
1966:Q2,138.00,-31.00,-7.00,0.00,-24.00,169.00,138.00,ND,ND,ND,ND,ND
1966:Q3,-159.00,-26.00,-7.00,0.00,-19.00,-133.00,-159.00,ND,ND,ND,ND,ND
1966:Q4,275.00,-12.00,-3.00,0.00,-9.00,287.00,275.00,ND,ND,ND,ND,ND
1967:Q1,0.00,73.00,0.00,0.00,73.00,-73.00,0.00,ND,ND,ND,ND,ND
1967:Q2,-262.00,6.00,1.00,0.00,5.00,-268.00,-262.00,ND,ND,ND,ND,ND
1967:Q3,-265.00,20.00,5.00,0.00,15.00,-285.00,-265.00,ND,ND,ND,ND,ND
1967:Q4,-313.00,46.00,11.00,0.00,35.00,-359.00,-313.00,ND,ND,ND,ND,ND
1968:Q1,76.00,82.00,20.00,0.00,62.00,-6.00,76.00,ND,ND,ND,ND,ND
1968:Q2,284.00,128.00,31.00,0.00,97.00,156.00,284.00,ND,ND,ND,ND,ND
1968:Q3,157.00,123.00,30.00,0.00,93.00,34.00,157.00,ND,ND,ND,ND,ND
1968:Q4,224.00,66.00,16.00,0.00,50.00,158.00,224.00,ND,ND,ND,ND,ND
1969:Q1,41.00,114.00,5.00,0.00,109.00,-73.00,41.00,ND,ND,ND,ND,ND
1969:Q2,199.00,-3.00,0.00,0.00,-3.00,202.00,199.00,ND,ND,ND,ND,ND
1969:Q3,207.00,-39.00,-9.00,0.00,-30.00,246.00,207.00,ND,ND,ND,ND,ND
1969:Q4,53.00,-84.00,-20.00,0.00,-64.00,137.00,53.00,ND,ND,ND,ND,ND
1970:Q1,-328.00,-153.00,45.00,0.00,-198.00,-175.00,-328.00,ND,ND,ND,ND,ND
1970:Q2,-282.00,-250.00,-67.00,0.00,-183.00,-32.00,-282.00,ND,ND,ND,ND,ND
1970:Q3,-2201.00,-232.00,-61.00,0.00,-171.00,-1969.00,-2201.00,ND,ND,ND,ND,ND
1970:Q4,493.00,-99.00,-27.00,0.00,-72.00,592.00,493.00,ND,ND,ND,ND,ND
1971:Q1,169.00,94.00,9.00,0.00,85.00,75.00,169.00,ND,ND,ND,ND,ND
1971:Q2,503.00,161.00,41.00,0.00,120.00,342.00,503.00,ND,ND,ND,ND,ND
1971:Q3,572.00,190.00,49.00,0.00,141.00,382.00,572.00,ND,ND,ND,ND,ND
1971:Q4,-152.00,123.00,32.00,0.00,91.00,-275.00,-152.00,ND,ND,ND,ND,ND
1972:Q1,108.00,152.00,19.00,0.00,133.00,-44.00,108.00,ND,ND,ND,ND,ND
1972:Q2,49.00,39.00,9.00,0.00,30.00,10.00,49.00,ND,ND,ND,ND,ND
1972:Q3,-150.00,35.00,9.00,0.00,26.00,-185.00,-150.00,ND,ND,ND,ND,ND
1972:Q4,-63.00,68.00,17.00,0.00,51.00,-131.00,-63.00,ND,ND,ND,ND,ND
1973:Q1,733.00,193.00,26.00,0.00,167.00,540.00,733.00,ND,ND,ND,ND,ND
1973:Q2,766.00,156.00,38.00,0.00,118.00,610.00,766.00,ND,ND,ND,ND,ND
1973:Q3,174.00,139.00,34.00,0.00,105.00,35.00,174.00,ND,ND,ND,ND,ND
1973:Q4,1013.00,60.00,14.00,0.00,46.00,953.00,1013.00,ND,ND,ND,ND,ND
1974:Q1,-115.00,79.00,-4.00,0.00,83.00,-194.00,-115.00,ND,ND,ND,ND,ND
1974:Q2,418.00,-103.00,-24.00,0.00,-79.00,521.00,418.00,ND,ND,ND,ND,ND
1974:Q3,563.00,-117.00,-28.00,0.00,-89.00,680.00,563.00,ND,ND,ND,ND,ND
1974:Q4,13.00,-67.00,-16.00,0.00,-51.00,80.00,13.00,ND,ND,ND,ND,ND
1975:Q1,-31.00,63.00,-6.00,0.00,69.00,-94.00,-31.00,ND,ND,ND,ND,ND
1975:Q2,-324.00,-1.00,0.00,0.00,-1.00,-323.00,-324.00,ND,ND,ND,ND,ND
1975:Q3,-494.00,13.00,3.00,0.00,10.00,-507.00,-494.00,ND,ND,ND,ND,ND
1975:Q4,-942.00,14.00,3.00,0.00,11.00,-956.00,-942.00,ND,ND,ND,ND,ND
1976:Q1,252.00,125.00,8.00,0.00,117.00,127.00,252.00,ND,ND,ND,ND,ND
1976:Q2,-386.00,75.00,17.00,0.00,58.00,-461.00,-386.00,ND,ND,ND,ND,ND
1976:Q3,-257.00,52.00,11.00,0.00,41.00,-309.00,-257.00,ND,ND,ND,ND,ND
1976:Q4,-393.00,-30.00,-6.00,0.00,-24.00,-363.00,-393.00,ND,ND,ND,ND,ND
1977:Q1,-268.00,-125.00,-28.00,0.00,-97.00,-143.00,-268.00,ND,ND,ND,ND,ND
1977:Q2,-349.00,-232.00,-52.00,0.00,-180.00,-117.00,-349.00,ND,ND,ND,ND,ND
1977:Q3,-494.00,-228.00,-50.00,0.00,-178.00,-266.00,-494.00,ND,ND,ND,ND,ND
1977:Q4,-321.00,-116.00,-26.00,0.00,-90.00,-205.00,-321.00,ND,ND,ND,ND,ND
1978:Q1,-99.00,66.00,-2.00,0.00,68.00,-165.00,-99.00,ND,ND,ND,ND,ND
1978:Q2,-87.00,91.00,20.00,0.00,71.00,-178.00,-87.00,ND,ND,ND,ND,ND
1978:Q3,-61.00,112.00,24.00,0.00,88.00,-173.00,-61.00,ND,ND,ND,ND,ND
1978:Q4,757.00,51.00,11.00,0.00,40.00,706.00,757.00,ND,ND,ND,ND,ND
1979:Q1,-295.00,87.00,1.00,0.00,86.00,-382.00,-295.00,ND,ND,ND,ND,ND
1979:Q2,-143.00,-26.00,-5.00,0.00,-21.00,-117.00,-143.00,ND,ND,ND,ND,ND
1979:Q3,-463.00,-34.00,-7.00,0.00,-27.00,-429.00,-463.00,ND,ND,ND,ND,ND
1979:Q4,69.00,-16.00,-4.00,0.00,-12.00,85.00,69.00,ND,ND,ND,ND,ND
1980:Q1,-239.00,4.00,1.00,0.00,3.00,-243.00,-239.00,ND,ND,ND,ND,ND
1980:Q2,-624.00,24.00,5.00,0.00,19.00,-648.00,-624.00,ND,ND,ND,ND,ND
1980:Q3,-484.00,16.00,4.00,0.00,12.00,-500.00,-484.00,ND,ND,ND,ND,ND
1980:Q4,135.00,-19.00,-4.00,0.00,-15.00,154.00,135.00,ND,ND,ND,ND,ND
1981:Q1,215.00,172.00,-13.00,0.00,185.00,43.00,215.00,ND,ND,ND,ND,ND
1981:Q2,-140.00,-118.00,-23.00,0.00,-95.00,-22.00,-140.00,ND,ND,ND,ND,ND
1981:Q3,-186.00,-112.00,-22.00,0.00,-90.00,-74.00,-186.00,ND,ND,ND,ND,ND
1981:Q4,-354.00,-54.00,-11.00,0.00,-43.00,-300.00,-354.00,ND,ND,ND,ND,ND
1982:Q1,254.00,289.00,2.00,0.00,287.00,-35.00,254.00,ND,ND,ND,ND,ND
1982:Q2,-14.00,67.00,11.00,0.00,56.00,-81.00,-14.00,ND,ND,ND,ND,ND
1982:Q3,-188.00,78.00,14.00,0.00,64.00,-266.00,-188.00,ND,ND,ND,ND,ND
1982:Q4,-255.00,38.00,7.00,0.00,31.00,-293.00,-255.00,ND,ND,ND,ND,ND
1983:Q1,-477.00,-288.00,3.00,0.00,-291.00,-189.00,-477.00,ND,ND,ND,ND,ND
1983:Q2,-145.00,18.00,1.00,0.00,17.00,-163.00,-145.00,ND,ND,ND,ND,ND
1983:Q3,-80.00,42.00,-3.00,0.00,45.00,-122.00,-80.00,ND,ND,ND,ND,ND
1983:Q4,-117.00,7.00,-8.00,0.00,15.00,-124.00,-117.00,ND,ND,ND,ND,ND
1984:Q1,30.00,-23.00,-17.00,0.00,-6.00,53.00,30.00,ND,ND,ND,ND,ND
1984:Q2,-114.00,7.00,-30.00,0.00,37.00,-121.00,-114.00,ND,ND,ND,ND,ND
1984:Q3,-472.00,-318.00,-26.00,0.00,-292.00,-154.00,-472.00,ND,ND,ND,ND,ND
1984:Q4,-443.00,-143.00,-7.00,0.00,-136.00,-300.00,-443.00,ND,ND,ND,ND,ND
1985:Q1,156.00,271.00,6.00,200.00,65.00,-115.00,156.00,ND,ND,ND,ND,ND
1985:Q2,1.00,128.00,13.00,200.00,-85.00,-127.00,1.00,ND,ND,ND,ND,ND
1985:Q3,439.00,486.00,28.00,250.00,208.00,-47.00,439.00,ND,ND,ND,ND,ND
1985:Q4,373.00,513.00,53.00,300.00,160.00,-140.00,373.00,ND,ND,ND,ND,ND
1986:Q1,1564.00,472.00,77.00,250.00,145.00,1092.00,1564.00,ND,ND,ND,ND,ND
1986:Q2,1595.00,795.00,100.00,250.00,445.00,800.00,1595.00,ND,ND,ND,ND,ND
1986:Q3,1395.00,795.00,117.00,250.00,428.00,600.00,1395.00,ND,ND,ND,ND,ND
1986:Q4,1254.00,854.00,132.00,300.00,422.00,400.00,1254.00,ND,ND,ND,ND,ND
1987:Q1,2317.00,601.00,247.00,241.00,113.00,1716.00,2317.00,ND,ND,ND,ND,ND
1987:Q2,1441.00,346.00,-224.00,217.00,353.00,1095.00,1441.00,ND,ND,ND,ND,ND
1987:Q3,1429.00,1023.00,-27.00,293.00,757.00,406.00,1429.00,ND,ND,ND,ND,ND
1987:Q4,2087.00,2011.00,570.00,520.00,921.00,76.00,2087.00,ND,ND,ND,ND,ND
1988:Q1,3354.00,3167.00,673.00,643.00,1851.00,187.00,3354.00,ND,ND,ND,ND,ND
1988:Q2,6267.00,5574.00,1270.00,1082.00,3222.00,693.00,6267.00,ND,ND,ND,ND,ND
1988:Q3,6047.00,4974.00,871.00,1179.00,2924.00,1073.00,6047.00,ND,ND,ND,ND,ND
1988:Q4,4951.00,4152.00,382.00,1322.00,2448.00,799.00,4951.00,ND,ND,ND,ND,ND
1989:Q1,626.00,2630.00,700.00,1068.00,862.00,-2004.00,626.00,ND,ND,ND,ND,ND
1989:Q2,-27.00,181.00,489.00,861.00,-1169.00,-208.00,-27.00,ND,ND,ND,ND,ND
1989:Q3,3295.00,2867.00,293.00,1826.00,748.00,428.00,3295.00,ND,ND,ND,ND,ND
1989:Q4,2380.00,878.00,347.00,849.00,-318.00,1502.00,2380.00,ND,ND,ND,ND,ND
1990:Q1,3179.00,2508.00,22.00,822.00,1664.00,671.00,3179.00,ND,ND,ND,ND,ND
1990:Q2,-2558.00,-1335.00,-90.00,-155.00,-1090.00,-1223.00,-2558.00,ND,ND,ND,ND,ND
1990:Q3,1475.00,-165.00,-5.00,480.00,-640.00,1640.00,1475.00,ND,ND,ND,ND,ND
1990:Q4,-707.00,294.00,274.00,873.00,-853.00,-1001.00,-707.00,ND,ND,ND,ND,ND
1991:Q1,792.00,2074.00,578.00,2104.00,-608.00,-1282.00,792.00,ND,ND,ND,ND,ND
1991:Q2,5525.00,3791.00,899.00,3008.00,-116.00,1734.00,5525.00,ND,ND,ND,ND,ND
1991:Q3,4479.00,3531.00,945.00,3172.00,-586.00,948.00,4479.00,ND,ND,ND,ND,ND
1991:Q4,3779.00,3394.00,715.00,3008.00,-329.00,385.00,3779.00,ND,ND,ND,ND,ND
1992:Q1,6162.00,5824.00,523.00,3998.00,1303.00,338.00,6162.00,ND,ND,ND,ND,ND
1992:Q2,5429.00,4701.00,365.00,3765.00,571.00,728.00,5429.00,ND,ND,ND,ND,ND
1992:Q3,4115.00,4621.00,340.00,3555.00,726.00,-506.00,4115.00,ND,ND,ND,ND,ND
1992:Q4,4460.00,5038.00,447.00,2951.00,1640.00,-578.00,4460.00,ND,ND,ND,ND,ND
1993:Q1,5924.00,4996.00,518.00,3018.00,1460.00,928.00,5924.00,ND,ND,ND,ND,ND
1993:Q2,5924.00,4996.00,518.00,3018.00,1460.00,928.00,5924.00,ND,ND,ND,ND,ND
1993:Q3,5924.00,4996.00,518.00,3018.00,1460.00,928.00,5924.00,ND,ND,ND,ND,ND
1993:Q4,5924.00,4996.00,518.00,3018.00,1460.00,928.00,5924.00,ND,ND,ND,ND,ND
1994:Q1,591.00,-925.00,-238.00,405.00,-1092.00,1516.00,591.00,ND,ND,ND,ND,ND
1994:Q2,591.00,-925.00,-238.00,405.00,-1092.00,1516.00,591.00,ND,ND,ND,ND,ND
1994:Q3,591.00,-925.00,-238.00,405.00,-1092.00,1516.00,591.00,ND,ND,ND,ND,ND
1994:Q4,591.00,-925.00,-238.00,405.00,-1092.00,1516.00,591.00,ND,ND,ND,ND,ND
1995:Q1,1991.00,2128.00,-427.00,1199.00,1356.00,-137.00,1991.00,ND,ND,ND,ND,ND
1995:Q2,1991.00,2128.00,-427.00,1199.00,1356.00,-137.00,1991.00,ND,ND,ND,ND,ND
1995:Q3,1991.00,2128.00,-427.00,1199.00,1356.00,-137.00,1991.00,ND,ND,ND,ND,ND
1995:Q4,1991.00,2128.00,-427.00,1199.00,1356.00,-137.00,1991.00,ND,ND,ND,ND,ND
1996:Q1,73.00,735.00,29.00,240.00,466.00,-662.00,73.00,ND,ND,ND,ND,ND
1996:Q2,73.00,735.00,29.00,240.00,466.00,-662.00,73.00,ND,ND,ND,ND,ND
1996:Q3,73.00,735.00,29.00,240.00,466.00,-662.00,73.00,ND,ND,ND,ND,ND
1996:Q4,73.00,735.00,29.00,240.00,466.00,-662.00,73.00,ND,ND,ND,ND,ND
1997:Q1,-2793.00,-283.00,-350.00,76.00,-9.00,-2510.00,-2793.00,ND,ND,ND,ND,ND
1997:Q2,-2793.00,-283.00,-350.00,76.00,-9.00,-2510.00,-2793.00,ND,ND,ND,ND,ND
1997:Q3,-2793.00,-283.00,-350.00,76.00,-9.00,-2510.00,-2793.00,ND,ND,ND,ND,ND
1997:Q4,-2793.00,-283.00,-350.00,76.00,-9.00,-2510.00,-2793.00,ND,ND,ND,ND,ND
1998:Q1,-1708.00,1233.00,-255.00,317.00,1171.00,-2941.00,-1708.00,ND,ND,ND,ND,ND
1998:Q2,-1708.00,1233.00,-255.00,317.00,1171.00,-2941.00,-1708.00,ND,ND,ND,ND,ND
1998:Q3,-1708.00,1233.00,-255.00,317.00,1171.00,-2941.00,-1708.00,ND,ND,ND,ND,ND
1998:Q4,-1708.00,1233.00,-255.00,317.00,1171.00,-2941.00,-1708.00,ND,ND,ND,ND,ND
1999:Q1,3252.00,1955.00,66.00,1780.00,109.00,1297.00,3252.00,ND,ND,ND,ND,ND
1999:Q2,5630.00,3750.00,-11.00,2878.00,883.00,1880.00,5630.00,ND,ND,ND,ND,ND
1999:Q3,-12348.00,3314.00,-39.00,3521.00,-168.00,-15662.00,-12348.00,ND,ND,ND,ND,ND
1999:Q4,-1442.00,594.00,-1200.00,831.00,963.00,-2036.00,-1442.00,ND,ND,ND,ND,ND
2000:Q1,625.00,1367.00,38.00,902.00,427.00,-742.00,625.00,ND,ND,ND,ND,ND
2000:Q2,119.00,-1067.00,-40.00,-519.00,-508.00,1186.00,119.00,ND,ND,ND,ND,ND
2000:Q3,-3498.00,-1675.00,-9.00,-499.00,-1167.00,-1823.00,-3498.00,ND,ND,ND,ND,ND
2000:Q4,-2751.00,-4187.00,-902.00,-1868.00,-1417.00,1436.00,-2751.00,ND,ND,ND,ND,ND
2001:Q1,-1211.00,-1736.00,-932.00,914.00,-1718.00,525.00,-1211.00,ND,ND,ND,ND,ND
2001:Q2,-987.00,-29.00,102.00,1362.00,-1493.00,-958.00,-987.00,ND,ND,ND,ND,ND
2001:Q3,594.00,-124.00,-3.00,1995.00,-2116.00,718.00,594.00,ND,ND,ND,ND,ND
2001:Q4,3543.00,5104.00,896.00,2680.00,1528.00,-1561.00,3543.00,ND,ND,ND,ND,ND
2002:Q1,3408.00,3654.00,-1776.00,2160.00,3270.00,-246.00,3408.00,ND,ND,ND,ND,ND
2002:Q2,3914.00,590.00,-185.00,2044.00,-1269.00,3324.00,3914.00,ND,ND,ND,ND,ND
2002:Q3,5547.00,-44.00,-3.00,2203.00,-2244.00,5591.00,5547.00,ND,ND,ND,ND,ND
2002:Q4,5099.00,4442.00,-815.00,4941.00,316.00,657.00,5099.00,ND,ND,ND,ND,ND
2003:Q1,7777.00,6494.00,81.00,982.00,5431.00,1283.00,7777.00,ND,ND,ND,ND,ND
2003:Q2,15334.00,14423.00,117.00,-310.00,14616.00,911.00,15334.00,ND,ND,ND,ND,ND
2003:Q3,14839.00,10586.00,279.00,2094.00,8213.00,4253.00,14839.00,ND,ND,ND,ND,ND
2003:Q4,5642.00,3919.00,142.00,416.00,3361.00,1723.00,5642.00,ND,ND,ND,ND,ND
2004:Q1,15288.00,2257.00,1286.00,-460.00,1431.00,13031.00,15288.00,ND,ND,ND,ND,ND
2004:Q2,9045.00,5639.00,627.00,1455.00,3557.00,3406.00,9045.00,ND,ND,ND,ND,ND
2004:Q3,5055.00,-111.00,213.00,-511.00,187.00,5166.00,5055.00,ND,ND,ND,ND,ND
2004:Q4,2923.00,2901.00,160.00,-589.00,3330.00,22.00,2923.00,ND,ND,ND,ND,ND
2005:Q1,10959.00,2659.00,184.00,269.00,2206.00,8300.00,10959.00,ND,ND,ND,ND,ND
2005:Q2,6647.00,920.00,360.00,637.00,-77.00,5727.00,6647.00,ND,ND,ND,ND,ND
2005:Q3,4012.00,-189.00,-256.00,-417.00,484.00,4201.00,4012.00,ND,ND,ND,ND,ND
2005:Q4,-1070.00,-1181.00,-31.00,-270.00,-880.00,111.00,-1070.00,ND,ND,ND,ND,ND
2006:Q1,1492.00,2611.00,-412.00,-231.00,3254.00,-1119.00,1492.00,ND,ND,ND,ND,ND
2006:Q2,4845.00,4118.00,415.00,485.00,3218.00,727.00,4845.00,ND,ND,ND,ND,ND
2006:Q3,-1902.00,-1970.00,20.00,-620.00,-1370.00,68.00,-1902.00,ND,ND,ND,ND,ND
2006:Q4,4032.00,1326.00,213.00,389.00,724.00,2706.00,4032.00,ND,ND,ND,ND,ND
2007:Q1,11925.00,9701.00,-201.00,-565.00,10467.00,2224.00,11925.00,1112.00,11281.00,97.00,-565.00,0.00
2007:Q2,10784.00,7740.00,-514.00,-412.00,8666.00,3044.00,10784.00,1522.00,6883.00,113.00,-412.00,2678.00
2007:Q3,4724.00,786.00,-169.00,-75.00,1030.00,3938.00,4724.00,1969.00,1391.00,1438.00,-75.00,0.00
2007:Q4,937.00,245.00,-834.00,171.00,908.00,692.00,937.00,346.00,104.00,319.00,171.00,-3.00
2008:Q1,-2225.00,-821.00,-231.00,-46.00,-544.00,-1404.00,-2225.00,-702.00,-943.00,-523.00,-46.00,-11.00
2008:Q2,-7931.00,-3751.00,-206.00,-2159.00,-1386.00,-4180.00,-7931.00,-2090.00,0.00,-3053.00,-2159.00,-630.00
2008:Q3,-5551.00,-1819.00,-457.00,-3120.00,1758.00,-3732.00,-5551.00,-1866.00,142.00,-706.00,-3120.00,0.00
2008:Q4,-6592.00,-1804.00,-1548.00,-764.00,508.00,-4788.00,-6592.00,-2394.00,-886.00,-2487.00,-764.00,-59.00
2009:Q1,-1262.00,-290.00,81.00,-42.00,-329.00,-972.00,-1262.00,-486.00,-381.00,-352.00,-42.00,-2.00
2009:Q2,-837.00,-81.00,408.00,-324.00,-165.00,-756.00,-837.00,-378.00,75.00,-182.00,-324.00,-28.00
2009:Q3,-1178.00,1074.00,221.00,84.00,769.00,-2252.00,-1178.00,-1126.00,358.00,-494.00,84.00,0.00
2009:Q4,18.00,770.00,519.00,44.00,207.00,-752.00,18.00,-376.00,-206.00,241.00,44.00,316.00
