date,FU554090005.Q,FU554022005.Q,FU553061103.Q,FU553062003.Q,FU553063003.Q,FU553064103.Q,FU554090005.Q,FU554091603.Q,FU554092603.Q,FU554091303.Q,FU554091203.Q,FU554092303.Q
2010:Q1,72.00,448.00,622.00,-186.00,12.00,-376.00,72.00,-188.00,-51.00,497.00,-186.00,0.00
2010:Q2,1028.00,46.00,-132.00,225.00,-47.00,982.00,1028.00,491.00,-3.00,315.00,225.00,0.00
2010:Q3,2693.00,323.00,115.00,864.00,-656.00,2370.00,2693.00,1185.00,1.00,643.00,864.00,0.00
2010:Q4,1637.00,623.00,111.00,216.00,296.00,1014.00,1637.00,507.00,111.00,445.00,216.00,358.00
2011:Q1,1640.00,-928.00,138.00,-225.00,-841.00,2568.00,1640.00,1284.00,56.00,524.00,-225.00,1.00
2011:Q2,2420.00,502.00,-22.00,960.00,-436.00,1918.00,2420.00,959.00,301.00,200.00,960.00,1.00
2011:Q3,856.00,422.00,-385.00,-180.00,987.00,434.00,856.00,217.00,820.00,0.00,-180.00,0.00
2011:Q4,1101.00,-395.00,-13.00,270.00,-652.00,1496.00,1101.00,748.00,83.00,0.00,270.00,0.00
2012:Q1,476.00,354.00,283.00,-304.00,375.00,122.00,476.00,61.00,129.00,-27.00,-304.00,618.00
2012:Q2,2580.00,994.00,-115.00,952.00,157.00,1586.00,2580.00,793.00,251.00,583.00,952.00,2.00
2012:Q3,3905.00,2303.00,190.00,1224.00,889.00,1602.00,3905.00,801.00,-113.00,1984.00,1224.00,9.00
2012:Q4,4424.00,2052.00,-37.00,1230.00,859.00,2372.00,4424.00,1186.00,-154.00,709.00,1230.00,1452.00
2013:Q1,6552.00,3520.00,529.00,418.00,2573.00,3032.00,6552.00,1516.00,-226.00,1490.00,418.00,3354.00
2013:Q2,5844.00,3606.00,122.00,188.00,3296.00,2238.00,5844.00,1119.00,-133.00,1721.00,188.00,2948.00
2013:Q3,362.00,-304.00,-57.00,-392.00,145.00,666.00,362.00,333.00,-161.00,421.00,-392.00,161.00
2013:Q4,955.00,-1301.00,-8.00,-434.00,-859.00,2256.00,955.00,1128.00,-23.00,289.00,-434.00,-5.00
2014:Q1,1030.00,-290.00,66.00,527.00,-883.00,1320.00,1030.00,660.00,-5.00,-128.00,527.00,-24.00
2014:Q2,452.00,-498.00,81.00,108.00,-687.00,950.00,452.00,475.00,32.00,-19.00,108.00,-145.00
2014:Q3,2467.00,-2077.00,-116.00,-126.00,-1835.00,4544.00,2467.00,2272.00,39.00,298.00,-126.00,-17.00
2014:Q4,986.00,162.00,-247.00,58.00,351.00,824.00,986.00,412.00,428.00,114.00,58.00,-26.00
2015:Q1,849.00,615.00,-90.00,-5.00,710.00,234.00,849.00,117.00,238.00,458.00,-5.00,40.00
2015:Q2,897.00,687.00,-1.00,-86.00,774.00,210.00,897.00,105.00,563.00,337.00,-86.00,-23.00
2015:Q3,504.00,436.00,-186.00,188.00,434.00,68.00,504.00,34.00,306.00,88.00,188.00,-113.00
2015:Q4,-573.00,-355.00,-176.00,-184.00,5.00,-218.00,-573.00,-109.00,-65.00,-206.00,-184.00,-9.00
2016:Q1,171.00,361.00,-150.00,299.00,212.00,-190.00,171.00,-95.00,-13.00,-21.00,299.00,2.00
2016:Q2,-346.00,-384.00,-1754.00,180.00,1190.00,38.00,-346.00,19.00,36.00,-99.00,180.00,-481.00
2016:Q3,667.00,603.00,63.00,-34.00,574.00,64.00,667.00,32.00,73.00,613.00,-34.00,-17.00
