1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1973:Q3,-4080.00,-9644.00,-1196.00,-8448.00,0.00,5564.00,1608.00,0.00,0.00,3956.00,0.00,-4080.00,15224.00,1608.00,13616.00,-11344.00,60.00,1052.00,0.00,1052.00,2600.00,-588.00,3188.00,-11644.00,132.00,192.00,200.00,256.00,0.00,256.00,-424.00,0.00,-424.00,2800.00,2100.00,700.00,3956.00,3956.00,0.00,-1728.00,0.00,0.00,0.00,480.00,0.00,480.00,136.00,0.00,-788.00,0.00,1836.00,0.00,-7076.00,-5012.00,-2064.00
1973:Q4,10504.00,5728.00,32096.00,-26368.00,0.00,4776.00,1876.00,0.00,0.00,2900.00,0.00,10504.00,-8828.00,1876.00,-10704.00,2236.00,28.00,-348.00,0.00,-348.00,16536.00,11188.00,5348.00,5092.00,80.00,196.00,148.00,396.00,0.00,396.00,-88.00,0.00,-88.00,2672.00,2004.00,668.00,2900.00,2900.00,0.00,-2080.00,0.00,0.00,0.00,-88.00,0.00,-88.00,56.00,0.00,3692.00,0.00,476.00,0.00,-12572.00,-7328.00,-5244.00
1974:Q1,-948.00,-6272.00,16292.00,-22564.00,0.00,5324.00,3068.00,0.00,0.00,2256.00,0.00,-948.00,16848.00,3068.00,13780.00,-6056.00,64.00,148.00,0.00,148.00,-2784.00,-1988.00,-796.00,-5548.00,-28.00,-500.00,84.00,-288.00,0.00,-288.00,608.00,0.00,608.00,2920.00,2192.00,728.00,2256.00,2256.00,0.00,-2672.00,8.00,0.00,8.00,796.00,0.00,796.00,-16.00,0.00,428.00,0.00,-4148.00,0.00,-3068.00,-1532.00,-1536.00
1974:Q2,15028.00,9120.00,-27360.00,36480.00,0.00,5908.00,3252.00,0.00,0.00,2656.00,0.00,15028.00,12308.00,3252.00,9056.00,2096.00,60.00,-1172.00,0.00,-1172.00,6020.00,3496.00,2524.00,-15716.00,92.00,-96.00,16.00,-820.00,0.00,-820.00,-988.00,0.00,-988.00,3212.00,2408.00,804.00,2656.00,2656.00,0.00,184.00,12.00,0.00,12.00,-1456.00,0.00,-1456.00,-96.00,0.00,-1532.00,0.00,-576.00,0.00,10824.00,10100.00,724.00
1974:Q3,19352.00,17780.00,24320.00,-12544.00,6004.00,1572.00,2364.00,0.00,0.00,-860.00,68.00,19352.00,11656.00,2364.00,9292.00,1956.00,48.00,1796.00,0.00,1796.00,-500.00,-12696.00,12196.00,-5168.00,-196.00,-84.00,36.00,-140.00,0.00,-140.00,-88.00,0.00,-88.00,5292.00,3968.00,1324.00,5144.00,5144.00,0.00,-1484.00,60.00,0.00,60.00,1324.00,0.00,1324.00,-112.00,0.00,-952.00,0.00,3584.00,0.00,-2820.00,-2140.00,-680.00
1974:Q4,26024.00,23324.00,34588.00,-11264.00,0.00,2700.00,3252.00,0.00,0.00,900.00,-1452.00,26024.00,-14600.00,3252.00,-17852.00,7408.00,48.00,1060.00,0.00,1060.00,3664.00,10660.00,-6996.00,6428.00,348.00,-216.00,148.00,1340.00,0.00,1340.00,180.00,0.00,180.00,1296.00,972.00,324.00,900.00,900.00,0.00,280.00,368.00,0.00,368.00,1132.00,0.00,1132.00,-64.00,0.00,3240.00,0.00,2132.00,0.00,10932.00,6868.00,4064.00
1975:Q1,65912.00,49080.00,16904.00,38180.00,-6004.00,16832.00,4044.00,0.00,0.00,8160.00,4628.00,65912.00,-9092.00,4044.00,-13136.00,-1452.00,-40.00,1872.00,0.00,1872.00,8784.00,-2712.00,11496.00,20192.00,-256.00,116.00,256.00,1240.00,0.00,1240.00,852.00,0.00,852.00,4256.00,3192.00,1064.00,2156.00,2156.00,0.00,-104.00,528.00,0.00,528.00,-1296.00,0.00,-1296.00,-24.00,0.00,11896.00,0.00,1828.00,0.00,24200.00,19612.00,4588.00
1975:Q2,111820.00,104604.00,18388.00,86216.00,0.00,7216.00,4324.00,0.00,0.00,5916.00,-3024.00,111820.00,47596.00,4324.00,43272.00,6540.00,-8.00,-1028.00,0.00,-1028.00,3548.00,4340.00,-792.00,44972.00,-52.00,80.00,368.00,1356.00,0.00,1356.00,508.00,0.00,508.00,3572.00,2680.00,892.00,5916.00,5916.00,0.00,2624.00,188.00,0.00,188.00,656.00,0.00,656.00,0.00,0.00,-2976.00,0.00,-3600.00,0.00,1560.00,-7260.00,8820.00
1975:Q3,95988.00,91052.00,56936.00,34116.00,0.00,4936.00,3908.00,0.00,0.00,8068.00,-7040.00,95988.00,29716.00,3908.00,25808.00,4276.00,68.00,1796.00,0.00,1796.00,6648.00,-7000.00,13648.00,40620.00,40.00,52.00,384.00,1944.00,0.00,1944.00,436.00,0.00,436.00,5520.00,4140.00,1380.00,8068.00,8068.00,0.00,1332.00,1220.00,0.00,1220.00,2176.00,0.00,2176.00,12.00,0.00,-3192.00,0.00,-2236.00,0.00,-2892.00,-6544.00,3652.00
1975:Q4,85456.00,82740.00,58720.00,23868.00,152.00,2716.00,3824.00,0.00,0.00,-1472.00,364.00,85456.00,10868.00,3824.00,7044.00,20288.00,124.00,2400.00,0.00,2400.00,7656.00,7140.00,516.00,29800.00,696.00,36.00,308.00,2900.00,0.00,2900.00,3660.00,0.00,3660.00,2000.00,1500.00,500.00,-1320.00,-1320.00,0.00,-32.00,1324.00,0.00,1324.00,-1708.00,0.00,-1708.00,12.00,0.00,248.00,0.00,-408.00,480.00,6124.00,3176.00,2948.00
1976:Q1,80028.00,70608.00,22628.00,47836.00,144.00,9420.00,4388.00,4000.00,0.00,624.00,408.00,80028.00,-21528.00,4388.00,-25916.00,19980.00,-100.00,15308.00,4000.00,11308.00,3992.00,-1904.00,5896.00,25876.00,380.00,-168.00,220.00,2960.00,0.00,2960.00,1344.00,0.00,1344.00,4868.00,3652.00,1216.00,768.00,768.00,0.00,2072.00,1096.00,0.00,1096.00,1476.00,0.00,1476.00,32.00,0.00,5412.00,0.00,6268.00,32.00,9740.00,540.00,9200.00
1976:Q2,88960.00,70956.00,-7768.00,78636.00,88.00,18004.00,4644.00,4000.00,0.00,10044.00,-684.00,88960.00,28212.00,4644.00,23568.00,4692.00,36.00,5868.00,4000.00,1868.00,9912.00,7992.00,1920.00,17780.00,624.00,-116.00,172.00,1160.00,0.00,1160.00,-464.00,0.00,-464.00,6392.00,4792.00,1600.00,10132.00,10132.00,0.00,2296.00,-1476.00,0.00,-1476.00,-956.00,0.00,-956.00,68.00,0.00,-1108.00,0.00,-592.00,32.00,6296.00,2744.00,3552.00
1976:Q3,73692.00,57000.00,1228.00,55660.00,112.00,16692.00,5208.00,4000.00,0.00,10232.00,-2748.00,73692.00,-3552.00,5208.00,-8760.00,-7592.00,376.00,9836.00,4000.00,5836.00,8692.00,-1936.00,10628.00,15512.00,-312.00,256.00,140.00,3340.00,0.00,3340.00,1852.00,0.00,1852.00,4640.00,3480.00,1160.00,10344.00,10344.00,0.00,1072.00,568.00,0.00,568.00,688.00,0.00,688.00,44.00,0.00,324.00,0.00,10288.00,32.00,17144.00,7448.00,9696.00
1976:Q4,52908.00,39676.00,9948.00,29656.00,72.00,13232.00,4380.00,5840.00,0.00,-2936.00,5948.00,52908.00,-37560.00,4380.00,-41940.00,12052.00,652.00,18820.00,5840.00,12980.00,3608.00,1304.00,2304.00,28216.00,1516.00,336.00,132.00,2860.00,0.00,2860.00,-204.00,0.00,-204.00,6816.00,5112.00,1704.00,-2864.00,-2864.00,0.00,628.00,700.00,0.00,700.00,-1128.00,0.00,-1128.00,-24.00,0.00,1200.00,0.00,1844.00,80.00,15228.00,2496.00,12732.00
1977:Q1,51520.00,39032.00,1088.00,37904.00,40.00,12488.00,4740.00,9456.00,0.00,-808.00,-900.00,51520.00,-4568.00,4740.00,-9308.00,3336.00,684.00,13540.00,9456.00,4084.00,12720.00,2396.00,10324.00,13788.00,-740.00,224.00,140.00,4744.00,0.00,4744.00,696.00,0.00,696.00,-808.00,-604.00,-204.00,-768.00,-768.00,0.00,2620.00,-428.00,0.00,-428.00,1128.00,0.00,1128.00,-112.00,0.00,-3980.00,0.00,-15920.00,80.00,25144.00,11244.00,13900.00
1977:Q2,32932.00,27216.00,-36800.00,64600.00,-584.00,5716.00,4980.00,9444.00,0.00,-7324.00,-1384.00,32932.00,11508.00,4980.00,6528.00,-19492.00,768.00,24612.00,9444.00,15168.00,7000.00,6628.00,372.00,-3668.00,-404.00,284.00,164.00,-3412.00,0.00,-3412.00,-820.00,0.00,-820.00,8336.00,6252.00,2084.00,-7908.00,-7908.00,0.00,7424.00,-976.00,0.00,-976.00,468.00,0.00,468.00,-208.00,0.00,-7320.00,0.00,1464.00,96.00,15016.00,2224.00,12792.00
1977:Q3,110488.00,56592.00,4108.00,52356.00,128.00,53896.00,4496.00,9440.00,0.00,39716.00,244.00,110488.00,13796.00,4496.00,9300.00,-1812.00,980.00,24404.00,9440.00,14964.00,7856.00,12884.00,-5028.00,-5680.00,712.00,156.00,96.00,4548.00,0.00,4548.00,1528.00,0.00,1528.00,492.00,368.00,124.00,39844.00,39844.00,0.00,756.00,-172.00,0.00,-172.00,1020.00,0.00,1020.00,-200.00,0.00,-3296.00,0.00,-7368.00,128.00,32700.00,-3716.00,36416.00
1977:Q4,60180.00,49376.00,19960.00,29348.00,68.00,10804.00,4760.00,9460.00,0.00,-4936.00,1520.00,60180.00,-12156.00,4760.00,-16916.00,-1996.00,1156.00,21932.00,9460.00,12472.00,3024.00,-9948.00,12972.00,-7148.00,540.00,168.00,-76.00,3960.00,0.00,3960.00,-1616.00,0.00,-1616.00,4912.00,3684.00,1228.00,-4868.00,-4868.00,0.00,12.00,512.00,0.00,512.00,92.00,0.00,92.00,-104.00,0.00,872.00,0.00,808.00,112.00,50044.00,22896.00,27148.00
1978:Q1,59388.00,38484.00,18284.00,20156.00,44.00,20904.00,4784.00,10396.00,0.00,-136.00,5860.00,59388.00,-12804.00,4784.00,-17588.00,-6252.00,1280.00,29644.00,10396.00,19248.00,-276.00,-12812.00,12536.00,-5628.00,-228.00,-8.00,-680.00,-24.00,0.00,-24.00,-960.00,0.00,-960.00,676.00,508.00,168.00,-92.00,-92.00,0.00,3456.00,948.00,0.00,948.00,280.00,0.00,280.00,-8.00,0.00,224.00,0.00,-5188.00,-112.00,55140.00,48536.00,6604.00
1978:Q2,55848.00,54160.00,-23580.00,77668.00,72.00,1688.00,4632.00,10412.00,0.00,-4596.00,-8760.00,55848.00,27256.00,4632.00,22624.00,-4092.00,1076.00,19308.00,10412.00,8896.00,30816.00,22888.00,7928.00,-1312.00,604.00,0.00,-924.00,-2128.00,0.00,-2128.00,-604.00,0.00,-604.00,2832.00,2124.00,708.00,-4524.00,-4524.00,0.00,5884.00,-220.00,0.00,-220.00,-60.00,0.00,-60.00,80.00,0.00,1764.00,0.00,252.00,-96.00,-20064.00,-15744.00,-4320.00
1978:Q3,89432.00,39380.00,4716.00,34532.00,132.00,50052.00,3316.00,10408.00,0.00,35448.00,880.00,89432.00,22964.00,3316.00,19648.00,-5112.00,568.00,28256.00,10408.00,17848.00,10292.00,13884.00,-3592.00,-8980.00,44.00,-140.00,-512.00,2692.00,0.00,2692.00,756.00,0.00,756.00,-4384.00,-3288.00,-1096.00,35580.00,35580.00,0.00,1792.00,-420.00,0.00,-420.00,-280.00,0.00,-280.00,96.00,0.00,-1712.00,0.00,-72.00,-96.00,8100.00,-1648.00,9748.00
1978:Q4,39116.00,-3028.00,3244.00,-6364.00,92.00,42144.00,2984.00,10424.00,0.00,-2940.00,31676.00,39116.00,-20436.00,2984.00,-23420.00,9512.00,164.00,12060.00,10424.00,1636.00,-6592.00,-21572.00,14980.00,-19336.00,624.00,-144.00,-672.00,2220.00,0.00,2220.00,-1164.00,0.00,-1164.00,8360.00,6268.00,2092.00,-2848.00,-2848.00,0.00,-356.00,-296.00,0.00,-296.00,-656.00,0.00,-656.00,44.00,0.00,1648.00,0.00,-2812.00,-108.00,59904.00,46040.00,13864.00
1979:Q1,14424.00,9796.00,14848.00,-5116.00,64.00,4628.00,-516.00,280.00,0.00,180.00,4684.00,14424.00,-5116.00,-516.00,-4600.00,-2204.00,32.00,23320.00,280.00,23040.00,5264.00,-3668.00,8932.00,792.00,-640.00,-116.00,180.00,1784.00,0.00,1784.00,2140.00,0.00,2140.00,2192.00,1644.00,548.00,244.00,244.00,0.00,4892.00,3204.00,0.00,3204.00,552.00,0.00,552.00,4.00,0.00,-1812.00,0.00,4644.00,140.00,-25072.00,-29972.00,4900.00
1979:Q2,36544.00,51748.00,-22276.00,73904.00,120.00,-15204.00,132.00,292.00,0.00,164.00,-15792.00,36544.00,61496.00,132.00,61364.00,12680.00,-132.00,-716.00,292.00,-1008.00,-12484.00,-11484.00,-1000.00,-2224.00,944.00,-148.00,364.00,-620.00,0.00,-620.00,-612.00,0.00,-612.00,4804.00,3604.00,1200.00,284.00,284.00,0.00,10600.00,1204.00,0.00,1204.00,-880.00,0.00,-880.00,-20.00,0.00,3744.00,0.00,9768.00,160.00,-51668.00,-52656.00,988.00
1979:Q3,84548.00,47284.00,5952.00,41172.00,160.00,37264.00,-100.00,288.00,0.00,31864.00,5212.00,84548.00,39120.00,-100.00,39220.00,-15336.00,-540.00,3020.00,288.00,2732.00,22816.00,23448.00,-632.00,-4428.00,528.00,220.00,96.00,-188.00,0.00,-188.00,-216.00,0.00,-216.00,3364.00,2524.00,840.00,32024.00,32024.00,0.00,-160.00,-3056.00,0.00,-3056.00,-492.00,0.00,-492.00,-28.00,0.00,-4272.00,0.00,-14196.00,160.00,26112.00,19536.00,6576.00
1979:Q4,45252.00,43032.00,45064.00,-1148.00,-884.00,2220.00,-2776.00,300.00,0.00,332.00,4364.00,45252.00,91644.00,-2776.00,94420.00,-1532.00,-876.00,-18504.00,300.00,-18804.00,11656.00,4048.00,7608.00,-1388.00,1180.00,216.00,-1048.00,-116.00,0.00,-116.00,-1048.00,0.00,-1048.00,904.00,676.00,228.00,-552.00,-552.00,0.00,5676.00,1588.00,0.00,1588.00,628.00,0.00,628.00,-16.00,0.00,1528.00,0.00,-21888.00,72.00,-22872.00,-15424.00,-7448.00
1980:Q1,54736.00,69020.00,72544.00,-3612.00,88.00,-14284.00,-15520.00,-2800.00,0.00,13268.00,-9232.00,54736.00,-8028.00,-15520.00,7492.00,3312.00,-680.00,-13724.00,-2800.00,-10924.00,10796.00,-5572.00,16368.00,-6620.00,228.00,84.00,-104.00,1972.00,0.00,1972.00,116.00,0.00,116.00,4832.00,3624.00,1208.00,13356.00,13356.00,0.00,5812.00,21532.00,0.00,21532.00,1024.00,0.00,1024.00,4.00,0.00,1920.00,0.00,27108.00,24.00,-8228.00,-16504.00,8276.00
1980:Q2,112288.00,129144.00,-24384.00,153412.00,116.00,-16856.00,-10416.00,-1120.00,0.00,9432.00,-14752.00,112288.00,54052.00,-10416.00,64468.00,-17544.00,-504.00,1792.00,-1120.00,2912.00,29700.00,23720.00,5980.00,13532.00,460.00,116.00,808.00,-3988.00,0.00,-3988.00,872.00,0.00,872.00,8736.00,6552.00,2184.00,9548.00,9548.00,0.00,5692.00,-6928.00,0.00,-6928.00,2756.00,0.00,2756.00,20.00,0.00,376.00,0.00,436.00,0.00,12356.00,14984.00,-2628.00
1980:Q3,96544.00,95804.00,60592.00,35124.00,88.00,740.00,-1396.00,0.00,0.00,3356.00,-1220.00,96544.00,-7076.00,-1396.00,-5680.00,15160.00,-64.00,22040.00,0.00,22040.00,-23840.00,-23496.00,-344.00,42316.00,1288.00,112.00,528.00,3684.00,0.00,3684.00,812.00,0.00,812.00,4728.00,3548.00,1180.00,3444.00,3444.00,0.00,9668.00,8712.00,0.00,8712.00,-1884.00,0.00,-1884.00,16.00,0.00,396.00,0.00,2408.00,32.00,14064.00,10152.00,3912.00
1980:Q4,83924.00,80332.00,65088.00,15140.00,104.00,3592.00,-2060.00,880.00,0.00,9248.00,-4476.00,83924.00,29220.00,-2060.00,31280.00,-28.00,284.00,21340.00,880.00,20460.00,-4624.00,-876.00,-3748.00,17752.00,332.00,80.00,24.00,4664.00,0.00,4664.00,2000.00,0.00,2000.00,6584.00,4936.00,1648.00,9352.00,9352.00,0.00,3712.00,-15904.00,0.00,-15904.00,-304.00,0.00,-304.00,-16.00,0.00,-920.00,0.00,-20844.00,0.00,31220.00,27456.00,3764.00
1981:Q1,121056.00,119492.00,76444.00,42912.00,136.00,1564.00,-8692.00,-1440.00,0.00,11152.00,544.00,121056.00,-62324.00,-8692.00,-53632.00,-4416.00,656.00,17316.00,-1440.00,18756.00,6740.00,-6440.00,13180.00,5412.00,-748.00,64.00,136.00,3820.00,0.00,3820.00,5472.00,0.00,5472.00,4548.00,3412.00,1136.00,11288.00,11288.00,0.00,6020.00,44176.00,0.00,44176.00,3248.00,0.00,3248.00,-52.00,0.00,-7060.00,0.00,52312.00,-64.00,34512.00,18656.00,15856.00
1981:Q2,74108.00,73060.00,-65716.00,138484.00,292.00,1048.00,-4528.00,-1120.00,0.00,9248.00,-2552.00,74108.00,47752.00,-4528.00,52280.00,18716.00,688.00,23576.00,-1120.00,24696.00,6308.00,6060.00,248.00,6300.00,112.00,68.00,-64.00,-976.00,8.00,-984.00,-1016.00,0.00,-1016.00,4764.00,3572.00,1192.00,9540.00,9540.00,0.00,8396.00,-21980.00,0.00,-21980.00,-1016.00,0.00,-1016.00,-92.00,0.00,7208.00,0.00,-28808.00,-20.00,-5348.00,-10124.00,4776.00
1981:Q3,64688.00,69860.00,18408.00,52296.00,-844.00,-5172.00,-3696.00,0.00,0.00,10636.00,-12112.00,64688.00,21164.00,-3696.00,24860.00,10852.00,764.00,13536.00,0.00,13536.00,11800.00,13348.00,-1548.00,-3428.00,240.00,32.00,-368.00,2620.00,24.00,2596.00,960.00,0.00,960.00,848.00,636.00,212.00,9792.00,9792.00,0.00,2736.00,9584.00,0.00,9584.00,700.00,0.00,700.00,-88.00,0.00,-152.00,0.00,3328.00,20.00,-20252.00,-29436.00,9184.00
1981:Q4,123844.00,121748.00,86508.00,35240.00,0.00,2096.00,-436.00,-920.00,0.00,9364.00,-5912.00,123844.00,-27204.00,-436.00,-26768.00,-5332.00,828.00,5544.00,-920.00,6464.00,8908.00,9716.00,-808.00,-908.00,2044.00,-44.00,596.00,280.00,28.00,252.00,3900.00,0.00,3900.00,47716.00,35788.00,11928.00,9364.00,9364.00,0.00,9396.00,40400.00,0.00,40400.00,612.00,0.00,612.00,-44.00,0.00,880.00,0.00,3984.00,52.00,22872.00,11784.00,11088.00
1982:Q1,139172.00,125056.00,44788.00,80268.00,0.00,14116.00,-2780.00,2924.00,0.00,13552.00,420.00,139172.00,19576.00,-2780.00,22356.00,-10488.00,-872.00,35684.00,2924.00,32760.00,-3260.00,-15264.00,12004.00,-6816.00,664.00,76.00,452.00,696.00,60.00,636.00,11616.00,0.00,11616.00,37404.00,28052.00,9352.00,13552.00,13552.00,0.00,7924.00,16164.00,0.00,16164.00,2872.00,0.00,2872.00,8.00,0.00,-560.00,0.00,14908.00,-308.00,-120.00,-20568.00,20448.00
1982:Q2,101124.00,96856.00,-820.00,97676.00,0.00,4268.00,-212.00,-1352.00,0.00,12316.00,-6484.00,101124.00,67136.00,-212.00,67348.00,-12900.00,-540.00,33028.00,-1352.00,34380.00,9076.00,9512.00,-436.00,-628.00,-1068.00,88.00,304.00,-680.00,176.00,-856.00,-476.00,0.00,-476.00,24020.00,18016.00,6004.00,12316.00,12316.00,0.00,11488.00,-12632.00,0.00,-12632.00,1544.00,0.00,1544.00,44.00,0.00,956.00,0.00,-29628.00,-320.00,-4.00,-5364.00,5360.00
1982:Q3,228552.00,226180.00,87572.00,138608.00,0.00,2372.00,588.00,3856.00,0.00,12328.00,-14400.00,228552.00,50504.00,588.00,49916.00,9380.00,276.00,-7780.00,3856.00,-11636.00,10448.00,9552.00,896.00,18760.00,-172.00,112.00,-468.00,2520.00,352.00,2168.00,7012.00,0.00,7012.00,23456.00,17592.00,5864.00,12328.00,12328.00,0.00,13728.00,63276.00,0.00,63276.00,1308.00,0.00,1308.00,56.00,0.00,15776.00,0.00,-17076.00,128.00,24980.00,11032.00,13948.00
1982:Q4,228124.00,206432.00,135680.00,70752.00,0.00,21692.00,3028.00,5372.00,0.00,10068.00,3224.00,228124.00,-59972.00,3028.00,-63000.00,23444.00,920.00,10896.00,5372.00,5524.00,15212.00,16464.00,-1252.00,79888.00,3836.00,124.00,760.00,2348.00,1796.00,552.00,15296.00,0.00,15296.00,29068.00,21800.00,7268.00,10068.00,10068.00,0.00,4196.00,17700.00,0.00,17700.00,1220.00,0.00,1220.00,28.00,0.00,-10168.00,0.00,56760.00,128.00,26372.00,16156.00,10216.00
1983:Q1,260868.00,247000.00,80256.00,166744.00,0.00,13868.00,1900.00,8640.00,0.00,15308.00,-11980.00,260868.00,66124.00,1900.00,64224.00,13572.00,2972.00,26432.00,8640.00,17792.00,18508.00,4176.00,14332.00,63604.00,3552.00,184.00,1068.00,5428.00,940.00,4488.00,12744.00,0.00,12744.00,18232.00,13676.00,4556.00,15308.00,15308.00,0.00,11656.00,2236.00,0.00,2236.00,-1632.00,0.00,-1632.00,12.00,0.00,-20.00,0.00,-22828.00,16.00,23700.00,12572.00,11128.00
1983:Q2,244236.00,206132.00,9660.00,196472.00,0.00,38104.00,3504.00,23140.00,0.00,14728.00,-3268.00,244236.00,84960.00,3504.00,81456.00,9864.00,2896.00,31552.00,23140.00,8412.00,11360.00,10976.00,384.00,78676.00,3116.00,248.00,5480.00,2848.00,1080.00,1768.00,9492.00,0.00,9492.00,13288.00,9964.00,3324.00,14728.00,14728.00,0.00,15440.00,-43872.00,0.00,-43872.00,2556.00,0.00,2556.00,4.00,0.00,-1400.00,0.00,-17452.00,8.00,20444.00,10268.00,10176.00
1983:Q3,205752.00,178884.00,25736.00,153148.00,0.00,26868.00,3472.00,12592.00,0.00,15224.00,-4420.00,205752.00,54612.00,3472.00,51140.00,-11060.00,2700.00,14996.00,12592.00,2404.00,29848.00,18740.00,11108.00,47868.00,-1560.00,236.00,1200.00,5568.00,1664.00,3904.00,9700.00,0.00,9700.00,24212.00,18160.00,6052.00,15224.00,15224.00,0.00,10424.00,-21440.00,0.00,-21440.00,-2816.00,0.00,-2816.00,-12.00,0.00,2784.00,0.00,21416.00,264.00,1588.00,10896.00,-9308.00
1983:Q4,88636.00,69576.00,12328.00,57248.00,0.00,19060.00,3680.00,-172.00,0.00,12912.00,2640.00,88636.00,-35700.00,3680.00,-39380.00,24156.00,2548.00,18824.00,-172.00,18996.00,88.00,-33892.00,33980.00,45048.00,1424.00,132.00,-2116.00,5004.00,2104.00,2900.00,16492.00,0.00,16492.00,16912.00,12684.00,4228.00,12912.00,12912.00,0.00,10528.00,-16152.00,0.00,-16152.00,-1124.00,0.00,-1124.00,-32.00,0.00,-7676.00,0.00,-19824.00,284.00,16908.00,18424.00,-1516.00
1984:Q1,253600.00,227392.00,25660.00,201732.00,0.00,26208.00,3056.00,6400.00,0.00,20012.00,-3260.00,253600.00,113272.00,3056.00,110216.00,31828.00,464.00,18268.00,6400.00,11868.00,19044.00,47764.00,-28720.00,20160.00,-828.00,60.00,1360.00,5004.00,832.00,4172.00,9000.00,0.00,9000.00,6764.00,5072.00,1692.00,20012.00,20012.00,0.00,22604.00,-16632.00,-1067.00,-15565.00,3020.00,0.00,3020.00,-68.00,0.00,2204.00,0.00,-8516.00,-124.00,6704.00,6128.00,576.00
1984:Q2,182284.00,155108.00,-27792.00,182900.00,0.00,27176.00,2752.00,10332.00,0.00,21024.00,-6932.00,182284.00,128800.00,2752.00,126048.00,-3276.00,64.00,27056.00,10332.00,16724.00,-1156.00,2248.00,-3404.00,-11340.00,-460.00,-28.00,2076.00,5220.00,1212.00,4008.00,3464.00,0.00,3464.00,-11600.00,-8700.00,-2900.00,21024.00,21024.00,0.00,18464.00,-5132.00,-16937.00,11805.00,2964.00,0.00,2964.00,-120.00,0.00,2540.00,0.00,-20464.00,-72.00,24260.00,10648.00,13612.00
1984:Q3,245292.00,219348.00,54064.00,165284.00,0.00,25944.00,3044.00,12400.00,0.00,17312.00,-6812.00,245292.00,57296.00,3044.00,54252.00,-14168.00,-940.00,16016.00,12400.00,3616.00,23340.00,6236.00,17104.00,7900.00,-288.00,-40.00,1168.00,8496.00,292.00,8204.00,13132.00,0.00,13132.00,26560.00,19920.00,6640.00,17312.00,17312.00,0.00,20616.00,948.00,2499.00,-1551.00,2660.00,0.00,2660.00,-104.00,0.00,13392.00,0.00,32836.00,232.00,18928.00,3756.00,15172.00
1984:Q4,182200.00,150124.00,70284.00,79840.00,0.00,32076.00,3268.00,1508.00,0.00,15552.00,11748.00,182200.00,-73780.00,3268.00,-77048.00,10908.00,-1756.00,5740.00,1508.00,4232.00,-6568.00,10192.00,-16760.00,24548.00,-736.00,8.00,-1576.00,7228.00,180.00,7048.00,24676.00,0.00,24676.00,38560.00,28920.00,9640.00,15552.00,15552.00,0.00,14332.00,31040.00,29048.00,1992.00,940.00,0.00,940.00,-28.00,0.00,-14604.00,0.00,46596.00,240.00,60880.00,10272.00,50608.00
1985:Q1,283460.00,214784.00,20432.00,194352.00,0.00,68676.00,3712.00,15288.00,0.00,75864.00,-26188.00,283460.00,122184.00,3712.00,118472.00,-25244.00,-52.00,42988.00,15288.00,27700.00,32300.00,1736.00,30564.00,30812.00,-20.00,68.00,4856.00,2520.00,572.00,1948.00,5844.00,0.00,5844.00,15000.00,11252.00,3748.00,75864.00,75864.00,0.00,23632.00,-6768.00,-8848.00,2080.00,21976.00,0.00,21976.00,24.00,0.00,10608.00,0.00,-54960.00,176.00,-18348.00,-17652.00,-696.00
1985:Q2,243868.00,166856.00,9580.00,157276.00,0.00,77012.00,5016.00,26488.00,0.00,26164.00,19344.00,243868.00,-39096.00,5016.00,-44112.00,50296.00,80.00,59032.00,26488.00,32544.00,20652.00,27328.00,-6676.00,-7144.00,-3260.00,84.00,2868.00,476.00,476.00,0.00,9416.00,0.00,9416.00,29144.00,21856.00,7288.00,26164.00,26164.00,0.00,13472.00,9868.00,11031.00,-1163.00,17892.00,0.00,17892.00,52.00,0.00,5548.00,0.00,-7628.00,200.00,55752.00,5996.00,49756.00
1985:Q3,239960.00,173852.00,9392.00,164460.00,0.00,66108.00,6204.00,44600.00,0.00,31100.00,-15796.00,239960.00,65584.00,6204.00,59380.00,-27268.00,400.00,34620.00,44600.00,-9980.00,13556.00,3720.00,9836.00,8272.00,1728.00,116.00,1232.00,11296.00,928.00,10368.00,6384.00,0.00,6384.00,14136.00,10604.00,3532.00,31100.00,31100.00,0.00,10880.00,-4288.00,296.00,-4584.00,26624.00,0.00,26624.00,112.00,0.00,15400.00,0.00,284.00,504.00,29288.00,1204.00,28084.00
