1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1960:Q4,728.00,-276.00,-16176.00,15900.00,0.00,1004.00,252.00,0.00,0.00,752.00,0.00,728.00,-4680.00,252.00,-4932.00,-2776.00,0.00,-144.00,0.00,-144.00,-612.00,-19416.00,18804.00,5572.00,-32.00,20.00,16.00,28.00,0.00,28.00,-600.00,0.00,-600.00,-16.00,-12.00,-4.00,752.00,752.00,0.00,232.00,0.00,0.00,0.00,44.00,0.00,44.00,96.00,0.00,176.00,0.00,1764.00,0.00,888.00,0.00,888.00
1961:Q1,172.00,-2248.00,-39496.00,37248.00,0.00,2420.00,1056.00,0.00,0.00,900.00,464.00,172.00,-4944.00,1056.00,-6000.00,-2108.00,0.00,-632.00,0.00,-632.00,1608.00,-16940.00,18548.00,6140.00,192.00,12.00,16.00,-828.00,0.00,-828.00,464.00,0.00,464.00,12.00,8.00,4.00,900.00,900.00,0.00,576.00,0.00,0.00,0.00,-320.00,0.00,-320.00,8.00,0.00,1052.00,0.00,-1912.00,0.00,-64.00,0.00,-64.00
1961:Q2,8032.00,6812.00,8188.00,-1376.00,0.00,1220.00,556.00,0.00,0.00,1128.00,-464.00,8032.00,2188.00,556.00,1632.00,-2356.00,0.00,1460.00,0.00,1460.00,92.00,6504.00,-6412.00,7992.00,192.00,8.00,20.00,-484.00,0.00,-484.00,-540.00,0.00,-540.00,88.00,68.00,20.00,1128.00,1128.00,0.00,68.00,0.00,0.00,0.00,-112.00,0.00,-112.00,-24.00,0.00,-196.00,0.00,-104.00,0.00,-1388.00,0.00,-1388.00
1961:Q3,16708.00,14580.00,-10452.00,25032.00,0.00,2128.00,732.00,0.00,0.00,992.00,404.00,16708.00,808.00,732.00,76.00,-5392.00,0.00,-624.00,0.00,-624.00,700.00,-19040.00,19740.00,16328.00,308.00,4.00,20.00,352.00,0.00,352.00,80.00,0.00,80.00,8.00,4.00,4.00,992.00,992.00,0.00,-28.00,0.00,0.00,0.00,152.00,0.00,152.00,-36.00,0.00,-292.00,0.00,984.00,0.00,2344.00,0.00,2344.00
1961:Q4,5388.00,4280.00,6020.00,-1740.00,0.00,1108.00,868.00,0.00,0.00,644.00,-404.00,5388.00,948.00,868.00,80.00,3232.00,0.00,848.00,0.00,848.00,4552.00,1088.00,3464.00,-5912.00,-576.00,0.00,24.00,608.00,0.00,608.00,-1176.00,0.00,-1176.00,-24.00,-16.00,-8.00,644.00,644.00,0.00,-260.00,0.00,0.00,0.00,556.00,0.00,556.00,-24.00,0.00,-864.00,0.00,2168.00,0.00,644.00,0.00,644.00
1962:Q1,9188.00,7252.00,29840.00,-22588.00,0.00,1936.00,628.00,0.00,0.00,1004.00,304.00,9188.00,-1292.00,628.00,-1920.00,484.00,0.00,-104.00,0.00,-104.00,3312.00,12376.00,-9064.00,2672.00,584.00,8.00,20.00,-332.00,0.00,-332.00,692.00,0.00,692.00,-16.00,-12.00,-4.00,1004.00,1004.00,0.00,900.00,0.00,0.00,0.00,-144.00,0.00,-144.00,-32.00,0.00,2132.00,0.00,-652.00,0.00,-48.00,0.00,-48.00
1962:Q2,6016.00,4796.00,-3320.00,8116.00,0.00,1220.00,248.00,0.00,0.00,1180.00,-208.00,6016.00,7628.00,248.00,7380.00,-4624.00,0.00,976.00,0.00,976.00,812.00,1956.00,-1144.00,-212.00,580.00,8.00,16.00,-244.00,0.00,-244.00,-112.00,0.00,-112.00,152.00,112.00,40.00,1180.00,1180.00,0.00,200.00,0.00,0.00,0.00,-564.00,0.00,-564.00,-48.00,0.00,-1432.00,0.00,-80.00,0.00,1780.00,0.00,1780.00
1962:Q3,-108.00,-1520.00,18008.00,-19528.00,0.00,1412.00,612.00,0.00,0.00,812.00,-12.00,-108.00,896.00,612.00,284.00,-5664.00,0.00,1444.00,0.00,1444.00,-788.00,13860.00,-14648.00,-1108.00,-536.00,12.00,20.00,248.00,0.00,248.00,208.00,0.00,208.00,260.00,196.00,64.00,812.00,812.00,0.00,200.00,0.00,0.00,0.00,1112.00,0.00,1112.00,-32.00,0.00,112.00,0.00,96.00,0.00,2600.00,0.00,2600.00
1962:Q4,13164.00,11664.00,43500.00,-31836.00,0.00,1500.00,604.00,0.00,0.00,976.00,-80.00,13164.00,-136.00,604.00,-740.00,2648.00,0.00,2304.00,0.00,2304.00,3688.00,14852.00,-11164.00,-676.00,-748.00,20.00,24.00,652.00,0.00,652.00,-644.00,0.00,-644.00,304.00,228.00,76.00,976.00,976.00,0.00,-100.00,0.00,0.00,0.00,-208.00,0.00,-208.00,16.00,0.00,680.00,0.00,3320.00,0.00,1044.00,0.00,1044.00
1963:Q1,7532.00,4932.00,-2680.00,7612.00,0.00,2600.00,1404.00,0.00,0.00,1088.00,108.00,7532.00,-20448.00,1404.00,-21852.00,16240.00,0.00,3800.00,0.00,3800.00,3312.00,1688.00,1624.00,5412.00,60.00,32.00,36.00,-440.00,0.00,-440.00,-592.00,0.00,-592.00,112.00,84.00,28.00,1088.00,1088.00,0.00,400.00,0.00,0.00,0.00,-76.00,0.00,-76.00,72.00,0.00,1760.00,0.00,-3712.00,0.00,476.00,0.00,476.00
1963:Q2,8864.00,5216.00,-3564.00,8780.00,0.00,3648.00,1052.00,0.00,0.00,1420.00,1176.00,8864.00,8972.00,1052.00,7920.00,-4460.00,0.00,1164.00,0.00,1164.00,3256.00,6960.00,-3704.00,-3640.00,68.00,48.00,44.00,28.00,0.00,28.00,-1104.00,0.00,-1104.00,108.00,80.00,28.00,1420.00,1420.00,0.00,1100.00,0.00,0.00,0.00,-516.00,0.00,-516.00,128.00,0.00,376.00,0.00,-340.00,0.00,2212.00,0.00,2212.00
1963:Q3,-2632.00,-3768.00,-22748.00,18980.00,0.00,1136.00,1084.00,0.00,0.00,1036.00,-984.00,-2632.00,-328.00,1084.00,-1412.00,-2600.00,0.00,2272.00,0.00,2272.00,2748.00,-15016.00,17764.00,-7400.00,-464.00,44.00,44.00,484.00,0.00,484.00,380.00,0.00,380.00,-60.00,-44.00,-16.00,1036.00,1036.00,0.00,300.00,0.00,0.00,0.00,556.00,0.00,556.00,136.00,0.00,-1976.00,0.00,1724.00,0.00,472.00,0.00,472.00
1963:Q4,6528.00,3448.00,-4936.00,8384.00,0.00,3080.00,1184.00,0.00,0.00,1100.00,796.00,6528.00,8500.00,1184.00,7316.00,2104.00,0.00,-2608.00,0.00,-2608.00,3100.00,-11300.00,14400.00,-4232.00,-92.00,20.00,36.00,560.00,0.00,560.00,-112.00,0.00,-112.00,156.00,116.00,40.00,1100.00,1100.00,0.00,-160.00,0.00,0.00,0.00,0.00,0.00,0.00,96.00,0.00,1308.00,0.00,-2704.00,0.00,-544.00,0.00,-544.00
1964:Q1,6316.00,5028.00,-22928.00,27956.00,0.00,1288.00,936.00,0.00,0.00,1420.00,-1068.00,6316.00,-3288.00,936.00,-4224.00,4080.00,0.00,760.00,0.00,760.00,2376.00,-15176.00,17552.00,3448.00,-4.00,0.00,24.00,-500.00,0.00,-500.00,-100.00,0.00,-100.00,772.00,580.00,192.00,1420.00,1420.00,0.00,860.00,0.00,0.00,0.00,380.00,0.00,380.00,68.00,0.00,-828.00,0.00,-596.00,0.00,-2556.00,0.00,-2556.00
1964:Q2,4800.00,2788.00,-24024.00,26812.00,0.00,2012.00,828.00,0.00,0.00,1088.00,96.00,4800.00,11304.00,828.00,10476.00,-3632.00,0.00,-232.00,0.00,-232.00,2244.00,-8968.00,11212.00,-6792.00,-8.00,-16.00,16.00,-576.00,0.00,-576.00,-292.00,0.00,-292.00,-828.00,-620.00,-208.00,1088.00,1088.00,0.00,1000.00,0.00,0.00,0.00,32.00,0.00,32.00,48.00,0.00,144.00,0.00,1808.00,0.00,-508.00,0.00,-508.00
1964:Q3,8316.00,6104.00,10420.00,-4316.00,0.00,2212.00,832.00,0.00,0.00,1440.00,-60.00,8316.00,-6152.00,832.00,-6984.00,-3352.00,0.00,1388.00,0.00,1388.00,4168.00,-816.00,4984.00,5200.00,356.00,-20.00,12.00,680.00,0.00,680.00,500.00,0.00,500.00,-16.00,-12.00,-4.00,1440.00,1440.00,0.00,364.00,0.00,0.00,0.00,320.00,0.00,320.00,36.00,0.00,-860.00,0.00,2056.00,0.00,2196.00,0.00,2196.00
1964:Q4,6232.00,4304.00,12524.00,-8220.00,0.00,1928.00,1048.00,0.00,0.00,1048.00,-168.00,6232.00,852.00,1048.00,-196.00,316.00,0.00,2160.00,0.00,2160.00,2908.00,4308.00,-1400.00,-916.00,-172.00,-16.00,8.00,524.00,0.00,524.00,-984.00,0.00,-984.00,216.00,160.00,56.00,1048.00,1048.00,0.00,-144.00,0.00,0.00,0.00,-576.00,0.00,-576.00,16.00,0.00,-384.00,0.00,-644.00,0.00,2020.00,0.00,2020.00
1965:Q1,3460.00,664.00,196.00,468.00,0.00,2796.00,828.00,0.00,0.00,1368.00,600.00,3460.00,2456.00,828.00,1628.00,-1556.00,0.00,1056.00,0.00,1056.00,6476.00,3128.00,3348.00,-5000.00,-36.00,-4.00,8.00,-228.00,0.00,-228.00,180.00,0.00,180.00,776.00,584.00,192.00,1368.00,1368.00,0.00,1548.00,0.00,0.00,0.00,228.00,0.00,228.00,4.00,0.00,992.00,0.00,-1676.00,0.00,-3132.00,0.00,-3132.00
1965:Q2,1008.00,-648.00,-11440.00,10792.00,0.00,1656.00,392.00,0.00,0.00,1560.00,-296.00,1008.00,10560.00,392.00,10168.00,-7088.00,0.00,1560.00,0.00,1560.00,2952.00,3740.00,-788.00,-6580.00,-32.00,0.00,4.00,-780.00,0.00,-780.00,-1124.00,0.00,-1124.00,-800.00,-600.00,-200.00,1560.00,1560.00,0.00,692.00,0.00,0.00,0.00,-744.00,0.00,-744.00,-24.00,0.00,-360.00,0.00,2220.00,0.00,-1008.00,0.00,-1008.00
1965:Q3,-9616.00,-12084.00,-40.00,-12044.00,0.00,2468.00,532.00,0.00,0.00,1516.00,420.00,-9616.00,-6844.00,532.00,-7376.00,-1964.00,0.00,3092.00,0.00,3092.00,4896.00,2540.00,2356.00,-6400.00,228.00,0.00,4.00,172.00,0.00,172.00,-240.00,0.00,-240.00,-1008.00,-756.00,-252.00,1516.00,1516.00,0.00,-956.00,0.00,0.00,0.00,1096.00,0.00,1096.00,-28.00,0.00,-404.00,0.00,-3660.00,0.00,884.00,0.00,884.00
1965:Q4,15052.00,13100.00,26088.00,-12988.00,0.00,1952.00,788.00,0.00,0.00,816.00,348.00,15052.00,-1408.00,788.00,-2196.00,2876.00,0.00,3056.00,0.00,3056.00,1564.00,2820.00,-1256.00,5056.00,108.00,0.00,16.00,176.00,0.00,176.00,-716.00,0.00,-716.00,328.00,244.00,84.00,816.00,816.00,0.00,-792.00,0.00,0.00,0.00,-404.00,0.00,-404.00,-24.00,0.00,256.00,0.00,1948.00,0.00,2196.00,0.00,2196.00
1966:Q1,4708.00,2760.00,3824.00,-1064.00,0.00,1948.00,316.00,0.00,0.00,1272.00,360.00,4708.00,6776.00,316.00,6460.00,1640.00,0.00,1244.00,0.00,1244.00,3116.00,544.00,2572.00,-5548.00,-204.00,16.00,20.00,-848.00,0.00,-848.00,208.00,0.00,208.00,-240.00,-180.00,-60.00,1272.00,1272.00,0.00,636.00,0.00,0.00,0.00,976.00,0.00,976.00,-24.00,0.00,-172.00,0.00,-692.00,0.00,-3468.00,0.00,-3468.00
1966:Q2,-8168.00,-12464.00,-18208.00,5744.00,0.00,4296.00,664.00,0.00,0.00,1464.00,2168.00,-8168.00,4048.00,664.00,3384.00,-6512.00,0.00,2044.00,0.00,2044.00,2248.00,4840.00,-2592.00,-7180.00,-200.00,24.00,28.00,-636.00,0.00,-636.00,-1000.00,0.00,-1000.00,-408.00,-304.00,-104.00,1464.00,1464.00,0.00,-1064.00,0.00,0.00,0.00,464.00,0.00,464.00,-28.00,0.00,1124.00,0.00,-364.00,0.00,-2220.00,0.00,-2220.00
1966:Q3,1520.00,948.00,35060.00,-34112.00,0.00,572.00,340.00,0.00,0.00,1264.00,-1032.00,1520.00,4088.00,340.00,3748.00,-2224.00,0.00,-392.00,0.00,-392.00,1840.00,20036.00,-18196.00,-2852.00,300.00,28.00,28.00,-52.00,0.00,-52.00,-276.00,0.00,-276.00,-104.00,-80.00,-24.00,1264.00,1264.00,0.00,480.00,0.00,0.00,0.00,1112.00,0.00,1112.00,-28.00,0.00,-452.00,0.00,300.00,0.00,-1540.00,0.00,-1540.00
1966:Q4,16164.00,13208.00,21028.00,-7820.00,0.00,2956.00,896.00,0.00,0.00,1012.00,1048.00,16164.00,2360.00,896.00,1464.00,1120.00,0.00,-604.00,0.00,-604.00,5504.00,2796.00,2708.00,1308.00,-96.00,20.00,20.00,-356.00,0.00,-356.00,276.00,0.00,276.00,-188.00,-140.00,-48.00,1012.00,1012.00,0.00,-204.00,0.00,0.00,0.00,-48.00,0.00,-48.00,-12.00,0.00,3044.00,0.00,3396.00,0.00,-388.00,0.00,-388.00
1967:Q1,7776.00,8292.00,7596.00,696.00,0.00,-516.00,828.00,0.00,0.00,1040.00,-2384.00,7776.00,-16016.00,828.00,-16844.00,-2436.00,0.00,72.00,0.00,72.00,5728.00,4020.00,1708.00,17032.00,-96.00,36.00,8.00,-1472.00,0.00,-1472.00,-264.00,0.00,-264.00,-624.00,-468.00,-156.00,1040.00,1040.00,0.00,-1260.00,0.00,0.00,0.00,-880.00,0.00,-880.00,0.00,0.00,3896.00,0.00,1592.00,0.00,1420.00,0.00,1420.00
1967:Q2,-21444.00,-22656.00,-33428.00,10772.00,0.00,1212.00,900.00,0.00,0.00,1436.00,-1124.00,-21444.00,3792.00,900.00,2892.00,-10148.00,0.00,-448.00,0.00,-448.00,4636.00,4796.00,-160.00,-11328.00,-112.00,44.00,-4.00,-1152.00,0.00,-1152.00,-660.00,0.00,-660.00,-596.00,-448.00,-148.00,1436.00,1436.00,0.00,-616.00,0.00,0.00,0.00,-1260.00,0.00,-1260.00,4.00,0.00,568.00,0.00,-5720.00,0.00,120.00,0.00,120.00
1967:Q3,25744.00,23656.00,-1596.00,25252.00,0.00,2088.00,1024.00,0.00,0.00,1072.00,-8.00,25744.00,2496.00,1024.00,1472.00,-2484.00,200.00,120.00,0.00,120.00,3240.00,-17048.00,20288.00,23208.00,336.00,44.00,0.00,-40.00,0.00,-40.00,108.00,0.00,108.00,-128.00,-96.00,-32.00,1072.00,1072.00,0.00,-1352.00,0.00,0.00,0.00,-832.00,0.00,-832.00,20.00,0.00,-3304.00,0.00,1100.00,0.00,1940.00,0.00,1940.00
1967:Q4,28600.00,25752.00,24496.00,1256.00,0.00,2848.00,1128.00,0.00,0.00,1712.00,8.00,28600.00,9376.00,1128.00,8248.00,5308.00,200.00,-1164.00,0.00,-1164.00,7696.00,7512.00,184.00,1188.00,340.00,40.00,12.00,-156.00,0.00,-156.00,-136.00,0.00,-136.00,80.00,60.00,20.00,1712.00,1712.00,0.00,-572.00,0.00,0.00,0.00,908.00,0.00,908.00,44.00,0.00,-1136.00,0.00,-8.00,0.00,4868.00,0.00,4868.00
1968:Q1,25516.00,23556.00,5720.00,17836.00,0.00,1960.00,504.00,0.00,0.00,1456.00,0.00,25516.00,6932.00,504.00,6428.00,5344.00,200.00,-1688.00,0.00,-1688.00,6252.00,744.00,5508.00,8292.00,56.00,24.00,12.00,-464.00,0.00,-464.00,-20.00,0.00,-20.00,880.00,660.00,220.00,1456.00,1456.00,0.00,216.00,0.00,0.00,0.00,984.00,0.00,984.00,80.00,0.00,640.00,0.00,-60.00,0.00,-3620.00,0.00,-3620.00
1968:Q2,-332.00,-3196.00,-27440.00,24244.00,0.00,2864.00,528.00,0.00,0.00,1936.00,400.00,-332.00,11288.00,528.00,10760.00,-5292.00,200.00,-68.00,0.00,-68.00,6068.00,8876.00,-2808.00,-7200.00,72.00,12.00,0.00,-652.00,0.00,-652.00,-924.00,0.00,-924.00,-104.00,-76.00,-28.00,1936.00,1936.00,0.00,-396.00,0.00,0.00,0.00,-480.00,0.00,-480.00,124.00,0.00,592.00,0.00,-252.00,0.00,-5256.00,0.00,-5256.00
1968:Q3,17668.00,16488.00,21356.00,-4868.00,0.00,1180.00,588.00,0.00,0.00,992.00,-400.00,17668.00,-2044.00,588.00,-2632.00,-2992.00,200.00,844.00,0.00,844.00,3672.00,1656.00,2016.00,8476.00,88.00,12.00,20.00,-48.00,0.00,-48.00,324.00,0.00,324.00,-244.00,-184.00,-60.00,992.00,992.00,0.00,-388.00,0.00,0.00,0.00,1432.00,0.00,1432.00,120.00,0.00,-1652.00,0.00,6552.00,0.00,2304.00,0.00,2304.00
1968:Q4,200.00,-1728.00,20932.00,-22660.00,0.00,1928.00,968.00,0.00,0.00,960.00,0.00,200.00,-5204.00,968.00,-6172.00,4320.00,200.00,1648.00,0.00,1648.00,-164.00,-152.00,-12.00,-1312.00,-40.00,16.00,72.00,-248.00,0.00,-248.00,-288.00,0.00,-288.00,956.00,716.00,240.00,960.00,960.00,0.00,-408.00,0.00,0.00,0.00,-1048.00,0.00,-1048.00,64.00,0.00,-140.00,0.00,-3108.00,0.00,3924.00,0.00,3924.00
1969:Q1,4080.00,2388.00,10140.00,-7752.00,0.00,1692.00,-128.00,0.00,0.00,1816.00,4.00,4080.00,18708.00,-128.00,18836.00,1760.00,200.00,2024.00,0.00,2024.00,424.00,-4692.00,5116.00,-10980.00,8.00,24.00,132.00,-608.00,0.00,-608.00,-468.00,0.00,-468.00,404.00,304.00,100.00,1816.00,1816.00,0.00,-284.00,0.00,0.00,0.00,1712.00,0.00,1712.00,20.00,0.00,-1100.00,0.00,-4132.00,0.00,-5580.00,0.00,-5580.00
1969:Q2,-30712.00,-31884.00,-36764.00,4880.00,0.00,1172.00,-108.00,0.00,0.00,1284.00,-4.00,-30712.00,-10504.00,-108.00,-10396.00,-5800.00,200.00,2096.00,0.00,2096.00,3304.00,7532.00,-4228.00,-17136.00,4.00,24.00,204.00,632.00,0.00,632.00,-840.00,0.00,-840.00,-1076.00,-808.00,-268.00,1284.00,1284.00,0.00,-140.00,0.00,0.00,0.00,-2448.00,0.00,-2448.00,0.00,0.00,236.00,0.00,1548.00,0.00,-2300.00,0.00,-2300.00
1969:Q3,16496.00,14400.00,22464.00,-8064.00,0.00,2096.00,-472.00,0.00,0.00,2288.00,280.00,16496.00,26952.00,-472.00,27424.00,-8652.00,200.00,3180.00,0.00,3180.00,2428.00,-1268.00,3696.00,-12076.00,32.00,28.00,204.00,-1840.00,0.00,-1840.00,-164.00,0.00,-164.00,-128.00,-96.00,-32.00,2288.00,2288.00,0.00,-476.00,0.00,0.00,0.00,204.00,0.00,204.00,-36.00,0.00,-2436.00,0.00,-1016.00,0.00,7804.00,0.00,7804.00
1969:Q4,13132.00,11284.00,26396.00,-15112.00,0.00,1848.00,324.00,0.00,0.00,688.00,836.00,13132.00,10568.00,324.00,10244.00,-560.00,200.00,5024.00,0.00,5024.00,10712.00,12464.00,-1752.00,-6508.00,40.00,36.00,140.00,-124.00,0.00,-124.00,144.00,0.00,144.00,96.00,72.00,24.00,688.00,688.00,0.00,-1036.00,0.00,0.00,0.00,-1340.00,0.00,-1340.00,-80.00,0.00,956.00,0.00,3448.00,0.00,-9272.00,0.00,-9272.00
1970:Q1,9544.00,8188.00,12632.00,-4444.00,0.00,1356.00,-648.00,0.00,0.00,2776.00,-772.00,9544.00,1856.00,-648.00,2504.00,-1564.00,200.00,3824.00,0.00,3824.00,960.00,-5472.00,6432.00,-9576.00,-1164.00,28.00,76.00,-392.00,0.00,-392.00,-176.00,0.00,-176.00,-408.00,-304.00,-104.00,2776.00,2776.00,0.00,-408.00,0.00,0.00,0.00,-796.00,0.00,-796.00,180.00,0.00,5316.00,0.00,1708.00,0.00,7104.00,0.00,7104.00
1970:Q2,12656.00,11076.00,-30300.00,41376.00,0.00,1580.00,-60.00,0.00,0.00,1396.00,244.00,12656.00,-7592.00,-60.00,-7532.00,3240.00,200.00,1612.00,0.00,1612.00,7016.00,6040.00,976.00,1492.00,176.00,24.00,28.00,-432.00,0.00,-432.00,-264.00,0.00,-264.00,-388.00,-292.00,-96.00,1396.00,1396.00,0.00,-624.00,0.00,0.00,0.00,8348.00,0.00,8348.00,-268.00,0.00,-1852.00,0.00,-6140.00,0.00,6684.00,0.00,6684.00
1970:Q3,26240.00,23332.00,18148.00,5184.00,0.00,2908.00,444.00,0.00,0.00,2696.00,-232.00,26240.00,-12280.00,444.00,-12724.00,3604.00,200.00,-1992.00,0.00,-1992.00,5792.00,6812.00,-1020.00,19296.00,376.00,28.00,8.00,584.00,0.00,584.00,532.00,0.00,532.00,672.00,504.00,168.00,2696.00,2696.00,0.00,380.00,0.00,0.00,0.00,-6964.00,0.00,-6964.00,-244.00,0.00,-2948.00,0.00,5548.00,0.00,10952.00,0.00,10952.00
1970:Q4,13468.00,9136.00,28928.00,-19792.00,0.00,4332.00,1540.00,0.00,0.00,2656.00,136.00,13468.00,-22484.00,1540.00,-24024.00,-2732.00,200.00,-3712.00,0.00,-3712.00,6184.00,7420.00,-1236.00,11784.00,36.00,36.00,12.00,40.00,0.00,40.00,-420.00,0.00,-420.00,-112.00,-84.00,-28.00,2656.00,2656.00,0.00,-680.00,0.00,0.00,0.00,112.00,0.00,112.00,-108.00,0.00,3864.00,0.00,5564.00,0.00,13228.00,0.00,13228.00
1971:Q1,10468.00,2968.00,4216.00,-1248.00,0.00,7500.00,1776.00,0.00,0.00,3696.00,2028.00,10468.00,-31340.00,1776.00,-33116.00,-2192.00,200.00,-3720.00,0.00,-3720.00,14560.00,-1308.00,15868.00,11140.00,-156.00,120.00,16.00,-280.00,0.00,-280.00,-152.00,0.00,-152.00,540.00,404.00,136.00,3696.00,3696.00,0.00,-896.00,0.00,0.00,0.00,168.00,0.00,168.00,36.00,0.00,4716.00,0.00,-5896.00,0.00,19908.00,0.00,19908.00
1971:Q2,42384.00,40880.00,-9200.00,50080.00,0.00,1504.00,2596.00,0.00,0.00,1460.00,-2552.00,42384.00,15652.00,2596.00,13056.00,5580.00,200.00,-480.00,0.00,-480.00,1788.00,9164.00,-7376.00,-52.00,-724.00,100.00,16.00,-432.00,0.00,-432.00,-1128.00,0.00,-1128.00,-1032.00,-772.00,-260.00,1460.00,1460.00,0.00,-1816.00,0.00,0.00,0.00,-1020.00,0.00,-1020.00,164.00,0.00,-2788.00,0.00,-1788.00,0.00,28684.00,16388.00,12296.00
1971:Q3,34656.00,28956.00,7868.00,21088.00,0.00,5700.00,2360.00,0.00,0.00,3288.00,52.00,34656.00,7632.00,2360.00,5272.00,-3676.00,240.00,-168.00,0.00,-168.00,3820.00,6620.00,-2800.00,-11388.00,0.00,276.00,4.00,-160.00,0.00,-160.00,116.00,0.00,116.00,172.00,128.00,44.00,3288.00,3288.00,0.00,-220.00,0.00,0.00,0.00,-720.00,0.00,-720.00,196.00,0.00,-6108.00,0.00,1628.00,0.00,39724.00,28056.00,11668.00
1971:Q4,27852.00,22128.00,35444.00,-13316.00,0.00,5724.00,2576.00,0.00,0.00,2928.00,220.00,27852.00,-27308.00,2576.00,-29884.00,11384.00,160.00,2956.00,0.00,2956.00,7248.00,2288.00,4960.00,11648.00,-56.00,148.00,-12.00,12.00,0.00,12.00,308.00,0.00,308.00,324.00,244.00,80.00,2928.00,2928.00,0.00,-1900.00,0.00,0.00,0.00,408.00,0.00,408.00,128.00,0.00,1916.00,0.00,-340.00,0.00,17900.00,13012.00,4888.00
1972:Q1,5856.00,-676.00,19464.00,-20140.00,0.00,6532.00,3144.00,0.00,0.00,3440.00,-52.00,5856.00,764.00,3144.00,-2380.00,-7400.00,200.00,2768.00,0.00,2768.00,-1500.00,-1920.00,420.00,-10428.00,812.00,-156.00,-40.00,-512.00,0.00,-512.00,648.00,0.00,648.00,1660.00,1244.00,416.00,3440.00,3440.00,0.00,-1052.00,0.00,0.00,0.00,-4.00,0.00,-4.00,76.00,0.00,6976.00,0.00,-1608.00,0.00,11212.00,7632.00,3580.00
1972:Q2,7828.00,6012.00,-30892.00,36904.00,0.00,1816.00,3340.00,0.00,0.00,-1376.00,-148.00,7828.00,24004.00,3340.00,20664.00,-8028.00,200.00,1220.00,0.00,1220.00,2988.00,6328.00,-3340.00,-4324.00,-388.00,-124.00,-84.00,-676.00,0.00,-676.00,-1072.00,0.00,-1072.00,-356.00,-268.00,-88.00,-1376.00,-1376.00,0.00,360.00,0.00,0.00,0.00,48.00,0.00,48.00,36.00,0.00,-3800.00,0.00,-1160.00,0.00,360.00,-12248.00,12608.00
1972:Q3,22288.00,13880.00,6860.00,7020.00,0.00,8408.00,3040.00,0.00,0.00,5512.00,-144.00,22288.00,-788.00,3040.00,-3828.00,-1488.00,200.00,2264.00,0.00,2264.00,-5672.00,-6392.00,720.00,2628.00,436.00,560.00,-64.00,-516.00,0.00,-516.00,612.00,0.00,612.00,688.00,516.00,172.00,5512.00,5512.00,0.00,-320.00,0.00,0.00,0.00,568.00,0.00,568.00,36.00,0.00,-6276.00,0.00,2652.00,0.00,21256.00,3372.00,17884.00
1972:Q4,32796.00,24928.00,30028.00,-5100.00,0.00,7868.00,3480.00,0.00,0.00,4396.00,-8.00,32796.00,-11292.00,3480.00,-14772.00,8212.00,200.00,2984.00,0.00,2984.00,7432.00,16.00,7416.00,18552.00,-384.00,540.00,4.00,576.00,0.00,576.00,-192.00,0.00,-192.00,3032.00,2276.00,756.00,4396.00,4396.00,0.00,-184.00,0.00,0.00,0.00,-92.00,0.00,-92.00,68.00,0.00,-1892.00,0.00,968.00,0.00,-132.00,-3476.00,3344.00
1973:Q1,20788.00,14204.00,4484.00,9720.00,0.00,6584.00,3528.00,0.00,0.00,3112.00,-56.00,20788.00,2916.00,3528.00,-612.00,-3736.00,132.00,2112.00,0.00,2112.00,14868.00,12388.00,2480.00,-25884.00,-512.00,-340.00,492.00,-668.00,0.00,-668.00,-12.00,0.00,-12.00,1376.00,1032.00,344.00,3112.00,3112.00,0.00,360.00,0.00,0.00,0.00,-832.00,0.00,-832.00,104.00,0.00,-872.00,0.00,-2588.00,0.00,30760.00,24504.00,6256.00
1973:Q2,7668.00,5400.00,-19720.00,25120.00,0.00,2268.00,3736.00,0.00,0.00,-1428.00,-40.00,7668.00,35180.00,3736.00,31444.00,-4752.00,112.00,1860.00,0.00,1860.00,596.00,5944.00,-5348.00,-9484.00,176.00,-340.00,196.00,-240.00,0.00,-240.00,-1008.00,0.00,-1008.00,1144.00,856.00,288.00,-1428.00,-1428.00,0.00,-908.00,0.00,0.00,0.00,324.00,0.00,324.00,152.00,0.00,-2432.00,0.00,260.00,0.00,-11740.00,-12080.00,340.00
