1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1972:Q4,2448695.00,10524.00,400.00,8313.00,0.00,40250.00,9764.00,9504.00,0.00,32104.00,580831.00,14034.00,198789.00,46410.00,122126.00,199472.00,959698.00,206045.00,84719.00,521805.00,147129.00,242838.00,1811.00,5842.00,0.00,5045.00,541771.00,2332079.00,36534.00,286955.00,638377.00,0.00,34930.00,128288.00,34720.00,57946.00,35622.00,52483.00,40644.00,10688.00,1151.00,58926.00,750.00,136349.00,804205.00,2450.00,2468.00,149364.00,160080.00,0.00
1973:Q1,2493731.00,10334.00,400.00,8420.00,0.00,39911.00,9292.00,10013.00,0.00,35287.00,585865.00,16562.00,195692.00,48368.00,123172.00,202071.00,993853.00,217668.00,87560.00,537414.00,151211.00,226741.00,1876.00,6050.00,0.00,5252.00,560437.00,2371746.00,35410.00,271668.00,670281.00,0.00,40862.00,133146.00,35109.00,60706.00,37331.00,48934.00,38931.00,8729.00,1274.00,52843.00,760.00,138110.00,815640.00,3043.00,2454.00,158595.00,135000.00,257.00
1973:Q2,2553858.00,10321.00,400.00,8531.00,0.00,36302.00,9401.00,10494.00,0.00,36518.00,594427.00,16453.00,194460.00,52575.00,125305.00,205634.00,1042418.00,231048.00,92014.00,560311.00,159045.00,212021.00,1969.00,6218.00,0.00,5471.00,579367.00,2430529.00,31350.00,282316.00,689939.00,0.00,44333.00,142130.00,37063.00,67199.00,37868.00,54391.00,40418.00,12561.00,1412.00,48013.00,770.00,139918.00,826434.00,2383.00,2476.00,166076.00,117816.00,506.00
1973:Q3,2632272.00,10334.00,400.00,8614.00,0.00,48191.00,9572.00,11189.00,0.00,38294.00,599921.00,17336.00,191718.00,56215.00,127177.00,207475.00,1080344.00,237098.00,97373.00,580528.00,165345.00,232737.00,2072.00,6359.00,0.00,5700.00,578545.00,2495211.00,46633.00,272644.00,704776.00,0.00,47738.00,152379.00,39558.00,73728.00,39093.00,56585.00,40222.00,14946.00,1417.00,51927.00,780.00,141735.00,841684.00,2635.00,2508.00,173187.00,138868.00,735.00
1973:Q4,2690704.00,11491.00,400.00,8716.00,0.00,42105.00,10339.00,11691.00,0.00,41013.00,618208.00,16680.00,199690.00,59655.00,131457.00,210726.00,1115483.00,247213.00,99786.00,598097.00,170387.00,210952.00,2165.00,6485.00,0.00,5944.00,605712.00,2557938.00,36324.00,304731.00,716793.00,0.00,50921.00,160563.00,41672.00,77877.00,41014.00,63373.00,43202.00,18720.00,1451.00,46635.00,790.00,143522.00,852551.00,2608.00,2820.00,176307.00,118935.00,950.00
1974:Q1,2739425.00,11487.00,400.00,8813.00,0.00,42374.00,9715.00,12276.00,0.00,46157.00,626215.00,19578.00,197033.00,62196.00,133960.00,213448.00,1136102.00,251551.00,103841.00,611506.00,169204.00,213135.00,2246.00,6639.00,0.00,6204.00,617662.00,2603177.00,41674.00,283558.00,742706.00,263.00,55599.00,166415.00,45708.00,79586.00,41121.00,59065.00,41472.00,16075.00,1518.00,44521.00,810.00,145272.00,872832.00,3125.00,2759.00,184578.00,116993.00,1146.00
1974:Q2,2808884.00,11575.00,400.00,8924.00,0.00,43948.00,9829.00,13159.00,0.00,49232.00,637574.00,20736.00,197109.00,65223.00,136930.00,217576.00,1185756.00,271401.00,111473.00,628603.00,174279.00,195025.00,2311.00,6764.00,0.00,6477.00,637910.00,2673320.00,42810.00,293328.00,765395.00,570.00,61542.00,176229.00,48184.00,85523.00,42522.00,64765.00,42461.00,20777.00,1527.00,40662.00,830.00,146977.00,890827.00,2453.00,2750.00,184182.00,84398.00,1343.00
1974:Q3,2838517.00,11734.00,400.00,9069.00,0.00,52676.00,10157.00,14397.00,0.00,52369.00,643275.00,21704.00,196141.00,67536.00,136482.00,221412.00,1215053.00,275910.00,119243.00,641417.00,178483.00,145879.00,2393.00,6885.00,0.00,6767.00,667463.00,2719095.00,52298.00,287857.00,776619.00,1386.00,63110.00,190756.00,52702.00,93585.00,44469.00,67140.00,41659.00,23926.00,1555.00,32320.00,850.00,148706.00,906445.00,2747.00,2740.00,186121.00,61894.00,1530.00
1974:Q4,2898958.00,11571.00,400.00,9252.00,0.00,39783.00,10999.00,16041.00,0.00,54920.00,661228.00,23998.00,202170.00,70677.00,138595.00,225788.00,1239628.00,285987.00,125220.00,649854.00,178567.00,163537.00,2523.00,7020.00,0.00,7074.00,674982.00,2773746.00,35606.00,311687.00,795472.00,2379.00,64751.00,200957.00,55119.00,97897.00,47941.00,69817.00,42305.00,25932.00,1580.00,35152.00,870.00,150528.00,930197.00,2693.00,2723.00,170914.00,65900.00,1706.00
1975:Q1,2955925.00,11601.00,400.00,9453.00,0.00,43975.00,10747.00,17567.00,0.00,57271.00,689243.00,28192.00,213894.00,73648.00,138773.00,234736.00,1224346.00,271327.00,122828.00,655850.00,174341.00,197754.00,2700.00,7182.00,0.00,7399.00,676287.00,2823239.00,34391.00,290899.00,822810.00,3620.00,66266.00,204902.00,55480.00,100492.00,48930.00,60974.00,37497.00,21899.00,1578.00,40968.00,890.00,152431.00,959276.00,3141.00,2892.00,179779.00,79711.00,1829.00
1975:Q2,3029381.00,11617.00,500.00,9687.00,0.00,38412.00,11079.00,18319.00,0.00,59948.00,724259.00,28461.00,231258.00,76775.00,141425.00,246340.00,1236337.00,273444.00,122725.00,666597.00,173571.00,232451.00,2927.00,7359.00,0.00,7745.00,668741.00,2889945.00,20696.00,311273.00,844694.00,3661.00,67862.00,205343.00,54637.00,101625.00,49081.00,60117.00,36930.00,21636.00,1551.00,46061.00,910.00,154402.00,987986.00,2278.00,2998.00,181664.00,90807.00,1921.00
1975:Q3,3071928.00,11629.00,500.00,9934.00,0.00,44339.00,11154.00,18444.00,0.00,49574.00,746025.00,30833.00,243947.00,79578.00,143122.00,248545.00,1248731.00,268348.00,123820.00,677995.00,178568.00,206011.00,3170.00,7526.00,0.00,8110.00,706781.00,2942061.00,34227.00,306694.00,861883.00,3708.00,60366.00,207279.00,53028.00,103741.00,50510.00,54119.00,32202.00,20409.00,1508.00,40876.00,930.00,156422.00,1010295.00,2446.00,3104.00,199712.00,72011.00,2015.00
1975:Q4,3163052.00,11655.00,500.00,10218.00,0.00,42221.00,12253.00,20239.00,0.00,55256.00,776855.00,33187.00,256353.00,83421.00,146332.00,257562.00,1274839.00,273642.00,127898.00,690183.00,183116.00,221380.00,3395.00,7668.00,0.00,8497.00,718076.00,3026976.00,23471.00,331096.00,884715.00,3696.00,60935.00,219785.00,56429.00,107292.00,56064.00,57508.00,31872.00,24126.00,1510.00,43034.00,950.00,158474.00,1037090.00,2437.00,3152.00,200633.00,74976.00,2135.00
1976:Q1,3231781.00,12140.00,500.00,10403.00,0.00,41571.00,11999.00,20552.00,155.00,55774.00,806202.00,33088.00,269175.00,87380.00,147119.00,269440.00,1282992.00,264455.00,131014.00,705260.00,182263.00,251072.00,3389.00,7925.00,0.00,8908.00,718199.00,3086818.00,24269.00,313780.00,914589.00,3712.00,65948.00,223274.00,56795.00,110181.00,56298.00,54028.00,30369.00,22088.00,1571.00,46920.00,970.00,160562.00,1058787.00,2978.00,3261.00,213740.00,90498.00,1837.00
1976:Q2,3307063.00,12718.00,500.00,10558.00,0.00,43332.00,12400.00,21348.00,89.00,56598.00,834847.00,34255.00,283316.00,89600.00,152450.00,275226.00,1325358.00,273874.00,136225.00,725808.00,189451.00,251748.00,3620.00,8232.00,0.00,9345.00,716370.00,3161858.00,21940.00,332432.00,936971.00,3430.00,69156.00,229434.00,57290.00,113582.00,58562.00,54016.00,31634.00,20689.00,1693.00,47003.00,990.00,162688.00,1075581.00,2615.00,3458.00,222144.00,90703.00,1861.00
1976:Q3,3380166.00,12194.00,800.00,10685.00,0.00,45140.00,12045.00,21793.00,99.00,59315.00,859654.00,35680.00,294551.00,93682.00,154790.00,280951.00,1354542.00,271220.00,138880.00,747794.00,196648.00,251642.00,3878.00,8559.00,0.00,9781.00,730039.00,3232021.00,26756.00,329121.00,957201.00,3421.00,78250.00,235817.00,57618.00,117855.00,60344.00,53262.00,30747.00,20717.00,1798.00,45799.00,1010.00,164857.00,1094943.00,2846.00,3655.00,235083.00,92302.00,1799.00
1976:Q4,3484122.00,11743.00,1200.00,10820.00,0.00,39905.00,13038.00,22858.00,305.00,71200.00,887672.00,41827.00,306774.00,93327.00,159448.00,286296.00,1404713.00,285984.00,146213.00,769536.00,202980.00,255589.00,4110.00,8878.00,0.00,10299.00,741792.00,3327942.00,14516.00,356209.00,992370.00,3686.00,84978.00,247407.00,62458.00,121934.00,63015.00,61428.00,34970.00,24458.00,2000.00,46510.00,1030.00,167073.00,1115292.00,2960.00,3944.00,230539.00,97475.00,1943.00
1977:Q1,3542013.00,11668.00,1200.00,10939.00,0.00,42069.00,12370.00,23689.00,490.00,69627.00,900814.00,37376.00,308281.00,99343.00,163789.00,292025.00,1431154.00,285049.00,151180.00,789152.00,205773.00,239647.00,4270.00,9193.00,0.00,10821.00,774062.00,3388210.00,14263.00,338423.00,1030758.00,3460.00,90371.00,255987.00,63901.00,127536.00,64550.00,50147.00,31864.00,16303.00,1980.00,43037.00,1050.00,169321.00,1138786.00,3111.00,4153.00,245343.00,91016.00,1803.00
1977:Q2,3654846.00,11656.00,1200.00,11081.00,73.00,41151.00,12671.00,25251.00,352.00,74512.00,925752.00,39533.00,311222.00,102801.00,171595.00,300601.00,1491599.00,294719.00,158702.00,820321.00,217857.00,249075.00,4355.00,9510.00,0.00,11374.00,785234.00,3494139.00,13888.00,356834.00,1055163.00,3443.00,95190.00,269940.00,68316.00,132651.00,68973.00,52561.00,32255.00,18418.00,1888.00,45901.00,1070.00,171587.00,1163296.00,3355.00,4299.00,257612.00,94814.00,1927.00
1977:Q3,3746649.00,11638.00,1200.00,11206.00,106.00,38527.00,12894.00,26519.00,377.00,76750.00,952103.00,40071.00,319101.00,105760.00,178500.00,308671.00,1546696.00,303069.00,161466.00,853619.00,228542.00,242098.00,4363.00,9836.00,0.00,11962.00,800374.00,3584827.00,14366.00,361938.00,1084311.00,3463.00,100781.00,277315.00,68365.00,138434.00,70516.00,54681.00,35568.00,17282.00,1831.00,45617.00,1090.00,173924.00,1188787.00,3631.00,4445.00,270478.00,92543.00,1877.00
1977:Q4,3869202.00,11714.00,1250.00,11331.00,14.00,44867.00,14005.00,27993.00,490.00,84029.00,974982.00,42860.00,320655.00,110112.00,182427.00,318928.00,1615099.00,317187.00,172996.00,886382.00,238534.00,246480.00,4346.00,10176.00,0.00,12587.00,809839.00,3699332.00,11854.00,386279.00,1116191.00,3887.00,102149.00,295411.00,75134.00,145000.00,75277.00,67487.00,39645.00,26032.00,1810.00,45491.00,1100.00,176386.00,1215036.00,3884.00,4544.00,269633.00,93415.00,1711.00
1978:Q1,3947704.00,11763.00,1250.00,11441.00,255.00,42586.00,13035.00,30688.00,631.00,83186.00,989250.00,43640.00,316613.00,114571.00,186326.00,328100.00,1655230.00,323452.00,178472.00,910893.00,242413.00,239676.00,4355.00,10530.00,0.00,13053.00,840775.00,3777839.00,10029.00,359949.00,1154015.00,5620.00,115836.00,305206.00,75985.00,152133.00,77088.00,60478.00,35200.00,23774.00,1504.00,44493.00,1120.00,178989.00,1244327.00,4105.00,4639.00,289033.00,91684.00,1858.00
1978:Q2,4094596.00,11736.00,1250.00,11565.00,145.00,44554.00,13413.00,33039.00,641.00,84121.00,1020714.00,43324.00,326255.00,118854.00,193623.00,338658.00,1735741.00,340683.00,189691.00,945895.00,259472.00,264997.00,4356.00,10897.00,0.00,13540.00,843887.00,3918018.00,15380.00,386993.00,1178943.00,6959.00,116775.00,321844.00,80809.00,161890.00,79145.00,69566.00,38355.00,29562.00,1649.00,46687.00,1140.00,181752.00,1276109.00,4422.00,4835.00,306613.00,99893.00,1937.00
1978:Q3,4228358.00,11662.00,1300.00,11683.00,301.00,44055.00,14090.00,36141.00,843.00,83485.00,1051742.00,43489.00,334169.00,125540.00,200464.00,348080.00,1797950.00,348559.00,194247.00,982640.00,272504.00,293999.00,4321.00,11274.00,0.00,14053.00,851459.00,4040616.00,23756.00,393217.00,1208808.00,8407.00,119629.00,330191.00,79545.00,171023.00,79623.00,75148.00,38372.00,34969.00,1807.00,48619.00,1160.00,184550.00,1310417.00,4727.00,5020.00,326967.00,109740.00,2082.00
1978:Q4,4366724.00,13248.00,1300.00,11831.00,470.00,54381.00,15498.00,38318.00,1270.00,92337.00,1069756.00,45249.00,329981.00,130551.00,208659.00,355316.00,1878250.00,371002.00,204405.00,1019494.00,283349.00,281631.00,4352.00,11656.00,0.00,14590.00,877836.00,4173919.00,26550.00,418994.00,1237393.00,10808.00,116893.00,352603.00,89077.00,181673.00,81853.00,87039.00,40347.00,44732.00,1960.00,46050.00,1190.00,187257.00,1338408.00,4839.00,5230.00,340665.00,102170.00,1973.00
1979:Q1,4468033.00,15212.00,1300.00,12158.00,1162.00,49359.00,14028.00,41562.00,1299.00,98363.00,1093633.00,49039.00,332983.00,135378.00,213232.00,363001.00,1917859.00,372813.00,209416.00,1047855.00,287775.00,301455.00,4541.00,12107.00,0.00,15154.00,888841.00,4271437.00,36650.00,387756.00,1265973.00,18020.00,139684.00,370549.00,94963.00,192981.00,82605.00,77491.00,38289.00,37185.00,2017.00,47697.00,1240.00,189908.00,1372785.00,4952.00,5556.00,353176.00,109103.00,2065.00
1979:Q2,4622217.00,14232.00,1800.00,12525.00,2298.00,49161.00,14995.00,44494.00,1653.00,110298.00,1122660.00,58396.00,336859.00,141454.00,216495.00,369456.00,2003919.00,394161.00,223858.00,1085214.00,300686.00,307009.00,4891.00,12605.00,0.00,15744.00,903933.00,4418537.00,41474.00,415798.00,1274919.00,25915.00,156438.00,390472.00,104595.00,203065.00,82812.00,89301.00,44435.00,42862.00,2004.00,48943.00,1270.00,192540.00,1402700.00,5035.00,6153.00,367579.00,118678.00,2315.00
1979:Q3,4772341.00,12731.00,1800.00,12825.00,3856.00,46508.00,15297.00,48747.00,2126.00,117015.00,1162616.00,64424.00,346243.00,148286.00,223806.00,379857.00,2086010.00,414294.00,232601.00,1124858.00,314257.00,329110.00,5390.00,13113.00,0.00,16365.00,898832.00,4557369.00,42804.00,430624.00,1307219.00,34194.00,160416.00,406148.00,109697.00,214285.00,82166.00,96647.00,46334.00,48347.00,1966.00,51166.00,1300.00,195135.00,1438115.00,5077.00,6750.00,381774.00,125951.00,2495.00
1979:Q4,4907152.00,13628.00,1800.00,13091.00,5109.00,56501.00,17367.00,52085.00,2755.00,122707.00,1184957.00,70983.00,346739.00,155713.00,229035.00,382487.00,2145873.00,421697.00,241268.00,1157473.00,325435.00,323930.00,12341.00,13591.00,0.00,17016.00,924401.00,4691549.00,43711.00,455847.00,1327119.00,45214.00,148162.00,431643.00,115914.00,230300.00,85429.00,106421.00,46728.00,57742.00,1951.00,51789.00,1340.00,197675.00,1482128.00,4986.00,7575.00,387939.00,117825.00,2694.00
1980:Q1,4996670.00,13478.00,2968.00,13352.00,6316.00,53787.00,16730.00,55696.00,3010.00,112893.00,1223870.00,76495.00,360758.00,159398.00,231704.00,395515.00,2184051.00,424362.00,253114.00,1182236.00,324339.00,310607.00,13139.00,14081.00,0.00,17699.00,954993.00,4780885.00,48101.00,425256.00,1354540.00,61292.00,152080.00,450792.00,119384.00,244249.00,87159.00,102005.00,45415.00,54648.00,1942.00,53772.00,1400.00,200166.00,1516561.00,5031.00,8281.00,401608.00,98920.00,1240.00
1980:Q2,5161137.00,13480.00,3018.00,13523.00,7056.00,54042.00,17840.00,59302.00,3467.00,130839.00,1287614.00,93095.00,374645.00,170715.00,238875.00,410284.00,2194903.00,419907.00,255697.00,1199647.00,319652.00,348663.00,14000.00,14581.00,0.00,18415.00,980394.00,4933424.00,20962.00,447411.00,1373045.00,77827.00,172214.00,465917.00,122437.00,252892.00,90588.00,104517.00,45978.00,56609.00,1930.00,59434.00,1500.00,202612.00,1569834.00,5180.00,8985.00,423986.00,123317.00,1628.00
1980:Q3,5303274.00,13374.00,3268.00,13653.00,8657.00,49647.00,17149.00,63617.00,4509.00,132043.00,1331564.00,93686.00,395531.00,179358.00,247032.00,415957.00,2243473.00,434438.00,258939.00,1226798.00,323298.00,383885.00,15541.00,15080.00,0.00,19166.00,988648.00,5065560.00,10004.00,462161.00,1407456.00,79901.00,175436.00,476468.00,123806.00,260435.00,92227.00,109872.00,45351.00,62602.00,1919.00,66091.00,1600.00,205012.00,1624890.00,5297.00,10059.00,431313.00,128490.00,1540.00
1980:Q4,5487330.00,16206.00,2518.00,13832.00,6769.00,53560.00,18164.00,67263.00,5056.00,149351.00,1354891.00,93087.00,396289.00,189331.00,252551.00,423633.00,2325828.00,467025.00,274778.00,1255532.00,328493.00,409868.00,16828.00,15575.00,0.00,19954.00,1011667.00,5242040.00,8302.00,477520.00,1470070.00,76415.00,179104.00,495745.00,128839.00,273885.00,93021.00,124407.00,48593.00,73904.00,1910.00,70395.00,1700.00,207364.00,1674445.00,5221.00,12027.00,439325.00,129662.00,1923.00
1981:Q1,5599997.00,18170.00,2818.00,14004.00,10754.00,47390.00,14772.00,76738.00,6264.00,145399.00,1407791.00,103530.00,423913.00,198955.00,252826.00,428567.00,2338894.00,461006.00,278914.00,1272905.00,326069.00,415694.00,17327.00,16189.00,0.00,20781.00,1047012.00,5352652.00,-4234.00,462785.00,1489864.00,114223.00,202595.00,508946.00,136284.00,280643.00,92019.00,112623.00,43517.00,67196.00,1910.00,71227.00,1800.00,209689.00,1719423.00,5043.00,11907.00,446761.00,137798.00,2110.00
1981:Q2,5759645.00,17541.00,3068.00,14158.00,14174.00,45714.00,16091.00,81085.00,8392.00,150535.00,1450466.00,130560.00,418996.00,208079.00,256536.00,436295.00,2413674.00,485454.00,297630.00,1297805.00,332785.00,410219.00,16878.00,16879.00,0.00,21647.00,1079124.00,5511379.00,-2587.00,477238.00,1510561.00,129871.00,203666.00,534705.00,147180.00,294249.00,93276.00,124227.00,49757.00,72558.00,1912.00,71535.00,1900.00,212006.00,1759711.00,4812.00,12772.00,470962.00,147183.00,2232.00
1981:Q3,5922394.00,16679.00,3318.00,14313.00,17072.00,51747.00,16836.00,93099.00,10784.00,161380.00,1514040.00,156037.00,436699.00,220713.00,260298.00,440293.00,2475251.00,504937.00,308781.00,1318578.00,342955.00,373363.00,14917.00,17583.00,0.00,22554.00,1119458.00,5684040.00,7568.00,479367.00,1543013.00,164470.00,207484.00,563574.00,158401.00,311089.00,94084.00,133037.00,50183.00,80936.00,1918.00,65157.00,2000.00,214238.00,1794793.00,4590.00,13649.00,491100.00,128370.00,2005.00
1981:Q4,6104450.00,16241.00,3318.00,14482.00,18846.00,47236.00,17958.00,99865.00,13279.00,205159.00,1562389.00,156830.00,468581.00,224089.00,265039.00,447850.00,2523992.00,522273.00,320383.00,1333801.00,347535.00,402200.00,14570.00,18117.00,0.00,23508.00,1123290.00,5872903.00,-22333.00,505546.00,1586412.00,186305.00,250633.00,579818.00,161519.00,319417.00,98882.00,143763.00,53680.00,88153.00,1930.00,68834.00,2100.00,216308.00,1841683.00,4464.00,14747.00,494623.00,140116.00,1938.00
1982:Q1,6145656.00,16063.00,3568.00,14637.00,22466.00,47521.00,14429.00,102740.00,14300.00,189064.00,1613421.00,160941.00,488860.00,239749.00,267199.00,456672.00,2508474.00,496978.00,319199.00,1346810.00,345487.00,394590.00,14226.00,18674.00,0.00,25057.00,1146426.00,5937353.00,-36375.00,482718.00,1619191.00,198732.00,248300.00,593240.00,161243.00,329842.00,102155.00,136565.00,49347.00,85266.00,1952.00,66089.00,2200.00,218192.00,1884668.00,4373.00,15378.00,504082.00,133970.00,1893.00
1982:Q2,6285591.00,15889.00,3818.00,14777.00,23204.00,44504.00,17112.00,112816.00,14369.00,193353.00,1653440.00,170934.00,489932.00,258955.00,269621.00,463998.00,2562659.00,517454.00,328420.00,1364800.00,351985.00,396228.00,15229.00,19206.00,0.00,25721.00,1173266.00,6082784.00,-49599.00,488607.00,1651888.00,209680.00,244735.00,626135.00,174378.00,347960.00,103797.00,143563.00,50006.00,91571.00,1986.00,67525.00,2300.00,219864.00,1933328.00,4410.00,16233.00,524115.00,122169.00,1943.00
1982:Q3,6474915.00,16233.00,4218.00,14912.00,22819.00,41215.00,19514.00,120520.00,14171.00,214073.00,1729192.00,170346.00,535841.00,274366.00,275191.00,473448.00,2594345.00,532242.00,328655.00,1375804.00,357644.00,455594.00,17586.00,19725.00,0.00,26262.00,1164536.00,6275655.00,-68031.00,513263.00,1690721.00,235246.00,265321.00,643057.00,167826.00,367333.00,107898.00,144177.00,51961.00,90196.00,2020.00,75941.00,2450.00,221501.00,2001332.00,4606.00,16644.00,529427.00,139765.00,2123.00
1982:Q4,6692074.00,16882.00,4618.00,15043.00,23759.00,49497.00,19930.00,113469.00,14185.00,225427.00,1818070.00,163848.00,591020.00,289403.00,286705.00,487094.00,2635993.00,544511.00,334010.00,1391541.00,365931.00,507843.00,20173.00,20242.00,0.00,25997.00,1180946.00,6500575.00,-39335.00,543309.00,1751613.00,219928.00,285813.00,671734.00,174175.00,383892.00,113667.00,151691.00,55334.00,94314.00,2043.00,88353.00,2600.00,223279.00,2062168.00,4856.00,17933.00,516633.00,158774.00,2531.00
1983:Q1,6831277.00,16088.00,4618.00,15213.00,19182.00,45023.00,16970.00,110885.00,15481.00,222372.00,1873637.00,162837.00,620182.00,305642.00,285651.00,499325.00,2657209.00,547058.00,325855.00,1421275.00,363021.00,571618.00,22141.00,20753.00,0.00,27081.00,1193006.00,6618915.00,-60379.00,532288.00,1803890.00,197336.00,274156.00,683204.00,168337.00,398710.00,116157.00,141697.00,56225.00,83414.00,2058.00,101710.00,2692.00,225167.00,2132996.00,4857.00,18153.00,561148.00,175658.00,2678.00
1983:Q2,7047428.00,15417.00,4618.00,15392.00,19644.00,43110.00,16868.00,113924.00,15414.00,227028.00,1936919.00,174993.00,636304.00,321410.00,288444.00,515768.00,2725968.00,552280.00,337209.00,1463386.00,373093.00,656526.00,24088.00,21474.00,0.00,27710.00,1183328.00,6836556.00,-59945.00,564958.00,1841961.00,180893.00,277884.00,710000.00,176252.00,415730.00,118018.00,146687.00,60784.00,83836.00,2067.00,119852.00,3221.00,227132.00,2215651.00,4706.00,18515.00,585041.00,187246.00,2892.00
1983:Q3,7259494.00,14811.00,4618.00,15568.00,19890.00,39696.00,15998.00,113609.00,16418.00,242071.00,2015226.00,189007.00,676676.00,340596.00,291950.00,516997.00,2804478.00,555731.00,343230.00,1516771.00,388746.00,658103.00,24175.00,22191.00,0.00,28394.00,1224248.00,7040839.00,-54265.00,574391.00,1890211.00,179590.00,300605.00,742706.00,182450.00,435118.00,125138.00,145002.00,58351.00,84580.00,2071.00,123236.00,3083.00,229126.00,2270813.00,4648.00,19589.00,612104.00,180915.00,2894.00
1983:Q4,7495229.00,14761.00,4618.00,15732.00,21911.00,44950.00,18653.00,117613.00,18370.00,249329.00,2068723.00,190694.00,697596.00,354956.00,301369.00,524108.00,2915613.00,583772.00,357102.00,1565226.00,409513.00,657838.00,24432.00,22899.00,0.00,27916.00,1271871.00,7269074.00,-46240.00,582771.00,1947614.00,179467.00,315712.00,778359.00,195463.00,451587.00,131309.00,152776.00,61719.00,88989.00,2068.00,126973.00,5086.00,231100.00,2325818.00,4626.00,19630.00,645382.00,199615.00,3081.00
1984:Q1,7703844.00,15087.00,4618.00,15889.00,23774.00,41208.00,17645.00,115347.00,19661.00,262339.00,2142645.00,203735.00,714153.00,370392.00,302443.00,551922.00,2984572.00,593909.00,359379.00,1612350.00,418934.00,619839.00,24391.00,23751.00,0.00,28495.00,1364583.00,7428500.00,-45212.00,578279.00,1998504.00,195074.00,333587.00,801984.00,201969.00,468253.00,131762.00,144198.00,57853.00,84194.00,2151.00,129465.00,4027.00,232275.00,2386563.00,7600.00,21376.00,640780.00,192924.00,3033.00
1984:Q2,7914278.00,14783.00,4618.00,16113.00,22971.00,42455.00,18386.00,120286.00,20060.00,274269.00,2183940.00,224398.00,711027.00,384647.00,303040.00,560828.00,3114338.00,620232.00,378692.00,1670181.00,445233.00,594200.00,23567.00,24703.00,0.00,29095.00,1410494.00,7639582.00,-35459.00,590311.00,2066145.00,200096.00,342044.00,838812.00,212570.00,484712.00,141530.00,155568.00,60752.00,92529.00,2287.00,129412.00,4133.00,233344.00,2431294.00,7668.00,21955.00,654259.00,173585.00,2692.00
1984:Q3,8190603.00,14572.00,4618.00,16237.00,23651.00,48908.00,18661.00,120587.00,22347.00,277911.00,2278048.00,224061.00,757292.00,401901.00,311177.00,583617.00,3197698.00,624122.00,383658.00,1723059.00,466859.00,652926.00,25764.00,25641.00,0.00,29548.00,1433486.00,7921109.00,-28298.00,597123.00,2112868.00,205269.00,362389.00,875041.00,213566.00,509362.00,152113.00,166870.00,62805.00,101648.00,2417.00,145397.00,4727.00,234650.00,2509172.00,7903.00,23366.00,704632.00,200848.00,3122.00
1984:Q4,8517315.00,14627.00,4618.00,16418.00,21197.00,50524.00,20536.00,125222.00,23174.00,324016.00,2382176.00,221992.00,807346.00,410059.00,327883.00,614896.00,3320579.00,654630.00,395380.00,1782363.00,488206.00,674349.00,27126.00,26540.00,0.00,29697.00,1456516.00,8250658.00,-32166.00,629686.00,2182830.00,233554.00,399321.00,922336.00,219490.00,526197.00,176649.00,182162.00,68993.00,110690.00,2479.00,153337.00,5465.00,236066.00,2583417.00,7779.00,24880.00,721991.00,209891.00,3068.00
1985:Q1,8718212.00,15024.00,4618.00,16588.00,20941.00,47960.00,18105.00,130362.00,23591.00,306286.00,2440269.00,240088.00,838431.00,420367.00,330443.00,610940.00,3385098.00,656948.00,395058.00,1832575.00,500517.00,753457.00,29766.00,27404.00,0.00,29645.00,1469098.00,8440220.00,-29816.00,602283.00,2234073.00,241000.00,373374.00,957629.00,226243.00,545165.00,186221.00,172028.00,62927.00,106612.00,2489.00,174257.00,4199.00,238143.00,2675022.00,7938.00,24545.00,765545.00,234682.00,3401.00
1985:Q2,8994847.00,15190.00,4618.00,16783.00,18582.00,47718.00,22139.00,135929.00,25296.00,322648.00,2523334.00,253361.00,863860.00,429041.00,339997.00,637075.00,3489436.00,670029.00,405225.00,1891681.00,522501.00,792648.00,32137.00,28233.00,0.00,30288.00,1489868.00,8711778.00,-34712.00,640411.00,2264828.00,247095.00,382333.00,1002033.00,228196.00,571026.00,202811.00,188154.00,65321.00,120332.00,2501.00,205015.00,5280.00,240521.00,2739032.00,7733.00,24994.00,799061.00,268531.00,3650.00
