1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2005:Q4,45348893.00,63847.00,285890.00,4961741.00,941137.00,3476869.00,98406.00,419267.00,559104.00,1637523.00,762569.00,772862.00,632106.00,140756.00,0.00,8237249.00,3278597.00,1082599.00,13303155.00,1746324.00,11556831.00,8336276.00,608671.00,12167183.00,216808.00,11741102.00,8912714.00,2320555.00,-16519.00,351521.00,172831.00,186288.00,22985.00
2006:Q1,47183713.00,67879.00,292773.00,5154569.00,944574.00,3621541.00,101857.00,573731.00,548031.00,1628663.00,769259.00,866168.00,660355.00,138414.00,67399.00,8977657.00,3517273.00,1010841.00,13634515.00,1671231.00,11963284.00,8481135.00,614787.00,12524231.00,218891.00,12092550.00,9217996.00,2337585.00,-9734.00,369405.00,177298.00,189605.00,23185.00
2006:Q2,47233774.00,72666.00,261976.00,5233180.00,980496.00,3716516.00,105854.00,563140.00,500506.00,1691663.00,855353.00,903857.00,701189.00,133908.00,68760.00,8659413.00,3455045.00,1008792.00,13733555.00,1825047.00,11908508.00,8587530.00,620748.00,12865394.00,227299.00,12421757.00,9519743.00,2349611.00,5042.00,365595.00,181766.00,192982.00,23356.00
2006:Q3,47961528.00,71749.00,231472.00,5364559.00,1002052.00,3491476.00,111879.00,469865.00,491145.00,1678342.00,740245.00,910954.00,709938.00,127671.00,73345.00,8915694.00,3563335.00,1027851.00,14045947.00,1803447.00,12242500.00,8710892.00,625547.00,13194542.00,227361.00,12747360.00,9758648.00,2411441.00,12825.00,378212.00,186234.00,196418.00,23403.00
2006:Q4,50055364.00,69946.00,239419.00,5479753.00,1104967.00,3461972.00,117451.00,332258.00,581878.00,1694378.00,736007.00,908142.00,709678.00,123624.00,74840.00,10195738.00,3831696.00,1055178.00,14308451.00,1716124.00,12592327.00,8754021.00,646082.00,13461249.00,233244.00,13004536.00,9910254.00,2456716.00,30935.00,415930.00,190701.00,199916.00,23553.00
2007:Q1,51305628.00,73534.00,236271.00,5682171.00,1103939.00,3561754.00,120202.00,304573.00,615856.00,1716689.00,804434.00,951116.00,753388.00,119926.00,77802.00,10574915.00,4011260.00,1059391.00,14489458.00,1764489.00,12724969.00,8909260.00,652559.00,13645133.00,235808.00,13181747.00,10123491.00,2440267.00,20530.00,403441.00,194018.00,203476.00,24102.00
2007:Q2,52521584.00,79929.00,175322.00,5737259.00,1157834.00,3622182.00,126564.00,296051.00,646414.00,1768405.00,784748.00,1013518.00,819854.00,115901.00,77763.00,10934570.00,4265234.00,1076425.00,14845285.00,1627750.00,13217535.00,8936118.00,677908.00,13942024.00,243136.00,13467657.00,10323780.00,2477193.00,9712.00,459638.00,197334.00,207099.00,24132.00
2007:Q3,53181893.00,84843.00,88486.00,5859827.00,1237075.00,3944282.00,111438.00,265474.00,781137.00,1758696.00,1027537.00,1015907.00,821018.00,113155.00,81734.00,10804432.00,4377130.00,1079149.00,15060798.00,1630618.00,13430180.00,8937868.00,692097.00,14189255.00,244684.00,13709185.00,10508054.00,2555820.00,21164.00,423497.00,200650.00,210787.00,24599.00
2007:Q4,52785658.00,87722.00,153391.00,5968204.00,1343574.00,4064863.00,107286.00,193744.00,795875.00,1779697.00,1188261.00,1127847.00,934569.00,110742.00,82536.00,10046819.00,4314930.00,1077158.00,15073409.00,1788044.00,13285365.00,8815531.00,712210.00,14396149.00,255724.00,13901288.00,10613076.00,2609880.00,21793.00,452573.00,203966.00,214541.00,24596.00
2008:Q1,51371199.00,84065.00,168720.00,6152477.00,1454861.00,4086098.00,94552.00,190854.00,747601.00,1780346.00,1272745.00,1258452.00,1063445.00,108830.00,86177.00,9096011.00,4033976.00,1063985.00,14832893.00,2236754.00,12596139.00,8415295.00,724366.00,14528785.00,258741.00,14024024.00,10694240.00,2602465.00,30738.00,493373.00,203208.00,220092.00,25928.00
2008:Q2,50768799.00,78508.00,132510.00,6088738.00,1390683.00,4463211.00,62383.00,328602.00,829395.00,1818663.00,1424168.00,1244909.00,1042542.00,116089.00,86278.00,8622789.00,4081682.00,1070140.00,14899004.00,2352181.00,12546823.00,7964803.00,731822.00,14453674.00,269234.00,13932471.00,10692159.00,2620825.00,-4213.00,421250.00,202450.00,225643.00,26326.00
2008:Q3,49467641.00,70526.00,106103.00,6243525.00,1442953.00,5062946.00,20790.00,317742.00,1047100.00,1849714.00,1827600.00,1261828.00,1047984.00,124479.00,89365.00,7495218.00,3569410.00,1063746.00,14631207.00,2767936.00,11863271.00,7770909.00,749269.00,14593377.00,266867.00,14069166.00,10669709.00,2644119.00,20549.00,533097.00,201692.00,231194.00,26150.00
2008:Q4,45954544.00,69892.00,295026.00,6226424.00,1578096.00,5104679.00,5958.00,156868.00,1009672.00,1916799.00,2015382.00,983354.00,767168.00,127264.00,88922.00,5673281.00,2792277.00,1050163.00,14081006.00,3544714.00,10536292.00,7334028.00,766318.00,14296097.00,266376.00,13765194.00,10595560.00,2644184.00,26429.00,298087.00,200934.00,236745.00,27782.00
2009:Q1,45029947.00,65515.00,291758.00,6270209.00,1552064.00,5710387.00,5558.00,470816.00,762653.00,1937157.00,2534203.00,913901.00,691444.00,132081.00,90376.00,4886124.00,2615548.00,1055032.00,13960921.00,3931783.00,10029138.00,6941992.00,766496.00,14127054.00,266858.00,13585826.00,10598582.00,2578630.00,-60860.00,267867.00,201607.00,247101.00,27269.00
2009:Q2,46240191.00,65587.00,348306.00,6222677.00,1481365.00,5284227.00,15058.00,544947.00,478618.00,1959580.00,2286024.00,925544.00,701344.00,136677.00,87523.00,6009981.00,3110998.00,1073408.00,14472518.00,3758277.00,10714241.00,6473771.00,771810.00,14107175.00,270606.00,13553507.00,10562182.00,2549264.00,-42085.00,281695.00,202451.00,257457.00,25605.00
2009:Q3,47820454.00,66015.00,343487.00,6195342.00,1356216.00,5052734.00,23400.00,701302.00,429683.00,1929860.00,1968489.00,954604.00,726953.00,140865.00,86786.00,7184762.00,3633722.00,1094398.00,15023021.00,3464621.00,11558400.00,6134245.00,781908.00,14116301.00,272392.00,13550880.00,10503665.00,2559110.00,-22139.00,306820.00,203424.00,267813.00,25216.00
2009:Q4,48520922.00,62724.00,395716.00,6315442.00,1310329.00,4947918.00,22650.00,835846.00,299357.00,1987687.00,1802378.00,956087.00,728518.00,145041.00,82528.00,7352766.00,3850331.00,1109537.00,15290197.00,3327818.00,11962379.00,6128936.00,800939.00,14108623.00,273215.00,13534385.00,10453634.00,2555390.00,-15882.00,336748.00,204495.00,278169.00,22854.00
2010:Q1,49479750.00,58472.00,336774.00,6397589.00,1195944.00,4961497.00,21620.00,969983.00,335236.00,2027863.00,1606795.00,959242.00,726762.00,148045.00,84435.00,7687483.00,4092349.00,1115109.00,15713694.00,3373497.00,12340197.00,6168480.00,793118.00,13978728.00,274660.00,13407888.00,10321234.00,2493546.00,57350.00,330697.00,205061.00,270821.00,25359.00
2010:Q2,48403142.00,61341.00,335232.00,6374971.00,1138749.00,4786659.00,20561.00,1083134.00,208142.00,2026191.00,1448631.00,961711.00,729604.00,149355.00,82752.00,6912066.00,3842355.00,1099967.00,15661199.00,3906259.00,11754940.00,6434563.00,794329.00,13928105.00,272609.00,13365769.00,10255889.00,2478859.00,73317.00,351732.00,205972.00,263474.00,26253.00
2010:Q3,50279907.00,63875.00,341337.00,6449078.00,1124638.00,4383287.00,21011.00,1055114.00,201821.00,1995286.00,1110055.00,971350.00,743008.00,151043.00,77299.00,7913413.00,4233489.00,1126551.00,16300730.00,3829224.00,12471506.00,6573427.00,798732.00,13886441.00,269915.00,13337050.00,10175538.00,2504217.00,80960.00,369551.00,206784.00,256126.00,23350.00
2010:Q4,52738537.00,67271.00,423456.00,6442167.00,1126930.00,4859354.00,21149.00,1098573.00,274372.00,2063908.00,1401352.00,972055.00,751419.00,149309.00,71327.00,8793914.00,4472974.00,1137483.00,16873569.00,3634094.00,13239475.00,6761115.00,808249.00,13846855.00,271757.00,13300821.00,9970939.00,2647203.00,61036.00,414384.00,207259.00,248778.00,25499.00
2011:Q1,54125770.00,69608.00,436549.00,6535635.00,1095599.00,4781408.00,22624.00,982151.00,452471.00,2067088.00,1257074.00,977812.00,757036.00,150678.00,70098.00,9398701.00,4717235.00,1153338.00,17197267.00,3561873.00,13635394.00,6948065.00,814553.00,13795438.00,271630.00,13248852.00,9916518.00,2629196.00,45030.00,452166.00,205942.00,249084.00,25872.00
2011:Q2,54352750.00,65296.00,492832.00,6692711.00,1084373.00,4515705.00,21632.00,806108.00,421710.00,2022567.00,1243688.00,1024707.00,804280.00,151413.00,69014.00,9359422.00,4786292.00,1167209.00,17327646.00,3885390.00,13442256.00,7016579.00,819978.00,13711297.00,270458.00,13165098.00,9858633.00,2654278.00,-1650.00,449804.00,204033.00,249389.00,26352.00
2011:Q3,52015770.00,64382.00,623070.00,6693644.00,1100604.00,4420540.00,20089.00,669125.00,397036.00,1986820.00,1347470.00,1034656.00,812775.00,153768.00,68113.00,7748643.00,4245815.00,1171739.00,16898278.00,4296716.00,12601562.00,7172537.00,841861.00,13632821.00,265520.00,13092500.00,9807720.00,2703868.00,-11046.00,389800.00,202158.00,249695.00,25106.00
2011:Q4,53614226.00,57360.00,723657.00,6812059.00,1106470.00,4322652.00,19385.00,673926.00,292227.00,1955817.00,1381297.00,971280.00,749484.00,154722.00,67074.00,8401476.00,4432866.00,1199263.00,17301136.00,4032124.00,13269012.00,7415515.00,870493.00,13643303.00,264320.00,13103950.00,9755997.00,2758267.00,11534.00,377004.00,201148.00,250000.00,25033.00
2012:Q1,55844177.00,56257.00,743330.00,6917535.00,1048763.00,4188691.00,19888.00,771226.00,227393.00,1927005.00,1243179.00,965591.00,750140.00,151415.00,64036.00,9513994.00,4955705.00,1198336.00,17880866.00,3772915.00,14107951.00,7514317.00,860792.00,13623637.00,262561.00,13083213.00,9698699.00,2747543.00,31716.00,405561.00,199694.00,251000.00,26863.00
2012:Q2,55534302.00,50697.00,763551.00,6988683.00,1021799.00,4229092.00,19241.00,816671.00,238102.00,1924562.00,1230516.00,977231.00,766109.00,147613.00,63509.00,9075224.00,4877872.00,1173144.00,17834007.00,3992887.00,13841120.00,7687952.00,855050.00,13645106.00,258118.00,13106266.00,9641427.00,2796897.00,87302.00,382153.00,198487.00,252000.00,28722.00
2012:Q3,57071135.00,52037.00,760446.00,7019485.00,1043913.00,4168587.00,19146.00,770701.00,271368.00,1865940.00,1241432.00,978956.00,774560.00,144363.00,60033.00,9661772.00,5173404.00,1181835.00,18186989.00,3903622.00,14283367.00,7992264.00,851447.00,13618087.00,254701.00,13081261.00,9596199.00,2856745.00,23120.00,407489.00,197708.00,253000.00,29125.00
2012:Q4,57937931.00,49480.00,887447.00,7179187.00,1108792.00,4137534.00,18800.00,919496.00,199076.00,1813262.00,1186900.00,977133.00,777927.00,141183.00,58023.00,9786177.00,5251388.00,1186353.00,18338782.00,3979697.00,14359085.00,8174703.00,860955.00,13704985.00,250498.00,13174822.00,9549772.00,2920354.00,62636.00,443143.00,198917.00,254000.00,25665.00
2013:Q1,60304101.00,52699.00,922017.00,7235345.00,1059903.00,4108938.00,18000.00,1004635.00,176227.00,1821574.00,1088502.00,963390.00,766237.00,140918.00,56235.00,11034015.00,5677980.00,1198003.00,18798274.00,3767566.00,15030708.00,8389015.00,864522.00,13655152.00,248906.00,13125319.00,9501633.00,2921225.00,56319.00,447386.00,198756.00,254250.00,26677.00
2013:Q2,61163788.00,56511.00,896273.00,7247570.00,1054225.00,4285066.00,17800.00,1125327.00,205803.00,1848462.00,1087674.00,1013028.00,818067.00,140503.00,54458.00,11244941.00,5642276.00,1201356.00,18949973.00,3912399.00,15037574.00,8699476.00,873093.00,13671720.00,245830.00,13142810.00,9469610.00,2964518.00,64627.00,443392.00,200663.00,254500.00,28580.00
2013:Q3,63113901.00,56488.00,884237.00,7336086.00,1095245.00,4340479.00,17600.00,1144504.00,239825.00,1838815.00,1099735.00,1008921.00,816007.00,140284.00,52630.00,11954016.00,5917170.00,1217525.00,19363504.00,3959535.00,15403969.00,9053957.00,886274.00,13789538.00,241355.00,13265855.00,9482490.00,3035531.00,91974.00,454692.00,201168.00,254750.00,27578.00
2013:Q4,65398324.00,52079.00,1021430.00,7389909.00,1139112.00,4335286.00,15000.00,1143507.00,266922.00,1823456.00,1086401.00,1033587.00,841387.00,140361.00,51839.00,12845761.00,6250202.00,1233043.00,19860829.00,3442551.00,16418278.00,9327491.00,909596.00,13857009.00,236137.00,13337182.00,9466819.00,3096199.00,90825.00,480609.00,202730.00,255000.00,28690.00
2014:Q1,66290353.00,51138.00,1010153.00,7577971.00,1113848.00,4157921.00,15875.00,1023059.00,292469.00,1798152.00,1028366.00,1090938.00,892831.00,147464.00,50643.00,13166679.00,6457383.00,1242635.00,20063606.00,3554235.00,16509371.00,9448098.00,909983.00,13851502.00,234986.00,13330842.00,9439716.00,3102972.00,122724.00,461741.00,203689.00,256000.00,29674.00
2014:Q2,67764460.00,49913.00,1067341.00,7569430.00,1082764.00,3961056.00,16088.00,851774.00,266580.00,1775998.00,1050616.00,1086627.00,888783.00,148361.00,49483.00,14019615.00,6729144.00,1258371.00,20382950.00,3537403.00,16845547.00,9641481.00,915768.00,14019572.00,234150.00,13497469.00,9436216.00,3170586.00,167047.00,518153.00,205467.00,256906.00,31046.00
2014:Q3,67822088.00,52740.00,1030045.00,7694033.00,1100040.00,3997280.00,15937.00,820136.00,330379.00,1715549.00,1115279.00,1112342.00,915473.00,149333.00,47536.00,13763849.00,6630706.00,1264801.00,20421797.00,3676417.00,16745380.00,9839135.00,915319.00,14144494.00,231494.00,13625227.00,9449727.00,3249427.00,185120.00,533400.00,207553.00,257387.00,30386.00
2014:Q4,69269793.00,45710.00,1096036.00,7891009.00,1113183.00,3993128.00,14886.00,839569.00,298886.00,1684799.00,1154988.00,1091477.00,893219.00,150663.00,47595.00,14356658.00,6726337.00,1282760.00,20658648.00,3593449.00,17065199.00,10097465.00,917382.00,14232465.00,229442.00,13714974.00,9461074.00,3317991.00,211904.00,513817.00,210188.00,258132.00,29916.00
2015:Q1,70695932.00,44962.00,1161095.00,8081640.00,1016087.00,3963191.00,15234.00,866923.00,283906.00,1686120.00,1111008.00,1094355.00,895665.00,151854.00,46836.00,14895821.00,6822468.00,1299959.00,21039415.00,3785492.00,17253923.00,10358041.00,918899.00,14218534.00,229019.00,13700004.00,9433560.00,3322829.00,232531.00,499077.00,212007.00,258490.00,31021.00
2015:Q2,71045046.00,39807.00,1162159.00,8073662.00,999634.00,4150395.00,15660.00,966205.00,330504.00,1705897.00,1132129.00,1067330.00,867852.00,153418.00,46060.00,14839427.00,6813975.00,1303799.00,21169802.00,4041073.00,17128729.00,10502373.00,922683.00,14360946.00,225358.00,13844769.00,9475441.00,3397816.00,246337.00,510219.00,214956.00,258935.00,31884.00
2015:Q3,69438224.00,36058.00,1102269.00,8254483.00,1006306.00,4337031.00,15860.00,1035420.00,412264.00,1680406.00,1193081.00,1066010.00,866293.00,154248.00,45469.00,13502014.00,6360630.00,1298267.00,20878328.00,4608704.00,16269624.00,10661264.00,935564.00,14440600.00,222737.00,13927017.00,9522857.00,3481351.00,268663.00,436658.00,217488.00,259178.00,31668.00
2015:Q4,71223217.00,31581.00,1244490.00,8393215.00,1068434.00,4440017.00,15064.00,1132727.00,521266.00,1629983.00,1140977.00,1042327.00,842638.00,155532.00,44157.00,14159833.00,6504370.00,1310567.00,21247644.00,4150401.00,17097243.00,10829426.00,951313.00,14578761.00,221455.00,14066316.00,9547191.00,3535728.00,325676.00,437272.00,220449.00,259366.00,31624.00
2016:Q1,71455604.00,32408.00,1285641.00,8501769.00,1035938.00,4191006.00,16338.00,1082982.00,470562.00,1621113.00,1000011.00,1081751.00,884385.00,154598.00,42768.00,14196929.00,6513131.00,1315959.00,21459330.00,4280715.00,17178615.00,10881080.00,960662.00,14593227.00,222103.00,14078867.00,9565722.00,3539367.00,337666.00,413770.00,222342.00,259443.00,32814.00
2016:Q2,71980599.00,30359.00,1264096.00,8580598.00,985950.00,3739773.00,16254.00,1036373.00,394783.00,1597922.00,694441.00,1082028.00,886319.00,154344.00,41365.00,14586331.00,6661044.00,1340326.00,21721413.00,4327453.00,17393960.00,11013938.00,974743.00,14757691.00,222142.00,14242492.00,9621214.00,3605325.00,366268.00,424788.00,224897.00,259417.00,33640.00
2016:Q3,73141245.00,29974.00,1211463.00,8912001.00,972517.00,3733653.00,17519.00,1173414.00,346533.00,1591435.00,604752.00,1055602.00,862317.00,153338.00,39947.00,14748393.00,6875176.00,1356569.00,22087547.00,4276012.00,17811535.00,11174036.00,984315.00,14909936.00,219833.00,14398131.00,9707467.00,3695987.00,319216.00,447629.00,227832.00,259299.00,32673.00
