1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2014:Q1,4290395.00,34848.00,5200.00,45749.00,-546.00,35.00,35.00,0.00,0.00,3970056.00,0.00,2319605.00,0.00,2319605.00,1650451.00,1603108.00,47343.00,82.00,82.00,0.00,0.00,0.00,0.00,234971.00,407.00,234564.00,4262343.00,2444311.00,64783.00,1364382.00,142468.00,279.00,142189.00,0.00,7003.00,10834.00,1204077.00,341023.00,242069.00,98954.00,47844.00,28051.00,19793.00
2014:Q2,4429651.00,34912.00,5200.00,45963.00,-524.00,164.00,164.00,0.00,0.00,4108135.00,0.00,2400576.00,0.00,2400576.00,1707559.00,1663900.00,43659.00,49.00,49.00,0.00,0.00,0.00,0.00,235752.00,124.00,235628.00,4401489.00,2455844.00,64931.00,1374164.00,139445.00,146.00,139299.00,0.00,5970.00,11176.00,1217573.00,456501.00,339481.00,117020.00,50049.00,28162.00,21887.00
2014:Q3,4507560.00,33167.00,5200.00,46171.00,-915.00,327.00,327.00,0.00,0.00,4188173.00,0.00,2451743.00,0.00,2451743.00,1736430.00,1696424.00,40006.00,14.00,14.00,0.00,0.00,0.00,0.00,235423.00,240.00,235183.00,4479370.00,2537848.00,64697.00,1416352.00,158461.00,159.00,158302.00,0.00,5259.00,26902.00,1225730.00,410131.00,300000.00,110131.00,50342.00,28190.00,22152.00
2014:Q4,4555387.00,31960.00,5200.00,46301.00,-555.00,145.00,145.00,0.00,0.00,4236873.00,0.00,2461364.00,0.00,2461364.00,1775509.00,1736832.00,38677.00,0.00,0.00,0.00,0.00,0.00,0.00,235463.00,1528.00,233935.00,4526815.00,2377996.00,75669.00,1516355.00,223653.00,201.00,223452.00,0.00,5259.00,20155.00,1267288.00,509837.00,396705.00,113132.00,46958.00,28572.00,18386.00
2015:Q1,4538871.00,30406.00,5200.00,46671.00,-748.00,49.00,49.00,0.00,0.00,4228366.00,0.00,2459562.00,0.00,2459562.00,1768804.00,1731927.00,36877.00,0.00,0.00,0.00,0.00,0.00,0.00,228927.00,810.00,228117.00,4510049.00,2437282.00,67802.00,1417687.00,100280.00,196.00,100084.00,0.00,5246.00,20894.00,1291267.00,536859.00,378490.00,158369.00,50419.00,28822.00,21597.00
2015:Q2,4536523.00,30728.00,5200.00,47000.00,-412.00,166.00,166.00,0.00,0.00,4228907.00,0.00,2460957.00,0.00,2460957.00,1767950.00,1732055.00,35895.00,0.00,0.00,0.00,0.00,0.00,0.00,224934.00,635.00,224299.00,4507389.00,2242466.00,68272.00,1588345.00,254442.00,102.00,254340.00,0.00,5264.00,28233.00,1300406.00,558167.00,392602.00,165565.00,50139.00,29133.00,21006.00
2015:Q3,4541616.00,30906.00,5200.00,47327.00,-87.00,252.00,252.00,0.00,0.00,4238274.00,0.00,2461948.00,0.00,2461948.00,1776326.00,1741233.00,35093.00,0.00,0.00,0.00,0.00,0.00,0.00,219744.00,681.00,219063.00,4512336.00,2197657.00,67629.00,1557264.00,198907.00,191.00,198716.00,0.00,6246.00,32119.00,1319992.00,641081.00,449614.00,191467.00,48705.00,29281.00,19424.00
2015:Q4,4542112.00,30541.00,5200.00,47567.00,-36.00,115.00,115.00,0.00,0.00,4241957.00,0.00,2461552.00,0.00,2461552.00,1780405.00,1747461.00,32944.00,0.00,0.00,0.00,0.00,0.00,0.00,216768.00,997.00,215771.00,4532112.00,1977166.00,74230.00,1720754.00,333713.00,266.00,333447.00,0.00,5246.00,31058.00,1350737.00,712401.00,474592.00,237809.00,47561.00,29451.00,18110.00
2016:Q1,4538141.00,31621.00,5200.00,47726.00,-1178.00,58.00,58.00,0.00,0.00,4243669.00,0.00,2461325.00,0.00,2461325.00,1782344.00,1753087.00,29257.00,0.00,0.00,0.00,0.00,0.00,0.00,211045.00,146.00,210899.00,4528141.00,2125364.00,69806.00,1733819.00,314048.00,213.00,313835.00,0.00,5215.00,41247.00,1373309.00,550546.00,303849.00,246697.00,48606.00,30078.00,18528.00
2016:Q2,4524464.00,32008.00,5200.00,48043.00,-1287.00,200.00,200.00,0.00,0.00,4230967.00,0.00,2462330.00,0.00,2462330.00,1768637.00,1743541.00,25096.00,0.00,0.00,0.00,0.00,0.00,0.00,209333.00,2994.00,206339.00,4514464.00,2038268.00,73274.00,1810944.00,363733.00,71.00,363662.00,0.00,5225.00,51250.00,1390736.00,543850.00,278809.00,265041.00,48128.00,30113.00,18015.00
2016:Q3,4514529.00,32362.00,5200.00,48225.00,-735.00,198.00,198.00,0.00,0.00,4220825.00,0.00,2463456.00,0.00,2463456.00,1757369.00,1736877.00,20492.00,0.00,0.00,0.00,0.00,0.00,0.00,208454.00,7003.00,201451.00,4504529.00,1923023.00,65072.00,1803667.00,353453.00,141.00,353312.00,0.00,5196.00,39799.00,1405219.00,665045.00,412523.00,252522.00,47722.00,30176.00,17546.00
