1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1980:Q3,-59588.00,-21408.00,-51672.00,20132.00,-360.00,-6280.00,-38960.00,-832.00,-20308.00,-1100.00,0.00,-16720.00,-20628.00,6444.00,6440.00,4.00,-27852.00,-26748.00,-1104.00,0.00,-832.00,-832.00,-3900.00,3068.00,-33724.00,4480.00,38204.00,18840.00,21576.00,2736.00,1836.00,2928.00,-1092.00,0.00,0.00,0.00,-16720.00,-14188.00,-4452.00,9536.00,360.00,6280.00,9736.00,-20628.00
1980:Q4,6120.00,1276.00,-19164.00,22332.00,-356.00,2032.00,-6172.00,8408.00,444.00,832.00,0.00,-15856.00,12292.00,6648.00,6644.00,4.00,-5372.00,-6200.00,828.00,0.00,8408.00,8408.00,5100.00,3308.00,-2304.00,2068.00,4372.00,-2660.00,19628.00,22288.00,10892.00,6536.00,4356.00,0.00,0.00,0.00,-15856.00,-18732.00,12024.00,1408.00,356.00,-2032.00,30756.00,12292.00
1981:Q1,-42696.00,-7200.00,-33948.00,-2972.00,184.00,1240.00,-39368.00,-9436.00,-7952.00,752.00,0.00,-22732.00,-3328.00,-184.00,-184.00,0.00,-7016.00,-7768.00,752.00,0.00,-9436.00,-9436.00,-4824.00,-4612.00,-14972.00,-6244.00,8728.00,-11864.00,-19476.00,-7612.00,-4104.00,3200.00,-7304.00,0.00,0.00,0.00,-22732.00,-6340.00,7928.00,12680.00,-184.00,-1240.00,14268.00,-3328.00
1981:Q2,1516.00,-2240.00,-21736.00,24332.00,-84.00,1244.00,4736.00,-1604.00,-3196.00,956.00,0.00,8580.00,-3220.00,-2096.00,-2104.00,8.00,-144.00,-1092.00,948.00,0.00,-1604.00,-1604.00,-3020.00,1416.00,8076.00,22680.00,14604.00,6452.00,21440.00,14988.00,5948.00,4964.00,984.00,0.00,0.00,0.00,8580.00,-23244.00,53016.00,57396.00,84.00,-1244.00,76260.00,-3220.00
1981:Q3,26272.00,13000.00,-15300.00,27780.00,-232.00,1024.00,42648.00,7124.00,11912.00,1088.00,0.00,22524.00,-16376.00,4396.00,4400.00,-4.00,8604.00,7512.00,1092.00,0.00,7124.00,7124.00,1220.00,5904.00,14824.00,31844.00,17020.00,15556.00,29852.00,14296.00,7856.00,5912.00,1944.00,0.00,0.00,0.00,22524.00,-31336.00,-20344.00,-3176.00,232.00,-1024.00,10992.00,-16376.00
1981:Q4,-75776.00,-17204.00,-19152.00,-33888.00,-268.00,-5264.00,-76252.00,-7736.00,-16800.00,-404.00,0.00,-51312.00,476.00,-6848.00,-6848.00,0.00,-10356.00,-9952.00,-404.00,0.00,-7736.00,-7736.00,-4196.00,-3540.00,-3560.00,2532.00,6092.00,-45432.00,4000.00,49432.00,2320.00,-544.00,2864.00,0.00,0.00,0.00,-51312.00,-8400.00,-88896.00,-94904.00,268.00,5264.00,-80496.00,476.00
1982:Q1,91464.00,10940.00,-2744.00,91484.00,-396.00,-7820.00,103944.00,4660.00,10624.00,316.00,0.00,88344.00,-12480.00,8728.00,8720.00,8.00,2212.00,1904.00,308.00,0.00,4660.00,4660.00,480.00,4180.00,-2444.00,7012.00,9456.00,107820.00,-11844.00,-119664.00,17032.00,16040.00,992.00,0.00,0.00,0.00,88344.00,11080.00,-14676.00,-10412.00,396.00,7820.00,-25756.00,-12480.00
1982:Q2,-50984.00,-2260.00,-34664.00,-10508.00,-584.00,-2968.00,-41288.00,-1380.00,-1944.00,-316.00,0.00,-37648.00,-9696.00,9320.00,9312.00,8.00,-11580.00,-11256.00,-324.00,0.00,-1380.00,-1380.00,2652.00,-4032.00,-13268.00,-1056.00,12212.00,-8340.00,4120.00,12460.00,16040.00,15620.00,420.00,0.00,0.00,0.00,-37648.00,-4396.00,-6000.00,144.00,584.00,2968.00,-1604.00,-9696.00
1982:Q3,-83508.00,-6924.00,-68276.00,1860.00,-596.00,-9572.00,-66996.00,-10040.00,-7864.00,940.00,0.00,-50032.00,-16512.00,1032.00,1032.00,0.00,-7956.00,-8896.00,940.00,0.00,-10040.00,-10040.00,-7980.00,-2060.00,-40840.00,-6592.00,34248.00,-7500.00,-9948.00,-2448.00,1692.00,3048.00,-1356.00,0.00,0.00,0.00,-50032.00,-14348.00,1588.00,7932.00,596.00,9572.00,15936.00,-16512.00
1982:Q4,19104.00,6932.00,30200.00,-7480.00,-424.00,-10124.00,28616.00,7116.00,6476.00,456.00,0.00,14568.00,-9512.00,-15436.00,-15428.00,-8.00,22368.00,21904.00,464.00,0.00,7116.00,7116.00,8740.00,-1624.00,21604.00,-10280.00,-31884.00,288.00,-7448.00,-7736.00,7324.00,6460.00,864.00,0.00,0.00,0.00,14568.00,7940.00,-2300.00,-3336.00,424.00,10124.00,-10240.00,-9512.00
1983:Q1,-67404.00,-1636.00,-61484.00,12708.00,-280.00,-16712.00,-28220.00,-632.00,-2292.00,656.00,0.00,-25952.00,-39184.00,12948.00,12948.00,0.00,-14584.00,-15240.00,656.00,0.00,-632.00,-632.00,-8996.00,8364.00,-30888.00,484.00,31372.00,7652.00,12220.00,4568.00,2716.00,1364.00,1352.00,0.00,0.00,0.00,-25952.00,-28600.00,-23012.00,-820.00,280.00,16712.00,5588.00,-39184.00
1983:Q2,6940.00,-5588.00,20800.00,-9932.00,-132.00,1792.00,2604.00,5344.00,-3248.00,-2340.00,0.00,2848.00,4336.00,6548.00,6544.00,4.00,-12136.00,-9792.00,-2344.00,0.00,5344.00,5344.00,2136.00,3208.00,1256.00,-9416.00,-10672.00,-2420.00,-10548.00,-8128.00,-4012.00,300.00,-4312.00,0.00,0.00,0.00,2848.00,14500.00,-1296.00,-3972.00,132.00,-1792.00,-15796.00,4336.00
1983:Q3,5984.00,-7652.00,280.00,3984.00,-132.00,9504.00,10792.00,-12260.00,-6436.00,-1216.00,0.00,30704.00,-4808.00,-11436.00,-11432.00,-4.00,3784.00,4996.00,-1212.00,0.00,-12260.00,-12260.00,-4320.00,-7940.00,24552.00,3204.00,-21348.00,-2012.00,-768.00,1244.00,-8164.00,-8656.00,492.00,0.00,0.00,0.00,30704.00,-20668.00,-9500.00,4680.00,132.00,-9504.00,11168.00,-4808.00
1983:Q4,26860.00,572.00,28968.00,344.00,-256.00,-2768.00,43120.00,3664.00,324.00,248.00,0.00,38884.00,-16260.00,-2192.00,-2204.00,12.00,2764.00,2528.00,236.00,0.00,3664.00,3664.00,6492.00,-2828.00,39276.00,39608.00,332.00,1724.00,20176.00,18452.00,2116.00,1936.00,180.00,0.00,0.00,0.00,38884.00,-12036.00,-11948.00,1288.00,256.00,2768.00,88.00,-16260.00
1984:Q1,26544.00,4840.00,37772.00,-16664.00,-396.00,992.00,-44.00,-3192.00,5236.00,-396.00,0.00,-1692.00,26588.00,5552.00,5560.00,-8.00,-712.00,-324.00,-388.00,0.00,-3192.00,-3192.00,-3104.00,-88.00,760.00,2564.00,1804.00,-5448.00,-25880.00,-20432.00,-2996.00,-1812.00,-1184.00,0.00,0.00,0.00,-1692.00,38392.00,27840.00,1848.00,396.00,-992.00,-10552.00,26588.00
1984:Q2,46972.00,2488.00,42144.00,4676.00,-504.00,-1832.00,42936.00,9688.00,2088.00,400.00,0.00,30760.00,4036.00,336.00,336.00,0.00,2152.00,1752.00,400.00,0.00,9688.00,9688.00,-5768.00,15456.00,19416.00,24788.00,5372.00,9796.00,17776.00,7980.00,-1548.00,-2916.00,1368.00,0.00,0.00,0.00,30760.00,10124.00,8292.00,1920.00,504.00,1832.00,-1832.00,4036.00
1984:Q3,10344.00,7856.00,27136.00,-25088.00,-532.00,972.00,18716.00,11268.00,7440.00,416.00,0.00,-408.00,-8372.00,-1092.00,-1108.00,16.00,8948.00,8548.00,400.00,0.00,11268.00,11268.00,3776.00,7492.00,-9008.00,-15696.00,-6688.00,-7624.00,816.00,8440.00,-16224.00,-14396.00,-1828.00,0.00,0.00,0.00,-408.00,10480.00,-10364.00,-1552.00,532.00,-972.00,-20844.00,-8372.00
1984:Q4,-27564.00,-692.00,-21444.00,-7996.00,-468.00,3036.00,-33624.00,-9960.00,-1516.00,824.00,0.00,-22972.00,6060.00,8204.00,8180.00,24.00,-8896.00,-9696.00,800.00,0.00,-9960.00,-9960.00,2264.00,-12224.00,-19428.00,-8196.00,11232.00,5440.00,3836.00,-1604.00,8984.00,580.00,8404.00,0.00,0.00,0.00,-22972.00,8524.00,2156.00,-1336.00,468.00,-3036.00,-6368.00,6060.00
1985:Q1,32396.00,16892.00,27396.00,-8252.00,-476.00,-3164.00,40580.00,-6208.00,16332.00,560.00,0.00,29896.00,-8184.00,-7992.00,-7952.00,-40.00,24884.00,24284.00,600.00,0.00,-6208.00,-6208.00,-2228.00,-3980.00,33380.00,17644.00,-15736.00,-7012.00,-11780.00,-4768.00,-3528.00,1000.00,-4528.00,0.00,0.00,0.00,29896.00,1224.00,-1148.00,3396.00,476.00,3164.00,-2372.00,-8184.00
1985:Q2,-11924.00,11560.00,-9008.00,-8768.00,-524.00,-5184.00,-8768.00,-5120.00,10960.00,600.00,0.00,-15208.00,-3156.00,-800.00,-800.00,0.00,12360.00,11760.00,600.00,0.00,-5120.00,-5120.00,-144.00,-4976.00,-10324.00,15352.00,25676.00,-8100.00,2780.00,10880.00,-3216.00,-3756.00,540.00,0.00,0.00,0.00,-15208.00,2680.00,5552.00,3000.00,524.00,5184.00,2872.00,-3156.00
1985:Q3,1308.00,468.00,-5168.00,13200.00,-452.00,-6740.00,10464.00,3956.00,32.00,436.00,0.00,6040.00,-9156.00,8816.00,8780.00,36.00,-8348.00,-8748.00,400.00,0.00,3956.00,3956.00,-772.00,4728.00,-96.00,1772.00,1868.00,8296.00,11656.00,3360.00,2160.00,1500.00,660.00,0.00,0.00,0.00,6040.00,-7528.00,1936.00,3900.00,452.00,6740.00,9464.00,-9156.00
1985:Q4,54244.00,3384.00,49056.00,9652.00,-248.00,-7600.00,40296.00,5836.00,2264.00,1120.00,0.00,31076.00,13948.00,5032.00,5168.00,-136.00,-1648.00,-2904.00,1256.00,0.00,5836.00,5836.00,3676.00,2160.00,8128.00,6556.00,-1572.00,8668.00,26876.00,18208.00,-14280.00,-6816.00,-7464.00,0.00,0.00,0.00,31076.00,28276.00,20784.00,-1012.00,248.00,7600.00,-7492.00,13948.00
1986:Q1,3308.00,22336.00,-18820.00,7340.00,-116.00,-7432.00,43672.00,-10680.00,22984.00,-648.00,0.00,32016.00,-40364.00,-2012.00,-2012.00,0.00,24348.00,24996.00,-648.00,0.00,-10680.00,-10680.00,-1712.00,-8968.00,7384.00,-17092.00,-24476.00,18512.00,33384.00,14872.00,-6120.00,-5676.00,-444.00,0.00,0.00,0.00,32016.00,-21200.00,-24268.00,8548.00,116.00,7432.00,-3068.00,-40364.00
1986:Q2,-26316.00,12472.00,-19060.00,-9800.00,-16.00,-9912.00,-12016.00,-572.00,9616.00,2856.00,0.00,-23916.00,-14300.00,192.00,192.00,0.00,12280.00,9424.00,2856.00,0.00,-572.00,-572.00,-1108.00,536.00,-27124.00,-27708.00,-584.00,2648.00,41804.00,39156.00,-560.00,-2332.00,1772.00,0.00,0.00,0.00,-23916.00,6304.00,15116.00,19488.00,16.00,9912.00,8812.00,-14300.00
1986:Q3,20612.00,15036.00,1096.00,16352.00,140.00,-12012.00,27056.00,1972.00,17440.00,-2404.00,0.00,10048.00,-6444.00,5616.00,5616.00,0.00,9420.00,11824.00,-2404.00,0.00,1972.00,1972.00,2264.00,-292.00,4340.00,28484.00,24144.00,2920.00,23404.00,20484.00,-2788.00,-1224.00,-1564.00,0.00,0.00,0.00,10048.00,-6440.00,30432.00,25004.00,-140.00,12012.00,36872.00,-6444.00
1986:Q4,15344.00,28520.00,-28708.00,16812.00,368.00,-1648.00,15612.00,4392.00,25956.00,2564.00,0.00,-17300.00,-268.00,-3336.00,-3336.00,0.00,31856.00,29292.00,2564.00,0.00,4392.00,4392.00,1648.00,2744.00,-11524.00,-15808.00,-4284.00,-2296.00,108224.00,110520.00,3480.00,4076.00,-596.00,0.00,0.00,0.00,-17300.00,-17500.00,22608.00,21596.00,-368.00,1648.00,40108.00,-268.00
1987:Q1,82300.00,-11356.00,87420.00,9676.00,632.00,-4072.00,61180.00,16008.00,-9868.00,-1488.00,0.00,56528.00,21120.00,4684.00,4684.00,0.00,-16040.00,-14552.00,-1488.00,0.00,16008.00,16008.00,15920.00,88.00,51860.00,-1424.00,-53284.00,1184.00,-38296.00,-39480.00,-3484.00,-2340.00,-1144.00,0.00,0.00,0.00,56528.00,17212.00,19452.00,-5108.00,-632.00,4072.00,2240.00,21120.00
1987:Q2,-58776.00,-17708.00,-4484.00,-29520.00,984.00,-8048.00,-44580.00,-17108.00,-19956.00,2248.00,0.00,-9764.00,-14196.00,2896.00,2896.00,0.00,-20604.00,-22852.00,2248.00,0.00,-17108.00,-17108.00,-14648.00,-2460.00,28284.00,31232.00,2948.00,-41724.00,11360.00,53084.00,-3676.00,-4280.00,604.00,0.00,0.00,0.00,-9764.00,-19940.00,10544.00,17676.00,-984.00,8048.00,30484.00,-14196.00
1987:Q3,137700.00,14380.00,70888.00,41540.00,1004.00,9888.00,99224.00,-1448.00,14760.00,-380.00,0.00,86292.00,38476.00,6712.00,6712.00,0.00,7668.00,8048.00,-380.00,0.00,-1448.00,-1448.00,-5324.00,3876.00,36440.00,48592.00,12152.00,43716.00,34944.00,-8772.00,-6136.00,-6200.00,64.00,0.00,0.00,0.00,86292.00,29696.00,39832.00,12248.00,-1004.00,-9888.00,10136.00,38476.00
1987:Q4,-31488.00,-13784.00,-23360.00,4308.00,720.00,628.00,5440.00,9748.00,-11740.00,-2044.00,0.00,9476.00,-36928.00,-17468.00,-17468.00,0.00,3684.00,5728.00,-2044.00,0.00,9748.00,9748.00,2252.00,7496.00,6728.00,-18396.00,-25124.00,8688.00,91852.00,83164.00,5940.00,5308.00,632.00,0.00,0.00,0.00,9476.00,-34528.00,-34264.00,4012.00,-720.00,-628.00,264.00,-36928.00
1988:Q1,-29408.00,7164.00,-11032.00,-18932.00,664.00,-7272.00,-16952.00,-8068.00,7404.00,-240.00,0.00,-16048.00,-12456.00,15588.00,15588.00,0.00,-8424.00,-8184.00,-240.00,0.00,-8068.00,-8068.00,-2052.00,-6016.00,-8916.00,-22200.00,-13284.00,-17232.00,-7316.00,9916.00,-10100.00,-8348.00,-1752.00,0.00,0.00,0.00,-16048.00,-2396.00,-16528.00,-10680.00,-664.00,7272.00,-14132.00,-12456.00
1988:Q2,60688.00,-2880.00,44032.00,12476.00,592.00,6468.00,53656.00,456.00,480.00,-3360.00,0.00,56080.00,7032.00,7556.00,7556.00,0.00,-10436.00,-7076.00,-3360.00,0.00,456.00,456.00,-156.00,612.00,51472.00,28896.00,-22576.00,10912.00,67672.00,56760.00,6304.00,8188.00,-1884.00,0.00,0.00,0.00,56080.00,292.00,13204.00,13232.00,-592.00,-6468.00,12912.00,7032.00
1988:Q3,-32932.00,804.00,-15388.00,-26432.00,536.00,7548.00,-38772.00,2520.00,520.00,284.00,0.00,-42096.00,5840.00,-12272.00,-12272.00,0.00,13076.00,12792.00,284.00,0.00,2520.00,2520.00,3760.00,-1240.00,-1740.00,28492.00,30232.00,-40276.00,6360.00,46636.00,80.00,1840.00,-1760.00,0.00,0.00,0.00,-42096.00,-14328.00,23876.00,26120.00,-536.00,-7548.00,38204.00,5840.00
1988:Q4,23648.00,-4024.00,-31792.00,52676.00,504.00,6284.00,30604.00,412.00,-2876.00,-1148.00,0.00,34216.00,-6956.00,-60.00,-60.00,0.00,-3964.00,-2816.00,-1148.00,0.00,412.00,412.00,348.00,64.00,-25488.00,18148.00,43636.00,57020.00,45084.00,-11936.00,-2684.00,-3656.00,972.00,0.00,0.00,0.00,34216.00,-10372.00,-25004.00,-11260.00,-504.00,-6284.00,-14632.00,-6956.00
1989:Q1,-40508.00,-2446.00,-4336.00,-40336.00,436.00,6174.00,-54270.00,-1780.00,-2230.00,-216.00,0.00,-50044.00,13762.00,835.00,835.00,0.00,-3281.00,-3065.00,-216.00,0.00,-1780.00,-1780.00,-2916.00,1136.00,-17884.00,-11812.00,6072.00,-38028.00,10540.00,48568.00,-5868.00,-3456.00,-2412.00,0.00,0.00,0.00,-50044.00,11872.00,11472.00,4320.00,-436.00,-6174.00,-400.00,13762.00
1989:Q2,-61075.00,5121.00,-23884.00,-48084.00,388.00,5384.00,-32979.00,-9492.00,3669.00,1452.00,0.00,-28608.00,-28096.00,-489.00,-489.00,0.00,5609.00,4157.00,1452.00,0.00,-9492.00,-9492.00,-3040.00,-6452.00,19388.00,-23664.00,-43052.00,-40320.00,-82148.00,-41828.00,7676.00,-836.00,8512.00,0.00,0.00,0.00,-28608.00,-34616.00,-8496.00,25372.00,-388.00,-5384.00,26120.00,-28096.00
1989:Q3,-28570.00,-24681.00,-10404.00,7452.00,332.00,-1270.00,-17449.00,1844.00,-22817.00,-1864.00,0.00,5388.00,-11121.00,-2482.00,-2482.00,0.00,-22198.00,-20334.00,-1864.00,0.00,1844.00,1844.00,2816.00,-972.00,-880.00,-24604.00,-23724.00,-3668.00,33328.00,36996.00,-9936.00,-4692.00,-5244.00,0.00,0.00,0.00,5388.00,-16060.00,28560.00,38744.00,-332.00,1270.00,44620.00,-11121.00
1989:Q4,-38403.00,22366.00,-48889.00,-10292.00,284.00,-1873.00,-36198.00,2052.00,21894.00,472.00,0.00,-60616.00,-2205.00,6576.00,6576.00,0.00,15790.00,15318.00,472.00,0.00,2052.00,2052.00,2520.00,-468.00,-38708.00,10360.00,49068.00,-15580.00,30548.00,46128.00,6328.00,668.00,5660.00,0.00,0.00,0.00,-60616.00,-11565.00,-4441.00,-3824.00,-284.00,1873.00,7124.00,-2205.00
1990:Q1,41287.00,-6614.00,49866.00,-3148.00,156.00,1027.00,23366.00,3708.00,-7958.00,1344.00,0.00,26272.00,17921.00,-911.00,-911.00,0.00,-5702.00,-7046.00,1344.00,0.00,3708.00,3708.00,-3020.00,6728.00,16408.00,-51932.00,-68340.00,1144.00,-27540.00,-28684.00,-8720.00,-5656.00,-3064.00,0.00,0.00,0.00,26272.00,24094.00,-3274.00,-20012.00,-156.00,-1027.00,-27368.00,17921.00
1990:Q2,7221.00,15370.00,36638.00,-40880.00,-4.00,-3903.00,3866.00,-5188.00,16722.00,-1352.00,0.00,-6316.00,3355.00,-108.00,-108.00,0.00,15479.00,16831.00,-1352.00,0.00,-5188.00,-5188.00,1120.00,-6308.00,57988.00,14524.00,-43464.00,-63872.00,7644.00,71516.00,432.00,-928.00,1360.00,0.00,0.00,0.00,-6316.00,-17090.00,-19074.00,-26336.00,4.00,3903.00,-1984.00,3355.00
1990:Q3,44517.00,-21597.00,34851.00,30504.00,40.00,720.00,62919.00,4560.00,-22737.00,1140.00,0.00,79956.00,-18402.00,-2292.00,-2292.00,0.00,-19306.00,-20446.00,1140.00,0.00,4560.00,4560.00,4884.00,-324.00,-7948.00,31116.00,39064.00,86824.00,42880.00,-43944.00,-1080.00,88.00,-1168.00,0.00,0.00,0.00,79956.00,38327.00,11051.00,30212.00,-40.00,-720.00,-27276.00,-18402.00
1990:Q4,-57738.00,29840.00,-75418.00,-12920.00,320.00,440.00,-53888.00,120.00,30272.00,-432.00,0.00,-83848.00,-3850.00,18987.00,18987.00,0.00,10853.00,11285.00,-432.00,0.00,120.00,120.00,1380.00,-1260.00,-41300.00,61868.00,103168.00,-40876.00,-20232.00,20644.00,1672.00,2220.00,-548.00,0.00,0.00,0.00,-83848.00,-32018.00,16174.00,20784.00,-320.00,-440.00,48192.00,-3850.00
1991:Q1,-67887.00,-76030.00,80942.00,-63556.00,600.00,-9842.00,-73494.00,1656.00,-73290.00,-2740.00,0.00,880.00,5607.00,-17597.00,-17597.00,0.00,-58433.00,-55693.00,-2740.00,0.00,1656.00,1656.00,1440.00,216.00,17696.00,9632.00,-8064.00,-15068.00,-2744.00,12324.00,1748.00,600.00,1148.00,0.00,0.00,0.00,880.00,62190.00,7774.00,-7076.00,-600.00,9842.00,-54416.00,5607.00
1991:Q2,17358.00,12168.00,64552.00,-53908.00,932.00,-6386.00,2196.00,-3620.00,12572.00,-404.00,0.00,-6352.00,15162.00,-747.00,-747.00,0.00,12915.00,13319.00,-404.00,0.00,-3620.00,-3620.00,-8560.00,4940.00,26516.00,31644.00,5128.00,-22492.00,-12044.00,10448.00,10376.00,2372.00,8004.00,0.00,0.00,0.00,-6352.00,44028.00,18484.00,-2132.00,-932.00,6386.00,-25544.00,15162.00
1991:Q3,77184.00,24582.00,-15374.00,67248.00,912.00,-185.00,60542.00,-5496.00,22950.00,1632.00,0.00,41456.00,16641.00,13033.00,13033.00,0.00,11550.00,9918.00,1632.00,0.00,-5496.00,-5496.00,-840.00,-4656.00,-15668.00,-5812.00,9856.00,50280.00,38740.00,-11540.00,-6844.00,-1160.00,-5684.00,0.00,0.00,0.00,41456.00,4630.00,19166.00,3252.00,-912.00,185.00,14536.00,16641.00
1991:Q4,-3975.00,6353.00,-452.00,-4436.00,556.00,-5996.00,-20155.00,1608.00,5909.00,444.00,0.00,-28116.00,16181.00,9363.00,9363.00,0.00,-3011.00,-3455.00,444.00,0.00,1608.00,1608.00,1996.00,-388.00,-16612.00,-1612.00,15000.00,-2120.00,77492.00,79612.00,9384.00,10056.00,-672.00,0.00,0.00,0.00,-28116.00,24608.00,53376.00,31756.00,-556.00,5996.00,28768.00,16181.00
1992:Q1,56085.00,-5093.00,58576.00,9276.00,328.00,-7002.00,81291.00,-1540.00,-4485.00,-608.00,0.00,87924.00,-25206.00,-1675.00,-1675.00,0.00,-3418.00,-2810.00,-608.00,0.00,-1540.00,-1540.00,-876.00,-664.00,62092.00,73280.00,11188.00,24440.00,-44476.00,-68916.00,-1392.00,1352.00,-2744.00,0.00,0.00,0.00,87924.00,-624.00,-42328.00,-23796.00,-328.00,7002.00,-41704.00,-25206.00
1992:Q2,-41620.00,-8487.00,-33275.00,-2864.00,400.00,2606.00,-28287.00,2516.00,-7283.00,-1204.00,0.00,-22316.00,-13333.00,-1418.00,-1418.00,0.00,-7069.00,-5865.00,-1204.00,0.00,2516.00,2516.00,-2712.00,5228.00,-46676.00,-28920.00,17756.00,20288.00,-7356.00,-27644.00,-4072.00,-6264.00,2192.00,0.00,0.00,0.00,-22316.00,4621.00,10161.00,26500.00,-400.00,-2606.00,5540.00,-13333.00
1992:Q3,107506.00,28491.00,55751.00,17400.00,452.00,5411.00,79947.00,-3244.00,25543.00,2948.00,0.00,54700.00,27558.00,10093.00,10093.00,0.00,18398.00,15450.00,2948.00,0.00,-3244.00,-3244.00,-244.00,-3000.00,35268.00,-56992.00,-92260.00,17448.00,84776.00,67328.00,-1984.00,-2688.00,704.00,0.00,0.00,0.00,54700.00,21039.00,-12673.00,-34368.00,-452.00,-5411.00,-33712.00,27558.00
1992:Q4,-60763.00,-11179.00,-67536.00,24192.00,668.00,-6907.00,-46083.00,14184.00,-8879.00,-2300.00,0.00,-49088.00,-14679.00,-13932.00,-13932.00,0.00,2752.00,5052.00,-2300.00,0.00,14184.00,14184.00,13920.00,264.00,-67744.00,-21272.00,46472.00,15940.00,-26200.00,-42140.00,-2716.00,444.00,-3160.00,0.00,0.00,0.00,-49088.00,-13532.00,29916.00,38356.00,-668.00,6907.00,43448.00,-14679.00
1993:Q1,93325.00,31070.00,68521.00,-12836.00,524.00,6046.00,78342.00,-11352.00,28982.00,2088.00,0.00,58624.00,14983.00,20551.00,20551.00,0.00,10519.00,8431.00,2088.00,0.00,-11352.00,-11352.00,-11664.00,312.00,52992.00,23876.00,-29116.00,-1148.00,-21028.00,-19880.00,-6780.00,-5308.00,-1472.00,0.00,0.00,0.00,58624.00,21573.00,-22911.00,-31324.00,-524.00,-6046.00,-44484.00,14983.00
1993:Q2,-54378.00,-12901.00,-804.00,-42484.00,600.00,1211.00,-59729.00,2660.00,-11621.00,-1280.00,0.00,-49488.00,5351.00,1746.00,1746.00,0.00,-14647.00,-13367.00,-1280.00,0.00,2660.00,2660.00,-464.00,3124.00,-5912.00,-4380.00,1532.00,-43756.00,-81832.00,-38076.00,-180.00,-228.00,48.00,0.00,0.00,0.00,-49488.00,2220.00,16736.00,13196.00,-600.00,-1211.00,14516.00,5351.00
1993:Q3,59797.00,15248.00,17353.00,23564.00,328.00,3304.00,82844.00,8440.00,12736.00,2512.00,0.00,59156.00,-23046.00,3322.00,3322.00,0.00,11925.00,9413.00,2512.00,0.00,8440.00,8440.00,2904.00,5536.00,2796.00,556.00,-2240.00,56420.00,51220.00,-5200.00,60.00,3092.00,-3032.00,0.00,0.00,0.00,59156.00,9209.00,-5875.00,20804.00,-328.00,-3304.00,-15084.00,-23046.00
1993:Q4,-17084.00,-18724.00,-9395.00,16236.00,-264.00,-4937.00,-44564.00,-11448.00,-16720.00,-2004.00,0.00,-14392.00,27480.00,-22415.00,-22415.00,0.00,3691.00,5695.00,-2004.00,0.00,-11448.00,-11448.00,-152.00,-11296.00,15672.00,8800.00,-6872.00,-23328.00,-27496.00,-4168.00,6736.00,4752.00,1984.00,0.00,0.00,0.00,-14392.00,-8867.00,19997.00,-12684.00,264.00,4937.00,28864.00,27480.00
1994:Q1,141419.00,37072.00,53116.00,33692.00,352.00,17187.00,156448.00,-384.00,38540.00,-1468.00,0.00,119760.00,-15029.00,23777.00,23777.00,0.00,13295.00,14763.00,-1468.00,0.00,-384.00,-384.00,-1860.00,1476.00,70288.00,45740.00,-24548.00,48468.00,37264.00,-11204.00,-1004.00,192.00,-1196.00,0.00,0.00,0.00,119760.00,-16596.00,-18456.00,14112.00,-352.00,-17187.00,-1860.00,-15029.00
1994:Q2,97149.00,2922.00,82985.00,4568.00,-120.00,6793.00,68250.00,2640.00,2338.00,584.00,0.00,62688.00,28898.00,7946.00,7946.00,0.00,-5023.00,-5607.00,584.00,0.00,2640.00,2640.00,1688.00,952.00,60560.00,69356.00,8796.00,-1652.00,-27052.00,-25400.00,-3780.00,-8060.00,4280.00,0.00,0.00,0.00,62688.00,11725.00,3553.00,-18672.00,120.00,-6793.00,-8172.00,28898.00
1994:Q3,18458.00,-18843.00,46308.00,-7388.00,-520.00,-1099.00,421.00,-3500.00,-18383.00,-460.00,0.00,22764.00,18038.00,-10427.00,-10427.00,0.00,-8416.00,-7956.00,-460.00,0.00,-3500.00,-3500.00,-2712.00,-788.00,26908.00,10552.00,-16356.00,-2192.00,23220.00,25412.00,1952.00,3428.00,-1476.00,0.00,0.00,0.00,22764.00,26328.00,42100.00,22444.00,520.00,1099.00,15772.00,18038.00
1994:Q4,109902.00,-15967.00,107131.00,7380.00,-1508.00,12867.00,112409.00,-4740.00,-17195.00,1228.00,0.00,133116.00,-2506.00,536.00,536.00,0.00,-16503.00,-17731.00,1228.00,0.00,-4740.00,-4740.00,-3616.00,-1124.00,124304.00,105920.00,-18384.00,18236.00,6788.00,-11448.00,9424.00,2968.00,6456.00,0.00,0.00,0.00,133116.00,-9465.00,1011.00,14876.00,1508.00,-12867.00,10476.00,-2506.00
