1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1979:Q3,2701.00,389.00,0.00,2312.00,2312.00,0.00,0.00,0.00,0.00,0.00,0.00,2701.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2701.00,777.00,0.00,1924.00
1979:Q4,2953.00,573.00,0.00,2380.00,2380.00,0.00,0.00,0.00,0.00,0.00,0.00,2953.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2953.00,1146.00,0.00,1807.00
1980:Q1,2655.00,360.00,0.00,2295.00,2295.00,0.00,0.00,0.00,0.00,0.00,0.00,2655.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2655.00,720.00,0.00,1935.00
1980:Q2,15181.00,387.00,0.00,2095.00,2095.00,0.00,0.00,0.00,12699.00,4024.00,8675.00,15181.00,12699.00,12699.00,0.00,0.00,0.00,0.00,0.00,2482.00,773.00,0.00,1709.00
1980:Q3,17367.00,897.00,0.00,3052.00,3052.00,0.00,0.00,0.00,13418.00,4563.00,8855.00,17367.00,13418.00,13418.00,0.00,0.00,0.00,0.00,0.00,3949.00,1793.00,0.00,2156.00
1980:Q4,15958.00,565.00,0.00,2870.00,2870.00,0.00,0.00,0.00,12523.00,3892.00,8631.00,15958.00,12523.00,12523.00,0.00,0.00,0.00,0.00,0.00,3435.00,1130.00,0.00,2305.00
1981:Q1,10418.00,418.00,0.00,-4088.00,-4088.00,0.00,0.00,0.00,14088.00,4566.00,9522.00,10418.00,14088.00,14088.00,0.00,0.00,0.00,0.00,0.00,-3670.00,797.00,0.00,-4467.00
1981:Q2,19972.00,560.00,0.00,5045.00,5045.00,0.00,0.00,0.00,14367.00,2775.00,11592.00,19972.00,14367.00,14367.00,0.00,0.00,0.00,0.00,0.00,5605.00,1040.00,0.00,4565.00
1981:Q3,31228.00,560.00,0.00,13399.00,13399.00,0.00,0.00,0.00,17269.00,2952.00,14317.00,31228.00,17269.00,17269.00,0.00,0.00,0.00,0.00,0.00,13959.00,576.00,0.00,13383.00
1981:Q4,26159.00,1122.00,0.00,8224.00,8224.00,0.00,0.00,0.00,16813.00,12610.00,4203.00,26159.00,16813.00,16813.00,0.00,0.00,0.00,0.00,0.00,9346.00,2084.00,0.00,7262.00
1982:Q1,28971.00,1118.00,0.00,9925.00,9925.00,0.00,0.00,0.00,17928.00,13446.00,4482.00,28971.00,17928.00,17928.00,0.00,0.00,0.00,0.00,0.00,11043.00,1977.00,0.00,9066.00
1982:Q2,34106.00,1714.00,0.00,12334.00,12334.00,0.00,0.00,0.00,20058.00,15043.00,5015.00,34106.00,20058.00,20058.00,0.00,0.00,0.00,0.00,0.00,14048.00,3068.00,0.00,10980.00
1982:Q3,38104.00,2072.00,0.00,13677.00,13677.00,0.00,0.00,0.00,22355.00,16766.00,5589.00,38104.00,22355.00,22355.00,0.00,0.00,0.00,0.00,0.00,15749.00,3684.00,0.00,12065.00
1982:Q4,37351.00,1420.00,0.00,13175.00,13175.00,0.00,0.00,0.00,22756.00,17067.00,5689.00,37351.00,22756.00,22756.00,0.00,0.00,0.00,0.00,0.00,14595.00,2280.00,0.00,12315.00
1983:Q1,51053.00,2282.00,0.00,26910.00,26910.00,0.00,0.00,0.00,21861.00,16273.00,5588.00,51053.00,21861.00,21697.00,164.00,0.00,0.00,0.00,0.00,29192.00,4003.00,0.00,25189.00
1983:Q2,56308.00,1946.00,0.00,31508.00,31508.00,0.00,0.00,0.00,22854.00,16866.00,5988.00,56308.00,22854.00,22488.00,366.00,0.00,0.00,0.00,0.00,33454.00,3331.00,0.00,30123.00
1983:Q3,61499.00,2280.00,0.00,36555.00,36555.00,0.00,0.00,0.00,22664.00,16609.00,6055.00,61499.00,22664.00,22146.00,518.00,0.00,0.00,0.00,0.00,38835.00,2416.00,0.00,36419.00
1983:Q4,68331.00,2878.00,0.00,39504.00,39504.00,0.00,0.00,0.00,25949.00,19257.00,6692.00,68331.00,25949.00,25676.00,273.00,0.00,0.00,0.00,0.00,42382.00,5195.00,0.00,37187.00
1984:Q1,67348.00,3157.00,0.00,37563.00,37563.00,0.00,0.00,0.00,26628.00,19167.00,7461.00,67348.00,26628.00,25556.00,1072.00,0.00,0.00,0.00,0.00,40720.00,5752.00,0.00,34968.00
1984:Q2,70381.00,1943.00,0.00,47760.00,47760.00,0.00,0.00,0.00,20678.00,14786.00,5892.00,70381.00,20678.00,19715.00,963.00,0.00,0.00,0.00,0.00,49703.00,3325.00,0.00,46378.00
1984:Q3,67361.00,2897.00,0.00,36638.00,36638.00,0.00,0.00,0.00,27826.00,20041.00,7785.00,67361.00,27826.00,26721.00,1105.00,0.00,0.00,0.00,0.00,39535.00,5232.00,0.00,34303.00
1984:Q4,54542.00,2972.00,0.00,24458.00,24458.00,0.00,0.00,0.00,27112.00,19592.00,7520.00,54542.00,27112.00,26123.00,989.00,0.00,0.00,0.00,0.00,27430.00,5381.00,0.00,22049.00
1985:Q1,80605.00,2331.00,0.00,48108.00,48108.00,0.00,0.00,0.00,30166.00,21362.00,8804.00,80605.00,30166.00,28483.00,1683.00,0.00,0.00,0.00,0.00,50439.00,4099.00,0.00,46340.00
1985:Q2,80793.00,3134.00,0.00,47213.00,47213.00,0.00,0.00,0.00,30446.00,21025.00,9421.00,80793.00,30446.00,28034.00,2412.00,0.00,0.00,0.00,0.00,50347.00,5704.00,0.00,44643.00
1985:Q3,103244.00,2530.00,0.00,64989.00,64989.00,0.00,0.00,0.00,35725.00,20436.00,15289.00,103244.00,35725.00,32582.00,3143.00,0.00,0.00,0.00,0.00,67519.00,4496.00,0.00,63023.00
1985:Q4,126174.00,3717.00,0.00,83752.00,83752.00,0.00,0.00,0.00,38705.00,22679.00,16026.00,126174.00,38705.00,35572.00,3133.00,0.00,0.00,0.00,0.00,87469.00,6869.00,0.00,80600.00
1986:Q1,130856.00,4145.00,0.00,83780.00,83780.00,0.00,0.00,0.00,42931.00,25592.00,17339.00,130856.00,50976.00,47046.00,3930.00,0.00,0.00,0.00,-8045.00,87925.00,7725.00,0.00,80200.00
1986:Q2,140937.00,6233.00,0.00,88741.00,88741.00,0.00,0.00,0.00,45963.00,18861.00,27102.00,140937.00,55576.00,50592.00,4984.00,0.00,0.00,0.00,-9613.00,94974.00,11900.00,0.00,83074.00
1986:Q3,135488.00,5934.00,0.00,82819.00,82819.00,0.00,0.00,0.00,46735.00,24477.00,22258.00,135488.00,57936.00,52098.00,5838.00,0.00,0.00,0.00,-11201.00,88753.00,11302.00,0.00,77451.00
1986:Q4,140706.00,6289.00,0.00,88180.00,88180.00,0.00,0.00,0.00,46237.00,26850.00,19387.00,140706.00,58685.00,54122.00,4563.00,0.00,0.00,0.00,-12448.00,94469.00,12011.00,0.00,82458.00
1987:Q1,150861.00,8175.00,0.00,95575.00,95575.00,0.00,0.00,0.00,47111.00,27370.00,19741.00,150861.00,62154.00,56766.00,5388.00,0.00,0.00,0.00,-15043.00,103750.00,15783.00,0.00,87967.00
1987:Q2,174016.00,9971.00,0.00,112708.00,112708.00,0.00,0.00,0.00,51337.00,30929.00,20408.00,174016.00,70061.00,64566.00,5495.00,0.00,0.00,0.00,-18724.00,122679.00,19375.00,0.00,103304.00
1987:Q3,170029.00,10715.00,0.00,107937.00,107937.00,0.00,0.00,0.00,51377.00,32855.00,18522.00,170029.00,70059.00,64421.00,5638.00,0.00,0.00,0.00,-18682.00,118652.00,20863.00,0.00,97789.00
1987:Q4,179536.00,8494.00,0.00,115223.00,115223.00,0.00,0.00,0.00,55819.00,34073.00,21746.00,179536.00,79743.00,72496.00,7247.00,0.00,0.00,0.00,-23924.00,123717.00,15137.00,0.00,108580.00
1988:Q1,190961.00,9620.00,0.00,117262.00,117262.00,0.00,0.00,0.00,64079.00,38721.00,25358.00,190961.00,95760.00,88003.00,7757.00,0.00,0.00,0.00,-31681.00,126882.00,17388.00,0.00,109494.00
1988:Q2,213496.00,12300.00,0.00,131327.00,131327.00,0.00,0.00,0.00,69869.00,42946.00,26923.00,213496.00,106823.00,99875.00,6948.00,0.00,0.00,0.00,-36954.00,143627.00,22747.00,0.00,120880.00
1988:Q3,207906.00,9080.00,0.00,123988.00,123988.00,0.00,0.00,0.00,74838.00,45603.00,29235.00,207906.00,116098.00,108579.00,7519.00,0.00,0.00,0.00,-41260.00,133068.00,16307.00,0.00,116761.00
1988:Q4,214854.00,12513.00,0.00,126968.00,126968.00,0.00,0.00,0.00,75373.00,46871.00,28502.00,214854.00,117780.00,111597.00,6183.00,0.00,0.00,0.00,-42407.00,139481.00,23173.00,0.00,116308.00
1989:Q1,217094.00,11107.00,0.00,124389.00,124389.00,0.00,0.00,0.00,81598.00,50758.00,30840.00,217094.00,127701.00,121325.00,6376.00,0.00,0.00,0.00,-46103.00,135496.00,20362.00,0.00,115134.00
1989:Q2,235997.00,14074.00,0.00,140852.00,140852.00,0.00,0.00,0.00,81071.00,49358.00,31713.00,235997.00,129182.00,122587.00,6595.00,0.00,0.00,0.00,-48111.00,154926.00,26296.00,0.00,128630.00
1989:Q3,234597.00,12973.00,0.00,142354.00,142354.00,0.00,0.00,0.00,79270.00,47152.00,32118.00,234597.00,127796.00,119839.00,7957.00,0.00,0.00,0.00,-48526.00,155327.00,24094.00,0.00,131233.00
1989:Q4,229657.00,20557.00,0.00,131269.00,131269.00,0.00,0.00,0.00,77831.00,49482.00,28349.00,229657.00,130273.00,125416.00,4857.00,0.00,0.00,0.00,-52442.00,151826.00,39261.00,0.00,112565.00
1990:Q1,253140.00,23567.00,0.00,153062.00,153062.00,0.00,0.00,0.00,76511.00,46650.00,29861.00,253140.00,129012.00,122136.00,6876.00,0.00,0.00,0.00,-52501.00,176629.00,45280.00,0.00,131349.00
1990:Q2,269054.00,27534.00,0.00,164366.00,164366.00,0.00,0.00,0.00,77154.00,44250.00,32904.00,269054.00,130233.00,120253.00,9980.00,0.00,0.00,0.00,-53079.00,191900.00,53214.00,0.00,138686.00
1990:Q3,268116.00,34470.00,0.00,152772.00,152772.00,0.00,0.00,0.00,80874.00,50083.00,30791.00,268116.00,142040.00,133988.00,8052.00,0.00,0.00,0.00,-61166.00,187242.00,67085.00,0.00,120157.00
1990:Q4,245541.00,36629.00,0.00,127482.00,127482.00,0.00,0.00,0.00,81430.00,47640.00,33790.00,245541.00,147105.00,139384.00,7721.00,0.00,0.00,0.00,-65675.00,164111.00,71403.00,0.00,92708.00
1991:Q1,248756.00,37688.00,0.00,129120.00,129120.00,0.00,0.00,0.00,81948.00,46732.00,35216.00,248756.00,150713.00,141724.00,8989.00,0.00,0.00,0.00,-68765.00,166808.00,72021.00,0.00,94787.00
1991:Q2,248511.00,43673.00,0.00,125099.00,125099.00,0.00,0.00,0.00,79739.00,42634.00,37105.00,248511.00,145390.00,133434.00,11956.00,0.00,0.00,0.00,-65651.00,168772.00,79494.00,0.00,89278.00
1991:Q3,246769.00,51157.00,0.00,110509.00,110509.00,0.00,0.00,0.00,85103.00,44470.00,40633.00,246769.00,144300.00,131142.00,13158.00,0.00,0.00,0.00,-59197.00,161666.00,90020.00,0.00,71646.00
1991:Q4,266964.00,54087.00,0.00,121157.00,121157.00,0.00,0.00,0.00,91720.00,47233.00,44487.00,266964.00,143119.00,128449.00,14670.00,0.00,0.00,0.00,-51399.00,175244.00,102937.00,0.00,72307.00
1992:Q1,302580.00,62668.00,0.00,142532.00,142532.00,0.00,0.00,0.00,97380.00,47688.00,49692.00,302580.00,160199.00,141820.00,18379.00,0.00,0.00,0.00,-62819.00,205200.00,117992.00,0.00,87208.00
1992:Q2,306018.00,59004.00,0.00,142677.00,142677.00,0.00,0.00,0.00,104337.00,51548.00,52789.00,306018.00,169419.00,149853.00,19566.00,0.00,0.00,0.00,-65082.00,201681.00,109332.00,0.00,92349.00
1992:Q3,332336.00,77101.00,0.00,144458.00,144458.00,0.00,0.00,0.00,110777.00,51706.00,59071.00,332336.00,172404.00,149205.00,23199.00,0.00,0.00,0.00,-61627.00,221559.00,144268.00,0.00,77291.00
1992:Q4,339944.00,80913.00,0.00,144264.00,144264.00,0.00,0.00,0.00,114767.00,51104.00,63663.00,339944.00,168575.00,142214.00,26361.00,0.00,0.00,0.00,-53808.00,225177.00,153534.00,0.00,71643.00
1993:Q1,319621.00,81145.00,0.00,126607.00,125607.00,1000.00,0.00,0.00,111869.00,41999.00,69870.00,319621.00,170333.00,135791.00,34542.00,0.00,0.00,0.00,-58464.00,207752.00,159684.00,0.00,48068.00
1993:Q2,317961.00,82870.00,0.00,121028.00,119028.00,2000.00,0.00,0.00,114063.00,38059.00,76004.00,317961.00,175273.00,138502.00,36771.00,0.00,0.00,0.00,-61210.00,203898.00,163491.00,0.00,40407.00
1993:Q3,351744.00,92162.00,0.00,136269.00,133269.00,3000.00,0.00,0.00,123313.00,44070.00,79243.00,351744.00,175898.00,135987.00,39911.00,0.00,0.00,0.00,-52585.00,228431.00,177918.00,0.00,50513.00
1993:Q4,361107.00,95810.00,0.00,139915.00,135915.00,4000.00,0.00,0.00,125382.00,44541.00,80841.00,361107.00,180259.00,140298.00,39961.00,0.00,0.00,0.00,-54877.00,235725.00,197105.00,0.00,38620.00
1994:Q1,378284.00,104485.00,0.00,139342.00,134342.00,5000.00,0.00,0.00,134457.00,43630.00,90827.00,378284.00,200705.00,148053.00,52652.00,0.00,0.00,0.00,-66248.00,243827.00,206857.00,0.00,36970.00
1994:Q2,369073.00,106020.00,0.00,125575.00,113575.00,12000.00,0.00,0.00,137478.00,46560.00,90918.00,369073.00,201928.00,144974.00,56954.00,0.00,0.00,0.00,-64450.00,231595.00,222245.00,0.00,9350.00
1994:Q3,388552.00,121939.00,0.00,129351.00,116851.00,12500.00,0.00,0.00,137262.00,41396.00,95866.00,388552.00,209674.00,146236.00,63438.00,0.00,0.00,0.00,-72412.00,251290.00,233742.00,0.00,17548.00
1994:Q4,382468.00,108880.00,0.00,132613.00,118613.00,14000.00,0.00,0.00,140975.00,44072.00,96903.00,382468.00,211040.00,151058.00,59982.00,0.00,0.00,0.00,-70065.00,241493.00,221668.00,0.00,19825.00
1995:Q1,400004.00,112597.00,0.00,131882.00,117882.00,14000.00,0.00,0.00,155525.00,50226.00,105299.00,400004.00,233784.00,160629.00,73155.00,0.00,0.00,0.00,-78259.00,244479.00,233510.00,0.00,10969.00
1995:Q2,393315.00,109201.00,0.00,123777.00,107777.00,16000.00,0.00,0.00,160337.00,52251.00,108086.00,393315.00,243416.00,164733.00,78683.00,0.00,0.00,0.00,-83079.00,232978.00,214687.00,0.00,18291.00
1995:Q3,404369.00,108327.00,0.00,129305.00,109305.00,20000.00,0.00,0.00,166737.00,51329.00,115408.00,404369.00,254083.00,171292.00,82791.00,0.00,0.00,0.00,-87346.00,237632.00,211925.00,0.00,25707.00
1995:Q4,396724.00,110128.00,0.00,120183.00,96433.00,23750.00,927.00,0.00,165486.00,50734.00,114752.00,396724.00,248600.00,164221.00,84379.00,0.00,0.00,0.00,-82187.00,230311.00,216174.00,0.00,14137.00
1996:Q1,450037.00,128199.00,0.00,141243.00,113962.00,27281.00,1293.00,0.00,179302.00,52693.00,126609.00,450037.00,261249.00,159084.00,102165.00,0.00,0.00,0.00,-80654.00,269442.00,242572.00,0.00,26870.00
1996:Q2,467684.00,139025.00,0.00,136390.00,105390.00,31000.00,1659.00,0.00,190610.00,52851.00,137759.00,467684.00,281977.00,176413.00,105564.00,0.00,0.00,0.00,-89708.00,275415.00,249460.00,0.00,25955.00
1996:Q3,505129.00,151436.00,0.00,147428.00,112115.00,35313.00,2027.00,0.00,204238.00,59431.00,144807.00,505129.00,290773.00,181973.00,108800.00,0.00,0.00,0.00,-84508.00,298864.00,265248.00,0.00,33616.00
1996:Q4,534096.00,175724.00,0.00,125254.00,88706.00,36548.00,2392.00,0.00,230726.00,64468.00,166258.00,534096.00,312363.00,198763.00,113600.00,0.00,0.00,0.00,-79245.00,300978.00,276062.00,0.00,24916.00
1997:Q1,590580.00,185526.00,0.00,142619.00,108060.00,34559.00,2650.00,0.00,259785.00,79358.00,180427.00,590580.00,348033.00,223011.00,125022.00,0.00,0.00,0.00,-85598.00,328145.00,291354.00,0.00,36791.00
1997:Q2,595846.00,193578.00,0.00,142927.00,107352.00,35575.00,2907.00,0.00,256434.00,74288.00,182146.00,595846.00,349231.00,224937.00,124294.00,0.00,0.00,0.00,-89890.00,336505.00,337251.00,0.00,-746.00
1997:Q3,632758.00,200531.00,0.00,152677.00,117533.00,35144.00,3163.00,0.00,276387.00,82895.00,193492.00,632758.00,362471.00,225305.00,137166.00,0.00,0.00,0.00,-77352.00,347639.00,334254.00,0.00,13385.00
1997:Q4,679324.00,213433.00,0.00,182389.00,149262.00,33127.00,3421.00,0.00,280081.00,78803.00,201278.00,679324.00,372620.00,228456.00,144164.00,0.00,0.00,0.00,-81163.00,387867.00,333272.00,0.00,54595.00
1998:Q1,737364.00,229167.00,0.00,192899.00,163299.00,29600.00,3619.00,0.00,311679.00,87532.00,224147.00,737364.00,410315.00,248224.00,162091.00,0.00,0.00,0.00,-85599.00,412648.00,354101.00,0.00,58547.00
1998:Q2,776558.00,253915.00,0.00,210952.00,174422.00,36530.00,3935.00,0.00,307756.00,79295.00,228461.00,776558.00,409062.00,240801.00,168261.00,0.00,0.00,0.00,-82047.00,449543.00,382549.00,0.00,66994.00
1998:Q3,822932.00,287170.00,0.00,206446.00,167458.00,38988.00,4139.00,0.00,325177.00,89468.00,235709.00,822932.00,416273.00,240752.00,175521.00,0.00,0.00,0.00,-69225.00,475884.00,417619.00,0.00,58265.00
1998:Q4,833198.00,309095.00,0.00,192431.00,154836.00,37595.00,4350.00,0.00,327322.00,90559.00,236763.00,833198.00,412588.00,234434.00,178154.00,0.00,0.00,0.00,-59528.00,480138.00,403253.00,0.00,76885.00
1999:Q1,899139.00,326500.00,0.00,203242.00,173492.00,29750.00,4684.00,0.00,364713.00,89790.00,274923.00,899139.00,457108.00,242914.00,214194.00,0.00,0.00,0.00,-42230.00,484261.00,359947.00,0.00,124314.00
1999:Q2,953588.00,343145.00,0.00,235565.00,198356.00,37209.00,5573.00,0.00,369305.00,88473.00,280832.00,953588.00,447510.00,222238.00,225272.00,0.00,0.00,0.00,-17698.00,523776.00,375343.00,0.00,148433.00
1999:Q3,980574.00,364368.00,0.00,224624.00,194777.00,29847.00,6285.00,0.00,385297.00,102479.00,282818.00,980574.00,459591.00,235698.00,223893.00,0.00,0.00,0.00,-1977.00,522960.00,397233.00,0.00,125727.00
1999:Q4,1108680.00,400504.00,0.00,305633.00,271862.00,33771.00,6815.00,0.00,395728.00,93031.00,302697.00,1108680.00,504181.00,268646.00,235535.00,0.00,0.00,0.00,-8493.00,612992.00,419533.00,0.00,193459.00
2000:Q1,1128752.00,400843.00,0.00,305526.00,281743.00,23783.00,7585.00,0.00,414798.00,114567.00,300231.00,1128752.00,507495.00,276352.00,231143.00,0.00,0.00,0.00,5483.00,615774.00,443885.00,0.00,171889.00
2000:Q2,1194435.00,395458.00,0.00,369262.00,338133.00,31129.00,8353.00,0.00,421362.00,114542.00,306820.00,1194435.00,516008.00,278918.00,237090.00,0.00,0.00,0.00,5708.00,672719.00,467468.00,0.00,205251.00
2000:Q3,1179385.00,412666.00,0.00,334769.00,310850.00,23919.00,8952.00,0.00,422998.00,119921.00,303077.00,1179385.00,508261.00,273579.00,234682.00,0.00,0.00,0.00,5937.00,665187.00,470575.00,0.00,194612.00
2000:Q4,1205308.00,429004.00,0.00,324396.00,299477.00,24919.00,9484.00,0.00,442424.00,138669.00,303755.00,1205308.00,502588.00,265111.00,237477.00,0.00,0.00,0.00,6557.00,696163.00,508183.00,0.00,187980.00
2001:Q1,1350864.00,490650.00,0.00,365997.00,321397.00,44600.00,9449.00,0.00,484768.00,134244.00,350524.00,1350864.00,655440.00,406555.00,248885.00,0.00,0.00,0.00,7481.00,687943.00,487825.00,0.00,200118.00
2001:Q2,1211571.00,511660.00,0.00,236549.00,187277.00,49272.00,9408.00,0.00,453954.00,126241.00,327713.00,1211571.00,544487.00,289032.00,255455.00,0.00,0.00,0.00,7621.00,659463.00,542442.00,0.00,117021.00
2001:Q3,1161096.00,542912.00,0.00,181834.00,121674.00,60160.00,9387.00,0.00,426963.00,109261.00,317702.00,1161096.00,508184.00,253976.00,254208.00,0.00,0.00,0.00,7721.00,645191.00,559816.00,0.00,85375.00
2001:Q4,1275461.00,583511.00,0.00,246124.00,175356.00,70768.00,9371.00,0.00,436455.00,108718.00,327737.00,1275461.00,531916.00,272239.00,259677.00,0.00,0.00,0.00,7677.00,735868.00,578290.00,0.00,157578.00
2002:Q1,1238999.00,557855.00,0.00,224265.00,141945.00,82320.00,9133.00,0.00,447746.00,102208.00,345538.00,1238999.00,535874.00,253782.00,282092.00,0.00,0.00,0.00,7789.00,695336.00,583947.00,0.00,111389.00
2002:Q2,1198680.00,565673.00,0.00,160905.00,90904.00,70001.00,8846.00,0.00,463256.00,123404.00,339852.00,1198680.00,517343.00,236655.00,280688.00,0.00,0.00,0.00,7704.00,673633.00,597083.00,0.00,76550.00
2002:Q3,1195311.00,528178.00,0.00,205859.00,138590.00,67269.00,8649.00,0.00,452625.00,116654.00,335971.00,1195311.00,501763.00,221056.00,280707.00,0.00,0.00,0.00,7748.00,685800.00,600208.00,0.00,85592.00
2002:Q4,1210243.00,565031.00,0.00,161796.00,105381.00,56415.00,8213.00,0.00,475203.00,127291.00,347912.00,1210243.00,521211.00,231066.00,290145.00,0.00,0.00,0.00,7327.00,681705.00,575410.00,0.00,106295.00
2003:Q1,1229636.00,501062.00,0.00,237101.00,164412.00,72689.00,8007.00,0.00,483466.00,127473.00,355993.00,1229636.00,546316.00,253764.00,292552.00,0.00,0.00,0.00,7471.00,675849.00,567683.00,0.00,108166.00
2003:Q2,1249969.00,519833.00,0.00,244145.00,160070.00,84075.00,7806.00,0.00,478185.00,126110.00,352075.00,1249969.00,508640.00,208753.00,299887.00,0.00,0.00,0.00,7446.00,733883.00,628946.00,0.00,104937.00
2003:Q3,1292215.00,546114.00,0.00,266616.00,168492.00,98124.00,7610.00,0.00,471875.00,122928.00,348947.00,1292215.00,493839.00,193189.00,300650.00,0.00,0.00,0.00,7450.00,790926.00,672720.00,0.00,118206.00
2003:Q4,1274741.00,490003.00,0.00,284094.00,172747.00,111347.00,7291.00,0.00,493353.00,134697.00,358656.00,1274741.00,518052.00,212528.00,305524.00,0.00,0.00,0.00,7552.00,749137.00,677967.00,0.00,71170.00
2004:Q1,1284089.00,436821.00,0.00,314538.00,210575.00,103963.00,7241.00,0.00,525489.00,158950.00,366539.00,1284089.00,533638.00,222799.00,310839.00,0.00,0.00,0.00,7710.00,742741.00,740154.00,0.00,2587.00
2004:Q2,1241893.00,409929.00,0.00,329415.00,236131.00,93284.00,7142.00,0.00,495407.00,136478.00,358929.00,1241893.00,510447.00,202024.00,308423.00,0.00,0.00,0.00,7700.00,723746.00,735986.00,0.00,-12240.00
2004:Q3,1284130.00,408298.00,0.00,364449.00,265947.00,98502.00,7057.00,0.00,504326.00,151060.00,353266.00,1284130.00,498482.00,193621.00,304861.00,0.00,0.00,0.00,7699.00,777949.00,741355.00,0.00,36594.00
2004:Q4,1338829.00,368909.00,0.00,428123.00,331276.00,96847.00,6961.00,0.00,534836.00,167746.00,367090.00,1338829.00,515117.00,197369.00,317748.00,0.00,0.00,0.00,7828.00,815884.00,764829.00,0.00,51055.00
2005:Q1,1387725.00,359997.00,0.00,473063.00,364137.00,108926.00,7737.00,0.00,546928.00,169130.00,377798.00,1387725.00,546764.00,225288.00,321476.00,0.00,0.00,0.00,8002.00,832959.00,819503.00,0.00,13456.00
2005:Q2,1412890.00,341459.00,0.00,480970.00,384626.00,96344.00,8672.00,0.00,581789.00,184756.00,397033.00,1412890.00,599723.00,270253.00,329470.00,0.00,0.00,0.00,8049.00,805118.00,891042.00,0.00,-85924.00
2005:Q3,1431044.00,342173.00,0.00,494042.00,410973.00,83069.00,9424.00,0.00,585405.00,189781.00,395624.00,1431044.00,595512.00,266517.00,328995.00,0.00,0.00,0.00,8053.00,827479.00,983452.00,0.00,-155973.00
2005:Q4,1470555.00,366774.00,0.00,490427.00,422955.00,67472.00,10603.00,0.00,602751.00,188781.00,413970.00,1470555.00,619858.00,274517.00,345341.00,0.00,0.00,0.00,8413.00,842284.00,939711.00,0.00,-97427.00
2006:Q1,1547369.00,360003.00,0.00,541809.00,466809.00,75000.00,11248.00,0.00,634309.00,212905.00,421404.00,1547369.00,643341.00,295916.00,347425.00,0.00,0.00,0.00,8689.00,895339.00,1015435.00,0.00,-120096.00
2006:Q2,1531170.00,355216.00,0.00,520155.00,455018.00,65137.00,12113.00,0.00,643686.00,214981.00,428705.00,1531170.00,651832.00,297503.00,354329.00,0.00,0.00,0.00,8838.00,870500.00,1130239.00,0.00,-259739.00
2006:Q3,1577052.00,393737.00,0.00,532326.00,460906.00,71420.00,12767.00,0.00,638222.00,211805.00,426417.00,1577052.00,636203.00,279715.00,356488.00,0.00,0.00,0.00,8844.00,932005.00,1220501.00,0.00,-288496.00
2006:Q4,1525379.00,334386.00,0.00,543068.00,482692.00,60376.00,14052.00,0.00,633873.00,197338.00,436535.00,1525379.00,645277.00,278323.00,366954.00,0.00,0.00,0.00,9022.00,871080.00,1242302.00,0.00,-371222.00
2007:Q1,1664918.00,405993.00,0.00,560117.00,490531.00,69586.00,16071.00,0.00,682737.00,231086.00,451651.00,1664918.00,715130.00,351306.00,363824.00,0.00,0.00,0.00,9172.00,940616.00,1377134.00,0.00,-436518.00
2007:Q2,1733818.00,415776.00,0.00,605566.00,546242.00,59324.00,18218.00,0.00,694258.00,240738.00,453520.00,1733818.00,722461.00,358588.00,363873.00,0.00,0.00,0.00,9322.00,1002035.00,1436481.00,0.00,-434446.00
2007:Q3,1799647.00,569858.00,0.00,510054.00,368543.00,141511.00,19544.00,0.00,700191.00,225287.00,474904.00,1799647.00,735591.00,347583.00,388008.00,0.00,0.00,0.00,9472.00,1054584.00,1415113.00,0.00,-360529.00
2007:Q4,1803889.00,652256.00,0.00,379392.00,255368.00,124024.00,20778.00,0.00,751463.00,241003.00,510460.00,1803889.00,786392.00,367909.00,418483.00,0.00,0.00,0.00,9622.00,1007875.00,1240241.00,0.00,-232366.00
2008:Q1,1943618.00,793997.00,0.00,381648.00,244740.00,136908.00,24649.00,0.00,743324.00,240432.00,502892.00,1943618.00,777561.00,366225.00,411336.00,0.00,0.00,0.00,9772.00,1156285.00,1369083.00,0.00,-212798.00
2008:Q2,2010421.00,774384.00,0.00,471293.00,306500.00,164793.00,27812.00,0.00,736932.00,237281.00,499651.00,2010421.00,751675.00,336032.00,415643.00,28828.00,28828.00,0.00,9922.00,1219996.00,1359652.00,0.00,-139656.00
2008:Q3,1895503.00,749002.00,0.00,417530.00,213773.00,203757.00,35351.00,0.00,693620.00,192610.00,501010.00,1895503.00,709188.00,277571.00,431617.00,90071.00,90071.00,0.00,10072.00,1086172.00,1136864.00,0.00,-50692.00
2008:Q4,2296731.00,905826.00,0.00,561493.00,360885.00,200608.00,35884.00,0.00,793528.00,276634.00,516894.00,2296731.00,807890.00,387995.00,419895.00,444927.00,444927.00,0.00,10222.00,1033692.00,887010.00,0.00,146682.00
2009:Q1,2215573.00,903160.00,100.00,478466.00,280353.00,198113.00,31531.00,0.00,802316.00,269335.00,532981.00,2215573.00,801898.00,358556.00,443342.00,363762.00,363662.00,100.00,10372.00,1039541.00,802182.00,0.00,237359.00
2009:Q2,1972222.00,837190.00,100.00,369631.00,172322.00,197309.00,28181.00,0.00,737120.00,224457.00,512663.00,1972222.00,740664.00,304001.00,436663.00,223852.00,223752.00,100.00,10522.00,997184.00,843665.00,0.00,153519.00
