1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2009:Q3,1813252.00,786720.00,100.00,298869.00,105352.00,193517.00,25553.00,0.00,702010.00,199920.00,502090.00,1813252.00,693776.00,255582.00,438194.00,141284.00,141184.00,100.00,10672.00,967520.00,889216.00,0.00,78304.00
2009:Q4,1807330.00,752120.00,103.00,280776.00,105500.00,175276.00,22925.00,25106.00,726300.00,203086.00,523214.00,1807330.00,719494.00,261707.00,457787.00,97288.00,95300.00,1988.00,10822.00,979726.00,856823.00,1788.00,121115.00
2010:Q1,1690035.00,634196.00,104.00,297587.00,116631.00,180956.00,21019.00,25416.00,711713.00,189184.00,522529.00,1690035.00,689700.00,222895.00,466805.00,94865.00,90205.00,4660.00,10972.00,894498.00,849181.00,4220.00,41097.00
2010:Q2,1611730.00,578256.00,105.00,321648.00,146223.00,175425.00,20779.00,25733.00,665209.00,150402.00,514807.00,1611730.00,659520.00,192951.00,466569.00,92822.00,84974.00,7848.00,11122.00,848266.00,765550.00,6152.00,76564.00
2010:Q3,1652949.00,584082.00,106.00,313886.00,144909.00,168977.00,20774.00,26057.00,708044.00,177067.00,530977.00,1652949.00,684567.00,204787.00,479780.00,84623.00,76299.00,8324.00,11272.00,872487.00,773468.00,7112.00,91907.00
2010:Q4,1633378.00,604085.00,107.00,313424.00,149985.00,163439.00,21439.00,26385.00,667938.00,171579.00,496359.00,1633378.00,621661.00,167069.00,454592.00,82532.00,73354.00,9178.00,11422.00,917763.00,733352.00,7678.00,176733.00
2011:Q1,1599627.00,570220.00,108.00,315827.00,176122.00,139705.00,18274.00,0.00,695198.00,188946.00,506252.00,1599627.00,631524.00,167029.00,464495.00,59238.00,49912.00,9326.00,11572.00,897293.00,709442.00,9630.00,178221.00
2011:Q2,1566322.00,551333.00,109.00,294749.00,159896.00,134853.00,18962.00,0.00,701169.00,173421.00,527748.00,1566322.00,637729.00,146642.00,491087.00,52186.00,42509.00,9677.00,11722.00,864685.00,727626.00,10012.00,127047.00
2011:Q3,1414924.00,489193.00,110.00,227383.00,103568.00,123815.00,16411.00,0.00,681827.00,140135.00,541692.00,1414924.00,635689.00,125329.00,510360.00,40860.00,31032.00,9828.00,11872.00,726503.00,726715.00,10392.00,-10604.00
2011:Q4,1440207.00,520714.00,111.00,212375.00,104857.00,107518.00,19421.00,0.00,687586.00,137845.00,549741.00,1440207.00,620482.00,94321.00,526161.00,31319.00,21477.00,9842.00,12022.00,776384.00,658743.00,10434.00,107207.00
2012:Q1,1379369.00,433311.00,112.00,227056.00,130914.00,96142.00,13173.00,0.00,705717.00,154270.00,551447.00,1379369.00,620615.00,92224.00,528391.00,21394.00,11906.00,9488.00,12172.00,725188.00,651519.00,9706.00,63963.00
2012:Q2,1334277.00,403692.00,113.00,237908.00,148912.00,88996.00,12416.00,0.00,680148.00,128518.00,551630.00,1334277.00,608456.00,75768.00,532688.00,8939.00,0.00,8939.00,12322.00,704560.00,706476.00,9520.00,-11436.00
2012:Q3,1321318.00,406742.00,114.00,217974.00,140162.00,77812.00,11886.00,0.00,684602.00,117942.00,566660.00,1321318.00,594396.00,36981.00,557415.00,6126.00,0.00,6126.00,12472.00,708324.00,656864.00,6112.00,45348.00
2012:Q4,1352866.00,458310.00,115.00,186760.00,122393.00,64367.00,12903.00,0.00,694778.00,126022.00,568756.00,1352866.00,590518.00,29016.00,561502.00,3007.00,0.00,3007.00,12622.00,746719.00,579545.00,3518.00,163656.00
2013:Q1,1371530.00,413589.00,2.00,218153.00,151352.00,66801.00,12938.00,0.00,726848.00,142936.00,583912.00,1371530.00,622706.00,51726.00,570980.00,2462.00,0.00,2462.00,12772.00,733590.00,638586.00,480.00,94524.00
2013:Q2,1350100.00,407586.00,2.00,210116.00,136448.00,73668.00,11840.00,0.00,720556.00,142092.00,578464.00,1350100.00,617544.00,52107.00,565437.00,2352.00,0.00,2352.00,12922.00,717282.00,713156.00,0.00,4126.00
2013:Q3,1348522.00,425742.00,2.00,205630.00,133053.00,72577.00,10388.00,0.00,706760.00,118689.00,588071.00,1348522.00,609878.00,29076.00,580802.00,2352.00,0.00,2352.00,13072.00,723220.00,702253.00,0.00,20967.00
2013:Q4,1279560.00,396804.00,2.00,164400.00,94694.00,69706.00,10600.00,0.00,707754.00,123501.00,584253.00,1279560.00,618179.00,45235.00,572944.00,2352.00,0.00,2352.00,13222.00,645807.00,673543.00,0.00,-27736.00
2014:Q1,1305633.00,389006.00,2.00,194759.00,112953.00,81806.00,11353.00,0.00,710513.00,123872.00,586641.00,1305633.00,633455.00,62419.00,571036.00,2352.00,0.00,2352.00,13372.00,656454.00,794535.00,0.00,-138081.00
2014:Q2,1288226.00,349213.00,2.00,205198.00,128191.00,77007.00,10074.00,0.00,723739.00,120821.00,602918.00,1288226.00,645267.00,56466.00,588801.00,2352.00,0.00,2352.00,13522.00,627085.00,746545.00,0.00,-119460.00
2014:Q3,1310735.00,352653.00,2.00,215305.00,139418.00,75887.00,10316.00,0.00,732459.00,127849.00,604610.00,1310735.00,658344.00,71645.00,586699.00,2352.00,0.00,2352.00,13672.00,636367.00,735351.00,0.00,-98984.00
2014:Q4,1292779.00,410253.00,2.00,159853.00,85439.00,74414.00,12096.00,0.00,710575.00,103216.00,607359.00,1292779.00,644014.00,48874.00,595140.00,2352.00,0.00,2352.00,13822.00,632591.00,720621.00,0.00,-88030.00
2015:Q1,1355312.00,447159.00,2.00,167428.00,89537.00,77891.00,11629.00,0.00,729094.00,96241.00,632853.00,1355312.00,671336.00,51311.00,620025.00,2352.00,0.00,2352.00,13973.00,667651.00,755388.00,0.00,-87737.00
2015:Q2,1379860.00,430498.00,2.00,209401.00,136741.00,72660.00,12150.00,0.00,727809.00,109130.00,618679.00,1379860.00,674528.00,74466.00,600062.00,2352.00,0.00,2352.00,14123.00,688857.00,703075.00,0.00,-14218.00
2015:Q3,1441984.00,443541.00,2.00,244004.00,166902.00,77102.00,13144.00,0.00,741293.00,108361.00,632932.00,1441984.00,705062.00,96174.00,608888.00,2352.00,0.00,2352.00,14273.00,720297.00,747497.00,0.00,-27200.00
2015:Q4,1441580.00,445330.00,2.00,234018.00,160982.00,73036.00,12929.00,0.00,749301.00,105386.00,643915.00,1441580.00,711467.00,90070.00,621397.00,2352.00,0.00,2352.00,14423.00,713338.00,706835.00,0.00,6503.00
2016:Q1,1582102.00,481104.00,2.00,284567.00,203648.00,80919.00,17275.00,0.00,799154.00,127109.00,672045.00,1582102.00,763228.00,121578.00,641650.00,2352.00,0.00,2352.00,14573.00,801949.00,785657.00,0.00,16292.00
2016:Q2,1609883.00,463272.00,2.00,325491.00,251234.00,74257.00,19482.00,0.00,801636.00,114902.00,686734.00,1609883.00,771368.00,112845.00,658523.00,2352.00,0.00,2352.00,14723.00,821440.00,719043.00,0.00,102397.00
2016:Q3,1607332.00,456531.00,2.00,352481.00,280890.00,71591.00,16578.00,0.00,781740.00,105777.00,675963.00,1607332.00,746916.00,94604.00,652312.00,2352.00,0.00,2352.00,14873.00,843191.00,692385.00,0.00,150806.00
