1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1960:Q3,32253.00,11166.00,9820.00,5458.00,24.00,3771.00,721.00,1241.00,53.00,33903.00,21607.00,6077.00,1782.00,4197.00,240.00,-1650.00,4957.00,-84.00,-512.00,3903.00,5301.00,9864.00,353.00,-4915.00,1744.00,-77.00,-66.00,278.00,0.00,155.00,437.00,0.00,264.00,159.00,14.00,0.00,280.00,142.00,0.00,138.00,0.00,0.00,80.00,526.00,131.00,6659.00,0.00,0.00,12.00,2976.00,1966.00,1571.00,180.00,101.00,79.00,314.00,17.00,3160.00,-1398.00,1401.00,6316.00
1960:Q4,33116.00,10133.00,12783.00,5339.00,24.00,2847.00,701.00,1136.00,154.00,34966.00,22140.00,6334.00,1801.00,4168.00,523.00,-1850.00,5026.00,-153.00,-619.00,3947.00,1829.00,9291.00,341.00,-7803.00,-255.00,-158.00,-1997.00,503.00,0.00,-331.00,313.00,0.00,-36.00,290.00,59.00,0.00,320.00,182.00,0.00,138.00,0.00,0.00,131.00,721.00,243.00,7548.00,0.00,0.00,13.00,3578.00,2235.00,1047.00,92.00,102.00,-10.00,516.00,20.00,3329.00,2118.00,-209.00,7594.00
1961:Q1,33190.00,10762.00,10550.00,4809.00,26.00,4964.00,735.00,1282.00,63.00,35041.00,21505.00,7308.00,1876.00,4175.00,177.00,-1851.00,5095.00,-127.00,-611.00,3982.00,3262.00,8974.00,333.00,-6045.00,-3120.00,-47.00,-2361.00,364.00,0.00,255.00,137.00,0.00,-158.00,236.00,59.00,0.00,682.00,146.00,0.00,536.00,0.00,0.00,-1.00,-2263.00,113.00,2925.00,0.00,0.00,5.00,-536.00,-2231.00,1449.00,104.00,54.00,50.00,333.00,21.00,2998.00,720.00,-3012.00,3033.00
1961:Q2,39449.00,14031.00,12296.00,5706.00,27.00,5288.00,752.00,1279.00,71.00,36925.00,22895.00,7183.00,2080.00,4246.00,521.00,2524.00,5164.00,323.00,-569.00,7934.00,7368.00,9739.00,385.00,-2756.00,1995.00,129.00,2006.00,371.00,0.00,-79.00,189.00,0.00,365.00,-194.00,18.00,0.00,-82.00,161.00,0.00,-243.00,0.00,0.00,39.00,-662.00,85.00,4751.00,0.00,0.00,16.00,1667.00,1115.00,830.00,167.00,54.00,113.00,10.00,22.00,2869.00,566.00,1517.00,4273.00
1961:Q3,33727.00,11542.00,10372.00,5776.00,28.00,3835.00,741.00,1404.00,29.00,35729.00,22125.00,6971.00,1901.00,4337.00,395.00,-2003.00,5239.00,-112.00,-611.00,3959.00,5694.00,10648.00,405.00,-5359.00,5198.00,408.00,1708.00,-12.00,0.00,556.00,209.00,0.00,-156.00,382.00,-17.00,0.00,807.00,202.00,0.00,605.00,0.00,0.00,169.00,1385.00,-32.00,10557.00,0.00,0.00,16.00,6948.00,5400.00,1768.00,95.00,57.00,38.00,399.00,24.00,3075.00,-1735.00,5316.00,10675.00
1961:Q4,36443.00,10914.00,13751.00,6490.00,31.00,2970.00,781.00,1335.00,172.00,37577.00,23420.00,6903.00,1922.00,4411.00,921.00,-1134.00,5327.00,-137.00,-596.00,4926.00,2239.00,10538.00,362.00,-8661.00,948.00,-330.00,-1456.00,207.00,0.00,-611.00,212.00,0.00,212.00,44.00,-44.00,0.00,522.00,207.00,0.00,315.00,0.00,0.00,86.00,2073.00,245.00,9609.00,0.00,0.00,17.00,5181.00,3291.00,1331.00,82.00,57.00,25.00,512.00,26.00,3791.00,2687.00,711.00,9372.00
1962:Q1,37084.00,11996.00,11378.00,5594.00,32.00,5726.00,792.00,1479.00,88.00,38049.00,23397.00,7493.00,2143.00,4507.00,509.00,-965.00,5432.00,-120.00,-575.00,5162.00,3861.00,9614.00,402.00,-6155.00,-104.00,-201.00,169.00,628.00,0.00,96.00,-60.00,0.00,-26.00,17.00,-51.00,0.00,762.00,116.00,0.00,646.00,0.00,0.00,12.00,-1566.00,56.00,6051.00,0.00,0.00,8.00,2364.00,377.00,1688.00,165.00,80.00,85.00,50.00,29.00,3435.00,1301.00,-163.00,5992.00
1962:Q2,43416.00,15689.00,13140.00,6173.00,36.00,6065.00,854.00,1379.00,81.00,39390.00,25115.00,7245.00,2165.00,4606.00,259.00,4027.00,5501.00,377.00,-652.00,9802.00,10372.00,10395.00,438.00,-461.00,4515.00,175.00,3494.00,264.00,0.00,-41.00,264.00,0.00,244.00,53.00,-33.00,0.00,648.00,60.00,0.00,588.00,0.00,0.00,99.00,-487.00,99.00,4976.00,0.00,0.00,9.00,1790.00,571.00,1166.00,242.00,81.00,161.00,313.00,31.00,2591.00,-570.00,4110.00,4571.00
1962:Q3,36227.00,12407.00,11124.00,5966.00,37.00,4239.00,844.00,1552.00,59.00,38968.00,24502.00,7108.00,2036.00,4714.00,608.00,-2741.00,5626.00,-138.00,-635.00,3659.00,6395.00,11468.00,404.00,-5477.00,773.00,-464.00,-1357.00,-256.00,0.00,912.00,412.00,0.00,361.00,88.00,-37.00,0.00,205.00,62.00,0.00,143.00,0.00,0.00,244.00,1054.00,23.00,6250.00,0.00,0.00,-8.00,1807.00,1057.00,1349.00,100.00,48.00,52.00,433.00,33.00,3885.00,-2736.00,360.00,5837.00
1962:Q4,38057.00,11464.00,14740.00,6239.00,40.00,3144.00,841.00,1439.00,151.00,40310.00,25319.00,7296.00,2013.00,4785.00,897.00,-2253.00,5750.00,-81.00,-651.00,4229.00,1295.00,11121.00,407.00,-10233.00,1532.00,-123.00,-1291.00,334.00,0.00,-446.00,661.00,0.00,576.00,154.00,-69.00,0.00,619.00,85.00,0.00,534.00,0.00,0.00,197.00,1524.00,56.00,11765.00,0.00,0.00,11.00,7098.00,5060.00,1248.00,257.00,51.00,206.00,684.00,32.00,3683.00,2934.00,750.00,10983.00
1963:Q1,39796.00,12829.00,12015.00,5730.00,44.00,6552.00,851.00,1590.00,185.00,40261.00,24709.00,8071.00,2214.00,4855.00,412.00,-465.00,5832.00,-117.00,-676.00,6160.00,4915.00,9704.00,379.00,-5169.00,838.00,53.00,426.00,850.00,0.00,-467.00,583.00,0.00,950.00,-287.00,-80.00,0.00,737.00,5.00,0.00,732.00,0.00,0.00,322.00,-1741.00,76.00,6007.00,0.00,0.00,9.00,1877.00,500.00,1176.00,86.00,25.00,61.00,190.00,33.00,3812.00,1245.00,-173.00,4996.00
1963:Q2,46105.00,15955.00,13873.00,6848.00,48.00,6830.00,869.00,1505.00,177.00,40793.00,25596.00,7596.00,2397.00,4947.00,257.00,5312.00,5927.00,429.00,-706.00,11515.00,11871.00,11143.00,459.00,269.00,5350.00,69.00,4093.00,151.00,0.00,1.00,336.00,0.00,291.00,104.00,-59.00,0.00,158.00,-295.00,0.00,453.00,0.00,0.00,324.00,-32.00,250.00,5081.00,0.00,0.00,10.00,2274.00,776.00,1748.00,48.00,27.00,21.00,73.00,34.00,2642.00,-357.00,5038.00,4769.00
1963:Q3,39259.00,13277.00,11793.00,6607.00,49.00,4759.00,900.00,1709.00,165.00,42200.00,26561.00,7429.00,2141.00,5066.00,1003.00,-2942.00,6000.00,-110.00,-737.00,3905.00,7606.00,12380.00,466.00,-5240.00,106.00,-136.00,-3061.00,-12.00,0.00,1004.00,327.00,0.00,568.00,-193.00,-48.00,0.00,219.00,-15.00,0.00,234.00,0.00,0.00,105.00,1645.00,15.00,5346.00,0.00,0.00,9.00,959.00,337.00,1175.00,106.00,4.00,102.00,457.00,33.00,3782.00,-3701.00,-564.00,4676.00
1963:Q4,41699.00,12492.00,15705.00,7046.00,47.00,3594.00,911.00,1633.00,271.00,42005.00,26574.00,7569.00,2096.00,5204.00,562.00,-307.00,6086.00,-64.00,-679.00,6522.00,2859.00,11211.00,373.00,-8725.00,1007.00,50.00,-970.00,645.00,0.00,-1749.00,236.00,0.00,-652.00,940.00,-52.00,0.00,608.00,103.00,0.00,505.00,0.00,0.00,198.00,1929.00,60.00,9732.00,0.00,0.00,18.00,5032.00,3460.00,1141.00,55.00,6.00,49.00,752.00,31.00,3844.00,3663.00,1610.00,10335.00
1964:Q1,42010.00,12750.00,12936.00,6475.00,45.00,6814.00,953.00,1815.00,223.00,42426.00,25989.00,8219.00,2335.00,5295.00,588.00,-416.00,6164.00,-111.00,-717.00,6576.00,6054.00,10318.00,490.00,-4754.00,528.00,-15.00,1696.00,268.00,0.00,-198.00,9.00,0.00,190.00,-128.00,-53.00,0.00,762.00,68.00,0.00,694.00,0.00,0.00,-4.00,-1866.00,-124.00,5282.00,0.00,0.00,19.00,1390.00,384.00,1137.00,-7.00,-3.00,-4.00,188.00,28.00,3664.00,522.00,342.00,5096.00
1964:Q2,47633.00,15590.00,14707.00,7306.00,45.00,7068.00,982.00,1743.00,193.00,43913.00,27819.00,7882.00,2512.00,5398.00,302.00,3721.00,6242.00,407.00,-819.00,10375.00,11463.00,11868.00,548.00,-953.00,3286.00,-175.00,1846.00,316.00,0.00,943.00,191.00,0.00,-58.00,287.00,-38.00,0.00,702.00,3.00,0.00,699.00,0.00,0.00,129.00,-637.00,-29.00,4239.00,0.00,0.00,16.00,1326.00,-573.00,1771.00,69.00,-6.00,75.00,-42.00,24.00,2846.00,-1088.00,3269.00,4222.00
1964:Q3,40340.00,12394.00,12852.00,7040.00,45.00,4909.00,997.00,1977.00,127.00,44396.00,27773.00,7742.00,2295.00,5438.00,1148.00,-4055.00,6314.00,-79.00,-836.00,3173.00,6423.00,12617.00,560.00,-6754.00,2642.00,-96.00,-725.00,190.00,0.00,344.00,507.00,0.00,347.00,178.00,-18.00,0.00,849.00,55.00,0.00,794.00,0.00,0.00,306.00,1318.00,-52.00,9396.00,0.00,0.00,14.00,4683.00,3058.00,1812.00,116.00,18.00,98.00,490.00,24.00,4069.00,-3250.00,2197.00,8951.00
1964:Q4,41981.00,11335.00,16774.00,7164.00,48.00,3673.00,927.00,1839.00,221.00,43787.00,27557.00,7820.00,2211.00,5508.00,691.00,-1806.00,6384.00,-90.00,-852.00,5520.00,2268.00,11585.00,287.00,-9604.00,1334.00,123.00,-1092.00,957.00,0.00,-2102.00,714.00,0.00,540.00,176.00,-2.00,0.00,699.00,52.00,0.00,647.00,0.00,0.00,345.00,1438.00,252.00,10938.00,0.00,0.00,-25.00,5992.00,3547.00,1400.00,113.00,21.00,92.00,707.00,28.00,4123.00,3252.00,702.00,10306.00
1965:Q1,44147.00,12951.00,13909.00,7032.00,49.00,7018.00,1047.00,1920.00,222.00,44182.00,27130.00,8482.00,2327.00,5616.00,627.00,-35.00,6464.00,-79.00,-878.00,7385.00,7232.00,10469.00,467.00,-3704.00,2132.00,-44.00,1075.00,626.00,0.00,910.00,334.00,0.00,264.00,72.00,-2.00,0.00,803.00,16.00,0.00,787.00,0.00,0.00,99.00,-1491.00,-180.00,5836.00,0.00,0.00,34.00,1422.00,-165.00,1501.00,83.00,24.00,59.00,332.00,31.00,3934.00,153.00,1809.00,5513.00
1965:Q2,52587.00,18107.00,15671.00,7908.00,51.00,7391.00,1083.00,2224.00,153.00,46260.00,28946.00,8293.00,2979.00,5740.00,302.00,6327.00,6557.00,498.00,-832.00,13217.00,13590.00,11988.00,360.00,1242.00,4958.00,532.00,2839.00,123.00,0.00,848.00,463.00,0.00,390.00,87.00,-14.00,0.00,724.00,-65.00,0.00,789.00,0.00,0.00,295.00,-967.00,101.00,3716.00,0.00,0.00,37.00,-253.00,-2108.00,2197.00,158.00,26.00,132.00,386.00,34.00,3354.00,-373.00,4436.00,3194.00
1965:Q3,43370.00,14069.00,13274.00,7572.00,53.00,5088.00,1066.00,2135.00,114.00,48378.00,29735.00,8941.00,2443.00,5793.00,1466.00,-5008.00,6653.00,-51.00,-888.00,2584.00,6541.00,13099.00,453.00,-7011.00,-638.00,-169.00,-4793.00,466.00,0.00,539.00,738.00,0.00,773.00,-17.00,-18.00,0.00,529.00,76.00,0.00,453.00,0.00,0.00,419.00,1486.00,146.00,6373.00,0.00,0.00,48.00,1245.00,-1104.00,2047.00,49.00,-15.00,64.00,614.00,35.00,4382.00,-3958.00,-1475.00,5536.00
1965:Q4,46111.00,12539.00,17855.00,8364.00,53.00,4003.00,1026.00,2080.00,192.00,48782.00,31211.00,8650.00,2400.00,5909.00,612.00,-2671.00,6741.00,-91.00,-931.00,5092.00,2623.00,12308.00,485.00,-10170.00,2949.00,-58.00,-1279.00,1137.00,0.00,-1247.00,801.00,0.00,764.00,59.00,-22.00,0.00,1040.00,143.00,0.00,897.00,0.00,0.00,338.00,2280.00,-63.00,13119.00,0.00,0.00,115.00,7747.00,5853.00,1492.00,42.00,-16.00,58.00,621.00,34.00,4560.00,2469.00,2127.00,12297.00
1966:Q1,49303.00,14703.00,14063.00,8030.00,54.00,8584.00,1163.00,2621.00,85.00,49612.00,30701.00,9235.00,3072.00,6045.00,559.00,-309.00,6835.00,-92.00,-967.00,7584.00,7010.00,11771.00,592.00,-5353.00,1389.00,-204.00,580.00,58.00,0.00,443.00,305.00,0.00,311.00,20.00,-26.00,0.00,1234.00,260.00,0.00,974.00,0.00,0.00,221.00,-1211.00,-37.00,6742.00,0.00,0.00,178.00,2012.00,127.00,1445.00,31.00,-15.00,46.00,357.00,29.00,4135.00,574.00,1032.00,6385.00
1966:Q2,59403.00,20418.00,16516.00,8834.00,54.00,9284.00,1181.00,3006.00,110.00,52481.00,32961.00,9105.00,3834.00,6210.00,371.00,6922.00,6972.00,516.00,-967.00,14345.00,15561.00,13251.00,479.00,1831.00,5189.00,53.00,6406.00,380.00,0.00,265.00,293.00,0.00,511.00,-196.00,-22.00,0.00,694.00,259.00,0.00,435.00,0.00,0.00,297.00,-3391.00,193.00,3358.00,0.00,0.00,301.00,-935.00,-4753.00,2299.00,72.00,-15.00,87.00,473.00,28.00,3419.00,-1216.00,4591.00,2760.00
1966:Q3,49805.00,15641.00,14154.00,8277.00,60.00,7546.00,1230.00,2941.00,-44.00,55713.00,34540.00,9404.00,3207.00,6373.00,2189.00,-5908.00,7091.00,-104.00,-945.00,2232.00,6701.00,14534.00,528.00,-8362.00,118.00,-128.00,-5334.00,117.00,0.00,1708.00,80.00,0.00,-98.00,185.00,-7.00,0.00,1509.00,336.00,0.00,1173.00,0.00,0.00,696.00,1325.00,145.00,8480.00,0.00,0.00,197.00,2773.00,2097.00,1383.00,282.00,-15.00,297.00,656.00,26.00,4546.00,-4468.00,-81.00,8281.00
1966:Q4,52957.00,15617.00,18478.00,8517.00,60.00,6027.00,1282.00,2856.00,121.00,55443.00,34624.00,10224.00,3239.00,6526.00,830.00,-2486.00,7224.00,-52.00,-925.00,5715.00,3071.00,14010.00,415.00,-11354.00,1993.00,24.00,-1519.00,691.00,0.00,-903.00,424.00,0.00,-151.00,562.00,13.00,0.00,646.00,357.00,0.00,289.00,0.00,0.00,676.00,1851.00,103.00,13347.00,0.00,0.00,223.00,7297.00,6085.00,1109.00,180.00,-17.00,197.00,832.00,24.00,4791.00,2644.00,1947.00,13301.00
1967:Q1,54961.00,17795.00,15130.00,7713.00,59.00,9777.00,1313.00,3122.00,52.00,58082.00,35814.00,11316.00,3630.00,6586.00,736.00,-3121.00,7336.00,-90.00,-975.00,5280.00,5817.00,13110.00,353.00,-7646.00,1845.00,-469.00,1189.00,1568.00,0.00,-785.00,153.00,0.00,18.00,127.00,8.00,0.00,1603.00,196.00,0.00,1407.00,0.00,0.00,365.00,-1376.00,-403.00,9491.00,0.00,0.00,213.00,3718.00,1022.00,1232.00,-3.00,-13.00,10.00,309.00,24.00,5230.00,-538.00,1817.00,9463.00
1967:Q2,61054.00,20494.00,16846.00,8343.00,60.00,10678.00,1364.00,3229.00,40.00,59847.00,37707.00,11424.00,3744.00,6626.00,346.00,1207.00,7462.00,577.00,-947.00,9039.00,10207.00,14516.00,210.00,-4520.00,-3698.00,203.00,981.00,671.00,0.00,-20.00,-89.00,0.00,-112.00,20.00,3.00,0.00,850.00,125.00,0.00,725.00,0.00,0.00,711.00,-7190.00,185.00,822.00,0.00,0.00,218.00,-4627.00,-8559.00,2321.00,35.00,-15.00,50.00,837.00,24.00,4335.00,-1168.00,-3636.00,884.00
1967:Q3,54820.00,18226.00,15625.00,7845.00,62.00,8097.00,1447.00,3539.00,-21.00,61938.00,37502.00,11666.00,3880.00,6823.00,2067.00,-7118.00,7618.00,-144.00,-1020.00,1664.00,3547.00,15477.00,586.00,-12516.00,3872.00,247.00,-117.00,-272.00,0.00,959.00,-191.00,0.00,30.00,-212.00,-9.00,0.00,1469.00,340.00,0.00,1129.00,0.00,0.00,514.00,1253.00,10.00,16388.00,0.00,0.00,166.00,10538.00,8595.00,2124.00,89.00,-17.00,106.00,430.00,20.00,5145.00,-1884.00,3736.00,16252.00
1967:Q4,57021.00,16445.00,20337.00,8750.00,67.00,6427.00,1520.00,3392.00,83.00,62755.00,39382.00,11901.00,3679.00,7131.00,662.00,-5734.00,7777.00,-86.00,-952.00,3081.00,596.00,14557.00,1.00,-13962.00,3271.00,635.00,-771.00,349.00,0.00,-703.00,74.00,0.00,-291.00,367.00,-2.00,0.00,761.00,380.00,0.00,381.00,0.00,0.00,456.00,2301.00,169.00,17233.00,0.00,0.00,86.00,11846.00,9111.00,1474.00,-9.00,-18.00,9.00,763.00,12.00,4535.00,2485.00,3553.00,17515.00
1968:Q1,60633.00,18906.00,17116.00,8936.00,71.00,10631.00,1598.00,3294.00,82.00,64397.00,39903.00,12899.00,3693.00,7313.00,589.00,-3764.00,7961.00,-208.00,-897.00,5302.00,4292.00,13405.00,-156.00,-8958.00,4657.00,387.00,-1158.00,604.00,0.00,613.00,613.00,0.00,-422.00,1075.00,-40.00,0.00,1597.00,442.00,0.00,1155.00,0.00,0.00,147.00,1925.00,-71.00,13615.00,0.00,0.00,224.00,7225.00,5383.00,1485.00,39.00,-18.00,57.00,164.00,2.00,5961.00,1010.00,5022.00,13980.00
1968:Q2,71077.00,24554.00,19044.00,10236.00,76.00,11360.00,1615.00,4118.00,75.00,68418.00,42339.00,13524.00,4632.00,7578.00,345.00,2659.00,8101.00,510.00,-980.00,11230.00,10895.00,15254.00,142.00,-4501.00,153.00,392.00,861.00,166.00,0.00,-669.00,1085.00,0.00,-17.00,1043.00,59.00,0.00,1226.00,397.00,0.00,829.00,0.00,0.00,465.00,-3521.00,149.00,4654.00,0.00,0.00,60.00,-249.00,-3319.00,2149.00,77.00,-18.00,95.00,311.00,-8.00,4463.00,335.00,75.00,4576.00
1968:Q3,64399.00,22985.00,17446.00,9699.00,83.00,9123.00,1679.00,3408.00,-24.00,69219.00,41285.00,13567.00,3920.00,7769.00,2678.00,-4820.00,8242.00,-194.00,-1018.00,4634.00,6421.00,15831.00,127.00,-9537.00,6799.00,335.00,1269.00,868.00,0.00,1169.00,1117.00,0.00,211.00,901.00,5.00,0.00,1435.00,417.00,0.00,1018.00,0.00,0.00,424.00,393.00,-211.00,16336.00,0.00,0.00,46.00,9748.00,6733.00,1996.00,29.00,-14.00,43.00,523.00,-8.00,5998.00,-1788.00,6545.00,16082.00
1968:Q4,66938.00,20542.00,22802.00,10494.00,89.00,7725.00,1662.00,3453.00,172.00,70489.00,43996.00,13873.00,4139.00,7919.00,562.00,-3551.00,8419.00,-111.00,-1081.00,6059.00,3102.00,14745.00,387.00,-12030.00,308.00,785.00,-3975.00,1612.00,0.00,-2642.00,955.00,0.00,412.00,521.00,22.00,0.00,1052.00,380.00,0.00,672.00,0.00,0.00,486.00,2222.00,-187.00,12338.00,0.00,0.00,86.00,5642.00,1966.00,2813.00,99.00,-16.00,115.00,857.00,0.00,5654.00,2958.00,-219.00,11811.00
1969:Q1,70189.00,23848.00,18907.00,9673.00,95.00,12384.00,1672.00,3605.00,6.00,69769.00,42652.00,14680.00,3892.00,7978.00,567.00,420.00,8597.00,-157.00,-1120.00,10294.00,8740.00,14213.00,283.00,-5757.00,4505.00,10.00,380.00,-674.00,0.00,1113.00,1280.00,0.00,506.00,750.00,24.00,0.00,1182.00,294.00,0.00,888.00,0.00,0.00,509.00,956.00,-251.00,10262.00,0.00,0.00,46.00,3852.00,-31.00,3671.00,118.00,-19.00,137.00,153.00,11.00,6082.00,1554.00,3862.00,9619.00
1969:Q2,81073.00,31028.00,20589.00,10523.00,98.00,12829.00,1750.00,4272.00,-15.00,74031.00,45574.00,14866.00,4969.00,8277.00,345.00,7042.00,8780.00,378.00,-1181.00,16625.00,16339.00,15300.00,292.00,747.00,-1799.00,423.00,1759.00,-1675.00,0.00,1460.00,353.00,0.00,524.00,-228.00,57.00,0.00,1091.00,334.00,0.00,757.00,0.00,0.00,684.00,-6025.00,131.00,-2546.00,0.00,0.00,58.00,-7837.00,-10868.00,3540.00,50.00,-25.00,75.00,474.00,20.00,4690.00,287.00,-2398.00,-3145.00
1969:Q3,72210.00,26194.00,20036.00,9521.00,101.00,10550.00,1833.00,4085.00,-110.00,76943.00,46104.00,14768.00,4435.00,8622.00,3014.00,-4733.00,8929.00,-37.00,-1118.00,5351.00,6162.00,15906.00,263.00,-10007.00,3994.00,462.00,-54.00,-3238.00,0.00,3558.00,679.00,0.00,795.00,-119.00,3.00,0.00,1226.00,328.00,0.00,898.00,0.00,0.00,633.00,632.00,96.00,14001.00,0.00,0.00,32.00,7545.00,6498.00,2711.00,54.00,-12.00,66.00,350.00,22.00,5998.00,-811.00,3133.00,13140.00
1969:Q4,72711.00,23437.00,24325.00,9957.00,100.00,8577.00,1899.00,4294.00,123.00,76442.00,46530.00,15244.00,4910.00,9150.00,608.00,-3731.00,9123.00,-259.00,-1127.00,6778.00,3058.00,14121.00,248.00,-11311.00,3323.00,699.00,1415.00,-400.00,0.00,-2259.00,888.00,0.00,1256.00,-349.00,-19.00,0.00,1394.00,471.00,0.00,923.00,0.00,0.00,332.00,1245.00,9.00,14634.00,0.00,0.00,136.00,6271.00,5150.00,1464.00,443.00,-25.00,468.00,969.00,13.00,6802.00,3720.00,1599.00,12910.00
1970:Q1,73356.00,24220.00,20798.00,8032.00,96.00,13614.00,2006.00,4736.00,-146.00,78127.00,46683.00,16331.00,5126.00,9679.00,308.00,-4771.00,9324.00,-56.00,-1166.00,5775.00,5032.00,13631.00,215.00,-8815.00,3984.00,-200.00,898.00,1715.00,0.00,-589.00,491.00,0.00,956.00,-437.00,-28.00,0.00,1329.00,513.00,0.00,816.00,0.00,0.00,-185.00,480.00,45.00,12799.00,867.00,400.00,63.00,4112.00,2424.00,2140.00,-58.00,-17.00,-41.00,357.00,69.00,6989.00,743.00,3069.00,11884.00
1970:Q2,83273.00,30102.00,23094.00,9061.00,95.00,13518.00,2084.00,5681.00,-361.00,84155.00,48764.00,18671.00,6231.00,10094.00,395.00,-882.00,9531.00,533.00,-1163.00,9280.00,7863.00,15043.00,178.00,-7358.00,-2772.00,-606.00,2292.00,2165.00,0.00,-2010.00,64.00,0.00,403.00,-425.00,86.00,0.00,812.00,239.00,0.00,573.00,0.00,0.00,-1.00,-5577.00,89.00,4586.00,0.00,0.00,24.00,-1066.00,-3920.00,3340.00,-150.00,-24.00,-126.00,-1.00,12.00,5767.00,1416.00,-3049.00,4309.00
1970:Q3,73058.00,25767.00,20699.00,8664.00,92.00,10876.00,2115.00,5289.00,-444.00,86896.00,48670.00,18165.00,5879.00,10530.00,3652.00,-13838.00,9733.00,-185.00,-1141.00,-2779.00,321.00,15981.00,253.00,-15914.00,2934.00,-548.00,-1675.00,2948.00,0.00,1073.00,-975.00,0.00,-498.00,-479.00,2.00,0.00,952.00,214.00,0.00,738.00,0.00,0.00,5.00,1179.00,-25.00,18848.00,0.00,0.00,71.00,10094.00,7609.00,2584.00,168.00,-26.00,194.00,441.00,11.00,8063.00,-3100.00,3238.00,19152.00
1970:Q4,74334.00,22981.00,26823.00,8599.00,91.00,8585.00,2155.00,5349.00,-249.00,86643.00,50286.00,19291.00,5924.00,10720.00,422.00,-12309.00,9936.00,-239.00,-1164.00,-970.00,-4881.00,15137.00,183.00,-20202.00,1687.00,-401.00,970.00,3386.00,0.00,-2489.00,-1928.00,0.00,-928.00,-1088.00,88.00,0.00,716.00,253.00,0.00,463.00,0.00,0.00,26.00,1307.00,100.00,21889.00,0.00,0.00,64.00,13362.00,9364.00,3919.00,42.00,-8.00,50.00,352.00,14.00,8055.00,3911.00,2565.00,22767.00
1971:Q1,76440.00,22091.00,22947.00,8693.00,89.00,15204.00,2204.00,5703.00,-490.00,89021.00,50695.00,20566.00,6418.00,10885.00,457.00,-12581.00,10116.00,-184.00,-1195.00,-1086.00,-1867.00,13411.00,-211.00,-15067.00,1222.00,59.00,-2897.00,2951.00,0.00,-403.00,-2094.00,0.00,-930.00,-1143.00,-21.00,0.00,1435.00,217.00,0.00,1218.00,0.00,0.00,-365.00,2592.00,-56.00,16289.00,717.00,0.00,98.00,6324.00,2786.00,4245.00,79.00,-14.00,93.00,580.00,17.00,8474.00,781.00,2059.00,17126.00
1971:Q2,86172.00,28021.00,24329.00,10020.00,91.00,15011.00,2282.00,6791.00,-373.00,94546.00,53232.00,22200.00,7546.00,10985.00,583.00,-8374.00,10262.00,488.00,-1226.00,2626.00,2189.00,14878.00,449.00,-13138.00,2223.00,-493.00,4491.00,132.00,0.00,1819.00,-891.00,0.00,-120.00,-739.00,-32.00,0.00,1030.00,116.00,0.00,914.00,0.00,0.00,-722.00,-3162.00,19.00,15361.00,0.00,0.00,143.00,7769.00,3784.00,4220.00,-89.00,-21.00,-68.00,203.00,18.00,7317.00,437.00,2411.00,15549.00
1971:Q3,79618.00,26754.00,23831.00,9329.00,91.00,11894.00,2282.00,6075.00,-637.00,95005.00,52673.00,21400.00,6729.00,11254.00,2949.00,-15387.00,10373.00,-316.00,-1328.00,-3370.00,-2245.00,15719.00,480.00,-18444.00,4285.00,-1135.00,451.00,724.00,0.00,1901.00,-239.00,0.00,-42.00,-151.00,-46.00,0.00,842.00,258.00,0.00,584.00,0.00,0.00,-13.00,1591.00,163.00,22729.00,0.00,0.00,114.00,13047.00,9579.00,3909.00,231.00,-18.00,249.00,520.00,19.00,8798.00,-1126.00,4078.00,22522.00
1971:Q4,82048.00,24840.00,29387.00,9698.00,96.00,9395.00,2342.00,6490.00,-199.00,95947.00,54222.00,22057.00,7461.00,11521.00,686.00,-13899.00,10479.00,-214.00,-1894.00,-1311.00,-5329.00,14501.00,472.00,-20302.00,6060.00,13.00,2279.00,3474.00,0.00,-2764.00,465.00,0.00,739.00,-121.00,-153.00,0.00,578.00,108.00,0.00,470.00,0.00,0.00,325.00,1660.00,30.00,26362.00,0.00,0.00,135.00,16715.00,12691.00,3691.00,72.00,-19.00,91.00,-32.00,17.00,9455.00,4018.00,5230.00,25532.00
