1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2007:Q3,28589.00,0.00,0.00,0.00,0.00,0.00,0.00,20857.00,20857.00,14030.00,0.00,0.00,9.00,6688.00,130.00,0.00,0.00,7732.00,6470.00,1262.00,0.00,0.00,0.00,28589.00,9.00,0.00,0.00,0.00,9.00,0.00,9.00,0.00,0.00,0.00,21762.00,6470.00,6470.00,15292.00,0.00,1262.00,14030.00,0.00,6688.00,0.00,6688.00,130.00,130.00,0.00,-9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9.00,0.00,-905.00,14387.00,-15292.00,1044.00,-130.00
2007:Q4,27175.00,0.00,0.00,0.00,0.00,0.00,0.00,18658.00,18658.00,13926.00,0.00,0.00,10.00,4633.00,90.00,0.00,0.00,8517.00,7193.00,1324.00,0.00,0.00,0.00,27175.00,10.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,22443.00,7193.00,7193.00,15250.00,0.00,1324.00,13926.00,0.00,4633.00,0.00,4633.00,90.00,90.00,0.00,-10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,0.00,-3785.00,11465.00,-15250.00,3884.00,-90.00
2008:Q1,26949.00,0.00,0.00,0.00,0.00,0.00,0.00,18758.00,18758.00,14012.00,0.00,0.00,20.00,4632.00,95.00,0.00,0.00,8191.00,6778.00,1413.00,0.00,0.00,0.00,26949.00,20.00,0.00,0.00,0.00,20.00,0.00,20.00,0.00,0.00,0.00,22203.00,6778.00,6778.00,15425.00,0.00,1413.00,14012.00,0.00,4632.00,0.00,4632.00,95.00,95.00,0.00,-20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-20.00,0.00,-3445.00,11980.00,-15425.00,3559.00,-95.00
2008:Q2,28295.00,0.00,0.00,0.00,0.00,0.00,0.00,19295.00,19295.00,14526.00,0.00,0.00,25.00,4632.00,111.00,0.00,0.00,9000.00,7556.00,1444.00,0.00,0.00,0.00,28295.00,25.00,0.00,0.00,0.00,25.00,0.00,25.00,0.00,0.00,0.00,23526.00,7556.00,7556.00,15970.00,0.00,1444.00,14526.00,0.00,4632.00,0.00,4632.00,111.00,111.00,0.00,-25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-25.00,0.00,-4232.00,11739.00,-15970.00,4368.00,-111.00
2008:Q3,43914.00,7580.00,7580.00,7580.00,0.00,0.00,0.00,22058.00,22058.00,14378.00,2800.00,0.00,28.00,4633.00,219.00,0.00,0.00,8106.00,6690.00,1416.00,6170.00,6170.00,0.00,43914.00,7293.00,398.00,398.00,0.00,3611.00,3583.00,28.00,3284.00,3284.00,0.00,22484.00,6690.00,6690.00,15794.00,0.00,1416.00,14378.00,0.00,13918.00,9285.00,4633.00,219.00,219.00,0.00,288.00,7182.00,7182.00,0.00,0.00,0.00,0.00,0.00,0.00,-3611.00,-3284.00,-427.00,15368.00,-15794.00,-5812.00,5951.00
2008:Q4,94319.00,0.00,0.00,0.00,0.00,0.00,0.00,85753.00,85753.00,14709.00,0.00,67665.00,30.00,3015.00,335.00,0.00,0.00,8566.00,7239.00,1327.00,0.00,0.00,0.00,94319.00,67695.00,67665.00,0.00,67665.00,30.00,0.00,30.00,0.00,0.00,0.00,23275.00,7239.00,7239.00,16036.00,0.00,1327.00,14709.00,0.00,3015.00,0.00,3015.00,335.00,335.00,0.00,-67695.00,-67665.00,0.00,-29270.00,-29270.00,0.00,-6903.00,-3240.00,-28252.00,-30.00,0.00,62478.00,78514.00,-16036.00,5551.00,-335.00
2009:Q1,81451.00,0.00,0.00,0.00,0.00,0.00,0.00,74494.00,74494.00,14107.00,0.00,55731.00,1532.00,3013.00,112.00,0.00,0.00,6957.00,5779.00,1178.00,0.00,0.00,0.00,81451.00,57263.00,55731.00,0.00,55731.00,33.00,0.00,33.00,1499.00,0.00,1499.00,21064.00,5779.00,5779.00,15285.00,0.00,1178.00,14107.00,0.00,3013.00,0.00,3013.00,112.00,112.00,0.00,-57263.00,-55731.00,0.00,-14331.00,-14331.00,0.00,-41400.00,0.00,0.00,-33.00,-1499.00,53430.00,68715.00,-15285.00,3944.00,-112.00
2009:Q2,59998.00,0.00,0.00,0.00,0.00,0.00,0.00,53535.00,53535.00,14540.00,0.00,34321.00,1537.00,3013.00,124.00,0.00,0.00,6463.00,5385.00,1078.00,0.00,0.00,0.00,59998.00,35858.00,34321.00,0.00,34321.00,38.00,0.00,38.00,1499.00,0.00,1499.00,21003.00,5385.00,5385.00,15618.00,0.00,1078.00,14540.00,0.00,3013.00,0.00,3013.00,124.00,124.00,0.00,-35858.00,-34321.00,0.00,-3083.00,-3083.00,0.00,-22600.00,-7500.00,-1138.00,-38.00,-1499.00,32532.00,48150.00,-15618.00,3450.00,-124.00
2009:Q3,66609.00,25590.00,0.00,0.00,0.00,25590.00,0.00,35056.00,35056.00,17170.00,0.00,12144.00,2581.00,3014.00,147.00,0.00,0.00,5963.00,4936.00,1027.00,0.00,0.00,0.00,66609.00,14725.00,12144.00,0.00,12144.00,1082.00,0.00,1082.00,1499.00,0.00,1499.00,23133.00,4936.00,4936.00,18197.00,0.00,1027.00,17170.00,0.00,28604.00,0.00,28604.00,147.00,147.00,0.00,10865.00,-12144.00,0.00,-484.00,-484.00,0.00,-9625.00,0.00,-2035.00,24508.00,-1499.00,11923.00,30120.00,-18197.00,-22641.00,-147.00
2009:Q4,64148.00,14800.00,0.00,0.00,0.00,14800.00,0.00,43814.00,43814.00,17595.00,0.00,19725.00,2438.00,3875.00,182.00,0.00,0.00,5534.00,4511.00,1023.00,0.00,0.00,0.00,64148.00,22163.00,19725.00,0.00,19725.00,939.00,0.00,939.00,1499.00,0.00,1499.00,23129.00,4511.00,4511.00,18618.00,0.00,1023.00,17595.00,0.00,18675.00,0.00,18675.00,182.00,182.00,0.00,-7363.00,-19725.00,0.00,-313.00,-313.00,0.00,-13505.00,-3790.00,-2117.00,13861.00,-1499.00,20685.00,39303.00,-18618.00,-13141.00,-182.00
2010:Q1,58762.00,15562.00,0.00,0.00,0.00,15562.00,0.00,37755.00,37755.00,15187.00,0.00,15755.00,2810.00,3877.00,126.00,0.00,0.00,5445.00,4385.00,1060.00,0.00,0.00,0.00,58762.00,18565.00,15755.00,0.00,15755.00,868.00,0.00,868.00,1942.00,0.00,1942.00,20632.00,4385.00,4385.00,16247.00,0.00,1060.00,15187.00,0.00,19439.00,0.00,19439.00,126.00,126.00,0.00,-3003.00,-15755.00,0.00,1721.00,1721.00,0.00,-15300.00,0.00,-2176.00,14695.00,-1942.00,17123.00,33370.00,-16247.00,-13994.00,-126.00
2010:Q2,54134.00,3819.00,0.00,0.00,0.00,3819.00,0.00,45274.00,45274.00,17922.00,0.00,19307.00,4028.00,3877.00,140.00,0.00,0.00,5041.00,3946.00,1095.00,0.00,0.00,0.00,54134.00,23335.00,19307.00,0.00,19307.00,2086.00,0.00,2086.00,1942.00,0.00,1942.00,23023.00,3946.00,3946.00,19077.00,0.00,1095.00,17922.00,60.00,7636.00,0.00,7636.00,140.00,140.00,0.00,-19516.00,-19307.00,0.00,-307.00,-307.00,0.00,-19000.00,0.00,0.00,1733.00,-1942.00,22251.00,41328.00,-19077.00,-2595.00,-140.00
2010:Q3,35290.00,120.00,0.00,0.00,0.00,120.00,0.00,30455.00,30455.00,19624.00,0.00,3717.00,2955.00,3877.00,282.00,0.00,0.00,4715.00,3586.00,1129.00,0.00,0.00,0.00,35290.00,6672.00,3717.00,0.00,3717.00,1013.00,0.00,1013.00,1942.00,0.00,1942.00,24459.00,3586.00,3586.00,20873.00,0.00,1129.00,19624.00,120.00,3877.00,0.00,3877.00,282.00,282.00,0.00,-6552.00,-3717.00,0.00,1081.00,1081.00,0.00,-3300.00,-1498.00,0.00,-893.00,-1942.00,5996.00,26869.00,-20873.00,838.00,-282.00
2010:Q4,38560.00,6320.00,0.00,0.00,0.00,6320.00,0.00,27916.00,27916.00,19343.00,0.00,2702.00,2881.00,2860.00,131.00,0.00,0.00,4324.00,3162.00,1162.00,0.00,0.00,0.00,38560.00,5583.00,2702.00,0.00,2702.00,939.00,0.00,939.00,1942.00,0.00,1942.00,23687.00,3162.00,3162.00,20525.00,0.00,1162.00,19343.00,20.00,9160.00,0.00,9160.00,131.00,131.00,0.00,737.00,-2702.00,0.00,-102.00,-102.00,0.00,-2600.00,0.00,0.00,5381.00,-1942.00,4230.00,24754.00,-20525.00,-4836.00,-131.00
2011:Q1,28823.00,0.00,0.00,0.00,0.00,0.00,0.00,25072.00,25072.00,17022.00,0.00,3118.00,1841.00,2940.00,152.00,0.00,0.00,3751.00,2580.00,1171.00,0.00,0.00,0.00,28823.00,4959.00,3118.00,0.00,3118.00,1443.00,0.00,1443.00,398.00,0.00,398.00,20773.00,2580.00,2580.00,18193.00,0.00,1171.00,17022.00,0.00,2940.00,0.00,2940.00,152.00,152.00,0.00,-4959.00,-3118.00,0.00,3642.00,3642.00,0.00,-3100.00,-263.00,-3397.00,-1443.00,-398.00,4299.00,22492.00,-18193.00,811.00,-152.00
2011:Q2,35167.00,0.00,0.00,0.00,0.00,0.00,0.00,31576.00,31576.00,16985.00,0.00,8572.00,1825.00,3224.00,970.00,0.00,0.00,3591.00,2412.00,1179.00,0.00,0.00,0.00,35167.00,10397.00,8572.00,0.00,8572.00,1427.00,0.00,1427.00,398.00,0.00,398.00,20576.00,2412.00,2412.00,18164.00,0.00,1179.00,16985.00,0.00,3224.00,0.00,3224.00,970.00,970.00,0.00,-10397.00,-8572.00,0.00,-72.00,-72.00,0.00,-8500.00,0.00,0.00,-1427.00,-398.00,11000.00,29164.00,-18164.00,367.00,-970.00
2011:Q3,34010.00,0.00,0.00,0.00,0.00,0.00,0.00,30520.00,30520.00,17201.00,0.00,6921.00,2267.00,3723.00,409.00,0.00,0.00,3490.00,2302.00,1188.00,0.00,0.00,0.00,34010.00,9188.00,6921.00,0.00,6921.00,1869.00,0.00,1869.00,398.00,0.00,398.00,20691.00,2302.00,2302.00,18389.00,0.00,1188.00,17201.00,0.00,3723.00,0.00,3723.00,409.00,409.00,0.00,-9188.00,-6921.00,0.00,-355.00,-355.00,0.00,-6566.00,0.00,0.00,-1869.00,-398.00,9830.00,28218.00,-18389.00,-233.00,-409.00
2011:Q4,39877.00,0.00,0.00,0.00,0.00,0.00,0.00,36330.00,36330.00,17893.00,0.00,13783.00,2085.00,2465.00,104.00,0.00,0.00,3547.00,2350.00,1197.00,0.00,0.00,0.00,39877.00,15868.00,13783.00,0.00,13783.00,1687.00,0.00,1687.00,398.00,0.00,398.00,21440.00,2350.00,2350.00,19090.00,0.00,1197.00,17893.00,0.00,2465.00,0.00,2465.00,104.00,104.00,0.00,-15868.00,-13783.00,0.00,0.00,0.00,0.00,-13783.00,0.00,0.00,-1687.00,-398.00,14890.00,33980.00,-19090.00,1082.00,-104.00
2012:Q1,29465.00,0.00,0.00,0.00,0.00,0.00,0.00,25341.00,25341.00,16417.00,0.00,4717.00,1602.00,2501.00,104.00,0.00,0.00,4124.00,2915.00,1209.00,0.00,0.00,0.00,29465.00,6319.00,4717.00,0.00,4717.00,1632.00,0.00,1632.00,-30.00,0.00,-30.00,20541.00,2915.00,2915.00,17626.00,0.00,1209.00,16417.00,0.00,2501.00,0.00,2501.00,104.00,104.00,0.00,-6319.00,-4717.00,0.00,0.00,0.00,0.00,-4717.00,0.00,0.00,-1632.00,30.00,4800.00,22426.00,-17626.00,1623.00,-104.00
2012:Q2,26035.00,0.00,0.00,0.00,0.00,0.00,0.00,21591.00,21591.00,16808.00,0.00,19.00,1977.00,2445.00,342.00,0.00,0.00,4444.00,3222.00,1222.00,0.00,0.00,0.00,26035.00,1996.00,19.00,0.00,19.00,1953.00,0.00,1953.00,25.00,0.00,25.00,21252.00,3222.00,3222.00,18030.00,0.00,1222.00,16808.00,0.00,2445.00,0.00,2445.00,342.00,342.00,0.00,-1996.00,-19.00,0.00,0.00,0.00,0.00,-19.00,0.00,0.00,-1953.00,-25.00,339.00,18369.00,-18030.00,1999.00,-342.00
2012:Q3,26958.00,0.00,0.00,0.00,0.00,0.00,0.00,22028.00,22028.00,16867.00,0.00,0.00,2294.00,2298.00,569.00,0.00,0.00,4930.00,3693.00,1237.00,0.00,0.00,0.00,26958.00,2294.00,0.00,0.00,0.00,2290.00,0.00,2290.00,4.00,0.00,4.00,21797.00,3693.00,3693.00,18104.00,0.00,1237.00,16867.00,0.00,2298.00,0.00,2298.00,569.00,569.00,0.00,-2294.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2290.00,-4.00,231.00,18335.00,-18104.00,2632.00,-569.00
2012:Q4,57584.00,14332.00,14332.00,14332.00,0.00,0.00,0.00,30087.00,30087.00,16485.00,7647.00,0.00,2578.00,3272.00,105.00,0.00,0.00,5497.00,4244.00,1253.00,7668.00,7668.00,0.00,57585.00,16039.00,0.00,0.00,0.00,11123.00,8549.00,2574.00,4917.00,4912.00,5.00,24635.00,4244.00,4244.00,20391.00,2653.00,1253.00,16485.00,0.00,16805.00,13533.00,3272.00,105.00,105.00,0.00,-1707.00,14332.00,14332.00,0.00,0.00,0.00,0.00,0.00,0.00,-11123.00,-4917.00,5452.00,25843.00,-20391.00,-11308.00,7563.00
2013:Q1,27325.00,0.00,0.00,0.00,0.00,0.00,0.00,21097.00,21097.00,16815.00,0.00,0.00,2415.00,1715.00,152.00,0.00,0.00,6227.00,4938.00,1289.00,0.00,0.00,0.00,27325.00,2415.00,0.00,0.00,0.00,2411.00,0.00,2411.00,4.00,0.00,4.00,23042.00,4938.00,4938.00,18104.00,0.00,1289.00,16815.00,0.00,1715.00,0.00,1715.00,152.00,152.00,0.00,-2415.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2411.00,-4.00,-1945.00,16159.00,-18104.00,4512.00,-152.00
2013:Q2,25891.00,0.00,0.00,0.00,0.00,0.00,0.00,19454.00,19454.00,16004.00,0.00,0.00,1466.00,1658.00,326.00,0.00,0.00,6437.00,5124.00,1313.00,0.00,0.00,0.00,25891.00,1466.00,0.00,0.00,0.00,1461.00,0.00,1461.00,5.00,0.00,5.00,22441.00,5124.00,5124.00,17317.00,0.00,1313.00,16004.00,0.00,1658.00,0.00,1658.00,326.00,326.00,0.00,-1466.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1461.00,-5.00,-2988.00,14330.00,-17317.00,4779.00,-326.00
2013:Q3,27039.00,0.00,0.00,0.00,0.00,0.00,0.00,20195.00,20195.00,17189.00,0.00,0.00,1129.00,1622.00,255.00,0.00,0.00,6845.00,5519.00,1326.00,0.00,0.00,0.00,27039.00,1129.00,0.00,0.00,0.00,1126.00,0.00,1126.00,3.00,0.00,3.00,24034.00,5519.00,5519.00,18515.00,0.00,1326.00,17189.00,0.00,1622.00,0.00,1622.00,255.00,255.00,0.00,-1129.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1126.00,-3.00,-3839.00,14676.00,-18515.00,5223.00,-255.00
2013:Q4,24905.00,0.00,0.00,0.00,0.00,0.00,0.00,18285.00,18285.00,16315.00,0.00,0.00,716.00,1147.00,107.00,0.00,0.00,6620.00,5294.00,1326.00,0.00,0.00,0.00,24905.00,716.00,0.00,0.00,0.00,714.00,0.00,714.00,2.00,0.00,2.00,22935.00,5294.00,5294.00,17641.00,0.00,1326.00,16315.00,0.00,1147.00,0.00,1147.00,107.00,107.00,0.00,-716.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-714.00,-2.00,-4651.00,12991.00,-17641.00,5473.00,-107.00
2014:Q1,25695.00,0.00,0.00,0.00,0.00,0.00,0.00,19400.00,19400.00,16298.00,0.00,0.00,1845.00,1132.00,126.00,0.00,0.00,6295.00,4980.00,1315.00,0.00,0.00,0.00,25695.00,1845.00,0.00,0.00,0.00,1847.00,0.00,1847.00,-2.00,0.00,-2.00,22592.00,4980.00,4980.00,17612.00,0.00,1315.00,16298.00,0.00,1132.00,0.00,1132.00,126.00,126.00,0.00,-1845.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1847.00,2.00,-3192.00,14420.00,-17612.00,5163.00,-126.00
2014:Q2,25785.00,0.00,0.00,0.00,0.00,0.00,0.00,19769.00,19769.00,16816.00,0.00,0.00,1714.00,1131.00,108.00,0.00,0.00,6016.00,4706.00,1310.00,0.00,0.00,0.00,25785.00,1714.00,0.00,0.00,0.00,1714.00,0.00,1714.00,0.00,0.00,0.00,22832.00,4706.00,4706.00,18126.00,0.00,1310.00,16816.00,0.00,1131.00,0.00,1131.00,108.00,108.00,0.00,-1714.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1714.00,0.00,-3063.00,15063.00,-18126.00,4885.00,-108.00
2014:Q3,35523.00,9990.00,9990.00,0.00,9990.00,0.00,0.00,19689.00,19689.00,17368.00,0.00,0.00,1086.00,1131.00,103.00,0.00,0.00,5844.00,4533.00,1311.00,0.00,0.00,0.00,35523.00,1086.00,0.00,0.00,0.00,1086.00,0.00,1086.00,0.00,0.00,0.00,23212.00,4533.00,4533.00,18679.00,0.00,1311.00,17368.00,0.00,11121.00,0.00,11121.00,103.00,103.00,0.00,8904.00,9990.00,0.00,9990.00,0.00,9990.00,0.00,0.00,0.00,-1086.00,0.00,-3523.00,15156.00,-18679.00,-5277.00,-103.00
2014:Q4,24307.00,0.00,0.00,0.00,0.00,0.00,0.00,18398.00,18398.00,15189.00,0.00,0.00,2029.00,1074.00,107.00,0.00,0.00,5908.00,4590.00,1318.00,0.00,0.00,0.00,24307.00,2029.00,0.00,0.00,0.00,2029.00,0.00,2029.00,0.00,0.00,0.00,21097.00,4590.00,4590.00,16507.00,0.00,1318.00,15189.00,0.00,1074.00,0.00,1074.00,107.00,107.00,0.00,-2029.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2029.00,0.00,-2699.00,13808.00,-16507.00,4834.00,-107.00
2015:Q1,23785.00,0.00,0.00,0.00,0.00,0.00,0.00,17595.00,17595.00,15638.00,0.00,0.00,754.00,1073.00,131.00,0.00,0.00,6190.00,4858.00,1332.00,0.00,0.00,0.00,23785.00,754.00,0.00,0.00,0.00,754.00,0.00,754.00,0.00,0.00,0.00,21828.00,4858.00,4858.00,16970.00,0.00,1332.00,15638.00,0.00,1073.00,0.00,1073.00,131.00,131.00,0.00,-754.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-754.00,0.00,-4233.00,12737.00,-16970.00,5117.00,-131.00
2015:Q2,24368.00,0.00,0.00,0.00,0.00,0.00,0.00,18013.00,18013.00,15727.00,0.00,0.00,1088.00,1073.00,125.00,0.00,0.00,6355.00,5012.00,1343.00,0.00,0.00,0.00,24368.00,1088.00,0.00,0.00,0.00,1088.00,0.00,1088.00,0.00,0.00,0.00,22082.00,5012.00,5012.00,17070.00,0.00,1343.00,15727.00,0.00,1073.00,0.00,1073.00,125.00,125.00,0.00,-1088.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1088.00,0.00,-4069.00,13001.00,-17070.00,5282.00,-125.00
2015:Q3,25219.00,0.00,0.00,0.00,0.00,0.00,0.00,18739.00,18739.00,16635.00,0.00,0.00,923.00,1073.00,108.00,0.00,0.00,6480.00,5128.00,1352.00,0.00,0.00,0.00,25219.00,923.00,0.00,0.00,0.00,923.00,0.00,923.00,0.00,0.00,0.00,23115.00,5128.00,5128.00,17987.00,0.00,1352.00,16635.00,0.00,1073.00,0.00,1073.00,108.00,108.00,0.00,-923.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-923.00,0.00,-4376.00,13611.00,-17987.00,5407.00,-108.00
2015:Q4,23991.00,0.00,0.00,0.00,0.00,0.00,0.00,17394.00,17394.00,15912.00,0.00,0.00,477.00,912.00,94.00,0.00,0.00,6597.00,5239.00,1358.00,0.00,0.00,0.00,23991.00,477.00,0.00,0.00,0.00,477.00,0.00,477.00,0.00,0.00,0.00,22509.00,5239.00,5239.00,17270.00,0.00,1358.00,15912.00,0.00,912.00,0.00,912.00,94.00,94.00,0.00,-477.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-477.00,0.00,-5115.00,12155.00,-17270.00,5685.00,-94.00
2016:Q1,25000.00,0.00,0.00,0.00,0.00,0.00,0.00,18388.00,18388.00,16969.00,0.00,0.00,415.00,912.00,93.00,0.00,0.00,6612.00,5236.00,1376.00,0.00,0.00,0.00,25000.00,415.00,0.00,0.00,0.00,415.00,0.00,415.00,0.00,0.00,0.00,23580.00,5236.00,5236.00,18344.00,0.00,1376.00,16969.00,0.00,912.00,0.00,912.00,93.00,93.00,0.00,-415.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-415.00,0.00,-5192.00,13152.00,-18344.00,5700.00,-93.00
2016:Q2,27037.00,1800.00,1800.00,0.00,1800.00,0.00,0.00,18488.00,18488.00,17072.00,0.00,0.00,409.00,912.00,96.00,0.00,0.00,6749.00,5399.00,1350.00,0.00,0.00,0.00,27037.00,409.00,0.00,0.00,0.00,409.00,0.00,409.00,0.00,0.00,0.00,23820.00,5399.00,5399.00,18421.00,0.00,1350.00,17072.00,0.00,2712.00,0.00,2712.00,96.00,96.00,0.00,1392.00,1800.00,0.00,1800.00,0.00,1800.00,0.00,0.00,0.00,-409.00,0.00,-5332.00,13089.00,-18421.00,4037.00,-96.00
2016:Q3,25538.00,0.00,0.00,0.00,0.00,0.00,0.00,18946.00,18946.00,17542.00,0.00,0.00,397.00,912.00,95.00,0.00,0.00,6593.00,5236.00,1357.00,0.00,0.00,0.00,25538.00,397.00,0.00,0.00,0.00,397.00,0.00,397.00,0.00,0.00,0.00,24135.00,5236.00,5236.00,18899.00,0.00,1357.00,17542.00,0.00,912.00,0.00,912.00,95.00,95.00,0.00,-397.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-397.00,0.00,-5189.00,13710.00,-18899.00,5681.00,-95.00
