date,FL313092803.Q,FL313092803.Q,FL713164003.Q,FL713164003.Q,FL403192405.Q,FL103092405.Q,FL113092405.Q,FL313092403.Q,FL763092405.Q,FL473092403.Q,FL513092403.Q,FL543092473.Q,FL613092403.Q,FL643092473.Q,FL763194735.Q,FL513194733.Q,FL543194733.Q,FL613194733.Q,FL663194735.Q,FL263194735.Q,FL733094703.Q,FL103094105.Q,FL103094105.Q,FL753194503.Q,FL663194505.Q,FL503094505.Q,FL503194305.Q,FL153094305.Q,FL313094303.Q
1954:Q1,635.00,635.00,270.00,270.00,786.00,3.00,149.00,231.00,403.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1954:Q2,635.00,635.00,272.00,272.00,783.00,3.00,150.00,210.00,420.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1954:Q3,635.00,635.00,276.00,276.00,792.00,3.00,152.00,210.00,427.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1954:Q4,635.00,635.00,288.00,288.00,898.00,3.00,154.00,303.00,438.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955:Q1,635.00,635.00,294.00,294.00,933.00,3.00,156.00,303.00,471.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955:Q2,635.00,635.00,295.00,295.00,960.00,4.00,157.00,303.00,496.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955:Q3,635.00,635.00,298.00,298.00,972.00,4.00,161.00,303.00,504.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1955:Q4,635.00,635.00,303.00,303.00,990.00,6.00,165.00,303.00,516.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956:Q1,635.00,635.00,310.00,310.00,1048.00,8.00,168.00,303.00,569.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956:Q2,635.00,635.00,316.00,316.00,1072.00,10.00,172.00,300.00,590.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956:Q3,670.00,670.00,320.00,320.00,1085.00,14.00,175.00,300.00,596.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1956:Q4,670.00,670.00,326.00,326.00,1102.00,17.00,178.00,300.00,607.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1957:Q1,670.00,670.00,331.00,331.00,1230.00,22.00,182.00,375.00,651.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1957:Q2,670.00,670.00,333.00,333.00,1252.00,27.00,189.00,368.00,668.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1957:Q3,670.00,670.00,338.00,338.00,1264.00,31.00,191.00,368.00,674.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1957:Q4,670.00,670.00,345.00,345.00,1283.00,37.00,193.00,368.00,685.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1958:Q1,670.00,670.00,350.00,350.00,1338.00,41.00,195.00,368.00,734.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1958:Q2,670.00,670.00,353.00,353.00,1348.00,41.00,195.00,364.00,748.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1958:Q3,670.00,670.00,357.00,357.00,1361.00,42.00,205.00,358.00,756.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1958:Q4,670.00,670.00,363.00,363.00,1379.00,43.00,209.00,358.00,769.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1959:Q1,670.00,670.00,374.00,374.00,1446.00,45.00,213.00,361.00,827.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1959:Q2,670.00,670.00,380.00,380.00,1471.00,48.00,215.00,364.00,844.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1959:Q3,670.00,670.00,383.00,383.00,1488.00,52.00,227.00,357.00,852.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1959:Q4,670.00,670.00,387.00,387.00,1514.00,57.00,232.00,359.00,866.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1960:Q1,670.00,670.00,395.00,395.00,1613.00,64.00,237.00,359.00,953.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1960:Q2,750.00,750.00,400.00,400.00,1634.00,71.00,236.00,361.00,966.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1960:Q3,750.00,750.00,403.00,403.00,1663.00,76.00,248.00,365.00,974.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1960:Q4,824.00,824.00,409.00,409.00,1690.00,79.00,252.00,370.00,989.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1961:Q1,824.00,824.00,423.00,423.00,1788.00,82.00,257.00,370.00,1079.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1961:Q2,824.00,824.00,425.00,425.00,1807.00,84.00,257.00,374.00,1092.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1961:Q3,824.00,824.00,432.00,432.00,1820.00,85.00,272.00,363.00,1100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1961:Q4,995.00,995.00,445.00,445.00,1835.00,88.00,276.00,364.00,1107.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1962:Q1,995.00,995.00,453.00,453.00,1849.00,91.00,281.00,365.00,1112.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1962:Q2,995.00,995.00,458.00,458.00,1860.00,95.00,282.00,367.00,1116.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1962:Q3,995.00,995.00,462.00,462.00,1868.00,97.00,297.00,356.00,1118.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1962:Q4,1117.00,1117.00,467.00,467.00,1884.00,99.00,301.00,358.00,1126.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1963:Q1,1117.00,1117.00,478.00,478.00,1895.00,99.00,306.00,360.00,1130.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1963:Q2,1117.00,1117.00,481.00,481.00,1910.00,99.00,305.00,369.00,1137.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1963:Q3,1117.00,1117.00,487.00,487.00,1932.00,99.00,324.00,356.00,1153.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1963:Q4,1179.00,1179.00,497.00,497.00,1902.00,100.00,328.00,303.00,1171.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1964:Q1,1179.00,1179.00,508.00,508.00,1912.00,101.00,333.00,289.00,1189.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1964:Q2,1229.00,1229.00,513.00,513.00,1927.00,102.00,334.00,290.00,1201.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1964:Q3,1229.00,1229.00,518.00,518.00,1915.00,102.00,355.00,246.00,1212.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1964:Q4,1291.00,1291.00,524.00,524.00,1930.00,103.00,362.00,238.00,1227.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1965:Q1,1291.00,1291.00,536.00,536.00,1960.00,104.00,371.00,238.00,1247.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1965:Q2,1291.00,1291.00,541.00,541.00,1991.00,107.00,391.00,233.00,1260.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1965:Q3,1291.00,1291.00,544.00,544.00,2012.00,107.00,407.00,228.00,1270.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1965:Q4,1291.00,1291.00,551.00,551.00,2029.00,111.00,413.00,228.00,1277.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1966:Q1,1291.00,1291.00,560.00,560.00,2127.00,118.00,426.00,280.00,1303.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1966:Q2,1291.00,1291.00,562.00,562.00,2223.00,126.00,440.00,318.00,1339.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1966:Q3,1301.00,1301.00,566.00,566.00,2270.00,131.00,457.00,322.00,1360.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1966:Q4,1191.00,1191.00,570.00,570.00,2293.00,136.00,466.00,322.00,1369.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1967:Q1,1224.00,1224.00,578.00,578.00,2325.00,138.00,478.00,322.00,1387.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1967:Q2,1266.00,1266.00,585.00,585.00,2331.00,140.00,502.00,297.00,1392.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1967:Q3,1343.00,1343.00,589.00,589.00,2352.00,147.00,511.00,300.00,1394.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1967:Q4,1384.00,1384.00,598.00,598.00,2371.00,153.00,523.00,300.00,1395.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1968:Q1,1422.00,1422.00,612.00,612.00,2414.00,161.00,534.00,302.00,1417.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1968:Q2,1467.00,1467.00,617.00,617.00,2473.00,170.00,566.00,311.00,1426.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1968:Q3,1484.00,1484.00,619.00,619.00,2301.00,178.00,574.00,148.00,1401.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1968:Q4,1512.00,1512.00,630.00,630.00,2218.00,185.00,630.00,0.00,1403.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1969:Q1,1534.00,1534.00,641.00,641.00,2281.00,194.00,645.00,0.00,1442.00,0.00,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1969:Q2,1589.00,1589.00,659.00,659.00,2332.00,207.00,674.00,0.00,1451.00,0.00,0.00,0.00,0.00,0.00,2000.00,0.00,0.00,0.00,0.00,0.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1969:Q3,1639.00,1639.00,666.00,666.00,2357.00,230.00,683.00,0.00,1444.00,0.00,0.00,0.00,0.00,0.00,3000.00,0.00,0.00,0.00,0.00,0.00,3000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1969:Q4,1696.00,1696.00,669.00,669.00,2426.00,253.00,695.00,0.00,1478.00,0.00,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1970:Q1,1762.00,1762.00,681.00,681.00,2295.00,28.00,709.00,0.00,1558.00,0.00,0.00,0.00,0.00,0.00,5000.00,0.00,0.00,0.00,0.00,0.00,5000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1970:Q2,1812.00,1812.00,685.00,685.00,2342.00,29.00,727.00,0.00,1586.00,0.00,0.00,0.00,0.00,0.00,6000.00,0.00,0.00,0.00,0.00,0.00,6000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1970:Q3,1860.00,1860.00,691.00,691.00,2362.00,30.00,733.00,0.00,1599.00,0.00,0.00,0.00,0.00,0.00,8000.00,0.00,0.00,0.00,0.00,0.00,8000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1970:Q4,1929.00,1929.00,702.00,702.00,2396.00,31.00,758.00,0.00,1607.00,0.00,0.00,0.00,0.00,0.00,10000.00,0.00,0.00,0.00,0.00,0.00,10000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1971:Q1,1964.00,1964.00,717.00,717.00,2436.00,32.00,775.00,0.00,1629.00,0.00,0.00,0.00,0.00,0.00,11000.00,0.00,0.00,69.00,0.00,0.00,11069.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1971:Q2,2013.00,2013.00,729.00,729.00,2430.00,33.00,795.00,0.00,1602.00,0.00,0.00,0.00,0.00,0.00,12000.00,0.00,0.00,134.00,0.00,0.00,12134.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1971:Q3,2112.00,2112.00,734.00,734.00,2434.00,34.00,800.00,0.00,1600.00,0.00,0.00,0.00,0.00,0.00,14000.00,0.00,0.00,273.00,0.00,0.00,14273.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1971:Q4,2176.00,2176.00,742.00,742.00,2490.00,36.00,836.00,0.00,1618.00,0.00,0.00,0.00,0.00,0.00,15000.00,0.00,0.00,565.00,0.00,0.00,15565.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1972:Q1,2220.00,2220.00,761.00,761.00,2591.00,36.00,846.00,0.00,1709.00,0.00,0.00,0.00,0.00,0.00,16000.00,0.00,0.00,1035.00,0.00,0.00,17035.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1972:Q2,2289.00,2289.00,772.00,772.00,2639.00,37.00,881.00,0.00,1721.00,0.00,0.00,0.00,0.00,0.00,17000.00,0.00,0.00,1707.00,0.00,0.00,18707.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1972:Q3,2337.00,2337.00,778.00,778.00,2654.00,37.00,888.00,0.00,1729.00,0.00,0.00,0.00,0.00,0.00,19000.00,0.00,0.00,2404.00,0.00,0.00,21404.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1972:Q4,2447.00,2447.00,793.00,793.00,2730.00,41.00,933.00,0.00,1756.00,0.00,0.00,0.00,0.00,0.00,21000.00,0.00,0.00,2950.00,0.00,0.00,23950.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1973:Q1,2537.00,2537.00,807.00,807.00,2946.00,42.00,961.00,0.00,1943.00,0.00,0.00,0.00,0.00,0.00,21000.00,0.00,0.00,3385.00,1000.00,1000.00,26385.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1973:Q2,2613.00,2613.00,820.00,820.00,3076.00,45.00,1023.00,0.00,2008.00,0.00,0.00,0.00,0.00,0.00,22000.00,0.00,0.00,3499.00,1250.00,1000.00,27749.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
