1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1979:Q3,563945.00,374701.00,317047.00,57654.00,45183.00,3838.00,62518.00,65677.00,76707.00,56584.00,10378.00,9746.00,22646.00,17766.00,4880.00,54061.00,14510.00,8985.00,913.00,4612.00,39551.00,29833.00,4585.00,5134.00,-11030.00,-3159.00,-2773.00,-386.00,35788.00,41716.00,2058.00,3240.00,2099.00,1141.00,0.00,-980.00,563945.00,73948.00,20386.00,22445.00,9024.00,670737.00
1979:Q4,586111.00,384930.00,325671.00,59259.00,44445.00,4393.00,61003.00,64731.00,75076.00,55230.00,10118.00,9728.00,22110.00,17146.00,4964.00,52966.00,14917.00,9560.00,860.00,4497.00,38049.00,28524.00,4294.00,5231.00,-10345.00,-3728.00,-3227.00,-501.00,39335.00,51698.00,2133.00,3267.00,2115.00,1152.00,0.00,-826.00,586111.00,76642.00,20987.00,13080.00,9125.00,683042.00
1980:Q1,591783.00,394806.00,333719.00,61088.00,41891.00,4991.00,59367.00,63794.00,77158.00,57643.00,9454.00,10062.00,24254.00,19178.00,5076.00,52904.00,15445.00,9568.00,665.00,5212.00,37459.00,28897.00,3713.00,4850.00,-13364.00,-4428.00,-3784.00,-643.00,43249.00,47643.00,2412.00,3290.00,2044.00,1246.00,0.00,-1041.00,591783.00,79418.00,21636.00,9855.00,9497.00,694469.00
1980:Q2,588513.00,400127.00,337758.00,62368.00,40078.00,3533.00,51762.00,56405.00,64912.00,46978.00,8721.00,9213.00,19306.00,14478.00,4828.00,45606.00,16070.00,12901.00,693.00,2476.00,29536.00,19599.00,3200.00,6737.00,-8507.00,-4643.00,-3918.00,-725.00,45033.00,48133.00,2249.00,3348.00,2082.00,1266.00,0.00,-1250.00,588513.00,82258.00,22359.00,12103.00,8953.00,700302.00
1980:Q3,602130.00,407800.00,344015.00,63785.00,43350.00,4254.00,53654.00,58028.00,68602.00,51658.00,8220.00,8723.00,20790.00,16386.00,4404.00,47812.00,16166.00,10761.00,583.00,4822.00,31646.00,24511.00,3233.00,3901.00,-10574.00,-4374.00,-3629.00,-746.00,46650.00,46616.00,2165.00,3427.00,2178.00,1249.00,0.00,-1455.00,602130.00,85164.00,23132.00,17305.00,8604.00,718597.00
1980:Q4,644328.00,423497.00,357930.00,65567.00,46251.00,6958.00,58778.00,62399.00,72087.00,55759.00,8855.00,7473.00,22840.00,18161.00,4679.00,49247.00,16389.00,11421.00,730.00,4238.00,32858.00,26177.00,3446.00,3235.00,-9688.00,-3621.00,-2915.00,-706.00,51254.00,57937.00,2974.00,3932.00,2326.00,1606.00,0.00,-1305.00,644328.00,88135.00,23906.00,4668.00,7132.00,749139.00
1981:Q1,660245.00,436309.00,367266.00,69043.00,47054.00,6542.00,61088.00,63471.00,72828.00,56882.00,8411.00,7535.00,22779.00,17977.00,4802.00,50049.00,17172.00,12377.00,1010.00,3785.00,32877.00,26528.00,2599.00,3750.00,-9357.00,-2383.00,-1778.00,-605.00,52143.00,57454.00,2893.00,4110.00,2589.00,1521.00,0.00,-1561.00,660245.00,91172.00,24658.00,8507.00,7851.00,778354.00
1981:Q2,669540.00,444364.00,374050.00,70315.00,44092.00,6106.00,60211.00,61596.00,67673.00,53080.00,7717.00,6876.00,20662.00,16147.00,4515.00,47011.00,18172.00,12947.00,1332.00,3893.00,28839.00,23986.00,1870.00,2983.00,-6077.00,-1385.00,-823.00,-562.00,57092.00,57603.00,2658.00,4140.00,2743.00,1397.00,0.00,-1410.00,669540.00,94111.00,25455.00,6085.00,7503.00,792096.00
1981:Q3,687979.00,453846.00,382183.00,71664.00,45572.00,6027.00,64461.00,65088.00,69629.00,55492.00,7267.00,6871.00,21538.00,17004.00,4534.00,48091.00,18975.00,13504.00,1643.00,3828.00,29116.00,24984.00,1090.00,3043.00,-4541.00,-628.00,-50.00,-578.00,63905.00,53896.00,2591.00,4276.00,2871.00,1405.00,0.00,-1413.00,687979.00,96952.00,26147.00,17419.00,8174.00,819174.00
1981:Q4,704367.00,460749.00,387875.00,72874.00,42962.00,6740.00,61735.00,61845.00,66496.00,51192.00,6907.00,8398.00,19360.00,14866.00,4494.00,47136.00,19437.00,13674.00,1824.00,3939.00,27699.00,22652.00,589.00,4459.00,-4651.00,-110.00,541.00,-652.00,65222.00,66691.00,3331.00,4387.00,2972.00,1415.00,0.00,-787.00,704367.00,99696.00,26856.00,4696.00,9407.00,821324.00
1982:Q1,698062.00,466607.00,391800.00,74807.00,41299.00,6895.00,55462.00,55295.00,58520.00,44951.00,5666.00,7904.00,16434.00,12448.00,3986.00,42086.00,19422.00,14599.00,1964.00,2859.00,22664.00,17904.00,-285.00,5045.00,-3225.00,167.00,950.00,-784.00,68167.00,59369.00,3560.00,4660.00,3008.00,1652.00,0.00,-835.00,698062.00,102342.00,27546.00,-6276.00,8998.00,814503.00
1982:Q2,709531.00,471271.00,395235.00,76037.00,42353.00,6012.00,59053.00,58339.00,59525.00,44712.00,6411.00,8402.00,17111.00,12805.00,4306.00,42414.00,19131.00,11854.00,1595.00,5682.00,23284.00,20054.00,510.00,2720.00,-1186.00,714.00,1558.00,-843.00,70808.00,59607.00,3351.00,4788.00,3074.00,1714.00,0.00,-1010.00,709531.00,104503.00,28264.00,-3514.00,10232.00,832759.00
1982:Q3,708394.00,476331.00,399016.00,77315.00,42675.00,6487.00,58419.00,56886.00,58485.00,43737.00,6964.00,7785.00,17151.00,12572.00,4579.00,41334.00,19285.00,13097.00,1762.00,4426.00,22049.00,18068.00,623.00,3359.00,-1599.00,1533.00,2363.00,-831.00,69493.00,54580.00,3126.00,4880.00,3120.00,1760.00,0.00,-1344.00,708394.00,106178.00,28820.00,11895.00,8757.00,845418.00
1982:Q4,724442.00,480111.00,401466.00,78644.00,44865.00,6746.00,56924.00,54303.00,55798.00,39141.00,8160.00,8498.00,15803.00,10938.00,4865.00,39995.00,19879.00,14508.00,1952.00,3418.00,20116.00,13694.00,1342.00,5080.00,-1495.00,2621.00,3367.00,-746.00,69017.00,67377.00,4980.00,4988.00,3184.00,1804.00,0.00,-605.00,724442.00,107369.00,29294.00,4652.00,8523.00,852312.00
1983:Q1,733671.00,487482.00,405763.00,81719.00,45816.00,6859.00,61145.00,57165.00,56603.00,39372.00,9003.00,8228.00,16042.00,11368.00,4674.00,40561.00,20262.00,15741.00,2009.00,2513.00,20298.00,12264.00,2320.00,5715.00,562.00,3981.00,4569.00,-589.00,70285.00,62029.00,4299.00,5075.00,3195.00,1880.00,0.00,-720.00,733671.00,108074.00,29753.00,514.00,8513.00,865891.00
1983:Q2,752796.00,497143.00,413774.00,83369.00,45659.00,6858.00,68672.00,63408.00,65174.00,46966.00,9621.00,8586.00,19809.00,15000.00,4809.00,45365.00,20525.00,15209.00,1941.00,3376.00,24840.00,16758.00,2872.00,5210.00,-1766.00,5265.00,5759.00,-494.00,70728.00,63686.00,4589.00,5226.00,3293.00,1933.00,0.00,-587.00,752796.00,109005.00,30146.00,9029.00,9185.00,895780.00
1983:Q3,770770.00,507812.00,422948.00,84864.00,45951.00,6854.00,72811.00,66338.00,70126.00,52521.00,8856.00,8750.00,22067.00,17363.00,4704.00,48059.00,21086.00,15845.00,2022.00,3219.00,26973.00,19312.00,2130.00,5531.00,-3788.00,6473.00,6935.00,-461.00,73947.00,62907.00,4296.00,5471.00,3495.00,1976.00,0.00,-687.00,770770.00,110162.00,30683.00,25423.00,9467.00,926682.00
1983:Q4,803280.00,521471.00,435028.00,86443.00,48826.00,6917.00,77139.00,69533.00,71986.00,53773.00,8720.00,9493.00,22730.00,17990.00,4740.00,49256.00,21591.00,16455.00,2100.00,3037.00,27665.00,19328.00,1880.00,6456.00,-2453.00,7606.00,8098.00,-491.00,76798.00,74660.00,8120.00,5909.00,3813.00,2096.00,0.00,-319.00,803280.00,111544.00,31178.00,19192.00,9920.00,949782.00
1984:Q1,831855.00,536775.00,446298.00,90476.00,55480.00,6722.00,84152.00,75488.00,77136.00,59677.00,8803.00,8656.00,25971.00,20555.00,5416.00,51165.00,22149.00,16691.00,2809.00,2649.00,29016.00,22431.00,578.00,6007.00,-1648.00,8664.00,9248.00,-584.00,78462.00,71416.00,7324.00,6671.00,4402.00,2269.00,0.00,-497.00,831855.00,113153.00,31851.00,1427.00,9260.00,974178.00
1984:Q2,853746.00,549199.00,457050.00,92149.00,57944.00,6291.00,84557.00,74573.00,77025.00,59267.00,8647.00,9111.00,25722.00,20270.00,5452.00,51303.00,22713.00,16797.00,2827.00,3089.00,28590.00,22200.00,368.00,6022.00,-2452.00,9984.00,10601.00,-617.00,83143.00,69697.00,3835.00,7162.00,4812.00,2350.00,0.00,-411.00,853746.00,114887.00,32426.00,6835.00,9385.00,1003887.00
1984:Q3,866904.00,560659.00,466682.00,93978.00,58092.00,6906.00,83396.00,71831.00,71759.00,54099.00,8201.00,9460.00,22768.00,17636.00,5132.00,48991.00,22763.00,17002.00,2862.00,2900.00,26228.00,19461.00,208.00,6560.00,72.00,11565.00,12157.00,-592.00,87075.00,67722.00,3964.00,7535.00,5142.00,2393.00,0.00,-517.00,866904.00,116746.00,32997.00,19319.00,9339.00,1025329.00
1984:Q4,891514.00,570770.00,474885.00,95886.00,56734.00,7967.00,85777.00,72369.00,72320.00,53929.00,9048.00,9342.00,23070.00,17479.00,5591.00,49250.00,23182.00,16714.00,2813.00,3654.00,26068.00,19736.00,644.00,5688.00,49.00,13408.00,13916.00,-508.00,87430.00,80938.00,5942.00,7790.00,5371.00,2419.00,0.00,51.00,891514.00,118732.00,33542.00,11048.00,8306.00,1037295.00
1985:Q1,901111.00,581761.00,483448.00,98313.00,60167.00,7543.00,86971.00,71458.00,71320.00,51669.00,10766.00,8886.00,24672.00,17838.00,6834.00,46648.00,23854.00,17047.00,3244.00,3563.00,22794.00,16784.00,688.00,5323.00,138.00,15513.00,15878.00,-365.00,87329.00,76296.00,7010.00,8051.00,5487.00,2564.00,0.00,5.00,901111.00,120844.00,34175.00,-2058.00,6423.00,1053648.00
1985:Q2,906774.00,591249.00,490809.00,100440.00,59619.00,7294.00,87883.00,71251.00,71165.00,49834.00,11350.00,9981.00,24243.00,16982.00,7261.00,46922.00,24249.00,19006.00,3617.00,1626.00,22673.00,13846.00,472.00,8355.00,86.00,16632.00,16912.00,-280.00,86713.00,70674.00,6458.00,9537.00,5537.00,4000.00,0.00,263.00,906774.00,122992.00,34730.00,9725.00,6917.00,1074793.00
1985:Q3,927063.00,601683.00,499026.00,102657.00,60184.00,7563.00,92214.00,75450.00,73658.00,52745.00,11971.00,8942.00,25566.00,18461.00,7105.00,48092.00,24577.00,17674.00,3364.00,3540.00,23514.00,16610.00,1503.00,5402.00,1792.00,16764.00,17017.00,-253.00,86120.00,74400.00,3537.00,8197.00,5583.00,2614.00,0.00,239.00,927063.00,125177.00,35357.00,23323.00,5624.00,1103448.00
1985:Q4,949244.00,614273.00,509267.00,105005.00,61081.00,7106.00,87421.00,71511.00,73506.00,50799.00,12419.00,10289.00,24925.00,17802.00,7123.00,48581.00,24866.00,18279.00,3479.00,3108.00,23716.00,14718.00,1817.00,7181.00,-1995.00,15910.00,16194.00,-284.00,87881.00,86763.00,4356.00,8276.00,5653.00,2623.00,0.00,799.00,949244.00,127399.00,35980.00,20272.00,6401.00,1114855.00
1986:Q1,953681.00,623326.00,515884.00,107442.00,61407.00,6195.00,85174.00,71104.00,66170.00,41602.00,14104.00,10465.00,26645.00,18300.00,8345.00,39525.00,25811.00,17687.00,3749.00,4375.00,13715.00,5615.00,2010.00,6090.00,4934.00,14070.00,14443.00,-373.00,91588.00,79373.00,4450.00,10513.00,5835.00,4678.00,0.00,556.00,953681.00,129657.00,36581.00,3213.00,5540.00,1123689.00
1986:Q2,946116.00,629765.00,520461.00,109304.00,62908.00,6062.00,81642.00,68824.00,65343.00,40980.00,14751.00,9613.00,26584.00,17966.00,8618.00,38759.00,26592.00,18989.00,4025.00,3578.00,12167.00,4025.00,2108.00,6035.00,3481.00,12818.00,13243.00,-425.00,91792.00,74026.00,9267.00,8629.00,5864.00,2765.00,0.00,559.00,946116.00,131855.00,37295.00,19458.00,3874.00,1139273.00
1986:Q3,962273.00,639269.00,527934.00,111336.00,66104.00,5124.00,78888.00,66735.00,65376.00,41615.00,13924.00,9837.00,26826.00,18614.00,8212.00,38550.00,26872.00,17728.00,3758.00,5387.00,11678.00,5274.00,1954.00,4450.00,1359.00,12154.00,12595.00,-441.00,91610.00,77616.00,4861.00,8312.00,5752.00,2560.00,0.00,211.00,962273.00,133992.00,37963.00,32222.00,4545.00,1158761.00
1986:Q4,986134.00,651484.00,538057.00,113428.00,66060.00,4524.00,78669.00,66592.00,69305.00,46168.00,13578.00,9559.00,29620.00,21358.00,8262.00,39685.00,26905.00,18451.00,3911.00,4543.00,12780.00,6359.00,1405.00,5016.00,-2713.00,12077.00,12498.00,-421.00,90212.00,92358.00,6317.00,8507.00,5497.00,3010.00,0.00,637.00,986134.00,136069.00,38752.00,21851.00,2999.00,1168430.00
1987:Q1,993740.00,662740.00,548427.00,114313.00,68860.00,4705.00,81463.00,68874.00,72343.00,49014.00,13006.00,10324.00,29676.00,21409.00,8267.00,42667.00,27212.00,18722.00,4753.00,3738.00,15455.00,8884.00,-14.00,6586.00,-3469.00,12589.00,12953.00,-364.00,89969.00,86133.00,9020.00,8504.00,5319.00,3185.00,0.00,388.00,993740.00,138085.00,39369.00,4365.00,3592.00,1177783.00
1987:Q2,1015346.00,673562.00,557523.00,116039.00,70577.00,4341.00,90722.00,77821.00,82614.00,55418.00,15079.00,12117.00,33199.00,24089.00,9110.00,49416.00,27462.00,18414.00,4675.00,4373.00,21954.00,12915.00,1295.00,7744.00,-4793.00,12901.00,13265.00,-364.00,91528.00,82074.00,6312.00,8588.00,5140.00,3448.00,0.00,266.00,1015346.00,140288.00,40019.00,6933.00,4533.00,1206180.00
1987:Q3,1037637.00,685440.00,567651.00,117790.00,72374.00,5243.00,96596.00,83583.00,87514.00,59381.00,16193.00,11939.00,34477.00,24871.00,9607.00,53037.00,28329.00,18695.00,4746.00,4889.00,24708.00,15816.00,1841.00,7050.00,-3931.00,13014.00,13436.00,-422.00,93279.00,81120.00,5269.00,8120.00,4932.00,3188.00,0.00,734.00,1037637.00,142678.00,40746.00,17200.00,4441.00,1229178.00
1987:Q4,1072472.00,702568.00,582666.00,119902.00,74658.00,5918.00,97201.00,84273.00,88319.00,58665.00,16025.00,13630.00,33089.00,23861.00,9228.00,55230.00,29309.00,20421.00,5184.00,3705.00,25921.00,14383.00,1613.00,9925.00,-4046.00,12928.00,13464.00,-536.00,94730.00,98218.00,9682.00,8082.00,4837.00,3245.00,0.00,779.00,1072472.00,145256.00,41511.00,12059.00,4921.00,1257076.00
1988:Q1,1090418.00,715260.00,591820.00,123441.00,79822.00,5746.00,98624.00,85982.00,90558.00,62667.00,14715.00,13176.00,32333.00,24495.00,7838.00,58225.00,30431.00,17977.00,3470.00,8984.00,27794.00,20195.00,3407.00,4192.00,-4576.00,12642.00,13350.00,-708.00,96580.00,93434.00,7851.00,7779.00,4900.00,2879.00,0.00,1023.00,1090418.00,148020.00,42376.00,-16983.00,6247.00,1265826.00
1988:Q2,1110093.00,731517.00,605518.00,125999.00,80689.00,5658.00,102267.00,89926.00,96296.00,65200.00,16663.00,14433.00,34158.00,25663.00,8495.00,62138.00,31606.00,19571.00,3778.00,8257.00,30532.00,19966.00,4390.00,6176.00,-6370.00,12341.00,13182.00,-841.00,95909.00,90373.00,5636.00,7919.00,5028.00,2891.00,0.00,1398.00,1110093.00,150748.00,43159.00,-2914.00,5704.00,1303313.00
1988:Q3,1130451.00,744490.00,615755.00,128735.00,83495.00,5982.00,103932.00,91909.00,98446.00,66308.00,17851.00,14288.00,36663.00,26151.00,10513.00,61783.00,33200.00,23487.00,4534.00,5180.00,28583.00,16671.00,2805.00,9108.00,-6537.00,12024.00,12959.00,-936.00,99219.00,87613.00,3698.00,8292.00,5191.00,3101.00,0.00,1127.00,1130451.00,153439.00,43901.00,8908.00,5041.00,1328334.00
1988:Q4,1162409.00,758772.00,626690.00,132083.00,81837.00,7730.00,110057.00,98367.00,103058.00,70295.00,17674.00,15089.00,38477.00,27644.00,10832.00,64581.00,34682.00,21131.00,4079.00,9473.00,29899.00,21520.00,2763.00,5616.00,-4691.00,11690.00,12682.00,-992.00,103030.00,103043.00,12317.00,8766.00,5478.00,3288.00,0.00,1492.00,1162409.00,156095.00,44650.00,10520.00,5666.00,1355158.00
1989:Q1,1180255.00,770996.00,635544.00,135452.00,87181.00,6705.00,105973.00,94632.00,103067.00,67727.00,19338.00,16002.00,39589.00,28171.00,11418.00,63479.00,37004.00,26291.00,5243.00,5469.00,26475.00,13265.00,2677.00,10533.00,-8435.00,11341.00,12351.00,-1010.00,108214.00,99898.00,9584.00,9308.00,5818.00,3490.00,0.00,1565.00,1180255.00,158714.00,45387.00,-8930.00,5599.00,1375218.00
1989:Q2,1185970.00,779381.00,640851.00,138530.00,85067.00,6178.00,103963.00,93180.00,97903.00,62374.00,19533.00,15996.00,36257.00,25471.00,10786.00,61646.00,38924.00,26337.00,5253.00,7334.00,22722.00,10565.00,3495.00,8662.00,-4723.00,10783.00,11928.00,-1145.00,110628.00,94806.00,5180.00,9416.00,5783.00,3633.00,0.00,1712.00,1185970.00,161285.00,46149.00,12193.00,5417.00,1409331.00
1989:Q3,1199218.00,789394.00,647998.00,141396.00,84507.00,5681.00,104121.00,94103.00,94211.00,57411.00,20162.00,16638.00,35106.00,23610.00,11496.00,59106.00,40264.00,27257.00,5436.00,7571.00,18842.00,6544.00,3230.00,9067.00,-108.00,10018.00,11414.00,-1397.00,112310.00,94182.00,3175.00,9782.00,5798.00,3984.00,0.00,2418.00,1199218.00,163806.00,46892.00,30782.00,6074.00,1431201.00
1989:Q4,1216752.00,802796.00,658658.00,144138.00,85183.00,5850.00,100185.00,91141.00,94223.00,56470.00,19258.00,18495.00,35117.00,23956.00,11161.00,59106.00,41783.00,25476.00,5081.00,11226.00,17324.00,7038.00,3017.00,7269.00,-3082.00,9044.00,10809.00,-1765.00,111509.00,109983.00,9490.00,9760.00,5772.00,3988.00,0.00,977.00,1216752.00,166278.00,47600.00,30134.00,7700.00,1441947.00
1990:Q1,1238312.00,819709.00,671708.00,148001.00,86679.00,6475.00,103375.00,95513.00,96406.00,57028.00,21023.00,18355.00,34831.00,23635.00,11197.00,61574.00,42539.00,29927.00,6524.00,6088.00,19035.00,3466.00,3302.00,12267.00,-893.00,7862.00,10112.00,-2250.00,112754.00,106775.00,7944.00,9844.00,5820.00,4024.00,0.00,647.00,1238312.00,168702.00,48359.00,11112.00,7380.00,1465937.00
1990:Q2,1253556.00,833695.00,683978.00,149718.00,88087.00,7538.00,108351.00,101507.00,101002.00,59668.00,22553.00,18782.00,36219.00,24827.00,11392.00,64784.00,42483.00,28987.00,6319.00,7177.00,22301.00,5854.00,4842.00,11605.00,505.00,6844.00,9458.00,-2614.00,112334.00,99440.00,6529.00,9743.00,5736.00,4007.00,0.00,897.00,1253556.00,171089.00,49099.00,19718.00,7906.00,1494854.00
1990:Q3,1260325.00,843470.00,692166.00,151304.00,90074.00,8708.00,101775.00,95786.00,103335.00,62445.00,23152.00,17737.00,37457.00,25505.00,11952.00,65878.00,42500.00,29391.00,6407.00,6701.00,23379.00,7549.00,4793.00,11036.00,-7549.00,5989.00,8846.00,-2857.00,111741.00,98347.00,4458.00,9718.00,5468.00,4250.00,0.00,952.00,1260325.00,173439.00,49879.00,39214.00,6784.00,1511599.00
1990:Q4,1283905.00,845796.00,693347.00,152450.00,89609.00,8638.00,103652.00,98354.00,103309.00,59207.00,22889.00,21213.00,36917.00,24487.00,12431.00,66391.00,41541.00,29994.00,6539.00,5008.00,24851.00,4726.00,3920.00,16205.00,-4955.00,5298.00,8277.00,-2979.00,113232.00,120428.00,8062.00,9875.00,5169.00,4706.00,0.00,738.00,1283905.00,175754.00,50509.00,21305.00,12622.00,1507195.00
1991:Q1,1282057.00,848770.00,693997.00,154773.00,87269.00,9038.00,113492.00,108722.00,105863.00,56388.00,28435.00,21040.00,35409.00,23857.00,11552.00,70453.00,43802.00,30064.00,7353.00,6384.00,26652.00,2467.00,9529.00,14656.00,2859.00,4771.00,7751.00,-2980.00,106047.00,111944.00,6452.00,9938.00,4789.00,5150.00,0.00,2011.00,1282057.00,178031.00,51277.00,-1545.00,9864.00,1505173.00
1991:Q2,1283649.00,857560.00,700309.00,157251.00,88688.00,9646.00,112872.00,108512.00,106362.00,57792.00,29897.00,18674.00,34195.00,21854.00,12341.00,72168.00,45039.00,31583.00,7725.00,5731.00,27129.00,4354.00,9831.00,12943.00,2150.00,4360.00,7421.00,-3061.00,102571.00,106741.00,6406.00,9664.00,4483.00,5181.00,0.00,2314.00,1283649.00,179966.00,51976.00,18694.00,7140.00,1538052.00
1991:Q3,1297435.00,867296.00,706616.00,160680.00,88869.00,10760.00,112343.00,108277.00,107933.00,59406.00,31025.00,17502.00,34359.00,21356.00,13003.00,73574.00,45782.00,31472.00,7698.00,6612.00,27792.00,6578.00,10324.00,10890.00,344.00,4066.00,7289.00,-3223.00,101819.00,108839.00,3647.00,9620.00,4257.00,5364.00,0.00,1536.00,1297435.00,181556.00,52594.00,37743.00,6278.00,1559298.00
1991:Q4,1322983.00,878373.00,713556.00,164816.00,91130.00,12561.00,112622.00,108734.00,109160.00,58828.00,31077.00,19255.00,34628.00,21531.00,13097.00,74532.00,45891.00,32373.00,7918.00,5600.00,28641.00,4924.00,10062.00,13655.00,-426.00,3889.00,7353.00,-3464.00,98069.00,129567.00,10983.00,9666.00,4108.00,5559.00,0.00,1978.00,1322983.00,182802.00,52923.00,33496.00,8305.00,1571527.00
1992:Q1,1345983.00,899404.00,728363.00,171042.00,95195.00,13487.00,119137.00,115308.00,114754.00,60168.00,34955.00,19631.00,37051.00,22172.00,14879.00,77704.00,46290.00,31939.00,6474.00,7877.00,31414.00,6058.00,13602.00,11754.00,554.00,3828.00,7614.00,-3786.00,96942.00,117311.00,7424.00,9656.00,4125.00,5593.00,-62.00,2276.00,1345983.00,183704.00,53154.00,6384.00,8183.00,1586779.00
1992:Q2,1364407.00,913589.00,738197.00,175392.00,99343.00,15263.00,119457.00,115631.00,118280.00,65605.00,33775.00,18901.00,37438.00,23747.00,13691.00,80842.00,47042.00,33028.00,6695.00,7319.00,33801.00,8830.00,13389.00,11582.00,-2649.00,3826.00,7805.00,-3979.00,96399.00,114322.00,5956.00,9591.00,4115.00,5508.00,-32.00,2401.00,1364407.00,184999.00,53647.00,15623.00,8014.00,1624002.00
1992:Q3,1372811.00,922669.00,744019.00,178651.00,102528.00,17008.00,115802.00,111921.00,112759.00,62723.00,32221.00,17814.00,36007.00,23613.00,12395.00,76751.00,47755.00,33444.00,6779.00,7531.00,28997.00,5666.00,13047.00,10283.00,-838.00,3882.00,7926.00,-4045.00,94772.00,112023.00,3635.00,9720.00,4068.00,5668.00,-16.00,1925.00,1372811.00,186687.00,54067.00,55661.00,7303.00,1652865.00
1992:Q4,1416547.00,935470.00,754963.00,180508.00,105296.00,18570.00,120876.00,116880.00,116768.00,68562.00,31463.00,16744.00,38192.00,24898.00,13294.00,78576.00,48431.00,35856.00,7268.00,5307.00,30146.00,7808.00,10901.00,11437.00,112.00,3996.00,7977.00,-3981.00,95610.00,139720.00,13073.00,10753.00,3979.00,6785.00,-11.00,3327.00,1416547.00,188770.00,54699.00,33234.00,7577.00,1675653.00
1993:Q1,1403948.00,936974.00,754619.00,182356.00,105335.00,20804.00,120316.00,116149.00,117671.00,68704.00,28266.00,20701.00,39535.00,24351.00,15184.00,78136.00,49140.00,36232.00,8636.00,4273.00,28996.00,8122.00,4447.00,16428.00,-1522.00,4168.00,7958.00,-3790.00,95628.00,121780.00,8867.00,10051.00,3780.00,6287.00,-16.00,1927.00,1403948.00,191244.00,55202.00,34009.00,9503.00,1679902.00
1993:Q2,1423659.00,950822.00,766372.00,184450.00,108011.00,22972.00,127347.00,122770.00,124351.00,76889.00,29221.00,18241.00,42523.00,27739.00,14784.00,81828.00,50277.00,36400.00,8676.00,5201.00,31551.00,12750.00,5762.00,13040.00,-1581.00,4577.00,8219.00,-3642.00,93768.00,118307.00,9390.00,9826.00,3590.00,6287.00,-51.00,1997.00,1423659.00,193734.00,55702.00,30330.00,7870.00,1708250.00
1993:Q3,1436924.00,959510.00,773335.00,186175.00,106503.00,24066.00,130903.00,125680.00,125579.00,76184.00,29377.00,20019.00,40531.00,25237.00,15294.00,85048.00,51901.00,37189.00,8864.00,5849.00,33147.00,13758.00,5220.00,14170.00,101.00,5223.00,8760.00,-3537.00,91876.00,118926.00,9422.00,9676.00,3418.00,6352.00,-94.00,4886.00,1436924.00,196236.00,56088.00,57558.00,9254.00,1733066.00
1993:Q4,1490253.00,973366.00,785016.00,188350.00,110661.00,25795.00,143432.00,137325.00,138344.00,87322.00,33052.00,17970.00,48446.00,30714.00,17732.00,89898.00,54002.00,39362.00,9382.00,5259.00,35896.00,17247.00,5938.00,12711.00,-1019.00,6107.00,9583.00,-3475.00,90091.00,144112.00,9003.00,9837.00,3266.00,6714.00,-143.00,1962.00,1490253.00,198753.00,56640.00,30429.00,5371.00,1757493.00
1994:Q1,1494798.00,979303.00,788205.00,191098.00,113236.00,28186.00,145393.00,138165.00,140229.00,90257.00,31204.00,18768.00,43634.00,29268.00,14367.00,96595.00,56404.00,37971.00,9574.00,8860.00,40191.00,23019.00,7264.00,9908.00,-2064.00,7229.00,10685.00,-3457.00,89619.00,135378.00,8392.00,10177.00,3202.00,7174.00,-199.00,1898.00,1494798.00,201284.00,57009.00,30161.00,7065.00,1777958.00
1994:Q2,1516049.00,999299.00,806152.00,193148.00,114231.00,29343.00,151120.00,143070.00,145614.00,96221.00,30068.00,19326.00,45904.00,31168.00,14736.00,99710.00,58445.00,39932.00,10068.00,8446.00,41265.00,25121.00,5264.00,10880.00,-2544.00,8050.00,11385.00,-3335.00,90451.00,127774.00,8094.00,9925.00,3197.00,6920.00,-192.00,2000.00,1516049.00,204215.00,57477.00,28548.00,5944.00,1816102.00
1994:Q3,1539529.00,1008768.00,814507.00,194261.00,114917.00,30186.00,159636.00,151064.00,154983.00,102041.00,33126.00,19816.00,50284.00,34492.00,15791.00,104699.00,60001.00,39070.00,9851.00,11080.00,44699.00,28479.00,7484.00,8736.00,-3919.00,8573.00,11682.00,-3110.00,91232.00,127343.00,7986.00,10316.00,3312.00,7112.00,-108.00,5117.00,1539529.00,207547.00,58061.00,51681.00,5548.00,1845975.00
1994:Q4,1589855.00,1022760.00,827726.00,195035.00,117116.00,29757.00,165765.00,156970.00,160879.00,109347.00,31476.00,20057.00,53320.00,37428.00,15892.00,107560.00,61123.00,41005.00,10339.00,9780.00,46437.00,30914.00,5246.00,10277.00,-3909.00,8795.00,11577.00,-2782.00,94646.00,154753.00,8051.00,10295.00,3543.00,6697.00,55.00,2814.00,1589855.00,211280.00,58701.00,26427.00,5309.00,1868721.00
