date,FU793120005.Q,FU713120005.Q,FU713123005.Q,FU713124003.Q,FU713122605.Q,FU713125005.Q,FU763127005.Q,FU763123005.Q,FU763122605.Q,FU763129205.Q,FU753127005.Q,FU753122603.Q,FU753129205.Q,FU743127003.Q,FU473127003.Q,FU793120005.Q,FU153020005.Q,FU143020005.Q,FU103020005.Q,FU113020005.Q,FU313020005.Q,FU213020005.Q,FU793020005.Q,FU513020003.Q,FU543020005.Q,FU573020005.Q,FU223020043.Q,FU633020000.Q,FU403020005.Q,FU613020003.Q,FU643020005.Q,FU663020003.Q,FU263020005.Q,FU263027003.Q,FU263025003.Q,FU903020005.Q
1966:Q4,10995.00,1405.00,-812.00,0.00,12.00,2205.00,9624.00,-1008.00,226.00,10406.00,-104.00,-26.00,-78.00,70.00,0.00,10995.00,1563.00,4762.00,4760.00,2.00,-2577.00,1058.00,514.00,-2.00,388.00,39.00,19.00,0.00,32.00,18.00,0.00,20.00,357.00,212.00,145.00,5318.00
1967:Q1,-7825.00,-1059.00,420.00,0.00,-21.00,-1458.00,-6776.00,528.00,-101.00,-7203.00,-64.00,-8.00,-56.00,73.00,1.00,-7825.00,-602.00,-3081.00,-3104.00,23.00,1148.00,41.00,-99.00,-8.00,-239.00,66.00,39.00,0.00,-35.00,16.00,0.00,62.00,-95.00,-130.00,35.00,-5137.00
1967:Q2,5940.00,2881.00,771.00,0.00,18.00,2092.00,2573.00,-368.00,-84.00,3025.00,408.00,16.00,392.00,78.00,0.00,5940.00,829.00,1944.00,1914.00,30.00,939.00,42.00,154.00,-16.00,76.00,15.00,8.00,0.00,-10.00,15.00,0.00,66.00,-9.00,-50.00,41.00,2041.00
1967:Q3,2759.00,-1513.00,-549.00,0.00,26.00,-990.00,4283.00,1870.00,234.00,2179.00,-88.00,13.00,-101.00,76.00,1.00,2759.00,3808.00,1168.00,1131.00,37.00,11.00,-128.00,91.00,-14.00,47.00,43.00,-34.00,0.00,-10.00,21.00,0.00,38.00,326.00,273.00,53.00,-2517.00
1967:Q4,14446.00,2580.00,233.00,0.00,-32.00,2379.00,11924.00,-1788.00,262.00,13450.00,-126.00,4.00,-130.00,67.00,1.00,14446.00,6177.00,2647.00,2605.00,42.00,-1617.00,846.00,193.00,-6.00,145.00,12.00,-78.00,0.00,58.00,22.00,0.00,40.00,340.00,234.00,106.00,5860.00
1968:Q1,-11266.00,-1540.00,-371.00,0.00,52.00,-1221.00,-10140.00,86.00,-82.00,-10144.00,359.00,40.00,319.00,55.00,0.00,-11266.00,-3876.00,-1567.00,-1598.00,31.00,-407.00,-751.00,-260.00,12.00,-412.00,-23.00,62.00,0.00,-53.00,20.00,0.00,134.00,14.00,10.00,4.00,-4420.00
1968:Q2,7289.00,2234.00,-184.00,0.00,-17.00,2435.00,4359.00,-350.00,-78.00,4787.00,674.00,63.00,611.00,21.00,1.00,7289.00,1767.00,1841.00,1798.00,43.00,50.00,811.00,390.00,27.00,61.00,79.00,38.00,0.00,23.00,12.00,0.00,150.00,23.00,-32.00,55.00,2408.00
1968:Q3,3264.00,-870.00,-88.00,0.00,-28.00,-754.00,5001.00,4070.00,198.00,733.00,-913.00,111.00,-1024.00,46.00,0.00,3264.00,4337.00,-108.00,-152.00,44.00,3160.00,-1891.00,431.00,27.00,209.00,33.00,26.00,0.00,3.00,9.00,0.00,124.00,351.00,281.00,70.00,-3016.00
1968:Q4,15822.00,1719.00,-426.00,0.00,74.00,2071.00,12960.00,-4030.00,236.00,16754.00,1011.00,-8.00,1019.00,130.00,2.00,15822.00,6755.00,2722.00,2685.00,37.00,-5071.00,1096.00,353.00,11.00,248.00,32.00,-52.00,0.00,30.00,17.00,0.00,67.00,462.00,302.00,160.00,9505.00
1969:Q1,-13776.00,-970.00,-181.00,0.00,-73.00,-716.00,-14666.00,500.00,-11.00,-15155.00,1835.00,28.00,1807.00,25.00,0.00,-13776.00,-7284.00,-748.00,-775.00,27.00,739.00,-359.00,-177.00,-1.00,-335.00,-10.00,120.00,0.00,13.00,14.00,0.00,22.00,-32.00,-56.00,24.00,-5915.00
1969:Q2,9385.00,2307.00,674.00,0.00,15.00,1618.00,6929.00,129.00,-11.00,6811.00,108.00,-12.00,120.00,40.00,1.00,9385.00,1272.00,3819.00,3799.00,20.00,1357.00,402.00,-299.00,-14.00,-130.00,4.00,-182.00,0.00,22.00,18.00,0.00,-17.00,112.00,-8.00,120.00,2722.00
1969:Q3,-3101.00,-332.00,-6.00,0.00,-9.00,-317.00,-3088.00,1971.00,186.00,-5245.00,278.00,36.00,242.00,40.00,1.00,-3101.00,-1329.00,561.00,545.00,16.00,407.00,-461.00,217.00,-16.00,62.00,-5.00,14.00,0.00,178.00,27.00,0.00,-43.00,313.00,213.00,100.00,-2809.00
1969:Q4,15556.00,2274.00,84.00,0.00,-33.00,2223.00,15488.00,-2556.00,205.00,17839.00,-2233.00,3.00,-2236.00,26.00,1.00,15556.00,5535.00,2052.00,2036.00,16.00,-950.00,2365.00,168.00,-10.00,355.00,20.00,-20.00,0.00,-164.00,28.00,0.00,-41.00,424.00,175.00,249.00,5962.00
1970:Q1,-13384.00,-782.00,91.00,0.00,79.00,-952.00,-16677.00,1086.00,20.00,-17783.00,3952.00,1.00,3951.00,122.00,1.00,-13384.00,-4088.00,-2404.00,-2432.00,28.00,1941.00,-1043.00,-311.00,17.00,-157.00,5.00,-73.00,0.00,-70.00,31.00,0.00,-64.00,147.00,100.00,47.00,-7626.00
1970:Q2,8124.00,986.00,-616.00,0.00,-46.00,1648.00,7433.00,1936.00,13.00,5484.00,-382.00,4.00,-386.00,86.00,1.00,8124.00,6352.00,-1267.00,-1294.00,27.00,1751.00,541.00,-148.00,34.00,-96.00,-111.00,70.00,0.00,13.00,39.00,0.00,-97.00,91.00,-29.00,120.00,805.00
1970:Q3,1058.00,470.00,241.00,0.00,-45.00,274.00,-756.00,394.00,262.00,-1412.00,1277.00,11.00,1266.00,67.00,0.00,1058.00,3870.00,1151.00,1125.00,26.00,453.00,-2128.00,125.00,36.00,49.00,110.00,-32.00,0.00,7.00,49.00,0.00,-94.00,337.00,228.00,109.00,-2750.00
1970:Q4,16953.00,2394.00,-98.00,0.00,-19.00,2511.00,15154.00,-532.00,229.00,15457.00,-667.00,12.00,-679.00,70.00,2.00,16953.00,1505.00,3581.00,3553.00,28.00,-615.00,1584.00,555.00,24.00,328.00,78.00,114.00,0.00,13.00,56.00,0.00,-58.00,410.00,222.00,188.00,9933.00
1971:Q1,-14165.00,-1160.00,-246.00,0.00,58.00,-972.00,-14557.00,-3418.00,-304.00,-10835.00,1580.00,-6.00,1586.00,-30.00,2.00,-14165.00,242.00,-4071.00,-4099.00,28.00,-3128.00,231.00,-92.00,23.00,-209.00,93.00,-36.00,0.00,13.00,57.00,0.00,-33.00,-179.00,-252.00,73.00,-7169.00
1971:Q2,14349.00,2040.00,387.00,0.00,-32.00,1685.00,10735.00,3892.00,-327.00,7170.00,1597.00,84.00,1513.00,-25.00,2.00,14349.00,5678.00,752.00,725.00,27.00,4139.00,352.00,83.00,21.00,-67.00,6.00,68.00,0.00,-18.00,54.00,0.00,19.00,-107.00,-275.00,168.00,3452.00
1971:Q3,-1836.00,742.00,768.00,0.00,1.00,-27.00,-2192.00,508.00,77.00,-2777.00,-645.00,-75.00,-570.00,258.00,1.00,-1836.00,1923.00,95.00,61.00,34.00,1144.00,-693.00,382.00,18.00,25.00,37.00,30.00,0.00,193.00,51.00,0.00,28.00,85.00,3.00,82.00,-4772.00
1971:Q4,19700.00,2869.00,-12.00,0.00,92.00,2789.00,19054.00,1249.00,58.00,17747.00,-2379.00,181.00,-2560.00,154.00,2.00,19700.00,5648.00,1896.00,1848.00,48.00,1345.00,934.00,359.00,15.00,256.00,63.00,98.00,0.00,-134.00,51.00,0.00,10.00,487.00,331.00,156.00,9031.00
1972:Q1,-12872.00,-2532.00,-1154.00,0.00,-190.00,-1188.00,-5991.00,-1429.00,347.00,-4909.00,-4274.00,41.00,-4315.00,-77.00,2.00,-12872.00,-1094.00,-2267.00,-2327.00,60.00,-3395.00,-702.00,-350.00,12.00,-599.00,108.00,155.00,0.00,-80.00,50.00,0.00,4.00,247.00,198.00,49.00,-5312.00
1972:Q2,7367.00,3626.00,543.00,0.00,23.00,3060.00,5105.00,343.00,377.00,4385.00,-1291.00,102.00,-1393.00,-75.00,2.00,7367.00,308.00,75.00,-3.00,78.00,1536.00,427.00,355.00,10.00,164.00,58.00,44.00,0.00,25.00,49.00,0.00,5.00,671.00,502.00,169.00,3995.00
1972:Q3,1861.00,-2187.00,-486.00,0.00,-69.00,-1632.00,3963.00,387.00,336.00,3240.00,-155.00,333.00,-488.00,239.00,1.00,1861.00,4135.00,2993.00,2917.00,76.00,-575.00,-647.00,234.00,6.00,94.00,106.00,-24.00,0.00,5.00,49.00,0.00,-2.00,704.00,600.00,104.00,-4983.00
1972:Q4,28052.00,4223.00,-9.00,0.00,140.00,4092.00,21186.00,1405.00,332.00,19449.00,2402.00,-170.00,2572.00,239.00,2.00,28052.00,10307.00,1847.00,1793.00,54.00,1456.00,1471.00,846.00,3.00,559.00,213.00,44.00,0.00,2.00,48.00,0.00,-23.00,564.00,302.00,262.00,11561.00
1973:Q1,-15287.00,70.00,1578.00,0.00,73.00,-1581.00,-14247.00,512.00,-259.00,-14500.00,-1142.00,-174.00,-968.00,29.00,3.00,-15287.00,-2330.00,-3750.00,-3879.00,129.00,1646.00,-1408.00,-472.00,0.00,-457.00,99.00,-155.00,0.00,35.00,47.00,0.00,-41.00,-271.00,-360.00,89.00,-8702.00
1973:Q2,10648.00,4434.00,630.00,0.00,-5.00,3809.00,5291.00,-959.00,606.00,5644.00,1008.00,336.00,672.00,-88.00,3.00,10648.00,3719.00,141.00,5.00,136.00,161.00,1008.00,109.00,-6.00,-22.00,127.00,52.00,0.00,-24.00,47.00,0.00,-65.00,1145.00,937.00,208.00,4365.00
1973:Q3,-9672.00,-4408.00,-2911.00,0.00,63.00,-1560.00,-4358.00,-2220.00,231.00,-2369.00,-1122.00,-121.00,-1001.00,216.00,0.00,-9672.00,511.00,1801.00,1652.00,149.00,-5200.00,-1548.00,171.00,-5.00,-66.00,324.00,-64.00,0.00,4.00,46.00,0.00,-68.00,276.00,173.00,103.00,-5683.00
1973:Q4,30930.00,3261.00,205.00,0.00,-200.00,3256.00,25974.00,1659.00,1648.00,22667.00,1520.00,697.00,823.00,174.00,1.00,30930.00,10209.00,3765.00,3618.00,147.00,1637.00,1958.00,767.00,-2.00,635.00,115.00,-56.00,0.00,83.00,45.00,0.00,-53.00,2684.00,2145.00,539.00,9910.00
1974:Q1,-21173.00,-615.00,-427.00,0.00,119.00,-307.00,-20233.00,-1255.00,458.00,-19436.00,-298.00,-219.00,-79.00,-29.00,2.00,-21173.00,-4400.00,-3621.00,-4062.00,441.00,-1865.00,-1561.00,-624.00,7.00,-577.00,149.00,-185.00,0.00,-26.00,44.00,0.00,-36.00,488.00,358.00,130.00,-9591.00
1974:Q2,9770.00,4761.00,761.00,0.00,26.00,3974.00,1360.00,-243.00,453.00,1150.00,3676.00,651.00,3025.00,-30.00,3.00,9770.00,-1192.00,580.00,339.00,241.00,1271.00,2373.00,114.00,12.00,-42.00,236.00,-54.00,0.00,-54.00,43.00,0.00,-27.00,1365.00,1130.00,235.00,5260.00
1974:Q3,-5471.00,-403.00,472.00,0.00,259.00,-1134.00,-2369.00,-987.00,81.00,-1463.00,-2756.00,-520.00,-2236.00,57.00,0.00,-5471.00,2066.00,2696.00,2850.00,-154.00,-1179.00,-2466.00,328.00,14.00,51.00,253.00,-35.00,0.00,22.00,43.00,0.00,-20.00,27.00,-180.00,207.00,-6943.00
1974:Q4,23830.00,3200.00,-367.00,0.00,-181.00,3748.00,20047.00,-2573.00,1079.00,21541.00,532.00,620.00,-88.00,49.00,2.00,23830.00,8719.00,1593.00,2029.00,-436.00,-2782.00,1877.00,842.00,21.00,496.00,273.00,-16.00,0.00,45.00,42.00,0.00,-19.00,1932.00,1518.00,414.00,11649.00
1975:Q1,-20788.00,158.00,562.00,0.00,79.00,-483.00,-19890.00,-859.00,-1520.00,-17511.00,-1235.00,-374.00,-861.00,175.00,4.00,-20788.00,-12573.00,4428.00,4458.00,-30.00,686.00,-1283.00,-252.00,-169.00,-385.00,260.00,63.00,0.00,-50.00,41.00,0.00,-12.00,-1702.00,-1815.00,113.00,-10092.00
1975:Q2,20374.00,5638.00,2277.00,0.00,-148.00,3509.00,12594.00,-835.00,778.00,12651.00,1960.00,311.00,1649.00,178.00,4.00,20374.00,9904.00,2145.00,2090.00,55.00,2340.00,1018.00,332.00,43.00,-67.00,289.00,15.00,25.00,-4.00,41.00,0.00,-10.00,1277.00,941.00,336.00,3358.00
1975:Q3,-4579.00,768.00,1468.00,0.00,-148.00,-552.00,-4250.00,65.00,-218.00,-4097.00,-1291.00,13.00,-1304.00,192.00,2.00,-4579.00,2161.00,-494.00,-714.00,220.00,1645.00,-1454.00,75.00,72.00,-252.00,268.00,-36.00,10.00,-26.00,40.00,0.00,-1.00,-110.00,-353.00,243.00,-6402.00
1975:Q4,24402.00,4145.00,163.00,0.00,178.00,3804.00,18916.00,-63.00,501.00,18478.00,1142.00,232.00,910.00,197.00,2.00,24402.00,1795.00,5031.00,4695.00,336.00,-1933.00,2174.00,1099.00,154.00,630.00,217.00,-21.00,-6.00,77.00,39.00,0.00,9.00,1419.00,911.00,508.00,14817.00
1976:Q1,-17316.00,-283.00,-100.00,0.00,-88.00,-95.00,-17189.00,-734.00,-457.00,-15998.00,117.00,-197.00,314.00,-18.00,57.00,-17316.00,-4755.00,444.00,168.00,276.00,-1168.00,-2680.00,-254.00,-195.00,-474.00,217.00,-10.00,1.00,4.00,38.00,0.00,165.00,-502.00,-742.00,240.00,-8402.00
1976:Q2,18652.00,7555.00,4784.00,0.00,165.00,2606.00,10626.00,2248.00,171.00,8207.00,445.00,306.00,139.00,-21.00,47.00,18652.00,5823.00,1001.00,644.00,357.00,7505.00,1380.00,401.00,129.00,59.00,87.00,20.00,-19.00,-20.00,37.00,0.00,108.00,1114.00,642.00,472.00,1428.00
1976:Q3,-3311.00,640.00,264.00,0.00,-26.00,402.00,-4346.00,1052.00,738.00,-6136.00,193.00,25.00,168.00,151.00,51.00,-3311.00,1926.00,11.00,-557.00,568.00,2310.00,-791.00,-355.00,124.00,-329.00,-85.00,-31.00,24.00,-48.00,37.00,0.00,-47.00,979.00,737.00,242.00,-7391.00
1976:Q4,27088.00,2716.00,-1863.00,0.00,112.00,4467.00,22555.00,-2655.00,1227.00,23983.00,1612.00,1219.00,393.00,153.00,52.00,27088.00,7528.00,5205.00,4459.00,746.00,-4793.00,1140.00,993.00,171.00,822.00,-109.00,12.00,-11.00,18.00,36.00,0.00,54.00,2923.00,2558.00,365.00,14092.00
1977:Q1,-17786.00,-3302.00,-2613.00,0.00,-196.00,-493.00,-13732.00,403.00,-698.00,-13437.00,-819.00,-745.00,-74.00,-12.00,79.00,-17786.00,-335.00,-3842.00,-4379.00,537.00,-3027.00,-1440.00,-668.00,-145.00,-580.00,-11.00,-30.00,0.00,-1.00,35.00,0.00,64.00,-1533.00,-1639.00,106.00,-6942.00
1977:Q2,18411.00,10227.00,7383.00,0.00,160.00,2684.00,7229.00,-606.00,266.00,7569.00,919.00,114.00,805.00,-60.00,96.00,18411.00,3592.00,2740.00,2144.00,596.00,7152.00,1424.00,301.00,130.00,-33.00,68.00,64.00,-1.00,-10.00,35.00,0.00,48.00,1032.00,540.00,492.00,2171.00
1977:Q3,5104.00,3061.00,551.00,0.00,-46.00,2556.00,-411.00,2474.00,-210.00,-2675.00,2425.00,312.00,2113.00,-66.00,95.00,5104.00,7932.00,475.00,-250.00,725.00,2807.00,-1078.00,223.00,-67.00,65.00,127.00,20.00,49.00,48.00,34.00,0.00,-53.00,365.00,56.00,309.00,-5620.00
1977:Q4,24341.00,-5207.00,-8668.00,0.00,53.00,3408.00,29004.00,2021.00,2318.00,24665.00,494.00,1072.00,-578.00,-35.00,85.00,24341.00,3816.00,7081.00,6257.00,824.00,-7366.00,2154.00,1111.00,355.00,675.00,141.00,-40.00,-44.00,32.00,33.00,0.00,-41.00,3987.00,3443.00,544.00,13558.00
1978:Q1,-26330.00,-1580.00,-2408.00,0.00,-46.00,874.00,-24314.00,-3755.00,-1004.00,-19555.00,-526.00,-562.00,36.00,-19.00,109.00,-26330.00,-316.00,-5982.00,-6780.00,798.00,-5576.00,-2329.00,-970.00,-505.00,-725.00,109.00,52.00,23.00,-40.00,32.00,0.00,84.00,-1335.00,-1612.00,277.00,-9823.00
1978:Q2,27044.00,10438.00,6853.00,0.00,-35.00,3620.00,15747.00,4400.00,326.00,11021.00,734.00,-255.00,989.00,-30.00,155.00,27044.00,6907.00,3231.00,2423.00,808.00,10944.00,1440.00,378.00,143.00,61.00,87.00,55.00,-15.00,34.00,31.00,0.00,-18.00,597.00,36.00,561.00,3548.00
1978:Q3,6224.00,6040.00,4998.00,0.00,-92.00,1134.00,-445.00,-19.00,-669.00,243.00,543.00,-60.00,603.00,8.00,78.00,6224.00,7052.00,1736.00,911.00,825.00,4998.00,-1090.00,677.00,398.00,-28.00,88.00,32.00,9.00,-50.00,31.00,0.00,197.00,-313.00,-821.00,508.00,-6836.00
1978:Q4,13620.00,-8639.00,-12513.00,0.00,229.00,3645.00,20357.00,-6023.00,1299.00,25081.00,1708.00,621.00,1087.00,95.00,99.00,13620.00,2811.00,10606.00,9764.00,842.00,-5915.00,1946.00,1408.00,383.00,929.00,65.00,-34.00,23.00,86.00,30.00,0.00,-74.00,3042.00,2149.00,893.00,-278.00
1979:Q1,-31253.00,2110.00,1675.00,0.00,-122.00,557.00,-33638.00,-9912.00,-2137.00,-21589.00,-17.00,-247.00,230.00,203.00,89.00,-31253.00,-5668.00,-1679.00,-2433.00,754.00,-9526.00,-2460.00,-1470.00,-477.00,-1218.00,23.00,74.00,-17.00,-33.00,29.00,0.00,149.00,-2480.00,-2506.00,26.00,-7971.00
1979:Q2,28042.00,1123.00,-2450.00,0.00,19.00,3554.00,24443.00,12113.00,1747.00,10583.00,1980.00,862.00,1118.00,327.00,169.00,28042.00,11555.00,-1044.00,-1787.00,743.00,11079.00,1099.00,967.00,328.00,367.00,-18.00,20.00,34.00,55.00,29.00,0.00,152.00,3144.00,2628.00,516.00,1242.00
1979:Q3,14826.00,4912.00,3165.00,0.00,-98.00,1845.00,10773.00,3586.00,1060.00,6127.00,-1293.00,-254.00,-1039.00,330.00,104.00,14826.00,13101.00,704.00,-2.00,706.00,6330.00,-849.00,302.00,128.00,-283.00,-47.00,5.00,47.00,14.00,28.00,0.00,410.00,1322.00,708.00,614.00,-6084.00
1979:Q4,25223.00,51.00,-2257.00,0.00,312.00,1996.00,24859.00,-5387.00,2707.00,27539.00,87.00,395.00,-308.00,211.00,15.00,25223.00,969.00,10986.00,10305.00,681.00,-8668.00,1828.00,2070.00,271.00,1437.00,-87.00,82.00,-65.00,136.00,27.00,0.00,269.00,3960.00,3414.00,546.00,14078.00
1980:Q1,-30591.00,-1305.00,-1649.00,0.00,-213.00,557.00,-25203.00,-6376.00,-579.00,-18248.00,-4449.00,162.00,-4611.00,108.00,258.00,-30591.00,-9118.00,-1632.00,-2390.00,758.00,-6843.00,-2364.00,-637.00,253.00,-1245.00,-136.00,50.00,-3.00,-24.00,26.00,0.00,442.00,-184.00,-630.00,446.00,-9813.00
1980:Q2,17657.00,4398.00,808.00,0.00,242.00,3348.00,14319.00,4927.00,2913.00,6479.00,-1288.00,134.00,-1422.00,21.00,207.00,17657.00,-687.00,2439.00,1702.00,737.00,6233.00,1298.00,1110.00,-79.00,697.00,-198.00,48.00,569.00,-16.00,25.00,0.00,64.00,4410.00,3289.00,1121.00,2855.00
1980:Q3,14750.00,2127.00,840.00,0.00,-269.00,1556.00,11121.00,6064.00,-3198.00,8255.00,1115.00,-26.00,1141.00,-8.00,395.00,14750.00,18685.00,1279.00,596.00,683.00,8054.00,-966.00,-691.00,-41.00,-27.00,-274.00,-75.00,-393.00,-100.00,25.00,0.00,194.00,-3324.00,-3493.00,169.00,-8287.00
1980:Q4,15359.00,3783.00,-1069.00,0.00,-2.00,4854.00,11554.00,-7173.00,696.00,18031.00,-967.00,157.00,-1124.00,17.00,972.00,15359.00,4212.00,348.00,-304.00,652.00,-9980.00,1425.00,1015.00,-38.00,1115.00,-285.00,14.00,-74.00,167.00,24.00,0.00,92.00,1888.00,851.00,1037.00,16451.00
1981:Q1,-14735.00,-797.00,27.00,0.00,-15.00,-809.00,-13307.00,-1698.00,-1702.00,-9907.00,-799.00,-550.00,-249.00,32.00,136.00,-14735.00,5463.00,-5135.00,-5623.00,488.00,2252.00,-2865.00,-3392.00,29.00,-1025.00,-231.00,181.00,-2173.00,-149.00,23.00,0.00,-47.00,-1776.00,-2267.00,491.00,-9282.00
1981:Q2,14453.00,2698.00,-125.00,0.00,-60.00,2883.00,11957.00,6787.00,2036.00,3134.00,-463.00,4.00,-467.00,32.00,229.00,14453.00,6320.00,-3711.00,-4241.00,530.00,-2658.00,1233.00,1319.00,28.00,361.00,-191.00,-68.00,1396.00,0.00,23.00,0.00,-230.00,2422.00,1980.00,442.00,9528.00
1981:Q3,2129.00,408.00,576.00,0.00,33.00,-201.00,2658.00,2554.00,-222.00,326.00,-1031.00,603.00,-1634.00,31.00,63.00,2129.00,10199.00,-3725.00,-4340.00,615.00,6854.00,-1394.00,745.00,17.00,572.00,-169.00,27.00,-209.00,66.00,22.00,0.00,419.00,295.00,414.00,-119.00,-10845.00
1981:Q4,26179.00,8574.00,768.00,0.00,183.00,7623.00,21263.00,-8757.00,-3134.00,33154.00,-3851.00,-961.00,-2890.00,28.00,165.00,26179.00,24360.00,-6067.00,-6755.00,688.00,-6072.00,1552.00,1122.00,-32.00,1161.00,-145.00,-119.00,271.00,260.00,21.00,0.00,-295.00,-3167.00,-3912.00,745.00,14451.00
1982:Q1,-22843.00,-2511.00,-1395.00,0.00,-132.00,-984.00,-19168.00,2066.00,-1999.00,-19235.00,-1489.00,-1369.00,-120.00,41.00,284.00,-22843.00,-4946.00,-3450.00,-3770.00,320.00,995.00,-2118.00,-3529.00,121.00,-2377.00,-502.00,28.00,-1183.00,-189.00,19.00,0.00,554.00,-3943.00,-3500.00,-443.00,-5852.00
1982:Q2,5889.00,3457.00,1209.00,0.00,179.00,2069.00,1722.00,-1514.00,478.00,2758.00,227.00,439.00,-212.00,69.00,414.00,5889.00,-418.00,375.00,-196.00,571.00,-1767.00,1162.00,2683.00,-9.00,1363.00,-106.00,108.00,1462.00,-30.00,18.00,0.00,-123.00,2931.00,1096.00,1835.00,923.00
1982:Q3,24656.00,8617.00,6839.00,0.00,-219.00,1997.00,16503.00,9486.00,-865.00,7882.00,-837.00,-771.00,-66.00,37.00,336.00,24656.00,11736.00,1746.00,564.00,1182.00,17098.00,-1330.00,2402.00,-26.00,350.00,-249.00,76.00,1015.00,-64.00,18.00,0.00,1282.00,-1551.00,-1855.00,304.00,-5445.00
1982:Q4,30046.00,588.00,-5936.00,0.00,-77.00,6601.00,28296.00,-3977.00,140.00,32133.00,414.00,536.00,-122.00,-56.00,804.00,30046.00,13088.00,15443.00,13770.00,1673.00,-9897.00,731.00,416.00,-50.00,997.00,-310.00,145.00,-467.00,133.00,21.00,0.00,-53.00,1370.00,599.00,771.00,8895.00
1983:Q1,-11021.00,-426.00,-1392.00,0.00,152.00,814.00,-10671.00,-2301.00,855.00,-9225.00,-474.00,-524.00,50.00,-156.00,706.00,-11021.00,5553.00,-4118.00,-6110.00,1992.00,-3928.00,-1985.00,-2960.00,-81.00,-1563.00,-146.00,221.00,-799.00,-61.00,21.00,0.00,-552.00,887.00,483.00,404.00,-4470.00
1983:Q2,32670.00,9172.00,5227.00,0.00,-208.00,4153.00,22173.00,7597.00,498.00,14078.00,825.00,519.00,306.00,-265.00,765.00,32670.00,7442.00,8684.00,6636.00,2048.00,12668.00,1893.00,-102.00,-125.00,64.00,133.00,24.00,-138.00,-143.00,22.00,0.00,61.00,2033.00,809.00,1224.00,53.00
1983:Q3,9433.00,11650.00,7728.00,0.00,108.00,3814.00,-1852.00,676.00,-688.00,-1840.00,-520.00,-276.00,-244.00,-282.00,437.00,9433.00,-467.00,7163.00,4988.00,2175.00,8654.00,-2083.00,-870.00,-120.00,-440.00,339.00,-65.00,-281.00,267.00,22.00,0.00,-592.00,130.00,-856.00,986.00,-3094.00
1983:Q4,8380.00,-7404.00,-12901.00,0.00,-26.00,5523.00,15125.00,-11315.00,704.00,25736.00,501.00,468.00,33.00,-211.00,369.00,8380.00,-2803.00,18334.00,16064.00,2270.00,-25657.00,1495.00,2655.00,-71.00,1291.00,144.00,239.00,665.00,142.00,25.00,0.00,220.00,2637.00,1146.00,1491.00,11719.00
1984:Q1,-4496.00,578.00,63.00,0.00,48.00,467.00,-5064.00,1519.00,-269.00,-6314.00,-93.00,140.00,-233.00,-160.00,243.00,-4496.00,-14970.00,13849.00,12918.00,931.00,2027.00,1814.00,-1008.00,77.00,-1172.00,347.00,223.00,-292.00,-1.00,-275.00,0.00,85.00,-103.00,-81.00,-22.00,-6105.00
1984:Q2,12032.00,6229.00,733.00,0.00,-97.00,5593.00,5212.00,-1000.00,205.00,6007.00,190.00,160.00,30.00,-140.00,541.00,12032.00,8629.00,-4197.00,-5242.00,1045.00,67.00,2397.00,741.00,186.00,6.00,403.00,167.00,279.00,-101.00,2.00,0.00,-201.00,1694.00,268.00,1426.00,2701.00
1984:Q3,6812.00,4027.00,4059.00,0.00,-26.00,-6.00,3150.00,12678.00,58.00,-9586.00,-759.00,-518.00,-241.00,-103.00,497.00,6812.00,-2106.00,872.00,-511.00,1383.00,15705.00,-2271.00,275.00,167.00,-116.00,-13.00,213.00,-330.00,289.00,102.00,0.00,-37.00,-96.00,-486.00,390.00,-5567.00
1984:Q4,32563.00,-557.00,-3150.00,0.00,36.00,2557.00,33329.00,-9172.00,2988.00,39513.00,-372.00,-625.00,253.00,-51.00,214.00,32563.00,21887.00,7662.00,5976.00,1686.00,-12534.00,3091.00,1875.00,60.00,1949.00,-169.00,-4.00,-626.00,394.00,-145.00,0.00,416.00,3001.00,2399.00,602.00,7581.00
1985:Q1,-27403.00,-650.00,-2212.00,0.00,-28.00,1590.00,-27682.00,-1907.00,-1902.00,-23873.00,276.00,430.00,-154.00,13.00,640.00,-27403.00,-3545.00,-10004.00,-12316.00,2312.00,-4563.00,-2773.00,-2431.00,314.00,-1888.00,239.00,340.00,-1132.00,-402.00,65.00,0.00,33.00,-1259.00,-1500.00,241.00,-2828.00
1985:Q2,38128.00,6208.00,259.00,0.00,45.00,5904.00,30541.00,10365.00,992.00,19184.00,253.00,269.00,-16.00,79.00,1047.00,38128.00,8376.00,8760.00,6153.00,2607.00,10378.00,3122.00,4034.00,430.00,495.00,245.00,547.00,2021.00,203.00,279.00,0.00,-186.00,2575.00,1306.00,1269.00,883.00
1985:Q3,20197.00,344.00,844.00,0.00,285.00,-785.00,17984.00,-7352.00,578.00,24758.00,1153.00,643.00,510.00,107.00,609.00,20197.00,13138.00,13820.00,10522.00,3298.00,-6337.00,-1249.00,1170.00,365.00,474.00,40.00,-390.00,-1266.00,861.00,637.00,0.00,449.00,2445.00,1506.00,939.00,-2791.00
1985:Q4,52871.00,10693.00,5181.00,0.00,-184.00,5696.00,40804.00,9145.00,364.00,31295.00,429.00,0.00,429.00,95.00,850.00,52871.00,-159.00,24896.00,18882.00,6014.00,13513.00,1971.00,4766.00,85.00,1418.00,-540.00,-145.00,1776.00,121.00,-24.00,0.00,2075.00,1047.00,180.00,867.00,6837.00
