1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2003:Q1,951166.00,30192.00,13695.00,3388.00,595247.00,13035.00,73771.00,113445.00,191998.00,202998.00,1984.00,144346.00,3061.00,79291.00,79962.00,0.00,629802.00,3458.00,0.00,-2501.00,61173.00,567672.00,0.00,567672.00
2003:Q2,996629.00,36142.00,15015.00,3644.00,612918.00,14288.00,78143.00,113266.00,200697.00,206524.00,1925.00,159170.00,3738.00,81630.00,82447.00,0.00,646137.00,6309.00,0.00,-1322.00,62344.00,578806.00,0.00,578806.00
2003:Q3,1022019.00,35113.00,14763.00,3575.00,632633.00,13972.00,81889.00,113863.00,211241.00,211668.00,1917.00,163059.00,4194.00,82268.00,84497.00,0.00,661924.00,3112.00,0.00,-143.00,61920.00,597035.00,0.00,597035.00
2003:Q4,1059262.00,34573.00,14336.00,3246.00,658406.00,13701.00,86245.00,115408.00,224198.00,218854.00,2081.00,177924.00,4745.00,79345.00,84606.00,0.00,670394.00,2134.00,0.00,1036.00,68233.00,598991.00,0.00,598991.00
2004:Q1,1096218.00,31110.00,13405.00,3465.00,684734.00,12065.00,90437.00,116365.00,237637.00,228230.00,2140.00,183151.00,5152.00,82370.00,90691.00,0.00,683153.00,1224.00,0.00,3327.00,68996.00,609606.00,0.00,609606.00
2004:Q2,1119193.00,31081.00,12117.00,3568.00,699936.00,10150.00,92775.00,115266.00,247660.00,234085.00,2218.00,185735.00,5444.00,85290.00,93804.00,0.00,693959.00,2598.00,0.00,1087.00,67734.00,622540.00,0.00,622540.00
2004:Q3,1153255.00,34459.00,13185.00,4024.00,724558.00,10504.00,100428.00,114266.00,258696.00,240664.00,2350.00,185655.00,5654.00,86434.00,96936.00,0.00,713179.00,1297.00,0.00,-1706.00,66247.00,647341.00,0.00,647341.00
2004:Q4,1159147.00,25852.00,13433.00,2028.00,744027.00,12313.00,106551.00,112131.00,267778.00,245254.00,2430.00,195528.00,6312.00,79627.00,89910.00,0.00,710945.00,1156.00,0.00,1506.00,61425.00,646858.00,0.00,646858.00
2005:Q1,1180135.00,24044.00,13556.00,2405.00,768415.00,13205.00,108046.00,114564.00,280909.00,251691.00,2473.00,189608.00,6351.00,82218.00,90944.00,121.00,726673.00,1862.00,661.00,5939.00,64296.00,653915.00,0.00,653915.00
2005:Q2,1203750.00,23266.00,12923.00,3002.00,779786.00,13051.00,106427.00,115340.00,290415.00,254553.00,2534.00,192273.00,6550.00,84973.00,98333.00,110.00,731188.00,1768.00,663.00,3548.00,61851.00,663358.00,0.00,663358.00
2005:Q3,1241013.00,23077.00,13006.00,2531.00,809665.00,14904.00,108096.00,118324.00,305977.00,262364.00,2660.00,197344.00,6950.00,84933.00,100737.00,110.00,747966.00,1173.00,672.00,-3812.00,59477.00,690456.00,0.00,690456.00
2005:Q4,1246427.00,21007.00,12782.00,2667.00,816539.00,15817.00,106870.00,117936.00,313165.00,262751.00,2730.00,198054.00,7214.00,82074.00,103250.00,110.00,759701.00,1305.00,690.00,-1553.00,60083.00,699176.00,0.00,699176.00
2006:Q1,1274013.00,28692.00,12201.00,2129.00,827903.00,15229.00,105733.00,119502.00,319981.00,267458.00,2746.00,202617.00,8783.00,84102.00,104736.00,104.00,774842.00,1294.00,695.00,6281.00,64467.00,702105.00,0.00,702105.00
2006:Q2,1286376.00,36606.00,11177.00,1659.00,834544.00,13989.00,103309.00,120566.00,325579.00,271101.00,2855.00,198930.00,9870.00,86015.00,104627.00,93.00,778811.00,1259.00,688.00,2159.00,64996.00,709709.00,0.00,709709.00
2006:Q3,1313334.00,41365.00,12026.00,2930.00,843191.00,13643.00,105710.00,120982.00,329525.00,273331.00,2912.00,206767.00,11351.00,85155.00,107550.00,87.00,790739.00,1340.00,669.00,4317.00,67607.00,716806.00,0.00,716806.00
2006:Q4,1335871.00,29919.00,13498.00,1925.00,860606.00,16396.00,109985.00,122015.00,335223.00,276987.00,3454.00,220968.00,12976.00,86976.00,105468.00,81.00,826926.00,1198.00,631.00,9437.00,99896.00,715764.00,0.00,715764.00
2007:Q1,1352537.00,31714.00,16424.00,2879.00,864828.00,16038.00,101644.00,123234.00,344154.00,279758.00,3558.00,223718.00,12693.00,86976.00,109672.00,75.00,829617.00,572.00,625.00,12558.00,92940.00,722922.00,0.00,722922.00
2007:Q2,1374738.00,32983.00,16668.00,3615.00,862787.00,13172.00,89303.00,124464.00,353291.00,282557.00,4056.00,237860.00,12802.00,89585.00,114316.00,66.00,841106.00,819.00,627.00,10673.00,98836.00,730151.00,0.00,730151.00
2007:Q3,1398973.00,45187.00,18086.00,4093.00,865750.00,12179.00,79839.00,125707.00,362641.00,285384.00,4299.00,243101.00,12525.00,88689.00,117121.00,122.00,855848.00,627.00,1379.00,10612.00,105777.00,737453.00,0.00,737453.00
2007:Q4,1385938.00,42698.00,20661.00,3613.00,864558.00,13280.00,71278.00,125800.00,371300.00,282900.00,4770.00,231277.00,11728.00,85425.00,121095.00,113.00,819999.00,515.00,1366.00,6997.00,76649.00,734472.00,0.00,734472.00
2008:Q1,1373360.00,41844.00,26020.00,1879.00,867271.00,18624.00,71973.00,123015.00,374363.00,279296.00,4865.00,211224.00,10758.00,86279.00,123111.00,109.00,830520.00,2208.00,1395.00,5948.00,79152.00,741817.00,0.00,741817.00
2008:Q2,1369157.00,40589.00,26992.00,2915.00,862003.00,17647.00,69502.00,120482.00,378124.00,276248.00,5011.00,208231.00,10527.00,87142.00,125626.00,121.00,839410.00,2425.00,1500.00,-2990.00,86240.00,752235.00,0.00,752235.00
2008:Q3,1357397.00,43430.00,26320.00,2685.00,849651.00,16748.00,66004.00,116998.00,378885.00,271016.00,4660.00,205754.00,9346.00,87142.00,128255.00,154.00,857898.00,1847.00,2201.00,-2721.00,89291.00,767280.00,0.00,767280.00
2008:Q4,1305674.00,27921.00,32779.00,4412.00,848454.00,19103.00,65637.00,114273.00,381938.00,267503.00,4954.00,190122.00,7573.00,86679.00,102612.00,168.00,795000.00,2369.00,2736.00,-21109.00,51150.00,759854.00,0.00,759854.00
2009:Q1,1279325.00,25960.00,33179.00,4397.00,850829.00,17462.00,71369.00,113762.00,375729.00,272507.00,4992.00,161547.00,7228.00,87389.00,103666.00,138.00,777496.00,774.00,2233.00,-24233.00,40875.00,757847.00,0.00,757847.00
2009:Q2,1315859.00,33909.00,29089.00,5329.00,856747.00,12143.00,75778.00,114520.00,373584.00,280722.00,5032.00,184023.00,8152.00,87291.00,106140.00,147.00,783616.00,717.00,2275.00,-20534.00,43798.00,757360.00,0.00,757360.00
2009:Q3,1360771.00,33581.00,28298.00,6134.00,865955.00,9228.00,81491.00,115205.00,371026.00,289005.00,4790.00,215807.00,9132.00,85377.00,111566.00,131.00,795040.00,683.00,1956.00,-14491.00,48724.00,758168.00,0.00,758168.00
2009:Q4,1380367.00,27618.00,29575.00,4533.00,882276.00,9825.00,88547.00,116218.00,369382.00,298304.00,4446.00,215570.00,9519.00,82953.00,123745.00,132.00,806518.00,632.00,2186.00,-15787.00,64653.00,754834.00,0.00,754834.00
2010:Q1,1381742.00,28273.00,25277.00,8278.00,882551.00,11094.00,87123.00,116108.00,364018.00,304208.00,4267.00,212384.00,9725.00,84813.00,126142.00,32.00,807003.00,472.00,522.00,-12643.00,64720.00,753932.00,0.00,753932.00
2010:Q2,1364751.00,37104.00,24608.00,6066.00,882995.00,10368.00,87668.00,115998.00,358732.00,310229.00,4248.00,189455.00,8933.00,86741.00,124524.00,77.00,810458.00,649.00,1221.00,-19090.00,67086.00,760592.00,0.00,760592.00
2010:Q3,1389752.00,39327.00,27936.00,5880.00,887931.00,11770.00,90381.00,115888.00,353523.00,316369.00,4229.00,200580.00,9576.00,87064.00,127147.00,82.00,819340.00,528.00,1268.00,-15688.00,68181.00,765051.00,0.00,765051.00
2010:Q4,1360500.00,32631.00,25609.00,3801.00,886436.00,7890.00,91747.00,115778.00,348390.00,322631.00,4139.00,214782.00,10164.00,83796.00,99093.00,49.00,823978.00,1455.00,773.00,-10142.00,70717.00,761175.00,0.00,761175.00
2011:Q1,1370089.00,33824.00,27718.00,3113.00,891149.00,8540.00,93264.00,116791.00,342312.00,330242.00,4090.00,218152.00,10348.00,84414.00,97232.00,49.00,828856.00,3293.00,776.00,-7937.00,72040.00,760684.00,0.00,760684.00
2011:Q2,1366438.00,35607.00,26116.00,2720.00,885935.00,8046.00,91931.00,116887.00,333696.00,335375.00,4346.00,215863.00,10137.00,88211.00,97452.00,51.00,834838.00,3349.00,865.00,-13109.00,69822.00,773911.00,0.00,773911.00
2011:Q3,1341328.00,25672.00,23568.00,2539.00,886003.00,5261.00,90719.00,118052.00,328270.00,343701.00,4591.00,199736.00,8825.00,88720.00,101620.00,54.00,834962.00,3236.00,930.00,-19381.00,68780.00,781397.00,0.00,781397.00
2011:Q4,1380682.00,24087.00,20047.00,2439.00,921860.00,8754.00,96366.00,122668.00,330998.00,363074.00,4931.00,220821.00,9063.00,87191.00,90204.00,39.00,859696.00,3126.00,878.00,-14549.00,73876.00,796365.00,0.00,796365.00
2012:Q1,1402913.00,29149.00,17902.00,2210.00,917073.00,7290.00,94546.00,119987.00,329166.00,366084.00,5175.00,244321.00,10357.00,91132.00,85539.00,55.00,875004.00,3053.00,1280.00,-8037.00,71995.00,806713.00,17087.00,789626.00
2012:Q2,1398434.00,29285.00,18987.00,1566.00,914360.00,7210.00,92816.00,117437.00,327548.00,369349.00,5385.00,239460.00,10465.00,92033.00,86838.00,55.00,889397.00,1897.00,1348.00,-13222.00,88575.00,810799.00,19694.00,791105.00
2012:Q3,1422117.00,32942.00,22149.00,1660.00,915463.00,7844.00,91380.00,115326.00,327026.00,373887.00,5513.00,252283.00,11299.00,94481.00,86275.00,52.00,887717.00,1806.00,1275.00,-8743.00,87513.00,805866.00,14358.00,791508.00
2012:Q4,1442700.00,36427.00,22292.00,1670.00,922156.00,7366.00,89684.00,114318.00,328101.00,382687.00,5626.00,252174.00,11845.00,91989.00,98468.00,53.00,864062.00,2100.00,1254.00,-10772.00,58107.00,813373.00,11246.00,802127.00
2013:Q1,1465478.00,31727.00,21256.00,1918.00,927595.00,7378.00,90475.00,112986.00,327817.00,388939.00,5839.00,267504.00,12569.00,94006.00,103009.00,55.00,869809.00,2704.00,1392.00,-3166.00,63975.00,804904.00,5087.00,799817.00
2013:Q2,1477338.00,30582.00,18056.00,1764.00,930135.00,6583.00,89505.00,111609.00,327358.00,395080.00,6553.00,272621.00,12772.00,96618.00,108179.00,58.00,874441.00,1476.00,1496.00,-5193.00,65795.00,810867.00,5099.00,805768.00
2013:Q3,1499899.00,30556.00,18126.00,1665.00,936493.00,6942.00,91333.00,110216.00,326802.00,401200.00,7004.00,280862.00,13461.00,98318.00,113349.00,65.00,880473.00,1645.00,1550.00,-2524.00,66531.00,813271.00,5292.00,807979.00
2013:Q4,1537763.00,29699.00,20142.00,1684.00,950779.00,8058.00,96091.00,109459.00,326393.00,410778.00,7932.00,310351.00,14811.00,95241.00,107005.00,119.00,869094.00,1492.00,2073.00,8357.00,44119.00,813053.00,5215.00,807838.00
2014:Q1,1544231.00,33419.00,17654.00,1780.00,946799.00,7203.00,94726.00,107918.00,323797.00,413155.00,8250.00,312785.00,15300.00,100068.00,108047.00,129.00,870869.00,1137.00,2244.00,10182.00,43303.00,814003.00,4675.00,809328.00
2014:Q2,1561324.00,34787.00,18987.00,1630.00,949946.00,7899.00,98147.00,106491.00,321502.00,415907.00,8776.00,318603.00,16026.00,103871.00,108578.00,120.00,878174.00,1253.00,2071.00,9471.00,42806.00,822573.00,5139.00,817434.00
2014:Q3,1574952.00,35659.00,19356.00,1653.00,959868.00,8212.00,101171.00,106018.00,322064.00,422403.00,9345.00,319103.00,16171.00,103369.00,110303.00,125.00,888111.00,1109.00,2139.00,10213.00,45373.00,829277.00,5079.00,824198.00
2014:Q4,1592599.00,35566.00,18286.00,1750.00,970605.00,7916.00,102442.00,106151.00,322146.00,431950.00,9947.00,325359.00,16823.00,100783.00,113356.00,124.00,909252.00,1045.00,2176.00,10303.00,67896.00,827832.00,5295.00,822537.00
2015:Q1,1588077.00,35405.00,18896.00,1737.00,963378.00,8076.00,100879.00,103510.00,322029.00,428884.00,10420.00,320403.00,17487.00,106100.00,114124.00,127.00,906611.00,1136.00,2233.00,10649.00,67554.00,825039.00,3911.00,821128.00
2015:Q2,1590716.00,30380.00,19471.00,1720.00,966933.00,8214.00,100173.00,102107.00,325652.00,430787.00,10927.00,316954.00,17722.00,109329.00,117150.00,130.00,910327.00,1136.00,2127.00,5923.00,67732.00,833409.00,4611.00,828798.00
2015:Q3,1582667.00,34206.00,20639.00,1751.00,966360.00,8596.00,99778.00,100168.00,327502.00,430316.00,11493.00,303002.00,16772.00,110714.00,117604.00,126.00,918150.00,1294.00,2093.00,69.00,70990.00,843704.00,4810.00,838894.00
2015:Q4,1589428.00,32655.00,21468.00,1750.00,968273.00,8826.00,99202.00,98584.00,330427.00,431234.00,12340.00,316802.00,17411.00,106814.00,111780.00,135.00,925457.00,1422.00,2306.00,2092.00,77034.00,842603.00,4534.00,838069.00
2016:Q1,1598574.00,30701.00,20629.00,1682.00,974917.00,8483.00,99262.00,99438.00,333025.00,434709.00,13350.00,316213.00,17701.00,111017.00,112236.00,128.00,960365.00,1638.00,2240.00,3413.00,104095.00,848979.00,4021.00,844958.00
2016:Q2,1600840.00,34875.00,20672.00,1685.00,972364.00,8499.00,99092.00,99244.00,332092.00,433437.00,13780.00,311947.00,17737.00,114369.00,113221.00,190.00,962379.00,1880.00,3477.00,-704.00,104106.00,853620.00,4395.00,849225.00
