1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1986:Q2,224706.00,0.00,2566.00,11385.00,16536.00,1029.00,5497.00,2078.00,0.00,7932.00,185446.00,156824.00,22035.00,6587.00,80.00,8693.00,300625.00,77096.00,45236.00,31860.00,8045.00,4216.00,112310.00,37648.00,24954.00,11967.00,24389.00,18861.00,5528.00
1986:Q3,241026.00,0.00,1965.00,11650.00,19896.00,1095.00,6298.00,2378.00,0.00,10125.00,196240.00,164570.00,24677.00,6993.00,85.00,11190.00,328398.00,81184.00,46357.00,34827.00,7660.00,4120.00,124549.00,38410.00,27909.00,12669.00,31897.00,24477.00,7420.00
1986:Q4,265890.00,0.00,2606.00,13994.00,21848.00,1026.00,6876.00,2589.00,0.00,11357.00,216728.00,184276.00,23777.00,8675.00,97.00,10617.00,349579.00,85387.00,45932.00,39455.00,8253.00,7143.00,138663.00,36937.00,27240.00,12394.00,33562.00,26850.00,6712.00
1987:Q1,274925.00,0.00,2234.00,14992.00,25532.00,1698.00,8194.00,2584.00,0.00,13056.00,220147.00,187495.00,24291.00,8361.00,105.00,11915.00,353805.00,87806.00,46514.00,41292.00,7474.00,9073.00,134709.00,38898.00,27218.00,12793.00,35834.00,27370.00,8464.00
1987:Q2,280634.00,0.00,2796.00,10278.00,26168.00,1213.00,7169.00,2917.00,0.00,14869.00,229901.00,190610.00,29514.00,9777.00,110.00,11381.00,370752.00,80426.00,35932.00,44494.00,7568.00,6644.00,149112.00,43304.00,32669.00,12227.00,38802.00,30929.00,7873.00
1987:Q3,291375.00,0.00,2701.00,12264.00,26589.00,1344.00,7495.00,3540.00,0.00,14210.00,235610.00,193935.00,30440.00,11235.00,101.00,14110.00,391530.00,90811.00,46845.00,43966.00,7936.00,6560.00,159679.00,38159.00,32394.00,13158.00,42833.00,32855.00,9978.00
1987:Q4,307310.00,0.00,2190.00,14966.00,27186.00,2216.00,6493.00,3832.00,0.00,14645.00,249233.00,205063.00,30249.00,13921.00,7.00,13728.00,399004.00,91888.00,48859.00,43029.00,7647.00,7772.00,165844.00,33636.00,33830.00,14354.00,44033.00,34073.00,9960.00
1988:Q1,306365.00,0.00,2130.00,12368.00,27995.00,1616.00,7502.00,3983.00,0.00,14894.00,246705.00,201470.00,29276.00,15959.00,6.00,17161.00,404726.00,87155.00,44989.00,42166.00,8175.00,7457.00,156189.00,45894.00,32744.00,15522.00,51590.00,38721.00,12869.00
1988:Q2,318206.00,0.00,1290.00,14470.00,28111.00,1489.00,7390.00,4281.00,0.00,14951.00,257576.00,209544.00,30169.00,17863.00,14.00,16745.00,423816.00,90274.00,48188.00,42086.00,8979.00,7627.00,158491.00,53843.00,33269.00,15784.00,55549.00,42946.00,12603.00
1988:Q3,312208.00,0.00,1361.00,12830.00,27697.00,1441.00,7328.00,4599.00,0.00,14329.00,252546.00,203353.00,29238.00,19955.00,14.00,17760.00,422180.00,83666.00,38559.00,45107.00,8715.00,8224.00,165690.00,47976.00,32532.00,15685.00,59692.00,45603.00,14089.00
1988:Q4,336364.00,0.00,1074.00,17974.00,27218.00,1749.00,6610.00,4922.00,0.00,13937.00,271662.00,218611.00,30988.00,22063.00,6.00,18430.00,450586.00,96835.00,52571.00,44264.00,8662.00,8302.00,181776.00,42449.00,34360.00,16906.00,61296.00,46871.00,14425.00
1989:Q1,329846.00,0.00,1020.00,11746.00,26331.00,1812.00,6196.00,5597.00,0.00,12726.00,269443.00,218586.00,27244.00,23613.00,7.00,21299.00,450811.00,86751.00,43667.00,43084.00,8444.00,9120.00,189971.00,40720.00,30500.00,17901.00,67404.00,50758.00,16646.00
1989:Q2,326074.00,0.00,1383.00,10822.00,26558.00,2014.00,5790.00,5978.00,0.00,12776.00,266516.00,211092.00,29870.00,25554.00,8.00,20787.00,446113.00,74730.00,31459.00,43271.00,8531.00,8704.00,186488.00,50291.00,33087.00,17976.00,66306.00,49358.00,16948.00
1989:Q3,342860.00,0.00,917.00,16310.00,27380.00,2339.00,5816.00,5185.00,0.00,14040.00,273712.00,213966.00,31829.00,27917.00,8.00,24533.00,449030.00,76593.00,31853.00,44740.00,9250.00,9239.00,187053.00,46149.00,34250.00,18544.00,67952.00,47152.00,20800.00
1989:Q4,352717.00,0.00,1035.00,16073.00,28757.00,2111.00,6432.00,5222.00,0.00,14992.00,284322.00,220089.00,34044.00,30189.00,8.00,22522.00,462958.00,74020.00,26543.00,47477.00,8389.00,12000.00,200530.00,45460.00,35386.00,18638.00,68535.00,49482.00,19053.00
1990:Q1,345671.00,0.00,1371.00,13982.00,33358.00,2158.00,8933.00,5902.00,0.00,16365.00,273917.00,208409.00,29747.00,35761.00,8.00,23035.00,453571.00,73233.00,27595.00,45638.00,8993.00,9395.00,186352.00,57384.00,33173.00,19312.00,65729.00,46650.00,19079.00
1990:Q2,355748.00,0.00,1033.00,15890.00,34734.00,3179.00,9240.00,6194.00,0.00,16121.00,282124.00,214345.00,29234.00,38545.00,9.00,21958.00,459947.00,63013.00,11287.00,51726.00,8595.00,9791.00,184089.00,77926.00,32955.00,20121.00,63457.00,44250.00,19207.00
1990:Q3,363005.00,0.00,1318.00,17487.00,36644.00,3045.00,10468.00,6541.00,0.00,16590.00,282058.00,213888.00,26844.00,41326.00,8.00,25490.00,469666.00,70639.00,33285.00,37354.00,9212.00,9020.00,184530.00,71113.00,32129.00,20278.00,72745.00,50083.00,22662.00
1990:Q4,376980.00,0.00,1210.00,15423.00,40712.00,4133.00,11424.00,7153.00,0.00,18002.00,294451.00,220614.00,28303.00,45534.00,8.00,25176.00,472462.00,67409.00,23203.00,44206.00,8744.00,11031.00,202763.00,60000.00,34501.00,18442.00,69572.00,47640.00,21932.00
1991:Q1,381682.00,0.00,525.00,12926.00,43913.00,3317.00,14770.00,7942.00,0.00,17884.00,294267.00,222155.00,22983.00,49129.00,4.00,30047.00,468941.00,51520.00,19149.00,32371.00,8285.00,12467.00,213595.00,63434.00,28106.00,18890.00,72644.00,46732.00,25912.00
1991:Q2,392508.00,0.00,424.00,19739.00,42282.00,3151.00,12523.00,8660.00,0.00,17948.00,303415.00,227865.00,23852.00,51698.00,4.00,26644.00,460581.00,38043.00,11525.00,26518.00,8047.00,12632.00,209188.00,79838.00,28010.00,18728.00,66095.00,42634.00,23461.00
1991:Q3,415684.00,0.00,832.00,22211.00,45289.00,2621.00,14412.00,9000.00,0.00,19256.00,316332.00,240145.00,23641.00,52546.00,12.00,31008.00,495808.00,54855.00,25516.00,29339.00,8561.00,13199.00,229002.00,74823.00,26181.00,18976.00,70211.00,44470.00,25741.00
1991:Q4,442063.00,0.00,943.00,23680.00,56884.00,3085.00,20843.00,11151.00,0.00,21805.00,330343.00,253349.00,22695.00,54299.00,27.00,30186.00,513072.00,53746.00,25154.00,28592.00,8946.00,10980.00,243809.00,72090.00,24906.00,24876.00,73719.00,47233.00,26486.00
1992:Q1,428738.00,0.00,791.00,21860.00,55743.00,4239.00,18662.00,11720.00,0.00,21122.00,319558.00,245892.00,19458.00,54208.00,11.00,30775.00,484825.00,34556.00,10441.00,24115.00,8037.00,10433.00,236370.00,73614.00,23137.00,25488.00,73190.00,47688.00,25502.00
1992:Q2,448859.00,0.00,490.00,25572.00,62609.00,4463.00,23598.00,13532.00,0.00,21016.00,329015.00,254924.00,19700.00,54391.00,11.00,31162.00,532845.00,33840.00,14965.00,18875.00,8109.00,11158.00,263782.00,89962.00,22045.00,25985.00,77964.00,51548.00,26416.00
1992:Q3,463711.00,0.00,1227.00,34461.00,64823.00,3166.00,25342.00,13759.00,0.00,22556.00,326213.00,254582.00,18114.00,53517.00,12.00,36975.00,497320.00,38190.00,19151.00,19039.00,8399.00,10453.00,244966.00,66009.00,20142.00,26162.00,82999.00,51706.00,31293.00
1992:Q4,466054.00,0.00,652.00,33827.00,69569.00,3287.00,29591.00,14084.00,0.00,22607.00,328600.00,257870.00,19125.00,51605.00,3.00,33403.00,504900.00,44238.00,23926.00,20312.00,8320.00,11224.00,258638.00,61540.00,21155.00,21238.00,78547.00,51104.00,27443.00
1993:Q1,448355.00,0.00,1174.00,31774.00,74318.00,2074.00,31813.00,17036.00,0.00,23395.00,305990.00,238109.00,17646.00,50235.00,3.00,35096.00,475441.00,41029.00,24007.00,17022.00,8340.00,11296.00,244795.00,58972.00,19304.00,21341.00,70364.00,41999.00,28365.00
1993:Q2,455616.00,0.00,854.00,38094.00,74760.00,2045.00,31673.00,17988.00,0.00,23054.00,304971.00,238964.00,17008.00,48999.00,157.00,36780.00,476980.00,30408.00,13056.00,17352.00,8534.00,11974.00,255784.00,62789.00,18173.00,22569.00,66749.00,38059.00,28690.00
