1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1971:Q1,10594.00,0.00,0.00,0.00,0.00,0.00,0.00,5640.00,5640.00,5464.00,0.00,0.00,164.00,0.00,12.00,0.00,0.00,4954.00,3784.00,1170.00,0.00,0.00,0.00,10594.00,164.00,0.00,0.00,0.00,164.00,0.00,164.00,0.00,0.00,0.00,10418.00,3784.00,3784.00,6634.00,0.00,1170.00,5464.00,0.00,0.00,0.00,0.00,12.00,12.00,0.00,-164.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-164.00,0.00,-4778.00,1856.00,-6634.00,4954.00,-12.00
1971:Q2,11479.00,0.00,0.00,0.00,0.00,0.00,0.00,6444.00,6444.00,6312.00,0.00,0.00,120.00,0.00,12.00,0.00,0.00,5035.00,3840.00,1195.00,0.00,0.00,0.00,11479.00,120.00,0.00,0.00,0.00,120.00,0.00,120.00,0.00,0.00,0.00,11347.00,3840.00,3840.00,7507.00,0.00,1195.00,6312.00,0.00,0.00,0.00,0.00,12.00,12.00,0.00,-120.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-120.00,0.00,-4903.00,2604.00,-7507.00,5035.00,-12.00
1971:Q3,11346.00,0.00,0.00,0.00,0.00,0.00,0.00,5896.00,5896.00,5756.00,0.00,0.00,124.00,0.00,16.00,0.00,0.00,5450.00,4136.00,1314.00,0.00,0.00,0.00,11346.00,124.00,0.00,0.00,0.00,124.00,0.00,124.00,0.00,0.00,0.00,11206.00,4136.00,4136.00,7070.00,0.00,1314.00,5756.00,0.00,0.00,0.00,0.00,16.00,16.00,0.00,-124.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-124.00,0.00,-5310.00,1760.00,-7070.00,5450.00,-16.00
1971:Q4,13565.00,0.00,0.00,0.00,0.00,0.00,0.00,5816.00,5816.00,5644.00,0.00,0.00,148.00,0.00,24.00,0.00,0.00,7749.00,6592.00,1157.00,0.00,0.00,0.00,13565.00,148.00,0.00,0.00,0.00,148.00,0.00,148.00,0.00,0.00,0.00,13393.00,6592.00,6592.00,6801.00,0.00,1157.00,5644.00,0.00,0.00,0.00,0.00,24.00,24.00,0.00,-148.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-148.00,0.00,-7577.00,-776.00,-6801.00,7749.00,-24.00
1972:Q1,13601.00,0.00,0.00,0.00,0.00,0.00,0.00,5864.00,5864.00,5668.00,0.00,0.00,172.00,0.00,24.00,0.00,0.00,7737.00,6400.00,1337.00,0.00,0.00,0.00,13601.00,172.00,0.00,0.00,0.00,172.00,0.00,172.00,0.00,0.00,0.00,13405.00,6400.00,6400.00,7005.00,0.00,1337.00,5668.00,0.00,0.00,0.00,0.00,24.00,24.00,0.00,-172.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-172.00,0.00,-7541.00,-536.00,-7005.00,7737.00,-24.00
1972:Q2,11476.00,0.00,0.00,0.00,0.00,0.00,0.00,5452.00,5452.00,5216.00,0.00,0.00,212.00,0.00,24.00,0.00,0.00,6024.00,4612.00,1412.00,0.00,0.00,0.00,11476.00,212.00,0.00,0.00,0.00,212.00,0.00,212.00,0.00,0.00,0.00,11240.00,4612.00,4612.00,6628.00,0.00,1412.00,5216.00,0.00,0.00,0.00,0.00,24.00,24.00,0.00,-212.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-212.00,0.00,-5788.00,840.00,-6628.00,6024.00,-24.00
1972:Q3,13463.00,0.00,0.00,0.00,0.00,0.00,0.00,7028.00,7028.00,6724.00,0.00,0.00,268.00,0.00,36.00,0.00,0.00,6435.00,4992.00,1443.00,0.00,0.00,0.00,13463.00,268.00,0.00,0.00,0.00,268.00,0.00,268.00,0.00,0.00,0.00,13159.00,4992.00,4992.00,8167.00,0.00,1443.00,6724.00,0.00,0.00,0.00,0.00,36.00,36.00,0.00,-268.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-268.00,0.00,-6131.00,2036.00,-8167.00,6435.00,-36.00
1972:Q4,12880.00,0.00,0.00,0.00,0.00,0.00,0.00,5860.00,5860.00,5700.00,0.00,0.00,124.00,0.00,36.00,0.00,0.00,7020.00,5440.00,1580.00,0.00,0.00,0.00,12880.00,124.00,0.00,0.00,0.00,124.00,0.00,124.00,0.00,0.00,0.00,12720.00,5440.00,5440.00,7280.00,0.00,1580.00,5700.00,0.00,0.00,0.00,0.00,36.00,36.00,0.00,-124.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-124.00,0.00,-6860.00,420.00,-7280.00,7020.00,-36.00
1973:Q1,13188.00,0.00,0.00,0.00,0.00,0.00,0.00,5932.00,5932.00,5740.00,0.00,0.00,156.00,0.00,36.00,0.00,0.00,7256.00,5664.00,1592.00,0.00,0.00,0.00,13188.00,156.00,0.00,0.00,0.00,156.00,0.00,156.00,0.00,0.00,0.00,12996.00,5664.00,5664.00,7332.00,0.00,1592.00,5740.00,0.00,0.00,0.00,0.00,36.00,36.00,0.00,-156.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-156.00,0.00,-7064.00,268.00,-7332.00,7256.00,-36.00
1973:Q2,12508.00,0.00,0.00,0.00,0.00,0.00,0.00,6392.00,6392.00,6208.00,0.00,0.00,148.00,0.00,36.00,0.00,0.00,6116.00,4680.00,1436.00,0.00,0.00,0.00,12508.00,148.00,0.00,0.00,0.00,148.00,0.00,148.00,0.00,0.00,0.00,12324.00,4680.00,4680.00,7644.00,0.00,1436.00,6208.00,0.00,0.00,0.00,0.00,36.00,36.00,0.00,-148.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-148.00,0.00,-5932.00,1712.00,-7644.00,6116.00,-36.00
1973:Q3,11844.00,0.00,0.00,0.00,0.00,0.00,0.00,5532.00,5532.00,5344.00,0.00,0.00,148.00,0.00,40.00,0.00,0.00,6312.00,4812.00,1500.00,0.00,0.00,0.00,11844.00,148.00,0.00,0.00,0.00,148.00,0.00,148.00,0.00,0.00,0.00,11656.00,4812.00,4812.00,6844.00,0.00,1500.00,5344.00,0.00,0.00,0.00,0.00,40.00,40.00,0.00,-148.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-148.00,0.00,-6124.00,720.00,-6844.00,6312.00,-40.00
1973:Q4,12852.00,0.00,0.00,0.00,0.00,0.00,0.00,6132.00,6132.00,5920.00,0.00,0.00,176.00,0.00,36.00,0.00,0.00,6720.00,5212.00,1508.00,0.00,0.00,0.00,12852.00,176.00,0.00,0.00,0.00,176.00,0.00,176.00,0.00,0.00,0.00,12640.00,5212.00,5212.00,7428.00,0.00,1508.00,5920.00,0.00,0.00,0.00,0.00,36.00,36.00,0.00,-176.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-176.00,0.00,-6508.00,920.00,-7428.00,6720.00,-36.00
1974:Q1,14712.00,0.00,0.00,0.00,0.00,0.00,0.00,7992.00,7992.00,7760.00,0.00,0.00,196.00,0.00,36.00,0.00,0.00,6720.00,5240.00,1480.00,0.00,0.00,0.00,14712.00,196.00,0.00,0.00,0.00,196.00,0.00,196.00,0.00,0.00,0.00,14480.00,5240.00,5240.00,9240.00,0.00,1480.00,7760.00,0.00,0.00,0.00,0.00,36.00,36.00,0.00,-196.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-196.00,0.00,-6488.00,2752.00,-9240.00,6720.00,-36.00
1974:Q2,15248.00,0.00,0.00,0.00,0.00,0.00,0.00,8840.00,8840.00,8572.00,0.00,0.00,232.00,0.00,36.00,0.00,0.00,6408.00,4888.00,1520.00,0.00,0.00,0.00,15248.00,232.00,0.00,0.00,0.00,232.00,0.00,232.00,0.00,0.00,0.00,14980.00,4888.00,4888.00,10092.00,0.00,1520.00,8572.00,0.00,0.00,0.00,0.00,36.00,36.00,0.00,-232.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-232.00,0.00,-6140.00,3952.00,-10092.00,6408.00,-36.00
1974:Q3,12908.00,0.00,0.00,0.00,0.00,0.00,0.00,6744.00,6744.00,6496.00,0.00,0.00,212.00,0.00,36.00,0.00,0.00,6164.00,4636.00,1528.00,0.00,0.00,0.00,12908.00,212.00,0.00,0.00,0.00,212.00,0.00,212.00,0.00,0.00,0.00,12660.00,4636.00,4636.00,8024.00,0.00,1528.00,6496.00,0.00,0.00,0.00,0.00,36.00,36.00,0.00,-212.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-212.00,0.00,-5916.00,2108.00,-8024.00,6164.00,-36.00
1974:Q4,14028.00,0.00,0.00,0.00,0.00,0.00,0.00,8128.00,8128.00,7840.00,0.00,0.00,252.00,0.00,36.00,0.00,0.00,5900.00,4416.00,1484.00,0.00,0.00,0.00,14028.00,252.00,0.00,0.00,0.00,252.00,0.00,252.00,0.00,0.00,0.00,13740.00,4416.00,4416.00,9324.00,0.00,1484.00,7840.00,0.00,0.00,0.00,0.00,36.00,36.00,0.00,-252.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-252.00,0.00,-5612.00,3712.00,-9324.00,5900.00,-36.00
1975:Q1,14904.00,0.00,0.00,0.00,0.00,0.00,0.00,8956.00,8956.00,8652.00,0.00,0.00,256.00,0.00,48.00,0.00,0.00,5948.00,4476.00,1472.00,0.00,0.00,0.00,14904.00,256.00,0.00,0.00,0.00,256.00,0.00,256.00,0.00,0.00,0.00,14600.00,4476.00,4476.00,10124.00,0.00,1472.00,8652.00,0.00,0.00,0.00,0.00,48.00,48.00,0.00,-256.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-256.00,0.00,-5644.00,4480.00,-10124.00,5948.00,-48.00
1975:Q2,14565.00,0.00,0.00,0.00,0.00,0.00,0.00,8100.00,8100.00,7804.00,0.00,0.00,236.00,0.00,60.00,0.00,0.00,6465.00,4932.00,1533.00,0.00,0.00,0.00,14565.00,236.00,0.00,0.00,0.00,236.00,0.00,236.00,0.00,0.00,0.00,14269.00,4932.00,4932.00,9337.00,0.00,1533.00,7804.00,0.00,0.00,0.00,0.00,60.00,60.00,0.00,-236.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-236.00,0.00,-6169.00,3168.00,-9337.00,6465.00,-60.00
1975:Q3,17785.00,0.00,0.00,0.00,0.00,0.00,0.00,11068.00,11068.00,10772.00,0.00,0.00,236.00,0.00,60.00,0.00,0.00,6717.00,5144.00,1573.00,0.00,0.00,0.00,17785.00,236.00,0.00,0.00,0.00,236.00,0.00,236.00,0.00,0.00,0.00,17489.00,5144.00,5144.00,12345.00,0.00,1573.00,10772.00,0.00,0.00,0.00,0.00,60.00,60.00,0.00,-236.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-236.00,0.00,-6421.00,5924.00,-12345.00,6717.00,-60.00
1975:Q4,17382.00,0.00,0.00,0.00,0.00,0.00,0.00,10720.00,10720.00,10424.00,0.00,0.00,236.00,0.00,60.00,0.00,0.00,6662.00,4996.00,1666.00,0.00,0.00,0.00,17382.00,236.00,0.00,0.00,0.00,236.00,0.00,236.00,0.00,0.00,0.00,17086.00,4996.00,4996.00,12090.00,0.00,1666.00,10424.00,0.00,0.00,0.00,0.00,60.00,60.00,0.00,-236.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-236.00,0.00,-6366.00,5724.00,-12090.00,6662.00,-60.00
1976:Q1,17114.00,0.00,0.00,0.00,0.00,0.00,0.00,10308.00,10308.00,10012.00,0.00,0.00,236.00,0.00,60.00,0.00,0.00,6806.00,5220.00,1586.00,0.00,0.00,0.00,17114.00,236.00,0.00,0.00,0.00,236.00,0.00,236.00,0.00,0.00,0.00,16818.00,5220.00,5220.00,11598.00,0.00,1586.00,10012.00,0.00,0.00,0.00,0.00,60.00,60.00,0.00,-236.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-236.00,0.00,-6510.00,5088.00,-11598.00,6806.00,-60.00
1976:Q2,17077.00,0.00,0.00,0.00,0.00,0.00,0.00,10012.00,10012.00,9760.00,0.00,0.00,204.00,0.00,48.00,0.00,0.00,7065.00,5496.00,1569.00,0.00,0.00,0.00,17077.00,204.00,0.00,0.00,0.00,204.00,0.00,204.00,0.00,0.00,0.00,16825.00,5496.00,5496.00,11329.00,0.00,1569.00,9760.00,0.00,0.00,0.00,0.00,48.00,48.00,0.00,-204.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-204.00,0.00,-6813.00,4516.00,-11329.00,7065.00,-48.00
1976:Q3,17993.00,0.00,0.00,0.00,0.00,0.00,0.00,10820.00,10820.00,10592.00,0.00,0.00,180.00,0.00,48.00,0.00,0.00,7173.00,5492.00,1681.00,0.00,0.00,0.00,17993.00,180.00,0.00,0.00,0.00,180.00,0.00,180.00,0.00,0.00,0.00,17765.00,5492.00,5492.00,12273.00,0.00,1681.00,10592.00,0.00,0.00,0.00,0.00,48.00,48.00,0.00,-180.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-180.00,0.00,-6945.00,5328.00,-12273.00,7173.00,-48.00
1976:Q4,19228.00,0.00,0.00,0.00,0.00,0.00,0.00,11328.00,11328.00,11108.00,0.00,0.00,172.00,0.00,48.00,0.00,0.00,7900.00,6124.00,1776.00,0.00,0.00,0.00,19228.00,172.00,0.00,0.00,0.00,172.00,0.00,172.00,0.00,0.00,0.00,19008.00,6124.00,6124.00,12884.00,0.00,1776.00,11108.00,0.00,0.00,0.00,0.00,48.00,48.00,0.00,-172.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-172.00,0.00,-7680.00,5204.00,-12884.00,7900.00,-48.00
1977:Q1,25042.00,0.00,0.00,0.00,0.00,0.00,0.00,10880.00,10880.00,10716.00,0.00,0.00,112.00,0.00,52.00,0.00,0.00,14162.00,12028.00,2134.00,0.00,0.00,0.00,25042.00,112.00,0.00,0.00,0.00,112.00,0.00,112.00,0.00,0.00,0.00,24878.00,12028.00,12028.00,12850.00,0.00,2134.00,10716.00,0.00,0.00,0.00,0.00,52.00,52.00,0.00,-112.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-112.00,0.00,-13998.00,-1148.00,-12850.00,14162.00,-52.00
1977:Q2,18810.00,0.00,0.00,0.00,0.00,0.00,0.00,10936.00,10936.00,10652.00,0.00,0.00,224.00,0.00,60.00,0.00,0.00,7874.00,5488.00,2386.00,0.00,0.00,0.00,18810.00,224.00,0.00,0.00,0.00,224.00,0.00,224.00,0.00,0.00,0.00,18526.00,5488.00,5488.00,13038.00,0.00,2386.00,10652.00,0.00,0.00,0.00,0.00,60.00,60.00,0.00,-224.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-224.00,0.00,-7590.00,5448.00,-13038.00,7874.00,-60.00
1977:Q3,19709.00,0.00,0.00,0.00,0.00,0.00,0.00,12056.00,12056.00,11804.00,0.00,0.00,180.00,0.00,72.00,0.00,0.00,7653.00,5688.00,1965.00,0.00,0.00,0.00,19709.00,180.00,0.00,0.00,0.00,180.00,0.00,180.00,0.00,0.00,0.00,19457.00,5688.00,5688.00,13769.00,0.00,1965.00,11804.00,0.00,0.00,0.00,0.00,72.00,72.00,0.00,-180.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-180.00,0.00,-7401.00,6368.00,-13769.00,7653.00,-72.00
1977:Q4,18315.00,0.00,0.00,0.00,0.00,0.00,0.00,10900.00,10900.00,10700.00,0.00,0.00,128.00,0.00,72.00,0.00,0.00,7415.00,5424.00,1991.00,0.00,0.00,0.00,18315.00,128.00,0.00,0.00,0.00,128.00,0.00,128.00,0.00,0.00,0.00,18115.00,5424.00,5424.00,12691.00,0.00,1991.00,10700.00,0.00,0.00,0.00,0.00,72.00,72.00,0.00,-128.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-128.00,0.00,-7215.00,5476.00,-12691.00,7415.00,-72.00
1978:Q1,18364.00,0.00,0.00,0.00,0.00,0.00,0.00,11196.00,11196.00,10968.00,0.00,0.00,144.00,0.00,84.00,0.00,0.00,7168.00,5296.00,1872.00,0.00,0.00,0.00,18364.00,144.00,0.00,0.00,0.00,144.00,0.00,144.00,0.00,0.00,0.00,18136.00,5296.00,5296.00,12840.00,0.00,1872.00,10968.00,0.00,0.00,0.00,0.00,84.00,84.00,0.00,-144.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-144.00,0.00,-6940.00,5900.00,-12840.00,7168.00,-84.00
1978:Q2,18876.00,0.00,0.00,0.00,0.00,0.00,0.00,11780.00,11780.00,11528.00,0.00,0.00,168.00,0.00,84.00,0.00,0.00,7096.00,5144.00,1952.00,0.00,0.00,0.00,18876.00,168.00,0.00,0.00,0.00,168.00,0.00,168.00,0.00,0.00,0.00,18624.00,5144.00,5144.00,13480.00,0.00,1952.00,11528.00,0.00,0.00,0.00,0.00,84.00,84.00,0.00,-168.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-168.00,0.00,-6844.00,6636.00,-13480.00,7096.00,-84.00
1978:Q3,19368.00,0.00,0.00,0.00,0.00,0.00,0.00,12172.00,12172.00,11908.00,0.00,0.00,180.00,0.00,84.00,0.00,0.00,7196.00,5140.00,2056.00,0.00,0.00,0.00,19368.00,180.00,0.00,0.00,0.00,180.00,0.00,180.00,0.00,0.00,0.00,19104.00,5140.00,5140.00,13964.00,0.00,2056.00,11908.00,0.00,0.00,0.00,0.00,84.00,84.00,0.00,-180.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-180.00,0.00,-6932.00,7032.00,-13964.00,7196.00,-84.00
1978:Q4,20084.00,0.00,0.00,0.00,0.00,0.00,0.00,12788.00,12788.00,12528.00,0.00,0.00,164.00,0.00,96.00,0.00,0.00,7296.00,5268.00,2028.00,0.00,0.00,0.00,20084.00,164.00,0.00,0.00,0.00,164.00,0.00,164.00,0.00,0.00,0.00,19824.00,5268.00,5268.00,14556.00,0.00,2028.00,12528.00,0.00,0.00,0.00,0.00,96.00,96.00,0.00,-164.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-164.00,0.00,-7036.00,7520.00,-14556.00,7296.00,-96.00
1979:Q1,21336.00,0.00,0.00,0.00,0.00,0.00,0.00,13888.00,13888.00,13592.00,0.00,0.00,200.00,0.00,96.00,0.00,0.00,7448.00,5408.00,2040.00,0.00,0.00,0.00,21336.00,200.00,0.00,0.00,0.00,200.00,0.00,200.00,0.00,0.00,0.00,21040.00,5408.00,5408.00,15632.00,0.00,2040.00,13592.00,0.00,0.00,0.00,0.00,96.00,96.00,0.00,-200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-200.00,0.00,-7152.00,8480.00,-15632.00,7448.00,-96.00
1979:Q2,20696.00,0.00,0.00,0.00,0.00,0.00,0.00,13384.00,13384.00,13048.00,0.00,0.00,228.00,0.00,108.00,0.00,0.00,7312.00,5344.00,1968.00,0.00,0.00,0.00,20696.00,228.00,0.00,0.00,0.00,228.00,0.00,228.00,0.00,0.00,0.00,20360.00,5344.00,5344.00,15016.00,0.00,1968.00,13048.00,0.00,0.00,0.00,0.00,108.00,108.00,0.00,-228.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-228.00,0.00,-6976.00,8040.00,-15016.00,7312.00,-108.00
1979:Q3,22132.00,0.00,0.00,0.00,0.00,0.00,0.00,14668.00,14668.00,14292.00,0.00,0.00,268.00,0.00,108.00,0.00,0.00,7464.00,5400.00,2064.00,0.00,0.00,0.00,22132.00,268.00,0.00,0.00,0.00,268.00,0.00,268.00,0.00,0.00,0.00,21756.00,5400.00,5400.00,16356.00,0.00,2064.00,14292.00,0.00,0.00,0.00,0.00,108.00,108.00,0.00,-268.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-268.00,0.00,-7088.00,9268.00,-16356.00,7464.00,-108.00
1979:Q4,24088.00,0.00,0.00,0.00,0.00,0.00,0.00,16148.00,16148.00,15752.00,0.00,0.00,276.00,0.00,120.00,0.00,0.00,7940.00,5824.00,2116.00,0.00,0.00,0.00,24088.00,276.00,0.00,0.00,0.00,276.00,0.00,276.00,0.00,0.00,0.00,23692.00,5824.00,5824.00,17868.00,0.00,2116.00,15752.00,0.00,0.00,0.00,0.00,120.00,120.00,0.00,-276.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-276.00,0.00,-7544.00,10324.00,-17868.00,7940.00,-120.00
1980:Q1,24840.00,0.00,0.00,0.00,0.00,0.00,0.00,16672.00,16672.00,16260.00,0.00,0.00,292.00,0.00,120.00,0.00,0.00,8168.00,6032.00,2136.00,0.00,0.00,0.00,24840.00,292.00,0.00,0.00,0.00,292.00,0.00,292.00,0.00,0.00,0.00,24428.00,6032.00,6032.00,18396.00,0.00,2136.00,16260.00,0.00,0.00,0.00,0.00,120.00,120.00,0.00,-292.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-292.00,0.00,-7756.00,10640.00,-18396.00,8168.00,-120.00
1980:Q2,25664.00,0.00,0.00,0.00,0.00,0.00,0.00,16948.00,16948.00,16536.00,0.00,0.00,284.00,0.00,128.00,0.00,0.00,8716.00,6484.00,2232.00,0.00,0.00,0.00,25664.00,284.00,0.00,0.00,0.00,284.00,0.00,284.00,0.00,0.00,0.00,25252.00,6484.00,6484.00,18768.00,0.00,2232.00,16536.00,0.00,0.00,0.00,0.00,128.00,128.00,0.00,-284.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-284.00,0.00,-8304.00,10464.00,-18768.00,8716.00,-128.00
1980:Q3,25548.00,0.00,0.00,0.00,0.00,0.00,0.00,16252.00,16252.00,15916.00,0.00,0.00,204.00,0.00,132.00,0.00,0.00,9296.00,6964.00,2332.00,0.00,0.00,0.00,25548.00,204.00,0.00,0.00,0.00,204.00,0.00,204.00,0.00,0.00,0.00,25212.00,6964.00,6964.00,18248.00,0.00,2332.00,15916.00,0.00,0.00,0.00,0.00,132.00,132.00,0.00,-204.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-204.00,0.00,-8960.00,9288.00,-18248.00,9296.00,-132.00
1980:Q4,26016.00,0.00,0.00,0.00,0.00,0.00,0.00,17084.00,17084.00,16628.00,0.00,0.00,324.00,0.00,132.00,0.00,0.00,8932.00,6576.00,2356.00,0.00,0.00,0.00,26016.00,324.00,0.00,0.00,0.00,324.00,0.00,324.00,0.00,0.00,0.00,25560.00,6576.00,6576.00,18984.00,0.00,2356.00,16628.00,0.00,0.00,0.00,0.00,132.00,132.00,0.00,-324.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-324.00,0.00,-8476.00,10508.00,-18984.00,8932.00,-132.00
1981:Q1,25060.00,0.00,0.00,0.00,0.00,0.00,0.00,16408.00,16408.00,16092.00,0.00,0.00,188.00,0.00,128.00,0.00,0.00,8652.00,6348.00,2304.00,0.00,0.00,0.00,25060.00,188.00,0.00,0.00,0.00,188.00,0.00,188.00,0.00,0.00,0.00,24744.00,6348.00,6348.00,18396.00,0.00,2304.00,16092.00,0.00,0.00,0.00,0.00,128.00,128.00,0.00,-188.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-188.00,0.00,-8336.00,10060.00,-18396.00,8652.00,-128.00
1981:Q2,25116.00,0.00,0.00,0.00,0.00,0.00,0.00,15992.00,15992.00,15716.00,0.00,0.00,156.00,0.00,120.00,0.00,0.00,9124.00,6724.00,2400.00,0.00,0.00,0.00,25116.00,156.00,0.00,0.00,0.00,156.00,0.00,156.00,0.00,0.00,0.00,24840.00,6724.00,6724.00,18116.00,0.00,2400.00,15716.00,0.00,0.00,0.00,0.00,120.00,120.00,0.00,-156.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-156.00,0.00,-8848.00,9268.00,-18116.00,9124.00,-120.00
1981:Q3,24640.00,0.00,0.00,0.00,0.00,0.00,0.00,15132.00,15132.00,14828.00,0.00,0.00,184.00,0.00,120.00,0.00,0.00,9508.00,7124.00,2384.00,0.00,0.00,0.00,24640.00,184.00,0.00,0.00,0.00,184.00,0.00,184.00,0.00,0.00,0.00,24336.00,7124.00,7124.00,17212.00,0.00,2384.00,14828.00,0.00,0.00,0.00,0.00,120.00,120.00,0.00,-184.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-184.00,0.00,-9204.00,8008.00,-17212.00,9508.00,-120.00
1981:Q4,25176.00,0.00,0.00,0.00,0.00,0.00,0.00,15412.00,15412.00,15012.00,0.00,0.00,280.00,0.00,120.00,0.00,0.00,9764.00,7368.00,2396.00,0.00,0.00,0.00,25176.00,280.00,0.00,0.00,0.00,280.00,0.00,280.00,0.00,0.00,0.00,24776.00,7368.00,7368.00,17408.00,0.00,2396.00,15012.00,0.00,0.00,0.00,0.00,120.00,120.00,0.00,-280.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-280.00,0.00,-9364.00,8044.00,-17408.00,9764.00,-120.00
1982:Q1,25712.00,0.00,0.00,0.00,0.00,0.00,0.00,14236.00,14236.00,13852.00,0.00,0.00,264.00,0.00,120.00,0.00,0.00,11476.00,9028.00,2448.00,0.00,0.00,0.00,25712.00,264.00,0.00,0.00,0.00,264.00,0.00,264.00,0.00,0.00,0.00,25328.00,9028.00,9028.00,16300.00,0.00,2448.00,13852.00,0.00,0.00,0.00,0.00,120.00,120.00,0.00,-264.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-264.00,0.00,-11092.00,5208.00,-16300.00,11476.00,-120.00
1982:Q2,25244.00,0.00,0.00,0.00,0.00,0.00,0.00,14908.00,14908.00,14552.00,0.00,0.00,240.00,0.00,116.00,0.00,0.00,10336.00,7756.00,2580.00,0.00,0.00,0.00,25244.00,240.00,0.00,0.00,0.00,240.00,0.00,240.00,0.00,0.00,0.00,24888.00,7756.00,7756.00,17132.00,0.00,2580.00,14552.00,0.00,0.00,0.00,0.00,116.00,116.00,0.00,-240.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-240.00,0.00,-9980.00,7152.00,-17132.00,10336.00,-116.00
