1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1959:Q2,4276.00,0.00,0.00,0.00,0.00,0.00,0.00,2544.00,2544.00,2504.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,1732.00,1340.00,392.00,0.00,0.00,0.00,4276.00,40.00,0.00,0.00,0.00,40.00,0.00,40.00,0.00,0.00,0.00,4236.00,1340.00,1340.00,2896.00,0.00,392.00,2504.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-40.00,0.00,-1692.00,1204.00,-2896.00,1732.00,0.00
1959:Q3,5618.00,0.00,0.00,0.00,0.00,0.00,0.00,3736.00,3736.00,3676.00,0.00,0.00,60.00,0.00,0.00,0.00,0.00,1882.00,1476.00,406.00,0.00,0.00,0.00,5618.00,60.00,0.00,0.00,0.00,60.00,0.00,60.00,0.00,0.00,0.00,5558.00,1476.00,1476.00,4082.00,0.00,406.00,3676.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-60.00,0.00,-1822.00,2260.00,-4082.00,1882.00,0.00
1959:Q4,4919.00,0.00,0.00,0.00,0.00,0.00,0.00,3004.00,3004.00,2952.00,0.00,0.00,52.00,0.00,0.00,0.00,0.00,1915.00,1492.00,423.00,0.00,0.00,0.00,4919.00,52.00,0.00,0.00,0.00,52.00,0.00,52.00,0.00,0.00,0.00,4867.00,1492.00,1492.00,3375.00,0.00,423.00,2952.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-52.00,0.00,-1863.00,1512.00,-3375.00,1915.00,0.00
1960:Q1,4414.00,0.00,0.00,0.00,0.00,0.00,0.00,2404.00,2404.00,2320.00,0.00,0.00,84.00,0.00,0.00,0.00,0.00,2010.00,1564.00,446.00,0.00,0.00,0.00,4414.00,84.00,0.00,0.00,0.00,84.00,0.00,84.00,0.00,0.00,0.00,4330.00,1564.00,1564.00,2766.00,0.00,446.00,2320.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-84.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-84.00,0.00,-1926.00,840.00,-2766.00,2010.00,0.00
1960:Q2,4963.00,0.00,0.00,0.00,0.00,0.00,0.00,2716.00,2716.00,2616.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,2247.00,1776.00,471.00,0.00,0.00,0.00,4963.00,100.00,0.00,0.00,0.00,100.00,0.00,100.00,0.00,0.00,0.00,4863.00,1776.00,1776.00,3087.00,0.00,471.00,2616.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00,0.00,-2147.00,940.00,-3087.00,2247.00,0.00
1960:Q3,4977.00,0.00,0.00,0.00,0.00,0.00,0.00,2832.00,2832.00,2736.00,0.00,0.00,96.00,0.00,0.00,0.00,0.00,2145.00,1648.00,497.00,0.00,0.00,0.00,4977.00,96.00,0.00,0.00,0.00,96.00,0.00,96.00,0.00,0.00,0.00,4881.00,1648.00,1648.00,3233.00,0.00,497.00,2736.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-96.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-96.00,0.00,-2049.00,1184.00,-3233.00,2145.00,0.00
1960:Q4,5078.00,0.00,0.00,0.00,0.00,0.00,0.00,2512.00,2512.00,2420.00,0.00,0.00,92.00,0.00,0.00,0.00,0.00,2566.00,2048.00,518.00,0.00,0.00,0.00,5078.00,92.00,0.00,0.00,0.00,92.00,0.00,92.00,0.00,0.00,0.00,4986.00,2048.00,2048.00,2938.00,0.00,518.00,2420.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-92.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-92.00,0.00,-2474.00,464.00,-2938.00,2566.00,0.00
1961:Q1,5611.00,0.00,0.00,0.00,0.00,0.00,0.00,3060.00,3060.00,2952.00,0.00,0.00,108.00,0.00,0.00,0.00,0.00,2551.00,1996.00,555.00,0.00,0.00,0.00,5611.00,108.00,0.00,0.00,0.00,108.00,0.00,108.00,0.00,0.00,0.00,5503.00,1996.00,1996.00,3507.00,0.00,555.00,2952.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-108.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-108.00,0.00,-2443.00,1064.00,-3507.00,2551.00,0.00
1961:Q2,5119.00,0.00,0.00,0.00,0.00,0.00,0.00,2728.00,2728.00,2612.00,0.00,0.00,116.00,0.00,0.00,0.00,0.00,2391.00,1832.00,559.00,0.00,0.00,0.00,5119.00,116.00,0.00,0.00,0.00,116.00,0.00,116.00,0.00,0.00,0.00,5003.00,1832.00,1832.00,3171.00,0.00,559.00,2612.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-116.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-116.00,0.00,-2275.00,896.00,-3171.00,2391.00,0.00
1961:Q3,5339.00,0.00,0.00,0.00,0.00,0.00,0.00,2768.00,2768.00,2640.00,0.00,0.00,128.00,0.00,0.00,0.00,0.00,2571.00,2012.00,559.00,0.00,0.00,0.00,5339.00,128.00,0.00,0.00,0.00,128.00,0.00,128.00,0.00,0.00,0.00,5211.00,2012.00,2012.00,3199.00,0.00,559.00,2640.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-128.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-128.00,0.00,-2443.00,756.00,-3199.00,2571.00,0.00
1961:Q4,5383.00,0.00,0.00,0.00,0.00,0.00,0.00,2860.00,2860.00,2720.00,0.00,0.00,140.00,0.00,0.00,0.00,0.00,2523.00,1960.00,563.00,0.00,0.00,0.00,5383.00,140.00,0.00,0.00,0.00,140.00,0.00,140.00,0.00,0.00,0.00,5243.00,1960.00,1960.00,3283.00,0.00,563.00,2720.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-140.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-140.00,0.00,-2383.00,900.00,-3283.00,2523.00,0.00
1962:Q1,5434.00,0.00,0.00,0.00,0.00,0.00,0.00,3016.00,3016.00,2896.00,0.00,0.00,120.00,0.00,0.00,0.00,0.00,2418.00,1868.00,550.00,0.00,0.00,0.00,5434.00,120.00,0.00,0.00,0.00,120.00,0.00,120.00,0.00,0.00,0.00,5314.00,1868.00,1868.00,3446.00,0.00,550.00,2896.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-120.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-120.00,0.00,-2298.00,1148.00,-3446.00,2418.00,0.00
1962:Q2,5887.00,0.00,0.00,0.00,0.00,0.00,0.00,3160.00,3160.00,3040.00,0.00,0.00,120.00,0.00,0.00,0.00,0.00,2727.00,2156.00,571.00,0.00,0.00,0.00,5887.00,120.00,0.00,0.00,0.00,120.00,0.00,120.00,0.00,0.00,0.00,5767.00,2156.00,2156.00,3611.00,0.00,571.00,3040.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-120.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-120.00,0.00,-2607.00,1004.00,-3611.00,2727.00,0.00
1962:Q3,5501.00,0.00,0.00,0.00,0.00,0.00,0.00,2852.00,2852.00,2744.00,0.00,0.00,108.00,0.00,0.00,0.00,0.00,2649.00,2052.00,597.00,0.00,0.00,0.00,5501.00,108.00,0.00,0.00,0.00,108.00,0.00,108.00,0.00,0.00,0.00,5393.00,2052.00,2052.00,3341.00,0.00,597.00,2744.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-108.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-108.00,0.00,-2541.00,800.00,-3341.00,2649.00,0.00
1962:Q4,5998.00,0.00,0.00,0.00,0.00,0.00,0.00,3240.00,3240.00,3084.00,0.00,0.00,156.00,0.00,0.00,0.00,0.00,2758.00,2140.00,618.00,0.00,0.00,0.00,5998.00,156.00,0.00,0.00,0.00,156.00,0.00,156.00,0.00,0.00,0.00,5842.00,2140.00,2140.00,3702.00,0.00,618.00,3084.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-156.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-156.00,0.00,-2602.00,1100.00,-3702.00,2758.00,0.00
1963:Q1,6117.00,0.00,0.00,0.00,0.00,0.00,0.00,3320.00,3320.00,3228.00,0.00,0.00,92.00,0.00,0.00,0.00,0.00,2797.00,2168.00,629.00,0.00,0.00,0.00,6117.00,92.00,0.00,0.00,0.00,92.00,0.00,92.00,0.00,0.00,0.00,6025.00,2168.00,2168.00,3857.00,0.00,629.00,3228.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-92.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-92.00,0.00,-2705.00,1152.00,-3857.00,2797.00,0.00
1963:Q2,6334.00,0.00,0.00,0.00,0.00,0.00,0.00,3428.00,3428.00,3344.00,0.00,0.00,84.00,0.00,0.00,0.00,0.00,2906.00,2268.00,638.00,0.00,0.00,0.00,6334.00,84.00,0.00,0.00,0.00,84.00,0.00,84.00,0.00,0.00,0.00,6250.00,2268.00,2268.00,3982.00,0.00,638.00,3344.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-84.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-84.00,0.00,-2822.00,1160.00,-3982.00,2906.00,0.00
1963:Q3,6714.00,0.00,0.00,0.00,0.00,0.00,0.00,3676.00,3676.00,3584.00,0.00,0.00,92.00,0.00,0.00,0.00,0.00,3038.00,2392.00,646.00,0.00,0.00,0.00,6714.00,92.00,0.00,0.00,0.00,92.00,0.00,92.00,0.00,0.00,0.00,6622.00,2392.00,2392.00,4230.00,0.00,646.00,3584.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-92.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-92.00,0.00,-2946.00,1284.00,-4230.00,3038.00,0.00
1963:Q4,6719.00,0.00,0.00,0.00,0.00,0.00,0.00,3920.00,3920.00,3836.00,0.00,0.00,84.00,0.00,0.00,0.00,0.00,2799.00,2136.00,663.00,0.00,0.00,0.00,6719.00,84.00,0.00,0.00,0.00,84.00,0.00,84.00,0.00,0.00,0.00,6635.00,2136.00,2136.00,4499.00,0.00,663.00,3836.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-84.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-84.00,0.00,-2715.00,1784.00,-4499.00,2799.00,0.00
1964:Q1,6627.00,0.00,0.00,0.00,0.00,0.00,0.00,3676.00,3676.00,3592.00,0.00,0.00,84.00,0.00,0.00,0.00,0.00,2951.00,2264.00,687.00,0.00,0.00,0.00,6627.00,84.00,0.00,0.00,0.00,84.00,0.00,84.00,0.00,0.00,0.00,6543.00,2264.00,2264.00,4279.00,0.00,687.00,3592.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-84.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-84.00,0.00,-2867.00,1412.00,-4279.00,2951.00,0.00
1964:Q2,7341.00,0.00,0.00,0.00,0.00,0.00,0.00,3992.00,3992.00,3920.00,0.00,0.00,72.00,0.00,0.00,0.00,0.00,3349.00,2624.00,725.00,0.00,0.00,0.00,7341.00,72.00,0.00,0.00,0.00,72.00,0.00,72.00,0.00,0.00,0.00,7269.00,2624.00,2624.00,4645.00,0.00,725.00,3920.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-72.00,0.00,-3277.00,1368.00,-4645.00,3349.00,0.00
1964:Q3,7835.00,0.00,0.00,0.00,0.00,0.00,0.00,4408.00,4408.00,4324.00,0.00,0.00,84.00,0.00,0.00,0.00,0.00,3427.00,2668.00,759.00,0.00,0.00,0.00,7835.00,84.00,0.00,0.00,0.00,84.00,0.00,84.00,0.00,0.00,0.00,7751.00,2668.00,2668.00,5083.00,0.00,759.00,4324.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-84.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-84.00,0.00,-3343.00,1740.00,-5083.00,3427.00,0.00
1964:Q4,7673.00,0.00,0.00,0.00,0.00,0.00,0.00,4180.00,4180.00,4096.00,0.00,0.00,84.00,0.00,0.00,0.00,0.00,3493.00,2712.00,781.00,0.00,0.00,0.00,7673.00,84.00,0.00,0.00,0.00,84.00,0.00,84.00,0.00,0.00,0.00,7589.00,2712.00,2712.00,4877.00,0.00,781.00,4096.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-84.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-84.00,0.00,-3409.00,1468.00,-4877.00,3493.00,0.00
1965:Q1,7682.00,0.00,0.00,0.00,0.00,0.00,0.00,4088.00,4088.00,4004.00,0.00,0.00,84.00,0.00,0.00,0.00,0.00,3594.00,2808.00,786.00,0.00,0.00,0.00,7682.00,84.00,0.00,0.00,0.00,84.00,0.00,84.00,0.00,0.00,0.00,7598.00,2808.00,2808.00,4790.00,0.00,786.00,4004.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-84.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-84.00,0.00,-3510.00,1280.00,-4790.00,3594.00,0.00
1965:Q2,7446.00,0.00,0.00,0.00,0.00,0.00,0.00,4024.00,4024.00,3928.00,0.00,0.00,96.00,0.00,0.00,0.00,0.00,3422.00,2632.00,790.00,0.00,0.00,0.00,7446.00,96.00,0.00,0.00,0.00,96.00,0.00,96.00,0.00,0.00,0.00,7350.00,2632.00,2632.00,4718.00,0.00,790.00,3928.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-96.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-96.00,0.00,-3326.00,1392.00,-4718.00,3422.00,0.00
1965:Q3,7542.00,0.00,0.00,0.00,0.00,0.00,0.00,3928.00,3928.00,3864.00,0.00,0.00,64.00,0.00,0.00,0.00,0.00,3614.00,2816.00,798.00,0.00,0.00,0.00,7542.00,64.00,0.00,0.00,0.00,64.00,0.00,64.00,0.00,0.00,0.00,7478.00,2816.00,2816.00,4662.00,0.00,798.00,3864.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-64.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-64.00,0.00,-3550.00,1112.00,-4662.00,3614.00,0.00
1965:Q4,7902.00,0.00,0.00,0.00,0.00,0.00,0.00,4100.00,4100.00,4020.00,0.00,0.00,80.00,0.00,0.00,0.00,0.00,3802.00,3004.00,798.00,0.00,0.00,0.00,7902.00,80.00,0.00,0.00,0.00,80.00,0.00,80.00,0.00,0.00,0.00,7822.00,3004.00,3004.00,4818.00,0.00,798.00,4020.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-80.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-80.00,0.00,-3722.00,1096.00,-4818.00,3802.00,0.00
1966:Q1,8286.00,0.00,0.00,0.00,0.00,0.00,0.00,4340.00,4340.00,4260.00,0.00,0.00,80.00,0.00,0.00,0.00,0.00,3946.00,3148.00,798.00,0.00,0.00,0.00,8286.00,80.00,0.00,0.00,0.00,80.00,0.00,80.00,0.00,0.00,0.00,8206.00,3148.00,3148.00,5058.00,0.00,798.00,4260.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-80.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-80.00,0.00,-3866.00,1192.00,-5058.00,3946.00,0.00
1966:Q2,8359.00,0.00,0.00,0.00,0.00,0.00,0.00,4392.00,4392.00,4292.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,3967.00,3144.00,823.00,0.00,0.00,0.00,8359.00,100.00,0.00,0.00,0.00,100.00,0.00,100.00,0.00,0.00,0.00,8259.00,3144.00,3144.00,5115.00,0.00,823.00,4292.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00,0.00,-3867.00,1248.00,-5115.00,3967.00,0.00
1966:Q3,8293.00,0.00,0.00,0.00,0.00,0.00,0.00,4448.00,4448.00,4384.00,0.00,0.00,64.00,0.00,0.00,0.00,0.00,3845.00,2992.00,853.00,0.00,0.00,0.00,8293.00,64.00,0.00,0.00,0.00,64.00,0.00,64.00,0.00,0.00,0.00,8229.00,2992.00,2992.00,5237.00,0.00,853.00,4384.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-64.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-64.00,0.00,-3781.00,1456.00,-5237.00,3845.00,0.00
1966:Q4,8154.00,0.00,0.00,0.00,0.00,0.00,0.00,4368.00,4368.00,4280.00,0.00,0.00,88.00,0.00,0.00,0.00,0.00,3786.00,2900.00,886.00,0.00,0.00,0.00,8154.00,88.00,0.00,0.00,0.00,88.00,0.00,88.00,0.00,0.00,0.00,8066.00,2900.00,2900.00,5166.00,0.00,886.00,4280.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-88.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-88.00,0.00,-3698.00,1468.00,-5166.00,3786.00,0.00
1967:Q1,8287.00,0.00,0.00,0.00,0.00,0.00,0.00,4300.00,4300.00,4212.00,0.00,0.00,88.00,0.00,0.00,0.00,0.00,3987.00,3088.00,899.00,0.00,0.00,0.00,8287.00,88.00,0.00,0.00,0.00,88.00,0.00,88.00,0.00,0.00,0.00,8199.00,3088.00,3088.00,5111.00,0.00,899.00,4212.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-88.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-88.00,0.00,-3899.00,1212.00,-5111.00,3987.00,0.00
1967:Q2,7287.00,0.00,0.00,0.00,0.00,0.00,0.00,3416.00,3416.00,3332.00,0.00,0.00,84.00,0.00,0.00,0.00,0.00,3871.00,2960.00,911.00,0.00,0.00,0.00,7287.00,84.00,0.00,0.00,0.00,84.00,0.00,84.00,0.00,0.00,0.00,7203.00,2960.00,2960.00,4243.00,0.00,911.00,3332.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-84.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-84.00,0.00,-3787.00,456.00,-4243.00,3871.00,0.00
1967:Q3,8659.00,0.00,0.00,0.00,0.00,0.00,0.00,4496.00,4496.00,4412.00,0.00,0.00,84.00,0.00,0.00,0.00,0.00,4163.00,3244.00,919.00,0.00,0.00,0.00,8659.00,84.00,0.00,0.00,0.00,84.00,0.00,84.00,0.00,0.00,0.00,8575.00,3244.00,3244.00,5331.00,0.00,919.00,4412.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-84.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-84.00,0.00,-4079.00,1252.00,-5331.00,4163.00,0.00
1967:Q4,8719.00,0.00,0.00,0.00,0.00,0.00,0.00,4828.00,4828.00,4744.00,0.00,0.00,84.00,0.00,0.00,0.00,0.00,3891.00,2968.00,923.00,0.00,0.00,0.00,8719.00,84.00,0.00,0.00,0.00,84.00,0.00,84.00,0.00,0.00,0.00,8635.00,2968.00,2968.00,5667.00,0.00,923.00,4744.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-84.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-84.00,0.00,-3807.00,1860.00,-5667.00,3891.00,0.00
1968:Q1,9588.00,0.00,0.00,0.00,0.00,0.00,0.00,5900.00,5900.00,5800.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,3688.00,2776.00,912.00,0.00,0.00,0.00,9588.00,100.00,0.00,0.00,0.00,100.00,0.00,100.00,0.00,0.00,0.00,9488.00,2776.00,2776.00,6712.00,0.00,912.00,5800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00,0.00,-3588.00,3124.00,-6712.00,3688.00,0.00
1968:Q2,9504.00,0.00,0.00,0.00,0.00,0.00,0.00,5468.00,5468.00,5352.00,0.00,0.00,116.00,0.00,0.00,0.00,0.00,4036.00,3092.00,944.00,0.00,0.00,0.00,9504.00,116.00,0.00,0.00,0.00,116.00,0.00,116.00,0.00,0.00,0.00,9388.00,3092.00,3092.00,6296.00,0.00,944.00,5352.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-116.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-116.00,0.00,-3920.00,2376.00,-6296.00,4036.00,0.00
1968:Q3,10553.00,0.00,0.00,0.00,0.00,0.00,0.00,6336.00,6336.00,6192.00,0.00,0.00,144.00,0.00,0.00,0.00,0.00,4217.00,3244.00,973.00,0.00,0.00,0.00,10553.00,144.00,0.00,0.00,0.00,144.00,0.00,144.00,0.00,0.00,0.00,10409.00,3244.00,3244.00,7165.00,0.00,973.00,6192.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-144.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-144.00,0.00,-4073.00,3092.00,-7165.00,4217.00,0.00
1968:Q4,10679.00,0.00,0.00,0.00,0.00,0.00,0.00,6268.00,6268.00,6180.00,0.00,0.00,88.00,0.00,0.00,0.00,0.00,4411.00,3400.00,1011.00,0.00,0.00,0.00,10679.00,88.00,0.00,0.00,0.00,88.00,0.00,88.00,0.00,0.00,0.00,10591.00,3400.00,3400.00,7191.00,0.00,1011.00,6180.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-88.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-88.00,0.00,-4323.00,2868.00,-7191.00,4411.00,0.00
1969:Q1,10466.00,0.00,0.00,0.00,0.00,0.00,0.00,5904.00,5904.00,5820.00,0.00,0.00,80.00,0.00,4.00,0.00,0.00,4562.00,3464.00,1098.00,0.00,0.00,0.00,10466.00,80.00,0.00,0.00,0.00,80.00,0.00,80.00,0.00,0.00,0.00,10382.00,3464.00,3464.00,6918.00,0.00,1098.00,5820.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,-80.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-80.00,0.00,-4478.00,2440.00,-6918.00,4562.00,-4.00
1969:Q2,10636.00,0.00,0.00,0.00,0.00,0.00,0.00,5836.00,5836.00,5760.00,0.00,0.00,76.00,0.00,0.00,0.00,0.00,4800.00,3688.00,1112.00,0.00,0.00,0.00,10636.00,76.00,0.00,0.00,0.00,76.00,0.00,76.00,0.00,0.00,0.00,10560.00,3688.00,3688.00,6872.00,0.00,1112.00,5760.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-76.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-76.00,0.00,-4724.00,2148.00,-6872.00,4800.00,0.00
1969:Q3,10221.00,0.00,0.00,0.00,0.00,0.00,0.00,5672.00,5672.00,5596.00,0.00,0.00,72.00,0.00,4.00,0.00,0.00,4549.00,3540.00,1009.00,0.00,0.00,0.00,10221.00,72.00,0.00,0.00,0.00,72.00,0.00,72.00,0.00,0.00,0.00,10145.00,3540.00,3540.00,6605.00,0.00,1009.00,5596.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,-72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-72.00,0.00,-4473.00,2132.00,-6605.00,4549.00,-4.00
1969:Q4,10617.00,0.00,0.00,0.00,0.00,0.00,0.00,6028.00,6028.00,5948.00,0.00,0.00,80.00,0.00,0.00,0.00,0.00,4589.00,3560.00,1029.00,0.00,0.00,0.00,10617.00,80.00,0.00,0.00,0.00,80.00,0.00,80.00,0.00,0.00,0.00,10537.00,3560.00,3560.00,6977.00,0.00,1029.00,5948.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-80.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-80.00,0.00,-4509.00,2468.00,-6977.00,4589.00,0.00
1970:Q1,10448.00,0.00,0.00,0.00,0.00,0.00,0.00,5680.00,5680.00,5576.00,0.00,0.00,104.00,0.00,0.00,0.00,0.00,4768.00,3752.00,1016.00,0.00,0.00,0.00,10448.00,104.00,0.00,0.00,0.00,104.00,0.00,104.00,0.00,0.00,0.00,10344.00,3752.00,3752.00,6592.00,0.00,1016.00,5576.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-104.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-104.00,0.00,-4664.00,1928.00,-6592.00,4768.00,0.00
1970:Q2,10144.00,0.00,0.00,0.00,0.00,0.00,0.00,5360.00,5360.00,5228.00,0.00,0.00,128.00,0.00,4.00,0.00,0.00,4784.00,3700.00,1084.00,0.00,0.00,0.00,10144.00,128.00,0.00,0.00,0.00,128.00,0.00,128.00,0.00,0.00,0.00,10012.00,3700.00,3700.00,6312.00,0.00,1084.00,5228.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,-128.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-128.00,0.00,-4652.00,1660.00,-6312.00,4784.00,-4.00
1970:Q3,9604.00,0.00,0.00,0.00,0.00,0.00,0.00,4928.00,4928.00,4816.00,0.00,0.00,108.00,0.00,4.00,0.00,0.00,4676.00,3552.00,1124.00,0.00,0.00,0.00,9604.00,108.00,0.00,0.00,0.00,108.00,0.00,108.00,0.00,0.00,0.00,9492.00,3552.00,3552.00,5940.00,0.00,1124.00,4816.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,-108.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-108.00,0.00,-4564.00,1376.00,-5940.00,4676.00,-4.00
1970:Q4,9900.00,0.00,0.00,0.00,0.00,0.00,0.00,5072.00,5072.00,4900.00,0.00,0.00,160.00,0.00,12.00,0.00,0.00,4828.00,3724.00,1104.00,0.00,0.00,0.00,9900.00,160.00,0.00,0.00,0.00,160.00,0.00,160.00,0.00,0.00,0.00,9728.00,3724.00,3724.00,6004.00,0.00,1104.00,4900.00,0.00,0.00,0.00,0.00,12.00,12.00,0.00,-160.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-160.00,0.00,-4656.00,1348.00,-6004.00,4828.00,-12.00
