date,FA406000105.Q,FA405013005.Q,FA404090005.Q,FA403020005.Q,FA403030005.Q,FA402050005.Q,FA404022005.Q,FA403069105.Q,FA403061105.Q,FA403061705.Q,FA403062005.Q,FA403063005.Q,FA404023005.Q,FA403069305.Q,FA403069385.Q,FA403069345.Q,FA403069330.Q,FA403065005.Q,FA403065105.Q,FA403065195.Q,FA403065185.Q,FA403065405.Q,FA403065495.Q,FA403065485.Q,FA403065605.Q,FA403066005.Q,FA403093005.Q,FA404190005.Q,FA402150005.Q,FA403161705.Q,FA403161795.Q,FA403161785.Q,FA403169283.Q,FA403164105.Q,FA403190005.Q,FA407005005.Q
1967:Q3,17.00,5.00,-1076.00,-40.00,0.00,0.00,-3288.00,0.00,-3304.00,16.00,0.00,0.00,2144.00,-68.00,0.00,652.00,-720.00,2212.00,1604.00,0.00,1604.00,0.00,0.00,0.00,608.00,0.00,108.00,-1204.00,0.00,-812.00,0.00,-812.00,1988.00,0.00,-2380.00,-116.00
1967:Q4,13.00,5.00,2680.00,232.00,0.00,-80.00,-1192.00,0.00,-1136.00,-56.00,0.00,0.00,4824.00,2092.00,0.00,1036.00,1056.00,2732.00,2120.00,0.00,2120.00,0.00,0.00,0.00,612.00,0.00,-1104.00,2644.00,0.00,3760.00,0.00,3760.00,-1844.00,0.00,728.00,-28.00
1968:Q1,17.00,6.00,4444.00,-212.00,0.00,8.00,656.00,0.00,640.00,16.00,0.00,0.00,3568.00,260.00,0.00,728.00,-468.00,3308.00,2564.00,0.00,2564.00,8.00,0.00,8.00,736.00,0.00,424.00,4308.00,0.00,4448.00,0.00,4448.00,104.00,0.00,-244.00,-125.00
1968:Q2,33.00,6.00,6492.00,92.00,0.00,32.00,644.00,0.00,592.00,52.00,0.00,0.00,4768.00,2216.00,0.00,-264.00,2480.00,2552.00,1832.00,0.00,1832.00,0.00,0.00,0.00,720.00,0.00,956.00,6604.00,0.00,5576.00,0.00,5576.00,-24.00,0.00,1052.00,139.00
1968:Q3,37.00,6.00,-296.00,12.00,0.00,-8.00,-1652.00,0.00,-1652.00,0.00,0.00,0.00,1940.00,692.00,0.00,144.00,548.00,1248.00,872.00,0.00,872.00,12.00,0.00,12.00,364.00,0.00,-588.00,-192.00,0.00,620.00,0.00,620.00,952.00,0.00,-1764.00,135.00
1968:Q4,45.00,6.00,2388.00,120.00,0.00,16.00,-128.00,0.00,-140.00,12.00,0.00,0.00,3120.00,1580.00,0.00,648.00,932.00,1540.00,1284.00,0.00,1284.00,8.00,0.00,8.00,248.00,0.00,-740.00,2248.00,0.00,2272.00,0.00,2272.00,-44.00,0.00,20.00,-101.00
1969:Q1,65.00,4.00,3720.00,52.00,0.00,136.00,-1072.00,0.00,-1100.00,28.00,0.00,0.00,4076.00,1224.00,0.00,936.00,288.00,2852.00,2080.00,0.00,2080.00,8.00,0.00,8.00,764.00,0.00,528.00,3636.00,0.00,4596.00,0.00,4596.00,-1132.00,64.00,108.00,-23.00
1969:Q2,69.00,4.00,9628.00,88.00,0.00,176.00,240.00,0.00,236.00,4.00,0.00,0.00,7692.00,4788.00,0.00,460.00,4328.00,2904.00,1936.00,0.00,1936.00,8.00,0.00,8.00,960.00,0.00,1432.00,9804.00,0.00,9324.00,0.00,9324.00,0.00,64.00,416.00,241.00
1969:Q3,69.00,4.00,9760.00,712.00,0.00,128.00,-2476.00,0.00,-2436.00,-40.00,0.00,0.00,11508.00,6428.00,0.00,320.00,6108.00,5080.00,4572.00,0.00,4572.00,32.00,0.00,32.00,476.00,0.00,-112.00,10208.00,0.00,10788.00,0.00,10788.00,0.00,64.00,-644.00,513.00
1969:Q4,49.00,4.00,13592.00,-656.00,0.00,284.00,956.00,0.00,956.00,0.00,0.00,0.00,13432.00,6784.00,0.00,1388.00,5396.00,6648.00,6484.00,0.00,6484.00,12.00,0.00,12.00,152.00,0.00,-424.00,13192.00,0.00,11556.00,0.00,11556.00,0.00,64.00,1572.00,-355.00
1970:Q1,65.00,12.00,15604.00,-280.00,0.00,28.00,5164.00,-148.00,5316.00,-4.00,0.00,0.00,9928.00,3256.00,0.00,1432.00,1824.00,6672.00,6108.00,0.00,6108.00,88.00,0.00,88.00,476.00,0.00,764.00,14692.00,0.00,14532.00,0.00,14532.00,0.00,112.00,48.00,-859.00
1970:Q2,49.00,12.00,8016.00,52.00,0.00,1148.00,-2228.00,-368.00,-1852.00,-8.00,0.00,0.00,7584.00,2300.00,0.00,336.00,1964.00,5284.00,4248.00,0.00,4248.00,388.00,0.00,388.00,648.00,0.00,1460.00,8192.00,0.00,6176.00,0.00,6176.00,0.00,112.00,1904.00,213.00
1970:Q3,54.00,12.00,6900.00,28.00,0.00,1660.00,-1928.00,992.00,-2948.00,28.00,0.00,0.00,8032.00,1724.00,0.00,568.00,1156.00,6308.00,5500.00,0.00,5500.00,384.00,0.00,384.00,424.00,0.00,-892.00,6928.00,0.00,6372.00,0.00,6372.00,0.00,112.00,444.00,70.00
1970:Q4,90.00,12.00,10712.00,52.00,0.00,256.00,3392.00,-476.00,3864.00,4.00,0.00,0.00,5276.00,2012.00,0.00,1652.00,360.00,3264.00,2620.00,0.00,2620.00,300.00,0.00,300.00,344.00,0.00,1736.00,10692.00,0.00,5856.00,0.00,5856.00,0.00,112.00,4724.00,58.00
1971:Q1,88.00,14.00,144.00,52.00,0.00,-2908.00,4592.00,-164.00,4716.00,40.00,0.00,0.00,-1828.00,-1992.00,0.00,1708.00,-3700.00,164.00,-932.00,0.00,-932.00,456.00,0.00,456.00,640.00,0.00,236.00,40.00,0.00,-4124.00,0.00,-4124.00,0.00,24.00,4140.00,-30.00
1971:Q2,105.00,14.00,-9072.00,-72.00,0.00,216.00,-3052.00,-304.00,-2788.00,40.00,0.00,0.00,-7916.00,-9276.00,0.00,520.00,-9796.00,1360.00,-168.00,0.00,-168.00,600.00,0.00,600.00,928.00,0.00,1752.00,-9116.00,0.00,-3696.00,0.00,-3696.00,0.00,24.00,-5444.00,47.00
1971:Q3,113.00,14.00,5948.00,772.00,0.00,1244.00,-5120.00,992.00,-6108.00,-4.00,0.00,0.00,8620.00,1132.00,0.00,-452.00,1584.00,7488.00,5844.00,0.00,5844.00,892.00,0.00,892.00,752.00,0.00,432.00,5792.00,0.00,6844.00,0.00,6844.00,0.00,24.00,-1076.00,-57.00
1971:Q4,117.00,15.00,5668.00,-536.00,0.00,-1008.00,1396.00,-524.00,1916.00,4.00,0.00,0.00,7624.00,2132.00,0.00,936.00,1196.00,5492.00,3564.00,0.00,3564.00,1328.00,0.00,1328.00,600.00,0.00,-1808.00,5752.00,0.00,5544.00,0.00,5544.00,0.00,24.00,184.00,186.00
1972:Q1,108.00,22.00,3824.00,-320.00,0.00,-20.00,6688.00,-308.00,6976.00,20.00,0.00,0.00,-2764.00,-5952.00,0.00,1824.00,-7776.00,3188.00,1260.00,0.00,1260.00,1040.00,0.00,1040.00,888.00,0.00,240.00,3680.00,0.00,1720.00,0.00,1720.00,0.00,16.00,1944.00,-58.00
1972:Q2,112.00,23.00,5004.00,100.00,0.00,3092.00,-3696.00,72.00,-3800.00,32.00,0.00,0.00,3856.00,-160.00,0.00,-492.00,332.00,4016.00,2080.00,0.00,2080.00,772.00,0.00,772.00,1164.00,0.00,1652.00,5032.00,0.00,5736.00,0.00,5736.00,0.00,16.00,-720.00,117.00
1972:Q3,113.00,24.00,3000.00,20.00,0.00,-612.00,-3328.00,2916.00,-6276.00,32.00,0.00,0.00,7248.00,2784.00,0.00,140.00,2644.00,4464.00,2100.00,0.00,2100.00,1104.00,0.00,1104.00,1260.00,0.00,-328.00,2876.00,0.00,2672.00,0.00,2672.00,0.00,16.00,188.00,-35.00
1972:Q4,149.00,26.00,4140.00,8.00,0.00,-860.00,-2868.00,-1024.00,-1892.00,48.00,0.00,0.00,10700.00,6348.00,0.00,1376.00,4972.00,4352.00,1956.00,0.00,1956.00,1000.00,0.00,1000.00,1396.00,0.00,-2840.00,4176.00,0.00,3956.00,0.00,3956.00,0.00,16.00,204.00,159.00
1973:Q1,176.00,27.00,11120.00,140.00,0.00,1848.00,-2256.00,-1388.00,-872.00,4.00,0.00,0.00,10132.00,5320.00,0.00,3556.00,1764.00,4812.00,1900.00,0.00,1900.00,1020.00,0.00,1020.00,1892.00,0.00,1256.00,11104.00,0.00,8016.00,0.00,8016.00,0.00,384.00,2704.00,133.00
1973:Q2,208.00,28.00,20180.00,-96.00,0.00,2916.00,-1996.00,164.00,-2432.00,272.00,0.00,0.00,17508.00,10792.00,0.00,-108.00,10900.00,6716.00,2380.00,0.00,2380.00,2296.00,0.00,2296.00,2040.00,0.00,1848.00,20256.00,0.00,20152.00,0.00,20152.00,0.00,384.00,-280.00,256.00
1973:Q3,248.00,29.00,26936.00,16.00,0.00,1800.00,72.00,848.00,-788.00,12.00,0.00,0.00,23028.00,13880.00,0.00,1268.00,12612.00,9148.00,5224.00,0.00,5224.00,2132.00,0.00,2132.00,1792.00,0.00,2020.00,26908.00,0.00,24348.00,0.00,24348.00,0.00,384.00,2176.00,191.00
1973:Q4,261.00,29.00,16868.00,332.00,0.00,2560.00,3332.00,-396.00,3692.00,36.00,0.00,0.00,11820.00,4204.00,0.00,808.00,3396.00,7616.00,3996.00,0.00,3996.00,1928.00,0.00,1928.00,1692.00,0.00,-1176.00,17064.00,0.00,12664.00,0.00,12664.00,0.00,384.00,4016.00,428.00
1974:Q1,276.00,34.00,1128.00,-104.00,0.00,-5632.00,368.00,-24.00,428.00,-36.00,0.00,0.00,7500.00,2984.00,0.00,3592.00,-608.00,4516.00,868.00,0.00,868.00,2244.00,0.00,2244.00,1404.00,0.00,-1004.00,1272.00,0.00,160.00,0.00,160.00,0.00,544.00,568.00,386.00
1974:Q2,301.00,34.00,22772.00,-216.00,0.00,1316.00,-1804.00,-268.00,-1532.00,-4.00,0.00,0.00,24424.00,11340.00,0.00,752.00,10588.00,13084.00,7236.00,0.00,7236.00,2336.00,0.00,2336.00,3512.00,0.00,-948.00,22860.00,0.00,22056.00,0.00,22056.00,0.00,544.00,260.00,355.00
1974:Q3,401.00,35.00,31820.00,88.00,0.00,1204.00,268.00,1228.00,-952.00,-8.00,0.00,0.00,29252.00,15696.00,0.00,3176.00,12520.00,13556.00,8460.00,0.00,8460.00,2296.00,0.00,2296.00,2800.00,0.00,1008.00,31688.00,0.00,30628.00,0.00,30628.00,440.00,544.00,76.00,234.00
1974:Q4,406.00,36.00,16880.00,180.00,0.00,-764.00,6364.00,2568.00,3240.00,556.00,0.00,0.00,17420.00,7200.00,0.00,3072.00,4128.00,10220.00,5844.00,0.00,5844.00,1948.00,0.00,1948.00,2428.00,0.00,-6320.00,17060.00,0.00,13564.00,0.00,13564.00,2340.00,544.00,612.00,550.00
1975:Q1,370.00,32.00,2572.00,-200.00,0.00,-2424.00,13776.00,2140.00,11896.00,-260.00,0.00,0.00,-8128.00,-13876.00,0.00,684.00,-14560.00,5748.00,12.00,0.00,12.00,876.00,0.00,876.00,4860.00,0.00,-452.00,2448.00,0.00,-1468.00,0.00,-1468.00,1032.00,92.00,2792.00,214.00
1975:Q2,275.00,32.00,4864.00,-16.00,0.00,2712.00,-3168.00,-252.00,-2976.00,60.00,0.00,0.00,1772.00,-3952.00,0.00,1492.00,-5444.00,5724.00,2332.00,0.00,2332.00,160.00,0.00,160.00,3232.00,0.00,3564.00,4064.00,0.00,-200.00,0.00,-200.00,1176.00,92.00,2996.00,-557.00
1975:Q3,284.00,33.00,2572.00,-104.00,0.00,-3692.00,-5396.00,-2204.00,-3192.00,0.00,0.00,0.00,8136.00,3140.00,0.00,424.00,2716.00,4996.00,4680.00,0.00,4680.00,-84.00,0.00,-84.00,400.00,0.00,3628.00,1872.00,0.00,3736.00,0.00,3736.00,644.00,92.00,-2600.00,-449.00
1975:Q4,345.00,34.00,10748.00,308.00,0.00,2256.00,1020.00,672.00,248.00,100.00,0.00,0.00,10052.00,5056.00,0.00,3604.00,1452.00,4996.00,2948.00,0.00,2948.00,12.00,0.00,12.00,2036.00,0.00,-2888.00,11664.00,0.00,7300.00,0.00,7300.00,604.00,92.00,3668.00,1227.00
1976:Q1,325.00,17.00,3252.00,16.00,0.00,1224.00,6052.00,856.00,5412.00,-216.00,0.00,0.00,-2948.00,-5592.00,0.00,2760.00,-8352.00,2644.00,520.00,0.00,520.00,-540.00,0.00,-540.00,2664.00,0.00,-1092.00,3248.00,0.00,992.00,0.00,992.00,-100.00,220.00,2136.00,304.00
1976:Q2,305.00,18.00,972.00,-80.00,0.00,-1524.00,108.00,1184.00,-1108.00,32.00,0.00,0.00,2048.00,52.00,0.00,1984.00,-1932.00,1996.00,-832.00,0.00,-832.00,16.00,0.00,16.00,2812.00,0.00,420.00,336.00,0.00,2108.00,0.00,2108.00,0.00,220.00,-1992.00,-349.00
1976:Q3,345.00,18.00,8344.00,-192.00,0.00,-1568.00,-776.00,-1012.00,324.00,-88.00,0.00,0.00,9848.00,4704.00,0.00,1552.00,3152.00,5144.00,2736.00,0.00,2736.00,20.00,0.00,20.00,2388.00,0.00,1032.00,8044.00,0.00,5260.00,0.00,5260.00,-176.00,220.00,2740.00,27.00
1976:Q4,397.00,19.00,5312.00,72.00,0.00,3008.00,436.00,-1160.00,1200.00,396.00,0.00,0.00,4048.00,1980.00,0.00,2780.00,-800.00,2068.00,-440.00,0.00,-440.00,264.00,0.00,264.00,2244.00,0.00,-2252.00,5424.00,0.00,1480.00,0.00,1480.00,-1272.00,220.00,4996.00,490.00
1977:Q1,346.00,19.00,1384.00,-4.00,0.00,2136.00,-3428.00,176.00,-3980.00,376.00,0.00,0.00,3220.00,2000.00,0.00,7600.00,-5600.00,144.00,-3096.00,0.00,-3096.00,4.00,0.00,4.00,3236.00,1076.00,-540.00,524.00,0.00,3508.00,0.00,3508.00,-4688.00,484.00,1220.00,-533.00
1977:Q2,374.00,19.00,13540.00,-40.00,0.00,3232.00,-4168.00,3880.00,-7320.00,-728.00,0.00,0.00,10732.00,3476.00,0.00,-1544.00,5020.00,7176.00,3244.00,0.00,3244.00,484.00,0.00,484.00,3448.00,80.00,3784.00,13084.00,0.00,10212.00,0.00,10212.00,80.00,484.00,2308.00,-101.00
1977:Q3,414.00,20.00,4788.00,192.00,0.00,-1128.00,-4760.00,-1364.00,-3296.00,-100.00,0.00,0.00,9912.00,5828.00,0.00,480.00,5348.00,3764.00,740.00,0.00,740.00,224.00,0.00,224.00,2800.00,320.00,572.00,4668.00,0.00,5404.00,0.00,5404.00,320.00,484.00,-1540.00,274.00
1977:Q4,498.00,21.00,11932.00,128.00,0.00,-3616.00,-1920.00,-1760.00,872.00,-1032.00,0.00,0.00,17264.00,14244.00,0.00,1768.00,12476.00,3000.00,1064.00,0.00,1064.00,-500.00,0.00,-500.00,2436.00,20.00,76.00,12544.00,0.00,8700.00,0.00,8700.00,20.00,484.00,3340.00,1089.00
1978:Q1,497.00,19.00,21004.00,-160.00,0.00,5848.00,-920.00,-1648.00,224.00,504.00,0.00,0.00,14372.00,4568.00,0.00,148.00,4420.00,9504.00,6592.00,0.00,6592.00,-132.00,0.00,-132.00,3044.00,300.00,1864.00,21132.00,0.00,17696.00,0.00,17696.00,300.00,868.00,2268.00,606.00
1978:Q2,565.00,20.00,32736.00,136.00,0.00,-676.00,2176.00,-1296.00,1764.00,1708.00,0.00,0.00,29032.00,17856.00,0.00,1872.00,15984.00,10776.00,7992.00,0.00,7992.00,-776.00,0.00,-776.00,3560.00,400.00,2068.00,32696.00,0.00,26632.00,0.00,26632.00,400.00,868.00,4796.00,505.00
1978:Q3,634.00,21.00,30712.00,-200.00,0.00,992.00,-4228.00,-1388.00,-1712.00,-1128.00,0.00,0.00,32660.00,17968.00,0.00,2432.00,15536.00,14472.00,10872.00,0.00,10872.00,280.00,0.00,280.00,3320.00,220.00,1488.00,30692.00,0.00,23956.00,0.00,23956.00,220.00,868.00,5648.00,593.00
1978:Q4,702.00,22.00,29884.00,344.00,0.00,-472.00,540.00,-460.00,1648.00,-648.00,0.00,0.00,33108.00,18188.00,0.00,4140.00,14048.00,14240.00,10640.00,0.00,10640.00,596.00,0.00,596.00,3004.00,680.00,-3636.00,31000.00,0.00,23992.00,0.00,23992.00,680.00,868.00,5460.00,1796.00
1979:Q1,720.00,16.00,29084.00,-132.00,0.00,8888.00,-2264.00,-580.00,-1812.00,128.00,0.00,0.00,21600.00,2508.00,0.00,5664.00,-3156.00,18632.00,13700.00,0.00,13700.00,260.00,0.00,260.00,4672.00,460.00,992.00,29172.00,0.00,24352.00,0.00,24352.00,460.00,876.00,3484.00,792.00
1979:Q2,768.00,16.00,30496.00,220.00,0.00,-4684.00,3848.00,-376.00,3744.00,480.00,0.00,0.00,30116.00,16392.00,0.00,3632.00,12760.00,13284.00,7896.00,0.00,7896.00,-192.00,0.00,-192.00,5580.00,440.00,996.00,29784.00,0.00,20820.00,0.00,20820.00,440.00,876.00,7648.00,40.00
1979:Q3,833.00,16.00,19992.00,56.00,0.00,-4660.00,-3384.00,708.00,-4272.00,180.00,0.00,0.00,26924.00,15452.00,0.00,1352.00,14100.00,10932.00,5748.00,0.00,5748.00,440.00,0.00,440.00,4744.00,540.00,1056.00,19652.00,0.00,17668.00,0.00,17668.00,540.00,876.00,568.00,477.00
1979:Q4,929.00,16.00,45052.00,544.00,0.00,2712.00,3216.00,840.00,1528.00,848.00,0.00,0.00,39968.00,24144.00,0.00,11176.00,12968.00,14904.00,9400.00,0.00,9400.00,244.00,0.00,244.00,5260.00,920.00,-1388.00,47020.00,0.00,34184.00,0.00,34184.00,920.00,876.00,11040.00,2881.00
1980:Q1,840.00,14.00,38904.00,-96.00,0.00,-1780.00,2924.00,972.00,1920.00,32.00,0.00,0.00,37988.00,16656.00,0.00,7520.00,9136.00,20424.00,12796.00,0.00,12796.00,144.00,0.00,144.00,7484.00,908.00,-132.00,37380.00,0.00,35092.00,0.00,35092.00,1120.00,-168.00,1336.00,-698.00
1980:Q2,1188.00,15.00,25460.00,-64.00,0.00,13592.00,3100.00,2336.00,376.00,388.00,0.00,0.00,4140.00,-11248.00,0.00,-4216.00,-7032.00,13828.00,5792.00,0.00,5792.00,-248.00,0.00,-248.00,8284.00,1560.00,4692.00,25336.00,0.00,18324.00,0.00,18324.00,1580.00,-168.00,5600.00,1049.00
1980:Q3,817.00,15.00,10196.00,-400.00,0.00,-9768.00,-816.00,-1448.00,396.00,236.00,0.00,0.00,18420.00,9592.00,0.00,2404.00,7188.00,8204.00,3044.00,0.00,3044.00,344.00,0.00,344.00,4816.00,624.00,2760.00,10028.00,0.00,7472.00,0.00,7472.00,660.00,-168.00,2064.00,634.00
1980:Q4,729.00,16.00,43440.00,668.00,0.00,5168.00,-2392.00,-1708.00,-920.00,236.00,0.00,0.00,42316.00,26720.00,0.00,7512.00,19208.00,14152.00,8888.00,0.00,8888.00,404.00,0.00,404.00,4860.00,1444.00,-2320.00,43284.00,0.00,36728.00,0.00,36728.00,1500.00,-168.00,5224.00,557.00
1981:Q1,978.00,22.00,18216.00,-596.00,0.00,3728.00,-7724.00,-84.00,-7060.00,-580.00,0.00,0.00,18040.00,5884.00,0.00,5036.00,848.00,9068.00,1168.00,0.00,1168.00,-80.00,0.00,-80.00,7980.00,3088.00,4768.00,18408.00,0.00,13828.00,0.00,13828.00,2700.00,520.00,1360.00,1148.00
1981:Q2,983.00,23.00,43036.00,0.00,0.00,-692.00,7788.00,-152.00,7208.00,732.00,0.00,0.00,38852.00,26688.00,0.00,-992.00,27680.00,11212.00,2296.00,0.00,2296.00,-76.00,0.00,-76.00,8992.00,952.00,-2912.00,42168.00,0.00,40060.00,0.00,40060.00,20.00,520.00,1568.00,92.00
1981:Q3,1291.00,24.00,67776.00,264.00,0.00,9776.00,312.00,936.00,-152.00,-472.00,0.00,0.00,54308.00,34600.00,0.00,1592.00,33008.00,16980.00,9564.00,0.00,9564.00,48.00,0.00,48.00,7368.00,2728.00,3116.00,67764.00,0.00,53284.00,0.00,53284.00,3600.00,520.00,10360.00,1255.00
1981:Q4,1476.00,25.00,20964.00,1040.00,0.00,1060.00,2380.00,548.00,880.00,952.00,0.00,0.00,18892.00,3656.00,0.00,268.00,3388.00,13256.00,7176.00,0.00,7176.00,-216.00,0.00,-216.00,6296.00,1980.00,-2408.00,21964.00,0.00,14848.00,0.00,14848.00,1200.00,520.00,5396.00,2451.00
1982:Q1,927.00,53.00,12816.00,-756.00,0.00,16.00,-1568.00,-576.00,-560.00,-432.00,0.00,0.00,16176.00,4324.00,0.00,452.00,3872.00,10988.00,5232.00,0.00,5232.00,-92.00,0.00,-92.00,5848.00,864.00,-1052.00,12376.00,0.00,7132.00,0.00,7132.00,1600.00,332.00,3312.00,434.00
1982:Q2,2012.00,51.00,39456.00,-120.00,0.00,5836.00,1972.00,184.00,956.00,832.00,0.00,0.00,27288.00,10572.00,0.00,-2372.00,12944.00,15212.00,10156.00,0.00,10156.00,-100.00,0.00,-100.00,5156.00,1504.00,4480.00,37784.00,0.00,35180.00,0.00,35180.00,0.00,332.00,2272.00,289.00
1982:Q3,1462.00,49.00,19244.00,-256.00,0.00,2888.00,15024.00,-612.00,15776.00,-140.00,0.00,0.00,10120.00,-10440.00,0.00,-3416.00,-7024.00,18156.00,15420.00,0.00,15420.00,-152.00,0.00,-152.00,2888.00,2404.00,-8532.00,18052.00,0.00,24372.00,0.00,24372.00,0.00,332.00,-6652.00,221.00
1982:Q4,1511.00,49.00,17104.00,532.00,0.00,12776.00,-10768.00,-124.00,-10168.00,-476.00,0.00,0.00,5776.00,-7800.00,0.00,-1236.00,-6564.00,12000.00,10496.00,0.00,10496.00,-140.00,0.00,-140.00,1644.00,1576.00,8788.00,17912.00,0.00,-6916.00,0.00,-6916.00,0.00,332.00,24496.00,2270.00
1983:Q1,1222.00,162.00,-11456.00,-244.00,0.00,2852.00,-316.00,1056.00,-20.00,-1876.00,524.00,0.00,-14644.00,-20916.00,1900.00,1124.00,-23940.00,8764.00,7648.00,0.00,7648.00,-40.00,0.00,-40.00,1156.00,-2492.00,896.00,-12052.00,0.00,-12720.00,0.00,-12720.00,0.00,448.00,220.00,464.00
1983:Q2,1052.00,165.00,3124.00,-572.00,0.00,-5380.00,-1032.00,-852.00,-1400.00,384.00,836.00,0.00,4996.00,-4736.00,3104.00,-2948.00,-4892.00,11440.00,9556.00,0.00,9556.00,152.00,0.00,152.00,1732.00,-1708.00,5112.00,2704.00,0.00,1904.00,0.00,1904.00,0.00,448.00,352.00,467.00
1983:Q3,899.00,173.00,5048.00,1068.00,0.00,-2476.00,3480.00,744.00,2784.00,-944.00,896.00,0.00,1932.00,-2332.00,3200.00,-1808.00,-3724.00,5696.00,4820.00,0.00,4820.00,-384.00,0.00,-384.00,1260.00,-1432.00,1044.00,4472.00,0.00,3644.00,0.00,3644.00,0.00,448.00,380.00,150.00
1983:Q4,965.00,185.00,10192.00,568.00,0.00,-4140.00,-5688.00,568.00,-7676.00,708.00,712.00,0.00,22184.00,8188.00,2180.00,1644.00,4364.00,15692.00,15452.00,0.00,15452.00,-36.00,0.00,-36.00,276.00,-1696.00,-2732.00,11320.00,0.00,12800.00,0.00,12800.00,0.00,448.00,-1928.00,1908.00
1984:Q1,1015.00,275.00,22040.00,-4.00,0.00,2840.00,1644.00,32.00,2204.00,-1168.00,576.00,0.00,15212.00,-4.00,1308.00,4068.00,-5380.00,16112.00,15536.00,0.00,15536.00,208.00,0.00,208.00,368.00,-896.00,2348.00,21804.00,0.00,22172.00,0.00,22172.00,0.00,692.00,-1060.00,504.00
1984:Q2,1214.00,290.00,47812.00,-404.00,0.00,-2132.00,3388.00,-536.00,2540.00,884.00,500.00,0.00,41076.00,29212.00,584.00,-4376.00,33004.00,9180.00,6236.00,0.00,6236.00,1816.00,0.00,1816.00,1128.00,2684.00,5884.00,48288.00,0.00,36180.00,0.00,36180.00,0.00,692.00,11416.00,1400.00
1984:Q3,1159.00,300.00,59116.00,1156.00,0.00,1700.00,14552.00,-608.00,13392.00,1316.00,452.00,0.00,36700.00,27824.00,384.00,-1144.00,28584.00,7272.00,5880.00,0.00,5880.00,496.00,0.00,496.00,896.00,1604.00,5008.00,59124.00,0.00,49824.00,0.00,49824.00,0.00,692.00,8608.00,867.00
1984:Q4,1032.00,306.00,35840.00,1576.00,0.00,30964.00,-13580.00,712.00,-14604.00,-120.00,432.00,0.00,17528.00,2084.00,708.00,-5088.00,6464.00,14868.00,15312.00,0.00,15312.00,916.00,0.00,916.00,-1360.00,576.00,-648.00,36224.00,0.00,13544.00,0.00,13544.00,0.00,692.00,21988.00,1110.00
1985:Q1,419.00,447.00,13232.00,-1608.00,0.00,-11188.00,8352.00,-732.00,10608.00,-1900.00,376.00,0.00,20448.00,-840.00,924.00,-2044.00,280.00,21012.00,20632.00,0.00,20632.00,968.00,0.00,968.00,-588.00,276.00,-2772.00,13696.00,0.00,15688.00,0.00,15688.00,0.00,1048.00,-3040.00,436.00
1985:Q2,35.00,454.00,52600.00,812.00,0.00,13028.00,8164.00,-384.00,5548.00,2712.00,288.00,0.00,27908.00,14788.00,1036.00,-6000.00,19752.00,11360.00,13220.00,0.00,13220.00,2100.00,0.00,2100.00,-3960.00,1760.00,2688.00,52468.00,0.00,35216.00,0.00,35216.00,0.00,1048.00,16204.00,-551.00
1985:Q3,-87.00,449.00,41128.00,3444.00,0.00,-92.00,16232.00,-368.00,15400.00,888.00,312.00,0.00,27036.00,22680.00,1044.00,-2828.00,24464.00,3068.00,7692.00,0.00,7692.00,2136.00,0.00,2136.00,-6760.00,1288.00,-5492.00,44140.00,0.00,14384.00,0.00,14384.00,1200.00,1048.00,27508.00,2476.00
1985:Q4,9.00,459.00,7968.00,484.00,0.00,22240.00,-17048.00,-856.00,-15240.00,-1404.00,452.00,0.00,9140.00,4556.00,948.00,-8752.00,12360.00,3004.00,27308.00,0.00,27308.00,2584.00,0.00,2584.00,-26888.00,1580.00,-6848.00,15924.00,0.00,17052.00,0.00,17052.00,3140.00,1048.00,-5316.00,7506.00
1986:Q1,69.00,547.00,-1888.00,-92.00,0.00,3664.00,11680.00,-320.00,13068.00,-1680.00,612.00,0.00,-16252.00,-7568.00,840.00,-1992.00,-6416.00,-9276.00,-488.00,0.00,-488.00,-2340.00,0.00,-2340.00,-6448.00,592.00,-888.00,1108.00,0.00,-4968.00,0.00,-4968.00,460.00,724.00,4892.00,2518.00
1986:Q2,-471.00,542.00,20248.00,1376.00,0.00,-912.00,13168.00,400.00,12736.00,-764.00,796.00,0.00,19976.00,28400.00,700.00,-2736.00,30436.00,-11868.00,-10420.00,0.00,-10420.00,5068.00,0.00,5068.00,-6516.00,3444.00,-13360.00,21824.00,0.00,18992.00,0.00,18992.00,1156.00,724.00,952.00,563.00
1986:Q3,-595.00,539.00,33468.00,848.00,0.00,21804.00,3136.00,168.00,2116.00,84.00,768.00,0.00,2948.00,11464.00,760.00,-6080.00,16784.00,-9232.00,-3844.00,0.00,-3844.00,1204.00,0.00,1204.00,-6592.00,716.00,4732.00,32948.00,0.00,23688.00,0.00,23688.00,-1732.00,724.00,10268.00,-1654.00
1986:Q4,-358.00,547.00,38104.00,3980.00,0.00,-14608.00,10300.00,-292.00,10088.00,-36.00,540.00,0.00,21304.00,38016.00,1012.00,-1432.00,38436.00,-17460.00,-8032.00,0.00,-8032.00,-2836.00,0.00,-2836.00,-6592.00,748.00,17128.00,39356.00,0.00,23148.00,0.00,23148.00,-1344.00,724.00,16828.00,347.00
