1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1962:Q2,20708.00,20391.00,551.00,2133.00,-127.00,-2240.00,25258.00,1505.00,20391.00,0.00,0.00,3362.00,-4550.00,3185.00,3185.00,0.00,17206.00,17206.00,0.00,0.00,1505.00,1505.00,1462.00,43.00,1190.00,1190.00,0.00,2369.00,2910.00,541.00,197.00,182.00,15.00,0.00,0.00,0.00,3362.00,-1962.00,-1938.00,245.00,127.00,2240.00,24.00,-4550.00
1962:Q3,23435.00,21375.00,2237.00,2131.00,-129.00,-2179.00,27116.00,2403.00,21375.00,0.00,0.00,3338.00,-3681.00,4270.00,4270.00,0.00,17105.00,17105.00,0.00,0.00,2403.00,2403.00,1641.00,762.00,1126.00,1126.00,0.00,2388.00,2926.00,538.00,176.00,161.00,15.00,0.00,0.00,0.00,3338.00,-1131.00,-1118.00,255.00,129.00,2179.00,13.00,-3681.00
1962:Q4,23067.00,21973.00,1372.00,2182.00,-131.00,-2329.00,27894.00,2940.00,21973.00,0.00,0.00,2981.00,-4827.00,4519.00,4519.00,0.00,17454.00,17454.00,0.00,0.00,2940.00,2940.00,2903.00,37.00,851.00,851.00,0.00,2391.00,2943.00,552.00,261.00,242.00,19.00,0.00,0.00,0.00,2981.00,-2177.00,-2072.00,295.00,131.00,2329.00,105.00,-4827.00
1963:Q1,20125.00,20620.00,-114.00,2257.00,-134.00,-2504.00,25600.00,1417.00,20620.00,0.00,0.00,3563.00,-5475.00,4210.00,4210.00,0.00,16410.00,16410.00,0.00,0.00,1417.00,1417.00,1223.00,194.00,1291.00,1291.00,0.00,2484.00,3039.00,555.00,212.00,194.00,18.00,0.00,0.00,0.00,3563.00,-2628.00,-2555.00,282.00,134.00,2504.00,73.00,-5475.00
1963:Q2,20405.00,20448.00,139.00,2318.00,-136.00,-2364.00,25609.00,1734.00,20448.00,0.00,0.00,3427.00,-5204.00,3483.00,3483.00,0.00,16965.00,16965.00,0.00,0.00,1734.00,1734.00,1638.00,96.00,1130.00,1130.00,0.00,2566.00,3134.00,568.00,269.00,252.00,17.00,0.00,0.00,0.00,3427.00,-2473.00,-2433.00,271.00,136.00,2364.00,40.00,-5204.00
1963:Q3,21999.00,21171.00,921.00,2354.00,-138.00,-2309.00,26537.00,1900.00,21171.00,0.00,0.00,3466.00,-4538.00,4550.00,4550.00,0.00,16621.00,16621.00,0.00,0.00,1900.00,1900.00,1435.00,465.00,1100.00,1100.00,0.00,2620.00,3191.00,571.00,254.00,236.00,18.00,0.00,0.00,0.00,3466.00,-1843.00,-1790.00,301.00,138.00,2309.00,53.00,-4538.00
1963:Q4,22047.00,21308.00,1026.00,2347.00,-141.00,-2493.00,27172.00,2631.00,21308.00,0.00,0.00,3233.00,-5125.00,4259.00,4259.00,0.00,17049.00,17049.00,0.00,0.00,2631.00,2631.00,2600.00,31.00,1000.00,1000.00,0.00,2593.00,3176.00,583.00,360.00,340.00,20.00,0.00,0.00,0.00,3233.00,-2265.00,-2167.00,324.00,141.00,2493.00,98.00,-5125.00
1964:Q1,20538.00,21111.00,-196.00,2408.00,-144.00,-2641.00,26135.00,1552.00,21111.00,0.00,0.00,3472.00,-5597.00,4500.00,4500.00,0.00,16611.00,16611.00,0.00,0.00,1552.00,1552.00,1497.00,55.00,1150.00,1150.00,0.00,2638.00,3234.00,596.00,316.00,297.00,19.00,0.00,0.00,0.00,3472.00,-2601.00,-2496.00,316.00,144.00,2641.00,105.00,-5597.00
1964:Q2,20845.00,21512.00,-395.00,2460.00,-147.00,-2585.00,26515.00,1712.00,21512.00,0.00,0.00,3291.00,-5670.00,4539.00,4539.00,0.00,16973.00,16973.00,0.00,0.00,1712.00,1712.00,1633.00,79.00,1000.00,1000.00,0.00,2674.00,3290.00,616.00,383.00,364.00,19.00,0.00,0.00,0.00,3291.00,-2743.00,-2631.00,307.00,147.00,2585.00,112.00,-5670.00
1964:Q3,22470.00,21901.00,692.00,2550.00,-150.00,-2523.00,27140.00,1660.00,21901.00,0.00,0.00,3579.00,-4670.00,4780.00,4780.00,0.00,17121.00,17121.00,0.00,0.00,1660.00,1660.00,1567.00,93.00,1059.00,1059.00,0.00,2825.00,3472.00,647.00,305.00,285.00,20.00,0.00,0.00,0.00,3579.00,-1742.00,-1676.00,321.00,150.00,2523.00,66.00,-4670.00
1964:Q4,22793.00,22382.00,670.00,2643.00,-151.00,-2751.00,28861.00,2762.00,22382.00,0.00,0.00,3717.00,-6068.00,4532.00,4532.00,0.00,17850.00,17850.00,0.00,0.00,2762.00,2762.00,2606.00,156.00,1118.00,1118.00,0.00,2962.00,3639.00,677.00,363.00,341.00,22.00,0.00,0.00,0.00,3717.00,-2869.00,-2787.00,379.00,151.00,2751.00,82.00,-6068.00
1965:Q1,22207.00,22117.00,166.00,2909.00,-151.00,-2834.00,27727.00,1223.00,22117.00,0.00,0.00,4387.00,-5520.00,4840.00,4840.00,0.00,17277.00,17277.00,0.00,0.00,1223.00,1223.00,1114.00,109.00,1503.00,1503.00,0.00,3187.00,3900.00,713.00,303.00,281.00,22.00,0.00,0.00,0.00,4387.00,-2279.00,-2191.00,344.00,151.00,2834.00,88.00,-5520.00
1965:Q2,24708.00,23207.00,1153.00,3139.00,-148.00,-2643.00,29762.00,1995.00,23207.00,0.00,0.00,4560.00,-5054.00,4978.00,4978.00,0.00,18229.00,18229.00,0.00,0.00,1995.00,1995.00,1349.00,646.00,1474.00,1474.00,0.00,3416.00,4161.00,745.00,330.00,308.00,22.00,0.00,0.00,0.00,4560.00,-2008.00,-1911.00,352.00,148.00,2643.00,97.00,-5054.00
1965:Q3,24117.00,23167.00,942.00,2716.00,-146.00,-2562.00,29099.00,1528.00,23167.00,0.00,0.00,4404.00,-4982.00,5370.00,5370.00,0.00,17797.00,17797.00,0.00,0.00,1528.00,1528.00,1405.00,123.00,1582.00,1582.00,0.00,3102.00,3815.00,713.00,280.00,255.00,25.00,0.00,0.00,0.00,4404.00,-1913.00,-1860.00,414.00,146.00,2562.00,53.00,-4982.00
1965:Q4,23734.00,23298.00,980.00,2397.00,-144.00,-2797.00,29472.00,2344.00,23298.00,0.00,0.00,3830.00,-5738.00,4851.00,4851.00,0.00,18447.00,18447.00,0.00,0.00,2344.00,2344.00,2248.00,96.00,1383.00,1383.00,0.00,2755.00,3437.00,682.00,308.00,282.00,26.00,0.00,0.00,0.00,3830.00,-2465.00,-2369.00,428.00,144.00,2797.00,96.00,-5738.00
1966:Q1,23639.00,23411.00,1007.00,2265.00,-149.00,-2895.00,29414.00,1967.00,23411.00,0.00,0.00,4036.00,-5775.00,5470.00,5470.00,0.00,17941.00,17941.00,0.00,0.00,1967.00,1967.00,1388.00,579.00,1711.00,1711.00,0.00,2621.00,3307.00,686.00,296.00,268.00,28.00,0.00,0.00,0.00,4036.00,-2403.00,-2322.00,409.00,149.00,2895.00,81.00,-5775.00
1966:Q2,25482.00,23798.00,2292.00,2268.00,-158.00,-2718.00,30199.00,2244.00,23798.00,0.00,0.00,4157.00,-4717.00,5234.00,5234.00,0.00,18564.00,18564.00,0.00,0.00,2244.00,2244.00,1957.00,287.00,1793.00,1793.00,0.00,2645.00,3386.00,741.00,281.00,252.00,29.00,0.00,0.00,0.00,4157.00,-1493.00,-1426.00,415.00,158.00,2718.00,67.00,-4717.00
1966:Q3,28625.00,23900.00,4931.00,2472.00,-168.00,-2510.00,32090.00,2626.00,23900.00,0.00,0.00,5564.00,-3465.00,5830.00,5830.00,0.00,18070.00,18070.00,0.00,0.00,2626.00,2626.00,1647.00,979.00,3027.00,3027.00,0.00,2817.00,3584.00,767.00,280.00,250.00,30.00,0.00,0.00,0.00,5564.00,-472.00,-351.00,436.00,168.00,2510.00,121.00,-3465.00
1966:Q4,30411.00,25244.00,5339.00,2656.00,-176.00,-2652.00,34620.00,2683.00,25244.00,0.00,0.00,6693.00,-4209.00,5450.00,5450.00,0.00,19794.00,19794.00,0.00,0.00,2683.00,2683.00,2510.00,173.00,4036.00,4036.00,0.00,2966.00,3740.00,774.00,309.00,279.00,30.00,0.00,0.00,0.00,6693.00,-1101.00,-934.00,447.00,176.00,2652.00,167.00,-4209.00
1967:Q1,26189.00,24589.00,2176.00,2469.00,-187.00,-2858.00,31879.00,1289.00,24589.00,0.00,0.00,6001.00,-5690.00,5970.00,5970.00,0.00,18619.00,18619.00,0.00,0.00,1289.00,1289.00,1260.00,29.00,3412.00,3412.00,0.00,2929.00,3677.00,748.00,340.00,309.00,31.00,0.00,0.00,0.00,6001.00,-2216.00,-2002.00,643.00,187.00,2858.00,214.00,-5690.00
1967:Q2,26622.00,24359.00,2912.00,2360.00,-200.00,-2809.00,31412.00,1398.00,24359.00,0.00,0.00,5655.00,-4790.00,4854.00,4854.00,0.00,19505.00,19505.00,0.00,0.00,1398.00,1398.00,1345.00,53.00,3166.00,3166.00,0.00,2801.00,3615.00,814.00,312.00,280.00,32.00,0.00,0.00,0.00,5655.00,-1372.00,-1113.00,668.00,200.00,2809.00,259.00,-4790.00
1967:Q3,30801.00,26291.00,5047.00,2412.00,-214.00,-2735.00,34542.00,1406.00,26291.00,0.00,0.00,6845.00,-3741.00,6252.00,6252.00,0.00,20039.00,20039.00,0.00,0.00,1406.00,1406.00,1235.00,171.00,4059.00,4059.00,0.00,3113.00,3959.00,846.00,327.00,292.00,35.00,0.00,0.00,0.00,6845.00,-126.00,74.00,866.00,214.00,2735.00,200.00,-3741.00
1967:Q4,32673.00,27023.00,6300.00,2510.00,-226.00,-2934.00,36906.00,2624.00,27023.00,0.00,0.00,7259.00,-4233.00,5931.00,5931.00,0.00,21092.00,21092.00,0.00,0.00,2624.00,2624.00,2483.00,141.00,4241.00,4241.00,0.00,3384.00,4261.00,877.00,366.00,328.00,38.00,0.00,0.00,0.00,7259.00,-237.00,-102.00,971.00,226.00,2934.00,135.00,-4233.00
1968:Q1,32556.00,27482.00,6003.00,2434.00,-231.00,-3132.00,38316.00,2734.00,27482.00,0.00,0.00,8100.00,-5760.00,6250.00,6250.00,0.00,21232.00,21232.00,0.00,0.00,2734.00,2734.00,1344.00,1390.00,4920.00,4920.00,0.00,3479.00,4432.00,953.00,299.00,259.00,40.00,0.00,0.00,0.00,8100.00,-1392.00,-1233.00,1164.00,231.00,3132.00,159.00,-5760.00
1968:Q2,34437.00,26652.00,8704.00,2321.00,-237.00,-3003.00,38321.00,2230.00,26652.00,0.00,0.00,9439.00,-3884.00,5190.00,5190.00,0.00,21462.00,21462.00,0.00,0.00,2230.00,2230.00,1938.00,292.00,6202.00,6202.00,0.00,3545.00,4586.00,1041.00,308.00,267.00,41.00,0.00,0.00,0.00,9439.00,539.00,725.00,1369.00,237.00,3003.00,186.00,-3884.00
1968:Q3,39473.00,29073.00,10928.00,2410.00,-243.00,-2695.00,42932.00,3335.00,29073.00,0.00,0.00,10524.00,-3459.00,6660.00,6660.00,0.00,22413.00,22413.00,0.00,0.00,3335.00,3335.00,1770.00,1565.00,7104.00,7104.00,0.00,3744.00,4686.00,942.00,324.00,284.00,40.00,0.00,0.00,0.00,10524.00,773.00,991.00,1512.00,243.00,2695.00,218.00,-3459.00
1968:Q4,39062.00,29054.00,10476.00,2547.00,-249.00,-2766.00,42128.00,3670.00,29054.00,0.00,0.00,9404.00,-3066.00,7195.00,7195.00,0.00,21859.00,21859.00,0.00,0.00,3670.00,3670.00,3482.00,188.00,6039.00,6039.00,0.00,3742.00,4806.00,1064.00,377.00,337.00,40.00,0.00,0.00,0.00,9404.00,1104.00,1327.00,1378.00,249.00,2766.00,223.00,-3066.00
1969:Q1,40828.00,28556.00,12829.00,2576.00,-257.00,-2876.00,44786.00,3031.00,28556.00,0.00,0.00,13199.00,-3958.00,6490.00,6490.00,0.00,22066.00,22066.00,0.00,0.00,3031.00,3031.00,2034.00,997.00,9621.00,9621.00,0.00,3943.00,5127.00,1184.00,365.00,322.00,43.00,0.00,0.00,0.00,13199.00,499.00,774.00,1599.00,257.00,2876.00,275.00,-3958.00
1969:Q2,45787.00,27066.00,18856.00,2607.00,-266.00,-2476.00,46687.00,2521.00,27066.00,0.00,0.00,17100.00,-900.00,6258.00,6258.00,0.00,20808.00,20808.00,0.00,0.00,2521.00,2521.00,1472.00,1049.00,13269.00,13269.00,0.00,4169.00,5407.00,1238.00,338.00,291.00,47.00,0.00,0.00,0.00,17100.00,3357.00,3674.00,1832.00,266.00,2476.00,317.00,-900.00
1969:Q3,44869.00,29458.00,15043.00,2778.00,-275.00,-2135.00,46813.00,3839.00,29458.00,0.00,0.00,13516.00,-1944.00,6950.00,6950.00,0.00,22508.00,22508.00,0.00,0.00,3839.00,3839.00,2313.00,1526.00,9519.00,10199.00,680.00,4393.00,5710.00,1317.00,396.00,344.00,52.00,0.00,0.00,0.00,13516.00,2029.00,2384.00,1918.00,275.00,2135.00,355.00,-1944.00
1969:Q4,47388.00,29405.00,17368.00,3185.00,-284.00,-2286.00,49872.00,3623.00,29405.00,0.00,0.00,16844.00,-2484.00,7320.00,7320.00,0.00,22085.00,22085.00,0.00,0.00,3623.00,3623.00,3440.00,183.00,12529.00,13242.00,713.00,4734.00,6013.00,1279.00,419.00,363.00,56.00,0.00,0.00,0.00,16844.00,1579.00,1979.00,1893.00,284.00,2286.00,400.00,-2484.00
1970:Q1,45714.00,29508.00,16444.00,2741.00,-305.00,-2674.00,48841.00,3791.00,29508.00,0.00,0.00,15542.00,-3127.00,6940.00,6940.00,0.00,22568.00,22568.00,0.00,0.00,3791.00,3791.00,2237.00,1554.00,11355.00,12045.00,690.00,4539.00,6080.00,1541.00,352.00,285.00,67.00,0.00,0.00,0.00,15542.00,1583.00,2062.00,2210.00,305.00,2674.00,479.00,-3127.00
1970:Q2,44738.00,29081.00,16283.00,2292.00,-334.00,-2584.00,46834.00,2892.00,29081.00,0.00,0.00,14861.00,-2096.00,7090.00,7090.00,0.00,21991.00,21991.00,0.00,0.00,2892.00,2892.00,2562.00,330.00,10775.00,11404.00,629.00,4558.00,6134.00,1576.00,472.00,390.00,82.00,0.00,0.00,0.00,14861.00,3006.00,3527.00,2705.00,334.00,2584.00,521.00,-2096.00
1970:Q3,46301.00,31198.00,15700.00,2121.00,-364.00,-2354.00,47902.00,3166.00,31198.00,0.00,0.00,13538.00,-1601.00,7260.00,7260.00,0.00,23938.00,23938.00,0.00,0.00,3166.00,3166.00,2313.00,853.00,9541.00,10195.00,654.00,4494.00,6188.00,1694.00,497.00,399.00,98.00,0.00,0.00,0.00,13538.00,3392.00,3844.00,2727.00,364.00,2354.00,452.00,-1601.00
1970:Q4,43599.00,31197.00,13315.00,2340.00,-387.00,-2866.00,46249.00,4596.00,31197.00,0.00,0.00,10456.00,-2650.00,7047.00,7047.00,0.00,24150.00,24150.00,0.00,0.00,4596.00,4596.00,4261.00,335.00,6523.00,7236.00,713.00,4493.00,6252.00,1759.00,560.00,450.00,110.00,0.00,0.00,0.00,10456.00,2646.00,3302.00,2699.00,387.00,2866.00,656.00,-2650.00
1971:Q1,41573.00,33162.00,10796.00,1628.00,-408.00,-3605.00,43408.00,2941.00,33162.00,0.00,0.00,7305.00,-1835.00,7230.00,7230.00,0.00,25932.00,25932.00,0.00,0.00,2941.00,2941.00,2550.00,391.00,3486.00,4045.00,559.00,4453.00,6284.00,1831.00,634.00,514.00,120.00,0.00,0.00,0.00,7305.00,4883.00,5302.00,3124.00,408.00,3605.00,419.00,-1835.00
1971:Q2,39235.00,32184.00,10578.00,670.00,-443.00,-3754.00,41155.00,2995.00,32184.00,0.00,0.00,5976.00,-1920.00,7634.00,7634.00,0.00,24550.00,24550.00,0.00,0.00,2995.00,2995.00,2549.00,446.00,2135.00,2658.00,523.00,4465.00,6431.00,1966.00,624.00,496.00,128.00,0.00,0.00,0.00,5976.00,5944.00,6452.00,4175.00,443.00,3754.00,508.00,-1920.00
1971:Q3,39516.00,33524.00,9047.00,1069.00,-507.00,-3617.00,42857.00,2909.00,33524.00,0.00,0.00,6424.00,-3341.00,8100.00,8100.00,0.00,25424.00,25424.00,0.00,0.00,2909.00,2909.00,2527.00,382.00,2468.00,2968.00,500.00,4649.00,6721.00,2072.00,693.00,557.00,136.00,0.00,0.00,0.00,6424.00,4227.00,5037.00,4254.00,507.00,3617.00,810.00,-3341.00
1971:Q4,40829.00,35329.00,6843.00,3066.00,-514.00,-3895.00,45557.00,4382.00,35329.00,0.00,0.00,5846.00,-4728.00,7541.00,7541.00,0.00,27788.00,27788.00,0.00,0.00,4382.00,4382.00,4343.00,39.00,1642.00,2300.00,658.00,4974.00,6967.00,1993.00,770.00,625.00,145.00,0.00,0.00,0.00,5846.00,1444.00,3208.00,3527.00,514.00,3895.00,1764.00,-4728.00
1972:Q1,38310.00,36521.00,721.00,6276.00,-561.00,-4647.00,45437.00,3703.00,36521.00,0.00,0.00,5213.00,-7127.00,8050.00,8050.00,0.00,28471.00,28471.00,0.00,0.00,3703.00,3703.00,2673.00,1030.00,1485.00,2130.00,645.00,4629.00,6743.00,2114.00,901.00,747.00,154.00,0.00,0.00,0.00,5213.00,-3720.00,581.00,2500.00,561.00,4647.00,4301.00,-7127.00
1972:Q2,37794.00,34281.00,1527.00,6922.00,-623.00,-4313.00,43328.00,3429.00,34281.00,0.00,0.00,5618.00,-5534.00,6799.00,6799.00,0.00,27482.00,27482.00,0.00,0.00,3429.00,3429.00,3299.00,130.00,1622.00,2265.00,643.00,4874.00,7195.00,2321.00,878.00,717.00,161.00,0.00,0.00,0.00,5618.00,-2807.00,2992.00,3590.00,623.00,4313.00,5799.00,-5534.00
1972:Q3,37721.00,35532.00,-996.00,8061.00,-676.00,-4200.00,45843.00,4584.00,35532.00,0.00,0.00,5727.00,-8122.00,8840.00,8840.00,0.00,26692.00,26692.00,0.00,0.00,4584.00,4584.00,3742.00,842.00,1496.00,2222.00,726.00,5106.00,7624.00,2518.00,875.00,703.00,172.00,0.00,0.00,0.00,5727.00,-6373.00,874.00,4120.00,676.00,4200.00,7247.00,-8122.00
1972:Q4,36534.00,34295.00,1894.00,5576.00,-683.00,-4548.00,47037.00,5955.00,34295.00,0.00,0.00,6787.00,-10503.00,8648.00,8648.00,0.00,25647.00,25647.00,0.00,0.00,5955.00,5955.00,3974.00,1981.00,1116.00,2113.00,997.00,6727.00,9750.00,3023.00,1056.00,647.00,409.00,0.00,0.00,0.00,6787.00,-4530.00,-737.00,4535.00,683.00,4548.00,3793.00,-10503.00
1973:Q1,35410.00,35762.00,-708.00,6181.00,-688.00,-5137.00,44718.00,4149.00,35762.00,0.00,0.00,4807.00,-9308.00,8889.00,8889.00,0.00,26873.00,26873.00,0.00,0.00,4149.00,4149.00,2121.00,2028.00,767.00,1976.00,1209.00,5204.00,8281.00,3077.00,1164.00,576.00,588.00,0.00,0.00,0.00,4807.00,-5048.00,866.00,4349.00,688.00,5137.00,5914.00,-9308.00
1973:Q2,31350.00,32484.00,-1567.00,6213.00,-694.00,-5086.00,42239.00,3818.00,32484.00,0.00,0.00,5937.00,-10889.00,7666.00,7666.00,0.00,24818.00,24818.00,0.00,0.00,3818.00,3818.00,2048.00,1770.00,1320.00,2325.00,1005.00,5884.00,9515.00,3631.00,1267.00,695.00,572.00,0.00,0.00,0.00,5937.00,-6010.00,1582.00,6691.00,694.00,5086.00,7592.00,-10889.00
1973:Q3,46633.00,40633.00,3161.00,7795.00,-832.00,-4124.00,53570.00,7558.00,40633.00,0.00,0.00,5379.00,-6937.00,9671.00,9671.00,0.00,30962.00,30962.00,0.00,0.00,7558.00,7558.00,3036.00,4522.00,737.00,1917.00,1180.00,5743.00,9499.00,3756.00,1101.00,542.00,559.00,0.00,0.00,0.00,5379.00,-4592.00,2749.00,4730.00,832.00,4124.00,7341.00,-6937.00
1973:Q4,36324.00,37748.00,-3184.00,6869.00,-969.00,-4140.00,46202.00,4357.00,37748.00,0.00,0.00,4097.00,-9878.00,10688.00,10688.00,0.00,27060.00,27060.00,0.00,0.00,4357.00,4357.00,3099.00,1258.00,244.00,1886.00,1642.00,5242.00,9494.00,4252.00,1389.00,686.00,703.00,0.00,0.00,0.00,4097.00,-7099.00,1076.00,5845.00,969.00,4140.00,8175.00,-9878.00
1974:Q1,41674.00,38119.00,429.00,9233.00,-850.00,-5257.00,51917.00,4255.00,38119.00,0.00,0.00,9543.00,-10243.00,9709.00,9709.00,0.00,28410.00,28410.00,0.00,0.00,4255.00,4255.00,2222.00,2033.00,2907.00,5336.00,2429.00,7765.00,11903.00,4138.00,1129.00,547.00,582.00,0.00,0.00,0.00,9543.00,-6186.00,2265.00,6401.00,850.00,5257.00,8451.00,-10243.00
1974:Q2,42810.00,38441.00,3973.00,6582.00,-730.00,-5456.00,48967.00,5507.00,38441.00,0.00,0.00,5019.00,-6157.00,8355.00,8355.00,0.00,30086.00,30086.00,0.00,0.00,5507.00,5507.00,2297.00,3210.00,670.00,4158.00,3488.00,6205.00,12562.00,6357.00,1856.00,1013.00,843.00,0.00,0.00,0.00,5019.00,-1191.00,10423.00,10394.00,730.00,5456.00,11614.00,-6157.00
1974:Q3,52298.00,43763.00,2544.00,10980.00,-675.00,-4314.00,57516.00,8913.00,43763.00,0.00,0.00,4840.00,-5218.00,10507.00,10507.00,0.00,33256.00,33256.00,0.00,0.00,8913.00,8913.00,3721.00,5192.00,-1436.00,3622.00,5058.00,7984.00,13552.00,5568.00,1708.00,976.00,732.00,0.00,0.00,0.00,4840.00,-3957.00,5922.00,6151.00,675.00,4314.00,9879.00,-5218.00
1974:Q4,35606.00,37483.00,-8501.00,12166.00,-787.00,-4755.00,43645.00,2300.00,37483.00,0.00,0.00,3862.00,-8039.00,11640.00,11640.00,0.00,25843.00,25843.00,0.00,0.00,2300.00,2300.00,2001.00,299.00,-1345.00,4464.00,5809.00,7468.00,13983.00,6515.00,2261.00,1332.00,929.00,0.00,0.00,0.00,3862.00,-8124.00,4825.00,7322.00,787.00,4755.00,12949.00,-8039.00
1975:Q1,34391.00,40999.00,-11366.00,11778.00,-795.00,-6225.00,42410.00,2976.00,40999.00,0.00,0.00,-1565.00,-8019.00,10562.00,10562.00,0.00,30437.00,30437.00,0.00,0.00,2976.00,2976.00,2163.00,813.00,-6298.00,2643.00,8941.00,7246.00,13423.00,6177.00,2513.00,1485.00,1028.00,0.00,0.00,0.00,-1565.00,-6559.00,4618.00,5617.00,795.00,6225.00,11177.00,-8019.00
1975:Q2,20696.00,36060.00,-17584.00,9738.00,-803.00,-6715.00,32717.00,2352.00,36060.00,0.00,0.00,-5695.00,-12021.00,10084.00,10084.00,0.00,25976.00,25976.00,0.00,0.00,2352.00,2352.00,1791.00,561.00,-9939.00,2344.00,12283.00,7246.00,13524.00,6278.00,3002.00,1835.00,1167.00,0.00,0.00,0.00,-5695.00,-8162.00,4010.00,8513.00,803.00,6715.00,12172.00,-12021.00
1975:Q3,34227.00,40531.00,-11474.00,11205.00,-850.00,-5185.00,42759.00,3808.00,40531.00,0.00,0.00,-1580.00,-8532.00,11168.00,11168.00,0.00,29363.00,29363.00,0.00,0.00,3808.00,3808.00,2406.00,1402.00,-7758.00,3268.00,11026.00,8313.00,15138.00,6825.00,2135.00,1181.00,954.00,0.00,0.00,0.00,-1580.00,-6343.00,3633.00,6130.00,850.00,5185.00,9976.00,-8532.00
1975:Q4,23471.00,38304.00,-17642.00,8848.00,-899.00,-5140.00,36224.00,3917.00,38304.00,0.00,0.00,-5997.00,-12753.00,12252.00,12252.00,0.00,26052.00,26052.00,0.00,0.00,3917.00,3917.00,3688.00,229.00,-8484.00,3665.00,12149.00,6599.00,14841.00,8242.00,4112.00,2607.00,1505.00,0.00,0.00,0.00,-5997.00,-10468.00,1581.00,8295.00,899.00,5140.00,12049.00,-12753.00
1976:Q1,24269.00,39407.00,-18394.00,10284.00,-875.00,-6153.00,34923.00,2164.00,39407.00,0.00,0.00,-6648.00,-10654.00,11257.00,11257.00,0.00,28150.00,28150.00,0.00,0.00,2164.00,2164.00,2110.00,54.00,-11770.00,3525.00,15295.00,7465.00,15120.00,7655.00,2343.00,1374.00,969.00,0.00,0.00,0.00,-6648.00,-7414.00,4305.00,7931.00,875.00,6153.00,11719.00,-10654.00
1976:Q2,21940.00,39441.00,-21879.00,10983.00,-864.00,-5741.00,32968.00,3891.00,39441.00,0.00,0.00,-10364.00,-11028.00,11981.00,11981.00,0.00,27460.00,27460.00,0.00,0.00,3891.00,3891.00,3577.00,314.00,-13230.00,3272.00,16502.00,7609.00,16484.00,8875.00,4743.00,3624.00,1119.00,0.00,0.00,0.00,-10364.00,-8916.00,3194.00,7617.00,864.00,5741.00,12110.00,-11028.00
1976:Q3,26756.00,42003.00,-20409.00,10446.00,-800.00,-4484.00,36708.00,3137.00,42003.00,0.00,0.00,-8432.00,-9952.00,12287.00,12287.00,0.00,29716.00,29716.00,0.00,0.00,3137.00,3137.00,2811.00,326.00,-15763.00,3247.00,19010.00,9841.00,17671.00,7830.00,2510.00,1518.00,992.00,0.00,0.00,0.00,-8432.00,-6265.00,5917.00,10585.00,800.00,4484.00,12182.00,-9952.00
1976:Q4,14516.00,37279.00,-28574.00,11453.00,-744.00,-4898.00,28058.00,2626.00,37279.00,0.00,0.00,-11847.00,-13542.00,12121.00,12121.00,0.00,25158.00,25158.00,0.00,0.00,2626.00,2626.00,2601.00,25.00,-15450.00,4323.00,19773.00,9532.00,18814.00,9282.00,5929.00,4526.00,1403.00,0.00,0.00,0.00,-11847.00,-11224.00,2976.00,10876.00,744.00,4898.00,14200.00,-13542.00
1977:Q1,14263.00,39007.00,-27900.00,10310.00,-900.00,-6254.00,29153.00,3062.00,39007.00,0.00,0.00,-12916.00,-14890.00,12124.00,12124.00,0.00,26883.00,26883.00,0.00,0.00,3062.00,3062.00,2913.00,149.00,-17395.00,3622.00,21017.00,10255.00,17667.00,7412.00,5776.00,4463.00,1313.00,0.00,0.00,0.00,-12916.00,-9104.00,4792.00,12528.00,900.00,6254.00,13896.00,-14890.00
1977:Q2,13888.00,37287.00,-27166.00,10792.00,-1093.00,-5932.00,27459.00,3864.00,37287.00,0.00,0.00,-13692.00,-13571.00,12725.00,12725.00,0.00,24562.00,24562.00,0.00,0.00,3864.00,3864.00,3604.00,260.00,-19209.00,3612.00,22821.00,10844.00,19284.00,8440.00,5327.00,3801.00,1526.00,0.00,0.00,0.00,-13692.00,-8020.00,6853.00,13399.00,1093.00,5932.00,14873.00,-13571.00
1977:Q3,14366.00,35279.00,-27163.00,12767.00,-1172.00,-5345.00,30884.00,3248.00,35279.00,0.00,0.00,-7643.00,-16518.00,11326.00,11326.00,0.00,23953.00,23953.00,0.00,0.00,3248.00,3248.00,1956.00,1292.00,-11842.00,8231.00,20073.00,11010.00,20447.00,9437.00,6811.00,4056.00,2755.00,0.00,0.00,0.00,-7643.00,-14513.00,2236.00,12237.00,1172.00,5345.00,16749.00,-16518.00
