1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1992:Q3,24230.00,57859.00,-37477.00,38190.00,-1464.00,-32878.00,78230.00,382.00,56632.00,1227.00,0.00,19989.00,-54000.00,30194.00,30194.00,0.00,27665.00,26438.00,1227.00,0.00,382.00,382.00,-227.00,609.00,8658.00,102634.00,93976.00,22926.00,235374.00,212448.00,11595.00,7820.00,3775.00,0.00,0.00,0.00,19989.00,-38697.00,68424.00,88082.00,1464.00,32878.00,107121.00,-54000.00
1992:Q4,11275.00,63949.00,-62064.00,44238.00,-1297.00,-33551.00,75594.00,3928.00,63297.00,652.00,0.00,7717.00,-64319.00,31870.00,31870.00,0.00,32079.00,31427.00,652.00,0.00,3928.00,3928.00,3253.00,675.00,-8278.00,97316.00,105594.00,26911.00,228824.00,201913.00,10916.00,7931.00,2985.00,0.00,0.00,0.00,7717.00,-49783.00,68200.00,97671.00,1297.00,33551.00,117983.00,-64319.00
1993:Q1,32537.00,65094.00,-38980.00,41029.00,-1166.00,-33440.00,88557.00,1090.00,63920.00,1174.00,0.00,22373.00,-56020.00,30561.00,30561.00,0.00,34533.00,33359.00,1174.00,0.00,1090.00,1090.00,337.00,753.00,4970.00,103285.00,98315.00,26624.00,223567.00,196943.00,9221.00,6604.00,2617.00,0.00,0.00,0.00,22373.00,-38436.00,68426.00,89840.00,1166.00,33440.00,106862.00,-56020.00
1993:Q2,16619.00,59934.00,-40126.00,30408.00,-1016.00,-32581.00,71690.00,1755.00,59080.00,854.00,0.00,10001.00,-55071.00,32210.00,32210.00,0.00,27724.00,26870.00,854.00,0.00,1755.00,1755.00,221.00,1534.00,3492.00,102190.00,98698.00,15685.00,203109.00,187424.00,9176.00,6547.00,2629.00,0.00,0.00,0.00,10001.00,-38826.00,71665.00,93139.00,1016.00,32581.00,110491.00,-55071.00
1993:Q3,28933.00,61669.00,-36165.00,36299.00,-934.00,-31936.00,90324.00,3865.00,60187.00,1482.00,0.00,24790.00,-61391.00,31735.00,31735.00,0.00,29934.00,28452.00,1482.00,0.00,3865.00,3865.00,947.00,2918.00,4191.00,102329.00,98138.00,29790.00,215914.00,186124.00,9191.00,7320.00,1871.00,0.00,0.00,0.00,24790.00,-36901.00,69819.00,98340.00,934.00,31936.00,106720.00,-61391.00
1993:Q4,31690.00,67622.00,-43145.00,40358.00,-1000.00,-32145.00,89817.00,1003.00,66641.00,981.00,0.00,21192.00,-58127.00,32671.00,32671.00,0.00,34951.00,33970.00,981.00,0.00,1003.00,1003.00,909.00,94.00,8109.00,104529.00,96420.00,23958.00,209040.00,185082.00,10875.00,8508.00,2367.00,0.00,0.00,0.00,21192.00,-43749.00,70187.00,95169.00,1000.00,32145.00,113936.00,-58127.00
1994:Q1,57774.00,67172.00,-27683.00,48781.00,-912.00,-29584.00,119211.00,907.00,66558.00,614.00,0.00,51132.00,-61437.00,31439.00,31439.00,0.00,35733.00,35119.00,614.00,0.00,907.00,907.00,444.00,463.00,25681.00,115964.00,90283.00,36075.00,218356.00,182281.00,10624.00,8556.00,2068.00,0.00,0.00,0.00,51132.00,-45715.00,67756.00,98697.00,912.00,29584.00,113471.00,-61437.00
1994:Q2,84389.00,67784.00,-5164.00,49923.00,-942.00,-27212.00,136155.00,1567.00,67024.00,760.00,0.00,66804.00,-51766.00,34426.00,34426.00,0.00,33358.00,32598.00,760.00,0.00,1567.00,1567.00,866.00,701.00,40821.00,133303.00,92482.00,35662.00,211593.00,175931.00,9679.00,6541.00,3138.00,0.00,0.00,0.00,66804.00,-41011.00,70417.00,94029.00,942.00,27212.00,111428.00,-51766.00
1994:Q3,83479.00,61209.00,2372.00,48076.00,-1072.00,-27106.00,134396.00,692.00,60564.00,645.00,0.00,72495.00,-50917.00,31155.00,31155.00,0.00,30054.00,29409.00,645.00,0.00,692.00,692.00,188.00,504.00,47548.00,135941.00,88393.00,35114.00,217398.00,182284.00,10167.00,7398.00,2769.00,0.00,0.00,0.00,72495.00,-38470.00,76901.00,99640.00,1072.00,27106.00,115371.00,-50917.00
1994:Q4,123422.00,68918.00,29240.00,49921.00,-1449.00,-23208.00,174199.00,-493.00,67966.00,952.00,0.00,105774.00,-50777.00,38129.00,38129.00,0.00,30789.00,29837.00,952.00,0.00,-493.00,-493.00,-716.00,223.00,78624.00,162421.00,83797.00,39673.00,219095.00,179422.00,12523.00,8140.00,4383.00,0.00,0.00,0.00,105774.00,-40751.00,77239.00,103359.00,1449.00,23208.00,117990.00,-50777.00
1995:Q1,145808.00,61300.00,36408.00,72822.00,-1231.00,-23491.00,194229.00,141.00,60881.00,419.00,0.00,132788.00,-48421.00,31291.00,31291.00,0.00,30009.00,29590.00,419.00,0.00,141.00,141.00,57.00,84.00,79136.00,167031.00,87895.00,32502.00,219030.00,186528.00,13132.00,8167.00,4965.00,34282.00,3554.00,30728.00,132788.00,-38256.00,73262.00,96961.00,1231.00,23491.00,111518.00,-48421.00
1995:Q2,140843.00,58542.00,32177.00,75111.00,-1487.00,-23500.00,191134.00,509.00,57782.00,760.00,0.00,132083.00,-50291.00,33596.00,33596.00,0.00,24946.00,24186.00,760.00,0.00,509.00,509.00,292.00,217.00,75003.00,160736.00,85733.00,35305.00,241230.00,205925.00,12165.00,7009.00,5156.00,33940.00,3545.00,30395.00,132083.00,-39871.00,77527.00,102831.00,1487.00,23500.00,117398.00,-50291.00
1995:Q3,139292.00,56504.00,30418.00,77859.00,-1173.00,-24316.00,185733.00,494.00,56031.00,473.00,0.00,128735.00,-46441.00,33072.00,33072.00,0.00,23432.00,22959.00,473.00,0.00,494.00,494.00,73.00,421.00,74185.00,147298.00,73113.00,34368.00,242689.00,208321.00,14770.00,8644.00,6126.00,34952.00,3726.00,31226.00,128735.00,-39343.00,73705.00,94657.00,1173.00,24316.00,113048.00,-46441.00
1995:Q4,146249.00,70173.00,24578.00,77601.00,-1599.00,-24504.00,202348.00,242.00,69325.00,848.00,0.00,131933.00,-56099.00,40562.00,40562.00,0.00,29611.00,28763.00,848.00,0.00,242.00,242.00,107.00,135.00,68718.00,143432.00,74714.00,36093.00,259506.00,223413.00,12187.00,5628.00,6559.00,39309.00,4619.00,34690.00,131933.00,-43373.00,51598.00,81594.00,1599.00,24504.00,94971.00,-56099.00
1996:Q1,130839.00,59126.00,8973.00,91224.00,-1405.00,-27079.00,178874.00,71.00,58672.00,454.00,0.00,119677.00,-48035.00,34386.00,34386.00,0.00,24740.00,24286.00,454.00,0.00,71.00,71.00,28.00,43.00,52435.00,125918.00,73483.00,41062.00,245114.00,204052.00,14585.00,7594.00,6991.00,40765.00,5126.00,35639.00,119677.00,-41065.00,51976.00,71527.00,1405.00,27079.00,93041.00,-48035.00
1996:Q2,114980.00,60271.00,-1194.00,82916.00,-1495.00,-25518.00,166802.00,446.00,59685.00,586.00,0.00,106085.00,-51822.00,35677.00,35677.00,0.00,24594.00,24008.00,586.00,0.00,446.00,446.00,-190.00,636.00,44255.00,123390.00,79135.00,35546.00,241897.00,206351.00,13079.00,8270.00,4809.00,39363.00,5295.00,34068.00,106085.00,-42920.00,47514.00,72323.00,1495.00,25518.00,90434.00,-51822.00
1996:Q3,97776.00,59224.00,-7663.00,72045.00,-1429.00,-24401.00,153105.00,2294.00,58575.00,649.00,0.00,91587.00,-55329.00,38227.00,38227.00,0.00,20997.00,20348.00,649.00,0.00,2294.00,2294.00,640.00,1654.00,42558.00,128155.00,85597.00,29341.00,235395.00,206054.00,16374.00,11010.00,5364.00,36062.00,4201.00,31861.00,91587.00,-45706.00,42313.00,71812.00,1429.00,24401.00,88019.00,-55329.00
1996:Q4,121232.00,69710.00,-6355.00,83174.00,-1413.00,-23884.00,174727.00,4381.00,68591.00,1119.00,0.00,100636.00,-53495.00,45186.00,45186.00,0.00,24524.00,23405.00,1119.00,0.00,4381.00,4381.00,4296.00,85.00,43209.00,141149.00,97940.00,40432.00,265334.00,224902.00,16668.00,10753.00,5915.00,33663.00,3883.00,29780.00,100636.00,-47075.00,41322.00,69520.00,1413.00,23884.00,88397.00,-53495.00
1997:Q1,104455.00,58996.00,-1881.00,75014.00,-1383.00,-26291.00,149133.00,3479.00,58343.00,653.00,0.00,86658.00,-44678.00,37151.00,37151.00,0.00,21845.00,21192.00,653.00,0.00,3479.00,3479.00,-519.00,3998.00,52373.00,148039.00,95666.00,25473.00,275329.00,249856.00,25784.00,18764.00,7020.00,34596.00,4080.00,30516.00,86658.00,-43049.00,49091.00,66095.00,1383.00,26291.00,92140.00,-44678.00
1997:Q2,106070.00,61626.00,9822.00,61191.00,-1435.00,-25134.00,154017.00,2355.00,60607.00,1019.00,0.00,90036.00,-47947.00,38407.00,38407.00,0.00,23219.00,22200.00,1019.00,0.00,2355.00,2355.00,461.00,1894.00,63147.00,154572.00,91425.00,13892.00,283403.00,269511.00,22500.00,16963.00,5537.00,35497.00,4165.00,31332.00,90036.00,-42882.00,47574.00,68952.00,1435.00,25134.00,90456.00,-47947.00
1997:Q3,85889.00,60322.00,835.00,48788.00,-1402.00,-22654.00,147454.00,50.00,59732.00,590.00,0.00,87082.00,-61565.00,38531.00,38531.00,0.00,21791.00,21201.00,590.00,0.00,50.00,50.00,-263.00,313.00,64698.00,154179.00,89481.00,8961.00,283873.00,274912.00,20164.00,15874.00,4290.00,33587.00,3844.00,29743.00,87082.00,-51883.00,27868.00,65377.00,1402.00,22654.00,79751.00,-61565.00
1997:Q4,114214.00,75842.00,6184.00,58674.00,-1361.00,-25125.00,189621.00,2754.00,72932.00,2910.00,0.00,111025.00,-75407.00,45004.00,45004.00,0.00,30838.00,27928.00,2910.00,0.00,2754.00,2754.00,719.00,2035.00,72759.00,196272.00,123513.00,23262.00,322398.00,299136.00,17033.00,11844.00,5189.00,32037.00,4041.00,27996.00,111025.00,-61526.00,17603.00,66524.00,1361.00,25125.00,79129.00,-75407.00
1998:Q1,50235.00,62229.00,24917.00,-8566.00,-1328.00,-27017.00,113196.00,1531.00,61353.00,876.00,0.00,49436.00,-62961.00,37784.00,37784.00,0.00,24445.00,23569.00,876.00,0.00,1531.00,1531.00,1502.00,29.00,84619.00,188764.00,104145.00,-20117.00,275467.00,295584.00,45122.00,16524.00,28598.00,30056.00,3992.00,26064.00,49436.00,-48701.00,22313.00,56929.00,1328.00,27017.00,71014.00,-62961.00
1998:Q2,74945.00,62064.00,33417.00,9177.00,-1516.00,-28197.00,133478.00,2379.00,60371.00,1693.00,0.00,69035.00,-58533.00,38413.00,38413.00,0.00,23651.00,21958.00,1693.00,0.00,2379.00,2379.00,1416.00,963.00,82148.00,198426.00,116278.00,-8385.00,295469.00,303854.00,38386.00,14418.00,23968.00,33658.00,5264.00,28394.00,69035.00,-41956.00,24838.00,53658.00,1516.00,28197.00,66794.00,-58533.00
1998:Q3,96789.00,64904.00,60480.00,1034.00,-1382.00,-28247.00,155820.00,-175.00,64132.00,772.00,0.00,91091.00,-59031.00,39198.00,39198.00,0.00,25706.00,24934.00,772.00,0.00,-175.00,-175.00,-1230.00,1055.00,105376.00,207243.00,101867.00,-2820.00,346971.00,349791.00,43685.00,14980.00,28705.00,32220.00,5203.00,27017.00,91091.00,-34944.00,25107.00,54509.00,1382.00,28247.00,60051.00,-59031.00
1998:Q4,108566.00,68363.00,41073.00,33608.00,-1993.00,-32485.00,186577.00,1653.00,67365.00,998.00,0.00,116561.00,-78011.00,42057.00,42057.00,0.00,26306.00,25308.00,998.00,0.00,1653.00,1653.00,1636.00,17.00,98996.00,219170.00,120174.00,32744.00,375584.00,342840.00,49580.00,18642.00,30938.00,34401.00,6599.00,27802.00,116561.00,-47533.00,6781.00,50314.00,1993.00,32485.00,54314.00,-78011.00
1999:Q1,98926.00,61096.00,52955.00,21495.00,-1609.00,-35011.00,161943.00,-636.00,60553.00,543.00,0.00,101483.00,-63017.00,38555.00,38555.00,0.00,22541.00,21998.00,543.00,0.00,-636.00,-636.00,-882.00,246.00,102014.00,214430.00,112416.00,11496.00,346244.00,334748.00,39245.00,15833.00,23412.00,27218.00,5138.00,22080.00,101483.00,-37728.00,22519.00,48916.00,1609.00,35011.00,60247.00,-63017.00
1999:Q2,114595.00,62707.00,84589.00,3739.00,-1260.00,-35180.00,177661.00,492.00,61499.00,1208.00,0.00,114462.00,-63066.00,40551.00,40551.00,0.00,22156.00,20948.00,1208.00,0.00,492.00,492.00,272.00,220.00,131949.00,234936.00,102987.00,-4962.00,357573.00,362535.00,38170.00,16013.00,22157.00,25645.00,4750.00,20895.00,114462.00,-36589.00,21680.00,48306.00,1260.00,35180.00,58269.00,-63066.00
1999:Q3,116170.00,62704.00,90369.00,-316.00,-1652.00,-34935.00,183217.00,545.00,62211.00,493.00,0.00,119968.00,-67047.00,41020.00,41020.00,0.00,21684.00,21191.00,493.00,0.00,545.00,545.00,65.00,480.00,142007.00,228464.00,86457.00,-6253.00,358593.00,364846.00,43642.00,17406.00,26236.00,27856.00,5177.00,22679.00,119968.00,-39954.00,24376.00,54836.00,1652.00,34935.00,64330.00,-67047.00
1999:Q4,125297.00,90582.00,92618.00,-12627.00,-2248.00,-43028.00,213879.00,-4.00,89146.00,1436.00,0.00,123301.00,-88582.00,66555.00,66555.00,0.00,24027.00,22591.00,1436.00,0.00,-4.00,-4.00,-237.00,233.00,153285.00,257435.00,104150.00,-18359.00,368875.00,387234.00,38943.00,17093.00,21850.00,27318.00,6355.00,20963.00,123301.00,-49925.00,27826.00,71132.00,2248.00,43028.00,77751.00,-88582.00
2000:Q1,16277.00,53383.00,103508.00,-93902.00,-1917.00,-44795.00,93457.00,23.00,52477.00,457.00,449.00,40051.00,-77180.00,35187.00,35187.00,0.00,18196.00,17290.00,457.00,449.00,23.00,23.00,-213.00,236.00,153741.00,260140.00,106399.00,-97701.00,320986.00,418687.00,39132.00,15093.00,24039.00,23143.00,4391.00,18752.00,40051.00,-39554.00,27506.00,57974.00,1917.00,44795.00,67060.00,-77180.00
2000:Q2,78788.00,55505.00,147573.00,-82047.00,-2079.00,-40164.00,151919.00,500.00,54406.00,617.00,482.00,95914.00,-73131.00,36992.00,36992.00,0.00,18513.00,17414.00,617.00,482.00,500.00,500.00,-12.00,512.00,197038.00,320236.00,123198.00,-89801.00,320526.00,410327.00,36582.00,14713.00,21869.00,25259.00,5205.00,20054.00,95914.00,-40457.00,31142.00,62030.00,2079.00,40164.00,71599.00,-73131.00
2000:Q3,59974.00,52118.00,142165.00,-92961.00,-1417.00,-39931.00,138934.00,744.00,51234.00,432.00,452.00,86072.00,-78960.00,34494.00,34494.00,0.00,17624.00,16740.00,432.00,452.00,744.00,744.00,372.00,372.00,196593.00,323741.00,127148.00,-99342.00,322766.00,422108.00,35886.00,13835.00,22051.00,24707.00,5575.00,19132.00,86072.00,-46912.00,20286.00,57898.00,1417.00,39931.00,67198.00,-78960.00
2000:Q4,76037.00,63436.00,141153.00,-85051.00,-1708.00,-41793.00,146171.00,1011.00,62496.00,477.00,463.00,81724.00,-70134.00,44391.00,44391.00,0.00,19045.00,18105.00,477.00,463.00,1011.00,1011.00,901.00,110.00,196611.00,334337.00,137726.00,-105759.00,334978.00,440737.00,33653.00,14532.00,19121.00,24525.00,5817.00,18708.00,81724.00,-47754.00,32334.00,58967.00,1708.00,41793.00,80088.00,-70134.00
2001:Q1,-6786.00,53828.00,110839.00,-116084.00,-1865.00,-53504.00,68852.00,202.00,52834.00,556.00,438.00,14822.00,-75638.00,36000.00,36000.00,0.00,17828.00,16834.00,556.00,438.00,202.00,202.00,180.00,22.00,151194.00,294702.00,143508.00,-124724.00,351613.00,476337.00,31933.00,13044.00,18889.00,20285.00,4566.00,15719.00,14822.00,-32079.00,34526.00,54795.00,1865.00,53504.00,66605.00,-75638.00
2001:Q2,-5996.00,55818.00,123313.00,-124682.00,-1721.00,-58724.00,73141.00,-224.00,54906.00,460.00,452.00,17547.00,-79137.00,37171.00,37171.00,0.00,18647.00,17735.00,460.00,452.00,-224.00,-224.00,-374.00,150.00,170564.00,305026.00,134462.00,-144381.00,350756.00,495137.00,31105.00,12926.00,18179.00,22469.00,5033.00,17436.00,17547.00,-39134.00,31628.00,50320.00,1721.00,58724.00,70762.00,-79137.00
2001:Q3,26213.00,61594.00,113977.00,-98291.00,-2520.00,-48547.00,97391.00,-461.00,60437.00,628.00,529.00,36258.00,-71178.00,36657.00,36657.00,0.00,24937.00,23780.00,628.00,529.00,-461.00,-461.00,-549.00,88.00,165672.00,316234.00,150562.00,-124625.00,335776.00,460401.00,27915.00,12753.00,15162.00,23126.00,5762.00,17364.00,36258.00,-44243.00,26881.00,46992.00,2520.00,48547.00,71124.00,-71178.00
2001:Q4,44058.00,64808.00,146278.00,-105039.00,-2771.00,-59218.00,119258.00,11.00,63642.00,627.00,539.00,54439.00,-75200.00,47330.00,47330.00,0.00,17478.00,16312.00,627.00,539.00,11.00,11.00,-23.00,34.00,198626.00,348806.00,150180.00,-138012.00,397329.00,535341.00,26334.00,13766.00,12568.00,20159.00,4892.00,15267.00,54439.00,-43485.00,36276.00,49487.00,2771.00,59218.00,79761.00,-75200.00
2002:Q1,7238.00,57333.00,105728.00,-96359.00,-1684.00,-57780.00,68803.00,-456.00,56157.00,563.00,613.00,11926.00,-61565.00,34918.00,34918.00,0.00,22415.00,21239.00,563.00,613.00,-456.00,-456.00,-476.00,20.00,161117.00,301615.00,140498.00,-132377.00,432139.00,564516.00,32188.00,18575.00,13613.00,15374.00,3686.00,11688.00,11926.00,-40044.00,52425.00,54526.00,1684.00,57780.00,92469.00,-61565.00
2002:Q2,-23315.00,58873.00,110412.00,-127310.00,-2727.00,-62563.00,46346.00,-54.00,57299.00,980.00,594.00,-12473.00,-69661.00,36549.00,36549.00,0.00,22324.00,20750.00,980.00,594.00,-54.00,-54.00,-238.00,184.00,169720.00,311678.00,141958.00,-161715.00,434994.00,596709.00,34649.00,24624.00,10025.00,14171.00,3013.00,11158.00,-12473.00,-37643.00,41372.00,45743.00,2727.00,62563.00,79015.00,-69661.00
2002:Q3,10539.00,61018.00,108605.00,-90355.00,-2707.00,-66022.00,87945.00,573.00,59257.00,942.00,819.00,26354.00,-77406.00,37850.00,37850.00,0.00,23168.00,21407.00,942.00,819.00,573.00,573.00,396.00,177.00,168649.00,295489.00,126840.00,-120686.00,428568.00,549254.00,36114.00,26629.00,9485.00,14505.00,3489.00,11016.00,26354.00,-37477.00,39495.00,48172.00,2707.00,66022.00,76972.00,-77406.00
2002:Q4,59028.00,70359.00,158281.00,-104813.00,-2484.00,-62315.00,135386.00,458.00,68483.00,1232.00,644.00,64569.00,-76358.00,47818.00,47818.00,0.00,22541.00,20665.00,1232.00,644.00,458.00,458.00,418.00,40.00,212847.00,339246.00,126399.00,-131731.00,459485.00,591216.00,32726.00,23114.00,9612.00,16179.00,3691.00,12488.00,64569.00,-35601.00,34461.00,46020.00,2484.00,62315.00,70062.00,-76358.00
2003:Q1,8127.00,65319.00,148200.00,-120988.00,-3049.00,-81355.00,100230.00,-1167.00,63581.00,1126.00,612.00,36078.00,-92103.00,38532.00,38532.00,0.00,26787.00,25049.00,1126.00,612.00,-1167.00,-1167.00,-1197.00,30.00,203083.00,453091.00,250008.00,-150536.00,424741.00,575277.00,32233.00,20434.00,11799.00,15764.00,3794.00,11970.00,36078.00,-37076.00,33730.00,41429.00,3049.00,81355.00,70806.00,-92103.00
2003:Q2,-21618.00,67260.00,120476.00,-126975.00,-2995.00,-79384.00,80347.00,243.00,65396.00,1145.00,719.00,12844.00,-101965.00,39540.00,39540.00,0.00,27720.00,25856.00,1145.00,719.00,243.00,243.00,-525.00,768.00,183188.00,418977.00,235789.00,-154697.00,459796.00,614493.00,31418.00,18432.00,12986.00,15771.00,4194.00,11577.00,12844.00,-48717.00,28641.00,48227.00,2995.00,79384.00,77358.00,-101965.00
2003:Q3,36068.00,69502.00,173030.00,-130519.00,-2397.00,-73548.00,118484.00,-322.00,66340.00,2424.00,738.00,49304.00,-82416.00,40361.00,40361.00,0.00,29141.00,25979.00,2424.00,738.00,-322.00,-322.00,-496.00,174.00,230135.00,439585.00,209450.00,-161173.00,448844.00,610017.00,38891.00,25216.00,13675.00,19233.00,4530.00,14703.00,49304.00,-36097.00,39786.00,46257.00,2397.00,73548.00,75883.00,-82416.00
2003:Q4,63712.00,71009.00,197337.00,-134435.00,-2468.00,-67731.00,146606.00,-257.00,69281.00,854.00,874.00,75854.00,-82894.00,47951.00,47951.00,0.00,23058.00,21330.00,854.00,874.00,-257.00,-257.00,-319.00,62.00,254065.00,453579.00,199514.00,-163231.00,414547.00,577778.00,31557.00,20789.00,10768.00,16577.00,4301.00,12276.00,75854.00,-39983.00,37130.00,49825.00,2468.00,67731.00,77113.00,-82894.00
2004:Q1,-23246.00,65912.00,191217.00,-199861.00,-3184.00,-77330.00,60182.00,-525.00,63798.00,1114.00,1000.00,-5205.00,-83428.00,40957.00,40957.00,0.00,24955.00,22841.00,1114.00,1000.00,-525.00,-525.00,-589.00,64.00,243879.00,476736.00,232857.00,-229607.00,429974.00,659581.00,37456.00,23973.00,13483.00,17979.00,4056.00,13923.00,-5205.00,-32220.00,50939.00,53853.00,3184.00,77330.00,83159.00,-83428.00
2004:Q2,56029.00,72975.00,271806.00,-218337.00,-2730.00,-67685.00,120251.00,486.00,71144.00,866.00,965.00,46790.00,-64222.00,43347.00,43347.00,0.00,29628.00,27797.00,866.00,965.00,486.00,486.00,163.00,323.00,323638.00,503402.00,179764.00,-257142.00,418015.00,675157.00,39098.00,26765.00,12333.00,19392.00,4647.00,14745.00,46790.00,-30200.00,61301.00,55108.00,2730.00,67685.00,91501.00,-64222.00
2004:Q3,23747.00,66683.00,256040.00,-230628.00,-3083.00,-65265.00,89190.00,2075.00,64760.00,1052.00,871.00,20432.00,-65443.00,42019.00,42019.00,0.00,24664.00,22741.00,1052.00,871.00,2075.00,2075.00,1839.00,236.00,304605.00,483854.00,179249.00,-261818.00,417185.00,679003.00,38666.00,24282.00,14384.00,16311.00,3339.00,12972.00,20432.00,-29697.00,64314.00,61409.00,3083.00,65265.00,94011.00,-65443.00
2004:Q4,52195.00,65571.00,268016.00,-212172.00,-3505.00,-65715.00,113829.00,968.00,64011.00,713.00,847.00,47290.00,-61634.00,41528.00,41528.00,0.00,24043.00,22483.00,713.00,847.00,968.00,968.00,925.00,43.00,317926.00,491092.00,173166.00,-241543.00,484849.00,726392.00,44306.00,27321.00,16985.00,15213.00,2990.00,12223.00,47290.00,-26547.00,72173.00,64587.00,3505.00,65715.00,98720.00,-61634.00
2005:Q1,45851.00,67112.00,240817.00,-189835.00,-3620.00,-68623.00,104785.00,-1361.00,65508.00,691.00,913.00,39034.00,-58934.00,42128.00,42128.00,0.00,24984.00,23380.00,691.00,913.00,-1361.00,-1361.00,-1413.00,52.00,295397.00,460422.00,165025.00,-234001.00,443630.00,677631.00,40054.00,22866.00,17188.00,17692.00,3942.00,13750.00,39034.00,-34295.00,71799.00,58490.00,3620.00,68623.00,106094.00,-58934.00
2005:Q2,41422.00,68422.00,235707.00,-197279.00,-3798.00,-61630.00,110923.00,-742.00,66507.00,1141.00,774.00,43243.00,-69501.00,45314.00,45314.00,0.00,23108.00,21193.00,1141.00,774.00,-742.00,-742.00,-977.00,235.00,278530.00,495750.00,217220.00,-230633.00,497280.00,727913.00,23895.00,12568.00,11327.00,19241.00,4354.00,14887.00,43243.00,-33867.00,54188.00,58261.00,3798.00,61630.00,88055.00,-69501.00
2005:Q3,32622.00,63088.00,249972.00,-216961.00,-3278.00,-60199.00,98553.00,599.00,61437.00,890.00,761.00,34866.00,-65931.00,41161.00,41161.00,0.00,21927.00,20276.00,890.00,761.00,599.00,599.00,-311.00,910.00,298463.00,515303.00,216840.00,-258339.00,553577.00,811916.00,26514.00,11916.00,14598.00,21256.00,5465.00,15791.00,34866.00,-42639.00,58679.00,61133.00,3278.00,60199.00,101318.00,-65931.00
2005:Q4,46038.00,69124.00,251759.00,-212490.00,-3044.00,-59311.00,106774.00,957.00,67484.00,895.00,745.00,36693.00,-60736.00,50081.00,50081.00,0.00,19043.00,17403.00,895.00,745.00,957.00,957.00,885.00,72.00,298573.00,512632.00,214059.00,-250648.00,587620.00,838268.00,33379.00,14776.00,18603.00,22147.00,5100.00,17047.00,36693.00,-38095.00,57553.00,55934.00,3044.00,59311.00,95648.00,-60736.00
2006:Q1,15464.00,61040.00,255146.00,-231149.00,-2697.00,-66876.00,81167.00,-290.00,59379.00,926.00,735.00,20417.00,-65703.00,40018.00,40018.00,0.00,21022.00,19361.00,926.00,735.00,-290.00,-290.00,-856.00,566.00,299300.00,522788.00,223488.00,-275912.00,626446.00,902358.00,28865.00,15949.00,12916.00,25894.00,6710.00,19184.00,20417.00,-34625.00,54105.00,50235.00,2697.00,66876.00,88730.00,-65703.00
2006:Q2,13343.00,63585.00,258558.00,-247390.00,-2630.00,-58780.00,69307.00,-746.00,61861.00,906.00,818.00,6468.00,-55964.00,42622.00,42622.00,0.00,20963.00,19239.00,906.00,818.00,-746.00,-746.00,-1037.00,291.00,297483.00,547229.00,249746.00,-294345.00,600487.00,894832.00,23182.00,14540.00,8642.00,26512.00,7572.00,18940.00,6468.00,-31211.00,54795.00,49349.00,2630.00,58780.00,86006.00,-55964.00
2006:Q3,26094.00,57404.00,305653.00,-276908.00,-2459.00,-57596.00,63691.00,-777.00,56086.00,668.00,650.00,7064.00,-37597.00,40074.00,40074.00,0.00,17330.00,16012.00,668.00,650.00,-777.00,-777.00,-1099.00,322.00,341634.00,558564.00,216930.00,-333862.00,623764.00,957626.00,22536.00,14326.00,8210.00,21828.00,6419.00,15409.00,7064.00,-27297.00,73714.00,51256.00,2459.00,57596.00,101011.00,-37597.00
2006:Q4,50690.00,70411.00,345488.00,-301540.00,-2911.00,-60758.00,112114.00,-266.00,69189.00,604.00,618.00,41969.00,-61424.00,51712.00,51712.00,0.00,18699.00,17477.00,604.00,618.00,-266.00,-266.00,-333.00,67.00,397463.00,611089.00,213626.00,-358015.00,685620.00,1043635.00,22944.00,13646.00,9298.00,25465.00,7461.00,18004.00,41969.00,-45524.00,56889.00,54644.00,2911.00,60758.00,102413.00,-61424.00
2007:Q1,-81691.00,59507.00,319415.00,-382606.00,-2701.00,-75306.00,-18824.00,-843.00,58199.00,739.00,569.00,-77488.00,-62867.00,41179.00,41179.00,0.00,18328.00,17020.00,739.00,569.00,-843.00,-843.00,-870.00,27.00,369816.00,605376.00,235560.00,-448868.00,692882.00,1141750.00,23656.00,13410.00,10246.00,25220.00,7391.00,17829.00,-77488.00,-43539.00,65158.00,50018.00,2701.00,75306.00,108697.00,-62867.00
2007:Q2,-40122.00,60745.00,365389.00,-395490.00,-2143.00,-68623.00,26703.00,-1097.00,59140.00,996.00,609.00,-32945.00,-66825.00,43452.00,43452.00,0.00,17293.00,15688.00,996.00,609.00,-1097.00,-1097.00,-1301.00,204.00,419482.00,671299.00,251817.00,-449710.00,699142.00,1148852.00,31316.00,20611.00,10705.00,28599.00,8980.00,19619.00,-32945.00,-41365.00,55467.00,51526.00,2143.00,68623.00,96832.00,-66825.00
