1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1978:Q4,952.00,249.00,0.00,703.00,703.00,0.00,0.00,0.00,0.00,0.00,0.00,952.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,952.00,499.00,0.00,453.00
1979:Q1,-501.00,-230.00,0.00,-271.00,-271.00,0.00,0.00,0.00,0.00,0.00,0.00,-501.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-501.00,-461.00,0.00,-40.00
1979:Q2,51.00,24.00,0.00,27.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00,51.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.00,49.00,0.00,2.00
1979:Q3,253.00,87.00,0.00,166.00,166.00,0.00,0.00,0.00,0.00,0.00,0.00,253.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,253.00,173.00,0.00,80.00
1979:Q4,252.00,184.00,0.00,68.00,68.00,0.00,0.00,0.00,0.00,0.00,0.00,252.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,252.00,369.00,0.00,-117.00
1980:Q1,19.00,-213.00,0.00,232.00,232.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,-426.00,0.00,445.00
1980:Q2,9002.00,27.00,0.00,-200.00,-200.00,0.00,0.00,0.00,9175.00,500.00,8675.00,9002.00,600.00,600.00,0.00,0.00,0.00,0.00,0.00,0.00,8402.00,53.00,0.00,8349.00
1980:Q3,2186.00,510.00,0.00,957.00,957.00,0.00,0.00,0.00,719.00,539.00,180.00,2186.00,719.00,719.00,0.00,0.00,0.00,0.00,0.00,0.00,1467.00,1020.00,0.00,447.00
1980:Q4,-1409.00,-332.00,0.00,-182.00,-182.00,0.00,0.00,0.00,-895.00,-671.00,-224.00,-1409.00,-895.00,-895.00,0.00,0.00,0.00,0.00,0.00,0.00,-514.00,-663.00,0.00,149.00
1981:Q1,-5540.00,-147.00,0.00,-6958.00,-6958.00,0.00,0.00,0.00,1565.00,674.00,891.00,-5540.00,1565.00,1565.00,0.00,0.00,0.00,0.00,0.00,0.00,-7105.00,-333.00,0.00,-6772.00
1981:Q2,9554.00,142.00,0.00,9133.00,9133.00,0.00,0.00,0.00,279.00,-1791.00,2070.00,9554.00,279.00,279.00,0.00,0.00,0.00,0.00,0.00,0.00,9275.00,243.00,0.00,9032.00
1981:Q3,11256.00,0.00,0.00,8354.00,8354.00,0.00,0.00,0.00,2902.00,177.00,2725.00,11256.00,2902.00,2902.00,0.00,0.00,0.00,0.00,0.00,0.00,8354.00,-464.00,0.00,8818.00
1981:Q4,-15069.00,562.00,0.00,-5175.00,-5175.00,0.00,0.00,0.00,-10456.00,-342.00,-10114.00,-15069.00,-456.00,-456.00,0.00,0.00,0.00,0.00,0.00,0.00,-14613.00,1508.00,0.00,-16121.00
1982:Q1,2812.00,-4.00,0.00,1701.00,1701.00,0.00,0.00,0.00,1115.00,836.00,279.00,2812.00,1115.00,1115.00,0.00,0.00,0.00,0.00,0.00,0.00,1697.00,-107.00,0.00,1804.00
1982:Q2,5135.00,596.00,0.00,2409.00,2409.00,0.00,0.00,0.00,2130.00,1597.00,533.00,5135.00,2130.00,2130.00,0.00,0.00,0.00,0.00,0.00,0.00,3005.00,1091.00,0.00,1914.00
1982:Q3,3998.00,358.00,0.00,1343.00,1343.00,0.00,0.00,0.00,2297.00,1723.00,574.00,3998.00,2297.00,2297.00,0.00,0.00,0.00,0.00,0.00,0.00,1701.00,616.00,0.00,1085.00
1982:Q4,-9422.00,-652.00,0.00,-6608.00,-6608.00,0.00,0.00,0.00,-2162.00,-2262.00,100.00,-9422.00,-2162.00,-2162.00,0.00,0.00,0.00,0.00,0.00,0.00,-7260.00,-1404.00,0.00,-5856.00
1983:Q1,10702.00,862.00,0.00,10735.00,10735.00,0.00,0.00,0.00,-895.00,-794.00,-101.00,10702.00,-895.00,-1059.00,164.00,0.00,0.00,0.00,0.00,0.00,11597.00,1723.00,0.00,9874.00
1983:Q2,5255.00,-336.00,0.00,4598.00,4598.00,0.00,0.00,0.00,993.00,593.00,400.00,5255.00,993.00,791.00,202.00,0.00,0.00,0.00,0.00,0.00,4262.00,-672.00,0.00,4934.00
1983:Q3,5191.00,334.00,0.00,5047.00,5047.00,0.00,0.00,0.00,-190.00,-257.00,67.00,5191.00,-190.00,-342.00,152.00,0.00,0.00,0.00,0.00,0.00,5381.00,-915.00,0.00,6296.00
1983:Q4,6832.00,598.00,0.00,2949.00,2949.00,0.00,0.00,0.00,3285.00,2648.00,637.00,6832.00,3285.00,3530.00,-245.00,0.00,0.00,0.00,0.00,0.00,3547.00,2779.00,0.00,768.00
1984:Q1,-983.00,279.00,0.00,-1941.00,-1941.00,0.00,0.00,0.00,679.00,-90.00,769.00,-983.00,679.00,-120.00,799.00,0.00,0.00,0.00,0.00,0.00,-1662.00,557.00,0.00,-2219.00
1984:Q2,3033.00,-1214.00,0.00,10197.00,10197.00,0.00,0.00,0.00,-5950.00,-4381.00,-1569.00,3033.00,-5950.00,-5841.00,-109.00,0.00,0.00,0.00,0.00,0.00,8983.00,-2427.00,0.00,11410.00
1984:Q3,-3020.00,954.00,0.00,-11122.00,-11122.00,0.00,0.00,0.00,7148.00,5255.00,1893.00,-3020.00,7148.00,7006.00,142.00,0.00,0.00,0.00,0.00,0.00,-10168.00,1907.00,0.00,-12075.00
1984:Q4,-12819.00,75.00,0.00,-12180.00,-12180.00,0.00,0.00,0.00,-714.00,-449.00,-265.00,-12819.00,-714.00,-598.00,-116.00,0.00,0.00,0.00,0.00,0.00,-12105.00,149.00,0.00,-12254.00
1985:Q1,26063.00,-641.00,0.00,23650.00,23650.00,0.00,0.00,0.00,3054.00,1770.00,1284.00,26063.00,3054.00,2360.00,694.00,0.00,0.00,0.00,0.00,0.00,23009.00,-1282.00,0.00,24291.00
1985:Q2,188.00,803.00,0.00,-895.00,-895.00,0.00,0.00,0.00,280.00,-337.00,617.00,188.00,280.00,-449.00,729.00,0.00,0.00,0.00,0.00,0.00,-92.00,1605.00,0.00,-1697.00
1985:Q3,22451.00,-604.00,0.00,17776.00,17776.00,0.00,0.00,0.00,5279.00,-589.00,5868.00,22451.00,5279.00,4548.00,731.00,0.00,0.00,0.00,0.00,0.00,17172.00,-1208.00,0.00,18380.00
1985:Q4,22049.00,1187.00,0.00,18763.00,18763.00,0.00,0.00,0.00,2099.00,1362.00,737.00,22049.00,2099.00,2109.00,-10.00,0.00,0.00,0.00,0.00,0.00,19950.00,2373.00,0.00,17577.00
1986:Q1,4682.00,428.00,0.00,28.00,28.00,0.00,0.00,0.00,4226.00,2913.00,1313.00,4682.00,4271.00,3474.00,797.00,0.00,0.00,0.00,0.00,-45.00,456.00,856.00,0.00,-400.00
1986:Q2,10081.00,2088.00,0.00,4961.00,4961.00,0.00,0.00,0.00,3032.00,-6731.00,9763.00,10081.00,4600.00,3546.00,1054.00,0.00,0.00,0.00,0.00,-1568.00,7049.00,4175.00,0.00,2874.00
1986:Q3,-5449.00,-299.00,0.00,-5922.00,-5922.00,0.00,0.00,0.00,772.00,5616.00,-4844.00,-5449.00,2360.00,1506.00,854.00,0.00,0.00,0.00,0.00,-1588.00,-6221.00,-598.00,0.00,-5623.00
1986:Q4,5218.00,355.00,0.00,5361.00,5361.00,0.00,0.00,0.00,-498.00,2373.00,-2871.00,5218.00,749.00,2024.00,-1275.00,0.00,0.00,0.00,0.00,-1247.00,5716.00,709.00,0.00,5007.00
1987:Q1,10155.00,1886.00,0.00,7395.00,7395.00,0.00,0.00,0.00,874.00,520.00,354.00,10155.00,3469.00,2644.00,825.00,0.00,0.00,0.00,0.00,-2595.00,9281.00,3772.00,0.00,5509.00
1987:Q2,23155.00,1796.00,0.00,17133.00,17133.00,0.00,0.00,0.00,4226.00,3559.00,667.00,23155.00,7907.00,7800.00,107.00,0.00,0.00,0.00,0.00,-3681.00,18929.00,3592.00,0.00,15337.00
1987:Q3,-3987.00,744.00,0.00,-4771.00,-4771.00,0.00,0.00,0.00,40.00,1926.00,-1886.00,-3987.00,-2.00,-145.00,143.00,0.00,0.00,0.00,0.00,42.00,-4027.00,1488.00,0.00,-5515.00
1987:Q4,-8136.00,-2221.00,0.00,-10357.00,-10357.00,0.00,0.00,0.00,4442.00,1218.00,3224.00,-8136.00,-1683.00,-3292.00,1609.00,0.00,0.00,0.00,0.00,6125.00,-12578.00,-5726.00,0.00,-6852.00
1988:Q1,11425.00,1126.00,0.00,2039.00,2039.00,0.00,0.00,0.00,8260.00,4648.00,3612.00,11425.00,16017.00,15507.00,510.00,0.00,0.00,0.00,0.00,-7757.00,3165.00,2251.00,0.00,914.00
1988:Q2,22535.00,2680.00,0.00,14065.00,14065.00,0.00,0.00,0.00,5790.00,4225.00,1565.00,22535.00,11063.00,11872.00,-809.00,0.00,0.00,0.00,0.00,-5273.00,16745.00,5359.00,0.00,11386.00
1988:Q3,-5590.00,-3220.00,0.00,-7339.00,-7339.00,0.00,0.00,0.00,4969.00,2657.00,2312.00,-5590.00,9275.00,8704.00,571.00,0.00,0.00,0.00,0.00,-4306.00,-10559.00,-6440.00,0.00,-4119.00
1988:Q4,6948.00,3433.00,0.00,2980.00,2980.00,0.00,0.00,0.00,535.00,1268.00,-733.00,6948.00,1682.00,3018.00,-1336.00,0.00,0.00,0.00,0.00,-1147.00,6413.00,6866.00,0.00,-453.00
1989:Q1,2593.00,-1406.00,0.00,-2226.00,-2226.00,0.00,0.00,0.00,6225.00,3887.00,2338.00,2593.00,9921.00,9728.00,193.00,0.00,0.00,0.00,0.00,-3696.00,-3632.00,-2811.00,0.00,-821.00
1989:Q2,18903.00,2967.00,0.00,16463.00,16463.00,0.00,0.00,0.00,-527.00,-1400.00,873.00,18903.00,1481.00,1262.00,219.00,0.00,0.00,0.00,0.00,-2008.00,19430.00,5934.00,0.00,13496.00
1989:Q3,-1400.00,-1101.00,0.00,1502.00,1502.00,0.00,0.00,0.00,-1801.00,-2206.00,405.00,-1400.00,-1386.00,-2748.00,1362.00,0.00,0.00,0.00,0.00,-415.00,401.00,-2202.00,0.00,2603.00
1989:Q4,-4940.00,7584.00,0.00,-11085.00,-11085.00,0.00,0.00,0.00,-1439.00,2330.00,-3769.00,-4940.00,2477.00,5577.00,-3100.00,0.00,0.00,0.00,0.00,-3916.00,-3501.00,15167.00,0.00,-18668.00
1990:Q1,19529.00,3010.00,0.00,17839.00,17839.00,0.00,0.00,0.00,-1320.00,-2832.00,1512.00,19529.00,-1261.00,-3280.00,2019.00,0.00,0.00,0.00,0.00,-59.00,20849.00,6019.00,0.00,14830.00
1990:Q2,15914.00,3967.00,0.00,11304.00,11304.00,0.00,0.00,0.00,643.00,-2400.00,3043.00,15914.00,1221.00,-1883.00,3104.00,0.00,0.00,0.00,0.00,-578.00,15271.00,7934.00,0.00,7337.00
1990:Q3,-938.00,6936.00,0.00,-11594.00,-11594.00,0.00,0.00,0.00,3720.00,5833.00,-2113.00,-938.00,11807.00,13735.00,-1928.00,0.00,0.00,0.00,0.00,-8087.00,-4658.00,13871.00,0.00,-18529.00
1990:Q4,-22575.00,2159.00,0.00,-25290.00,-25290.00,0.00,0.00,0.00,556.00,-2443.00,2999.00,-22575.00,5065.00,5396.00,-331.00,0.00,0.00,0.00,0.00,-4509.00,-23131.00,4318.00,0.00,-27449.00
1991:Q1,3137.00,1059.00,0.00,1638.00,1638.00,0.00,0.00,0.00,440.00,-986.00,1426.00,3137.00,3608.00,2340.00,1268.00,0.00,0.00,0.00,0.00,-3168.00,2697.00,618.00,0.00,2079.00
1991:Q2,-245.00,5985.00,0.00,-4021.00,-4021.00,0.00,0.00,0.00,-2209.00,-4098.00,1889.00,-245.00,-5323.00,-8290.00,2967.00,0.00,0.00,0.00,0.00,3114.00,1964.00,7473.00,0.00,-5509.00
1991:Q3,-1742.00,7484.00,0.00,-14590.00,-14590.00,0.00,0.00,0.00,5364.00,1836.00,3528.00,-1742.00,-1090.00,-2292.00,1202.00,0.00,0.00,0.00,0.00,6454.00,-7106.00,10526.00,0.00,-17632.00
1991:Q4,20195.00,2930.00,0.00,10648.00,10648.00,0.00,0.00,0.00,6617.00,2763.00,3854.00,20195.00,-1181.00,-2693.00,1512.00,0.00,0.00,0.00,0.00,7798.00,13578.00,12917.00,0.00,661.00
1992:Q1,30616.00,8581.00,0.00,16375.00,16375.00,0.00,0.00,0.00,5660.00,455.00,5205.00,30616.00,7802.00,4093.00,3709.00,0.00,0.00,0.00,0.00,-2142.00,24956.00,15055.00,0.00,9901.00
1992:Q2,3438.00,-3664.00,0.00,145.00,145.00,0.00,0.00,0.00,6957.00,3860.00,3097.00,3438.00,9220.00,8033.00,1187.00,0.00,0.00,0.00,0.00,-2263.00,-3519.00,-8660.00,0.00,5141.00
1992:Q3,26318.00,18097.00,0.00,1781.00,1781.00,0.00,0.00,0.00,6440.00,158.00,6282.00,26318.00,2985.00,-648.00,3633.00,0.00,0.00,0.00,0.00,3455.00,19878.00,34936.00,0.00,-15058.00
1992:Q4,7608.00,3812.00,0.00,-194.00,-194.00,0.00,0.00,0.00,3990.00,-602.00,4592.00,7608.00,-3829.00,-6991.00,3162.00,0.00,0.00,0.00,0.00,7819.00,3618.00,9266.00,0.00,-5648.00
1993:Q1,-26402.00,232.00,0.00,-23736.00,-24736.00,1000.00,0.00,0.00,-2898.00,-9105.00,6207.00,-26402.00,-3610.00,-11791.00,8181.00,0.00,0.00,0.00,0.00,712.00,-23504.00,6150.00,0.00,-29654.00
1993:Q2,-1660.00,1725.00,0.00,-5579.00,-6579.00,1000.00,0.00,0.00,2194.00,-3940.00,6134.00,-1660.00,4940.00,2711.00,2229.00,0.00,0.00,0.00,0.00,-2746.00,-3854.00,3807.00,0.00,-7661.00
1993:Q3,33783.00,9292.00,0.00,15241.00,14241.00,1000.00,0.00,0.00,9250.00,6011.00,3239.00,33783.00,625.00,-2515.00,3140.00,0.00,0.00,0.00,0.00,8625.00,24533.00,14427.00,0.00,10106.00
1993:Q4,9363.00,3648.00,0.00,3646.00,2646.00,1000.00,0.00,0.00,2069.00,471.00,1598.00,9363.00,4361.00,4311.00,50.00,0.00,0.00,0.00,0.00,-2292.00,7294.00,19187.00,0.00,-11893.00
1994:Q1,9454.00,8675.00,0.00,-8296.00,-9296.00,1000.00,0.00,0.00,9075.00,-911.00,9986.00,9454.00,12723.00,32.00,12691.00,0.00,0.00,0.00,0.00,-3648.00,379.00,9752.00,0.00,-9373.00
1994:Q2,-9211.00,1535.00,0.00,-13767.00,-20767.00,7000.00,0.00,0.00,3021.00,2930.00,91.00,-9211.00,1223.00,-3079.00,4302.00,0.00,0.00,0.00,0.00,1798.00,-12232.00,15388.00,0.00,-27620.00
1994:Q3,19479.00,15919.00,0.00,3776.00,3276.00,500.00,0.00,0.00,-216.00,-5164.00,4948.00,19479.00,7746.00,1262.00,6484.00,0.00,0.00,0.00,0.00,-7962.00,19695.00,11497.00,0.00,8198.00
1994:Q4,-6084.00,-13059.00,0.00,3262.00,1762.00,1500.00,0.00,0.00,3713.00,2676.00,1037.00,-6084.00,1366.00,4822.00,-3456.00,0.00,0.00,0.00,0.00,2347.00,-9797.00,-12074.00,0.00,2277.00
1995:Q1,14915.00,3717.00,0.00,-3352.00,-3352.00,0.00,0.00,0.00,14550.00,6154.00,8396.00,14915.00,20123.00,6950.00,13173.00,0.00,0.00,0.00,0.00,-5573.00,365.00,11842.00,0.00,-11477.00
1995:Q2,-6689.00,-3396.00,0.00,-8105.00,-10105.00,2000.00,0.00,0.00,4812.00,2025.00,2787.00,-6689.00,9632.00,4104.00,5528.00,0.00,0.00,0.00,0.00,-4820.00,-11501.00,-18823.00,0.00,7322.00
1995:Q3,11054.00,-874.00,0.00,5528.00,1528.00,4000.00,0.00,0.00,6400.00,-922.00,7322.00,11054.00,10667.00,6559.00,4108.00,0.00,0.00,0.00,0.00,-4267.00,4654.00,-2762.00,0.00,7416.00
1995:Q4,-8354.00,1801.00,0.00,-9122.00,-12872.00,3750.00,218.00,0.00,-1251.00,-595.00,-656.00,-8354.00,-5483.00,-7071.00,1588.00,0.00,0.00,0.00,0.00,4450.00,-7321.00,4249.00,0.00,-11570.00
1996:Q1,53313.00,18071.00,0.00,21060.00,17529.00,3531.00,366.00,0.00,13816.00,1959.00,11857.00,53313.00,12649.00,-5137.00,17786.00,0.00,0.00,0.00,0.00,1533.00,39131.00,26398.00,0.00,12733.00
1996:Q2,17647.00,10826.00,0.00,-4853.00,-8572.00,3719.00,366.00,0.00,11308.00,158.00,11150.00,17647.00,20728.00,17329.00,3399.00,0.00,0.00,0.00,0.00,-9054.00,5973.00,6888.00,0.00,-915.00
1996:Q3,37445.00,12411.00,0.00,11038.00,6725.00,4313.00,368.00,0.00,13628.00,6580.00,7048.00,37445.00,8796.00,5560.00,3236.00,0.00,0.00,0.00,0.00,5200.00,23449.00,15788.00,0.00,7661.00
1996:Q4,32621.00,24288.00,0.00,-18520.00,-19755.00,1235.00,365.00,0.00,26488.00,5037.00,21451.00,32621.00,21590.00,16790.00,4800.00,0.00,0.00,0.00,0.00,5263.00,5768.00,10814.00,0.00,-5046.00
1997:Q1,53524.00,9802.00,0.00,14405.00,16394.00,-1989.00,258.00,0.00,29059.00,14890.00,14169.00,53524.00,35670.00,24248.00,11422.00,0.00,0.00,0.00,0.00,-6353.00,24207.00,15292.00,0.00,8915.00
1997:Q2,5266.00,8052.00,0.00,308.00,-708.00,1016.00,257.00,0.00,-3351.00,-5070.00,1719.00,5266.00,1198.00,1926.00,-728.00,0.00,0.00,0.00,0.00,-4292.00,8360.00,45897.00,0.00,-37537.00
1997:Q3,44567.00,6953.00,0.00,17405.00,17836.00,-431.00,256.00,0.00,19953.00,8607.00,11346.00,44567.00,32925.00,20053.00,12872.00,0.00,0.00,0.00,0.00,-7147.00,18789.00,-2997.00,0.00,21786.00
1997:Q4,40157.00,12902.00,0.00,23303.00,25320.00,-2017.00,258.00,0.00,3694.00,-4092.00,7786.00,40157.00,10149.00,3151.00,6998.00,0.00,0.00,0.00,0.00,-3811.00,33819.00,-982.00,0.00,34801.00
1998:Q1,56604.00,15734.00,0.00,9074.00,12601.00,-3527.00,198.00,0.00,31598.00,8729.00,22869.00,56604.00,37695.00,19768.00,17927.00,0.00,0.00,0.00,0.00,-4436.00,23345.00,20829.00,0.00,2516.00
1998:Q2,39194.00,24748.00,0.00,18053.00,11123.00,6930.00,316.00,0.00,-3923.00,-8237.00,4314.00,39194.00,-1253.00,-7423.00,6170.00,0.00,0.00,0.00,0.00,3552.00,36895.00,28448.00,0.00,8447.00
1998:Q3,46374.00,33255.00,0.00,-4506.00,-6964.00,2458.00,204.00,0.00,17421.00,10173.00,7248.00,46374.00,7211.00,-49.00,7260.00,0.00,0.00,0.00,0.00,12822.00,26341.00,35070.00,0.00,-8729.00
1998:Q4,10265.00,21925.00,0.00,-14016.00,-12622.00,-1394.00,211.00,0.00,2145.00,1091.00,1054.00,10265.00,-3685.00,-6318.00,2633.00,0.00,0.00,0.00,0.00,9697.00,4253.00,-14366.00,0.00,18619.00
1999:Q1,66252.00,17405.00,0.00,11122.00,18966.00,-7844.00,334.00,0.00,37391.00,-769.00,38160.00,66252.00,44520.00,8480.00,36040.00,0.00,0.00,0.00,0.00,17298.00,4434.00,-43306.00,0.00,47740.00
1999:Q2,54449.00,16645.00,0.00,32323.00,24864.00,7459.00,889.00,0.00,4592.00,-1317.00,5909.00,54449.00,-9598.00,-20676.00,11078.00,0.00,0.00,0.00,0.00,24532.00,39515.00,15396.00,0.00,24119.00
1999:Q3,26986.00,21223.00,0.00,-10941.00,-3579.00,-7362.00,712.00,0.00,15992.00,14006.00,1986.00,26986.00,12081.00,13460.00,-1379.00,0.00,0.00,0.00,0.00,15721.00,-816.00,21890.00,0.00,-22706.00
1999:Q4,128106.00,36136.00,0.00,81009.00,77085.00,3924.00,530.00,0.00,10431.00,-9448.00,19879.00,128106.00,44590.00,32948.00,11642.00,0.00,0.00,0.00,0.00,-6516.00,90032.00,22300.00,0.00,67732.00
2000:Q1,18485.00,339.00,0.00,-1694.00,8294.00,-9988.00,770.00,0.00,19070.00,21536.00,-2466.00,18485.00,3314.00,7706.00,-4392.00,0.00,0.00,0.00,0.00,13976.00,1195.00,24352.00,0.00,-23157.00
2000:Q2,65683.00,-5385.00,0.00,63736.00,56390.00,7346.00,768.00,0.00,6564.00,-25.00,6589.00,65683.00,8513.00,2566.00,5947.00,0.00,0.00,0.00,0.00,225.00,56945.00,23583.00,0.00,33362.00
2000:Q3,-15050.00,17208.00,0.00,-34493.00,-27283.00,-7210.00,599.00,0.00,1636.00,5379.00,-3743.00,-15050.00,-7747.00,-5339.00,-2408.00,0.00,0.00,0.00,0.00,229.00,-7532.00,3107.00,0.00,-10639.00
2000:Q4,22475.00,16338.00,0.00,-13821.00,-14821.00,1000.00,532.00,0.00,19426.00,18748.00,678.00,22475.00,-5673.00,-8468.00,2795.00,0.00,0.00,0.00,0.00,620.00,27528.00,37608.00,0.00,-10080.00
2001:Q1,101053.00,61646.00,0.00,-10974.00,-30655.00,19681.00,-35.00,0.00,50416.00,3647.00,46769.00,101053.00,19922.00,8514.00,11408.00,0.00,0.00,0.00,0.00,924.00,80207.00,-20358.00,0.00,100565.00
2001:Q2,-139881.00,21010.00,0.00,-130036.00,-134708.00,4672.00,-41.00,0.00,-30814.00,-8003.00,-22811.00,-139881.00,-110953.00,-117523.00,6570.00,0.00,0.00,0.00,0.00,140.00,-29068.00,54617.00,0.00,-83685.00
2001:Q3,-50475.00,31252.00,0.00,-54715.00,-65603.00,10888.00,-21.00,0.00,-26991.00,-16980.00,-10011.00,-50475.00,-36303.00,-35056.00,-1247.00,0.00,0.00,0.00,0.00,100.00,-14272.00,17374.00,0.00,-31646.00
2001:Q4,114365.00,40599.00,0.00,64290.00,53682.00,10608.00,-16.00,0.00,9492.00,-543.00,10035.00,114365.00,23732.00,18263.00,5469.00,0.00,0.00,0.00,0.00,-44.00,90677.00,18474.00,0.00,72203.00
2002:Q1,-36462.00,-25656.00,0.00,-21859.00,-33411.00,11552.00,-238.00,0.00,11291.00,-6510.00,17801.00,-36462.00,3958.00,-18457.00,22415.00,0.00,0.00,0.00,0.00,112.00,-40532.00,5657.00,0.00,-46189.00
2002:Q2,-40319.00,7818.00,0.00,-63360.00,-51041.00,-12319.00,-287.00,0.00,15510.00,21196.00,-5686.00,-40319.00,-18531.00,-17127.00,-1404.00,0.00,0.00,0.00,0.00,-85.00,-21703.00,13136.00,0.00,-34839.00
2002:Q3,-3369.00,-37495.00,0.00,44954.00,47686.00,-2732.00,-197.00,0.00,-10631.00,-6750.00,-3881.00,-3369.00,-15580.00,-15599.00,19.00,0.00,0.00,0.00,0.00,44.00,12167.00,3125.00,0.00,9042.00
2002:Q4,16924.00,36853.00,0.00,-42071.00,-31217.00,-10854.00,-436.00,0.00,22578.00,10637.00,11941.00,16924.00,19448.00,10010.00,9438.00,0.00,0.00,0.00,0.00,-421.00,-2103.00,-24798.00,0.00,22695.00
2003:Q1,19393.00,-63969.00,0.00,75305.00,59031.00,16274.00,-206.00,0.00,8263.00,182.00,8081.00,19393.00,25105.00,22698.00,2407.00,0.00,0.00,0.00,0.00,144.00,-5856.00,-7727.00,0.00,1871.00
2003:Q2,20333.00,18771.00,0.00,7044.00,-4342.00,11386.00,-201.00,0.00,-5281.00,-1363.00,-3918.00,20333.00,-37676.00,-45011.00,7335.00,0.00,0.00,0.00,0.00,-25.00,58034.00,61263.00,0.00,-3229.00
2003:Q3,42246.00,26281.00,0.00,22471.00,8422.00,14049.00,-196.00,0.00,-6310.00,-3182.00,-3128.00,42246.00,-14801.00,-15564.00,763.00,0.00,0.00,0.00,0.00,4.00,57043.00,43774.00,0.00,13269.00
2003:Q4,-15013.00,-56111.00,0.00,19939.00,6716.00,13223.00,-319.00,0.00,21478.00,11769.00,9709.00,-15013.00,24213.00,19339.00,4874.00,0.00,0.00,0.00,0.00,102.00,-39328.00,5247.00,0.00,-44575.00
2004:Q1,9348.00,-53182.00,0.00,30444.00,37828.00,-7384.00,-50.00,0.00,32136.00,24253.00,7883.00,9348.00,15586.00,10271.00,5315.00,0.00,0.00,0.00,0.00,158.00,-6396.00,62187.00,0.00,-68583.00
2004:Q2,-42196.00,-26892.00,0.00,14877.00,25556.00,-10679.00,-99.00,0.00,-30082.00,-22472.00,-7610.00,-42196.00,-23191.00,-20775.00,-2416.00,0.00,0.00,0.00,0.00,-10.00,-18995.00,-4168.00,0.00,-14827.00
2004:Q3,42237.00,-1631.00,0.00,35034.00,29816.00,5218.00,-85.00,0.00,8919.00,14582.00,-5663.00,42237.00,-11965.00,-8403.00,-3562.00,0.00,0.00,0.00,0.00,-1.00,54203.00,5369.00,0.00,48834.00
2004:Q4,42863.00,-39389.00,0.00,51838.00,53493.00,-1655.00,-96.00,0.00,30510.00,16686.00,13824.00,42863.00,16635.00,3748.00,12887.00,0.00,0.00,0.00,0.00,129.00,26099.00,23474.00,0.00,2625.00
2005:Q1,48896.00,-8912.00,0.00,44940.00,32861.00,12079.00,776.00,0.00,12092.00,1384.00,10708.00,48896.00,31647.00,27919.00,3728.00,0.00,0.00,0.00,0.00,174.00,17075.00,54674.00,0.00,-37599.00
2005:Q2,25166.00,-18538.00,0.00,7908.00,20489.00,-12581.00,935.00,0.00,34861.00,15626.00,19235.00,25166.00,52959.00,44965.00,7994.00,0.00,0.00,0.00,0.00,47.00,-27840.00,71539.00,0.00,-99379.00
2005:Q3,18153.00,714.00,0.00,13071.00,26347.00,-13276.00,752.00,0.00,3616.00,5025.00,-1409.00,18153.00,-4211.00,-3736.00,-475.00,0.00,0.00,0.00,0.00,4.00,22360.00,92410.00,0.00,-70050.00
2005:Q4,37787.00,24601.00,0.00,-5339.00,10257.00,-15596.00,1179.00,0.00,17346.00,-1000.00,18346.00,37787.00,24346.00,8000.00,16346.00,0.00,0.00,0.00,0.00,360.00,13081.00,-43741.00,0.00,56822.00
2006:Q1,80160.00,-6771.00,0.00,54728.00,47200.00,7528.00,645.00,0.00,31558.00,24124.00,7434.00,80160.00,23483.00,21399.00,2084.00,0.00,0.00,0.00,0.00,276.00,56401.00,75724.00,0.00,-19323.00
2006:Q2,-15427.00,-4787.00,0.00,-20882.00,-11019.00,-9863.00,865.00,0.00,9377.00,2076.00,7301.00,-15427.00,12218.00,5314.00,6904.00,0.00,0.00,0.00,0.00,149.00,-27794.00,114804.00,0.00,-142598.00
2006:Q3,45835.00,38521.00,0.00,12124.00,5841.00,6283.00,654.00,0.00,-5464.00,-3176.00,-2288.00,45835.00,-15629.00,-17788.00,2159.00,0.00,0.00,0.00,0.00,6.00,61458.00,90262.00,0.00,-28804.00
2006:Q4,-35111.00,-59351.00,0.00,27304.00,38348.00,-11044.00,1285.00,0.00,-4349.00,-14467.00,10118.00,-35111.00,9074.00,-1392.00,10466.00,0.00,0.00,0.00,0.00,178.00,-44363.00,21801.00,0.00,-66164.00
2007:Q1,134117.00,71607.00,0.00,11627.00,2417.00,9210.00,2019.00,0.00,48864.00,33748.00,15116.00,134117.00,43206.00,46336.00,-3130.00,0.00,0.00,0.00,0.00,150.00,90761.00,134832.00,0.00,-44071.00
2007:Q2,69240.00,9783.00,0.00,45789.00,56051.00,-10262.00,2147.00,0.00,11521.00,9652.00,1869.00,69240.00,7331.00,7282.00,49.00,0.00,0.00,0.00,0.00,150.00,61759.00,59347.00,0.00,2412.00
