date,FA893169005.Q,FA313069205.Q,FA153169203.Q,FA103169205.Q,FA113169205.Q,FA213169203.Q,FA403169283.Q,FA313069223.Q,FA503169205.Q,FA263169205.Q,FA263069500.Q,FA263069500.Q,FA763069703.Q,FA753069703.Q,FA103169705.Q,FA263169705.Q,FA733069005.Q,FA733069013.Q,FA733069023.Q,FA153169405.Q,FA313069403.Q,FA543069405.Q,FA403069330.Q,FA763169335.Q,FA473169333.Q,FA513169333.Q,FA543169373.Q,FA613169333.Q,FA643169373.Q,FA403069395.Q,FA153169305.Q,FA183169305.Q,FA113169305.Q,FA763169383.Q,FA673069505.Q,FA673069505.Q,FA613069500.Q,FA103169535.Q,FA113169535.Q,FA663067003.Q,FA663067003.Q,FA153067005.Q,FA153067005.Q,FA103169803.Q,FA153069803.Q,FA543069873.Q,FA653069803.Q,FA673069803.Q,FA663069803.Q,FA503069805.Q
1962:Q1,-2324.00,2540.00,172.00,240.00,652.00,340.00,-240.00,0.00,0.00,1376.00,0.00,0.00,-592.00,-116.00,-612.00,-96.00,0.00,0.00,0.00,504.00,44.00,460.00,-2044.00,-2044.00,0.00,0.00,0.00,0.00,0.00,296.00,0.00,6.00,290.00,0.00,0.00,0.00,-96.00,-86.00,-10.00,-1376.00,-1376.00,-1440.00,-1440.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1962:Q2,5764.00,2304.00,224.00,456.00,-12.00,644.00,-176.00,0.00,0.00,1168.00,0.00,0.00,-496.00,-108.00,-32.00,-572.00,0.00,0.00,0.00,636.00,48.00,588.00,2464.00,2464.00,0.00,0.00,0.00,0.00,0.00,84.00,0.00,7.00,77.00,0.00,0.00,0.00,-208.00,-187.00,-21.00,-1512.00,-1512.00,2600.00,2600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1962:Q3,4316.00,532.00,312.00,56.00,224.00,208.00,136.00,0.00,0.00,-404.00,0.00,0.00,-196.00,-48.00,12.00,-256.00,0.00,0.00,0.00,556.00,40.00,516.00,1116.00,1116.00,0.00,0.00,0.00,0.00,0.00,160.00,0.00,9.00,151.00,0.00,0.00,0.00,532.00,479.00,53.00,1216.00,1216.00,448.00,448.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1962:Q4,5488.00,2096.00,184.00,112.00,28.00,824.00,220.00,0.00,0.00,728.00,0.00,0.00,1180.00,244.00,644.00,780.00,0.00,0.00,0.00,480.00,40.00,440.00,1732.00,1732.00,0.00,0.00,0.00,0.00,0.00,372.00,0.00,20.00,352.00,0.00,0.00,0.00,452.00,407.00,45.00,1036.00,1036.00,-2104.00,-2104.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1963:Q1,-836.00,2888.00,248.00,-140.00,988.00,244.00,-104.00,0.00,0.00,1652.00,0.00,0.00,-196.00,-8.00,-320.00,116.00,0.00,0.00,0.00,496.00,40.00,456.00,-3860.00,-3860.00,0.00,0.00,0.00,0.00,0.00,464.00,0.00,13.00,451.00,0.00,0.00,0.00,1456.00,1310.00,146.00,324.00,324.00,-2400.00,-2400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1963:Q2,12472.00,1768.00,172.00,160.00,-232.00,84.00,-252.00,0.00,0.00,1836.00,0.00,0.00,348.00,96.00,-344.00,788.00,0.00,0.00,0.00,540.00,44.00,496.00,3024.00,3024.00,0.00,0.00,0.00,0.00,0.00,156.00,0.00,23.00,133.00,0.00,0.00,0.00,1204.00,1084.00,120.00,3112.00,3112.00,2224.00,2224.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1963:Q3,7276.00,900.00,224.00,40.00,80.00,408.00,0.00,0.00,0.00,148.00,0.00,0.00,36.00,24.00,-96.00,156.00,0.00,0.00,0.00,416.00,36.00,380.00,3016.00,3016.00,0.00,0.00,0.00,0.00,0.00,408.00,0.00,19.00,389.00,0.00,0.00,0.00,940.00,846.00,94.00,1880.00,1880.00,-344.00,-344.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1963:Q4,8760.00,1984.00,168.00,148.00,496.00,196.00,0.00,0.00,0.00,976.00,0.00,0.00,580.00,80.00,-172.00,832.00,0.00,0.00,0.00,388.00,36.00,352.00,3040.00,3040.00,0.00,0.00,0.00,0.00,0.00,428.00,0.00,3.00,425.00,0.00,0.00,0.00,2060.00,1854.00,206.00,808.00,808.00,-608.00,-608.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1964:Q1,7560.00,2736.00,292.00,136.00,992.00,-16.00,0.00,0.00,0.00,1332.00,0.00,0.00,680.00,196.00,128.00,748.00,0.00,0.00,0.00,528.00,40.00,488.00,-2464.00,-2464.00,0.00,0.00,0.00,0.00,0.00,144.00,0.00,23.00,121.00,0.00,0.00,0.00,2444.00,2200.00,244.00,-676.00,-676.00,3972.00,3972.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1964:Q2,3452.00,2756.00,140.00,88.00,248.00,300.00,16.00,0.00,0.00,1964.00,0.00,0.00,148.00,60.00,12.00,196.00,0.00,0.00,0.00,576.00,40.00,536.00,2404.00,2404.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,14.00,-2.00,0.00,0.00,0.00,2388.00,2149.00,239.00,4.00,4.00,-4896.00,-4896.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1964:Q3,8680.00,3140.00,268.00,200.00,108.00,392.00,520.00,0.00,0.00,1652.00,0.00,0.00,84.00,40.00,200.00,-76.00,0.00,0.00,0.00,508.00,36.00,472.00,272.00,272.00,0.00,0.00,0.00,0.00,0.00,468.00,0.00,9.00,459.00,0.00,0.00,0.00,1604.00,1444.00,160.00,-652.00,-652.00,3216.00,3216.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1964:Q4,2504.00,2548.00,196.00,388.00,356.00,368.00,-12.00,0.00,0.00,1252.00,0.00,0.00,672.00,100.00,12.00,760.00,0.00,0.00,0.00,484.00,40.00,444.00,1952.00,1952.00,0.00,0.00,0.00,0.00,0.00,440.00,0.00,-6.00,446.00,0.00,0.00,0.00,-76.00,-68.00,-8.00,-616.00,-616.00,-3000.00,-3000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1965:Q1,3568.00,3108.00,256.00,380.00,660.00,236.00,-416.00,0.00,0.00,1992.00,0.00,0.00,-192.00,-28.00,-116.00,-104.00,0.00,0.00,0.00,556.00,40.00,516.00,-2312.00,-2312.00,0.00,0.00,0.00,0.00,0.00,384.00,0.00,14.00,370.00,0.00,0.00,0.00,1936.00,1742.00,194.00,-152.00,-152.00,268.00,268.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1965:Q2,10236.00,3116.00,184.00,232.00,168.00,528.00,-108.00,0.00,0.00,2112.00,0.00,0.00,96.00,64.00,60.00,100.00,0.00,0.00,0.00,640.00,40.00,600.00,3356.00,3356.00,0.00,0.00,0.00,0.00,0.00,40.00,0.00,22.00,18.00,0.00,0.00,0.00,2532.00,2279.00,253.00,80.00,80.00,312.00,312.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1965:Q3,3848.00,1768.00,312.00,196.00,44.00,256.00,516.00,0.00,0.00,444.00,0.00,0.00,-132.00,-8.00,440.00,-580.00,0.00,0.00,0.00,612.00,44.00,568.00,864.00,864.00,0.00,0.00,0.00,0.00,0.00,468.00,0.00,24.00,444.00,0.00,0.00,0.00,444.00,400.00,44.00,-688.00,-688.00,520.00,520.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1965:Q4,11800.00,3544.00,188.00,388.00,100.00,232.00,828.00,0.00,0.00,1808.00,0.00,0.00,252.00,-24.00,-88.00,316.00,0.00,0.00,0.00,512.00,44.00,468.00,780.00,780.00,0.00,0.00,0.00,0.00,0.00,572.00,0.00,5.00,567.00,0.00,0.00,0.00,2948.00,2653.00,295.00,2264.00,2264.00,952.00,952.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1966:Q1,5416.00,3848.00,428.00,668.00,1352.00,184.00,-392.00,0.00,0.00,1608.00,0.00,0.00,-16.00,12.00,-192.00,188.00,0.00,0.00,0.00,780.00,48.00,732.00,-1240.00,-1240.00,0.00,0.00,0.00,0.00,0.00,720.00,0.00,24.00,696.00,0.00,0.00,0.00,2044.00,1840.00,204.00,604.00,604.00,-1336.00,-1336.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1966:Q2,11608.00,1692.00,468.00,196.00,-388.00,348.00,-952.00,0.00,0.00,2020.00,0.00,0.00,104.00,88.00,408.00,-216.00,0.00,0.00,0.00,1296.00,48.00,1248.00,4384.00,4384.00,0.00,0.00,0.00,0.00,0.00,364.00,0.00,19.00,345.00,0.00,0.00,0.00,1660.00,1494.00,166.00,664.00,664.00,1356.00,1356.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1966:Q3,5924.00,4640.00,824.00,212.00,168.00,1188.00,1604.00,0.00,0.00,644.00,0.00,0.00,-160.00,-12.00,636.00,-808.00,0.00,0.00,0.00,1988.00,52.00,1936.00,1568.00,1568.00,0.00,0.00,0.00,0.00,0.00,752.00,0.00,18.00,734.00,0.00,0.00,0.00,-2268.00,-2041.00,-227.00,-1592.00,-1592.00,1008.00,1008.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1966:Q4,6588.00,1104.00,208.00,392.00,-336.00,788.00,-1192.00,0.00,0.00,1244.00,0.00,0.00,744.00,84.00,196.00,632.00,0.00,0.00,0.00,1892.00,52.00,1840.00,-960.00,-960.00,0.00,0.00,0.00,0.00,0.00,732.00,0.00,28.00,704.00,0.00,0.00,0.00,2860.00,2574.00,286.00,180.00,180.00,-48.00,-48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1967:Q1,6844.00,5576.00,336.00,352.00,820.00,40.00,-188.00,0.00,0.00,4216.00,0.00,0.00,324.00,92.00,52.00,364.00,0.00,0.00,0.00,1168.00,52.00,1116.00,-7040.00,-7040.00,0.00,0.00,0.00,0.00,0.00,852.00,0.00,29.00,823.00,0.00,0.00,0.00,448.00,403.00,45.00,2116.00,2116.00,3308.00,3308.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1967:Q2,5012.00,2848.00,240.00,296.00,436.00,200.00,-224.00,0.00,0.00,1900.00,0.00,0.00,1368.00,412.00,108.00,1672.00,0.00,0.00,0.00,1148.00,52.00,1096.00,-3492.00,-3492.00,0.00,0.00,0.00,0.00,0.00,276.00,0.00,36.00,240.00,0.00,0.00,0.00,-1712.00,-1541.00,-171.00,2016.00,2016.00,2148.00,2148.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1967:Q3,10216.00,4464.00,408.00,-152.00,-80.00,424.00,1988.00,0.00,0.00,1876.00,0.00,0.00,48.00,36.00,456.00,-372.00,0.00,0.00,0.00,812.00,52.00,760.00,-720.00,-720.00,0.00,0.00,0.00,0.00,0.00,652.00,0.00,22.00,630.00,0.00,0.00,0.00,60.00,54.00,6.00,3756.00,3756.00,1108.00,1108.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1967:Q4,12096.00,1480.00,332.00,304.00,884.00,36.00,-1844.00,0.00,0.00,1768.00,0.00,0.00,548.00,28.00,348.00,228.00,0.00,0.00,0.00,840.00,44.00,796.00,1056.00,1056.00,0.00,0.00,0.00,0.00,0.00,1036.00,0.00,18.00,1018.00,0.00,0.00,0.00,-192.00,-173.00,-19.00,4968.00,4968.00,2332.00,2332.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1968:Q1,4216.00,4576.00,456.00,348.00,104.00,228.00,104.00,0.00,0.00,3336.00,0.00,0.00,60.00,28.00,164.00,-76.00,0.00,0.00,0.00,1152.00,44.00,1108.00,-468.00,-468.00,0.00,0.00,0.00,0.00,0.00,728.00,0.00,38.00,690.00,0.00,0.00,0.00,2784.00,2506.00,278.00,-2284.00,-2284.00,-2360.00,-2360.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1968:Q2,27460.00,3276.00,180.00,192.00,216.00,380.00,-24.00,0.00,0.00,2332.00,0.00,0.00,-160.00,40.00,580.00,-700.00,0.00,0.00,0.00,1484.00,40.00,1444.00,2480.00,2480.00,0.00,0.00,0.00,0.00,0.00,-264.00,0.00,20.00,-284.00,0.00,0.00,0.00,4308.00,3877.00,431.00,7684.00,7684.00,8612.00,8612.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1968:Q3,13048.00,4020.00,484.00,20.00,364.00,172.00,952.00,0.00,0.00,2028.00,0.00,0.00,132.00,56.00,368.00,-180.00,0.00,0.00,0.00,1432.00,52.00,1380.00,548.00,548.00,0.00,0.00,0.00,0.00,0.00,144.00,0.00,1.00,143.00,0.00,0.00,0.00,12.00,11.00,1.00,980.00,980.00,5724.00,5724.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1968:Q4,11324.00,2652.00,588.00,92.00,416.00,460.00,-44.00,0.00,0.00,1140.00,0.00,0.00,320.00,-32.00,-32.00,320.00,0.00,0.00,0.00,1092.00,36.00,1056.00,932.00,932.00,0.00,0.00,0.00,0.00,0.00,648.00,0.00,8.00,640.00,0.00,0.00,0.00,1828.00,1645.00,183.00,4984.00,4984.00,-1100.00,-1100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1969:Q1,-11648.00,3496.00,492.00,160.00,712.00,548.00,-1132.00,0.00,0.00,2716.00,0.00,0.00,116.00,36.00,452.00,-300.00,1400.00,1400.00,0.00,1732.00,56.00,1676.00,288.00,288.00,0.00,0.00,0.00,0.00,0.00,936.00,0.00,29.00,907.00,0.00,0.00,0.00,864.00,778.00,86.00,-6936.00,-6936.00,-13580.00,-13580.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1969:Q2,31112.00,2944.00,124.00,120.00,128.00,300.00,0.00,0.00,0.00,2272.00,0.00,0.00,1332.00,424.00,504.00,1252.00,5248.00,5248.00,0.00,2628.00,84.00,2544.00,4328.00,4328.00,0.00,0.00,0.00,0.00,0.00,460.00,0.00,36.00,424.00,0.00,0.00,0.00,8316.00,7484.00,832.00,-1720.00,-1720.00,7152.00,7152.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1969:Q3,10072.00,3472.00,512.00,52.00,492.00,264.00,0.00,0.00,0.00,2152.00,0.00,0.00,1128.00,296.00,1784.00,-360.00,8784.00,8784.00,0.00,3404.00,120.00,3284.00,6108.00,6108.00,0.00,0.00,0.00,0.00,0.00,320.00,0.00,22.00,298.00,0.00,0.00,0.00,5292.00,4763.00,529.00,-6500.00,-6500.00,-12232.00,-12232.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1969:Q4,30356.00,3612.00,392.00,136.00,-72.00,1872.00,0.00,0.00,0.00,1284.00,0.00,0.00,700.00,60.00,92.00,668.00,352.00,352.00,0.00,2652.00,80.00,2572.00,5396.00,5396.00,0.00,0.00,0.00,0.00,0.00,1388.00,0.00,58.00,1330.00,0.00,0.00,0.00,5404.00,4864.00,540.00,1040.00,1040.00,9752.00,9752.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1970:Q1,10736.00,3168.00,472.00,268.00,836.00,-164.00,0.00,0.00,0.00,1756.00,0.00,0.00,-316.00,136.00,108.00,-288.00,11564.00,11564.00,0.00,2972.00,96.00,2876.00,1824.00,1824.00,0.00,0.00,0.00,0.00,0.00,1432.00,0.00,45.00,1387.00,0.00,0.00,0.00,-656.00,-590.00,-66.00,-4712.00,-4712.00,-4676.00,-4676.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1970:Q2,13780.00,2208.00,296.00,356.00,648.00,-504.00,0.00,0.00,0.00,1412.00,0.00,0.00,1984.00,520.00,1508.00,996.00,4984.00,4984.00,0.00,2672.00,84.00,2588.00,1964.00,1964.00,0.00,0.00,0.00,0.00,0.00,336.00,0.00,41.00,295.00,0.00,0.00,0.00,2688.00,2419.00,269.00,-3064.00,-3064.00,-512.00,-512.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1970:Q3,-660.00,2884.00,248.00,200.00,268.00,776.00,0.00,0.00,0.00,1392.00,0.00,0.00,-400.00,-104.00,424.00,-928.00,-11420.00,-11420.00,0.00,2116.00,68.00,2048.00,1156.00,1156.00,0.00,0.00,0.00,0.00,0.00,568.00,0.00,23.00,545.00,0.00,0.00,0.00,1856.00,1670.00,186.00,1052.00,1052.00,1632.00,1632.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1970:Q4,7128.00,1824.00,156.00,348.00,320.00,200.00,0.00,0.00,0.00,800.00,0.00,0.00,3872.00,736.00,1192.00,3416.00,-9096.00,-9096.00,0.00,1472.00,28.00,1444.00,360.00,360.00,0.00,0.00,0.00,0.00,0.00,1652.00,0.00,61.00,1591.00,0.00,0.00,0.00,-2472.00,-2225.00,-247.00,1572.00,1572.00,7208.00,7208.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1971:Q1,2932.00,4856.00,788.00,300.00,564.00,372.00,0.00,0.00,0.00,2832.00,0.00,0.00,368.00,320.00,120.00,568.00,-384.00,-384.00,0.00,944.00,16.00,928.00,-3700.00,-3700.00,0.00,0.00,0.00,0.00,0.00,1708.00,0.00,71.00,1637.00,0.00,0.00,0.00,2708.00,2437.00,271.00,456.00,456.00,-4344.00,-4344.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1971:Q2,2372.00,3648.00,260.00,320.00,596.00,-272.00,0.00,0.00,0.00,2744.00,0.00,0.00,1512.00,392.00,2128.00,-224.00,800.00,800.00,0.00,948.00,8.00,940.00,-9796.00,-9796.00,0.00,0.00,0.00,0.00,0.00,520.00,0.00,57.00,463.00,0.00,0.00,0.00,1716.00,1544.00,172.00,3428.00,3428.00,-796.00,-796.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1971:Q3,6996.00,2320.00,128.00,36.00,260.00,996.00,0.00,0.00,0.00,900.00,0.00,0.00,1608.00,400.00,1776.00,232.00,-392.00,-392.00,0.00,1140.00,16.00,1124.00,1584.00,1584.00,0.00,0.00,0.00,0.00,0.00,-452.00,0.00,12.00,-464.00,0.00,0.00,0.00,1372.00,1235.00,137.00,2504.00,2504.00,-3088.00,-3088.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1971:Q4,15124.00,1872.00,264.00,260.00,188.00,364.00,0.00,0.00,0.00,796.00,0.00,0.00,-828.00,-448.00,-1908.00,632.00,-480.00,-480.00,0.00,1020.00,8.00,1012.00,1196.00,1196.00,0.00,0.00,0.00,0.00,0.00,936.00,0.00,16.00,920.00,0.00,0.00,0.00,-420.00,-378.00,-42.00,3916.00,3916.00,8360.00,8360.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1972:Q1,4600.00,2948.00,696.00,16.00,-296.00,1068.00,0.00,0.00,0.00,1464.00,0.00,0.00,308.00,312.00,-176.00,796.00,-272.00,-272.00,0.00,808.00,0.00,808.00,-7776.00,-7776.00,0.00,0.00,0.00,0.00,0.00,1824.00,0.00,55.00,1769.00,0.00,0.00,0.00,4924.00,4432.00,492.00,7528.00,7528.00,-6004.00,-6004.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1972:Q2,5804.00,664.00,172.00,124.00,440.00,-1212.00,0.00,0.00,0.00,1140.00,0.00,0.00,-2932.00,-544.00,44.00,-3520.00,-1904.00,-1904.00,0.00,1028.00,8.00,1020.00,332.00,332.00,0.00,0.00,0.00,0.00,0.00,-492.00,0.00,-6.00,-486.00,0.00,0.00,0.00,3316.00,2984.00,332.00,5416.00,5416.00,920.00,920.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1972:Q3,3052.00,3880.00,840.00,216.00,632.00,504.00,0.00,0.00,0.00,1688.00,0.00,0.00,-1492.00,-328.00,196.00,-2016.00,-128.00,-128.00,0.00,1032.00,36.00,996.00,2644.00,2644.00,0.00,0.00,0.00,0.00,0.00,140.00,0.00,-15.00,155.00,0.00,0.00,0.00,2584.00,2326.00,258.00,1576.00,1576.00,-6856.00,-6856.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1972:Q4,26356.00,2628.00,-168.00,620.00,-400.00,1020.00,0.00,0.00,0.00,1556.00,0.00,0.00,944.00,-232.00,148.00,564.00,1336.00,1336.00,0.00,932.00,4.00,928.00,4972.00,4972.00,0.00,0.00,0.00,0.00,0.00,1376.00,0.00,79.00,1297.00,0.00,0.00,0.00,5996.00,5396.00,600.00,364.00,364.00,8040.00,8040.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1973:Q1,10728.00,9308.00,340.00,664.00,5396.00,668.00,0.00,0.00,0.00,2240.00,756.00,756.00,-124.00,220.00,-1180.00,1276.00,2252.00,2252.00,0.00,1132.00,8.00,1124.00,1764.00,1764.00,0.00,0.00,0.00,0.00,0.00,3556.00,0.00,38.00,3518.00,0.00,0.00,0.00,5800.00,5220.00,580.00,-4336.00,-4336.00,-9600.00,-9600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1973:Q2,22604.00,1732.00,56.00,140.00,976.00,-968.00,0.00,0.00,0.00,1528.00,-92.00,-92.00,1212.00,484.00,-496.00,2192.00,1436.00,1436.00,0.00,1724.00,8.00,1716.00,10900.00,10900.00,0.00,0.00,0.00,0.00,0.00,-108.00,0.00,45.00,-153.00,0.00,0.00,0.00,7112.00,6401.00,711.00,-6224.00,-6224.00,4428.00,4428.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1973:Q3,27024.00,4060.00,0.00,180.00,372.00,1664.00,0.00,0.00,0.00,1844.00,-568.00,-568.00,2984.00,884.00,4796.00,-928.00,4468.00,4468.00,0.00,3584.00,48.00,3536.00,12612.00,12612.00,0.00,0.00,0.00,0.00,0.00,1268.00,0.00,92.00,1176.00,0.00,0.00,0.00,3460.00,3114.00,346.00,-2656.00,-2656.00,-3072.00,-3072.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1973:Q4,21284.00,2588.00,444.00,496.00,808.00,-220.00,0.00,0.00,0.00,1060.00,32.00,32.00,2312.00,4.00,1136.00,1180.00,-1348.00,-1348.00,0.00,2444.00,36.00,2408.00,3396.00,3396.00,0.00,0.00,0.00,0.00,0.00,808.00,0.00,96.00,712.00,0.00,0.00,0.00,3476.00,3128.00,348.00,-4128.00,-4128.00,11700.00,11700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1974:Q1,-624.00,-5968.00,376.00,-364.00,-252.00,232.00,0.00,0.00,0.00,-5960.00,76.00,76.00,4076.00,1340.00,1120.00,4296.00,2416.00,2416.00,0.00,1784.00,8.00,1776.00,-608.00,-608.00,0.00,0.00,0.00,0.00,0.00,3592.00,0.00,82.00,3510.00,0.00,0.00,0.00,5228.00,4705.00,523.00,-2588.00,-2588.00,-9972.00,-9972.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1974:Q2,40072.00,2588.00,784.00,216.00,1452.00,-772.00,0.00,0.00,0.00,908.00,268.00,268.00,9624.00,2568.00,2236.00,9956.00,1872.00,1872.00,0.00,2684.00,36.00,2648.00,10588.00,10588.00,0.00,0.00,0.00,0.00,0.00,752.00,0.00,102.00,650.00,0.00,0.00,0.00,2784.00,2506.00,278.00,-1876.00,-1876.00,8220.00,8220.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1974:Q3,43200.00,5520.00,928.00,872.00,600.00,1568.00,440.00,0.00,0.00,1112.00,104.00,104.00,9156.00,2564.00,3552.00,8168.00,-572.00,-572.00,0.00,3548.00,68.00,3480.00,12520.00,12520.00,0.00,0.00,0.00,0.00,0.00,3176.00,0.00,133.00,3043.00,0.00,0.00,0.00,8752.00,7877.00,875.00,-1204.00,-1204.00,-364.00,-364.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1974:Q4,35284.00,12328.00,-44.00,5420.00,448.00,1676.00,2340.00,0.00,0.00,2488.00,436.00,436.00,7836.00,1204.00,3136.00,5904.00,-52.00,-52.00,0.00,2780.00,32.00,2748.00,4128.00,4128.00,0.00,0.00,0.00,0.00,0.00,3072.00,0.00,143.00,2929.00,0.00,0.00,0.00,2592.00,2333.00,259.00,-596.00,-596.00,1556.00,1556.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1975:Q1,-4848.00,8044.00,764.00,216.00,1788.00,384.00,1032.00,0.00,0.00,3860.00,148.00,148.00,788.00,648.00,568.00,868.00,-896.00,-896.00,0.00,1856.00,0.00,1856.00,-14560.00,-14560.00,0.00,0.00,0.00,0.00,0.00,684.00,0.00,66.00,618.00,0.00,0.00,0.00,1052.00,947.00,105.00,-8.00,-8.00,-2604.00,-2604.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1975:Q2,8616.00,7944.00,680.00,-36.00,3136.00,-40.00,1176.00,0.00,0.00,3028.00,-208.00,-208.00,-3168.00,-740.00,-1160.00,-2748.00,-40.00,-40.00,0.00,1548.00,20.00,1528.00,-5444.00,-5444.00,0.00,0.00,0.00,0.00,0.00,1492.00,0.00,148.00,1344.00,0.00,0.00,0.00,3504.00,3154.00,350.00,512.00,512.00,3216.00,3216.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1975:Q3,9192.00,6680.00,540.00,360.00,2792.00,460.00,644.00,0.00,0.00,1884.00,44.00,44.00,-3040.00,-272.00,-1520.00,-1792.00,-684.00,-684.00,0.00,1584.00,20.00,1564.00,2716.00,2716.00,0.00,0.00,0.00,0.00,0.00,424.00,0.00,60.00,364.00,0.00,0.00,0.00,8724.00,7852.00,872.00,1284.00,1284.00,-8268.00,-8268.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1975:Q4,30848.00,4932.00,184.00,492.00,1228.00,-48.00,604.00,0.00,0.00,2472.00,304.00,304.00,6200.00,556.00,3444.00,3312.00,-4384.00,-4384.00,0.00,1484.00,12.00,1472.00,1452.00,1452.00,0.00,0.00,0.00,0.00,0.00,3604.00,0.00,135.00,3469.00,0.00,0.00,0.00,1588.00,1429.00,159.00,2300.00,2300.00,12812.00,12812.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1976:Q1,30360.00,11024.00,492.00,1420.00,1236.00,5036.00,-100.00,0.00,0.00,2940.00,-140.00,-140.00,556.00,704.00,660.00,600.00,7780.00,7780.00,0.00,1156.00,-28.00,1184.00,-8352.00,-8352.00,0.00,0.00,0.00,0.00,0.00,2760.00,0.00,188.00,2572.00,0.00,0.00,0.00,9156.00,8240.00,916.00,5416.00,5416.00,300.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1976:Q2,13092.00,-1748.00,460.00,-1256.00,1336.00,-5228.00,0.00,0.00,0.00,2940.00,348.00,348.00,2820.00,684.00,1988.00,1516.00,400.00,400.00,0.00,1512.00,20.00,1492.00,-1932.00,-1932.00,0.00,0.00,0.00,0.00,0.00,1984.00,0.00,108.00,1876.00,0.00,0.00,0.00,7632.00,6869.00,763.00,5056.00,5056.00,-3664.00,-3664.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1976:Q3,30188.00,14280.00,996.00,388.00,4300.00,4948.00,-176.00,0.00,0.00,3824.00,464.00,464.00,-588.00,424.00,576.00,-740.00,400.00,400.00,0.00,1444.00,12.00,1432.00,3152.00,3152.00,0.00,0.00,0.00,0.00,0.00,1552.00,0.00,101.00,1451.00,0.00,0.00,0.00,10236.00,9212.00,1024.00,1688.00,1688.00,-2864.00,-2864.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1976:Q4,48560.00,6512.00,-52.00,236.00,936.00,3388.00,-1272.00,0.00,0.00,3276.00,8.00,8.00,9356.00,1228.00,7116.00,3468.00,324.00,324.00,0.00,1360.00,0.00,1360.00,-800.00,-800.00,0.00,0.00,0.00,0.00,0.00,2780.00,0.00,47.00,2733.00,0.00,0.00,0.00,7296.00,6566.00,730.00,3460.00,3460.00,17036.00,17036.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
