1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1966:Q2,1137.00,-8367.00,0.00,-300.00,144.00,11892.00,116.00,36.00,-32.00,1480.00,-788.00,-3372.00,0.00,-32.00,0.00,360.00,23199.00,5325.00,0.00,0.00,260.00,734.00,14052.00,1572.00,116.00,-164.00,-440.00,1068.00,0.00,0.00,0.00,0.00,744.00,144.00,0.00,-212.00,0.00,-22062.00
1966:Q3,-888.00,-2972.00,0.00,604.00,1920.00,-1520.00,-64.00,36.00,-24.00,1580.00,-4.00,-1244.00,0.00,-40.00,0.00,840.00,-288.00,2480.00,0.00,0.00,12.00,-60.00,-68.00,-220.00,128.00,-180.00,-472.00,1248.00,0.00,0.00,0.00,0.00,40.00,-2636.00,0.00,-560.00,0.00,-600.00
1966:Q4,-9151.00,825.00,0.00,-412.00,4068.00,-6980.00,-340.00,24.00,-44.00,-388.00,-88.00,-5668.00,0.00,-44.00,0.00,-104.00,-13512.00,-9334.00,0.00,0.00,300.00,594.00,-5428.00,-868.00,128.00,180.00,852.00,888.00,0.00,0.00,0.00,0.00,-1520.00,652.00,0.00,44.00,0.00,4361.00
1967:Q1,-18412.00,-5424.00,0.00,784.00,-6420.00,-3936.00,-672.00,40.00,-12.00,-1052.00,4.00,-1564.00,0.00,-20.00,0.00,-140.00,-21889.00,-13703.00,0.00,0.00,20.00,-402.00,-7300.00,-1832.00,100.00,84.00,92.00,772.00,0.00,0.00,0.00,0.00,200.00,-588.00,0.00,668.00,0.00,3477.00
1967:Q2,9172.00,-10596.00,0.00,1756.00,128.00,15356.00,-32.00,48.00,-12.00,1636.00,76.00,580.00,0.00,-40.00,0.00,272.00,27704.00,5136.00,0.00,0.00,164.00,432.00,17032.00,1072.00,108.00,-112.00,-136.00,1168.00,0.00,0.00,0.00,0.00,960.00,1872.00,0.00,8.00,0.00,-18532.00
1967:Q3,-7843.00,-1295.00,0.00,-96.00,2768.00,-8444.00,256.00,56.00,-4.00,1120.00,-32.00,-2024.00,0.00,-48.00,0.00,-100.00,2647.00,5359.00,0.00,0.00,-120.00,604.00,-1392.00,-1048.00,96.00,-300.00,-164.00,988.00,0.00,0.00,0.00,0.00,108.00,-1784.00,0.00,300.00,0.00,-10490.00
1967:Q4,9520.00,10424.00,0.00,-1748.00,3760.00,184.00,412.00,48.00,-20.00,1216.00,196.00,-5088.00,0.00,-52.00,0.00,188.00,13774.00,11252.00,0.00,0.00,-64.00,318.00,552.00,-472.00,80.00,236.00,-4.00,1080.00,0.00,0.00,0.00,0.00,-1104.00,1968.00,0.00,-68.00,0.00,-4254.00
1968:Q1,-14496.00,-14412.00,0.00,1612.00,-6152.00,216.00,20.00,24.00,-36.00,-128.00,100.00,2108.00,0.00,-64.00,0.00,2216.00,-19000.00,-11470.00,0.00,0.00,76.00,-566.00,-8052.00,684.00,128.00,96.00,120.00,1180.00,0.00,0.00,0.00,0.00,424.00,-1084.00,-4.00,-532.00,0.00,4504.00
1968:Q2,14925.00,-11127.00,0.00,704.00,216.00,24728.00,-804.00,28.00,-40.00,692.00,428.00,1228.00,0.00,-76.00,0.00,-1052.00,33708.00,7714.00,0.00,0.00,-28.00,-1602.00,22928.00,1176.00,4.00,-108.00,204.00,500.00,0.00,0.00,0.00,0.00,956.00,1244.00,4.00,716.00,0.00,-18783.00
1968:Q3,-7945.00,-2529.00,0.00,652.00,3016.00,-12380.00,4.00,24.00,-12.00,220.00,-488.00,3380.00,0.00,-64.00,0.00,232.00,-8684.00,1300.00,0.00,0.00,-256.00,224.00,-5080.00,-3644.00,108.00,-372.00,260.00,732.00,0.00,0.00,0.00,0.00,-588.00,-1444.00,-4.00,80.00,0.00,739.00
1968:Q4,8021.00,705.00,0.00,-76.00,4260.00,7256.00,-1004.00,20.00,-24.00,1036.00,-168.00,-3356.00,0.00,-32.00,0.00,-596.00,17514.00,14372.00,0.00,0.00,-132.00,2362.00,-7680.00,3980.00,336.00,276.00,312.00,740.00,0.00,0.00,0.00,0.00,-740.00,3636.00,4.00,48.00,0.00,-9493.00
1969:Q1,-7250.00,-10986.00,0.00,428.00,-7704.00,6984.00,-5344.00,-84.00,-36.00,-192.00,412.00,1664.00,0.00,-24.00,6200.00,1432.00,-17195.00,-10991.00,0.00,0.00,-172.00,-324.00,-12424.00,992.00,728.00,96.00,484.00,920.00,0.00,0.00,0.00,0.00,528.00,1696.00,0.00,-288.00,1560.00,9945.00
1969:Q2,13293.00,-16583.00,0.00,-1104.00,936.00,16688.00,-444.00,-124.00,-24.00,1072.00,76.00,6388.00,0.00,-84.00,6060.00,436.00,44745.00,9321.00,0.00,0.00,-88.00,-752.00,28928.00,-1012.00,1200.00,-76.00,496.00,828.00,0.00,0.00,0.00,0.00,1432.00,3672.00,0.00,-176.00,972.00,-31452.00
1969:Q3,6238.00,-6670.00,0.00,308.00,2900.00,1048.00,-600.00,24.00,0.00,4.00,804.00,1168.00,0.00,-76.00,6520.00,808.00,-19811.00,3761.00,0.00,0.00,-52.00,1684.00,-21724.00,-208.00,1088.00,-424.00,292.00,864.00,0.00,0.00,0.00,0.00,-112.00,-3676.00,0.00,-400.00,-904.00,26049.00
1969:Q4,-22558.00,-1074.00,0.00,-1068.00,5084.00,-24044.00,5932.00,24.00,-12.00,444.00,696.00,-6984.00,0.00,-96.00,-1036.00,-424.00,11510.00,12830.00,0.00,0.00,-128.00,136.00,-2472.00,-2880.00,384.00,280.00,464.00,760.00,0.00,0.00,0.00,0.00,-424.00,1256.00,0.00,-64.00,1368.00,-34068.00
1970:Q1,-10034.00,-34754.00,30492.00,-428.00,-5500.00,-7028.00,-9028.00,68.00,16.00,-480.00,792.00,9716.00,0.00,-36.00,5336.00,800.00,26634.00,-1404.00,0.00,0.00,-4.00,-906.00,17900.00,2592.00,452.00,160.00,376.00,912.00,0.00,0.00,0.00,0.00,764.00,3812.00,0.00,-264.00,2244.00,-36668.00
1970:Q2,-32651.00,-17019.00,560.00,488.00,-2812.00,-21040.00,1272.00,100.00,16.00,928.00,328.00,-212.00,0.00,-40.00,8256.00,-3476.00,19408.00,4098.00,0.00,0.00,8.00,-538.00,8584.00,-2512.00,260.00,136.00,348.00,1612.00,0.00,0.00,0.00,0.00,1460.00,2904.00,-4.00,-868.00,3920.00,-52059.00
1970:Q3,-11542.00,-4350.00,1368.00,1000.00,180.00,-12908.00,-1764.00,100.00,28.00,-184.00,340.00,-1760.00,0.00,-4.00,2536.00,3876.00,-1531.00,6209.00,0.00,0.00,-116.00,552.00,2952.00,-2156.00,152.00,-364.00,332.00,328.00,0.00,0.00,0.00,0.00,-892.00,-3860.00,4.00,1024.00,-5696.00,-10011.00
1970:Q4,37677.00,-11559.00,1904.00,1096.00,9972.00,34112.00,2184.00,76.00,20.00,356.00,624.00,-10536.00,0.00,-40.00,11412.00,-1944.00,-21460.00,7426.00,0.00,0.00,-48.00,-1278.00,-32604.00,-3388.00,160.00,-88.00,328.00,552.00,0.00,0.00,0.00,0.00,1736.00,1676.00,0.00,472.00,3596.00,59137.00
1971:Q1,-4124.00,-1396.00,3016.00,1268.00,-6344.00,-9356.00,-3900.00,48.00,-48.00,-104.00,-400.00,15852.00,0.00,-48.00,-1988.00,-724.00,39341.00,1991.00,4000.00,0.00,-44.00,254.00,29916.00,2380.00,-704.00,128.00,496.00,512.00,0.00,0.00,0.00,0.00,236.00,3620.00,244.00,764.00,-4452.00,-43465.00
1971:Q2,-22351.00,-14403.00,1616.00,1528.00,-4756.00,-11412.00,-4044.00,108.00,-64.00,1004.00,-168.00,3636.00,0.00,-48.00,5140.00,-488.00,20432.00,-160.00,4000.00,0.00,196.00,224.00,10596.00,-1092.00,-652.00,100.00,592.00,1032.00,0.00,0.00,0.00,0.00,1752.00,4008.00,-176.00,-204.00,216.00,-42783.00
1971:Q3,17642.00,-2822.00,2740.00,-936.00,-1336.00,2392.00,2192.00,216.00,-60.00,272.00,1556.00,5732.00,0.00,-84.00,8056.00,-276.00,32152.00,16880.00,4000.00,0.00,280.00,-216.00,9992.00,1056.00,932.00,-400.00,596.00,920.00,0.00,0.00,0.00,0.00,432.00,-3320.00,348.00,24.00,628.00,-14510.00
1971:Q4,34175.00,-10237.00,4208.00,1452.00,11520.00,30652.00,1328.00,-16.00,-80.00,1172.00,-1396.00,-8232.00,0.00,-60.00,2764.00,1100.00,-8380.00,17496.00,4000.00,0.00,-68.00,280.00,-32032.00,164.00,708.00,-76.00,516.00,880.00,0.00,0.00,0.00,0.00,-1808.00,2504.00,252.00,80.00,-1276.00,42555.00
1972:Q1,25696.00,3612.00,3680.00,-436.00,-8632.00,5776.00,9772.00,160.00,-64.00,544.00,664.00,8028.00,264.00,640.00,1512.00,176.00,33409.00,-3133.00,4000.00,0.00,100.00,-530.00,27000.00,2168.00,-700.00,-24.00,452.00,4880.00,0.00,0.00,0.00,0.00,240.00,-1780.00,1872.00,464.00,-1600.00,-7713.00
1972:Q2,13157.00,-2335.00,1140.00,424.00,1560.00,-1276.00,4264.00,216.00,-64.00,2464.00,136.00,2552.00,536.00,660.00,3376.00,-496.00,38841.00,9929.00,4800.00,0.00,8.00,-132.00,10060.00,240.00,-572.00,216.00,396.00,8084.00,0.00,0.00,0.00,0.00,1652.00,3212.00,1112.00,-68.00,-96.00,-25684.00
1972:Q3,27987.00,5267.00,2012.00,-1180.00,9244.00,880.00,-852.00,188.00,-112.00,1024.00,1336.00,-168.00,372.00,708.00,8792.00,476.00,39875.00,18999.00,4800.00,0.00,-180.00,520.00,7676.00,136.00,296.00,-480.00,384.00,8244.00,0.00,0.00,0.00,0.00,-328.00,-3008.00,1004.00,8.00,1804.00,-11888.00
1972:Q4,36942.00,-5486.00,3904.00,1312.00,-2332.00,32308.00,2252.00,4.00,-36.00,436.00,-516.00,-6184.00,64.00,1020.00,10868.00,-672.00,63821.00,67145.00,4800.00,0.00,-336.00,908.00,-25960.00,3252.00,1016.00,8.00,420.00,5780.00,0.00,0.00,0.00,0.00,-2840.00,6928.00,520.00,140.00,2040.00,-26879.00
1973:Q1,32716.00,7368.00,3872.00,932.00,-7164.00,5140.00,-388.00,12.00,60.00,1144.00,2868.00,5696.00,148.00,-4316.00,15452.00,1892.00,38608.00,-8700.00,7024.00,0.00,8.00,-792.00,28004.00,-36.00,472.00,-64.00,440.00,4800.00,0.00,0.00,0.00,0.00,1256.00,-2888.00,1880.00,-720.00,7924.00,-5892.00
1973:Q2,11124.00,-13612.00,532.00,216.00,612.00,8612.00,848.00,12.00,52.00,1364.00,-1448.00,4308.00,4.00,-1296.00,10300.00,620.00,36652.00,7612.00,1844.00,0.00,28.00,732.00,10208.00,120.00,-200.00,188.00,460.00,3424.00,0.00,0.00,0.00,0.00,1848.00,4308.00,-1024.00,-412.00,7516.00,-25528.00
1973:Q3,32512.00,-4884.00,2508.00,-3324.00,10012.00,6216.00,-12.00,496.00,16.00,-200.00,2728.00,1404.00,44.00,-7216.00,24012.00,712.00,27582.00,21746.00,1636.00,0.00,80.00,-580.00,-5988.00,824.00,144.00,-460.00,464.00,2072.00,0.00,0.00,0.00,0.00,2020.00,-4992.00,-2508.00,344.00,12780.00,4930.00
1973:Q4,7570.00,-14970.00,6236.00,724.00,1436.00,10456.00,1464.00,496.00,128.00,780.00,1496.00,2156.00,264.00,-1140.00,-724.00,-1232.00,16008.00,27844.00,804.00,0.00,-228.00,1428.00,-19536.00,-548.00,-104.00,80.00,464.00,4184.00,0.00,0.00,0.00,0.00,-1176.00,9272.00,-908.00,-516.00,-5052.00,-8438.00
1974:Q1,12832.00,-3896.00,4308.00,-168.00,-12100.00,10768.00,-1612.00,-480.00,308.00,392.00,-1392.00,9504.00,776.00,-3136.00,9216.00,344.00,10827.00,-4483.00,24.00,0.00,-240.00,-1422.00,12880.00,-264.00,224.00,-104.00,548.00,3784.00,0.00,0.00,0.00,0.00,-1004.00,-604.00,-1032.00,44.00,2476.00,2005.00
1974:Q2,-27562.00,-16390.00,3432.00,-3648.00,3236.00,-23048.00,484.00,-488.00,320.00,1924.00,-756.00,-1880.00,5560.00,-1140.00,4376.00,456.00,-1201.00,-2699.00,-700.00,0.00,104.00,770.00,-4472.00,-84.00,-188.00,160.00,568.00,4584.00,0.00,-68.00,0.00,0.00,-948.00,1288.00,1492.00,-872.00,-136.00,-26361.00
1974:Q3,-4925.00,4719.00,6412.00,-2544.00,7016.00,2900.00,-1280.00,-216.00,296.00,804.00,-648.00,-2380.00,-264.00,-3100.00,-15924.00,-716.00,-10000.00,25716.00,-1012.00,0.00,128.00,252.00,-10760.00,-584.00,-568.00,-396.00,628.00,5708.00,0.00,-124.00,0.00,0.00,1008.00,-8688.00,-1260.00,-2836.00,-17212.00,5075.00
1974:Q4,-44504.00,-6092.00,8160.00,6332.00,872.00,-38660.00,-128.00,456.00,388.00,1456.00,-1248.00,-20300.00,-364.00,-992.00,6760.00,-1144.00,-46209.00,-15143.00,-916.00,0.00,-208.00,7650.00,-35076.00,-1536.00,-332.00,72.00,724.00,4428.00,0.00,-168.00,0.00,0.00,-6320.00,-1044.00,-716.00,784.00,1592.00,1705.00
1975:Q1,47853.00,37297.00,3124.00,-1508.00,-13200.00,10608.00,5276.00,12.00,-72.00,208.00,428.00,5756.00,592.00,-5084.00,3872.00,544.00,-618.00,-33238.00,-1064.00,0.00,-60.00,-264.00,32612.00,504.00,664.00,-212.00,880.00,4652.00,0.00,-224.00,0.00,0.00,-452.00,-4992.00,3188.00,1644.00,-4256.00,48471.00
1975:Q2,39376.00,43276.00,4.00,572.00,5576.00,-7728.00,648.00,4.00,-116.00,1604.00,3628.00,-16328.00,-2172.00,-3944.00,15140.00,-788.00,-38843.00,-41539.00,-1492.00,0.00,-60.00,-596.00,-7692.00,2168.00,724.00,40.00,1088.00,11508.00,0.00,68.00,0.00,0.00,3564.00,-9040.00,-2260.00,912.00,3764.00,78219.00
1975:Q3,92327.00,35903.00,1580.00,-1460.00,740.00,33216.00,1468.00,260.00,-160.00,800.00,-940.00,4336.00,-3904.00,7432.00,14132.00,-1076.00,55131.00,-1411.00,-1268.00,0.00,-8.00,-954.00,43428.00,-1872.00,456.00,-360.00,1036.00,16820.00,0.00,24.00,0.00,0.00,3628.00,-6036.00,-1300.00,-1064.00,4012.00,37196.00
1975:Q4,9278.00,10390.00,7412.00,-440.00,5756.00,6104.00,-580.00,264.00,-4.00,2160.00,1232.00,-18372.00,-1472.00,-4800.00,568.00,1060.00,-78693.00,-56147.00,-404.00,0.00,-160.00,1526.00,-30248.00,276.00,488.00,72.00,732.00,10020.00,0.00,188.00,0.00,0.00,-2888.00,3432.00,-204.00,384.00,-5760.00,87971.00
1976:Q1,78785.00,44633.00,-1164.00,1724.00,-14372.00,23204.00,708.00,152.00,-20.00,604.00,-440.00,5876.00,1364.00,10880.00,8108.00,-2472.00,26447.00,-14143.00,416.00,0.00,-164.00,650.00,38232.00,-700.00,-580.00,-312.00,804.00,188.00,0.00,-32.00,0.00,0.00,-1092.00,-2292.00,-164.00,12984.00,-7348.00,52338.00
1976:Q2,14208.00,-5576.00,496.00,1956.00,6924.00,676.00,-2628.00,164.00,-8.00,2632.00,-1244.00,1780.00,-732.00,820.00,8876.00,72.00,42361.00,51869.00,1156.00,0.00,412.00,500.00,-5480.00,-1252.00,-488.00,-64.00,736.00,-8872.00,0.00,76.00,0.00,0.00,420.00,2680.00,-80.00,728.00,20.00,-28153.00
1976:Q3,44061.00,22745.00,1832.00,-2168.00,-1752.00,17648.00,100.00,-248.00,4.00,1184.00,1660.00,820.00,-960.00,-1372.00,5256.00,-688.00,35354.00,29794.00,1524.00,0.00,204.00,-1296.00,3612.00,784.00,444.00,-220.00,708.00,8660.00,0.00,156.00,0.00,0.00,1032.00,-9020.00,-160.00,-472.00,-396.00,8707.00
1976:Q4,-36813.00,-20985.00,3820.00,2244.00,9212.00,-31424.00,-204.00,-220.00,12.00,944.00,1164.00,-10236.00,620.00,-2592.00,9816.00,1016.00,-103618.00,-68708.00,1520.00,0.00,-96.00,-902.00,-47584.00,-704.00,244.00,84.00,712.00,12192.00,0.00,-120.00,0.00,0.00,-2252.00,5740.00,-120.00,-2816.00,-808.00,66805.00
1977:Q1,63989.00,30181.00,1156.00,-2100.00,-18380.00,25424.00,1484.00,712.00,748.00,1276.00,1180.00,11480.00,684.00,1976.00,8300.00,-132.00,134215.00,63501.00,1692.00,0.00,16.00,-794.00,45116.00,-932.00,128.00,-612.00,1416.00,20924.00,0.00,140.00,0.00,0.00,-540.00,-3380.00,8.00,2652.00,4880.00,-70226.00
1977:Q2,30993.00,2081.00,-3836.00,852.00,10592.00,20412.00,-2712.00,844.00,632.00,1092.00,1184.00,-5328.00,-916.00,488.00,4140.00,1468.00,39920.00,9854.00,2024.00,0.00,-276.00,62.00,19804.00,-200.00,-116.00,84.00,1348.00,28.00,0.00,-308.00,0.00,0.00,3784.00,4164.00,-8.00,996.00,-1320.00,-8927.00
1977:Q3,68221.00,49869.00,828.00,-2856.00,-7576.00,16232.00,1704.00,116.00,420.00,1180.00,-1172.00,6140.00,-304.00,-2396.00,5260.00,776.00,88601.00,71449.00,2060.00,0.00,-280.00,-240.00,4872.00,-328.00,20.00,-260.00,1304.00,16588.00,0.00,-8.00,0.00,0.00,572.00,-5340.00,0.00,-640.00,-1168.00,-20380.00
1977:Q4,32200.00,44344.00,1640.00,404.00,15912.00,-25600.00,1944.00,40.00,440.00,1552.00,228.00,-10192.00,48.00,-9296.00,10840.00,-104.00,-26275.00,31433.00,1788.00,0.00,-76.00,-1736.00,-52688.00,-916.00,16.00,136.00,1264.00,-3552.00,0.00,-252.00,0.00,0.00,76.00,6868.00,320.00,-8172.00,-784.00,58475.00
1978:Q1,121877.00,70449.00,6124.00,-620.00,-19912.00,47268.00,1752.00,312.00,536.00,1204.00,-1020.00,7912.00,1448.00,4372.00,236.00,1816.00,188852.00,112134.00,1548.00,0.00,-12.00,-718.00,44096.00,2060.00,1116.00,20.00,812.00,19480.00,0.00,-120.00,0.00,0.00,1864.00,-3280.00,-248.00,9324.00,776.00,-66975.00
1978:Q2,55581.00,9645.00,2388.00,-2656.00,12900.00,31392.00,3700.00,320.00,368.00,1204.00,1712.00,-9000.00,220.00,8008.00,-4724.00,104.00,-22998.00,-54316.00,1336.00,0.00,196.00,314.00,22348.00,1108.00,1592.00,2496.00,884.00,-5932.00,0.00,-40.00,0.00,0.00,2068.00,5740.00,172.00,104.00,-1068.00,78579.00
1978:Q3,111175.00,70875.00,708.00,32.00,-9928.00,24096.00,5460.00,236.00,-384.00,1344.00,2364.00,18172.00,-1056.00,2308.00,-1512.00,-1540.00,64913.00,14539.00,1316.00,0.00,300.00,-154.00,35652.00,2224.00,848.00,1588.00,908.00,11192.00,0.00,-836.00,0.00,0.00,1488.00,-4928.00,-184.00,2848.00,-1888.00,46262.00
1978:Q4,196919.00,112183.00,3740.00,2140.00,20980.00,47520.00,-884.00,288.00,-264.00,1608.00,1984.00,7108.00,300.00,452.00,-2048.00,1812.00,43071.00,63367.00,1488.00,0.00,92.00,-420.00,-51440.00,-852.00,660.00,2528.00,1108.00,15872.00,0.00,2952.00,0.00,0.00,-3636.00,11156.00,860.00,-240.00,-424.00,153848.00
1979:Q1,183678.00,144546.00,7956.00,-1188.00,-19216.00,43760.00,5020.00,352.00,904.00,1448.00,-120.00,7536.00,-188.00,-7700.00,728.00,-160.00,108769.00,52283.00,1672.00,0.00,240.00,2650.00,38456.00,80.00,1560.00,384.00,1300.00,10228.00,0.00,424.00,0.00,0.00,992.00,-3356.00,236.00,404.00,1216.00,74909.00
1979:Q2,134352.00,69504.00,1640.00,8444.00,11360.00,38728.00,-7832.00,300.00,460.00,1856.00,1572.00,17012.00,-336.00,-1080.00,-7284.00,8.00,71625.00,12429.00,1876.00,0.00,152.00,-1788.00,31072.00,-192.00,1448.00,1836.00,1476.00,7740.00,0.00,380.00,0.00,0.00,996.00,10904.00,188.00,3024.00,84.00,62727.00
1979:Q3,160876.00,140840.00,3224.00,-4312.00,-10092.00,920.00,368.00,1308.00,-808.00,1848.00,-1784.00,23132.00,1044.00,5504.00,-636.00,320.00,47758.00,75624.00,1824.00,0.00,172.00,3978.00,-41272.00,420.00,1020.00,1756.00,1516.00,192.00,0.00,444.00,0.00,0.00,1056.00,-1468.00,168.00,1848.00,480.00,113118.00
1979:Q4,92457.00,119389.00,14928.00,-8184.00,21768.00,-48200.00,-1824.00,1372.00,-356.00,1456.00,4676.00,-20192.00,-612.00,2436.00,6268.00,-468.00,-26850.00,20068.00,1516.00,0.00,-336.00,-186.00,-64708.00,-80.00,1132.00,2832.00,1408.00,8084.00,0.00,248.00,0.00,0.00,-1388.00,3592.00,88.00,2976.00,-2096.00,119307.00
1980:Q1,173182.00,118981.00,6244.00,3816.00,-6856.00,31800.00,4192.00,1532.00,7784.00,1116.00,280.00,17104.00,196.00,-6368.00,-9016.00,2377.00,116182.00,68598.00,-1604.00,0.00,84.00,-6600.00,63924.00,-52.00,1576.00,4260.00,1328.00,7444.00,72.00,-296.00,0.00,0.00,-132.00,-14816.00,120.00,-3324.00,-4400.00,57000.00
1980:Q2,36910.00,19294.00,9812.00,-5408.00,6040.00,-12736.00,-700.00,3020.00,1124.00,-724.00,2704.00,9340.00,-72.00,-34676.00,5912.00,33980.00,-3141.00,-37849.00,-7536.00,0.00,-220.00,3150.00,-10308.00,1600.00,1556.00,4156.00,1252.00,5452.00,68.00,1176.00,2.00,0.00,4692.00,23676.00,148.00,4880.00,964.00,40050.00
1980:Q3,133687.00,130344.00,5052.00,436.00,-4668.00,2332.00,336.00,3132.00,-5640.00,-76.00,3952.00,-9024.00,408.00,1624.00,4248.00,1231.00,140438.00,137491.00,-1964.00,0.00,-104.00,-1072.00,-8460.00,1824.00,1708.00,1924.00,1272.00,8740.00,72.00,232.00,-1.00,0.00,2760.00,-8100.00,120.00,3928.00,68.00,-6751.00
1980:Q4,-58273.00,-52653.00,6004.00,-6396.00,1272.00,-9080.00,1172.00,2320.00,2868.00,1500.00,1304.00,-8004.00,-304.00,1664.00,88.00,-28.00,-33244.00,-56043.00,15096.00,0.00,-24.00,3988.00,-744.00,3060.00,2200.00,2944.00,1380.00,-5132.00,68.00,-732.00,-1.00,0.00,-2320.00,-1768.00,52.00,2408.00,2324.00,-25029.00
1981:Q1,400299.00,356489.00,-5524.00,12276.00,-2948.00,12348.00,1772.00,1180.00,-68.00,2720.00,1664.00,51252.00,-236.00,-14040.00,19412.00,-35998.00,481418.00,376288.00,14060.00,0.00,396.00,1182.00,47880.00,1800.00,3208.00,-3252.00,1252.00,-5588.00,72.00,-268.00,-4.00,0.00,4768.00,11168.00,120.00,-2600.00,30936.00,-81120.00
1981:Q2,-44477.00,-70313.00,-5460.00,-26520.00,5300.00,26384.00,-1796.00,1096.00,-1076.00,4392.00,-384.00,12112.00,220.00,-14152.00,-1252.00,26973.00,33696.00,-1773.00,13560.00,0.00,196.00,1648.00,17816.00,1328.00,3880.00,-1828.00,824.00,4020.00,68.00,2296.00,1.00,0.00,-2912.00,2460.00,52.00,1304.00,-9244.00,-78173.00
1981:Q3,181246.00,124683.00,2300.00,15360.00,2004.00,-10204.00,3412.00,888.00,1536.00,4884.00,1208.00,15464.00,-232.00,-23636.00,8992.00,34587.00,141416.00,132428.00,11060.00,0.00,248.00,-3944.00,-12704.00,5744.00,3188.00,4408.00,1412.00,6724.00,72.00,500.00,4.00,0.00,3116.00,-9228.00,-36.00,-4272.00,2696.00,39830.00
1981:Q4,-9163.00,30238.00,3456.00,3080.00,-2144.00,-62296.00,-952.00,592.00,8.00,2580.00,3288.00,-7364.00,-48.00,42388.00,23744.00,-45733.00,-25020.00,11849.00,9560.00,0.00,-508.00,1204.00,-46104.00,-48.00,1136.00,-2984.00,3020.00,-11032.00,72.00,1628.00,-1.00,0.00,-2408.00,1684.00,-20.00,7480.00,452.00,15857.00
1982:Q1,208957.00,127921.00,28452.00,13672.00,-8732.00,34256.00,1620.00,0.00,-924.00,2860.00,-436.00,25200.00,424.00,-18448.00,520.00,2571.00,271033.00,211146.00,-12528.00,0.00,-68.00,-1120.00,88140.00,2424.00,-1680.00,-7252.00,4868.00,-20140.00,120.00,1980.00,-1.00,0.00,-1052.00,9248.00,172.00,-2824.00,-400.00,-62076.00
1982:Q2,75936.00,-15323.00,27640.00,6964.00,1740.00,61980.00,-1440.00,-892.00,204.00,1668.00,3124.00,14748.00,-160.00,-13908.00,-8512.00,-1898.00,58558.00,20160.00,-12028.00,0.00,-64.00,-1050.00,41316.00,-764.00,-4728.00,1624.00,6284.00,2760.00,124.00,-1664.00,0.00,0.00,4480.00,6292.00,-124.00,-472.00,-3588.00,17378.00
1982:Q3,140996.00,77263.00,27956.00,628.00,4316.00,328.00,1616.00,-484.00,-264.00,2904.00,-13444.00,-12100.00,48.00,15124.00,36864.00,241.00,125849.00,77211.00,-9528.00,0.00,292.00,3606.00,44576.00,380.00,-4688.00,2580.00,7060.00,25572.00,124.00,-1388.00,0.00,0.00,-8532.00,-17900.00,108.00,5344.00,1032.00,15147.00
1982:Q4,-123371.00,-7461.00,30256.00,-20664.00,2168.00,-104512.00,-2212.00,1224.00,-2616.00,3132.00,19480.00,-28520.00,-16.00,-23808.00,15304.00,-5127.00,-157829.00,-108298.00,-8028.00,0.00,-196.00,-1004.00,-72716.00,-4328.00,-1560.00,1012.00,6828.00,208.00,124.00,-1384.00,1.00,0.00,8788.00,10376.00,0.00,9500.00,2848.00,34458.00
1983:Q1,242710.00,61332.00,11064.00,7012.00,-9344.00,84220.00,-744.00,1656.00,1036.00,5364.00,4112.00,11852.00,-80.00,27564.00,-11644.00,49310.00,249891.00,108010.00,3860.00,0.00,-204.00,48.00,113504.00,-1660.00,64.00,-8624.00,4592.00,17664.00,140.00,5416.00,-5531.00,0.00,896.00,9104.00,272.00,9416.00,-7076.00,-7180.00
1983:Q2,48477.00,-51550.00,13668.00,-2780.00,5716.00,57528.00,-1324.00,3960.00,1340.00,5180.00,2848.00,1844.00,172.00,8328.00,-6960.00,10508.00,-135.00,-11001.00,4360.00,0.00,1136.00,-2022.00,-8404.00,-2060.00,3364.00,-7072.00,8100.00,35280.00,208.00,-25804.00,-4212.00,0.00,5112.00,-1764.00,172.00,-560.00,5032.00,48613.00
1983:Q3,71737.00,-38924.00,12040.00,2068.00,12052.00,32104.00,960.00,3788.00,-708.00,5356.00,3052.00,-3904.00,-292.00,-11152.00,31392.00,23906.00,89353.00,29729.00,6860.00,0.00,404.00,1340.00,21908.00,2732.00,3220.00,8100.00,10908.00,-932.00,284.00,8904.00,4784.00,0.00,1044.00,-15756.00,-88.00,-260.00,6172.00,-17615.00
1983:Q4,-15164.00,-61781.00,13716.00,1752.00,-9312.00,-17256.00,416.00,1528.00,-1668.00,5052.00,-240.00,9052.00,212.00,6968.00,32632.00,3764.00,-90806.00,-80278.00,8364.00,0.00,-944.00,2592.00,-69856.00,1104.00,68.00,7648.00,5676.00,7500.00,348.00,10696.00,6068.00,0.00,-2732.00,8612.00,580.00,2932.00,816.00,75642.00
