1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1984:Q1,222470.00,173565.00,12628.00,29636.00,-5748.00,7112.00,1104.00,1336.00,552.00,8844.00,1796.00,-1872.00,80.00,-20628.00,5520.00,8544.00,186324.00,136912.00,-7400.00,0.00,596.00,918.00,74820.00,924.00,-960.00,-10548.00,680.00,-13928.00,-140.00,1409.00,-12175.00,0.00,2348.00,6920.00,-32.00,-356.00,6336.00,36145.00
1984:Q2,171705.00,102114.00,1672.00,4768.00,1668.00,54824.00,100.00,-788.00,2696.00,11984.00,4748.00,972.00,188.00,900.00,-44800.00,30659.00,207147.00,220878.00,-7896.00,0.00,3508.00,1968.00,5844.00,1544.00,-3788.00,-2920.00,7744.00,-8320.00,-140.00,-14203.00,-3735.00,0.00,5884.00,3240.00,724.00,1908.00,-5092.00,-35442.00
1984:Q3,407413.00,253486.00,13324.00,3996.00,16252.00,110984.00,4320.00,-1104.00,-1604.00,12180.00,-2392.00,-12524.00,288.00,7924.00,39560.00,-37277.00,376554.00,244218.00,-10400.00,0.00,3384.00,10086.00,82796.00,4628.00,-4284.00,3956.00,5524.00,21428.00,-68.00,5368.00,5266.00,0.00,5008.00,-12116.00,780.00,6600.00,4380.00,30860.00
1984:Q4,-67974.00,-18779.00,10692.00,-18896.00,-10740.00,-356.00,-732.00,788.00,756.00,3912.00,5208.00,-3760.00,208.00,5108.00,21096.00,-62479.00,-67897.00,-31004.00,-11896.00,0.00,-1872.00,-996.00,-66836.00,-3132.00,-2020.00,6724.00,16124.00,8488.00,-212.00,10830.00,11408.00,0.00,-648.00,-6944.00,1168.00,1436.00,1484.00,-77.00
1985:Q1,454709.00,292991.00,23912.00,24344.00,-9144.00,-29264.00,3568.00,1012.00,1440.00,11492.00,9296.00,3920.00,-400.00,-3312.00,-4344.00,129197.00,289224.00,188081.00,-2528.00,0.00,-1684.00,-8.00,76820.00,2244.00,-1792.00,-7064.00,2037.00,23228.00,68.00,15692.00,-19142.00,0.00,-2772.00,8888.00,804.00,5608.00,744.00,165485.00
1985:Q2,260995.00,173591.00,17104.00,7000.00,1748.00,93800.00,-4220.00,2760.00,-572.00,11164.00,-4300.00,-12636.00,-804.00,-9748.00,3960.00,-17852.00,29696.00,-23078.00,-2024.00,0.00,1660.00,-708.00,22392.00,-4232.00,-320.00,-1784.00,7842.00,24968.00,72.00,-7790.00,-3039.00,0.00,2688.00,7452.00,316.00,4892.00,388.00,231299.00
1985:Q3,400309.00,165330.00,57480.00,-176.00,11344.00,25436.00,4072.00,2596.00,-4808.00,3520.00,35836.00,-4104.00,-812.00,3376.00,11624.00,89595.00,184464.00,146905.00,472.00,0.00,4620.00,4290.00,22268.00,5248.00,-44.00,9568.00,3753.00,-13884.00,144.00,2566.00,5938.00,0.00,-5492.00,-3768.00,312.00,68.00,1500.00,215844.00
1985:Q4,362825.00,306561.00,18100.00,-28836.00,-4200.00,40044.00,-9428.00,520.00,3540.00,10964.00,-26640.00,-672.00,2556.00,4064.00,12988.00,33264.00,157463.00,87701.00,1976.00,0.00,19368.00,412.00,-48480.00,-13268.00,-928.00,4172.00,8128.00,72292.00,200.00,-9121.00,20263.00,0.00,-6848.00,-4184.00,-552.00,21732.00,4600.00,205362.00
1986:Q1,-27405.00,-61781.00,13412.00,24712.00,-11548.00,-76968.00,4496.00,-1448.00,-164.00,5000.00,-5020.00,-17280.00,1960.00,15084.00,46592.00,35548.00,15378.00,28777.00,2936.00,0.00,1028.00,946.00,-34888.00,8476.00,-1728.00,-10344.00,-1673.00,-8408.00,396.00,2484.00,-22637.00,0.00,-888.00,4804.00,-2880.00,24672.00,24304.00,-42783.00
1986:Q2,-50006.00,-42934.00,3688.00,2576.00,-2568.00,62748.00,-3520.00,-3240.00,412.00,-2532.00,9320.00,-29952.00,3392.00,-17520.00,-19020.00,-10857.00,20469.00,-33942.00,3440.00,0.00,4920.00,152.00,24444.00,-2692.00,-2444.00,3916.00,12963.00,2644.00,364.00,13746.00,1611.00,0.00,-13360.00,-1584.00,644.00,3568.00,2080.00,-70476.00
1986:Q3,214687.00,125331.00,5808.00,-856.00,8940.00,32184.00,7568.00,-3700.00,-644.00,-5040.00,3164.00,25120.00,3264.00,9416.00,13852.00,-9719.00,302897.00,241050.00,5936.00,0.00,3256.00,4098.00,38132.00,9988.00,-2412.00,9540.00,12348.00,11396.00,-36.00,-4146.00,7692.00,0.00,4732.00,12708.00,3404.00,-55356.00,568.00,-88210.00
1986:Q4,-98682.00,-95302.00,11020.00,-13772.00,420.00,20644.00,-2832.00,-2880.00,1196.00,-3780.00,8904.00,-23736.00,-8148.00,4760.00,12364.00,-7540.00,202765.00,36700.00,7440.00,0.00,-2432.00,1552.00,19116.00,-2292.00,-1668.00,8520.00,10570.00,60852.00,124.00,-5691.00,24730.00,0.00,17128.00,-11872.00,-2716.00,47580.00,-4876.00,-301446.00
1987:Q1,326284.00,217852.00,-17852.00,-3208.00,-4500.00,49448.00,7008.00,-2292.00,724.00,1440.00,13632.00,7232.00,1780.00,-17328.00,5028.00,67320.00,278871.00,97947.00,5644.00,0.00,-547.00,-852.00,108512.00,5192.00,-1160.00,-7876.00,12373.00,43368.00,272.00,185.00,-27191.00,0.00,4320.00,18156.00,-1256.00,15680.00,6104.00,47413.00
1987:Q2,4417.00,21662.00,-2176.00,3028.00,512.00,-35592.00,-2364.00,-2264.00,536.00,-7652.00,5296.00,-21964.00,-972.00,13976.00,-5204.00,37595.00,160189.00,128723.00,6148.00,0.00,1641.00,2754.00,-9128.00,-2136.00,-812.00,1412.00,13014.00,2928.00,-20.00,22796.00,-3027.00,0.00,7556.00,-12964.00,2768.00,152.00,-1616.00,-155771.00
1987:Q3,-93389.00,-104175.00,-8612.00,-936.00,748.00,-14576.00,8420.00,-1892.00,428.00,5424.00,-1776.00,32512.00,904.00,-18744.00,33236.00,-24350.00,204846.00,42194.00,8644.00,0.00,3531.00,5246.00,15408.00,10916.00,-408.00,8644.00,16301.00,70712.00,-584.00,-16772.00,11241.00,0.00,-284.00,14096.00,596.00,10156.00,5208.00,-298235.00
1987:Q4,35507.00,31568.00,2872.00,-36368.00,6412.00,-16108.00,-72.00,-1200.00,1912.00,-2796.00,-5712.00,146644.00,-44.00,-37548.00,-7404.00,-46649.00,45725.00,191708.00,10148.00,0.00,10892.00,1526.00,-62144.00,-1528.00,120.00,-5620.00,5360.00,-93936.00,-192.00,-3010.00,24689.00,0.00,15896.00,8196.00,1612.00,-55908.00,-2084.00,-10218.00
1988:Q1,248557.00,101384.00,17380.00,41268.00,-1884.00,-9300.00,11636.00,-552.00,-272.00,7408.00,-588.00,141988.00,3188.00,-89052.00,-5024.00,30977.00,146750.00,102734.00,16644.00,0.00,-5560.00,-1410.00,-1448.00,13732.00,824.00,-5024.00,21045.00,8724.00,-176.00,5750.00,-33849.00,0.00,-1948.00,18840.00,-1576.00,10508.00,-1060.00,101807.00
1988:Q2,241748.00,88465.00,17380.00,22088.00,10904.00,84444.00,-1064.00,212.00,-1120.00,-5792.00,1784.00,-11148.00,-184.00,-10412.00,10008.00,36183.00,255815.00,82543.00,16144.00,0.00,2837.00,-1472.00,100336.00,-1664.00,1636.00,-1464.00,8965.00,27192.00,-176.00,20206.00,5779.00,0.00,4616.00,-7216.00,16.00,220.00,-2684.00,-14067.00
1988:Q3,59690.00,35117.00,17384.00,-2772.00,-448.00,-5196.00,5944.00,464.00,3144.00,-144.00,10252.00,10768.00,3884.00,-22108.00,30484.00,-27084.00,150655.00,101563.00,13644.00,0.00,-1593.00,-1242.00,-18432.00,4060.00,1812.00,12352.00,11600.00,46120.00,116.00,-29139.00,2406.00,0.00,8436.00,32.00,-892.00,-980.00,792.00,-90965.00
1988:Q4,694744.00,605749.00,17380.00,-22016.00,-4500.00,76320.00,1344.00,192.00,-152.00,2324.00,-9580.00,19264.00,2440.00,17724.00,-2580.00,-9164.00,666242.00,544860.00,12144.00,0.00,2380.00,5782.00,24216.00,2680.00,1176.00,-5372.00,-3526.00,28348.00,6420.00,4562.00,24484.00,0.00,18976.00,-9884.00,5724.00,2616.00,656.00,28502.00
1989:Q1,554994.00,525085.00,20872.00,-6948.00,7169.00,-5133.00,8884.00,696.00,-3772.00,10732.00,656.00,-13618.00,-8036.00,-24980.00,20080.00,23307.00,372476.00,392853.00,6408.00,0.00,-1396.00,-7360.00,28011.00,11476.00,856.00,-7761.00,3214.00,3264.00,2464.00,604.00,-35346.00,0.00,-10320.00,-26403.00,2544.00,7504.00,1864.00,182518.00
1989:Q2,98945.00,20146.00,20872.00,43992.00,-7206.00,21688.00,1208.00,-24.00,-282.00,-19424.00,-9224.00,-20468.00,1388.00,-3164.00,4675.00,44769.00,73778.00,-18966.00,5908.00,0.00,2305.00,16744.00,20406.00,-2048.00,1132.00,-3089.00,13212.00,-29772.00,4744.00,40663.00,12816.00,0.00,20808.00,-23661.00,4880.00,7052.00,644.00,25167.00
1989:Q3,206862.00,198055.00,20872.00,11892.00,3400.00,26877.00,15408.00,72.00,-257.00,-28316.00,12044.00,38490.00,-952.00,-76648.00,-11930.00,-2145.00,170023.00,91942.00,3412.00,36392.00,3711.00,9544.00,39312.00,14984.00,972.00,9934.00,6844.00,-44180.00,5124.00,-35303.00,10692.00,0.00,22444.00,-17597.00,668.00,11100.00,28.00,36839.00
1989:Q4,57756.00,48027.00,20876.00,15704.00,-6367.00,-24764.00,-6988.00,324.00,1911.00,50080.00,-3516.00,-7611.00,2112.00,40260.00,7199.00,-79491.00,-181567.00,-188725.00,1908.00,20852.00,848.00,10610.00,-92777.00,-8044.00,596.00,5913.00,12737.00,13796.00,4276.00,6160.00,24706.00,0.00,7240.00,-10427.00,-1544.00,1976.00,8332.00,239323.00
1990:Q1,100454.00,-118810.00,-3284.00,-664.00,18595.00,104623.00,104.00,808.00,631.00,-14472.00,-940.00,-32614.00,660.00,77612.00,-1329.00,69534.00,157552.00,140906.00,-1224.00,-4300.00,1440.00,-5048.00,125616.00,2052.00,-2812.00,-11954.00,-22420.00,-31612.00,1360.00,-2705.00,-35372.00,0.00,-13196.00,20891.00,-1332.00,-4649.00,1912.00,-57097.00
1990:Q2,-45778.00,-105062.00,-3284.00,15184.00,-13134.00,-38338.00,512.00,1412.00,839.00,-2528.00,7888.00,36014.00,-2916.00,22236.00,-282.00,35682.00,91052.00,-94368.00,-720.00,73584.00,4601.00,1496.00,2719.00,-4308.00,3408.00,8213.00,14948.00,-36292.00,4880.00,47002.00,14488.00,0.00,11900.00,10665.00,-3152.00,34886.00,-2896.00,-136830.00
1990:Q3,43823.00,82208.00,-3284.00,-31648.00,4179.00,-41447.00,13820.00,1180.00,-1883.00,-11252.00,-20348.00,29867.00,2832.00,68768.00,44122.00,-93292.00,219231.00,165595.00,1780.00,15376.00,-5732.00,6620.00,30311.00,14128.00,32.00,9489.00,-16434.00,-3076.00,-816.00,-56941.00,8999.00,0.00,-3856.00,-27765.00,-2032.00,47638.00,35916.00,-175408.00
1990:Q4,-345083.00,10276.00,-3280.00,-51228.00,-14353.00,-53871.00,-2920.00,-296.00,1213.00,-20748.00,22664.00,-7523.00,-4360.00,-97072.00,-16419.00,-107168.00,-113284.00,24460.00,3276.00,46604.00,5724.00,-7862.00,-77450.00,-1256.00,-124.00,2045.00,1462.00,-63844.00,824.00,-1508.00,17118.00,0.00,15880.00,10061.00,4836.00,-90263.00,-3268.00,-231799.00
1991:Q1,464422.00,151809.00,-608.00,53080.00,2376.00,16862.00,15920.00,-860.00,1852.00,88896.00,3436.00,52942.00,-124.00,62330.00,-14764.00,31275.00,198963.00,227964.00,5920.00,-27504.00,3220.00,-13146.00,-6558.00,19484.00,-368.00,-7226.00,179.00,-11484.00,-15684.00,1319.00,-38138.00,0.00,-13048.00,-2425.00,12.00,87775.00,-11328.00,265458.00
1991:Q2,-55693.00,-11016.00,1392.00,-27720.00,-17617.00,8808.00,-9804.00,-1960.00,399.00,7024.00,7880.00,-13349.00,2424.00,-10170.00,2649.00,5366.00,134519.00,1294.00,6424.00,25480.00,1076.00,-4488.00,-14042.00,-13612.00,-652.00,17078.00,-4183.00,31104.00,3412.00,31133.00,14326.00,0.00,-2732.00,30200.00,80.00,8474.00,4148.00,-190212.00
1991:Q3,23673.00,172559.00,9392.00,-57708.00,15143.00,-98673.00,9120.00,-2180.00,1151.00,-8416.00,14948.00,16973.00,-128.00,51394.00,837.00,-100739.00,173873.00,16405.00,-1080.00,129988.00,-5727.00,-2632.00,-32740.00,17456.00,-700.00,17685.00,27321.00,-6740.00,1076.00,-35618.00,10832.00,0.00,8868.00,46.00,-2072.00,35333.00,-3828.00,-150200.00
1991:Q4,-164755.00,-95914.00,4392.00,89516.00,-2174.00,9187.00,2980.00,-1496.00,-1002.00,-73148.00,1516.00,22606.00,4424.00,-115307.00,7171.00,-17507.00,-289872.00,-254993.00,5424.00,6376.00,15923.00,10956.00,-3584.00,-3288.00,-372.00,-8953.00,-441.00,-21104.00,-1644.00,17626.00,14280.00,0.00,31980.00,11403.00,6544.00,-122374.00,6368.00,125117.00
1992:Q1,475987.00,248104.00,13836.00,3108.00,-8222.00,-1857.00,-3936.00,1628.00,887.00,24788.00,33652.00,-13936.00,-6416.00,89518.00,24005.00,70828.00,532247.00,468437.00,4008.00,29508.00,-15156.00,-10172.00,-38134.00,2356.00,-80.00,941.00,625.00,-48892.00,468.00,-4617.00,159023.00,0.00,-60060.00,-33634.00,3956.00,77073.00,-3404.00,-56260.00
1992:Q2,-93167.00,-112224.00,13836.00,-11428.00,-6592.00,61237.00,3656.00,356.00,554.00,7748.00,-14472.00,-51020.00,3600.00,-51006.00,26155.00,36433.00,-142735.00,-244193.00,4512.00,32484.00,6188.00,-2786.00,35657.00,1548.00,-1132.00,4417.00,9020.00,13980.00,12.00,20275.00,20421.00,0.00,13056.00,-14341.00,-1488.00,-46685.00,6320.00,49568.00
1992:Q3,-111289.00,-145936.00,8836.00,3880.00,9281.00,-65519.00,19508.00,-8.00,599.00,11084.00,13964.00,42100.00,-424.00,41980.00,35383.00,-86017.00,203931.00,-31653.00,9008.00,4496.00,-11960.00,11838.00,3243.00,23252.00,-956.00,13964.00,8154.00,-6272.00,-2816.00,-1743.00,45190.00,0.00,9956.00,8582.00,1620.00,112605.00,7424.00,-315220.00
1992:Q4,-126026.00,-36131.00,18840.00,3948.00,2258.00,30462.00,-15400.00,488.00,-1824.00,-37704.00,21048.00,1763.00,5532.00,-94332.00,18925.00,-43899.00,-379684.00,-115695.00,6508.00,-10940.00,7804.00,-7660.00,-11978.00,-14288.00,-540.00,-3974.00,-7458.00,-11200.00,2028.00,6248.00,-45366.00,0.00,-12176.00,-3512.00,-13196.00,-139753.00,-4536.00,253658.00
1993:Q1,125265.00,143183.00,5056.00,12360.00,-13751.00,41684.00,3688.00,616.00,1584.00,20804.00,-43112.00,-17987.00,-7112.00,67481.00,21814.00,-111043.00,261686.00,232726.00,11232.00,-4032.00,-29472.00,3382.00,-32510.00,6772.00,-572.00,-9998.00,15191.00,-356.00,372.00,9705.00,-31289.00,0.00,-24928.00,22129.00,-3544.00,96514.00,364.00,-136420.00
1993:Q2,67308.00,-107174.00,5056.00,-17384.00,5409.00,98500.00,1300.00,768.00,538.00,18744.00,38740.00,46253.00,3416.00,-50012.00,17757.00,5398.00,69565.00,100748.00,11728.00,-6568.00,-12012.00,7430.00,37124.00,6736.00,-180.00,3115.00,27615.00,-18500.00,352.00,27620.00,-58515.00,0.00,6036.00,-23041.00,4116.00,-50255.00,6016.00,-2257.00
1993:Q3,-85413.00,-105289.00,5060.00,-4700.00,5542.00,-77356.00,3796.00,1144.00,-508.00,-18812.00,-4496.00,9011.00,476.00,63855.00,16565.00,20299.00,288215.00,119440.00,14232.00,-19916.00,-46148.00,-428.00,8034.00,3568.00,-408.00,17485.00,-15769.00,-24288.00,-1692.00,17916.00,77579.00,0.00,29260.00,32754.00,4640.00,78151.00,-6196.00,-373627.00
1993:Q4,-114785.00,-8084.00,5056.00,12492.00,5108.00,61464.00,-13548.00,1836.00,435.00,1372.00,10728.00,-24910.00,2872.00,-119941.00,21396.00,-71062.00,-14381.00,256423.00,15732.00,9492.00,-49452.00,176.00,12484.00,-20052.00,-600.00,-2563.00,10080.00,-5724.00,-772.00,-10893.00,-58899.00,0.00,12184.00,-77831.00,572.00,-104374.00,-364.00,-100403.00
1994:Q1,128369.00,-247164.00,4800.00,3044.00,-8739.00,350557.00,19088.00,-472.00,1029.00,12924.00,-43440.00,-17457.00,7948.00,77658.00,-7563.00,-23843.00,386277.00,-73496.00,19976.00,-8024.00,18644.00,-50.00,259509.00,23228.00,964.00,-18843.00,44106.00,-12028.00,-1148.00,11012.00,63421.00,0.00,-45668.00,-24622.00,6216.00,114591.00,8488.00,-257908.00
1994:Q2,-17215.00,-18613.00,19804.00,-9872.00,10584.00,158053.00,24240.00,916.00,918.00,-18240.00,-16816.00,-28442.00,-856.00,-44901.00,-15624.00,-78367.00,220353.00,14876.00,15476.00,18148.00,54964.00,4404.00,92172.00,29832.00,504.00,4684.00,-37194.00,15096.00,1008.00,40673.00,56860.00,0.00,1832.00,-12325.00,-2744.00,-78136.00,224.00,-237568.00
1994:Q3,-90689.00,-30746.00,19804.00,-4424.00,-4319.00,-135859.00,9756.00,1748.00,1471.00,-14228.00,244.00,18431.00,2756.00,33906.00,1076.00,9695.00,181705.00,93315.00,17976.00,-10804.00,67556.00,1986.00,-36019.00,4200.00,-24.00,-5808.00,26494.00,8376.00,2228.00,-31020.00,-29249.00,0.00,400.00,3039.00,784.00,61766.00,6508.00,-272393.00
1994:Q4,143774.00,221818.00,19804.00,26712.00,4930.00,-16103.00,5524.00,6944.00,2090.00,19020.00,-15988.00,10276.00,1940.00,-130275.00,639.00,-13558.00,249678.00,265747.00,14476.00,7516.00,53092.00,4086.00,-22082.00,-4532.00,-1924.00,6170.00,-11038.00,-11796.00,-176.00,-2996.00,34480.00,0.00,22456.00,-33932.00,2928.00,-81509.00,8712.00,-105904.00
1995:Q1,73708.00,-52325.00,13604.00,-24020.00,-11796.00,51088.00,4748.00,-1456.00,-5299.00,50496.00,-11940.00,18831.00,184.00,47096.00,27018.00,-32520.00,173095.00,266513.00,32676.00,-15908.00,-11820.00,334.00,-84738.00,-9060.00,-1624.00,-26270.00,24202.00,6012.00,-1440.00,-38885.00,-36001.00,0.00,-45664.00,11166.00,80.00,107988.00,-4468.00,-99386.00
1995:Q2,-5426.00,-23231.00,13604.00,5384.00,16256.00,-81099.00,38464.00,5184.00,-2205.00,-23700.00,8784.00,28242.00,2480.00,-36857.00,6827.00,36442.00,287758.00,75565.00,33176.00,-6360.00,164144.00,-5648.00,-6014.00,-13736.00,1456.00,6260.00,-23306.00,6008.00,1416.00,56079.00,34052.00,0.00,19692.00,-5216.00,3196.00,-52338.00,-668.00,-293184.00
1995:Q3,95332.00,56384.00,13604.00,22340.00,-11490.00,-29787.00,-14644.00,-1364.00,-109.00,-8700.00,11176.00,29091.00,1404.00,-9029.00,14325.00,22130.00,477737.00,322086.00,35672.00,3192.00,56616.00,-12272.00,-18735.00,7980.00,528.00,13603.00,10319.00,6008.00,1012.00,-30214.00,-54123.00,0.00,46868.00,26643.00,1532.00,56966.00,4056.00,-382405.00
1995:Q4,181312.00,167439.00,13604.00,14304.00,11338.00,104818.00,-6396.00,9916.00,-55.00,5336.00,-4968.00,-34059.00,1504.00,-54326.00,12146.00,-59288.00,214688.00,189487.00,37176.00,3768.00,9092.00,4800.00,-82942.00,-22296.00,6008.00,4379.00,39173.00,6012.00,-132.00,60123.00,46232.00,0.00,-24328.00,-21152.00,-1004.00,-49908.00,10200.00,-33376.00
1996:Q1,231086.00,191166.00,29432.00,-14532.00,-12736.00,-21411.00,-29192.00,-1324.00,1243.00,-18044.00,10108.00,10907.00,1496.00,45063.00,-13787.00,52695.00,495174.00,515662.00,33240.00,-9248.00,-98360.00,-6026.00,-3752.00,-20680.00,-772.00,-19789.00,-23997.00,17404.00,1420.00,3942.00,-40640.00,0.00,-36204.00,-19882.00,-1000.00,202299.00,1556.00,-264088.00
1996:Q2,-68456.00,-195246.00,29432.00,11796.00,13584.00,165736.00,-12044.00,-784.00,-350.00,-13804.00,-13004.00,-40618.00,2092.00,-10860.00,-5699.00,1313.00,135677.00,136258.00,33736.00,-4064.00,-87648.00,-500.00,205276.00,-14000.00,464.00,1724.00,7749.00,17412.00,1128.00,14386.00,-60363.00,0.00,1644.00,-18796.00,-88.00,-93636.00,-5004.00,-204133.00
1996:Q3,395503.00,286451.00,29432.00,-29636.00,-3351.00,33157.00,-1748.00,3064.00,-327.00,22188.00,-3704.00,30853.00,2500.00,1332.00,-17862.00,43155.00,456582.00,216193.00,36244.00,-664.00,98452.00,13176.00,43466.00,-1132.00,1708.00,11258.00,-9629.00,17412.00,-680.00,-28486.00,-25405.00,0.00,2964.00,46307.00,-7528.00,35543.00,7384.00,-61079.00
1996:Q4,-43693.00,-19989.00,29432.00,19260.00,-157.00,-55458.00,34820.00,544.00,-437.00,35164.00,7988.00,-6742.00,3900.00,-92047.00,39460.00,-39432.00,161795.00,24364.00,37736.00,-19620.00,93760.00,3022.00,-110817.00,-1040.00,1696.00,7387.00,49213.00,27012.00,1004.00,28266.00,32120.00,0.00,59292.00,-18290.00,1736.00,-110505.00,55460.00,-205488.00
1997:Q1,407766.00,-36365.00,60996.00,-18048.00,-17245.00,126439.00,40744.00,8712.00,3886.00,60800.00,36128.00,-84096.00,5580.00,112231.00,1248.00,106755.00,447339.00,37111.00,48916.00,-13612.00,102460.00,-1122.00,92683.00,6236.00,588.00,-37594.00,24778.00,2940.00,1620.00,2932.00,-1433.00,0.00,-82052.00,15442.00,3436.00,214779.00,29232.00,-39573.00
1997:Q2,-341833.00,-317395.00,55996.00,22440.00,18508.00,86933.00,-6896.00,4536.00,125.00,-50936.00,-17320.00,-36862.00,6276.00,21280.00,20511.00,-149029.00,238142.00,-9853.00,54416.00,-8716.00,51940.00,8666.00,45148.00,-7696.00,1464.00,19116.00,-6364.00,12192.00,4944.00,2620.00,45406.00,0.00,30540.00,13700.00,4588.00,-50366.00,26396.00,-579975.00
1997:Q3,12116.00,-205621.00,55996.00,-40764.00,-12444.00,821.00,-6460.00,3932.00,-2853.00,-27288.00,10476.00,123277.00,8696.00,-52810.00,12037.00,145119.00,648929.00,278169.00,56916.00,-4584.00,108124.00,-3636.00,10892.00,-5456.00,-52.00,14395.00,29570.00,6360.00,4672.00,23369.00,5791.00,0.00,12152.00,11023.00,9624.00,93887.00,-2288.00,-636813.00
1997:Q4,-95859.00,-223966.00,51000.00,37408.00,16184.00,75774.00,22648.00,1376.00,-887.00,98040.00,-688.00,-43640.00,14832.00,-149549.00,-620.00,6227.00,155469.00,-113636.00,63420.00,6932.00,25880.00,1114.00,19558.00,11648.00,5364.00,20554.00,35100.00,18460.00,5028.00,28991.00,96228.00,0.00,69736.00,-18365.00,1784.00,-158663.00,36336.00,-251328.00
1998:Q1,355713.00,66079.00,102120.00,-23716.00,-24448.00,-188264.00,-7924.00,2832.00,7896.00,57304.00,37648.00,-149979.00,18056.00,323149.00,48035.00,86925.00,558460.00,218775.00,111556.00,3812.00,148536.00,-858.00,-246951.00,-7964.00,236.00,-22983.00,53532.00,7428.00,4700.00,61863.00,-48666.00,0.00,-59700.00,-119282.00,26492.00,367722.00,60212.00,-202747.00
1998:Q2,54612.00,39234.00,87120.00,14476.00,3789.00,-29435.00,22080.00,3976.00,-460.00,-328.00,-8912.00,8106.00,15056.00,-159267.00,37567.00,21610.00,629298.00,486449.00,129356.00,4112.00,-40032.00,5460.00,98837.00,17828.00,1328.00,-2662.00,6078.00,7448.00,4600.00,-37623.00,16846.00,0.00,23348.00,13935.00,10432.00,-124574.00,8132.00,-574686.00
1998:Q3,282876.00,168581.00,82120.00,-19864.00,2531.00,33531.00,-17364.00,1304.00,-6027.00,28152.00,1496.00,46039.00,12028.00,-93189.00,-8624.00,52162.00,753745.00,212919.00,131856.00,5608.00,42656.00,7092.00,-9010.00,17820.00,2264.00,13840.00,34240.00,6492.00,3588.00,30717.00,178308.00,0.00,2736.00,-5808.00,5808.00,79611.00,-6992.00,-470869.00
1998:Q4,337957.00,274229.00,97120.00,692.00,18403.00,19969.00,-8600.00,19548.00,779.00,-29532.00,10120.00,76607.00,9300.00,-193049.00,117869.00,-75498.00,93384.00,281204.00,114656.00,9156.00,-153068.00,7844.00,-12288.00,-2760.00,8536.00,39978.00,-8103.00,-316.00,4076.00,-25489.00,-48508.00,0.00,33228.00,-27613.00,184.00,-152493.00,25160.00,244573.00
1999:Q1,634994.00,299349.00,63668.00,-9200.00,-17684.00,124414.00,-27160.00,1240.00,5173.00,110772.00,-18400.00,35699.00,7164.00,-164075.00,-13300.00,237335.00,877341.00,615772.00,101400.00,2812.00,6768.00,-13390.00,108075.00,-7700.00,-28.00,-31665.00,41428.00,18492.00,1064.00,5351.00,-39172.00,0.00,-38240.00,-2350.00,1388.00,111721.00,-4384.00,-242347.00
1999:Q2,438144.00,222577.00,83668.00,5336.00,20217.00,7163.00,-4292.00,3720.00,-2678.00,-13808.00,828.00,30739.00,-5228.00,25040.00,-32176.00,97038.00,666298.00,435134.00,67404.00,5112.00,-28644.00,1464.00,215376.00,-10036.00,1644.00,884.00,-3322.00,22032.00,340.00,37746.00,-74357.00,0.00,10352.00,16277.00,-4540.00,-28620.00,2052.00,-228154.00
