1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1966:Q1,3713.00,2963.00,391.00,43.00,0.00,348.00,0.00,0.00,0.00,0.00,359.00,3713.00,720.00,0.00,0.00,-13.00,0.00,-13.00,-9.00,4.00,0.00,0.00,0.00,146.00,0.00,146.00,1190.00,0.00,1190.00,1037.00,0.00,719.00,0.00,206.00,58.00,0.00,0.00,0.00,0.00,0.00,0.00,-551.00,0.00,0.00,206.00,0.00,206.00
1966:Q2,3019.00,2567.00,317.00,61.00,0.00,256.00,0.00,0.00,0.00,0.00,135.00,3019.00,-6.00,0.00,0.00,11.00,0.00,11.00,-11.00,5.00,0.00,0.00,0.00,133.00,0.00,133.00,574.00,0.00,574.00,422.00,0.00,766.00,0.00,64.00,-24.00,0.00,0.00,0.00,0.00,0.00,0.00,504.00,0.00,0.00,581.00,0.00,581.00
1966:Q3,2964.00,2433.00,424.00,0.00,0.00,424.00,0.00,0.00,0.00,0.00,107.00,2964.00,1544.00,0.00,0.00,145.00,0.00,145.00,23.00,5.00,0.00,0.00,0.00,136.00,0.00,136.00,365.00,0.00,365.00,456.00,0.00,757.00,0.00,-117.00,-19.00,0.00,0.00,0.00,0.00,0.00,0.00,-489.00,0.00,0.00,158.00,0.00,158.00
1966:Q4,2853.00,2251.00,468.00,0.00,0.00,468.00,0.00,0.00,0.00,0.00,134.00,2853.00,-160.00,0.00,0.00,159.00,0.00,159.00,21.00,3.00,0.00,0.00,0.00,156.00,0.00,156.00,246.00,0.00,246.00,613.00,0.00,697.00,0.00,208.00,-9.00,0.00,0.00,0.00,0.00,0.00,0.00,650.00,0.00,0.00,269.00,0.00,269.00
1967:Q1,3732.00,3143.00,300.00,203.00,0.00,97.00,0.00,0.00,0.00,0.00,289.00,3732.00,978.00,0.00,0.00,840.00,0.00,840.00,16.00,8.00,0.00,0.00,0.00,160.00,0.00,160.00,874.00,0.00,874.00,416.00,0.00,806.00,0.00,-30.00,73.00,0.00,0.00,0.00,0.00,0.00,0.00,-572.00,0.00,0.00,163.00,0.00,163.00
1967:Q2,3489.00,3619.00,-367.00,23.00,0.00,-390.00,0.00,0.00,0.00,0.00,237.00,3489.00,84.00,0.00,0.00,995.00,0.00,995.00,44.00,8.00,0.00,0.00,0.00,156.00,0.00,156.00,693.00,0.00,693.00,159.00,0.00,773.00,0.00,-225.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,536.00,0.00,0.00,261.00,0.00,261.00
1967:Q3,5106.00,4509.00,208.00,35.00,0.00,173.00,0.00,0.00,0.00,0.00,389.00,5106.00,1116.00,0.00,0.00,795.00,0.00,795.00,66.00,9.00,0.00,0.00,0.00,175.00,0.00,175.00,995.00,0.00,995.00,418.00,0.00,1074.00,0.00,16.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,186.00,0.00,0.00,241.00,0.00,241.00
1967:Q4,4515.00,3387.00,827.00,8.00,0.00,819.00,0.00,0.00,0.00,0.00,301.00,4515.00,1811.00,0.00,0.00,179.00,0.00,179.00,40.00,10.00,0.00,0.00,0.00,214.00,0.00,214.00,1248.00,0.00,1248.00,131.00,0.00,1084.00,0.00,-111.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,221.00,0.00,0.00,-347.00,0.00,-347.00
1968:Q1,3055.00,2602.00,150.00,0.00,0.00,150.00,0.00,0.00,0.00,0.00,303.00,3055.00,171.00,0.00,0.00,482.00,0.00,482.00,-5.00,5.00,0.00,0.00,0.00,262.00,0.00,262.00,1168.00,0.00,1168.00,383.00,0.00,483.00,0.00,-190.00,62.00,0.00,0.00,0.00,0.00,0.00,0.00,-312.00,0.00,0.00,546.00,0.00,546.00
1968:Q2,3587.00,3528.00,-1.00,176.00,0.00,-177.00,0.00,0.00,0.00,0.00,60.00,3587.00,1221.00,0.00,0.00,344.00,0.00,344.00,-26.00,3.00,0.00,0.00,0.00,317.00,0.00,317.00,916.00,0.00,916.00,19.00,0.00,675.00,0.00,-209.00,97.00,0.00,0.00,0.00,0.00,0.00,0.00,-356.00,0.00,0.00,586.00,0.00,586.00
1968:Q3,3473.00,3301.00,-62.00,83.00,0.00,-145.00,0.00,0.00,0.00,0.00,234.00,3473.00,247.00,0.00,0.00,354.00,0.00,354.00,-28.00,2.00,0.00,0.00,0.00,320.00,0.00,320.00,673.00,0.00,673.00,227.00,0.00,734.00,0.00,-88.00,93.00,0.00,0.00,0.00,0.00,0.00,0.00,274.00,0.00,0.00,665.00,0.00,665.00
1968:Q4,4459.00,3462.00,510.00,-1.00,0.00,511.00,0.00,0.00,0.00,0.00,487.00,4459.00,1288.00,0.00,0.00,529.00,0.00,529.00,-19.00,1.00,0.00,0.00,0.00,272.00,0.00,272.00,951.00,0.00,951.00,16.00,0.00,752.00,0.00,-115.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,215.00,0.00,0.00,519.00,0.00,519.00
1969:Q1,3114.00,3437.00,-640.00,-124.00,0.00,-516.00,0.00,0.00,0.00,0.00,317.00,3114.00,290.00,0.00,0.00,353.00,0.00,353.00,-2.00,1.00,0.00,0.00,0.00,230.00,0.00,230.00,1053.00,0.00,1053.00,-164.00,0.00,836.00,0.00,247.00,109.00,0.00,0.00,0.00,0.00,0.00,0.00,-475.00,0.00,0.00,636.00,0.00,636.00
1969:Q2,3033.00,3281.00,-453.00,-88.00,0.00,-385.00,20.00,0.00,0.00,0.00,205.00,3033.00,384.00,0.00,0.00,11.00,0.00,11.00,-6.00,0.00,0.00,0.00,0.00,120.00,0.00,120.00,513.00,0.00,513.00,76.00,0.00,973.00,0.00,102.00,-3.00,0.00,0.00,0.00,0.00,0.00,0.00,650.00,0.00,0.00,213.00,0.00,213.00
1969:Q3,3981.00,2724.00,842.00,6.00,0.00,772.00,64.00,0.00,0.00,0.00,415.00,3981.00,1830.00,0.00,0.00,-101.00,0.00,-101.00,-6.00,0.00,0.00,0.00,0.00,260.00,0.00,260.00,314.00,0.00,314.00,539.00,0.00,1152.00,0.00,320.00,-30.00,0.00,0.00,0.00,0.00,0.00,0.00,-524.00,0.00,0.00,227.00,0.00,227.00
1969:Q4,3907.00,2533.00,1283.00,22.00,0.00,1250.00,11.00,0.00,0.00,0.00,91.00,3907.00,1060.00,0.00,0.00,190.00,0.00,190.00,17.00,2.00,0.00,0.00,0.00,199.00,0.00,199.00,-143.00,0.00,-143.00,162.00,0.00,1033.00,0.00,252.00,-64.00,0.00,0.00,0.00,0.00,0.00,0.00,710.00,0.00,0.00,489.00,0.00,489.00
1970:Q1,2951.00,3069.00,-400.00,23.00,0.00,-1568.00,207.00,0.00,938.00,0.00,282.00,2951.00,-586.00,0.00,0.00,1379.00,0.00,1379.00,-60.00,-2.00,0.00,0.00,0.00,484.00,0.00,484.00,513.00,0.00,513.00,385.00,0.00,1059.00,0.00,444.00,-198.00,0.00,0.00,0.00,0.00,0.00,0.00,-857.00,0.00,0.00,390.00,0.00,390.00
1970:Q2,5956.00,5728.00,286.00,33.00,0.00,115.00,98.00,0.00,40.00,0.00,-58.00,5956.00,1244.00,0.00,0.00,1507.00,0.00,1507.00,35.00,-4.00,0.00,0.00,0.00,474.00,0.00,474.00,417.00,0.00,417.00,133.00,0.00,1118.00,0.00,130.00,-183.00,0.00,0.00,0.00,0.00,0.00,0.00,617.00,0.00,0.00,468.00,0.00,468.00
1970:Q3,6427.00,5360.00,671.00,17.00,0.00,578.00,0.00,0.00,76.00,0.00,396.00,6427.00,3735.00,0.00,0.00,-36.00,0.00,-36.00,-5.00,-4.00,0.00,0.00,0.00,671.00,0.00,671.00,177.00,0.00,177.00,498.00,0.00,1297.00,0.00,41.00,-171.00,0.00,0.00,0.00,0.00,0.00,0.00,-110.00,0.00,0.00,334.00,0.00,334.00
1970:Q4,7837.00,5599.00,1984.00,25.00,0.00,1713.00,200.00,0.00,46.00,0.00,254.00,7837.00,3339.00,0.00,0.00,637.00,0.00,637.00,322.00,-5.00,0.00,0.00,0.00,676.00,0.00,676.00,364.00,0.00,364.00,814.00,0.00,1022.00,0.00,-20.00,-72.00,0.00,0.00,0.00,0.00,0.00,0.00,459.00,0.00,0.00,301.00,0.00,301.00
1971:Q1,7333.00,5466.00,1585.00,415.00,0.00,36.00,115.00,0.00,1019.00,0.00,282.00,7333.00,2239.00,0.00,0.00,2987.00,0.00,2987.00,-279.00,0.00,0.00,0.00,0.00,245.00,0.00,245.00,1151.00,0.00,1151.00,-690.00,0.00,1219.00,0.00,-121.00,85.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,481.00,0.00,481.00
1971:Q2,6138.00,5399.00,471.00,88.00,0.00,120.00,264.00,0.00,-1.00,0.00,268.00,6138.00,2767.00,0.00,0.00,1227.00,0.00,1227.00,-26.00,0.00,0.00,0.00,0.00,87.00,0.00,87.00,997.00,0.00,997.00,-398.00,0.00,1224.00,0.00,219.00,120.00,0.00,0.00,0.00,0.00,0.00,0.00,-278.00,0.00,0.00,199.00,0.00,199.00
1971:Q3,4901.00,3583.00,1006.00,137.00,0.00,929.00,-84.00,0.00,24.00,0.00,312.00,4901.00,2462.00,0.00,0.00,1320.00,0.00,1320.00,13.00,1.00,0.00,0.00,0.00,-7.00,0.00,-7.00,1224.00,0.00,1224.00,-464.00,0.00,638.00,0.00,-124.00,141.00,0.00,0.00,0.00,0.00,0.00,0.00,-679.00,0.00,0.00,376.00,0.00,376.00
1971:Q4,6112.00,4359.00,1675.00,215.00,0.00,1243.00,121.00,0.00,96.00,0.00,78.00,6112.00,151.00,0.00,0.00,564.00,0.00,564.00,-3.00,0.00,0.00,0.00,0.00,-40.00,0.00,-40.00,2094.00,0.00,2094.00,723.00,0.00,860.00,0.00,209.00,91.00,0.00,0.00,0.00,0.00,0.00,0.00,1066.00,0.00,0.00,397.00,0.00,397.00
1972:Q1,4994.00,2775.00,1736.00,496.00,0.00,671.00,136.00,0.00,433.00,0.00,483.00,4994.00,362.00,0.00,0.00,2545.00,0.00,2545.00,-14.00,1.00,0.00,0.00,0.00,-99.00,0.00,-99.00,1295.00,0.00,1295.00,-123.00,0.00,1122.00,0.00,267.00,133.00,0.00,0.00,0.00,0.00,0.00,0.00,-860.00,0.00,0.00,365.00,0.00,365.00
1972:Q2,5996.00,3812.00,1762.00,137.00,0.00,960.00,128.00,0.00,537.00,0.00,422.00,5996.00,450.00,0.00,0.00,1465.00,0.00,1465.00,-31.00,1.00,0.00,0.00,0.00,-190.00,0.00,-190.00,1992.00,0.00,1992.00,885.00,0.00,601.00,0.00,28.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,-26.00,0.00,0.00,791.00,0.00,791.00
1972:Q3,4347.00,3037.00,1438.00,137.00,0.00,721.00,50.00,0.00,530.00,0.00,-128.00,4347.00,614.00,0.00,0.00,143.00,0.00,143.00,-23.00,1.00,0.00,0.00,0.00,-225.00,0.00,-225.00,1348.00,0.00,1348.00,1233.00,0.00,1356.00,0.00,160.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,-524.00,0.00,0.00,238.00,0.00,238.00
1972:Q4,5297.00,2563.00,2481.00,367.00,0.00,1640.00,60.00,0.00,414.00,0.00,253.00,5297.00,-277.00,0.00,0.00,-147.00,0.00,-147.00,18.00,1.00,0.00,0.00,0.00,-208.00,0.00,-208.00,2357.00,0.00,2357.00,-5.00,0.00,1152.00,0.00,46.00,51.00,0.00,0.00,0.00,0.00,0.00,0.00,1629.00,0.00,0.00,680.00,0.00,680.00
1973:Q1,3294.00,1452.00,1709.00,-68.00,0.00,1319.00,150.00,0.00,308.00,0.00,133.00,3294.00,251.00,0.00,0.00,268.00,0.00,268.00,-81.00,5.00,0.00,0.00,0.00,-113.00,0.00,-113.00,1182.00,0.00,1182.00,955.00,0.00,1365.00,0.00,175.00,167.00,0.00,0.00,0.00,0.00,0.00,0.00,-1324.00,0.00,0.00,444.00,0.00,444.00
1973:Q2,3734.00,3047.00,537.00,-100.00,0.00,246.00,178.00,0.00,213.00,0.00,150.00,3734.00,-190.00,0.00,0.00,-424.00,0.00,-424.00,25.00,5.00,0.00,0.00,0.00,-125.00,0.00,-125.00,1928.00,0.00,1928.00,484.00,0.00,1403.00,0.00,-111.00,118.00,0.00,0.00,0.00,0.00,0.00,0.00,260.00,0.00,0.00,361.00,0.00,361.00
1973:Q3,4103.00,2657.00,1225.00,-19.00,0.00,1008.00,52.00,0.00,184.00,0.00,221.00,4103.00,1959.00,0.00,0.00,-1737.00,0.00,-1737.00,-25.00,0.00,0.00,0.00,0.00,-40.00,0.00,-40.00,1667.00,0.00,1667.00,935.00,0.00,1432.00,0.00,-66.00,105.00,0.00,0.00,0.00,0.00,0.00,0.00,-430.00,0.00,0.00,303.00,0.00,303.00
1973:Q4,4378.00,2003.00,1921.00,195.00,0.00,1335.00,170.00,0.00,221.00,0.00,454.00,4378.00,943.00,0.00,0.00,-812.00,0.00,-812.00,38.00,0.00,0.00,0.00,0.00,139.00,0.00,139.00,1076.00,0.00,1076.00,-245.00,0.00,1010.00,0.00,151.00,46.00,0.00,0.00,0.00,0.00,0.00,0.00,1848.00,0.00,0.00,184.00,0.00,184.00
1974:Q1,4489.00,3705.00,107.00,65.00,0.00,-340.00,130.00,0.00,252.00,0.00,677.00,4489.00,1658.00,0.00,0.00,276.00,0.00,276.00,-1.00,1.00,0.00,0.00,0.00,334.00,0.00,334.00,1480.00,0.00,1480.00,-39.00,0.00,1296.00,0.00,204.00,83.00,0.00,0.00,0.00,0.00,0.00,0.00,-912.00,0.00,0.00,109.00,0.00,109.00
1974:Q2,7260.00,5386.00,1401.00,110.00,0.00,1005.00,7.00,0.00,279.00,0.00,473.00,7260.00,2639.00,0.00,0.00,-516.00,0.00,-516.00,-10.00,0.00,0.00,0.00,0.00,535.00,0.00,535.00,1408.00,0.00,1408.00,203.00,0.00,1700.00,0.00,186.00,-79.00,0.00,0.00,0.00,0.00,0.00,0.00,701.00,0.00,0.00,493.00,0.00,493.00
1974:Q3,6554.00,4192.00,1947.00,-10.00,0.00,1732.00,-34.00,0.00,259.00,0.00,415.00,6554.00,2232.00,0.00,0.00,-28.00,0.00,-28.00,12.00,0.00,0.00,0.00,0.00,601.00,0.00,601.00,773.00,0.00,773.00,848.00,0.00,2161.00,0.00,-9.00,-89.00,0.00,0.00,0.00,0.00,0.00,0.00,-433.00,0.00,0.00,486.00,0.00,486.00
1974:Q4,10666.00,6387.00,3472.00,-10.00,0.00,3234.00,56.00,0.00,192.00,0.00,807.00,10666.00,6412.00,0.00,0.00,1111.00,0.00,1111.00,12.00,0.00,0.00,0.00,0.00,540.00,0.00,540.00,327.00,0.00,327.00,1264.00,0.00,939.00,0.00,189.00,-51.00,0.00,0.00,0.00,0.00,0.00,0.00,45.00,0.00,0.00,-122.00,0.00,-122.00
1975:Q1,12527.00,9430.00,989.00,45.00,0.00,1157.00,-248.00,0.00,35.00,0.00,2108.00,12527.00,3349.00,0.00,0.00,2578.00,0.00,2578.00,0.00,-3.00,0.00,0.00,0.00,505.00,0.00,505.00,2219.00,0.00,2219.00,2104.00,0.00,1892.00,0.00,243.00,69.00,0.00,0.00,0.00,0.00,0.00,0.00,-659.00,0.00,0.00,230.00,0.00,230.00
1975:Q2,9644.00,8272.00,151.00,27.00,0.00,587.00,-251.00,0.00,-212.00,0.00,1221.00,9644.00,-1915.00,0.00,0.00,5261.00,0.00,5261.00,34.00,3.00,0.00,0.00,0.00,617.00,0.00,617.00,1613.00,0.00,1613.00,1530.00,0.00,1668.00,0.00,200.00,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,679.00,0.00,0.00,-45.00,0.00,-45.00
1975:Q3,6372.00,3677.00,1429.00,118.00,0.00,1610.00,-249.00,0.00,-50.00,0.00,1266.00,6372.00,4216.00,0.00,0.00,-2494.00,0.00,-2494.00,-17.00,3.00,0.00,0.00,0.00,707.00,0.00,707.00,1756.00,0.00,1756.00,1485.00,0.00,1156.00,0.00,136.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,-537.00,0.00,0.00,-49.00,0.00,-49.00
1975:Q4,13952.00,5825.00,5554.00,49.00,0.00,1589.00,-251.00,0.00,4167.00,0.00,2573.00,13952.00,4282.00,0.00,0.00,-1316.00,0.00,-1316.00,16.00,3.00,0.00,0.00,0.00,351.00,0.00,351.00,3507.00,0.00,3507.00,1783.00,0.00,1731.00,0.00,161.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,1720.00,1050.00,0.00,653.00,0.00,653.00
1976:Q1,9060.00,6471.00,234.00,171.00,0.00,-313.00,-124.00,0.00,500.00,0.00,2355.00,9060.00,-3049.00,0.00,0.00,6271.00,0.00,6271.00,-71.00,19.00,0.00,0.00,0.00,1407.00,0.00,1407.00,3908.00,0.00,3908.00,533.00,0.00,1289.00,0.00,-108.00,117.00,0.00,0.00,0.00,0.00,0.00,0.00,-1557.00,70.00,0.00,231.00,0.00,231.00
1976:Q2,8568.00,4957.00,2264.00,266.00,0.00,1474.00,24.00,0.00,500.00,0.00,1347.00,8568.00,2362.00,0.00,0.00,-1411.00,0.00,-1411.00,9.00,27.00,0.00,0.00,0.00,1007.00,0.00,1007.00,3406.00,0.00,3406.00,478.00,0.00,1781.00,0.00,149.00,58.00,0.00,0.00,0.00,0.00,0.00,0.00,212.00,70.00,0.00,420.00,0.00,420.00
1976:Q3,10058.00,5697.00,1782.00,174.00,0.00,635.00,-27.00,0.00,1000.00,0.00,2579.00,10058.00,4022.00,0.00,0.00,-85.00,0.00,-85.00,-12.00,11.00,0.00,0.00,0.00,1118.00,0.00,1118.00,4337.00,0.00,4337.00,-1507.00,0.00,1360.00,0.00,83.00,41.00,0.00,0.00,0.00,0.00,0.00,0.00,309.00,70.00,0.00,311.00,0.00,311.00
1976:Q4,10626.00,5706.00,2671.00,161.00,0.00,1728.00,-57.00,0.00,839.00,0.00,2249.00,10626.00,5037.00,0.00,0.00,78.00,0.00,78.00,0.00,12.00,0.00,0.00,0.00,382.00,0.00,382.00,5233.00,0.00,5233.00,-1171.00,0.00,296.00,0.00,225.00,-24.00,0.00,0.00,0.00,0.00,0.00,0.00,135.00,179.00,0.00,244.00,0.00,244.00
1977:Q1,7492.00,5402.00,1535.00,49.00,0.00,857.00,-32.00,0.00,661.00,0.00,555.00,7492.00,1229.00,0.00,0.00,2265.00,0.00,2265.00,-10.00,50.00,0.00,0.00,0.00,-442.00,0.00,-442.00,4232.00,0.00,4232.00,-127.00,0.00,-243.00,0.00,130.00,-97.00,0.00,0.00,0.00,0.00,0.00,0.00,-200.00,171.00,0.00,534.00,0.00,534.00
1977:Q2,9786.00,3696.00,4423.00,687.00,0.00,3071.00,-35.00,0.00,700.00,0.00,1667.00,9786.00,-225.00,0.00,0.00,-1693.00,0.00,-1693.00,-1.00,61.00,0.00,0.00,0.00,3326.00,0.00,3326.00,4919.00,0.00,4919.00,1127.00,0.00,262.00,0.00,182.00,-180.00,0.00,0.00,0.00,0.00,0.00,0.00,363.00,210.00,0.00,1435.00,0.00,1435.00
1977:Q3,9527.00,6104.00,1543.00,257.00,0.00,679.00,7.00,0.00,600.00,0.00,1880.00,9527.00,518.00,0.00,0.00,-60.00,0.00,-60.00,42.00,-1.00,0.00,0.00,0.00,832.00,0.00,832.00,3467.00,0.00,3467.00,323.00,0.00,2918.00,0.00,549.00,-178.00,0.00,0.00,0.00,0.00,0.00,0.00,-102.00,280.00,0.00,939.00,0.00,939.00
1977:Q4,13385.00,7675.00,4761.00,716.00,0.00,3493.00,-27.00,0.00,579.00,0.00,949.00,13385.00,1994.00,0.00,0.00,-1957.00,0.00,-1957.00,126.00,-3.00,0.00,0.00,0.00,-34.00,0.00,-34.00,6140.00,0.00,6140.00,2985.00,0.00,2643.00,0.00,205.00,-90.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.00,244.00,0.00,1134.00,0.00,1134.00
1978:Q1,7594.00,4445.00,1811.00,55.00,0.00,1642.00,-107.00,0.00,221.00,0.00,1338.00,7594.00,-1795.00,0.00,0.00,2299.00,0.00,2299.00,45.00,20.00,0.00,0.00,0.00,685.00,0.00,685.00,4423.00,0.00,4423.00,803.00,0.00,1200.00,0.00,-155.00,68.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,-244.00,0.00,217.00,0.00,217.00
1978:Q2,9651.00,6417.00,2057.00,524.00,0.00,1353.00,-20.00,0.00,200.00,0.00,1177.00,9651.00,-1620.00,0.00,0.00,-666.00,0.00,-666.00,16.00,21.00,0.00,0.00,0.00,169.00,0.00,169.00,5191.00,0.00,5191.00,4109.00,0.00,2286.00,0.00,-130.00,71.00,0.00,0.00,0.00,0.00,0.00,0.00,-299.00,-210.00,0.00,713.00,0.00,713.00
1978:Q3,6129.00,5169.00,478.00,168.00,0.00,101.00,9.00,0.00,200.00,0.00,482.00,6129.00,-3800.00,0.00,0.00,595.00,0.00,595.00,53.00,70.00,0.00,0.00,0.00,456.00,0.00,456.00,3677.00,0.00,3677.00,2294.00,0.00,2501.00,0.00,-119.00,88.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,-210.00,0.00,507.00,0.00,507.00
1978:Q4,8295.00,5085.00,2230.00,96.00,0.00,1998.00,-78.00,0.00,214.00,0.00,980.00,8295.00,672.00,0.00,0.00,-455.00,0.00,-455.00,28.00,71.00,0.00,0.00,0.00,465.00,0.00,465.00,4009.00,0.00,4009.00,1229.00,0.00,2766.00,0.00,-275.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,-408.00,-234.00,0.00,387.00,0.00,387.00
1979:Q1,5999.00,4368.00,752.00,187.00,0.00,704.00,-25.00,0.00,-114.00,0.00,879.00,5999.00,-1833.00,0.00,0.00,1054.00,0.00,1054.00,120.00,4.00,0.00,0.00,0.00,295.00,0.00,295.00,4293.00,0.00,4293.00,1047.00,0.00,150.00,0.00,244.00,86.00,0.00,0.00,0.00,0.00,0.00,0.00,88.00,304.00,0.00,147.00,0.00,147.00
1979:Q2,6036.00,5292.00,207.00,269.00,0.00,15.00,23.00,0.00,-100.00,0.00,537.00,6036.00,-1364.00,0.00,0.00,-3433.00,0.00,-3433.00,19.00,6.00,0.00,0.00,0.00,526.00,0.00,526.00,3056.00,0.00,3056.00,3247.00,0.00,1874.00,0.00,586.00,-21.00,0.00,0.00,0.00,0.00,0.00,0.00,493.00,350.00,0.00,697.00,0.00,697.00
1979:Q3,4943.00,3866.00,-646.00,665.00,0.00,-1101.00,-110.00,0.00,-100.00,0.00,1723.00,4943.00,-6369.00,0.00,0.00,1822.00,0.00,1822.00,453.00,51.00,0.00,0.00,0.00,719.00,0.00,719.00,2491.00,0.00,2491.00,3230.00,0.00,1430.00,0.00,24.00,-27.00,0.00,0.00,0.00,0.00,0.00,0.00,-142.00,350.00,0.00,911.00,0.00,911.00
1979:Q4,7607.00,3782.00,3263.00,521.00,0.00,2803.00,79.00,0.00,-140.00,0.00,562.00,7607.00,3984.00,0.00,0.00,-1596.00,0.00,-1596.00,-461.00,48.00,0.00,0.00,0.00,456.00,0.00,456.00,1735.00,0.00,1735.00,3180.00,0.00,-514.00,0.00,-50.00,-12.00,0.00,0.00,0.00,0.00,0.00,0.00,-311.00,155.00,0.00,993.00,0.00,993.00
1980:Q1,7780.00,5945.00,1730.00,-25.00,0.00,1499.00,16.00,0.00,240.00,0.00,105.00,7780.00,-8230.00,0.00,0.00,2053.00,0.00,2053.00,-4.00,98.00,0.00,0.00,0.00,-401.00,0.00,-401.00,4709.00,0.00,4709.00,3864.00,0.00,3177.00,0.00,810.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,-513.00,55.00,0.00,2159.00,0.00,2159.00
1980:Q2,15508.00,11170.00,3429.00,572.00,0.00,2482.00,75.00,0.00,300.00,0.00,909.00,15508.00,113.00,0.00,0.00,2241.00,0.00,2241.00,-109.00,155.00,0.00,0.00,0.00,822.00,0.00,822.00,1104.00,0.00,1104.00,3426.00,0.00,4326.00,146.00,-396.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,1546.00,0.00,0.00,2115.00,0.00,2115.00
1980:Q3,9068.00,7344.00,1639.00,30.00,0.00,1382.00,-73.00,0.00,300.00,0.00,85.00,9068.00,131.00,0.00,0.00,-1263.00,0.00,-1263.00,21.00,140.00,0.00,0.00,0.00,-67.00,0.00,-67.00,1819.00,0.00,1819.00,3957.00,0.00,1187.00,29.00,1370.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,-798.00,70.00,0.00,2460.00,0.00,2460.00
1980:Q4,4093.00,3196.00,794.00,-57.00,0.00,534.00,14.00,0.00,303.00,0.00,103.00,4093.00,-6012.00,0.00,0.00,3424.00,0.00,3424.00,136.00,55.00,0.00,0.00,0.00,-342.00,0.00,-342.00,1106.00,0.00,1106.00,2786.00,0.00,546.00,-90.00,12.00,-15.00,0.00,0.00,0.00,0.00,0.00,0.00,190.00,3.00,0.00,2294.00,0.00,2294.00
1981:Q1,6151.00,6038.00,-202.00,-330.00,0.00,-526.00,57.00,0.00,597.00,0.00,315.00,6151.00,-1927.00,0.00,0.00,-873.00,0.00,-873.00,137.00,-36.00,0.00,0.00,0.00,552.00,0.00,552.00,2077.00,0.00,2077.00,1956.00,0.00,709.00,-34.00,441.00,185.00,0.00,0.00,0.00,0.00,0.00,0.00,197.00,-143.00,0.00,2910.00,0.00,2910.00
1981:Q2,10228.00,7632.00,1257.00,-238.00,0.00,491.00,-38.00,0.00,1042.00,0.00,1339.00,10228.00,-20.00,0.00,0.00,-2143.00,0.00,-2143.00,209.00,-121.00,0.00,0.00,0.00,493.00,0.00,493.00,2776.00,0.00,2776.00,1117.00,0.00,3861.00,285.00,1146.00,-95.00,0.00,0.00,0.00,0.00,0.00,0.00,586.00,-39.00,0.00,2173.00,0.00,2173.00
1981:Q3,6261.00,4472.00,808.00,-373.00,0.00,174.00,49.00,0.00,958.00,0.00,981.00,6261.00,-2060.00,0.00,0.00,-298.00,0.00,-298.00,-198.00,-142.00,0.00,0.00,0.00,327.00,0.00,327.00,1481.00,0.00,1481.00,1400.00,0.00,1966.00,62.00,923.00,-90.00,0.00,0.00,0.00,0.00,0.00,0.00,-540.00,39.00,0.00,3391.00,0.00,3391.00
1981:Q4,14269.00,6619.00,4798.00,332.00,0.00,3296.00,-14.00,0.00,1184.00,0.00,2852.00,14269.00,5106.00,0.00,0.00,7.00,0.00,7.00,164.00,-97.00,0.00,0.00,0.00,1476.00,0.00,1476.00,1006.00,0.00,1006.00,1131.00,0.00,2028.00,201.00,-218.00,-43.00,0.00,0.00,0.00,0.00,0.00,0.00,1131.00,112.00,0.00,2265.00,0.00,2265.00
