1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1965:Q1,3100.00,0.00,3116.00,ND,ND,-16.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6768.00,-116.00,3640.00,44.00,2868.00,ND,ND,-168.00,ND,ND,0.00,ND,ND,0.00,0.00,92.00,0.00,0.00,424.00,-16.00,0.00,0.00,0.00,0.00,0.00,-3668.00,0.00,0.00,0.00
1965:Q2,-1596.00,0.00,-1576.00,ND,ND,-20.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,668.00,-328.00,3392.00,-548.00,-2032.00,ND,ND,60.00,ND,ND,0.00,ND,ND,0.00,0.00,68.00,0.00,0.00,72.00,-16.00,0.00,0.00,0.00,0.00,0.00,-2264.00,0.00,0.00,0.00
1965:Q3,3724.00,0.00,3724.00,ND,ND,0.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5200.00,552.00,2156.00,-496.00,2824.00,ND,ND,8.00,ND,ND,0.00,ND,ND,0.00,0.00,68.00,0.00,0.00,132.00,-44.00,0.00,0.00,0.00,0.00,0.00,-1476.00,0.00,0.00,0.00
1965:Q4,-3052.00,0.00,-3080.00,ND,ND,28.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4052.00,1028.00,-4988.00,316.00,-732.00,ND,ND,36.00,ND,ND,0.00,ND,ND,0.00,0.00,88.00,0.00,0.00,232.00,-32.00,0.00,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00
1966:Q1,-168.00,0.00,-152.00,ND,ND,-16.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1576.00,-324.00,1772.00,40.00,-12.00,ND,ND,-40.00,ND,ND,0.00,ND,ND,0.00,0.00,104.00,0.00,0.00,-12.00,48.00,0.00,0.00,0.00,0.00,0.00,-1744.00,0.00,0.00,0.00
1966:Q2,-208.00,0.00,-192.00,ND,ND,-16.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1592.00,-292.00,1060.00,240.00,-4.00,ND,ND,72.00,ND,ND,0.00,ND,ND,0.00,0.00,116.00,0.00,0.00,360.00,40.00,0.00,0.00,0.00,0.00,0.00,-1800.00,0.00,0.00,0.00
1966:Q3,1040.00,0.00,992.00,ND,ND,48.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8816.00,168.00,6832.00,-96.00,964.00,ND,ND,-80.00,ND,ND,0.00,ND,ND,0.00,0.00,124.00,0.00,0.00,844.00,60.00,0.00,0.00,0.00,0.00,0.00,-7776.00,0.00,0.00,0.00
1966:Q4,936.00,0.00,896.00,ND,ND,40.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.00,1656.00,-3612.00,1348.00,644.00,ND,ND,-32.00,ND,ND,0.00,ND,ND,0.00,0.00,128.00,0.00,0.00,-108.00,48.00,0.00,0.00,0.00,0.00,0.00,864.00,0.00,0.00,0.00
1967:Q1,3100.00,0.00,3104.00,ND,ND,-4.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2440.00,-1308.00,-3140.00,-764.00,2956.00,ND,ND,-108.00,ND,ND,0.00,ND,ND,0.00,0.00,132.00,0.00,0.00,-136.00,-72.00,0.00,0.00,0.00,0.00,0.00,5540.00,0.00,0.00,0.00
1967:Q2,3244.00,0.00,3244.00,ND,ND,0.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2868.00,396.00,-80.00,-568.00,2696.00,ND,ND,52.00,ND,ND,0.00,ND,ND,0.00,0.00,144.00,0.00,0.00,272.00,-44.00,0.00,0.00,0.00,0.00,0.00,376.00,0.00,0.00,0.00
1967:Q3,1144.00,0.00,1156.00,ND,ND,-12.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3248.00,-248.00,3836.00,-508.00,104.00,ND,ND,28.00,ND,ND,0.00,ND,ND,0.00,0.00,140.00,0.00,0.00,-104.00,0.00,0.00,0.00,0.00,0.00,0.00,-2104.00,0.00,0.00,0.00
1967:Q4,1104.00,0.00,1116.00,ND,ND,-12.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2372.00,260.00,-2812.00,-264.00,76.00,ND,ND,128.00,ND,ND,0.00,ND,ND,0.00,0.00,128.00,0.00,0.00,192.00,-80.00,0.00,0.00,0.00,0.00,0.00,3476.00,0.00,0.00,0.00
1968:Q1,2900.00,0.00,2884.00,ND,ND,16.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6928.00,1732.00,2452.00,-1132.00,1592.00,ND,ND,-56.00,ND,ND,0.00,ND,ND,0.00,0.00,120.00,0.00,0.00,2212.00,8.00,0.00,0.00,0.00,0.00,0.00,-4028.00,0.00,0.00,0.00
1968:Q2,3336.00,0.00,3320.00,ND,ND,16.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2400.00,-144.00,-2676.00,-152.00,1472.00,ND,ND,8.00,ND,ND,0.00,ND,ND,0.00,0.00,112.00,0.00,0.00,-1052.00,32.00,0.00,0.00,0.00,0.00,0.00,5736.00,0.00,0.00,0.00
1968:Q3,1904.00,0.00,1880.00,ND,ND,24.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8576.00,-184.00,4676.00,-80.00,3848.00,ND,ND,-12.00,ND,ND,0.00,ND,ND,0.00,0.00,104.00,0.00,0.00,232.00,-8.00,0.00,0.00,0.00,0.00,0.00,-6672.00,0.00,0.00,0.00
1968:Q4,1896.00,0.00,1868.00,ND,ND,28.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6344.00,400.00,-10568.00,328.00,3940.00,ND,ND,32.00,ND,ND,0.00,ND,ND,0.00,0.00,104.00,0.00,0.00,-596.00,16.00,0.00,0.00,0.00,0.00,0.00,8240.00,0.00,0.00,0.00
1969:Q1,7380.00,0.00,7332.00,ND,ND,48.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11876.00,4324.00,4452.00,-124.00,1512.00,ND,ND,40.00,ND,ND,0.00,ND,ND,0.00,0.00,104.00,0.00,0.00,1432.00,136.00,0.00,0.00,0.00,0.00,0.00,-4496.00,0.00,0.00,0.00
1969:Q2,7420.00,0.00,7376.00,ND,ND,44.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6668.00,-1024.00,5840.00,-152.00,1192.00,ND,ND,104.00,ND,ND,0.00,ND,ND,0.00,0.00,96.00,0.00,0.00,436.00,176.00,0.00,0.00,0.00,0.00,0.00,752.00,0.00,0.00,0.00
1969:Q3,7448.00,0.00,7424.00,ND,ND,24.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24352.00,3688.00,14232.00,-64.00,5500.00,ND,ND,-36.00,ND,ND,0.00,ND,ND,0.00,0.00,92.00,0.00,0.00,812.00,128.00,0.00,0.00,0.00,0.00,0.00,-16904.00,0.00,0.00,0.00
1969:Q4,6800.00,0.00,6760.00,ND,ND,40.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1228.00,1772.00,-9036.00,340.00,5696.00,ND,ND,36.00,ND,ND,0.00,ND,ND,0.00,0.00,104.00,0.00,0.00,-424.00,284.00,0.00,0.00,0.00,0.00,0.00,8028.00,0.00,0.00,0.00
1970:Q1,2004.00,0.00,2040.00,ND,ND,-36.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3268.00,1804.00,-2356.00,-356.00,3144.00,ND,ND,104.00,ND,ND,0.00,ND,ND,0.00,0.00,104.00,0.00,0.00,796.00,28.00,0.00,0.00,0.00,0.00,0.00,-1264.00,0.00,0.00,0.00
1970:Q2,1872.00,0.00,1864.00,ND,ND,8.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-18216.00,-10012.00,-8040.00,-196.00,2076.00,ND,ND,168.00,ND,ND,0.00,ND,ND,0.00,0.00,112.00,0.00,0.00,-3472.00,1148.00,0.00,0.00,0.00,0.00,0.00,20088.00,0.00,0.00,0.00
1970:Q3,1732.00,0.00,1736.00,ND,ND,-4.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15056.00,-4784.00,4292.00,-332.00,10380.00,ND,ND,-148.00,ND,ND,0.00,ND,ND,0.00,0.00,112.00,0.00,0.00,3876.00,1660.00,0.00,0.00,0.00,0.00,0.00,-13324.00,0.00,0.00,0.00
1970:Q4,2172.00,0.00,2060.00,ND,ND,112.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-144.00,684.00,-9956.00,884.00,9844.00,ND,ND,-28.00,ND,ND,0.00,ND,ND,0.00,0.00,116.00,0.00,0.00,-1944.00,256.00,0.00,0.00,0.00,0.00,0.00,2316.00,0.00,0.00,0.00
1971:Q1,7524.00,0.00,7540.00,ND,ND,-16.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3124.00,4336.00,-1612.00,1068.00,2700.00,ND,ND,144.00,ND,ND,0.00,ND,ND,0.00,0.00,124.00,0.00,0.00,-728.00,-2908.00,0.00,0.00,0.00,0.00,0.00,4400.00,0.00,0.00,0.00
1971:Q2,7668.00,0.00,7624.00,ND,ND,44.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1496.00,-5248.00,7276.00,1028.00,-1864.00,ND,ND,448.00,ND,ND,0.00,ND,ND,0.00,0.00,124.00,0.00,0.00,-484.00,216.00,0.00,0.00,0.00,0.00,0.00,6172.00,0.00,0.00,0.00
1971:Q3,7964.00,0.00,7576.00,ND,ND,388.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22152.00,4228.00,7604.00,936.00,8480.00,ND,ND,-196.00,ND,ND,0.00,ND,ND,0.00,0.00,136.00,0.00,0.00,-280.00,1244.00,0.00,0.00,0.00,0.00,0.00,-14188.00,0.00,0.00,0.00
1971:Q4,8884.00,0.00,7656.00,ND,ND,1228.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,484.00,56.00,-11056.00,2984.00,8520.00,ND,ND,-252.00,ND,ND,0.00,ND,ND,0.00,0.00,140.00,0.00,0.00,1100.00,-1008.00,0.00,0.00,0.00,0.00,0.00,8400.00,0.00,0.00,0.00
1972:Q1,14556.00,0.00,13164.00,ND,ND,1392.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13380.00,5952.00,3200.00,-1740.00,4600.00,ND,ND,596.00,ND,ND,0.00,ND,ND,0.00,0.00,612.00,0.00,0.00,180.00,-20.00,0.00,0.00,0.00,0.00,0.00,1176.00,0.00,0.00,0.00
1972:Q2,11980.00,0.00,12784.00,ND,ND,-804.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3872.00,2184.00,252.00,-1844.00,-616.00,ND,ND,368.00,ND,ND,0.00,ND,ND,0.00,0.00,932.00,0.00,0.00,-496.00,3092.00,0.00,0.00,0.00,0.00,0.00,8108.00,0.00,0.00,0.00
1972:Q3,7768.00,0.00,6056.00,ND,ND,1712.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16908.00,-4032.00,9256.00,-1216.00,12268.00,ND,ND,-196.00,ND,ND,0.00,ND,ND,0.00,0.00,964.00,0.00,0.00,476.00,-612.00,0.00,0.00,0.00,0.00,0.00,-9140.00,0.00,0.00,0.00
1972:Q4,6488.00,0.00,7548.00,ND,ND,-1060.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1888.00,2340.00,-13064.00,-628.00,9876.00,ND,ND,396.00,ND,ND,0.00,ND,ND,0.00,0.00,728.00,0.00,0.00,-676.00,-860.00,0.00,0.00,0.00,0.00,0.00,8376.00,0.00,0.00,0.00
1973:Q1,23728.00,0.00,21540.00,ND,ND,2188.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30696.00,15304.00,2424.00,-392.00,8548.00,ND,ND,148.00,ND,ND,0.00,ND,ND,0.00,0.00,520.00,0.00,0.00,1896.00,1848.00,0.00,0.00,0.00,0.00,400.00,-6968.00,0.00,0.00,0.00
1973:Q2,13884.00,0.00,12460.00,ND,ND,1424.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5784.00,-676.00,1384.00,-208.00,-164.00,ND,ND,1164.00,ND,ND,0.00,ND,ND,0.00,0.00,352.00,0.00,0.00,616.00,2916.00,0.00,0.00,0.00,0.00,400.00,8100.00,0.00,0.00,0.00
1973:Q3,13620.00,0.00,12892.00,ND,ND,728.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26904.00,12624.00,6824.00,-8.00,4580.00,ND,ND,-348.00,ND,ND,0.00,ND,ND,0.00,0.00,316.00,0.00,0.00,716.00,1800.00,0.00,0.00,0.00,0.00,400.00,-13284.00,0.00,0.00,0.00
1973:Q4,12732.00,0.00,11344.00,ND,ND,1388.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13944.00,7044.00,-4836.00,420.00,8916.00,ND,ND,264.00,ND,ND,0.00,ND,ND,0.00,0.00,412.00,0.00,0.00,-1236.00,2560.00,0.00,0.00,0.00,0.00,400.00,-1212.00,0.00,0.00,0.00
1974:Q1,18712.00,0.00,19156.00,ND,ND,-444.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34368.00,4840.00,9004.00,748.00,22432.00,ND,ND,1736.00,ND,ND,0.00,ND,ND,0.00,0.00,460.00,0.00,36.00,344.00,-5632.00,0.00,0.00,0.00,0.00,400.00,-15656.00,0.00,0.00,0.00
1974:Q2,23772.00,0.00,21708.00,ND,ND,2064.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8448.00,-9704.00,-10992.00,1248.00,9440.00,ND,ND,-632.00,ND,ND,0.00,ND,ND,0.00,0.00,480.00,0.00,40.00,456.00,1316.00,0.00,0.00,0.00,0.00,-100.00,32220.00,0.00,0.00,0.00
1974:Q3,6272.00,0.00,5492.00,ND,ND,780.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19796.00,-5664.00,13324.00,888.00,9224.00,ND,ND,992.00,ND,ND,0.00,ND,ND,0.00,0.00,516.00,0.00,124.00,-712.00,1204.00,0.00,0.00,0.00,0.00,-100.00,-13524.00,0.00,0.00,0.00
1974:Q4,6564.00,0.00,5460.00,ND,ND,1104.00,ND,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-20120.00,-12580.00,-18360.00,2212.00,11596.00,ND,ND,-1736.00,ND,ND,0.00,ND,ND,0.00,0.00,588.00,0.00,168.00,-1144.00,-764.00,0.00,0.00,0.00,0.00,-100.00,26684.00,0.00,0.00,0.00
1975:Q1,6060.00,0.00,3140.00,ND,ND,-280.00,ND,ND,0.00,0.00,0.00,0.00,0.00,3200.00,0.00,0.00,19568.00,1980.00,8848.00,-460.00,7180.00,ND,ND,1104.00,ND,ND,0.00,ND,ND,0.00,0.00,680.00,0.00,216.00,544.00,-2424.00,0.00,2000.00,0.00,0.00,-100.00,-13508.00,0.00,0.00,0.00
1975:Q2,6384.00,0.00,2640.00,ND,ND,544.00,ND,ND,0.00,0.00,0.00,0.00,0.00,3200.00,0.00,0.00,4256.00,-2636.00,-3812.00,496.00,5716.00,ND,ND,-816.00,ND,ND,0.00,ND,ND,0.00,0.00,1456.00,0.00,32.00,-792.00,2712.00,0.00,2000.00,0.00,0.00,-100.00,2128.00,0.00,0.00,0.00
1975:Q3,-29984.00,0.00,-31428.00,ND,ND,-1356.00,ND,ND,0.00,0.00,0.00,0.00,0.00,2800.00,0.00,0.00,-34392.00,76.00,7784.00,-304.00,-42648.00,ND,ND,1652.00,ND,ND,0.00,ND,ND,0.00,0.00,1868.00,0.00,0.00,-1076.00,-3692.00,0.00,2000.00,0.00,0.00,-52.00,4408.00,0.00,0.00,0.00
1975:Q4,2276.00,0.00,-2320.00,ND,ND,1796.00,ND,ND,0.00,0.00,0.00,0.00,0.00,2800.00,0.00,0.00,9252.00,1504.00,-16104.00,1652.00,16436.00,ND,ND,-700.00,ND,ND,0.00,ND,ND,0.00,0.00,1216.00,0.00,-20.00,1060.00,2256.00,0.00,2000.00,0.00,0.00,-48.00,-6976.00,0.00,0.00,0.00
1976:Q1,20052.00,0.00,16964.00,ND,ND,-604.00,ND,ND,0.00,0.00,0.00,0.00,0.00,3692.00,0.00,0.00,11412.00,7672.00,2260.00,4988.00,-5264.00,ND,ND,996.00,ND,ND,0.00,ND,ND,0.00,0.00,156.00,0.00,-12.00,-2472.00,1224.00,0.00,1964.00,0.00,0.00,-100.00,8640.00,0.00,0.00,0.00
1976:Q2,12832.00,0.00,10016.00,ND,ND,-104.00,ND,ND,0.00,0.00,0.00,0.00,0.00,2920.00,0.00,0.00,1916.00,-7112.00,6060.00,6620.00,-3872.00,ND,ND,-160.00,ND,ND,0.00,ND,ND,0.00,0.00,-980.00,0.00,0.00,76.00,-1524.00,0.00,2860.00,0.00,0.00,-52.00,10916.00,0.00,0.00,0.00
1976:Q3,36376.00,0.00,18740.00,ND,ND,264.00,ND,ND,0.00,0.00,0.00,0.00,0.00,17372.00,0.00,0.00,15112.00,2528.00,2288.00,3152.00,7704.00,ND,ND,-500.00,ND,ND,0.00,ND,ND,0.00,0.00,984.00,0.00,-40.00,-688.00,-1568.00,0.00,1300.00,0.00,0.00,-48.00,21264.00,0.00,0.00,0.00
1976:Q4,26912.00,0.00,25676.00,ND,ND,2344.00,ND,ND,0.00,0.00,0.00,0.00,0.00,-1108.00,0.00,0.00,36936.00,-2008.00,-9788.00,-2336.00,37644.00,ND,ND,844.00,ND,ND,0.00,ND,ND,0.00,0.00,1400.00,0.00,8.00,1012.00,3008.00,0.00,7252.00,0.00,0.00,-100.00,-10024.00,0.00,0.00,0.00
1977:Q1,21572.00,0.00,14952.00,ND,ND,-312.00,ND,ND,0.00,0.00,0.00,0.00,0.00,6932.00,0.00,0.00,-3332.00,968.00,2084.00,-16816.00,1420.00,ND,ND,116.00,ND,ND,0.00,ND,ND,0.00,0.00,2332.00,0.00,-8.00,-132.00,2136.00,0.00,4668.00,0.00,0.00,-100.00,24904.00,0.00,0.00,0.00
1977:Q2,19276.00,0.00,12272.00,ND,ND,924.00,ND,ND,0.00,0.00,0.00,0.00,0.00,6080.00,0.00,0.00,24688.00,588.00,5416.00,17772.00,-8664.00,ND,ND,860.00,ND,ND,0.00,ND,ND,0.00,0.00,64.00,0.00,60.00,1508.00,3232.00,0.00,3904.00,0.00,0.00,-52.00,-5412.00,0.00,0.00,0.00
1977:Q3,22364.00,0.00,18316.00,ND,ND,228.00,ND,ND,0.00,0.00,0.00,0.00,0.00,3820.00,0.00,0.00,12776.00,1276.00,2860.00,-8928.00,3832.00,ND,ND,2748.00,ND,ND,0.00,ND,ND,0.00,0.00,1872.00,0.00,28.00,772.00,-1128.00,0.00,9492.00,0.00,0.00,-48.00,9588.00,0.00,0.00,0.00
1977:Q4,5472.00,0.00,14628.00,ND,ND,2856.00,ND,ND,0.00,0.00,0.00,0.00,0.00,-12012.00,0.00,0.00,19128.00,-208.00,-10740.00,1892.00,31668.00,ND,ND,-588.00,ND,ND,0.00,ND,ND,0.00,0.00,-344.00,0.00,440.00,-100.00,-3616.00,0.00,824.00,0.00,0.00,-100.00,-13656.00,0.00,0.00,0.00
1978:Q1,54748.00,0.00,27400.00,ND,ND,-408.00,ND,ND,0.00,0.00,0.00,0.00,0.00,27756.00,0.00,0.00,3768.00,1044.00,2352.00,-1396.00,-13392.00,ND,ND,-324.00,ND,ND,0.00,ND,ND,0.00,0.00,2204.00,0.00,-176.00,1812.00,5848.00,0.00,2996.00,0.00,0.00,2800.00,50980.00,0.00,0.00,0.00
1978:Q2,3756.00,0.00,3852.00,ND,ND,1948.00,ND,ND,0.00,0.00,0.00,0.00,0.00,-2044.00,0.00,0.00,10440.00,-416.00,5528.00,2832.00,-4740.00,ND,ND,1236.00,ND,ND,0.00,ND,ND,0.00,0.00,-528.00,0.00,292.00,108.00,-676.00,0.00,4268.00,0.00,0.00,2536.00,-6684.00,0.00,0.00,0.00
1978:Q3,11416.00,0.00,9816.00,ND,ND,1088.00,ND,ND,0.00,0.00,0.00,0.00,0.00,512.00,0.00,0.00,-1136.00,-936.00,1916.00,104.00,-9952.00,ND,ND,1436.00,ND,ND,0.00,ND,ND,0.00,0.00,1408.00,0.00,152.00,-1544.00,992.00,0.00,5172.00,0.00,0.00,116.00,12552.00,0.00,0.00,0.00
1978:Q4,-10944.00,0.00,1256.00,ND,ND,7984.00,ND,ND,0.00,0.00,0.00,0.00,0.00,-20184.00,0.00,0.00,46752.00,1884.00,6716.00,-7548.00,26644.00,ND,ND,1000.00,ND,ND,0.00,ND,ND,0.00,0.00,1788.00,0.00,52.00,1816.00,-472.00,0.00,11820.00,0.00,0.00,3052.00,-57696.00,0.00,0.00,0.00
1979:Q1,91164.00,0.00,58516.00,ND,ND,-3276.00,ND,ND,0.00,0.00,0.00,0.00,0.00,35924.00,0.00,0.00,35940.00,3700.00,6500.00,4348.00,9752.00,ND,ND,1488.00,ND,ND,0.00,ND,ND,0.00,0.00,1272.00,0.00,244.00,-164.00,8888.00,0.00,832.00,0.00,0.00,-920.00,55224.00,0.00,0.00,0.00
1979:Q2,67016.00,0.00,30124.00,ND,ND,1872.00,ND,ND,0.00,0.00,0.00,0.00,0.00,35020.00,0.00,0.00,66540.00,-1940.00,16868.00,12976.00,18728.00,ND,ND,420.00,ND,ND,0.00,ND,ND,0.00,0.00,948.00,0.00,1392.00,8.00,-4684.00,0.00,17812.00,0.00,0.00,4012.00,476.00,0.00,0.00,0.00
1979:Q3,15912.00,0.00,13424.00,ND,ND,6432.00,ND,ND,0.00,0.00,0.00,0.00,0.00,-3944.00,0.00,0.00,35416.00,-1056.00,10112.00,-10804.00,28940.00,ND,ND,1468.00,ND,ND,0.00,ND,ND,0.00,0.00,168.00,0.00,1972.00,324.00,-4660.00,0.00,8724.00,0.00,0.00,228.00,-19504.00,0.00,0.00,0.00
1979:Q4,-49016.00,0.00,-14716.00,ND,ND,5232.00,ND,ND,0.00,0.00,0.00,0.00,0.00,-39532.00,0.00,0.00,31252.00,1724.00,5012.00,-4280.00,892.00,ND,ND,1968.00,ND,ND,0.00,ND,ND,0.00,0.00,944.00,0.00,4648.00,-468.00,2712.00,0.00,14672.00,0.00,0.00,3428.00,-80268.00,0.00,0.00,0.00
1980:Q1,15672.00,0.00,-5252.00,ND,ND,4580.00,ND,ND,0.00,0.00,0.00,0.00,0.00,16344.00,0.00,0.00,-23372.00,-3128.00,8928.00,7068.00,-8544.00,ND,ND,1924.00,ND,ND,344.00,ND,ND,0.00,0.00,844.00,0.00,888.00,512.00,-1780.00,0.00,-28972.00,0.00,0.00,-1456.00,39044.00,0.00,0.00,0.00
1980:Q2,80536.00,0.00,56680.00,ND,ND,2380.00,ND,ND,0.00,0.00,0.00,0.00,0.00,21476.00,0.00,0.00,93316.00,2756.00,13948.00,1840.00,32576.00,ND,ND,2604.00,ND,ND,468.00,ND,ND,0.00,0.00,840.00,0.00,4348.00,-904.00,13592.00,0.00,19260.00,0.00,0.00,1988.00,-12780.00,0.00,0.00,0.00
1980:Q3,12888.00,0.00,35972.00,ND,ND,-10232.00,ND,ND,0.00,0.00,0.00,0.00,0.00,-12852.00,0.00,0.00,11448.00,1680.00,11012.00,-2764.00,17272.00,ND,ND,940.00,ND,ND,984.00,ND,ND,0.00,0.00,1184.00,0.00,-3252.00,1788.00,-9768.00,0.00,-8756.00,0.00,0.00,1128.00,1440.00,0.00,0.00,0.00
1980:Q4,14672.00,0.00,4600.00,ND,ND,4808.00,ND,ND,0.00,0.00,0.00,0.00,0.00,5264.00,0.00,0.00,50260.00,1776.00,-13024.00,-2280.00,-324.00,ND,ND,3684.00,ND,ND,1132.00,ND,ND,0.00,0.00,-428.00,0.00,10940.00,596.00,5168.00,0.00,43552.00,0.00,0.00,-532.00,-35588.00,0.00,0.00,0.00
1981:Q1,93964.00,0.00,41164.00,ND,ND,6572.00,ND,ND,0.00,0.00,0.00,0.00,0.00,46228.00,0.00,0.00,-6632.00,-1712.00,552.00,1796.00,28856.00,ND,ND,-4692.00,ND,ND,1588.00,ND,ND,0.00,0.00,-564.00,0.00,-2600.00,-2168.00,3728.00,0.00,-30140.00,0.00,0.00,-1276.00,100596.00,0.00,0.00,0.00
1981:Q2,4284.00,0.00,10804.00,ND,ND,-6928.00,ND,ND,0.00,0.00,0.00,0.00,0.00,408.00,0.00,0.00,15824.00,-2136.00,-3336.00,152.00,-14316.00,ND,ND,7428.00,ND,ND,1988.00,ND,ND,0.00,0.00,472.00,0.00,10228.00,1068.00,-692.00,0.00,17156.00,0.00,0.00,-2188.00,-11540.00,0.00,0.00,0.00
1981:Q3,15272.00,0.00,4480.00,ND,ND,6800.00,ND,ND,0.00,0.00,0.00,0.00,0.00,3992.00,0.00,0.00,34632.00,-5644.00,4056.00,-7144.00,2084.00,ND,ND,388.00,ND,ND,1304.00,ND,ND,0.00,0.00,680.00,0.00,10256.00,472.00,9776.00,0.00,18916.00,0.00,0.00,-512.00,-19360.00,0.00,0.00,0.00
1981:Q4,172596.00,0.00,84552.00,ND,ND,26200.00,ND,ND,0.00,0.00,0.00,0.00,0.00,61844.00,0.00,0.00,157688.00,1080.00,-14616.00,6596.00,79480.00,ND,ND,8036.00,ND,ND,1780.00,ND,ND,0.00,0.00,-1068.00,0.00,17660.00,336.00,1060.00,0.00,53332.00,0.00,0.00,4012.00,14908.00,0.00,0.00,0.00
1982:Q1,-9332.00,0.00,11808.00,ND,ND,-344.00,ND,ND,0.00,0.00,0.00,0.00,0.00,-20796.00,0.00,0.00,-58600.00,144.00,-7060.00,6812.00,-7836.00,ND,ND,-8596.00,ND,ND,-1492.00,ND,ND,0.00,0.00,-2120.00,0.00,11024.00,224.00,16.00,0.00,-51580.00,0.00,0.00,1864.00,49268.00,0.00,0.00,0.00
1982:Q2,-14260.00,0.00,-14752.00,ND,ND,-1232.00,ND,ND,0.00,0.00,0.00,0.00,0.00,1724.00,0.00,0.00,30292.00,2528.00,6216.00,-7040.00,-10392.00,ND,ND,3328.00,ND,ND,952.00,ND,ND,0.00,0.00,448.00,0.00,-2188.00,1028.00,5836.00,0.00,26672.00,0.00,0.00,2904.00,-44552.00,0.00,0.00,0.00
