1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1982:Q3,82344.00,0.00,33224.00,ND,ND,14472.00,ND,ND,0.00,0.00,0.00,0.00,0.00,34648.00,0.00,0.00,85060.00,3412.00,5004.00,13672.00,24156.00,ND,ND,-12368.00,ND,ND,2368.00,ND,ND,0.00,0.00,3232.00,0.00,8672.00,-1684.00,2888.00,0.00,34612.00,0.00,0.00,1096.00,-2716.00,0.00,0.00,0.00
1982:Q4,81968.00,0.00,26668.00,ND,ND,-10204.00,ND,ND,0.00,0.00,0.00,0.00,0.00,65504.00,0.00,0.00,42952.00,-3480.00,5540.00,-5072.00,60108.00,ND,ND,7652.00,ND,ND,1328.00,ND,ND,0.00,0.00,228.00,0.00,-10728.00,-204.00,12776.00,0.00,-25660.00,0.00,0.00,464.00,39016.00,0.00,0.00,0.00
1983:Q1,-46028.00,0.00,-4916.00,ND,ND,1200.00,ND,ND,0.00,0.00,0.00,0.00,0.00,-42312.00,0.00,0.00,8340.00,3372.00,9724.00,-7400.00,-10668.00,ND,ND,5324.00,ND,ND,-4640.00,ND,ND,0.00,0.00,2344.00,656.00,-16992.00,2444.00,2852.00,0.00,21076.00,0.00,0.00,248.00,-54368.00,0.00,0.00,0.00
1983:Q2,14280.00,0.00,2724.00,ND,ND,1084.00,ND,ND,0.00,0.00,0.00,0.00,0.00,10472.00,0.00,0.00,54340.00,2484.00,19620.00,9644.00,-1424.00,ND,ND,-1264.00,ND,ND,872.00,ND,ND,0.00,0.00,4368.00,968.00,6480.00,1216.00,-5380.00,0.00,16868.00,0.00,0.00,-112.00,-40060.00,0.00,0.00,0.00
1983:Q3,92760.00,0.00,17480.00,ND,ND,3016.00,ND,ND,0.00,0.00,0.00,0.00,0.00,72264.00,0.00,0.00,79188.00,-208.00,29492.00,29764.00,-19524.00,ND,ND,-7040.00,ND,ND,4652.00,ND,ND,0.00,0.00,-44.00,1156.00,5092.00,-168.00,-2476.00,0.00,37876.00,0.00,0.00,616.00,13572.00,0.00,0.00,0.00
1983:Q4,58584.00,0.00,29492.00,ND,ND,-14096.00,ND,ND,0.00,0.00,0.00,0.00,0.00,43188.00,0.00,0.00,26000.00,-2396.00,7480.00,-47060.00,-2448.00,ND,ND,11308.00,ND,ND,3452.00,ND,ND,0.00,0.00,896.00,1220.00,-7360.00,-368.00,-4140.00,0.00,63476.00,0.00,0.00,1940.00,32584.00,0.00,0.00,0.00
1984:Q1,73516.00,0.00,49200.00,ND,ND,19580.00,ND,ND,0.00,0.00,0.00,0.00,0.00,4736.00,0.00,0.00,73608.00,3516.00,15664.00,8160.00,22380.00,ND,ND,-4088.00,ND,ND,-772.00,ND,ND,0.00,0.00,-1720.00,1284.00,12300.00,5384.00,2840.00,0.00,10560.00,0.00,0.00,-1900.00,-92.00,0.00,0.00,0.00
1984:Q2,31404.00,0.00,16504.00,ND,ND,-7488.00,ND,ND,0.00,0.00,0.00,0.00,0.00,22388.00,0.00,0.00,85704.00,7160.00,13676.00,4784.00,5860.00,ND,ND,-4248.00,ND,ND,-1812.00,ND,ND,0.00,0.00,-1088.00,1344.00,11260.00,1804.00,-2132.00,0.00,49724.00,0.00,0.00,-628.00,-54300.00,0.00,0.00,0.00
1984:Q3,83968.00,0.00,39316.00,ND,ND,13876.00,ND,ND,0.00,0.00,0.00,0.00,0.00,30776.00,0.00,0.00,32620.00,-7956.00,33068.00,-4832.00,-8552.00,ND,ND,8484.00,ND,ND,1236.00,ND,ND,0.00,0.00,2796.00,1532.00,8340.00,4268.00,1700.00,0.00,-6396.00,0.00,0.00,-1068.00,51348.00,0.00,0.00,0.00
1984:Q4,145548.00,0.00,23748.00,ND,ND,-6300.00,ND,ND,0.00,0.00,0.00,0.00,0.00,128100.00,0.00,0.00,191724.00,-36.00,19420.00,-8092.00,67364.00,ND,ND,-2140.00,ND,ND,2724.00,ND,ND,0.00,0.00,1264.00,1840.00,6992.00,-3228.00,30964.00,0.00,70660.00,0.00,0.00,3992.00,-46176.00,0.00,0.00,0.00
1985:Q1,-99368.00,0.00,-10332.00,ND,ND,8976.00,ND,ND,0.00,0.00,0.00,0.00,0.00,-98012.00,0.00,0.00,-31584.00,16648.00,21704.00,11376.00,-48480.00,ND,ND,-3052.00,ND,ND,-1448.00,ND,ND,0.00,0.00,2956.00,2156.00,-8104.00,-1340.00,-11188.00,0.00,-11600.00,0.00,0.00,-1212.00,-67784.00,0.00,0.00,0.00
1985:Q2,30872.00,0.00,-16784.00,ND,ND,23412.00,ND,ND,0.00,0.00,0.00,0.00,0.00,24244.00,0.00,0.00,94472.00,-15424.00,34672.00,232.00,49168.00,ND,ND,2256.00,ND,ND,8028.00,ND,ND,0.00,0.00,3200.00,2468.00,-14152.00,1412.00,13028.00,0.00,8760.00,0.00,0.00,824.00,-63600.00,0.00,0.00,0.00
1985:Q3,103964.00,0.00,66760.00,ND,ND,-1692.00,ND,ND,0.00,0.00,0.00,0.00,0.00,38896.00,0.00,0.00,110172.00,2276.00,25592.00,-4864.00,22600.00,ND,ND,7988.00,ND,ND,5872.00,ND,ND,0.00,0.00,-1620.00,2656.00,13480.00,2692.00,-92.00,0.00,29764.00,0.00,0.00,3828.00,-6208.00,0.00,0.00,0.00
1985:Q4,241136.00,0.00,89256.00,ND,ND,10880.00,ND,ND,0.00,0.00,0.00,0.00,0.00,141000.00,0.00,0.00,230092.00,-5680.00,2056.00,6088.00,52824.00,ND,ND,-6336.00,ND,ND,2516.00,ND,ND,0.00,0.00,28552.00,2720.00,21952.00,-3436.00,22240.00,0.00,107000.00,0.00,0.00,-404.00,11044.00,0.00,0.00,0.00
1986:Q1,86900.00,0.00,30424.00,ND,ND,-112.00,ND,ND,0.00,0.00,0.00,0.00,0.00,56588.00,0.00,0.00,21684.00,-100.00,1004.00,2744.00,23596.00,ND,ND,-844.00,ND,ND,2212.00,ND,ND,0.00,0.00,332.00,2856.00,-5644.00,13632.00,3664.00,0.00,-25616.00,0.00,0.00,3848.00,65216.00,0.00,0.00,0.00
1986:Q2,108940.00,0.00,22660.00,ND,ND,17220.00,ND,ND,0.00,0.00,0.00,0.00,0.00,69060.00,0.00,0.00,116780.00,-1796.00,5032.00,-13128.00,8396.00,ND,ND,11256.00,ND,ND,8496.00,ND,ND,0.00,0.00,996.00,3064.00,21252.00,-580.00,-912.00,0.00,74584.00,0.00,0.00,120.00,-7840.00,0.00,0.00,0.00
1986:Q3,124344.00,0.00,39328.00,ND,ND,9844.00,ND,ND,0.00,0.00,0.00,0.00,0.00,75172.00,0.00,0.00,154780.00,3368.00,23344.00,29640.00,-35744.00,ND,ND,1060.00,ND,ND,2288.00,ND,ND,0.00,0.00,1376.00,3500.00,-2128.00,1348.00,21804.00,0.00,99596.00,0.00,0.00,5328.00,-30436.00,0.00,0.00,0.00
1986:Q4,91592.00,0.00,75936.00,ND,ND,-8240.00,ND,ND,0.00,0.00,0.00,0.00,0.00,23896.00,0.00,0.00,91252.00,5324.00,-9984.00,23872.00,20284.00,ND,ND,9376.00,ND,ND,-2952.00,ND,ND,0.00,0.00,4040.00,3660.00,10816.00,4976.00,-14608.00,0.00,32344.00,0.00,0.00,4104.00,340.00,0.00,0.00,0.00
1987:Q1,23044.00,0.00,10704.00,ND,ND,13036.00,ND,ND,0.00,0.00,0.00,0.00,0.00,-696.00,0.00,0.00,30372.00,1932.00,10784.00,-44892.00,-9096.00,ND,ND,3992.00,ND,ND,4224.00,ND,ND,0.00,0.00,-748.00,3764.00,11176.00,12036.00,-1192.00,0.00,35044.00,0.00,0.00,3348.00,-7328.00,0.00,0.00,0.00
1987:Q2,20052.00,0.00,-472.00,ND,ND,5388.00,ND,ND,0.00,0.00,0.00,0.00,0.00,15136.00,0.00,0.00,79612.00,-96.00,14072.00,-2892.00,21972.00,ND,ND,-18856.00,ND,ND,-3324.00,ND,ND,0.00,0.00,2404.00,3836.00,4740.00,-1036.00,9384.00,0.00,53120.00,0.00,0.00,-3712.00,-59560.00,0.00,0.00,0.00
1987:Q3,123952.00,0.00,43292.00,ND,ND,-14648.00,ND,ND,0.00,0.00,0.00,0.00,0.00,95308.00,0.00,0.00,113796.00,276.00,21860.00,-6556.00,-37632.00,ND,ND,7944.00,ND,ND,-3608.00,ND,ND,0.00,0.00,-228.00,3036.00,7144.00,8320.00,-14556.00,0.00,119684.00,0.00,0.00,8112.00,10156.00,0.00,0.00,0.00
1987:Q4,-154396.00,0.00,17420.00,ND,ND,-16980.00,ND,ND,0.00,0.00,0.00,0.00,0.00,-154836.00,0.00,0.00,-122648.00,-8956.00,1008.00,10164.00,-16332.00,ND,ND,10808.00,ND,ND,-3824.00,ND,ND,0.00,0.00,-3120.00,1372.00,5376.00,-12468.00,-2464.00,0.00,-105440.00,0.00,0.00,1228.00,-31748.00,0.00,0.00,0.00
1988:Q1,208620.00,0.00,45120.00,ND,ND,58340.00,ND,ND,0.00,0.00,0.00,0.00,0.00,105160.00,0.00,0.00,168408.00,1184.00,-11068.00,192.00,65180.00,ND,ND,-10392.00,ND,ND,-9736.00,ND,ND,0.00,0.00,20.00,-100.00,-2728.00,20632.00,47336.00,0.00,72320.00,0.00,0.00,-4432.00,40212.00,0.00,0.00,0.00
1988:Q2,17212.00,0.00,3040.00,ND,ND,20224.00,ND,ND,0.00,0.00,0.00,0.00,0.00,-6052.00,0.00,0.00,44852.00,-2332.00,16240.00,31396.00,-22104.00,ND,ND,8408.00,ND,ND,11832.00,ND,ND,0.00,0.00,6772.00,-1388.00,-1168.00,-12276.00,-17344.00,0.00,27092.00,0.00,0.00,-276.00,-27640.00,0.00,0.00,0.00
1988:Q3,160132.00,0.00,55044.00,ND,ND,-17900.00,ND,ND,0.00,0.00,0.00,0.00,0.00,122988.00,0.00,0.00,182112.00,2480.00,2300.00,13396.00,8264.00,ND,ND,-6560.00,ND,ND,-1452.00,ND,ND,0.00,0.00,-808.00,-1728.00,-1940.00,12168.00,11436.00,0.00,137680.00,0.00,0.00,6876.00,-21980.00,0.00,0.00,0.00
1988:Q4,-159868.00,0.00,-39216.00,ND,ND,-25412.00,ND,ND,0.00,0.00,0.00,0.00,0.00,-95240.00,0.00,0.00,-130848.00,5144.00,-11528.00,-37384.00,-58392.00,ND,ND,20576.00,ND,ND,-104.00,ND,ND,0.00,0.00,2572.00,-1140.00,15364.00,-1092.00,-15056.00,0.00,-47348.00,0.00,0.00,-2460.00,-29020.00,0.00,0.00,0.00
1989:Q1,289902.00,0.00,102096.00,ND,ND,5050.00,ND,ND,0.00,0.00,0.00,0.00,0.00,182756.00,0.00,0.00,243576.00,-4948.00,31912.00,11368.00,55324.00,ND,ND,-24912.00,ND,ND,-4973.00,ND,ND,0.00,0.00,3952.00,548.00,-696.00,-556.00,27732.00,0.00,143368.00,0.00,0.00,5456.00,46326.00,0.00,0.00,0.00
1989:Q2,304479.00,0.00,-24.00,ND,ND,26375.00,ND,ND,0.00,0.00,0.00,0.00,0.00,278128.00,0.00,0.00,315060.00,-880.00,9460.00,4676.00,23184.00,ND,ND,-3696.00,ND,ND,3746.00,ND,ND,0.00,0.00,1784.00,132.00,22606.00,5304.00,78540.00,0.00,158896.00,0.00,0.00,11308.00,-10581.00,0.00,0.00,0.00
1989:Q3,-155474.00,0.00,-78524.00,ND,ND,-11126.00,ND,ND,0.00,0.00,0.00,0.00,0.00,-65824.00,0.00,0.00,-145175.00,-4300.00,13532.00,4644.00,-42624.00,ND,ND,21952.00,ND,ND,8943.00,ND,ND,0.00,0.00,4272.00,692.00,5674.00,-1280.00,-6516.00,0.00,-149548.00,0.00,0.00,-616.00,-10300.00,0.00,0.00,0.00
1989:Q4,-65295.00,0.00,-45180.00,ND,ND,-8255.00,ND,ND,0.00,0.00,0.00,0.00,0.00,-11860.00,0.00,0.00,-47521.00,1336.00,9680.00,-39664.00,56980.00,ND,ND,-948.00,ND,ND,4783.00,ND,ND,0.00,0.00,-1084.00,-3292.00,25024.00,-5040.00,12288.00,0.00,-131868.00,120.00,0.00,24164.00,-17774.00,0.00,0.00,0.00
1990:Q1,-2550.00,0.00,13048.00,ND,ND,59758.00,ND,ND,0.00,0.00,0.00,0.00,0.00,-75356.00,0.00,0.00,40512.00,-2988.00,1444.00,43792.00,10692.00,ND,ND,-8364.00,ND,ND,8594.00,ND,ND,0.00,0.00,160.00,1064.00,-43489.00,1220.00,-8392.00,0.00,39808.00,400.00,0.00,-3428.00,-43063.00,0.00,0.00,0.00
1990:Q2,-18264.00,0.00,-41356.00,ND,ND,73320.00,ND,ND,0.00,0.00,0.00,0.00,0.00,-50228.00,0.00,0.00,-2861.00,-944.00,12644.00,-9712.00,1064.00,ND,ND,7632.00,ND,ND,2030.00,ND,ND,0.00,0.00,-1404.00,5764.00,13212.00,92.00,7252.00,0.00,-37460.00,400.00,0.00,-3432.00,-15403.00,0.00,0.00,0.00
1990:Q3,-32754.00,0.00,-33424.00,ND,ND,-26626.00,ND,ND,0.00,0.00,0.00,0.00,0.00,27296.00,0.00,0.00,63857.00,3968.00,1580.00,9900.00,-13752.00,ND,ND,6388.00,ND,ND,515.00,ND,ND,0.00,0.00,-1428.00,1640.00,43995.00,3572.00,-36340.00,0.00,46832.00,416.00,0.00,-3428.00,-96612.00,0.00,0.00,0.00
1990:Q4,-67947.00,0.00,-118380.00,ND,ND,-48291.00,ND,ND,0.00,0.00,0.00,0.00,0.00,98724.00,0.00,0.00,-55081.00,-2620.00,7256.00,20972.00,-5396.00,ND,ND,-8256.00,ND,ND,-2731.00,ND,ND,0.00,0.00,-2568.00,1652.00,2826.00,-1224.00,65072.00,0.00,-127024.00,392.00,0.00,-3432.00,-12866.00,0.00,0.00,0.00
1991:Q1,28180.00,0.00,-51604.00,ND,ND,25020.00,ND,ND,0.00,0.00,0.00,0.00,0.00,54764.00,0.00,0.00,102789.00,-3252.00,-8396.00,-33228.00,6568.00,ND,ND,-9988.00,ND,ND,-1973.00,ND,ND,0.00,0.00,-1516.00,6208.00,20110.00,4044.00,5716.00,0.00,116396.00,928.00,0.00,1172.00,-74609.00,0.00,0.00,0.00
1991:Q2,143246.00,0.00,-35444.00,ND,ND,49474.00,ND,ND,0.00,0.00,0.00,0.00,0.00,129216.00,0.00,0.00,129620.00,424.00,19876.00,-17800.00,7328.00,ND,ND,27252.00,ND,ND,-5255.00,ND,ND,0.00,0.00,3656.00,10920.00,2383.00,-1664.00,7360.00,0.00,69968.00,4004.00,0.00,1168.00,13626.00,0.00,0.00,0.00
1991:Q3,181087.00,0.00,12008.00,ND,ND,-1509.00,ND,ND,0.00,0.00,0.00,0.00,0.00,170440.00,148.00,0.00,188020.00,820.00,3880.00,13672.00,47392.00,ND,ND,9888.00,ND,ND,-3304.00,ND,ND,0.00,0.00,5728.00,17420.00,14120.00,-1224.00,16100.00,0.00,61708.00,648.00,0.00,1172.00,-6933.00,0.00,0.00,0.00
1991:Q4,-271265.00,0.00,-73056.00,ND,ND,-24625.00,ND,ND,0.00,0.00,0.00,0.00,0.00,-173600.00,16.00,0.00,-243125.00,-60.00,11324.00,27536.00,-77968.00,ND,ND,5876.00,ND,ND,4928.00,ND,ND,0.00,0.00,7064.00,-8008.00,183.00,-16532.00,-33660.00,0.00,-163276.00,-1704.00,0.00,1172.00,-28140.00,0.00,0.00,0.00
1992:Q1,166415.00,0.00,60992.00,ND,ND,21943.00,ND,ND,0.00,0.00,0.00,0.00,1592.00,81900.00,-12.00,0.00,140164.00,6364.00,-10616.00,-35176.00,55088.00,ND,ND,-7280.00,ND,ND,-12390.00,ND,ND,0.00,0.00,-704.00,1724.00,26331.00,-728.00,4832.00,0.00,70316.00,-2880.00,0.00,45284.00,26251.00,0.00,0.00,0.00
1992:Q2,153703.00,0.00,-72224.00,ND,ND,45063.00,ND,ND,0.00,0.00,0.00,0.00,1892.00,178944.00,28.00,0.00,150655.00,2644.00,26248.00,-31672.00,-54180.00,ND,ND,14848.00,ND,ND,473.00,ND,ND,0.00,0.00,512.00,5544.00,6818.00,3928.00,-5276.00,0.00,167132.00,3452.00,0.00,10184.00,3048.00,0.00,0.00,0.00
1992:Q3,297101.00,0.00,78540.00,ND,ND,-71759.00,ND,ND,0.00,0.00,0.00,0.00,2032.00,287900.00,388.00,0.00,251587.00,-2712.00,-668.00,100508.00,13488.00,ND,ND,35556.00,ND,ND,267.00,ND,ND,0.00,0.00,668.00,11552.00,-24260.00,14228.00,17168.00,0.00,91860.00,-520.00,0.00,-5548.00,45515.00,0.00,0.00,0.00
1992:Q4,-65919.00,0.00,16320.00,ND,ND,-37447.00,ND,ND,0.00,0.00,0.00,0.00,2016.00,-46656.00,-152.00,0.00,54.00,7452.00,3468.00,-64872.00,28048.00,ND,ND,-2536.00,ND,ND,13059.00,ND,ND,0.00,0.00,272.00,4428.00,-13513.00,-13572.00,-20692.00,0.00,25548.00,-548.00,0.00,33512.00,-65973.00,0.00,0.00,0.00
1993:Q1,319578.00,0.00,78840.00,ND,ND,3186.00,ND,ND,0.00,0.00,0.00,0.00,2128.00,235468.00,-44.00,0.00,80281.00,-4608.00,11104.00,20824.00,-39100.00,ND,ND,-8212.00,ND,ND,-21007.00,ND,ND,0.00,0.00,3748.00,2156.00,6167.00,884.00,-37092.00,0.00,127728.00,-1836.00,0.00,19524.00,239297.00,0.00,0.00,0.00
1993:Q2,-53902.00,0.00,-38916.00,ND,ND,-6790.00,ND,ND,0.00,0.00,0.00,0.00,2368.00,-11204.00,640.00,0.00,8686.00,-3336.00,-6624.00,8788.00,-24780.00,ND,ND,25280.00,ND,ND,-139.00,ND,ND,0.00,0.00,1752.00,4500.00,-14748.00,2880.00,-30948.00,0.00,30468.00,572.00,0.00,15020.00,-62588.00,0.00,0.00,0.00
1993:Q3,352472.00,0.00,87256.00,ND,ND,-5244.00,ND,ND,0.00,0.00,0.00,0.00,2256.00,268720.00,-516.00,0.00,248722.00,-4432.00,6672.00,1388.00,3676.00,ND,ND,-424.00,ND,ND,-2120.00,ND,ND,0.00,0.00,-2856.00,-25828.00,31761.00,1504.00,-3864.00,0.00,226900.00,-2456.00,0.00,18800.00,103750.00,0.00,0.00,0.00
1993:Q4,-105608.00,0.00,-13496.00,ND,ND,-32500.00,ND,ND,0.00,0.00,0.00,0.00,1792.00,-60996.00,-408.00,0.00,18300.00,2172.00,31632.00,-10528.00,14072.00,ND,ND,33120.00,ND,ND,2929.00,ND,ND,0.00,0.00,1016.00,2248.00,-22145.00,-6600.00,6928.00,0.00,-52556.00,1708.00,0.00,14304.00,-123908.00,0.00,0.00,0.00
1994:Q1,271480.00,0.00,71220.00,ND,ND,22364.00,ND,ND,0.00,0.00,0.00,0.00,6324.00,171164.00,408.00,0.00,214057.00,292.00,-21288.00,1380.00,-8012.00,ND,ND,-37936.00,ND,ND,-910.00,ND,ND,0.00,0.00,-4724.00,-200.00,9051.00,19604.00,14388.00,0.00,245776.00,-1368.00,0.00,-1996.00,57423.00,0.00,0.00,0.00
