1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2012:Q2,166510.00,-32366.00,204465.00,8307.00,12183.00,-26079.00,166510.00,271559.00,-4443.00,64821.00,204500.00,6681.00,-114925.00,-19560.00,0.00,-38758.00,47030.00,-47189.00,-23171.00,6024.00,4122.00,-31264.00,-12159.00,9876.00,166510.00,220777.00,203500.00,4855.00,1053.00,-1472.00,12841.00,-27587.00,11994.00,10402.00,-7726.00,-691.00,3806.00,181.00,-44258.00,35713.00,12195.00,-4088.00,-73271.00,81296.00,994.00,18435.00,-53190.00,-1179.00,1999.00,19595.00,-12493.00,-38135.00,10834.00,-26680.00
2012:Q3,359852.00,-4734.00,249578.00,2145.00,-11551.00,124414.00,359852.00,339310.00,-3417.00,100027.00,249504.00,-6804.00,-72662.00,-38978.00,0.00,-28298.00,30517.00,-41745.00,-1968.00,4074.00,-16308.00,12146.00,7898.00,93204.00,359852.00,-63155.00,-82383.00,9263.00,1054.00,-97.00,9008.00,232093.00,-42718.00,55970.00,21859.00,-669.00,-1463.00,891.00,30689.00,35714.00,24858.00,-7973.00,-9621.00,129029.00,2303.00,7606.00,-34494.00,-1956.00,-1584.00,60294.00,-10409.00,-6432.00,-19801.00,190914.00
2012:Q4,454643.00,-4889.00,344234.00,10004.00,-6286.00,111580.00,454643.00,424268.00,-4203.00,89154.00,344719.00,-5402.00,-35837.00,-3899.00,0.00,-18852.00,28371.00,-22258.00,-42016.00,7228.00,4332.00,18040.00,-6783.00,66212.00,454643.00,-50047.00,-56172.00,-2492.00,1053.00,-27.00,7591.00,361394.00,105912.00,36999.00,5697.00,-1470.00,-2770.00,-2508.00,19797.00,35712.00,35575.00,5684.00,59842.00,90058.00,2052.00,10107.00,-32359.00,-537.00,-6614.00,-18999.00,55538.00,-5028.00,-31294.00,143296.00
2013:Q1,503150.00,48818.00,348077.00,35865.00,5769.00,64621.00,503150.00,440861.00,-1592.00,89737.00,347824.00,4892.00,-22011.00,-41568.00,0.00,10785.00,25333.00,-27749.00,-12305.00,2559.00,-1059.00,-10195.00,32188.00,84300.00,503150.00,-129646.00,-103588.00,-24703.00,129.00,-44.00,-1440.00,466148.00,269827.00,35771.00,-20009.00,235.00,11411.00,8996.00,17806.00,22442.00,7946.00,8765.00,-19869.00,148874.00,3520.00,7148.00,-10020.00,-2069.00,-3702.00,-8428.00,-47201.00,3475.00,31230.00,166648.00
2013:Q2,-90257.00,-10625.00,-104780.00,68882.00,-15286.00,-28448.00,-90257.00,-70486.00,-3076.00,53732.00,-104444.00,-16698.00,-52276.00,-33672.00,0.00,34169.00,34377.00,-184045.00,-5985.00,135862.00,13962.00,-41782.00,-5162.00,32505.00,-90257.00,-180418.00,-165837.00,5628.00,129.00,-20.00,-20318.00,77717.00,274488.00,-2278.00,-23382.00,-256.00,5268.00,5906.00,19898.00,22442.00,-98267.00,30842.00,-10987.00,-18999.00,3606.00,3394.00,-19901.00,74.00,-4921.00,-18180.00,-90839.00,8054.00,-8245.00,12444.00
2013:Q3,208646.00,-13724.00,52070.00,52748.00,-37626.00,155178.00,208646.00,145812.00,-4475.00,127305.00,52206.00,-29224.00,10132.00,-25637.00,0.00,10057.00,42555.00,-36283.00,11378.00,9623.00,-6946.00,13051.00,-7666.00,52702.00,208646.00,-48157.00,-14972.00,1147.00,129.00,-13.00,-34448.00,124184.00,261118.00,-6129.00,2728.00,813.00,-4291.00,5159.00,13513.00,22443.00,-112150.00,24015.00,21270.00,-44042.00,-304.00,4348.00,-20553.00,-1210.00,-107.00,-20730.00,-19391.00,1921.00,-4237.00,132619.00
2013:Q4,730080.00,-25262.00,562324.00,80435.00,-20263.00,132846.00,730080.00,564433.00,-5218.00,23204.00,561713.00,-15266.00,129092.00,-1824.00,0.00,52526.00,28520.00,-26698.00,793.00,28050.00,16277.00,23147.00,8301.00,36555.00,730080.00,-144738.00,-142256.00,4749.00,128.00,-5.00,-7354.00,632963.00,281135.00,63294.00,-9755.00,684.00,-7832.00,-275.00,41493.00,22441.00,310321.00,26126.00,38489.00,25088.00,-1301.00,-2401.00,-44102.00,2053.00,-2032.00,-42385.00,-28860.00,2482.00,-41700.00,241855.00
2014:Q1,285865.00,40560.00,249908.00,-73115.00,-11810.00,80322.00,285865.00,345511.00,-1151.00,107079.00,249424.00,-9841.00,-84615.00,-8111.00,0.00,-88873.00,16242.00,-40810.00,-23702.00,29890.00,10327.00,5146.00,15276.00,24969.00,285865.00,-39743.00,-52440.00,14152.00,426.00,-2.00,-1879.00,186534.00,213898.00,47792.00,540.00,520.00,4671.00,3759.00,16395.00,5404.00,-11054.00,9991.00,-91846.00,-14501.00,-290.00,11002.00,-4813.00,52.00,3893.00,-9841.00,-25737.00,-3679.00,30378.00,139074.00
2014:Q2,207215.00,13325.00,-43582.00,53414.00,-4343.00,188401.00,207215.00,19341.00,-836.00,67068.00,-43550.00,-3341.00,76571.00,-4925.00,0.00,39214.00,14168.00,-14306.00,5231.00,11267.00,-9346.00,23456.00,11812.00,111303.00,207215.00,-38631.00,-58936.00,-3154.00,427.00,-19.00,23051.00,172446.00,138079.00,44066.00,-2037.00,-1297.00,405.00,668.00,20141.00,5406.00,5165.00,9839.00,-134350.00,76182.00,-498.00,12176.00,-8978.00,259.00,619.00,9959.00,-20757.00,6895.00,10504.00,73400.00
2014:Q3,363792.00,-9417.00,230442.00,59036.00,-35294.00,119025.00,363792.00,266481.00,-2656.00,69585.00,230264.00,-30712.00,80503.00,-4217.00,0.00,35622.00,23592.00,3904.00,6730.00,4252.00,10521.00,-12978.00,13077.00,16808.00,363792.00,-9348.00,12099.00,-2342.00,427.00,0.00,-19532.00,215933.00,80038.00,73449.00,-7565.00,-203.00,-3256.00,10080.00,18523.00,5408.00,25181.00,6627.00,31417.00,7380.00,-2077.00,6320.00,-3134.00,2882.00,-2523.00,-5406.00,-46072.00,9345.00,9519.00,157207.00
2014:Q4,478188.00,-65713.00,299272.00,110823.00,9023.00,124783.00,478188.00,371258.00,-2052.00,65257.00,299789.00,8264.00,97159.00,47.00,0.00,89316.00,20990.00,-6384.00,13723.00,1449.00,-22.00,-7630.00,-14330.00,9771.00,478188.00,65481.00,47226.00,2872.00,426.00,0.00,14957.00,250364.00,48700.00,76177.00,-5464.00,-267.00,-10801.00,-735.00,7634.00,5403.00,67194.00,-6141.00,70584.00,24004.00,162.00,22051.00,-2009.00,2323.00,4010.00,12940.00,3377.00,-12742.00,-56036.00,162343.00
2015:Q1,151651.00,22307.00,18178.00,-43447.00,27910.00,126703.00,151651.00,164046.00,-423.00,123787.00,17935.00,22747.00,-45773.00,-19861.00,0.00,-40886.00,-2318.00,7858.00,9674.00,261.00,-16466.00,-11357.00,27322.00,33378.00,151651.00,53654.00,36337.00,-5728.00,926.00,0.00,22119.00,21497.00,-8507.00,69972.00,-8473.00,-45.00,5321.00,7550.00,27047.00,12001.00,-108217.00,-9937.00,-51336.00,64864.00,615.00,19418.00,-6465.00,681.00,2121.00,-3675.00,7579.00,-5498.00,6481.00,76500.00
2015:Q2,160148.00,26080.00,-81457.00,54940.00,10015.00,150570.00,160148.00,71888.00,-3661.00,152033.00,-80938.00,4454.00,64380.00,1020.00,0.00,23363.00,31058.00,-4638.00,-19616.00,-2224.00,28382.00,3843.00,3192.00,23880.00,160148.00,-93793.00,-72168.00,-5512.00,1128.00,-20.00,-17221.00,-34416.00,541.00,38860.00,-12502.00,370.00,-2824.00,7280.00,13542.00,8549.00,-127445.00,751.00,-47398.00,99266.00,687.00,2047.00,-17003.00,977.00,3557.00,-20605.00,-25977.00,431.00,42480.00,288357.00
2015:Q3,145441.00,12489.00,23319.00,87194.00,-12283.00,34722.00,145441.00,114332.00,-2621.00,104235.00,22764.00,-10046.00,70494.00,2602.00,0.00,35535.00,52214.00,-41726.00,5868.00,-3028.00,-407.00,-11098.00,30534.00,-39385.00,145441.00,232276.00,215817.00,-4555.00,808.00,-17.00,20223.00,8068.00,9367.00,13496.00,9464.00,-8.00,-9058.00,3646.00,25734.00,13668.00,-91764.00,-4990.00,47915.00,-44248.00,436.00,21587.00,-6026.00,-319.00,-1330.00,-7364.00,-10714.00,4489.00,34087.00,-94903.00
2015:Q4,796773.00,-49771.00,764352.00,121932.00,-9843.00,-29897.00,796773.00,783053.00,-1282.00,26376.00,764811.00,-6852.00,74784.00,6965.00,0.00,75479.00,45994.00,-17726.00,-4730.00,-2772.00,-4090.00,-30741.00,6405.00,-61064.00,796773.00,-14338.00,-31131.00,8902.00,1475.00,0.00,6416.00,646578.00,3683.00,92043.00,2508.00,476.00,3728.00,1836.00,16595.00,11210.00,419583.00,8524.00,123055.00,-3163.00,-355.00,12293.00,4210.00,-445.00,1728.00,-13063.00,-7546.00,-20066.00,-10256.00,164533.00
2016:Q1,470739.00,79644.00,236244.00,9388.00,20923.00,124540.00,470739.00,397781.00,648.00,144545.00,236129.00,16459.00,94261.00,9223.00,0.00,-18896.00,28399.00,-14568.00,709.00,19158.00,-11834.00,30309.00,51761.00,-21303.00,470739.00,156373.00,144599.00,8079.00,1098.00,0.00,2597.00,239604.00,1712.00,18970.00,21287.00,-110.00,-1764.00,6895.00,53726.00,7011.00,-8708.00,14501.00,48678.00,5977.00,361.00,31581.00,-3014.00,-997.00,901.00,-824.00,-5264.00,-2469.00,51154.00,74762.00
2016:Q2,198336.00,-5239.00,7835.00,145653.00,29025.00,21062.00,198336.00,111189.00,39.00,84788.00,7952.00,18410.00,97302.00,-6488.00,0.00,105413.00,40123.00,-36650.00,-38453.00,10474.00,-8454.00,23197.00,8140.00,-10155.00,198336.00,-131080.00,-155261.00,-3615.00,1029.00,0.00,26767.00,282910.00,-12702.00,42787.00,24152.00,744.00,776.00,1729.00,41764.00,8894.00,3989.00,19850.00,-42625.00,94503.00,-384.00,14978.00,12546.00,-2293.00,6326.00,-647.00,25471.00,2162.00,40890.00,46506.00
2016:Q3,388811.00,-104578.00,258783.00,81129.00,-6550.00,160027.00,388811.00,328522.00,-2309.00,79258.00,258590.00,-7017.00,113422.00,-11057.00,0.00,49487.00,31835.00,-10478.00,-17223.00,-5944.00,14630.00,86624.00,-24452.00,-53133.00,388811.00,86521.00,32573.00,28779.00,952.00,0.00,24217.00,244867.00,-10142.00,117445.00,-10663.00,-333.00,-5428.00,26473.00,35915.00,6589.00,23027.00,3649.00,-29051.00,55308.00,603.00,24201.00,-3146.00,-3743.00,3963.00,-11338.00,-5344.00,-108.00,26990.00,57423.00
