1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1990:Q4,21394957.00,39684.00,28144.00,750097.00,2868109.00,415374.00,113908.00,2314321.00,111463.00,969913.00,276141.00,691642.00,265162.00,709996.00,224544.00,418311.00,67141.00,1999216.00,472780.00,1163827.00,391738.00,4435277.00,59115.00,3056631.00,556172.00,2020568.00,14959498.00,6970.00,10018.00,16256.00,5134398.00,116852.00,2798410.00,32350.00,1178619.00,1008167.00,6064203.00,770330.00,692182.00,3777300.00,824391.00,1004394.00,23594.00,70302.00,517109.00,2112254.00
1991:Q1,21971402.00,36904.00,29308.00,745277.00,2874591.00,468708.00,110996.00,2285654.00,94569.00,970844.00,253979.00,688544.00,277718.00,710314.00,220664.00,430464.00,59186.00,2324190.00,521035.00,1145063.00,398407.00,4545074.00,53524.00,3066122.00,567453.00,2088782.00,15035321.00,6596.00,10018.00,15958.00,5214376.00,119851.00,2849066.00,26350.00,1191778.00,1027331.00,6037919.00,745622.00,669158.00,3820932.00,802207.00,972529.00,23655.00,66752.00,522384.00,2165134.00
1991:Q2,22058254.00,35258.00,26556.00,762718.00,2825803.00,442600.00,116071.00,2322864.00,79323.00,983283.00,261402.00,709364.00,289492.00,716217.00,217138.00,441694.00,57385.00,2292919.00,543907.00,1174674.00,407093.00,4626410.00,54269.00,3053477.00,574663.00,2082755.00,15217120.00,6441.00,10018.00,16070.00,5310789.00,119437.00,2903119.00,24800.00,1211966.00,1051467.00,6087147.00,735068.00,665524.00,3885249.00,801306.00,988703.00,24227.00,59628.00,523487.00,2190611.00
1991:Q3,22432665.00,37793.00,27987.00,765703.00,2809514.00,434533.00,117246.00,2367541.00,83181.00,1009439.00,264711.00,735280.00,274930.00,728375.00,225243.00,445889.00,57243.00,2434129.00,593839.00,1189365.00,411776.00,4730091.00,54782.00,3028936.00,583997.00,2117059.00,15448873.00,6703.00,10018.00,16170.00,5459021.00,107016.00,3020264.00,17602.00,1242263.00,1071876.00,6089325.00,732636.00,666342.00,3887847.00,802500.00,1008890.00,24118.00,63751.00,519594.00,2251283.00
1991:Q4,23077166.00,39097.00,31000.00,845516.00,2780085.00,438567.00,120062.00,2379402.00,82164.00,1014279.00,272645.00,743486.00,266828.00,750708.00,247604.00,440116.00,62988.00,2828687.00,657222.00,1154703.00,418577.00,4846523.00,54813.00,3015600.00,580288.00,2136316.00,15646672.00,7008.00,10018.00,16296.00,5604844.00,98477.00,3128797.00,18556.00,1272079.00,1086935.00,6117612.00,716793.00,657370.00,3927868.00,815581.00,1046563.00,24790.00,61371.00,515194.00,2242976.00
1992:Q1,23166611.00,37607.00,29544.00,822053.00,2646108.00,461487.00,118999.00,2425940.00,65312.00,1076973.00,271812.00,732811.00,279032.00,729307.00,230625.00,442650.00,56032.00,2734296.00,683312.00,1172043.00,425606.00,4938007.00,65853.00,3026398.00,594534.00,2255517.00,16039897.00,6721.00,10018.00,16314.00,5716358.00,110434.00,3208656.00,15765.00,1275453.00,1106050.00,6111424.00,705657.00,654186.00,3958228.00,793353.00,1032189.00,24674.00,67184.00,526505.00,2528510.00
1992:Q2,23296456.00,41615.00,29940.00,859501.00,2633447.00,449373.00,126222.00,2433496.00,70588.00,1074977.00,275915.00,729673.00,282344.00,732190.00,238899.00,436418.00,56873.00,2695502.00,729482.00,1214852.00,429996.00,5056163.00,57207.00,3004713.00,605675.00,2197081.00,16230507.00,7012.00,10018.00,16386.00,5822261.00,111996.00,3281821.00,15862.00,1287091.00,1125491.00,6135173.00,703634.00,658783.00,3980424.00,792332.00,1056503.00,25287.00,64213.00,533422.00,2560232.00
1992:Q3,23571488.00,43109.00,31143.00,896150.00,2584050.00,426734.00,125377.00,2448334.00,72065.00,1085954.00,295076.00,726783.00,268456.00,724860.00,238958.00,428059.00,57843.00,2779934.00,785154.00,1227028.00,439404.00,5192287.00,55536.00,3007817.00,614855.00,2189716.00,16438771.00,7216.00,10018.00,16433.00,5939197.00,108216.00,3370625.00,18119.00,1301309.00,1140928.00,6174216.00,693083.00,660489.00,4018712.00,801933.00,1069944.00,25454.00,68374.00,532831.00,2595088.00
1992:Q4,24161546.00,38847.00,31391.00,940158.00,2551595.00,411747.00,128107.00,2506115.00,83845.00,1125134.00,306803.00,699104.00,291229.00,725767.00,237666.00,422360.00,65741.00,3120600.00,837053.00,1185786.00,447710.00,5342618.00,53793.00,2997542.00,586397.00,2256320.00,16649475.00,6737.00,8018.00,16516.00,6048134.00,107106.00,3472337.00,18786.00,1295401.00,1154504.00,6230038.00,698159.00,668861.00,4038249.00,824769.00,1103650.00,26229.00,68465.00,528006.00,2613682.00
1993:Q1,24587846.00,41089.00,28934.00,899148.00,2520674.00,422396.00,129731.00,2527455.00,86399.00,1137917.00,283393.00,693211.00,326535.00,727762.00,251846.00,412565.00,63351.00,3206252.00,916375.00,1224775.00,455971.00,5471510.00,66994.00,3035955.00,592857.00,2319968.00,16836116.00,6848.00,8018.00,16588.00,6184048.00,113900.00,3523422.00,19576.00,1314788.00,1212362.00,6202590.00,687869.00,668369.00,4039090.00,807262.00,1097158.00,26232.00,74396.00,539019.00,2681219.00
1993:Q2,24919590.00,40682.00,29019.00,968434.00,2496860.00,411148.00,127241.00,2546902.00,92742.00,1154137.00,253864.00,692754.00,353405.00,726791.00,262553.00,399685.00,64553.00,3217466.00,992483.00,1255988.00,465216.00,5571242.00,53934.00,3066714.00,607448.00,2342022.00,17072570.00,6877.00,8018.00,16678.00,6339563.00,124025.00,3593018.00,20596.00,1343078.00,1258846.00,6253840.00,692764.00,661001.00,4081413.00,818662.00,1104029.00,26872.00,70609.00,544678.00,2701406.00
1993:Q3,25318037.00,41605.00,29975.00,983120.00,2477526.00,399446.00,127801.00,2552606.00,93979.00,1135183.00,263377.00,683721.00,376346.00,716235.00,258564.00,391063.00,66608.00,3333683.00,1079145.00,1282744.00,474964.00,5683776.00,55245.00,3100731.00,622359.00,2357075.00,17279736.00,6949.00,8018.00,16784.00,6460728.00,123232.00,3649853.00,24654.00,1360066.00,1302923.00,6323597.00,692742.00,662685.00,4125502.00,842668.00,1119257.00,26941.00,73232.00,542416.00,2701814.00
1993:Q4,25856011.00,40151.00,30259.00,1037481.00,2446814.00,407895.00,136252.00,2635925.00,102315.00,1178729.00,247300.00,662474.00,445107.00,728617.00,253933.00,397102.00,77582.00,3488156.00,1133368.00,1238022.00,484813.00,5771937.00,54511.00,3136996.00,607125.00,2477690.00,17561383.00,6730.00,8018.00,16962.00,6601735.00,117829.00,3757742.00,26585.00,1361698.00,1337881.00,6418309.00,704095.00,662133.00,4165912.00,886169.00,1165607.00,27622.00,72112.00,550500.00,2693788.00
1994:Q1,25973094.00,42559.00,31446.00,1007048.00,2450462.00,411910.00,131003.00,2781302.00,100873.00,1228322.00,308573.00,668916.00,474618.00,713053.00,251908.00,389090.00,72055.00,3326521.00,1108016.00,1270502.00,490866.00,5843704.00,67848.00,3200154.00,635464.00,2461237.00,17736317.00,6921.00,8018.00,17126.00,6692998.00,129885.00,3801381.00,26259.00,1361402.00,1374071.00,6472296.00,714236.00,687507.00,4186677.00,883876.00,1157169.00,27628.00,76964.00,565905.00,2711293.00
1994:Q2,26185570.00,42371.00,32927.00,1008835.00,2419878.00,402066.00,128304.00,2881756.00,104833.00,1252673.00,342411.00,678242.00,503597.00,710804.00,249012.00,388182.00,73610.00,3260488.00,1097277.00,1322350.00,497466.00,5933297.00,53196.00,3261744.00,651039.00,2481772.00,17923211.00,7096.00,8018.00,17285.00,6729079.00,135680.00,3817354.00,27438.00,1352276.00,1396331.00,6574047.00,732079.00,691296.00,4232092.00,918580.00,1188624.00,28307.00,73256.00,568851.00,2728649.00
1994:Q3,26565952.00,42379.00,29995.00,987990.00,2441470.00,395108.00,121049.00,2920273.00,108293.00,1276275.00,362215.00,657275.00,516216.00,712722.00,250018.00,387405.00,75299.00,3320395.00,1138666.00,1341201.00,514825.00,6049558.00,55961.00,3296412.00,669271.00,2528677.00,18105106.00,7189.00,8018.00,17477.00,6786357.00,138683.00,3868006.00,28162.00,1341280.00,1410226.00,6682827.00,751497.00,691403.00,4279974.00,959953.00,1209148.00,28405.00,74996.00,589438.00,2701252.00
1994:Q4,26987574.00,41351.00,34511.00,1007935.00,2436561.00,431328.00,120818.00,3091868.00,110830.00,1329612.00,419195.00,651379.00,580852.00,735343.00,259390.00,382467.00,93486.00,3361107.00,1058644.00,1327911.00,520348.00,6093038.00,55457.00,3342078.00,685575.00,2643702.00,18408829.00,7153.00,8018.00,17648.00,6871287.00,139238.00,3951076.00,26743.00,1325770.00,1428460.00,6830655.00,775637.00,713515.00,4320335.00,1021168.00,1271383.00,28890.00,73122.00,602907.00,2697765.00
1995:Q1,27589733.00,50519.00,34174.00,961286.00,2477327.00,456826.00,113487.00,3034074.00,112449.00,1307687.00,409281.00,618194.00,586463.00,730445.00,264501.00,379323.00,86621.00,3612716.00,1101655.00,1359010.00,532694.00,6237879.00,79104.00,3386969.00,705300.00,2716268.00,18559748.00,7646.00,8018.00,17832.00,6936560.00,149799.00,4008374.00,26436.00,1311393.00,1440558.00,6915382.00,810547.00,727844.00,4352445.00,1024546.00,1271993.00,28940.00,82352.00,619214.00,2671811.00
1995:Q2,28295224.00,55145.00,36915.00,1004600.00,2513913.00,500266.00,110119.00,2973953.00,114290.00,1273233.00,406735.00,603952.00,575744.00,727139.00,266136.00,374287.00,86716.00,3861510.00,1173301.00,1386034.00,548003.00,6399979.00,58904.00,3420394.00,720106.00,2804942.00,18756150.00,7686.00,8018.00,18002.00,7003895.00,162887.00,4043573.00,26838.00,1304195.00,1466402.00,7047050.00,842673.00,736055.00,4405197.00,1063126.00,1289651.00,29371.00,73904.00,634404.00,2644168.00
1995:Q3,29074169.00,54544.00,37959.00,959659.00,2551693.00,522810.00,109538.00,2951007.00,124145.00,1251230.00,396101.00,571421.00,608110.00,722812.00,268230.00,369136.00,85446.00,4168517.00,1249462.00,1440653.00,556706.00,6570004.00,60370.00,3471633.00,741314.00,2905487.00,18972359.00,7380.00,10168.00,18199.00,7022857.00,163268.00,4078084.00,26940.00,1278456.00,1476109.00,7181295.00,858777.00,747834.00,4465085.00,1109599.00,1331068.00,29445.00,75515.00,651485.00,2644947.00
1995:Q4,29878644.00,53779.00,40759.00,973918.00,2578627.00,559760.00,118125.00,2924983.00,131239.00,1215488.00,402228.00,534754.00,641274.00,734674.00,275889.00,364542.00,94243.00,4524674.00,1290886.00,1425644.00,566188.00,6714859.00,54995.00,3517127.00,778673.00,3020973.00,19252040.00,7283.00,10168.00,18326.00,7062703.00,157351.00,4114850.00,28223.00,1268157.00,1494122.00,7320086.00,882923.00,768011.00,4500992.00,1168160.00,1386931.00,29909.00,73667.00,654112.00,2688855.00
1996:Q1,30631130.00,53266.00,46408.00,932724.00,2652569.00,607908.00,138028.00,2921658.00,131685.00,1209629.00,399543.00,525238.00,655563.00,742877.00,294580.00,360083.00,88214.00,4711484.00,1371892.00,1469960.00,571294.00,6853333.00,81428.00,3556259.00,803285.00,3116758.00,19520064.00,7159.00,10168.00,18325.00,7184107.00,174174.00,4200416.00,27643.00,1264843.00,1517031.00,7399121.00,868550.00,797275.00,4571090.00,1162207.00,1389881.00,30001.00,83165.00,677787.00,2720349.00
1996:Q2,31214383.00,52880.00,47537.00,946668.00,2680561.00,589826.00,148129.00,3034617.00,145140.00,1212747.00,456975.00,529592.00,690163.00,733510.00,292117.00,356337.00,85056.00,4866788.00,1467378.00,1527569.00,579766.00,6964680.00,63946.00,3558402.00,817570.00,3134556.00,19723197.00,7072.00,10168.00,18280.00,7210502.00,181726.00,4188197.00,28205.00,1269829.00,1542545.00,7539761.00,893630.00,807408.00,4642144.00,1196579.00,1430056.00,30609.00,80014.00,702655.00,2694080.00
1996:Q3,31616154.00,45069.00,52615.00,948021.00,2727278.00,606620.00,148862.00,3019558.00,152401.00,1204480.00,484018.00,507320.00,671339.00,726253.00,290191.00,352013.00,84049.00,4888812.00,1520665.00,1561384.00,594591.00,7087130.00,62799.00,3573914.00,838645.00,3213938.00,19979778.00,7052.00,9718.00,18866.00,7251812.00,172999.00,4241371.00,27437.00,1251696.00,1558309.00,7673997.00,923885.00,811925.00,4708340.00,1229847.00,1429755.00,30648.00,84317.00,713353.00,2760259.00
1996:Q4,32182867.00,44872.00,63677.00,944347.00,2765100.00,625786.00,151710.00,3034404.00,167037.00,1231281.00,495384.00,493634.00,647068.00,767274.00,323127.00,348731.00,95416.00,4807566.00,1553956.00,1549798.00,610646.00,7312799.00,130283.00,3636284.00,866486.00,3317880.00,20239884.00,7045.00,9718.00,18865.00,7343500.00,156405.00,4316468.00,26613.00,1261631.00,1582383.00,7792187.00,932819.00,811509.00,4773982.00,1273878.00,1495810.00,30526.00,85547.00,708810.00,2747876.00
1997:Q1,32545521.00,38315.00,63080.00,921817.00,2811782.00,671229.00,155421.00,2985233.00,168236.00,1254035.00,471147.00,479877.00,611938.00,760170.00,318721.00,350980.00,90469.00,4809840.00,1572362.00,1596039.00,622596.00,7395587.00,131247.00,3769001.00,894784.00,3347018.00,20473092.00,6795.00,9200.00,18974.00,7426645.00,168747.00,4354993.00,26258.00,1266301.00,1610346.00,7883089.00,973962.00,830650.00,4824303.00,1254175.00,1488548.00,31236.00,98935.00,737992.00,2771678.00
1997:Q2,34143076.00,38886.00,67921.00,936694.00,2852773.00,658848.00,152680.00,2937595.00,169253.00,1174275.00,488269.00,488742.00,617056.00,781979.00,335175.00,355946.00,90858.00,5684664.00,1755139.00,1663229.00,640193.00,7711686.00,132373.00,3822197.00,917177.00,3389042.00,20517329.00,6801.00,9200.00,19013.00,7429914.00,179286.00,4295238.00,26319.00,1283206.00,1645865.00,8024810.00,1009186.00,840872.00,4896714.00,1278038.00,1516961.00,31787.00,95247.00,757517.00,2626079.00
1997:Q3,35378701.00,38599.00,69265.00,904756.00,2913598.00,694505.00,156629.00,2890162.00,176379.00,1136526.00,476996.00,479696.00,620565.00,797203.00,342652.00,360280.00,94271.00,6191867.00,1923681.00,1690511.00,657230.00,7976685.00,133416.00,3894416.00,938318.00,3507860.00,20719991.00,6689.00,9200.00,19326.00,7515640.00,176649.00,4321648.00,26089.00,1294019.00,1697235.00,8186242.00,1000150.00,872703.00,5007584.00,1305805.00,1548901.00,31763.00,103342.00,760586.00,2538302.00
1997:Q4,35860092.00,41957.00,60318.00,922047.00,2953109.00,726571.00,155935.00,2892079.00,187260.00,1101537.00,524971.00,479308.00,599003.00,836267.00,359176.00,365047.00,112044.00,6273422.00,1939385.00,1676028.00,664963.00,8034651.00,132701.00,4018323.00,933123.00,3599214.00,21001259.00,6611.00,9200.00,19325.00,7604778.00,168598.00,4379966.00,26526.00,1318530.00,1711158.00,8369081.00,1043961.00,908378.00,5072578.00,1344165.00,1613193.00,32263.00,99155.00,760297.00,2487355.00
1998:Q1,37760006.00,41682.00,63932.00,889764.00,3039123.00,792377.00,163717.00,2893590.00,189350.00,1104981.00,485811.00,482651.00,630797.00,857161.00,385026.00,362441.00,109694.00,7083987.00,2181086.00,1720604.00,677161.00,8388215.00,132321.00,4135742.00,980303.00,3719241.00,21243913.00,6545.00,9200.00,19405.00,7741919.00,193105.00,4395245.00,25918.00,1344209.00,1783442.00,8475443.00,1056580.00,934991.00,5159829.00,1324043.00,1636910.00,32443.00,110288.00,784956.00,2426804.00
1998:Q2,38513818.00,42836.00,58362.00,947513.00,3038329.00,790360.00,156491.00,3002578.00,185358.00,1103936.00,542088.00,496521.00,674675.00,870676.00,400369.00,359671.00,110636.00,7218049.00,2278770.00,1762772.00,687898.00,8520829.00,130126.00,4139367.00,1019151.00,3849710.00,21592362.00,6524.00,9200.00,19461.00,7783054.00,202491.00,4324866.00,25558.00,1373908.00,1856231.00,8689138.00,1096405.00,952170.00,5272819.00,1367744.00,1645256.00,33096.00,100645.00,799293.00,2506695.00
1998:Q3,37510010.00,46269.00,57885.00,900340.00,3058135.00,848017.00,155331.00,3019903.00,191445.00,1103799.00,609296.00,473561.00,641802.00,906551.00,438108.00,355760.00,112683.00,6281698.00,2075374.00,1824575.00,689579.00,8386249.00,131162.00,4205663.00,1040238.00,3883042.00,22059916.00,6719.00,9200.00,19886.00,7817214.00,216872.00,4310920.00,25455.00,1380576.00,1883391.00,8858987.00,1117585.00,954741.00,5385943.00,1400718.00,1685852.00,33099.00,111865.00,807655.00,2709439.00
1998:Q4,40422939.00,51037.00,68243.00,914789.00,3120925.00,909209.00,159760.00,3026370.00,206391.00,1092285.00,637875.00,471998.00,617821.00,905778.00,429363.00,360550.00,115865.00,7629080.00,2344821.00,1800083.00,718262.00,8861552.00,131277.00,4257972.00,1041048.00,4482733.00,22568004.00,6899.00,9200.00,19885.00,7909894.00,192958.00,4366585.00,28501.00,1402728.00,1919122.00,9111793.00,1142523.00,995576.00,5532422.00,1441272.00,1723140.00,33555.00,108119.00,821127.00,2824392.00
1999:Q1,41256116.00,48262.00,75603.00,900766.00,3139547.00,970682.00,159847.00,3100581.00,212772.00,1068144.00,658927.00,479348.00,681390.00,896466.00,424106.00,356454.00,115906.00,7744768.00,2385368.00,1865210.00,730987.00,9025735.00,130525.00,4308536.00,1104151.00,4669082.00,22983592.00,6653.00,8200.00,19885.00,8010033.00,223886.00,4364067.00,28118.00,1425161.00,1968801.00,9286617.00,1157293.00,1033905.00,5653021.00,1442398.00,1739623.00,33724.00,113269.00,833405.00,2932182.00
1999:Q2,42788244.00,45974.00,72829.00,920601.00,3170236.00,935646.00,157087.00,3164361.00,224586.00,1041139.00,706363.00,505907.00,686366.00,894240.00,425272.00,351315.00,117653.00,8443685.00,2541756.00,1958654.00,750133.00,9273033.00,135531.00,4307482.00,1149511.00,4867485.00,23281748.00,6545.00,8200.00,20402.00,7997822.00,232365.00,4266094.00,28268.00,1441525.00,2029570.00,9475635.00,1163417.00,1045651.00,5794986.00,1471581.00,1799861.00,34398.00,120531.00,919138.00,2899216.00
1999:Q3,42671661.00,46378.00,74660.00,919730.00,3247875.00,958382.00,158183.00,3215803.00,229878.00,1020943.00,749783.00,517862.00,697338.00,944968.00,444884.00,379762.00,120322.00,7959100.00,2425124.00,2050010.00,753025.00,9236487.00,135482.00,4394978.00,1208995.00,4942481.00,23891970.00,6799.00,7200.00,20902.00,8076996.00,239280.00,4262488.00,28276.00,1447418.00,2099534.00,9744106.00,1189794.00,1048544.00,5993873.00,1511895.00,1886838.00,34455.00,123848.00,944631.00,3046196.00
1999:Q4,46193012.00,44452.00,72119.00,998342.00,3333303.00,1058652.00,158854.00,3301095.00,236789.00,1185653.00,790680.00,532153.00,555820.00,981274.00,480264.00,376902.00,124108.00,9723988.00,2811818.00,2057950.00,783859.00,9682923.00,139545.00,4491828.00,1250747.00,5302263.00,24288517.00,6725.00,6200.00,20901.00,8178500.00,230326.00,4336716.00,28284.00,1457089.00,2126085.00,10001141.00,1217114.00,1098494.00,6131911.00,1553622.00,1968937.00,34956.00,124021.00,916027.00,3031110.00
2000:Q1,47544810.00,44052.00,80900.00,915830.00,3433133.00,1140989.00,159368.00,3230690.00,245056.00,1128569.00,799483.00,534727.00,522855.00,1040571.00,539194.00,377284.00,124093.00,10131741.00,3018513.00,2161087.00,801724.00,9913637.00,146793.00,4557227.00,1282845.00,5485711.00,24738005.00,6599.00,6200.00,21441.00,8219893.00,260797.00,4298636.00,27768.00,1461603.00,2171089.00,10225054.00,1241168.00,1196005.00,6234116.00,1553765.00,2039267.00,35248.00,141658.00,951611.00,3091034.00
2000:Q2,47205318.00,41473.00,75583.00,914052.00,3518718.00,1108008.00,154269.00,3240818.00,252293.00,1025079.00,839758.00,561143.00,562545.00,1028655.00,522797.00,377460.00,128398.00,9455133.00,2902550.00,2295584.00,805122.00,9938633.00,150938.00,4599806.00,1331822.00,5644153.00,25231046.00,6552.00,4200.00,22124.00,8120237.00,296844.00,4119004.00,28227.00,1472014.00,2204148.00,10482600.00,1283219.00,1202757.00,6394853.00,1601771.00,2144206.00,35904.00,141956.00,1039946.00,3233321.00
2000:Q3,47908442.00,39682.00,58507.00,890703.00,3604703.00,1155125.00,151999.00,3235433.00,266125.00,957201.00,866235.00,543253.00,602619.00,1052728.00,541973.00,376909.00,133846.00,9330416.00,2909331.00,2396451.00,816933.00,10068929.00,150119.00,4822353.00,1365433.00,5859597.00,25781328.00,6359.00,3200.00,23181.00,8128614.00,307039.00,4079861.00,27621.00,1466923.00,2247170.00,10702957.00,1295312.00,1194284.00,6546288.00,1667073.00,2251507.00,35958.00,140869.00,1106730.00,3381954.00
2000:Q4,47418939.00,41051.00,72300.00,874681.00,3712480.00,1251495.00,146957.00,3276723.00,274554.00,959018.00,875887.00,526817.00,640447.00,1108150.00,589888.00,377110.00,141152.00,8077197.00,2615061.00,2419394.00,819098.00,9970265.00,153125.00,4958986.00,1351617.00,6570360.00,26425470.00,6384.00,2200.00,23180.00,8126849.00,278402.00,4062699.00,27326.00,1480713.00,2277709.00,10937599.00,1318360.00,1192672.00,6685300.00,1741267.00,2357551.00,36396.00,142632.00,1183217.00,3609463.00
2001:Q1,46153999.00,38741.00,67718.00,847899.00,3852829.00,1378259.00,143087.00,3196548.00,274123.00,915839.00,748308.00,536197.00,722080.00,1094203.00,575390.00,378998.00,139815.00,6945397.00,2367981.00,2431760.00,832495.00,9786139.00,152127.00,5011487.00,1388979.00,6618352.00,26905731.00,6177.00,2200.00,23578.00,8247136.00,235619.00,4095263.00,26767.00,1509553.00,2379934.00,10982773.00,1307355.00,1156909.00,6768785.00,1749724.00,2330980.00,36555.00,147623.00,1227799.00,3900910.00
2001:Q2,47419511.00,39495.00,65552.00,854114.00,3914188.00,1375623.00,141685.00,3195519.00,273688.00,841216.00,775005.00,569850.00,735760.00,1102824.00,579995.00,382934.00,139895.00,7473211.00,2568413.00,2441745.00,862376.00,10031278.00,151321.00,5065283.00,1418849.00,6718035.00,27085167.00,6103.00,2200.00,23904.00,8213305.00,206256.00,3949181.00,27048.00,1548554.00,2482266.00,11225178.00,1286258.00,1181662.00,6973009.00,1784249.00,2310119.00,37148.00,142646.00,1281563.00,3843001.00
2001:Q3,45797774.00,44666.00,62757.00,857173.00,3988435.00,1442168.00,137218.00,3191390.00,274170.00,841281.00,826250.00,564529.00,685159.00,1194942.00,671402.00,382951.00,140589.00,6109542.00,2227801.00,2403783.00,850494.00,9839474.00,153178.00,5144732.00,1452412.00,6697610.00,27736683.00,6316.00,2200.00,24462.00,8322491.00,189571.00,4031221.00,26960.00,1557240.00,2517499.00,11509740.00,1271251.00,1241576.00,7182562.00,1814351.00,2288790.00,37155.00,170203.00,1301124.00,4074202.00
2001:Q4,47407416.00,43164.00,64193.00,942826.00,4025610.00,1527193.00,135874.00,3191902.00,285267.00,830578.00,724700.00,584308.00,767049.00,1156615.00,624176.00,386916.00,145523.00,6962955.00,2475531.00,2313167.00,880004.00,10116929.00,156821.00,5141324.00,1489756.00,6783552.00,27948793.00,6157.00,2200.00,24462.00,8497624.00,177726.00,4118460.00,26777.00,1603398.00,2571263.00,11652836.00,1241251.00,1153445.00,7366313.00,1891827.00,2277548.00,37781.00,149734.00,1269519.00,4030932.00
2002:Q1,47889507.00,42247.00,64443.00,850406.00,4196314.00,1512293.00,130380.00,3244059.00,279337.00,820404.00,742580.00,604091.00,797647.00,1141969.00,609194.00,388380.00,144395.00,6991647.00,2485336.00,2356173.00,904851.00,10312047.00,159602.00,5213124.00,1530629.00,6753986.00,28283623.00,6109.00,2200.00,24696.00,8598456.00,162983.00,4157645.00,26328.00,1627094.00,2624406.00,11790109.00,1227399.00,1144691.00,7534503.00,1883516.00,2299634.00,37713.00,154505.00,1292939.00,4077262.00
2002:Q2,46688016.00,47606.00,66719.00,876423.00,4217141.00,1438226.00,129049.00,3281366.00,279327.00,770618.00,703614.00,636263.00,891544.00,1108146.00,574279.00,388604.00,145263.00,6076419.00,2311627.00,2380212.00,916150.00,10153354.00,161875.00,5255184.00,1563833.00,6704686.00,28831906.00,6519.00,2200.00,24846.00,8694305.00,141454.00,4187119.00,26775.00,1681145.00,2657812.00,11995731.00,1179036.00,1142353.00,7756698.00,1917644.00,2319710.00,38713.00,158259.00,1298968.00,4292655.00
2002:Q3,45173992.00,48815.00,69781.00,897661.00,4333864.00,1432883.00,123714.00,3169121.00,286450.00,754082.00,629596.00,625705.00,873288.00,1106873.00,568372.00,388492.00,150009.00,4958081.00,2024407.00,2339561.00,916976.00,9973907.00,163712.00,5340142.00,1596951.00,6677543.00,29502168.00,6481.00,2200.00,25450.00,8800058.00,136423.00,4287334.00,27170.00,1706636.00,2642495.00,12226057.00,1142401.00,1131416.00,8000632.00,1951608.00,2339470.00,38684.00,170974.00,1311830.00,4580964.00
2002:Q4,46330754.00,50977.00,70524.00,903485.00,4379474.00,1505121.00,121723.00,3287052.00,298296.00,705782.00,606241.00,658930.00,1017803.00,1111139.00,563515.00,392336.00,155288.00,5300636.00,2113329.00,2232990.00,920915.00,10235024.00,165000.00,5460664.00,1611894.00,6860807.00,30026788.00,6661.00,2200.00,25450.00,8963626.00,119813.00,4400053.00,27275.00,1762821.00,2653664.00,12539466.00,1137540.00,1140562.00,8264356.00,1997008.00,2371101.00,39354.00,163114.00,1256502.00,4659314.00
2003:Q1,46425300.00,51745.00,73561.00,883789.00,4604588.00,1504766.00,121195.00,3181392.00,294332.00,785211.00,521977.00,652034.00,927838.00,1123118.00,575830.00,391716.00,155572.00,4944850.00,2117291.00,2320371.00,936154.00,10331946.00,165920.00,5658645.00,1634043.00,6771927.00,30521619.00,6731.00,2200.00,25591.00,9051721.00,119825.00,4441492.00,26880.00,1793878.00,2669646.00,12728168.00,1120338.00,1149821.00,8468886.00,1989123.00,2359404.00,39373.00,167247.00,1273712.00,4867473.00
2003:Q2,48296393.00,52934.00,84412.00,938283.00,4710709.00,1448572.00,125265.00,3089539.00,305287.00,817989.00,454926.00,682436.00,828901.00,1226868.00,674846.00,397451.00,154571.00,5765623.00,2440443.00,2318938.00,966855.00,10732224.00,166839.00,5794314.00,1676988.00,6757587.00,30912418.00,6864.00,2200.00,25992.00,9246403.00,100995.00,4558534.00,27009.00,1853615.00,2706250.00,13108741.00,1083681.00,1245671.00,8757459.00,2021930.00,2354518.00,39793.00,166318.00,1270548.00,4691041.00
2003:Q3,49044040.00,54879.00,85659.00,928124.00,4772506.00,1353360.00,124082.00,3168684.00,309547.00,799802.00,622875.00,677820.00,758640.00,1214274.00,659909.00,397998.00,156367.00,6083223.00,2555540.00,2292103.00,990822.00,10897453.00,168814.00,5916405.00,1714404.00,6723709.00,31281623.00,7005.00,2200.00,26015.00,9405766.00,103978.00,4675606.00,27023.00,1865836.00,2733323.00,13359456.00,1062546.00,1208458.00,9028777.00,2059675.00,2369951.00,39930.00,168750.00,1270489.00,4632061.00
